
[00:00:00.000 --> 00:00:08.520]  我們感謝主在多年來教會對加拿大神學院
[00:02:49.720 --> 00:02:54.120]  當時巴比倫揮軍南下
[00:02:54.120 --> 00:02:55.920]  為昆爾魯撒冷
[00:02:55.920 --> 00:02:59.920]  而先知就在裏面經歷整段的過程
[00:02:59.920 --> 00:03:02.920]  見到猶太的榮耀如何離開
[00:03:02.920 --> 00:03:04.720]  然後聖殿被摧毀
[00:03:04.720 --> 00:03:06.920]  然後他的子民被擄
[00:03:06.920 --> 00:03:09.920]  被擄之後
[00:03:09.920 --> 00:03:14.320]  他仍然在被擄的群體裏面
[00:03:14.320 --> 00:03:17.120]  繼續侍奉有16年的時間
[00:03:17.120 --> 00:03:20.720]  去到離鄉別井一個新的環境裏面
[00:03:20.720 --> 00:03:23.520]  來鼓勵這班被擄的子民
[00:03:23.520 --> 00:03:26.320]  今天我們所看這一段聖經
[00:03:26.320 --> 00:03:31.720]  47章就在第二段經文裏面
[00:03:31.720 --> 00:03:32.920]  講到復興
[00:03:32.920 --> 00:03:34.720]  講到一個新的景象
[00:03:34.720 --> 00:03:37.720]  講到在尼塞亞的國度裏面
[00:03:37.720 --> 00:03:39.720]  萬象都會更新
[00:03:39.720 --> 00:03:41.120]  有一個新的開始
[00:03:41.120 --> 00:03:42.520]  一個新的生命
[00:03:42.520 --> 00:03:43.920]  新的次序
[00:03:43.920 --> 00:03:46.120]  我們收窄一點來看
[00:03:46.120 --> 00:03:50.520]  在33章到48章裏面所講出來的
[00:03:50.520 --> 00:03:52.920]  新的生命帶來新的生活
[00:03:52.920 --> 00:03:54.920]  帶來一個新的崇拜
[00:03:54.920 --> 00:03:56.120]  一個新的聖殿
[00:03:56.120 --> 00:03:58.920]  新的次序
[00:03:58.920 --> 00:04:01.920]  甚至整個地域都會改變
[00:04:01.920 --> 00:04:04.320]  在尼塞亞的國度裏面
[00:04:04.320 --> 00:04:06.720]  在這位救主再回來的時候
[00:04:06.720 --> 00:04:08.720]  萬象都會更新
[00:04:08.720 --> 00:04:12.520]  包括這個地域都會有改變
[00:04:12.520 --> 00:04:15.720]  今天我們正在讀出來這一段經文
[00:04:15.720 --> 00:04:18.320]  正在讀出來這一段經文
[00:04:18.320 --> 00:04:20.520]  我用口語再複述一次
[00:04:20.520 --> 00:04:24.920]  當時先知被使者帶領
[00:04:24.920 --> 00:04:26.520]  他見到一個異象
[00:04:26.520 --> 00:04:28.920]  他見到聖殿這個異象
[00:04:28.920 --> 00:04:32.520]  在聖殿那裏流出來的有一條水
[00:04:32.520 --> 00:04:35.720]  特別是在至聖所那裏流出來的有一條河
[00:04:35.720 --> 00:04:37.320]  聖殿是朝東的
[00:04:37.320 --> 00:04:38.720]  這條水一直向東
[00:04:38.720 --> 00:04:40.720]  然後拐個彎向右
[00:04:40.720 --> 00:04:42.920]  向南繼續流下去
[00:04:42.920 --> 00:04:47.720]  當時神的使者帶領他從北門出來
[00:04:47.720 --> 00:04:50.120]  然後拐個圈向右
[00:04:50.120 --> 00:04:51.920]  看見這條水一直流下來
[00:04:51.920 --> 00:04:52.920]  他一邊走
[00:04:52.920 --> 00:04:55.520]  一邊有條準繩就是樑
[00:04:55.520 --> 00:04:58.120]  一邊走一千爪的時候
[00:04:58.120 --> 00:05:00.320]  就見到水位升高
[00:05:00.320 --> 00:05:01.920]  一爪是甚麼呢?
[00:05:01.920 --> 00:05:06.320]  一爪就是我們手的中指末端
[00:05:06.320 --> 00:05:08.320]  一直去到這個關節那裏
[00:05:08.320 --> 00:05:10.120]  大概是14吋
[00:05:10.120 --> 00:05:12.520]  於是他一邊走的時候
[00:05:12.520 --> 00:05:14.520]  發現水漲了
[00:05:14.520 --> 00:05:17.120]  從腳眼再向前走
[00:05:17.120 --> 00:05:18.720]  漲到膝蓋
[00:05:18.720 --> 00:05:19.920]  再向前走
[00:05:19.920 --> 00:05:21.120]  就去到腰
[00:05:21.120 --> 00:05:23.320]  不斷地上漲
[00:05:23.320 --> 00:05:25.520]  然後水位太高了
[00:05:25.520 --> 00:05:26.720]  不能降水
[00:05:26.720 --> 00:05:28.320]  要由水而過
[00:05:28.320 --> 00:05:30.520]  然後神的使者對他說
[00:05:30.520 --> 00:05:31.320]  人子
[00:05:31.320 --> 00:05:34.120]  這是當時對以西傑的一個稱號
[00:05:34.120 --> 00:05:36.920]  使者說你看見甚麼呢?
[00:05:36.920 --> 00:05:38.520]  他舉目
[00:05:38.520 --> 00:05:40.120]  兩邊一看
[00:05:40.120 --> 00:05:43.720]  看見兩旁河的岸邊
[00:05:43.720 --> 00:05:45.720]  有很多樹木
[00:05:45.720 --> 00:05:47.120]  極多的樹木
[00:05:47.120 --> 00:05:50.120]  然後看見這條河
[00:05:50.120 --> 00:05:53.320]  一直流到阿拉巴出海
[00:05:53.320 --> 00:05:55.520]  然後經過死海
[00:05:55.520 --> 00:05:56.720]  這個嚴海的時候
[00:05:56.720 --> 00:06:00.320]  水竟然變成甜的
[00:06:00.320 --> 00:06:05.120]  而且兩岸有很多樹木
[00:06:05.120 --> 00:06:07.120]  水裏面有魚類
[00:06:07.120 --> 00:06:11.120]  還可以看見漁夫在那邊曬網
[00:06:11.120 --> 00:06:14.320]  兩岸凡是水到的地方
[00:06:14.320 --> 00:06:15.720]  水都變成甜的
[00:06:15.720 --> 00:06:16.720]  水不到的
[00:06:16.720 --> 00:06:17.920]  沼澤的地方
[00:06:17.920 --> 00:06:19.320]  仍然是鹹的
[00:06:19.320 --> 00:06:22.120]  兩岸就見滿很多樹木
[00:06:22.120 --> 00:06:23.920]  還有很多的果子
[00:06:23.920 --> 00:06:26.120]  葉子都可以醫病
[00:06:26.120 --> 00:06:27.920]  這是經文
[00:06:27.920 --> 00:06:30.320]  你可能讀完之後
[00:06:30.320 --> 00:06:31.120]  聽過之後
[00:06:31.120 --> 00:06:32.920]  還是一頭霧水的
[00:06:32.920 --> 00:06:35.320]  因為我們不是很熟習地理
[00:06:35.520 --> 00:06:38.720]  聖經的地理和歷史是分不開的
[00:06:38.720 --> 00:06:40.520]  我們有個畢業生
[00:06:40.520 --> 00:06:42.320]  畢業之後回到中國
[00:06:42.320 --> 00:06:47.520]  他考入了上海復旦大學
[00:06:47.520 --> 00:06:48.920]  讀了一個博士
[00:06:48.920 --> 00:06:51.520]  他讀的是歷史和地理系
[00:06:51.520 --> 00:06:54.120]  所以歷史和地理是分不開的
[00:06:54.120 --> 00:06:56.520]  你要明白這一段經文的話
[00:06:56.520 --> 00:06:59.120]  你要掌握地理是怎樣
[00:06:59.120 --> 00:07:02.720]  這幅圖是耶路撒冷的一幅圖
[00:07:02.720 --> 00:07:06.720]  黃色的地方就是聖殿所在
[00:07:06.720 --> 00:07:08.720]  現在叫聖殿山
[00:07:08.720 --> 00:07:12.920]  聖殿山有聖殿
[00:07:12.920 --> 00:07:14.720]  聖殿是朝東的
[00:07:14.720 --> 00:07:17.520]  所以有道門叫東門
[00:07:17.520 --> 00:07:18.720]  或者叫美門
[00:07:18.720 --> 00:07:21.720]  如果你今天去耶路撒冷的話
[00:07:21.720 --> 00:07:22.920]  你都會見到的
[00:07:22.920 --> 00:07:25.120]  不知道誰去過耶路撒冷呢?
[00:07:25.120 --> 00:07:26.920]  有些人去過
[00:07:26.920 --> 00:07:28.920]  你有機會去耶路撒冷
[00:07:28.920 --> 00:07:30.320]  省點錢
[00:07:30.320 --> 00:07:31.920]  儲點假期
[00:07:32.120 --> 00:07:35.520]  不要想著去拉斯維加斯
[00:07:35.520 --> 00:07:37.120]  我們就去聖殿
[00:07:37.120 --> 00:07:39.320]  去聖地
[00:07:39.320 --> 00:07:42.520]  在那邊體會一下耶穌所走過的地方
[00:07:42.520 --> 00:07:43.920]  你會發現
[00:07:43.920 --> 00:07:46.920]  現在這個美門是關著的
[00:07:46.920 --> 00:07:48.120]  是封住的
[00:07:48.120 --> 00:07:51.720]  穆斯林在主後七百多年
[00:07:51.720 --> 00:07:54.320]  攻佔了耶路撒冷的時候
[00:07:54.320 --> 00:07:56.520]  他知道猶太人的寓言裡面
[00:07:56.520 --> 00:08:00.720]  提到尼塞亞會在東門再次回來
[00:08:00.720 --> 00:08:03.520]  他們為了不讓尼塞亞來
[00:08:03.520 --> 00:08:04.720]  封了它
[00:08:04.720 --> 00:08:05.920]  而且還是兩層的
[00:08:05.920 --> 00:08:06.720]  封了它
[00:08:06.720 --> 00:08:08.520]  這個是情況
[00:08:08.520 --> 00:08:10.720]  但是在聖經的英文
[00:08:10.720 --> 00:08:13.120]  就說這位尼塞亞
[00:08:13.120 --> 00:08:14.720]  這位救主
[00:08:14.720 --> 00:08:16.720]  他會再回來的
[00:08:16.720 --> 00:08:18.320]  他再回來的時候
[00:08:18.320 --> 00:08:23.320]  他會使得萬象都會更新的
[00:08:23.320 --> 00:08:26.720]  然後有一個新的聖殿的產生
[00:08:26.720 --> 00:08:28.320]  你知道聖殿
[00:08:28.520 --> 00:08:32.320]  曾經被尼泊爾加利山摧毀
[00:08:32.320 --> 00:08:34.320]  第一殿所羅門所建的
[00:08:34.320 --> 00:08:37.920]  然後我們秘魯七十年之後歸回
[00:08:37.920 --> 00:08:39.120]  經過二十年
[00:08:39.120 --> 00:08:40.920]  重建這個聖殿
[00:08:40.920 --> 00:08:42.120]  所謂第二殿
[00:08:42.120 --> 00:08:44.120]  一直到新約的時候
[00:08:44.120 --> 00:08:47.520]  希倫在第二殿的基礎裡面
[00:08:47.520 --> 00:08:48.920]  重新的修葺
[00:08:48.920 --> 00:08:52.320]  就是耶穌的時候的聖殿
[00:08:52.320 --> 00:08:54.120]  主後七十年
[00:08:54.120 --> 00:08:55.920]  因為一場叛亂
[00:08:55.920 --> 00:08:57.120]  羅馬大軍來
[00:08:57.120 --> 00:08:59.320]  又將這個聖殿摧毀
[00:08:59.320 --> 00:09:01.120]  一把火燒了它
[00:09:01.120 --> 00:09:02.320]  耶穌說的寓言
[00:09:02.320 --> 00:09:04.520]  沒有一塊石頭會在石頭的上面
[00:09:04.520 --> 00:09:05.720]  不被摧毀
[00:09:05.720 --> 00:09:07.920]  這個第二殿也是摧毀了
[00:09:07.920 --> 00:09:10.520]  但是在這個先知以西傑的
[00:09:10.520 --> 00:09:11.920]  他的意象裡面
[00:09:11.920 --> 00:09:13.920]  他看到尼塞亞的國度
[00:09:13.920 --> 00:09:15.720]  尼塞亞再回來的時候
[00:09:15.720 --> 00:09:18.320]  他會有一個新的聖殿
[00:09:18.320 --> 00:09:20.320]  聖殿的規格各方面
[00:09:20.320 --> 00:09:21.520]  都會有描述的
[00:09:21.520 --> 00:09:22.520]  有崇拜的
[00:09:22.520 --> 00:09:25.720]  而且整個的地域都會改變
[00:09:25.720 --> 00:09:27.920]  而當時有什麼改變呢?
[00:09:27.920 --> 00:09:31.720]  就說在聖殿的致聖所那裡
[00:09:31.720 --> 00:09:33.720]  流出一條河
[00:09:33.720 --> 00:09:36.120]  有一條生命的活水
[00:09:36.120 --> 00:09:37.720]  一路向東
[00:09:37.720 --> 00:09:39.720]  經過東門而出
[00:09:39.720 --> 00:09:41.720]  繼續轉個彎向右
[00:09:41.720 --> 00:09:43.920]  向南流下來
[00:09:43.920 --> 00:09:45.720]  一路流向哪裡呢?
[00:09:45.720 --> 00:09:47.520]  如果你知道地理的話
[00:09:47.520 --> 00:09:52.720]  這個聖殿就是在聖殿山
[00:09:52.720 --> 00:09:54.920]  然後聖殿山對出那裡
[00:09:54.920 --> 00:09:56.720]  有一個橄欖山
[00:09:56.720 --> 00:10:00.120]  而中間有一條山谷
[00:10:00.120 --> 00:10:01.520]  叫做吸倫谷
[00:10:01.520 --> 00:10:04.520]  然後和另一條山谷
[00:10:04.520 --> 00:10:07.320]  印倫子谷相連
[00:10:07.320 --> 00:10:10.120]  中間經過耶路撒冷
[00:10:10.120 --> 00:10:12.120]  有一條叫做中央山谷
[00:10:12.120 --> 00:10:16.520]  這三條山谷形成了一個三叉的印
[00:10:16.520 --> 00:10:18.120]  這個三叉的印
[00:10:18.120 --> 00:10:19.920]  就是一個希伯來的字母
[00:10:19.920 --> 00:10:20.920]  叫做Shin
[00:10:20.920 --> 00:10:22.120]  這個Shin
[00:10:22.120 --> 00:10:26.320]  有一個名字叫做Shaddai
[00:10:26.320 --> 00:10:27.320]  Shaddai
[00:10:27.320 --> 00:10:30.120]  有一首歌叫做El Shaddai
[00:10:30.120 --> 00:10:30.720]  就是這個
[00:10:30.720 --> 00:10:33.320]  所以猶太人很引以為榮
[00:10:33.320 --> 00:10:35.520]  他認為神的名字
[00:10:35.520 --> 00:10:36.920]  耶和華的名字
[00:10:36.920 --> 00:10:38.720]  Shaddai這個字
[00:10:38.720 --> 00:10:40.920]  都寫在地理裡面
[00:10:40.920 --> 00:10:41.520]  好了
[00:10:41.520 --> 00:10:42.920]  這條水
[00:10:42.920 --> 00:10:47.120]  就從耶路撒冷的聖殿致聖所那裡一路流出來
[00:10:47.120 --> 00:10:49.320]  經過東門一路在
[00:10:49.320 --> 00:10:52.920]  吸倫山谷那裡一路流下去
[00:10:52.920 --> 00:10:54.320]  流到哪裡呢?
[00:10:54.320 --> 00:10:55.320]  就流到
[00:10:55.320 --> 00:10:58.120]  當然下面的圖是不合尺寸的
[00:10:58.120 --> 00:10:58.920]  一路流
[00:10:58.920 --> 00:11:00.520]  就流到死海那裡
[00:11:00.520 --> 00:11:02.520]  流到死海那裡
[00:11:02.520 --> 00:11:04.920]  你知道死海
[00:11:04.920 --> 00:11:06.720]  是有出沒入的
[00:11:06.720 --> 00:11:10.120]  是地球的地平線最低窪的地方
[00:11:10.120 --> 00:11:12.720]  約旦河的河水流到那裡
[00:11:12.720 --> 00:11:13.920]  於是蒸發了
[00:11:13.920 --> 00:11:15.920]  裡面的水
[00:11:15.920 --> 00:11:17.720]  鹽度是很高的
[00:11:17.720 --> 00:11:19.520]  達到38%
[00:11:19.520 --> 00:11:21.520]  你不能夠游泳
[00:11:21.520 --> 00:11:24.320]  因為鹹水落到眼睛的話
[00:11:24.320 --> 00:11:25.720]  會傷到你的眼睛
[00:11:25.720 --> 00:11:28.520]  但是你可以仰在上面
[00:11:28.520 --> 00:11:31.320]  就是四角朝天那樣
[00:11:31.320 --> 00:11:32.520]  仰在上面
[00:11:32.520 --> 00:11:34.920]  來那裡看報紙
[00:11:34.920 --> 00:11:36.320]  來看聖經都可以
[00:11:36.320 --> 00:11:37.720]  如果你去過的話
[00:11:37.720 --> 00:11:38.520]  有沒有試過?
[00:11:38.520 --> 00:11:40.120]  有試過的
[00:11:40.120 --> 00:11:45.120]  死海還有一樣東西是特產
[00:11:45.120 --> 00:11:47.520]  我們的姐妹很喜歡的
[00:11:47.520 --> 00:11:50.520]  死海黑泥
[00:11:50.520 --> 00:11:51.920]  死海黑泥
[00:11:51.920 --> 00:11:54.520]  很潤膚的
[00:11:54.520 --> 00:11:55.520]  美容的
[00:11:55.520 --> 00:11:57.320]  他們這樣說
[00:11:57.320 --> 00:12:00.320]  就是說你塗一個小時的話
[00:12:00.320 --> 00:12:02.320]  你厚身一年
[00:12:02.320 --> 00:12:03.920]  信不信呢?
[00:12:03.920 --> 00:12:04.920]  由得你試試
[00:12:04.920 --> 00:12:06.520]  你下次去記得塗
[00:12:06.520 --> 00:12:08.320]  久一點的話帶一點回來
[00:12:08.320 --> 00:12:10.120]  我塗過幾次
[00:12:10.120 --> 00:12:12.720]  你看我的皮膚多滑
[00:12:12.720 --> 00:12:14.920]  這個就是死海
[00:12:14.920 --> 00:12:16.920]  而當時的鹽海
[00:12:16.920 --> 00:12:21.120]  竟然可以變成甜的水
[00:12:21.120 --> 00:12:23.320]  現在在死海裡
[00:12:23.320 --> 00:12:25.120]  是沒有生物的
[00:12:25.120 --> 00:12:27.520]  魚類不能夠生存在那裡
[00:12:27.520 --> 00:12:29.720]  因為濃度太高
[00:12:29.720 --> 00:12:32.520]  但是竟然在泥菜的角度
[00:12:32.520 --> 00:12:34.320]  這裡的生命的河
[00:12:34.320 --> 00:12:36.520]  一直流到死海的時候
[00:12:36.520 --> 00:12:38.120]  將那些鹽水
[00:12:38.120 --> 00:12:40.520]  將那些沒有生命的水
[00:12:40.520 --> 00:12:41.520]  變成活的水
[00:12:41.520 --> 00:12:42.720]  變成甜的水
[00:12:42.720 --> 00:12:45.720]  而且裡面還有很多的魚類
[00:12:45.720 --> 00:12:49.320]  甚至漁夫可以在那裡打魚曬網
[00:12:49.320 --> 00:12:52.120]  這一條的水
[00:12:52.120 --> 00:12:54.920]  繼續向南流下去
[00:12:54.920 --> 00:12:56.120]  流到哪裡呢?
[00:12:56.120 --> 00:12:56.920]  流到出海
[00:12:56.920 --> 00:12:59.320]  流到紅海
[00:12:59.320 --> 00:13:04.120]  你知道西奈半島的海叫紅海
[00:13:04.120 --> 00:13:06.920]  紅海在西奈半島的兩邊
[00:13:06.920 --> 00:13:08.320]  都叫紅海
[00:13:08.320 --> 00:13:09.920]  右邊是紅海
[00:13:09.920 --> 00:13:10.920]  左邊也是
[00:13:10.920 --> 00:13:12.320]  而左邊就是
[00:13:12.320 --> 00:13:14.920]  一直出去蘇伊士運河
[00:13:14.920 --> 00:13:16.920]  去地中海
[00:13:16.920 --> 00:13:19.520]  這一條的水
[00:13:19.520 --> 00:13:20.720]  這一條的河
[00:13:20.720 --> 00:13:21.920]  生命的河
[00:13:21.920 --> 00:13:23.920]  就從聖殿
[00:13:23.920 --> 00:13:26.920]  致聖所臣的寶座那裡流出來
[00:13:26.920 --> 00:13:29.920]  然後往南一直流到死海
[00:13:29.920 --> 00:13:31.520]  然後繼續往南
[00:13:31.520 --> 00:13:35.320]  流到紅海出海
[00:13:35.320 --> 00:13:36.720]  聖經裡面
[00:13:36.720 --> 00:13:40.320]  不同的先知都有提到這件事
[00:13:40.320 --> 00:13:42.320]  另一個先知叫撒加利亞
[00:13:42.320 --> 00:13:45.320]  在聖經最後兩本書裡面
[00:13:45.320 --> 00:13:48.320]  他提到有一條活水從耶路撒冷出來
[00:13:48.320 --> 00:13:52.320]  然後往東往西流
[00:13:52.320 --> 00:13:55.320]  在以賽亞書裡面
[00:13:55.320 --> 00:13:56.320]  同樣的
[00:13:56.320 --> 00:13:57.320]  秘魯前
[00:13:57.320 --> 00:13:58.320]  這位以賽亞的先知
[00:13:58.320 --> 00:14:00.320]  同樣提到有一條的水
[00:14:00.320 --> 00:14:02.320]  而且是一個泉源
[00:14:02.320 --> 00:14:06.320]  以賽亞先知稱為救恩的泉源
[00:14:06.320 --> 00:14:09.320]  他說我們要從救恩的泉源
[00:14:09.320 --> 00:14:11.320]  以人歡言的取水
[00:14:11.320 --> 00:14:13.320]  在那裡能夠有救恩的
[00:14:13.320 --> 00:14:17.320]  而且萬民都是因為這樣的緣故
[00:14:17.320 --> 00:14:18.320]  可以得救的
[00:14:18.320 --> 00:14:21.320]  可以得到永生的
[00:14:21.320 --> 00:14:23.320]  當然我們過了不久之後
[00:14:23.320 --> 00:14:25.320]  就是受苦節
[00:14:25.320 --> 00:14:26.320]  然後復活節
[00:14:26.320 --> 00:14:29.320]  就說到耶穌基督第一次來的時候
[00:14:29.320 --> 00:14:32.320]  他就擔當了世人的罪
[00:14:32.320 --> 00:14:34.320]  承擔了一切的罪孽
[00:14:34.320 --> 00:14:37.320]  然後就掛在十字架上
[00:14:37.320 --> 00:14:39.320]  除去了人的罪
[00:14:39.320 --> 00:14:41.320]  使得每一個信靠他的
[00:14:41.320 --> 00:14:43.320]  都可以得到永生
[00:14:43.320 --> 00:14:45.320]  這個救恩的泉源
[00:14:45.320 --> 00:14:48.320]  可以以歡言的取水
[00:14:48.320 --> 00:14:49.320]  這個主題
[00:14:49.320 --> 00:14:50.320]  這種思想
[00:14:50.320 --> 00:14:52.320]  一直到新約的時候
[00:14:52.320 --> 00:14:54.320]  同樣有這個觀念
[00:14:54.320 --> 00:14:55.320]  我們一起讀一讀
[00:14:55.320 --> 00:14:57.320]  最後的聖經一卷書
[00:14:57.320 --> 00:14:59.320]  最後那兩章裡面的
[00:14:59.320 --> 00:15:00.320]  這22章
[00:15:00.320 --> 00:15:01.320]  我們一起讀一讀
[00:15:01.320 --> 00:15:02.320]  第一節第二節
[00:15:02.320 --> 00:15:05.320]  天使又指示我
[00:15:05.320 --> 00:15:07.320]  在城內街道當中
[00:15:07.320 --> 00:15:09.320]  一道生命水的河
[00:15:09.320 --> 00:15:11.320]  明亮如水晶
[00:15:11.320 --> 00:15:15.320]  從神和羔羊的寶座流出來
[00:15:15.320 --> 00:15:17.320]  在河這邊與那邊
[00:15:17.320 --> 00:15:19.320]  有生命樹
[00:15:19.320 --> 00:15:21.320]  結十二樣果子
[00:15:21.320 --> 00:15:23.320]  每月都結果子
[00:15:23.320 --> 00:15:27.320]  樹上的葉子乃為醫治萬民
[00:15:27.320 --> 00:15:28.320]  這裡說到
[00:15:28.320 --> 00:15:31.320]  將來在這個彌撒的角度
[00:15:31.320 --> 00:15:33.320]  在新天新地裡面
[00:15:33.320 --> 00:15:35.320]  就會有這道河
[00:15:35.320 --> 00:15:39.320]  從神和羔羊的寶座流出來
[00:15:39.320 --> 00:15:41.320]  是生命的活水
[00:15:41.320 --> 00:15:43.320]  是滋潤萬民
[00:15:43.320 --> 00:15:46.320]  上面有生命樹
[00:15:46.320 --> 00:15:48.320]  結出十二樣果子
[00:15:48.320 --> 00:15:50.320]  葉子可以醫病
[00:15:50.320 --> 00:15:52.320]  各位靈姐妹
[00:15:52.320 --> 00:15:54.320]  這道河
[00:15:54.320 --> 00:15:57.320]  不單止是說到將來
[00:15:57.320 --> 00:16:00.320]  在彌撒的角度裡面
[00:16:00.320 --> 00:16:02.320]  有生命樹
[00:16:02.320 --> 00:16:04.320]  也有生命的樹
[00:16:04.320 --> 00:16:06.320]  在這裡說到
[00:16:06.320 --> 00:16:08.320]  將來在彌撒的角度裡面
[00:16:08.320 --> 00:16:10.320]  有生命的樹
[00:16:10.320 --> 00:16:12.320]  也有生命的樹
[00:16:12.320 --> 00:16:14.320]  在這裡說到
[00:16:14.320 --> 00:16:16.320]  將來在彌撒的角度裡面
[00:16:16.320 --> 00:16:18.320]  有生命的樹
[00:16:18.320 --> 00:16:20.320]  也有生命的樹
[00:16:20.320 --> 00:16:22.320]  在這裡說到
[00:16:22.320 --> 00:16:24.320]  將來在彌撒的角度裡面
[00:16:24.320 --> 00:16:26.320]  有生命的樹
[00:16:26.320 --> 00:16:28.320]  也有生命的樹
[00:16:28.320 --> 00:16:30.320]  在這裡說到
[00:16:30.320 --> 00:16:32.320]  將來在彌撒的角度裡面
[00:16:32.320 --> 00:16:34.320]  有生命的樹
[00:16:34.320 --> 00:16:36.320]  也有生命的樹
[00:16:36.320 --> 00:16:38.320]  在這裡說到
[00:16:38.320 --> 00:16:40.320]  將來在彌撒的角度裡面
[00:16:40.320 --> 00:16:42.320]  有生命的樹
[00:16:42.320 --> 00:16:44.320]  也有生命的樹
[00:16:44.320 --> 00:16:46.320]  在這裡說到
[00:16:46.320 --> 00:16:48.320]  將來在彌撒的角度裡面
[00:16:48.320 --> 00:16:50.320]  有生命的樹
[00:16:50.320 --> 00:16:52.320]  也有生命的樹
[00:16:52.320 --> 00:16:54.320]  在這裡說到
[00:16:54.320 --> 00:16:56.320]  將來在彌撒的角度裡面
[00:16:56.320 --> 00:16:58.320]  有生命的樹
[00:16:58.320 --> 00:17:00.320]  在這裡說到
[00:17:00.320 --> 00:17:02.320]  將來在彌撒的角度裡面
[00:17:02.320 --> 00:17:04.320]  有生命的樹
[00:17:04.320 --> 00:17:06.320]  在這裡說到
[00:17:06.320 --> 00:17:08.320]  將來在彌撒的角度裡面
[00:17:08.320 --> 00:17:10.320]  有生命的樹
[00:17:10.320 --> 00:17:12.320]  在這裡說到
