
[00:00:00.000 --> 00:00:04.480]  各位大姐妹 早安
[00:03:52.800 --> 00:03:55.800]  要打發他們走可能要相當長的時間
[00:03:55.800 --> 00:03:58.800]  接著耶穌上山禱告
[00:03:58.800 --> 00:04:01.800]  耶穌面對這麼多人的要求
[00:04:01.800 --> 00:04:04.800]  他走上山上禱告
[00:04:04.800 --> 00:04:08.800]  我們教會這兩年就說一切從祈禱開始
[00:04:08.800 --> 00:04:10.800]  我希望這個不是單單口號
[00:04:10.800 --> 00:04:12.800]  是我們的心態
[00:04:12.800 --> 00:04:15.800]  如果連耶穌 道成肉身 變成人的時間
[00:04:15.800 --> 00:04:19.800]  在世上都要找時間單獨一個人去祈禱
[00:04:19.800 --> 00:04:21.800]  我們有誰可以不用祈禱
[00:04:21.800 --> 00:04:25.800]  而有真正的生命的力量 生命的意義呢?
[00:04:25.800 --> 00:04:28.800]  耶穌上山祈禱 在山上看下來
[00:04:28.800 --> 00:04:33.800]  然後叫門徒坐船橫過他們非常熟悉的加里里海
[00:04:33.800 --> 00:04:35.800]  去到那邊 在那裡等他
[00:04:35.800 --> 00:04:37.800]  門徒就真的開船了
[00:04:37.800 --> 00:04:40.800]  但正經說他開船的時間
[00:04:40.800 --> 00:04:44.800]  第48節說 夜裡約有四更天
[00:04:44.800 --> 00:04:49.800]  四更天當時按羅馬的分時間的方法去分
[00:04:49.800 --> 00:04:54.800]  四更天大約等於現在半夜的三點到六點
[00:04:54.800 --> 00:04:56.800]  相當深夜的時間
[00:04:56.800 --> 00:05:00.800]  因為那裡很大風
[00:05:00.800 --> 00:05:03.800]  就算他們門徒當中有很經驗的漁夫
[00:05:03.800 --> 00:05:05.800]  很熟悉的加里里海
[00:05:05.800 --> 00:05:08.800]  他都捱不住 遙老甚苦
[00:05:08.800 --> 00:05:12.800]  如果是門徒的話 不知道他們的感覺
[00:05:12.800 --> 00:05:14.800]  好像頭頭碰著黑一樣
[00:05:14.800 --> 00:05:16.800]  很興奮 和耶穌想分享
[00:05:16.800 --> 00:05:19.800]  耶穌說 去抗日洩氣吧
[00:05:19.800 --> 00:05:22.800]  結果被人打岔了 已經有很多牢騷了
[00:05:22.800 --> 00:05:26.800]  這個人還不肯走 耶穌叫他走吧
[00:05:26.800 --> 00:05:29.800]  耶穌說 你給他吃吧
[00:05:29.800 --> 00:05:33.800]  那些門徒好像和他們的想法不同
[00:05:33.800 --> 00:05:36.800]  現在他們還因為信服耶穌說
[00:05:36.800 --> 00:05:39.800]  我們開船去 去那邊等他
[00:05:39.800 --> 00:05:43.800]  結果在開船的途中 遙老甚苦
[00:05:43.800 --> 00:05:49.800]  然後在海面上和風浪搏鬥
[00:05:49.800 --> 00:05:51.800]  原來要聽耶穌的話
[00:05:51.800 --> 00:05:55.800]  結果有時候不是一帆風順
[00:05:55.800 --> 00:05:58.800]  我們中國人很喜歡說 一帆風順
[00:05:58.800 --> 00:06:00.800]  去到國內更容易 人們說
[00:06:00.800 --> 00:06:04.800]  當然是順風順水 像水上人家那樣說
[00:06:04.800 --> 00:06:05.800]  順風順水
[00:06:05.800 --> 00:06:08.800]  但是原來信耶穌不是順風順水
[00:06:08.800 --> 00:06:13.800]  聽耶穌說去到那邊 誰知道在途中遇見狂風大作
[00:06:13.800 --> 00:06:18.800]  在這裡 因為信服而帶來 在困難當中
[00:06:18.800 --> 00:06:19.800]  各位聽眾姐妹
[00:06:19.800 --> 00:06:22.800]  我想特別和一些信了主的朋友說
[00:06:22.800 --> 00:06:24.800]  我不知道你有沒有試過
[00:06:24.800 --> 00:06:27.800]  在你人生裡試過這樣
[00:06:27.800 --> 00:06:33.800]  我因為聽神的話 所以搞成在風浪當中
[00:06:33.800 --> 00:06:35.800]  如果我不是聽神的話 可能沒事
[00:06:35.800 --> 00:06:37.800]  就是因為我聽神的時候要這樣做
[00:06:37.800 --> 00:06:39.800]  所以我現在在風浪當中
[00:06:39.800 --> 00:06:42.800]  在這樣的情況下 接下來是甚麼呢
[00:06:42.800 --> 00:06:45.800]  接下來我們眼睛迷糊
[00:06:45.800 --> 00:06:48.800]  我們見到風浪的風險
[00:06:48.800 --> 00:06:53.800]  然後我們見不到上帝的應許
[00:06:53.800 --> 00:06:55.800]  在風浪裡我們失去了信心
[00:06:55.800 --> 00:06:57.800]  甚至耶穌顯現的時間
[00:06:57.800 --> 00:06:59.800]  門徒的反應第49次說
[00:06:59.800 --> 00:07:03.800]  他見到耶穌在海面上走 以為是鬼怪
[00:07:03.800 --> 00:07:06.800]  我不知道這些民眾有沒有這樣的反應
[00:07:06.800 --> 00:07:09.800]  有沒有搞錯 我不是說他們視力不好
[00:07:09.800 --> 00:07:12.800]  可能他們看不清楚是耶穌 這個也不一定
[00:07:12.800 --> 00:07:15.800]  但問題是為甚麼會想到鬼怪呢
[00:07:15.800 --> 00:07:20.800]  他剛剛才奉耶穌的名字去傳道 趕鬼來
[00:07:20.800 --> 00:07:23.800]  現在發現難道鬼回頭還惡過我
[00:07:23.800 --> 00:07:27.800]  他說鬼過來找我 有沒有搞錯呢
[00:07:27.800 --> 00:07:29.800]  本來就奉耶穌的名字去趕鬼
[00:07:29.800 --> 00:07:32.800]  然後剛剛那天早上
[00:07:32.800 --> 00:07:35.800]  走了個五餅如魚的五千人體包神蹟
[00:07:35.800 --> 00:07:37.800]  現在反過來 哎呀 很多風浪
[00:07:37.800 --> 00:07:41.800]  難道是鬼這樣 有沒有搞錯
[00:07:41.800 --> 00:07:43.800]  這班是甚麼人呢
[00:07:43.800 --> 00:07:45.800]  這班不是剛剛信主的無知群眾
[00:07:45.800 --> 00:07:49.800]  這班是耶穌基督的入室弟子 十面門徒
[00:07:49.800 --> 00:07:53.800]  當我們看門徒的時候
[00:07:53.800 --> 00:07:58.800]  我們每次都看我們自己信了主來的弟兄姊妹
[00:07:58.800 --> 00:08:02.800]  我明明信服神的 我聽祂說的
[00:08:02.800 --> 00:08:06.800]  我願意這樣做的 我願意這樣去服侍祂的
[00:08:06.800 --> 00:08:08.800]  但換來結果是甚麼呢
[00:08:08.800 --> 00:08:12.800]  我在風浪當中 接著我信心盡失
[00:08:12.800 --> 00:08:16.800]  以為是鬼怪呢
[00:08:16.800 --> 00:08:21.800]  在那個情況下 跌落一個差不多是整個信心的低谷
[00:08:21.800 --> 00:08:24.800]  弟兄姊妹 我不知道你有沒有試過
[00:08:24.800 --> 00:08:28.800]  在風浪困難裏面 你試過失去信心
[00:08:28.800 --> 00:08:32.800]  你覺得常常好像忘記了 忘記了你
[00:08:32.800 --> 00:08:36.800]  出現的 在水上行走的 可能都以為是鬼怪
[00:08:36.800 --> 00:08:42.800]  你想不到耶穌基督會在困難當中 會伸手幫助你
[00:08:42.800 --> 00:08:45.800]  然後鏡頭可以另外一轉
[00:08:45.800 --> 00:08:48.800]  轉向山上禱告的耶穌
[00:08:48.800 --> 00:08:51.800]  仔細去形容 第46節
[00:08:51.800 --> 00:08:55.800]  耶穌辭別了他們之後 往山上禱告
[00:08:55.800 --> 00:08:59.800]  47節 到了晚上 船在海中 耶穌獨自在岸上
[00:08:59.800 --> 00:09:03.800]  48節看到甚麼呢 看見門徒
[00:09:03.800 --> 00:09:10.800]  49節相對來說 門徒看見他就以為是鬼怪
[00:09:10.800 --> 00:09:14.800]  但耶穌看見那些門徒 48節說
[00:09:14.800 --> 00:09:18.800]  因風不順 遙老甚苦
[00:09:18.800 --> 00:09:22.800]  然後耶穌決定從山上趕到岸邊
[00:09:22.800 --> 00:09:26.800]  走到海面上 然後走到那裏去
[00:09:26.800 --> 00:09:31.800]  耶穌說 他這樣做 意思是要走過他們
[00:09:31.800 --> 00:09:36.800]  就是說 耶穌決定走入門徒的困惑
[00:09:36.800 --> 00:09:39.800]  門徒的風浪之中
[00:09:39.800 --> 00:09:42.800]  在約伯記第九章裏說
[00:09:42.800 --> 00:09:45.800]  在舊約聖經的觀念 舊約聖經的教導
[00:09:45.800 --> 00:09:47.800]  只有上帝才能在水面上行走
[00:09:47.800 --> 00:09:49.800]  在第九章第八節說
[00:09:49.800 --> 00:09:53.800]  現在耶穌就在這個時候 直接這樣建立他們的信心
[00:09:53.800 --> 00:09:55.800]  耶穌不是在表演法術
[00:09:55.800 --> 00:09:58.800]  耶穌不是為了方便他自己
[00:09:58.800 --> 00:10:02.800]  差不多你看見耶穌所走的神蹟 都是為了造就人
[00:10:02.800 --> 00:10:05.800]  這個神蹟好像很奇怪 走在水面上有甚麼意思呢
[00:10:05.800 --> 00:10:08.800]  是不是免費交通工具呢
[00:10:08.800 --> 00:10:11.800]  我小時候說 如果這樣就真是好了
[00:10:11.800 --> 00:10:16.800]  我們不用給天聖小人的錢 這樣走在水面上多好
[00:10:16.800 --> 00:10:19.800]  但那個絕對不是神蹟本身的目的
[00:10:19.800 --> 00:10:22.800]  目的仍然是好像其他神蹟一樣
[00:10:22.800 --> 00:10:27.800]  是要造就那幫有份見到神蹟的人
[00:10:27.800 --> 00:10:29.800]  神蹟本身不是為了方便自己
[00:10:29.800 --> 00:10:31.800]  或者令人開眼界
[00:10:31.800 --> 00:10:34.800]  神蹟本身是為了造就他們的信心
[00:10:34.800 --> 00:10:37.800]  所以當耶穌見到門徒的時候
[00:10:37.800 --> 00:10:40.800]  聖經說 他看見他們搖擺腦袋
[00:10:40.800 --> 00:10:46.800]  在山上的耶穌沒有忘記在海裏搖擺腦袋的門徒
[00:10:46.800 --> 00:10:49.800]  可能在海中的門徒見到困難的時候
[00:10:49.800 --> 00:10:53.800]  他忘記了耶穌 或者他覺得耶穌離開了他
[00:10:53.800 --> 00:10:57.800]  如果你心水清的時候 記得這件事不是第一次 已經是第二次了
[00:10:57.800 --> 00:11:02.800]  第一次在馬方第四章 耶穌平靜風浪
[00:11:02.800 --> 00:11:03.800]  你記得這件事嗎?
[00:11:03.800 --> 00:11:06.800]  在改入諸群之前第五章 第四章的尾
[00:11:06.800 --> 00:11:09.800]  耶穌在同一個地方 在加尼尼海的地方
[00:11:09.800 --> 00:11:12.800]  過去的時候 他平靜風浪
[00:11:12.800 --> 00:11:16.800]  但門徒可能覺得那時候不同
[00:11:16.800 --> 00:11:19.800]  第一 那時候耶穌在船上
[00:11:19.800 --> 00:11:22.800]  但現在耶穌不在 我看不到耶穌
[00:11:22.800 --> 00:11:25.800]  這個會不會更加是我們的寫照呢?
[00:11:25.800 --> 00:11:32.800]  可能我們整個困難裏面已經封閉了我們的眼睛
[00:11:32.800 --> 00:11:36.800]  我們看不到耶穌的同神
[00:11:36.800 --> 00:11:41.800]  就等於在陰天的時間 我們看不到太陽
[00:11:41.800 --> 00:11:45.800]  但是太陽沒有因為看不到而消失了
[00:11:45.800 --> 00:11:49.800]  耶穌沒有因為門徒看不到而消失了
[00:11:49.800 --> 00:11:53.800]  我們很強調感覺的這個世代裏面
[00:11:53.800 --> 00:11:56.800]  我們感覺不到 感覺不到就沒有了
[00:11:56.800 --> 00:11:59.800]  但這不是事實 因為雲上有太陽
[00:11:59.800 --> 00:12:05.800]  在山上禱告耶穌 祂見到在海中間的門徒搖擺很辛苦
[00:12:05.800 --> 00:12:09.800]  然後祂主動走到這個困難當中
[00:12:09.800 --> 00:12:15.800]  接著 門徒以為是鬼界 很害怕
[00:12:15.800 --> 00:12:21.800]  耶穌回應第50節 他們放心 是我
[00:12:21.800 --> 00:12:24.800]  如果記得 是我這個說話很有意思
[00:12:24.800 --> 00:12:27.800]  在《約翰福音》裏特別強調這個做法
[00:12:27.800 --> 00:12:31.800]  就是I am 引自舊約的聖經所說
[00:12:31.800 --> 00:12:34.800]  I am who I am 或者I am that I am
[00:12:34.800 --> 00:12:39.800]  意思就是 我就是那位已有永有的上帝
[00:12:39.800 --> 00:12:44.800]  耶穌說是我 所以放心 不要怕
[00:12:44.800 --> 00:12:47.800]  接著耶穌上了船之後 你留意那個時序
[00:12:47.800 --> 00:12:50.800]  不是平靜的風浪 耶穌上船
[00:12:50.800 --> 00:12:54.800]  那個時序就是耶穌見到的時候 風浪形大作
[00:12:54.800 --> 00:12:56.800]  如果你看到比較馬太方的時候
[00:12:56.800 --> 00:12:59.800]  還看到當時彼得要在水上行走
[00:12:59.800 --> 00:13:03.800]  但很明顯 馬可和馬太寫作的重點不在那裏
[00:13:03.800 --> 00:13:05.800]  馬可的重點是放在第53節和56節
[00:13:05.800 --> 00:13:07.800]  那幫群眾和門徒的比較
[00:13:07.800 --> 00:13:13.800]  在這裏 耶穌上了船之後 風浪才停止
[00:13:13.800 --> 00:13:17.800]  你看到嗎? 直到他請耶穌進了船之後
[00:13:17.800 --> 00:13:19.800]  這個困難才解決了
[00:13:19.800 --> 00:13:23.800]  他們有掙扎困難 直到耶穌上船的時候
[00:13:23.800 --> 00:13:25.800]  這個困難才解決
[00:13:25.800 --> 00:13:28.800]  然後他們反應很驚奇
[00:13:28.800 --> 00:13:31.800]  驚奇這個字眼在《馬克福音》裏面出現過幾次
[00:13:31.800 --> 00:13:33.800]  其中一次是早一點的時間
[00:13:33.800 --> 00:13:35.800]  耶穌醫好一個
[00:13:35.800 --> 00:13:41.800]  不是醫好 是叫一個12歲的小女孩
[00:13:41.800 --> 00:13:46.800]  從死裡復活的時間 當時見到的群眾就驚奇了
[00:13:46.800 --> 00:13:50.800]  同樣的 現在幫門徒又驚奇
[00:13:50.800 --> 00:13:52.800]  這樣才行
[00:13:52.800 --> 00:13:55.800]  然後留意第52節 請一起讀出來 好嗎?
[00:13:55.800 --> 00:13:57.800]  第52節 請試
[00:13:57.800 --> 00:14:06.800]  這個因為他們不明白昆頂的事
[00:14:06.800 --> 00:14:08.800]  心裡還是愚頑
[00:14:08.800 --> 00:14:10.800]  首先明白什麼是愚頑
[00:14:10.800 --> 00:14:12.800]  愚頑這個字在《馬科》裏面出現過兩次
[00:14:12.800 --> 00:14:14.800]  兩次都是指同一件事
[00:14:14.800 --> 00:14:17.800]  如果你有聖經的話 我鼓勵大家帶聖經
[00:14:17.800 --> 00:14:30.800]  請你遣去《馬科》第八章17節
[00:14:30.800 --> 00:14:32.800]  同樣說這件事
[00:14:32.800 --> 00:14:36.800]  在《馬科》唯一出現過兩次愚頑這個字
[00:14:36.800 --> 00:14:38.800]  都是指同一件事
[00:14:38.800 --> 00:14:42.800]  《馬科》第八章17節
[00:14:42.800 --> 00:14:45.800]  都是耶穌責備門徒用的字眼
[00:14:45.800 --> 00:14:46.800]  請一起讀出
[00:14:46.800 --> 00:14:49.800]  耶穌看出來就說
[00:14:49.800 --> 00:14:52.800]  你們為什麼因為沒有餅就議論呢?
[00:14:52.800 --> 00:14:55.800]  你們還不明白嗎?
[00:14:55.800 --> 00:14:58.800]  你們心還是愚頑嗎?
[00:14:58.800 --> 00:15:01.800]  亦都是說五千人吃飽 四千人吃飽的事
[00:15:01.800 --> 00:15:03.800]  耶穌說你根本沒有信心
[00:15:03.800 --> 00:15:06.800]  你心裡還是愚頑
[00:15:06.800 --> 00:15:09.800]  愚頑這個字是什麼意思呢?
[00:15:09.800 --> 00:15:12.800]  愚頑這個字的意思是剛硬
[00:15:12.800 --> 00:15:14.800]  心是剛硬
[00:15:14.800 --> 00:15:17.800]  他用在眼睛上看不到東西
[00:15:17.800 --> 00:15:20.800]  是硬慢的意思
[00:15:20.800 --> 00:15:22.800]  你留意這個邏輯
[00:15:22.800 --> 00:15:26.800]  這個邏輯就是從人的角度來說
[00:15:26.800 --> 00:15:28.800]  為什麼我會失去信心呢?
[00:15:28.800 --> 00:15:30.800]  因為我害怕 困難太大了
[00:15:30.800 --> 00:15:33.800]  我看不到耶穌 所以我就害怕了
[00:15:33.800 --> 00:15:36.800]  然後我就信心出現問題了
[00:15:36.800 --> 00:15:38.800]  所以是因為環境影響我的信心
[00:15:38.800 --> 00:15:41.800]  這個是我們的邏輯
[00:15:41.800 --> 00:15:44.800]  為什麼我們會說你最近靈性這麼差
[00:15:44.800 --> 00:15:47.800]  為什麼你侍奉的心智沒有了
[00:15:47.800 --> 00:15:49.800]  為什麼你依靠神心沒有了
[00:15:49.800 --> 00:15:51.800]  因為太大困難了
[00:15:51.800 --> 00:15:53.800]  我和那個人吵架 又不知道怎麼和好
[00:15:53.800 --> 00:15:55.800]  我那個人又激心
[00:15:55.800 --> 00:15:57.800]  我經濟又出現困難
[00:15:57.800 --> 00:15:59.800]  我和我太太又有很多吵架
[00:15:59.800 --> 00:16:01.800]  我兒子又不聽話
[00:16:01.800 --> 00:16:03.800]  公司老闆又經常刻薄我
[00:16:03.800 --> 00:16:06.800]  他所說的都是那些風浪 都是那些困難
[00:16:06.800 --> 00:16:09.800]  所以我靈性不好
[00:16:09.800 --> 00:16:12.800]  我們的邏輯就是因為那些困難
[00:16:12.800 --> 00:16:14.800]  所以我就失去信心
[00:16:14.800 --> 00:16:16.800]  這個是我們的邏輯
[00:16:16.800 --> 00:16:18.800]  但是耶穌的邏輯怎麼說的呢?
[00:16:18.800 --> 00:16:22.800]  耶穌說為什麼你們會害怕呢?
[00:16:22.800 --> 00:16:25.800]  聖經說不要怕 為什麼他們會驚慌
[00:16:25.800 --> 00:16:28.800]  為什麼他們會以為耶穌是鬼怪呢?
[00:16:28.800 --> 00:16:31.800]  耶穌說因為你的心是如環
[00:16:31.800 --> 00:16:33.800]  所以你不明白分底的事
[00:16:33.800 --> 00:16:35.800]  所以你沒有信心
[00:16:35.800 --> 00:16:38.800]  耶穌的邏輯就不是從外面到內面
[00:16:38.800 --> 00:16:40.800]  耶穌的邏輯是從內到外面
[00:16:40.800 --> 00:16:42.800]  是因為裡面的心僵硬了
[00:16:42.800 --> 00:16:45.800]  所以你聽不進去
[00:16:45.800 --> 00:16:48.800]  然後你沒有信心
[00:16:48.800 --> 00:16:53.800]  就是說如果你的心是預備好的話
[00:16:53.800 --> 00:16:56.800]  你應該知道上帝仍然在掌管這件事
[00:16:56.800 --> 00:16:58.800]  然後你有信心的回應
[00:16:58.800 --> 00:17:00.800]  問題不是風浪太大
[00:17:00.800 --> 00:17:02.800]  問題是因為你的心僵硬
[00:17:02.800 --> 00:17:07.800]  我拿了位置 所以我不接受
[00:17:07.800 --> 00:17:12.800]  然後我對上帝的工作存有很大的疑惑
[00:17:12.800 --> 00:17:14.800]  然後風浪來到的時候
[00:17:14.800 --> 00:17:18.800]  這個疑惑的心就表露無遺
[00:17:18.800 --> 00:17:20.800]  弟兄姊妹
[00:17:20.800 --> 00:17:25.800]  為什麼有時候我落到一個靈性的低潮裡呢?
[00:17:25.800 --> 00:17:28.800]  我再說 可能我馬上想到
[00:17:28.800 --> 00:17:31.800]  因為風浪太大
[00:17:31.800 --> 00:17:36.800]  但是耶穌的邏輯是因為心僵硬
[00:17:36.800 --> 00:17:41.800]  在過往經歷上帝無數的恩典裡
[00:17:41.800 --> 00:17:45.800]  好像突然一下子忘記了
[00:17:45.800 --> 00:17:47.800]  不用說了
[00:17:47.800 --> 00:17:49.800]  上帝怎麼說都好
[00:17:49.800 --> 00:17:51.800]  我這一刻一定不行了
[00:17:51.800 --> 00:17:53.800]  不用說了
[00:17:53.800 --> 00:17:58.800]  上帝怎麼允許我們同在都好
[00:17:58.800 --> 00:18:00.800]  我真的感受不到
[00:18:00.800 --> 00:18:02.800]  我很難相信
[00:18:02.800 --> 00:18:05.800]  所以好像一下子將過往曾經經歷上帝恩典的事
[00:18:05.800 --> 00:18:07.800]  好像完全忘記了
[00:18:07.800 --> 00:18:10.800]  在這樣的狀態之下
[00:18:10.800 --> 00:18:15.800]  有任何的風浪都會馬上跌倒
[00:18:15.800 --> 00:18:17.800]  耶穌說因為心僵硬
[00:18:17.800 --> 00:18:19.800]  所以你看到風浪的時候會跌倒
[00:18:19.800 --> 00:18:22.800]  不是因為風浪太大所以蓋過你的信心
[00:18:22.800 --> 00:18:26.800]  因為上帝透過少女保羅跟我們說
[00:18:26.800 --> 00:18:30.800]  我們所遇見的事是我們能夠守得住的
[00:18:30.800 --> 00:18:33.800]  上帝不會讓一些我們受不住的事
[00:18:33.800 --> 00:18:37.800]  淋到我們身上以至打沉了我們的信心
[00:18:37.800 --> 00:18:40.800]  相反來說是因為我們僵硬了
[00:18:40.800 --> 00:18:42.800]  不讓聖靈工作
[00:18:42.800 --> 00:18:45.800]  所以我們沒有力量繼續面對風浪
[00:18:45.800 --> 00:18:50.800]  什麼時候一個預備好的心都能夠承載風浪
[00:18:50.800 --> 00:18:52.800]  不要就風浪
[00:18:52.800 --> 00:18:55.800]  要柔軟我們的心
[00:18:55.800 --> 00:18:57.800]  相反來說這個經文很有趣
[00:18:57.800 --> 00:19:00.800]  用了幾場篇幅相對馬達科音來說
[00:19:00.800 --> 00:19:02.800]  就是53至56節
[00:19:02.800 --> 00:19:04.800]  鏡頭又另外一轉
[00:19:04.800 --> 00:19:06.800]  除了在海中去山上之外
[00:19:06.800 --> 00:19:09.800]  現在第三個鏡頭轉到岸邊
[00:19:09.800 --> 00:19:11.800]  當耶穌和門徒靠岸的時候
[00:19:11.800 --> 00:19:13.800]  去到一個地方叫格麗薩納
[00:19:13.800 --> 00:19:15.800]  是一個地區名字
[00:19:15.800 --> 00:19:17.800]  所以因為這個緣故
[00:19:17.800 --> 00:19:19.800]  加利利海也叫格麗薩納湖
[00:19:19.800 --> 00:19:22.800]  當船靠岸的時候
[00:19:22.800 --> 00:19:24.800]  你見到一個很幽默的情況出現
[00:19:24.800 --> 00:19:26.800]  54節一下船
[00:19:26.800 --> 00:19:29.800]  眾人認得是耶穌就跑遍那大地方
[00:19:29.800 --> 00:19:32.800]  帶著所有有病的甚至要抬離的
[00:19:32.800 --> 00:19:34.800]  有些在城市裏面的
[00:19:34.800 --> 00:19:35.800]  有些在鄉下裏面的
[00:19:35.800 --> 00:19:37.800]  都來到耶穌面前
[00:19:37.800 --> 00:19:39.800]  甚至希望耶穌摸一摸他們
[00:19:39.800 --> 00:19:41.800]  希望病得醫治
[00:19:41.800 --> 00:19:47.800]  你見到馬很明顯地將兩班人放在一起
[00:19:47.800 --> 00:19:50.800]  一班是跟從耶穌經驗有素
[00:19:50.800 --> 00:19:52.800]  有很多經歷的門徒
[00:19:52.800 --> 00:19:55.800]  另一班是對耶穌不太認識的群眾
[00:19:55.800 --> 00:19:57.800]  他只是很單純的心
