
[00:00:00.000 --> 00:00:05.880]  好 我們開始第二講
[00:04:05.740 --> 00:04:08.180]  第一次的復興運動
[00:04:08.180 --> 00:04:14.580]  由於他講到很多人悔改 現在竟然要解僱他
[00:04:14.580 --> 00:04:23.340]  不是顧家 不是因為你請我 我就聽你的話
[00:04:23.340 --> 00:04:29.220]  結果呢 愛德華茲不同的心結
[00:04:29.220 --> 00:04:32.340]  你解僱我 我走
[00:04:32.340 --> 00:04:34.660]  沒有在港台做炮台罵他們
[00:04:34.660 --> 00:04:38.460]  這幫地獄之子 你炒我 想著要去地獄 沒有
[00:04:38.460 --> 00:04:41.660]  一句沒有說 他最後一篇講章
[00:04:41.660 --> 00:04:43.660]  說真的好得不得了
[00:04:43.660 --> 00:04:52.420]  他是想念那些新信的人 安撫他們
[00:04:52.420 --> 00:04:57.900]  他說我願意離開 不爭辯 不爭論
[00:04:57.900 --> 00:05:01.060]  然後呢 他離開教會
[00:05:01.060 --> 00:05:05.060]  身體力行就到印第安人那裏
[00:05:05.060 --> 00:05:09.180]  服侍他們 向他們傳呼音
[00:05:09.180 --> 00:05:14.220]  後來美國普林斯頓就請他做院長
[00:05:14.220 --> 00:05:19.140]  他就離開印第安人 上任途中
[00:05:19.140 --> 00:05:23.820]  他染到天花病 去世了
[00:05:23.820 --> 00:05:29.420]  所以一個進行上帝旨意的祭祀很重要
[00:05:29.420 --> 00:05:34.260]  可惜 尼加時代的祭祀是為顧家
[00:05:34.260 --> 00:05:37.540]  為了上流 給他的新信
[00:05:37.540 --> 00:05:40.500]  就是那個時候 待會我們會說
[00:05:40.500 --> 00:05:46.060]  為甚麼尼加這麼難過 講這個說話
[00:05:46.060 --> 00:05:50.140]  第三種呢 就是先知
[00:05:50.140 --> 00:05:53.340]  先知是為銀錢占卜
[00:05:53.340 --> 00:05:59.260]  占卜呢 當時是有的 顧名土名
[00:05:59.260 --> 00:06:03.580]  是為了人給他們錢 來求問上帝
[00:06:03.580 --> 00:06:07.340]  而他們所講的東西 完全不是根據
[00:06:07.340 --> 00:06:11.540]  神所交給他們的心意
[00:06:11.540 --> 00:06:14.460]  三種人都是很貪婪
[00:06:14.460 --> 00:06:18.900]  完全為了錢 屈往正直
[00:06:18.900 --> 00:06:25.500]  我們就看下去了 下面一張
[00:06:25.500 --> 00:06:32.300]  在經文裏面就提到一個很重要的字
[00:06:32.300 --> 00:06:36.620]  就是公義 公義這個字
[00:06:36.620 --> 00:06:40.340]  公平或者公義這個字
[00:06:40.340 --> 00:06:44.220]  這個字在舊約裏面
[00:06:44.220 --> 00:06:49.700]  是指人的行為要遵守一個標準
[00:06:49.700 --> 00:06:52.700]  是甚麼標準呢 就是按照上帝的律法
[00:06:52.700 --> 00:06:56.740]  但現在這三種人已經沒有公義
[00:06:56.740 --> 00:07:00.260]  沒有公平 沒有公義
[00:07:00.260 --> 00:07:05.820]  尼加他用這個「神」這個字
[00:07:05.820 --> 00:07:09.860]  第一 公義不是來自世界
[00:07:09.860 --> 00:07:15.020]  不是來自這個世俗 是來自聖經
[00:07:15.020 --> 00:07:18.460]  公義就是來自上帝的律法
[00:07:18.460 --> 00:07:23.380]  第二 是來自上帝所給人的良知
[00:07:23.380 --> 00:07:27.300]  由上帝的律法到人的良知
[00:07:27.300 --> 00:07:32.140]  然後是來自上帝的子民的共識
[00:07:32.140 --> 00:07:34.820]  也就是說 也不是單單一個人
[00:07:34.820 --> 00:07:36.340]  我覺得這樣就是這樣
[00:07:36.340 --> 00:07:40.540]  你還要看其他人 是不是一個共識
[00:07:40.540 --> 00:07:45.660]  所以是有一個群體性的 又有個體性
[00:07:45.660 --> 00:07:50.260]  但最重要的就是那個基礎是在律法上
[00:07:50.260 --> 00:07:53.180]  不過律法怎麼看呢?
[00:07:53.180 --> 00:07:54.860]  都是人見人孰
[00:07:54.860 --> 00:07:56.740]  就是說你這樣解釋 他這樣解釋
[00:07:56.740 --> 00:07:59.740]  所以就需要有大家一起
[00:07:59.740 --> 00:08:04.180]  來到去在上帝面前謙卑的
[00:08:04.180 --> 00:08:08.940]  來去領受 找出一個共識
[00:08:08.940 --> 00:08:13.380]  當人多的時候 人的私心就會減少
[00:08:13.380 --> 00:08:17.020]  神的真理就容易顯現
[00:08:17.020 --> 00:08:21.500]  所以民主制度就是要有公平的監察制度
[00:08:21.500 --> 00:08:27.820]  不讓人的罪性 私心決定了你的看法
[00:08:27.820 --> 00:08:31.340]  這個也是新聖經一直教導的
[00:08:31.340 --> 00:08:35.300]  聖靈感動人 就不會只是感動一個人的
[00:08:35.300 --> 00:08:36.900]  所以有人說 我昨晚做夢
[00:08:36.900 --> 00:08:39.860]  聖靈叫我做什麼 做什麼 跟隨我
[00:08:39.860 --> 00:08:48.180]  聖靈是能夠群體 弟兄姊妹 要印證
[00:08:48.180 --> 00:08:51.540]  如果你經常說 只有我有真理
[00:08:51.540 --> 00:08:53.380]  其他人都沒有真理
[00:08:53.380 --> 00:08:56.740]  說這樣的話的人都挺危險的
[00:08:56.740 --> 00:08:59.380]  為什麼上帝經常疼你呢?不疼他呢?
[00:08:59.380 --> 00:09:02.260]  你帥一點的人 年輕一點的人
[00:09:02.260 --> 00:09:06.780]  不是的 聖靈是在基督徒 在群體裡面
[00:09:06.780 --> 00:09:11.340]  所以那種公平不是單單個人性的
[00:09:11.340 --> 00:09:13.980]  是有群體性的
[00:09:13.980 --> 00:09:17.180]  當我們說在舊聖經裡面
[00:09:17.180 --> 00:09:21.660]  講到公平在三章第一節裡面
[00:09:21.660 --> 00:09:28.820]  三章這裡就「你難道不知道公平嗎?」
[00:09:28.820 --> 00:09:33.140]  就是這個字 在三章那裡
[00:09:33.140 --> 00:09:37.140]  公平和公義兩個字是很相似的
[00:09:37.140 --> 00:09:40.300]  其實那個字根都是一樣的
[00:09:40.300 --> 00:09:45.820]  從這裡我們就看到尼加斯整個貫穿
[00:09:45.820 --> 00:09:49.380]  那個信息都是在這個字裡面
[00:09:49.380 --> 00:09:52.460]  我們看一下 看一下
[00:09:52.460 --> 00:09:56.700]  在英國就有一個政治家
[00:09:56.700 --> 00:09:59.620]  當然這是一個相當好的基督徒
[00:09:59.620 --> 00:10:02.580]  他說的話是很有意思的
[00:10:02.580 --> 00:10:11.540]  他說 這個議員說公義是要走出真理
[00:10:11.540 --> 00:10:14.740]  背後的真理就是指的是聖經
[00:10:14.740 --> 00:10:18.180]  就是指的是上帝所啟示的
[00:10:18.180 --> 00:10:19.460]  他說公義是什麼呢?
[00:10:19.460 --> 00:10:22.260]  就是要將聖經的教導
[00:10:22.260 --> 00:10:24.980]  是不會因為人的私心
[00:10:24.980 --> 00:10:28.980]  因為你的利益遮掩了
[00:10:28.980 --> 00:10:31.180]  以致走不出來
[00:10:31.180 --> 00:10:34.180]  所以公義是要將聖經裡面
[00:10:34.180 --> 00:10:37.780]  無私心地走出來
[00:10:37.780 --> 00:10:43.460]  背後那個很濃厚的一個雕甲的意念
[00:10:43.460 --> 00:10:45.500]  在當時英國國會上面
[00:10:45.500 --> 00:10:49.220]  雖然大家都不講 在十九世紀
[00:10:49.220 --> 00:10:51.580]  但是大家心中有個標準的
[00:10:51.580 --> 00:10:56.460]  就是你所做的是不是違反了聖經裡面的教導
[00:10:56.460 --> 00:10:59.260]  今天我們就很難找了
[00:10:59.260 --> 00:11:02.740]  所以 下面有一張
[00:11:02.740 --> 00:11:05.100]  我們就提到公義
[00:11:05.100 --> 00:11:10.660]  一般來說就是愛人如己之處理的事情
[00:11:10.660 --> 00:11:14.180]  但是在當時我們看回尼加的時候
[00:11:14.180 --> 00:11:17.540]  要行公義 奉連文
[00:11:17.540 --> 00:11:20.060]  就因為當時是沒有陪審團
[00:11:20.060 --> 00:11:24.260]  他們就不是單單靠理性或者社會風俗
[00:11:24.260 --> 00:11:27.100]  就要回到神的話語
[00:11:27.100 --> 00:11:30.260]  神的話語就有三種人
[00:11:30.260 --> 00:11:35.100]  祭司和君王
[00:11:35.100 --> 00:11:38.420]  祭司、君王之外還有那些文士
[00:11:38.420 --> 00:11:40.780]  就是律法專家
[00:11:40.780 --> 00:11:43.620]  君王間中都會參與的
[00:11:43.620 --> 00:11:45.860]  所以那個群體性其實很完整的
[00:11:45.860 --> 00:11:47.700]  就是那個制度相當好
[00:11:47.700 --> 00:11:50.860]  你知道所羅門都試過判案的 是不是?
[00:11:50.860 --> 00:11:54.940]  就是說如果祭司不行就要找那些律法專家
[00:11:54.940 --> 00:11:56.900]  如果都不行就找君王
[00:11:56.900 --> 00:12:02.620]  他們是一起去看看聖經怎麼說
[00:12:02.620 --> 00:12:05.020]  神怎麼去帶領他們
[00:12:05.020 --> 00:12:09.900]  還有公義就不只是要處罰人的
[00:12:09.900 --> 00:12:13.660]  不是的 裡面還有連文的
[00:12:13.660 --> 00:12:16.620]  所以連文我們說律法的人情
[00:12:16.620 --> 00:12:18.460]  這個說話的背後
[00:12:18.460 --> 00:12:21.260]  已經反映了聖經的價值觀
[00:12:21.260 --> 00:12:24.460]  上帝不喜歡懲罰人
[00:12:24.460 --> 00:12:26.260]  雖然上帝有公義
[00:12:26.260 --> 00:12:28.260]  但是上帝有慈愛的
[00:12:28.260 --> 00:12:31.260]  而兩方面是要平衡的
[00:12:31.260 --> 00:12:34.660]  如果你看上帝的聖情你就會看到
[00:12:34.660 --> 00:12:40.740]  你記不記得祭司它有一個空牌
[00:12:40.740 --> 00:12:42.900]  它有12個寶石
[00:12:42.900 --> 00:12:44.620]  如果你看聖經你記得
[00:12:44.620 --> 00:12:47.700]  頭一顆寶石和最後一顆寶石
[00:12:47.700 --> 00:12:49.660]  一個是紅寶石
[00:12:49.660 --> 00:12:51.660]  一個是綠翡翠 一頭一尾
[00:12:51.660 --> 00:12:55.540]  一個是紅色 就是代表了慈愛
[00:12:55.540 --> 00:12:58.620]  綠色一個是代表了公義
[00:12:58.620 --> 00:13:02.700]  而這個一頭一尾的寶石
[00:13:02.700 --> 00:13:04.740]  在哪裡再出現?
[00:13:04.740 --> 00:13:06.860]  就是啟示錄
[00:13:06.860 --> 00:13:11.340]  就是約翰看到寶座上面
[00:13:11.340 --> 00:13:20.100]  感受到上帝就是紅寶石和綠寶石
[00:13:20.100 --> 00:13:25.100]  紅色代表上帝的慈愛 對人的擁抱
[00:13:25.100 --> 00:13:29.540]  翡翠的綠色代表上帝的公義 對人的審判
[00:13:29.540 --> 00:13:33.220]  兩樣東西就合成了上帝的聖情
[00:13:33.220 --> 00:13:36.420]  很奇妙 上帝一定有兩樣
[00:13:36.420 --> 00:13:40.060]  不是單單慈愛 也不是單單公義
[00:13:40.060 --> 00:13:42.980]  兩個成為一個平衡
[00:13:42.980 --> 00:13:46.180]  現在在公義的字裏面
[00:13:46.180 --> 00:13:48.700]  就包含了這兩樣東西
[00:13:48.700 --> 00:13:53.140]  公義不只是審判 而是兩樣東西
[00:13:53.140 --> 00:13:56.140]  慈愛
[00:13:56.140 --> 00:14:03.820]  我們說到官長和法官
[00:14:03.820 --> 00:14:06.140]  三章十一節裏面
[00:14:06.140 --> 00:14:08.740]  我們看回三章九到十二節
[00:14:08.740 --> 00:14:12.860]  在聖經裏面就看到
[00:14:12.860 --> 00:14:17.660]  亞各加的領袖 以色列的官長叫Tem
[00:14:17.660 --> 00:14:21.820]  他們厭惡公平 公平就是公義
[00:14:21.820 --> 00:14:26.220]  在一切事上屈往正直 罵得很厲害
[00:14:26.220 --> 00:14:27.740]  他怎麼罵他?
[00:14:27.740 --> 00:14:29.900]  他說以人血建立石安
[00:14:29.900 --> 00:14:32.780]  以罪孽建立耶路撒冷
[00:14:32.780 --> 00:14:34.860]  首領為賄賂行審判
[00:14:34.860 --> 00:14:38.900]  祭司為顧家私分判 先知為銀錢接風
[00:14:38.900 --> 00:14:41.500]  他們卻倚靠耶和華說
[00:14:41.500 --> 00:14:44.300]  耶和華不是在我們中間嗎?
[00:14:44.300 --> 00:14:45.740]  真的很無恥啊
[00:14:45.740 --> 00:14:48.300]  他們不聽神的話
[00:14:48.300 --> 00:14:50.900]  就說你看神在我們裏面
[00:14:50.900 --> 00:14:53.700]  他說災禍必不臨到我們
[00:14:53.700 --> 00:14:55.980]  他們不聽上帝的話
[00:14:55.980 --> 00:14:58.380]  但另一方面呢
[00:14:58.380 --> 00:15:03.260]  他們就以為上帝是和他們在一起
[00:15:03.260 --> 00:15:06.060]  所以對上帝來說是很氣的
[00:15:06.060 --> 00:15:09.660]  十二節 他說因你們的緣故
[00:15:09.660 --> 00:15:10.980]  所以就出手了
[00:15:10.980 --> 00:15:13.060]  因為他們不聽神的話
[00:15:13.060 --> 00:15:14.420]  就是神在我這邊
[00:15:14.420 --> 00:15:16.860]  就說怎麼搞的?
[00:15:16.860 --> 00:15:19.460]  我現在很生氣 你還說我支持你?
[00:15:19.460 --> 00:15:22.340]  你這樣欺負人 你還說我幫你?
[00:15:22.340 --> 00:15:25.140]  所以十二節 神就說
[00:15:25.140 --> 00:15:28.460]  他說石安必被耕種著那塊田
[00:15:28.460 --> 00:15:30.660]  耶路撒冷必變為亂堆
[00:15:30.660 --> 00:15:33.300]  借田的山必進叢林的高處
[00:15:33.300 --> 00:15:35.300]  上帝就說我出手了
[00:15:35.300 --> 00:15:37.820]  我要讓你知道我不是站在這裏
[00:15:37.820 --> 00:15:39.620]  石安好像被耕種田
[00:15:39.620 --> 00:15:42.340]  就是石安已經沒有人居住
[00:15:42.340 --> 00:15:43.940]  就像一塊田一樣
[00:15:43.940 --> 00:15:45.860]  那些屋全部拆了
[00:15:45.860 --> 00:15:47.860]  耶路撒冷變為亂堆
[00:15:47.860 --> 00:15:50.580]  耶路撒冷全部拆到退換敗瓦
[00:15:50.580 --> 00:15:51.820]  聖殿都沒有了
[00:15:51.820 --> 00:15:55.100]  果然後來就是聖殿被毀了
[00:15:55.100 --> 00:15:58.140]  田的山必進叢林的高處
[00:15:58.140 --> 00:15:59.660]  野草叢生
[00:15:59.660 --> 00:16:02.300]  那個審判很厲害
[00:16:02.300 --> 00:16:05.420]  就是因為神說公義的東西
[00:16:05.420 --> 00:16:07.300]  我已經給了你 教了你
[00:16:07.300 --> 00:16:09.820]  但是你們這三種人
[00:16:09.820 --> 00:16:14.940]  竟然完全不聽 很嚴厲
[00:16:14.940 --> 00:16:19.620]  公義這個詞是出現了一百次
[00:16:19.620 --> 00:16:21.820]  在整個舊約一百次
[00:16:21.820 --> 00:16:25.340]  你想一下 上帝是多麼重視這個詞
[00:16:25.340 --> 00:16:28.860]  而公義和公平這個詞
[00:16:28.860 --> 00:16:32.340]  在以色列裏面一直在耳朵那裏響
[00:16:32.340 --> 00:16:35.660]  好 看一下這張
[00:16:35.660 --> 00:16:39.220]  我們看看當時的背景
[00:16:39.220 --> 00:16:42.820]  當時他們北面有亞述
[00:16:42.820 --> 00:16:45.780]  西北有阿蘭人 剛才我說過
[00:16:45.780 --> 00:16:50.500]  阿蘭人聯合以色列對猶大
[00:16:50.500 --> 00:16:54.740]  猶大不聽 他們就結盟了亞述
[00:16:54.740 --> 00:16:57.020]  結果現在要說
[00:16:57.020 --> 00:17:00.260]  為什麼尼加這麼嚴厲的襲了領袖呢?
[00:17:00.260 --> 00:17:02.500]  下一張
[00:17:02.500 --> 00:17:08.580]  就因為阿哈斯之後
[00:17:08.580 --> 00:17:14.340]  他們幾個皇帝要服從亞述
[00:17:14.340 --> 00:17:18.740]  當猶大成為亞述的附庸國
[00:17:18.740 --> 00:17:24.780]  當時阿哈斯就要去亞述朝拜
[00:17:24.780 --> 00:17:28.100]  去的時候 他就將亞述的神
[00:17:28.100 --> 00:17:31.340]  叫阿斯胡的神
[00:17:31.340 --> 00:17:36.980]  就將他的徒養交給了祭司烏尼亞
[00:17:36.980 --> 00:17:39.340]  你看聖經就看到了
[00:17:39.340 --> 00:17:43.820]  就在耶路撒冷那裏做了一個神壇
[00:17:43.820 --> 00:17:46.540]  那烏尼亞他作為祭司
[00:17:46.540 --> 00:17:50.700]  他應該站起來反對這件事
[00:17:50.700 --> 00:17:55.580]  但這個祭司不單沒有站起來反對
[00:17:55.580 --> 00:18:01.180]  他還超快完成 超額完成
[00:18:01.180 --> 00:18:04.060]  他去朝拜亞述
[00:18:04.060 --> 00:18:07.460]  亞述去亞述朝拜都還沒回來
[00:18:07.460 --> 00:18:10.660]  已經弄好了 弄好了還看到有人去拜
[00:18:10.660 --> 00:18:16.900]  哇 厲害 厲害 加班
[00:18:16.900 --> 00:18:21.820]  是這樣的 尼加是不是氣到七孔生煙
[00:18:21.820 --> 00:18:27.540]  不單這樣 他還叫所有的皇族
[00:18:27.540 --> 00:18:31.060]  宗教領袖公開的敬拜
[00:18:31.060 --> 00:18:33.300]  那聖殿怎麼樣呢?
[00:18:33.300 --> 00:18:38.020]  聖殿原來就有那些憲制用的紅海
[00:18:38.020 --> 00:18:39.580]  還有那些祭壇
[00:18:39.580 --> 00:18:43.060]  為了要擺這個神就拆了它
[00:18:43.060 --> 00:18:44.660]  那百姓怎麼去憲制呢?
[00:18:44.660 --> 00:18:48.860]  不用了 上了聖殿就看到這東西
[00:18:48.860 --> 00:18:52.860]  整個聖殿變成一個異教的中心
[00:18:52.860 --> 00:18:57.300]  整個的意識是完全破壞了他們原有的宗教
[00:18:57.300 --> 00:18:59.020]  破壞了他們原來的精神
[00:18:59.020 --> 00:19:01.140]  並且公然違反了立法第一屆
[00:19:01.140 --> 00:19:04.140]  除了我以外 多有別的神
[00:19:04.140 --> 00:19:06.340]  如果第一屆都不遵守的話
[00:19:06.340 --> 00:19:09.660]  那其它的立法就不需要遵守
[00:19:09.660 --> 00:19:12.260]  所以在這個時候你會看到
[00:19:12.260 --> 00:19:17.180]  整個猶太國到了這樣的地步
[00:19:17.180 --> 00:19:20.100]  我們再看下面
[00:19:20.100 --> 00:19:24.180]  事實上上帝對於猶太國
[00:19:24.180 --> 00:19:27.700]  就有兩條法律是保護的
[00:19:27.700 --> 00:19:30.420]  那兩條法律是很重要的
[00:19:30.420 --> 00:19:34.300]  一個就是人身自由 一個是地產的條例
[00:19:34.300 --> 00:19:39.020]  第一個就是你在百姓面前立的典章是這樣的
[00:19:39.020 --> 00:19:40.420]  在這個《出海及潔》
[00:19:40.420 --> 00:19:43.020]  它說你約買希伯來人做奴僕
[00:19:43.020 --> 00:19:45.820]  他服侍你六年 七年開自由
[00:19:45.820 --> 00:19:47.900]  《出海及潔》20章1到3
[00:19:47.900 --> 00:19:52.380]  它是沒有一個人可以永遠被人操控的
[00:19:52.380 --> 00:19:54.540]  這個是上帝的心願
[00:19:54.540 --> 00:19:58.140]  因為所有人是上帝手所做
[00:19:58.140 --> 00:20:01.220]  所以沒有一個人可以成為他的上帝
[00:20:01.220 --> 00:20:02.740]  而沒有一個人可以做上帝
[00:20:02.740 --> 00:20:04.980]  除了上帝之外 我們是屬於上帝的
[00:20:04.980 --> 00:20:10.340]  這個也是西方所說的民主政治人權的最基本
[00:20:10.340 --> 00:20:11.780]  就是洛克所說的
[00:20:11.780 --> 00:20:14.780]  他說如果所有人都是屬於上帝
[00:20:14.780 --> 00:20:17.940]  君王和我們是平等的 為什麼呢?
[00:20:17.940 --> 00:20:21.860]  因為你和我都在上帝面前認罪
[00:20:21.860 --> 00:20:23.140]  你和我都是罪人
[00:20:23.140 --> 00:20:24.420]  如果你和我都是罪人
[00:20:24.420 --> 00:20:27.220]  皇帝和一個蟻民 黑衣
[00:20:27.220 --> 00:20:29.820]  在上帝面前看來就是平等
[00:20:29.820 --> 00:20:35.100]  這個就是人類平等的基礎
[00:20:35.100 --> 00:20:38.060]  後來西方用了人類平等就不要上帝
[00:20:38.060 --> 00:20:40.180]  就只講人類平等 就沒得解釋
[00:20:40.180 --> 00:20:41.540]  為什麼人平等啊?
[00:20:41.540 --> 00:20:44.060]  人平等就是平等
[00:20:44.060 --> 00:20:47.060]  我們講習慣了 講了幾百年了
[00:20:47.060 --> 00:20:50.060]  洛克說為什麼人人平等
[00:20:50.060 --> 00:20:52.260]  因為你和我都是罪人
[00:20:52.260 --> 00:20:55.060]  你憑什麼比我好?
[00:20:55.060 --> 00:20:57.060]  你和我都需要救贖
[00:20:57.060 --> 00:21:01.460]  你和我都是上帝所做的這個基礎
[00:21:01.460 --> 00:21:06.860]  人的平等不表示你有不同的能力
[00:21:06.860 --> 00:21:11.660]  有些人出身強壯些 有些出身弱些
[00:21:11.660 --> 00:21:16.340]  但是地位上在神看來是平等的
[00:21:16.340 --> 00:21:18.940]  因為上帝不是計分的
[00:21:18.940 --> 00:21:23.340]  上帝是看你和我的生命價值
[00:21:23.340 --> 00:21:25.460]  這個就是西方原來的精神
[00:21:25.460 --> 00:21:28.220]  不過很可惜 現在有了這個精神
[00:21:28.220 --> 00:21:32.460]  不再追查它根源在哪裡
[00:21:32.460 --> 00:21:38.500]  律法上就已經賦予了人生自由
[00:21:38.500 --> 00:21:40.420]  平等就是我們屬於上帝
[00:21:40.420 --> 00:21:45.860]  還有地 在23節就說
[00:21:45.860 --> 00:21:52.540]  地是不可永遠的 因為地是我的
[00:21:52.540 --> 00:21:54.140]  你在我面前是客裡的
[00:21:54.140 --> 00:21:56.140]  因為地是屬於上帝的
[00:21:56.140 --> 00:21:58.540]  你不能夠佔有人的地
[00:21:58.540 --> 00:22:01.180]  成為永遠 將人家成為奴隸
[00:22:01.180 --> 00:22:02.940]  這個是聖經反對的
[00:22:02.940 --> 00:22:04.460]  也都是這樣的緣故
[00:22:04.460 --> 00:22:08.380]  上帝要從埃及將子民拯救出來
[00:22:08.380 --> 00:22:10.780]  因為子民在埃及做奴隸
[00:22:10.780 --> 00:22:14.420]  上帝不要有奴隸
[00:22:14.420 --> 00:22:16.660]  美國西方的黑奴
[00:22:16.660 --> 00:22:18.740]  它有一個很基本的就是
[00:22:18.740 --> 00:22:20.940]  我們不能夠做奴隸
[00:22:20.940 --> 00:22:24.580]  所有人都是自由的
[00:22:24.580 --> 00:22:26.980]  地是屬於上帝的
[00:22:26.980 --> 00:22:28.460]  你不能夠永遠佔有
[00:22:28.460 --> 00:22:30.540]  上帝給了以色列之後
[00:22:30.540 --> 00:22:32.740]  這塊地就屬於他了
[00:22:32.740 --> 00:22:36.220]  就算賣了7749年
[00:22:36.220 --> 00:22:38.980]  也要歸還給他
[00:22:38.980 --> 00:22:41.020]  為什麼有這兩個條例呢?
[00:22:41.020 --> 00:22:43.940]  這兩個條例就是保障子民
[00:22:43.940 --> 00:22:48.260]  讓這些子民有尊嚴能夠活在這個世上
[00:22:48.260 --> 00:22:51.020]  也都向這個世界說出來
[00:22:51.020 --> 00:22:54.020]  全地是上帝的
[00:22:54.020 --> 00:22:58.220]  不要有人私心地去操控其他人
[00:22:58.220 --> 00:23:01.260]  也都不要有國家去侵略其他人
[00:23:01.260 --> 00:23:02.660]  所以這個是上帝的心意
[00:23:02.660 --> 00:23:04.780]  上帝是作為創造的主
[00:23:04.780 --> 00:23:10.940]  他就要世上的人遵守他的話語
[00:23:10.940 --> 00:23:14.940]  很可惜 剛才我們說過
[00:23:14.940 --> 00:23:18.620]  他們的手是屬於當地的宗教
[00:23:18.620 --> 00:23:20.820]  是完全沒有這樣的條例
[00:23:20.820 --> 00:23:25.860]  當地的迦南人和阿斯胡就強者為王
[00:23:25.860 --> 00:23:29.460]  你誰打敗對方就成為你的奴隸了
[00:23:29.460 --> 00:23:32.900]  所以早期的社會有很多奴隸制
[00:23:32.900 --> 00:23:34.740]  就成為你的財產了
[00:23:34.740 --> 00:23:36.340]  你要怎樣就怎樣
[00:23:36.340 --> 00:23:37.780]  不單止他們的財產
