
[00:00:00.000 --> 00:00:07.000]  各位早晨 也在此祝大家新年快樂
[00:06:34.000 --> 00:06:35.000]  那七頁紙的題目就是
[00:06:35.000 --> 00:06:38.000]  怎樣在我們這些科目裡面可以生存得到
[00:06:38.000 --> 00:06:40.000]  怎樣在這些科目裡面生存得到
[00:06:40.000 --> 00:06:43.000]  他派了七頁紙給我們 講什麼呢?
[00:06:43.000 --> 00:06:45.000]  那科目基本上講 除了要求之外
[00:06:45.000 --> 00:06:48.000]  就是講是怎樣讀書
[00:06:48.000 --> 00:06:51.000]  怎樣去看那些assigned reading 怎樣讀書
[00:06:51.000 --> 00:06:52.000]  然後他跟我們講 他說
[00:06:52.000 --> 00:06:55.000]  你可不可以想像你在整個神學訓練的過程裡面
[00:06:55.000 --> 00:06:58.000]  你最大部分的學習就是看書
[00:06:58.000 --> 00:07:00.000]  那你怎樣看書的態度
[00:07:00.000 --> 00:07:04.000]  就決定了你怎樣吸收這些科目的材料
[00:07:04.000 --> 00:07:08.000]  然後你成為一個怎樣的神學家 怎樣的傳導人
[00:07:08.000 --> 00:07:12.000]  所以你怎樣讀書就決定了你將來是怎樣的人
[00:07:12.000 --> 00:07:14.000]  這個說法對我很深印象
[00:07:14.000 --> 00:07:16.000]  所以就算有時候不太明白都嘗試一下
[00:07:16.000 --> 00:07:18.000]  因為我怎樣讀書將來是怎樣的人
[00:07:18.000 --> 00:07:20.000]  我很緊張這樣讀
[00:07:20.000 --> 00:07:23.000]  我不知道同樣的 你可不可以這樣說呢?
[00:07:23.000 --> 00:07:25.000]  你今天怎樣讀聖經
[00:07:25.000 --> 00:07:30.000]  大概可以決定了你現在將來是一個怎樣的基督徒
[00:07:30.000 --> 00:07:32.000]  不知道你同不同意呢?
[00:07:32.000 --> 00:07:34.000]  你現在基本上怎樣讀聖經
[00:07:34.000 --> 00:07:38.000]  包括了聽道也好 包括了你自己靈修也好
[00:07:38.000 --> 00:07:39.000]  包括了你上主也好
[00:07:39.000 --> 00:07:42.000]  包括了你在家裡自己翻開聖經看也好
[00:07:42.000 --> 00:07:44.000]  你怎樣讀聖經
[00:07:44.000 --> 00:07:47.000]  大概可以決定了你是一個怎樣的基督徒
[00:07:47.000 --> 00:07:50.000]  我們試一下聽聽這段經文的內容
[00:07:50.000 --> 00:07:54.000]  這段經文其實有三個段落
[00:07:54.000 --> 00:07:56.000]  一個段落就是一節到第九節
[00:07:56.000 --> 00:07:58.000]  耶穌說的比喻 一個撒種的比喻
[00:07:58.000 --> 00:08:00.000]  第十節到第十二節是比較特別的
[00:08:00.000 --> 00:08:02.000]  所有的比喻裡面都沒有的
[00:08:02.000 --> 00:08:05.000]  就是有獨特的地方
[00:08:05.000 --> 00:08:09.000]  是三卷方書 在《馬太》、《路加》、《馬可》
[00:08:09.000 --> 00:08:11.000]  都有詳細記載這個次序的
[00:08:11.000 --> 00:08:12.000]  說完這個撒種比喻之後
[00:08:12.000 --> 00:08:15.000]  十二個門徒走來問耶穌為什麼
[00:08:15.000 --> 00:08:18.000]  耶穌解釋給他們聽 十到十二節
[00:08:18.000 --> 00:08:21.000]  然後當耶穌說完比喻的意思之後
[00:08:21.000 --> 00:08:24.000]  十三節就回到撒種比喻
[00:08:24.000 --> 00:08:28.000]  解釋撒種比喻裡面的每一個的講論裡面
[00:08:28.000 --> 00:08:31.000]  意思是什麼 分了三個段落
[00:08:31.000 --> 00:08:35.000]  而四章的第一節到第二節
[00:08:35.000 --> 00:08:38.000]  可以說一個場景背景的交代
[00:08:38.000 --> 00:08:41.000]  就是耶穌在海邊教訓人 所以很多人到他那裡去
[00:08:41.000 --> 00:08:43.000]  多到怎樣呢 多到他找一艘船
[00:08:43.000 --> 00:08:46.000]  那艘船就划開岸邊一點點 在那裡成為港台
[00:08:46.000 --> 00:08:48.000]  真的很特別
[00:08:48.000 --> 00:08:51.000]  就是耶穌今天和我們很多不同的地方
[00:08:51.000 --> 00:08:54.000]  他可以在聖殿裡面教導人
[00:08:54.000 --> 00:08:55.000]  可以在會堂裡面教導人
[00:08:55.000 --> 00:08:57.000]  可以在野地裡面教導人
[00:08:57.000 --> 00:08:58.000]  可以在海邊教導人
[00:08:58.000 --> 00:08:59.000]  可以在山頂教導人
[00:08:59.000 --> 00:09:00.000]  在平原教導人
[00:09:00.000 --> 00:09:02.000]  在家裡教導人
[00:09:02.000 --> 00:09:04.000]  好像耶穌去到哪裡的時候
[00:09:04.000 --> 00:09:07.000]  哪裡就成為了真理的港台那樣
[00:09:07.000 --> 00:09:12.000]  那裡太多人了 多人到有可能不安全的地方
[00:09:12.000 --> 00:09:15.000]  所以那些會眾很有心思
[00:09:15.000 --> 00:09:19.000]  就地取材 那艘船就推開一點點
[00:09:19.000 --> 00:09:21.000]  離岸一點點 在那裡講
[00:09:21.000 --> 00:09:23.000]  我想以前那些人或者那個環境
[00:09:23.000 --> 00:09:25.000]  可能講話的傳達
[00:09:25.000 --> 00:09:27.000]  如果沒有我老大那麼大聲
[00:09:27.000 --> 00:09:29.000]  都應該不接近我老大那麼大聲
[00:09:29.000 --> 00:09:31.000]  我想如果那個環境講 我不知道怎麼講
[00:09:31.000 --> 00:09:34.000]  可能前面那兩個聽到 後面其他聽不到
[00:09:34.000 --> 00:09:36.000]  但是我們沒有麥克風之後
[00:09:36.000 --> 00:09:38.000]  根本不懂得講道
[00:09:38.000 --> 00:09:40.000]  但是在當時來說
[00:09:40.000 --> 00:09:43.000]  可能那個環境或者那個習慣
[00:09:43.000 --> 00:09:46.000]  可以聲音傳得遠一點 多些人聽到
[00:09:46.000 --> 00:09:49.000]  我記得一次我回到國內也是
[00:09:49.000 --> 00:09:52.000]  就是去到一些農村的地方
[00:09:52.000 --> 00:09:56.000]  沒有港台的 就是沒有地方
[00:09:56.000 --> 00:09:58.000]  人那時候比較多一點
[00:09:58.000 --> 00:10:00.000]  那怎麼辦呢? 在一個房間坐不下了
[00:10:00.000 --> 00:10:02.000]  走出那些天井
[00:10:02.000 --> 00:10:04.000]  我們大概在市區長大
[00:10:04.000 --> 00:10:06.000]  都不知道什麼叫天井
[00:10:06.000 --> 00:10:08.000]  就是前面是個廳
[00:10:08.000 --> 00:10:11.000]  旁邊是房 後面是廚房
[00:10:11.000 --> 00:10:14.000]  廚房和廳之間就是露天的天井
[00:10:14.000 --> 00:10:18.000]  那裡可以打水 還有養雞 養鴨
[00:10:18.000 --> 00:10:20.000]  我們坐在天井裡
[00:10:20.000 --> 00:10:22.000]  那些人拿著椅子出來
[00:10:22.000 --> 00:10:25.000]  坐在天井裡 有幾十人坐在那裡
[00:10:25.000 --> 00:10:28.000]  我還記得那次剛好
[00:10:28.000 --> 00:10:30.000]  我也是講殺種比喻
[00:10:30.000 --> 00:10:32.000]  有沒有聖經 你沒有聖經沒辦法
[00:10:32.000 --> 00:10:34.000]  那裡不出字 你怎麼讀呢?
[00:10:34.000 --> 00:10:36.000]  讀不到的 不如講個簡單的故事
[00:10:36.000 --> 00:10:38.000]  我也是想起殺種比喻
[00:10:38.000 --> 00:10:40.000]  耶穌很懂得去到哪裡
[00:10:40.000 --> 00:10:43.000]  哪裡就成為了真理的港台
[00:10:43.000 --> 00:10:48.000]  然後祂對著當時以無農為生的一幫以色列人
[00:10:48.000 --> 00:10:50.000]  就講了一個殺種的比喻
[00:10:50.000 --> 00:10:52.000]  祂說第三節 你們聽啊
[00:10:52.000 --> 00:10:56.000]  聽這個字眼就是說叫大家留心啊
[00:10:56.000 --> 00:10:58.000]  你注意啊 在經文裡面
[00:10:58.000 --> 00:11:00.000]  原來出現過好幾次都是這樣講的
[00:11:00.000 --> 00:11:02.000]  你要聽啊 比如第九節就說
[00:11:02.000 --> 00:11:05.000]  有耳可聽的就應當聽
[00:11:05.000 --> 00:11:08.000]  就是說所有人都要聽
[00:11:08.000 --> 00:11:11.000]  這句話同樣下一個比喻
[00:11:11.000 --> 00:11:16.000]  在登台的比喻裡面同樣講
[00:11:16.000 --> 00:11:20.000]  第23節 有耳可聽的就應當聽
[00:11:20.000 --> 00:11:22.000]  你看到耶穌強調
[00:11:22.000 --> 00:11:25.000]  這個不是好像在講人生的那些哲理
[00:11:25.000 --> 00:11:28.000]  是跟你有生命有關係的一個訊息
[00:11:28.000 --> 00:11:31.000]  你要聽 凡是有耳朵的人都要聽
[00:11:31.000 --> 00:11:34.000]  這個比喻開始講 第四節說
[00:11:34.000 --> 00:11:36.000]  他在殺種的時候
[00:11:36.000 --> 00:11:38.000]  他就將種子殺了
[00:11:38.000 --> 00:11:41.000]  這裡有兩派不同的解釋方法
[00:11:41.000 --> 00:11:44.000]  不過我都是傾向於聖經裡面的傳統的解法
[00:11:44.000 --> 00:11:46.000]  特別是耶穌自己的解法
[00:11:46.000 --> 00:11:49.000]  這個解法我相信是最穩定的方法
[00:11:49.000 --> 00:11:53.000]  祂說 原來在殺種的時候
[00:11:53.000 --> 00:11:55.000]  有個人拿著一大塊種子
[00:11:55.000 --> 00:11:57.000]  然後就向外殺出去了
[00:11:57.000 --> 00:11:59.000]  你知道了 不是等於我們花盆種東西
[00:11:59.000 --> 00:12:01.000]  花盆種東西不是這樣殺的
[00:12:01.000 --> 00:12:03.000]  花盆就戳個洞 按下去就是了
[00:12:03.000 --> 00:12:07.000]  但是如果你出去真的以餬食的大量的
[00:12:07.000 --> 00:12:11.000]  就會很大的殺出去
[00:12:11.000 --> 00:12:14.000]  結果有四種不同的結果
[00:12:14.000 --> 00:12:16.000]  一種是留在路旁當中的
[00:12:16.000 --> 00:12:19.000]  你知道就不要用今天的方法去想了
[00:12:19.000 --> 00:12:21.000]  今天的方法就是馬路
[00:12:21.000 --> 00:12:24.000]  怎麼會殺這麼遠 殺到馬路
[00:12:24.000 --> 00:12:27.000]  當時很多田地 大量田地
[00:12:27.000 --> 00:12:29.000]  還記得我們中國人說
[00:12:29.000 --> 00:12:33.000]  路是什麼 是人走出來的
[00:12:33.000 --> 00:12:36.000]  大概當時那些特別小的路
[00:12:36.000 --> 00:12:41.000]  是在不同的環境和地理因素之下
[00:12:41.000 --> 00:12:42.000]  慢慢地形成的
[00:12:42.000 --> 00:12:45.000]  那些人走的時候 就算是那裡是田地
[00:12:45.000 --> 00:12:47.000]  都會繼續在那裡開一條小路
[00:12:47.000 --> 00:12:49.000]  或者一條小徑
[00:12:49.000 --> 00:12:52.000]  走得多 那裡的小徑
[00:12:52.000 --> 00:12:54.000]  可能又加上後來的工程
[00:12:54.000 --> 00:12:56.000]  就變成硬 就變成石頭
[00:12:56.000 --> 00:12:57.000]  在那個地方
[00:12:57.000 --> 00:13:01.000]  那些種子有部分落在石頭那裡
[00:13:01.000 --> 00:13:04.000]  特別說 飛了來吃盡了
[00:13:04.000 --> 00:13:06.000]  飛了來吃盡了
[00:13:06.000 --> 00:13:08.000]  就是根本沒有生過 這些種子
[00:13:08.000 --> 00:13:11.000]  第二種就是第五節
[00:13:11.000 --> 00:13:14.000]  有落在土壤的石頭上面
[00:13:14.000 --> 00:13:16.000]  可能有一層泥土
[00:13:16.000 --> 00:13:19.000]  在一層石頭上面
[00:13:19.000 --> 00:13:23.000]  在那裡有個淺土
[00:13:23.000 --> 00:13:25.000]  種子落在身上
[00:13:25.000 --> 00:13:26.000]  淺土種得快
[00:13:26.000 --> 00:13:28.000]  我不知道是不是試過種過東西
[00:13:28.000 --> 00:13:31.000]  我小時候經常去天坂種綠豆 種苦瓜
[00:13:31.000 --> 00:13:32.000]  有收成的
[00:13:32.000 --> 00:13:34.000]  當然種完也不夠一碗
[00:13:34.000 --> 00:13:37.000]  那些收成就是
[00:13:37.000 --> 00:13:40.000]  越長得快的那些
[00:13:40.000 --> 00:13:42.000]  就越死得快 越不壯的
[00:13:42.000 --> 00:13:46.000]  我最後一次種綠豆的時候
[00:13:46.000 --> 00:13:53.000]  在美國 我住在一個宿舍
[00:13:53.000 --> 00:13:54.000]  在柏林那裡
[00:13:54.000 --> 00:13:56.000]  我想教小孩子種東西
[00:13:56.000 --> 00:13:58.000]  所以我小時候種過綠豆
[00:13:58.000 --> 00:14:01.000]  最拿手的就是種綠豆 有便宜
[00:14:01.000 --> 00:14:06.000]  我就買了一個在露台可以種的木盆
[00:14:06.000 --> 00:14:10.000]  那麼小的 大約兩吋泥土
[00:14:10.000 --> 00:14:12.000]  心思也有限
[00:14:12.000 --> 00:14:14.000]  結果怎麼樣呢? 不知道大家有沒有聽過
[00:14:14.000 --> 00:14:17.000]  結果生得很快
[00:14:17.000 --> 00:14:21.000]  然後 挑出來的綠豆
[00:14:21.000 --> 00:14:25.000]  比芽菜挑得還要多
[00:14:25.000 --> 00:14:27.000]  挑得很幼 站不穩
[00:14:27.000 --> 00:14:30.000]  要用繩子綁著才能站穩
[00:14:30.000 --> 00:14:31.000]  生得很快
[00:14:31.000 --> 00:14:32.000]  不過你大概知道
[00:14:32.000 --> 00:14:37.000]  它也很快結束人生燦爛的一刻
[00:14:37.000 --> 00:14:40.000]  然後第三種就落在荊棘裡面
[00:14:40.000 --> 00:14:45.000]  有些辣 有些壞的植物在旁邊
[00:14:45.000 --> 00:14:48.000]  結果 種子生出來了
[00:14:48.000 --> 00:14:50.000]  不過和那些荊棘一起生
[00:14:50.000 --> 00:14:53.000]  後來那些荊棘越生越多
[00:14:53.000 --> 00:14:57.000]  就擠死了這棵本身的殺種植物
[00:14:57.000 --> 00:14:59.000]  到最後一種就在好土裡
[00:14:59.000 --> 00:15:01.000]  就是說是一個正常的泥土
[00:15:01.000 --> 00:15:05.000]  它可以生長有30倍 有60倍 100倍
[00:15:05.000 --> 00:15:09.000]  30倍 60倍 100倍 今天看上來就不多
[00:15:09.000 --> 00:15:13.000]  我相信今天農夫期望不止100倍的收成
[00:15:13.000 --> 00:15:16.000]  一粒種子不期望100粒 可能期望更多
[00:15:16.000 --> 00:15:20.000]  但要留意在當時耕種的條件和技術之下
[00:15:20.000 --> 00:15:24.000]  100倍是相當相當好的收成
[00:15:24.000 --> 00:15:28.000]  在《創世紀》26章 以撒 阿伯的兒子
[00:15:28.000 --> 00:15:30.000]  他曾經說過神賜福給他
[00:15:30.000 --> 00:15:33.000]  給他很好的收成 有100倍
[00:15:33.000 --> 00:15:36.000]  你看到他特別說他很好的收成不止100倍
[00:15:36.000 --> 00:15:39.000]  所以特別強調100倍是一個非常好的收成
[00:15:39.000 --> 00:15:42.000]  一粒種子變成100倍
[00:15:42.000 --> 00:15:44.000]  在當時來說是一個很好的收成
[00:15:44.000 --> 00:15:48.000]  然後有耳可聽的 應當聽的 走了
[00:15:48.000 --> 00:15:50.000]  不單止那些人聽不明白他在說什麼
[00:15:50.000 --> 00:15:54.000]  為什麼說這麼有趣的話呢?
[00:15:54.000 --> 00:15:56.000]  連跟著他日濕帝治的十二個門徒
[00:15:56.000 --> 00:15:58.000]  都不明白他在說什麼
[00:15:58.000 --> 00:16:00.000]  走來問耶穌第十節
[00:16:00.000 --> 00:16:02.000]  聖經特別說無人的時候
[00:16:02.000 --> 00:16:04.000]  特別是那十二個門徒的時候
[00:16:04.000 --> 00:16:08.000]  問耶穌說究竟什麼意思呢?
[00:16:08.000 --> 00:16:10.000]  耶穌才跟他們說
[00:16:10.000 --> 00:16:12.000]  為什麼他用比喻 十一節
[00:16:12.000 --> 00:16:15.000]  耶穌對他們說 神國的奧秘
[00:16:15.000 --> 00:16:18.000]  只叫你們知道若是對外人說
[00:16:18.000 --> 00:16:20.000]  凡事就用比喻
[00:16:20.000 --> 00:16:24.000]  這兩節聖經對一些解經的人來說
[00:16:24.000 --> 00:16:27.000]  是全新約最難解的這兩節聖經
[00:16:27.000 --> 00:16:28.000]  大概意思是這樣說的
[00:16:28.000 --> 00:16:31.000]  耶穌說他用比喻的原因
[00:16:31.000 --> 00:16:33.000]  是令到同一個信息
[00:16:33.000 --> 00:16:35.000]  但是兩批不同的人
[00:16:35.000 --> 00:16:38.000]  可以有兩個不同的結果
[00:16:38.000 --> 00:16:40.000]  同一個信息都是說殺了那個比喻
[00:16:40.000 --> 00:16:44.000]  一班他所請救的門徒
[00:16:44.000 --> 00:16:46.000]  他們聽的時候
[00:16:46.000 --> 00:16:48.000]  會得到這個信息本身的屬靈意思
[00:16:48.000 --> 00:16:50.000]  但是同一個殺中比喻
[00:16:50.000 --> 00:16:53.000]  對外人 那些不是上帝所揀選的人
[00:16:53.000 --> 00:16:55.000]  那些沒有上帝生命的人
[00:16:55.000 --> 00:16:57.000]  他聽的時候 聽完之後
[00:16:57.000 --> 00:16:58.000]  好像聽一個故事一樣
[00:16:58.000 --> 00:17:01.000]  完全看不到屬靈的意義
[00:17:01.000 --> 00:17:02.000]  然後耶穌說 恐怕
[00:17:02.000 --> 00:17:06.000]  就是說如果他們能夠回轉過來的話
[00:17:06.000 --> 00:17:08.000]  他就得到赦免了
[00:17:08.000 --> 00:17:10.000]  很特別的
[00:17:10.000 --> 00:17:13.000]  很特別的 你看看這個關係是怎樣的
[00:17:13.000 --> 00:17:15.000]  我聽的時候聽不明白
[00:17:15.000 --> 00:17:18.000]  但是耶穌說 如果他能夠回轉過來
[00:17:18.000 --> 00:17:20.000]  那我就赦免了
[00:17:20.000 --> 00:17:22.000]  聽不明白 怎麼會回轉呢
[00:17:22.000 --> 00:17:25.000]  他聽不明白 怎麼會回轉呢
[00:17:25.000 --> 00:17:26.000]  比喻對外人 他聽不明白的
[00:17:26.000 --> 00:17:28.000]  怎麼會回轉呢
[00:17:28.000 --> 00:17:32.000]  你看到這裡有一個很重要的關係
[00:17:32.000 --> 00:17:36.000]  這裡不是說明不明白這個故事的內容
[00:17:36.000 --> 00:17:40.000]  這裡說明不明白這個故事的屬靈的意義
[00:17:40.000 --> 00:17:44.000]  或者你聽不聽進這個屬靈的意義在你心田裡呢
[00:17:44.000 --> 00:17:47.000]  關鍵是你回轉過來
[00:17:47.000 --> 00:17:50.000]  那你就得到赦免了
[00:17:50.000 --> 00:17:53.000]  你明白這裡說什麼嗎
[00:17:53.000 --> 00:17:54.000]  在屬靈的道路上
[00:17:54.000 --> 00:17:59.000]  關鍵是究竟你的心有沒有回轉過來
[00:17:59.000 --> 00:18:01.000]  這裡用回轉
[00:18:01.000 --> 00:18:03.000]  我這裡也強調很多次
[00:18:03.000 --> 00:18:04.000]  我重說很多次
[00:18:04.000 --> 00:18:08.000]  回轉是什麼意思呢
[00:18:08.000 --> 00:18:10.000]  我講很多次了
