
[00:00:00.000 --> 00:00:04.000]  大家好 可能大家有幾個問題
[00:04:20.000 --> 00:04:24.000]  檢討 策劃 把握 一個好把握
[00:04:24.000 --> 00:04:26.000]  很好的時候
[00:04:26.000 --> 00:04:30.000]  所以所謂過年過節並不是容人自擾
[00:04:30.000 --> 00:04:33.000]  而是由上帝而來的智慧
[00:04:33.000 --> 00:04:35.000]  讓我們有適當的安排
[00:04:35.000 --> 00:04:37.000]  你想想如果長年長日
[00:04:37.000 --> 00:04:39.000]  沒有日子記錄的
[00:04:39.000 --> 00:04:40.000]  沒有節期的
[00:04:40.000 --> 00:04:44.000]  你說會多悶多悶多沒意思呢
[00:04:44.000 --> 00:04:47.000]  好了 問了三個問題
[00:04:47.000 --> 00:04:50.000]  然後接著四五六 幾個問題一起
[00:04:50.000 --> 00:04:52.000]  這個問題也是很多人常問
[00:04:52.000 --> 00:04:53.000]  很多人都慨嘆
[00:04:53.000 --> 00:04:56.000]  聖誕根本就已經不是聖誕了
[00:04:56.000 --> 00:05:00.000]  有些人是指出其實聖誕就不是聖誕
[00:05:00.000 --> 00:05:05.000]  還有些人堅持說聖誕不止聖誕
[00:05:05.000 --> 00:05:08.000]  嘩 我聽到頭大了 究竟說什麼呢
[00:05:08.000 --> 00:05:09.000]  聖誕不止聖誕
[00:05:09.000 --> 00:05:11.000]  聖誕不是聖誕
[00:05:11.000 --> 00:05:13.000]  聖誕不止聖誕
[00:05:13.000 --> 00:05:14.000]  分開說
[00:05:14.000 --> 00:05:16.000]  為什麼聖誕不止聖誕呢
[00:05:16.000 --> 00:05:20.000]  很多虔誠基督徒都會感慨
[00:05:20.000 --> 00:05:24.000]  現代是商業世界 物質至上
[00:05:24.000 --> 00:05:29.000]  所謂聖誕早已變成百貨商場的促銷節日
[00:05:29.000 --> 00:05:33.000]  最熱心聖誕的可能是那些開百貨公司的那些
[00:05:33.000 --> 00:05:35.000]  或者開千盒市場的那些
[00:05:35.000 --> 00:05:40.000]  最近你和我的信箱是每晚都收到那些通知的
[00:05:40.000 --> 00:05:43.000]  聖誕期間有什麼禮物等等
[00:05:43.000 --> 00:05:47.000]  那個紅光滿面眉開眼笑的聖誕老人
[00:05:47.000 --> 00:05:50.000]  其實已經變成財神一個面具
[00:05:50.000 --> 00:05:54.000]  並不是當年那個尼古拉主教
[00:05:54.000 --> 00:05:57.000]  至於說聖基督降生的意義
[00:05:57.000 --> 00:05:59.000]  很多人早已拋在路後
[00:06:00.000 --> 00:06:01.000]  只是值得
[00:06:01.000 --> 00:06:03.000]  聖誕了 大家都放假了
[00:06:03.000 --> 00:06:06.000]  於是通宵麻雀 瘋狂舞會
[00:06:06.000 --> 00:06:10.000]  於是很多熱心的教徒就去慨嘆
[00:06:10.000 --> 00:06:12.000]  世風日下人心不古
[00:06:12.000 --> 00:06:14.000]  現在的人都聖誕敢搞
[00:06:14.000 --> 00:06:15.000]  沒錯
[00:06:15.000 --> 00:06:17.000]  正因為這樣
[00:06:17.000 --> 00:06:19.000]  其實古代人都是這樣的
[00:06:19.000 --> 00:06:20.000]  是不是
[00:06:20.000 --> 00:06:21.000]  不記得那些嚴肅的意義
[00:06:21.000 --> 00:06:23.000]  只記得正因為這樣
[00:06:23.000 --> 00:06:25.000]  當初耶穌基督才要降生
[00:06:25.000 --> 00:06:29.000]  我們後世的信徒才要努力去傳教
[00:06:29.000 --> 00:06:32.000]  讓更多人認識
[00:06:32.000 --> 00:06:34.000]  吃喝玩樂
[00:06:34.000 --> 00:06:36.000]  人生未必就是有著落
[00:06:36.000 --> 00:06:38.000]  嫖賭飲吹
[00:06:38.000 --> 00:06:41.000]  心靈就會更加空虛
[00:06:41.000 --> 00:06:46.000]  所有林林種種的一切物質的歡樂
[00:06:46.000 --> 00:06:48.000]  都只是過眼物意
[00:06:48.000 --> 00:06:50.000]  最寶貴最恆久的恩賜
[00:06:50.000 --> 00:06:52.000]  都是上帝所賜的
[00:06:52.000 --> 00:06:54.000]  基督感召而充滿人間的
[00:06:54.000 --> 00:06:56.000]  那種愛
[00:06:56.000 --> 00:07:01.000]  正如剛才主席
[00:07:01.000 --> 00:07:03.000]  兩位姐妹
[00:07:03.000 --> 00:07:04.000]  不過一個題外說話
[00:07:04.000 --> 00:07:06.000]  是不是真的兩姐妹
[00:07:06.000 --> 00:07:08.000]  像不像
[00:07:08.000 --> 00:07:09.000]  我想一下
[00:07:09.000 --> 00:07:11.000]  會不會真的是
[00:07:11.000 --> 00:07:13.000]  精神上是主內姐妹
[00:07:13.000 --> 00:07:15.000]  而實際上都是
[00:07:15.000 --> 00:07:17.000]  正如他們兩位指出
[00:07:17.000 --> 00:07:19.000]  上帝給我們最大的禮物
[00:07:19.000 --> 00:07:21.000]  就是永生的盼望
[00:07:21.000 --> 00:07:22.000]  不單止肉體的生命
[00:07:22.000 --> 00:07:24.000]  不單止每天的生命氣息
[00:07:24.000 --> 00:07:26.000]  還是一個盼望
[00:07:26.000 --> 00:07:28.000]  這才是真正的禮物
[00:07:28.000 --> 00:07:30.000]  商店裏面那些
[00:07:30.000 --> 00:07:32.000]  是世俗的物質的禮物
[00:07:32.000 --> 00:07:34.000]  真正的禮物就是你永生的盼望
[00:07:34.000 --> 00:07:37.000]  有人很冷靜
[00:07:37.000 --> 00:07:39.000]  很學術地指出
[00:07:39.000 --> 00:07:41.000]  耶穌降生
[00:07:41.000 --> 00:07:43.000]  其實是公元前
[00:07:43.000 --> 00:07:45.000]  不知道四到六年之間
[00:07:45.000 --> 00:07:48.000]  絕對不是公元那一年
[00:07:48.000 --> 00:07:51.000]  所以這是一個大人計的錯數
[00:07:51.000 --> 00:07:53.000]  當初有人計錯數
[00:07:53.000 --> 00:07:55.000]  所以將錯就錯
[00:07:55.000 --> 00:07:57.000]  還有我們多年來
[00:07:57.000 --> 00:07:59.000]  所定的聖誕
[00:07:59.000 --> 00:08:01.000]  有時想起來真的有點道理
[00:08:01.000 --> 00:08:03.000]  我們現在當然知道
[00:08:03.000 --> 00:08:05.000]  普世寬騰
[00:08:05.000 --> 00:08:09.000]  大喜的信息
[00:08:09.000 --> 00:08:11.000]  關乎萬民
[00:08:11.000 --> 00:08:13.000]  但當初神的計劃
[00:08:13.000 --> 00:08:15.000]  耶穌基督降生之前
[00:08:15.000 --> 00:08:17.000]  是一個很微活
[00:08:17.000 --> 00:08:18.000]  很寒冷
[00:08:18.000 --> 00:08:19.000]  很寧靜
[00:08:19.000 --> 00:08:22.000]  很寂寞的一個小鄉村
[00:08:22.000 --> 00:08:25.000]  當時並沒有狗仔隊
[00:08:25.000 --> 00:08:27.000]  特發記者去訪問
[00:08:27.000 --> 00:08:29.000]  也沒有電視轉播
[00:08:29.000 --> 00:08:33.000]  耶穌降生絕不是威廉王子結婚
[00:08:33.000 --> 00:08:35.000]  誰知道?
[00:08:35.000 --> 00:08:37.000]  事後怎知道是那天?
[00:08:37.000 --> 00:08:39.000]  確實值得懷疑
[00:08:39.000 --> 00:08:41.000]  有些人還說
[00:08:41.000 --> 00:08:44.000]  大冷天時大概不是牧羊的時候
[00:08:44.000 --> 00:08:46.000]  羊都變成了雪肉
[00:08:46.000 --> 00:08:48.000]  那時還在牧羊
[00:08:48.000 --> 00:08:50.000]  牧羊人怎會在野外呢?
[00:08:50.000 --> 00:08:52.000]  全部都有問題
[00:08:52.000 --> 00:08:54.000]  是不是?
[00:08:54.000 --> 00:08:56.000]  現在我們所說的聖誕節
[00:08:56.000 --> 00:08:58.000]  當年耶穌
[00:08:58.000 --> 00:09:02.000]  是生於孤苦貧流的家
[00:09:02.000 --> 00:09:06.000]  一個安枕之處都沒有
[00:09:06.000 --> 00:09:08.000]  不要說那些五星六星酒店
[00:09:08.000 --> 00:09:09.000]  一星都沒有
[00:09:09.000 --> 00:09:11.000]  本天星斗
[00:09:11.000 --> 00:09:12.000]  只有馬槽
[00:09:12.000 --> 00:09:15.000]  現在兒童主一學
[00:09:15.000 --> 00:09:16.000]  幼稚園什麼的
[00:09:16.000 --> 00:09:18.000]  馬槽好笑好靚
[00:09:18.000 --> 00:09:20.000]  你試試去馬槽
[00:09:20.000 --> 00:09:22.000]  遠遠的掩著鼻子
[00:09:22.000 --> 00:09:24.000]  降生在那裡
[00:09:24.000 --> 00:09:27.000]  那個小寶寶耶穌
[00:09:27.000 --> 00:09:29.000]  又沒有針塔
[00:09:29.000 --> 00:09:30.000]  你說如果普通人
[00:09:30.000 --> 00:09:32.000]  早已不知道怎麼辦
[00:09:32.000 --> 00:09:35.000]  又有紀錄
[00:09:35.000 --> 00:09:36.000]  怎知道?
[00:09:36.000 --> 00:09:38.000]  有誰知道呢?
[00:09:38.000 --> 00:09:41.000]  這些都可能是
[00:09:41.000 --> 00:09:43.000]  不過最重要的是
[00:09:43.000 --> 00:09:47.000]  由於耶穌基督的錦詔
[00:09:47.000 --> 00:09:49.000]  無數那麼多一代一代
[00:09:49.000 --> 00:09:51.000]  仗義門徒
[00:09:51.000 --> 00:09:54.000]  一代一代前赴後繼
[00:09:54.000 --> 00:09:57.000]  福音就由被輕視
[00:09:57.000 --> 00:10:00.000]  被敵視的一些小群信仰
[00:10:00.000 --> 00:10:04.000]  漸漸變成羅馬的國教
[00:10:04.000 --> 00:10:08.000]  再變成全世界最大的宗教
[00:10:08.000 --> 00:10:10.000]  今天更加是
[00:10:10.000 --> 00:10:12.000]  甚至好像
[00:10:12.000 --> 00:10:14.000]  差不多一百年前
[00:10:14.000 --> 00:10:16.000]  那時科學開始極之發達
[00:10:16.000 --> 00:10:18.000]  很多人就議員說
[00:10:18.000 --> 00:10:19.000]  這些所有宗教
[00:10:19.000 --> 00:10:21.000]  特別是基督教
[00:10:21.000 --> 00:10:22.000]  到本世紀末
[00:10:22.000 --> 00:10:24.000]  那時是二十世紀初
[00:10:24.000 --> 00:10:28.000]  就一定變成博物院裡的東西
[00:10:28.000 --> 00:10:30.000]  那個時候無神論流行
[00:10:30.000 --> 00:10:31.000]  進化論流行
[00:10:31.000 --> 00:10:32.000]  很多人以為
[00:10:32.000 --> 00:10:34.000]  那時二十世紀初
[00:10:34.000 --> 00:10:35.000]  這些宗教
[00:10:35.000 --> 00:10:37.000]  不上下成為過去
[00:10:37.000 --> 00:10:39.000]  怎知道經過了兩次大戰
[00:10:39.000 --> 00:10:40.000]  過了幾十年
[00:10:40.000 --> 00:10:43.000]  這個基督教中發達了九次
[00:10:43.000 --> 00:10:45.000]  世界最多人相信的
[00:10:45.000 --> 00:10:46.000]  雖然還有很多人未信
[00:10:46.000 --> 00:10:47.000]  我們要努力
[00:10:47.000 --> 00:10:48.000]  但是
[00:10:48.000 --> 00:10:50.000]  由於基督教
[00:10:50.000 --> 00:10:52.000]  千百年來的流行
[00:10:52.000 --> 00:10:56.000]  促成平等、人權、民主、法治
[00:10:56.000 --> 00:10:58.000]  這些絕對不是我們基督徒
[00:10:58.000 --> 00:10:59.000]  自己面上貼金
[00:10:59.000 --> 00:11:01.000]  什麼都拉到自己的功勞裡
[00:11:01.000 --> 00:11:03.000]  就因為大家都認識到
[00:11:03.000 --> 00:11:05.000]  都是上帝的兒女
[00:11:05.000 --> 00:11:07.000]  所以就有人權、有平等
[00:11:07.000 --> 00:11:10.000]  又因為大家都認識到人性的軟弱
[00:11:10.000 --> 00:11:12.000]  所以我們有法治精神
[00:11:12.000 --> 00:11:13.000]  是不是
[00:11:13.000 --> 00:11:16.000]  又有這個政治的制衡
[00:11:16.000 --> 00:11:18.000]  有政黨的輪替
[00:11:18.000 --> 00:11:19.000]  不要讓一人獨大
[00:11:19.000 --> 00:11:21.000]  不要讓一黨獨大
[00:11:21.000 --> 00:11:24.000]  這些全部都是由於信仰來的
[00:11:24.000 --> 00:11:25.000]  你看世界上
[00:11:25.000 --> 00:11:27.000]  你和我移民也是
[00:11:27.000 --> 00:11:28.000]  是不是
[00:11:28.000 --> 00:11:29.000]  民主法治的地方
[00:11:29.000 --> 00:11:30.000]  就是基督教的地方
[00:11:30.000 --> 00:11:31.000]  基督教的地方
[00:11:31.000 --> 00:11:33.000]  就是民主法治的地方
[00:11:33.000 --> 00:11:35.000]  絕不是偶然
[00:11:35.000 --> 00:11:36.000]  是不是
[00:11:36.000 --> 00:11:38.000]  就是說
[00:11:38.000 --> 00:11:40.000]  因為耶穌基督的降生
[00:11:40.000 --> 00:11:42.000]  因為福音的廣傳
[00:11:42.000 --> 00:11:45.000]  所以這個世界寒盡暖來
[00:11:45.000 --> 00:11:48.000]  光明慢慢地代替黑暗
[00:11:48.000 --> 00:11:50.000]  將這個日子轉化為
[00:11:50.000 --> 00:11:52.000]  基督降生的節慶
[00:11:52.000 --> 00:11:53.000]  沒什麼不好
[00:11:53.000 --> 00:11:54.000]  很多人都知道
[00:11:54.000 --> 00:11:55.000]  十月二十幾
[00:11:55.000 --> 00:11:57.000]  最初在羅馬時代
[00:11:57.000 --> 00:11:59.000]  是太陽節
[00:11:59.000 --> 00:12:01.000]  後來因為普世
[00:12:01.000 --> 00:12:05.000]  轉信了真正的福音
[00:12:05.000 --> 00:12:08.000]  所以因理成變
[00:12:08.000 --> 00:12:10.000]  因勢利導
[00:12:10.000 --> 00:12:12.000]  就將這個保世騰寬的日子
[00:12:12.000 --> 00:12:14.000]  定在那天
[00:12:14.000 --> 00:12:18.000]  其實每個人真正相信基督
[00:12:18.000 --> 00:12:20.000]  接受基督那天
[00:12:20.000 --> 00:12:22.000]  就是你自己的聖誕節
[00:12:22.000 --> 00:12:24.000]  所以對於信的來說
[00:12:24.000 --> 00:12:26.000]  每一天都可以是聖誕節
[00:12:26.000 --> 00:12:27.000]  是不是
[00:12:27.000 --> 00:12:28.000]  如果你要記得
[00:12:28.000 --> 00:12:30.000]  自己受贈
[00:12:30.000 --> 00:12:31.000]  自己歸順那天
[00:12:31.000 --> 00:12:34.000]  就是自己心裡的聖誕節
[00:12:34.000 --> 00:12:37.000]  所以最重要的不是耶穌
[00:12:37.000 --> 00:12:40.000]  實際上是哪年哪月哪日出世
[00:12:40.000 --> 00:12:43.000]  那天實在不是重要
[00:12:43.000 --> 00:12:45.000]  意義不是在那裡
[00:12:45.000 --> 00:12:47.000]  如果你說一定要記錄年月日
[00:12:47.000 --> 00:12:49.000]  每一個人都有出生的年月日
[00:12:49.000 --> 00:12:50.000]  那又怎樣
[00:12:50.000 --> 00:12:52.000]  絕大多數人都是與草木同符
[00:12:52.000 --> 00:12:53.000]  是不是
[00:12:53.000 --> 00:12:55.000]  什麼日子都成為過去
[00:12:55.000 --> 00:12:59.000]  唯獨是基督降生的日子
[00:12:59.000 --> 00:13:02.000]  我們紀念他
[00:13:02.000 --> 00:13:04.000]  還有自己的內心
[00:13:04.000 --> 00:13:06.000]  基督在我們內心誕生的日子
[00:13:06.000 --> 00:13:09.000]  就是我們最重要的聖誕節
[00:13:09.000 --> 00:13:13.000]  最後一點
[00:13:13.000 --> 00:13:15.000]  最後一點都要說
[00:13:15.000 --> 00:13:17.000]  身為聖誕
[00:13:17.000 --> 00:13:18.000]  我最記得
[00:13:18.000 --> 00:13:19.000]  我廿多歲之前
[00:13:19.000 --> 00:13:20.000]  有一次
[00:13:20.000 --> 00:13:22.000]  我從基督畢業
[00:13:22.000 --> 00:13:23.000]  雖然那時候我不是教徒
[00:13:23.000 --> 00:13:25.000]  有些朋友是新亞
[00:13:25.000 --> 00:13:27.000]  新亞就很崇尚儒家思想
[00:13:27.000 --> 00:13:30.000]  有很多前輩學者
[00:13:30.000 --> 00:13:31.000]  他們堅持
[00:13:31.000 --> 00:13:33.000]  當然孔子的地位很偉大
[00:13:33.000 --> 00:13:37.000]  孔子是上帝給我們中國人的恩賜
[00:13:37.000 --> 00:13:38.000]  但是就那些未信的
[00:13:38.000 --> 00:13:40.000]  或者不信的人來說
[00:13:40.000 --> 00:13:44.000]  堅持只有孔子的日子
[00:13:44.000 --> 00:13:46.000]  才被配稱為聖誕
[00:13:46.000 --> 00:13:47.000]  我最記得那時候廿多歲
[00:13:47.000 --> 00:13:48.000]  有一次收到一個
[00:13:48.000 --> 00:13:50.000]  新亞書院的朋友
[00:13:50.000 --> 00:13:51.000]  我曾經
[00:13:51.000 --> 00:13:54.000]  回了一張聖誕卡
[00:13:54.000 --> 00:13:56.000]  那張聖誕卡
[00:13:56.000 --> 00:13:57.000]  查了一個聖字
[00:13:57.000 --> 00:13:59.000]  寫著耶穌誕
[00:13:59.000 --> 00:14:01.000]  恭喜耶穌誕新年
[00:14:01.000 --> 00:14:03.000]  他認為聖誕
[00:14:03.000 --> 00:14:05.000]  十二月廿日不應該稱為聖誕
[00:14:05.000 --> 00:14:07.000]  是西人的東
[00:14:07.000 --> 00:14:08.000]  老番東
[00:14:08.000 --> 00:14:10.000]  所謂聖誕應該是孔子誕辰
[00:14:10.000 --> 00:14:12.000]  我覺得人都很少這麼執著
[00:14:12.000 --> 00:14:14.000]  各位朋友執著一點
[00:14:14.000 --> 00:14:18.000]  其實就算站在中國傳統的說法來說
[00:14:18.000 --> 00:14:19.000]  都不是不客氣
[00:14:19.000 --> 00:14:21.000]  中國古人有句說話
[00:14:21.000 --> 00:14:23.000]  所謂東洋西海
[00:14:23.000 --> 00:14:24.000]  東海有聖人
[00:14:24.000 --> 00:14:26.000]  西海也有聖人
[00:14:26.000 --> 00:14:28.000]  即是稱得上聖人
[00:14:28.000 --> 00:14:31.000]  東方西方都是一樣
[00:14:31.000 --> 00:14:33.000]  都是對人類各有貢獻
[00:14:33.000 --> 00:14:35.000]  都是有偉大的心靈
[00:14:35.000 --> 00:14:37.000]  所以如果一定將聖字
[00:14:37.000 --> 00:14:39.000]  限在孔子那裡
[00:14:39.000 --> 00:14:40.000]  實在太狹隘
[00:14:40.000 --> 00:14:41.000]  第一
[00:14:41.000 --> 00:14:43.000]  第二如果真的嚴格
[00:14:43.000 --> 00:14:44.000]  聖的意義
[00:14:44.000 --> 00:14:47.000]  也只有耶穌基督才堪配
[00:14:47.000 --> 00:14:50.000]  因為古今中外當然
[00:14:50.000 --> 00:14:53.000]  都有不少被稱為聖的人
[00:14:53.000 --> 00:14:55.000]  比較之下
[00:14:55.000 --> 00:14:57.000]  耶穌的出生最卑微
[00:14:57.000 --> 00:14:59.000]  但其實又最尊貴
[00:14:59.000 --> 00:15:03.000]  祂的傳教時空最短
[00:15:03.000 --> 00:15:05.000]  但結果又最長最久
[00:15:05.000 --> 00:15:06.000]  你看
[00:15:06.000 --> 00:15:10.000]  當然耶穌基督我們知道是神
[00:15:10.000 --> 00:15:11.000]  即使說未信
[00:15:11.000 --> 00:15:13.000]  當祂是一個偉人
[00:15:13.000 --> 00:15:15.000]  你看古今中外那些
[00:15:15.000 --> 00:15:17.000]  耶穌只是73歲
[00:15:17.000 --> 00:15:19.000]  孔夫子73歲
[00:15:19.000 --> 00:15:22.000]  釋迦牟尼80多歲
[00:15:22.000 --> 00:15:25.000]  傳教的日子幾十年
[00:15:25.000 --> 00:15:28.000]  耶穌基督傳教的日子三年
[00:15:28.000 --> 00:15:30.000]  實在未必很久
[00:15:30.000 --> 00:15:32.000]  但是出生最卑微
[00:15:32.000 --> 00:15:34.000]  傳教的日子最短
[00:15:34.000 --> 00:15:37.000]  但影響最大最廣
[00:15:37.000 --> 00:15:39.000]  祂本身和生前
[00:15:39.000 --> 00:15:41.000]  說起世俗的出生
[00:15:41.000 --> 00:15:42.000]  那些資歷
[00:15:42.000 --> 00:15:44.000]  即是我們現代人所謂Quality
[00:15:44.000 --> 00:15:45.000]  So Quality
[00:15:45.000 --> 00:15:51.000]  耶穌的世俗的資歷最不足到
[00:15:51.000 --> 00:15:57.000]  拿撒勒人地方一個竇穆師傅的兒子
[00:15:57.000 --> 00:15:58.000]  是不大把
[00:15:58.000 --> 00:16:00.000]  並不是哈佛MBA
[00:16:00.000 --> 00:16:03.000]  更加不是諾貝爾得主
[00:16:03.000 --> 00:16:07.000]  但是從保羅開始
[00:16:07.000 --> 00:16:11.000]  古今中外無數博學多才
[00:16:11.000 --> 00:16:14.000]  財字有貝字邊也好
[00:16:14.000 --> 00:16:15.000]  沒有貝字邊也好
[00:16:15.000 --> 00:16:17.000]  富貴顯達的智者
[00:16:17.000 --> 00:16:20.000]  都心悅正服
[00:16:20.000 --> 00:16:23.000]  終生皈依
[00:16:23.000 --> 00:16:25.000]  認為祂不只是聖
[00:16:25.000 --> 00:16:27.000]  而且是我們的真神
[00:16:27.000 --> 00:16:29.000]  所以紀念祂的日子
[00:16:29.000 --> 00:16:34.000]  確是應該真真正正符合聖事
[00:16:34.000 --> 00:16:38.000]  我們現在回頭想想當日
[00:16:38.000 --> 00:16:40.000]  耶穌降生的地點
[00:16:40.000 --> 00:16:44.000]  就剛剛在東方亞洲文明
[00:16:44.000 --> 00:16:46.000]  和西方歐洲文明
[00:16:46.000 --> 00:16:49.000]  甚至北非文明的中界點
[00:16:49.000 --> 00:16:52.000]  當然這些我們之後研究
[00:16:52.000 --> 00:16:54.000]  覺得真是這麼巧
[00:16:54.000 --> 00:16:57.000]  耶穌基督是何時降生
[00:16:57.000 --> 00:16:58.000]  在哪裏降生
[00:16:58.000 --> 00:17:00.000]  這些根本就是造物主的安排
[00:17:00.000 --> 00:17:02.000]  我印象最深是好幾年前
[00:17:02.000 --> 00:17:04.000]  有位朋友
[00:17:04.000 --> 00:17:06.000]  後來都順了住
[00:17:06.000 --> 00:17:07.000]  他是一位醫生
[00:17:07.000 --> 00:17:10.000]  他的太太是教會很虔誠的姐妹
[00:17:10.000 --> 00:17:11.000]  後來去世了
[00:17:11.000 --> 00:17:13.000]  那位醫生讀書成績很好
[00:17:13.000 --> 00:17:15.000]  他就很不信
[00:17:15.000 --> 00:17:17.000]  他有一次特別約我喝茶
[00:17:17.000 --> 00:17:20.000]  他說他太太生前經常勸他
[00:17:20.000 --> 00:17:21.000]  他很愛他太太
[00:17:21.000 --> 00:17:22.000]  雖然他不信
[00:17:22.000 --> 00:17:24.000]  但他都不忍忽略他的意思
[00:17:24.000 --> 00:17:26.000]  但他經常有很多問題
[00:17:26.000 --> 00:17:28.000]  他生前不忍心問他太太
