
[00:00:00.000 --> 00:00:10.000]  聖靈降臨期是教會的年曆最長的幾乎半年
[00:02:02.000 --> 00:02:08.000]  這個是日常、平常的日子我們所面對的
[00:02:08.000 --> 00:02:11.000]  所以從《創世紀》到《啟示錄》
[00:02:11.000 --> 00:02:16.000]  聖經大部分的篇幅都是教導我們
[00:02:16.000 --> 00:02:21.000]  在家庭當中,在我們人生不同的階段
[00:02:21.000 --> 00:02:24.000]  在我們日常的生活裏面
[00:02:24.000 --> 00:02:27.000]  不要看輕這個日常兩個字
[00:02:27.000 --> 00:02:30.000]  這個是我們生命的絕大部分
[00:02:30.000 --> 00:02:32.000]  平日的日子
[00:02:32.000 --> 00:02:38.000]  但是來到這些災難發生的時候
[00:02:38.000 --> 00:02:43.000]  我們很自然有很多的想法
[00:02:43.000 --> 00:02:45.000]  聖經不是說很多
[00:02:45.000 --> 00:02:48.000]  不過聖經也提醒我們
[00:02:48.000 --> 00:02:57.000]  譬如你記得耶穌見到生來核眼的核子
[00:02:57.000 --> 00:02:59.000]  耶穌就提醒門徒
[00:02:59.000 --> 00:03:05.000]  不要去問究竟是他犯了罪呢
[00:03:05.000 --> 00:03:10.000]  還是他父母犯了罪呢
[00:03:10.000 --> 00:03:14.000]  如果你有一個小朋友
[00:03:14.000 --> 00:03:20.000]  他是有先天性的問題、疾病、缺陷
[00:03:20.000 --> 00:03:23.000]  很容易我們發覺
[00:03:23.000 --> 00:03:24.000]  我們都會問
[00:03:24.000 --> 00:03:29.000]  如果用中國民間傳統的說法
[00:03:29.000 --> 00:03:33.000]  我們當然是前世做了什麼錯事
[00:03:33.000 --> 00:03:36.000]  那種的內疚、自責
[00:03:36.000 --> 00:03:40.000]  主耶穌提醒我們不要這樣看待事情
[00:03:40.000 --> 00:03:43.000]  另外一次可能我們沒有那麼熟悉
[00:03:43.000 --> 00:03:46.000]  所以我想和你讀一下
[00:03:46.000 --> 00:03:53.000]  路加福音第十三章第一節到第五節
[00:03:53.000 --> 00:04:02.000]  路加福音十三章第一節到第五節
[00:04:02.000 --> 00:04:04.000]  找到我們一起讀
[00:04:04.000 --> 00:04:11.000]  路加第十三章第一節到第五節
[00:04:11.000 --> 00:04:12.000]  我們一起慢慢讀
[00:04:12.000 --> 00:04:19.000]  正當那時有人將比拉多使加利利人的血
[00:04:19.000 --> 00:04:24.000]  柴雜在他們祭物中的時告訴耶穌
[00:04:24.000 --> 00:04:32.000]  耶穌說:你們以為這些加利利人比眾加利利人更有罪
[00:04:32.000 --> 00:04:35.000]  所以受者害魔
[00:04:35.000 --> 00:04:37.000]  我告訴你們,不是的
[00:04:37.000 --> 00:04:42.000]  你們若不悔改,都要如此滅亡
[00:04:42.000 --> 00:04:46.000]  從前西羅亞流倒塌了
[00:04:46.000 --> 00:04:48.000]  壓死十八個人
[00:04:48.000 --> 00:04:56.000]  你們以為那些人比一切住在耶路撒冷的人更有罪魔
[00:04:56.000 --> 00:04:58.000]  我告訴你們,不是的
[00:04:58.000 --> 00:05:04.000]  你們若不悔改,都要如此滅亡
[00:05:04.000 --> 00:05:07.000]  我想耶穌的提醒很清楚
[00:05:07.000 --> 00:05:11.000]  這裡說的是兩件事情
[00:05:11.000 --> 00:05:13.000]  耶穌警告我們
[00:05:13.000 --> 00:05:19.000]  我們這些在旁邊聽見的人
[00:05:19.000 --> 00:05:26.000]  不要隨便來定罪
[00:05:26.000 --> 00:05:29.000]  這不是我們應該做的
[00:05:29.000 --> 00:05:32.000]  這也不是答案
[00:05:32.000 --> 00:05:40.000]  他們特別有罪,所以倒塌了就壓死了他們
[00:05:40.000 --> 00:05:41.000]  不是的
[00:05:41.000 --> 00:05:43.000]  我們很容易會這樣
[00:05:43.000 --> 00:05:45.000]  想找一個理由
[00:05:45.000 --> 00:05:47.000]  想找一個原因
[00:05:47.000 --> 00:05:51.000]  如果用英文說,Scapegoat
[00:05:51.000 --> 00:05:53.000]  待罪羔羊
[00:05:53.000 --> 00:05:56.000]  一天都是這個問題
[00:05:56.000 --> 00:05:58.000]  解決了就沒事了
[00:05:58.000 --> 00:06:03.000]  我猜在這些災難發生的時候
[00:06:03.000 --> 00:06:06.000]  這樣去看
[00:06:06.000 --> 00:06:11.000]  其實仍然是太過簡單
[00:06:11.000 --> 00:06:15.000]  聖經沒有解釋給我們聽
[00:06:15.000 --> 00:06:20.000]  為什麼會發生這些事情
[00:06:20.000 --> 00:06:22.000]  從來都沒有解釋
[00:06:22.000 --> 00:06:30.000]  所以我們不要輕易地去找一個答案
[00:06:30.000 --> 00:06:33.000]  然後我們就說是這個原因
[00:06:33.000 --> 00:06:35.000]  不是的
[00:06:35.000 --> 00:06:37.000]  聖經沒有解釋
[00:06:37.000 --> 00:06:41.000]  但是聖經告訴我們有幾個事實
[00:06:41.000 --> 00:06:48.000]  我們是平日需要明白、記得
[00:06:48.000 --> 00:06:54.000]  直到在這些不尋常的事情發生的時候
[00:06:54.000 --> 00:06:58.000]  我們不會茫然
[00:06:58.000 --> 00:07:02.000]  我們不會覺得不知道該怎麼做
[00:07:02.000 --> 00:07:08.000]  尤其是如果這些事情不是發生在這麼遙遠的亞洲
[00:07:08.000 --> 00:07:13.000]  而是發生在我們自己身上的時候
[00:07:13.000 --> 00:07:18.000]  我們會以為這些災難只會出現在落後的地區
[00:07:18.000 --> 00:07:21.000]  這些是很容易有的錯覺
[00:07:21.000 --> 00:07:27.000]  其實在最近這幾年我們都經歷很多地震
[00:07:27.000 --> 00:07:30.000]  說回唐山,我想我們沒有什麼印象
[00:07:30.000 --> 00:07:32.000]  那時候還是年輕
[00:07:32.000 --> 00:07:38.000]  其實那一場地震是中國近代歷史上一場很大的地震
[00:07:38.000 --> 00:07:40.000]  這次我們歷歷在目
[00:07:40.000 --> 00:07:48.000]  說回這些災難比較近的美國南部的事件
[00:07:48.000 --> 00:07:55.000]  或者說其實每一年龍捲風經過都有很多的家庭
[00:07:55.000 --> 00:07:59.000]  都有很多的地方受到災害
[00:07:59.000 --> 00:08:05.000]  就算在香港我們又不怕風災又沒有地震
[00:08:05.000 --> 00:08:11.000]  其實我們都試過非典型肺炎
[00:08:11.000 --> 00:08:14.000]  那段日子你在香港嗎?
[00:08:14.000 --> 00:08:18.000]  如果在的話,你打開電視新聞
[00:08:18.000 --> 00:08:23.000]  頭一條報導我們很深印象的,兩個數字
[00:08:23.000 --> 00:08:29.000]  今天新增加的病人有多少個?
[00:08:29.000 --> 00:08:33.000]  今天死亡的有多少個?
[00:08:33.000 --> 00:08:38.000]  多倫多都有事,不過好像沒有那麼緊張
[00:08:38.000 --> 00:08:40.000]  這個又是距離的問題
[00:08:40.000 --> 00:08:44.000]  我們不在多倫多,我們不知道你們的情況
[00:08:44.000 --> 00:08:49.000]  在這些災難當中,耶穌說了一句話
[00:08:49.000 --> 00:08:54.000]  好像很無情,卻是事實
[00:08:54.000 --> 00:09:01.000]  你們若不悔改,都要如此滅亡
[00:09:01.000 --> 00:09:04.000]  這是我們受不了的
[00:09:04.000 --> 00:09:10.000]  我們覺得我們應該平安的,我們應該沒事的
[00:09:10.000 --> 00:09:16.000]  上帝應該是我們的保證,保我們一世平安
[00:09:16.000 --> 00:09:21.000]  保我們沒有破壞,尤其是我們相信了祂
[00:09:21.000 --> 00:09:26.000]  我們更加應該沒事
[00:09:26.000 --> 00:09:30.000]  我都說了,聖經從來都不是這樣教我們的
[00:09:30.000 --> 00:09:36.000]  神叫太陽照好人,又照壞人
[00:09:36.000 --> 00:09:40.000]  下雨就更加清楚了,今天外面正在下雨
[00:09:40.000 --> 00:09:45.000]  你去看Mr. Saga的家裡,哪個草地是乾的,壞人
[00:09:45.000 --> 00:09:48.000]  我的草地一定是濕的,因為我是基督徒
[00:09:48.000 --> 00:09:50.000]  沒有這樣的事
[00:09:50.000 --> 00:09:56.000]  這不是上帝所創造的天地
[00:09:56.000 --> 00:10:04.000]  我們活在上帝的世界當中,不是活在我們自己的童話世界裡
[00:10:04.000 --> 00:10:07.000]  這是第一個事實
[00:10:07.000 --> 00:10:10.000]  這個事實叫我們謙卑
[00:10:10.000 --> 00:10:15.000]  這個事實叫我們小心,不要亂說話
[00:10:15.000 --> 00:10:23.000]  好像我們是主宰,好像由我們去決定生和死
[00:10:23.000 --> 00:10:27.000]  從來都不是,從來都不是
[00:10:27.000 --> 00:10:29.000]  有時我們忘記了
[00:10:29.000 --> 00:10:35.000]  有時在安樂的日子當中,我們忘記了
[00:10:35.000 --> 00:10:38.000]  我們更加會忘記的
[00:10:38.000 --> 00:10:48.000]  就是其實生命不是只有這幾十年
[00:10:48.000 --> 00:10:54.000]  生命是超過死亡的
[00:10:54.000 --> 00:10:57.000]  這個我們很容易忘記
[00:10:57.000 --> 00:11:00.000]  一來到生和死的大限
[00:11:00.000 --> 00:11:05.000]  我們就覺得這是最大件事
[00:11:05.000 --> 00:11:09.000]  聖經不是這樣看的
[00:11:09.000 --> 00:11:17.000]  聖經告訴我們,這不是唯一要緊張的事情
[00:11:17.000 --> 00:11:20.000]  否則的話,我們就不能夠明白
[00:11:20.000 --> 00:11:25.000]  為什麼耶穌基督會上十字架
[00:11:25.000 --> 00:11:31.000]  為什麼宣教時明知道危險重重
[00:11:31.000 --> 00:11:37.000]  仍然要去那些未曾認識上帝,甚至反對上帝
[00:11:37.000 --> 00:11:41.000]  甚至會殺害宣教士的地方
[00:11:41.000 --> 00:11:44.000]  他們仍然要去
[00:11:44.000 --> 00:11:46.000]  或者我們都不會明白
[00:11:46.000 --> 00:11:52.000]  為什麼蘇醫生和他太太在這個時候會走了去中國
[00:11:52.000 --> 00:11:57.000]  哎呀,安全點,不要去了,取消了旅程
[00:11:57.000 --> 00:12:06.000]  生和死在平常的日子,其實我們要看清楚
[00:12:06.000 --> 00:12:11.000]  那不是最大的一件事
[00:12:11.000 --> 00:12:14.000]  有時候我們習慣了
[00:12:14.000 --> 00:12:17.000]  在安樂的當中
[00:12:17.000 --> 00:12:24.000]  我們就以為上帝的責任就是要保我平安
[00:12:24.000 --> 00:12:29.000]  這樣的上帝只是一個偶像
[00:12:29.000 --> 00:12:37.000]  這樣的上帝不是掌管這個世界的上帝
[00:12:37.000 --> 00:12:43.000]  災難不容易解釋,我一直都不明白
[00:12:43.000 --> 00:12:47.000]  不過我和你提過,可能你也有印象
[00:12:47.000 --> 00:12:51.000]  直到,我忘記是前年還是去年
[00:12:51.000 --> 00:12:59.000]  我們去西邊,去亞省,去放假
[00:12:59.000 --> 00:13:02.000]  參觀那邊很多地方,都是去過的
[00:13:02.000 --> 00:13:07.000]  不過這次就突然間學到原來
[00:13:07.000 --> 00:13:11.000]  Alberta省那些樹林
[00:13:11.000 --> 00:13:14.000]  現在是面對很大的災害
[00:13:14.000 --> 00:13:16.000]  我和你提過的,不知道你有沒有印象
[00:13:16.000 --> 00:13:24.000]  那些蟲,令到一棵棵樹變成黃色,枯乾死了
[00:13:24.000 --> 00:13:28.000]  而且他們會轉移,現在去了BC省
[00:13:28.000 --> 00:13:36.000]  所以接下來BC省以出木材,最重要的一個來源
[00:13:36.000 --> 00:13:43.000]  現在大部分的樹林都被這些蟲駐了
[00:13:43.000 --> 00:13:48.000]  而且整個樹林都枯死了,這是一個很嚴重的問題
[00:13:48.000 --> 00:13:52.000]  加拿大政府有好事,他們認錯了
[00:13:52.000 --> 00:13:58.000]  他們認什麼呢?他們說這個原因很複雜
[00:13:58.000 --> 00:14:01.000]  我們現在才知道,原來過去十年
[00:14:01.000 --> 00:14:05.000]  我們管理這些大自然
[00:14:05.000 --> 00:14:12.000]  我們以為最重要的是防止山火
[00:14:12.000 --> 00:14:17.000]  很成功,過去的山火大幅度的減少
[00:14:17.000 --> 00:14:24.000]  這是進步,是,不過加拿大的國家公園有個展覽
[00:14:24.000 --> 00:14:26.000]  我們看完之後,我很深印象
[00:14:26.000 --> 00:14:30.000]  他說就是因為我們控制了山火
[00:14:30.000 --> 00:14:34.000]  令到蟲繁殖得很快
[00:14:34.000 --> 00:14:39.000]  為什麼呢?因為那些樹原來是這樣的
[00:14:39.000 --> 00:14:44.000]  年輕的樹就不容易有蟲住進去
[00:14:44.000 --> 00:14:50.000]  是那些年老的樹比較長的樹
[00:14:50.000 --> 00:14:54.000]  就容易被蟲腐蝕在上面
[00:14:54.000 --> 00:14:58.000]  然後繁殖,移民去另一棵樹
[00:14:58.000 --> 00:15:01.000]  所以山火原來有一個作用
[00:15:01.000 --> 00:15:04.000]  十年之後加拿大政府才發現
[00:15:04.000 --> 00:15:10.000]  原來山火就是要燒掉那些年老的樹
[00:15:10.000 --> 00:15:17.000]  於是那些蟲能夠繁殖的樹木的數目不多
[00:15:17.000 --> 00:15:20.000]  於是蟲也不能全部滅掉
[00:15:20.000 --> 00:15:24.000]  那是一個生態的循環
[00:15:24.000 --> 00:15:28.000]  那個是怎樣的平衡呢?
[00:15:28.000 --> 00:15:31.000]  加拿大政府在那個展覽上很謙卑
[00:15:31.000 --> 00:15:34.000]  他說我們還在摸索
[00:15:34.000 --> 00:15:38.000]  不過這是一個很昂貴的功課
[00:15:38.000 --> 00:15:42.000]  我們將會付出很大片的森林
[00:15:42.000 --> 00:15:48.000]  都不知道現在怎樣能夠解決蟲害的問題
[00:15:48.000 --> 00:15:52.000]  不過他說我們以後就會放火了
[00:15:52.000 --> 00:15:55.000]  是真的,不是開玩笑的
[00:15:55.000 --> 00:15:58.000]  他們的結論就是以後你看到森林山火
[00:15:58.000 --> 00:16:01.000]  不需要打電話來投訴
[00:16:01.000 --> 00:16:03.000]  是我們放的
[00:16:03.000 --> 00:16:07.000]  我們發覺這片森林比較老化
[00:16:07.000 --> 00:16:09.000]  我們就會放火燒掉它
[00:16:09.000 --> 00:16:12.000]  請你原諒,請你明白體諒
[00:16:12.000 --> 00:16:16.000]  以前不用放的,閃電、行雷
[00:16:16.000 --> 00:16:19.000]  就會火山,又有山火
[00:16:19.000 --> 00:16:22.000]  這是一個很小的問題
[00:16:22.000 --> 00:16:24.000]  沒有傷害人命的
[00:16:24.000 --> 00:16:29.000]  原來不是這麼容易去明白的
[00:16:29.000 --> 00:16:33.000]  原來不是這麼容易去管理的
[00:16:33.000 --> 00:16:38.000]  原來不是找出問題就能解決的
[00:16:38.000 --> 00:16:42.000]  我們真的以為我們很厲害
[00:16:42.000 --> 00:16:44.000]  原來不是的
[00:16:44.000 --> 00:16:47.000]  我們的生命很短暫
[00:16:47.000 --> 00:16:52.000]  我們活在這個世界上是很複雜的
[00:16:52.000 --> 00:16:57.000]  我很記得在香港聽過一個電台的節目
[00:16:57.000 --> 00:16:59.000]  我好像也和你們說過
[00:16:59.000 --> 00:17:01.000]  不過時間太久了,或者你未必記得
[00:17:01.000 --> 00:17:05.000]  是英國廣播電台的一個節目
[00:17:05.000 --> 00:17:08.000]  那個節目不是因為發生地震、天災
[00:17:08.000 --> 00:17:10.000]  而導致它這樣廣播
[00:17:10.000 --> 00:17:12.000]  這是一個日常的節目
[00:17:12.000 --> 00:17:16.000]  我也是上班的時候聽收音機聽到的
[00:17:16.000 --> 00:17:22.000]  那個研究地震的專家接受電台的訪問
[00:17:22.000 --> 00:17:27.000]  他說事實上我們研究地震
[00:17:27.000 --> 00:17:33.000]  我們知道地球每一年有不知道多少次地震
[00:17:33.000 --> 00:17:35.000]  是很多次的
[00:17:35.000 --> 00:17:39.000]  或者說地殼是不停地震的
[00:17:39.000 --> 00:17:43.000]  那個次數不停地發生
[00:17:43.000 --> 00:17:48.000]  你知道不知道就視乎兩件事
[00:17:48.000 --> 00:17:51.000]  第一,視乎它在哪裡發生
[00:17:51.000 --> 00:17:56.000]  如果它在沒有人居住的地方發生
[00:17:56.000 --> 00:17:58.000]  很自然你不知道
[00:17:58.000 --> 00:18:03.000]  譬如在深海,又沒有引起海嘯
[00:18:03.000 --> 00:18:06.000]  發生了也沒有人知道
[00:18:06.000 --> 00:18:12.000]  第二,發生了需要報導,然後才知道
[00:18:12.000 --> 00:18:15.000]  如果沒有消息,沒有報導
[00:18:15.000 --> 00:18:18.000]  這個專家說其實我們知道的
[00:18:18.000 --> 00:18:21.000]  我們的儀器測到每分鐘都在震
[00:18:21.000 --> 00:18:27.000]  不過沒事,沒有人傷亡,沒有影響住的人
[00:18:27.000 --> 00:18:30.000]  那就沒事,沒事就不報導
[00:18:30.000 --> 00:18:33.000]  所以我聽完之後就發覺
[00:18:33.000 --> 00:18:38.000]  原來不是以前沒有地震
[00:18:38.000 --> 00:18:41.000]  現在才有很多地震
[00:18:41.000 --> 00:18:44.000]  主耶穌很快就回來了
[00:18:44.000 --> 00:18:48.000]  不是這樣的,這樣的想法太簡單
[00:18:48.000 --> 00:18:51.000]  其實,或者很坦白說
[00:18:51.000 --> 00:18:55.000]  我們今天知道多了
[00:18:55.000 --> 00:19:02.000]  無論是戰爭,無論是災難
[00:19:02.000 --> 00:19:11.000]  或者說我們今天面對一個通訊很發達的世界
[00:19:11.000 --> 00:19:14.000]  為什麼我們掛念四川多於緬甸呢?
[00:19:14.000 --> 00:19:17.000]  很坦白說,其實都是因為新聞報導
[00:19:17.000 --> 00:19:20.000]  緬甸不讓你去報導
[00:19:20.000 --> 00:19:23.000]  說兩講就沒話說了,不知道了
[00:19:23.000 --> 00:19:26.000]  四川不是這樣,什麼都拍了出來
[00:19:26.000 --> 00:19:28.000]  真是服了記者
[00:19:28.000 --> 00:19:30.000]  拍到的那些你都知道
[00:19:30.000 --> 00:19:33.000]  但很多拍不到的,你知不知道?
[00:19:33.000 --> 00:19:34.000]  有些災民走出來說
[00:19:34.000 --> 00:19:36.000]  為什麼沒有人來我們這裡?
[00:19:36.000 --> 00:19:38.000]  就拍不到
[00:19:38.000 --> 00:19:39.000]  拍不到你就不知道了
[00:19:39.000 --> 00:19:42.000]  一樣這麼慘的,一樣這麼多事情發生
[00:19:42.000 --> 00:19:44.000]  不過看不見
[00:19:44.000 --> 00:19:48.000]  聖經提醒我們
[00:19:48.000 --> 00:19:51.000]  這個世界很複雜
[00:19:51.000 --> 00:19:56.000]  不過最重要的,我們不要記錯
[00:19:56.000 --> 00:19:59.000]  我會讀另一段經文
[00:19:59.000 --> 00:20:05.000]  就是《馬可福音》第十三章
[00:20:05.000 --> 00:20:10.000]  請你打開《馬可福音》第十三章
[00:20:10.000 --> 00:20:13.000]  我都在主要學校跟你讀過這段聖經
[00:20:13.000 --> 00:20:18.000]  所以如果你聽過,請你當是溫習
[00:20:18.000 --> 00:20:21.000]  《馬可福音》第十三章
[00:20:21.000 --> 00:20:25.000]  我們由第一節讀到第八節
[00:20:25.000 --> 00:20:27.000]  找到我們一起讀
[00:20:27.000 --> 00:20:30.000]  耶穌從電裡出來的時候
[00:20:30.000 --> 00:20:33.000]  有一個門徒對他說
[00:20:33.000 --> 00:20:39.000]  夫子,請看,這是何等的石頭,何等的電魚?
[00:20:39.000 --> 00:20:40.000]  耶穌對他說
[00:20:40.000 --> 00:20:43.000]  你看見這魚嗎?
[00:20:43.000 --> 00:20:50.000]  將來在這裡沒有一塊石頭留在石頭上,不被拆毀了
[00:20:50.000 --> 00:20:54.000]  耶穌在橄欖山上對聖電而說
[00:20:54.000 --> 00:20:58.000]  彼得、雅各、約翰和安德烈暗暗的問他說
[00:20:58.000 --> 00:21:02.000]  請告訴我們,什麼時候有這些事呢?
[00:21:02.000 --> 00:21:06.000]  這一切事將成的時候,有什麼預兆呢?
[00:21:06.000 --> 00:21:11.000]  耶穌說,你們要謹慎,免得有人迷惑你們
[00:21:11.000 --> 00:21:16.000]  將來有好些人冒我的名來說我是基督
[00:21:16.000 --> 00:21:18.000]  並且要迷惑許多人
[00:21:18.000 --> 00:21:23.000]  你們聽見打仗和打仗的風聲,不要驚慌
[00:21:23.000 --> 00:21:28.000]  這些事是必須有的,只是末期還沒有到
[00:21:28.000 --> 00:21:35.000]  民要攻打民,國要攻打國,多處必有地震饑荒
[00:21:35.000 --> 00:21:39.000]  這都是災難的起頭
[00:21:39.000 --> 00:21:42.000]  我們讀完這段聖經,我們的印象記得的就是
[00:21:42.000 --> 00:21:47.000]  民攻打民,國攻打國,多處必有地震饑荒
[00:21:47.000 --> 00:21:50.000]  我們就不讀下去了
[00:21:50.000 --> 00:21:53.000]  但你讀下去,你就會發覺耶穌說
[00:21:53.000 --> 00:21:58.000]  這些只不過是災難的起頭
[00:21:58.000 --> 00:22:00.000]  還有幾個細節
[00:22:00.000 --> 00:22:05.000]  災難原民作生產之難
[00:22:05.000 --> 00:22:09.000]  原來不是說災難,是說生孩子
[00:22:09.000 --> 00:22:15.000]  生孩子的痛苦不是很快的
[00:22:15.000 --> 00:22:20.000]  我們沒有機會試過,只是旁觀者
[00:22:20.000 --> 00:22:25.000]  有時候聽到教會有姐妹生第二個小孩子
[00:22:25.000 --> 00:22:29.000]  45分鐘就走出來,真是羨慕死
[00:22:29.000 --> 00:22:34.000]  不要說不用頭一個月,走出來自己走
[00:22:34.000 --> 00:22:36.000]  不用痛那麼久
[00:22:36.000 --> 00:22:40.000]  你給了第二個,痛足24小時,還要開刀
[00:22:40.000 --> 00:22:47.000]  這是起頭,這是災難的開始
[00:22:47.000 --> 00:22:49.000]  或者前面這樣說
[00:22:49.000 --> 00:22:53.000]  只是末期還沒有到
[00:22:53.000 --> 00:22:58.000]  這些事情是必須有的
[00:22:58.000 --> 00:23:00.000]  聖經從來都沒有騙我們
[00:23:00.000 --> 00:23:04.000]  我們不是生活在一個只有花香
[00:23:04.000 --> 00:23:09.000]  只有小鳥,小雨點
[00:23:09.000 --> 00:23:11.000]  那是一部分
[00:23:11.000 --> 00:23:13.000]  但是聖經怎麼說
[00:23:13.000 --> 00:23:17.000]  你們在世界上是有苦難的
[00:23:17.000 --> 00:23:20.000]  耶穌從來沒有騙我們
[00:23:20.000 --> 00:23:23.000]  跟隨耶穌的就可以免死?沒有
[00:23:23.000 --> 00:23:29.000]  跟隨耶穌的是天天背著十字架
[00:23:29.000 --> 00:23:32.000]  我也有一個在這裡,宣導會的會徽
[00:23:32.000 --> 00:23:35.000]  不是這個,這個太漂亮了
[00:23:35.000 --> 00:23:39.000]  今天如果你要背的不是十字架
[00:23:39.000 --> 00:23:44.000]  今天的十字架已經再沒有人死在上面
[00:23:44.000 --> 00:23:47.000]  今天如果你要背的應該背個絞刑台
[00:23:47.000 --> 00:23:50.000]  有沒有人可以做一個這樣的心口針
[00:23:50.000 --> 00:23:54.000]  哪有賣得去?誰會賣?西區做吧
[00:23:54.000 --> 00:23:56.000]  你肯不肯戴?當然不肯了
[00:23:56.000 --> 00:23:58.000]  上班會被人罵死
[00:23:58.000 --> 00:24:01.000]  這就是提醒基督徒
[00:24:01.000 --> 00:24:03.000]  剛才我們說聖經告訴我們
[00:24:03.000 --> 00:24:10.000]  生和死不是我們看最大的事
[00:24:10.000 --> 00:24:12.000]  不是的
[00:24:12.000 --> 00:24:14.000]  聖經提醒我們
[00:24:14.000 --> 00:24:18.000]  這些災難是會發生的
[00:24:18.000 --> 00:24:21.000]  而且不停發生的
[00:24:21.000 --> 00:24:24.000]  不要一發生的時候就說
[00:24:24.000 --> 00:24:26.000]  耶穌很快回來了
[00:24:26.000 --> 00:24:28.000]  因為我們是流行這樣說的
[00:24:28.000 --> 00:24:30.000]  我們很喜歡這樣說的
[00:24:30.000 --> 00:24:32.000]  我們是喜歡這樣想的
[00:24:32.000 --> 00:24:34.000]  不是
[00:24:34.000 --> 00:24:36.000]  耶穌反而教訓我們
[00:24:36.000 --> 00:24:38.000]  他用了這個比喻
[00:24:38.000 --> 00:24:39.000]  我又跟你說過了
[00:24:39.000 --> 00:24:41.000]  不過我都要再重複
[00:24:41.000 --> 00:24:43.000]  因為我們很容易解錯了
[00:24:43.000 --> 00:24:44.000]  請你讀下去
[00:24:44.000 --> 00:24:52.000]  《馬可福音》十三章二十八節到三十三節
[00:24:52.000 --> 00:24:54.000]  我們一起讀吧
[00:24:54.000 --> 00:24:58.000]  你們可以從無花果樹學個比方
[00:24:58.000 --> 00:25:02.000]  當樹枝發亂長葉的時候
[00:25:02.000 --> 00:25:05.000]  你們就知道夏天近了
[00:25:05.000 --> 00:25:09.000]  這樣你們何時看見這些事成就
[00:25:09.000 --> 00:25:12.000]  也該知道人子近了
[00:25:12.000 --> 00:25:15.000]  正在門口了
[00:25:15.000 --> 00:25:17.000]  我實在告訴你們
[00:25:17.000 --> 00:25:19.000]  這世代還沒有過去
[00:25:19.000 --> 00:25:22.000]  這些事都要成就
[00:25:22.000 --> 00:25:24.000]  天地要廢去
[00:25:24.000 --> 00:25:26.000]  我的話卻不能廢去
[00:25:26.000 --> 00:25:30.000]  但那日子那時辰沒有人知道
[00:25:30.000 --> 00:25:33.000]  連天上的使者也不知道
[00:25:33.000 --> 00:25:35.000]  子也不知道
[00:25:35.000 --> 00:25:37.000]  惟有父知道
[00:25:37.000 --> 00:25:40.000]  你們要謹慎警醒祈禱
[00:25:40.000 --> 00:25:46.000]  因為你們不曉得那日期何時來到
[00:25:46.000 --> 00:25:49.000]  無花果樹的比方
[00:25:49.000 --> 00:25:54.000]  《路加福音》同一段的說話
[00:25:54.000 --> 00:25:57.000]  就說得再清楚一些
[00:25:57.000 --> 00:26:08.000]  請你打開《路加福音》二十一章二十九節到三十一節
[00:26:08.000 --> 00:26:17.000]  《路加福音》二十一章二十九到三十一節
[00:26:17.000 --> 00:26:19.000]  找到我們一起讀吧
[00:26:19.000 --> 00:26:23.000]  耶穌有設比喻對他們說
[00:26:23.000 --> 00:26:28.000]  你們看無花果樹和各樣的樹
[00:26:28.000 --> 00:26:30.000]  它發芽的時候
[00:26:30.000 --> 00:26:35.000]  你們一看見自然曉得夏天近了
[00:26:35.000 --> 00:26:40.000]  這樣你們看見這些事漸漸的成就
