
[00:00:00.000 --> 00:00:09.000]  今天和大家一起思想的經文是加拉太書的第一章第六節至第九節
[00:02:17.000 --> 00:02:25.000]  認識了他覺得他人品挺好的,待人也挺親切,人品不錯
[00:02:25.000 --> 00:02:30.000]  我們就做了好朋友,做了朋友久了,他又幫了我很多
[00:02:30.000 --> 00:02:34.000]  他有時候邀請我回教會,我就回教會
[00:02:34.000 --> 00:02:38.000]  回教會的時候有一次他說你受不受針?
[00:02:38.000 --> 00:02:44.000]  我說受針就受針,我就受了針,我就變成基督徒
[00:02:44.000 --> 00:02:50.000]  另外有一個我聽過,其實也很普遍的
[00:02:50.000 --> 00:02:55.000]  他說我有一次認識一個基督徒的異性
[00:02:55.000 --> 00:02:59.000]  後來他對我挺好,我也對他挺好
[00:02:59.000 --> 00:03:03.000]  我就想跟他拍拖,但他說因為我要做基督徒
[00:03:03.000 --> 00:03:07.000]  他才跟我做拍拖,我就做基督徒
[00:03:07.000 --> 00:03:10.000]  後來我們結了婚,他有他回教會
[00:03:10.000 --> 00:03:15.000]  我有空就不回教會,有空就回教會
[00:03:15.000 --> 00:03:19.000]  我算是基督徒,他叫我受針我也受了
[00:03:19.000 --> 00:03:24.000]  但有些最嚇怕的,給我一個就是這樣說
[00:03:24.000 --> 00:03:27.000]  他說牧師你想問我為什麼信主?
[00:03:27.000 --> 00:03:31.000]  我就先試聲明告訴你,你不要再問我
[00:03:31.000 --> 00:03:36.000]  因為我知道我是一個罪人,好像挺準確
[00:03:36.000 --> 00:03:41.000]  我是一個罪人,我不讀經,也不是經常回教會
[00:03:41.000 --> 00:03:44.000]  碰巧今天碰見你,被你抓到
[00:03:44.000 --> 00:03:51.000]  我回去會認罪悔改,我有空就回來
[00:03:51.000 --> 00:03:53.000]  我也是基督徒
[00:03:53.000 --> 00:03:57.000]  聽了這些見證,如果大家有機會
[00:03:57.000 --> 00:04:03.000]  可能跟大家坐下來,大家可以分享一些更加令人吃驚的見證
[00:04:03.000 --> 00:04:06.000]  不過我就在我心裏這樣說
[00:04:06.000 --> 00:04:09.000]  當我聽見這些見證的時候
[00:04:09.000 --> 00:04:12.000]  他又不讀經,又對聖經不了解
[00:04:12.000 --> 00:04:17.000]  回教會因為有些好人,甚至有些為了結婚找個對象
[00:04:17.000 --> 00:04:22.000]  其實他們是不是真的認罪悔改呢?
[00:04:22.000 --> 00:04:26.000]  還是他們從頭到尾都沒有認罪悔改
[00:04:26.000 --> 00:04:29.000]  只不過是藏身在教會裏面
[00:04:29.000 --> 00:04:35.000]  或者是某些原因留在教會裏面
[00:04:35.000 --> 00:04:39.000]  我相信這樣的情況是非常普遍的
[00:04:39.000 --> 00:04:44.000]  特別是經過三十一年,我在教會裏面的生活其實見不少
[00:04:44.000 --> 00:04:47.000]  但有一件事,自從我做了教務的時候
[00:04:47.000 --> 00:04:51.000]  我就更加覺得令我掙扎
[00:04:51.000 --> 00:04:56.000]  竟然很多的教務同工,或者教會的長輩
[00:04:56.000 --> 00:05:00.000]  甚至教會的老信徒,教會的領袖
[00:05:00.000 --> 00:05:03.000]  甚至整個教會的情況
[00:05:03.000 --> 00:05:08.000]  其實都認為這樣信主沒有什麼問題
[00:05:08.000 --> 00:05:12.000]  他們都說信了耶穌,他接受了福音
[00:05:12.000 --> 00:05:15.000]  我們就認他做基督徒
[00:05:15.000 --> 00:05:20.000]  他叫自己做基督徒,我就說他是基督徒
[00:05:20.000 --> 00:05:24.000]  教會是不是要落到這樣的地步呢?
[00:05:24.000 --> 00:05:29.000]  這就是我做教務同工不斷反思的情況
[00:05:29.000 --> 00:05:34.000]  如果教會信徒的熟齡光景是這樣
[00:05:34.000 --> 00:05:37.000]  其實教會是不是真的教會呢?
[00:05:37.000 --> 00:05:42.000]  於是在教會當中都有很多不同的研究
[00:05:42.000 --> 00:05:45.000]  嘗試將這些現象提出來
[00:05:45.000 --> 00:05:48.000]  希望教會能夠更加正視
[00:05:48.000 --> 00:05:51.000]  其中一個人物叫做George Barner
[00:05:51.000 --> 00:05:57.000]  George Barner在美國教會統計界非常出名
[00:05:57.000 --> 00:06:02.000]  因為他做很多定期的教會熟齡調查
[00:06:02.000 --> 00:06:07.000]  其中一篇在2018年3月27日
[00:06:07.000 --> 00:06:13.000]  他公佈在美國的日常教會當中
[00:06:13.000 --> 00:06:17.000]  即是每個星期日有參與的人數當中
[00:06:17.000 --> 00:06:24.000]  原來有51%經常參加教會的人
[00:06:24.000 --> 00:06:28.000]  他們根本不知道什麼叫做大使命
[00:06:28.000 --> 00:06:31.000]  Great Commission
[00:06:31.000 --> 00:06:34.000]  什麼叫做大使命他們根本不知道
[00:06:34.000 --> 00:06:38.000]  51%即是超過一半教會的人
[00:06:38.000 --> 00:06:44.000]  另外有6%的人就說好像聽過有個這樣的名字
[00:06:44.000 --> 00:06:47.000]  但我不太肯定是什麼
[00:06:47.000 --> 00:06:53.000]  令人害怕的又多6%即是已經有57%
[00:06:53.000 --> 00:06:57.000]  另外有25%即是四分一的人
[00:06:57.000 --> 00:07:01.000]  他們就說我也聽過大使命
[00:07:01.000 --> 00:07:05.000]  不過如果叫我說大使命的內容
[00:07:05.000 --> 00:07:07.000]  我就說不出來了
[00:07:07.000 --> 00:07:15.000]  又有25% 總共已經有56%
[00:07:15.000 --> 00:07:20.000]  加上25%就已經有81%
[00:07:20.000 --> 00:07:25.000]  剩下17%的人就說
[00:07:25.000 --> 00:07:28.000]  我肯定我知道大使命是出自於
[00:07:28.000 --> 00:07:31.000]  《馬太福音》第28章18至20節
[00:07:31.000 --> 00:07:33.000]  並且我知道它的主旨是什麼呢
[00:07:33.000 --> 00:07:36.000]  就是要怎樣呢? 作主的門徒
[00:07:36.000 --> 00:07:39.000]  要使更多人成為主的門徒
[00:07:39.000 --> 00:07:44.000]  我們要奉主的名將福音傳給他們知道
[00:07:44.000 --> 00:07:46.000]  將主的道理教導給他們知道
[00:07:46.000 --> 00:07:48.000]  這些人只有17%
[00:07:48.000 --> 00:07:51.000]  還有幾個百分比的人就糊裡糊塗
[00:07:51.000 --> 00:07:53.000]  不知道怎樣
[00:07:53.000 --> 00:07:56.000]  在這個調查裡面告訴我們
[00:07:56.000 --> 00:08:02.000]  原來在教會裡面的確潛藏著一大群
[00:08:02.000 --> 00:08:06.000]  可以說是接近八成多的人
[00:08:06.000 --> 00:08:09.000]  他們不知道什麼叫大使命
[00:08:09.000 --> 00:08:11.000]  如果你再問他們什麼叫福音
[00:08:11.000 --> 00:08:14.000]  可能他們更加難去解答告訴你
[00:08:14.000 --> 00:08:17.000]  但是我們要問為什麼教會
[00:08:17.000 --> 00:08:21.000]  有這麼多這樣的人留在裡面呢?
[00:08:21.000 --> 00:08:24.000]  George Barnard又做了第二個調查
[00:08:24.000 --> 00:08:27.000]  在他另一個調查裡面
[00:08:27.000 --> 00:08:31.000]  他就發現原來用教會的奉獻
[00:08:31.000 --> 00:08:35.000]  就可以去解釋到為什麼教會裡面
[00:08:35.000 --> 00:08:39.000]  有這麼多糊裡糊塗的所謂基督徒
[00:08:39.000 --> 00:08:42.000]  潛藏在教會當中
[00:08:42.000 --> 00:08:45.000]  他就做了一個這樣的情況統計
[00:08:45.000 --> 00:08:47.000]  他說做一個中位數字
[00:08:47.000 --> 00:08:52.000]  如果說到一些真的全面對聖經真理
[00:08:52.000 --> 00:08:55.000]  特別對福音有整全了解的信徒
[00:08:55.000 --> 00:08:57.000]  他們有全心全意
[00:08:57.000 --> 00:09:00.000]  為了保持偉生在福音裡面的人
[00:09:00.000 --> 00:09:02.000]  他們平均值一年
[00:09:02.000 --> 00:09:05.000]  他們奉獻一千元的美金
[00:09:05.000 --> 00:09:08.000]  不過這一批的人
[00:09:08.000 --> 00:09:12.000]  在過去這麼多年裡面都沒有增長
[00:09:12.000 --> 00:09:14.000]  沒有增長
[00:09:14.000 --> 00:09:16.000]  但是反之
[00:09:16.000 --> 00:09:19.000]  剛才我們所說的大群的人當中
[00:09:19.000 --> 00:09:24.000]  有些是保持覺得教會的人都是很有善
[00:09:24.000 --> 00:09:26.000]  很友善
[00:09:26.000 --> 00:09:30.000]  或者是對教會保持一種很忠誠的態度
[00:09:30.000 --> 00:09:32.000]  OK啦
[00:09:32.000 --> 00:09:33.000]  沒有什麼壞處
[00:09:33.000 --> 00:09:35.000]  那就回來了
[00:09:35.000 --> 00:09:37.000]  原來分別這兩批的人
[00:09:37.000 --> 00:09:41.000]  他們的奉獻是有三百元美金和一百元美金
[00:09:41.000 --> 00:09:42.000]  換句話來說
[00:09:42.000 --> 00:09:44.000]  他湊起來也有四百元美金
[00:09:44.000 --> 00:09:47.000]  相對一千元那個還有一段距離
[00:09:47.000 --> 00:09:49.000]  但是因為他們屬於大部分
[00:09:49.000 --> 00:09:52.000]  並且原來教會這麼多年來
[00:09:52.000 --> 00:09:54.000]  在過去特別這十年當中
[00:09:54.000 --> 00:09:57.000]  這批的人不斷增長
[00:09:57.000 --> 00:10:01.000]  單單就在2018年至2019年之間
[00:10:01.000 --> 00:10:04.000]  他們增長率是有8%
[00:10:04.000 --> 00:10:06.000]  那就告訴我
[00:10:06.000 --> 00:10:09.000]  為什麼教會的人這麼著重於這批的人
[00:10:09.000 --> 00:10:11.000]  去招攬他們
[00:10:11.000 --> 00:10:15.000]  或者去吸納他們成為教會的會友的一部分呢
[00:10:15.000 --> 00:10:19.000]  因為他們是主要的數目的人
[00:10:19.000 --> 00:10:22.000]  正所謂山大咋麻有柴
[00:10:22.000 --> 00:10:24.000]  或者說得通俗一點
[00:10:24.000 --> 00:10:26.000]  叫做物食當三番
[00:10:26.000 --> 00:10:29.000]  如果這些人佔了大部分的時候
[00:10:29.000 --> 00:10:33.000]  雖然他們的比數是一千對四百
[00:10:33.000 --> 00:10:35.000]  但是如果從這樣的組織來計算
[00:10:35.000 --> 00:10:38.000]  會奉獻一千的人越來越少
[00:10:38.000 --> 00:10:39.000]  或者都不會增長
[00:10:39.000 --> 00:10:43.000]  也只是佔教會十多個百分比的人
[00:10:43.000 --> 00:10:46.000]  而那批奉獻三百四百的人
[00:10:46.000 --> 00:10:48.000]  是佔了八成的情況的話
[00:10:48.000 --> 00:10:55.000]  教會就很樂意將這批人的參與
[00:10:55.000 --> 00:10:59.000]  成為他們教會主要的集中對象
[00:10:59.000 --> 00:11:01.000]  因為這樣的做法有個好處
[00:11:01.000 --> 00:11:04.000]  收納這一類的教徒
[00:11:04.000 --> 00:11:10.000]  就能夠維持到教會主要的活動的經費來源
[00:11:10.000 --> 00:11:13.000]  並且可以在這樣的過程當中
[00:11:13.000 --> 00:11:16.000]  教會有很多形形式式的活動
[00:11:16.000 --> 00:11:21.000]  能夠提供給這一類型的人士參加
[00:11:21.000 --> 00:11:27.000]  變成教會可以有更多的招聘人的機會
[00:11:27.000 --> 00:11:30.000]  可以多請幾個什麼主任什麼主任
[00:11:30.000 --> 00:11:33.000]  或者甚至傳道人、牧師
[00:11:33.000 --> 00:11:37.000]  叫他們回來陪他們去搞這些活動
[00:11:37.000 --> 00:11:40.000]  將這批人不斷維持在教會裡面
[00:11:40.000 --> 00:11:42.000]  他們就自自然然回來
[00:11:42.000 --> 00:11:45.000]  繼續奉獻三百元一百元給教會
[00:11:45.000 --> 00:11:47.000]  在這樣的情況之下
[00:11:47.000 --> 00:11:50.000]  教會就能夠繼續生存
[00:11:50.000 --> 00:11:52.000]  而且給人感覺越來越興旺
[00:11:52.000 --> 00:11:55.000]  因為他們年年增長八個百分比
[00:11:55.000 --> 00:11:56.000]  弟兄姊妹
[00:11:56.000 --> 00:11:58.000]  在這樣的情況之下
[00:11:58.000 --> 00:12:02.000]  就是我們今天所處的教會的情況
[00:12:02.000 --> 00:12:04.000]  雖然這些數目字在美國裡面
[00:12:04.000 --> 00:12:07.000]  但我相信在加拿大或者在其他的
[00:12:07.000 --> 00:12:13.000]  比較是已經發展了的國家的教會裡面的群體的狀態
[00:12:13.000 --> 00:12:16.000]  是沒有太大的分別
[00:12:16.000 --> 00:12:20.000]  而今天我們所看的加拿大書
[00:12:20.000 --> 00:12:23.000]  第一章第六至第九節
[00:12:23.000 --> 00:12:25.000]  保羅其實要告訴我們
[00:12:25.000 --> 00:12:28.000]  為什麼他要寫這封書信
[00:12:28.000 --> 00:12:31.000]  因為保羅發現了一個情況
[00:12:31.000 --> 00:12:34.000]  就是在加拿大地區的教會
[00:12:34.000 --> 00:12:37.000]  也是保羅在第一次報道旅程裡面
[00:12:37.000 --> 00:12:41.000]  所傳道的這些主要教會
[00:12:41.000 --> 00:12:43.000]  在他們當中
[00:12:43.000 --> 00:12:46.000]  有很多我們剛才所說的教會的發展狀況
[00:12:46.000 --> 00:12:50.000]  大家不需要對福音有整全的認識
[00:12:50.000 --> 00:12:52.000]  就回到教會成為教會的一部分
[00:12:52.000 --> 00:12:55.000]  他們可能因為某些原因
[00:12:55.000 --> 00:12:59.000]  Other than 原本耶穌基督的福音
[00:12:59.000 --> 00:13:01.000]  而留在教會裡面
[00:13:01.000 --> 00:13:04.000]  而如果教會繼續這樣發展下去的話
[00:13:04.000 --> 00:13:07.000]  就很容易使教會越來越走樣
[00:13:07.000 --> 00:13:09.000]  越來越變質
[00:13:09.000 --> 00:13:14.000]  甚至失去了原本聖經裡面所說
[00:13:14.000 --> 00:13:17.000]  教會原本建立的原因
[00:13:17.000 --> 00:13:18.000]  而這樣的情況
[00:13:18.000 --> 00:13:21.000]  保羅不想看到繼續發生在
[00:13:21.000 --> 00:13:24.000]  加拿大地區的宗教會當中
[00:13:24.000 --> 00:13:28.000]  於是乎他就寫了加拿大書這本書信
[00:13:28.000 --> 00:13:32.000]  然後發給加拿大地區的教會
[00:13:32.000 --> 00:13:35.000]  希望他們真的能夠盡快回到
[00:13:35.000 --> 00:13:40.000]  原本耶穌基督在十字架上所成就的福音
[00:13:40.000 --> 00:13:43.000]  而離開那些傳別樣福音
[00:13:43.000 --> 00:13:45.000]  或者假的福音
[00:13:45.000 --> 00:13:48.000]  或者所謂福音
[00:13:48.000 --> 00:13:50.000]  讓他們離開他們
[00:13:50.000 --> 00:13:53.000]  而使這些人真正可以得救
[00:13:53.000 --> 00:13:56.000]  保羅最不想看到的現象
[00:13:56.000 --> 00:13:59.000]  也是上帝不想看到的現象
[00:13:59.000 --> 00:14:02.000]  就是很多人雖然以為自己說
[00:14:02.000 --> 00:14:03.000]  我已經是基督徒了
[00:14:03.000 --> 00:14:04.000]  我信了主了
[00:14:04.000 --> 00:14:07.000]  但原來他們根本沒有認識過福音
[00:14:07.000 --> 00:14:10.000]  沒有真正認順過這個福音
[00:14:10.000 --> 00:14:12.000]  而他只是自許自己已經得救
[00:14:12.000 --> 00:14:15.000]  但其實實質上他們走的道路
[00:14:15.000 --> 00:14:17.000]  是進入到永死的當中
[00:14:17.000 --> 00:14:20.000]  保羅不想看到這樣的現象出現
[00:14:20.000 --> 00:14:23.000]  因此加拿大書就寫了出來
[00:14:23.000 --> 00:14:26.000]  在加拿大書一開始
[00:14:26.000 --> 00:14:28.000]  在第六節和第七節裡面
[00:14:28.000 --> 00:14:31.000]  其實首先保羅要說一件很重要
[00:14:31.000 --> 00:14:36.000]  而且很難給一般的信徒去接受的現象
[00:14:36.000 --> 00:14:38.000]  甚至很多今天的教會的教務
[00:14:38.000 --> 00:14:39.000]  如果你跟他們說
[00:14:39.000 --> 00:14:41.000]  他們都不會接受的
[00:14:41.000 --> 00:14:42.000]  就是什麼呢?
[00:14:42.000 --> 00:14:44.000]  就是原來在教會當中
[00:14:44.000 --> 00:14:49.000]  的確有一大群傳別樣福音
[00:14:49.000 --> 00:14:52.000]  或者我們稱之為傳假的福音
[00:14:52.000 --> 00:14:54.000]  異類的福音的人
[00:14:54.000 --> 00:14:56.000]  是潛藏在教會裡面
[00:14:56.000 --> 00:14:58.000]  我們必須要對他們有認識
[00:14:58.000 --> 00:15:03.000]  並且要去肯定有這樣的人出現
[00:15:03.000 --> 00:15:06.000]  在第六節和第七節裡面這樣說
[00:15:06.000 --> 00:15:09.000]  「我稀奇你們這麼快離開那
[00:15:09.000 --> 00:15:14.000]  借著基督之恩照你們的去傳別的福音
[00:15:14.000 --> 00:15:15.000]  那並不是福音
[00:15:15.000 --> 00:15:18.000]  不過有些人搞擾你們
[00:15:18.000 --> 00:15:22.000]  要把基督的福音更改了」
[00:15:22.000 --> 00:15:27.000]  保羅在這裡一開始斬釘截鐵
[00:15:27.000 --> 00:15:30.000]  告訴加拉太教會知道
[00:15:30.000 --> 00:15:32.000]  其實在你們當中
[00:15:32.000 --> 00:15:34.000]  我真的覺得很詫異
[00:15:34.000 --> 00:15:36.000]  因為你們這麼快就離開了
[00:15:36.000 --> 00:15:41.000]  我原本傳給你們的完美無瑕
[00:15:41.000 --> 00:15:44.000]  原本真真確確的福音給你們知道
[00:15:44.000 --> 00:15:48.000]  反而很快就離開了這個福音
[00:15:48.000 --> 00:15:51.000]  去信了別樣的福音
[00:15:51.000 --> 00:15:54.000]  其實保羅為什麼這麼緊張呢?
[00:15:54.000 --> 00:15:57.000]  為什麼這麼焦急呢?
[00:15:57.000 --> 00:15:58.000]  應該這麼說
[00:15:58.000 --> 00:16:01.000]  他這個原文用到的「差異」這個字眼
[00:16:01.000 --> 00:16:04.000]  其實甚至可以說是一個
[00:16:04.000 --> 00:16:07.000]  只是保羅很少很罕有的字眼
[00:16:07.000 --> 00:16:10.000]  是提及到一種屬靈的經歷
[00:16:10.000 --> 00:16:13.000]  「差異」不是純粹一種心態
[00:16:13.000 --> 00:16:16.000]  哎喲 突然嚇到 不是
[00:16:16.000 --> 00:16:18.000]  不是嚇到
[00:16:18.000 --> 00:16:20.000]  其實保羅在這裡說
[00:16:20.000 --> 00:16:22.000]  是一種屬靈的焦急
[00:16:22.000 --> 00:16:27.000]  這個字眼曾經在保羅另一卷書信中用過
[00:16:27.000 --> 00:16:31.000]  就是在《貼薩羅尼加》後書的第一章第十節
[00:16:31.000 --> 00:16:34.000]  將來有機會跟大家說貼薩羅尼加前後書
[00:16:34.000 --> 00:16:38.000]  因為這也是我自己研究的兩卷主要書卷
[00:16:38.000 --> 00:16:41.000]  但貼薩羅尼加後書的第一章十節
[00:16:41.000 --> 00:16:45.000]  是唯一另外一次保羅用同一個字
[00:16:45.000 --> 00:16:47.000]  「差異」或者「稀奇」
[00:16:47.000 --> 00:16:50.000]  他不是形容一種心理狀態這麼簡單
[00:16:50.000 --> 00:16:54.000]  而是形容一種屬靈的經驗
[00:16:54.000 --> 00:16:58.000]  在貼薩羅尼加後書裡
[00:16:58.000 --> 00:17:03.000]  其實那個記載是說到當主耶穌基督再次回來的時候
[00:17:03.000 --> 00:17:05.000]  那一下突然來臨
[00:17:05.000 --> 00:17:07.000]  使他覺得很「差異」
[00:17:07.000 --> 00:17:11.000]  那種感覺是一種屬靈的興奮
[00:17:11.000 --> 00:17:13.000]  突然間耶穌回來了
[00:17:13.000 --> 00:17:15.000]  現在來到這裡
[00:17:15.000 --> 00:17:18.000]  保羅也用同一個字眼
[00:17:18.000 --> 00:17:22.000]  去形容他見到加拉太教會的信徒
[00:17:22.000 --> 00:17:28.000]  突然間就離開了原本保羅傳給他們的
[00:17:28.000 --> 00:17:32.000]  耶穌城在十字架上的福音
[00:17:32.000 --> 00:17:35.000]  他覺得這件事是很「差異」
[00:17:35.000 --> 00:17:42.000]  因為涉及到一個屬靈生命生死有關的事情
[00:17:42.000 --> 00:17:45.000]  所以在這裡一開始他這樣說
[00:17:45.000 --> 00:17:51.000]  這個恩是基督召你們進入到去的
[00:17:51.000 --> 00:17:54.000]  弟兄姊妹換句話來說
[00:17:54.000 --> 00:18:00.000]  這個福音是維繫著你將來能不能在永恆
[00:18:00.000 --> 00:18:02.000]  甚至可能是今天開始
[00:18:02.000 --> 00:18:06.000]  是不是已經和上帝有一個緊密的關係
[00:18:06.000 --> 00:18:10.000]  這個生命有關的事情
[00:18:10.000 --> 00:18:15.000]  保羅發覺到你們這麼快就離開了
[00:18:15.000 --> 00:18:18.000]  被這群人拖離開
[00:18:18.000 --> 00:18:23.000]  這是保羅覺得非常焦急的事情
[00:18:23.000 --> 00:18:28.000]  因為他們這樣做能夠使你們失落
[00:18:28.000 --> 00:18:31.000]  是保羅不想見到的現象
[00:18:31.000 --> 00:18:33.000]  就像我剛才所說
[00:18:33.000 --> 00:18:36.000]  一開始在引子的時候說
[00:18:36.000 --> 00:18:37.000]  作為一個目者
[00:18:37.000 --> 00:18:40.000]  看到信徒信得這麼兒戲的時候
[00:18:40.000 --> 00:18:42.000]  我們覺得真的很痛心
[00:18:42.000 --> 00:18:45.000]  不想見到這樣的現象出現
[00:18:45.000 --> 00:18:49.000]  來到這裡保羅因此說
[00:18:49.000 --> 00:18:54.000]  你們現在轉信了的所謂福音
[00:18:54.000 --> 00:18:58.000]  其實不單只是一個假的福音
[00:18:58.000 --> 00:19:02.000]  而且這個福音其實有動機在背後
[00:19:02.000 --> 00:19:04.000]  你們要明白看得到
[00:19:04.000 --> 00:19:07.000]  它的本質是什麼
[00:19:07.000 --> 00:19:10.000]  原來是來搞擾你們
[00:19:10.000 --> 00:19:14.000]  和將基督的福音改一點點
[00:19:14.000 --> 00:19:16.000]  這兩個是一個很重要的
[00:19:16.000 --> 00:19:18.000]  我們要去明白的事情
[00:19:18.000 --> 00:19:21.000]  也是我們去辨別假福音的一個
[00:19:21.000 --> 00:19:23.000]  很重要的標記
[00:19:23.000 --> 00:19:24.000]  弟兄姊妹
[00:19:24.000 --> 00:19:28.000]  假的福音全假你不會這麼容易接受的
[00:19:28.000 --> 00:19:30.000]  說明給你聽耶穌不是救主
[00:19:30.000 --> 00:19:31.000]  你不會接受的
[00:19:31.000 --> 00:19:35.000]  如果告訴你耶穌不是死在十字架上
[00:19:35.000 --> 00:19:36.000]  你不會接受的
[00:19:36.000 --> 00:19:40.000]  當然有些事情說得真一點
[00:19:40.000 --> 00:19:42.000]  包著一些假的東西
[00:19:42.000 --> 00:19:45.000]  使你覺得模模糊糊
[00:19:45.000 --> 00:19:47.000]  混混亂亂的時候
[00:19:47.000 --> 00:19:50.000]  你就會容易跟著它去信
[00:19:50.000 --> 00:19:52.000]  所以這裡用了這個字眼
[00:19:52.000 --> 00:19:54.000]  叫做「搞擾你們」
[00:19:54.000 --> 00:19:56.000]  「搞擾你們」是什麼意思
[00:19:56.000 --> 00:20:00.000]  在你當中做到一個模糊不清的現象
[00:20:00.000 --> 00:20:03.000]  使你覺得似真又似假
[00:20:03.000 --> 00:20:07.000]  又不錯又不似真
[00:20:07.000 --> 00:20:09.000]  作為一個真正的信徒
[00:20:09.000 --> 00:20:12.000]  其實對於這些現象很敏感
[00:20:12.000 --> 00:20:14.000]  因為我們知道什麼叫做真
[00:20:14.000 --> 00:20:20.000]  好像一個懂得真正鑽石的鑒賞家
[00:20:20.000 --> 00:20:22.000]  他只要一見到那顆鑽石
[00:20:22.000 --> 00:20:25.000]  馬上就會知道那顆鑽石是真還是假
[00:20:25.000 --> 00:20:27.000]  因為為什麼
[00:20:27.000 --> 00:20:32.000]  因為它和真鑽石有緊密的關係
[00:20:32.000 --> 00:20:35.000]  就好像我們作為一個已經認信了耶穌基督
[00:20:35.000 --> 00:20:37.000]  一個整全福音的信徒
[00:20:37.000 --> 00:20:39.000]  我們其實對耶穌基督的福音
[00:20:39.000 --> 00:20:42.000]  因為已經有一個親密的關係
[00:20:42.000 --> 00:20:44.000]  逐漸建立起來的時候
[00:20:44.000 --> 00:20:46.000]  當一些假的東西走過來的時候
[00:20:46.000 --> 00:20:49.000]  我們會覺得有些事情不妥
[00:20:49.000 --> 00:20:52.000]  我們不會被它搞擾
[00:20:52.000 --> 00:20:54.000]  反而我們會提高警覺
[00:20:54.000 --> 00:20:57.000]  並且改一點點
[00:20:57.000 --> 00:21:01.000]  將福音微微修改一下
[00:21:01.000 --> 00:21:03.000]  修改什麼呢?
[00:21:03.000 --> 00:21:06.000]  其實保羅在先前已經說過一次給我們聽
[00:21:06.000 --> 00:21:08.000]  那個福音是什麼
[00:21:08.000 --> 00:21:11.000]  那個福音在第一章第三至第四節裡
[00:21:11.000 --> 00:21:12.000]  曾經這樣說過
[00:21:12.000 --> 00:21:16.000]  願因為平安從父上帝與我們的主耶穌
[00:21:16.000 --> 00:21:18.000]  歸於你們
[00:21:18.000 --> 00:21:20.000]  基督照我們父上帝的旨意
[00:21:20.000 --> 00:21:22.000]  為我們聚舍
[00:21:22.000 --> 00:21:27.000]  為我們救救脫離罪惡的世代
[00:21:27.000 --> 00:21:31.000]  保羅其實在第一章第三至第四節裡
[00:21:31.000 --> 00:21:34.000]  清楚介紹給我們知道
[00:21:34.000 --> 00:21:39.000]  這個福音其實是帶來恩惠和平安給我們的
[00:21:39.000 --> 00:21:44.000]  如果當我們發覺這個福音是被修改的時候
[00:21:44.000 --> 00:21:47.000]  這個恩惠平安就漸漸會離開我們
[00:21:47.000 --> 00:21:50.000]  恩惠和平安不是一種感覺
[00:21:50.000 --> 00:21:54.000]  而是上帝的屬性的一部分
[00:21:54.000 --> 00:21:56.000]  上一章我們已經說過
[00:21:56.000 --> 00:21:57.000]  我們不再重複說了
[00:21:57.000 --> 00:21:59.000]  不過從這段聖經裡
[00:21:59.000 --> 00:22:01.000]  很清楚讓我們看到
[00:22:01.000 --> 00:22:06.000]  保羅很關心基督教會
