
[00:00:00.000 --> 00:00:08.000]  人有悲歡離合 願有音成圓缺
[00:02:29.000 --> 00:02:33.000]  今時今日再讀這些2000-3000年前的故事
[00:02:33.000 --> 00:02:36.000]  對我來說有什麼意義呢?
[00:02:36.000 --> 00:02:39.000]  神有什麼訊息告訴我們呢?
[00:02:39.000 --> 00:02:43.000]  我們讀舊約一種屬靈的轉化
[00:02:43.000 --> 00:02:48.000]  到舊約記得有一個詞彙叫做「神同在」
[00:02:48.000 --> 00:02:52.000]  舊約有很多人物 他們人生有很多波折
[00:02:52.000 --> 00:02:55.000]  甚至和死亡擦身而過
[00:02:55.000 --> 00:03:01.000]  舊約有兩個最出色的人物 做到宰相
[00:03:01.000 --> 00:03:06.000]  一個是藥師叫做達爾尼 都曾經和死亡擦身而過
[00:03:06.000 --> 00:03:11.000]  但是因為神同在讓他們能夠渡過危機
[00:03:11.000 --> 00:03:15.000]  也是邁上人生的巔峰
[00:03:15.000 --> 00:03:20.000]  所以讀舊約記得要掌握神同在
[00:03:20.000 --> 00:03:23.000]  讀新約是因長隨
[00:03:23.000 --> 00:03:26.000]  你掌握到兩個眼鏡 讀新約舊約
[00:03:26.000 --> 00:03:31.000]  你比較想掌握到究竟經文這個記載有什麼特色
[00:03:31.000 --> 00:03:39.000]  路德記很特別 沒有一個很肯定的作者
[00:03:39.000 --> 00:03:49.000]  有人說是薩姆爾 但有人說薩姆爾沒有這樣的文學文筆可以寫到路德記
[00:03:49.000 --> 00:03:56.000]  路德記是當時一個流傳很久遠 大家都知道的一個小故事
[00:03:56.000 --> 00:03:58.000]  發生在他們的社群當中
[00:03:58.000 --> 00:04:02.000]  有一位文革高手很有文學收入 不知道是誰
[00:04:02.000 --> 00:04:09.000]  就寫了路德記 柳亨利的時代是時思秉正的時代
[00:04:09.000 --> 00:04:14.000]  應該是薩姆爾時代 應該是後時思時代
[00:04:14.000 --> 00:04:22.000]  如果看薩姆爾記就可以看到是一個上帝都沉默的時代
[00:04:22.000 --> 00:04:30.000]  上帝是沒有眼睛看你們的 上帝是沒有信息再向以色列人表達
[00:04:30.000 --> 00:04:40.000]  但薩姆爾出現 將時思時代畫上句號 開始先知的時代
[00:04:40.000 --> 00:04:47.000]  所以那時是一個亂世 似乎上帝不再去看他們的子民的時代
[00:04:47.000 --> 00:04:53.000]  由一個這麼特別的故事出現了 開始是上帝沒有離開世人
[00:04:53.000 --> 00:04:58.000]  上帝沒有離開他的子民 但上帝有時會沉默
[00:04:58.000 --> 00:05:04.000]  在時思秉正的時代就發生了一件很特別的小故事
[00:05:04.000 --> 00:05:10.000]  說一個家庭 家庭就是來自猶大的伯尼恆大
[00:05:10.000 --> 00:05:14.000]  因為住在饑荒於是舉家移居到摩押地
[00:05:14.000 --> 00:05:19.000]  我們新舊約要熟悉的話 你可以很多東西就通了
[00:05:19.000 --> 00:05:25.000]  伯尼恆一個外號叫什麼呢? 什麼人包豬腸 麵包之城
[00:05:25.000 --> 00:05:30.000]  即是那裏其實是農產豐富 一個農產豐富的地方
[00:05:30.000 --> 00:05:36.000]  都如饑荒 可想而知饑荒有多嚴重 要移居到摩押地
[00:05:36.000 --> 00:05:43.000]  這個家族三個男人都死了 剩下一個老人家 兩個媳婦
[00:05:43.000 --> 00:05:50.000]  就開始了路德記的序幕
[00:05:50.000 --> 00:05:57.000]  難得亂世會情近增 亂世本來是無情的
[00:05:57.000 --> 00:06:02.000]  但這幾年香港有些改變了很多除了消費模式之外
[00:06:02.000 --> 00:06:08.000]  人的情是回復了 人是比較自私一點
[00:06:08.000 --> 00:06:12.000]  人會比較計較一點 這就是香港的現實
[00:06:12.000 --> 00:06:18.000]  所以看回路德記的時候 看見一個難得亂世無情而情近增的故事
[00:06:18.000 --> 00:06:22.000]  今時今日對我來說確實有很大的提醒
[00:06:22.000 --> 00:06:29.000]  運動前就考驗人性 於是撓米就帶著兩個儀式要回鄉
[00:06:29.000 --> 00:06:35.000]  但她很懂得為這個儀式著想 在當時的舊約時代
[00:06:35.000 --> 00:06:40.000]  男性社會的女性沒有地位 沒有謀生技能
[00:06:40.000 --> 00:06:44.000]  於是依賴丈夫 當丈夫死了 你唯一的出路就是改嫁
[00:06:44.000 --> 00:06:51.000]  或者你丈夫有弟弟 弟弟就會興中弟及照顧嫂子
[00:06:51.000 --> 00:06:56.000]  當時的情況是這樣 但你看看家族所有男丁都死了
[00:06:56.000 --> 00:07:04.000]  因此撓米就叫兩個媳婦改嫁 大家是抱著死的
[00:07:04.000 --> 00:07:10.000]  於是大媳婦含淚 向婆婆道別
[00:07:10.000 --> 00:07:16.000]  小媳婦叫路德 撓米趕她走 你走吧
[00:07:16.000 --> 00:07:24.000]  但路德就說了二十分說話 你不要催我回去不跟從你
[00:07:24.000 --> 00:07:31.000]  這就是文學技巧 為什麼路德是很有地位的文學技巧呢
[00:07:31.000 --> 00:07:35.000]  你去哪裡我去哪裡 你在哪裡住宿我在哪裡住宿
[00:07:35.000 --> 00:07:37.000]  你的國就是我的國 你的臣就是我的臣
[00:07:37.000 --> 00:07:41.000]  這就是文學技巧 一層一層去建立關係
[00:07:41.000 --> 00:07:51.000]  誓死將隨不離 不棄因此而代 唯有死可以叫我們分離
[00:07:51.000 --> 00:07:56.000]  為什麼路德的決擇這麼重要呢
[00:07:56.000 --> 00:08:01.000]  有時兩條路一條比較易行一條比較難行
[00:08:01.000 --> 00:08:05.000]  一條明知兩條路怎麼行 路德選擇了一條窄路
[00:08:05.000 --> 00:08:16.000]  因為他是一個魔格女子 魔格女子去到猶太的地方被人歧視
[00:08:16.000 --> 00:08:21.000]  猶太女子何況是一個寡婦 她會成為一個死在邊緣人
[00:08:21.000 --> 00:08:28.000]  一個被人投以不屑歧視的眼光對待的女子
[00:08:28.000 --> 00:08:39.000]  但選擇是不離不棄跟從著她的婆婆 陪伴她至死才能分離
[00:08:39.000 --> 00:08:47.000]  陪伴的名詞近期對我很有震撼力
[00:08:47.000 --> 00:08:54.000]  香港現在人口老化 再加上很多長者 大埔居很多長者
[00:08:54.000 --> 00:08:59.000]  很多獨居長者 很多單親家庭
[00:08:59.000 --> 00:09:04.000]  很多以老護老 以老護殘的悲情故事
[00:09:04.000 --> 00:09:14.000]  一個老人家覺得自己應付不來 寧願將老伴先送走 自己跟著走
[00:09:14.000 --> 00:09:18.000]  為什麼?我走了誰照顧老伴呢?
[00:09:18.000 --> 00:09:24.000]  以老護老 以老護殘 原來陪伴是很重要
[00:09:24.000 --> 00:09:35.000]  我聽了一個很特別的講座 很遺來的 幾十人而已 不是公開的
[00:09:35.000 --> 00:09:42.000]  講到一個很特別的課題 就是講以巴衝突
[00:09:42.000 --> 00:09:46.000]  主講人是我好朋友 因為經常在戰亂地區採訪
[00:09:46.000 --> 00:09:54.000]  去過東東很多次 曾經採訪過 面對面採訪過巴解組織的主席
[00:09:54.000 --> 00:09:58.000]  很厲害的 叫張翠玉 翠玉跟我說了幾十年
[00:09:58.000 --> 00:10:01.000]  我們是好朋友 一去就為她捧捧場
[00:10:01.000 --> 00:10:05.000]  二來其實我很想聽個陪才 陪才是什麼?
[00:10:05.000 --> 00:10:11.000]  因為有兩個從加薩地帶回來的義工
[00:10:11.000 --> 00:10:17.000]  在戰亂之下 外僑都要撤走
[00:10:17.000 --> 00:10:22.000]  第一時竟然有人去到戰亂地區做義工
[00:10:22.000 --> 00:10:28.000]  其中一個是寧實醫院一位女護士 她說到自己的經歷
[00:10:28.000 --> 00:10:37.000]  她說去到戰地醫院什麼都沒有 藥物不夠 醫生不夠 護士不夠
[00:10:37.000 --> 00:10:47.000]  每天都要推幾十個 推得頭脫骨 半邊臉沒了 手沒了腳
[00:10:47.000 --> 00:10:53.000]  推進來 救得多少多少 其實很多是救不了的
[00:10:53.000 --> 00:11:02.000]  那她做什麼呢? 她說我能做的就是在垂死的人身邊陪著他們
[00:11:02.000 --> 00:11:10.000]  捉住他們的手 讓他們在一個能夠有陪伴的環境下離開
[00:11:10.000 --> 00:11:15.000]  因為很多來說全家都死了 當每個病人進來的時候
[00:11:15.000 --> 00:11:20.000]  都會到處看 看什麼? 去找親人
[00:11:20.000 --> 00:11:23.000]  當然我們很難去期望我們有什麼能力
[00:11:23.000 --> 00:11:28.000]  像這些護士那麼勇敢 那麼有熱情
[00:11:28.000 --> 00:11:34.000]  其實我都想還回不來的 但她都去
[00:11:34.000 --> 00:11:41.000]  沒有意外大家做這麼偉大 做不到的事
[00:11:41.000 --> 00:11:47.000]  但起碼在我們能力範圍之內 我們做到一些陪伴
[00:11:47.000 --> 00:11:51.000]  對一些有需要的人我們能夠讓他知道
[00:11:51.000 --> 00:11:56.000]  我儘管做不到什麼 但我在你身邊 不離不棄
[00:11:56.000 --> 00:12:00.000]  這就是我們對今時今日香港的一個老年化社會
[00:12:00.000 --> 00:12:09.000]  一個少子化而很多小朋友去到小學已經有自殺念頭的社會
[00:12:09.000 --> 00:12:16.000]  父老攜幼 這是我們今時今日有能力的人可以做到的事
[00:12:16.000 --> 00:12:19.000]  路德選了一條很難走的路
[00:12:19.000 --> 00:12:26.000]  他選了一個活在被歧視被輕蔑的眼光的社會
[00:12:26.000 --> 00:12:31.000]  但他有一種柔性的堅持 他堅持下去
[00:12:31.000 --> 00:12:35.000]  他負責供養男和女 但他沒有能力去找工作
[00:12:35.000 --> 00:12:40.000]  他只能去田間去撿墨水 但當時有一個好處就是
[00:12:40.000 --> 00:12:46.000]  有錢人會留下墨水在手指縫當中留下給窮人去撿
[00:12:46.000 --> 00:12:51.000]  就去做一些工作 一種柔性的堅持
[00:12:51.000 --> 00:12:56.000]  堅持有時會覺得好像慷慨激昂 我堅持堅持 我不放棄
[00:12:56.000 --> 00:13:00.000]  有些人不是這樣說的 我就做
[00:13:00.000 --> 00:13:05.000]  堅持他對男女的承諾 是不離不棄
[00:13:05.000 --> 00:13:12.000]  並且照顧這個婆婆 可能直至生死的分別
[00:13:12.000 --> 00:13:17.000]  女兒你儘管去吧
[00:13:17.000 --> 00:13:25.000]  在疫情來臨期間 有一套港產片叫好不見座叫《窄路未窄》
[00:13:25.000 --> 00:13:29.000]  我很喜歡這套電影 令我一聽到這套電影
[00:13:29.000 --> 00:13:33.000]  我覺得這句話好像刺到我的心一樣
[00:13:33.000 --> 00:13:38.000]  為何是窄路呢?我們走的路是很窄的
[00:13:38.000 --> 00:13:43.000]  但你一定要找到你走下去的勇氣
[00:13:43.000 --> 00:13:47.000]  我不知道我前路是怎樣走的
[00:13:47.000 --> 00:13:52.000]  但我知道除了勇氣之外 不是安然行事
[00:13:52.000 --> 00:14:00.000]  神在因 我們好像微塵一樣沒有人看到我們
[00:14:00.000 --> 00:14:07.000]  我們這麼微小 但神仍然照顧這對孤兒寡婦
[00:14:07.000 --> 00:14:10.000]  神的恩典沒有放棄
[00:14:10.000 --> 00:14:16.000]  而最重要的是 我覺得張繼聰在電影中擔任一個擔辦
[00:14:16.000 --> 00:14:19.000]  擔任一個清潔公司的老闆 其實只是一個人而已
[00:14:19.000 --> 00:14:25.000]  做甚麼? 簡直是去清潔最危險最厭惡的工作
[00:14:25.000 --> 00:14:32.000]  他同情一對單親媽媽 但女兒很辛苦
[00:14:32.000 --> 00:14:36.000]  於是就幫忙做散工
[00:14:36.000 --> 00:14:40.000]  這位女孩原來是林工作的
[00:14:40.000 --> 00:14:44.000]  去了一間有錢人家裡打掃清潔
[00:14:44.000 --> 00:14:47.000]  看到別人家裡有很多口罩
[00:14:47.000 --> 00:14:50.000]  為何我們沒有呢?為何這麼不公平呢?
[00:14:50.000 --> 00:14:55.000]  就把口罩拆了回家 結果令老闆的工作失去
[00:14:55.000 --> 00:14:59.000]  失去一個好客人
[00:14:59.000 --> 00:15:03.000]  張繼聰說 他說粗口的
[00:15:03.000 --> 00:15:07.000]  真是市井的大叔 就是這樣說話的
[00:15:07.000 --> 00:15:11.000]  我刪除了這個粗口 意思是這樣說
[00:15:11.000 --> 00:15:16.000]  這個世界雖然很壞 不等於我們要做壞事的
[00:15:16.000 --> 00:15:19.000]  堅持做善良的人 弟兄姊妹
[00:15:19.000 --> 00:15:23.000]  今時今日很多事情我們看不過去
[00:15:23.000 --> 00:15:28.000]  大家理完我 大家自私自利
[00:15:28.000 --> 00:15:31.000]  我最多沒有人這麼奸
[00:15:31.000 --> 00:15:37.000]  這個世界雖然很壞 堅持做一個善良的人
[00:15:37.000 --> 00:15:43.000]  《羅德記》有四章 好像四幕劇一樣
[00:15:43.000 --> 00:15:47.000]  第一幕劇 生離死別很淒涼
[00:15:47.000 --> 00:15:55.000]  第二幕劇 艱苦中去謀生也很艱難
[00:15:55.000 --> 00:15:59.000]  第三章就戲轉變了
[00:15:59.000 --> 00:16:05.000]  有一個很大的轉捩點 田園蟹後逆轉人生
[00:16:05.000 --> 00:16:09.000]  羅德去田間撿墨水
[00:16:09.000 --> 00:16:13.000]  猶太傳統來自摩西的律法
[00:16:13.000 --> 00:16:16.000]  堅持商代 一種公平公義社會
[00:16:16.000 --> 00:16:20.000]  有錢人擁有田地 當你收割的時候
[00:16:20.000 --> 00:16:25.000]  將四日角留下給窮人去撿
[00:16:25.000 --> 00:16:30.000]  你都可以讓你的工人在收割時候
[00:16:30.000 --> 00:16:36.000]  盡量留下掉了的東西 你就算 給窮人去撿
[00:16:36.000 --> 00:16:41.000]  這個就是當時窮人謀生的方法
[00:16:41.000 --> 00:16:45.000]  羅德去到一個田莊撿墨水
[00:16:45.000 --> 00:16:48.000]  田莊發生了奇妙的事
[00:16:48.000 --> 00:16:54.000]  一個悲慘的婆媽故事化成了一個浪漫的故事
[00:16:54.000 --> 00:17:00.000]  羅德被譽為希伯來文學的珍珠
[00:17:00.000 --> 00:17:02.000]  他的文學地位相當高
[00:17:02.000 --> 00:17:06.000]  有人說這不像是薩姆爾的作品
[00:17:06.000 --> 00:17:08.000]  因為他是一個文學高手的作品
[00:17:08.000 --> 00:17:10.000]  不知道是誰來的
[00:17:10.000 --> 00:17:14.000]  在我所認識的香港教會界
[00:17:14.000 --> 00:17:17.000]  有兩位已故的我很尊敬的牧者
[00:17:17.000 --> 00:17:20.000]  都對我的影響很大
[00:17:20.000 --> 00:17:22.000]  為什麼特別尊敬他呢?
[00:17:22.000 --> 00:17:26.000]  因為他也是一個文學的高手
[00:17:26.000 --> 00:17:28.000]  我都是揸不穩的
[00:17:28.000 --> 00:17:30.000]  一個叫唐柔芝牧師
[00:17:30.000 --> 00:17:34.000]  前浸會神樂院院長 舊約專家
[00:17:34.000 --> 00:17:41.000]  大家比較熟悉的宣道會的牧師都離開世了
[00:17:41.000 --> 00:17:43.000]  特別是唐柔芝的作品當中
[00:17:43.000 --> 00:17:46.000]  他是將很多故事的舊約專家
[00:17:46.000 --> 00:17:49.000]  舊約的色經專家
[00:17:49.000 --> 00:17:52.000]  寫了很多經卷
[00:17:52.000 --> 00:17:54.000]  用文學筆觸去寫每卷經卷
[00:17:54.000 --> 00:17:57.000]  其中寫了羅德記 叫做田園之戀
[00:17:57.000 --> 00:18:00.000]  他描寫羅德和波斯的下游
[00:18:00.000 --> 00:18:06.000]  他用了很多文學描寫男女癡愛
[00:18:06.000 --> 00:18:08.000]  好像寫愛情小說那樣
[00:18:08.000 --> 00:18:10.000]  很精彩的 播了一本小說
[00:18:10.000 --> 00:18:20.000]  在夕陽的餘暉照映著一片的脈浪
[00:18:20.000 --> 00:18:24.000]  晚風吹來 脈浪垂下頭來
[00:18:24.000 --> 00:18:27.000]  見到一個英偉的男子
[00:18:27.000 --> 00:18:31.000]  他心情上望著一個苗條的身影
[00:18:31.000 --> 00:18:33.000]  他回頭望四目交投之間
[00:18:33.000 --> 00:18:36.000]  似乎閃了一種很特別的火花
[00:18:36.000 --> 00:18:41.000]  這就是波亞斯和羅德的邂逅
[00:18:41.000 --> 00:18:43.000]  波亞斯巡視夜露的時候
[00:18:43.000 --> 00:18:45.000]  見到一個很特別的魔女子
[00:18:45.000 --> 00:18:47.000]  在那裡倒默睡
[00:18:47.000 --> 00:18:49.000]  看到她的身影
[00:18:49.000 --> 00:18:51.000]  因為魔女子是很美的
[00:18:51.000 --> 00:18:55.000]  所以舊時代的猶太人
[00:18:55.000 --> 00:18:57.000]  不太歧視魔女子
[00:18:57.000 --> 00:18:59.000]  因為她們性開放
[00:18:59.000 --> 00:19:03.000]  她們經常引誘很多猶太人
[00:19:03.000 --> 00:19:07.000]  所以魔女子會被人歧視
[00:19:07.000 --> 00:19:09.000]  但這個女子很不同
[00:19:09.000 --> 00:19:15.000]  她會受到別人的調侃
[00:19:15.000 --> 00:19:18.000]  透過別人的調戲 欺負
[00:19:18.000 --> 00:19:20.000]  但她只是默默地倒默睡
[00:19:20.000 --> 00:19:22.000]  她沒有你周圍的眼光
[00:19:22.000 --> 00:19:26.000]  沒有狂風浪蝶對她的挑釁
[00:19:26.000 --> 00:19:28.000]  波亞斯看到這幅圖畫
[00:19:28.000 --> 00:19:32.000]  於是兩人已經有點點互生情操
[00:19:32.000 --> 00:19:37.000]  當羅德回去和婆婆閒話家常
[00:19:37.000 --> 00:19:39.000]  說今天我去倒默睡的時候
[00:19:39.000 --> 00:19:41.000]  遇到一個好人
[00:19:41.000 --> 00:19:43.000]  他叫波亞斯
[00:19:43.000 --> 00:19:45.000]  他特意叫他的僕人
[00:19:45.000 --> 00:19:47.000]  留下多點給我們倒
[00:19:47.000 --> 00:19:54.000]  他說: 波亞斯 這是我的交流
[00:19:54.000 --> 00:19:59.000]  羅米看到羅德說這些故事的時候
[00:19:59.000 --> 00:20:03.000]  這個平時有點愁眉心鎖
[00:20:03.000 --> 00:20:05.000]  平時沒有笑容的媳婦
[00:20:05.000 --> 00:20:09.000]  當他說的時候 他的眼睛是發亮的
[00:20:09.000 --> 00:20:11.000]  他的神情是很特別的
[00:20:11.000 --> 00:20:12.000]  當他說波亞斯的時候
[00:20:12.000 --> 00:20:19.000]  你發覺這個媳婦其實有一種很特別的神韻出來
[00:20:19.000 --> 00:20:22.000]  婆婆挑刀眼眉覺得
[00:20:22.000 --> 00:20:26.000]  羅德是很仰慕這位波亞斯
[00:20:26.000 --> 00:20:28.000]  而她口中的東西都看到
[00:20:28.000 --> 00:20:34.000]  看到波亞斯對她羅德的那種特別的照顧
[00:20:34.000 --> 00:20:37.000]  於是出了第三章
[00:20:37.000 --> 00:20:44.000]  婆婆為羅德開路 為羅德多走一里路
[00:20:44.000 --> 00:20:45.000]  為羅德著想
[00:20:45.000 --> 00:20:49.000]  之前是羅德不斷為羅米著想
[00:20:49.000 --> 00:20:52.000]  接著羅米又為羅德著想
[00:20:52.000 --> 00:20:57.000]  她知道波亞斯是她家族當中的一個親戚
[00:20:57.000 --> 00:20:59.000]  有這樣的關係
[00:20:59.000 --> 00:21:04.000]  所以她就覺得其實根據當時的社會
[00:21:04.000 --> 00:21:12.000]  她是有權利去承受到她家族的一些田產
[00:21:12.000 --> 00:21:15.000]  但一定要有人接收才可以 認同才可以
[00:21:15.000 --> 00:21:20.000]  並且你承受田產又要承受孤兒寡婦
[00:21:20.000 --> 00:21:23.000]  將來如果你娶了羅德 你生了個兒子
[00:21:23.000 --> 00:21:26.000]  又要分一些身家給兒子
[00:21:26.000 --> 00:21:32.000]  但是羅米知道波亞斯可能是一個理想人選
[00:21:32.000 --> 00:21:37.000]  於是她就為羅德鋪路
[00:21:37.000 --> 00:21:41.000]  你要沐浴 抹膏 換上衣服 下到牆上
[00:21:41.000 --> 00:21:43.000]  卻不時有人認得你來
[00:21:43.000 --> 00:21:46.000]  帶著吃的原料到他睡的地方
[00:21:46.000 --> 00:21:49.000]  睡覺的時候你就揭開他的被子
[00:21:49.000 --> 00:21:51.000]  腳上的被子 躺在那裡
[00:21:51.000 --> 00:21:56.000]  他便告訴你當做的事
[00:21:56.000 --> 00:22:02.000]  醒來的時候大家是不是有點疑惑
[00:22:02.000 --> 00:22:04.000]  羅德已經很漂亮了
[00:22:04.000 --> 00:22:07.000]  平時當然粗魯麻薄
[00:22:07.000 --> 00:22:11.000]  一面灰塵做到灰頭土面
[00:22:11.000 --> 00:22:18.000]  那樣回復羅德一個魔壓女子的美態
[00:22:18.000 --> 00:22:21.000]  沐浴更衣
[00:22:21.000 --> 00:22:26.000]  我問:波亞斯喝到半醉
[00:22:26.000 --> 00:22:32.000]  要不收獲時節 睡在自己的棚子裡
[00:22:32.000 --> 00:22:35.000]  羅德跟隨婆婆的指引
[00:22:35.000 --> 00:22:37.000]  就鑽入她的腳下
[00:22:37.000 --> 00:22:39.000]  會發生什麼事?
[00:22:39.000 --> 00:22:43.000]  他們早已互生情操
[00:22:43.000 --> 00:22:49.000]  而在一個夜晚四人無人的地方單獨相處
[00:22:49.000 --> 00:22:55.000]  我醒來的時候問:那晚有沒有發生什麼事?
[00:22:55.000 --> 00:23:00.000]  你看到就知道是沒有的
[00:23:00.000 --> 00:23:03.000]  波亞斯是一個很負責任的男人
[00:23:03.000 --> 00:23:10.000]  他很慷慨將他的修成留給窮人
[00:23:10.000 --> 00:23:15.000]  他讚賞羅德說:我留意你很久了
[00:23:15.000 --> 00:23:21.000]  很多狂風浪蝶挑釁你 引誘你 調戲你
[00:23:21.000 --> 00:23:25.000]  你都沒有理會他們 你是個好女孩
[00:23:25.000 --> 00:23:28.000]  我要明門正取草擬
[00:23:28.000 --> 00:23:33.000]  不過有一個人比我更親
[00:23:33.000 --> 00:23:35.000]  他有第一優先權
[00:23:35.000 --> 00:23:37.000]  我明天就去處理
[00:23:37.000 --> 00:23:40.000]  這些男人多負責任
[00:23:40.000 --> 00:23:43.000]  他沒有被情慾沖昏頭腦
[00:23:43.000 --> 00:23:46.000]  保持著一個很好的理性
[00:23:46.000 --> 00:23:48.000]  其實他是為羅德鋪路
[00:23:48.000 --> 00:23:50.000]  如果那晚兩個狗合作
[00:23:50.000 --> 00:23:53.000]  整個故事就不同了
[00:23:53.000 --> 00:23:56.000]  波亞斯就是一個這麼負責任的人
[00:23:56.000 --> 00:24:00.000]  而他的負責任是為羅德著想
[00:24:00.000 --> 00:24:02.000]  為這個家庭著想
[00:24:02.000 --> 00:24:04.000]  於是整個故事就扭轉了
[00:24:04.000 --> 00:24:06.000]  第一 去到城門口
[00:24:06.000 --> 00:24:08.000]  召集鄉親父老來
[00:24:08.000 --> 00:24:10.000]  完成了法律條文
[00:24:10.000 --> 00:24:15.000]  於是波亞斯就明門正取羅德狂
[00:24:15.000 --> 00:24:19.000]  全部是合法
[00:24:19.000 --> 00:24:21.000]  第四章大斷機局
[00:24:21.000 --> 00:24:25.000]  第三章我怎麼說那晚沒有發生事呢
[00:24:25.000 --> 00:24:28.000]  第四章十三節
[00:24:28.000 --> 00:24:31.000]  於是波亞斯娶了羅德為妻
[00:24:31.000 --> 00:24:33.000]  與他同房
[00:24:33.000 --> 00:24:37.000]  又說使得懷孕生了一個兒子
[00:24:37.000 --> 00:24:40.000]  兒子叫做俄比特
[00:24:40.000 --> 00:24:47.000]  即是波亞斯和羅德是在正式結婚之後
[00:24:47.000 --> 00:24:51.000]  才同房的
[00:24:51.000 --> 00:24:53.000]  他們沒有狗行
[00:24:53.000 --> 00:24:56.000]  因為是神所命定
[00:24:56.000 --> 00:24:59.000]  因為他生的兒子叫俄比特
[00:24:59.000 --> 00:25:01.000]  如果我們看聖經
[00:25:01.000 --> 00:25:03.000]  跟狗一樣跳到身上
[00:25:03.000 --> 00:25:05.000]  所以說讀聖經時身後有膠帶
[00:25:05.000 --> 00:25:07.000]  會舒服一點
[00:25:07.000 --> 00:25:09.000]  但看到中間你不明
[00:25:09.000 --> 00:25:11.000]  你打開馬太福音
[00:25:11.000 --> 00:25:15.000]  耶穌基督的家譜
[00:25:15.000 --> 00:25:21.000]  前面就看到俄比特
[00:25:21.000 --> 00:25:23.000]  看到大明
[00:25:23.000 --> 00:25:25.000]  看到耶穌基督
[00:25:25.000 --> 00:25:29.000]  你猜人類的救世主
[00:25:29.000 --> 00:25:31.000]  原來祂的祖先
[00:25:31.000 --> 00:25:35.000]  祂的族譜當中
[00:25:35.000 --> 00:25:39.000]  其實就是波亞斯和羅德
[00:25:39.000 --> 00:25:41.000]  這個異國的情怨
[00:25:41.000 --> 00:25:45.000]  在亂世當中生下來
[00:25:45.000 --> 00:25:47.000]  一個的宣默
[00:25:47.000 --> 00:25:49.000]  一代一代傳下去
[00:25:49.000 --> 00:25:53.000]  神的計劃就是這麼奇妙
[00:25:53.000 --> 00:25:55.000]  每個人生
[00:25:55.000 --> 00:25:57.000]  上帝自有安排
[00:25:57.000 --> 00:25:59.000]  這段故事我們看看
[00:25:59.000 --> 00:26:01.000]  羅德的人生帶給我們
[00:26:01.000 --> 00:26:03.000]  今時今日
[00:26:03.000 --> 00:26:05.000]  我希望帶給大家
[00:26:05.000 --> 00:26:07.000]  讀聖經
[00:26:07.000 --> 00:26:09.000]  跟舊約的人物領受到神同在
[00:26:09.000 --> 00:26:11.000]  那種奇妙恩典
[00:26:11.000 --> 00:26:15.000]  儘管新約時代才出現奇妙恩典
[00:26:15.000 --> 00:26:17.000]  但在舊時代
[00:26:17.000 --> 00:26:21.000]  神同在的力量是很大的
[00:26:21.000 --> 00:26:25.000]  多位別人走在你這裏
