
[00:00:00.000 --> 00:00:04.160]  今晚我們會選擇一件事來講
[00:01:46.440 --> 00:01:52.040]  你有沒有想過讓自己更加令對方滿意多一些
[00:01:52.040 --> 00:01:55.400]  或者說讓自己更加可愛多一些
[00:01:55.400 --> 00:01:57.240]  你有沒有想過這個問題
[00:01:57.240 --> 00:01:59.240]  每個學生都說沒有想過
[00:01:59.240 --> 00:02:00.920]  然後接著就問他
[00:02:00.920 --> 00:02:05.600]  你有沒有期待你的配偶可愛多一些
[00:02:05.600 --> 00:02:07.360]  每個人都說有
[00:02:07.360 --> 00:02:08.800]  我就說死了
[00:02:08.800 --> 00:02:11.400]  每個人都想旁邊那個可愛多一些
[00:02:11.400 --> 00:02:13.480]  但沒有想過自己可愛多一些
[00:02:13.480 --> 00:02:16.800]  我說難怪了 每個人都你怨我我怨你
[00:02:16.800 --> 00:02:19.960]  人經常都是期望對方好一些的
[00:02:19.960 --> 00:02:21.480]  但是很少想一下
[00:02:21.480 --> 00:02:24.280]  怎麼令自己好一些 讓對方享受一下呢
[00:02:24.280 --> 00:02:25.560]  有沒有想過這個問題呢
[00:02:25.560 --> 00:02:27.320]  所以這18項
[00:02:27.320 --> 00:02:30.320]  在我《EQ森實人》的400多段裡面
[00:02:30.320 --> 00:02:32.720]  我就選了有18段
[00:02:32.720 --> 00:02:34.920]  我覺得和溝通很有關的字眼
[00:02:34.920 --> 00:02:36.720]  變成你看的時候容易看一些
[00:02:36.720 --> 00:02:38.920]  還有今天全部都是第一件事
[00:02:38.920 --> 00:02:40.560]  就是你一看到我說
[00:02:40.560 --> 00:02:41.640]  你就要問你自己
[00:02:41.640 --> 00:02:43.360]  你最好在旁邊給個分
[00:02:43.360 --> 00:02:44.880]  你覺得你自己厲害不厲害
[00:02:44.880 --> 00:02:47.720]  你說我第一次看到這樣的事
[00:02:47.720 --> 00:02:49.960]  你就肯定是眉開齋
[00:02:49.960 --> 00:02:51.360]  但是因為我經常都是這樣的
[00:02:51.360 --> 00:02:53.120]  我都覺得不錯的
[00:02:53.120 --> 00:02:54.480]  你記憶一有什麼事
[00:02:54.480 --> 00:02:57.280]  記憶就是拿張紙回去問一下你老公老婆
[00:02:57.280 --> 00:02:59.120]  我是不是真的這麼高分
[00:02:59.120 --> 00:03:00.640]  是不是很難呢
[00:03:00.640 --> 00:03:01.600]  那你就一定要問一下
[00:03:01.600 --> 00:03:03.880]  為什麼不是吧
[00:03:03.880 --> 00:03:05.360]  我用什麼開始點呢
[00:03:05.360 --> 00:03:08.480]  在我書的《EQ森實人》第60頁
[00:03:08.480 --> 00:03:10.240]  Page60就是第一段
[00:03:10.240 --> 00:03:13.840]  我就選了一段很重要的開始
[00:03:13.840 --> 00:03:16.760]  為什麼人和人會不開心在一起呢
[00:03:16.760 --> 00:03:18.120]  很多人都解釋了
[00:03:18.120 --> 00:03:21.080]  結婚前是快樂過結婚後的
[00:03:21.080 --> 00:03:22.240]  所以很多人會說
[00:03:22.240 --> 00:03:24.920]  為什麼結婚前會開心多一點呢
[00:03:24.920 --> 00:03:26.800]  原來當你研究
[00:03:26.800 --> 00:03:28.960]  為什麼我喜歡EQ這個字眼呢
[00:03:28.960 --> 00:03:31.800]  就是因為它夠微觀
[00:03:31.800 --> 00:03:32.720]  我在大學裏面
[00:03:32.720 --> 00:03:34.520]  我教人際關係的時候
[00:03:34.520 --> 00:03:36.960]  我就不是太滿意
[00:03:36.960 --> 00:03:39.280]  那些textbook寫的字眼
[00:03:39.280 --> 00:03:40.840]  是比較含混一點
[00:03:40.840 --> 00:03:43.160]  意思就是general
[00:03:43.160 --> 00:03:45.480]  如果你能夠變到微觀到
[00:03:45.480 --> 00:03:48.840]  怎麼做
[00:03:48.840 --> 00:03:50.800]  我覺得會滿意高一點
[00:03:50.800 --> 00:03:53.920]  所以我看Danny Goldman的著作的時候
[00:03:53.920 --> 00:03:55.240]  我就開始想
[00:03:55.240 --> 00:03:57.480]  其實他可能給我們一個線索
[00:03:57.480 --> 00:04:00.400]  究竟微型的做法是怎麼樣
[00:04:00.400 --> 00:04:02.200]  比如第一個就是
[00:04:02.200 --> 00:04:04.480]  這個就是我做輔導的時候
[00:04:04.480 --> 00:04:06.560]  我經常都問
[00:04:06.560 --> 00:04:10.000]  如果兩夫妻
[00:04:10.000 --> 00:04:12.440]  不是太開心的時候
[00:04:12.440 --> 00:04:15.280]  通常是和評價這個字眼有關係的
[00:04:15.280 --> 00:04:16.960]  就是究竟他說過你什麼
[00:04:16.960 --> 00:04:18.720]  他說過你什麼
[00:04:18.720 --> 00:04:20.040]  然後問這段
[00:04:20.040 --> 00:04:23.000]  他家裏說過你什麼
[00:04:23.000 --> 00:04:24.640]  當然有說過
[00:04:24.640 --> 00:04:26.840]  他如何說那些東西
[00:04:26.840 --> 00:04:29.440]  怎麼說
[00:04:29.440 --> 00:04:31.760]  每個人都生氣到說什麼
[00:04:31.760 --> 00:04:34.800]  他彈我
[00:04:34.800 --> 00:04:36.000]  這個廣東話的字很靈
[00:04:36.000 --> 00:04:37.600]  彈啊彈我
[00:04:37.600 --> 00:04:38.840]  彈一燈彈我
[00:04:38.840 --> 00:04:39.880]  彈啊
[00:04:39.880 --> 00:04:41.080]  他彈我
[00:04:41.080 --> 00:04:42.160]  彈到我痛
[00:04:42.160 --> 00:04:43.800]  彈我
[00:04:43.800 --> 00:04:44.800]  你有沒有留意到
[00:04:44.800 --> 00:04:46.840]  彈用一個technical
[00:04:46.840 --> 00:04:48.640]  就是心理的字眼
[00:04:48.640 --> 00:04:51.240]  給我的評價很差
[00:04:51.240 --> 00:04:53.040]  評價我
[00:04:53.040 --> 00:04:53.760]  你留意一下
[00:04:53.760 --> 00:04:55.000]  從小到大
[00:04:55.000 --> 00:04:57.800]  我們每天都是被人評價的
[00:04:57.800 --> 00:04:58.560]  你很乖
[00:04:58.560 --> 00:04:59.560]  你最乖
[00:04:59.560 --> 00:05:00.160]  你厲害
[00:05:00.160 --> 00:05:01.680]  評價你
[00:05:01.680 --> 00:05:03.560]  在結婚之前
[00:05:03.560 --> 00:05:07.400]  評價是非常正面的
[00:05:07.400 --> 00:05:08.640]  你經常都給你的
[00:05:08.640 --> 00:05:09.560]  你結婚之前
[00:05:09.560 --> 00:05:10.400]  你的男朋友
[00:05:10.400 --> 00:05:11.960]  就是你現在的老公
[00:05:11.960 --> 00:05:13.680]  他用什麼評價你
[00:05:13.680 --> 00:05:14.480]  很漂亮
[00:05:14.480 --> 00:05:17.640]  旁邊的街道不用看
[00:05:17.640 --> 00:05:19.600]  一直看都看不到
[00:05:19.600 --> 00:05:20.960]  就是這樣的
[00:05:20.960 --> 00:05:21.640]  又說什麼呢
[00:05:21.640 --> 00:05:23.760]  說你品性好
[00:05:23.760 --> 00:05:26.080]  特別推薦給他媽媽的時候
[00:05:26.080 --> 00:05:26.640]  除了這個
[00:05:26.640 --> 00:05:27.800]  我不作下想
[00:05:27.800 --> 00:05:28.960]  不用想
[00:05:28.960 --> 00:05:30.120]  評價
[00:05:30.120 --> 00:05:31.720]  很好的
[00:05:31.720 --> 00:05:32.960]  他有沒有
[00:05:32.960 --> 00:05:36.040]  對你的樣子、內心
[00:05:36.040 --> 00:05:37.920]  有少有不好的呢
[00:05:37.920 --> 00:05:39.080]  有
[00:05:39.080 --> 00:05:40.840]  是輕輕的
[00:05:40.840 --> 00:05:42.440]  因為怕一寵就說
[00:05:42.440 --> 00:05:44.120]  你不喜歡就不要追我
[00:05:44.120 --> 00:05:46.480]  不敢這麼說的
[00:05:46.480 --> 00:05:47.800]  所以通常都說
[00:05:47.800 --> 00:05:49.000]  耐不耐
[00:05:49.000 --> 00:05:50.480]  我放在心裡
[00:05:50.480 --> 00:05:52.040]  其實沒事的
[00:05:52.040 --> 00:05:55.440]  一直說
[00:05:55.440 --> 00:05:58.360]  所以你聽不到評價是負面的
[00:05:58.360 --> 00:06:00.640]  你怎樣對你的男朋友
[00:06:00.640 --> 00:06:02.040]  就是現在你的老公呢
[00:06:02.040 --> 00:06:03.720]  你都有評價他
[00:06:03.720 --> 00:06:04.760]  你怎麼說呢
[00:06:04.760 --> 00:06:07.240]  你都是人才來的
[00:06:07.240 --> 00:06:08.920]  其實我老闆
[00:06:08.920 --> 00:06:09.640]  好命的
[00:06:09.640 --> 00:06:12.440]  不然應該是你才是真正的老闆
[00:06:12.440 --> 00:06:14.200]  評價都很高的
[00:06:14.200 --> 00:06:15.240]  你有沒有彈弦呢
[00:06:15.240 --> 00:06:16.840]  有
[00:06:16.840 --> 00:06:18.680]  你彈弦通常都是什麼呢
[00:06:18.680 --> 00:06:20.080]  都是他
[00:06:20.080 --> 00:06:21.920]  很聽話的那幾下
[00:06:21.920 --> 00:06:23.360]  你就趁機說
[00:06:23.360 --> 00:06:24.400]  拜託你了
[00:06:24.400 --> 00:06:25.640]  施政一點
[00:06:25.640 --> 00:06:27.040]  人不收偏頗
[00:06:27.040 --> 00:06:27.800]  這樣說
[00:06:27.800 --> 00:06:28.920]  然後說
[00:06:28.920 --> 00:06:30.200]  不過
[00:06:30.200 --> 00:06:31.400]  你差不多夠型
[00:06:31.400 --> 00:06:33.360]  穿什麼都好看的
[00:06:33.360 --> 00:06:35.360]  你都會回答的
[00:06:35.360 --> 00:06:37.280]  但試了婚之後
[00:06:37.280 --> 00:06:39.680]  評價就不用遷就了
[00:06:39.680 --> 00:06:40.920]  直去
[00:06:40.920 --> 00:06:42.360]  然後還說什麼呢
[00:06:42.360 --> 00:06:43.840]  我被你騙了這麼多年
[00:06:43.840 --> 00:06:44.960]  看不出你這個人是這樣
[00:06:44.960 --> 00:06:46.360]  就是
[00:06:46.360 --> 00:06:48.760]  你還說得最直接的
[00:06:48.760 --> 00:06:49.480]  就是
[00:06:49.480 --> 00:06:50.920]  痛心疾首的字
[00:06:50.920 --> 00:06:53.080]  就是你覺得想不到你是這樣的
[00:06:53.080 --> 00:06:54.240]  你騙我一下
[00:06:54.240 --> 00:06:55.440]  我還以為你這個人很好
[00:06:55.440 --> 00:06:56.720]  我還以為你什麼的
[00:06:56.720 --> 00:06:57.280]  根本上
[00:06:57.280 --> 00:06:59.040]  你還以為男人更厲害
[00:06:59.040 --> 00:07:01.040]  還說你溫柔體貼
[00:07:01.040 --> 00:07:01.480]  很難的
[00:07:01.480 --> 00:07:02.840]  像老虎一樣
[00:07:02.840 --> 00:07:03.960]  見到你我還以為他怕你
[00:07:03.960 --> 00:07:05.120]  這個呢
[00:07:05.120 --> 00:07:08.120]  你覺得你完全是對這個評價
[00:07:08.120 --> 00:07:10.280]  是完全不留情的
[00:07:10.280 --> 00:07:12.040]  這個就是婚姻
[00:07:12.040 --> 00:07:13.200]  是不是好事呢
[00:07:13.200 --> 00:07:14.920]  其實是很中性的
[00:07:14.920 --> 00:07:18.520]  婚姻是將一個真正的你
[00:07:18.520 --> 00:07:22.560]  兩個之間用一個真正的自己來相處的
[00:07:22.560 --> 00:07:24.760]  所以評價已經是放低了
[00:07:24.760 --> 00:07:26.120]  一些「就」字
[00:07:26.120 --> 00:07:27.240]  「兜」字
[00:07:27.240 --> 00:07:28.720]  沒有這個意味的
[00:07:28.720 --> 00:07:30.880]  一有就覺得有點假的
[00:07:30.880 --> 00:07:32.760]  所以越真越痛苦
[00:07:32.760 --> 00:07:35.360]  所以看到婚姻的特點就是這樣
[00:07:35.360 --> 00:07:37.440]  所以你能不能經得起呢
[00:07:37.440 --> 00:07:38.800]  其實看你以前
[00:07:38.800 --> 00:07:41.520]  跟朋友相處就知道幾成了
[00:07:41.520 --> 00:07:43.520]  如果你早幾十年聽這個說話
[00:07:43.520 --> 00:07:44.640]  十幾年聽這個說話
[00:07:44.640 --> 00:07:45.840]  幾年聽這個說話
[00:07:45.840 --> 00:07:47.840]  你可能未必嫁給那個人的
[00:07:47.840 --> 00:07:49.560]  因為你馬上想起什麼事呢
[00:07:49.560 --> 00:07:52.520]  他跟他的朋友一起玩的時候
[00:07:52.520 --> 00:07:54.560]  當他被人家殘得很厲害的時候
[00:07:54.560 --> 00:07:55.880]  你怎麼反應呢
[00:07:55.880 --> 00:07:57.960]  兇得吹死眼睛是不是
[00:07:57.960 --> 00:07:59.560]  其實你也猜得到
[00:07:59.560 --> 00:08:01.360]  將來你嫁給他
[00:08:01.360 --> 00:08:02.680]  將來就會這樣
[00:08:02.680 --> 00:08:04.520]  他其實一向都有這樣的記錄的
[00:08:04.520 --> 00:08:06.320]  不過你看不到而已
[00:08:06.320 --> 00:08:08.800]  你也可能聽聞你婆婆說過
[00:08:08.800 --> 00:08:10.920]  你老公小時候家裡有多兇
[00:08:10.920 --> 00:08:12.760]  獅子那樣的
[00:08:12.760 --> 00:08:14.640]  對你突然間摸牙的
[00:08:14.640 --> 00:08:15.640]  獅子那樣的
[00:08:15.640 --> 00:08:17.200]  你再想想
[00:08:17.200 --> 00:08:18.680]  其實不出奇的
[00:08:18.680 --> 00:08:20.200]  他有脾氣是不出奇的
[00:08:20.200 --> 00:08:21.680]  是你自己假象
[00:08:21.680 --> 00:08:23.760]  是一個很斯文的人
[00:08:23.760 --> 00:08:26.160]  所以當兩個人很真的時候
[00:08:26.160 --> 00:08:28.760]  評價通常是跟失望有關係的
[00:08:28.760 --> 00:08:29.640]  所以他說
[00:08:29.640 --> 00:08:32.640]  一個最成功的夫妻溝通
[00:08:32.640 --> 00:08:36.240]  第一個條件就是化評加描述
[00:08:36.240 --> 00:08:37.520]  Describe
[00:08:37.520 --> 00:08:39.480]  什麼叫描述呢
[00:08:39.480 --> 00:08:41.760]  描述最容易看到的就是
[00:08:41.760 --> 00:08:43.800]  在電視新聞節目
[00:08:43.800 --> 00:08:45.000]  那些就是描述了
[00:08:45.000 --> 00:08:47.160]  記者在現場
[00:08:47.160 --> 00:08:47.960]  來澳門
[00:08:47.960 --> 00:08:51.240]  今天在哪裡槍戰
[00:08:51.240 --> 00:08:53.200]  有個匪徒進去裡面
[00:08:53.200 --> 00:08:54.520]  打劫了多少錢
[00:08:54.520 --> 00:08:56.560]  財物損失有多少
[00:08:56.560 --> 00:08:59.040]  然後記者實地報道
[00:08:59.040 --> 00:09:00.240]  就說完了
[00:09:00.240 --> 00:09:01.800]  描述
[00:09:01.800 --> 00:09:03.760]  你看完之後你的感覺是怎麼樣呢
[00:09:03.760 --> 00:09:05.800]  哦 開槍 打人
[00:09:05.800 --> 00:09:07.920]  唉 真是這麼亂的
[00:09:07.920 --> 00:09:09.840]  亂是你自己說的
[00:09:09.840 --> 00:09:12.080]  記者不會說澳門很亂
[00:09:12.080 --> 00:09:13.120]  很亂
[00:09:13.120 --> 00:09:14.720]  記者不會這樣說的
[00:09:14.720 --> 00:09:17.160]  一槍打下去是離譜的
[00:09:17.160 --> 00:09:19.520]  記者不會這樣說的 是吧
[00:09:19.520 --> 00:09:21.920]  因為這樣說是評價嘛
[00:09:21.920 --> 00:09:24.000]  描述就不會的
[00:09:24.000 --> 00:09:26.000]  如果兩夫妻聊天
[00:09:26.000 --> 00:09:28.600]  你能夠練到描述
[00:09:28.600 --> 00:09:30.160]  對方聽到回來
[00:09:30.160 --> 00:09:32.840]  就算有些東西是說自己錯了
[00:09:32.840 --> 00:09:35.360]  感覺上不會這麼強的
[00:09:35.360 --> 00:09:37.600]  只是評價這麼強
[00:09:37.600 --> 00:09:40.480]  你稱這件事為黑人憎
[00:09:40.480 --> 00:09:42.600]  你稱這件事是沒辦法頂得住的
[00:09:42.600 --> 00:09:44.440]  這些是你的評價
[00:09:44.440 --> 00:09:46.440]  所以他說 這個在Page 60
[00:09:46.440 --> 00:09:47.360]  這個話他說
[00:09:47.360 --> 00:09:50.800]  如果你描述再加上鼓勵
[00:09:50.800 --> 00:09:52.240]  尊嚴合適就很厲害了
[00:09:52.240 --> 00:09:53.760]  你描述 比如說
[00:09:53.760 --> 00:09:58.280]  你說我八點鐘回來吃飯
[00:09:58.280 --> 00:10:00.960]  我煮了飯 煲了湯
[00:10:00.960 --> 00:10:02.240]  九點鐘都見不到你
[00:10:02.240 --> 00:10:03.360]  你又不call我
[00:10:03.360 --> 00:10:05.000]  我多心急
[00:10:05.000 --> 00:10:06.680]  最後唯有就是一直這樣
[00:10:06.680 --> 00:10:08.560]  聽著那些東西等你回來
[00:10:08.560 --> 00:10:09.520]  聽到都乾了
[00:10:09.520 --> 00:10:10.520]  沒有了 還煲湯
[00:10:10.520 --> 00:10:12.400]  沒有了 現在這樣
[00:10:12.400 --> 00:10:14.280]  完全是描述的 是吧
[00:10:14.280 --> 00:10:15.800]  加上你加上鼓勵
[00:10:15.800 --> 00:10:16.840]  鼓勵它什麼事呢
[00:10:16.840 --> 00:10:17.640]  鼓勵它就是
[00:10:17.640 --> 00:10:21.120]  如果你聽得清楚
[00:10:21.120 --> 00:10:22.680]  我是煲了湯
[00:10:22.680 --> 00:10:23.960]  如果你是硬的
[00:10:23.960 --> 00:10:24.800]  你打個電話給我
[00:10:24.800 --> 00:10:26.800]  讓我想想有什麼措施
[00:10:26.800 --> 00:10:29.000]  不過你試試儘早一點
[00:10:29.000 --> 00:10:29.680]  我知道你忙
[00:10:29.680 --> 00:10:31.520]  可能有些地方打不了電話
[00:10:31.520 --> 00:10:33.880]  但是如果你有辦法的話
[00:10:33.880 --> 00:10:35.600]  都試試儘一下
[00:10:35.600 --> 00:10:37.000]  當你這樣說的時候
[00:10:37.000 --> 00:10:39.480]  你是描述加上鼓勵的
[00:10:39.480 --> 00:10:41.040]  通常來說
[00:10:41.040 --> 00:10:44.200]  放下這兩招不用評價的
[00:10:44.200 --> 00:10:46.200]  你知道幾點鐘了嗎
[00:10:46.200 --> 00:10:47.120]  厲害啊
[00:10:47.120 --> 00:10:48.400]  九點鐘你都知道
[00:10:48.400 --> 00:10:49.880]  你真是厲害
[00:10:49.880 --> 00:10:51.400]  接著下一句是什麼呢
[00:10:51.400 --> 00:10:52.160]  就是
[00:10:52.160 --> 00:10:53.640]  想喝嗎 很懶啊
[00:10:53.640 --> 00:10:56.240]  這些人不用喝湯的
[00:10:56.240 --> 00:10:57.520]  如果你這樣的時候
[00:10:57.520 --> 00:11:00.040]  這個評價評到什麼呢
[00:11:00.040 --> 00:11:01.520]  這個負心狼
[00:11:01.520 --> 00:11:03.080]  值不值得喝湯
[00:11:03.080 --> 00:11:06.280]  這個東西就是當你有情緒的時候
[00:11:06.280 --> 00:11:07.560]  你出發的那些東西
[00:11:07.560 --> 00:11:08.520]  鼓勵見不到
[00:11:08.520 --> 00:11:09.760]  描述見不到
[00:11:09.760 --> 00:11:11.800]  可以同一件事
[00:11:11.800 --> 00:11:13.360]  一對夫妻
[00:11:13.360 --> 00:11:16.480]  將它變成怎樣的表達呢
[00:11:16.480 --> 00:11:19.400]  那一晚的生活就變成怎樣了
[00:11:19.400 --> 00:11:21.840]  全部是你嘴裡決定的
[00:11:21.840 --> 00:11:25.320]  所以有時候我們做輔導人很不值得
[00:11:25.320 --> 00:11:26.400]  演繹
[00:11:26.400 --> 00:11:28.600]  演繹就是聽回來覺得怎樣
[00:11:28.600 --> 00:11:29.840]  但是說那個人
[00:11:29.840 --> 00:11:31.400]  如果說得不好
[00:11:31.400 --> 00:11:33.320]  或者說得用心
[00:11:33.320 --> 00:11:33.960]  可能是好
[00:11:33.960 --> 00:11:36.520]  但是出來的那句話是很難受的
[00:11:36.520 --> 00:11:38.360]  你怎麼演都很難救的
[00:11:38.360 --> 00:11:39.560]  即使說積極一點
[00:11:39.560 --> 00:11:40.160]  正面一點
[00:11:40.160 --> 00:11:40.760]  樂觀一點
[00:11:40.760 --> 00:11:42.080]  都很難救這句話
[00:11:42.080 --> 00:11:43.320]  真是說得很差
[00:11:43.320 --> 00:11:44.600]  很難受的
[00:11:44.600 --> 00:11:46.240]  這個感覺是會出現的
[00:11:46.240 --> 00:11:48.400]  所以如果你說做這麼多年夫妻
[00:11:48.400 --> 00:11:49.680]  大家這方面很成功
[00:11:49.680 --> 00:11:51.120]  這個愉悅
[00:11:51.120 --> 00:11:52.480]  開心的溝通
[00:11:52.480 --> 00:11:54.160]  開心的溝通就是
[00:11:54.160 --> 00:11:57.080]  原來人想聊天
[00:11:57.080 --> 00:11:57.960]  是有了愉悅
[00:11:57.960 --> 00:11:58.960]  是有了pleasure
[00:11:58.960 --> 00:12:01.200]  一個開心的經驗
[00:12:01.200 --> 00:12:03.040]  但是很可惜
[00:12:03.040 --> 00:12:06.640]  很多人說到最後說到沒有心機
[00:12:06.640 --> 00:12:08.720]  我不理你不理我
[00:12:08.720 --> 00:12:11.240]  所以如果今天你覺得兩夫妻
[00:12:11.240 --> 00:12:12.320]  每一天
[00:12:12.320 --> 00:12:14.960]  還有30分鐘聊天
[00:12:14.960 --> 00:12:16.160]  如果結了婚10年
[00:12:16.160 --> 00:12:17.160]  你做到這樣
[00:12:17.160 --> 00:12:18.520]  你很成功
[00:12:18.520 --> 00:12:19.920]  當然這30分鐘不是讀報紙
[00:12:19.920 --> 00:12:21.360]  讀完宣訴
[00:12:21.360 --> 00:12:23.240]  我講的是真的有東西要講的
[00:12:23.240 --> 00:12:24.960]  如果你說真的有
[00:12:24.960 --> 00:12:26.240]  會很成功的
[00:12:26.240 --> 00:12:28.160]  因為這30分鐘代表什麼事呢
[00:12:28.160 --> 00:12:31.000]  代表你還有興趣去講
[00:12:31.000 --> 00:12:32.520]  所以很多人會說
[00:12:32.520 --> 00:12:34.200]  譬如我們做婚禮活動
[00:12:34.200 --> 00:12:35.560]  我們看學生的
[00:12:35.560 --> 00:12:36.440]  你留意一下
[00:12:36.440 --> 00:12:37.880]  請一些服務中心
[00:12:37.880 --> 00:12:38.960]  譬如重生會社
[00:12:38.960 --> 00:12:40.760]  那些人過來看書
[00:12:40.760 --> 00:12:42.400]  如果他們兩夫妻
[00:12:42.400 --> 00:12:43.320]  如果兩夫妻都很靜
[00:12:43.320 --> 00:12:45.200]  兩夫妻都坐在一起
[00:12:45.200 --> 00:12:47.480]  好像在醫生那裡等拿藥一樣
[00:12:47.480 --> 00:12:48.280]  兩個都坐在一起
[00:12:48.280 --> 00:12:49.560]  這樣的話
[00:12:49.560 --> 00:12:51.720]  你就知道他們一般般的關係
[00:12:51.720 --> 00:12:53.040]  因為他們兩個講不了話
[00:12:53.040 --> 00:12:55.040]  沒有興趣去講話
[00:12:55.040 --> 00:12:56.360]  所以如果兩夫妻
[00:12:56.360 --> 00:12:58.280]  都還有興趣聊天
[00:12:58.280 --> 00:13:00.520]  一定是跟你描述和鼓勵
[00:13:00.520 --> 00:13:02.040]  這個行為是有關係的
[00:13:02.040 --> 00:13:03.960]  所以這個是很微觀的研究
[00:13:03.960 --> 00:13:05.320]  你看看下面那幾段
[00:13:05.320 --> 00:13:06.360]  有沒有人沒有這張紙
[00:13:06.360 --> 00:13:07.960]  我們還有很多在前面
[00:13:07.960 --> 00:13:10.520]  第二張紙就說67頁
[00:13:10.520 --> 00:13:14.520]  第二段它說盡量讓對方傾訴心聲
[00:13:14.520 --> 00:13:16.440]  你就贏一個聽眾
[00:13:16.440 --> 00:13:20.360]  又製造了一個突破關係的良機
[00:13:20.360 --> 00:13:25.280]  原來你想你太太和老公肯聽你說話
[00:13:25.280 --> 00:13:28.040]  你一定要先送個禮出去
[00:13:28.040 --> 00:13:29.240]  送你個禮叫什麼呢
[00:13:29.240 --> 00:13:31.000]  盡量讓對方傾訴心聲
[00:13:31.000 --> 00:13:32.280]  就是一個禮來的
[00:13:32.280 --> 00:13:34.360]  所以他一講話
[00:13:34.360 --> 00:13:36.520]  你就很有興趣
[00:13:36.520 --> 00:13:37.640]  你就馬上最好想
[00:13:37.640 --> 00:13:39.880]  就想你最喜歡的電影明星就是他
[00:13:39.880 --> 00:13:40.840]  這樣看他
[00:13:40.840 --> 00:13:42.040]  就是這樣
[00:13:42.040 --> 00:13:44.680]  你有興趣看
[00:13:44.680 --> 00:13:45.800]  記住
[00:13:45.800 --> 00:13:46.720]  他一講話
[00:13:46.720 --> 00:13:48.600]  人講話的有趣是什麼呢
[00:13:48.600 --> 00:13:53.080]  通常我們是試一下對方聽不聽的
[00:13:53.080 --> 00:13:55.320]  其實兩夫妻做同事
[00:13:55.320 --> 00:13:57.520]  同性生育是一樣的原理
[00:13:57.520 --> 00:14:00.960]  每個人都是試探式來講話的
[00:14:00.960 --> 00:14:03.840]  我今天去街上問什麼
[00:14:03.840 --> 00:14:05.200]  你是不是在聽的
[00:14:05.200 --> 00:14:06.640]  我們是試的
[00:14:06.640 --> 00:14:09.440]  一邊講一邊瞄著對方
[00:14:09.440 --> 00:14:11.520]  他如何聽這件事的
[00:14:11.520 --> 00:14:13.200]  現在你的樣子
[00:14:13.200 --> 00:14:15.200]  是很有興趣聽
[00:14:15.200 --> 00:14:18.400]  對方覺得值得講給這個人聽的
[00:14:18.400 --> 00:14:20.960]  於是就講著講著
