
[00:00:00.000 --> 00:00:05.840]  今天我們要結束針刑的系列
[00:03:22.080 --> 00:03:25.880]  醫好了一個被民事法理賽的人來罵他
[00:03:25.880 --> 00:03:29.280]  耶穌基督怒目地看著他們
[00:03:29.280 --> 00:03:31.280]  他覺得他們心硬
[00:03:31.280 --> 00:03:33.480]  覺得他們沒有同情心
[00:03:33.480 --> 00:03:37.080]  以至耶穌基督對他們有怒氣
[00:03:37.080 --> 00:03:39.480]  這些都是正義的怒氣
[00:03:39.480 --> 00:03:42.080]  如果我們注意的話
[00:03:42.080 --> 00:03:44.080]  我們發覺這些怒氣
[00:03:44.080 --> 00:03:47.680]  都不是因為有人得罪耶穌基督自己
[00:03:47.680 --> 00:03:49.480]  以至他有怒氣
[00:03:49.480 --> 00:03:53.280]  他有怒氣因為是別人的事
[00:03:53.280 --> 00:03:57.080]  為了不公義或者不正義的事
[00:03:57.080 --> 00:03:59.880]  以至他有怒氣
[00:03:59.880 --> 00:04:01.880]  我們一起來看看
[00:04:01.880 --> 00:04:06.480]  正義的怒氣有些什麼種類
[00:04:06.480 --> 00:04:08.680]  在我們現在這個世上
[00:04:08.680 --> 00:04:10.480]  其實我們看到
[00:04:10.480 --> 00:04:12.680]  有很多正義的怒氣
[00:04:12.680 --> 00:04:14.480]  值得我們憤怒
[00:04:14.480 --> 00:04:16.280]  值得我們生氣
[00:04:16.280 --> 00:04:20.480]  例如我們看到弱小的人被欺凌
[00:04:20.480 --> 00:04:23.280]  有婦孺有兒童被欺凌
[00:04:23.280 --> 00:04:25.480]  我們絕對是應該要憤怒
[00:04:25.480 --> 00:04:27.680]  我之前都和大家說過
[00:04:27.680 --> 00:04:31.880]  我們要為了那些不能保護自己的人
[00:04:31.880 --> 00:04:33.680]  來照顧他們
[00:04:33.680 --> 00:04:38.480]  例如每年有60萬的小孩被墮胎
[00:04:38.480 --> 00:04:39.680]  被殺害
[00:04:39.680 --> 00:04:42.880]  這些是非常值得我們憤怒
[00:04:42.880 --> 00:04:44.880]  還有在這個世上
[00:04:44.880 --> 00:04:48.280]  是有色情有性的交易
[00:04:48.280 --> 00:04:51.680]  尤其是涉及未成年少女
[00:04:51.680 --> 00:04:53.080]  涉及兒童
[00:04:53.080 --> 00:04:56.280]  我們更加要為這些事來憤怒
[00:04:56.280 --> 00:05:00.280]  我們也看到有販賣毒品
[00:05:00.280 --> 00:05:02.680]  不單止販賣毒品
[00:05:02.680 --> 00:05:05.480]  還將毒品賣給小孩
[00:05:05.480 --> 00:05:08.680]  我們應該為這些事來憤怒
[00:05:08.680 --> 00:05:12.280]  我們看到所以不是所有的憤怒
[00:05:12.280 --> 00:05:16.080]  不是所有的憤怒激動都是錯的
[00:05:16.080 --> 00:05:18.480]  只有當我們憤怒的時候
[00:05:18.480 --> 00:05:20.480]  不是為了正義的憤怒
[00:05:20.480 --> 00:05:21.880]  這個是錯的
[00:05:21.880 --> 00:05:24.880]  你千萬不要因為有人得罪你
[00:05:24.880 --> 00:05:26.080]  你就和他說
[00:05:26.080 --> 00:05:28.880]  我現在有公義的憤怒
[00:05:28.880 --> 00:05:30.480]  我現在有正義的憤怒
[00:05:30.480 --> 00:05:32.080]  別人激怒你
[00:05:32.080 --> 00:05:33.880]  這些不是正義的憤怒
[00:05:33.880 --> 00:05:35.280]  不是公義的憤怒
[00:05:35.280 --> 00:05:39.080]  每當和你自己有連帶關係
[00:05:39.080 --> 00:05:41.880]  無論是什麼事有人激怒你
[00:05:41.880 --> 00:05:43.280]  如果你生氣的話
[00:05:43.280 --> 00:05:45.280]  你都是犯了罪
[00:05:45.280 --> 00:05:49.080]  聖經說生氣卻不要犯罪
[00:05:49.080 --> 00:05:50.080]  很可惜
[00:05:50.080 --> 00:05:53.680]  很多時候我們自己都會很縱容自己的脾氣
[00:05:53.680 --> 00:05:55.680]  喜歡發脾氣就發脾氣
[00:05:55.680 --> 00:05:57.680]  一觸即發
[00:05:57.680 --> 00:06:00.680]  也有很多人說我沒有發脾氣
[00:06:00.680 --> 00:06:03.280]  但是他的內心就生氣得咕咕聲
[00:06:03.280 --> 00:06:04.680]  生氣得不得了
[00:06:04.680 --> 00:06:07.280]  你不要以為你不表現出來
[00:06:07.280 --> 00:06:09.280]  你就沒有生氣
[00:06:09.280 --> 00:06:10.880]  你一樣都是生氣
[00:06:10.880 --> 00:06:12.480]  一樣都是動怒
[00:06:12.480 --> 00:06:14.480]  我們不妨看看
[00:06:14.480 --> 00:06:16.480]  在我們自己的身上
[00:06:16.480 --> 00:06:18.480]  有什麼時候我們動怒
[00:06:18.480 --> 00:06:20.480]  其實是犯罪
[00:06:20.480 --> 00:06:22.880]  其實我剛才已經說了
[00:06:22.880 --> 00:06:28.280]  如果你動怒不是為了不公義的事而動怒
[00:06:28.280 --> 00:06:30.080]  是為了你自己的事
[00:06:30.080 --> 00:06:31.680]  這個是犯罪
[00:06:31.680 --> 00:06:32.880]  第二點
[00:06:32.880 --> 00:06:37.880]  就是當你不是對事而生氣
[00:06:37.880 --> 00:06:39.880]  這個也是犯罪
[00:06:39.880 --> 00:06:41.480]  有人做錯事
[00:06:41.480 --> 00:06:43.880]  你應該是為那件事而不高興
[00:06:43.880 --> 00:06:45.880]  但如果你是倒過來
[00:06:45.880 --> 00:06:47.280]  你是生氣那個人
[00:06:47.280 --> 00:06:49.280]  這個是犯罪
[00:06:49.280 --> 00:06:51.280]  也都是有時
[00:06:51.280 --> 00:06:54.280]  如果我們發覺自己是時時生氣
[00:06:54.280 --> 00:06:56.280]  沒有一個寬恕的心
[00:06:56.280 --> 00:06:58.280]  這個是罪
[00:06:58.280 --> 00:07:00.280]  還有一樣就是
[00:07:00.280 --> 00:07:03.280]  如果我們發覺我們是有報復的心理
[00:07:03.280 --> 00:07:05.280]  這個顯明就是罪
[00:07:05.280 --> 00:07:07.280]  包括很多時候
[00:07:07.280 --> 00:07:09.280]  當有人說我們
[00:07:09.280 --> 00:07:11.280]  我們馬上說回頭
[00:07:11.280 --> 00:07:13.280]  你也是這樣
[00:07:13.280 --> 00:07:15.280]  這個其實就是一個報復
[00:07:15.280 --> 00:07:17.280]  這個也是罪
[00:07:17.280 --> 00:07:19.280]  我們一起來看看
[00:07:19.280 --> 00:07:21.280]  在《針研》裏面
[00:07:21.280 --> 00:07:23.280]  怎樣教我們用六個辦法
[00:07:23.280 --> 00:07:25.280]  來控制我們的脾氣
[00:07:25.280 --> 00:07:27.280]  控制我們的情緒
[00:07:27.280 --> 00:07:29.280]  第一點
[00:07:29.280 --> 00:07:31.280]  就是我們要有一個忍耐的心
[00:07:31.280 --> 00:07:33.280]  剛才讀過經文
[00:07:33.280 --> 00:07:35.280]  《針研》二十五章八節
[00:07:35.280 --> 00:07:38.280]  說不要無失出去與人爭競
[00:07:38.280 --> 00:07:40.280]  免得始終被他羞辱
[00:07:40.280 --> 00:07:43.280]  你就不知道怎樣行了
[00:07:43.280 --> 00:07:48.280]  無失就是說我們處理事情太快
[00:07:48.280 --> 00:07:50.280]  我們回應得太快
[00:07:50.280 --> 00:07:52.280]  根本都未經大腦
[00:07:52.280 --> 00:07:55.280]  這個就是會帶來羞辱
[00:07:55.280 --> 00:07:58.280]  這個就是顯示出我們不夠耐性
[00:07:58.280 --> 00:08:01.280]  我們應該回應之前先禱告
[00:08:01.280 --> 00:08:03.280]  先想清楚
[00:08:03.280 --> 00:08:06.280]  然後才作決定來應對
[00:08:06.280 --> 00:08:08.280]  而不是衝動地去應對
[00:08:08.280 --> 00:08:10.280]  其實不是這麼容易的
[00:08:10.280 --> 00:08:12.280]  因為我們知道
[00:08:12.280 --> 00:08:14.280]  當有事發生的時候
[00:08:14.280 --> 00:08:16.280]  我們很容易就被衝昏了頭腦
[00:08:16.280 --> 00:08:18.280]  我們不能夠再冷靜
[00:08:18.280 --> 00:08:20.280]  不能夠再理智地去想
[00:08:20.280 --> 00:08:23.280]  所以遇見這些情形的時候
[00:08:23.280 --> 00:08:26.280]  你不要用腦來想怎樣處理
[00:08:26.280 --> 00:08:29.280]  因為你的腦已經不能夠冷靜
[00:08:29.280 --> 00:08:31.280]  你要用心來處理事情
[00:08:31.280 --> 00:08:34.280]  你要用性靈來帶領你
[00:08:34.280 --> 00:08:36.280]  幫助你有個改變的心
[00:08:36.280 --> 00:08:38.280]  能夠有忍耐
[00:08:38.280 --> 00:08:40.280]  能夠處理事情
[00:08:40.280 --> 00:08:42.280]  如果不是這樣做的話
[00:08:42.280 --> 00:08:45.280]  我們就會好像今天《針研》25章8節所說
[00:08:45.280 --> 00:08:47.280]  我們做出來的事
[00:08:47.280 --> 00:08:49.280]  不夠忍耐
[00:08:49.280 --> 00:08:51.280]  就會招致羞辱
[00:08:51.280 --> 00:08:53.280]  就會是非常愚蠢
[00:08:53.280 --> 00:08:55.280]  我也可以說說
[00:08:55.280 --> 00:08:58.280]  因為今天在戶外敬拜
[00:08:58.280 --> 00:09:01.280]  我的PowerPoint的字很大
[00:09:01.280 --> 00:09:04.280]  所以我沒有平時那麼詳細
[00:09:04.280 --> 00:09:06.280]  但是用了我的文件
[00:09:06.280 --> 00:09:08.280]  在我們的網頁上的文件
[00:09:08.280 --> 00:09:10.280]  是有這麼詳細的
[00:09:10.280 --> 00:09:12.280]  所以你們不需要去留意
[00:09:12.280 --> 00:09:14.280]  我們一起來看看
[00:09:14.280 --> 00:09:16.280]  神說你不要這麼快動腦
[00:09:16.280 --> 00:09:18.280]  你要慢慢地聽
[00:09:18.280 --> 00:09:20.280]  在《針研》18章13節
[00:09:20.280 --> 00:09:23.280]  我們以前也說過的經文
[00:09:23.280 --> 00:09:26.280]  未曾聽完千回答的
[00:09:26.280 --> 00:09:29.280]  便是他的愚昧和羞辱
[00:09:29.280 --> 00:09:32.280]  一個人還沒有搞清楚事情的真相
[00:09:32.280 --> 00:09:34.280]  你還沒有聽清楚
[00:09:34.280 --> 00:09:36.280]  你就發怒
[00:09:36.280 --> 00:09:39.280]  這就是《針研》18章13節告訴我們
[00:09:39.280 --> 00:09:42.280]  會帶致羞辱給自己
[00:09:42.280 --> 00:09:44.280]  29章20節
[00:09:44.280 --> 00:09:46.280]  《針研》也說
[00:09:46.280 --> 00:09:48.280]  你見賢與急躁的人嗎?
[00:09:48.280 --> 00:09:51.280]  愚昧人比他更有指望
[00:09:51.280 --> 00:09:53.280]  兩節的經文
[00:09:53.280 --> 00:09:55.280]  一節在18章13節
[00:09:55.280 --> 00:09:57.280]  說未聽清楚就回答
[00:09:57.280 --> 00:09:58.280]  回應的
[00:09:58.280 --> 00:10:00.280]  這是愚蠢的
[00:10:00.280 --> 00:10:03.280]  另外一節的經文在29章20節
[00:10:03.280 --> 00:10:05.280]  說你未想清楚就回應
[00:10:05.280 --> 00:10:08.280]  這也是愚蠢的
[00:10:08.280 --> 00:10:10.280]  我們應該要冷靜下來
[00:10:10.280 --> 00:10:13.280]  讓聖靈來帶領我們的心
[00:10:13.280 --> 00:10:14.280]  來作出決定
[00:10:14.280 --> 00:10:16.280]  分析事情
[00:10:16.280 --> 00:10:18.280]  怎樣來處理
[00:10:18.280 --> 00:10:20.280]  有人說我做不到
[00:10:20.280 --> 00:10:22.280]  我一生氣的時候
[00:10:22.280 --> 00:10:23.280]  我就不能夠冷靜
[00:10:23.280 --> 00:10:25.280]  我絕對做不到
[00:10:25.280 --> 00:10:27.280]  其實我想你是做得到
[00:10:27.280 --> 00:10:30.280]  但是你選擇不去做
[00:10:30.280 --> 00:10:32.280]  我不知道大家有沒有試過
[00:10:32.280 --> 00:10:35.280]  當你兩夫妻吵架吵到臉紅臉綠
[00:10:35.280 --> 00:10:37.280]  吵到很大聲
[00:10:37.280 --> 00:10:38.280]  很激動
[00:10:38.280 --> 00:10:40.280]  突然間電話響
[00:10:40.280 --> 00:10:41.280]  你會怎樣?
[00:10:41.280 --> 00:10:42.280]  拿起電話
[00:10:42.280 --> 00:10:44.280]  陰聲細氣
[00:10:44.280 --> 00:10:45.280]  喂?
[00:10:45.280 --> 00:10:46.280]  哪位呀?
[00:10:46.280 --> 00:10:48.280]  找哪位?
[00:10:48.280 --> 00:10:50.280]  你做得到的
[00:10:50.280 --> 00:10:51.280]  是吧?
[00:10:51.280 --> 00:10:53.280]  但是因為你不肯去做
[00:10:53.280 --> 00:10:56.280]  因為你揀選你要生氣
[00:10:56.280 --> 00:10:58.280]  你揀選要發脾氣
[00:10:58.280 --> 00:11:00.280]  其實我們是做得到
[00:11:00.280 --> 00:11:01.280]  我們看看
[00:11:01.280 --> 00:11:03.280]  我們要讓聖靈來帶領我們
[00:11:03.280 --> 00:11:06.280]  下一次當你想發脾氣的時候
[00:11:06.280 --> 00:11:08.280]  先冷靜下來
[00:11:08.280 --> 00:11:10.280]  讓聖靈來帶領你
[00:11:10.280 --> 00:11:12.280]  用心來分析一下
[00:11:12.280 --> 00:11:14.280]  正如好像《針研》的15章18節
[00:11:14.280 --> 00:11:18.280]  說道路的人挑啟陣端
[00:11:18.280 --> 00:11:21.280]  引路的人指釋紛爭
[00:11:21.280 --> 00:11:23.280]  我們要指釋紛爭
[00:11:23.280 --> 00:11:25.280]  我們要平息紛爭
[00:11:25.280 --> 00:11:28.280]  《針研》的14章17節
[00:11:28.280 --> 00:11:32.280]  說輕易發怒的行事愚妄
[00:11:32.280 --> 00:11:35.280]  設立詭計的避人行戶
[00:11:35.280 --> 00:11:37.280]  我們要很小心
[00:11:37.280 --> 00:11:40.280]  當我們很容易發脾氣的時候
[00:11:40.280 --> 00:11:41.280]  經文告訴我們
[00:11:41.280 --> 00:11:43.280]  我們就是一個愚蠢的人
[00:11:43.280 --> 00:11:46.280]  在歷史當中有一個例子
[00:11:46.280 --> 00:11:48.280]  就是亞歷山大大帝
[00:11:48.280 --> 00:11:53.280]  我們知道他是非常善於打仗
[00:11:53.280 --> 00:11:56.280]  到最後他覺得沒有地方
[00:11:56.280 --> 00:11:58.280]  能夠讓他再佔據
[00:11:58.280 --> 00:12:00.280]  能夠讓他征服
[00:12:00.280 --> 00:12:02.280]  以致他很傷心
[00:12:02.280 --> 00:12:05.280]  原來他有一個好朋友叫做克里特斯
[00:12:05.280 --> 00:12:08.280]  這個不單是他的好朋友
[00:12:08.280 --> 00:12:11.280]  還是他從小和他一起長大
[00:12:11.280 --> 00:12:12.280]  在他的手下
[00:12:12.280 --> 00:12:14.280]  是他其中一個將軍
[00:12:14.280 --> 00:12:16.280]  非常非常好的朋友
[00:12:16.280 --> 00:12:19.280]  但是有一次這個克里特斯
[00:12:19.280 --> 00:12:20.280]  喝醉了酒
[00:12:20.280 --> 00:12:23.280]  他當著眾人的面前
[00:12:23.280 --> 00:12:26.280]  來到諧樂亞歷山大大
[00:12:26.280 --> 00:12:28.280]  來到嘲笑他
[00:12:28.280 --> 00:12:31.280]  亞歷山大大很生氣
[00:12:31.280 --> 00:12:34.280]  於是他就在他身邊的一個士兵手上
[00:12:34.280 --> 00:12:36.280]  拿著一支長矛
[00:12:36.280 --> 00:12:38.280]  向著克里特斯丟過去
[00:12:38.280 --> 00:12:40.280]  刀劍無眼
[00:12:40.280 --> 00:12:43.280]  他本來只是想嚇嚇他這個朋友
[00:12:43.280 --> 00:12:46.280]  誰知道一個長矛射過去
[00:12:46.280 --> 00:12:49.280]  將他的朋友射死了
[00:12:49.280 --> 00:12:52.280]  亞歷山大大是很傷心
[00:12:52.280 --> 00:12:55.280]  他絕對不想殺死他的朋友
[00:12:55.280 --> 00:12:59.280]  他想用同一支長矛來自殺
[00:12:59.280 --> 00:13:02.280]  但是被他的士兵來阻止他
[00:13:02.280 --> 00:13:05.280]  他為了這件事病倒在床上
[00:13:05.280 --> 00:13:07.280]  他大聲罵自己
[00:13:07.280 --> 00:13:10.280]  說自己是一個謀殺犯
[00:13:10.280 --> 00:13:12.280]  我們看到亞歷山大大
[00:13:12.280 --> 00:13:16.280]  就是一個能夠征服全世界
[00:13:16.280 --> 00:13:19.280]  但是他不能夠征服自己的人
[00:13:19.280 --> 00:13:20.280]  所以我們看到
[00:13:20.280 --> 00:13:21.280]  我們要很小心
[00:13:21.280 --> 00:13:25.280]  第一點我們要有一個忍耐的心
[00:13:25.280 --> 00:13:28.280]  除了要有一個忍耐的心
[00:13:28.280 --> 00:13:33.280]  第二點我們是需要有一個愛心
[00:13:33.280 --> 00:13:36.280]  剛才我們也讀到這席經文
[00:13:36.280 --> 00:13:39.280]  《針研》的二十五章九至十節
[00:13:39.280 --> 00:13:42.280]  你與鄰舍爭訟
[00:13:42.280 --> 00:13:44.280]  要與他一人辯論
[00:13:44.280 --> 00:13:46.280]  不可洩漏人的密使
[00:13:46.280 --> 00:13:49.280]  恐怕聽見的人罵你
[00:13:49.280 --> 00:13:52.280]  你的臭名就難以脫離
[00:13:52.280 --> 00:13:56.280]  我們看到這裡鄰舍和朋友
[00:13:56.280 --> 00:13:58.280]  其實是同一個意思
[00:13:58.280 --> 00:14:03.280]  當你和朋友有爭論的時候
[00:14:03.280 --> 00:14:06.280]  你要一個人走去跟他說
[00:14:06.280 --> 00:14:08.280]  指出對方的錯
[00:14:08.280 --> 00:14:12.280]  你千萬不要將他的秘密洩露出來
[00:14:12.280 --> 00:14:14.280]  其實我們知道在新約
[00:14:14.280 --> 00:14:17.280]  耶穌基督也有很相同的教導
[00:14:17.280 --> 00:14:20.280]  在《馬太福音》第十八章第十五節
[00:14:20.280 --> 00:14:23.280]  經文說:倘若你的弟兄得罪你
[00:14:23.280 --> 00:14:27.280]  你就趁著只有他和你在一處的時候
[00:14:27.280 --> 00:14:29.280]  指出他的錯來
[00:14:29.280 --> 00:14:30.280]  他若聽你
[00:14:30.280 --> 00:14:33.280]  你便得了你的弟兄
[00:14:33.280 --> 00:14:35.280]  一樣的經文很相似
[00:14:35.280 --> 00:14:38.280]  教我們如果弟兄有事
[00:14:38.280 --> 00:14:39.280]  得罪了你
[00:14:39.280 --> 00:14:43.280]  你要單獨一個人走去跟他說
[00:14:43.280 --> 00:14:46.280]  不要揭發別人的私事
[00:14:46.280 --> 00:14:49.280]  不要揭發別人的隱蔽
[00:14:49.280 --> 00:14:52.280]  我們知道另外有一節的經文
[00:14:52.280 --> 00:14:53.280]  也很相似
[00:14:53.280 --> 00:14:58.280]  在《馬太福音》的五章二十三至二十四節
[00:14:58.280 --> 00:15:01.280]  所以你在祭壇上獻禮物的時候
[00:15:01.280 --> 00:15:04.280]  若想起弟兄向你懷怨
[00:15:04.280 --> 00:15:07.280]  就把禮物留在壇前
[00:15:07.280 --> 00:15:09.280]  先去和弟兄和好
[00:15:09.280 --> 00:15:11.280]  然後來獻禮物
[00:15:11.280 --> 00:15:15.280]  無論是你得罪你的弟兄
[00:15:15.280 --> 00:15:18.280]  好像《馬太福音》第五章所說
[00:15:18.280 --> 00:15:20.280]  還是你的弟兄得罪你
[00:15:20.280 --> 00:15:22.280]  例如《馬太福音》第十八章
[00:15:22.280 --> 00:15:25.280]  都是你先踏出第一步
[00:15:25.280 --> 00:15:28.280]  向他講和
[00:15:28.280 --> 00:15:31.280]  另外我們也看到今天的經文
[00:15:31.280 --> 00:15:33.280]  在這裡鑒然的二十五章九節
[00:15:33.280 --> 00:15:36.280]  《馬太福音》第十八章都告訴我們
[00:15:36.280 --> 00:15:40.280]  我們要單獨一個人和對方指出
[00:15:40.280 --> 00:15:41.280]  我們的錯
[00:15:41.280 --> 00:15:46.280]  千萬不要一開始就在公眾揭開別人的私隱
[00:15:46.280 --> 00:15:50.280]  我們要給他一個機會悔改
[00:15:50.280 --> 00:15:52.280]  所以首先是單獨一個人
[00:15:52.280 --> 00:15:54.280]  但是慢慢他不聽
[00:15:54.280 --> 00:15:58.280]  才帶領更多的人和他來勸他
[00:15:58.280 --> 00:15:59.280]  很可惜
[00:15:59.280 --> 00:16:01.280]  有很多的教會
[00:16:01.280 --> 00:16:02.280]  很多的家庭
[00:16:02.280 --> 00:16:05.280]  都沒有照著聖經的話語來做
[00:16:05.280 --> 00:16:07.280]  以致很多的家庭
[00:16:07.280 --> 00:16:11.280]  很多的教會都鬧出有分裂
[00:16:11.280 --> 00:16:15.280]  另外也有一節的經文是很相似的
[00:16:15.280 --> 00:16:18.280]  就是鑒然的十七章九節
[00:16:18.280 --> 00:16:19.280]  經文說
[00:16:19.280 --> 00:16:21.280]  「遮掩人過的
[00:16:21.280 --> 00:16:24.280]  尋求人愛屢次挑錯的
[00:16:24.280 --> 00:16:26.280]  離間沒有」
[00:16:26.280 --> 00:16:29.280]  一個人時時當眾揭發
[00:16:29.280 --> 00:16:31.280]  他朋友過錯的人
[00:16:31.280 --> 00:16:35.280]  就算連最好的朋友都會離開他
[00:16:35.280 --> 00:16:37.280]  我們看到就是
[00:16:37.280 --> 00:16:39.280]  當一個人很驕傲的時候
[00:16:39.280 --> 00:16:44.280]  他就會容易去當眾揭發別人的錯處
[00:16:44.280 --> 00:16:45.280]  為什麼?
[00:16:45.280 --> 00:16:49.280]  因為當他能夠當眾揭發對方的錯處
[00:16:49.280 --> 00:16:51.280]  就表現出自己是一個公義
[00:16:51.280 --> 00:16:54.280]  表現出自己是一個正義的人
[00:16:54.280 --> 00:16:56.280]  所以我們要很小心
[00:16:56.280 --> 00:16:57.280]  經文告訴我們
[00:16:57.280 --> 00:16:58.280]  如果我們這樣做
[00:16:58.280 --> 00:17:01.280]  連最好的朋友都會離開我們
[00:17:01.280 --> 00:17:02.280]  經文說
[00:17:02.280 --> 00:17:03.280]  如果有愛心的話
[00:17:03.280 --> 00:17:06.280]  是會遮掩別人的罪
[00:17:06.280 --> 00:17:09.280]  在新約的彼得前書四章八節
[00:17:09.280 --> 00:17:13.280]  也說愛能遮掩許多的罪
[00:17:13.280 --> 00:17:15.280]  當我們有愛的時候
[00:17:15.280 --> 00:17:17.280]  我們是會遮掩別人的罪
[00:17:17.280 --> 00:17:19.280]  我要講清楚的就是
[00:17:19.280 --> 00:17:22.280]  遮掩罪不是對別人的罪
[00:17:22.280 --> 00:17:24.280]  是一隻眼開一隻眼閉
[00:17:24.280 --> 00:17:26.280]  這個絕對不是聖經的教導
[00:17:26.280 --> 00:17:29.280]  不是說現在愛是最大了
[00:17:29.280 --> 00:17:32.280]  你犯了罪我就當沒看見
[00:17:32.280 --> 00:17:34.280]  聖經從來不是這樣
[00:17:34.280 --> 00:17:37.280]  聖經從來對罪的處理
[00:17:37.280 --> 00:17:40.280]  就是由公和私來分開
[00:17:40.280 --> 00:17:43.280]  在公來說
[00:17:43.280 --> 00:17:45.280]  我們應該是指出對方的罪
[00:17:45.280 --> 00:17:47.280]  對方的錯
[00:17:47.280 --> 00:17:49.280]  但我們要怎麼樣?
[00:17:49.280 --> 00:17:52.280]  要自己單獨一個人去跟對方說
[00:17:52.280 --> 00:17:55.280]  給對方一個機會來悔改
[00:17:55.280 --> 00:17:57.280]  來認罪
[00:17:57.280 --> 00:17:59.280]  但是在私
[00:17:59.280 --> 00:18:01.280]  無論這個人怎麼得罪你
[00:18:01.280 --> 00:18:03.280]  你都應該寬恕他
