
[00:00:00.000 --> 00:00:02.980]  各位頂尖的姐妹
[00:01:45.220 --> 00:01:49.220]  社會是要負上那個責任
[00:01:49.220 --> 00:01:50.220]  國家都是一樣
[00:01:50.220 --> 00:01:53.220]  如果我們見到國家繼續不斷的貪腐
[00:01:53.220 --> 00:01:55.220]  腐敗貪污
[00:01:55.220 --> 00:02:00.220]  而整個政府社會竟然沒有人去面對這些事
[00:02:00.220 --> 00:02:02.220]  指出這些錯誤
[00:02:02.220 --> 00:02:04.220]  危害著我們的國家
[00:02:04.220 --> 00:02:08.220]  這個國家將要承擔那個惡果
[00:02:08.220 --> 00:02:11.220]  我們見到很多不同的地方
[00:02:11.220 --> 00:02:14.220]  本來是你可以說是欲日初生
[00:02:14.220 --> 00:02:16.220]  欣欣向榮
[00:02:16.220 --> 00:02:19.220]  突然之間越來越多的問題
[00:02:19.220 --> 00:02:22.220]  產生在這些地方
[00:02:22.220 --> 00:02:25.220]  我們心裏面是非常難過
[00:02:25.220 --> 00:02:27.220]  我們本來很嚮往去那些地方
[00:02:27.220 --> 00:02:31.220]  為甚麼現在我們根本不想再去那些地方
[00:02:31.220 --> 00:02:33.220]  我相信大家旅遊的時候
[00:02:33.220 --> 00:02:37.220]  你都會知道有些地方在今天已經成為好像地獄一樣
[00:02:37.220 --> 00:02:38.220]  我們是沒有安全感的
[00:02:38.220 --> 00:02:40.220]  我們不想去的
[00:02:40.220 --> 00:02:41.220]  原因在哪裏呢?
[00:02:41.220 --> 00:02:44.220]  就是個人的誠信、道德
[00:02:44.220 --> 00:02:46.220]  連食物我們都不知道
[00:02:46.220 --> 00:02:49.220]  裏面有沒有毒素
[00:02:49.220 --> 00:02:52.220]  在今天香港發生這麼多的問題
[00:02:52.220 --> 00:02:54.220]  其實我們可以說
[00:02:54.220 --> 00:02:56.220]  有很多時候
[00:02:56.220 --> 00:02:59.220]  知道了不把那些東西讓出來
[00:02:59.220 --> 00:03:01.220]  給大家來專注
[00:03:01.220 --> 00:03:02.220]  都是其中一個問題
[00:03:02.220 --> 00:03:04.220]  但我們要同意的
[00:03:04.220 --> 00:03:07.220]  往往所有的錯是由一個人開始
[00:03:07.220 --> 00:03:12.220]  而這個錯我們今天就需要對症下藥
[00:03:12.220 --> 00:03:15.220]  針對他的錯提出
[00:03:15.220 --> 00:03:17.220]  不可以來得出現
[00:03:17.220 --> 00:03:20.220]  在我們今天的教會裏面都是一樣
[00:03:20.220 --> 00:03:25.220]  教會處理一些紀律的時候
[00:03:25.220 --> 00:03:27.220]  有些人說聖經裏說沒有二人
[00:03:27.220 --> 00:03:29.220]  每個人都是罪人
[00:03:29.220 --> 00:03:31.220]  連一個也沒有
[00:03:31.220 --> 00:03:32.220]  每個人都是這樣
[00:03:32.220 --> 00:03:34.220]  你就由得他吧
[00:03:34.220 --> 00:03:35.220]  各位同學
[00:03:35.220 --> 00:03:37.220]  行不行啊?
[00:03:37.220 --> 00:03:40.220]  每個人都是罪人
[00:03:40.220 --> 00:03:42.220]  所以你就睜開眼睛
[00:03:42.220 --> 00:03:44.220]  閉上眼睛
[00:03:44.220 --> 00:03:46.220]  因為你都是罪人
[00:03:46.220 --> 00:03:48.220]  是不是這樣去處理呢?
[00:03:48.220 --> 00:03:51.220]  如果是這樣的話
[00:03:51.220 --> 00:03:53.220]  教會不成教會
[00:03:53.220 --> 00:03:56.220]  但是有一樣東西很重要
[00:03:56.220 --> 00:03:58.220]  聖經的原則
[00:03:58.220 --> 00:04:00.220]  就是我們今天要討論的
[00:04:00.220 --> 00:04:03.220]  任何人在教會
[00:04:03.220 --> 00:04:05.220]  無論你是什麼人
[00:04:05.220 --> 00:04:07.220]  甚至主任牧師
[00:04:07.220 --> 00:04:08.220]  甚至執事會主席
[00:04:08.220 --> 00:04:10.220]  甚至長老
[00:04:10.220 --> 00:04:13.220]  任何人違背了聖經這些東西
[00:04:13.220 --> 00:04:16.220]  我們就按照聖經去處理
[00:04:16.220 --> 00:04:19.220]  但是神有祂的恩典
[00:04:19.220 --> 00:04:21.220]  認罪悔改
[00:04:21.220 --> 00:04:22.220]  神會赦免
[00:04:22.220 --> 00:04:26.220]  但是如果我們連認罪都沒有了
[00:04:26.220 --> 00:04:29.220]  神同樣會有祂的管教
[00:04:29.220 --> 00:04:31.220]  臨到人的身上
[00:04:31.220 --> 00:04:33.220]  現在我們就試一試
[00:04:33.220 --> 00:04:36.220]  從歷史去看一看
[00:04:36.220 --> 00:04:38.220]  到底今天
[00:04:38.220 --> 00:04:42.220]  我們要面對的是一個什麼樣的世代呢?
[00:04:43.220 --> 00:04:45.220]  我們要警醒
[00:04:45.220 --> 00:04:51.220]  災難的預兆已經開始出現
[00:04:51.220 --> 00:04:54.220]  我們一起讀一讀《創世紀》第六章
[00:04:54.220 --> 00:04:58.220]  一到十三節
[00:04:58.220 --> 00:04:59.220]  大家找到我們一起讀
[00:04:59.220 --> 00:05:04.220]  「當人在世上多起來,又生兒女的時候,
[00:05:04.220 --> 00:05:07.220]  臣弟子們看見人的女子美貌,
[00:05:07.220 --> 00:05:10.220]  就隨意挑選取來為妻。
[00:05:10.220 --> 00:05:13.220]  耶和華說:人既屬乎血氣,
[00:05:13.220 --> 00:05:16.220]  我的靈就不永遠住在她裡面。
[00:05:16.220 --> 00:05:19.220]  然而她的日子還可到一百二十年,
[00:05:19.220 --> 00:05:22.220]  那時候有位人在地上。
[00:05:22.220 --> 00:05:26.220]  後來臣弟子們和人的女子們交合生子,
[00:05:26.220 --> 00:05:29.220]  就是上古英武有名的人。
[00:05:29.220 --> 00:05:32.220]  耶和華見人在地上罪惡很大,
[00:05:32.220 --> 00:05:35.220]  終日所思想的盡都是惡。
[00:05:35.220 --> 00:05:37.220]  耶和華就後悔做人在地上,
[00:05:37.220 --> 00:05:39.220]  心中憂傷。
[00:05:39.220 --> 00:05:41.220]  耶和華說:我要將所做的
[00:05:41.220 --> 00:05:45.220]  我引走,並昆蟲,以及空中的飛鳥,
[00:05:45.220 --> 00:05:47.220]  都從地上除滅,
[00:05:47.220 --> 00:05:49.220]  因為我做他們後悔了。
[00:05:49.220 --> 00:05:53.220]  惟有若羅亞在耶和華眼前蒙恩,
[00:05:53.220 --> 00:05:55.220]  羅亞的後代記在下面。
[00:05:55.220 --> 00:05:57.220]  羅亞是個異人,
[00:05:57.220 --> 00:06:00.220]  在當時的世代是一個完全人,
[00:06:00.220 --> 00:06:02.220]  羅亞與神同行。
[00:06:02.220 --> 00:06:04.220]  羅亞生了三個兒子,
[00:06:04.220 --> 00:06:06.220]  就是閃、含、那、忽。
[00:06:06.220 --> 00:06:08.220]  世界在神面前敗壞,
[00:06:08.220 --> 00:06:10.220]  地上滿了強暴。
[00:06:10.220 --> 00:06:12.220]  神觀看世界,
[00:06:12.220 --> 00:06:14.220]  就是敗壞了。
[00:06:14.220 --> 00:06:17.220]  凡有血氣的人在地上都敗壞了行為。
[00:06:17.220 --> 00:06:19.220]  神就對羅亞說:
[00:06:19.220 --> 00:06:21.220]  凡有血氣的人,
[00:06:21.220 --> 00:06:23.220]  他的盡頭已經來到我面前,
[00:06:23.220 --> 00:06:26.220]  因為地上滿了他們的強暴,
[00:06:26.220 --> 00:06:29.220]  我要把他們並地一起毀滅。
[00:06:29.220 --> 00:06:34.220]  然後我們再看一看《創世紀》第七章,
[00:06:34.220 --> 00:06:37.220]  第一節和第七節。
[00:06:37.220 --> 00:06:39.220]  羅亞說:
[00:06:39.220 --> 00:06:44.220]  全家都要進入方舟,
[00:06:44.220 --> 00:06:47.220]  我要你在面前先見人。
[00:06:47.220 --> 00:06:50.220]  羅亞就和他的妻子和兒子、
[00:06:50.220 --> 00:06:52.220]  兒婦都進了方舟,
[00:06:52.220 --> 00:06:54.220]  躲避洪水,
[00:06:54.220 --> 00:06:56.220]  稱我為頂子妹。
[00:06:56.220 --> 00:06:58.220]  這段聖經,
[00:06:58.220 --> 00:07:01.220]  我相信不只是信的人
[00:07:01.220 --> 00:07:03.220]  已熟能詳,
[00:07:03.220 --> 00:07:05.220]  連不信的人,
[00:07:05.220 --> 00:07:08.220]  一提到羅亞方舟、洪水,
[00:07:08.220 --> 00:07:10.220]  他們個個都清楚。
[00:07:10.220 --> 00:07:12.220]  原因在哪裏呢?
[00:07:12.220 --> 00:07:14.220]  因為整個世界上的歷史,
[00:07:14.220 --> 00:07:17.220]  無論是哪個不同的國家,
[00:07:17.220 --> 00:07:19.220]  原來都有洪水的記錄。
[00:07:19.220 --> 00:07:22.220]  第二,就是有關羅亞方舟和洪水,
[00:07:22.220 --> 00:07:25.220]  那些影片、那些故事,
[00:07:25.220 --> 00:07:29.220]  是傳流得非常廣泛。
[00:07:29.220 --> 00:07:31.220]  我可以這樣說,
[00:07:31.220 --> 00:07:33.220]  這個故事在阿拉伯國家當中,
[00:07:33.220 --> 00:07:36.220]  他們把這個當作是一個正史,
[00:07:36.220 --> 00:07:38.220]  是他們的經裏面都有記錄的。
[00:07:38.220 --> 00:07:41.220]  所以這個佔了四分之一的人是有的。
[00:07:41.220 --> 00:07:44.220]  第二,天主教、基督教、東正教,
[00:07:44.220 --> 00:07:49.220]  所有這些凡是和教會有關的國家,
[00:07:49.220 --> 00:07:51.220]  他們都有這些流傳,
[00:07:51.220 --> 00:07:53.220]  是已熟能詳的。
[00:07:53.220 --> 00:07:56.220]  令我們感到非常驚訝。
[00:07:56.220 --> 00:07:59.220]  我有一次在飛機場等候的時候,
[00:07:59.220 --> 00:08:01.220]  我就去一個書局裏面看一看,
[00:08:01.220 --> 00:08:04.220]  原來在公開的書局,
[00:08:04.220 --> 00:08:09.220]  都有那些圖文並茂的記載,
[00:08:09.220 --> 00:08:13.220]  而且印得非常精彩,是彩色的。
[00:08:13.220 --> 00:08:15.220]  當我看到這些的時候,
[00:08:15.220 --> 00:08:18.220]  我就明白,原來羅亞方舟、洪水,
[00:08:18.220 --> 00:08:20.220]  對今天整個世界的人來說,
[00:08:20.220 --> 00:08:22.220]  不是陌生的東西。
[00:08:22.220 --> 00:08:24.220]  但是我們今天,
[00:08:24.220 --> 00:08:26.220]  就要特別從羅亞方舟和洪水,
[00:08:26.220 --> 00:08:30.220]  來看看這個歷史給了我們一些什麼教訓呢?
[00:08:30.220 --> 00:08:37.220]  首先,我們要看看一些比較難解的經文,
[00:08:37.220 --> 00:08:42.220]  然後我們看看今天直接和我們有關的是一些什麼事。
[00:08:42.220 --> 00:08:43.220]  第一節說,
[00:08:43.220 --> 00:08:45.220]  當人在世上多起來,
[00:08:45.220 --> 00:08:48.220]  又生兒女的時候,
[00:08:48.220 --> 00:08:49.220]  第二節,
[00:08:49.220 --> 00:08:53.220]  神的兒子們看見人的女子美貌,
[00:08:53.220 --> 00:08:57.220]  就隨意挑選,取來為妻。
[00:08:57.220 --> 00:09:00.220]  然後說,人既屬乎血氣,
[00:09:00.220 --> 00:09:02.220]  我的靈就不永遠住在她裡面。
[00:09:02.220 --> 00:09:05.220]  然而她的日子還可以到一百二十年。
[00:09:05.220 --> 00:09:08.220]  然後後面就說,
[00:09:08.220 --> 00:09:12.220]  預告洪水的來臨,警告人是要悔改。
[00:09:12.220 --> 00:09:14.220]  有一個很大的問題,
[00:09:14.220 --> 00:09:16.220]  首先我們要明白的,
[00:09:16.220 --> 00:09:19.220]  到底神的兒子們是誰呢?
[00:09:19.220 --> 00:09:22.220]  然後人的女子又是誰呢?
[00:09:22.220 --> 00:09:26.220]  很多時候,我們從解經各方面,
[00:09:26.220 --> 00:09:28.220]  我們都花了很多時間,
[00:09:28.220 --> 00:09:29.220]  我可以這麼說,
[00:09:29.220 --> 00:09:31.220]  只是這一節的聖經,
[00:09:31.220 --> 00:09:35.220]  已經是用了一個博士的論文來寫的。
[00:09:35.220 --> 00:09:40.220]  從解經裡面,有三個不同的解釋。
[00:09:40.220 --> 00:09:44.220]  有人說,神的兒子們是那些墮落的天使,
[00:09:44.220 --> 00:09:46.220]  他來到人間,
[00:09:46.220 --> 00:09:47.220]  道成肉身,
[00:09:47.220 --> 00:09:50.220]  找了人間的女子和他們結合,
[00:09:50.220 --> 00:09:56.220]  結合之後就產生一些超自然的人種,
[00:09:56.220 --> 00:09:57.220]  就是那些巨人。
[00:09:57.220 --> 00:09:59.220]  他們說,為什麼呢?
[00:09:59.220 --> 00:10:03.220]  因為解釋到有很多大山上的很大的雕刻,
[00:10:03.220 --> 00:10:07.220]  很多很難想像到可以建造的東西,
[00:10:07.220 --> 00:10:10.220]  這些東西一定是那些巨人才能做到的,
[00:10:10.220 --> 00:10:12.220]  如果不是的話,沒有人能做到的。
[00:10:12.220 --> 00:10:15.220]  有很多解經家,他們支持這件事。
[00:10:15.220 --> 00:10:17.220]  第二個理論就是說,
[00:10:17.220 --> 00:10:23.220]  神的兒子們是指屬於神的子民,
[00:10:23.220 --> 00:10:26.220]  那麼屬於神的子民包括了什麼人呢?
[00:10:26.220 --> 00:10:27.220]  屬於神的子民,
[00:10:27.220 --> 00:10:30.220]  我們今天所有信奉耶穌基督的人,
[00:10:30.220 --> 00:10:32.220]  我們是神的兒女。
[00:10:32.220 --> 00:10:33.220]  同意嗎?
[00:10:33.220 --> 00:10:34.220]  頂智蒙尼?
[00:10:34.220 --> 00:10:36.220]  我們被稱為神的兒女,
[00:10:36.220 --> 00:10:37.220]  為什麼呢?
[00:10:37.220 --> 00:10:40.220]  因為他已經透過基督的補血埋屬我們,
[00:10:40.220 --> 00:10:41.220]  重生了我們,
[00:10:41.220 --> 00:10:44.220]  所以我們在屬靈裡面是神的兒女。
[00:10:44.220 --> 00:10:47.220]  第二,以色列人是神的兒女,
[00:10:47.220 --> 00:10:49.220]  是神揀選的族類。
[00:10:49.220 --> 00:10:51.220]  第三個方面,
[00:10:51.220 --> 00:10:53.220]  有些屬神的君王,
[00:10:53.220 --> 00:10:56.220]  他們特別說到他們是神的兒子,
[00:10:56.220 --> 00:10:57.220]  神的兒女,
[00:10:57.220 --> 00:10:59.220]  特別說到大衛也好,什麼也好。
[00:10:59.220 --> 00:11:01.220]  所以我們說,
[00:11:01.220 --> 00:11:04.220]  說到屬神的兒子,
[00:11:04.220 --> 00:11:08.220]  就是指屬神的人,
[00:11:08.220 --> 00:11:10.220]  神的兒子就是屬於神的人,
[00:11:10.220 --> 00:11:13.220]  無論是舊約也好,新約也好,
[00:11:13.220 --> 00:11:15.220]  所有屬於神的,
[00:11:15.220 --> 00:11:17.220]  神揀選的族類,
[00:11:17.220 --> 00:11:19.220]  這些都是神的子民。
[00:11:19.220 --> 00:11:23.220]  然後第三個理論,
[00:11:23.220 --> 00:11:27.220]  他們特別針對指那些皇朝的統治者。
[00:11:27.220 --> 00:11:30.220]  這三個不同的理論,
[00:11:30.220 --> 00:11:32.220]  我自己覺得,
[00:11:32.220 --> 00:11:38.220]  是以屬神的後裔來解釋它,
[00:11:38.220 --> 00:11:44.220]  是最合整本聖經上文下理神學各方面的東西。
[00:11:44.220 --> 00:11:46.220]  原因在哪裡呢?
[00:11:46.220 --> 00:11:50.220]  第一,聖經裡面說得很清楚,
[00:11:50.220 --> 00:11:53.220]  清晰的東西你才可以建立教義,
[00:11:53.220 --> 00:11:56.220]  不清晰,不是白紙黑字那些,
[00:11:56.220 --> 00:11:58.220]  你不能夠建立教義。
[00:11:58.220 --> 00:12:01.220]  從聖經裡面,我們從來沒有聽過,
[00:12:01.220 --> 00:12:03.220]  天使可以道成肉身,成為人。
[00:12:03.220 --> 00:12:05.220]  這是第一個,
[00:12:05.220 --> 00:12:07.220]  是一個很大的保留。
[00:12:07.220 --> 00:12:09.220]  第二,耶穌說,
[00:12:09.220 --> 00:12:11.220]  因為有人去挑戰他,
[00:12:11.220 --> 00:12:15.220]  有一個人因為一個利未的婚姻法,
[00:12:15.220 --> 00:12:17.220]  就是大哥死了之後,
[00:12:17.220 --> 00:12:19.220]  弟弟要娶他的太太,
[00:12:19.220 --> 00:12:22.220]  繼承,以至幫他傳後,
[00:12:22.220 --> 00:12:24.220]  這種的習俗。
[00:12:24.220 --> 00:12:27.220]  所以有人不相信復活的,
[00:12:27.220 --> 00:12:29.220]  就來講了,
[00:12:29.220 --> 00:12:32.220]  耶穌,有一個人有七個兒子,
[00:12:32.220 --> 00:12:34.220]  大哥結了婚,死了,
[00:12:34.220 --> 00:12:36.220]  誰娶呢?就是二哥。
[00:12:36.220 --> 00:12:38.220]  二哥娶了之後,二哥又死了,
[00:12:38.220 --> 00:12:40.220]  三哥娶他,三哥也死了,
[00:12:40.220 --> 00:12:42.220]  四哥娶他,四哥死了,
[00:12:42.220 --> 00:12:44.220]  五哥娶他,五哥也死了,
[00:12:44.220 --> 00:12:46.220]  六弟娶他,六弟也死了,
[00:12:46.220 --> 00:12:48.220]  最後那個七弟也娶了他。
[00:12:48.220 --> 00:12:50.220]  結果七兄弟都死了,
[00:12:50.220 --> 00:12:53.220]  他們就問,這個太太是誰的呢?
[00:12:53.220 --> 00:12:55.220]  將來,去到天上,
[00:12:55.220 --> 00:12:57.220]  這個太太是誰的呢?
[00:12:57.220 --> 00:13:00.220]  耶穌回答了他非常好的答案,
[00:13:00.220 --> 00:13:02.220]  在天上,
[00:13:05.220 --> 00:13:08.220]  是不會有什麼,
[00:13:08.220 --> 00:13:10.220]  天上的事就是一樣,
[00:13:10.220 --> 00:13:12.220]  人死了之後,去到天上,
[00:13:12.220 --> 00:13:14.220]  就好像天上的天使一樣,
[00:13:14.220 --> 00:13:16.220]  也不嫁,也不催。
[00:13:16.220 --> 00:13:18.220]  是很清楚,
[00:13:18.220 --> 00:13:21.220]  不可以用地上現在發生的事,
[00:13:21.220 --> 00:13:23.220]  就以為全部能搬上天上,
[00:13:23.220 --> 00:13:25.220]  天上將來都是這樣的了,
[00:13:25.220 --> 00:13:28.220]  因為天上沒有嫁,沒有催的,
[00:13:28.220 --> 00:13:30.220]  很清楚,來解釋給他。
[00:13:30.220 --> 00:13:32.220]  是因為這樣,我相信,
[00:13:32.220 --> 00:13:34.220]  如果將這個解釋成天使,
[00:13:34.220 --> 00:13:36.220]  有很多問題在這裡。
[00:13:36.220 --> 00:13:38.220]  第二件事,
[00:13:38.220 --> 00:13:41.220]  我們都很清楚,看得見,
[00:13:41.220 --> 00:13:45.220]  沒有任何的經文告訴我們,
[00:13:45.220 --> 00:13:49.220]  天使是一個性別的分別。
[00:13:49.220 --> 00:13:51.220]  更加另一件事,
[00:13:51.220 --> 00:13:55.220]  從來沒有聖經提及到天使曾經和人結婚,
[00:13:55.220 --> 00:13:57.220]  是神話故事才有的,
[00:13:57.220 --> 00:14:00.220]  是那些人間的傳說,
[00:14:00.220 --> 00:14:02.220]  才會有這件事。
[00:14:02.220 --> 00:14:04.220]  另一方面,
[00:14:04.220 --> 00:14:06.220]  如果洪水要罰的時候,
[00:14:06.220 --> 00:14:08.220]  既然是天使犯罪,
[00:14:08.220 --> 00:14:10.220]  為什麼要罰人呢?
[00:14:10.220 --> 00:14:12.220]  這是最說不通的。
[00:14:12.220 --> 00:14:14.220]  所以我們相信,
[00:14:14.220 --> 00:14:17.220]  這個解釋本身是說不通的解釋。
[00:14:17.220 --> 00:14:19.220]  但另一方面,
[00:14:19.220 --> 00:14:21.220]  如果只是君王犯罪,
[00:14:21.220 --> 00:14:23.220]  為什麼要拖累到全世界呢?
[00:14:23.220 --> 00:14:25.220]  這也是不解得通的。
[00:14:25.220 --> 00:14:27.220]  另一方面,我們看回,
[00:14:27.220 --> 00:14:30.220]  不是所有君王都被稱為神的兒子,
[00:14:30.220 --> 00:14:34.220]  只是某些信主的君王是這樣說而已。
[00:14:34.220 --> 00:14:37.220]  所以我自己的立場,
[00:14:37.220 --> 00:14:44.220]  我會用這個指著那些屬於神的兒女來說。
[00:14:44.220 --> 00:14:46.220]  原因在哪裡呢?
[00:14:46.220 --> 00:14:50.220]  就是當該人殺了阿伯之後,
[00:14:50.220 --> 00:14:52.220]  該人被奏助,
[00:14:52.220 --> 00:14:55.220]  離開了伊甸,離開了神的面。
[00:14:55.220 --> 00:14:59.220]  所以這個族是差不多沒有了的了。
[00:14:59.220 --> 00:15:01.220]  原因是這樣,
[00:15:01.220 --> 00:15:04.220]  神就讓亞當夏娃再生一個叫做瑟特。
[00:15:04.220 --> 00:15:07.220]  瑟特其實差不多相似,
[00:15:07.220 --> 00:15:09.220]  是取代阿伯,
[00:15:09.220 --> 00:15:11.220]  你可以說是代替阿伯,
[00:15:11.220 --> 00:15:13.220]  來到這個世上,
[00:15:13.220 --> 00:15:17.220]  以至延續那些屬神的後裔。
[00:15:17.220 --> 00:15:19.220]  是這樣的。
[00:15:19.220 --> 00:15:21.220]  但是我們很可惜的,
[00:15:21.220 --> 00:15:24.220]  當這個世界發展到創世紀第六章的時候,
[00:15:24.220 --> 00:15:28.220]  我們看到甚至連屬神的子民,
[00:15:28.220 --> 00:15:30.220]  慢慢都變質了。
[00:15:30.220 --> 00:15:32.220]  這個變質是什麼呢?
[00:15:32.220 --> 00:15:34.220]  是道德的上面變質,
[00:15:34.220 --> 00:15:36.220]  他們的婚姻觀變質,
[00:15:36.220 --> 00:15:38.220]  他們的性的觀念變質,
[00:15:38.220 --> 00:15:41.220]  他們的誠信觀念開始變質。
[00:15:41.220 --> 00:15:43.220]  所以我們看到在這裡,
[00:15:43.220 --> 00:15:47.220]  開始的變質是從一個人的性的觀,
[00:15:47.220 --> 00:15:51.220]  婚姻的觀,家庭那裡開始的。
[00:15:51.220 --> 00:15:53.220]  各位親愛的頂主妹,
[00:15:53.220 --> 00:15:55.220]  當我們看到這些現象的時候,
[00:15:55.220 --> 00:16:00.220]  我們的心非常非常擔心,
[00:16:00.220 --> 00:16:03.220]  現在整個社會發生的事情,
[00:16:03.220 --> 00:16:07.220]  正正就是走著一條這樣的路。
[00:16:07.220 --> 00:16:09.220]  現在我們就試一試,
[00:16:09.220 --> 00:16:12.220]  來看一看一些圖片,
[00:16:12.220 --> 00:16:14.220]  為什麼我說現在的人,
[00:16:14.220 --> 00:16:17.220]  是走著這一條的路呢?
[00:16:17.220 --> 00:16:23.220]  美國最高的法院,
[00:16:23.220 --> 00:16:26.220]  通過了同性的婚姻,
[00:16:26.220 --> 00:16:29.220]  是以五個法官贊成,
[00:16:29.220 --> 00:16:31.220]  四個法官反對,
[00:16:31.220 --> 00:16:34.220]  然後就通過了。
[00:16:34.220 --> 00:16:36.220]  通過了之後,
[00:16:36.220 --> 00:16:39.220]  接著我們看到,
[00:16:39.220 --> 00:16:41.220]  各地不同的地方,
[00:16:41.220 --> 00:16:44.220]  都開始出現有很多不同的問題。
[00:16:44.220 --> 00:16:46.220]  美國全個國家,
[00:16:46.220 --> 00:16:48.220]  同性婚姻合法了。
[00:16:48.220 --> 00:16:50.220]  歐洲越來越多的國家,
[00:16:50.220 --> 00:16:52.220]  同性婚姻合法。
[00:16:52.220 --> 00:16:54.220]  澳洲、紐西蘭,
[00:16:54.220 --> 00:16:58.220]  同性婚姻已經邁向合法,
[00:16:58.220 --> 00:17:00.220]  連台灣、香港,
[00:17:00.220 --> 00:17:03.220]  都步他們的後塵。
[00:17:03.220 --> 00:17:07.220]  下一個,多元成婚,
[00:17:07.220 --> 00:17:09.220]  現在已經成為,
[00:17:09.220 --> 00:17:12.220]  整個世界下一步的走向。
[00:17:12.220 --> 00:17:14.220]  什麼叫做多元成婚呢?
[00:17:14.220 --> 00:17:17.220]  就是說可以同性婚姻,
[00:17:17.220 --> 00:17:19.220]  是可以雙性的婚姻,
[00:17:19.220 --> 00:17:22.220]  雙性,就是說我可以和一個男的結婚,
[00:17:22.220 --> 00:17:24.220]  同時有一個女的住在一起,
[00:17:24.220 --> 00:17:26.220]  這個就是雙性。
[00:17:26.220 --> 00:17:29.220]  另一方面,同樣可以和媽媽結婚,
[00:17:29.220 --> 00:17:31.220]  可以和兒子,和女兒結婚,
[00:17:31.220 --> 00:17:33.220]  和哥哥結婚,和姐姐結婚,
[00:17:33.220 --> 00:17:35.220]  甚至可以,
[00:17:35.220 --> 00:17:37.220]  我一大群人一起結婚,
[00:17:37.220 --> 00:17:39.220]  結婚之後一大群人,
[00:17:39.220 --> 00:17:41.220]  每個人都是自己的丈夫,
[00:17:41.220 --> 00:17:43.220]  每個人都是自己的太太,
[00:17:43.220 --> 00:17:45.220]  什麼都可以,男和男都可以,男和女都可以,
[00:17:45.220 --> 00:17:49.220]  甚至可以和野獸結婚,
[00:17:49.220 --> 00:17:52.220]  和牲畜結婚,和寵物結婚,
[00:17:52.220 --> 00:17:55.220]  結婚之後都是一家人。
[00:17:55.220 --> 00:17:57.220]  再來看看,
[00:17:57.220 --> 00:17:59.220]  他們認為,
[00:17:59.220 --> 00:18:03.220]  性不應該有規範,
[00:18:03.220 --> 00:18:06.220]  票不應該有規範,
[00:18:06.220 --> 00:18:08.220]  他們喜歡怎樣就怎樣,
[00:18:08.220 --> 00:18:10.220]  性是要解放。
[00:18:10.220 --> 00:18:15.220]  美國在20世紀50年代開始,
[00:18:15.220 --> 00:18:17.220]  性解放的運動,
[00:18:17.220 --> 00:18:19.220]  你可以說,
[00:18:19.220 --> 00:18:21.220]  現在他們想得到的東西,
[00:18:21.220 --> 00:18:24.220]  在美國已經完全得到了。
