
[00:00:00.000 --> 00:00:07.000]  今天我們講到的題目是「從然愛火」
[00:06:18.120 --> 00:06:20.760]  在約翰福音第21章裏面
[00:06:20.760 --> 00:06:24.440]  我們能夠學習到一些什麼功課
[00:06:24.440 --> 00:06:27.800]  我們首先來看第一幕
[00:06:27.800 --> 00:06:33.800]  第一幕是從粗固業灰心放棄
[00:06:33.800 --> 00:06:40.040]  我想在約翰福音第21章第三節讀出來給大家聽
[00:06:40.040 --> 00:06:44.840]  第三節說西門彼得對他們說
[00:06:44.840 --> 00:06:46.040]  他們是誰呢?
[00:06:46.040 --> 00:06:48.040]  他們就是其他六個門徒
[00:06:48.040 --> 00:06:50.440]  四個有名 兩個沒有名
[00:06:50.440 --> 00:06:53.800]  加起來彼得總共有七個人
[00:06:53.800 --> 00:06:59.000]  所以這張聖經是說他們七個人一起聽彼得說
[00:06:59.000 --> 00:07:01.720]  彼得說我打如去
[00:07:01.720 --> 00:07:06.280]  彼得說我回去做我原來的職業
[00:07:06.280 --> 00:07:12.040]  其他六個人說我和你同去
[00:07:12.040 --> 00:07:15.000]  彼得是一個天生的領袖
[00:07:15.000 --> 00:07:17.960]  很有魅力 很有說服力
[00:07:17.960 --> 00:07:21.160]  所以當他說我回去打如
[00:07:21.160 --> 00:07:24.760]  其他六個門徒都沒有問
[00:07:24.760 --> 00:07:29.320]  耶穌叫我們在加利利的山上等他
[00:07:29.320 --> 00:07:32.520]  沒有問彼得說什麼
[00:07:32.520 --> 00:07:34.520]  他就說我跟你一起去
[00:07:34.520 --> 00:07:39.000]  那彼得是否不知道耶穌復活了呢?
[00:07:39.000 --> 00:07:42.200]  彼得不單知道耶穌復活
[00:07:42.200 --> 00:07:46.840]  而且已經兩次見過耶穌
[00:07:46.840 --> 00:07:51.080]  這些門徒已經見過耶穌兩次
[00:07:51.080 --> 00:07:55.080]  但在這裡他們都一起決定
[00:07:55.080 --> 00:07:57.720]  我放棄做門徒的職份
[00:07:57.720 --> 00:08:01.000]  我回去重操故業
[00:08:01.000 --> 00:08:02.360]  為什麼要這樣做呢?
[00:08:02.360 --> 00:08:03.320]  為什麼呢?
[00:08:03.320 --> 00:08:09.080]  我以前都想彼得就像我們中國人一樣
[00:08:09.080 --> 00:08:13.160]  最重要是有飯吃 有飯吃
[00:08:13.160 --> 00:08:15.160]  三餐是最重要的
[00:08:15.160 --> 00:08:17.160]  以前跟著耶穌
[00:08:17.160 --> 00:08:19.640]  很多婦女來服侍耶穌
[00:08:19.640 --> 00:08:21.960]  我相信是帶很多食物給耶穌
[00:08:21.960 --> 00:08:23.400]  就算沒有
[00:08:23.400 --> 00:08:27.400]  耶穌都懂得五餅二魚
[00:08:27.400 --> 00:08:29.800]  都可以餵飽五千個男人
[00:08:29.800 --> 00:08:32.600]  所以三年多跟著耶穌
[00:08:32.600 --> 00:08:34.600]  是永遠不用餓的
[00:08:34.600 --> 00:08:38.600]  現在耶穌被捉拿被釘死
[00:08:38.600 --> 00:08:40.600]  雖然他復活了
[00:08:40.600 --> 00:08:42.600]  但復活了的耶穌
[00:08:42.600 --> 00:08:45.640]  不是跟他們二十四小時在一起的
[00:08:45.640 --> 00:08:48.040]  復活了的耶穌是突然出現
[00:08:48.040 --> 00:08:50.040]  然後突然間會不見了
[00:08:50.040 --> 00:08:52.600]  他們不能像以前那樣
[00:08:52.600 --> 00:08:56.440]  跟著耶穌來照顧他們的起居飲食
[00:08:56.440 --> 00:09:01.400]  所以我以前都想彼得這個小信的人
[00:09:01.400 --> 00:09:03.400]  一旦不能跟著耶穌
[00:09:03.400 --> 00:09:05.400]  他就為三餐擔憂
[00:09:05.400 --> 00:09:08.520]  為三餐擔憂最容易解決的辦法
[00:09:08.520 --> 00:09:09.720]  他們是打魚的
[00:09:09.720 --> 00:09:11.240]  就回去打魚
[00:09:11.240 --> 00:09:13.720]  打魚又可以賣又可以有錢
[00:09:13.720 --> 00:09:15.720]  有錢就可以養活自己
[00:09:15.720 --> 00:09:17.240]  現在不能夠靠耶穌了
[00:09:17.240 --> 00:09:22.040]  為了三餐他回去重操故業
[00:09:22.040 --> 00:09:24.040]  我以前都是這樣想的
[00:09:24.040 --> 00:09:27.000]  但後來我想深一點
[00:09:27.000 --> 00:09:29.960]  彼得回去打魚
[00:09:29.960 --> 00:09:34.440]  不只是為了兩餐
[00:09:34.440 --> 00:09:37.960]  還有一個更深一點的問題
[00:09:37.960 --> 00:09:42.600]  是令彼得放棄做門徒
[00:09:42.600 --> 00:09:45.000]  發生了什麼事呢
[00:09:45.000 --> 00:09:48.680]  大家都知道彼得這個人很牙刷
[00:09:48.680 --> 00:09:49.960]  很喜歡誇口
[00:09:49.960 --> 00:09:52.440]  說話很快暢
[00:09:52.440 --> 00:09:56.440]  很多時候耶穌問話彼得搶先回答
[00:09:56.760 --> 00:10:00.360]  但他很多事情都不是很經大腦
[00:10:00.360 --> 00:10:02.360]  是一個很衝動的人
[00:10:02.360 --> 00:10:05.720]  當耶穌說我快要被捉拿
[00:10:05.720 --> 00:10:09.240]  他就誇口說眾人都離開你
[00:10:09.240 --> 00:10:10.280]  我都不會離開你
[00:10:10.280 --> 00:10:12.280]  他說我為你死都願意
[00:10:12.280 --> 00:10:14.280]  誇口
[00:10:14.280 --> 00:10:19.480]  但當耶穌被捉拿的時候
[00:10:19.480 --> 00:10:24.440]  彼得就在大祭司的外院
[00:10:24.440 --> 00:10:27.720]  在那些僕人面前
[00:10:27.720 --> 00:10:30.840]  人家問他是不是和耶穌一起的
[00:10:30.840 --> 00:10:32.120]  他就害怕了
[00:10:32.120 --> 00:10:34.920]  他三次不認耶穌
[00:10:34.920 --> 00:10:40.600]  然後他想起耶穌曾經和他說過
[00:10:40.600 --> 00:10:43.000]  他就哭著走出去
[00:10:43.000 --> 00:10:48.760]  所以這個發生在彼得的經驗
[00:10:48.760 --> 00:10:50.520]  是一個很慘痛的經驗
[00:10:50.520 --> 00:10:53.000]  是一個失敗跌倒的經驗
[00:10:53.000 --> 00:10:57.480]  這是對他造成很大的傷害
[00:10:57.480 --> 00:11:00.680]  他曾經這樣誇口過
[00:11:00.680 --> 00:11:03.880]  但當耶穌有需要的時候
[00:11:03.880 --> 00:11:07.640]  他竟然不單離開耶穌逃走
[00:11:07.640 --> 00:11:10.200]  他甚至背叛耶穌
[00:11:10.200 --> 00:11:11.720]  不認耶穌
[00:11:11.720 --> 00:11:15.560]  他跌倒在谷底
[00:11:15.560 --> 00:11:22.920]  還有上兩次耶穌顯現和門徒在一起的時候
[00:11:22.920 --> 00:11:26.520]  耶穌沒有機會單獨和彼得談
[00:11:26.520 --> 00:11:31.400]  所以彼得沒有機會和耶穌交代這件事
[00:11:31.400 --> 00:11:32.920]  或者和耶穌道歉
[00:11:32.920 --> 00:11:34.760]  求耶穌赦免他
[00:11:34.760 --> 00:11:38.280]  耶穌沒有和彼得單獨對話
[00:11:38.280 --> 00:11:39.560]  因為很多門徒在一起
[00:11:39.560 --> 00:11:41.640]  所以對彼得來說
[00:11:41.640 --> 00:11:49.080]  我相信他更加跌倒
[00:11:49.080 --> 00:11:51.080]  在他的心目當中
[00:11:51.080 --> 00:11:54.920]  他會想我是一個很沒用的人
[00:11:54.920 --> 00:11:58.760]  我在最重要的關頭
[00:11:58.760 --> 00:12:02.600]  我竟然做出這樣的事
[00:12:02.600 --> 00:12:04.600]  我不單對耶穌誤注
[00:12:04.600 --> 00:12:07.720]  而且我是不配做他的門徒
[00:12:07.720 --> 00:12:12.840]  因為我沒有辦法跟隨耶穌
[00:12:12.840 --> 00:12:15.880]  所以他由一個很自傲的情況
[00:12:15.880 --> 00:12:21.800]  很可能跌倒在一個很自卑自憐的情況
[00:12:21.800 --> 00:12:25.480]  所以他覺得既然他是一個沒用的人
[00:12:25.480 --> 00:12:27.720]  耶穌不會再用他
[00:12:27.720 --> 00:12:29.480]  他能夠做什麼呢
[00:12:29.480 --> 00:12:31.240]  當時他年紀也不是很大
[00:12:31.240 --> 00:12:34.440]  所以他只好回去重操故業
[00:12:34.440 --> 00:12:40.600]  所以他在海灘打魚
[00:12:40.600 --> 00:12:44.840]  在一個很灰心很喪志的情況下
[00:12:44.840 --> 00:12:48.120]  再加上那一晚他們在打魚
[00:12:48.120 --> 00:12:50.120]  打魚是在晚上的魚
[00:12:50.120 --> 00:12:51.880]  他是漁夫
[00:12:51.880 --> 00:12:52.840]  他打魚很厲害
[00:12:52.840 --> 00:12:55.240]  那一晚一條魚也打不到
[00:12:55.240 --> 00:12:59.000]  人生走到這一步
[00:12:59.000 --> 00:13:01.000]  就真的到了谷底
[00:13:01.000 --> 00:13:05.000]  耶穌來到他那裡
[00:13:05.000 --> 00:13:07.880]  所以第一幕重操故業
[00:13:07.880 --> 00:13:09.880]  灰心放棄
[00:13:09.880 --> 00:13:12.840]  是一幅很灰暗的圖畫
[00:13:12.840 --> 00:13:15.720]  是一個自暴自棄
[00:13:15.720 --> 00:13:18.760]  覺得已經完全沒有價值
[00:13:18.760 --> 00:13:20.760]  沒有用的人
[00:13:20.760 --> 00:13:25.160]  第二幕主動的尋找
[00:13:25.160 --> 00:13:27.160]  耶穌基督沒有放棄彼得
[00:13:27.160 --> 00:13:28.840]  彼得自己自暴自棄
[00:13:28.840 --> 00:13:30.040]  自己放棄自己
[00:13:30.040 --> 00:13:34.280]  但是耶穌說他愛屬於他的人就愛到底
[00:13:34.280 --> 00:13:36.520]  我們的神是不會放棄我們
[00:13:36.520 --> 00:13:39.320]  我們無論到一個什麼境地
[00:13:40.040 --> 00:13:42.840]  神的愛依然在我們身上
[00:13:42.840 --> 00:13:45.240]  神是主動尋找我們
[00:13:45.240 --> 00:13:49.320]  由我們認識耶穌的時候開始
[00:13:49.320 --> 00:13:51.320]  其實我們認識耶穌
[00:13:51.320 --> 00:13:53.320]  不是我們去找到耶穌
[00:13:53.320 --> 00:13:55.320]  是耶穌來尋找我們
[00:13:55.320 --> 00:13:57.320]  如果不是耶穌尋找我們
[00:13:57.320 --> 00:13:59.320]  我們有誰能夠認識耶穌
[00:13:59.320 --> 00:14:01.880]  能夠去找到耶穌
[00:14:01.880 --> 00:14:03.880]  找到這個救恩
[00:14:03.880 --> 00:14:07.320]  所以是神主動的尋找我們
[00:14:07.320 --> 00:14:12.440]  當主耶穌來到沙灘旁邊的時候
[00:14:12.440 --> 00:14:15.320]  我從第四節讀給大家聽
[00:14:15.320 --> 00:14:17.320]  天亮的時候
[00:14:17.320 --> 00:14:19.320]  耶穌站在岸上
[00:14:19.320 --> 00:14:23.320]  門徒不知道是耶穌
[00:14:23.320 --> 00:14:25.320]  好像耶穌復活了之後
[00:14:25.320 --> 00:14:27.320]  比較難認出他
[00:14:27.320 --> 00:14:29.320]  有各種解釋
[00:14:29.320 --> 00:14:31.320]  為什麼復活了的耶穌
[00:14:31.320 --> 00:14:33.320]  人們看到他
[00:14:33.320 --> 00:14:35.320]  好像不認得他是耶穌
[00:14:35.320 --> 00:14:37.320]  有很多解釋
[00:14:37.320 --> 00:14:39.320]  我今天不用時間解釋
[00:14:39.320 --> 00:14:41.320]  但後來他們認出
[00:14:41.320 --> 00:14:43.320]  這是耶穌
[00:14:43.320 --> 00:14:45.320]  他們就快點走到岸上
[00:14:45.320 --> 00:14:47.320]  在這之前
[00:14:47.320 --> 00:14:49.320]  耶穌有問他們
[00:14:49.320 --> 00:14:51.320]  你們釣不釣到魚
[00:14:51.320 --> 00:14:53.320]  他們說一條都釣不到
[00:14:53.320 --> 00:14:55.320]  耶穌說你把網紗放在右邊
[00:14:55.320 --> 00:14:57.320]  他們釣到一百五十多條
[00:14:57.320 --> 00:14:59.320]  很開心
[00:14:59.320 --> 00:15:01.320]  有人認出那是耶穌
[00:15:01.320 --> 00:15:05.320]  彼得還跳下來
[00:15:05.320 --> 00:15:07.320]  耶穌出現在他們面前
[00:15:07.320 --> 00:15:11.320]  耶穌準備早餐給他們吃
[00:15:11.320 --> 00:15:15.320]  早餐吃完之後
[00:15:15.320 --> 00:15:17.320]  耶穌就開始
[00:15:17.320 --> 00:15:21.320]  和彼得單獨來問他們心事
[00:15:21.320 --> 00:15:23.320]  我跳到第十五節
[00:15:23.320 --> 00:15:25.320]  他們吃完早飯
[00:15:25.320 --> 00:15:27.320]  耶穌對西門彼得說
[00:15:27.320 --> 00:15:31.320]  約翰的兒子西門
[00:15:31.320 --> 00:15:35.320]  你愛我比這些更甚嗎?
[00:15:35.320 --> 00:15:37.320]  這些是什麼?
[00:15:37.320 --> 00:15:39.320]  很多猜測
[00:15:39.320 --> 00:15:41.320]  最直接的解釋就是
[00:15:41.320 --> 00:15:43.320]  那一百五十三條魚
[00:15:43.320 --> 00:15:45.320]  這些魚很值錢的
[00:15:45.320 --> 00:15:47.320]  打魚的可以將這些魚賣掉
[00:15:47.320 --> 00:15:49.320]  是有很多錢的
[00:15:49.320 --> 00:15:51.320]  可能耶穌就是指這些
[00:15:51.320 --> 00:15:53.320]  可能耶穌指早餐
[00:15:53.320 --> 00:15:55.320]  不論耶穌指什麼
[00:15:55.320 --> 00:15:57.320]  耶穌是問他
[00:15:57.320 --> 00:15:59.320]  你愛我嗎?
[00:15:59.320 --> 00:16:03.320]  你愛我比這些物質的東西更甚嗎?
[00:16:03.320 --> 00:16:05.320]  彼得回答
[00:16:05.320 --> 00:16:07.320]  主啊 是的
[00:16:07.320 --> 00:16:09.320]  你知道我愛你
[00:16:09.320 --> 00:16:11.320]  耶穌就對他說
[00:16:11.320 --> 00:16:15.320]  你餵養我的小羊
[00:16:15.320 --> 00:16:19.320]  這裡耶穌來問彼得的心事
[00:16:19.320 --> 00:16:21.320]  我們也讀過
[00:16:21.320 --> 00:16:23.320]  《約翰福音》第21章
[00:16:23.320 --> 00:16:27.320]  我們知道耶穌不是一次問他
[00:16:27.320 --> 00:16:29.320]  不是兩次問他
[00:16:29.320 --> 00:16:31.320]  耶穌問了他三次
[00:16:31.320 --> 00:16:33.320]  第十五節到第十六節
[00:16:33.320 --> 00:16:35.320]  第十七節這三節裡面
[00:16:35.320 --> 00:16:39.320]  看到耶穌問彼得
[00:16:39.320 --> 00:16:41.320]  差不多同樣的問題
[00:16:41.320 --> 00:16:43.320]  你愛不愛我呢?
[00:16:43.320 --> 00:16:45.320]  彼得的回答都是
[00:16:45.320 --> 00:16:47.320]  我愛你 我愛你
[00:16:47.320 --> 00:16:52.320]  這裡其實有個心意在這裡
[00:16:52.320 --> 00:16:56.320]  我們要稍為進一步了解
[00:16:56.320 --> 00:17:00.320]  聖經是用希臘文來寫的
[00:17:00.320 --> 00:17:02.320]  我們的英文是
[00:17:02.320 --> 00:17:04.320]  你愛不愛我?Love
[00:17:04.320 --> 00:17:06.320]  中文也是
[00:17:06.320 --> 00:17:08.320]  你愛我就愛我吧
[00:17:08.320 --> 00:17:10.320]  我們的愛包含了很多不同的愛
[00:17:10.320 --> 00:17:12.320]  但在希臘文裡面
[00:17:12.320 --> 00:17:14.320]  愛是分得很清楚
[00:17:14.320 --> 00:17:16.320]  起碼有三類的愛
[00:17:16.320 --> 00:17:18.320]  第一個類的愛
[00:17:18.320 --> 00:17:20.320]  可能我們都聽過這個字
[00:17:20.320 --> 00:17:22.320]  叫做Agape
[00:17:22.320 --> 00:17:24.320]  這是第一類的愛
[00:17:24.320 --> 00:17:26.320]  這個不同的愛
[00:17:26.320 --> 00:17:28.320]  第一類Agape的愛
[00:17:28.320 --> 00:17:31.320]  是指一種最高層次的愛
[00:17:31.320 --> 00:17:34.320]  這個愛是一個無條件的
[00:17:34.320 --> 00:17:36.320]  是一個帶著犧牲的
[00:17:36.320 --> 00:17:38.320]  甚至是犧牲生命的愛
[00:17:38.320 --> 00:17:43.320]  這個愛就是形容神愛人的那種愛
[00:17:43.320 --> 00:17:47.320]  不因為你和我滿身醉污而嫌棄我們
[00:17:47.320 --> 00:17:49.320]  在我們還做罪人的時候
[00:17:49.320 --> 00:17:53.320]  基督耶穌已經為我們做了十字架
[00:17:53.320 --> 00:17:56.320]  這是一個寫生的愛
[00:17:56.320 --> 00:17:58.320]  這是一個帶著犧牲的愛
[00:17:58.320 --> 00:18:01.320]  這是一個最高層次的愛
[00:18:01.320 --> 00:18:03.320]  叫做Agape
[00:18:03.320 --> 00:18:05.320]  第二類的愛
[00:18:05.320 --> 00:18:08.320]  第一類的愛叫做Filejo
[00:18:08.320 --> 00:18:10.320]  Filejo是人之間的愛
[00:18:10.320 --> 00:18:11.320]  一般的愛
[00:18:11.320 --> 00:18:13.320]  兄弟姐妹的愛
[00:18:13.320 --> 00:18:15.320]  朋友的愛
[00:18:15.320 --> 00:18:17.320]  對父母的愛
[00:18:17.320 --> 00:18:19.320]  夫妻之間的愛
[00:18:19.320 --> 00:18:21.320]  人間的愛
[00:18:21.320 --> 00:18:25.320]  這個愛沒有Agape這個愛這麼高層次
[00:18:25.320 --> 00:18:27.320]  但是都是非常好的
[00:18:27.320 --> 00:18:30.320]  這是人彼此的愛
[00:18:30.320 --> 00:18:32.320]  還有第三種的愛
[00:18:32.320 --> 00:18:34.320]  叫做Eros
[00:18:34.320 --> 00:18:37.320]  大家都聽過Erotic這個字
[00:18:37.320 --> 00:18:39.320]  這是一個肉體的愛
[00:18:39.320 --> 00:18:41.320]  這個愛是沒有心的
[00:18:41.320 --> 00:18:43.320]  這個愛不是在心裡的
[00:18:43.320 --> 00:18:46.320]  這是一個表面很膚淺的愛
[00:18:46.320 --> 00:18:48.320]  愛一個人因為他漂亮
[00:18:48.320 --> 00:18:50.320]  他不漂亮的時候你就不愛他
[00:18:50.320 --> 00:18:54.320]  這是一個很低俗的愛
[00:18:54.320 --> 00:18:56.320]  三種的愛
[00:18:56.320 --> 00:18:57.320]  好了
[00:18:57.320 --> 00:19:01.320]  主耶穌問彼得你愛我嗎?
[00:19:01.320 --> 00:19:04.320]  主耶穌用哪一種的愛呢?
[00:19:04.320 --> 00:19:08.320]  主耶穌在第一第二次問彼得的時候
[00:19:08.320 --> 00:19:11.320]  是用Agape的愛
[00:19:11.320 --> 00:19:13.320]  主耶穌問彼得
[00:19:13.320 --> 00:19:19.320]  你願意用一個甘願犧牲你生命的愛來愛我嗎?
[00:19:19.320 --> 00:19:22.320]  彼得如何回答耶穌呢?
[00:19:22.320 --> 00:19:25.320]  彼得在第一第二次回答耶穌的時候
[00:19:25.320 --> 00:19:28.320]  他都是用Fileo的愛
[00:19:28.320 --> 00:19:29.320]  即是耶穌問他
[00:19:29.320 --> 00:19:33.320]  你願不願意用Agape的愛來愛我呢?
[00:19:33.320 --> 00:19:35.320]  彼得的回答就是
[00:19:35.320 --> 00:19:39.320]  我能夠用一般人間的愛來愛你
[00:19:39.320 --> 00:19:42.320]  答了兩次都是這樣
[00:19:42.320 --> 00:19:45.320]  我們要問為什麼彼得會這樣呢?
[00:19:45.320 --> 00:19:48.320]  耶穌問他是Agape的愛
[00:19:48.320 --> 00:19:52.320]  為什麼他的回應是用Fileo的愛呢?
[00:19:52.320 --> 00:19:56.320]  我相信以前本來很沙塵
[00:19:56.320 --> 00:19:59.320]  很自傲的彼得
[00:19:59.320 --> 00:20:02.320]  經過這麼大的挫折
[00:20:02.320 --> 00:20:06.320]  心靈受過這麼重大的創傷之後
[00:20:06.320 --> 00:20:08.320]  他對自己開始有認識了
[00:20:08.320 --> 00:20:11.320]  他知道自己是一個很軟弱
[00:20:11.320 --> 00:20:13.320]  很容易跌倒的人
[00:20:13.320 --> 00:20:14.320]  所以當耶穌問他
[00:20:14.320 --> 00:20:17.320]  你可不可以用Agape的愛來愛我的時候
[00:20:17.320 --> 00:20:19.320]  他自己知道做不到
[00:20:19.320 --> 00:20:23.320]  所以他不敢用Agape的愛來回應耶穌
[00:20:23.320 --> 00:20:27.320]  他只能夠用Fileo的愛來回應耶穌
[00:20:27.320 --> 00:20:30.320]  那麼耶穌有沒有放過他呢?
[00:20:30.320 --> 00:20:33.320]  第三次 在第十七節的時候
[00:20:33.320 --> 00:20:36.320]  耶穌問他約翰的兒子西門
[00:20:36.320 --> 00:20:38.320]  你愛我嗎?
[00:20:38.320 --> 00:20:41.320]  耶穌第三次問他的時候
[00:20:41.320 --> 00:20:45.320]  用的那個愛不再是Agape的愛
[00:20:45.320 --> 00:20:47.320]  耶穌第三次問他
[00:20:47.320 --> 00:20:50.320]  是用Fileo的愛降低了
[00:20:50.320 --> 00:20:52.320]  耶穌問他
[00:20:52.320 --> 00:20:57.320]  你是否用一般人間的愛來愛我呢?
[00:20:57.320 --> 00:21:00.320]  彼得的反應是怎麼樣呢?
[00:21:00.320 --> 00:21:02.320]  第十七節那裡
[00:21:02.320 --> 00:21:04.320]  聖經記載說
[00:21:04.320 --> 00:21:08.320]  彼得因為聽到耶穌第三次問他
[00:21:08.320 --> 00:21:10.320]  就憂愁
[00:21:10.320 --> 00:21:12.320]  彼得憂愁不是因為
[00:21:12.320 --> 00:21:15.320]  耶穌第三次問他而這麼沉氣
[00:21:15.320 --> 00:21:18.320]  彼得的憂愁乃是
[00:21:18.320 --> 00:21:22.320]  耶穌不再用Agape的愛來問他
[00:21:22.320 --> 00:21:26.320]  耶穌是用Fileo的愛來問他
[00:21:26.320 --> 00:21:27.320]  那麼你說
[00:21:27.320 --> 00:21:33.320]  耶穌不再用這麼高級的愛來問彼得
[00:21:33.320 --> 00:21:35.320]  那麼彼得應該很放心
[00:21:35.320 --> 00:21:39.320]  因為他知道自己達不到Agape的愛
[00:21:39.320 --> 00:21:43.320]  現在耶穌已經將他的要求降低了
[00:21:43.320 --> 00:21:46.320]  對彼得來說應該是一個好消息
[00:21:46.320 --> 00:21:47.320]  他應該說
[00:21:47.320 --> 00:21:48.320]  我可以
[00:21:48.320 --> 00:21:50.320]  我人間的愛可以愛你
