
[00:00:00.000 --> 00:00:05.340]  很高興恩聖教會的弟兄姊妹
[00:05:44.440 --> 00:05:47.440]  我們是讓別人看見我們
[00:05:47.440 --> 00:05:49.440]  就會想到主耶穌
[00:05:49.440 --> 00:05:54.440]  將榮耀歸給天上的乎
[00:05:54.440 --> 00:05:56.440]  真正的基督徒
[00:05:56.440 --> 00:05:59.440]  我們是活在別人面前的
[00:05:59.440 --> 00:06:01.440]  聖經從來沒有叫我們基督徒
[00:06:01.440 --> 00:06:03.440]  信了主之後
[00:06:03.440 --> 00:06:07.440]  就去到深山野嶺那裏隱居起來
[00:06:07.440 --> 00:06:10.440]  隱藏起來與世隔絕的
[00:06:10.440 --> 00:06:11.440]  從來沒有的
[00:06:11.440 --> 00:06:12.440]  我們信了主之後
[00:06:12.440 --> 00:06:15.440]  我們仍然是與別人一起生活的
[00:06:15.440 --> 00:06:20.440]  事實上我們是不能避免與別人接觸的
[00:06:20.440 --> 00:06:22.440]  神造我們
[00:06:22.440 --> 00:06:26.440]  是將我們成為所謂群體的動物
[00:06:26.440 --> 00:06:28.440]  是一個社會動物
[00:06:28.440 --> 00:06:30.440]  疫情的隔離
[00:06:30.440 --> 00:06:33.440]  為甚麼我們覺得很難受呢?
[00:06:33.440 --> 00:06:36.440]  因為隔離是反常的
[00:06:36.440 --> 00:06:39.440]  我們人是喜歡大家在一起的
[00:06:39.440 --> 00:06:41.440]  一起工作
[00:06:41.440 --> 00:06:42.440]  一起社交
[00:06:42.440 --> 00:06:44.440]  我們中國人更加重要的是
[00:06:44.440 --> 00:06:46.440]  一起吃飯
[00:06:46.440 --> 00:06:48.440]  吃飯是很開心的
[00:06:48.440 --> 00:06:49.440]  大家聊天
[00:06:49.440 --> 00:06:50.440]  大家有來往
[00:06:50.440 --> 00:06:52.440]  疫情期間
[00:06:52.440 --> 00:06:54.440]  我們不能與別人接觸
[00:06:54.440 --> 00:06:56.440]  不能去別人的家
[00:06:56.440 --> 00:06:57.440]  不能一起吃飯
[00:06:57.440 --> 00:06:58.440]  連聚會
[00:06:58.440 --> 00:07:01.440]  與朋友在一起都不可以
[00:07:01.440 --> 00:07:05.440]  我們其實是不能隱藏的
[00:07:05.440 --> 00:07:07.440]  正常的情況下
[00:07:07.440 --> 00:07:10.440]  我們是願意與別人接觸的
[00:07:10.440 --> 00:07:14.440]  是很開心的與別人在一起
[00:07:14.440 --> 00:07:16.440]  所以耶穌教導我們
[00:07:16.440 --> 00:07:18.440]  當我們與別人一起生活
[00:07:18.440 --> 00:07:20.440]  接觸的時候
[00:07:20.440 --> 00:07:23.440]  我們要好像世上的光一樣
[00:07:23.440 --> 00:07:25.440]  將我們的好行為
[00:07:25.440 --> 00:07:27.440]  表現出來
[00:07:27.440 --> 00:07:28.440]  讓別人看到
[00:07:28.440 --> 00:07:32.440]  別人就可以將榮耀歸給天上的父
[00:07:32.440 --> 00:07:35.440]  還有一節經文
[00:07:35.440 --> 00:07:36.440]  想跟大家分享的
[00:07:36.440 --> 00:07:38.440]  就是《哥林多後書》
[00:07:38.440 --> 00:07:39.440]  第四章
[00:07:39.440 --> 00:07:41.440]  這裡說
[00:07:41.440 --> 00:07:45.440]  因為我們成了一台戲
[00:07:45.440 --> 00:07:47.440]  大家不要誤會
[00:07:47.440 --> 00:07:51.440]  這一台戲不是說我們做假
[00:07:51.440 --> 00:07:52.440]  好像演戲一樣
[00:07:52.440 --> 00:07:53.440]  不是
[00:07:53.440 --> 00:07:55.440]  這裡所強調的
[00:07:55.440 --> 00:07:58.440]  就是我們活在人的面前
[00:07:58.440 --> 00:08:00.440]  是被世人
[00:08:00.440 --> 00:08:02.440]  還有被天使觀看
[00:08:02.440 --> 00:08:04.440]  世人在地上看
[00:08:04.440 --> 00:08:07.440]  天使是在天上看
[00:08:07.440 --> 00:08:10.440]  所以我們活在人的面前的時候
[00:08:10.440 --> 00:08:12.440]  我們真的要很小心
[00:08:12.440 --> 00:08:13.440]  我們的一舉一動
[00:08:13.440 --> 00:08:14.440]  一言一行
[00:08:14.440 --> 00:08:17.440]  都要帶著基督的陽色
[00:08:17.440 --> 00:08:22.440]  陽神的榮耀得到彰顯
[00:08:22.440 --> 00:08:24.440]  但是這是第五章
[00:08:24.440 --> 00:08:27.440]  耶穌在登山部分的教導
[00:08:27.440 --> 00:08:29.440]  我現在要開始給大家看
[00:08:29.440 --> 00:08:31.440]  耶穌到了第六章
[00:08:31.440 --> 00:08:33.440]  同一篇講道
[00:08:33.440 --> 00:08:37.440]  又說是在暗中
[00:08:37.440 --> 00:08:39.440]  《馬太宗》第六章
[00:08:39.440 --> 00:08:41.440]  第一和第四節
[00:08:41.440 --> 00:08:43.440]  我讀給大家聽
[00:08:43.440 --> 00:08:44.440]  耶穌說
[00:08:44.440 --> 00:08:46.440]  「不可」
[00:08:46.440 --> 00:08:47.440]  不要
[00:08:47.440 --> 00:08:52.440]  「不可將你的善行行在人的面前」
[00:08:52.440 --> 00:08:54.440]  然後到第四節
[00:08:54.440 --> 00:08:56.440]  耶穌是舉了第一個例子
[00:08:56.440 --> 00:08:58.440]  祂說要叫你施捨的善
[00:08:58.440 --> 00:09:00.440]  就是幫助其他人
[00:09:00.440 --> 00:09:02.440]  其他人有需要你施捨
[00:09:02.440 --> 00:09:04.440]  是行在暗中
[00:09:04.440 --> 00:09:07.440]  你的父親在暗中來察看
[00:09:07.440 --> 00:09:09.440]  必然是報答你
[00:09:09.440 --> 00:09:11.440]  耶穌說到
[00:09:11.440 --> 00:09:13.440]  我們行善的時候
[00:09:13.440 --> 00:09:15.440]  乃是在暗中
[00:09:15.440 --> 00:09:17.440]  不是公開地
[00:09:17.440 --> 00:09:20.440]  然後到了第六節
[00:09:20.440 --> 00:09:22.440]  第六節耶穌又這樣教導
[00:09:22.440 --> 00:09:25.440]  祂說當你們禱告的時候
[00:09:25.440 --> 00:09:27.440]  祂要進入你的內屋
[00:09:27.440 --> 00:09:28.440]  關上門
[00:09:28.440 --> 00:09:31.440]  禱告你在暗中的父
[00:09:31.440 --> 00:09:33.440]  你的父親在暗中來察看
[00:09:33.440 --> 00:09:35.440]  必然是報答你
[00:09:35.440 --> 00:09:38.440]  第二件事是當你祈禱的時候
[00:09:38.440 --> 00:09:40.440]  你是要進入內室
[00:09:40.440 --> 00:09:42.440]  關上門
[00:09:42.440 --> 00:09:44.440]  來禱告在暗中的父
[00:09:44.440 --> 00:09:46.440]  也是不公開的
[00:09:46.440 --> 00:09:49.440]  還有第十八節
[00:09:49.440 --> 00:09:51.440]  第六章十八節
[00:09:51.440 --> 00:09:52.440]  耶穌會這樣教導
[00:09:52.440 --> 00:09:56.440]  祂說不可叫人看出你禁食
[00:09:56.440 --> 00:09:59.440]  猶太人當有特別需要的時候
[00:09:59.440 --> 00:10:04.440]  或者當心情特別痛苦
[00:10:04.440 --> 00:10:06.440]  需要神幫助的時候
[00:10:06.440 --> 00:10:08.440]  他是會禁食
[00:10:08.440 --> 00:10:12.440]  來將他求所想的
[00:10:12.440 --> 00:10:15.440]  專心一意帶到神的面前
[00:10:15.440 --> 00:10:17.440]  耶穌說當你禁食的時候
[00:10:17.440 --> 00:10:20.440]  你是在暗中來做的
[00:10:20.440 --> 00:10:23.440]  叫你的父親在暗中來看到
[00:10:23.440 --> 00:10:24.440]  讓他察看
[00:10:24.440 --> 00:10:27.440]  他就會報答你
[00:10:27.440 --> 00:10:29.440]  我要問大家
[00:10:29.440 --> 00:10:31.440]  耶穌有沒有自相矛盾呢?
[00:10:31.440 --> 00:10:33.440]  究竟你和我
[00:10:33.440 --> 00:10:36.440]  是活在人的面前
[00:10:36.440 --> 00:10:41.440]  抑或我們是要隱藏在暗中呢?
[00:10:41.440 --> 00:10:44.440]  這兩者有沒有矛盾呢?
[00:10:44.440 --> 00:10:46.440]  當然神是沒有矛盾的
[00:10:46.440 --> 00:10:49.440]  我們是可以同時活在人的面前
[00:10:49.440 --> 00:10:52.440]  也活在暗中
[00:10:52.440 --> 00:10:54.440]  不過我要提醒大家
[00:10:54.440 --> 00:10:57.440]  當我說我們活在暗中的時候
[00:10:57.440 --> 00:11:01.440]  這個暗不是指不見光的東西
[00:11:01.440 --> 00:11:03.440]  不是指罪惡
[00:11:03.440 --> 00:11:07.440]  我們基督徒也不活在罪惡當中
[00:11:07.440 --> 00:11:10.440]  我們不活在黑暗當中
[00:11:10.440 --> 00:11:16.440]  這個暗中只是說我們是單獨做給神看
[00:11:16.440 --> 00:11:22.440]  我們是不公開地在人面前表現出來
[00:11:22.440 --> 00:11:25.440]  這兩者是沒有矛盾的
[00:11:25.440 --> 00:11:31.440]  即是說我們同時活在人的面前
[00:11:31.440 --> 00:11:36.440]  但同時我們也活在暗中
[00:11:36.440 --> 00:11:43.440]  這是指我們和神的親密單對單的關係
[00:11:43.440 --> 00:11:50.440]  在這裡我要再和大家分享多些關於光的特性
[00:11:50.440 --> 00:11:53.440]  讓我們更加明白
[00:11:53.440 --> 00:11:57.440]  當主耶穌說我們是世上的光的時候
[00:11:57.440 --> 00:12:00.440]  到底祂是指什麼東西?
[00:12:00.440 --> 00:12:04.440]  第一樣我要提醒大家的
[00:12:04.440 --> 00:12:08.440]  就是在約翰福音第八章
[00:12:08.440 --> 00:12:10.440]  耶穌基督是這樣和我們說的
[00:12:10.440 --> 00:12:13.440]  耶穌有對眾人說
[00:12:13.440 --> 00:12:15.440]  我(耶穌)
[00:12:15.440 --> 00:12:18.440]  耶穌說祂是生命的光
[00:12:18.440 --> 00:12:22.440]  跟從祂的就不在黑暗裡
[00:12:22.440 --> 00:12:26.440]  祂說必要得著生命的光
[00:12:26.440 --> 00:12:29.440]  原來耶穌說我們是生命的光
[00:12:29.440 --> 00:12:31.440]  大家不要誤會
[00:12:31.440 --> 00:12:34.440]  以為我們本身就是那個光
[00:12:34.440 --> 00:12:37.440]  我們本身不是光
[00:12:37.440 --> 00:12:42.440]  因為我們出生是在罪中出生
[00:12:42.440 --> 00:12:44.440]  我們本來都是罪人
[00:12:44.440 --> 00:12:46.440]  我們是活在黑暗裡
[00:12:46.440 --> 00:12:50.440]  但這裡說我們得著生命的光
[00:12:50.440 --> 00:12:53.440]  得著的意思是有人要給你
[00:12:53.440 --> 00:12:54.440]  你本身沒有的
[00:12:54.440 --> 00:12:57.440]  原來當你和我信主的時候
[00:12:57.440 --> 00:13:02.440]  是基督將祂的光給過我們
[00:13:02.440 --> 00:13:05.440]  叫我們不再在黑暗裡
[00:13:05.440 --> 00:13:08.440]  所以我們是有光
[00:13:08.440 --> 00:13:11.440]  這個光是耶穌基督賜給我們的
[00:13:11.440 --> 00:13:14.440]  我想更加容易明白的就是
[00:13:14.440 --> 00:13:16.440]  你和我其實是月亮
[00:13:16.440 --> 00:13:17.440]  我們不是太陽
[00:13:17.440 --> 00:13:19.440]  我們本身沒有光
[00:13:19.440 --> 00:13:21.440]  就像月亮一樣沒有光
[00:13:21.440 --> 00:13:23.440]  月亮之所以我們見到光
[00:13:23.440 --> 00:13:25.440]  是因為太陽的光
[00:13:25.440 --> 00:13:29.440]  是在月亮裡反射出來
[00:13:29.440 --> 00:13:31.440]  約翰福音第十二章那裡
[00:13:31.440 --> 00:13:36.440]  耶穌說:我到世上來乃是光
[00:13:36.440 --> 00:13:41.440]  叫凡信我的不住在黑暗裡
[00:13:41.440 --> 00:13:42.440]  我們信了耶穌
[00:13:42.440 --> 00:13:44.440]  不單止我們不在黑暗裡
[00:13:44.440 --> 00:13:47.440]  耶穌是將祂的光放在我們裡面
[00:13:47.440 --> 00:13:50.440]  我們都有聖靈在我們裡面
[00:13:50.440 --> 00:13:53.440]  我們都能夠發出這個光
[00:13:53.440 --> 00:13:55.440]  是耶穌基督的光
[00:13:55.440 --> 00:13:57.440]  所以這個光照在別人面前的時候
[00:13:57.440 --> 00:14:02.440]  為什麼別人會認出這是耶穌基督的榮耀呢?
[00:14:02.440 --> 00:14:07.440]  因為這個光本身是來自耶穌基督的
[00:14:07.440 --> 00:14:11.440]  這個光在世人面前表現出來的時候
[00:14:11.440 --> 00:14:14.440]  世人是否歡迎這個光呢?
[00:14:14.440 --> 00:14:16.440]  歡迎嗎?
[00:14:16.440 --> 00:14:18.440]  我覺得世上是不歡迎的
[00:14:18.440 --> 00:14:21.440]  約翰福音第三章第十九節
[00:14:21.440 --> 00:14:22.440]  耶穌基督這樣說
[00:14:22.440 --> 00:14:24.440]  他說:光來到世間
[00:14:24.440 --> 00:14:29.440]  世人因為自己的行為是惡的
[00:14:29.440 --> 00:14:31.440]  以法所書第四章說到
[00:14:31.440 --> 00:14:35.440]  人的心是心地暗霉、昏霉
[00:14:35.440 --> 00:14:37.440]  他說因為人犯罪
[00:14:37.440 --> 00:14:39.440]  他是不愛光
[00:14:39.440 --> 00:14:42.440]  他倒愛黑暗
[00:14:42.440 --> 00:14:46.440]  就好像蛇蟲鼠蟻不見光的那些
[00:14:46.440 --> 00:14:48.440]  他就躲在石頭下面
[00:14:48.440 --> 00:14:50.440]  當你拿起石頭
[00:14:50.440 --> 00:14:52.440]  光照進來的時候
[00:14:52.440 --> 00:14:54.440]  他們就很不喜歡
[00:14:54.440 --> 00:14:56.440]  雞飛狗走
[00:14:56.440 --> 00:14:58.440]  耶穌基督在這裡說
[00:14:58.440 --> 00:15:00.440]  定他們的罪就是在此
[00:15:00.440 --> 00:15:02.440]  光照耀
[00:15:02.440 --> 00:15:04.440]  照耀耀出黑暗
[00:15:04.440 --> 00:15:06.440]  是定黑暗的罪
[00:15:06.440 --> 00:15:09.440]  所以凡作惡的他是恨光的
[00:15:09.440 --> 00:15:11.440]  他不來就光的
[00:15:11.440 --> 00:15:16.440]  他恐怕他的行為是受到責備的
[00:15:16.440 --> 00:15:19.440]  所以他們是不受歡迎的
[00:15:19.440 --> 00:15:21.440]  我們有光是不受到歡迎的
[00:15:21.440 --> 00:15:24.440]  彼得前書第二章第十二節怎麼說呢?
[00:15:24.440 --> 00:15:27.440]  他說我們在外邦人當中
[00:15:27.440 --> 00:15:30.440]  應當是品行端正
[00:15:30.440 --> 00:15:33.440]  叫那些毀謗你的、作惡的
[00:15:33.440 --> 00:15:35.440]  看到你的行為
[00:15:35.440 --> 00:15:38.440]  是變在監察的日子
[00:15:38.440 --> 00:15:40.440]  歸榮耀彼實
[00:15:40.440 --> 00:15:44.440]  但是做光是會有代價的
[00:15:44.440 --> 00:15:47.440]  因為世界是不喜歡光的
[00:15:47.440 --> 00:15:49.440]  所以我們也要有智慧
[00:15:49.440 --> 00:15:52.440]  我們的光照在人的面前
[00:15:52.440 --> 00:15:55.440]  我們不是在世人面前炫耀
[00:15:55.440 --> 00:16:01.440]  我們乃是要彰顯神的美善
[00:16:01.440 --> 00:16:03.440]  我們是要有智慧
[00:16:03.440 --> 00:16:05.440]  但是我們也要有一個
[00:16:05.440 --> 00:16:09.440]  為主付代價受苦的心
[00:16:09.440 --> 00:16:13.440]  要明白耶穌基督在這裡教我們
[00:16:13.440 --> 00:16:17.440]  怎樣公開地生活在人的面前
[00:16:17.440 --> 00:16:20.440]  要有好的行為呢?
[00:16:20.440 --> 00:16:22.440]  這是第五章第十四節開始說
[00:16:22.440 --> 00:16:24.440]  我們是世上的光
[00:16:24.440 --> 00:16:27.440]  但是其實第十三章
[00:16:27.440 --> 00:16:29.440]  耶穌還提了一樣東西
[00:16:29.440 --> 00:16:30.440]  我們剛才沒有讀的
[00:16:30.440 --> 00:16:32.440]  我們現在要來看
[00:16:32.440 --> 00:16:34.440]  耶穌說不單止我們是光
[00:16:34.440 --> 00:16:37.440]  耶穌說我們是光之前
[00:16:37.440 --> 00:16:41.440]  其實祂是先說我們是另外一種東西
[00:16:41.440 --> 00:16:45.440]  另外一種東西叫做「炎」
[00:16:45.440 --> 00:16:49.440]  我們要明白為什麼耶穌用「炎」來形容我們呢?
[00:16:49.440 --> 00:16:52.440]  「炎」的特性是什麼呢?
[00:16:52.440 --> 00:16:54.440]  《馬太福音》第五章第十三節
[00:16:54.440 --> 00:16:57.440]  耶穌說我們是世上的炎
[00:16:57.440 --> 00:16:59.440]  炎如果失了味
[00:16:59.440 --> 00:17:01.440]  為什麼叫它再含呢?
[00:17:01.440 --> 00:17:02.440]  以後沒有用
[00:17:02.440 --> 00:17:03.440]  不過吊在外面
[00:17:03.440 --> 00:17:05.440]  給人踐踏而已
[00:17:05.440 --> 00:17:08.440]  為什麼耶穌說我們在人的面前
[00:17:08.440 --> 00:17:10.440]  不單止是光
[00:17:10.440 --> 00:17:12.440]  也是炎
[00:17:12.440 --> 00:17:14.440]  為什麼要炎呢?
[00:17:14.440 --> 00:17:16.440]  有兩個原因
[00:17:16.440 --> 00:17:18.440]  炎的第一個功用
[00:17:18.440 --> 00:17:20.440]  就是防腐
[00:17:20.440 --> 00:17:23.440]  要記得當時是沒有雪櫃的
[00:17:23.440 --> 00:17:26.440]  當時的食物是要防腐
[00:17:26.440 --> 00:17:28.440]  是要灑上炎的
[00:17:28.440 --> 00:17:31.440]  炎有防腐的作用
[00:17:31.440 --> 00:17:35.440]  舊約里美記第二章十三節說
[00:17:35.440 --> 00:17:39.440]  凡獻給掃祭的貢物
[00:17:39.440 --> 00:17:41.440]  都要用炎來調和
[00:17:41.440 --> 00:17:45.440]  當你準備帶貢物進去聖殿獻給神的時候
[00:17:45.440 --> 00:17:47.440]  當時是沒有飛機坐的
[00:17:47.440 --> 00:17:49.440]  沒有汽車坐的
[00:17:49.440 --> 00:17:51.440]  你要騎著驢、騎著馬
[00:17:51.440 --> 00:17:54.440]  將這些貢物帶進去聖殿
[00:17:54.440 --> 00:17:56.440]  在這個過程當中
[00:17:56.440 --> 00:17:58.440]  你是要用炎來調和
[00:17:58.440 --> 00:18:00.440]  在掃祭上
[00:18:00.440 --> 00:18:04.440]  是要用炎來讓掃祭
[00:18:04.440 --> 00:18:08.440]  不要被扭壞
[00:18:08.440 --> 00:18:11.440]  這是防腐的作用
[00:18:11.440 --> 00:18:15.440]  還有在舊約歷代字下的第十三章
[00:18:15.440 --> 00:18:20.440]  有說耶和華以色列曾經立炎約
[00:18:20.440 --> 00:18:23.440]  神和人之間立約
[00:18:23.440 --> 00:18:25.440]  都加上炎字
[00:18:25.440 --> 00:18:27.440]  這是炎約
[00:18:27.440 --> 00:18:29.440]  意思是不會廢壞
[00:18:29.440 --> 00:18:31.440]  不會壞了
[00:18:31.440 --> 00:18:35.440]  將以色列國永遠賜給大衛和他的子孫
[00:18:35.440 --> 00:18:38.440]  這是神和人立約
[00:18:38.440 --> 00:18:40.440]  是不會改變的
[00:18:40.440 --> 00:18:42.440]  不會扭壞的
[00:18:42.440 --> 00:18:45.440]  所以在這裡炎第一個功用
[00:18:45.440 --> 00:18:48.440]  是一個防腐、一個潔淨
[00:18:48.440 --> 00:18:52.440]  即是我們出來是要讓人看到
[00:18:52.440 --> 00:18:55.440]  我們是潔淨的
[00:18:55.440 --> 00:18:57.440]  我們有神的聖潔
[00:18:57.440 --> 00:19:02.440]  我們是不同罪人同流合污的
[00:19:02.440 --> 00:19:06.440]  炎第二個功用是甚麼呢?
[00:19:06.440 --> 00:19:10.440]  聖經說是使人和睦
[00:19:10.440 --> 00:19:13.440]  在馬科音第九章第五十節
[00:19:13.440 --> 00:19:19.440]  炎是叫人彼此和睦的
[00:19:19.440 --> 00:19:23.440]  聖經說到人和人之間和睦
[00:19:23.440 --> 00:19:25.440]  提過很多次
[00:19:25.440 --> 00:19:28.440]  馬太福音第五章第九節說
[00:19:28.440 --> 00:19:30.440]  使人和睦的人是有福的
[00:19:30.440 --> 00:19:33.440]  八福之一是使人和睦的
[00:19:33.440 --> 00:19:38.440]  因為他們必稱為神的兒子
[00:19:38.440 --> 00:19:41.440]  《羅馬書》十二章十八節提醒我們說
[00:19:41.440 --> 00:19:48.440]  「若是能行,總要盡力與眾人和睦」
[00:19:48.440 --> 00:19:52.440]  不單是弟兄姊妹之間是和睦
[00:19:52.440 --> 00:19:56.440]  與非信徒之間我們都是盡力
