
[00:00:00.000 --> 00:00:06.400]  很高興能夠在這個主日跟大家分享訊息
[00:14:24.800 --> 00:14:27.800]  離開朋友才找到避難所
[00:14:27.800 --> 00:14:30.800]  這種諷刺
[00:14:30.800 --> 00:14:34.800]  但由於他被朋友出賣
[00:14:34.800 --> 00:14:35.800]  不能避免的
[00:14:35.800 --> 00:14:38.800]  自然是那種排山倒海情緒
[00:14:38.800 --> 00:14:41.800]  之前想躺平
[00:14:41.800 --> 00:14:43.800]  想逃避
[00:14:43.800 --> 00:14:44.800]  走開就算了
[00:14:44.800 --> 00:14:47.800]  但背後那種澎湃
[00:14:47.800 --> 00:14:49.800]  排山倒海的情緒
[00:14:49.800 --> 00:14:51.800]  是無法禁制的
[00:14:51.800 --> 00:14:54.800]  所以六七八就說我想走
[00:14:54.800 --> 00:14:56.800]  但去到十五節
[00:14:56.800 --> 00:14:58.800]  他就直接說
[00:14:58.800 --> 00:15:00.800]  願死亡忽然臨到他們
[00:15:00.800 --> 00:15:03.800]  願他們活活的下入陰間
[00:15:03.800 --> 00:15:05.800]  因為他們的住處
[00:15:05.800 --> 00:15:06.800]  他們的內心
[00:15:06.800 --> 00:15:08.800]  都是邪惡的
[00:15:08.800 --> 00:15:11.800]  這裡說得很貼切
[00:15:11.800 --> 00:15:13.800]  特別提到他們的住處
[00:15:13.800 --> 00:15:14.800]  他們的內心
[00:15:14.800 --> 00:15:18.800]  住處可能是大衛經常去的地方
[00:15:18.800 --> 00:15:21.800]  但他們在自己的家裡
[00:15:21.800 --> 00:15:22.800]  所謀的策
[00:15:22.800 --> 00:15:24.800]  所謀的計策
[00:15:24.800 --> 00:15:28.800]  所計劃的對私人
[00:15:28.800 --> 00:15:32.800]  對大衛所要做的惡毒的事情
[00:15:32.800 --> 00:15:34.800]  和他們心裡所想的事情
[00:15:34.800 --> 00:15:35.800]  其實是一樣的
[00:15:35.800 --> 00:15:37.800]  因為家裡就是每個人
[00:15:37.800 --> 00:15:39.800]  自己最秘密的地方
[00:15:39.800 --> 00:15:41.800]  一個人的內心
[00:15:41.800 --> 00:15:43.800]  也是他自己最秘密的地方
[00:15:43.800 --> 00:15:45.800]  外人是不知道的
[00:15:45.800 --> 00:15:47.800]  所以大衛說因為他們的住處
[00:15:47.800 --> 00:15:49.800]  他們的心中都是邪惡
[00:15:49.800 --> 00:15:50.800]  我根本就不知道
[00:15:50.800 --> 00:15:52.800]  原來他們家裡在想這些計策
[00:15:52.800 --> 00:15:53.800]  我根本就不知道
[00:15:53.800 --> 00:15:57.800]  他們的內心在想這些事情
[00:15:57.800 --> 00:15:59.800]  這種排山倒海的情緒
[00:15:59.800 --> 00:16:00.800]  導致他
[00:16:00.800 --> 00:16:03.800]  也向他的前夥伴
[00:16:03.800 --> 00:16:05.800]  其實是之前的朋友
[00:16:05.800 --> 00:16:06.800]  現在叫前朋友了
[00:16:06.800 --> 00:16:07.800]  前朋友了
[00:16:07.800 --> 00:16:11.800]  提出了很毒辣的咒詛
[00:16:11.800 --> 00:16:12.800]  說願死亡
[00:16:12.800 --> 00:16:13.800]  忽然輪到他們
[00:16:13.800 --> 00:16:17.800]  讓他們活活的下入刑監
[00:16:17.800 --> 00:16:18.800]  問題就是
[00:16:18.800 --> 00:16:20.800]  接著又怎樣呢?
[00:16:20.800 --> 00:16:22.800]  大衛能夠怎樣做呢?
[00:16:22.800 --> 00:16:23.800]  除了咒詛
[00:16:23.800 --> 00:16:25.800]  除了逃避之外
[00:16:25.800 --> 00:16:26.800]  當然在詩篇裡
[00:16:26.800 --> 00:16:28.800]  我剛才已經讀一次
[00:16:28.800 --> 00:16:29.800]  就發現
[00:16:29.800 --> 00:16:32.800]  大衛永遠都是回到上帝那裡
[00:16:32.800 --> 00:16:35.800]  所有的新訴詩
[00:16:35.800 --> 00:16:37.800]  詩篇都有一個共通點
[00:16:37.800 --> 00:16:39.800]  就是無論情況多惡劣
[00:16:39.800 --> 00:16:41.800]  環境多失控
[00:16:41.800 --> 00:16:43.800]  內心多痛苦
[00:16:43.800 --> 00:16:45.800]  精神多惶恐
[00:16:45.800 --> 00:16:46.800]  多受委屈
[00:16:46.800 --> 00:16:49.800]  詩人永遠都不會忘記
[00:16:49.800 --> 00:16:52.800]  上帝才能夠幫助他
[00:16:52.800 --> 00:16:54.800]  上帝永遠都能夠幫助他
[00:16:54.800 --> 00:16:58.800]  也從來不放棄對上帝的信任
[00:16:58.800 --> 00:17:00.800]  和依賴
[00:17:00.800 --> 00:17:03.800]  所以在二十二、二十三節裡說
[00:17:03.800 --> 00:17:05.800]  你要將你的重擔
[00:17:05.800 --> 00:17:07.800]  這是憤悔的說話
[00:17:07.800 --> 00:17:08.800]  是對讀者說的
[00:17:08.800 --> 00:17:09.800]  當然對讀者說
[00:17:09.800 --> 00:17:11.800]  也是對自己說
[00:17:11.800 --> 00:17:12.800]  但是對自己說
[00:17:12.800 --> 00:17:14.800]  可能太近了
[00:17:14.800 --> 00:17:17.800]  就轉個方向向讀者說
[00:17:17.800 --> 00:17:19.800]  然後自己就變成讀者
[00:17:19.800 --> 00:17:22.800]  一樣在聽這句話合不合理
[00:17:22.800 --> 00:17:24.800]  真的能夠將自己的重擔
[00:17:24.800 --> 00:17:26.800]  賒給耶和華
[00:17:26.800 --> 00:17:28.800]  你要將你的重擔賒給耶和華
[00:17:28.800 --> 00:17:30.800]  祂必然撫養你
[00:17:30.800 --> 00:17:32.800]  祂必不叫二人動搖
[00:17:32.800 --> 00:17:33.800]  甚也你必使惡人
[00:17:33.800 --> 00:17:36.800]  下入滅亡的坑流人血
[00:17:36.800 --> 00:17:38.800]  行詭詐的人必活不到半世
[00:17:38.800 --> 00:17:40.800]  這裡也顯示了一些的奏助
[00:17:40.800 --> 00:17:42.800]  一些的預期期望
[00:17:42.800 --> 00:17:45.800]  但是我要依靠你
[00:17:45.800 --> 00:17:49.800]  其實如果你看解決的方案
[00:17:49.800 --> 00:17:51.800]  其實沒有解決的方案
[00:17:51.800 --> 00:17:54.800]  依賴耶和華將重擔賒給耶和華
[00:17:54.800 --> 00:17:57.800]  最多也是一種面對的辦法
[00:17:57.800 --> 00:18:00.800]  因為擔子仍然在
[00:18:00.800 --> 00:18:01.800]  賒給耶和華
[00:18:01.800 --> 00:18:04.800]  但是你仍然活在這樣的場景裡
[00:18:04.800 --> 00:18:06.800]  我太太讀舊約的時候
[00:18:06.800 --> 00:18:08.800]  有位老師Hazel
[00:18:08.800 --> 00:18:09.800]  Dr. Hazel Bullock
[00:18:09.800 --> 00:18:11.800]  她就說過一句這樣的話
[00:18:11.800 --> 00:18:12.800]  她說很多時候
[00:18:12.800 --> 00:18:13.800]  詩篇並沒有
[00:18:13.800 --> 00:18:14.800]  尤其是新數詩
