
[00:00:00.000 --> 00:00:04.560]  真是好 我們一起思想北宣家的核心價值
[00:01:46.000 --> 00:01:52.180]  第一 你要盡心盡性盡意盡力的愛主你的神
[00:01:52.180 --> 00:01:56.820]  第二 就是愛你的鄰舍 好像自己一樣愛人
[00:01:56.820 --> 00:02:02.520]  愛神愛人 就將整個信仰的總綱都講出來
[00:02:02.520 --> 00:02:05.840]  果然厲害 這個律法師雖然他自己很廢
[00:02:05.840 --> 00:02:08.620]  我們不講他了 但是他真的講得對
[00:02:08.620 --> 00:02:11.560]  可以總結整個信仰的
[00:02:11.560 --> 00:02:14.460]  其實這兩件事 也就是我們知道
[00:02:14.460 --> 00:02:18.160]  事實上我們說的這個十誡裡面的兩個部分
[00:02:18.160 --> 00:02:21.220]  前面那五誡講的是盡心盡意盡力
[00:02:21.220 --> 00:02:23.820]  去愛主你的神 後面那裡
[00:02:23.820 --> 00:02:26.380]  剛才我們沒有讀下去 第十二字開始了
[00:02:26.380 --> 00:02:28.800]  當後敬父母 殺人幫他偷渡 幫他姦淫
[00:02:28.800 --> 00:02:32.300]  那裡就講到我們對鄰舍 我們對周圍的人
[00:02:32.300 --> 00:02:37.020]  今天我們不看後面那一部分 只看前面那一部分
[00:02:37.020 --> 00:02:40.020]  當我們說我們要盡心盡性盡意盡力
[00:02:40.020 --> 00:02:44.200]  去愛神的時候 究竟是什麼意思?
[00:02:44.200 --> 00:02:47.520]  大家都會說 我說北宣家很尊重這件事
[00:02:47.520 --> 00:02:50.220]  我們每一個弟兄姊妹都要向著這個方向
[00:02:50.220 --> 00:02:52.700]  去事實上提醒自己去努力的
[00:02:52.700 --> 00:02:56.100]  成為一個愛神的人 尊重神的人
[00:02:56.100 --> 00:02:59.680]  以神為中心的人 但是具體有什麼意思呢?
[00:02:59.680 --> 00:03:02.460]  怎麼做呢?是有什麼內容呢?
[00:03:02.460 --> 00:03:04.940]  好啊 感謝神 今天我們就用這個十誡
[00:03:04.940 --> 00:03:08.060]  前面這五誡去看深入一點 好嗎?
[00:03:08.060 --> 00:03:13.800]  我們花一點時間一起去走一走這條這樣的旅程
[00:03:13.800 --> 00:03:17.960]  這個十誡的前面這五條
[00:03:17.960 --> 00:03:22.720]  究竟是哪五句呢?我相信很多人都會背的
[00:03:22.720 --> 00:03:27.240]  不過我覺得始終我們應該好好地
[00:03:27.240 --> 00:03:29.840]  再拿出來讀一讀 好嗎?
[00:03:29.840 --> 00:03:31.880]  那我先讀 講到那一誡的時候
[00:03:31.880 --> 00:03:34.880]  我邀請大家跟我一起讀
[00:03:34.880 --> 00:03:38.680]  好 第一條就是第二節
[00:03:38.680 --> 00:03:42.920]  那裡說「我是耶和華 你的神」
[00:03:42.920 --> 00:03:44.680]  第一條
[00:03:44.680 --> 00:03:47.600]  第二條就是第三節
[00:03:47.600 --> 00:03:54.040]  「除我以外 你不可有別的神」
[00:03:54.040 --> 00:03:55.840]  第三條
[00:03:55.840 --> 00:04:01.880]  「不可為自己做偶像」 就是第四節
[00:04:01.880 --> 00:04:05.000]  第四條 第七節
[00:04:05.000 --> 00:04:11.920]  「不可忘稱你耶和華的神的名」
[00:04:11.920 --> 00:04:14.160]  第五條 第八節
[00:04:14.160 --> 00:04:18.680]  「要紀念安息人」 就是這五條了
[00:04:18.680 --> 00:04:20.120]  是不是? 大家很熟悉
[00:04:20.120 --> 00:04:23.000]  好 我們一起來試一下 試想一下
[00:04:23.000 --> 00:04:28.560]  今天我知道很多的頂尖智慧都很熟悉這五條的誡命
[00:04:28.560 --> 00:04:33.040]  那我今天會試一下從一些可能你不會事實上想到
[00:04:33.040 --> 00:04:37.080]  或者比較沒有留心到的角度去看 好嗎?
[00:04:37.080 --> 00:04:38.520]  那第一個補充
[00:04:38.520 --> 00:04:43.120]  第二 我就比較大膽的
[00:04:43.120 --> 00:04:47.720]  和大家來到很現實的來看看這五條的要求
[00:04:47.720 --> 00:04:49.520]  和實踐方面
[00:04:49.520 --> 00:04:52.440]  有些我說法可能你未必會贊成的
[00:04:52.440 --> 00:04:55.320]  我現在60歲之後什麼都敢說
[00:04:55.320 --> 00:04:58.080]  所以我不怕 你不喜歡的 你不贊成的
[00:04:58.080 --> 00:04:59.640]  那你就有空想一下
[00:04:59.640 --> 00:05:01.240]  那不一定要贊成我的
[00:05:01.240 --> 00:05:02.920]  不過我覺得我想說的
[00:05:02.920 --> 00:05:06.480]  我覺得合乎真理的我就要說出來 好嗎?
[00:05:06.480 --> 00:05:09.200]  所以待會我解釋這幾條的時候
[00:05:09.200 --> 00:05:12.560]  有些弟兄姊妹對這幾條的誡命
[00:05:12.560 --> 00:05:15.400]  或者甚至我們基督徒的生活的守則
[00:05:15.400 --> 00:05:18.760]  我們有一點點的僵化和有一點誤解
[00:05:18.760 --> 00:05:21.560]  不一定是錯的 不過不一定需要這樣做
[00:05:21.560 --> 00:05:24.200]  好 你有什麼要說的 你應該自己說給我聽
[00:05:24.200 --> 00:05:27.320]  現在說吧 第一條
[00:05:27.320 --> 00:05:29.040]  第一條那裡是第二節
[00:05:29.040 --> 00:05:30.400]  我們一起讀 好嗎?
[00:05:30.400 --> 00:05:32.320]  這次我們一起讀
[00:05:32.320 --> 00:05:35.800]  「我是耶和華 你的神」
[00:05:35.800 --> 00:05:38.880]  好 這條有什麼特別?
[00:05:38.880 --> 00:05:41.360]  有幾樣東西是很特別的
[00:05:41.360 --> 00:05:44.680]  很特別的 因為接著你看清楚
[00:05:44.680 --> 00:05:48.480]  它就加了一個原因
[00:05:48.480 --> 00:05:54.920]  因為神曾經將你從埃及地
[00:05:54.920 --> 00:05:58.080]  從維奴之家領出
[00:05:58.080 --> 00:06:01.080]  這兩句話是對以色列人說的
[00:06:01.080 --> 00:06:02.960]  不過這裡我留心有兩樣東西
[00:06:02.960 --> 00:06:05.840]  第一 其實這裡神說
[00:06:05.840 --> 00:06:08.280]  「我是天地宇宙的主宰 我是神」
[00:06:08.280 --> 00:06:10.080]  這個東西都不用跟你爭辯的
[00:06:10.080 --> 00:06:12.280]  神從來都不和人爭辯的
[00:06:12.280 --> 00:06:14.320]  創世記第一章第一節就說
[00:06:14.320 --> 00:06:16.360]  起初神創造戰隊都不用爭辯
[00:06:16.360 --> 00:06:18.320]  有沒有神這樣的問題
[00:06:18.320 --> 00:06:21.360]  神說「我是神」根本就是你喜歡不喜歡
[00:06:21.360 --> 00:06:23.400]  你承認不承認
[00:06:23.400 --> 00:06:25.720]  你接納不接納不關你的事
[00:06:25.720 --> 00:06:27.560]  也都不關我的事 我根本就是神
[00:06:27.560 --> 00:06:29.160]  我不需要和你慢慢爭辯的
[00:06:29.160 --> 00:06:31.520]  不過這裡有一個很重要的地方
[00:06:31.520 --> 00:06:32.800]  「我是宇宙的神」
[00:06:32.800 --> 00:06:34.600]  不過這句話的重要性就是
[00:06:34.600 --> 00:06:38.400]  「我是你的神」
[00:06:38.400 --> 00:06:41.000]  「我要成為你的神」
[00:06:41.000 --> 00:06:43.400]  不是一個普遍的概念
[00:06:43.400 --> 00:06:45.920]  而是在你的生命當中
[00:06:45.920 --> 00:06:48.400]  我要成為你的神
[00:06:48.400 --> 00:06:50.480]  為甚麼?
[00:06:50.480 --> 00:06:52.400]  神說有理由
[00:06:52.400 --> 00:06:55.680]  因為我救了你
[00:06:55.680 --> 00:06:57.240]  你回顧你的生命
[00:06:57.240 --> 00:06:58.440]  以色列人
[00:06:58.440 --> 00:07:00.040]  你昔日在埃及的時候
[00:07:00.040 --> 00:07:02.520]  那種奴隸豬狗都不如
[00:07:02.520 --> 00:07:03.840]  生命沒有價值
[00:07:03.840 --> 00:07:05.000]  沒有自由
[00:07:05.000 --> 00:07:06.720]  是我白白的救了你
[00:07:06.720 --> 00:07:07.920]  你記得這件事
[00:07:07.920 --> 00:07:10.440]  這幾句說話在舊約裏面
[00:07:10.440 --> 00:07:14.080]  有人說可能是出現最多的現象的說話
[00:07:14.080 --> 00:07:15.520]  經常提醒他們
[00:07:15.520 --> 00:07:17.160]  因為我救了你
[00:07:17.160 --> 00:07:18.560]  你本來不是這樣的
[00:07:18.560 --> 00:07:19.840]  現在我和你說話的時候
[00:07:19.840 --> 00:07:20.960]  你在抗爭
[00:07:20.960 --> 00:07:22.320]  你是自由人
[00:07:22.320 --> 00:07:24.160]  你根本沒有理由有自由的
[00:07:24.160 --> 00:07:25.560]  是我救了你
[00:07:25.560 --> 00:07:26.880]  你記住這件事
[00:07:26.880 --> 00:07:28.560]  然後我對你有要求
[00:07:28.560 --> 00:07:30.400]  大家知道十誡是怎樣來的
[00:07:30.400 --> 00:07:31.840]  十誡的情況下
[00:07:31.840 --> 00:07:32.600]  其實很有意思
[00:07:32.600 --> 00:07:33.800]  有些人說十誡是舊約
[00:07:33.800 --> 00:07:34.800]  新約不用守了
[00:07:34.800 --> 00:07:35.400]  不是的
[00:07:35.400 --> 00:07:36.440]  舊約裏面
[00:07:36.440 --> 00:07:37.120]  有些東西
[00:07:37.120 --> 00:07:38.480]  新約一直延續下去的
[00:07:38.480 --> 00:07:40.720]  如果你去一些比較傳統的教會
[00:07:40.720 --> 00:07:41.720]  有時候崇拜的時候
[00:07:41.720 --> 00:07:43.240]  還要唸十誡的
[00:07:43.240 --> 00:07:44.640]  不是說新約舊約
[00:07:44.640 --> 00:07:46.040]  而是十誡的意思就是
[00:07:46.040 --> 00:07:47.480]  當日以色列人在抗爭的時候
[00:07:47.480 --> 00:07:48.760]  你知道的
[00:07:48.760 --> 00:07:49.600]  我不喜歡這些
[00:07:49.600 --> 00:07:50.040]  不喜歡那些
[00:07:50.040 --> 00:07:50.560]  又沒有東西吃
[00:07:50.560 --> 00:07:51.440]  又沒有水喝
[00:07:51.440 --> 00:07:51.920]  是吧?
[00:07:51.920 --> 00:07:53.200]  又不知道去哪裡好
[00:07:53.200 --> 00:07:55.920]  情願回埃及死也有個葬
[00:07:55.920 --> 00:07:57.720]  這樣說的時候
[00:07:57.720 --> 00:07:58.560]  其實心裏面
[00:07:58.560 --> 00:08:00.000]  我也不知道耶和華是誰
[00:08:00.000 --> 00:08:01.800]  現在我怎樣走這條路
[00:08:01.800 --> 00:08:02.760]  很難走的
[00:08:02.760 --> 00:08:05.280]  在埃及出來之後
[00:08:05.280 --> 00:08:06.240]  於是神說
[00:08:06.240 --> 00:08:07.040]  好
[00:08:07.040 --> 00:08:08.720]  你不知道我是誰
[00:08:08.720 --> 00:08:10.240]  你經常說有這樣那樣
[00:08:10.240 --> 00:08:12.480]  要求很多
[00:08:12.480 --> 00:08:13.040]  於是你說
[00:08:13.040 --> 00:08:13.520]  好啊 神說
[00:08:13.520 --> 00:08:13.800]  好
[00:08:13.800 --> 00:08:14.840]  一次過告訴你
[00:08:14.840 --> 00:08:16.720]  我對你的要求是甚麼
[00:08:16.720 --> 00:08:17.680]  十誡
[00:08:17.680 --> 00:08:18.440]  簡簡單單
[00:08:18.440 --> 00:08:19.640]  十條告訴你
[00:08:19.640 --> 00:08:21.160]  這個是我對你的
[00:08:21.160 --> 00:08:23.440]  所有相信神的基督徒的要求
[00:08:23.440 --> 00:08:26.600]  或者我們說信主的人的要求
[00:08:26.600 --> 00:08:27.800]  這十條裏面
[00:08:27.800 --> 00:08:31.680]  其實是神宣佈他的要求
[00:08:31.680 --> 00:08:34.640]  我知道有些人看十誡看成戒命
[00:08:34.640 --> 00:08:36.560]  我又不是很喜歡中文這個戒字
[00:08:36.560 --> 00:08:40.440]  戒字其實最主要的來源是佛教
[00:08:40.440 --> 00:08:42.720]  諸法戒
[00:08:42.720 --> 00:08:44.160]  戒 戒 戒
[00:08:44.160 --> 00:08:45.840]  戒了之後不讓做這件事
[00:08:45.840 --> 00:08:47.120]  不讓做那件事
[00:08:47.120 --> 00:08:49.400]  尤其是我們後現代
[00:08:49.400 --> 00:08:50.960]  很不喜歡戒的
[00:08:50.960 --> 00:08:52.040]  為甚麼不讓呢
[00:08:52.040 --> 00:08:52.640]  是呀
[00:08:52.640 --> 00:08:54.200]  剛才那十五條裏面有三條
[00:08:54.200 --> 00:08:55.600]  不可 不可 不可的
[00:08:55.600 --> 00:08:57.000]  很多東西不可
[00:08:57.000 --> 00:08:58.880]  好像很煩
[00:08:58.880 --> 00:09:00.640]  好像很專制
[00:09:00.640 --> 00:09:01.400]  不可做這件事
[00:09:01.400 --> 00:09:02.400]  不可做那件事
[00:09:02.400 --> 00:09:03.400]  我想告訴你
[00:09:03.400 --> 00:09:05.160]  其實神沒有告訴我們
[00:09:05.160 --> 00:09:05.840]  不可做這件事
[00:09:05.840 --> 00:09:07.040]  不可做那件事
[00:09:07.040 --> 00:09:08.200]  一定要你做這件事
[00:09:08.200 --> 00:09:09.280]  不是這樣
[00:09:09.280 --> 00:09:12.720]  表面的用權威壓我們
[00:09:12.720 --> 00:09:13.280]  不是
[00:09:13.280 --> 00:09:16.480]  神第一句告訴我們一件事
[00:09:16.480 --> 00:09:17.440]  我對你有要求
[00:09:17.440 --> 00:09:18.600]  為甚麼
[00:09:18.600 --> 00:09:22.400]  因為我是拯救
[00:09:22.400 --> 00:09:24.080]  當我預備這段講道的時候
[00:09:24.080 --> 00:09:25.120]  我自己在神面前
[00:09:25.120 --> 00:09:27.120]  看到這句我自己很震撼
[00:09:27.120 --> 00:09:27.680]  因為為甚麼
[00:09:27.680 --> 00:09:30.880]  我想起我自己的人生
[00:09:30.880 --> 00:09:32.680]  想起我44年前信耶穌
[00:09:32.680 --> 00:09:34.440]  我不需要在這裏再講這些建制
[00:09:34.440 --> 00:09:35.360]  有些人聽過了
[00:09:35.360 --> 00:09:35.960]  是吧
[00:09:35.960 --> 00:09:37.280]  我記得我44年前
[00:09:37.280 --> 00:09:40.720]  未信耶穌之前的衰樣
[00:09:40.720 --> 00:09:42.720]  那些無聊樣
[00:09:42.720 --> 00:09:44.480]  那些生命沒有意思
[00:09:44.480 --> 00:09:46.840]  然後神沒有理由救我
[00:09:46.840 --> 00:09:48.480]  救了我
[00:09:48.480 --> 00:09:51.080]  在過去這四十多年裏面
[00:09:51.080 --> 00:09:52.960]  幾經風浪人生
[00:09:52.960 --> 00:09:54.200]  又救完又救
[00:09:54.200 --> 00:09:55.000]  救完又救
[00:09:55.000 --> 00:09:55.880]  愛完又愛
[00:09:55.880 --> 00:09:57.440]  賒面完又賒面
[00:09:57.440 --> 00:09:59.000]  一直數回頭的時候
[00:09:59.000 --> 00:10:02.240]  說我怎可以不將這個神作為我的神
[00:10:02.240 --> 00:10:04.040]  就是這麼簡單
[00:10:04.040 --> 00:10:05.560]  請你同樣的理由
[00:10:05.560 --> 00:10:07.400]  來面對這個十誡神的要求
[00:10:07.400 --> 00:10:10.520]  神要求我是神了
[00:10:10.520 --> 00:10:11.760]  你不抵得了
[00:10:11.760 --> 00:10:12.680]  我就要你做
[00:10:12.680 --> 00:10:13.880]  不是這樣
[00:10:13.880 --> 00:10:15.960]  神說我救了你
[00:10:15.960 --> 00:10:17.560]  我是宇宙的神
[00:10:17.560 --> 00:10:18.840]  可能與你無關
[00:10:18.840 --> 00:10:20.440]  不過現在我要做你的神
[00:10:20.440 --> 00:10:22.800]  因為我救了你
[00:10:22.800 --> 00:10:24.080]  我這裏有少許感動
[00:10:24.080 --> 00:10:26.200]  我想給你二十秒
[00:10:26.200 --> 00:10:28.200]  短短的時間不多
[00:10:28.200 --> 00:10:29.800]  不如你想想你的人生過去
[00:10:29.800 --> 00:10:31.800]  神怎樣救你
[00:10:31.800 --> 00:10:51.960]  記得了
[00:10:51.960 --> 00:10:53.560]  想起來了
[00:10:53.560 --> 00:10:54.960]  就是這樣
[00:10:54.960 --> 00:10:56.000]  神這樣救你
[00:10:56.000 --> 00:11:01.200]  所以神對你說我要做你的神
[00:11:01.200 --> 00:11:03.560]  不是因為祂是創造天地的主宰
[00:11:03.560 --> 00:11:04.760]  不是一個理論
[00:11:04.760 --> 00:11:05.880]  兄弟姐妹
[00:11:05.880 --> 00:11:08.080]  我們的信仰不是一個理論
[00:11:08.080 --> 00:11:10.640]  我們的信仰是神今天要與你結盟
[00:11:10.640 --> 00:11:11.960]  與你立約
[00:11:11.960 --> 00:11:13.280]  要做你的神
[00:11:13.280 --> 00:11:16.720]  因為祂曾經在你的人生當中
[00:11:16.720 --> 00:11:19.800]  明白你 認識你 了解你
[00:11:19.800 --> 00:11:21.800]  找到你 救了你
[00:11:22.120 --> 00:11:23.640]  有很多弟兄姐妹
[00:11:23.640 --> 00:11:25.640]  甚至很多基督徒
[00:11:25.640 --> 00:11:27.640]  說得不好聽一點
[00:11:27.640 --> 00:11:31.640]  他們是基督徒
[00:11:31.640 --> 00:11:34.120]  在信仰上
[00:11:34.120 --> 00:11:34.920]  理論上
[00:11:34.920 --> 00:11:36.920]  他們是有神論者
[00:11:36.920 --> 00:11:38.920]  但在生活上是無神論者
[00:11:38.920 --> 00:11:40.920]  你明白我說甚麼嗎?
[00:11:40.920 --> 00:11:42.920]  有很多人你問他信不信神
[00:11:42.920 --> 00:11:43.920]  他信
[00:11:43.920 --> 00:11:45.920]  未信耶穌的朋友跟他說
[00:11:45.920 --> 00:11:46.920]  我都不知道有沒有神
[00:11:46.920 --> 00:11:48.920]  他還舉出幾個論證
[00:11:48.920 --> 00:11:52.920]  不過他過去一個星期裏面
[00:11:52.920 --> 00:11:54.920]  他做所有的決定
[00:11:54.920 --> 00:11:56.920]  他的喜怒哀樂
[00:11:56.920 --> 00:11:59.920]  他的價值觀念與神完全無關
[00:11:59.920 --> 00:12:01.920]  這些我叫他做
[00:12:01.920 --> 00:12:03.920]  信仰上的有神論者
[00:12:03.920 --> 00:12:05.920]  但生活上的無神論者
[00:12:05.920 --> 00:12:07.920]  神與他無關
[00:12:07.920 --> 00:12:10.920]  這裏而已
[00:12:10.920 --> 00:12:12.920]  我不要這種
[00:12:12.920 --> 00:12:14.920]  我要做你的神
[00:12:14.920 --> 00:12:16.920]  因為我救了你
[00:12:16.920 --> 00:12:18.920]  這是第一樣
[00:12:18.920 --> 00:12:20.920]  第二句
[00:12:20.920 --> 00:12:22.920]  第三節了
[00:12:22.920 --> 00:12:24.920]  我們一起讀好嗎?
[00:12:24.920 --> 00:12:26.920]  除我以外
[00:12:26.920 --> 00:12:30.920]  你不可有別的神
[00:12:30.920 --> 00:12:32.920]  除我以外
[00:12:32.920 --> 00:12:34.920]  你不可有別的神
[00:12:34.920 --> 00:12:36.920]  這句中文的翻譯
[00:12:36.920 --> 00:12:39.920]  有些沒有講到
[00:12:39.920 --> 00:12:44.920]  那個精髓和那個精神
[00:12:44.920 --> 00:12:48.920]  精髓和那個特質出來
[00:12:48.920 --> 00:12:50.920]  因為那個很難的
[00:12:50.920 --> 00:12:52.920]  希伯來文前後的次序
[00:12:52.920 --> 00:12:56.920]  其實那個原文的意思是有點這樣
[00:12:56.920 --> 00:12:58.920]  首先他說你不可以有其他神
[00:12:58.920 --> 00:13:00.920]  You shall have no other gods
[00:13:00.920 --> 00:13:02.920]  但我想大家留意
[00:13:02.920 --> 00:13:04.920]  跟著他再加多一句
[00:13:04.920 --> 00:13:07.920]  In front of me
[00:13:07.920 --> 00:13:09.920]  在我面前
[00:13:09.920 --> 00:13:11.920]  或者直譯就是
[00:13:11.920 --> 00:13:13.920]  Over my face
[00:13:13.920 --> 00:13:15.920]  Before my face
[00:13:15.920 --> 00:13:18.920]  就是說在我面前
[00:13:18.920 --> 00:13:21.920]  你不可以有其他神
[00:13:21.920 --> 00:13:23.920]  說什麼呢?
[00:13:23.920 --> 00:13:25.920]  不是
[00:13:25.920 --> 00:13:28.920]  重要的是我們剛才第一條誡命說了
[00:13:28.920 --> 00:13:32.920]  我們和神建立一個特別的關係
[00:13:32.920 --> 00:13:33.920]  因為神找到你
[00:13:33.920 --> 00:13:35.920]  你認識他
[00:13:35.920 --> 00:13:36.920]  因為他要做你的神
[00:13:36.920 --> 00:13:38.920]  然後神要看著你的時候
[00:13:38.920 --> 00:13:40.920]  發覺有些東西在上面遮住了
[00:13:40.920 --> 00:13:43.920]  神說我不要有任何東西遮住
[00:13:43.920 --> 00:13:46.920]  我和你之間在我面上遮擋
[00:13:46.920 --> 00:13:48.920]  沒有東西可以阻擋住
[00:13:48.920 --> 00:13:51.920]  那個就是你所稱為的「God」
[00:13:51.920 --> 00:13:53.920]  只有一個神
[00:13:53.920 --> 00:13:55.920]  就是我和你
[00:13:55.920 --> 00:13:57.920]  有任何東西遮住的話
[00:13:57.920 --> 00:13:59.920]  在我面前就遮住了
[00:13:59.920 --> 00:14:00.920]  這樣
[00:14:00.920 --> 00:14:03.920]  這個就是我不能夠接受的
[00:14:03.920 --> 00:14:05.920]  那那個是什麼呢?
[00:14:05.920 --> 00:14:07.920]  那你才知道了
[00:14:07.920 --> 00:14:09.920]  每個人都有那些東西
[00:14:09.920 --> 00:14:11.920]  總之有些什麼東西
[00:14:11.920 --> 00:14:14.920]  令到在神的眼前
[00:14:14.920 --> 00:14:16.920]  遮住了他
[00:14:16.920 --> 00:14:17.920]  以致你見不到他
[00:14:17.920 --> 00:14:20.920]  也都以致他不能夠見到你的話
[00:14:20.920 --> 00:14:23.920]  這個就是那個
[00:14:23.920 --> 00:14:25.920]  別的神
[00:14:25.920 --> 00:14:28.920]  就是你那個別的神
[00:14:28.920 --> 00:14:30.920]  有時可能是你的罪
[00:14:30.920 --> 00:14:33.920]  犯完又犯,犯完又犯
[00:14:33.920 --> 00:14:36.920]  有時是你的憂慮
[00:14:36.920 --> 00:14:39.920]  有時是你的懷疑
[00:14:39.920 --> 00:14:42.920]  有時是某一個人
[00:14:42.920 --> 00:14:45.920]  有時是你的事業
[00:14:45.920 --> 00:14:48.920]  有時是某一種娛樂
[00:14:48.920 --> 00:14:51.920]  有時是一種追尋的夢想
[00:14:51.920 --> 00:14:53.920]  總而言之
[00:14:53.920 --> 00:14:56.920]  你發覺你有些東西遮住了
[00:14:56.920 --> 00:14:58.920]  以致你發覺你見不到神的話
[00:14:58.920 --> 00:15:03.920]  那樣就是這條誡命所說的話
[00:15:03.920 --> 00:15:05.920]  耶穌說得很有意思
[00:15:05.920 --> 00:15:06.920]  在八福裡面
[00:15:06.920 --> 00:15:08.920]  清心的人有福,記得嗎?
[00:15:08.920 --> 00:15:10.920]  因為什麼?
[00:15:10.920 --> 00:15:13.920]  他們必得見神
[00:15:13.920 --> 00:15:15.920]  要清心就可以見到神了
[00:15:15.920 --> 00:15:16.920]  為什麼?
[00:15:16.920 --> 00:15:18.920]  神是無所不在的
[00:15:18.920 --> 00:15:20.920]  為什麼見不到?就是見不到
[00:15:20.920 --> 00:15:21.920]  神在這裡你都見不到
[00:15:21.920 --> 00:15:22.920]  因為那些東西遮住了
[00:15:22.920 --> 00:15:25.920]  那些是什麼?你自己知道
[00:15:25.920 --> 00:15:28.920]  你自己和神都知道
[00:15:28.920 --> 00:15:30.920]  你自己去搞定
[00:15:30.920 --> 00:15:33.920]  那樣東西,以致你沒辦法
[00:15:33.920 --> 00:15:34.920]  能夠溝通到神
[00:15:34.920 --> 00:15:36.920]  有些人說這樣很難
[00:15:36.920 --> 00:15:38.920]  我也不知道行不行
[00:15:38.920 --> 00:15:39.920]  我很多東西都很愛的
[00:15:39.920 --> 00:15:42.920]  我很愛我的兒子
[00:15:42.920 --> 00:15:43.920]  我這麼疼我的兒子
[00:15:43.920 --> 00:15:44.920]  怎麼辦?
[00:15:44.920 --> 00:15:47.920]  我好像阿巴拉罕那樣
[00:15:47.920 --> 00:15:49.920]  要勸他?
[00:15:49.920 --> 00:15:52.920]  不是,你仍然可以很愛你的兒子
[00:15:52.920 --> 00:15:55.920]  你說我很關心我的生意和工作
[00:15:55.920 --> 00:15:57.920]  我真的投入了心裡
[00:15:57.920 --> 00:15:58.920]  那算不算?
[00:15:58.920 --> 00:16:00.920]  你自己知道
[00:16:00.920 --> 00:16:03.920]  當你發覺那樣東西和你爭奪神的時候
[00:16:03.920 --> 00:16:05.920]  你會為了那樣東西的緣故
[00:16:05.920 --> 00:16:07.920]  你會犧牲神,你明白嗎?
[00:16:07.920 --> 00:16:10.920]  會犧牲神而要那樣東西的時候
[00:16:10.920 --> 00:16:14.920]  那樣東西就是你必得神
[00:16:14.920 --> 00:16:17.920]  你自己會衡量得到
[00:16:17.920 --> 00:16:21.920]  不是表示我們不可以追尋世界上的東西
[00:16:21.920 --> 00:16:23.920]  我們都是人,是吧?
[00:16:23.920 --> 00:16:24.920]  我們做好工作
[00:16:24.920 --> 00:16:26.920]  我們很愛我們的家庭
[00:16:26.920 --> 00:16:29.920]  有些娛樂我們很喜歡,沒問題的
[00:16:29.920 --> 00:16:31.920]  你喜歡那樣娛樂,沒問題的
[00:16:31.920 --> 00:16:33.920]  不過你自己知道
[00:16:33.920 --> 00:16:36.920]  當那樣東西遮住了你和神的關係
[00:16:36.920 --> 00:16:38.920]  當那樣東西一出現的時候
[00:16:38.920 --> 00:16:41.920]  你就會犧牲神而要那樣東西的時候
[00:16:41.920 --> 00:16:44.920]  那樣東西就開始不見了
[00:16:44.920 --> 00:16:47.920]  大家明白我的意思嗎?
[00:16:47.920 --> 00:16:51.920]  除我以外,不可有別的神
[00:16:51.920 --> 00:16:52.920]  神的意思是
[00:16:52.920 --> 00:16:57.920]  你不可以有任何東西在我的面前阻礙我
