
[00:00:00.000 --> 00:00:08.000]  天父求你安靜我們的心,叫我們的心能夠聽到你的話語
[00:04:50.000 --> 00:04:52.000]  我們看一看在《屋市》那裡
[00:04:52.000 --> 00:04:54.000]  第144頁
[00:04:54.000 --> 00:05:02.000]  這裡是幾個經文都提到牧人
[00:05:02.000 --> 00:05:06.000]  第一段就是《耶利米書》第23章第1至4節
[00:05:06.000 --> 00:05:07.000]  耶和說
[00:05:07.000 --> 00:05:13.000]  那些殘害趕散我草場之羊的牧人有禍了
[00:05:13.000 --> 00:05:19.000]  這一段的經文是跟我們今晚第34章是很相似的
[00:05:19.000 --> 00:05:21.000]  他說他們有禍了
[00:05:21.000 --> 00:05:22.000]  又是說有禍了
[00:05:22.000 --> 00:05:24.000]  耶和說以色列的神
[00:05:24.000 --> 00:05:28.000]  斥責那些牧養他百姓的牧人
[00:05:28.000 --> 00:05:33.000]  如此說你們趕散我的羊群沒有看顧他們
[00:05:33.000 --> 00:05:36.000]  我必討你們行惡的罪
[00:05:36.000 --> 00:05:38.000]  這是耶和說的
[00:05:38.000 --> 00:05:41.000]  我要將我羊群當中所剩餘的
[00:05:41.000 --> 00:05:44.000]  從我趕他們到各國那裡
[00:05:44.000 --> 00:05:46.000]  就要招聚他們回來
[00:05:46.000 --> 00:05:48.000]  即是那些羊是打散了
[00:05:48.000 --> 00:05:52.000]  因為那些牧羊人沒有很好的照料他們
[00:05:52.000 --> 00:05:54.000]  要領他們回來本圈
[00:05:54.000 --> 00:05:56.000]  他們也必生養眾多
[00:05:56.000 --> 00:05:59.000]  我必設立照管他的牧人
[00:05:59.000 --> 00:06:01.000]  這是一個新的牧人
[00:06:01.000 --> 00:06:04.000]  舊的牧人是失職的牧人
[00:06:04.000 --> 00:06:06.000]  是不照顧羊群的牧人
[00:06:06.000 --> 00:06:09.000]  是連累到羊群被打散了
[00:06:09.000 --> 00:06:11.000]  但是這一道神給他的允許
[00:06:11.000 --> 00:06:13.000]  待會我們看第34章
[00:06:13.000 --> 00:06:17.000]  一樣對他們有這幫被打散的羊
[00:06:17.000 --> 00:06:20.000]  有一個允許就是說
[00:06:20.000 --> 00:06:24.000]  我將來會有一個更加好的牧人
[00:06:24.000 --> 00:06:26.000]  這個牧人是好到
[00:06:26.000 --> 00:06:28.000]  在約翰福音10章10節
[00:06:28.000 --> 00:06:30.000]  耶穌說了兩次
[00:06:30.000 --> 00:06:34.000]  這個牧羊人是為羊寫命
[00:06:34.000 --> 00:06:35.000]  是愛他們
[00:06:35.000 --> 00:06:39.000]  是愛到願意將自己的生命都談出來
[00:06:39.000 --> 00:06:41.000]  他說照顧他的牧人
[00:06:41.000 --> 00:06:42.000]  牧養他們
[00:06:42.000 --> 00:06:43.000]  他們不再懼怕
[00:06:43.000 --> 00:06:44.000]  不再驚慌
[00:06:44.000 --> 00:06:47.000]  也不缺少一個者是耶和說的
[00:06:47.000 --> 00:06:49.000]  所以這個耶利米書第23章
[00:06:49.000 --> 00:06:53.000]  和以西傑書第34章是平衡的
[00:06:53.000 --> 00:06:57.000]  以塞亞書第44章28節
[00:06:57.000 --> 00:06:59.000]  我們以前查以塞亞書的時候
[00:06:59.000 --> 00:07:00.000]  查過這裡的了
[00:07:00.000 --> 00:07:02.000]  他說論塞老士
[00:07:02.000 --> 00:07:03.000]  塞老士是誰呢
[00:07:03.000 --> 00:07:06.000]  塞老士英文叫做Syrus
[00:07:06.000 --> 00:07:08.000]  塞老士是個外邦人來的
[00:07:08.000 --> 00:07:11.000]  塞老士是波斯
[00:07:11.000 --> 00:07:13.000]  是今天的伊朗
[00:07:13.000 --> 00:07:14.000]  是波斯
[00:07:14.000 --> 00:07:17.000]  波斯是接觸巴比倫
[00:07:17.000 --> 00:07:20.000]  巴比倫是滅了南國
[00:07:20.000 --> 00:07:22.000]  然後一夜之間
[00:07:22.000 --> 00:07:25.000]  巴比倫是被波斯攻入了
[00:07:25.000 --> 00:07:28.000]  他最後那個王那件事
[00:07:28.000 --> 00:07:31.000]  神在牆上面手寫字
[00:07:31.000 --> 00:07:35.000]  那件事就是記載在丹爾里斯第五章
[00:07:35.000 --> 00:07:38.000]  一夜之間改朝換代
[00:07:38.000 --> 00:07:45.000]  就是塞老士波斯王出來
[00:07:45.000 --> 00:07:48.000]  塞老士波斯王是很善待
[00:07:48.000 --> 00:07:51.000]  那些其他國家的人
[00:07:51.000 --> 00:07:53.000]  所以這裡稱說
[00:07:53.000 --> 00:07:56.000]  塞老士是我的牧人
[00:07:56.000 --> 00:07:59.000]  所以牧人或者牧人
[00:07:59.000 --> 00:08:01.000]  神是可以用外邦人的
[00:08:01.000 --> 00:08:05.000]  好像尼布甲尼薩神稱呼他做我的牧人
[00:08:05.000 --> 00:08:09.000]  這裡他稱呼塞老士不認識神的
[00:08:09.000 --> 00:08:11.000]  是一個外邦的王
[00:08:11.000 --> 00:08:13.000]  稱他是他的牧人
[00:08:13.000 --> 00:08:16.000]  就是神將以色列民交給他
[00:08:16.000 --> 00:08:18.000]  他釋放他們回去
[00:08:18.000 --> 00:08:19.000]  這裡說
[00:08:19.000 --> 00:08:22.000]  神所起乎的事
[00:08:22.000 --> 00:08:25.000]  必定下令建造耶路撒冷
[00:08:25.000 --> 00:08:28.000]  他們已經全部被擄到巴比倫
[00:08:28.000 --> 00:08:32.000]  但是波斯王在他們巴比倫之後七十年
[00:08:32.000 --> 00:08:36.000]  耶利米斯先知預言他們將會在那裡七十年
[00:08:36.000 --> 00:08:38.000]  就會放他們回去
[00:08:38.000 --> 00:08:40.000]  放他們回去不是巴比倫
[00:08:40.000 --> 00:08:42.000]  因為巴比倫那時候已經不在了
[00:08:42.000 --> 00:08:46.000]  是透過塞老士的手放他們回去
[00:08:46.000 --> 00:08:50.000]  放他們回去就索羅巴巴建造耶路撒冷
[00:08:50.000 --> 00:08:53.000]  發明納穩聖殿的根基
[00:08:53.000 --> 00:08:56.000]  以塞亞書四十四章二十八節
[00:08:56.000 --> 00:08:58.000]  我們當時查以塞亞書
[00:08:58.000 --> 00:09:00.000]  這一段的話
[00:09:00.000 --> 00:09:02.000]  這一段的預言
[00:09:02.000 --> 00:09:04.000]  remarkable是什麼呢
[00:09:04.000 --> 00:09:07.000]  以塞亞是主前七百年
[00:09:07.000 --> 00:09:10.000]  主前七百年的時候
[00:09:10.000 --> 00:09:12.000]  是
[00:09:12.000 --> 00:09:14.000]  北國就沒有了
[00:09:14.000 --> 00:09:16.000]  南國還在
[00:09:16.000 --> 00:09:21.000]  距離他們第三次被擄586年
[00:09:21.000 --> 00:09:23.000]  還有一百十幾年
[00:09:23.000 --> 00:09:28.000]  一百十幾年之後去到巴比倫那裡還有七十年
[00:09:28.000 --> 00:09:33.000]  所以這個預言是塞老士釋放他們
[00:09:33.000 --> 00:09:36.000]  之前一百六十年預言的
[00:09:36.000 --> 00:09:38.000]  那時候還沒有波斯王朝
[00:09:38.000 --> 00:09:40.000]  連塞老士都還沒出生
[00:09:40.000 --> 00:09:42.000]  他們都還沒被擄的
[00:09:42.000 --> 00:09:44.000]  但是這裡已經說
[00:09:44.000 --> 00:09:46.000]  是下令建造耶路撒冷
[00:09:46.000 --> 00:09:50.000]  他們那時候在耶路撒冷已經有索羅門的聖殿在了
[00:09:50.000 --> 00:09:52.000]  所以這一段的預言
[00:09:52.000 --> 00:09:54.000]  以塞亞書是這麼remarkable
[00:09:54.000 --> 00:09:57.000]  成本以塞亞書裡面所講的
[00:09:57.000 --> 00:09:59.000]  包括去到第53章
[00:09:59.000 --> 00:10:02.000]  講那個尼塞亞來做什麼呢
[00:10:02.000 --> 00:10:04.000]  是那些預言
[00:10:04.000 --> 00:10:06.000]  remarkable到
[00:10:06.000 --> 00:10:09.000]  很多人說以塞亞是後來寫上去的
[00:10:09.000 --> 00:10:11.000]  第40章開始
[00:10:11.000 --> 00:10:13.000]  說安慰安慰我的百姓
[00:10:13.000 --> 00:10:15.000]  之後一路預言
[00:10:15.000 --> 00:10:16.000]  尼塞亞來
[00:10:16.000 --> 00:10:19.000]  包括這裡44章預言將來會發生的事
[00:10:19.000 --> 00:10:22.000]  新派的解釋就是
[00:10:22.000 --> 00:10:24.000]  這些是時候寫的
[00:10:24.000 --> 00:10:26.000]  沒可能預言得這麼準的
[00:10:26.000 --> 00:10:28.000]  直到什麼時候呢
[00:10:28.000 --> 00:10:30.000]  直到死海古卷出來
[00:10:30.000 --> 00:10:31.000]  所以死海古卷
[00:10:31.000 --> 00:10:33.000]  那個的重要性就是
[00:10:33.000 --> 00:10:36.000]  以塞亞書不是停在39
[00:10:36.000 --> 00:10:40.000]  是66章全部一起苛成
[00:10:40.000 --> 00:10:43.000]  兼且是將寫的那個年代
[00:10:43.000 --> 00:10:48.000]  抄寫不是以塞亞原來的書卷
[00:10:48.000 --> 00:10:50.000]  是他們一路抄寫一路抄寫
[00:10:50.000 --> 00:10:53.000]  是主前大概200年左右
[00:10:53.000 --> 00:10:56.000]  所以是很remarkable
[00:10:56.000 --> 00:11:01.000]  這個預言是主前160年之前
[00:11:01.000 --> 00:11:03.000]  就已經寫下來的了
[00:11:03.000 --> 00:11:07.000]  接著看尼加書第五章第四節
[00:11:07.000 --> 00:11:09.000]  他必起來
[00:11:09.000 --> 00:11:14.000]  這個他就是講新差派來的牧羊人
[00:11:14.000 --> 00:11:17.000]  上帝差派他來
[00:11:17.000 --> 00:11:19.000]  這個牧羊人必起來
[00:11:19.000 --> 00:11:21.000]  依靠耶和華的大能
[00:11:21.000 --> 00:11:23.000]  並耶和華他神的名的威嚴
[00:11:23.000 --> 00:11:26.000]  來牧養他的羊群
[00:11:26.000 --> 00:11:29.000]  那些羊群就要安然居住
[00:11:29.000 --> 00:11:32.000]  因為他必日見尊大
[00:11:32.000 --> 00:11:36.000]  地極者位必作我們的平安
[00:11:36.000 --> 00:11:41.000]  這個是講將來神會差派一個好的牧羊
[00:11:41.000 --> 00:11:43.000]  來牧養他們
[00:11:43.000 --> 00:11:47.000]  所以這裡的牧羊
[00:11:47.000 --> 00:11:50.000]  回到第34章第2節
[00:11:50.000 --> 00:11:52.000]  就是統治他們的人
[00:11:52.000 --> 00:11:54.000]  統治那幫到尾的時候
[00:11:54.000 --> 00:11:57.000]  那些皇帝沒有公義
[00:11:57.000 --> 00:12:00.000]  那些長官沒有公義剝削人
[00:12:00.000 --> 00:12:01.000]  剝削那些人
[00:12:01.000 --> 00:12:04.000]  所以下面就斥責他們
[00:12:04.000 --> 00:12:07.000]  第二節尾那裡就說
[00:12:07.000 --> 00:12:09.000]  這幫牧羊人
[00:12:09.000 --> 00:12:10.000]  他是牧養
[00:12:10.000 --> 00:12:13.000]  不過他不是牧養神交給他的羊
[00:12:13.000 --> 00:12:14.000]  不是牧養人民
[00:12:14.000 --> 00:12:16.000]  是牧養誰呢
[00:12:16.000 --> 00:12:18.000]  牧養他自己
[00:12:18.000 --> 00:12:19.000]  第三節
[00:12:19.000 --> 00:12:20.000]  第一個罪名
[00:12:20.000 --> 00:12:23.000]  這幫人只是顧牧養自己
[00:12:23.000 --> 00:12:25.000]  所以上帝這裡說
[00:12:25.000 --> 00:12:27.000]  你們吃滋油
[00:12:27.000 --> 00:12:29.000]  穿羊毛
[00:12:29.000 --> 00:12:33.000]  改肥狀的卻不牧養群羊
[00:12:33.000 --> 00:12:35.000]  罪在哪裡呢
[00:12:35.000 --> 00:12:37.000]  罪不在前面那幾樣
[00:12:37.000 --> 00:12:39.000]  你就這樣眨眼看
[00:12:39.000 --> 00:12:42.000]  牧羊人都搬隻羊來吃
[00:12:42.000 --> 00:12:45.000]  剪羊毛來自己做衣服
[00:12:45.000 --> 00:12:47.000]  又用羊的滋油
[00:12:47.000 --> 00:12:49.000]  來自己查
[00:12:49.000 --> 00:12:52.000]  即是在羊的身上來拿好處
[00:12:52.000 --> 00:12:55.000]  這個本身其實沒有錯的
[00:12:55.000 --> 00:12:57.000]  因為牧羊人
[00:12:57.000 --> 00:12:59.000]  養生都是羊
[00:12:59.000 --> 00:13:01.000]  羊奶當然可以喝
[00:13:01.000 --> 00:13:03.000]  羊毛當然可以用
[00:13:03.000 --> 00:13:05.000]  他要吃羊肉的時候
[00:13:05.000 --> 00:13:07.000]  他都可以在羊那裡
[00:13:07.000 --> 00:13:08.000]  拿來養生的
[00:13:08.000 --> 00:13:09.000]  所以他的罪名
[00:13:09.000 --> 00:13:12.000]  不是在羊的身上
[00:13:12.000 --> 00:13:14.000]  來拿他必須的東西
[00:13:14.000 --> 00:13:16.000]  他的罪名是在後面那裡
[00:13:16.000 --> 00:13:19.000]  罪名是他在羊的身上拿好處
[00:13:19.000 --> 00:13:22.000]  但是他沒有牧養羊
[00:13:22.000 --> 00:13:24.000]  他的職責是牧養羊
[00:13:24.000 --> 00:13:27.000]  這個今天我們牧羊人
[00:13:27.000 --> 00:13:29.000]  我們今天一想起牧羊人
[00:13:29.000 --> 00:13:32.000]  我們就會想起教會的領袖
[00:13:32.000 --> 00:13:33.000]  牧者
[00:13:33.000 --> 00:13:36.000]  來牧養教會裡面的人
[00:13:36.000 --> 00:13:40.000]  這個是今天的application是很正確的
[00:13:40.000 --> 00:13:44.000]  但是這個牧人也可以by extension
[00:13:44.000 --> 00:13:50.000]  所有神交給你看顧照顧關顧的人
[00:13:50.000 --> 00:13:52.000]  這個包括你在教會裡面
[00:13:52.000 --> 00:13:54.000]  如果有做關顧的工作
[00:13:54.000 --> 00:13:55.000]  或者在你的侍奉上面
[00:13:55.000 --> 00:13:57.000]  有做關顧的工作
[00:13:57.000 --> 00:14:00.000]  或者是神將一些兒女交給你
[00:14:00.000 --> 00:14:03.000]  你是做教導關顧的工作
[00:14:03.000 --> 00:14:05.000]  我相信今天的application
[00:14:05.000 --> 00:14:10.000]  不單止是指社會上面的領袖
[00:14:10.000 --> 00:14:13.000]  乃是在教會裡面
[00:14:13.000 --> 00:14:17.000]  做牧養其他人的工作
[00:14:17.000 --> 00:14:25.000]  教會裡面的牧者是我們大家信徒奉獻養他的
[00:14:25.000 --> 00:14:27.000]  他出糧教會出糧
[00:14:27.000 --> 00:14:30.000]  用福音來養生
[00:14:30.000 --> 00:14:32.000]  這個是絕對合奧聖經的
[00:14:32.000 --> 00:14:33.000]  沒有問題的
[00:14:33.000 --> 00:14:34.000]  這個不錯的
[00:14:34.000 --> 00:14:36.000]  但是錯就錯在
[00:14:36.000 --> 00:14:41.000]  如果這些人沒有牧養群羊的時候
[00:14:41.000 --> 00:14:43.000]  他就只顧牧養自己
[00:14:43.000 --> 00:14:45.000]  在羊的身上拿好處
[00:14:45.000 --> 00:14:48.000]  但是一點都沒有關顧羊
[00:14:48.000 --> 00:14:49.000]  這個第一個罪名
[00:14:49.000 --> 00:14:52.000]  只顧牧養自己
[00:14:52.000 --> 00:14:54.000]  第四節就看到
[00:14:54.000 --> 00:14:58.000]  在羊群當中是有很多不同的需要
[00:14:58.000 --> 00:15:00.000]  有一些是瘦的
[00:15:00.000 --> 00:15:01.000]  營養不良的
[00:15:01.000 --> 00:15:03.000]  有一些是有病的
[00:15:03.000 --> 00:15:06.000]  有一些是受傷的
[00:15:06.000 --> 00:15:09.000]  有一些是被捉的
[00:15:09.000 --> 00:15:11.000]  跑了出去的
[00:15:11.000 --> 00:15:14.000]  有一些是失喪了的
[00:15:14.000 --> 00:15:16.000]  要去找的
[00:15:16.000 --> 00:15:19.000]  這個牧羊人有沒有去理這些有特別需要的
[00:15:19.000 --> 00:15:20.000]  沒有
[00:15:20.000 --> 00:15:23.000]  他說瘦弱的你沒有將牠養肥
[00:15:23.000 --> 00:15:24.000]  養壯
[00:15:24.000 --> 00:15:26.000]  有病的你沒有去醫治
[00:15:26.000 --> 00:15:30.000]  受傷的你沒有去纏裹
[00:15:30.000 --> 00:15:33.000]  被捉的你沒有把他領回來
[00:15:33.000 --> 00:15:36.000]  失喪的你沒有去尋找
[00:15:36.000 --> 00:15:40.000]  就是說做牧者的職責
[00:15:40.000 --> 00:15:42.000]  是要看到羊的需要
[00:15:42.000 --> 00:15:44.000]  按照他們的需要
[00:15:44.000 --> 00:15:47.000]  來將他們的問題來解決
[00:15:47.000 --> 00:15:49.000]  他沒有做到
[00:15:49.000 --> 00:15:50.000]  做是做什麼呢
[00:15:50.000 --> 00:15:53.000]  用強暴嚴嚴地核製
[00:15:53.000 --> 00:15:55.000]  核製著牠
[00:15:55.000 --> 00:15:56.000]  穩住牠
[00:15:56.000 --> 00:15:57.000]  看著牠們
[00:15:57.000 --> 00:15:59.000]  那就不用照顧了
[00:15:59.000 --> 00:16:01.000]  照顧是要很細心
[00:16:01.000 --> 00:16:03.000]  每一隻羊不同的需要
[00:16:03.000 --> 00:16:06.000]  你要知道來照顧牠
[00:16:06.000 --> 00:16:10.000]  但是這個牧羊人是沒有這樣做
[00:16:10.000 --> 00:16:12.000]  第二個罪名
[00:16:12.000 --> 00:16:14.000]  剝屍羊群的需要
[00:16:14.000 --> 00:16:16.000]  第五節
[00:16:16.000 --> 00:16:17.000]  第三個罪名
[00:16:17.000 --> 00:16:19.000]  令到羊受害
[00:16:19.000 --> 00:16:21.000]  因為沒有牧人
[00:16:21.000 --> 00:16:22.000]  明明有牧人
[00:16:22.000 --> 00:16:25.000]  但是因為他沒有照顧到羊
[00:16:25.000 --> 00:16:28.000]  所以等於好像沒有牧羊人一樣
[00:16:28.000 --> 00:16:31.000]  好像沒有牧羊人的羊一樣
[00:16:31.000 --> 00:16:33.000]  羊就分散了
[00:16:33.000 --> 00:16:36.000]  分散了就做野獸的食物
[00:16:36.000 --> 00:16:39.000]  你可以看到一幅圖畫
[00:16:39.000 --> 00:16:42.000]  牧羊人只顧自己
[00:16:42.000 --> 00:16:44.000]  沒有顧羊群的需要
[00:16:44.000 --> 00:16:45.000]  羊群就分散了
[00:16:45.000 --> 00:16:48.000]  就做了野獸的食物
[00:16:48.000 --> 00:16:50.000]  神在這裡斥責
[00:16:50.000 --> 00:16:52.000]  斥責那些
[00:16:52.000 --> 00:16:54.000]  意識別人的領袖
[00:16:54.000 --> 00:16:57.000]  沒有好好的牧羊
[00:16:57.000 --> 00:16:59.000]  神交給他的子民
[00:16:59.000 --> 00:17:01.000]  第六節
[00:17:01.000 --> 00:17:04.000]  留意神說我的羊
[00:17:04.000 --> 00:17:08.000]  上面那裡是說群羊
[00:17:08.000 --> 00:17:11.000]  但是沒有說到這些羊
[00:17:11.000 --> 00:17:13.000]  是屬於誰的
[00:17:13.000 --> 00:17:16.000]  在這裡神說我的羊
[00:17:16.000 --> 00:17:18.000]  在珠山間
[00:17:18.000 --> 00:17:20.000]  在國高崗上
[00:17:20.000 --> 00:17:22.000]  流離在全地上分散
[00:17:22.000 --> 00:17:25.000]  沒有人去尋沒有人去找
[00:17:25.000 --> 00:17:27.000]  為什麼神這麼緊張呢
[00:17:27.000 --> 00:17:29.000]  因為這些羊是屬於他的
[00:17:29.000 --> 00:17:32.000]  他說以色列人是一群人
[00:17:32.000 --> 00:17:33.000]  很頑劣的
[00:17:33.000 --> 00:17:34.000]  從出埃及
[00:17:34.000 --> 00:17:36.000]  在埃及已經拜偶像
[00:17:36.000 --> 00:17:41.000]  出來是一群人都是離棄神的
[00:17:41.000 --> 00:17:42.000]  但是神都說
[00:17:42.000 --> 00:17:44.000]  這群都是我的羊
[00:17:44.000 --> 00:17:48.000]  那些受虐、有病、受傷、走散了
[00:17:48.000 --> 00:17:50.000]  都是神的羊
[00:17:50.000 --> 00:17:51.000]  這裡很親切
[00:17:51.000 --> 00:17:52.000]  我的羊
[00:17:52.000 --> 00:17:53.000]  而且神不止說一次
[00:17:53.000 --> 00:17:55.000]  你看下去第八節
[00:17:55.000 --> 00:17:58.000]  第八節又說我的羊
[00:17:58.000 --> 00:18:02.000]  尾那裡又說我的羊
[00:18:02.000 --> 00:18:04.000]  去到第十節那裡
[00:18:04.000 --> 00:18:06.000]  又說我的羊
[00:18:06.000 --> 00:18:07.000]  說了兩次
[00:18:07.000 --> 00:18:09.000]  我必救我的羊
[00:18:09.000 --> 00:18:12.000]  第十一節又說我的羊
[00:18:12.000 --> 00:18:14.000]  第十二節又說我的羊
[00:18:14.000 --> 00:18:17.000]  第十五節又說我的羊
[00:18:17.000 --> 00:18:19.000]  第十七節說我的羊
[00:18:19.000 --> 00:18:22.000]  第十九節說我的羊
[00:18:22.000 --> 00:18:23.000]  說了這麼多次
[00:18:23.000 --> 00:18:25.000]  神說這些羊是我的
[00:18:25.000 --> 00:18:28.000]  這些羊多不好都好
[00:18:28.000 --> 00:18:31.000]  是因為那群牧羊人沒有好好照顧牠
[00:18:31.000 --> 00:18:32.000]  沒有好好教導牠
[00:18:32.000 --> 00:18:34.000]  所以令到牠們
[00:18:34.000 --> 00:18:37.000]  又受、又受傷、又走散
[00:18:37.000 --> 00:18:39.000]  又被動吃了
[00:18:39.000 --> 00:18:40.000]  但是神都說
[00:18:40.000 --> 00:18:42.000]  這群是我的羊
[00:18:42.000 --> 00:18:44.000]  所以神在這裡沒有放棄
[00:18:44.000 --> 00:18:45.000]  沒有放棄牠們
[00:18:45.000 --> 00:18:50.000]  所以祂先斥責這一群牧羊人
[00:18:50.000 --> 00:18:55.000]  我的羊就留在地上分散
[00:18:55.000 --> 00:18:57.000]  然後我們下去
[00:18:57.000 --> 00:19:00.000]  第七節到第十節
[00:19:00.000 --> 00:19:07.000]  是說神向這一群失職的牧羊人討罪
[00:19:07.000 --> 00:19:10.000]  神要向牠們討罪
[00:19:10.000 --> 00:19:11.000]  第七節
[00:19:11.000 --> 00:19:13.000]  你們這些牧羊人
[00:19:13.000 --> 00:19:15.000]  就要聽耶和華的話
[00:19:15.000 --> 00:19:16.000]  第八節
[00:19:16.000 --> 00:19:17.000]  主耶和華說
[00:19:17.000 --> 00:19:19.000]  我指著我的永生起誓
[00:19:19.000 --> 00:19:22.000]  我的羊因為沒有牧羊
[00:19:22.000 --> 00:19:24.000]  就成為略物
[00:19:24.000 --> 00:19:26.000]  也作了一切野獸的食物
[00:19:26.000 --> 00:19:29.000]  我的牧羊不尋找我的羊
