
[00:00:00.000 --> 00:00:04.200]  各位頂智媒主 內平安
[00:06:38.480 --> 00:06:40.480]  從這個角度來說
[00:06:40.480 --> 00:06:41.480]  他是親屬的關係
[00:06:41.480 --> 00:06:43.480]  所以說不如你認我妹用親戚關係
[00:06:43.480 --> 00:06:47.480]  但很明顯在家庭進入險境的時候
[00:06:47.480 --> 00:06:48.480]  阿伯拉罕是失敗的
[00:06:48.480 --> 00:06:49.480]  是紅色的
[00:06:49.480 --> 00:06:51.480]  另外一次更大了
[00:06:51.480 --> 00:06:53.480]  年紀更大一點
[00:06:53.480 --> 00:06:58.480]  同樣地阿伯拉罕在險境裡都要說謊的方法
[00:06:58.480 --> 00:07:01.480]  險些令到家庭受到虧損
[00:07:01.480 --> 00:07:04.480]  所以你發現當要考驗的時候
[00:07:04.480 --> 00:07:10.480]  最靠近家庭可能是最徹底令到我們
[00:07:10.480 --> 00:07:13.480]  究竟會不會失敗的一個地方
[00:07:13.480 --> 00:07:14.480]  我相信大家都同意
[00:07:14.480 --> 00:07:20.480]  你在教會甚至在工作環境做基督徒
[00:07:20.480 --> 00:07:24.480]  可能比不上在家庭做一個認真基督徒
[00:07:24.480 --> 00:07:28.480]  那種的難處
[00:07:28.480 --> 00:07:30.480]  因為家庭是最靠近的
[00:07:30.480 --> 00:07:32.480]  你是要一致的
[00:07:32.480 --> 00:07:34.480]  是這麼多年都被人看到的
[00:07:34.480 --> 00:07:37.480]  就不是一件事兩件事
[00:07:37.480 --> 00:07:40.480]  現在來到最後
[00:07:40.480 --> 00:07:41.480]  這個可以說對阿伯拉罕來說
[00:07:41.480 --> 00:07:42.480]  在聖經記載當中
[00:07:42.480 --> 00:07:44.480]  差不多是最後考試
[00:07:44.480 --> 00:07:45.480]  最後一個考試
[00:07:45.480 --> 00:07:51.480]  就是上帝竟然吩咐阿伯拉罕獻上耳撒
[00:07:51.480 --> 00:07:56.480]  這個考驗是一個要完全信服神的考驗
[00:07:56.480 --> 00:07:59.480]  這個的確是一個很大很大的考驗
[00:07:59.480 --> 00:08:01.480]  是非常難的考驗
[00:08:01.480 --> 00:08:05.480]  我想這裡牽涉的問題很多
[00:08:05.480 --> 00:08:06.480]  所以我只能簡單說
[00:08:06.480 --> 00:08:09.480]  這個似乎是一個不近人情
[00:08:09.480 --> 00:08:11.480]  和不合聖經的教導
[00:08:11.480 --> 00:08:14.480]  甚至哲學家康德因為這段經文
[00:08:14.480 --> 00:08:16.480]  就覺得應該不是聖經的說話
[00:08:16.480 --> 00:08:17.480]  因為神不會這樣做的
[00:08:17.480 --> 00:08:21.480]  怎麼會叫後來在摩西律法裡
[00:08:21.480 --> 00:08:26.480]  神禁止人將子女獻上給偶像的上帝
[00:08:26.480 --> 00:08:30.480]  在這裡他竟然叫阿伯拉罕獻上他的兒子
[00:08:30.480 --> 00:08:31.480]  好像很不合理
[00:08:31.480 --> 00:08:34.480]  當然我只能說這是個個別的事件
[00:08:34.480 --> 00:08:38.480]  是上帝特別給阿伯拉罕的考驗
[00:08:38.480 --> 00:08:40.480]  應該不會給你和我
[00:08:40.480 --> 00:08:42.480]  除非你一百歲生孩子
[00:08:42.480 --> 00:08:43.480]  你才可以考慮一下
[00:08:43.480 --> 00:08:45.480]  會不會我都像阿伯拉罕一樣
[00:08:45.480 --> 00:08:48.480]  阿伯拉罕一百歲生孩子是一個很特殊的情況
[00:08:48.480 --> 00:08:49.480]  不是每個人都經驗
[00:08:49.480 --> 00:08:51.480]  同樣地一百歲生孩子之後
[00:08:51.480 --> 00:08:55.480]  叫他獻上耳撒都是一個特殊的考驗
[00:08:55.480 --> 00:08:58.480]  只有阿伯拉罕在這樣的背景下
[00:08:58.480 --> 00:09:00.480]  上帝給他這個考試
[00:09:00.480 --> 00:09:06.480]  在這段經文第22章1-19節裡
[00:09:06.480 --> 00:09:10.480]  要留意的是那晚
[00:09:10.480 --> 00:09:12.480]  徐榮牧師給我一個注意的地方
[00:09:12.480 --> 00:09:17.480]  這段經文裡總共有一句說話出現了三次
[00:09:17.480 --> 00:09:23.480]  這句說話就是「我在這裡」
[00:09:23.480 --> 00:09:27.480]  在第一節的經文就出現了
[00:09:27.480 --> 00:09:30.480]  阿伯拉罕回應上帝「我在這裡」
[00:09:30.480 --> 00:09:33.480]  第二次出現就是第十一節
[00:09:33.480 --> 00:09:35.480]  那句說話就不是和上帝說的
[00:09:35.480 --> 00:09:37.480]  是和他的兒子說的
[00:09:37.480 --> 00:09:42.480]  當阿伯拉罕要獻耳撒的時候
[00:09:42.480 --> 00:09:47.480]  耳撒問「那些柴和火在哪裡呢?」
[00:09:47.480 --> 00:09:50.480]  當他問的時候
[00:09:50.480 --> 00:09:52.480]  他這樣問「父親啊」
[00:09:52.480 --> 00:09:55.480]  阿伯拉罕回答「我在這裡」
[00:09:55.480 --> 00:09:57.480]  第二次回答
[00:09:57.480 --> 00:10:00.480]  第三次回應是第十一節
[00:10:00.480 --> 00:10:03.480]  就是當他準備要下手
[00:10:03.480 --> 00:10:06.480]  將耳撒殺害的時候
[00:10:06.480 --> 00:10:07.480]  獻上的時候
[00:10:07.480 --> 00:10:12.480]  神父叫他「阿伯拉罕」
[00:10:12.480 --> 00:10:14.480]  上次叫他一次
[00:10:14.480 --> 00:10:16.480]  這次再緊急一點
[00:10:16.480 --> 00:10:18.480]  兩次說「阿伯拉罕」
[00:10:18.480 --> 00:10:23.480]  然後他同樣第三次說「我在這裡」
[00:10:23.480 --> 00:10:27.480]  我們看看這三個「我在這裡」的上文下理
[00:10:27.480 --> 00:10:30.480]  作為今天跟大家分享的重點
[00:10:30.480 --> 00:10:35.480]  首先我們看看這段經文的第一和第二節
[00:10:35.480 --> 00:10:38.480]  「且且事以後神要試驗阿伯拉罕神」
[00:10:38.480 --> 00:10:41.480]  「阿伯拉罕他說我在這裡」
[00:10:41.480 --> 00:10:45.480]  然後上帝說「你要戴著你的兒子」
[00:10:45.480 --> 00:10:47.480]  「你獨生的兒子」
[00:10:47.480 --> 00:10:48.480]  「你所愛的耳撒」
[00:10:48.480 --> 00:10:50.480]  用三個不同形容的方法
[00:10:50.480 --> 00:10:53.480]  「你的兒子」「你獨生的兒子」
[00:10:53.480 --> 00:10:54.480]  「不要搞錯」
[00:10:54.480 --> 00:10:56.480]  「不是下甲山的耳撒瑪利」
[00:10:56.480 --> 00:10:58.480]  「是你所愛的耳撒」
[00:10:58.480 --> 00:11:00.480]  好像撩心撩肺那樣說
[00:11:00.480 --> 00:11:01.480]  說三次
[00:11:01.480 --> 00:11:04.480]  「是你所愛的耳撒」
[00:11:04.480 --> 00:11:07.480]  然後「往摩利亞地去」
[00:11:07.480 --> 00:11:11.480]  「在那裡你要把他獻為凡濟」
[00:11:11.480 --> 00:11:13.480]  非常清楚
[00:11:13.480 --> 00:11:16.480]  不是去做一個宗教儀式
[00:11:16.480 --> 00:11:17.480]  然後帶回來
[00:11:17.480 --> 00:11:18.480]  是你去到的時候
[00:11:18.480 --> 00:11:20.480]  要把他獻上
[00:11:20.480 --> 00:11:23.480]  我解釋一下摩利亞地這個地方
[00:11:23.480 --> 00:11:28.480]  在聖經裡總共只有兩次地方出現
[00:11:28.480 --> 00:11:29.480]  第一次就是這裡
[00:11:29.480 --> 00:11:33.480]  上帝吩咐阿伯拉罕要把耳撒獻上的地方
[00:11:33.480 --> 00:11:35.480]  在摩利亞地
[00:11:35.480 --> 00:11:37.480]  摩利亞地在哪裡呢
[00:11:37.480 --> 00:11:38.480]  如果只在這裡的話
[00:11:38.480 --> 00:11:39.480]  會比較難理解
[00:11:39.480 --> 00:11:42.480]  是很難去知道
[00:11:42.480 --> 00:11:44.480]  不過在整本聖經裡第二次出現
[00:11:44.480 --> 00:11:45.480]  最後一次出現
[00:11:45.480 --> 00:11:47.480]  就是在歷代治下的經文
[00:11:47.480 --> 00:11:50.480]  第三章第一節說
[00:11:50.480 --> 00:11:53.480]  所羅門在耶路撒冷建聖殿的時候
[00:11:53.480 --> 00:11:55.480]  就在摩利亞地
[00:11:55.480 --> 00:11:59.480]  這個摩利亞地同時也是大衛當時
[00:11:59.480 --> 00:12:01.480]  為了上帝
[00:12:01.480 --> 00:12:03.480]  向上帝禱告
[00:12:03.480 --> 00:12:05.480]  獻上祭壇的地方
[00:12:05.480 --> 00:12:07.480]  他是準備建殿的地方
[00:12:07.480 --> 00:12:09.480]  也就是說根據這個經文
[00:12:09.480 --> 00:12:11.480]  如果這兩個地方
[00:12:11.480 --> 00:12:13.480]  這兩個地方是指同一個地方
[00:12:13.480 --> 00:12:16.480]  有機會兩個同名
[00:12:16.480 --> 00:12:17.480]  未必一定是同一個地方
[00:12:17.480 --> 00:12:19.480]  如果真的是同一個地方
[00:12:19.480 --> 00:12:21.480]  這個就是聖殿之所在
[00:12:21.480 --> 00:12:23.480]  今天如果大家去以色列
[00:12:23.480 --> 00:12:27.480]  你都看到在耶路撒冷一個山坡上
[00:12:27.480 --> 00:12:31.480]  有一個回教的金廟
[00:12:31.480 --> 00:12:33.480]  那個地方就是回教徒相信
[00:12:33.480 --> 00:12:37.480]  當時阿伯拉罕獻耳撒之所在
[00:12:37.480 --> 00:12:38.480]  裡面有一個大石頭
[00:12:38.480 --> 00:12:42.480]  那塊石頭他相信是阿伯拉罕獻耳撒之所在
[00:12:42.480 --> 00:12:44.480]  當然很難稽考
[00:12:44.480 --> 00:12:49.480]  的確有些經文給我們一些指示
[00:12:49.480 --> 00:12:51.480]  我們試一下用地圖的角度看
[00:12:51.480 --> 00:12:53.480]  這幅地圖可能比較小
[00:12:53.480 --> 00:12:54.480]  大家很難看得到
[00:12:54.480 --> 00:12:56.480]  如果我將它放大一點
[00:12:56.480 --> 00:12:57.480]  其實都不是很大
[00:12:57.480 --> 00:13:01.480]  你只留意到最右邊有一個死海的地方
[00:13:01.480 --> 00:13:05.480]  最死海的南部的地方
[00:13:05.480 --> 00:13:08.480]  有一個城市就是阿伯拉罕現在所住的地方
[00:13:08.480 --> 00:13:11.480]  別士巴
[00:13:11.480 --> 00:13:17.480]  如果摩尼亞地就是耶路撒冷一個山坡
[00:13:17.480 --> 00:13:19.480]  大概在這個位置
[00:13:19.480 --> 00:13:24.480]  兩地相距是45英里的路程
[00:13:24.480 --> 00:13:28.480]  換言之這裡說他們走了兩三天的路程
[00:13:28.480 --> 00:13:30.480]  都是一個合理的計法
[00:13:30.480 --> 00:13:33.480]  步行45英里的地方
[00:13:33.480 --> 00:13:39.480]  然後神跟阿伯拉罕說
[00:13:39.480 --> 00:13:43.480]  阿伯拉罕說我在這裡
[00:13:43.480 --> 00:13:46.480]  當神跟你說的時候
[00:13:46.480 --> 00:13:48.480]  你對上帝的回應
[00:13:48.480 --> 00:13:50.480]  我在這裡
[00:13:50.480 --> 00:13:53.480]  很多年前我聽一位牧者說到的時候
[00:13:53.480 --> 00:13:55.480]  他用一個方法去表達
[00:13:55.480 --> 00:14:02.480]  他說先知以賽在聖殿裡說
[00:14:02.480 --> 00:14:06.480]  我可以猜猜誰呢
[00:14:06.480 --> 00:14:08.480]  我可以猜誰呢
[00:14:08.480 --> 00:14:15.480]  這個以賽說我在這裡請差遣我
[00:14:15.480 --> 00:14:17.480]  同樣有類似的說話
[00:14:17.480 --> 00:14:20.480]  你看看宮廷劇
[00:14:20.480 --> 00:14:26.480]  當皇帝說某某大臣某某宰相
[00:14:26.480 --> 00:14:29.480]  他的回應一定是小人在
[00:14:29.480 --> 00:14:33.480]  當皇帝宣佈時間
[00:14:33.480 --> 00:14:35.480]  叫一個人名或者說一件事的時候
[00:14:35.480 --> 00:14:39.480]  他的下屬只能說我在這裡
[00:14:39.480 --> 00:14:46.480]  這是一個基本的對上帝或對上人的回應
[00:14:46.480 --> 00:14:49.480]  阿伯拉罕一生到了這個階段
[00:14:49.480 --> 00:14:51.480]  他仍然保持這個心
[00:14:51.480 --> 00:14:53.480]  我在這裡
[00:14:53.480 --> 00:14:58.480]  上帝說話的回應就是我在這裡
[00:14:58.480 --> 00:15:01.480]  當上帝宣佈一個很難的差事
[00:15:01.480 --> 00:15:05.480]  差不多是阿伯拉罕說的最難的大考
[00:15:05.480 --> 00:15:07.480]  獻上以撒
[00:15:07.480 --> 00:15:09.480]  請你留意一下
[00:15:09.480 --> 00:15:11.480]  接下來阿伯拉罕的回應
[00:15:11.480 --> 00:15:14.480]  他清早起來
[00:15:14.480 --> 00:15:19.480]  會不會是上帝在夢中或是用意象跟阿伯拉罕說
[00:15:19.480 --> 00:15:22.480]  他毫不猶疑也沒有跟別人商量之下
[00:15:22.480 --> 00:15:24.480]  就向上帝作出回應
[00:15:24.480 --> 00:15:27.480]  帶上兩個僕人和以撒一起去
[00:15:27.480 --> 00:15:31.480]  聖經還說他把繁祭的柴劈好
[00:15:31.480 --> 00:15:34.480]  其實他要到當地的地方才拿
[00:15:34.480 --> 00:15:37.480]  但阿伯拉罕要全部一手一腳去準備
[00:15:37.480 --> 00:15:40.480]  正如過去他建築的家庭祭壇
[00:15:40.480 --> 00:15:42.480]  都是一手一腳去準備的
[00:15:42.480 --> 00:15:47.480]  然後他就跟著上帝的指示去
[00:15:47.480 --> 00:15:52.480]  聖經說到第三天的時候
[00:15:52.480 --> 00:15:53.480]  看到的地方
[00:15:53.480 --> 00:15:54.480]  上帝指示他
[00:15:54.480 --> 00:15:56.480]  就是這個阿摩利山
[00:15:56.480 --> 00:15:58.480]  阿伯拉罕留下他的僕人
[00:15:58.480 --> 00:16:00.480]  然後繼續去
[00:16:00.480 --> 00:16:01.480]  請你留意這句說話
[00:16:01.480 --> 00:16:03.480]  你們和奴在此登後
[00:16:03.480 --> 00:16:05.480]  我與同子往那裡去拜拜
[00:16:05.480 --> 00:16:07.480]  就回到你們這裏來
[00:16:07.480 --> 00:16:09.480]  這裏和學本的翻譯不是最清楚的
[00:16:09.480 --> 00:16:12.480]  就回到你們這裏來
[00:16:12.480 --> 00:16:13.480]  如果你看其他譯本
[00:16:13.480 --> 00:16:15.480]  甚至看原文聖經就知道
[00:16:15.480 --> 00:16:18.480]  這裏是說我們的主題是我們
[00:16:18.480 --> 00:16:21.480]  我們就會回到你們這裏來
[00:16:21.480 --> 00:16:24.480]  即是說阿伯拉罕有信心地
[00:16:24.480 --> 00:16:27.480]  他現在去那裏獻上以撒
[00:16:27.480 --> 00:16:30.480]  上帝一定有他的辦法
[00:16:30.480 --> 00:16:32.480]  將他們帶回來
[00:16:32.480 --> 00:16:33.480]  那個原因就是
[00:16:33.480 --> 00:16:35.480]  上帝答應阿伯拉罕
[00:16:35.480 --> 00:16:38.480]  萬族會因為他的後裔得福
[00:16:38.480 --> 00:16:40.480]  而後裔神多次說
[00:16:40.480 --> 00:16:41.480]  不是以撒馬利
[00:16:41.480 --> 00:16:42.480]  不是他的大兒子
[00:16:42.480 --> 00:16:43.480]  是切士山的兒子
[00:16:43.480 --> 00:16:46.480]  是以撒才是
[00:16:46.480 --> 00:16:48.480]  如果以撒真的死在祭壇上
[00:16:48.480 --> 00:16:49.480]  就完結的話
[00:16:49.480 --> 00:16:52.480]  上帝的應許怎能應驗呢
[00:16:52.480 --> 00:16:55.480]  怎樣因為阿伯拉罕的後裔
[00:16:55.480 --> 00:16:58.480]  而他的萬國因此而得福呢
[00:16:58.480 --> 00:16:59.480]  所以他有信心
[00:16:59.480 --> 00:17:02.480]  相信神會用不知什麼方法
[00:17:02.480 --> 00:17:03.480]  可能是制止
[00:17:03.480 --> 00:17:05.480]  可能是叫他復活
[00:17:05.480 --> 00:17:07.480]  但是上帝總有方法
[00:17:07.480 --> 00:17:10.480]  叫以撒回來
[00:17:10.480 --> 00:17:12.480]  這就是希伯來書首章
[00:17:12.480 --> 00:17:14.480]  當講阿伯拉罕信心的時候
[00:17:14.480 --> 00:17:17.480]  就說阿伯拉罕竟然在那個時代裏
[00:17:17.480 --> 00:17:19.480]  他從未見過死人復活
[00:17:19.480 --> 00:17:20.480]  沒有聽過死人復活
[00:17:20.480 --> 00:17:23.480]  他相信神會叫以撒復活
[00:17:23.480 --> 00:17:27.480]  是一個非常驚人的信心
[00:17:27.480 --> 00:17:30.480]  這是我們今天侍奉主的人
[00:17:30.480 --> 00:17:33.480]  很汗顏的地方
[00:17:33.480 --> 00:17:37.480]  我們有很多渣拿才敢做決定
[00:17:37.480 --> 00:17:39.480]  但是阿伯拉罕什麼都沒有
[00:17:39.480 --> 00:17:42.480]  只相信上帝的話
[00:17:42.480 --> 00:17:46.480]  而信道令他心愛的兒子獻上
[00:17:46.480 --> 00:17:49.480]  他都知道上帝一定會有其他方法
[00:17:49.480 --> 00:17:53.480]  我們一定會回來
[00:17:53.480 --> 00:17:56.480]  第二個我在這裡
[00:17:56.480 --> 00:18:01.480]  就是當阿伯拉罕帶著兒子
[00:18:01.480 --> 00:18:04.480]  兩個人放下爐
[00:18:04.480 --> 00:18:06.480]  放下另外兩個僕人
[00:18:06.480 --> 00:18:10.480]  兩個人步行上阿摩尼山
[00:18:10.480 --> 00:18:12.480]  你可以想像阿伯拉罕當時的心情
[00:18:12.480 --> 00:18:13.480]  所有作父親
[00:18:13.480 --> 00:18:15.480]  我相信你一定會明白
[00:18:15.480 --> 00:18:18.480]  很難很難的旅程
[00:18:18.480 --> 00:18:21.480]  我上去是要獻祭
[00:18:21.480 --> 00:18:24.480]  而那個祭僧就是我的兒子
[00:18:24.480 --> 00:18:26.480]  是我老來的兒子
[00:18:26.480 --> 00:18:28.480]  一百歲才有這個兒子
[00:18:28.480 --> 00:18:31.480]  現在我要將他殺死獻上
[00:18:31.480 --> 00:18:34.480]  大概他沒有和以撒說太多
[00:18:34.480 --> 00:18:36.480]  因為你看以撒的問題
[00:18:36.480 --> 00:18:37.480]  你應該知道
[00:18:37.480 --> 00:18:38.480]  以撒應該不知道什麼事
[00:18:38.480 --> 00:18:42.480]  當兩個人一路走的時間
[00:18:42.480 --> 00:18:45.480]  聖經很清楚細緻記載
[00:18:45.480 --> 00:18:49.480]  阿伯拉罕將柴放在以撒的身上
[00:18:49.480 --> 00:18:53.480]  大概以撒當時幾歲的小孩子
[00:18:53.480 --> 00:18:55.480]  幾歲小孩子怎麼可以行山
[00:18:55.480 --> 00:18:56.480]  拿著柴
[00:18:56.480 --> 00:18:57.480]  柴應該不少
[00:18:57.480 --> 00:19:00.480]  因為要獻祭所用
[00:19:00.480 --> 00:19:01.480]  最低限度
[00:19:01.480 --> 00:19:03.480]  以撒當時應該十二三歲
[00:19:03.480 --> 00:19:04.480]  最低限度
[00:19:04.480 --> 00:19:06.480]  猶大很多拉比說
[00:19:06.480 --> 00:19:09.480]  當時以撒大概二十五歲
[00:19:09.480 --> 00:19:11.480]  這個更加再大一點
[00:19:11.480 --> 00:19:14.480]  不過要多點支持才可以這樣說
[00:19:14.480 --> 00:19:15.480]  最低限度
[00:19:15.480 --> 00:19:19.480]  以撒當時是十二三歲
[00:19:19.480 --> 00:19:21.480]  如果以撒是十二三歲的話
[00:19:21.480 --> 00:19:22.480]  阿伯拉罕是多少歲呢
[00:19:22.480 --> 00:19:25.480]  一百一十二三歲
[00:19:25.480 --> 00:19:28.480]  相當年紀大了
[00:19:28.480 --> 00:19:30.480]  但是他體力很好
[00:19:30.480 --> 00:19:31.480]  可以行山的
[00:19:31.480 --> 00:19:33.480]  以撒對爸爸說
[00:19:33.480 --> 00:19:35.480]  對阿伯拉罕說
[00:19:35.480 --> 00:19:36.480]  父親啊
[00:19:36.480 --> 00:19:46.480]  這是否所有父親最喜歡聽的一句話呢
[00:19:46.480 --> 00:19:48.480]  你想像一下
[00:19:48.480 --> 00:19:51.480]  你的新嬰兒出生不久
[00:19:51.480 --> 00:19:52.480]  小時候
[00:19:52.480 --> 00:19:54.480]  大概一歲左右
