
[00:00:00.000 --> 00:00:05.640]  各位領誌會 各位朋友
[00:03:30.920 --> 00:03:32.200]  那些東西
[00:03:32.200 --> 00:03:34.240]  都可能會出現的
[00:03:34.240 --> 00:03:35.780]  我聽完的時候 我說
[00:03:35.780 --> 00:03:37.320]  朋友
[00:03:37.320 --> 00:03:39.100]  既然是這樣
[00:03:39.100 --> 00:03:41.400]  你真是相信
[00:03:41.400 --> 00:03:43.460]  人是進化來
[00:03:43.460 --> 00:03:45.000]  有一個物種
[00:03:45.000 --> 00:03:47.040]  可以變成另外一個物種
[00:03:47.040 --> 00:03:48.320]  由低等毒物
[00:03:48.320 --> 00:03:50.360]  是可以變成高等毒物
[00:03:50.360 --> 00:03:51.520]  是沒有生命
[00:03:51.520 --> 00:03:54.220]  可以變成有生命嗎
[00:03:54.220 --> 00:03:56.000]  他聽完的時候
[00:03:56.000 --> 00:03:57.280]  他說
[00:03:57.280 --> 00:04:00.100]  我沒有選擇的
[00:04:00.100 --> 00:04:01.900]  如果不是這樣
[00:04:01.900 --> 00:04:04.200]  人怎麼來呢
[00:04:04.200 --> 00:04:05.740]  我跟著
[00:04:05.740 --> 00:04:07.780]  我就開始
[00:04:07.780 --> 00:04:10.340]  跟他講道
[00:04:10.340 --> 00:04:13.420]  你真是不相信
[00:04:13.420 --> 00:04:14.700]  所有
[00:04:14.700 --> 00:04:16.480]  宇宙 萬物
[00:04:16.480 --> 00:04:19.060]  世界各方面的東西
[00:04:19.060 --> 00:04:22.120]  都是神創造出來的嗎
[00:04:22.120 --> 00:04:24.420]  他聽完的時候
[00:04:24.420 --> 00:04:25.700]  他說
[00:04:25.700 --> 00:04:27.760]  我聽是聽過
[00:04:27.760 --> 00:04:29.300]  但是神是用六天
[00:04:29.300 --> 00:04:31.600]  就創造天地萬物
[00:04:31.600 --> 00:04:33.380]  和所有的東西
[00:04:33.380 --> 00:04:35.940]  是很誇張的
[00:04:35.940 --> 00:04:40.040]  是不是不太符合科學呢
[00:04:40.040 --> 00:04:42.860]  我跟著我就問他
[00:04:42.860 --> 00:04:44.140]  我問他
[00:04:44.140 --> 00:04:47.220]  一條河流的形成
[00:04:47.220 --> 00:04:49.260]  需要多長
[00:04:49.260 --> 00:04:51.560]  過起碼都幾千年
[00:04:51.560 --> 00:04:53.100]  甚至幾萬年
[00:04:53.100 --> 00:04:54.640]  一個山
[00:04:54.640 --> 00:04:56.420]  好像喜馬拉雅山
[00:04:56.420 --> 00:04:58.480]  你要堆積成為一個山
[00:04:58.480 --> 00:05:00.020]  要多久
[00:05:00.020 --> 00:05:01.800]  他聽完他就說
[00:05:01.800 --> 00:05:03.340]  喜馬拉雅山
[00:05:03.340 --> 00:05:06.420]  可以堆積的嗎
[00:05:06.420 --> 00:05:07.940]  他想來想去
[00:05:07.940 --> 00:05:10.000]  不可能的
[00:05:10.000 --> 00:05:12.820]  怎可以堆成一個山
[00:05:12.820 --> 00:05:16.140]  我說裡面的東西全部是花光岩
[00:05:16.140 --> 00:05:21.520]  全部都是非常堅硬的石
[00:05:21.520 --> 00:05:23.820]  他跟著就說更加不可能
[00:05:23.820 --> 00:05:24.600]  怎麼搬
[00:05:24.600 --> 00:05:26.380]  怎麼可以搬到這麼高
[00:05:26.380 --> 00:05:29.200]  現在爬上去的人都這麼少
[00:05:29.200 --> 00:05:30.740]  然後我就問他
[00:05:30.740 --> 00:05:32.280]  一個海洋的形成
[00:05:32.280 --> 00:05:34.060]  是需要多久
[00:05:34.060 --> 00:05:36.120]  他就更加說
[00:05:36.120 --> 00:05:37.140]  沒什麼可能
[00:05:37.140 --> 00:05:39.700]  我們可以再弄一個海洋出來
[00:05:39.700 --> 00:05:41.240]  我又跟著問
[00:05:41.240 --> 00:05:44.060]  到底是先有這些人
[00:05:44.060 --> 00:05:46.360]  還是先有人
[00:05:46.360 --> 00:05:48.660]  他說這是聖經的東西
[00:05:48.660 --> 00:05:49.700]  我說是
[00:05:49.700 --> 00:05:51.220]  他說
[00:05:51.220 --> 00:05:54.800]  應該是先有這些人
[00:05:54.800 --> 00:05:57.620]  我說是對的
[00:05:57.620 --> 00:06:00.940]  跟著我就說
[00:06:00.940 --> 00:06:02.740]  到底你自己認為
[00:06:02.740 --> 00:06:04.280]  剛才我說的那些東西
[00:06:04.280 --> 00:06:06.840]  都是濕濕水
[00:06:06.840 --> 00:06:07.860]  你說要
[00:06:07.860 --> 00:06:11.440]  形成一個地球
[00:06:11.440 --> 00:06:12.980]  形成一個太陽
[00:06:12.980 --> 00:06:14.260]  形成一個月亮
[00:06:14.260 --> 00:06:16.820]  形成甚至太陽系
[00:06:16.820 --> 00:06:18.620]  銀河系
[00:06:18.620 --> 00:06:20.920]  要多久的時間
[00:06:20.920 --> 00:06:22.700]  他聽完的時候
[00:06:22.700 --> 00:06:25.020]  他想不通
[00:06:25.020 --> 00:06:27.060]  我們怎可以形成一個地球
[00:06:27.060 --> 00:06:28.860]  怎可以弄成一個
[00:06:28.860 --> 00:06:29.880]  太陽
[00:06:29.880 --> 00:06:31.420]  甚至太陽系出來
[00:06:31.420 --> 00:06:33.200]  沒有軸的
[00:06:33.200 --> 00:06:34.480]  他跟著就說
[00:06:34.480 --> 00:06:36.020]  他說我不知道
[00:06:36.020 --> 00:06:39.100]  我跟著就給了一個例子
[00:06:39.100 --> 00:06:41.140]  叫他考慮一下
[00:06:41.140 --> 00:06:45.740]  我說我給你一百隻猴子
[00:06:45.740 --> 00:06:47.540]  然後給你一百部電腦
[00:06:47.540 --> 00:06:50.100]  每一隻猴子有一部電腦
[00:06:50.100 --> 00:06:52.660]  在電腦上打字
[00:06:52.660 --> 00:06:53.940]  你中文也可以
[00:06:53.940 --> 00:06:55.220]  英文也可以
[00:06:55.220 --> 00:06:57.520]  你只要打出
[00:06:57.520 --> 00:07:00.600]  約翰福音三章十六節
[00:07:00.600 --> 00:07:02.140]  神愛世人
[00:07:02.140 --> 00:07:05.460]  甚至將他的獨生子刺給他們
[00:07:05.460 --> 00:07:07.000]  叫一切順他的
[00:07:07.000 --> 00:07:08.020]  不至滅亡
[00:07:08.020 --> 00:07:10.060]  反得永生
[00:07:10.060 --> 00:07:11.340]  只要
[00:07:11.340 --> 00:07:13.140]  任何一隻猴子
[00:07:13.140 --> 00:07:15.180]  在任何一個時間
[00:07:15.180 --> 00:07:18.000]  完整地在他打的東西當中
[00:07:18.000 --> 00:07:19.280]  有一段
[00:07:19.280 --> 00:07:21.080]  出現
[00:07:21.080 --> 00:07:23.640]  約翰福音三章十六節
[00:07:23.640 --> 00:07:24.660]  剛才我所說
[00:07:24.660 --> 00:07:26.700]  這些的內容
[00:07:26.700 --> 00:07:29.260]  是正確的
[00:07:29.260 --> 00:07:31.320]  你說他需要多久
[00:07:31.320 --> 00:07:32.340]  他聽完的時候
[00:07:32.340 --> 00:07:33.100]  猴子
[00:07:33.100 --> 00:07:34.640]  不識字的
[00:07:34.640 --> 00:07:37.980]  我就說是不識字的
[00:07:37.980 --> 00:07:40.780]  我任他兩隻手兩隻腳
[00:07:40.780 --> 00:07:41.820]  去打
[00:07:41.820 --> 00:07:44.100]  要打多久
[00:07:44.100 --> 00:07:46.160]  他接著就說
[00:07:46.160 --> 00:07:48.720]  不可能的
[00:07:48.720 --> 00:07:51.540]  怎會打得到
[00:07:51.540 --> 00:07:53.580]  這些文字出來
[00:07:53.580 --> 00:07:55.880]  甚至是完整的
[00:07:55.880 --> 00:07:58.440]  對子打出來
[00:07:58.440 --> 00:07:59.980]  我聽完的時候
[00:07:59.980 --> 00:08:03.560]  我接著就問他一個問題
[00:08:03.560 --> 00:08:06.880]  如果給一個有經驗的打字員
[00:08:06.880 --> 00:08:08.420]  他要多久
[00:08:08.420 --> 00:08:09.700]  就能夠打出
[00:08:09.700 --> 00:08:12.000]  約翰福音三章十六節
[00:08:12.000 --> 00:08:13.800]  他一聽就聽完
[00:08:13.800 --> 00:08:16.100]  有經驗
[00:08:16.100 --> 00:08:17.640]  會打字的
[00:08:17.640 --> 00:08:18.660]  他說
[00:08:18.660 --> 00:08:20.200]  很簡單
[00:08:20.200 --> 00:08:22.240]  我想
[00:08:22.240 --> 00:08:23.520]  可能一分鐘
[00:08:23.520 --> 00:08:25.580]  一分多鐘已經打完
[00:08:25.580 --> 00:08:26.860]  我聽完的時候
[00:08:26.860 --> 00:08:28.380]  我說朋友
[00:08:28.380 --> 00:08:30.700]  其實你已經解答了
[00:08:30.700 --> 00:08:33.260]  你剛才問的問題
[00:08:33.260 --> 00:08:35.060]  如果真的要人
[00:08:35.060 --> 00:08:37.100]  去做這些東西出來
[00:08:37.100 --> 00:08:38.640]  你給多少年
[00:08:38.640 --> 00:08:41.460]  都是不夠的
[00:08:41.460 --> 00:08:44.520]  人怎樣可以做到地球出來
[00:08:44.520 --> 00:08:46.820]  那時候根本沒有人
[00:08:46.820 --> 00:08:48.880]  那什麼做這個地球出來
[00:08:48.880 --> 00:08:50.660]  怎樣形成一個地球
[00:08:50.660 --> 00:08:52.460]  怎樣形成喜馬拉雅山
[00:08:52.460 --> 00:08:54.500]  怎樣去形成這個太陽系
[00:08:54.500 --> 00:08:57.840]  怎樣去形成一切宇宙萬物
[00:08:57.840 --> 00:08:59.120]  甚至中間
[00:08:59.120 --> 00:09:00.900]  完全沒有一條軌的
[00:09:00.900 --> 00:09:03.720]  但卻是有非常清楚的
[00:09:03.720 --> 00:09:07.300]  無形的一條軌道給他們走
[00:09:07.300 --> 00:09:09.860]  任何星球沒有一條軸的
[00:09:09.860 --> 00:09:12.680]  但卻是有一個無形的軸心
[00:09:12.680 --> 00:09:16.000]  在每一個星球裏面
[00:09:16.000 --> 00:09:17.800]  他怎樣可以做到
[00:09:17.800 --> 00:09:21.120]  他聽完的時候
[00:09:21.120 --> 00:09:23.680]  你說得很有道理
[00:09:23.680 --> 00:09:25.220]  但是
[00:09:25.220 --> 00:09:27.780]  我都要證明
[00:09:27.780 --> 00:09:29.060]  我終於
[00:09:29.060 --> 00:09:32.900]  開始如果有一個神
[00:09:32.900 --> 00:09:34.940]  或者一個造物主
[00:09:34.940 --> 00:09:37.000]  他直接告訴你
[00:09:37.000 --> 00:09:39.040]  這一切是他做的
[00:09:39.040 --> 00:09:41.600]  他能夠講得出他做的時候
[00:09:41.600 --> 00:09:42.880]  那些特色在哪裏
[00:09:42.880 --> 00:09:44.680]  每一件事他講的
[00:09:44.680 --> 00:09:46.720]  是幾千年前講的事
[00:09:46.720 --> 00:09:49.280]  到現在你仍然發覺
[00:09:49.280 --> 00:09:52.100]  完全對的
[00:09:52.100 --> 00:09:53.640]  全部中了
[00:09:53.640 --> 00:09:54.660]  另一方面
[00:09:54.660 --> 00:09:58.240]  這個造物主甚至來到這個世界
[00:09:58.240 --> 00:09:59.780]  現身說法
[00:09:59.780 --> 00:10:03.880]  用他所講的能力
[00:10:03.880 --> 00:10:05.920]  來顯露出來
[00:10:05.920 --> 00:10:08.980]  人看完之後都驚訝
[00:10:08.980 --> 00:10:11.300]  為何他能夠做到這些事呢
[00:10:11.300 --> 00:10:13.600]  而這個人
[00:10:13.600 --> 00:10:15.400]  他就是告訴我們
[00:10:15.400 --> 00:10:19.480]  他就是創天造地的主
[00:10:19.480 --> 00:10:21.020]  他來就是想
[00:10:21.020 --> 00:10:22.820]  找回一些人
[00:10:22.820 --> 00:10:24.100]  去到他那裏
[00:10:24.100 --> 00:10:26.660]  相信他
[00:10:26.660 --> 00:10:28.200]  如果是這樣的時間
[00:10:28.200 --> 00:10:30.240]  你信不信呢
[00:10:30.240 --> 00:10:31.780]  跟著說
[00:10:31.780 --> 00:10:33.580]  如果有證據
[00:10:33.580 --> 00:10:35.360]  我就相信我
[00:10:35.360 --> 00:10:36.640]  突然我就開始
[00:10:36.640 --> 00:10:38.180]  有機會
[00:10:38.180 --> 00:10:39.980]  跟他去查到
[00:10:39.980 --> 00:10:43.300]  聖經創世紀第一和第二章
[00:10:43.300 --> 00:10:44.320]  第一章
[00:10:44.320 --> 00:10:45.860]  我在上個月
[00:10:45.860 --> 00:10:47.900]  跟大家來分享了
[00:10:47.900 --> 00:10:49.960]  跟著我就會跟大家
[00:10:49.960 --> 00:10:52.780]  來看到第二章
[00:10:52.780 --> 00:10:54.560]  人
[00:10:54.560 --> 00:10:58.920]  為何被稱為萬物之靈呢
[00:10:58.920 --> 00:11:00.200]  老實說
[00:11:00.200 --> 00:11:01.980]  你說合群
[00:11:01.980 --> 00:11:05.300]  今日的人比任何事情
[00:11:05.300 --> 00:11:07.100]  更加不合群
[00:11:07.100 --> 00:11:09.400]  人與人之間的不信任
[00:11:09.400 --> 00:11:11.200]  人與人之間的猜忌
[00:11:11.200 --> 00:11:13.500]  甚至最密切的關係
[00:11:13.500 --> 00:11:14.780]  夫妻的關係
[00:11:14.780 --> 00:11:16.060]  很多時候
[00:11:16.060 --> 00:11:18.880]  都彼此的傷害
[00:11:18.880 --> 00:11:20.920]  我們都看得到
[00:11:20.920 --> 00:11:23.740]  發明最厲害的武器
[00:11:23.740 --> 00:11:25.020]  去毀滅
[00:11:25.020 --> 00:11:26.300]  人類的
[00:11:26.300 --> 00:11:28.600]  是人自己
[00:11:28.600 --> 00:11:30.140]  不是天外的
[00:11:30.140 --> 00:11:31.420]  一些怪物
[00:11:31.420 --> 00:11:32.960]  一些異物
[00:11:32.960 --> 00:11:35.000]  是人自己
[00:11:35.000 --> 00:11:37.560]  甚至這些殺傷力的武器
[00:11:37.560 --> 00:11:39.620]  是繼續不斷
[00:11:39.620 --> 00:11:41.920]  來去改良
[00:11:41.920 --> 00:11:43.960]  是改到一個地步
[00:11:43.960 --> 00:11:47.040]  能夠殺人殺得更加盡為止
[00:11:47.040 --> 00:11:49.080]  一切的化學武器
[00:11:49.080 --> 00:11:51.640]  是人自己製造出來
[00:11:51.640 --> 00:11:53.940]  不是任何其他東西製造出來
[00:11:53.940 --> 00:11:56.240]  是人自己製造出來
[00:11:56.240 --> 00:11:59.060]  我問他為何
[00:11:59.060 --> 00:12:01.880]  所以人為萬物之靈
[00:12:01.880 --> 00:12:03.680]  不是進化
[00:12:03.680 --> 00:12:07.260]  不是說人天生是一個最合群
[00:12:07.260 --> 00:12:09.040]  他又不是走得最快
[00:12:09.040 --> 00:12:10.580]  又不是最大力
[00:12:10.580 --> 00:12:12.380]  又不是游水游得最好
[00:12:12.380 --> 00:12:14.160]  又不是飛得最高
[00:12:14.160 --> 00:12:15.960]  這是後天的事
[00:12:15.960 --> 00:12:18.780]  但問題是這些東西未發明之前
[00:12:18.780 --> 00:12:25.180]  人為何仍然能夠駕馭其他的一切
[00:12:25.180 --> 00:12:28.260]  存在在這個世界上
[00:12:28.260 --> 00:12:32.600]  我就開始和他在這裡聖經
[00:12:32.600 --> 00:12:35.940]  人為何被稱為萬物之靈
[00:12:35.940 --> 00:12:39.260]  創世紀一章26到28節
[00:12:39.260 --> 00:12:41.060]  神說
[00:12:41.060 --> 00:12:43.100]  我們要照著我們的形象
[00:12:43.100 --> 00:12:45.400]  按照我們的樣式做人
[00:12:45.400 --> 00:12:48.720]  使他們管理海裡的魚、空中的鳥
[00:12:48.720 --> 00:12:51.040]  地上的生畜和全地
[00:12:51.040 --> 00:12:54.360]  並地上所爬一切的昆蟲
[00:12:54.360 --> 00:12:55.380]  27節
[00:12:55.380 --> 00:12:59.220]  神就照著自己的形象做人
[00:12:59.220 --> 00:13:03.320]  乃是照著他的形象做男、做女
[00:13:03.320 --> 00:13:04.340]  28節
[00:13:04.340 --> 00:13:06.900]  神就賜福給他們又對他們說
[00:13:06.900 --> 00:13:09.460]  要生養眾多、遍滿地面
[00:13:09.460 --> 00:13:11.000]  治理這個地
[00:13:11.000 --> 00:13:13.820]  也要管理海裡的魚、空中的鳥
[00:13:13.820 --> 00:13:17.660]  和地上各樣行動的活物
[00:13:17.660 --> 00:13:21.000]  這一段的聖經完了
[00:13:21.000 --> 00:13:26.360]  接著在創世紀第二章第七節
[00:13:26.360 --> 00:13:28.800]  也說用地上的塵土做人
[00:13:28.800 --> 00:13:31.160]  將生氣吹在他的鼻孔裡面
[00:13:31.160 --> 00:13:34.560]  他就成了一個有靈的活人
[00:13:34.560 --> 00:13:36.340]  名叫阿當
[00:13:36.340 --> 00:13:37.620]  然後十九節
[00:13:37.620 --> 00:13:41.460]  也說用土造成的那些野獸
[00:13:41.460 --> 00:13:44.520]  野地各樣的走獸和空中各樣的飛鳥
[00:13:44.520 --> 00:13:46.760]  都帶到那個人的面前
[00:13:46.760 --> 00:13:49.780]  看他叫那些東西叫什麼
[00:13:49.780 --> 00:13:52.720]  那個人怎麼叫每一樣的活物
[00:13:52.720 --> 00:13:55.540]  那個就是他的名字
[00:13:55.540 --> 00:13:58.100]  在這段聖經當中
[00:13:58.100 --> 00:14:00.140]  我相信大家可以看得到
[00:14:00.140 --> 00:14:03.980]  是非常獨特的一些地方
[00:14:03.980 --> 00:14:08.840]  神為什麼這樣去做
[00:14:08.840 --> 00:14:15.240]  人為什麼自古以來被稱為萬物之靈
[00:14:15.240 --> 00:14:17.280]  原來在這個地方
[00:14:17.280 --> 00:14:22.920]  神做人和他做任何其他的東西
[00:14:22.920 --> 00:14:25.740]  是有很不同的方法的
[00:14:25.740 --> 00:14:26.760]  第一
[00:14:26.760 --> 00:14:28.300]  創造人的時候
[00:14:28.300 --> 00:14:30.080]  神特別講道
[00:14:30.080 --> 00:14:31.880]  他們要照著他們
[00:14:31.880 --> 00:14:33.920]  這個就是三位一體的神
[00:14:33.920 --> 00:14:35.460]  他們說的
[00:14:35.460 --> 00:14:37.760]  是照著他們的形象
[00:14:37.760 --> 00:14:41.600]  按著他們的樣式來做他們
[00:14:41.600 --> 00:14:44.160]  道德神的形象是什麼形象呢
[00:14:44.160 --> 00:14:47.480]  這個不是指一個外表的樣子
[00:14:47.480 --> 00:14:50.560]  因為約翰福音四章二十四節跟我們講
[00:14:50.560 --> 00:14:52.360]  神是個靈
[00:14:52.360 --> 00:14:57.720]  所以拜祂的是必須用心靈和誠實來拜祂
[00:14:57.720 --> 00:15:00.280]  所以這個不是肉眼看到的
[00:15:00.280 --> 00:15:03.360]  這個形象和樣式是指什麼呢
[00:15:03.360 --> 00:15:06.440]  是指他們內在的屬性
[00:15:06.440 --> 00:15:08.240]  內在的品格
[00:15:08.240 --> 00:15:09.760]  內在的智慧
[00:15:09.760 --> 00:15:11.040]  內在的能力
[00:15:11.040 --> 00:15:13.600]  這些品格在神的方面來說
[00:15:13.600 --> 00:15:16.420]  充滿著一個創造性
[00:15:16.420 --> 00:15:17.440]  第二
[00:15:17.440 --> 00:15:20.520]  是充滿著一個管理的智慧
[00:15:20.520 --> 00:15:22.820]  是繼續不斷能夠知道去
[00:15:22.820 --> 00:15:24.620]  從不同的東西
[00:15:24.620 --> 00:15:26.920]  來把它組織起來
[00:15:26.920 --> 00:15:30.240]  充滿著品德
[00:15:30.240 --> 00:15:32.040]  道德性
[00:15:32.040 --> 00:15:33.840]  我跟著跟他解釋
[00:15:33.840 --> 00:15:35.360]  我說你覺不覺得
[00:15:35.360 --> 00:15:38.440]  人在人的心裏面多多少少
[00:15:38.440 --> 00:15:39.640]  有什麼是對的
[00:15:39.640 --> 00:15:41.520]  什麼是不對的
[00:15:41.520 --> 00:15:43.560]  一些這樣的感覺
[00:15:43.560 --> 00:15:45.200]  他說會有
[00:15:45.200 --> 00:15:49.080]  我說幾千年前中國人
[00:15:49.080 --> 00:15:51.560]  都已經有這些觀念
[00:15:51.560 --> 00:15:54.840]  是看到人和萬物的不同
[00:15:54.840 --> 00:15:55.960]  我跟他說
[00:15:55.960 --> 00:15:57.040]  一隻狗
[00:15:57.040 --> 00:15:58.680]  看到另一隻狗有東西吃
[00:15:58.680 --> 00:16:00.000]  他就走過來搶他
[00:16:00.000 --> 00:16:00.840]  咬他
[00:16:00.840 --> 00:16:02.600]  然後就搬走那些東西
[00:16:02.600 --> 00:16:04.560]  他需要道歉嗎
[00:16:04.560 --> 00:16:05.760]  沒有的
[00:16:05.760 --> 00:16:07.520]  如果另外一隻想拿回
[00:16:07.520 --> 00:16:09.160]  他就會咬他
[00:16:09.160 --> 00:16:11.840]  總之力大
[00:16:11.840 --> 00:16:12.800]  打得贏人
[00:16:12.800 --> 00:16:14.600]  你就什麼都拿了
[00:16:14.600 --> 00:16:15.960]  獅子
[00:16:15.960 --> 00:16:17.760]  看到別人
[00:16:17.760 --> 00:16:20.160]  獵了一隻獵物
[00:16:20.160 --> 00:16:21.600]  一隻豹也好
[00:16:21.600 --> 00:16:22.560]  什麼也好
[00:16:22.560 --> 00:16:24.280]  他就走去搶別人的獵物
[00:16:24.280 --> 00:16:26.560]  甚至咬死了
[00:16:26.560 --> 00:16:28.400]  那隻豹
[00:16:28.400 --> 00:16:31.160]  他會不會感覺這個是不對的人
[00:16:31.160 --> 00:16:33.000]  沒有的
[00:16:33.000 --> 00:16:34.240]  但是人
[00:16:34.240 --> 00:16:36.600]  你看到無論哪個國家的人
[00:16:36.600 --> 00:16:39.160]  我們都立法制止這些東西
[00:16:39.160 --> 00:16:41.640]  甚至人做了之後
[00:16:41.640 --> 00:16:44.040]  天網恢恢疏而不漏
[00:16:44.040 --> 00:16:45.360]  很多時候
[00:16:45.360 --> 00:16:46.960]  他裡面那種罪疚感
[00:16:46.960 --> 00:16:48.160]  是會出來
[00:16:48.160 --> 00:16:50.000]  為什麼
[00:16:50.000 --> 00:16:51.160]  另一方面
[00:16:51.160 --> 00:16:52.760]  人的愛
[00:16:52.760 --> 00:16:54.400]  人的親情
[00:16:54.400 --> 00:16:58.040]  人用文字能夠流傳一切的東西
[00:16:58.040 --> 00:17:00.160]  所有這些東西
[00:17:00.160 --> 00:17:04.000]  神是用他的道來造成一切
[00:17:04.000 --> 00:17:05.520]  而這個道的本身
[00:17:05.520 --> 00:17:06.920]  話語的本身
[00:17:06.920 --> 00:17:11.040]  也都成為今天人一個獨特的地方
[00:17:11.040 --> 00:17:13.760]  是能夠流傳了有文化各方面
[00:17:13.760 --> 00:17:15.520]  這一切的東西
[00:17:15.520 --> 00:17:16.840]  聖經裡面說
[00:17:16.840 --> 00:17:18.520]  是因為人
[00:17:18.520 --> 00:17:22.320]  是被神照著他的形象和樣式
[00:17:22.320 --> 00:17:23.800]  來做出來
[00:17:23.800 --> 00:17:25.920]  他做人出來
[00:17:25.920 --> 00:17:28.040]  給這樣的智慧給一個他
[00:17:28.040 --> 00:17:29.440]  那麼愛他們
[00:17:29.440 --> 00:17:31.840]  又給一個權給他們
[00:17:31.840 --> 00:17:33.320]  目的是什麼
[00:17:33.320 --> 00:17:36.320]  目的就是叫他們可以管理
[00:17:36.320 --> 00:17:38.360]  又可以治理
[00:17:38.360 --> 00:17:39.320]  所以一會兒
[00:17:39.320 --> 00:17:41.440]  我就會跟大家來分享
[00:17:41.440 --> 00:17:45.360]  人和一切的萬物不同的地方
[00:17:45.360 --> 00:17:48.440]  到底在哪裡
