
[00:00:00.000 --> 00:00:08.080]  在每一年的復活節或聖誕節期間
[00:04:12.440 --> 00:04:14.440]  我希望透過這個題目
[00:04:14.440 --> 00:04:21.440]  藉著這段經文向你和我作一個很嚴肅的提醒
[00:04:21.440 --> 00:04:28.440]  讓我們如果我們是因為一些虛偽的原因而信了主
[00:04:28.440 --> 00:04:30.440]  今天你聽到這個訊息
[00:04:30.440 --> 00:04:35.440]  我希望成為你認罪悔改真正徹底生命改變的開端
[00:04:35.440 --> 00:04:40.440]  如果你是一個屬神的子民的話
[00:04:40.440 --> 00:04:42.440]  當你聽見這段聖經之後
[00:04:42.440 --> 00:04:48.440]  我也希望你能夠藉著這段聖經常常提醒我們
[00:04:48.440 --> 00:04:53.440]  怎樣去作一個合神心意的信徒
[00:04:53.440 --> 00:04:58.440]  免得我們很容易跌入一個偽善的狀態
[00:04:58.440 --> 00:05:00.440]  經文不是很長嗎?
[00:05:00.440 --> 00:05:03.440]  讓我們再讀一次好不好?
[00:05:03.440 --> 00:05:05.440]  讓我們熟悉一下這段經文
[00:05:05.440 --> 00:05:09.440]  因為這段經文其實不是不知道它的存在
[00:05:09.440 --> 00:05:13.440]  只不過信徒很多時候很快地水過鴨背
[00:05:13.440 --> 00:05:15.440]  讀過一次就算了
[00:05:15.440 --> 00:05:20.440]  我希望和大家一起在這段經文裏面去好好掌握
[00:05:20.440 --> 00:05:26.440]  我們再讀一次馬太福音第十二章43至45節
[00:05:26.440 --> 00:05:30.440]  很短的經文但有很深層的教導
[00:05:30.440 --> 00:05:32.440]  我們一起讀吧
[00:05:32.440 --> 00:05:39.440]  污鬼來了人生就在無水之地過來過去
[00:05:39.440 --> 00:05:43.440]  尋求安歇之處卻尋不著
[00:05:43.440 --> 00:05:48.440]  於是說我要回到我所出來的屋裏去
[00:05:48.440 --> 00:05:52.440]  到了就看見裏面空閒
[00:05:52.440 --> 00:05:58.440]  便去凌大了七個比自己更惡的鬼來
[00:05:58.440 --> 00:06:01.440]  都進去住在那裏
[00:06:01.440 --> 00:06:06.440]  那人沒後的景況比先前更不好了
[00:06:06.440 --> 00:06:10.440]  這邪惡的世代也要如此
[00:06:10.440 --> 00:06:14.440]  如果那本聖經是你的請大家先圈住
[00:06:14.440 --> 00:06:16.440]  邪惡的世代這個字眼
[00:06:16.440 --> 00:06:19.440]  將來我們說到第十二章之後
[00:06:19.440 --> 00:06:21.440]  十三章會再提出這個題目
[00:06:21.440 --> 00:06:24.440]  這段經文說的背景是甚麼呢
[00:06:24.440 --> 00:06:26.440]  其實我們先前已經說過
[00:06:26.440 --> 00:06:29.440]  有些民事祭司快來賽人
[00:06:29.440 --> 00:06:32.440]  他們要夾手夾腳
[00:06:32.440 --> 00:06:34.440]  要希望踩低耶穌
[00:06:34.440 --> 00:06:39.440]  鞏固他們自己在宗教界的權力
[00:06:39.440 --> 00:06:41.440]  很政治化的
[00:06:41.440 --> 00:06:46.440]  耶穌在這個過程中被他們挑釁
[00:06:46.440 --> 00:06:50.440]  用很多方法去踐踏耶穌
[00:06:50.440 --> 00:06:53.440]  耶穌每一次都很謹慎地
[00:06:53.440 --> 00:06:57.440]  將他們的心腸暴露出來
[00:06:57.440 --> 00:07:03.440]  而這種狀態其實反映在今天這段經文當中
[00:07:03.440 --> 00:07:08.440]  當我們了解到一會所談論到的屋裏的時候
[00:07:08.440 --> 00:07:11.440]  我們會再詳細解釋
[00:07:11.440 --> 00:07:16.440]  這間屋其實是反映這班民事祭司快來賽人
[00:07:16.440 --> 00:07:20.440]  假冒偽善的信徒他們的態度
[00:07:20.440 --> 00:07:25.440]  今天這段經文我會透過兩個部分和大家去看
[00:07:25.440 --> 00:07:32.440]  第一個部分就是從第十二章第四十三和四十四節的上半節
[00:07:32.440 --> 00:07:34.440]  我們先去看這段經文
[00:07:34.440 --> 00:07:42.440]  原來說到信徒罪都會隨時找上門
[00:07:42.440 --> 00:07:50.440]  Sins are always crouching at our doorsteps
[00:07:50.440 --> 00:07:59.440]  基督教當中其實很多時候流傳至不同各類形式的錯誤的流傳
[00:07:59.440 --> 00:08:02.440]  或者一些錯誤的神學
[00:08:02.440 --> 00:08:08.440]  就是說受了浸或者參加了聖禮之後
[00:08:08.440 --> 00:08:15.440]  上帝的靈就好像神靈護體那樣護著你們
[00:08:15.440 --> 00:08:20.440]  這個說法就更加很多時候引經據典
[00:08:20.440 --> 00:08:24.440]  就說上帝的兒子耶穌基督
[00:08:24.440 --> 00:08:26.440]  他曾經說過的
[00:08:26.440 --> 00:08:31.440]  他會猜聖靈來到我們當中
[00:08:31.440 --> 00:08:36.440]  來到去住在我們中間的
[00:08:36.440 --> 00:08:39.440]  這樣還不是聖靈護體?
[00:08:39.440 --> 00:08:41.440]  大兄姐妹
[00:08:41.440 --> 00:08:44.440]  如果你是這樣想的話
[00:08:44.440 --> 00:08:50.440]  我想多不少你還帶著一些邪教
[00:08:50.440 --> 00:08:55.440]  民間信仰那種所謂神打的觀念
[00:08:55.440 --> 00:09:01.440]  我自問在信耶穌之前
[00:09:01.440 --> 00:09:03.440]  涉獵了不少宗教
[00:09:03.440 --> 00:09:09.440]  被人困我進去這些宗教的機會都不少
[00:09:09.440 --> 00:09:15.440]  其中有一個宗教叫天道教
[00:09:15.440 --> 00:09:18.440]  因為我家做生意的緣故
[00:09:18.440 --> 00:09:20.440]  和他有關係
[00:09:20.440 --> 00:09:25.440]  有一次他就說我們都是佛堂
[00:09:25.440 --> 00:09:32.440]  你來到我們當中可以吃下齋
[00:09:32.440 --> 00:09:36.440]  反正齋菜的料都是你賣給我的
[00:09:36.440 --> 00:09:40.440]  他就讓你試下我怎樣煮你們的材料
[00:09:40.440 --> 00:09:45.440]  我們賣給他的東西不是很貴
[00:09:45.440 --> 00:09:50.440]  因為他們要求的東西都是最低價的成本價
[00:09:50.440 --> 00:09:55.440]  甚至是劣質的貨
[00:09:55.440 --> 00:09:57.440]  例如最簡單
[00:09:57.440 --> 00:10:00.440]  他們做齋菜要用木耳
[00:10:00.440 --> 00:10:03.440]  他要買最低價的木耳
[00:10:03.440 --> 00:10:07.440]  如果他是要用果仁的
[00:10:07.440 --> 00:10:11.440]  他不買一粒粒的
[00:10:11.440 --> 00:10:14.440]  我可以說是香港來的
[00:10:14.440 --> 00:10:17.440]  我們家裡已經是首屈一指的供應商
[00:10:17.440 --> 00:10:19.440]  他說要買合桃的碎
[00:10:19.440 --> 00:10:24.440]  合桃碎不值錢的
[00:10:24.440 --> 00:10:26.440]  不怕告訴大家
[00:10:26.440 --> 00:10:30.440]  所以你去買合桃的地方
[00:10:30.440 --> 00:10:32.440]  他買些碎的給你
[00:10:32.440 --> 00:10:35.440]  好啊 做沙 做餅 做蛋糕
[00:10:35.440 --> 00:10:39.440]  你不要以為是最便宜的貨
[00:10:39.440 --> 00:10:42.440]  進入邪教之後
[00:10:42.440 --> 00:10:44.440]  吃下齋菜
[00:10:44.440 --> 00:10:47.440]  他就說不如進來參觀一下我們這個廟宇
[00:10:47.440 --> 00:10:49.440]  不進去游視海
[00:10:49.440 --> 00:10:51.440]  進去之後就慘了
[00:10:51.440 --> 00:10:53.440]  一進去就關上門
[00:10:53.440 --> 00:10:55.440]  還沒放狗
[00:10:55.440 --> 00:10:57.440]  就說不准出
[00:10:57.440 --> 00:11:00.440]  因為進來之後就有個神靈
[00:11:00.440 --> 00:11:03.440]  在這間房間裡流傳
[00:11:03.440 --> 00:11:05.440]  你不信就不准走
[00:11:05.440 --> 00:11:11.440]  你就要按照他的方式搞了一大輪
[00:11:11.440 --> 00:11:15.440]  他說我現在看到有兩個靈在你身邊跟著你
[00:11:15.440 --> 00:11:20.440]  基督教裡很多信徒都是這樣想的
[00:11:20.440 --> 00:11:22.440]  聖靈是這樣演繹的
[00:11:22.440 --> 00:11:24.440]  到底聖靈是否這樣運作呢
[00:11:24.440 --> 00:11:25.440]  我可以告訴你
[00:11:25.440 --> 00:11:27.440]  聖靈內在我們的生命裡
[00:11:27.440 --> 00:11:29.440]  內在我們的身體裡
[00:11:29.440 --> 00:11:32.440]  其實不是用這樣的方式來運作
[00:11:32.440 --> 00:11:36.440]  是用一個感召的方式
[00:11:36.440 --> 00:11:38.440]  來不斷提醒
[00:11:38.440 --> 00:11:41.440]  賜予我們智慧能夠洞悉上帝的心意
[00:11:41.440 --> 00:11:43.440]  然後運作
[00:11:43.440 --> 00:11:46.440]  讓我們實踐在這個地上
[00:11:46.440 --> 00:11:48.440]  所以不少信徒
[00:11:48.440 --> 00:11:52.440]  甚至教會的牧者傳道人都說
[00:11:52.440 --> 00:11:55.440]  你不受浸就不完整
[00:11:55.440 --> 00:11:57.440]  你的信仰
[00:11:57.440 --> 00:12:01.440]  於是這種心態就傳到整個基督教裡面
[00:12:01.440 --> 00:12:05.440]  不少信徒都將教會各式各樣的聖禮
[00:12:05.440 --> 00:12:10.440]  成為與神的神力連線的一個做法
[00:12:10.440 --> 00:12:12.440]  以為做了信仰就會好一點
[00:12:12.440 --> 00:12:15.440]  做了禮儀他們的信仰就會好一點
[00:12:15.440 --> 00:12:19.440]  所以天主教為什麼喜歡有七大禮儀
[00:12:19.440 --> 00:12:22.440]  有告解、有死
[00:12:22.440 --> 00:12:25.440]  包括一種禮儀
[00:12:25.440 --> 00:12:27.440]  還有很多的教會禮儀
[00:12:27.440 --> 00:12:31.440]  我們在這裡不是傳異教之風
[00:12:31.440 --> 00:12:35.440]  但是造成了一個局面
[00:12:35.440 --> 00:12:37.440]  很多信徒就覺得
[00:12:37.440 --> 00:12:39.440]  做了就會好一點
[00:12:39.440 --> 00:12:43.440]  因此甚至有些教會的領袖牧者
[00:12:43.440 --> 00:12:46.440]  傳道人就用這種思想
[00:12:46.440 --> 00:12:48.440]  他不去糾正信徒的錯誤
[00:12:48.440 --> 00:12:52.440]  反而他還鼓勵信徒去參加受浸
[00:12:52.440 --> 00:12:54.440]  浸了你就會好一點
[00:12:54.440 --> 00:12:58.440]  其實私底下這些傳道人牧者
[00:12:58.440 --> 00:13:00.440]  基本上只是想做給教會
[00:13:00.440 --> 00:13:04.440]  特別是教會出糧給他們那幫人
[00:13:04.440 --> 00:13:07.440]  告訴他們我在教會裡面
[00:13:07.440 --> 00:13:09.440]  造就了多少人信主
[00:13:09.440 --> 00:13:13.440]  這個就是我每一年作為牧者的成績表
[00:13:13.440 --> 00:13:18.440]  來去證明我在這間教會裡面的價值
[00:13:18.440 --> 00:13:20.440]  上帝是放我在你們裡面
[00:13:20.440 --> 00:13:22.440]  就像我在你們裡面
[00:13:22.440 --> 00:13:26.440]  你不要炒我魷魚
[00:13:26.440 --> 00:13:29.440]  順便在這裡回答一句
[00:13:29.440 --> 00:13:33.440]  香港的牧者炒魷魚的機會很高
[00:13:33.440 --> 00:13:38.440]  這些種種原因我不在這裡說了
[00:13:38.440 --> 00:13:41.440]  所以很多牧者就用這種手段
[00:13:41.440 --> 00:13:46.440]  來誘惑煽動信徒去參加這些盛禮
[00:13:46.440 --> 00:13:48.440]  尤其是受浸
[00:13:48.440 --> 00:13:52.440]  他認為只要你接受了受浸的盛禮之後
[00:13:52.440 --> 00:13:56.440]  你就好像成為耶穌基督釘在十字架上一樣
[00:13:56.440 --> 00:14:00.440]  耶穌在十字架上最後臨死說了一句什麼話
[00:14:00.440 --> 00:14:02.440]  大家記不記得
[00:14:02.440 --> 00:14:04.440]  成了
[00:14:04.440 --> 00:14:07.440]  成了簡單說是什麼呢?
[00:14:07.440 --> 00:14:08.440]  廣東話
[00:14:08.440 --> 00:14:09.440]  搞定了
[00:14:09.440 --> 00:14:11.440]  成了
[00:14:11.440 --> 00:14:15.440]  是不是受了浸的人就成了呢?
[00:14:15.440 --> 00:14:19.440]  我可以很肯定的告訴大家
[00:14:19.440 --> 00:14:21.440]  如果你是這樣想的
[00:14:21.440 --> 00:14:23.440]  你最好不要受浸了
[00:14:23.440 --> 00:14:26.440]  受了浸不是完全成功
[00:14:26.440 --> 00:14:30.440]  受了浸只不過是一個見證
[00:14:30.440 --> 00:14:33.440]  告訴你願意和上帝一起走
[00:14:33.440 --> 00:14:37.440]  你的人生可能你的經歷可能更大挑戰
[00:14:37.440 --> 00:14:39.440]  但是在挑戰裡面
[00:14:39.440 --> 00:14:42.440]  你不會放棄和上帝一起浸
[00:14:42.440 --> 00:14:48.440]  但是教會裡面的確就是這樣運作很多年
[00:14:48.440 --> 00:14:50.440]  而事實上
[00:14:50.440 --> 00:14:54.440]  接受了盛禮的人也不是讓你馬上變成超級屬靈人
[00:14:54.440 --> 00:14:58.440]  於是你就成為一個無堅不摧的信徒
[00:14:58.440 --> 00:15:00.440]  不是
[00:15:00.440 --> 00:15:02.440]  相反
[00:15:02.440 --> 00:15:05.440]  一個受了浸的信徒
[00:15:05.440 --> 00:15:09.440]  其實反而仍然在成長的階段
[00:15:09.440 --> 00:15:11.440]  從信主那一刻
[00:15:11.440 --> 00:15:13.440]  成為這個屬靈的嬰孩
[00:15:13.440 --> 00:15:20.440]  其實他的靈性仍然處於不同層次的軟弱當中
[00:15:20.440 --> 00:15:29.440]  信徒整個人生是需要刻意和用心去栽培和努力的
[00:15:29.440 --> 00:15:31.440]  我再重新說一次
[00:15:31.440 --> 00:15:38.440]  信徒的人生其實是需要刻意和用心去栽培
[00:15:38.440 --> 00:15:42.440]  而且信徒是需要出力的
[00:15:42.440 --> 00:15:47.440]  所以保羅曾經在菲勒比書裡面
[00:15:47.440 --> 00:15:50.440]  三章十二和十三節裡面
[00:15:50.440 --> 00:15:53.440]  連續說了兩次同一句話
[00:15:53.440 --> 00:15:55.440]  那句話就是
[00:15:55.440 --> 00:16:01.440]  「不是說我已經得著了,已經完全了」
[00:16:01.440 --> 00:16:04.440]  保羅兩次說到
[00:16:04.440 --> 00:16:07.440]  他自己縱使熟讀舊約聖經
[00:16:07.440 --> 00:16:09.440]  曾為法尼塞人
[00:16:09.440 --> 00:16:14.440]  可以說是舊約聖經的專家、神學家
[00:16:14.440 --> 00:16:18.440]  神學院的教授級的人物
[00:16:18.440 --> 00:16:23.440]  但是他後來發現他的相信是錯的時候
[00:16:23.440 --> 00:16:26.440]  經過耶穌基督向他顯現
[00:16:26.440 --> 00:16:28.440]  向他糾正
[00:16:28.440 --> 00:16:30.440]  他看到自己的罪
[00:16:30.440 --> 00:16:32.440]  然後他重新得救之後
[00:16:32.440 --> 00:16:38.440]  他整個人生仍然認為自己
[00:16:38.440 --> 00:16:42.440]  不是已經得著了,已經完全了
[00:16:42.440 --> 00:16:43.440]  不是啊
[00:16:43.440 --> 00:16:48.440]  信徒的一生其實經常有一種想法
[00:16:48.440 --> 00:16:52.440]  應該是覺得我的靈性是有欠缺的
[00:16:52.440 --> 00:16:54.440]  不充足的
[00:16:54.440 --> 00:16:56.440]  不完成的
[00:16:56.440 --> 00:17:00.440]  不過很可惜的就是
[00:17:00.440 --> 00:17:02.440]  今天很多時候
[00:17:02.440 --> 00:17:06.440]  因為在教會裡的少數信徒
[00:17:06.440 --> 00:17:11.440]  只要帶著一些錯信的觀念存在
[00:17:11.440 --> 00:17:15.440]  他們表面上好像似曾曾是真的信徒
[00:17:15.440 --> 00:17:21.440]  但是只要他這個似曾曾的生命裡
[00:17:21.440 --> 00:17:24.440]  加一丁點的假冒偽善
[00:17:24.440 --> 00:17:27.440]  或者一丁點的私心在裡面
[00:17:27.440 --> 00:17:29.440]  罪就會回來找他了
[00:17:29.440 --> 00:17:31.440]  這個我們怎麼知道呢?
[00:17:31.440 --> 00:17:33.440]  我們看回這段經文
[00:17:33.440 --> 00:17:39.440]  第43
[00:17:39.440 --> 00:17:41.440]  這裡這樣說
[00:17:41.440 --> 00:17:45.440]  污鬼來了人生
[00:17:45.440 --> 00:17:48.440]  就在無水之地
[00:17:48.440 --> 00:17:50.440]  過來過去
[00:17:50.440 --> 00:17:53.440]  尋求安歇之處
[00:17:53.440 --> 00:17:56.440]  卻尋不著
[00:17:56.440 --> 00:18:01.440]  大家請留心看這段聖經說什麼呢?
[00:18:01.440 --> 00:18:05.440]  污鬼來了人生
[00:18:05.440 --> 00:18:09.440]  換句話來說
[00:18:09.440 --> 00:18:13.440]  有一個人曾經被污鬼所附
[00:18:13.440 --> 00:18:18.440]  有人問過我牧師你信不信有鬼?
[00:18:18.440 --> 00:18:21.440]  我清楚跟你說
[00:18:21.440 --> 00:18:25.440]  每一個信耶穌基督的人都相信有鬼
[00:18:25.440 --> 00:18:27.440]  為什麼呢?
[00:18:27.440 --> 00:18:31.440]  靈界的事不由我們去管束
[00:18:31.440 --> 00:18:35.440]  但無需要你去主動去接觸靈界
[00:18:35.440 --> 00:18:37.440]  如果你要去接觸靈界
[00:18:37.440 --> 00:18:40.440]  也沒有正確的思想去處理的話
[00:18:40.440 --> 00:18:42.440]  你很容易就被污鬼附
[00:18:42.440 --> 00:18:46.440]  附了上去你都不知道是怎樣
[00:18:46.440 --> 00:18:50.440]  但這個人被污鬼附過
[00:18:50.440 --> 00:18:55.440]  但他經歷過上帝的恩典
[00:18:55.440 --> 00:18:58.440]  這裡沒有詳細說他怎樣經歷上帝的恩典
[00:18:58.440 --> 00:19:02.440]  但說污鬼離開了人生
[00:19:02.440 --> 00:19:04.440]  簡單來說
[00:19:04.440 --> 00:19:10.440]  這個人曾經被污靈捆綁
[00:19:10.440 --> 00:19:17.440]  但這個污靈有幸在某種原因下被趕逐離開
[00:19:17.440 --> 00:19:23.440]  這是一個在屬靈生命上經歷的好事
[00:19:23.440 --> 00:19:33.440]  但這個人被污鬼趕出生命之後
[00:19:33.440 --> 00:19:42.440]  究竟這個人怎樣處理這個大好的屬靈生命的翻身機會呢?
[00:19:42.440 --> 00:19:49.440]  用今天說的信主有機會聽到上帝的道理的人
[00:19:49.440 --> 00:19:54.440]  也嘗試去接受天恩的滋味
[00:19:54.440 --> 00:19:59.440]  試試信主有什麼經歷
[00:19:59.440 --> 00:20:01.440]  有什麼好處呢?
[00:20:01.440 --> 00:20:03.440]  這些經歷不一定是你想像的那種經歷
[00:20:03.440 --> 00:20:04.440]  哎呀好快樂啊
[00:20:04.440 --> 00:20:06.440]  傳道人在教會很開心啊
[00:20:06.440 --> 00:20:08.440]  做事凡事順利
[00:20:08.440 --> 00:20:09.440]  不一定的
[00:20:09.440 --> 00:20:12.440]  但當你離開了罪惡
[00:20:12.440 --> 00:20:14.440]  有上帝和你一起的時候
[00:20:14.440 --> 00:20:15.440]  這個大好機會
[00:20:15.440 --> 00:20:17.440]  你有沒有好好把握呢?
[00:20:17.440 --> 00:20:19.440]  一會兒會說
[00:20:19.440 --> 00:20:25.440]  但我們先未說這個人如何把握這個機會的時候
[00:20:25.440 --> 00:20:27.440]  這裡聖經說
[00:20:27.440 --> 00:20:29.440]  污鬼離開了這個人
[00:20:29.440 --> 00:20:34.440]  他要找一個無水之地走來走去
[00:20:34.440 --> 00:20:37.440]  我們就在這裡問
[00:20:37.440 --> 00:20:39.440]  無水之地是什麼呢?
[00:20:39.440 --> 00:20:41.440]  什麼地方呢?
[00:20:41.440 --> 00:20:44.440]  讓我先喝口水
[00:20:44.440 --> 00:20:46.440]  無水之地這個字眼
[00:20:46.440 --> 00:20:49.440]  在英文翻譯上面
[00:20:49.440 --> 00:20:54.440]  MET叫Waterless Places
[00:20:54.440 --> 00:21:01.440]  原來所有的邪靈都要找一個寄託的地方
[00:21:01.440 --> 00:21:02.440]  聽清楚
[00:21:02.440 --> 00:21:09.440]  在靈界裡所有的邪靈都要找一個寄託的地方
[00:21:09.440 --> 00:21:11.440]  這個寄託的地方可能是一個地方
[00:21:11.440 --> 00:21:12.440]  可以是一個人
[00:21:12.440 --> 00:21:15.440]  可以是一個有靈管治的地方
[00:21:15.440 --> 00:21:17.440]  譬如上帝
[00:21:17.440 --> 00:21:19.440]  他在哪個地方呢?
[00:21:19.440 --> 00:21:21.440]  邪靈當然不想找上帝
[00:21:21.440 --> 00:21:23.440]  找上帝只會搞事
[00:21:23.440 --> 00:21:25.440]  上帝一定會譴責他懲罰他
[00:21:25.440 --> 00:21:29.440]  他當然是Stay away from the Lord
[00:21:29.440 --> 00:21:31.440]  遠離上帝
[00:21:31.440 --> 00:21:37.440]  無水之地在聖經裡有兩個地方經文記載過
[00:21:37.440 --> 00:21:42.440]  第一個地方是彼得後書第二章17至21節
[00:21:42.440 --> 00:21:47.440]  2 Peter 2:17-21
[00:21:47.440 --> 00:21:50.440]  我們一起去那段經文看看好不好
[00:21:50.440 --> 00:21:58.440]  大家一起去看彼得後書第二章17至21節
[00:21:58.440 --> 00:22:00.440]  彼得後書很後期的
[00:22:00.440 --> 00:22:06.440]  在聖經裡一拉就看到
[00:22:06.440 --> 00:22:09.440]  差不多最後的部分
[00:22:09.440 --> 00:22:16.440]  就會看到在亞當書之後
[00:22:16.440 --> 00:22:18.440]  彼得前書
[00:22:18.440 --> 00:22:20.440]  彼得後書
[00:22:20.440 --> 00:22:22.440]  找到嗎?
[00:22:22.440 --> 00:22:26.440]  找不到的給鐵幫幫忙
[00:22:26.440 --> 00:22:32.440]  彼得後書第二章17至21節
[00:22:32.440 --> 00:22:35.440]  給大家一點時間找找
[00:22:35.440 --> 00:22:39.440]  什麼叫無水之地呢?
[00:22:39.440 --> 00:22:44.440]  這個就是我們很需要的一個學習
[00:22:44.440 --> 00:22:47.440]  給彼得幫忙
[00:22:47.440 --> 00:22:49.440]  幫忙
[00:22:49.440 --> 00:22:51.440]  我們信徒就是這樣
[00:22:51.440 --> 00:22:53.440]  給彼得幫忙
[00:22:53.440 --> 00:23:02.440]  找到之後我們一起從第二章17至21節讀
[00:23:02.440 --> 00:23:05.440]  不是太長的經文
[00:23:05.440 --> 00:23:07.440]  幾節經文
[00:23:07.440 --> 00:23:12.440]  第二章第17節開始讀
[00:23:12.440 --> 00:23:14.440]  一起讀
[00:23:14.440 --> 00:23:17.440]  這些人是無水的井
[00:23:17.440 --> 00:23:20.440]  是狂風吹逼的霧氣
[00:23:20.440 --> 00:23:24.440]  有默黑的幽暗為他存留
[00:23:24.440 --> 00:23:29.440]  他們說虛妄驚誇的大話
[00:23:29.440 --> 00:23:33.440]  縱欲生的情慾和邪淫的事
[00:23:33.440 --> 00:23:37.440]  引誘那些剛才脫離妄行的人
[00:23:37.440 --> 00:23:41.440]  他們應許人得以自由
[00:23:41.440 --> 00:23:44.440]  而己卻作敗壞的奴服
[00:23:44.440 --> 00:23:47.440]  因為人被誰制服
[00:23:47.440 --> 00:23:49.440]  就是誰的奴服
[00:23:49.440 --> 00:23:52.440]  倘若他們因認識主
[00:23:52.440 --> 00:23:54.440]  救主耶穌基督
[00:23:54.440 --> 00:23:57.440]  得以脫離世上的污穢
[00:23:57.440 --> 00:24:00.440]  後來又在其中被纏著
[00:24:00.440 --> 00:24:03.440]  制服他們活後的境況
[00:24:03.440 --> 00:24:06.440]  就比先前更不好了
[00:24:06.440 --> 00:24:08.440]  他們曉得異路
[00:24:08.440 --> 00:24:11.440]  竟背棄了全給他們的性命
[00:24:11.440 --> 00:24:15.440]  倒不如不曉得為妙
[00:24:15.440 --> 00:24:18.440]  好了,我們讀到這裡為止
[00:24:18.440 --> 00:24:22.440]  這節經文清楚告訴我們
[00:24:22.440 --> 00:24:27.440]  那些無水的井是人
[00:24:27.440 --> 00:24:32.440]  什麼人?我們看彼得侯書第二章
[00:24:32.440 --> 00:24:35.440]  開頭說的是什麼人?
[00:24:35.440 --> 00:24:37.440]  第二章第一節
[00:24:37.440 --> 00:24:42.440]  從前在百姓中有假先知起來
[00:24:42.440 --> 00:24:44.440]  將來在你們中間
[00:24:44.440 --> 00:24:48.440]  也必有假師父
[00:24:48.440 --> 00:24:51.440]  施致引進陷害人的異端
[00:24:51.440 --> 00:24:53.440]  連埋他們的主
[00:24:53.440 --> 00:24:55.440]  他們也不承認
