
[00:00:00.000 --> 00:00:15.200]  在十多年前我曾經和一班弟兄姊妹去到中國大陸一個比較開發的地方
[00:14:49.000 --> 00:14:53.000]  約翰福音第一章第一節就告訴我們
[00:14:53.000 --> 00:14:56.000]  上帝起初是做什麼的
[00:14:56.000 --> 00:14:58.000]  道與神同在
[00:14:58.000 --> 00:15:00.000]  道就是神 道是神
[00:15:00.000 --> 00:15:01.000]  在原文聖經說
[00:15:01.000 --> 00:15:03.000]  就是神的啟示
[00:15:03.000 --> 00:15:05.000]  Logos
[00:15:05.000 --> 00:15:07.000]  聖經就是耶穌
[00:15:07.000 --> 00:15:10.000]  耶穌就將他活活地
[00:15:10.000 --> 00:15:13.000]  在你和我現在這個時代裏
[00:15:13.000 --> 00:15:16.000]  按照我們所能夠
[00:15:16.000 --> 00:15:19.000]  需要知道的資料或者啟示
[00:15:19.000 --> 00:15:22.000]  用同一套說話
[00:15:22.000 --> 00:15:25.000]  來將他的主旨告訴我們
[00:15:25.000 --> 00:15:29.000]  每個人在不同的年代裏
[00:15:29.000 --> 00:15:32.000]  包括在初期教會甚至舊約聖經的時候
[00:15:32.000 --> 00:15:34.000]  以至於今時今日
[00:15:34.000 --> 00:15:37.000]  同一段的聖經都在不斷地
[00:15:37.000 --> 00:15:39.000]  向我們說同一番的說話
[00:15:39.000 --> 00:15:44.000]  但卻是將深度和闊度不同的情況
[00:15:44.000 --> 00:15:48.000]  按照你和我的情況去介紹出來
[00:15:48.000 --> 00:15:51.000]  我為什麼要提出這一點給大家知道呢?
[00:15:51.000 --> 00:15:54.000]  因為這是一個對聖經的尊重
[00:15:54.000 --> 00:15:56.000]  也可以怎樣讓聖經能夠
[00:15:56.000 --> 00:15:58.000]  在我們的屬靈生命上生影響
[00:15:58.000 --> 00:16:00.000]  但更重要的就是
[00:16:00.000 --> 00:16:02.000]  在這個星期裏
[00:16:02.000 --> 00:16:07.000]  我曾經收到在網上的一個回應
[00:16:07.000 --> 00:16:09.000]  這個回應
[00:16:09.000 --> 00:16:12.000]  在上面將我所說的話
[00:16:12.000 --> 00:16:14.000]  罵到遍體鱗傷
[00:16:14.000 --> 00:16:17.000]  不過你們不用擔心你們會看不到
[00:16:17.000 --> 00:16:20.000]  因為那個人留言完之後
[00:16:20.000 --> 00:16:24.000]  我用準確用神的話告訴你之後
[00:16:24.000 --> 00:16:27.000]  他馬上將所有的東西刪除
[00:16:27.000 --> 00:16:29.000]  以為沒有事發生過
[00:16:29.000 --> 00:16:30.000]  不過你不用擔心
[00:16:30.000 --> 00:16:32.000]  我全部都有記錄的
[00:16:35.000 --> 00:16:38.000]  信徒很多時候對聖經不理解
[00:16:38.000 --> 00:16:41.000]  我們作為目者的角色就是要解說
[00:16:41.000 --> 00:16:44.000]  當你被解說之後
[00:16:44.000 --> 00:16:48.000]  你看到自己的缺陷的時候
[00:16:48.000 --> 00:16:50.000]  你應該是向上帝感謝
[00:16:50.000 --> 00:16:53.000]  而勇敢面對去改變
[00:16:53.000 --> 00:16:55.000]  而不是將它塗抹
[00:16:55.000 --> 00:16:57.000]  塗抹、隱藏
[00:16:57.000 --> 00:17:00.000]  不是基督徒的行為
[00:17:00.000 --> 00:17:04.000]  但是我陳述到這一點給大家知道
[00:17:04.000 --> 00:17:07.000]  因為今天你去看這段聖經的時候
[00:17:07.000 --> 00:17:11.000]  有絕大部分的信徒包括目者
[00:17:11.000 --> 00:17:13.000]  他一定會告訴你
[00:17:13.000 --> 00:17:16.000]  尤其是去到最後
[00:17:16.000 --> 00:17:22.000]  講到教會裡面用詩章、頌詞、領歌
[00:17:22.000 --> 00:17:25.000]  這些就是教會應做的事
[00:17:25.000 --> 00:17:29.000]  變成事工化
[00:17:29.000 --> 00:17:34.000]  但是他其實不明白
[00:17:34.000 --> 00:17:37.000]  這些陳述本身的意義是想說些什麼
[00:17:37.000 --> 00:17:40.000]  而聖經神學就將它否釋出來給我們知道
[00:17:40.000 --> 00:17:43.000]  拭目以待 逐步去看看
[00:17:43.000 --> 00:17:45.000]  既然在這段聖經裡面
[00:17:45.000 --> 00:17:47.000]  上文講到榮耀神
[00:17:47.000 --> 00:17:52.000]  是將一個人生命上裡裡外外要去改變
[00:17:52.000 --> 00:17:54.000]  直到你信了主之後
[00:17:54.000 --> 00:17:58.000]  能夠有一個徹頭徹尾的改變之後
[00:17:58.000 --> 00:18:01.000]  你怎樣參與其中呢?
[00:18:01.000 --> 00:18:03.000]  這個正正就是這段聖經
[00:18:03.000 --> 00:18:08.000]  要很實質地去告訴他怎樣去推行
[00:18:08.000 --> 00:18:11.000]  我們會分為兩個部分去看
[00:18:11.000 --> 00:18:15.000]  第一個部分就是從第十二節至十四節的上面
[00:18:15.000 --> 00:18:19.000]  保羅在這裡向哥羅西教會提出
[00:18:19.000 --> 00:18:23.000]  你們要穿上一件全新的衣服
[00:18:23.000 --> 00:18:27.000]  這件衣服是和你過去截然不同的
[00:18:27.000 --> 00:18:29.000]  說到衣服的時候
[00:18:29.000 --> 00:18:31.000]  今天祈禱會也說到衣服
[00:18:31.000 --> 00:18:34.000]  大家都去介紹一下
[00:18:34.000 --> 00:18:37.000]  我今天身上這件穿了多久
[00:18:37.000 --> 00:18:41.000]  聽聽Daniel那件至少都三十年了
[00:18:41.000 --> 00:18:43.000]  根據Siri說
[00:18:43.000 --> 00:18:44.000]  我這件都不差的
[00:18:44.000 --> 00:18:45.000]  這件都二十年了
[00:18:45.000 --> 00:18:47.000]  不過都挺新的
[00:18:47.000 --> 00:18:52.000]  我就想起以前我年紀很小的時候
[00:18:52.000 --> 00:18:55.000]  每一年一到農曆年尾的時候
[00:18:55.000 --> 00:18:57.000]  我媽媽就一定會
[00:18:57.000 --> 00:18:58.000]  包括我爸爸
[00:18:58.000 --> 00:19:00.000]  不過我爸爸經常說快點
[00:19:00.000 --> 00:19:03.000]  就一起去買衣服
[00:19:03.000 --> 00:19:06.000]  過新年穿新衣服
[00:19:06.000 --> 00:19:10.000]  為什麼每逢過新年要穿新衣服呢?
[00:19:10.000 --> 00:19:12.000]  其實大家明白為什麼嗎?
[00:19:12.000 --> 00:19:13.000]  我其實不是很明白
[00:19:13.000 --> 00:19:14.000]  不過我猜測
[00:19:14.000 --> 00:19:17.000]  其中一個就是商家想做多點生意的意思
[00:19:17.000 --> 00:19:25.000]  但是後來當我去每一年臨過年買新衣服之後
[00:19:25.000 --> 00:19:28.000]  就發覺跟著就去做什麼呢?
[00:19:28.000 --> 00:19:30.000]  就去拜年
[00:19:30.000 --> 00:19:31.000]  你們有沒有拜年啊?
[00:19:31.000 --> 00:19:33.000]  以前年輕人
[00:19:33.000 --> 00:19:34.000]  你不想拜
[00:19:34.000 --> 00:19:35.000]  爸爸媽媽都夾著你去的
[00:19:35.000 --> 00:19:37.000]  我爸爸媽媽都是這樣
[00:19:37.000 --> 00:19:42.000]  由年初一去到年初四至年初五
[00:19:42.000 --> 00:19:47.000]  包括有些日子他們去跟家人娛樂
[00:19:47.000 --> 00:19:49.000]  去到不同的地方
[00:19:49.000 --> 00:19:52.000]  我們其實來來去去都是穿著那套新衣服
[00:19:52.000 --> 00:19:53.000]  跟著就怎麼樣呢?
[00:19:53.000 --> 00:19:55.000]  就跟親戚講同一番說話
[00:19:55.000 --> 00:19:56.000]  恭喜發財
[00:19:56.000 --> 00:19:58.000]  新年快樂
[00:19:58.000 --> 00:19:59.000]  出入平安
[00:19:59.000 --> 00:20:00.000]  都是那些說話
[00:20:00.000 --> 00:20:02.000]  我就發覺每一次
[00:20:02.000 --> 00:20:05.000]  當我去跟他們一起去到拜年
[00:20:05.000 --> 00:20:07.000]  拜完年講完一番講來講去
[00:20:07.000 --> 00:20:09.000]  都是那堆的說話之後
[00:20:09.000 --> 00:20:12.000]  親戚除了給我們利是
[00:20:12.000 --> 00:20:14.000]  他們多數都會講多一句這樣的說話
[00:20:14.000 --> 00:20:16.000]  啊長大了
[00:20:16.000 --> 00:20:18.000]  如果是女孩子
[00:20:18.000 --> 00:20:19.000]  長大了
[00:20:19.000 --> 00:20:22.000]  祝你快高長大
[00:20:22.000 --> 00:20:25.000]  終於我明白為什麼要每一年買新衣服了
[00:20:25.000 --> 00:20:30.000]  因為真的小時候年年長高年年變了
[00:20:30.000 --> 00:20:31.000]  你不買新衣服
[00:20:31.000 --> 00:20:34.000]  下年就穿不了了
[00:20:34.000 --> 00:20:39.000]  其實全年最出的大場面就是那套新衣服
[00:20:39.000 --> 00:20:43.000]  那一年無論去喝酒去哪裡
[00:20:43.000 --> 00:20:46.000]  都是穿著那一套
[00:20:46.000 --> 00:20:49.000]  因為最省鏡就是那一套
[00:20:49.000 --> 00:20:51.000]  但是
[00:20:51.000 --> 00:20:53.000]  年年換
[00:20:53.000 --> 00:20:56.000]  因為年年身體都長高長大
[00:20:56.000 --> 00:20:58.000]  有變的
[00:20:58.000 --> 00:21:00.000]  男孩子多數是飆高
[00:21:00.000 --> 00:21:03.000]  女孩子的身形越來越標緻
[00:21:03.000 --> 00:21:06.000]  所以那些衣服是年年都要換的
[00:21:06.000 --> 00:21:11.000]  人在屬靈的生命上
[00:21:11.000 --> 00:21:14.000]  其實當你信了主之後
[00:21:14.000 --> 00:21:19.000]  都會有不斷的改變
[00:21:19.000 --> 00:21:22.000]  而你這個改變
[00:21:22.000 --> 00:21:29.000]  是需要有穿上一件新的衣裳
[00:21:29.000 --> 00:21:35.000]  所以在這段聖經裏面從第十二節到第十四節裏面
[00:21:35.000 --> 00:21:38.000]  保羅就在這裏向哥羅西教會
[00:21:38.000 --> 00:21:41.000]  他作為一個屬靈的長輩
[00:21:41.000 --> 00:21:43.000]  一個過來人的身份
[00:21:43.000 --> 00:21:46.000]  他向這班的信徒
[00:21:46.000 --> 00:21:49.000]  信了主的哥羅西教會的信徒
[00:21:49.000 --> 00:21:53.000]  告訴他們你們往後的屬靈生命有一個很重要的大原則
[00:21:53.000 --> 00:21:55.000]  你們就要怎樣呢
[00:21:55.000 --> 00:21:58.000]  要穿上一件新的衣服
[00:21:58.000 --> 00:22:02.000]  不過這件衣服是有什麼特色呢
[00:22:02.000 --> 00:22:04.000]  從這段聖經裏面
[00:22:04.000 --> 00:22:06.000]  首先給我們看見
[00:22:06.000 --> 00:22:08.000]  這件衣服不是每個人都有份穿
[00:22:08.000 --> 00:22:10.000]  每個人都可以穿的
[00:22:10.000 --> 00:22:12.000]  第十二節
[00:22:12.000 --> 00:22:16.000]  所以你們既是神的選民
[00:22:16.000 --> 00:22:19.000]  聖潔蒙愛的人
[00:22:19.000 --> 00:22:24.000]  這件衣服不是每個人都有份穿的
[00:22:24.000 --> 00:22:28.000]  就好像我過年我爸媽去買一件新衣服給我
[00:22:28.000 --> 00:22:31.000]  為什麼他要買新衣服給我
[00:22:31.000 --> 00:22:36.000]  又不買給隔壁樓下二樓的兩兄弟
[00:22:36.000 --> 00:22:39.000]  因為他不是他的兒子
[00:22:39.000 --> 00:22:41.000]  他們不是他的兒子
[00:22:41.000 --> 00:22:43.000]  我是我爸爸媽媽的兒子
[00:22:43.000 --> 00:22:48.000]  所以他會為我的新一年
[00:22:48.000 --> 00:22:50.000]  去和他一起拜年的時候
[00:22:50.000 --> 00:22:52.000]  他會為我去裝潢
[00:22:52.000 --> 00:22:55.000]  為我去添新衣服
[00:22:55.000 --> 00:22:59.000]  和他一起在這種光榮的裏面
[00:22:59.000 --> 00:23:03.000]  去顯露在眾親戚面前
[00:23:03.000 --> 00:23:06.000]  上帝同樣是這樣
[00:23:06.000 --> 00:23:10.000]  他同樣將一個他的選民
[00:23:10.000 --> 00:23:14.000]  蒙聖潔蒙愛的人
[00:23:14.000 --> 00:23:19.000]  他才選他可以穿上這件新的衣服
[00:23:19.000 --> 00:23:22.000]  所以換言之
[00:23:22.000 --> 00:23:26.000]  這是一個很重要的神學
[00:23:26.000 --> 00:23:30.000]  什麼人的生命會改變呢
[00:23:30.000 --> 00:23:33.000]  特別是屬靈的生命會改變呢
[00:23:33.000 --> 00:23:36.000]  是上帝選的人
[00:23:36.000 --> 00:23:40.000]  這個正正是哥羅西書在這裏
[00:23:40.000 --> 00:23:45.000]  保羅首次清楚地去指出
[00:23:45.000 --> 00:23:52.000]  哥羅西教會與保羅是神的選民
[00:23:52.000 --> 00:23:55.000]  大家有沒有聽錯
[00:23:55.000 --> 00:23:58.000]  傳統上來說選民這個字眼
[00:23:58.000 --> 00:24:04.000]  只是用在猶太人身上
[00:24:04.000 --> 00:24:07.000]  但哥羅西教會是什麼教會呢
[00:24:07.000 --> 00:24:09.000]  還記不記得
[00:24:09.000 --> 00:24:15.000]  哥羅西教會是一間充滿外邦人的教會
[00:24:15.000 --> 00:24:20.000]  外邦人成為選民這個身份
[00:24:20.000 --> 00:24:26.000]  可以說是史無前例的介紹
[00:24:26.000 --> 00:24:29.000]  等同於你和我
[00:24:29.000 --> 00:24:31.000]  我們不是猶太人
[00:24:31.000 --> 00:24:34.000]  我們是什麼人
[00:24:34.000 --> 00:24:36.000]  我們是華人
[00:24:36.000 --> 00:24:40.000]  我們不是在中東猶太人家族生出來的
[00:24:40.000 --> 00:24:42.000]  沒有血緣關係的
[00:24:42.000 --> 00:24:44.000]  當然有些人
[00:24:44.000 --> 00:24:46.000]  有些基督徒
[00:24:46.000 --> 00:24:48.000]  有出眾辦法去拉關係
[00:24:48.000 --> 00:24:50.000]  又說我們中國人華人
[00:24:50.000 --> 00:24:52.000]  是從閃含亞佛
[00:24:52.000 --> 00:24:54.000]  不知道是哪一個
[00:24:54.000 --> 00:24:56.000]  應該是亞佛
[00:24:56.000 --> 00:24:59.000]  來到亞洲那裏開枝散葉而生的
[00:24:59.000 --> 00:25:01.000]  嘗試和猶太人拉上關係
[00:25:01.000 --> 00:25:04.000]  沒有需要這樣說
[00:25:04.000 --> 00:25:10.000]  因為這是上帝對人的選擇
