
[00:00:00.000 --> 00:00:11.520]  今天和弟兄姊妹一起分享的經文是出自於加拉太書第五章第七節至第十二節
[00:03:11.920 --> 00:03:12.880]  聖經不是這樣的
[00:03:12.880 --> 00:03:16.240]  他說眾人以為美的事都要留心去做
[00:03:16.240 --> 00:03:19.840]  不是每個人說是對的事就等同於是對的
[00:03:19.840 --> 00:03:21.840]  就是等同於教會是不是人多
[00:03:21.840 --> 00:03:25.040]  就等同於教會的目者率全的道一定是對的
[00:03:25.040 --> 00:03:26.160]  不代表的
[00:03:26.160 --> 00:03:28.880]  我們反而要去小心去查察
[00:03:28.880 --> 00:03:30.880]  所以弟兄姐妹
[00:03:30.880 --> 00:03:35.280]  很多時候因為這種斷章取義的方式
[00:03:35.280 --> 00:03:39.760]  將聖經某一兩節的經文抽了出來
[00:03:39.760 --> 00:03:43.280]  然後就說聖經就是這樣教導我們就要這麼做
[00:03:43.280 --> 00:03:47.120]  從剛才我所引用的這兩段的聖經其實還有其他
[00:03:47.120 --> 00:03:50.960]  都告訴人不要去論斷別人
[00:03:50.960 --> 00:03:55.760]  甚至我們怎麼樣不要去分辨別人對與錯
[00:03:55.760 --> 00:04:00.160]  甚至我們說造成一個很扭曲的思維就是說
[00:04:00.160 --> 00:04:02.880]  我們不分青紅皂白
[00:04:02.880 --> 00:04:07.280]  甚至我們有時候做到好像黑白顛倒的現象
[00:04:07.280 --> 00:04:10.480]  我們於是乎就說對於一些錯的東西
[00:04:10.480 --> 00:04:13.040]  對的東西我們不要去批評
[00:04:13.040 --> 00:04:15.040]  我們要用愛
[00:04:15.040 --> 00:04:20.080]  而用愛我們就去接納一切能夠包容一切
[00:04:20.080 --> 00:04:25.120]  所以很多時候有些人甚至我們會聽過一些這樣的事件
[00:04:25.120 --> 00:04:27.120]  有一個基督徒的家庭
[00:04:27.120 --> 00:04:30.960]  他的兒子因為某種緣故和別人發生爭執
[00:04:30.960 --> 00:04:33.600]  然後那個人就開槍殺死了他的兒子
[00:04:33.600 --> 00:04:37.600]  然後被槍殺的人死了之後
[00:04:37.600 --> 00:04:39.600]  那個槍殺人的走了
[00:04:39.600 --> 00:04:42.160]  警察正在緝兇的時候
[00:04:42.160 --> 00:04:45.200]  那個被殺的家庭就走出來說
[00:04:45.200 --> 00:04:50.480]  我現在已經寬恕了你去殺了我的兒子
[00:04:50.480 --> 00:04:54.720]  我希望你快點回來去認罪
[00:04:54.720 --> 00:04:56.720]  你的罪已經是
[00:04:56.720 --> 00:05:00.480]  我已經在上帝的面前已經是饒恕了你了
[00:05:00.480 --> 00:05:02.480]  對不起啊 兄弟們
[00:05:02.480 --> 00:05:04.480]  這種不是聖經的教導
[00:05:04.480 --> 00:05:08.960]  聖經不是叫我們去寬恕一些人
[00:05:08.960 --> 00:05:12.000]  如果他死口都說他不認錯的
[00:05:12.000 --> 00:05:14.960]  或者那個人我都不知道他是不是認錯
[00:05:14.960 --> 00:05:16.960]  認為自己是做錯的人
[00:05:16.960 --> 00:05:18.960]  我就說我已經饒恕了他了
[00:05:18.960 --> 00:05:20.960]  聖經不是這樣的
[00:05:21.440 --> 00:05:25.120]  在聖經裡面其實對錯、對黑白
[00:05:25.120 --> 00:05:27.120]  其實很多時候我們做基督徒
[00:05:27.120 --> 00:05:29.120]  我們要辨認清楚
[00:05:29.120 --> 00:05:31.120]  不過很可怕的就是
[00:05:31.120 --> 00:05:33.120]  今天因為很多的基督徒
[00:05:33.120 --> 00:05:37.440]  受著這些扭曲了的聖經的解說
[00:05:37.440 --> 00:05:39.440]  於是乎做了一種什麼事
[00:05:39.440 --> 00:05:42.560]  還以為自己已經是修煉成為一個
[00:05:42.560 --> 00:05:46.240]  超越一切、超越這個世界的標準
[00:05:46.240 --> 00:05:48.240]  甚至這個世界是錯的
[00:05:48.240 --> 00:05:51.840]  已經是很接近上帝的了
[00:05:51.840 --> 00:05:55.360]  他以為自己已經成性了很多
[00:05:55.360 --> 00:05:57.360]  其實不是的
[00:05:57.360 --> 00:05:59.360]  有時候這種做法反而表現出
[00:05:59.360 --> 00:06:02.960]  我們基督徒那種思維的扭曲
[00:06:02.960 --> 00:06:05.840]  並且到達了一個地步
[00:06:05.840 --> 00:06:09.280]  其實我們已經中了魔鬼的詭計
[00:06:09.280 --> 00:06:11.280]  我們都不知道
[00:06:11.280 --> 00:06:14.400]  還以為自己靈性是非常之好
[00:06:15.360 --> 00:06:20.400]  但這種狀態其實發生在
[00:06:20.400 --> 00:06:22.400]  不是今天的時間
[00:06:22.400 --> 00:06:24.400]  在昔日的教會裡面
[00:06:24.400 --> 00:06:26.400]  其實同樣有這樣的情況
[00:06:26.400 --> 00:06:28.400]  而我們今天所繼續看的
[00:06:28.400 --> 00:06:30.400]  皆太書、皆太教會的眾信徒
[00:06:30.400 --> 00:06:34.400]  其實他們當時面對的被誤導的情況
[00:06:34.400 --> 00:06:36.400]  就好像今天很多的基督徒
[00:06:36.400 --> 00:06:38.400]  被很多扭曲了的教導
[00:06:38.400 --> 00:06:40.400]  去誤導的情況
[00:06:40.400 --> 00:06:42.400]  其實相差無幾
[00:06:42.400 --> 00:06:46.400]  而且他們的中毒的情況
[00:06:46.400 --> 00:06:48.400]  其實是很值得我們去思想
[00:06:48.400 --> 00:06:50.400]  以及值得我們去作為參考
[00:06:50.400 --> 00:06:54.400]  免得我們今天自己也同樣掉進了
[00:06:54.400 --> 00:06:56.400]  這些扭曲了
[00:06:56.400 --> 00:07:00.400]  畸形化了的信仰解說
[00:07:00.400 --> 00:07:04.400]  而我們因此在這段經文裡面
[00:07:04.400 --> 00:07:06.400]  今天我們所看的
[00:07:06.400 --> 00:07:08.400]  就是要保羅幫助不單止昔日的
[00:07:08.400 --> 00:07:12.400]  和今天我們作為這本書的讀者
[00:07:12.400 --> 00:07:16.400]  也幫助我們解除這種
[00:07:16.400 --> 00:07:20.400]  被扭曲了的聖經解說的毒害
[00:07:20.400 --> 00:07:22.400]  這種毒害絕對不容易去解決
[00:07:22.400 --> 00:07:26.400]  不過不是沒有辦法去解決
[00:07:26.400 --> 00:07:28.400]  最重要的就是當一個信徒
[00:07:28.400 --> 00:07:30.400]  中了這些毒被迷惑
[00:07:30.400 --> 00:07:34.400]  或者被誤導了之後
[00:07:34.400 --> 00:07:36.400]  他們能不能夠有一種醒覺
[00:07:36.400 --> 00:07:40.400]  一種知覺能夠恢復回來
[00:07:40.400 --> 00:07:44.400]  這種醒覺是很需要我們信徒
[00:07:44.400 --> 00:07:48.400]  藉著去辨識哪些是假的信徒
[00:07:48.400 --> 00:07:50.400]  他們的模樣是怎樣
[00:07:50.400 --> 00:07:52.400]  我們要擁有這份能力
[00:07:52.400 --> 00:07:54.400]  我們才能夠逐步逐步
[00:07:54.400 --> 00:07:56.400]  能夠重新走出來
[00:07:56.400 --> 00:08:00.400]  這種被錯誤引導的光景
[00:08:00.400 --> 00:08:04.400]  於是乎在今天我們所看的這段聖經裡面
[00:08:04.400 --> 00:08:08.400]  基督徒就要加拉太教會的信徒
[00:08:08.400 --> 00:08:12.400]  他們不能夠準確辨認出
[00:08:12.400 --> 00:08:16.400]  在他們當中極假的教會領袖
[00:08:16.400 --> 00:08:20.400]  假的信徒 假的弟兄
[00:08:20.400 --> 00:08:22.400]  究竟他們是怎樣的樣子
[00:08:22.400 --> 00:08:24.400]  讓這群走迷了的基督徒
[00:08:24.400 --> 00:08:28.400]  能夠重新還他們的本色
[00:08:28.400 --> 00:08:32.400]  這正是我們今天所看的這段經文的主旨
[00:08:32.400 --> 00:08:34.400]  在看這段經文之前
[00:08:34.400 --> 00:08:36.400]  或者我們先熟悉一下這段經文
[00:08:36.400 --> 00:08:39.400]  究竟它裡面所說的是什麼東西
[00:08:39.400 --> 00:08:43.400]  從而讓我們能夠更好地掌握
[00:08:43.400 --> 00:08:45.400]  保羅當中的解讀
[00:08:45.400 --> 00:08:47.400]  讓我們一起打開聖經
[00:08:47.400 --> 00:08:50.400]  加拉太書第五章
[00:08:50.400 --> 00:08:52.400]  從第七節至第十二節
[00:08:52.400 --> 00:08:56.400]  我會和大家一起去讀和合本的版本
[00:08:57.400 --> 00:09:00.400]  你們向來跑得好
[00:09:00.400 --> 00:09:02.400]  有誰攔阻你們
[00:09:02.400 --> 00:09:05.400]  叫你們不信從真理呢
[00:09:05.400 --> 00:09:10.400]  這樣的勸導不是出於那召你們的
[00:09:10.400 --> 00:09:15.400]  一點面孝能使全團都發起來
[00:09:15.400 --> 00:09:18.400]  我在主裡懇信你們
[00:09:18.400 --> 00:09:21.400]  必不懷別樣的心
[00:09:21.400 --> 00:09:23.400]  但搞擾你們的
[00:09:23.400 --> 00:09:26.400]  無論是誰必擔當他的罪名
[00:09:26.400 --> 00:09:30.400]  弟兄們 我若營救全國禮
[00:09:30.400 --> 00:09:32.400]  為什麼還受逼迫呢
[00:09:32.400 --> 00:09:34.400]  若是這樣
[00:09:34.400 --> 00:09:37.400]  這十家討厭的地方就沒有了
[00:09:37.400 --> 00:09:40.400]  恨不得那搞擾你們的人
[00:09:40.400 --> 00:09:42.400]  把自己割絕了
[00:09:42.400 --> 00:09:46.400]  在這裡我們首先分開幾部分去看
[00:09:46.400 --> 00:09:51.400]  第一部分就是第五章的第七節至第八節
[00:09:51.400 --> 00:09:54.400]  在這裡我們會看到保羅發出了一條問題
[00:09:54.400 --> 00:09:56.400]  這條問題就是
[00:09:56.400 --> 00:10:00.400]  是誰把我們弄到這樣的田地
[00:10:00.400 --> 00:10:03.400]  大乘前文我們已經說過了
[00:10:03.400 --> 00:10:09.400]  主耶穌基督是超越一切地去幫助我們
[00:10:09.400 --> 00:10:13.400]  重新成就了那份在父神當中的
[00:10:13.400 --> 00:10:16.400]  這份自由的身份和生命
[00:10:16.400 --> 00:10:18.400]  這個已經在這個
[00:10:18.400 --> 00:10:22.400]  在這個下甲和撒拉的比喻當中
[00:10:22.400 --> 00:10:24.400]  我們已經看到了
[00:10:24.400 --> 00:10:27.400]  來到今天這段聖經裡面
[00:10:27.400 --> 00:10:30.400]  保羅就正正要告訴
[00:10:30.400 --> 00:10:33.400]  加拉提教會的信徒知道
[00:10:33.400 --> 00:10:35.400]  說要知道些什麼
[00:10:35.400 --> 00:10:37.400]  首先給他們一個肯定
[00:10:37.400 --> 00:10:41.400]  保羅一開始說你們向來跑得好
[00:10:41.400 --> 00:10:43.400]  簡單來說
[00:10:43.400 --> 00:10:47.400]  保羅是知道加拉提宗教會的弟兄姊妹
[00:10:47.400 --> 00:10:50.400]  他們原本本來是走著一條
[00:10:50.400 --> 00:10:54.400]  是符合著聖經裡面耶穌基督所成就的
[00:10:54.400 --> 00:10:57.400]  這條福音拯救的路上
[00:10:57.400 --> 00:10:59.400]  走得非常好的
[00:10:59.400 --> 00:11:03.400]  不過在走得好好的時候
[00:11:03.400 --> 00:11:05.400]  過往其實你們正在做的
[00:11:05.400 --> 00:11:06.400]  很好的
[00:11:06.400 --> 00:11:09.400]  但是突然之間發生了一些錯誤
[00:11:09.400 --> 00:11:11.400]  什麼叫錯誤呢
[00:11:11.400 --> 00:11:14.400]  其實老祖在第一章第六節裡面
[00:11:14.400 --> 00:11:15.400]  我們已經說過了
[00:11:15.400 --> 00:11:17.400]  如果大家看到的
[00:11:17.400 --> 00:11:21.400]  不記得的可以回到第一章第六節裡面
[00:11:21.400 --> 00:11:23.400]  其實保羅告訴他們
[00:11:23.400 --> 00:11:25.400]  我很詫異
[00:11:25.400 --> 00:11:29.400]  你們突然間走了另一條的道路
[00:11:29.400 --> 00:11:33.400]  而那條道路是由別樣的福音去塑造的
[00:11:33.400 --> 00:11:36.400]  因此保羅在這裡
[00:11:36.400 --> 00:11:39.400]  就向加拉提教會的宗信徒
[00:11:39.400 --> 00:11:40.400]  發出這條問題
[00:11:40.400 --> 00:11:42.400]  究竟是哪一個
[00:11:42.400 --> 00:11:45.400]  搞到你們這樣的田地
[00:11:45.400 --> 00:11:50.400]  竟然不能夠讓你們繼續去守聖經的真理
[00:11:50.400 --> 00:11:53.400]  保羅發出這條問題
[00:11:53.400 --> 00:11:55.400]  如果保羅在今天開會
[00:11:55.400 --> 00:11:56.400]  那就死定了
[00:11:56.400 --> 00:11:57.400]  因為為什麼呢
[00:11:57.400 --> 00:12:00.400]  保羅這樣一定很快被開除
[00:12:00.400 --> 00:12:02.400]  有沒有搞錯啊保羅
[00:12:02.400 --> 00:12:05.400]  你在這個時候問一條這樣的問題
[00:12:05.400 --> 00:12:08.400]  這條用香港人廣東話的術語
[00:12:08.400 --> 00:12:10.400]  就是很挑機的問題
[00:12:10.400 --> 00:12:14.400]  就是很有引發爭議性的問題
[00:12:14.400 --> 00:12:17.400]  究竟你在這裡這樣問
[00:12:17.400 --> 00:12:19.400]  有沒有搞錯啊
[00:12:19.400 --> 00:12:21.400]  竟然問是哪一個
[00:12:21.400 --> 00:12:25.400]  搞到你們不能夠去牽手真理
[00:12:25.400 --> 00:12:27.400]  有多少個大目者
[00:12:27.400 --> 00:12:29.400]  在今天或者傳道人
[00:12:29.400 --> 00:12:31.400]  甚至那些名講員
[00:12:31.400 --> 00:12:35.400]  或者稱之為教務科博士的人
[00:12:35.400 --> 00:12:37.400]  叫我們不要去論斷
[00:12:37.400 --> 00:12:40.400]  不要去批評人
[00:12:40.400 --> 00:12:44.400]  要用愛去接納我們的仇敵
[00:12:44.400 --> 00:12:46.400]  耶穌都這樣教了
[00:12:46.400 --> 00:12:48.400]  你竟然在這裡
[00:12:48.400 --> 00:12:49.400]  看到這幫人
[00:12:49.400 --> 00:12:50.400]  是沒錯
[00:12:50.400 --> 00:12:52.400]  他們是傳假的福音
[00:12:52.400 --> 00:12:54.400]  要他們回去那個
[00:12:54.400 --> 00:12:55.400]  要行國禮
[00:12:55.400 --> 00:12:57.400]  才能夠有拯救
[00:12:57.400 --> 00:13:00.400]  成為神兒女的這個身份
[00:13:00.400 --> 00:13:01.400]  這種教導
[00:13:01.400 --> 00:13:02.400]  這種福音
[00:13:02.400 --> 00:13:03.400]  是沒錯
[00:13:03.400 --> 00:13:04.400]  是假的
[00:13:04.400 --> 00:13:08.400]  不過你要用寬恕的心去對待他們
[00:13:08.400 --> 00:13:10.400]  保羅你為什麼在這個時候
[00:13:10.400 --> 00:13:13.400]  還要向階梯教會的信徒
[00:13:13.400 --> 00:13:15.400]  發出這樣的問題
[00:13:15.400 --> 00:13:17.400]  你這樣去問這些問題
[00:13:17.400 --> 00:13:20.400]  擺明就是針對人的
[00:13:20.400 --> 00:13:21.400]  你這樣做
[00:13:21.400 --> 00:13:24.400]  保羅你有沒有愛心啊
[00:13:24.400 --> 00:13:27.400]  你有沒有進行聖經的教導啊
[00:13:27.400 --> 00:13:29.400]  弟兄姊妹
[00:13:29.400 --> 00:13:31.400]  保羅在這裡
[00:13:31.400 --> 00:13:36.400]  是不是真的要讓階梯教會裡面的信徒
[00:13:36.400 --> 00:13:38.400]  找那些人出來
[00:13:38.400 --> 00:13:40.400]  集合他們所有人
[00:13:40.400 --> 00:13:43.400]  然後將他們一網打盡
[00:13:43.400 --> 00:13:46.400]  將他們去進行出氣呢
[00:13:46.400 --> 00:13:48.400]  還是保羅也在這裡
[00:13:48.400 --> 00:13:51.400]  要組織一個去反假教師
[00:13:51.400 --> 00:13:54.400]  反假領袖
[00:13:54.400 --> 00:13:57.400]  這些人的一個團隊呢
[00:13:57.400 --> 00:13:59.400]  保羅如果你是這樣
[00:13:59.400 --> 00:14:02.400]  你是不是在搞黨爭啊
[00:14:02.400 --> 00:14:05.400]  這個問題我們之後會再去處理
[00:14:05.400 --> 00:14:07.400]  因為我之後會再去到最後的時候
[00:14:07.400 --> 00:14:09.400]  我會和大家一起去看看
[00:14:09.400 --> 00:14:12.400]  這個在階梯教會書這段經文裡面的寫作
[00:14:12.400 --> 00:14:13.400]  告訴我們一個
[00:14:13.400 --> 00:14:14.400]  真的很清楚的答案
[00:14:14.400 --> 00:14:16.400]  究竟保羅是不是真的要搞黨爭
[00:14:16.400 --> 00:14:18.400]  保羅是不是要搞對抗
[00:14:18.400 --> 00:14:21.400]  保羅是不是要搞針對人的事情
[00:14:21.400 --> 00:14:23.400]  不過從這一段的聖經裡面
[00:14:23.400 --> 00:14:25.400]  首先我們要去看一下
[00:14:25.400 --> 00:14:28.400]  保羅問這條問題的時候
[00:14:28.400 --> 00:14:31.400]  其實保羅帶著一個什麼的動機
[00:14:31.400 --> 00:14:33.400]  去問這條問題
[00:14:33.400 --> 00:14:35.400]  其實要知道動機很簡單
[00:14:35.400 --> 00:14:37.400]  回到那條問題就很簡單了
[00:14:37.400 --> 00:14:39.400]  保羅在這裡問什麼
[00:14:39.400 --> 00:14:40.400]  他說
[00:14:40.400 --> 00:14:42.400]  有誰攔阻你們
[00:14:42.400 --> 00:14:46.400]  叫你們不順從真理呢
[00:14:46.400 --> 00:14:50.400]  保羅在這一句問題裡面
[00:14:50.400 --> 00:14:53.400]  其實是要讓
[00:14:53.400 --> 00:14:55.400]  階梯教會的信徒
[00:14:55.400 --> 00:14:58.400]  重新找回那個
[00:14:58.400 --> 00:15:01.400]  什麼的原因
[00:15:01.400 --> 00:15:05.400]  是導致你會去
[00:15:05.400 --> 00:15:06.400]  被那些人說了的話
[00:15:06.400 --> 00:15:07.400]  你就會去聽
[00:15:07.400 --> 00:15:09.400]  然後你們不去守真理
[00:15:09.400 --> 00:15:12.400]  其實答案保羅早就給了
[00:15:12.400 --> 00:15:16.400]  在迦拉克書記第一章第十節
[00:15:16.400 --> 00:15:18.400]  保羅其實說了給他知道
[00:15:18.400 --> 00:15:19.400]  那個問題所在
[00:15:19.400 --> 00:15:21.400]  如果我們看回一章第十節裡面
[00:15:21.400 --> 00:15:22.400]  保羅怎麼說的
[00:15:22.400 --> 00:15:26.400]  他說我現在是要得人的心呢
[00:15:26.400 --> 00:15:29.400]  還是要得上帝的心呢
[00:15:29.400 --> 00:15:31.400]  我是要討人的喜悅嗎
[00:15:31.400 --> 00:15:34.400]  若營救討人的喜歡
[00:15:34.400 --> 00:15:37.400]  我就不是基督的僕人了
[00:15:37.400 --> 00:15:40.400]  保羅其實在這一章十節裡面
[00:15:40.400 --> 00:15:42.400]  已經放下了前設
[00:15:42.400 --> 00:15:43.400]  前設是什麼
[00:15:43.400 --> 00:15:46.400]  就是原來在信徒當中
[00:15:46.400 --> 00:15:48.400]  當我們仍然活在地上的時候
[00:15:48.400 --> 00:15:51.400]  我們在做一個什麼抉擇的問題
[00:15:51.400 --> 00:15:54.400]  我們是要去取悅人呢
[00:15:54.400 --> 00:15:56.400]  還是去取悅神呢
[00:15:56.400 --> 00:16:00.400]  當焦點如果我們是放在人的身上
[00:16:00.400 --> 00:16:02.400]  我們要去爭取其他人
[00:16:02.400 --> 00:16:05.400]  對我自己的認同的時候
[00:16:05.400 --> 00:16:07.400]  簡單來說
[00:16:07.400 --> 00:16:10.400]  我們的人生價值就變成
[00:16:10.400 --> 00:16:13.400]  是被別人去定定
[00:16:13.400 --> 00:16:15.400]  別人定定我
[00:16:15.400 --> 00:16:17.400]  我究竟是什麼價值
[00:16:17.400 --> 00:16:19.400]  如果他肯定我
[00:16:19.400 --> 00:16:20.400]  不就是我有價值嗎
[00:16:20.400 --> 00:16:21.400]  他不肯定我
[00:16:21.400 --> 00:16:22.400]  不就是沒有價值嗎
[00:16:22.400 --> 00:16:24.400]  這是一個很大的試探和引誘
[00:16:24.400 --> 00:16:27.400]  今天我們在地上
[00:16:27.400 --> 00:16:32.400]  但當如果我們去嚮往的是
[00:16:32.400 --> 00:16:36.400]  在神裡面得到上帝的認可的話
[00:16:36.400 --> 00:16:41.400]  我們的人生價值就由上帝去定定
[00:16:41.400 --> 00:16:44.400]  而由上帝去定定的時候
[00:16:44.400 --> 00:16:48.400]  我們的生命生活就會像上帝
[00:16:48.400 --> 00:16:51.400]  因此保羅來到這裡
[00:16:51.400 --> 00:16:54.400]  跟著第八召裡面就說得非常明白
[00:16:54.400 --> 00:16:55.400]  他說什麼呢
[00:16:55.400 --> 00:16:59.400]  他說這樣的勸導不是出於那召你們的
[00:16:59.400 --> 00:17:02.400]  保羅在這裡很強調說的
[00:17:02.400 --> 00:17:04.400]  是哪一個導致你們
[00:17:04.400 --> 00:17:09.400]  其實是因為一個不是召你們的
[00:17:09.400 --> 00:17:15.400]  導致你們跟隨了他們而不去守真理
[00:17:15.400 --> 00:17:18.400]  那其實是什麼人呢
[00:17:18.400 --> 00:17:19.400]  那些人其實不重要
[00:17:19.400 --> 00:17:22.400]  但最重要你知道不是那個召你們
[00:17:22.400 --> 00:17:24.400]  不是召你們那個是誰
[00:17:24.400 --> 00:17:26.400]  那究竟誰是召你們呢
[00:17:26.400 --> 00:17:28.400]  就是耶穌基督
[00:17:28.400 --> 00:17:29.400]  上帝
[00:17:29.400 --> 00:17:32.400]  這個其實早在第一章第一節開始
[00:17:32.400 --> 00:17:34.400]  到第六節已經說得很清楚
[00:17:34.400 --> 00:17:37.400]  只不過去到第一章第十節
[00:17:37.400 --> 00:17:39.400]  坦白地說給他們知道
[00:17:39.400 --> 00:17:41.400]  是耶穌基督召你們
[00:17:41.400 --> 00:17:44.400]  保羅在這裡其實是要讓
[00:17:44.400 --> 00:17:48.400]  加泰宗教會的信徒他們要明白
[00:17:48.400 --> 00:17:53.400]  如果你不肯定你自己的人生
[00:17:53.400 --> 00:17:56.400]  是在上帝裡面的時候
[00:17:56.400 --> 00:18:00.400]  是那位召你回轉回到上帝裡面的時候
[00:18:00.400 --> 00:18:03.400]  你就很容易隨波逐流去聽
[00:18:03.400 --> 00:18:07.400]  其他的人的講話
[00:18:07.400 --> 00:18:09.400]  這個就是問題所在
[00:18:09.400 --> 00:18:14.400]  也是這個問題背後保羅的動機
[00:18:14.400 --> 00:18:18.400]  保羅的動機就是要他重新反思
[00:18:18.400 --> 00:18:20.400]  究竟我的錯在哪一點
[00:18:20.400 --> 00:18:22.400]  我們今天也經常說
[00:18:22.400 --> 00:18:25.400]  在哪裡跌倒你就要在哪裡站起來
[00:18:25.400 --> 00:18:28.400]  鼓勵那些人在哪裡錯的
[00:18:28.400 --> 00:18:31.400]  那個人能夠再次站立起來
[00:18:31.400 --> 00:18:33.400]  人最大的問題
[00:18:33.400 --> 00:18:35.400]  特別我們作為信徒
[00:18:35.400 --> 00:18:38.400]  就是我們去取悅人
[00:18:38.400 --> 00:18:41.400]  我們去選擇人而捨棄上帝
[00:18:41.400 --> 00:18:44.400]  這個就是一切問題的起點
[00:18:44.400 --> 00:18:46.400]  保羅其實這條問題的動機
[00:18:46.400 --> 00:18:49.400]  就是要問他們的起點在哪裡
[00:18:49.400 --> 00:18:50.400]  是不是針對人
[00:18:50.400 --> 00:18:52.400]  不是啊 起點在哪裡
[00:18:52.400 --> 00:18:55.400]  在這段聖經另外有一個很有趣的地方
[00:18:55.400 --> 00:18:56.400]  就是什麼呢
[00:18:56.400 --> 00:18:58.400]  在這裡我們所說到
[00:18:58.400 --> 00:19:00.400]  第七節的順從
[00:19:00.400 --> 00:19:03.400]  和在第八節裡面的勸導
[00:19:03.400 --> 00:19:06.400]  和接著我們遲些會看的第十節
[00:19:06.400 --> 00:19:09.400]  那個所謂信的問題
[00:19:09.400 --> 00:19:11.400]  我在主裡面肯信
[00:19:11.400 --> 00:19:12.400]  我們一會兒會說
[00:19:12.400 --> 00:19:15.400]  保羅其實在這裡做了一個文字遊戲
[00:19:15.400 --> 00:19:16.400]  很有趣
[00:19:16.400 --> 00:19:17.400]  不過順帶一提大家
[00:19:17.400 --> 00:19:20.400]  因為這個只能夠在希臘文的聖經裡面
[00:19:20.400 --> 00:19:21.400]  才看到的
[00:19:21.400 --> 00:19:23.400]  在希臘文裡面
[00:19:23.400 --> 00:19:25.400]  原來在這一連串
[00:19:25.400 --> 00:19:29.400]  開頭結尾都用了這個信這個字
[00:19:29.400 --> 00:19:31.400]  Esvo這個字
[00:19:31.400 --> 00:19:33.400]  然後去到中間
[00:19:33.400 --> 00:19:35.400]  中間他選用了另一個字叫
[00:19:35.400 --> 00:19:37.400]  Esmoen
[00:19:37.400 --> 00:19:39.400]  換句話來說
[00:19:39.400 --> 00:19:44.400]  Peaceful和Peacemorn
[00:19:44.400 --> 00:19:46.400]  這兩個字
[00:19:46.400 --> 00:19:47.400]  保羅在這裡
[00:19:47.400 --> 00:19:50.400]  他告訴我們一件事
