
[00:00:00.000 --> 00:00:06.760]  首先很感謝Lee和Cindy
[00:03:23.560 --> 00:03:27.440]  但當約書亞到達迦南地時
[00:03:27.440 --> 00:03:31.600]  剩下七族已經沒有了基尼洗族
[00:03:31.600 --> 00:03:36.120]  難道家立就是迦南人
[00:03:36.120 --> 00:03:41.240]  亦有聖經學者將基尼洗族
[00:03:41.240 --> 00:03:46.720]  追溯到創世記三十六章十五節
[00:03:46.720 --> 00:03:49.880]  說到亞國的哥哥以蘇
[00:03:49.880 --> 00:03:53.080]  以蘇是以東人的祖先
[00:03:53.080 --> 00:03:57.480]  以蘇有一個孫子叫基納斯
[00:03:57.480 --> 00:04:04.000]  原文的希伯來文基尼洗和基納斯同出一個字
[00:04:04.000 --> 00:04:08.760]  基納斯是一個族長
[00:04:08.760 --> 00:04:11.160]  所以很多聖經學者說
[00:04:11.160 --> 00:04:14.920]  他可能是基尼洗族的始創人
[00:04:14.920 --> 00:04:19.760]  那你說迦南人可能是迦南人
[00:04:19.760 --> 00:04:23.120]  又可能是以東人
[00:04:23.120 --> 00:04:25.120]  問題在哪裏
[00:04:25.120 --> 00:04:29.440]  一個外邦人能夠加入以色列人不奇怪
[00:04:29.440 --> 00:04:32.280]  很多外邦人都能夠加入
[00:04:32.280 --> 00:04:36.080]  但一個外邦人能不能成為猶大支派
[00:04:36.080 --> 00:04:38.680]  一個這麼大的支派領袖
[00:04:38.680 --> 00:04:41.600]  這麼大的支派族長
[00:04:41.600 --> 00:04:44.680]  相信是不容易的
[00:04:44.680 --> 00:04:48.160]  所以有很多聖經學者說
[00:04:48.160 --> 00:04:53.760]  基尼洗族其實是猶大支派的一個宗族
[00:04:53.760 --> 00:04:57.880]  聖經裏面有很多相似相同的名字
[00:04:57.880 --> 00:05:00.280]  以前的名字是沒有專利權的
[00:05:00.280 --> 00:05:01.880]  你現在用了別人的名字
[00:05:01.880 --> 00:05:03.960]  被人告到你什麼
[00:05:03.960 --> 00:05:05.160]  以前沒有的
[00:05:05.160 --> 00:05:07.880]  可能有很多的基尼洗族
[00:05:07.880 --> 00:05:11.960]  其實這個說法很合乎聖經的原則
[00:05:11.960 --> 00:05:15.160]  如果我們記得約書亞記第七章
[00:05:15.160 --> 00:05:18.600]  阿幹拿了當滅之物
[00:05:18.600 --> 00:05:23.080]  當時神叫約書亞要祭籤
[00:05:23.080 --> 00:05:26.040]  把這個罪人祭出來
[00:05:26.040 --> 00:05:28.520]  首先是抽出支派
[00:05:28.520 --> 00:05:30.920]  接著抽出宗族
[00:05:30.920 --> 00:05:32.920]  接著抽出家室
[00:05:32.920 --> 00:05:35.320]  然後才抽到這個人
[00:05:35.320 --> 00:05:39.240]  所以你看看約書亞記十四章六節
[00:05:39.240 --> 00:05:42.200]  說迦納是猶大支派
[00:05:42.200 --> 00:05:43.960]  首先是支派
[00:05:43.960 --> 00:05:46.840]  接著是基尼洗族
[00:05:46.840 --> 00:05:48.600]  是宗族
[00:05:48.600 --> 00:05:50.360]  接著是家室
[00:05:50.360 --> 00:05:53.160]  他是耶夫尼的兒子
[00:05:53.160 --> 00:05:56.760]  然後才說到本人他是迦納
[00:05:56.760 --> 00:06:01.800]  所以這個說法非常合乎聖經的教導
[00:06:01.800 --> 00:06:03.960]  所以基尼洗族
[00:06:03.960 --> 00:06:08.920]  可能是猶大支派其中的一個宗族
[00:06:08.920 --> 00:06:12.680]  而的確在猶大支派的家譜裏
[00:06:12.680 --> 00:06:16.200]  你會見到很多人叫做基納斯
[00:06:16.200 --> 00:06:18.120]  就是基尼洗
[00:06:18.120 --> 00:06:21.320]  迦納的弟弟叫做基納斯
[00:06:21.320 --> 00:06:25.080]  迦納的孫也叫做基納斯
[00:06:25.080 --> 00:06:27.800]  可能有一個這樣的宗族
[00:06:27.800 --> 00:06:30.600]  所以那些人和自己的子女改名
[00:06:30.600 --> 00:06:33.800]  都叫他們做基納斯或基尼洗
[00:06:33.800 --> 00:06:36.120]  來紀念自己的宗族
[00:06:36.120 --> 00:06:40.840]  所以我相信這是一個比較合理的解釋
[00:06:40.840 --> 00:06:43.320]  我們剛才見到
[00:06:43.320 --> 00:06:45.480]  迦納去到尹約書亞
[00:06:45.480 --> 00:06:49.800]  希望自己能夠得到希伯倫這個地方
[00:06:49.800 --> 00:06:52.600]  在聖經裏面這不是第一次
[00:06:52.600 --> 00:06:59.800]  有很多人都是想爭取到自己喜歡的地
[00:06:59.800 --> 00:07:03.800]  在以色列人還沒有進入迦納地
[00:07:03.800 --> 00:07:06.840]  在約旦河的東邊就已經發生
[00:07:06.840 --> 00:07:11.240]  有兩個半的支派就是劉變和加德
[00:07:11.240 --> 00:07:13.960]  還有半個馬拿西的支派
[00:07:13.960 --> 00:07:18.360]  他們見到約旦河東邊非常肥沃
[00:07:18.360 --> 00:07:20.920]  綠草如茵
[00:07:20.920 --> 00:07:23.560]  所以在文素記的32章
[00:07:23.560 --> 00:07:25.720]  他們就和摩西說
[00:07:25.720 --> 00:07:29.480]  我們可不可以留在約旦河的東邊
[00:07:29.480 --> 00:07:32.360]  來承受這個土地
[00:07:32.360 --> 00:07:35.240]  當時摩西是很緊張
[00:07:35.240 --> 00:07:38.920]  他以為這兩個半支派不想過約旦河
[00:07:38.920 --> 00:07:41.480]  來和迦南人爭戰
[00:07:41.480 --> 00:07:43.480]  後來才知道不是
[00:07:43.480 --> 00:07:49.320]  這兩個半支派願意和其他支派一起攻打迦南
[00:07:49.320 --> 00:07:51.720]  攻打完
[00:07:51.720 --> 00:07:55.560]  當其他九個半支派拿到他們的地
[00:07:55.560 --> 00:08:00.680]  他們才回到自己約旦河的東邊聚居
[00:08:00.680 --> 00:08:05.560]  但是因為他們的地在約旦河的東邊
[00:08:05.560 --> 00:08:08.360]  沒有約旦河來保護他們
[00:08:08.360 --> 00:08:13.160]  所以當亞述國南下攻打以色列的時候
[00:08:13.160 --> 00:08:16.520]  這兩個半支派首先被征服
[00:08:16.520 --> 00:08:18.600]  首先被毀滅
[00:08:18.600 --> 00:08:22.200]  有很多神學家就說報應
[00:08:22.200 --> 00:08:24.440]  這是神的審判
[00:08:24.440 --> 00:08:27.960]  因為他們自己為自己揀選土地
[00:08:27.960 --> 00:08:31.480]  其他九個半支派是神給他們的
[00:08:31.480 --> 00:08:33.400]  他們自己揀選
[00:08:33.400 --> 00:08:37.240]  所以遭到亞述國首先毀滅他們
[00:08:37.240 --> 00:08:40.440]  如果這樣的話
[00:08:40.440 --> 00:08:44.040]  迦納揀選希伯倫又如何
[00:08:44.040 --> 00:08:49.400]  其實迦納所揀選的不是肥沃的土地
[00:08:49.400 --> 00:08:52.360]  不是綠草餘茵
[00:08:52.360 --> 00:08:56.200]  剛才我們看到是滿有亞納族人
[00:08:56.200 --> 00:09:00.680]  而且那裡的城牆堅固是非常高大
[00:09:00.680 --> 00:09:06.280]  我們知道希伯倫也是阿伯拉罕
[00:09:06.280 --> 00:09:12.600]  撒萊 以撒 利伯加和約瑟被埋葬的地方
[00:09:12.600 --> 00:09:16.920]  所以是一個富有以色列人歷史的地方
[00:09:16.920 --> 00:09:21.000]  在約書亞記的十四章十五節
[00:09:21.000 --> 00:09:25.480]  說希伯倫從前的名字叫做基列阿巴
[00:09:25.480 --> 00:09:29.960]  阿巴的意思就是最尊大的意思
[00:09:29.960 --> 00:09:35.720]  所以其實希伯倫就是最尊大的巨人
[00:09:35.720 --> 00:09:37.320]  巨人中的巨人
[00:09:37.320 --> 00:09:39.240]  是個巨人國
[00:09:39.240 --> 00:09:44.040]  迦納是要征服這個巨人國
[00:09:44.040 --> 00:09:45.800]  他不是為了自己的利益
[00:09:45.800 --> 00:09:50.920]  他是為了很多年他曾經有一個願望
[00:09:50.920 --> 00:09:55.560]  這個願望就是得到希伯倫
[00:09:55.560 --> 00:09:57.960]  其實我們可以回顧一下
[00:09:57.960 --> 00:10:02.440]  第一代的以色列人到礦野的時候的情形
[00:10:02.440 --> 00:10:05.960]  他們去到迦底斯巴尼亞這個地方
[00:10:05.960 --> 00:10:08.680]  非常接近迦南地
[00:10:08.680 --> 00:10:14.840]  於是摩西就差派十二個探子進入迦南去窺探那地
[00:10:14.840 --> 00:10:17.080]  回報的結果就是說
[00:10:17.080 --> 00:10:19.320]  那裡真的是流乃與物之地
[00:10:19.320 --> 00:10:21.320]  非常肥沃
[00:10:21.320 --> 00:10:25.560]  兩個探子才可以抬一掛葡萄回來
[00:10:25.560 --> 00:10:27.000]  你想想有多誇張
[00:10:27.000 --> 00:10:30.920]  那些葡萄有多大
[00:10:30.920 --> 00:10:33.800]  但是十二個探子當中
[00:10:33.800 --> 00:10:37.240]  有十個探子都不主張進入迦南地
[00:10:37.240 --> 00:10:40.360]  除了約書亞和迦納
[00:10:40.360 --> 00:10:43.160]  那十個探子你聽聽他們怎麼說
[00:10:43.160 --> 00:10:47.960]  那地的民強壯成欲堅固寬大
[00:10:47.960 --> 00:10:49.960]  是吞吃居民之地
[00:10:49.960 --> 00:10:54.680]  我在那裡所見的人民都身量高大
[00:10:54.680 --> 00:10:59.160]  我們在那裡看見阿納族人就是偉人
[00:10:59.160 --> 00:11:01.320]  他們是偉人的後裔
[00:11:01.320 --> 00:11:04.920]  據我們看自己就如渣滿一樣
[00:11:04.920 --> 00:11:08.760]  據他們看我們也是如此
[00:11:09.480 --> 00:11:12.520]  以色列人掌敵人的志氣
[00:11:12.520 --> 00:11:14.520]  滅自己的威風
[00:11:14.520 --> 00:11:16.520]  怎麼掌敵人的志氣
[00:11:16.520 --> 00:11:19.720]  說敵人看見我們就如渣滿一樣
[00:11:19.720 --> 00:11:21.720]  怎麼滅自己的威風
[00:11:21.720 --> 00:11:26.520]  說我們在迦南人面前如渣滿一樣
[00:11:26.520 --> 00:11:29.560]  掌敵人的志氣滅自己的威風
[00:11:29.560 --> 00:11:31.560]  但是迦納怎樣
[00:11:31.560 --> 00:11:33.560]  他來到安慰百姓
[00:11:33.560 --> 00:11:36.360]  在《文素記》的十三章三十節
[00:11:36.360 --> 00:11:39.880]  迦納在摩西面前安撫百姓說
[00:11:39.880 --> 00:11:42.760]  我們立刻上去德拉地壩
[00:11:42.760 --> 00:11:44.760]  我們足能得勝
[00:11:44.760 --> 00:11:47.400]  迦納說你們不用怕
[00:11:47.400 --> 00:11:50.200]  我們上去我們一定能得勝
[00:11:50.200 --> 00:11:55.240]  剛才說有兩個探子暫時進入迦南地
[00:11:55.240 --> 00:11:57.240]  一個是約書亞一個是迦納
[00:11:57.240 --> 00:12:02.520]  有沒有見到好像迦納樣樣都快過約書亞
[00:12:02.520 --> 00:12:05.480]  約書亞好像樣樣都慢了半拍
[00:12:05.480 --> 00:12:07.480]  為什麼
[00:12:07.480 --> 00:12:15.080]  去到最後我們知道約書亞承繼了摩西成為以色列人的領袖
[00:12:15.080 --> 00:12:20.520]  為什麼在《文素記》他樣樣慢了半拍
[00:12:20.520 --> 00:12:25.480]  其實早在《述出埃及記》的十七章九至十四節
[00:12:25.480 --> 00:12:29.800]  摩西就派約書亞出戰阿瑪力人
[00:12:29.800 --> 00:12:33.320]  其實我們見到在《述出埃及記》的十七章
[00:12:33.320 --> 00:12:37.800]  約書亞已經成為摩西的得力助手
[00:12:37.800 --> 00:12:42.280]  甚至可以說成為以色列人其中一個領袖
[00:12:42.280 --> 00:12:47.400]  所以我相信他不適合過於衝動
[00:12:47.400 --> 00:12:50.120]  他需要比較含蓄一點點
[00:12:50.120 --> 00:12:51.480]  因為他是一個領袖
[00:12:51.480 --> 00:12:55.720]  所以他樣樣都好像比迦納慢了半拍
[00:12:55.720 --> 00:13:02.760]  我們看看這個窺探迦納的結果又怎樣
[00:13:02.760 --> 00:13:05.560]  在《文素記》的十四章
[00:13:05.560 --> 00:13:08.520]  當以色列人再次埋怨的時候
[00:13:08.520 --> 00:13:12.040]  約書亞和迦納撕裂他們的衣服
[00:13:12.040 --> 00:13:14.520]  表示他們很傷心
[00:13:14.520 --> 00:13:19.400]  接著在《文素記》的十四章七至九節就說
[00:13:19.400 --> 00:13:23.240]  他們對以色列傳媒眾說
[00:13:23.240 --> 00:13:27.400]  我們所窺探經過之地是極美之地
[00:13:27.400 --> 00:13:32.520]  耶和華若喜悅我們就必將我們領進那地
[00:13:32.520 --> 00:13:34.440]  那地次給我們
[00:13:34.440 --> 00:13:37.240]  那地原是流奶與麥之地
[00:13:37.240 --> 00:13:40.600]  但你們不可背叛耶和華
[00:13:40.600 --> 00:13:43.160]  也不要怕那地的居民
[00:13:43.160 --> 00:13:45.720]  因為他們是我們的食物
[00:13:45.720 --> 00:13:49.160]  並且任被他們的已經離開他們
[00:13:49.160 --> 00:13:51.560]  有耶和華與我們同在
[00:13:51.560 --> 00:13:53.640]  不要怕他們
[00:13:53.640 --> 00:13:56.200]  約書亞和迦納說
[00:13:56.200 --> 00:13:58.440]  神將迦南地給我們
[00:13:58.440 --> 00:14:00.440]  不是靠我們自己的力量
[00:14:00.440 --> 00:14:03.240]  我們要進去拿到那地
[00:14:03.240 --> 00:14:05.720]  也因為這番說話
[00:14:05.720 --> 00:14:08.600]  以色列的會眾要怎樣
[00:14:08.600 --> 00:14:13.480]  要將約書亞和迦納用石頭來扔死他們
[00:14:13.480 --> 00:14:16.520]  他們不要進入迦南地
[00:14:16.520 --> 00:14:18.280]  於是神說
[00:14:18.280 --> 00:14:20.760]  逢二十歲以外的以色列人
[00:14:20.760 --> 00:14:24.920]  沒有一個男丁沒有一個能夠進入迦南地
[00:14:24.920 --> 00:14:29.080]  全部的男丁二十歲以外都死在曠野
[00:14:29.080 --> 00:14:32.040]  這就是結果
[00:14:32.040 --> 00:14:35.880]  又說迦納
[00:14:35.880 --> 00:14:38.520]  他要攻打的是巨人國
[00:14:38.520 --> 00:14:40.040]  是阿納族人
[00:14:40.040 --> 00:14:44.120]  阿納這個字的意思就是長頸的意思
[00:14:44.120 --> 00:14:47.960]  能不能夠想像以色列人看到阿納族人
[00:14:47.960 --> 00:14:51.400]  他們覺得就好像長頸鹿一樣高大
[00:14:51.400 --> 00:14:53.400]  很可怕
[00:14:53.400 --> 00:14:56.280]  他們十二個探子進入迦南地
[00:14:56.280 --> 00:14:59.160]  所見到的正是阿納族人
[00:14:59.160 --> 00:15:01.240]  所以回來後那麼驚青
[00:15:01.240 --> 00:15:03.800]  說自己好像假裝一樣
[00:15:03.800 --> 00:15:06.440]  其實在大衛的時候我都說過
[00:15:06.440 --> 00:15:11.000]  仍然有阿納族人在斐理士人的土地裏面
[00:15:11.000 --> 00:15:13.240]  在撒慕爾上的十七章
[00:15:13.240 --> 00:15:17.480]  巨人哥利亞就是一個阿納族人
[00:15:17.480 --> 00:15:20.920]  迦納要求得到的是希伯倫城
[00:15:20.920 --> 00:15:24.520]  是最艱險不容易得到的地方
[00:15:24.520 --> 00:15:28.920]  當時迦納已經是85歲
[00:15:28.920 --> 00:15:32.200]  照我們的標準85歲是甚麼
[00:15:32.200 --> 00:15:34.120]  退休很久了
[00:15:34.120 --> 00:15:37.160]  到處遊山玩水去坐cruise
[00:15:37.160 --> 00:15:41.640]  有空玩玩孫子多開心
[00:15:41.640 --> 00:15:43.960]  你看看迦納做甚麼
[00:15:43.960 --> 00:15:48.920]  他仍然願意為神來征戰
[00:15:48.920 --> 00:15:52.520]  在約書亞記的十五章十三至十九節
[00:15:52.520 --> 00:15:58.200]  就是說迦納如何取得希伯倫城
[00:15:58.200 --> 00:16:03.960]  以色列人日後將希伯倫城給了利美的祭司
[00:16:03.960 --> 00:16:08.920]  這件事在約書亞記的二十一章有記載
[00:16:08.920 --> 00:16:13.080]  在聖經裏面很清楚告訴我們
[00:16:13.080 --> 00:16:17.240]  迦納是一個專一跟從神的人
[00:16:17.240 --> 00:16:23.400]  其實迦納這個名字就是狗的意思
[00:16:23.400 --> 00:16:27.480]  聖經裏面很多人都是人如其名
[00:16:27.480 --> 00:16:29.560]  狗是出名甚麼
[00:16:29.560 --> 00:16:33.880]  忠心 忠心跟著他的主人
[00:16:33.880 --> 00:16:37.960]  所以迦納也是忠心跟從神
[00:16:37.960 --> 00:16:41.160]  在約書亞記十四章
[00:16:41.160 --> 00:16:46.440]  三次提到迦納是專心跟從耶和華我的神
[00:16:46.440 --> 00:16:52.200]  在約書亞記十四章八節九節十四節
[00:16:52.200 --> 00:16:56.040]  另外有三次在約書亞記以外
[00:16:56.040 --> 00:16:59.560]  兩次在文素記一次在新明記
[00:16:59.560 --> 00:17:02.680]  這些都是神給迦納的評價
[00:17:02.680 --> 00:17:04.920]  不是他自己給自己
[00:17:04.920 --> 00:17:07.720]  在文素記十四章二十四節
[00:17:07.720 --> 00:17:12.440]  說唯獨我的僕人迦納因他另有一個心志
[00:17:12.440 --> 00:17:18.200]  專一跟從我 我就把他領進他所去過的那地
[00:17:18.200 --> 00:17:22.200]  他的後裔也必得那地為業
[00:17:22.200 --> 00:17:25.400]  文素記三十二章十二節
[00:17:25.400 --> 00:17:29.640]  說唯有基尼洗族耶夫尼的兒子迦納
[00:17:29.640 --> 00:17:33.160]  和亂的兒子約書亞可以看見
[00:17:33.160 --> 00:17:37.000]  因為他們專心跟從我
[00:17:37.000 --> 00:17:39.320]  新明記一章三十六節
[00:17:39.320 --> 00:17:42.840]  唯有耶夫尼的兒子迦納必得看見
[00:17:42.840 --> 00:17:48.440]  並且我要把他所踏過的地賜給他和他的子孫
[00:17:48.440 --> 00:17:51.880]  因為他專心跟從我
[00:17:51.880 --> 00:17:54.760]  有沒有看到聖經六次提到
[00:17:54.760 --> 00:17:58.840]  迦納是專一跟從神 專心跟從
[00:17:58.840 --> 00:18:02.760]  你說怎樣專心跟從呢 很抽象
[00:18:02.760 --> 00:18:06.920]  怎樣才能專心一二跟從神
[00:18:06.920 --> 00:18:11.080]  在經文裏也提到有另一個心志
[00:18:11.080 --> 00:18:13.080]  就是不一樣的心志
[00:18:13.080 --> 00:18:15.560]  所有人都不願意跟從神
[00:18:15.560 --> 00:18:17.480]  但他有一個不同的心志
[00:18:17.480 --> 00:18:21.160]  他有一個不一樣的心志 他願意
[00:18:21.160 --> 00:18:25.960]  我們一起來看看怎樣能夠專一跟從神
[00:18:25.960 --> 00:18:29.080]  我們會說一共有四點
[00:18:29.080 --> 00:18:34.520]  第一點就是要有信神應許的心志
[00:18:34.520 --> 00:18:38.280]  在《約書雅記》十四章五次提到
[00:18:38.280 --> 00:18:42.200]  耶和華吩咐或耶和華說
[00:18:42.200 --> 00:18:45.320]  神的應許在《約書雅記》十四章
[00:18:45.320 --> 00:18:48.360]  是非常非常明顯
[00:18:48.360 --> 00:18:51.080]  迦納就是憑著神的應許
[00:18:51.080 --> 00:18:55.720]  去見約書雅 希望得到希伯倫
[00:18:55.720 --> 00:18:59.880]  他說在《約書雅記》十四章十至十一節
[00:18:59.880 --> 00:19:03.320]  自從耶和華對摩西說者說的時候
[00:19:03.320 --> 00:19:05.800]  耶和華照著他所應許的
[00:19:05.800 --> 00:19:08.440]  使我存活這四十五年
[00:19:08.440 --> 00:19:11.480]  期間以色列人在曠野行走
[00:19:11.480 --> 00:19:14.360]  看啊 現今我八十五歲了
[00:19:14.360 --> 00:19:16.280]  我還是強壯
[00:19:16.280 --> 00:19:19.800]  像摩西打發我去的那天一樣
[00:19:19.800 --> 00:19:22.120]  無論是真正是出入
[00:19:22.120 --> 00:19:24.280]  我的力量那時如何
[00:19:24.280 --> 00:19:27.560]  現在還是如何
[00:19:27.560 --> 00:19:30.200]  他說我今年八十五歲了
[00:19:30.200 --> 00:19:33.800]  我還是和我四十歲的時候一樣
[00:19:33.800 --> 00:19:36.120]  在在有多少人可以說
[00:19:36.120 --> 00:19:38.840]  你四十五年都不變
[00:19:38.840 --> 00:19:40.440]  你不要說四十五年
[00:19:40.440 --> 00:19:43.160]  我覺得五年都好像變了很多
[00:19:43.160 --> 00:19:45.800]  四十五年他都不變
[00:19:45.800 --> 00:19:48.200]  但是你看看約書雅
[00:19:48.200 --> 00:19:49.480]  他有沒有質疑
[00:19:49.480 --> 00:19:51.480]  他有沒有搞錯
[00:19:51.480 --> 00:19:53.080]  開玩笑 他沒有
[00:19:53.080 --> 00:19:56.120]  他完全相信 他完全同意迦納所說
[00:19:56.120 --> 00:19:59.640]  因為他知道是老實的話
[00:19:59.640 --> 00:20:01.640]  為什麼迦納會這樣
[00:20:01.640 --> 00:20:03.880]  因為他相信神的應許
[00:20:03.880 --> 00:20:06.440]  他相信神賜給他的基業
[00:20:06.440 --> 00:20:08.600]  這個就成為他的信心
[00:20:08.600 --> 00:20:10.200]  成為他的目標
[00:20:10.200 --> 00:20:14.120]  四十五年他仍然有這個信心在心裡
[00:20:14.120 --> 00:20:18.200]  以致他能夠四十五年都不變
[00:20:18.200 --> 00:20:20.600]  我們呢
[00:20:20.600 --> 00:20:23.320]  我們一樣是有神的應許的
[00:20:23.320 --> 00:20:24.520]  是吧
[00:20:24.520 --> 00:20:28.040]  我們一樣是有天堂的應許的
[00:20:28.040 --> 00:20:30.040]  但我們有沒有像迦納一樣
[00:20:30.040 --> 00:20:33.160]  去爭取屬於我們的東西呢
[00:20:33.160 --> 00:20:36.760]  將來天堂的基業是屬於我們的
[00:20:36.760 --> 00:20:40.200]  但是在我們地上的時候來爭取的
[00:20:40.200 --> 00:20:42.920]  不是說你去到天堂才爭取的
[00:20:42.920 --> 00:20:45.960]  去到天堂太遲了
[00:20:45.960 --> 00:20:47.480]  所以我們有沒有像迦納一樣
[00:20:47.480 --> 00:20:49.800]  這麼肉緊這麼認真這麼積極
[00:20:49.800 --> 00:20:52.360]  去爭取我們天上的基業
[00:20:52.360 --> 00:20:55.320]  這個很值得我們去思考
[00:20:55.320 --> 00:20:58.680]  我們有沒有像迦納一樣
[00:20:58.680 --> 00:21:03.800]  雖然迦納一方面他是相信神的應許
[00:21:03.800 --> 00:21:06.520]  神賜給他的他說一定會給我
[00:21:06.520 --> 00:21:10.680]  但是他沒有就這樣翹起雙手坐在那裡
[00:21:10.680 --> 00:21:13.000]  他仍然鍛鍊自己的身體
[00:21:13.000 --> 00:21:14.840]  你要四十五年不變的話
[00:21:14.840 --> 00:21:17.080]  你要鍛鍊你的身體
[00:21:17.080 --> 00:21:20.520]  很多基督徒不喜歡做運動的基督徒
[00:21:20.520 --> 00:21:23.960]  都會用提摩太前書的四章八節
[00:21:23.960 --> 00:21:26.280]  來替自己辯護
[00:21:26.280 --> 00:21:28.440]  為什麼我不做運動
[00:21:28.440 --> 00:21:30.840]  他們會說保羅說的
[00:21:30.840 --> 00:21:33.080]  提摩太前書四章八節
[00:21:33.080 --> 00:21:36.520]  鍛鍊身體益處還少
[00:21:36.520 --> 00:21:40.840]  其實這裡保羅不是說鍛鍊身體不重要
[00:21:40.840 --> 00:21:42.920]  鍛鍊身體很重要
[00:21:42.920 --> 00:21:45.000]  只是說鍛鍊身體
[00:21:45.000 --> 00:21:48.440]  比鍛鍊靈沒有這麼重要
[00:21:48.440 --> 00:21:51.000]  因為我們的靈是永久的
[00:21:51.000 --> 00:21:53.560]  我們的身體塵歸塵 土歸土
[00:21:53.560 --> 00:21:55.880]  但是我們的靈立刻與神同在
[00:21:55.880 --> 00:21:59.640]  期待我們將來會有身體的復活
[00:21:59.640 --> 00:22:03.240]  我們的身體會塵歸塵 土歸土
[00:22:03.240 --> 00:22:05.800]  我們會息奴歸主
[00:22:05.800 --> 00:22:08.200]  有人說 摘住牧師
[00:22:08.200 --> 00:22:12.280]  我等到耶穌基督回來 你不要詛咒我
[00:22:12.280 --> 00:22:15.080]  你可以等到耶穌基督回來
[00:22:15.080 --> 00:22:19.240]  但是聖經告訴我們一聲浩響就怎樣
[00:22:19.240 --> 00:22:22.600]  我們和耶穌基督在半空相遇
[00:22:22.600 --> 00:22:26.120]  眨眼間我們的身體就有變化
