
[00:00:00.000 --> 00:00:07.000]  由97年開始香港經濟的低迷
[00:02:10.000 --> 00:02:12.000]  是很恐怖的
[00:02:12.000 --> 00:02:15.000]  另一方面你拿了貨的時間
[00:02:15.000 --> 00:02:16.000]  你一直會被人追你
[00:02:16.000 --> 00:02:17.000]  你一定要給錢的
[00:02:17.000 --> 00:02:19.000]  你不給錢就沒得動的
[00:02:19.000 --> 00:02:22.000]  但問題就是那些政府的工程
[00:02:22.000 --> 00:02:25.000]  他給錢的時間就不會給到這些判頭的
[00:02:25.000 --> 00:02:26.000]  是給大判的
[00:02:26.000 --> 00:02:28.000]  所以大判一拿了那些錢之後
[00:02:28.000 --> 00:02:30.000]  如果有些數未出的時間
[00:02:30.000 --> 00:02:33.000]  他就保持著他已經出了的那些數
[00:02:33.000 --> 00:02:34.000]  他不撥下去
[00:02:34.000 --> 00:02:35.000]  他自己保持著
[00:02:35.000 --> 00:02:37.000]  一路撥撥撥撥
[00:02:37.000 --> 00:02:39.000]  撥到他自己盤滿撥滿
[00:02:39.000 --> 00:02:41.000]  就是說他應該賺的賺夠了
[00:02:41.000 --> 00:02:43.000]  拿完了然後就撥下去
[00:02:43.000 --> 00:02:44.000]  我告訴你蔡英文的第一次會議
[00:02:44.000 --> 00:02:47.000]  當我們留意看回今天的香港社會的時候
[00:02:47.000 --> 00:02:49.000]  是一個很不公平的社會
[00:02:49.000 --> 00:02:51.000]  有人就坐在這裏收錢
[00:02:51.000 --> 00:02:54.000]  有人就做到一劇的沒錢收
[00:02:54.000 --> 00:02:56.000]  是因為這樣的緣故
[00:02:56.000 --> 00:03:00.000]  就是當你的美數一直被人保持著一千多萬
[00:03:00.000 --> 00:03:03.000]  你要繼續來做的時候
[00:03:03.000 --> 00:03:06.000]  你到底用什麼資金來做呢
[00:03:06.000 --> 00:03:09.000]  在我們兩年的裏面
[00:03:09.000 --> 00:03:11.000]  就在我們教會當中
[00:03:11.000 --> 00:03:14.000]  我曾經先後和四個這些弟兄
[00:03:14.000 --> 00:03:16.000]  我勸他們
[00:03:16.000 --> 00:03:20.000]  你不如不要做老闆了
[00:03:20.000 --> 00:03:22.000]  破產 清盤
[00:03:22.000 --> 00:03:24.000]  原因在哪裏呢
[00:03:24.000 --> 00:03:26.000]  就是他們的房子賣了
[00:03:26.000 --> 00:03:28.000]  然後就繼續這樣貼下去
[00:03:28.000 --> 00:03:30.000]  你根本上是給不了的
[00:03:30.000 --> 00:03:32.000]  因為一個工程成億多這樣
[00:03:32.000 --> 00:03:34.000]  你一直這樣貼錢下去做
[00:03:34.000 --> 00:03:36.000]  做完之後你要等他們給錢給你
[00:03:36.000 --> 00:03:38.000]  但是他不給你的時間
[00:03:38.000 --> 00:03:40.000]  你就繼續不斷賣你的物業
[00:03:40.000 --> 00:03:41.000]  繼續不斷做你的事
[00:03:41.000 --> 00:03:43.000]  你維持要做下去的時間
[00:03:43.000 --> 00:03:47.000]  你就根本上全部連一滴的東西都剩不了
[00:03:47.000 --> 00:03:49.000]  全部都給下去
[00:03:50.000 --> 00:03:53.000]  幾個弟兄在我這裏
[00:03:53.000 --> 00:03:55.000]  都是有官司在身
[00:03:55.000 --> 00:03:57.000]  而這些官司一拖就拖了幾年
[00:03:57.000 --> 00:03:59.000]  無影無蹤
[00:03:59.000 --> 00:04:00.000]  各位親愛的弟兄姐妹
[00:04:00.000 --> 00:04:02.000]  你有多少錢去打官司呢
[00:04:02.000 --> 00:04:05.000]  你有多少錢來幫他們磨下去呢
[00:04:05.000 --> 00:04:06.000]  在一個這樣的情況裏面
[00:04:06.000 --> 00:04:10.000]  就導致過去裏面無數的判頭是這樣
[00:04:10.000 --> 00:04:14.000]  全部一切建立了的事業
[00:04:14.000 --> 00:04:17.000]  財產 住的房子
[00:04:17.000 --> 00:04:21.000]  甚至所有值錢的東西全部都沒有了
[00:04:21.000 --> 00:04:24.000]  而更慘的是他們借了一大筆的債
[00:04:24.000 --> 00:04:25.000]  其中一筆的人
[00:04:25.000 --> 00:04:30.000]  借到之後他們基本上是沒有任何的能力可以上環
[00:04:30.000 --> 00:04:32.000]  各位親愛的弟兄姐妹
[00:04:32.000 --> 00:04:35.000]  當你去到一個這樣走投無路的情形裏面
[00:04:35.000 --> 00:04:37.000]  家裏要生活
[00:04:37.000 --> 00:04:40.000]  接著最慘的是
[00:04:40.000 --> 00:04:42.000]  我還經歷過有一次
[00:04:42.000 --> 00:04:46.000]  是有一些無牌的工友
[00:04:46.000 --> 00:04:48.000]  他說還沒有出工
[00:04:48.000 --> 00:04:50.000]  就找了一大堆人
[00:04:50.000 --> 00:04:52.000]  就說我打了工他還沒有出工
[00:04:52.000 --> 00:04:54.000]  結果呢
[00:04:54.000 --> 00:04:57.000]  幸好我律師就聰明
[00:04:57.000 --> 00:05:00.000]  要核對他們的資料身份證
[00:05:00.000 --> 00:05:01.000]  是不是真的打過工呢
[00:05:01.000 --> 00:05:04.000]  然後才發覺到其實全部都沒有打過工的
[00:05:04.000 --> 00:05:07.000]  是全部都拿來這幫人來
[00:05:07.000 --> 00:05:08.000]  就說自己做過事
[00:05:08.000 --> 00:05:10.000]  然後claim錢就是要拿錢的
[00:05:10.000 --> 00:05:11.000]  各位親愛的朋友
[00:05:11.000 --> 00:05:14.000]  你看到在今天的裏面最慘的是什麼呢
[00:05:14.000 --> 00:05:16.000]  就是那些區議員
[00:05:16.000 --> 00:05:19.000]  立法局議員全部都是盲頭烏鷹來的
[00:05:19.000 --> 00:05:20.000]  一聽見這些人的時候
[00:05:20.000 --> 00:05:22.000]  他們是不理是非的
[00:05:22.000 --> 00:05:23.000]  就是一看見工友的時候
[00:05:23.000 --> 00:05:25.000]  就全部幫他們
[00:05:25.000 --> 00:05:26.000]  就是要炸錢
[00:05:26.000 --> 00:05:31.000]  如果律師不是很聰明的律師
[00:05:31.000 --> 00:05:34.000]  能夠預先核對他們的資料
[00:05:34.000 --> 00:05:35.000]  是不是真的打過工呢
[00:05:35.000 --> 00:05:38.000]  然後接著對症下藥的時間
[00:05:38.000 --> 00:05:39.000]  我想這場官司
[00:05:39.000 --> 00:05:41.000]  有段時間是無法脫離的
[00:05:41.000 --> 00:05:43.000]  各位親愛的弟兄姐妹
[00:05:43.000 --> 00:05:45.000]  當我們過去和Ivan一起面對這些事的時候
[00:05:45.000 --> 00:05:47.000]  你會看到在今天這個社會裏面
[00:05:47.000 --> 00:05:50.000]  這些逆境是經常發生
[00:05:50.000 --> 00:05:53.000]  就好像世界盤裏面法國出局
[00:05:53.000 --> 00:05:54.000]  阿根廷出局
[00:05:54.000 --> 00:05:55.000]  葡萄牙出局一樣
[00:05:55.000 --> 00:05:56.000]  播是完的
[00:05:56.000 --> 00:05:58.000]  什麼事情都可以發生
[00:05:58.000 --> 00:05:59.000]  但是發生了的時候
[00:05:59.000 --> 00:06:01.000]  有些人就心臟病發
[00:06:01.000 --> 00:06:05.000]  就好像阿根廷有一個球迷心臟病發死了
[00:06:05.000 --> 00:06:07.000]  然後法國裏面有些人說
[00:06:07.000 --> 00:06:08.000]  等你回來的時候
[00:06:08.000 --> 00:06:09.000]  給你一些東西看
[00:06:09.000 --> 00:06:10.000]  你不放你
[00:06:10.000 --> 00:06:13.000]  我現在要殺死那些輸球的罪魁禍首
[00:06:13.000 --> 00:06:15.000]  我看到這樣的現象都會出來
[00:06:15.000 --> 00:06:18.000]  有些人在這樣的逆境裏面
[00:06:18.000 --> 00:06:20.000]  燒炭死
[00:06:20.000 --> 00:06:21.000]  跳樓死
[00:06:21.000 --> 00:06:24.000]  也有些人精神神經衰弱
[00:06:24.000 --> 00:06:25.000]  精神病
[00:06:25.000 --> 00:06:27.000]  更加有不少的人
[00:06:27.000 --> 00:06:29.000]  殺死太太殺死子女
[00:06:29.000 --> 00:06:31.000]  然後自己自殺死了他
[00:06:31.000 --> 00:06:33.000]  各位親愛的弟兄姐妹
[00:06:33.000 --> 00:06:35.000]  逆境當中
[00:06:35.000 --> 00:06:37.000]  有一些人
[00:06:37.000 --> 00:06:40.000]  他們是一個非常消極
[00:06:40.000 --> 00:06:41.000]  一來到就死
[00:06:41.000 --> 00:06:43.000]  也有一小部分的人
[00:06:43.000 --> 00:06:45.000]  處變不驚
[00:06:45.000 --> 00:06:47.000]  泰然處之
[00:06:47.000 --> 00:06:51.000]  但是我相信絕大部分的人
[00:06:51.000 --> 00:06:53.000]  是好像夏伯谷一樣
[00:06:53.000 --> 00:06:56.000]  絕大部分的人在怎樣的時候
[00:06:56.000 --> 00:06:58.000]  當這些逆境來到的時候
[00:06:58.000 --> 00:07:00.000]  他就會問為什麼
[00:07:00.000 --> 00:07:01.000]  為什麼
[00:07:01.000 --> 00:07:03.000]  因為他當中來去掙扎
[00:07:03.000 --> 00:07:05.000]  掙扎一段時間的時候
[00:07:05.000 --> 00:07:06.000]  慢慢反省
[00:07:06.000 --> 00:07:08.000]  而反省了一段時間
[00:07:08.000 --> 00:07:11.000]  慢慢開始看到那條出路
[00:07:11.000 --> 00:07:13.000]  各位親愛的弟兄姐妹
[00:07:13.000 --> 00:07:15.000]  在大家的程序表裏面
[00:07:15.000 --> 00:07:20.000]  我將我其中一篇
[00:07:20.000 --> 00:07:22.000]  還沒出版的
[00:07:22.000 --> 00:07:26.000]  夏伯谷書的鳥瞰
[00:07:26.000 --> 00:07:29.000]  一個簡圖印出來給大家
[00:07:29.000 --> 00:07:31.000]  因為今天時間不多
[00:07:31.000 --> 00:07:33.000]  我接著七月會有一段時間不在這裏
[00:07:33.000 --> 00:07:35.000]  所以我就很野心勃勃
[00:07:35.000 --> 00:07:38.000]  我很想一堂説完它
[00:07:38.000 --> 00:07:40.000]  希望你們拿著這張東西
[00:07:40.000 --> 00:07:43.000]  慢慢跟著我看你們跟了多少
[00:07:43.000 --> 00:07:49.000]  夏伯谷初期面對這個逆境來到的時候
[00:07:49.000 --> 00:07:51.000]  這個逆境到底是怎樣的逆境
[00:07:51.000 --> 00:07:55.000]  我們一齊來讀一讀你們的經文
[00:07:55.000 --> 00:07:59.000]  夏伯谷書的第一章
[00:07:59.000 --> 00:08:01.000]  我先讀第一節
[00:08:01.000 --> 00:08:04.000]  先知夏伯谷所得的默示
[00:08:04.000 --> 00:08:06.000]  請大家讀二三兩節
[00:08:06.000 --> 00:08:08.000]  他説
[00:08:08.000 --> 00:08:10.000]  我呼求你你不英文
[00:08:10.000 --> 00:08:12.000]  要到幾時呢
[00:08:12.000 --> 00:08:16.000]  我因強暴哀求你你還不拯救
[00:08:16.000 --> 00:08:19.000]  你為何使我看見罪言
[00:08:19.000 --> 00:08:22.000]  你為何看著奸惡而不理呢
[00:08:22.000 --> 00:08:24.000]  毀滅我強暴在我面前
[00:08:24.000 --> 00:08:27.000]  又起了爭端和心頭的事
[00:08:27.000 --> 00:08:28.000]  第四節
[00:08:28.000 --> 00:08:30.000]  因此律法放鬆
[00:08:30.000 --> 00:08:33.000]  公理也不顯明
[00:08:33.000 --> 00:08:36.000]  國人圍困二人
[00:08:36.000 --> 00:08:40.000]  所以公理顯然顛倒
[00:08:40.000 --> 00:08:42.000]  我相信
[00:08:42.000 --> 00:08:48.000]  當你們面對著各種不同不公不正的事的時候
[00:08:48.000 --> 00:08:52.000]  你們都可能會有同樣的問題
[00:08:52.000 --> 00:08:54.000]  我們看到在你們的經文裡面
[00:08:54.000 --> 00:09:00.000]  先知夏伯谷是面對著一個非常嚴峻的外憂來還
[00:09:00.000 --> 00:09:03.000]  夏伯谷這個字本來的意思
[00:09:03.000 --> 00:09:06.000]  在希伯萊文是叫壞抱者
[00:09:06.000 --> 00:09:07.000]  壞抱
[00:09:07.000 --> 00:09:10.000]  一個月是願意去懷抱別人痛苦的人
[00:09:10.000 --> 00:09:12.000]  願意去懷抱家人痛苦的人
[00:09:12.000 --> 00:09:14.000]  懷抱親戚痛苦的人
[00:09:14.000 --> 00:09:17.000]  其實他自己本身就是越痛苦
[00:09:17.000 --> 00:09:19.000]  在過去的裡面我們看到無數的體驗節目
[00:09:19.000 --> 00:09:21.000]  就是因為他哥哥生意失敗
[00:09:21.000 --> 00:09:22.000]  繼續借錢
[00:09:22.000 --> 00:09:26.000]  有幾個弟兄就是因為弟弟哥哥或者親戚
[00:09:26.000 --> 00:09:27.000]  是因為生意需要
[00:09:27.000 --> 00:09:28.000]  所以跟銀行要借錢
[00:09:28.000 --> 00:09:29.000]  要維持生意
[00:09:29.000 --> 00:09:31.000]  就幫他做了擔保人
[00:09:31.000 --> 00:09:33.000]  結果現在做了擔保人之後
[00:09:33.000 --> 00:09:37.000]  所有的債項銀行的債務都落在他的身上
[00:09:37.000 --> 00:09:40.000]  無端端是因為一次的簽名
[00:09:40.000 --> 00:09:42.000]  在銀行簽了一個名
[00:09:42.000 --> 00:09:44.000]  幾個弟兄跟我說
[00:09:44.000 --> 00:09:45.000]  我走投無路
[00:09:45.000 --> 00:09:49.000]  他需要宣告破產
[00:09:49.000 --> 00:09:52.000]  其中有兩個連他自己的事業都沒有賣
[00:09:52.000 --> 00:09:57.000]  家人就陷在一種非常難過的困境當中
[00:09:57.000 --> 00:10:00.000]  所以過去我們曾經說過你不要隨便幫人擔保
[00:10:00.000 --> 00:10:04.000]  聖經裡面說了不要替人簽保
[00:10:04.000 --> 00:10:05.000]  說得很清楚
[00:10:05.000 --> 00:10:06.000]  你要很小心
[00:10:06.000 --> 00:10:08.000]  另一方面讓我們看得見
[00:10:08.000 --> 00:10:11.000]  在聖經裡面非常多
[00:10:11.000 --> 00:10:15.000]  非常多的人就在這些困境裡面
[00:10:15.000 --> 00:10:19.000]  他壞譜家人那種婚姻的破裂
[00:10:19.000 --> 00:10:23.000]  壞譜家人那些精神問題的困擾
[00:10:23.000 --> 00:10:26.000]  壞譜家人失業是繼續不斷暗貨包
[00:10:26.000 --> 00:10:28.000]  任何包來付錢
[00:10:28.000 --> 00:10:31.000]  特別是其中有些家人因為賭債前身
[00:10:31.000 --> 00:10:33.000]  繼續來貼錢幫他還賭債
[00:10:33.000 --> 00:10:35.000]  還大熱門的債項
[00:10:35.000 --> 00:10:37.000]  結果搞到自己就身不穩
[00:10:37.000 --> 00:10:40.000]  有些人是因為這樣連房子都沒有賣
[00:10:40.000 --> 00:10:43.000]  為什麼呢?就是因為他按了房子來幫弟弟
[00:10:43.000 --> 00:10:45.000]  幫家人來還賭債
[00:10:45.000 --> 00:10:49.000]  而最後的結果就是自己供不起那些房子
[00:10:49.000 --> 00:10:51.000]  而房子都沒有賣
[00:10:51.000 --> 00:10:52.000]  各位親愛的聽眾前輩
[00:10:52.000 --> 00:10:54.000]  你越是壞譜的人
[00:10:54.000 --> 00:10:59.000]  你就越是一個容易陷在哈巴谷的經歷裡面的人
[00:10:59.000 --> 00:11:01.000]  他的經歷
[00:11:01.000 --> 00:11:05.000]  初期所看到的就是內憂
[00:11:05.000 --> 00:11:08.000]  他看到的內憂是怎樣的內憂呢?
[00:11:08.000 --> 00:11:12.000]  他看到的內憂是充滿著強暴
[00:11:12.000 --> 00:11:14.000]  充滿著罪熱
[00:11:14.000 --> 00:11:17.000]  充滿著爭端和商鬥
[00:11:17.000 --> 00:11:20.000]  整個國家無法無天
[00:11:20.000 --> 00:11:22.000]  整個國家是不宜
[00:11:22.000 --> 00:11:26.000]  而現在那些是非公理全然顛倒
[00:11:26.000 --> 00:11:28.000]  哈巴谷讓我們看見
[00:11:28.000 --> 00:11:30.000]  在這段聖經裡面
[00:11:30.000 --> 00:11:34.000]  他是一個逆境中的弱者
[00:11:34.000 --> 00:11:39.000]  一個壞譜者很容易成為一個逆境中的弱者
[00:11:39.000 --> 00:11:41.000]  你壞譜越多
[00:11:41.000 --> 00:11:46.000]  你就越是容易淚滴淋滴
[00:11:46.000 --> 00:11:48.000]  在這段聖經裡面
[00:11:48.000 --> 00:11:51.000]  特別讓他成為一個弱者的關鍵
[00:11:51.000 --> 00:11:53.000]  第一
[00:11:53.000 --> 00:11:57.000]  當時他只是問為什麼
[00:11:57.000 --> 00:11:59.000]  你問得越多
[00:11:59.000 --> 00:12:01.000]  為什麼整個第一章裡面
[00:12:01.000 --> 00:12:06.000]  一共出現了五次中文的為何
[00:12:06.000 --> 00:12:09.000]  在英文就出現了四次
[00:12:09.000 --> 00:12:11.000]  其實在希伯萊文的原文
[00:12:11.000 --> 00:12:13.000]  只是出現兩次
[00:12:13.000 --> 00:12:16.000]  第二至第三次出現一次
[00:12:16.000 --> 00:12:19.000]  Lamah
[00:12:19.000 --> 00:12:25.000]  然後去到五至十一節的地方
[00:12:25.000 --> 00:12:34.000]  十二至十五節的地方
[00:12:34.000 --> 00:12:36.000]  是出現第二次的 Lamah
[00:12:36.000 --> 00:12:38.000]  換句話說
[00:12:38.000 --> 00:12:40.000]  整章的聖經你會看到
[00:12:40.000 --> 00:12:43.000]  是總共只有兩次希伯萊文的 Lamah
[00:12:43.000 --> 00:12:45.000]  但是為什麼中文翻成五次
[00:12:45.000 --> 00:12:47.000]  就是因為句子太長
[00:12:47.000 --> 00:12:49.000]  很多人吵架的時候
[00:12:49.000 --> 00:12:51.000]  你為什麼這樣都不翻
[00:12:51.000 --> 00:12:53.000]  又不給錢又不翻
[00:12:53.000 --> 00:12:55.000]  又不翻又不翻
[00:12:55.000 --> 00:12:57.000]  一直翻下去
[00:12:57.000 --> 00:12:59.000]  中文就是為了你們讀到不夠氣
[00:12:59.000 --> 00:13:01.000]  怕你們不夠氣讀下去
[00:13:01.000 --> 00:13:03.000]  所以將它分開
[00:13:03.000 --> 00:13:05.000]  因為那張都是為何為何為何下去
[00:13:05.000 --> 00:13:07.000]  所以將它分開幾次來寫
[00:13:07.000 --> 00:13:09.000]  就是這麼簡單
[00:13:09.000 --> 00:13:12.000]  這個真正逆境中的弱者
[00:13:12.000 --> 00:13:15.000]  是一個常常問為什麼的人
[00:13:15.000 --> 00:13:17.000]  但是那些知道你問了都沒有答案
[00:13:17.000 --> 00:13:19.000]  我告訴大家
[00:13:19.000 --> 00:13:21.000]  你繼續不停地問你可以問
[00:13:21.000 --> 00:13:23.000]  但問來問去神都好像不認一樣
[00:13:23.000 --> 00:13:25.000]  你會發覺到經濟出現問題
[00:13:25.000 --> 00:13:27.000]  失業你會問為什麼為什麼為什麼
[00:13:27.000 --> 00:13:29.000]  家裡有很多人生病
[00:13:29.000 --> 00:13:31.000]  你會問為什麼為什麼為什麼
[00:13:31.000 --> 00:13:33.000]  你最愛的一個朋友
[00:13:33.000 --> 00:13:35.000]  癌症你就問為什麼為什麼為什麼
[00:13:35.000 --> 00:13:39.000]  然後有很多公司要倒閉要清盤
[00:13:39.000 --> 00:13:41.000]  你要問為什麼為什麼為什麼
[00:13:41.000 --> 00:13:43.000]  問來問去
[00:13:43.000 --> 00:13:45.000]  你似乎好像聽不到神的答案一樣
[00:13:45.000 --> 00:13:47.000]  而聽到的時候
[00:13:47.000 --> 00:13:49.000]  你只是另一種不同形式的問題
[00:13:49.000 --> 00:13:53.000]  第二個逆境中的弱者
[00:13:53.000 --> 00:13:55.000]  一個特色
[00:13:55.000 --> 00:13:57.000]  我們可以看得見的就是
[00:13:57.000 --> 00:13:59.000]  他只看到負面
[00:13:59.000 --> 00:14:01.000]  他看不到正面
[00:14:01.000 --> 00:14:03.000]  下白局在這段聖經裏面
[00:14:03.000 --> 00:14:05.000]  從頭到尾全部說的第一章
[00:14:05.000 --> 00:14:07.000]  全部都是負面的人
[00:14:07.000 --> 00:14:09.000]  沒有絲毫正面的人
[00:14:09.000 --> 00:14:11.000]  強暴罪熱
[00:14:11.000 --> 00:14:13.000]  強暴罪熱
[00:14:13.000 --> 00:14:15.000]  爭端相鬥無法無天不義
[00:14:15.000 --> 00:14:19.000]  全部都是他們他們他們都是這樣
[00:14:19.000 --> 00:14:21.000]  全部都是負面
[00:14:21.000 --> 00:14:25.000]  最近和一對夫婦聊天的時候
[00:14:25.000 --> 00:14:27.000]  我同樣都看到一些很負面
[00:14:27.000 --> 00:14:29.000]  他說要離婚
[00:14:29.000 --> 00:14:33.000]  到現在都不肯洗禮
[00:14:33.000 --> 00:14:35.000]  主要原因就是婚姻那方面
[00:14:35.000 --> 00:14:37.000]  他們還沒有放過對方
[00:14:37.000 --> 00:14:39.000]  跟他們兩個聊天的時間
[00:14:39.000 --> 00:14:43.000]  兩個都說對方很恐怖
[00:14:43.000 --> 00:14:45.000]  數完那些東西之後
[00:14:45.000 --> 00:14:47.000]  他真的是很恐怖的牧師
[00:14:47.000 --> 00:14:49.000]  你不知道他很恐怖
[00:14:49.000 --> 00:14:51.000]  我和他開組開了一年
[00:14:51.000 --> 00:14:53.000]  我真的看不到他這麼恐怖
[00:14:53.000 --> 00:14:55.000]  只看到組裏面很多的大型節目
[00:14:55.000 --> 00:14:57.000]  覺得他都挺好的
[00:14:57.000 --> 00:14:59.000]  太太那方面他認識他的大型節目
[00:14:59.000 --> 00:15:01.000]  都覺得他挺好的
[00:15:01.000 --> 00:15:03.000]  為甚麼這個丈夫說他恐怖
[00:15:03.000 --> 00:15:05.000]  而太太說丈夫恐怖
[00:15:05.000 --> 00:15:07.000]  而他們兩方面的朋友
[00:15:07.000 --> 00:15:09.000]  但不是那麼恐怖
[00:15:09.000 --> 00:15:11.000]  都挺好的人
[00:15:11.000 --> 00:15:13.000]  有沒有看到在今天的社會裏面
[00:15:13.000 --> 00:15:15.000]  很多時候人與人之間的相處
[00:15:15.000 --> 00:15:17.000]  我們很多時候這些怨恨
[00:15:17.000 --> 00:15:19.000]  往往在我們裏面看東西的時候
[00:15:19.000 --> 00:15:21.000]  出了偏差
[00:15:21.000 --> 00:15:23.000]  只是看負面
[00:15:23.000 --> 00:15:25.000]  看不到正面
[00:15:25.000 --> 00:15:27.000]  第三只看到短暫
[00:15:27.000 --> 00:15:29.000]  不會看到永恆
[00:15:29.000 --> 00:15:31.000]  才知道在這段的聖經
[00:15:31.000 --> 00:15:33.000]  很清楚
[00:15:33.000 --> 00:15:35.000]  他就是
[00:15:35.000 --> 00:15:37.000]  問那些問題
[00:15:37.000 --> 00:15:39.000]  這些問題在哪裏
[00:15:39.000 --> 00:15:41.000]  是要到何時
[00:15:41.000 --> 00:15:43.000]  你要到何時
[00:15:43.000 --> 00:15:45.000]  你不懲罰那些到何時
[00:15:45.000 --> 00:15:47.000]  你不理這些東西要到何時
[00:15:47.000 --> 00:15:49.000]  要說我呼求你
[00:15:49.000 --> 00:15:51.000]  你不英文要到何時
[00:15:51.000 --> 00:15:53.000]  要到何時
[00:15:53.000 --> 00:15:55.000]  全部都是看到我的時間
[00:15:55.000 --> 00:15:57.000]  短暫我的時間
[00:15:57.000 --> 00:15:59.000]  是很急的
[00:15:59.000 --> 00:16:01.000]  即刻要發生的
[00:16:01.000 --> 00:16:03.000]  我的時間來到你就要搞定這件事
[00:16:03.000 --> 00:16:05.000]  但是很少會
[00:16:05.000 --> 00:16:07.000]  放長雙眼
[00:16:07.000 --> 00:16:09.000]  看到永恆的東西
[00:16:09.000 --> 00:16:11.000]  這些東西是短暫的還是永恆
[00:16:11.000 --> 00:16:13.000]  一個逆境中的弱者
[00:16:13.000 --> 00:16:15.000]  他只會看到短暫
[00:16:15.000 --> 00:16:17.000]  不會看永恆
[00:16:17.000 --> 00:16:19.000]  他只會看到他自己失
[00:16:19.000 --> 00:16:21.000]  他沒有看到他得了
[00:16:21.000 --> 00:16:23.000]  各位親愛的聽眾姐妹
[00:16:23.000 --> 00:16:25.000]  在這段聖經裏面給我們看見的哈伯谷
[00:16:25.000 --> 00:16:27.000]  是一個很典型的
[00:16:27.000 --> 00:16:29.000]  逆境中的弱者
[00:16:29.000 --> 00:16:31.000]  我很想問一問大家
[00:16:31.000 --> 00:16:33.000]  過去當你遇到逆境的時候
[00:16:33.000 --> 00:16:35.000]  有多少人同樣都有問過
[00:16:35.000 --> 00:16:37.000]  為什麼
[00:16:37.000 --> 00:16:39.000]  為什麼
[00:16:39.000 --> 00:16:41.000]  可不可以舉手
[00:16:41.000 --> 00:16:43.000]  我們都是哈伯谷
[00:16:43.000 --> 00:16:45.000]  我想問一問大家
[00:16:45.000 --> 00:16:47.000]  有多少人都問到
[00:16:47.000 --> 00:16:49.000]  為什麼這麼久
[00:16:49.000 --> 00:16:51.000]  你何時何時何時
[00:16:51.000 --> 00:16:53.000]  知道你怎樣怎樣怎樣
[00:16:53.000 --> 00:16:55.000]  有多少人問過這個問題
