
[00:00:00.000 --> 00:00:05.000]  各位電影姊妹 主內平安
[00:03:56.000 --> 00:04:00.000]  無花果樹是一個比喻
[00:04:00.000 --> 00:04:07.000]  我們的理解未必是耶穌本來的意思
[00:04:07.000 --> 00:04:10.000]  權威在聖經
[00:04:10.000 --> 00:04:13.000]  不是在教會
[00:04:13.000 --> 00:04:18.000]  這是改革運動馬丁路德十六世紀
[00:04:18.000 --> 00:04:26.000]  過去五百年來我們明白的一個基本立場
[00:04:26.000 --> 00:04:29.000]  所以教會是這樣講的
[00:04:29.000 --> 00:04:31.000]  聖經是否這樣講
[00:04:31.000 --> 00:04:33.000]  我們跟誰
[00:04:33.000 --> 00:04:35.000]  我們跟聖經
[00:04:35.000 --> 00:04:39.000]  我們不是跟教會的傳統
[00:04:39.000 --> 00:04:43.000]  是對的或不對的
[00:04:43.000 --> 00:04:46.000]  我們都要小心
[00:04:46.000 --> 00:04:51.000]  耶穌講無花果樹發亂長葉
[00:04:51.000 --> 00:04:56.000]  你們就知道夏天近了
[00:04:56.000 --> 00:05:00.000]  無花果樹代表什麼
[00:05:00.000 --> 00:05:03.000]  幾乎你上教會一段日子
[00:05:03.000 --> 00:05:06.000]  你都一定可以回答得到我
[00:05:06.000 --> 00:05:09.000]  那就是以色列復國
[00:05:09.000 --> 00:05:13.000]  無花果樹是以色列的國花
[00:05:13.000 --> 00:05:17.000]  所以耶穌這裡是講以色列復國
[00:05:17.000 --> 00:05:19.000]  夏天近了
[00:05:19.000 --> 00:05:22.000]  他就回來了
[00:05:22.000 --> 00:05:25.000]  以色列什麼時候復國
[00:05:25.000 --> 00:05:27.000]  復了沒有
[00:05:27.000 --> 00:05:29.000]  復了
[00:05:29.000 --> 00:05:32.000]  我們都去過聖地旅遊
[00:05:32.000 --> 00:05:42.000]  1948年5月15日凌晨零時零分
[00:05:42.000 --> 00:05:47.000]  有些資料說是5月14日
[00:05:47.000 --> 00:05:49.000]  那天其實是宣佈
[00:05:49.000 --> 00:05:54.000]  英國管理巴勒斯坦
[00:05:54.000 --> 00:06:01.000]  14日宣佈英國說我們今晚半夜開始
[00:06:01.000 --> 00:06:04.000]  結束託管
[00:06:04.000 --> 00:06:13.000]  以色列國正式在5月15日凌晨開始成立
[00:06:13.000 --> 00:06:19.000]  你算一算都很多年了
[00:06:19.000 --> 00:06:24.000]  不要緊,主漢說千年如一日
[00:06:24.000 --> 00:06:27.000]  我說了等於沒說
[00:06:27.000 --> 00:06:29.000]  什麼都你說了
[00:06:29.000 --> 00:06:31.000]  是不是
[00:06:31.000 --> 00:06:34.000]  很多弟兄姊妹心裡想問
[00:06:34.000 --> 00:06:35.000]  不敢問
[00:06:35.000 --> 00:06:37.000]  問耶穌回來
[00:06:37.000 --> 00:06:39.000]  不信耶穌復活
[00:06:39.000 --> 00:06:41.000]  很大件事,未得救
[00:06:41.000 --> 00:06:43.000]  所以我們不敢問
[00:06:43.000 --> 00:06:45.000]  回到聖經
[00:06:45.000 --> 00:06:49.000]  我們讀福音書的記載
[00:06:49.000 --> 00:06:53.000]  有一個很重要的方法
[00:06:53.000 --> 00:06:58.000]  弟兄姊妹在我們讀聖經
[00:06:58.000 --> 00:07:00.000]  查經
[00:07:00.000 --> 00:07:02.000]  研經
[00:07:02.000 --> 00:07:04.000]  小組討論
[00:07:04.000 --> 00:07:07.000]  我們一定要記得
[00:07:07.000 --> 00:07:09.000]  什麼方法
[00:07:09.000 --> 00:07:14.000]  新約聖經有多少本福音書
[00:07:14.000 --> 00:07:18.000]  四本
[00:07:18.000 --> 00:07:24.000]  太、可、路、約、始、度、行、轉、開始
[00:07:24.000 --> 00:07:28.000]  這是另外一類書卷
[00:07:28.000 --> 00:07:32.000]  當你讀馬可福音的時候
[00:07:32.000 --> 00:07:42.000]  你一定要看其他三卷福音書
[00:07:42.000 --> 00:07:44.000]  怎麼說
[00:07:44.000 --> 00:07:47.000]  比較、參考
[00:07:47.000 --> 00:07:51.000]  耶穌說無花果樹學過比方
[00:07:51.000 --> 00:07:53.000]  約翰福音沒有記載
[00:07:53.000 --> 00:07:55.000]  你說好了,少看一本
[00:07:55.000 --> 00:08:00.000]  也不要看《馬太》和《路加》
[00:08:00.000 --> 00:08:03.000]  有三卷福音書
[00:08:03.000 --> 00:08:05.000]  都有記載
[00:08:05.000 --> 00:08:11.000]  耶穌說他要回來無花果樹
[00:08:11.000 --> 00:08:14.000]  夏天近了
[00:08:14.000 --> 00:08:19.000]  《路加》福音又怎麼記載
[00:08:19.000 --> 00:08:22.000]  耶穌說這句話
[00:08:22.000 --> 00:08:24.000]  你有印象嗎
[00:08:24.000 --> 00:08:26.000]  或者你有沒有看過
[00:08:26.000 --> 00:08:29.000]  還是你只記得《馬太》
[00:08:29.000 --> 00:08:31.000]  《馬可》
[00:08:31.000 --> 00:08:33.000]  無花果樹
[00:08:33.000 --> 00:08:35.000]  法輪長葉
[00:08:35.000 --> 00:08:37.000]  以色列復國
[00:08:37.000 --> 00:08:39.000]  耶穌回來了
[00:08:39.000 --> 00:08:41.000]  我讀給你聽
[00:08:41.000 --> 00:08:48.000]  21章第29、30節
[00:08:48.000 --> 00:08:53.000]  耶穌有設比喻對他們說
[00:08:53.000 --> 00:09:01.000]  你們看無花果樹和各樣的樹
[00:09:01.000 --> 00:09:04.000]  它發芽的時候
[00:09:04.000 --> 00:09:12.000]  你們一看見自然曉得夏天近了
[00:09:12.000 --> 00:09:17.000]  這樣你們看見這些是漸漸的成就
[00:09:17.000 --> 00:09:23.000]  也該曉得神的國近了
[00:09:23.000 --> 00:09:27.000]  聽到《路加》福音的記載
[00:09:27.000 --> 00:09:31.000]  和我們剛才所讀《馬可》福音有什麼不同
[00:09:31.000 --> 00:09:34.000]  不應該不同
[00:09:34.000 --> 00:09:39.000]  耶穌說的三卷福音書應該是統一口徑
[00:09:39.000 --> 00:09:41.000]  不是的
[00:09:41.000 --> 00:09:46.000]  三卷福音書如果重覆三次就浪費篇幅
[00:09:46.000 --> 00:09:48.000]  聖經這麼寶貴
[00:09:48.000 --> 00:09:50.000]  27卷新約
[00:09:50.000 --> 00:09:53.000]  三卷不斷重覆就一卷算了
[00:09:53.000 --> 00:09:58.000]  所以它的重覆是不一樣的重覆
[00:09:58.000 --> 00:10:01.000]  信哪一本好呢
[00:10:01.000 --> 00:10:06.000]  你試想像你在法庭做陪審員
[00:10:06.000 --> 00:10:09.000]  有沒有弟兄姊妹做過
[00:10:09.000 --> 00:10:10.000]  沒有吧
[00:10:10.000 --> 00:10:12.000]  我太太做過
[00:10:12.000 --> 00:10:18.000]  如果你聽幾個證人宣誓
[00:10:18.000 --> 00:10:21.000]  然後他講案情
[00:10:21.000 --> 00:10:24.000]  他目擊的經過
[00:10:24.000 --> 00:10:27.000]  背書這麼背
[00:10:27.000 --> 00:10:28.000]  很熟悉的
[00:10:28.000 --> 00:10:30.000]  閉上眼背出來
[00:10:30.000 --> 00:10:32.000]  隻字不漏
[00:10:32.000 --> 00:10:35.000]  完全一樣的證供
[00:10:35.000 --> 00:10:37.000]  你做陪審員
[00:10:37.000 --> 00:10:39.000]  你會想什麼
[00:10:39.000 --> 00:10:42.000]  就兩個字
[00:10:42.000 --> 00:10:44.000]  串供
[00:10:44.000 --> 00:10:46.000]  懂嗎
[00:10:46.000 --> 00:10:48.000]  串謀
[00:10:48.000 --> 00:10:51.000]  妨礙司法公正
[00:10:51.000 --> 00:10:54.000]  不可靠的證人
[00:10:54.000 --> 00:10:56.000]  相反
[00:10:56.000 --> 00:10:59.000]  我太太說出來作證的
[00:10:59.000 --> 00:11:01.000]  那晚講的是一場在
[00:11:01.000 --> 00:11:05.000]  不知道哪個籃球場打架
[00:11:05.000 --> 00:11:10.000]  大家看到的觀點角度有出入
[00:11:10.000 --> 00:11:14.000]  所以大同小異
[00:11:14.000 --> 00:11:16.000]  有出入的
[00:11:16.000 --> 00:11:18.000]  多少人
[00:11:18.000 --> 00:11:20.000]  拿著什麼
[00:11:20.000 --> 00:11:23.000]  會看到不同的情況
[00:11:23.000 --> 00:11:25.000]  記得不同的情況
[00:11:25.000 --> 00:11:28.000]  這樣的作供
[00:11:28.000 --> 00:11:30.000]  誠實
[00:11:30.000 --> 00:11:32.000]  無偽
[00:11:32.000 --> 00:11:34.000]  分得到嗎
[00:11:34.000 --> 00:11:36.000]  聖經不是統一口徑
[00:11:36.000 --> 00:11:38.000]  一個聲音
[00:11:38.000 --> 00:11:39.000]  不是
[00:11:39.000 --> 00:11:42.000]  他們是誠實的見證人
[00:11:42.000 --> 00:11:45.000]  所以路加福音這裏記載了
[00:11:45.000 --> 00:11:47.000]  耶穌說什麼
[00:11:47.000 --> 00:11:57.000]  你們看無花果樹和各樣的樹
[00:11:57.000 --> 00:12:01.000]  如果無花果樹是代表以色列復國
[00:12:01.000 --> 00:12:04.000]  請問各樣的樹
[00:12:04.000 --> 00:12:07.000]  那很多國家都復國嗎
[00:12:07.000 --> 00:12:09.000]  耶穌說什麼
[00:12:09.000 --> 00:12:10.000]  你明白嗎
[00:12:10.000 --> 00:12:12.000]  這樣的理解
[00:12:12.000 --> 00:12:16.000]  是因為我們不讀路加福音
[00:12:16.000 --> 00:12:18.000]  有時站在講台上
[00:12:18.000 --> 00:12:22.000]  我們做講道的人都要小心
[00:12:22.000 --> 00:12:24.000]  我們掩著聖經
[00:12:24.000 --> 00:12:25.000]  另外那句不讀
[00:12:25.000 --> 00:12:27.000]  只是讀馬太馬可
[00:12:27.000 --> 00:12:30.000]  弟兄姊妹聽到頭頭是道
[00:12:30.000 --> 00:12:32.000]  無花果發亂長業
[00:12:32.000 --> 00:12:34.000]  以色列復國
[00:12:34.000 --> 00:12:36.000]  耶穌回來了
[00:12:36.000 --> 00:12:39.000]  錯
[00:12:39.000 --> 00:12:42.000]  因為路加福音解不通
[00:12:42.000 --> 00:12:47.000]  路加福音說和各樣的樹
[00:12:47.000 --> 00:12:49.000]  即是耶穌這個比喻
[00:12:49.000 --> 00:12:52.000]  其實不一定要用無花果樹
[00:12:52.000 --> 00:12:54.000]  和各樣的樹
[00:12:54.000 --> 00:12:57.000]  任何見到一棵樹
[00:12:57.000 --> 00:12:59.000]  發亂長業
[00:12:59.000 --> 00:13:02.000]  你就知道夏天近了
[00:13:02.000 --> 00:13:05.000]  所以他不是特別講無花果樹
[00:13:05.000 --> 00:13:08.000]  他不是特別講以色列復國
[00:13:08.000 --> 00:13:12.000]  即是說以色列何時復國
[00:13:12.000 --> 00:13:15.000]  和他回來沒有關係
[00:13:15.000 --> 00:13:18.000]  可以放下了嗎
[00:13:18.000 --> 00:13:20.000]  可以放下了嗎
[00:13:20.000 --> 00:13:23.000]  放下了我們才可以讀下去
[00:13:23.000 --> 00:13:26.000]  否則你停在以色列復國
[00:13:26.000 --> 00:13:29.000]  就不能讀下去
[00:13:29.000 --> 00:13:31.000]  不是耶穌不是講無花果樹
[00:13:31.000 --> 00:13:35.000]  耶穌是講各樣的樹
[00:13:35.000 --> 00:13:38.000]  發亂長業
[00:13:38.000 --> 00:13:40.000]  發芽
[00:13:40.000 --> 00:13:45.000]  你就知道夏天近了
[00:13:45.000 --> 00:13:49.000]  當然耶穌這一段的比喻
[00:13:49.000 --> 00:13:53.000]  差不多來到結束了
[00:13:53.000 --> 00:13:57.000]  整張聖經我們沒有時間讀完
[00:13:57.000 --> 00:14:00.000]  不過你說我又很熟了
[00:14:00.000 --> 00:14:02.000]  文要攻打文
[00:14:02.000 --> 00:14:04.000]  國要攻打國
[00:14:04.000 --> 00:14:08.000]  多處必有地震機方瘟疫
[00:14:08.000 --> 00:14:10.000]  是
[00:14:10.000 --> 00:14:17.000]  但我們時時選擇我們覺得重要
[00:14:17.000 --> 00:14:22.000]  合聽的金句
[00:14:22.000 --> 00:14:28.000]  反而這一段耶穌重覆講
[00:14:28.000 --> 00:14:35.000]  最少四次不同的說話
[00:14:35.000 --> 00:14:39.000]  警告提醒門徒
[00:14:39.000 --> 00:14:41.000]  我們總是聽不到
[00:14:41.000 --> 00:14:43.000]  我讀給你聽
[00:14:43.000 --> 00:14:48.000]  十三章馬可福音第五節
[00:14:48.000 --> 00:14:51.000]  即是當門徒來問
[00:14:51.000 --> 00:14:52.000]  何時會發生
[00:14:52.000 --> 00:14:54.000]  你何時回來
[00:14:54.000 --> 00:14:58.000]  耶穌第一句劈頭跟門徒說什麼
[00:14:58.000 --> 00:14:59.000]  不是文攻打文
[00:14:59.000 --> 00:15:01.000]  國攻打國
[00:15:01.000 --> 00:15:04.000]  不是多處必有機方地震瘟疫
[00:15:04.000 --> 00:15:06.000]  耶穌說第五節
[00:15:06.000 --> 00:15:09.000]  你們要謹慎
[00:15:09.000 --> 00:15:16.000]  免得有人迷惑你們
[00:15:16.000 --> 00:15:18.000]  討論耶穌回來
[00:15:18.000 --> 00:15:22.000]  等候主再來的第一句
[00:15:22.000 --> 00:15:24.000]  是什麼
[00:15:24.000 --> 00:15:26.000]  不是主必快來
[00:15:26.000 --> 00:15:29.000]  不是他很快回來
[00:15:29.000 --> 00:15:33.000]  要準備好今晚回來
[00:15:33.000 --> 00:15:36.000]  你看看以色列都復國
[00:15:36.000 --> 00:15:38.000]  你看看瘟疫又來了
[00:15:38.000 --> 00:15:40.000]  機方又來了
[00:15:40.000 --> 00:15:41.000]  戰爭又來了
[00:15:41.000 --> 00:15:43.000]  很多艱難的日子
[00:15:43.000 --> 00:15:45.000]  主必再來
[00:15:45.000 --> 00:15:47.000]  不是
[00:15:47.000 --> 00:15:51.000]  這樣說可能叫迷惑
[00:15:51.000 --> 00:15:53.000]  耶穌說要謹慎
[00:15:53.000 --> 00:15:59.000]  不要有人迷惑你們
[00:15:59.000 --> 00:16:01.000]  聽到嗎
[00:16:01.000 --> 00:16:05.000]  原來耶穌是這樣開始教我們的
[00:16:05.000 --> 00:16:12.000]  我們心裏很想祂回來的那些黑暗的日子
[00:16:12.000 --> 00:16:15.000]  耶穌第一句說謹慎小心
[00:16:15.000 --> 00:16:17.000]  不要上當
[00:16:17.000 --> 00:16:19.000]  不要以為就是
[00:16:19.000 --> 00:16:21.000]  第二句
[00:16:21.000 --> 00:16:23.000]  第七節
[00:16:23.000 --> 00:16:27.000]  你們聽見打仗的風聲
[00:16:27.000 --> 00:16:30.000]  不要驚慌
[00:16:30.000 --> 00:16:34.000]  你聽到烏克蘭戰爭
[00:16:34.000 --> 00:16:36.000]  不要驚慌
[00:16:36.000 --> 00:16:39.000]  很遙遠的
[00:16:39.000 --> 00:16:42.000]  你聽到海峽緊張
[00:16:42.000 --> 00:16:45.000]  南海局勢升溫
[00:16:45.000 --> 00:16:47.000]  耶穌說什麼
[00:16:47.000 --> 00:16:49.000]  祂回來了
[00:16:49.000 --> 00:16:52.000]  謹慎不要被人迷惑
[00:16:52.000 --> 00:16:54.000]  不要驚慌
[00:16:54.000 --> 00:16:56.000]  為什麼
[00:16:56.000 --> 00:17:01.000]  這些事是必須有的
[00:17:01.000 --> 00:17:03.000]  有沒有聽過
[00:17:03.000 --> 00:17:05.000]  記不記得
[00:17:05.000 --> 00:17:07.000]  一定有的
[00:17:07.000 --> 00:17:09.000]  耶穌接著說
[00:17:09.000 --> 00:17:15.000]  只是末期還沒有到
[00:17:15.000 --> 00:17:17.000]  聽到嗎
[00:17:17.000 --> 00:17:20.000]  不是說末期很快就來了
[00:17:20.000 --> 00:17:24.000]  不是還沒有到
[00:17:24.000 --> 00:17:28.000]  這是耶穌第二句說話
[00:17:28.000 --> 00:17:30.000]  再讀下去
[00:17:30.000 --> 00:17:33.000]  民國要攻打國第八節
[00:17:33.000 --> 00:17:36.000]  多處必有地震饑荒
[00:17:36.000 --> 00:17:38.000]  我們就停了
[00:17:38.000 --> 00:17:40.000]  我懂得念這麼多
[00:17:40.000 --> 00:17:43.000]  不錯都已經很有水準
[00:17:43.000 --> 00:17:45.000]  還能念嗎
[00:17:45.000 --> 00:17:47.000]  還沒有
[00:17:47.000 --> 00:17:49.000]  因為最重要的那句你漏了
[00:17:49.000 --> 00:17:51.000]  漏了哪句
[00:17:51.000 --> 00:17:53.000]  還有什麼災難
[00:17:53.000 --> 00:17:55.000]  不是
[00:17:55.000 --> 00:17:57.000]  耶穌說
[00:17:57.000 --> 00:18:01.000]  這都是災難的起頭
[00:18:01.000 --> 00:18:04.000]  我們懂得聽什麼叫起頭
[00:18:04.000 --> 00:18:06.000]  剛剛開始
[00:18:06.000 --> 00:18:09.000]  香港還要熬多久
[00:18:09.000 --> 00:18:11.000]  聽清楚了嗎
[00:18:11.000 --> 00:18:15.000]  不要這麼快就說主再來了
[00:18:15.000 --> 00:18:18.000]  不要入了迷惑
[00:18:18.000 --> 00:18:21.000]  這些事情是必須有的
[00:18:21.000 --> 00:18:23.000]  但是
[00:18:23.000 --> 00:18:26.000]  這只是開頭
[00:18:26.000 --> 00:18:32.000]  末期還沒有到
[00:18:32.000 --> 00:18:34.000]  那我不聽了
[00:18:34.000 --> 00:18:37.000]  你試一下下次主專題講座
[00:18:37.000 --> 00:18:40.000]  培靈會主必快來
[00:18:40.000 --> 00:18:42.000]  每個人都聽
[00:18:42.000 --> 00:18:45.000]  你試一下做個題目
[00:18:45.000 --> 00:18:47.000]  末期還沒有到
[00:18:47.000 --> 00:18:49.000]  災難的起頭
[00:18:49.000 --> 00:18:52.000]  我想每個人都在家裡聽就算了
[00:18:52.000 --> 00:18:54.000]  我不回來了
[00:18:54.000 --> 00:19:00.000]  耶穌不是譁眾取寵
[00:19:00.000 --> 00:19:04.000]  耶穌不是說一些合聽的話
[00:19:04.000 --> 00:19:07.000]  那些叫迷惑
[00:19:07.000 --> 00:19:10.000]  你喜歡聽KOL
[00:19:10.000 --> 00:19:12.000]  多些人點讚
[00:19:12.000 --> 00:19:14.000]  有收入的
[00:19:14.000 --> 00:19:16.000]  所以算得很清楚
[00:19:16.000 --> 00:19:19.000]  不是耶穌不是KOL
[00:19:19.000 --> 00:19:22.000]  耶穌是在說真理
[00:19:22.000 --> 00:19:27.000]  提醒門徒不要受迷惑
[00:19:27.000 --> 00:19:30.000]  末期還沒有到
[00:19:30.000 --> 00:19:34.000]  災難的起頭
[00:19:34.000 --> 00:19:36.000]  剛才我們說了四句
[00:19:36.000 --> 00:19:39.000]  最後那句你會背的
[00:19:39.000 --> 00:19:41.000]  去到
[00:19:41.000 --> 00:19:45.000]  剛才我們都讀了
[00:19:45.000 --> 00:19:48.000]  十三章
[00:19:48.000 --> 00:19:52.000]  第32節
[00:19:52.000 --> 00:19:57.000]  但那日子那時辰
[00:19:57.000 --> 00:20:00.000]  沒有人知道
[00:20:00.000 --> 00:20:05.000]  連天上的使者也不知道
[00:20:05.000 --> 00:20:09.000]  子也不知道
[00:20:09.000 --> 00:20:13.000]  唯有父知道
[00:20:13.000 --> 00:20:15.000]  這句話你很熟悉的
[00:20:15.000 --> 00:20:18.000]  我試過有一次聚會完結
[00:20:18.000 --> 00:20:21.000]  我不說你是弟兄還是姐妹了
[00:20:21.000 --> 00:20:23.000]  有人衝出來問我
[00:20:23.000 --> 00:20:25.000]  那日子那時辰我們不知道
[00:20:25.000 --> 00:20:29.000]  那年份月份可以知道嗎
[00:20:29.000 --> 00:20:31.000]  你笑了
[00:20:31.000 --> 00:20:33.000]  我不用解釋了
[00:20:33.000 --> 00:20:36.000]  這樣讀聖經
[00:20:36.000 --> 00:20:38.000]  文雅一點說
[00:20:38.000 --> 00:20:41.000]  叫做「父復何言」
[00:20:41.000 --> 00:20:44.000]  廣東話一點說
[00:20:44.000 --> 00:20:46.000]  叫做「該煨」
[00:20:46.000 --> 00:20:48.000]  不是吧
[00:20:48.000 --> 00:20:50.000]  你聽得懂耶穌說
[00:20:50.000 --> 00:20:52.000]  他也不知道
[00:20:52.000 --> 00:20:55.000]  他在天父下是差一點
[00:20:55.000 --> 00:20:57.000]  你錯了
[00:20:57.000 --> 00:21:01.000]  這句不是神學的教義
[00:21:01.000 --> 00:21:03.000]  耶穌其實是說
[00:21:03.000 --> 00:21:05.000]  閉嘴吧
[00:21:05.000 --> 00:21:06.000]  你再問也沒用
[00:21:06.000 --> 00:21:08.000]  我也不知道
[00:21:08.000 --> 00:21:10.000]  是這個意思
[00:21:10.000 --> 00:21:12.000]  你要問就去天父那裡問吧
[00:21:12.000 --> 00:21:14.000]  什麼時候去
[00:21:14.000 --> 00:21:16.000]  死了之後去問
[00:21:16.000 --> 00:21:18.000]  不用問了
[00:21:18.000 --> 00:21:20.000]  不要問了
[00:21:20.000 --> 00:21:23.000]  你們有沒有聽過白維坤牧師的講道
[00:21:23.000 --> 00:21:26.000]  第一堂他已經說了
[00:21:26.000 --> 00:21:28.000]  主在來
[00:21:28.000 --> 00:21:30.000]  什麼時候回來
[00:21:30.000 --> 00:21:32.000]  我們做僕人的
[00:21:32.000 --> 00:21:34.000]  不應該問的
[00:21:34.000 --> 00:21:35.000]  不可以問的
[00:21:35.000 --> 00:21:36.000]  有沒有聽過
[00:21:36.000 --> 00:21:38.000]  可惜現在12月了
[00:21:38.000 --> 00:21:40.000]  已經不能再聽了
[00:21:40.000 --> 00:21:42.000]  你試試在家裡請個菲傭
[00:21:42.000 --> 00:21:44.000]  還是印傭還是免傭
[00:21:44.000 --> 00:21:47.000]  很多地方都東南亞的
[00:21:47.000 --> 00:21:49.000]  你每天早上出門
[00:21:49.000 --> 00:21:51.000]  問主人今晚什麼時候回來
[00:21:51.000 --> 00:21:53.000]  你會解僱他
[00:21:53.000 --> 00:21:55.000]  反過來
[00:21:55.000 --> 00:21:57.000]  他出去買菜
[00:21:57.000 --> 00:21:59.000]  你問他什麼時候回來
[00:21:59.000 --> 00:22:01.000]  你出去
[00:22:01.000 --> 00:22:03.000]  隨時都會早
[00:22:03.000 --> 00:22:05.000]  隨時都會遲
[00:22:05.000 --> 00:22:09.000]  你不需要跟僕人交代
[00:22:09.000 --> 00:22:13.000]  這也是耶穌最後的比喻
[00:22:13.000 --> 00:22:15.000]  一個人出門
[00:22:15.000 --> 00:22:17.000]  交低分工
[00:22:17.000 --> 00:22:19.000]  給僕人去做
[00:22:19.000 --> 00:22:23.000]  僕人要警醒
[00:22:23.000 --> 00:22:29.000]  恐怕主人忽然回來
[00:22:29.000 --> 00:22:31.000]  這不是故意的
[00:22:31.000 --> 00:22:34.000]  不過你知道以前在路上
[00:22:34.000 --> 00:22:36.000]  都有很多阻滯的
[00:22:36.000 --> 00:22:40.000]  今天就算飛機都會遲的
[00:22:40.000 --> 00:22:42.000]  有遲就沒有早的
[00:22:42.000 --> 00:22:46.000]  所以這個主人什麼時候回來的比喻
[00:22:46.000 --> 00:22:48.000]  我們又是聽不明白的
[00:22:48.000 --> 00:22:50.000]  我們經常都要說
[00:22:50.000 --> 00:22:52.000]  耶穌要告訴我什麼時候回來
[00:22:52.000 --> 00:22:54.000]  我就準備了
[00:22:54.000 --> 00:22:56.000]  今晚回來
[00:22:56.000 --> 00:22:58.000]  我吃晚飯之後
[00:22:58.000 --> 00:23:00.000]  我開始讀聖經祈禱
[00:23:00.000 --> 00:23:02.000]  洗澡換衣服
[00:23:02.000 --> 00:23:04.000]  唱詩
[00:23:04.000 --> 00:23:06.000]  全屋都聖潔光明
[00:23:06.000 --> 00:23:08.000]  收起了麻將桌
[00:23:08.000 --> 00:23:10.000]  不是這樣的
[00:23:10.000 --> 00:23:12.000]  做僕人不是這樣的
[00:23:12.000 --> 00:23:14.000]  這不就是警醒
[00:23:14.000 --> 00:23:16.000]  是警醒
[00:23:16.000 --> 00:23:18.000]  這樣的僕人
[00:23:18.000 --> 00:23:20.000]  你以為主人不知道
[00:23:20.000 --> 00:23:23.000]  我試過有一次我早了下班回家
[00:23:23.000 --> 00:23:26.000]  嚇到工人開門
[00:23:26.000 --> 00:23:30.000]  我還聞到冷氣味
[00:23:30.000 --> 00:23:33.000]  我看電視機是remote關了
[00:23:33.000 --> 00:23:36.000]  紅燈還亮著
[00:23:36.000 --> 00:23:38.000]  你明白我的意思嗎
[00:23:38.000 --> 00:23:40.000]  做僕人
[00:23:40.000 --> 00:23:43.000]  等候主回來
[00:23:43.000 --> 00:23:47.000]  不可以問什麼時候
[00:23:47.000 --> 00:23:49.000]  多謝伯木斯
[00:23:49.000 --> 00:23:51.000]  華人教會第一次
[00:23:51.000 --> 00:23:53.000]  在公開的培靈會說
[00:23:53.000 --> 00:23:55.000]  不可以
[00:23:55.000 --> 00:23:57.000]  不是不好
[00:23:57.000 --> 00:23:59.000]  是不可以問
[00:23:59.000 --> 00:24:01.000]  真的要聽清楚
[00:24:01.000 --> 00:24:04.000]  耶穌第二個比喻
[00:24:04.000 --> 00:24:07.000]  更加絕
