
[00:00:00.000 --> 00:00:03.040]  各位早安 今天很開心的來
[00:01:40.240 --> 00:01:43.440]  我說如果你斷症見一個病人
[00:01:43.440 --> 00:01:46.800]  你告訴他你是確診
[00:01:46.800 --> 00:01:50.240]  甚至不排除我太太是胰臟癌
[00:01:50.240 --> 00:01:53.040]  你怎麼說這番話呢?
[00:01:53.040 --> 00:01:57.600]  以前我的學生每個出來做角色扮演
[00:01:57.600 --> 00:01:58.960]  那些同學都說
[00:01:58.960 --> 00:02:03.840]  哇 不聽我就被你嚇死的 這樣說法
[00:02:03.840 --> 00:02:08.240]  那是真的 醫生最困難過的那一關
[00:02:08.240 --> 00:02:12.480]  就不是斷症 是怎麼說那個症
[00:02:12.480 --> 00:02:16.480]  說到你又明白你是患癌症
[00:02:16.480 --> 00:02:19.440]  但是又不嚇到你 怎麼說呢?
[00:02:19.440 --> 00:02:22.960]  我見這麼久 我陪他太太兩年
[00:02:22.960 --> 00:02:29.360]  我起碼見了十個以上的腫瘤科和手術的醫生
[00:02:29.360 --> 00:02:32.960]  我只是覺得有一個說得好一點
[00:02:32.960 --> 00:02:37.600]  有一個 另外九個都說得不好
[00:02:37.600 --> 00:02:40.000]  你就證明一件事
[00:02:40.000 --> 00:02:43.840]  什麼叫不傷我呢 施子呢?
[00:02:43.840 --> 00:02:45.440]  什麼叫傷呢?
[00:02:45.440 --> 00:02:48.720]  傷可以說是心理上嚇到你
[00:02:48.720 --> 00:02:51.040]  在病裡面真的會
[00:02:51.040 --> 00:02:55.120]  還有就是可能你聽完之後
[00:02:55.120 --> 00:03:00.480]  你的感覺是打擊到你想不醫的
[00:03:00.480 --> 00:03:05.440]  我想告訴你 你知道患癌症的程度其實很普遍
[00:03:05.440 --> 00:03:08.560]  很多人以為香港空氣不好 就是這樣
[00:03:08.560 --> 00:03:11.600]  這三年我去過美國十個城市
[00:03:11.600 --> 00:03:15.120]  遇到很多中國人都是很好的天氣
[00:03:15.120 --> 00:03:18.960]  肥西亞肚 但是都是患癌症的
[00:03:18.960 --> 00:03:21.520]  甚至是肺癌的
[00:03:21.520 --> 00:03:24.720]  那就是說沒得解釋的
[00:03:24.720 --> 00:03:29.840]  癌症的比例差不多是四個人有一個患癌症的
[00:03:29.840 --> 00:03:31.120]  四個人有一個
[00:03:31.120 --> 00:03:35.280]  跟近視要彈脖子差不多的機會
[00:03:35.280 --> 00:03:37.680]  你怎麼知道這麼可怕
[00:03:37.680 --> 00:03:41.520]  跟近視要彈脖子差不多的機會 生癌症
[00:03:41.520 --> 00:03:46.480]  不過有大半的癌症不是絕症
[00:03:46.480 --> 00:03:51.760]  不是說幾個月或者一年多後你要去世 不是的
[00:03:51.760 --> 00:03:55.360]  有很多人是與癌共存一生
[00:03:55.360 --> 00:03:58.000]  都不是因為癌症死的
[00:03:58.000 --> 00:04:01.040]  所以不要這麼怕 不是怕成這樣
[00:04:01.040 --> 00:04:05.440]  也有些人是過了所謂的那些五年關口
[00:04:05.440 --> 00:04:08.400]  是一生裡面沒事的
[00:04:08.400 --> 00:04:13.440]  不過有事的人是治不了的 還有不想治
[00:04:13.440 --> 00:04:17.360]  也有併發症出現了 因為他身體太弱
[00:04:17.360 --> 00:04:21.200]  因為他根本上是和另一個問題是心理
[00:04:21.200 --> 00:04:26.320]  所以生癌症通常另一個你光顧的醫生
[00:04:26.320 --> 00:04:28.560]  就是精神科醫生
[00:04:28.560 --> 00:04:32.480]  精神科和癌症是很近的東西
[00:04:32.480 --> 00:04:35.280]  比如你打白血球打針你不行
[00:04:35.280 --> 00:04:39.360]  可能精神科醫生替你肚皮打針
[00:04:39.360 --> 00:04:43.280]  也可能是因為你睡不著 你怕得很厲害
[00:04:43.280 --> 00:04:46.640]  你血壓已經不正常到做不了手術
[00:04:46.640 --> 00:04:50.080]  你血壓一百七十二百這樣做不了的
[00:04:50.080 --> 00:04:52.080]  那你要看精神科
[00:04:52.080 --> 00:04:55.840]  所以其實生癌症和心理很有關係的
[00:04:55.840 --> 00:05:00.160]  就是你怕到影響到病治不了
[00:05:00.160 --> 00:05:02.880]  所以很多的醫生說我救不了你
[00:05:02.880 --> 00:05:04.880]  你怕成這樣我真的救不了你
[00:05:04.880 --> 00:05:07.600]  我最多給你吃鎮靜藥
[00:05:07.600 --> 00:05:10.160]  但是栽種不行 你會吃死你的
[00:05:10.160 --> 00:05:11.840]  所以我治不了你
[00:05:11.840 --> 00:05:14.320]  所以你會說如果一遇到癌症
[00:05:14.320 --> 00:05:16.800]  第一個問題就是你要留意
[00:05:16.800 --> 00:05:22.240]  或者家裡人是不是嚇得很厲害
[00:05:22.240 --> 00:05:25.520]  所以你會說如果你今天聽完之後
[00:05:25.520 --> 00:05:30.080]  你更加感覺到我的神差遣使者封住獅子的口
[00:05:30.080 --> 00:05:32.640]  叫獅子不傷我 究竟為什麼
[00:05:32.640 --> 00:05:36.000]  當然現在我們說的不是獅子坑
[00:05:36.000 --> 00:05:38.880]  而是面對人生裡面出現了
[00:05:38.880 --> 00:05:43.520]  可以嚇死人 令人喪膽的一個病
[00:05:43.520 --> 00:05:48.080]  我十年前我就去南關的小組聚會
[00:05:48.080 --> 00:05:51.760]  那時候我陪我太太去宣道會藍田堂
[00:05:51.760 --> 00:05:56.640]  當時香港不是很多教會有癌症病人的團契的
[00:05:56.640 --> 00:06:01.120]  不是的 當時很堅持要舉辦的原因
[00:06:01.120 --> 00:06:06.240]  就是一位肺癌的基督徒 一個男士
[00:06:06.240 --> 00:06:10.400]  他很想為其他病友做一些事
[00:06:10.400 --> 00:06:12.640]  所以他跟牧師說
[00:06:12.640 --> 00:06:15.520]  也有一個好朋友 是一個傳道人
[00:06:15.520 --> 00:06:17.360]  他自己患癌症
[00:06:17.360 --> 00:06:19.360]  所以他們說不如我們找地方
[00:06:19.360 --> 00:06:21.840]  當時找了幾個教會
[00:06:21.840 --> 00:06:24.880]  那些傳道人和堂會都覺得不搞
[00:06:24.880 --> 00:06:28.800]  原因就是不是很多教友的問題
[00:06:28.800 --> 00:06:32.640]  也不是很多傳道人有這種背景
[00:06:32.640 --> 00:06:35.200]  可以幫助這種病的程度
[00:06:35.200 --> 00:06:38.800]  所以後來終於找到宣道會藍田堂
[00:06:38.800 --> 00:06:43.920]  十年後了 我上一年去聯會講座
[00:06:43.920 --> 00:06:47.840]  發現有三十多個教會已經有癌症團契了
[00:06:47.840 --> 00:06:49.440]  在十年後 三十多個教會
[00:06:49.440 --> 00:06:52.480]  我相信現在不止 最多四十個教會
[00:06:52.480 --> 00:06:54.320]  那你為什麼這麼多呢?
[00:06:54.320 --> 00:06:56.640]  這麼多其實一點都不算多的
[00:06:56.640 --> 00:07:01.120]  今天算多人 有些癌症團契都是三十人以下的
[00:07:01.120 --> 00:07:04.880]  所以真正肯去想一下
[00:07:04.880 --> 00:07:08.960]  怎麼幫自己面對這個病的人不是很多
[00:07:08.960 --> 00:07:10.960]  包括基督徒也不是很多
[00:07:10.960 --> 00:07:14.480]  我相信十個有一個左右都未必到的
[00:07:14.480 --> 00:07:17.280]  所以今天你坐在這裡很值得大家研究一下
[00:07:17.280 --> 00:07:22.320]  講明我們不是說怎麼去醫治這個病 不是
[00:07:22.320 --> 00:07:25.120]  如果你說要醫療癌症
[00:07:25.120 --> 00:07:29.760]  你問醫生 醫生都是用一個相對的方式給你知道的
[00:07:29.760 --> 00:07:32.880]  他最流行講的就是十分一、五分一、三分一、二分一
[00:07:32.880 --> 00:07:36.800]  那些字眼的 他一定不會說你一定死
[00:07:36.800 --> 00:07:39.120]  當然他自己都不可以這麼說的
[00:07:39.120 --> 00:07:42.560]  第二就是你一定不死 他一定不說這句
[00:07:42.560 --> 00:07:47.280]  所以你會說他講什麼 其實都是技巧跟你講的
[00:07:47.280 --> 00:07:53.040]  比如他會說你有沒有宗教信仰
[00:07:53.040 --> 00:07:59.920]  如果你說有 那他就說那你要虔誠一點
[00:07:59.920 --> 00:08:05.040]  就講完了 如果你說你沒有 沒宗教信仰
[00:08:05.040 --> 00:08:10.000]  那他就說那你有沒有人可以幫你鎮定一點
[00:08:10.000 --> 00:08:14.400]  你說有 那你找他吧 那就講完了
[00:08:14.400 --> 00:08:18.320]  如果你說沒有 沒有 那他就說那就糟糕了
[00:08:18.320 --> 00:08:20.480]  那你只差這一點而已
[00:08:20.480 --> 00:08:25.040]  如果你睡不著 我最多給你鎮靜藥吃
[00:08:25.040 --> 00:08:29.920]  但是你最好都找到一些地方可以幫你寧靜一點的
[00:08:29.920 --> 00:08:34.480]  不過我就不可以我的身份介紹你去哪裡的
[00:08:34.480 --> 00:08:38.080]  不如你的朋友幫助你吧
[00:08:38.080 --> 00:08:42.560]  其實到最後你發現到他的答案
[00:08:42.560 --> 00:08:45.840]  都是這三樣裡面選一個
[00:08:45.840 --> 00:08:48.160]  那就跟你談完天了
[00:08:48.160 --> 00:08:51.840]  然後就說好了 不要談這些了 講回你的病了
[00:08:51.840 --> 00:08:55.680]  所以你發現到你出去拿到一些資料
[00:08:55.680 --> 00:08:58.640]  就是現在病成什麼樣子的那種資料
[00:08:58.640 --> 00:09:01.920]  但是根本上他心理上可以幫你的是沒有的
[00:09:01.920 --> 00:09:04.000]  差不多是零的
[00:09:04.000 --> 00:09:09.360]  只不過他很溫柔的聲音、語氣 他可以鼓勵你
[00:09:09.360 --> 00:09:12.400]  最大的鼓勵是什麼呢 就是用心休息
[00:09:12.400 --> 00:09:14.400]  這四個字一定要講的
[00:09:14.400 --> 00:09:16.000]  但是你有沒有用心呢?
[00:09:16.000 --> 00:09:18.000]  一不小心就真的不知道了
[00:09:18.000 --> 00:09:22.160]  所以你看到那些診所 總紐科診所
[00:09:22.160 --> 00:09:26.160]  很多人的 隨時有40人、30人的
[00:09:26.160 --> 00:09:29.040]  但是個個都是浮雲慘霧的
[00:09:29.040 --> 00:09:32.320]  個個坐在那裡很靜 真的很靜
[00:09:32.320 --> 00:09:34.320]  大聲一點都沒有人說話
[00:09:34.320 --> 00:09:38.960]  一看醫生 那個房間出來
[00:09:38.960 --> 00:09:44.000]  全部人的頭馬上看過去 看那個專用怎麼樣
[00:09:44.000 --> 00:09:48.160]  因為個個都在想 我就是你下一個了
[00:09:48.160 --> 00:09:52.240]  那個感覺就是如果那個人很沉重出來
[00:09:52.240 --> 00:09:55.600]  家裡人牽著他的手 低著頭
[00:09:55.600 --> 00:09:58.960]  嘩 全場的人沒有人會說話的
[00:09:58.960 --> 00:10:03.360]  就是感覺到很感慨 同時天涯淪落人
[00:10:03.360 --> 00:10:08.080]  但是如果那個人歡天喜地出來
[00:10:08.080 --> 00:10:12.400]  嘩 那幫人比娛樂記者那些狗仔隊還厲害
[00:10:12.400 --> 00:10:14.800]  馬上就說 什麼 醫生怎麼說
[00:10:14.800 --> 00:10:16.800]  什麼事 你說什麼事
[00:10:16.800 --> 00:10:20.640]  就是說你看到其實人人的心情
[00:10:20.640 --> 00:10:24.080]  都想找一些好的參考 好的
[00:10:24.080 --> 00:10:26.240]  不好的那些就不問了
[00:10:26.240 --> 00:10:29.120]  一來問都沒有什麼禮貌
[00:10:29.120 --> 00:10:33.280]  二來知道了更壞 搞得自己不安心
[00:10:33.280 --> 00:10:37.200]  所以我去了兩年這樣的診所
[00:10:37.200 --> 00:10:41.200]  我太太很好 我太太每次早上一個小時就去
[00:10:41.200 --> 00:10:44.400]  因為知道要等 因為打完針驗完血
[00:10:44.400 --> 00:10:47.520]  驗完血可以打針就等
[00:10:47.520 --> 00:10:51.440]  通常我太太就聊那些病人聊天
[00:10:51.440 --> 00:10:54.640]  醫生說你什麼癌症啊
[00:10:54.640 --> 00:10:56.160]  那些人就說了一大堆
[00:10:56.160 --> 00:10:58.960]  我太太就說 我是護士的
[00:10:58.960 --> 00:11:02.560]  我都可以給你一些意見 醫生我很熟的
[00:11:02.560 --> 00:11:05.200]  那些人就聊了一大堆 然後就問我太太
[00:11:05.200 --> 00:11:07.200]  你陪誰來看啊
[00:11:07.200 --> 00:11:09.440]  我太太說 我就是啊
[00:11:09.440 --> 00:11:11.760]  你什麼癌症啊 肺炎啊 胰症啊
[00:11:11.760 --> 00:11:14.880]  哇 死了啊 你怎麼那麼可怕啊
[00:11:14.880 --> 00:11:18.640]  後來為什麼你這麼安定 為什麼你這麼開心
[00:11:18.640 --> 00:11:24.640]  所以這兩年我們去診所是很多病人的好朋友
[00:11:24.640 --> 00:11:29.200]  到我太太離開了世界 那些人經常都還找我
[00:11:29.200 --> 00:11:31.200]  經常都說很想念你太太
[00:11:31.200 --> 00:11:34.000]  那時候她給我的鼓勵很大
[00:11:34.000 --> 00:11:36.960]  但是很奇怪 你太太好像沒有病似的
[00:11:36.960 --> 00:11:40.000]  我太太的臉又沒有變得灰灰黑黑的
[00:11:40.000 --> 00:11:43.520]  又沒有掉頭髮 看完醫生就下午去游泳
[00:11:43.520 --> 00:11:47.840]  游30堂游泳 那些人就說 哇 你怎麼那麼厲害
[00:11:47.840 --> 00:11:51.120]  所以很多時候那個醫生就經常抓著我太太
[00:11:51.120 --> 00:11:54.240]  喂 你有沒有空啊 你看完我之後不要走
[00:11:54.240 --> 00:11:56.240]  出去跟那些人聊一下
[00:11:56.240 --> 00:11:59.360]  很多時候我太太就是做了義工
[00:11:59.360 --> 00:12:03.440]  所以對我來講 我太太離開了世界8年
[00:12:03.440 --> 00:12:06.160]  這8年我都有很多突發的事件
[00:12:06.160 --> 00:12:08.160]  因為我自己在訓練中心
[00:12:08.160 --> 00:12:12.880]  差不多每一季 不是每個月都有家長去世
[00:12:12.880 --> 00:12:17.040]  因為癌症 下個星期一我又跟幾個導師
[00:12:17.040 --> 00:12:19.840]  去陪一個小朋友在殯儀館
[00:12:19.840 --> 00:12:24.640]  每一次我都見到很多家庭很多不開心的事情
[00:12:24.640 --> 00:12:29.280]  就是他下一代的小朋友 有些是10歲都還沒有
[00:12:29.280 --> 00:12:32.400]  他們看到爸爸或者媽媽去世
[00:12:32.400 --> 00:12:35.440]  但是我發現我有一個很好的工作
[00:12:35.440 --> 00:12:38.480]  我們曾經經歷過的人可以跟別人聊一下
[00:12:38.480 --> 00:12:40.000]  究竟是怎麼樣的
[00:12:40.000 --> 00:12:42.000]  可能你今天想問我
[00:12:42.000 --> 00:12:45.760]  怎樣才算是好的心境面對一個病呢
[00:12:45.760 --> 00:12:50.560]  這些是跟讀心理剛剛相反的答案
[00:12:50.560 --> 00:12:55.520]  如果你讀醫科 醫生就是強調增加病人
[00:12:55.520 --> 00:12:59.920]  和家人的自信心
[00:12:59.920 --> 00:13:02.640]  你的信心越大
[00:13:02.640 --> 00:13:06.400]  你對吃藥 醫療 甚至入院 出院
[00:13:06.400 --> 00:13:09.600]  就會有幫助
[00:13:09.600 --> 00:13:11.600]  但是如果用信仰的角度去看
[00:13:11.600 --> 00:13:13.600]  你今天來教會聽
[00:13:13.600 --> 00:13:16.240]  其實是剛好相反的
[00:13:16.240 --> 00:13:20.800]  就是你的信心越小越好
[00:13:20.800 --> 00:13:23.120]  你會說有沒有搞錯 怎麼會這樣說
[00:13:23.120 --> 00:13:27.440]  就是你的自信心越小就越好
[00:13:27.440 --> 00:13:30.640]  為什麼這樣說呢 因為你自信心越小
[00:13:30.640 --> 00:13:33.680]  你越覺得希望不在自己那裡
[00:13:33.680 --> 00:13:35.440]  你就最大希望
[00:13:35.440 --> 00:13:37.760]  是相反的 你最大希望
[00:13:37.760 --> 00:13:41.040]  如果你覺得自己有些把炮
[00:13:41.040 --> 00:13:43.440]  我可以走路 吃東西 打架
[00:13:43.440 --> 00:13:47.440]  不過有癌症 我想我最快就好一個
[00:13:47.440 --> 00:13:50.080]  看著外面的人都病了
[00:13:50.080 --> 00:13:51.920]  多好啊 我
[00:13:51.920 --> 00:13:53.920]  你最危險
[00:13:53.920 --> 00:13:58.560]  因為你會不聽一些勸你的說話
[00:13:58.560 --> 00:14:01.120]  你會說不用 不用 吃什麼藥
[00:14:01.120 --> 00:14:04.640]  就醫生啊 我兩下痊癒了 我不想看他
[00:14:04.640 --> 00:14:07.200]  甚至說我看中醫 免得看西醫
[00:14:07.200 --> 00:14:10.160]  甚至有些人說自然療法更好
[00:14:10.160 --> 00:14:12.160]  不過自然到不自然更好
[00:14:12.160 --> 00:14:14.560]  不毒不醫更好
[00:14:14.560 --> 00:14:17.040]  那些人死得很快
[00:14:17.040 --> 00:14:18.640]  因為那些人太信自己了
[00:14:18.640 --> 00:14:19.760]  太信自己那套東西
[00:14:19.760 --> 00:14:23.600]  甚至我看到有些人真的還是在喝酒
[00:14:23.600 --> 00:14:26.800]  還是不戒口 還是夜睡
[00:14:26.800 --> 00:14:29.360]  還說反正遲早死了
[00:14:29.360 --> 00:14:31.600]  吃死他好過啦
[00:14:31.600 --> 00:14:34.080]  有些人這樣包心切到吃
[00:14:34.080 --> 00:14:35.520]  所以你會看到
[00:14:35.520 --> 00:14:38.640]  真的在病人的世界裡面
[00:14:38.640 --> 00:14:41.600]  自信是最危險的東西
[00:14:41.600 --> 00:14:43.520]  醫生都怕他
[00:14:43.520 --> 00:14:45.840]  醫生都說你合作啊
[00:14:45.840 --> 00:14:47.600]  你不要這樣
[00:14:47.600 --> 00:14:50.240]  你當幫幫我 醫生真的很好
[00:14:50.240 --> 00:14:52.480]  整個好像媽媽那樣勸他
[00:14:52.480 --> 00:14:54.720]  差點跪在那裡
[00:14:54.720 --> 00:14:56.480]  你當幫幫我
[00:14:56.480 --> 00:14:57.760]  但是那些人是不聽的
[00:14:57.760 --> 00:14:59.680]  照舊吸煙都有
[00:14:59.680 --> 00:15:01.280]  所以你就想到
[00:15:01.280 --> 00:15:02.640]  這些是危險的所在
[00:15:02.640 --> 00:15:04.320]  你越沒有自信
[00:15:04.320 --> 00:15:06.960]  你覺得我靠不了什麼了
[00:15:06.960 --> 00:15:09.920]  我自己無能為力了
[00:15:09.920 --> 00:15:12.720]  根本上我沒有東西可以掌握到
[00:15:12.720 --> 00:15:14.080]  你說我有沒有明天
[00:15:14.080 --> 00:15:15.920]  我都不敢說
[00:15:15.920 --> 00:15:16.800]  我唯一的東西就是
[00:15:16.800 --> 00:15:19.280]  我想做一個聽話的病人
[00:15:19.280 --> 00:15:21.440]  聽話而已
[00:15:21.440 --> 00:15:24.080]  這種病人最好醫的
[00:15:24.080 --> 00:15:26.240]  最好醫 我太太就是那種病人
[00:15:26.240 --> 00:15:28.800]  就是很聽話的
[00:15:28.800 --> 00:15:30.080]  第二樣東西就是
[00:15:30.080 --> 00:15:31.200]  如果你有信仰
[00:15:31.200 --> 00:15:32.880]  你聽上帝的話
[00:15:32.880 --> 00:15:36.080]  你發覺到你的病是有
[00:15:36.080 --> 00:15:38.080]  不過你不像病人
[00:15:38.080 --> 00:15:39.040]  就是這個分別
[00:15:39.040 --> 00:15:40.000]  你不像病人
[00:15:40.000 --> 00:15:42.880]  好像那些在診所的人
[00:15:42.880 --> 00:15:44.480]  覺得我太太是騙他的
[00:15:44.480 --> 00:15:46.080]  你哪有癌症
[00:15:46.080 --> 00:15:48.640]  直接看到病歷表就嚇死他們
[00:15:48.640 --> 00:15:51.600]  就是說如果你沒有自信
[00:15:51.600 --> 00:15:53.360]  反而是好事
[00:15:53.360 --> 00:15:55.120]  因為你不會爭辯
[00:15:55.120 --> 00:15:56.400]  同意你的方法
[00:15:56.400 --> 00:15:57.680]  你不會爭辯
[00:15:57.680 --> 00:15:58.800]  所以有些人說
[00:15:58.800 --> 00:16:01.040]  病人最慘就是駁嘴
[00:16:01.040 --> 00:16:03.600]  駁嘴都不知道怎麼救好
[00:16:03.600 --> 00:16:05.200]  當然如果有信仰
[00:16:05.200 --> 00:16:06.160]  你相信
[00:16:06.160 --> 00:16:08.640]  一樣很重要的東西就是
[00:16:08.640 --> 00:16:09.920]  主權在哪裡
[00:16:09.920 --> 00:16:11.680]  今天我搞錯了
[00:16:11.680 --> 00:16:13.600]  我以為10點半說
[00:16:13.600 --> 00:16:16.240]  所以我通常都習慣了半小時前去
[00:16:16.240 --> 00:16:17.040]  10點鐘坐在那裡
[00:16:17.040 --> 00:16:19.200]  沒有人的 今天不搞嗎
[00:16:19.200 --> 00:16:20.880]  坐在那裡
[00:16:20.880 --> 00:16:22.480]  那就好了
[00:16:22.480 --> 00:16:23.840]  撞到一個女士
[00:16:23.840 --> 00:16:26.000]  女士來撞我
[00:16:26.000 --> 00:16:27.120]  她不是來參加
[00:16:27.120 --> 00:16:31.440]  她趕著去醫院見她昏迷的兒子
[00:16:31.440 --> 00:16:32.560]  昏迷的女兒
[00:16:32.560 --> 00:16:34.080]  她跟我談了
[00:16:34.080 --> 00:16:37.280]  有機會談了三個字的
[00:16:37.280 --> 00:16:38.480]  她是很慘的
[00:16:38.480 --> 00:16:40.880]  因為她的兒子已經是老幹
[00:16:40.880 --> 00:16:42.720]  有時候差不多是
[00:16:42.720 --> 00:16:44.240]  可能是植物人
[00:16:44.240 --> 00:16:46.480]  甚至會在兩天內
[00:16:46.480 --> 00:16:48.800]  可能會去世
[00:16:48.800 --> 00:16:50.800]  她今天來這個教會
[00:16:50.800 --> 00:16:52.480]  她想來撞一下我
[00:16:52.480 --> 00:16:55.680]  原因就是她的同事是我朋友
[00:16:55.680 --> 00:16:57.040]  我介紹她來
[00:16:57.040 --> 00:16:59.360]  知道我今天在這裡
[00:16:59.360 --> 00:17:00.720]  她問我
[00:17:00.720 --> 00:17:02.240]  她說我
[00:17:02.240 --> 00:17:04.080]  她是基督徒
[00:17:04.080 --> 00:17:08.240]  她說我想上帝醫我的女兒
[00:17:08.240 --> 00:17:13.040]  我願意用信心祈禱
[00:17:13.040 --> 00:17:14.240]  接著她問我
[00:17:14.240 --> 00:17:17.920]  余先生 我還欠什麼呢
[00:17:17.920 --> 00:17:20.480]  我說你的出發點很好
[00:17:20.480 --> 00:17:22.160]  你的傾向也很好
[00:17:22.160 --> 00:17:25.200]  不過我覺得有個疑問我想問你
[00:17:25.200 --> 00:17:28.240]  就是你跟我說話
[00:17:28.240 --> 00:17:32.000]  老實說 你很痰痰癢
[00:17:32.000 --> 00:17:36.080]  她說是的 我的信心有點飄忽
[00:17:36.080 --> 00:17:40.160]  我說這樣就打了個折頭
[00:17:40.160 --> 00:17:43.520]  如果你有九成的信心
[00:17:43.520 --> 00:17:47.120]  你的危險就差了那一成
[00:17:47.120 --> 00:17:50.320]  她說那怎麼決定我有信心呢
[00:17:50.320 --> 00:17:52.560]  我決定有信心有一句話
[00:17:52.560 --> 00:17:56.480]  就是你覺得生命的主權
[00:17:56.480 --> 00:18:00.080]  在上帝那裡就證明你有信心
[00:18:00.080 --> 00:18:02.880]  如果你覺得生命的主權
[00:18:02.880 --> 00:18:06.240]  是包括上帝
[00:18:06.240 --> 00:18:08.880]  包括醫院
[00:18:08.880 --> 00:18:11.920]  還包括你的女兒的命運
[00:18:11.920 --> 00:18:13.760]  你加起來
[00:18:13.760 --> 00:18:16.400]  那你就差了一點
[00:18:16.400 --> 00:18:19.360]  因為你還要看多幾個因素
[00:18:19.360 --> 00:18:22.480]  我覺得這樣你就很害怕的原因
[00:18:22.480 --> 00:18:25.920]  她說是的 我只是一直在想
[00:18:25.920 --> 00:18:28.080]  醫生說不能醫
[00:18:28.080 --> 00:18:29.520]  還差一兩天
[00:18:29.520 --> 00:18:32.080]  我在想這些因素
[00:18:32.080 --> 00:18:33.120]  我說差這一點
[00:18:33.120 --> 00:18:36.960]  因為如果你相信上帝有全部主權
[00:18:36.960 --> 00:18:40.000]  上帝用什麼方式醫
[00:18:40.000 --> 00:18:42.720]  甚至不用醫的方式
[00:18:42.720 --> 00:18:44.560]  全部都有可能的
[00:18:44.560 --> 00:18:47.120]  那你就是上帝的主權的意思
[00:18:47.120 --> 00:18:49.920]  如果你說醫到我就真的靈了
[00:18:49.920 --> 00:18:53.760]  我就真的相信你十足十
[00:18:53.760 --> 00:18:55.440]  如果醫不到我
[00:18:55.440 --> 00:18:58.000]  可能我都不太相信了
[00:18:58.000 --> 00:19:01.200]  那就是你對上帝的主權
[00:19:01.200 --> 00:19:03.040]  你還是很有條件來看的
[00:19:03.040 --> 00:19:04.880]  那我就覺得你差了一點
[00:19:04.880 --> 00:19:06.320]  所以你現在這麼害怕
[00:19:06.320 --> 00:19:07.840]  她說是的 我就是知道這些
[00:19:07.840 --> 00:19:10.400]  今天我聽到這件事很重要
[00:19:10.400 --> 00:19:12.080]  後來我跟她祈禱她走了
[00:19:12.080 --> 00:19:14.320]  她很開心走了 回去見她兒子
[00:19:14.320 --> 00:19:16.320]  回去見她女兒
[00:19:16.320 --> 00:19:20.400]  其實很多人都懷疑這個問題就是
[00:19:20.400 --> 00:19:22.400]  上帝醫不醫
[00:19:22.400 --> 00:19:24.960]  上帝怎樣醫
[00:19:24.960 --> 00:19:26.880]  還有上帝會不會不醫
[00:19:26.880 --> 00:19:28.240]  想這些東西
[00:19:28.240 --> 00:19:31.200]  我說如果這三樣東西你都不想
[00:19:31.200 --> 00:19:33.360]  你覺得上帝的主權
[00:19:33.360 --> 00:19:36.400]  就決定了你的女兒
[00:19:36.400 --> 00:19:38.320]  活在世界多久了
[00:19:38.320 --> 00:19:39.440]  你就告訴上帝
[00:19:39.440 --> 00:19:41.280]  我相信你這件事
[00:19:41.280 --> 00:19:43.200]  你拿主意了
[00:19:43.200 --> 00:19:45.600]  那祂會反應對你的信心
[00:19:45.600 --> 00:19:48.480]  因為人非有信得不到上帝的喜悅
[00:19:48.480 --> 00:19:51.520]  你有這個信心 上帝會很喜悅你
[00:19:51.520 --> 00:19:53.680]  祂喜悅你 祂用喜悅你的方式
