
[00:00:00.000 --> 00:00:10.000]  今天是紐辰25周年的感恩慶典
[00:03:08.000 --> 00:03:11.000]  短短的和大家用幾十分鐘的時間
[00:03:11.000 --> 00:03:15.000]  來分享摩西說了什麼話
[00:03:15.000 --> 00:03:17.000]  我給了一個題目
[00:03:17.000 --> 00:03:19.000]  叫做自尊自重
[00:03:19.000 --> 00:03:21.000]  無忘主因
[00:03:21.000 --> 00:03:25.000]  其實在我第一個分題裏面提出了
[00:03:25.000 --> 00:03:28.000]  我覺得這個遺囑裏面一個最重要的挑戰問題
[00:03:28.000 --> 00:03:31.000]  對於你和對於我們紐神
[00:03:31.000 --> 00:03:33.000]  要問的問題就是
[00:03:33.000 --> 00:03:35.000]  我是誰
[00:03:35.000 --> 00:03:37.000]  Who am I
[00:03:37.000 --> 00:03:41.000]  為什麼摩西要問這個問題
[00:03:41.000 --> 00:03:43.000]  其實以色列人
[00:03:43.000 --> 00:03:47.000]  他不知道他要面對的問題是多麼的嚴重和複雜
[00:03:47.000 --> 00:03:49.000]  摩西自然
[00:03:49.000 --> 00:03:51.000]  因為摩西實在是很接近神
[00:03:51.000 --> 00:03:53.000]  他的經驗比所有人都好
[00:03:53.000 --> 00:03:55.000]  我們時常說出埃及那麼多人裏面
[00:03:55.000 --> 00:03:57.000]  摩西與別不同
[00:03:57.000 --> 00:03:59.000]  其他是什麼人
[00:03:59.000 --> 00:04:01.000]  奴隸
[00:04:01.000 --> 00:04:03.000]  奴隸除了訓練肌肉之外沒有什麼認識
[00:04:03.000 --> 00:04:07.000]  再在抗疫漂流了40年很多死了
[00:04:07.000 --> 00:04:09.000]  第二代出來的爸爸不懂教他
[00:04:09.000 --> 00:04:11.000]  不懂字
[00:04:11.000 --> 00:04:13.000]  所以什麼功力都散了
[00:04:13.000 --> 00:04:15.000]  這班是烏合之眾
[00:04:15.000 --> 00:04:17.000]  烏合之眾怎麼能進去迦南呢
[00:04:17.000 --> 00:04:19.000]  摩西完全明白
[00:04:19.000 --> 00:04:21.000]  那種困難
[00:04:21.000 --> 00:04:25.000]  最大的困難就是他開始會忘記自己是誰
[00:04:25.000 --> 00:04:27.000]  為什麼
[00:04:27.000 --> 00:04:29.000]  因為以色列人從來沒有這個經驗
[00:04:29.000 --> 00:04:31.000]  以色列人就算他還沒死
[00:04:31.000 --> 00:04:33.000]  他當日
[00:04:33.000 --> 00:04:35.000]  在埃及他只是做奴隸
[00:04:35.000 --> 00:04:37.000]  奴隸
[00:04:37.000 --> 00:04:39.000]  他只是面對另一個對象
[00:04:39.000 --> 00:04:41.000]  就是他的主人
[00:04:41.000 --> 00:04:43.000]  就是那些埃及人
[00:04:43.000 --> 00:04:47.000]  所以埃及人從來都不會和奴隸混在一起
[00:04:47.000 --> 00:04:49.000]  所以奴隸很清楚
[00:04:49.000 --> 00:04:51.000]  他的身份就是奴隸
[00:04:51.000 --> 00:04:53.000]  他沒有自我認同
[00:04:53.000 --> 00:04:55.000]  所謂self identity的問題
[00:04:55.000 --> 00:04:57.000]  去到抗疫就更加自己一個民族
[00:04:57.000 --> 00:04:59.000]  漂來漂去
[00:04:59.000 --> 00:05:01.000]  他和他不同的人都是和他打仗
[00:05:01.000 --> 00:05:03.000]  他不會有任何的
[00:05:03.000 --> 00:05:05.000]  其他的接觸
[00:05:05.000 --> 00:05:07.000]  不過一進去迦南就不同了
[00:05:07.000 --> 00:05:09.000]  突然間他在
[00:05:09.000 --> 00:05:11.000]  所有不同的民族
[00:05:11.000 --> 00:05:13.000]  不同的文化
[00:05:13.000 --> 00:05:15.000]  都比他高的
[00:05:15.000 --> 00:05:17.000]  那種情況下來生存生活
[00:05:17.000 --> 00:05:19.000]  他突然間就面對
[00:05:19.000 --> 00:05:21.000]  很大的自我認同
[00:05:21.000 --> 00:05:23.000]  我是誰
[00:05:23.000 --> 00:05:25.000]  我怎麼去看我自己
[00:05:25.000 --> 00:05:27.000]  我怎麼去了解我自己
[00:05:27.000 --> 00:05:29.000]  可能這個也是我們很多弟兄姊妹
[00:05:29.000 --> 00:05:31.000]  心裡面很多掙扎的問題
[00:05:31.000 --> 00:05:33.000]  我們來到加拿大
[00:05:33.000 --> 00:05:35.000]  我們來到美國
[00:05:35.000 --> 00:05:37.000]  我們去到外國
[00:05:37.000 --> 00:05:39.000]  我們當然帶著我們的尊嚴
[00:05:39.000 --> 00:05:41.000]  我們在香港
[00:05:41.000 --> 00:05:43.000]  我們在本土的地方
[00:05:43.000 --> 00:05:45.000]  我們很容易認同
[00:05:45.000 --> 00:05:47.000]  我們有我們自己的教會
[00:05:47.000 --> 00:05:49.000]  有弟兄姊妹有我們的親戚
[00:05:49.000 --> 00:05:51.000]  我們來到這裡無論來多少年
[00:05:51.000 --> 00:05:53.000]  你仍然是外人
[00:05:53.000 --> 00:05:55.000]  今天我們不說民族或跨文化的問題
[00:05:55.000 --> 00:05:57.000]  你感覺到你知道的
[00:05:57.000 --> 00:05:59.000]  最好的朋友
[00:05:59.000 --> 00:06:01.000]  仍然不是外國的朋友
[00:06:01.000 --> 00:06:03.000]  你發覺
[00:06:03.000 --> 00:06:05.000]  來到一個陌生的地方
[00:06:05.000 --> 00:06:07.000]  雖然熟悉了
[00:06:07.000 --> 00:06:09.000]  但你仍然在找我是誰
[00:06:09.000 --> 00:06:11.000]  我怎麼可以在這個地方自主
[00:06:11.000 --> 00:06:13.000]  不單是一個文化的問題
[00:06:13.000 --> 00:06:15.000]  更加是一個信仰的問題
[00:06:15.000 --> 00:06:17.000]  於是我就想和這個問題
[00:06:17.000 --> 00:06:19.000]  聽聽摩西怎麼說
[00:06:19.000 --> 00:06:21.000]  今天我選了一個經文
[00:06:21.000 --> 00:06:23.000]  就是新命記第四章
[00:06:23.000 --> 00:06:25.000]  最初的十四節
[00:06:25.000 --> 00:06:27.000]  也是摩西第一個遺言裡
[00:06:27.000 --> 00:06:29.000]  最後的一段話
[00:06:29.000 --> 00:06:31.000]  大家不需要帶聖經來
[00:06:31.000 --> 00:06:33.000]  打開來看
[00:06:33.000 --> 00:06:35.000]  適當的時間我就讀一些經文給大家
[00:06:35.000 --> 00:06:37.000]  好不好
[00:06:37.000 --> 00:06:39.000]  在聖經裡
[00:06:39.000 --> 00:06:41.000]  究竟摩西問這個我是誰
[00:06:41.000 --> 00:06:43.000]  是怎麼去回答呢
[00:06:43.000 --> 00:06:45.000]  剛才說
[00:06:45.000 --> 00:06:47.000]  摩西和以色列人說
[00:06:47.000 --> 00:06:49.000]  你知道嗎
[00:06:49.000 --> 00:06:51.000]  你進到這個迦南的地方
[00:06:51.000 --> 00:06:53.000]  你會看到很多民族
[00:06:53.000 --> 00:06:55.000]  花花碌碌的世界
[00:06:55.000 --> 00:06:57.000]  很多不同的宗教
[00:06:57.000 --> 00:06:59.000]  而且那些人的生活
[00:06:59.000 --> 00:07:01.000]  可能你很嚮往
[00:07:01.000 --> 00:07:03.000]  甚至你很陌生
[00:07:03.000 --> 00:07:05.000]  但你一定要學的
[00:07:05.000 --> 00:07:07.000]  因為大家都知道
[00:07:07.000 --> 00:07:09.000]  以色列人在礦業是漂流的
[00:07:09.000 --> 00:07:11.000]  油木民族
[00:07:11.000 --> 00:07:13.000]  進到迦南的時候
[00:07:13.000 --> 00:07:15.000]  定居下來
[00:07:15.000 --> 00:07:17.000]  就開始變成農民
[00:07:17.000 --> 00:07:19.000]  耕種
[00:07:19.000 --> 00:07:21.000]  有學者告訴我們
[00:07:21.000 --> 00:07:23.000]  以色列人因為這樣
[00:07:23.000 --> 00:07:25.000]  很快就接受了巴力
[00:07:25.000 --> 00:07:27.000]  阿斯拉這些外邦的神
[00:07:27.000 --> 00:07:29.000]  因為那些是農民的神
[00:07:29.000 --> 00:07:31.000]  大家知道巴力
[00:07:31.000 --> 00:07:33.000]  有四季要睡覺
[00:07:33.000 --> 00:07:35.000]  所以其實
[00:07:35.000 --> 00:07:37.000]  以色列人好像很無助
[00:07:37.000 --> 00:07:39.000]  以前在礦業
[00:07:39.000 --> 00:07:41.000]  漂流的時候
[00:07:41.000 --> 00:07:43.000]  不需要面對四季
[00:07:43.000 --> 00:07:45.000]  天氣冷暖冬天夏天秋天
[00:07:45.000 --> 00:07:47.000]  這樣的運作
[00:07:47.000 --> 00:07:49.000]  生活的時候
[00:07:49.000 --> 00:07:51.000]  很快就相信了農民的神
[00:07:51.000 --> 00:07:53.000]  這個就是
[00:07:53.000 --> 00:07:55.000]  一個很大的危機
[00:07:55.000 --> 00:07:57.000]  我們去到一個環境
[00:07:57.000 --> 00:07:59.000]  就開始面對這些問題
[00:07:59.000 --> 00:08:01.000]  接下來這個世界
[00:08:01.000 --> 00:08:03.000]  比我們想像中更複雜
[00:08:03.000 --> 00:08:05.000]  我相信不是我溫慧要講
[00:08:05.000 --> 00:08:07.000]  很多人都已經在講
[00:08:07.000 --> 00:08:09.000]  這個世界變得太快
[00:08:09.000 --> 00:08:11.000]  尤其是資訊的世界
[00:08:11.000 --> 00:08:13.000]  全球化的世界
[00:08:13.000 --> 00:08:15.000]  價值有很多的變化
[00:08:15.000 --> 00:08:17.000]  我需要再提很多
[00:08:17.000 --> 00:08:19.000]  你來自多倫多的
[00:08:19.000 --> 00:08:21.000]  加拿大的美國的
[00:08:21.000 --> 00:08:23.000]  你就明白很多
[00:08:23.000 --> 00:08:25.000]  這個世界已經變得
[00:08:25.000 --> 00:08:27.000]  你無可想像
[00:08:27.000 --> 00:08:29.000]  人們會這樣想
[00:08:29.000 --> 00:08:31.000]  價值可以這樣
[00:08:31.000 --> 00:08:33.000]  男女的身份可以這樣看
[00:08:33.000 --> 00:08:35.000]  吸毒可以這樣了解
[00:08:35.000 --> 00:08:37.000]  今天我們發覺
[00:08:37.000 --> 00:08:39.000]  這個世界比我們想像中
[00:08:39.000 --> 00:08:41.000]  變得更快更無可適從
[00:08:41.000 --> 00:08:43.000]  我們基督徒
[00:08:43.000 --> 00:08:45.000]  就像摩西問
[00:08:45.000 --> 00:08:47.000]  我是誰
[00:08:47.000 --> 00:08:49.000]  究竟我有什麼獨特之處
[00:08:49.000 --> 00:08:51.000]  我可以怎樣在這個亂糟糟的世界裏面
[00:08:51.000 --> 00:08:53.000]  可以屹立不倒
[00:08:53.000 --> 00:08:55.000]  我相信
[00:08:55.000 --> 00:08:57.000]  這是一個很切身的問題
[00:08:57.000 --> 00:08:59.000]  今天我想直接
[00:08:59.000 --> 00:09:01.000]  和摩西的回答裏面
[00:09:01.000 --> 00:09:03.000]  和提醒裏面一起思想的問題
[00:09:03.000 --> 00:09:05.000]  好不好
[00:09:05.000 --> 00:09:07.000]  摩西很有意思
[00:09:07.000 --> 00:09:09.000]  貴色列人你知不知道
[00:09:09.000 --> 00:09:11.000]  你進到加拿大之後
[00:09:11.000 --> 00:09:13.000]  你很多方面都不及別人
[00:09:13.000 --> 00:09:15.000]  文化上
[00:09:15.000 --> 00:09:17.000]  文明上你比別人差
[00:09:17.000 --> 00:09:19.000]  生活上你不適應別人
[00:09:19.000 --> 00:09:21.000]  適應你不適應
[00:09:21.000 --> 00:09:23.000]  你作為一個屬神的人
[00:09:23.000 --> 00:09:25.000]  你有什麼把持你自己
[00:09:25.000 --> 00:09:27.000]  你怎樣自處
[00:09:27.000 --> 00:09:29.000]  最重要你知道自己是誰
[00:09:29.000 --> 00:09:31.000]  但什麼叫自己是誰
[00:09:31.000 --> 00:09:33.000]  很抽象
[00:09:33.000 --> 00:09:35.000]  自己是誰我怎知道
[00:09:35.000 --> 00:09:37.000]  摩西說我給你兩個提議
[00:09:37.000 --> 00:09:39.000]  你問你自己
[00:09:39.000 --> 00:09:41.000]  如果你問到
[00:09:41.000 --> 00:09:43.000]  正面的答案你把握到的話
[00:09:43.000 --> 00:09:45.000]  無論你是一個
[00:09:45.000 --> 00:09:47.000]  什麼的環境
[00:09:47.000 --> 00:09:49.000]  你仍然知道你自己是誰
[00:09:49.000 --> 00:09:51.000]  你仍然知道你自己
[00:09:51.000 --> 00:09:53.000]  是一個屬神的人
[00:09:53.000 --> 00:09:55.000]  但怎樣才可以知道
[00:09:55.000 --> 00:09:57.000]  自己屹立不倒
[00:09:57.000 --> 00:09:59.000]  與人不同的是什麼呢
[00:09:59.000 --> 00:10:01.000]  摩西就在
[00:10:01.000 --> 00:10:03.000]  這張聖經裏面
[00:10:03.000 --> 00:10:05.000]  第四章聖經裏面的第七
[00:10:05.000 --> 00:10:07.000]  和第八節說了兩件事
[00:10:07.000 --> 00:10:09.000]  我想讀給大家聽
[00:10:09.000 --> 00:10:11.000]  第七節
[00:10:11.000 --> 00:10:13.000]  他說以色列人
[00:10:13.000 --> 00:10:15.000]  或者說信神的人
[00:10:15.000 --> 00:10:17.000]  第一個與你與人不同的
[00:10:17.000 --> 00:10:19.000]  是什麼人呢
[00:10:19.000 --> 00:10:21.000]  聖經裏面其實就說
[00:10:21.000 --> 00:10:23.000]  究竟我們猶太人
[00:10:23.000 --> 00:10:25.000]  我們與人不同的是什麼
[00:10:25.000 --> 00:10:27.000]  因為你會去到那個地方
[00:10:27.000 --> 00:10:29.000]  在萬民當中
[00:10:29.000 --> 00:10:31.000]  如果說任何其他的東西
[00:10:31.000 --> 00:10:33.000]  你可能不及他
[00:10:33.000 --> 00:10:35.000]  不過第七節
[00:10:35.000 --> 00:10:37.000]  第一
[00:10:37.000 --> 00:10:39.000]  人們會這樣問
[00:10:39.000 --> 00:10:41.000]  哪有一個大國的人
[00:10:41.000 --> 00:10:43.000]  有神與他們相近
[00:10:43.000 --> 00:10:45.000]  像耶和華
[00:10:45.000 --> 00:10:47.000]  我們的神
[00:10:47.000 --> 00:10:49.000]  在我們求告他的時候
[00:10:49.000 --> 00:10:51.000]  跟我們相近呢
[00:10:51.000 --> 00:10:53.000]  第一個特色
[00:10:53.000 --> 00:10:55.000]  包括我們基督徒
[00:10:55.000 --> 00:10:57.000]  我們不一定比別人厲害
[00:10:57.000 --> 00:10:59.000]  我們的職位不一定比別人高
[00:10:59.000 --> 00:11:01.000]  我們錢多
[00:11:01.000 --> 00:11:03.000]  我們職位不一定比別人高
[00:11:03.000 --> 00:11:05.000]  我們錢不一定比別人高
[00:11:05.000 --> 00:11:07.000]  我們錢不一定比別人多
[00:11:07.000 --> 00:11:09.000]  我們經驗不一定比別人好
[00:11:09.000 --> 00:11:11.000]  總而言之
[00:11:11.000 --> 00:11:13.000]  我們每個人都有高有低
[00:11:13.000 --> 00:11:15.000]  但是
[00:11:15.000 --> 00:11:17.000]  有一樣東西我們與人不同的
[00:11:17.000 --> 00:11:19.000]  在這裏摩西說
[00:11:19.000 --> 00:11:21.000]  第一
[00:11:21.000 --> 00:11:23.000]  因為我們有一樣東西別人沒有的
[00:11:23.000 --> 00:11:25.000]  就是我們有神與我們這樣親近
[00:11:25.000 --> 00:11:27.000]  摩西說這句話
[00:11:27.000 --> 00:11:29.000]  你看原文
[00:11:29.000 --> 00:11:31.000]  很有感性
[00:11:31.000 --> 00:11:33.000]  其他人會問我們問題
[00:11:33.000 --> 00:11:35.000]  我們很大膽的
[00:11:35.000 --> 00:11:37.000]  很驕傲的回答
[00:11:37.000 --> 00:11:39.000]  是啊
[00:11:39.000 --> 00:11:41.000]  我不及你
[00:11:41.000 --> 00:11:43.000]  不過有一樣東西你沒有的
[00:11:43.000 --> 00:11:45.000]  就是我有一個神
[00:11:45.000 --> 00:11:47.000]  與我很親近
[00:11:47.000 --> 00:11:49.000]  你有沒有呢
[00:11:49.000 --> 00:11:51.000]  你沒有
[00:11:51.000 --> 00:11:53.000]  我讀到這一節的時候
[00:11:53.000 --> 00:11:55.000]  就好像我們熱戀當中的女孩
[00:11:55.000 --> 00:11:57.000]  是啊
[00:11:57.000 --> 00:11:59.000]  我不夠你漂亮
[00:11:59.000 --> 00:12:01.000]  有男孩喜歡我
[00:12:01.000 --> 00:12:03.000]  我男朋友熱戀我
[00:12:03.000 --> 00:12:05.000]  你不值得嗎
[00:12:05.000 --> 00:12:07.000]  你沒有啊
[00:12:07.000 --> 00:12:09.000]  我沒有你漂亮
[00:12:09.000 --> 00:12:11.000]  成績可能沒有你高
[00:12:11.000 --> 00:12:13.000]  那種驕傲
[00:12:13.000 --> 00:12:15.000]  我與你不同
[00:12:15.000 --> 00:12:17.000]  我有神在這裏
[00:12:17.000 --> 00:12:19.000]  你有沒有這個把握
[00:12:19.000 --> 00:12:21.000]  你有這個把握的時候
[00:12:21.000 --> 00:12:23.000]  無論在什麼情況下
[00:12:23.000 --> 00:12:25.000]  我們這個世界變成怎樣
[00:12:25.000 --> 00:12:27.000]  我們仍然是合立不到
[00:12:27.000 --> 00:12:29.000]  我與你很親近
[00:12:29.000 --> 00:12:31.000]  有神與我一對
[00:12:31.000 --> 00:12:33.000]  有東西看的
[00:12:33.000 --> 00:12:35.000]  我經歷過
[00:12:35.000 --> 00:12:37.000]  我記得我
[00:12:37.000 --> 00:12:39.000]  好幾年前回香港的時候
[00:12:39.000 --> 00:12:41.000]  逛過一間
[00:12:41.000 --> 00:12:43.000]  店舖寫著水晶店
[00:12:43.000 --> 00:12:45.000]  我不知道
[00:12:45.000 --> 00:12:47.000]  我以為水晶
[00:12:47.000 --> 00:12:49.000]  有趣
[00:12:49.000 --> 00:12:51.000]  以為是Swarovski
[00:12:51.000 --> 00:12:53.000]  我太太可能也很喜歡
[00:12:53.000 --> 00:12:55.000]  想買個小小的禮物給她
[00:12:55.000 --> 00:12:57.000]  她也很喜歡
[00:12:57.000 --> 00:12:59.000]  我走進去
[00:12:59.000 --> 00:13:01.000]  原來不是
[00:13:01.000 --> 00:13:03.000]  那些一塊一塊的
[00:13:03.000 --> 00:13:05.000]  切了一半的
[00:13:05.000 --> 00:13:07.000]  那些是迷信的
[00:13:07.000 --> 00:13:09.000]  我進去
[00:13:09.000 --> 00:13:11.000]  沒有水晶首飾賣
[00:13:11.000 --> 00:13:13.000]  想轉身走
[00:13:13.000 --> 00:13:15.000]  剛好轉身走的時候
[00:13:15.000 --> 00:13:17.000]  另外有個太太進來
[00:13:17.000 --> 00:13:19.000]  她又看水晶
[00:13:19.000 --> 00:13:21.000]  我轉身走的時候
[00:13:21.000 --> 00:13:23.000]  她跟我說見證
[00:13:23.000 --> 00:13:25.000]  她不是這間店舖的
[00:13:25.000 --> 00:13:27.000]  她很熱心的
[00:13:27.000 --> 00:13:29.000]  她說水晶是好東西
[00:13:29.000 --> 00:13:31.000]  很靈的
[00:13:31.000 --> 00:13:33.000]  我說是嗎
[00:13:33.000 --> 00:13:35.000]  她說這隻很厲害
[00:13:35.000 --> 00:13:37.000]  不開心摸摸它
[00:13:37.000 --> 00:13:39.000]  是暖的
[00:13:39.000 --> 00:13:41.000]  我轉身走
[00:13:41.000 --> 00:13:43.000]  我出門後其實心裡有點難過
[00:13:43.000 --> 00:13:45.000]  但也有點醜醜的
[00:13:45.000 --> 00:13:47.000]  為什麼這麼厲害
[00:13:47.000 --> 00:13:49.000]  她也有見證跟我說
[00:13:49.000 --> 00:13:51.000]  我應該說一件事給她聽
[00:13:51.000 --> 00:13:53.000]  她說上個禮拜我的神更厲害
[00:13:53.000 --> 00:13:55.000]  沒說到
[00:13:55.000 --> 00:13:57.000]  自己覺得醜醜的
[00:13:57.000 --> 00:13:59.000]  你明不明
[00:13:59.000 --> 00:14:01.000]  她知道自己信什麼
[00:14:01.000 --> 00:14:03.000]  就算她信錯了
[00:14:03.000 --> 00:14:05.000]  她有把握
[00:14:05.000 --> 00:14:07.000]  何況我們是信真的神
[00:14:07.000 --> 00:14:09.000]  摩西說
[00:14:09.000 --> 00:14:11.000]  我會很驕傲的對任何民族說
[00:14:11.000 --> 00:14:13.000]  有哪個國家的人
[00:14:13.000 --> 00:14:15.000]  好像有神這麼親近我
[00:14:15.000 --> 00:14:17.000]  其他我未必有
[00:14:17.000 --> 00:14:19.000]  神親近我
[00:14:19.000 --> 00:14:21.000]  有我經歷過
[00:14:21.000 --> 00:14:23.000]  有這件事就知道自己是誰
[00:14:23.000 --> 00:14:25.000]  然後第八節
[00:14:25.000 --> 00:14:27.000]  仍有
[00:14:27.000 --> 00:14:29.000]  有哪個大國
[00:14:29.000 --> 00:14:31.000]  有公義的律例
[00:14:31.000 --> 00:14:33.000]  典章
[00:14:33.000 --> 00:14:35.000]  好像我今天在你面前
[00:14:35.000 --> 00:14:37.000]  所陳明的這一切律法
[00:14:37.000 --> 00:14:39.000]  第二
[00:14:39.000 --> 00:14:41.000]  有神自己的律法
[00:14:41.000 --> 00:14:43.000]  有公義
[00:14:43.000 --> 00:14:45.000]  有典章
[00:14:45.000 --> 00:14:47.000]  這句話
[00:14:47.000 --> 00:14:49.000]  摩西的遺言
[00:14:49.000 --> 00:14:51.000]  這句話
[00:14:51.000 --> 00:14:53.000]  重覆了六次
[00:14:53.000 --> 00:14:55.000]  肯定是一個很重要的核心
[00:14:55.000 --> 00:14:57.000]  以色列人
[00:14:57.000 --> 00:14:59.000]  以色列人
[00:14:59.000 --> 00:15:01.000]  第二個身份認同
[00:15:01.000 --> 00:15:03.000]  標誌是什麼
[00:15:03.000 --> 00:15:05.000]  有神的律例
[00:15:05.000 --> 00:15:07.000]  典章可以遵從
[00:15:07.000 --> 00:15:09.000]  簡單來說
[00:15:09.000 --> 00:15:11.000]  有一種
[00:15:11.000 --> 00:15:13.000]  標準在
[00:15:13.000 --> 00:15:15.000]  有公義律例
[00:15:15.000 --> 00:15:17.000]  有律例典章
[00:15:17.000 --> 00:15:19.000]  有從信仰而來的
[00:15:19.000 --> 00:15:21.000]  做人的標準
[00:15:21.000 --> 00:15:23.000]  第一個
[00:15:23.000 --> 00:15:25.000]  內心的經歷
[00:15:25.000 --> 00:15:27.000]  有神同在的
[00:15:27.000 --> 00:15:29.000]  這是第一個標誌
[00:15:29.000 --> 00:15:31.000]  第二個標誌
[00:15:31.000 --> 00:15:33.000]  做人
[00:15:33.000 --> 00:15:35.000]  有標準
[00:15:35.000 --> 00:15:37.000]  從神而來的
[00:15:37.000 --> 00:15:39.000]  是願意進行的
[00:15:39.000 --> 00:15:41.000]  周圍的人都看到
[00:15:41.000 --> 00:15:43.000]  走不掉
[00:15:43.000 --> 00:15:45.000]  外邦的民族
[00:15:45.000 --> 00:15:47.000]  打仗給你厲害
[00:15:47.000 --> 00:15:49.000]  但是他們沒有
[00:15:49.000 --> 00:15:51.000]  律例典章
[00:15:51.000 --> 00:15:53.000]  這個就是以色列人
[00:15:53.000 --> 00:15:55.000]  能否肯定
[00:15:55.000 --> 00:15:57.000]  自己的地方
[00:15:57.000 --> 00:15:59.000]  周圍的人可能知道你是基督徒
[00:15:59.000 --> 00:16:01.000]  更重要
[00:16:01.000 --> 00:16:03.000]  他每天看著你
[00:16:03.000 --> 00:16:05.000]  但他知道你是誰
[00:16:05.000 --> 00:16:07.000]  可能他從很多角度
[00:16:07.000 --> 00:16:09.000]  去評價你
[00:16:09.000 --> 00:16:11.000]  但有一樣東西是與別不同
[00:16:11.000 --> 00:16:13.000]  你有你的標準
[00:16:13.000 --> 00:16:15.000]  因為信仰而來你知道自己的標準
[00:16:15.000 --> 00:16:17.000]  我們在神的面前
[00:16:17.000 --> 00:16:19.000]  我們在人的面前
[00:16:19.000 --> 00:16:21.000]  這是你的身份
[00:16:21.000 --> 00:16:23.000]  請你尊重
[00:16:23.000 --> 00:16:25.000]  也請你珍惜
[00:16:25.000 --> 00:16:27.000]  我曾經在香港和一個弟兄聊天
[00:16:27.000 --> 00:16:29.000]  到現在還在港台上罵他
[00:16:29.000 --> 00:16:33.000]  我和他聊天
[00:16:33.000 --> 00:16:35.000]  原來他去了一間公司
[00:16:35.000 --> 00:16:37.000]  工作了三年
[00:16:37.000 --> 00:16:39.000]  他的同事都不知道他是基督徒
[00:16:39.000 --> 00:16:41.000]  我問他怎麼會不知道
[00:16:41.000 --> 00:16:43.000]  他說沒有機會
[00:16:43.000 --> 00:16:45.000]  表達給別人知道
[00:16:45.000 --> 00:16:47.000]  我問他
