
[00:00:00.000 --> 00:00:05.000]  十字路口上面的抉擇
[00:12:42.000 --> 00:12:44.000]  一個全盤的否定
[00:12:44.000 --> 00:12:48.000]  一個全盤的新路向
[00:12:48.000 --> 00:12:58.000]  當他帶著大祭司的文書
[00:12:58.000 --> 00:13:02.000]  去大馬士甲那裏拉人的時候
[00:13:02.000 --> 00:13:04.000]  在路上行走的時候
[00:13:04.000 --> 00:13:08.000]  數羅在途中將到大馬士甲的時候
[00:13:08.000 --> 00:13:10.000]  發現有一道光從天上下來
[00:13:10.000 --> 00:13:12.000]  四面照射著他
[00:13:12.000 --> 00:13:14.000]  他就撲到在地
[00:13:14.000 --> 00:13:16.000]  聽到有聲音對他說數羅數羅
[00:13:16.000 --> 00:13:18.000]  你為什麼迫害我?
[00:13:18.000 --> 00:13:20.000]  他說主啊,你是誰?
[00:13:20.000 --> 00:13:28.000]  我們都說他很熟悉馬丁路德
[00:13:28.000 --> 00:13:30.000]  研究馬丁路德生病的人
[00:13:30.000 --> 00:13:32.000]  他說研究馬丁路德的生病
[00:13:32.000 --> 00:13:34.000]  不可以不由那個時跡開始的
[00:13:34.000 --> 00:13:36.000]  一個什麼時跡開始呢?
[00:13:36.000 --> 00:13:38.000]  就是他年輕的時候
[00:13:38.000 --> 00:13:42.000]  回到自己家裏
[00:13:42.000 --> 00:13:44.000]  就快要進入村口之前
[00:13:44.000 --> 00:13:46.000]  突然間天氣改變
[00:13:46.000 --> 00:13:48.000]  暴風雨交加
[00:13:48.000 --> 00:13:50.000]  閃電橫撞
[00:13:50.000 --> 00:13:52.000]  四面照射著大雨
[00:13:52.000 --> 00:13:54.000]  一路下來的時候
[00:13:54.000 --> 00:13:58.000]  就嚇到馬丁路德趴在地上
[00:13:58.000 --> 00:14:00.000]  他趴在地上的時候
[00:14:00.000 --> 00:14:02.000]  他突然間就說了一句話
[00:14:02.000 --> 00:14:04.000]  我們不知道為什麼他會說這樣的說話
[00:14:04.000 --> 00:14:08.000]  但從此之後他的生命有個到底的改變
[00:14:08.000 --> 00:14:12.000]  他說如果我這次不死的話
[00:14:12.000 --> 00:14:14.000]  我會做修士,做一個修道士
[00:14:14.000 --> 00:14:16.000]  教會你會不會說這句話?
[00:14:16.000 --> 00:14:20.000]  我們不明白他為什麼突然間會說一件事
[00:14:20.000 --> 00:14:24.000]  生命裏面突然間遇到一個超乎想像
[00:14:24.000 --> 00:14:26.000]  不由自己控制
[00:14:26.000 --> 00:14:28.000]  但他心裏面非常之驚白
[00:14:28.000 --> 00:14:30.000]  怕這次暴風雨來
[00:14:30.000 --> 00:14:32.000]  他心裏面會覺得很恐怖
[00:14:32.000 --> 00:14:36.000]  怕這次暴風雨閃電一閃中他的話
[00:14:36.000 --> 00:14:38.000]  他因為小命不保
[00:14:38.000 --> 00:14:40.000]  他害怕得不得了趴在地上
[00:14:40.000 --> 00:14:42.000]  他就說
[00:14:42.000 --> 00:14:46.000]  如果我能夠平安地回到家
[00:14:46.000 --> 00:14:50.000]  我就奉勸來做修士
[00:14:50.000 --> 00:14:52.000]  就是這個風暴
[00:14:52.000 --> 00:14:54.000]  一個這樣的閃電
[00:14:54.000 --> 00:14:58.000]  將馬丁路德徹底的改變
[00:14:58.000 --> 00:15:02.000]  後來他就進了奧古斯丁修會做修士
[00:15:02.000 --> 00:15:06.000]  恩聖清義的道理就是他長期在修院裏面
[00:15:06.000 --> 00:15:12.000]  不斷思考對自己的生命產生不知多回的辯論
[00:15:12.000 --> 00:15:16.000]  為什麼生命會是這樣的呢?
[00:15:16.000 --> 00:15:20.000]  為什麼我認罪認來認去得不到一個把握呢?
[00:15:20.000 --> 00:15:24.000]  我好像認來認去都有一些罪好像還沒認完呢?
[00:15:24.000 --> 00:15:26.000]  他是一個良心極度敏感的人
[00:15:26.000 --> 00:15:30.000]  可能我們雖然有些年輕
[00:15:30.000 --> 00:15:32.000]  但是你有沒有出門後
[00:15:32.000 --> 00:15:34.000]  又不覺得冷血經識了沒有呢?
[00:15:34.000 --> 00:15:36.000]  咦?
[00:15:36.000 --> 00:15:38.000]  鑰匙在米樹呢?
[00:15:38.000 --> 00:15:40.000]  自己周身找
[00:15:40.000 --> 00:15:42.000]  你可能都有這樣的經驗了
[00:15:42.000 --> 00:15:46.000]  即是你快到那個年紀了
[00:15:46.000 --> 00:15:52.000]  馬丁路德在修院裏面總是有他的感覺
[00:15:52.000 --> 00:15:54.000]  我這個人雖然認了罪
[00:15:54.000 --> 00:15:58.000]  但是為什麼我總是覺得心裏面有些不安樂
[00:15:58.000 --> 00:16:00.000]  不妥當的地方
[00:16:00.000 --> 00:16:02.000]  總是有些放不下的地方
[00:16:02.000 --> 00:16:04.000]  好像是那些地方
[00:16:04.000 --> 00:16:06.000]  我怎樣對付他呢?
[00:16:06.000 --> 00:16:08.000]  我怎樣把這種感覺消除呢?
[00:16:08.000 --> 00:16:10.000]  他做很多的事情
[00:16:10.000 --> 00:16:12.000]  不斷抽自己的身體
[00:16:12.000 --> 00:16:14.000]  編自己的身體
[00:16:14.000 --> 00:16:16.000]  不斷跟修道院長說
[00:16:16.000 --> 00:16:18.000]  我怎樣才可以取得這種感覺
[00:16:18.000 --> 00:16:20.000]  修院院長說
[00:16:20.000 --> 00:16:22.000]  你不要經常看自己
[00:16:22.000 --> 00:16:24.000]  你不要看耶穌
[00:16:24.000 --> 00:16:26.000]  為什麼看耶穌更糟糕
[00:16:26.000 --> 00:16:28.000]  一看耶穌那麼聖潔
[00:16:28.000 --> 00:16:30.000]  覺得自己周身都污了污了
[00:16:30.000 --> 00:16:32.000]  不得乾淨
[00:16:32.000 --> 00:16:34.000]  不得聖潔
[00:16:34.000 --> 00:16:36.000]  直到有一天
[00:16:36.000 --> 00:16:38.000]  院長就跟他說
[00:16:38.000 --> 00:16:40.000]  好了好了好了
[00:16:40.000 --> 00:16:42.000]  現在大學裏面有一個學位
[00:16:42.000 --> 00:16:44.000]  你不如去讀書吧
[00:16:44.000 --> 00:16:46.000]  好像我們現今的傳道人都是這樣
[00:16:46.000 --> 00:16:48.000]  你去讀書吧
[00:16:48.000 --> 00:16:50.000]  希望在神樂院裏面進修的時候
[00:16:50.000 --> 00:16:52.000]  你去讀書的時候發現了一個道理
[00:16:52.000 --> 00:16:54.000]  道理叫恩信稱義
[00:16:54.000 --> 00:16:56.000]  你只能憑著信心
[00:16:56.000 --> 00:16:58.000]  上帝說你這些罪事你只能憑著信心去接受
[00:16:58.000 --> 00:17:00.000]  沒有其他事情你可以做的
[00:17:00.000 --> 00:17:06.000]  當這個保羅
[00:17:06.000 --> 00:17:08.000]  當這個素羅
[00:17:08.000 --> 00:17:10.000]  他認爲他對祖宗的律法
[00:17:10.000 --> 00:17:12.000]  是絕對忠誠的
[00:17:12.000 --> 00:17:14.000]  這個是在菲律賓書的三章
[00:17:14.000 --> 00:17:16.000]  你可以看到
[00:17:16.000 --> 00:17:18.000]  在加拿大書第一章第二章裏面你可以看到
[00:17:18.000 --> 00:17:20.000]  他是一個很虔誠的人
[00:17:20.000 --> 00:17:22.000]  一點都不能忍受
[00:17:22.000 --> 00:17:24.000]  對這個宗教不忠誠的人
[00:17:24.000 --> 00:17:26.000]  對這個宗教不忠誠的人
[00:17:26.000 --> 00:17:28.000]  所以史迪板
[00:17:28.000 --> 00:17:30.000]  史迪板
[00:17:30.000 --> 00:17:32.000]  他有份殺的
[00:17:32.000 --> 00:17:36.000]  耶路撒冷裏面有很多的悶道
[00:17:36.000 --> 00:17:38.000]  他會追殺的
[00:17:38.000 --> 00:17:40.000]  甚至現在追出境
[00:17:40.000 --> 00:17:42.000]  他認爲這些人是不可恕的
[00:17:42.000 --> 00:17:44.000]  他心裏面就是一個這樣的結
[00:17:44.000 --> 00:17:46.000]  他心裏面就是一個這樣的結
[00:17:46.000 --> 00:17:48.000]  真是忠於摩星的律法
[00:17:48.000 --> 00:17:50.000]  這些事情你不能做的
[00:17:50.000 --> 00:17:52.000]  怎能信耶穌是基督
[00:17:52.000 --> 00:17:54.000]  是上帝的兒子呢
[00:17:54.000 --> 00:17:56.000]  這是匪夷所思的
[00:17:56.000 --> 00:17:58.000]  當他一直這樣想
[00:17:58.000 --> 00:18:00.000]  一直付諸行動
[00:18:00.000 --> 00:18:02.000]  要把這些信耶穌的人全部滅掉
[00:18:02.000 --> 00:18:06.000]  怎料行到達馬遜的路上的時候
[00:18:06.000 --> 00:18:08.000]  有一個光照著他
[00:18:08.000 --> 00:18:10.000]  讓他生命有一個徹底的改變
[00:18:10.000 --> 00:18:12.000]  而最終的改變就是
[00:18:12.000 --> 00:18:14.000]  那個聲音對他說
[00:18:14.000 --> 00:18:16.000]  Solo
[00:18:16.000 --> 00:18:18.000]  你爲什麽迫害我
[00:18:18.000 --> 00:18:20.000]  我們今天讀經的人就能明白
[00:18:20.000 --> 00:18:22.000]  因爲我們有上文下理
[00:18:22.000 --> 00:18:24.000]  原來他走去
[00:18:24.000 --> 00:18:26.000]  追捉那些
[00:18:26.000 --> 00:18:28.000]  信從者道的人
[00:18:28.000 --> 00:18:30.000]  信主耶穌基督的人
[00:18:30.000 --> 00:18:32.000]  信耶穌是上帝兒子的人
[00:18:32.000 --> 00:18:36.000]  但是現在天象的聲音
[00:18:36.000 --> 00:18:38.000]  我們假設是最完整的最完美的
[00:18:38.000 --> 00:18:40.000]  最正確的是上帝自己的聲音
[00:18:40.000 --> 00:18:42.000]  上帝竟然說
[00:18:42.000 --> 00:18:44.000]  你爲什麽迫害我
[00:18:44.000 --> 00:18:50.000]  所有為信仰受迫害的人
[00:18:50.000 --> 00:18:52.000]  都好像迫害上帝一樣
[00:18:52.000 --> 00:18:56.000]  所有受災
[00:18:56.000 --> 00:18:58.000]  為上帝的福音
[00:18:58.000 --> 00:19:00.000]  為主耶穌基督的福音
[00:19:00.000 --> 00:19:02.000]  而受苦的人
[00:19:02.000 --> 00:19:04.000]  那個苦是直接加在上帝的身上
[00:19:04.000 --> 00:19:10.000]  在那一刻
[00:19:10.000 --> 00:19:12.000]  Solo就說主也理事遂
[00:19:12.000 --> 00:19:14.000]  如果我們看主也
[00:19:14.000 --> 00:19:16.000]  不是說
[00:19:16.000 --> 00:19:18.000]  那個夜話上帝上主
[00:19:18.000 --> 00:19:20.000]  的主
[00:19:20.000 --> 00:19:22.000]  在Hellerman裏面有一個格子
[00:19:22.000 --> 00:19:24.000]  叫做夫格
[00:19:24.000 --> 00:19:26.000]  Solo到底你是誰
[00:19:26.000 --> 00:19:28.000]  那時候他還沒認識這個
[00:19:28.000 --> 00:19:30.000]  就是耶穌是上帝之子
[00:19:30.000 --> 00:19:32.000]  他只能用一個
[00:19:32.000 --> 00:19:34.000]  很嚇人的口吻
[00:19:34.000 --> 00:19:36.000]  知道一個這樣的環境
[00:19:36.000 --> 00:19:38.000]  有這樣的聲音跟我說話
[00:19:38.000 --> 00:19:40.000]  完全不能理解
[00:19:40.000 --> 00:19:42.000]  到底你是誰
[00:19:42.000 --> 00:19:44.000]  這次去美國的時候
[00:19:44.000 --> 00:19:46.000]  探我們總紀禮中華傳統會
[00:19:46.000 --> 00:19:48.000]  工作的一位老牧師
[00:19:48.000 --> 00:19:50.000]  朱文達牧師
[00:19:50.000 --> 00:19:52.000]  不知道是誰
[00:19:52.000 --> 00:19:54.000]  沒有問這個問題
[00:19:54.000 --> 00:19:56.000]  沒什麽認識他
[00:19:56.000 --> 00:20:00.000]  我們相約在教會裏面聚會
[00:20:00.000 --> 00:20:02.000]  聚會完之後一起出去吃飯
[00:20:02.000 --> 00:20:04.000]  我見到他的時候
[00:20:04.000 --> 00:20:06.000]  我走過去跟他握手
[00:20:06.000 --> 00:20:08.000]  他說:Who are you?
[00:20:08.000 --> 00:20:10.000]  他叫我Who are you?
[00:20:10.000 --> 00:20:12.000]  我以為他開玩笑
[00:20:12.000 --> 00:20:14.000]  Who are you?
[00:20:14.000 --> 00:20:16.000]  他太太Betty就沒有出聲在旁邊笑
[00:20:16.000 --> 00:20:18.000]  後來他告訴我
[00:20:18.000 --> 00:20:20.000]  已經有初期的
[00:20:20.000 --> 00:20:22.000]  腦退化症
[00:20:22.000 --> 00:20:24.000]  他認不到我
[00:20:24.000 --> 00:20:28.000]  由70年代認識了他差不多
[00:20:28.000 --> 00:20:30.000]  40幾50年
[00:20:30.000 --> 00:20:32.000]  既然有一個人不認識你去到面前
[00:20:32.000 --> 00:20:34.000]  Who are you?我以為他說笑
[00:20:34.000 --> 00:20:36.000]  原來他真的不知道我是誰
[00:20:36.000 --> 00:20:38.000]  Who are you?
