
[00:00:00.000 --> 00:00:07.000]  祝福你們,我們會在這裡祈禱
[00:04:30.000 --> 00:04:32.000]  那個是一個農業的社會
[00:04:32.000 --> 00:04:35.000]  他們想要的就是安居樂業
[00:04:35.000 --> 00:04:39.000]  可以平平安安地耕種,有豐收
[00:04:39.000 --> 00:04:43.000]  可以穿得暖,吃得飽
[00:04:43.000 --> 00:04:45.000]  差不多是這樣
[00:04:45.000 --> 00:04:48.000]  這段經文就跟他們說
[00:04:48.000 --> 00:04:52.000]  君王,這個和平的君出世
[00:04:52.000 --> 00:04:56.000]  就可以帶給他們這個所謂安樂的日子
[00:04:56.000 --> 00:04:59.000]  這個經文在當時來說
[00:04:59.000 --> 00:05:02.000]  應該的意思就是這樣
[00:05:02.000 --> 00:05:05.000]  當然我們知道就算那個經文是說希西加
[00:05:05.000 --> 00:05:08.000]  而希西加是真的有帶來
[00:05:08.000 --> 00:05:13.000]  某程度的安樂的日子
[00:05:13.000 --> 00:05:15.000]  但是都不是絕對
[00:05:15.000 --> 00:05:19.000]  剛才那些形容詞
[00:05:19.000 --> 00:05:23.000]  就算說他們形容皇帝會用這些形容詞
[00:05:23.000 --> 00:05:28.000]  真正的形容對象就是耶穌
[00:05:28.000 --> 00:05:32.000]  所以這個經文在新約都有提到的
[00:05:32.000 --> 00:05:36.000]  是指向著主耶穌基督的
[00:05:36.000 --> 00:05:40.000]  因為他才是真正可以建立到
[00:05:40.000 --> 00:05:44.000]  世上有一個所謂和平的日子的
[00:05:44.000 --> 00:05:50.000]  今天我要說三樣東西關於主耶穌基督
[00:05:50.000 --> 00:05:55.000]  可以建立神和人的和平
[00:05:55.000 --> 00:06:00.000]  可以建立人與人之間的和平
[00:06:00.000 --> 00:06:04.000]  和平在我們的心中
[00:06:04.000 --> 00:06:07.000]  三樣東西我們也要思想一下
[00:06:07.000 --> 00:06:10.000]  我們要想一下,對我們來說是有意義的
[00:06:10.000 --> 00:06:13.000]  就不只是說耶穌是這樣
[00:06:13.000 --> 00:06:17.000]  因為你說世界和平、改變人心這些東西
[00:06:17.000 --> 00:06:20.000]  實在是我們做不到的
[00:06:20.000 --> 00:06:23.000]  世界和平是一個多大的議題
[00:06:23.000 --> 00:06:27.000]  我們很多新年、慶典都會說
[00:06:27.000 --> 00:06:29.000]  但是我們做不到的
[00:06:29.000 --> 00:06:30.000]  沒有一個人是做得到的
[00:06:30.000 --> 00:06:37.000]  就算是很有權並的總統級的人都做不到的
[00:06:37.000 --> 00:06:39.000]  只是神才做到的
[00:06:39.000 --> 00:06:41.000]  但是不是什麼都做不到
[00:06:41.000 --> 00:06:44.000]  在我們小小的宇宙之中
[00:06:44.000 --> 00:06:47.000]  我們都可以建立我們的和平
[00:06:47.000 --> 00:06:50.000]  與神和平、與人和平
[00:06:50.000 --> 00:06:54.000]  和我們的心裡面可以有平安
[00:06:54.000 --> 00:07:00.000]  與神和平,就是人類與神和平
[00:07:00.000 --> 00:07:05.000]  這個從創世紀一開始就發生了一個破裂
[00:07:05.000 --> 00:07:07.000]  大家都知道的故事
[00:07:07.000 --> 00:07:08.000]  在五經很明顯的
[00:07:08.000 --> 00:07:13.000]  人類犯了罪之後,與神的關係有一個破裂
[00:07:13.000 --> 00:07:19.000]  但是那個關係的破裂不是立刻變得很糟糕的
[00:07:19.000 --> 00:07:21.000]  大家看看,實際上一開始的時候
[00:07:21.000 --> 00:07:24.000]  神都繼續與人有說話
[00:07:24.000 --> 00:07:27.000]  不過一直在創世紀那裡都可以看到的
[00:07:27.000 --> 00:07:32.000]  就是人與神的關係越來越疏離了
[00:07:32.000 --> 00:07:37.000]  從阿巴拉罕的時候神都不是經常出現的
[00:07:37.000 --> 00:07:40.000]  到了亞國,約瑟更加是
[00:07:40.000 --> 00:07:42.000]  神好像沒有出現的
[00:07:42.000 --> 00:07:44.000]  到了摩西的時候
[00:07:44.000 --> 00:07:48.000]  就是神與人要透過先知
[00:07:48.000 --> 00:07:55.000]  透過祭司、透過障莫來去溝通的
[00:07:55.000 --> 00:08:00.000]  所以那個關係就越來越疏離
[00:08:00.000 --> 00:08:04.000]  這個就是摩西五經給我們看到的東西
[00:08:04.000 --> 00:08:08.000]  而到了福音書就反過來
[00:08:08.000 --> 00:08:10.000]  怎麼反過來呢?
[00:08:10.000 --> 00:08:14.000]  福音書包括我們經常在聖誕節讀的經文
[00:08:14.000 --> 00:08:18.000]  就是說神降世為人
[00:08:18.000 --> 00:08:21.000]  現在神來可以說是尋找我們
[00:08:21.000 --> 00:08:28.000]  或者是單獨去到我們當中
[00:08:28.000 --> 00:08:31.000]  來補這個關係
[00:08:31.000 --> 00:08:34.000]  所以我們那些傳福音的人
[00:08:34.000 --> 00:08:36.000]  實在是在做這件事的
[00:08:36.000 --> 00:08:42.000]  我們是和平之君的子民
[00:08:42.000 --> 00:08:47.000]  我們就做一個和平的使者的角色
[00:08:47.000 --> 00:08:51.000]  將人帶去神那裡
[00:08:51.000 --> 00:08:53.000]  或者反過來說
[00:08:53.000 --> 00:08:58.000]  將神介紹給別人知道
[00:08:58.000 --> 00:09:01.000]  當然我們那些全世界的侍奉
[00:09:01.000 --> 00:09:03.000]  很明顯就是在做這件事
[00:09:03.000 --> 00:09:05.000]  所以我們每個都要做的
[00:09:05.000 --> 00:09:08.000]  這個不是牧師傳道做這麼簡單的
[00:09:08.000 --> 00:09:13.000]  如果我們在教會或者什麼機構那裡做
[00:09:13.000 --> 00:09:15.000]  實際上我們侍奉在教會
[00:09:15.000 --> 00:09:17.000]  間接或者直接
[00:09:17.000 --> 00:09:19.000]  基本上就是在做這件事
[00:09:19.000 --> 00:09:22.000]  不過我們要記住一件事
[00:09:22.000 --> 00:09:28.000]  真正神與人之間這個關係
[00:09:28.000 --> 00:09:31.000]  不是我們可以建立的
[00:09:31.000 --> 00:09:34.000]  這個關係建立是主耶穌基督建立的
[00:09:34.000 --> 00:09:36.000]  所以和平的君
[00:09:36.000 --> 00:09:39.000]  最後真的指向耶穌是對的
[00:09:39.000 --> 00:09:41.000]  剛才我們說世界和平
[00:09:41.000 --> 00:09:43.000]  實際上我們做不到
[00:09:43.000 --> 00:09:47.000]  改變人心我們做不到
[00:09:47.000 --> 00:09:50.000]  實在將人類帶到神面前
[00:09:50.000 --> 00:09:53.000]  建立這個關係我們都做不到的
[00:09:53.000 --> 00:09:55.000]  我們做的東西是什麼呢
[00:09:55.000 --> 00:09:58.000]  我們純粹帶領人去到神面前
[00:09:58.000 --> 00:10:05.000]  讓主耶穌基督是彌補這個關係
[00:10:05.000 --> 00:10:07.000]  話說有一個故事
[00:10:07.000 --> 00:10:11.000]  這個故事就是蘇格蘭有一個醫生
[00:10:11.000 --> 00:10:18.000]  這個醫生他在一個地區那裡侍奉
[00:10:18.000 --> 00:10:23.000]  他的村民是很窮的
[00:10:23.000 --> 00:10:25.000]  沒有錢給他的
[00:10:25.000 --> 00:10:26.000]  多數是怎麼樣
[00:10:26.000 --> 00:10:30.000]  看醫生的時候拿一些雞蛋
[00:10:30.000 --> 00:10:32.000]  或者有時候拿一些雞肉
[00:10:32.000 --> 00:10:37.000]  蔬菜那些來做他們的費用
[00:10:37.000 --> 00:10:40.000]  給醫生做
[00:10:40.000 --> 00:10:42.000]  這個醫生當然
[00:10:42.000 --> 00:10:46.000]  他看了證之後有一本書
[00:10:46.000 --> 00:10:48.000]  記了他的名字
[00:10:48.000 --> 00:10:52.000]  旁邊當然有給了錢還沒給錢
[00:10:52.000 --> 00:10:54.000]  或者給了什麼錢
[00:10:54.000 --> 00:10:59.000]  實際上他那本書最多寫下症狀
[00:10:59.000 --> 00:11:04.000]  治療方法藥方等等
[00:11:04.000 --> 00:11:09.000]  錢銀的部分很多時候是空的
[00:11:09.000 --> 00:11:10.000]  為什麼呢
[00:11:10.000 --> 00:11:12.000]  因為那些人沒有錢給
[00:11:12.000 --> 00:11:16.000]  一年一次他就會拿那本書來看
[00:11:16.000 --> 00:11:22.000]  看到那些人都沒可能還錢給他
[00:11:22.000 --> 00:11:24.000]  那他寫什麼呢
[00:11:24.000 --> 00:11:29.000]  他寫了「卸面」
[00:11:29.000 --> 00:11:31.000]  他離世之後
[00:11:31.000 --> 00:11:34.000]  那些兒女承繼了那本書
[00:11:34.000 --> 00:11:36.000]  看到發現很多人欠了他錢
[00:11:36.000 --> 00:11:38.000]  欠了他爸爸的錢
[00:11:38.000 --> 00:11:40.000]  就不是很開心的
[00:11:40.000 --> 00:11:43.000]  就說實在應該有很多錢的
[00:11:43.000 --> 00:11:45.000]  但是現在那些人沒有給
[00:11:45.000 --> 00:11:47.000]  就想追究
[00:11:47.000 --> 00:11:52.000]  就找一個法官
[00:11:52.000 --> 00:11:54.000]  想追究那些錢
[00:11:54.000 --> 00:11:56.000]  法官說不行
[00:11:56.000 --> 00:11:58.000]  因為那裡寫明
[00:11:58.000 --> 00:12:02.000]  卸面
[00:12:02.000 --> 00:12:04.000]  你爸爸
[00:12:04.000 --> 00:12:06.000]  你們的爸爸寫在那裡
[00:12:06.000 --> 00:12:08.000]  白紙黑紙
[00:12:08.000 --> 00:12:13.000]  我覺得這是一個很好的童話
[00:12:13.000 --> 00:12:15.000]  神和我們都是
[00:12:15.000 --> 00:12:19.000]  我們就是卸面
[00:12:19.000 --> 00:12:21.000]  我們和神的關係
[00:12:21.000 --> 00:12:23.000]  為什麼可以彌補呢
[00:12:23.000 --> 00:12:25.000]  就因為卸面
[00:12:25.000 --> 00:12:27.000]  阿當和夏娃
[00:12:27.000 --> 00:12:29.000]  犯了罪之後
[00:12:29.000 --> 00:12:32.000]  要他們自己隔離
[00:12:32.000 --> 00:12:34.000]  他們自己離開神
[00:12:34.000 --> 00:12:36.000]  當神找他們的時候
[00:12:36.000 --> 00:12:38.000]  他們要病了
[00:12:38.000 --> 00:12:40.000]  但是我們還不需要
[00:12:40.000 --> 00:12:41.000]  為什麼呢
[00:12:41.000 --> 00:12:43.000]  我們是卸面
[00:12:43.000 --> 00:12:44.000]  卸面
[00:12:44.000 --> 00:12:46.000]  卸面了
[00:12:46.000 --> 00:12:48.000]  這個就是我們和神的關係
[00:12:48.000 --> 00:12:52.000]  我們是和平之君的子民
[00:12:52.000 --> 00:12:54.000]  我們都有這個責任
[00:12:54.000 --> 00:12:58.000]  去將人帶去神面前
[00:12:58.000 --> 00:13:01.000]  使他們都可以被卸面
[00:13:01.000 --> 00:13:03.000]  使他們和神的關係
[00:13:03.000 --> 00:13:06.000]  都可以重見
[00:13:06.000 --> 00:13:10.000]  第二樣就是與人和好
[00:13:10.000 --> 00:13:12.000]  我們既然是這樣
[00:13:12.000 --> 00:13:14.000]  我們就不只是要做一樣東西
[00:13:14.000 --> 00:13:18.000]  我們自己的生命都要與別人有和好的
[00:13:18.000 --> 00:13:22.000]  羅馬書十二章十七十八節
[00:13:22.000 --> 00:13:25.000]  說不要二惡暴惡
[00:13:25.000 --> 00:13:27.000]  眾人以為美的事
[00:13:27.000 --> 00:13:29.000]  要留心去行
[00:13:29.000 --> 00:13:31.000]  若是能行
[00:13:31.000 --> 00:13:38.000]  總要盡力與眾人和睦
[00:13:38.000 --> 00:13:41.000]  若是能行
[00:13:41.000 --> 00:13:44.000]  我覺得保羅都挺好的
[00:13:44.000 --> 00:13:46.000]  因為不是一定行
[00:13:46.000 --> 00:13:48.000]  行不行
[00:13:48.000 --> 00:13:49.000]  行到不一定
[00:13:49.000 --> 00:13:51.000]  但是一定是可以
[00:13:51.000 --> 00:13:53.000]  我們去試一下
[00:13:53.000 --> 00:13:55.000]  盡力而為
[00:13:55.000 --> 00:13:57.000]  我給一個例子
[00:13:57.000 --> 00:14:00.000]  大家都知道現在很多的那些
[00:14:00.000 --> 00:14:05.000]  藥廠大家在爭先
[00:14:05.000 --> 00:14:07.000]  第一個出的疫苗
[00:14:07.000 --> 00:14:08.000]  出了的了
[00:14:08.000 --> 00:14:11.000]  輝瑞和BioNTech
[00:14:11.000 --> 00:14:15.000]  現在英國、加拿大和美國
[00:14:15.000 --> 00:14:17.000]  已經開了綠燈
[00:14:17.000 --> 00:14:20.000]  就快要接種疫苗了
[00:14:20.000 --> 00:14:22.000]  但是大家都知道
[00:14:22.000 --> 00:14:23.000]  實際上有其他藥行
[00:14:23.000 --> 00:14:25.000]  都是在做這件事
[00:14:25.000 --> 00:14:29.000]  不過有些就是煞停了整個計劃
[00:14:29.000 --> 00:14:31.000]  為什麼呢?因為出了事
[00:14:31.000 --> 00:14:34.000]  我記得昨天還是前天
[00:14:34.000 --> 00:14:36.000]  我看新聞的時候
[00:14:36.000 --> 00:14:38.000]  有一個代言人這樣說
[00:14:38.000 --> 00:14:41.000]  他說是的,我們是要煞停了
[00:14:41.000 --> 00:14:42.000]  為什麼呢?
[00:14:42.000 --> 00:14:44.000]  因為首先我們要做的事
[00:14:44.000 --> 00:14:47.000]  就是不傷別人的原則
[00:14:47.000 --> 00:14:48.000]  大家知不知道
[00:14:48.000 --> 00:14:50.000]  首先不傷別人原則是什麼?
[00:14:50.000 --> 00:14:52.000]  英文就是
[00:14:52.000 --> 00:14:54.000]  first to do no harm
[00:14:54.000 --> 00:14:57.000]  話說那個醫生
[00:14:57.000 --> 00:15:00.000]  實際上最後要做醫生
[00:15:00.000 --> 00:15:03.000]  就要建立一個所謂的
[00:15:03.000 --> 00:15:05.000]  hypocritic oath
[00:15:05.000 --> 00:15:08.000]  就是說首先不要害別人
[00:15:08.000 --> 00:15:10.000]  你能不能醫治他不知道
[00:15:10.000 --> 00:15:13.000]  不過最低限度你沒有醫治他
[00:15:13.000 --> 00:15:19.000]  實際上這句話就不是很對的
[00:15:19.000 --> 00:15:20.000]  為什麼呢?
[00:15:20.000 --> 00:15:25.000]  因為有些醫院
[00:15:25.000 --> 00:15:30.000]  或者醫學院實際上沒有用這個起勢的
[00:15:30.000 --> 00:15:32.000]  有些就用其他的
[00:15:32.000 --> 00:15:34.000]  有些甚至是沒有用的
[00:15:34.000 --> 00:15:37.000]  不過是一個很好的指引來的
[00:15:37.000 --> 00:15:40.000]  我們不可以單方面
[00:15:40.000 --> 00:15:42.000]  和別人建立一個好的關係
[00:15:42.000 --> 00:15:44.000]  他也要肯的
[00:15:44.000 --> 00:15:46.000]  別人也要肯跟你
[00:15:46.000 --> 00:15:50.000]  和我們建立一個好關係才能做到的
[00:15:50.000 --> 00:15:53.000]  但是我們可以單方面的決定
[00:15:53.000 --> 00:15:56.000]  不和別人爭執
[00:15:56.000 --> 00:15:58.000]  或者不去害別人
[00:15:58.000 --> 00:16:01.000]  我們可以不說話也行
[00:16:01.000 --> 00:16:04.000]  所以有些事我們是做不到的
[00:16:04.000 --> 00:16:06.000]  就像普羅話
[00:16:06.000 --> 00:16:08.000]  若是能行
[00:16:08.000 --> 00:16:10.000]  有些事我們是做到的
[00:16:10.000 --> 00:16:12.000]  我們可以單方面
[00:16:12.000 --> 00:16:15.000]  不去開始爭拗
[00:16:15.000 --> 00:16:19.000]  雖然我們未必單方面
[00:16:19.000 --> 00:16:23.000]  可以建立一個友誼的關係
[00:16:23.000 --> 00:16:28.000]  這就跟從和平之君去做
[00:16:28.000 --> 00:16:30.000]  建立做到的
[00:16:30.000 --> 00:16:32.000]  做到多少
[00:16:32.000 --> 00:16:35.000]  在《真言十六章32》也有說
[00:16:35.000 --> 00:16:36.000]  他說
[00:16:46.000 --> 00:16:51.000]  這裏自我克制的情緒
[00:16:51.000 --> 00:16:54.000]  是對比著一個勇士
[00:16:54.000 --> 00:16:59.000]  即是說實在是一種的能力
[00:16:59.000 --> 00:17:02.000]  很多時候我們覺得被人欺負
[00:17:02.000 --> 00:17:06.000]  或者被人欺凌
[00:17:06.000 --> 00:17:12.000]  我們法律感覺上是有那個能力的
[00:17:12.000 --> 00:17:15.000]  但是根性經來說
[00:17:15.000 --> 00:17:20.000]  自我控制到那個人才是最大能力的那個
[00:17:20.000 --> 00:17:23.000]  我知道有時候很難
[00:17:23.000 --> 00:17:26.000]  但是我們跟從和平的君
[00:17:26.000 --> 00:17:27.000]  主耶穌基督
[00:17:27.000 --> 00:17:31.000]  去到被人抓的時候被人打
[00:17:31.000 --> 00:17:33.000]  釘在十字架上
[00:17:33.000 --> 00:17:35.000]  他所做的事就是祝福
[00:17:35.000 --> 00:17:37.000]  他所做的事就是祝福
[00:17:37.000 --> 00:17:38.000]  不是奏祝
[00:17:38.000 --> 00:17:41.000]  也不是義惡報恩
[00:17:41.000 --> 00:17:45.000]  好了,最後一件事
[00:17:45.000 --> 00:17:49.000]  就是我們心中是有那個平安
[00:17:49.000 --> 00:17:54.000]  《肥納比書》四章六到七節就是說
[00:17:54.000 --> 00:17:56.000]  應當一無掛類
[00:17:56.000 --> 00:18:00.000]  只要凡事藉著討告
[00:18:00.000 --> 00:18:02.000]  祈求和感謝
[00:18:02.000 --> 00:18:06.000]  將你們所要的
[00:18:06.000 --> 00:18:07.000]  告訴神
[00:18:07.000 --> 00:18:10.000]  神所賜出人意外的平安
[00:18:10.000 --> 00:18:13.000]  必在基督耶穌裡
[00:18:13.000 --> 00:18:18.000]  保守你們的心懷意念
[00:18:18.000 --> 00:18:23.000]  就是要凡事
[00:18:23.000 --> 00:18:25.000]  應當一無掛類
[00:18:25.000 --> 00:18:27.000]  這些說話
[00:18:27.000 --> 00:18:31.000]  是易說難做的
[00:18:31.000 --> 00:18:34.000]  誰想掛類的呢?
[00:18:34.000 --> 00:18:36.000]  當你要掛類的那一刻
[00:18:36.000 --> 00:18:37.000]  就很掛類
[00:18:37.000 --> 00:18:40.000]  心裡就沒有了一個平安
[00:18:40.000 --> 00:18:42.000]  很多事情都很掛類
[00:18:42.000 --> 00:18:45.000]  兒女的教育又如何呢?
[00:18:45.000 --> 00:18:47.000]  會不會去到一個好學校呢?
[00:18:47.000 --> 00:18:49.000]  去到一個好學校之後
[00:18:49.000 --> 00:18:52.000]  又很掛類他們的成績
[00:18:52.000 --> 00:18:53.000]  家人
[00:18:53.000 --> 00:18:54.000]  尤其是現在
[00:18:54.000 --> 00:18:56.000]  家人的健康
[00:18:56.000 --> 00:18:58.000]  也是一個我們很多時候
[00:18:58.000 --> 00:19:00.000]  會掛類的東西
[00:19:00.000 --> 00:19:02.000]  我記得幾年前
[00:19:02.000 --> 00:19:04.000]  我們有一個學生
[00:19:04.000 --> 00:19:07.000]  他讀完神學之後
[00:19:07.000 --> 00:19:10.000]  都還沒有行
[00:19:10.000 --> 00:19:12.000]  畢業典禮
[00:19:12.000 --> 00:19:13.000]  他就離世
[00:19:13.000 --> 00:19:15.000]  是很突然的東西
[00:19:15.000 --> 00:19:17.000]  我們整個神學院
[00:19:17.000 --> 00:19:18.000]  你可以說
[00:19:18.000 --> 00:19:19.000]  如果說
[00:19:19.000 --> 00:19:22.000]  整個神學院有一次
[00:19:22.000 --> 00:19:24.000]  是集體悲哀的
[00:19:24.000 --> 00:19:26.000]  在我心目中
[00:19:26.000 --> 00:19:30.000]  那一次是第一次我見到
[00:19:30.000 --> 00:19:34.000]  很驚訝的
[00:19:34.000 --> 00:19:36.000]  什麼叫沒有掛類呢?
[00:19:36.000 --> 00:19:38.000]  當然有掛類
[00:19:38.000 --> 00:19:42.000]  我們的工作
[00:19:42.000 --> 00:19:45.000]  今時今日更加要想
[00:19:45.000 --> 00:19:47.000]  更加掛類
[00:19:47.000 --> 00:19:50.000]  很多人
[00:19:50.000 --> 00:19:52.000]  會失去工作
[00:19:52.000 --> 00:19:54.000]  是不應該掛類嗎?
[00:19:54.000 --> 00:19:56.000]  我們的心
[00:19:56.000 --> 00:19:58.000]  怎可以有平安呢?
[00:19:58.000 --> 00:20:01.000]  我們的將來又如何呢?
[00:20:01.000 --> 00:20:03.000]  甚至
[00:20:03.000 --> 00:20:04.000]  待會吃什麼呢?
[00:20:04.000 --> 00:20:05.000]  當然
[00:20:05.000 --> 00:20:07.000]  這樣可能過份一點
[00:20:07.000 --> 00:20:08.000]  不過我想
[00:20:08.000 --> 00:20:11.000]  重點就是這件事
[00:20:11.000 --> 00:20:13.000]  一無掛類
[00:20:13.000 --> 00:20:16.000]  應當一無掛類是不容易做的
[00:20:16.000 --> 00:20:18.000]  不過我想說一件事
[00:20:18.000 --> 00:20:20.000]  保羅說這件事的時候
[00:20:20.000 --> 00:20:21.000]  不是空泛說
[00:20:21.000 --> 00:20:23.000]  它不是一個
[00:20:23.000 --> 00:20:25.000]  在象牙塔
[00:20:25.000 --> 00:20:28.000]  處境或者在哪裡
[00:20:28.000 --> 00:20:30.000]  說的話
[00:20:30.000 --> 00:20:33.000]  它是在外面傳福音
[00:20:33.000 --> 00:20:35.000]  很多時候它面對
[00:20:35.000 --> 00:20:38.000]  很多逆境
[00:20:38.000 --> 00:20:41.000]  很多危險的情況
[00:20:41.000 --> 00:20:42.000]  很多痛苦
[00:20:42.000 --> 00:20:45.000]  很多疾病
[00:20:45.000 --> 00:20:47.000]  當它說
[00:20:47.000 --> 00:20:50.000]  應當一無掛類的時候
[00:20:50.000 --> 00:20:52.000]  它不是一個不知道
[00:20:52.000 --> 00:20:54.000]  為什麼要掛類
[00:20:54.000 --> 00:20:56.000]  而說的
[00:20:56.000 --> 00:20:58.000]  那秘訣是什麼呢?
[00:20:58.000 --> 00:21:00.000]  秘訣是
[00:21:00.000 --> 00:21:02.000]  將我們想要的東西
[00:21:02.000 --> 00:21:04.000]  所要的東西
[00:21:04.000 --> 00:21:06.000]  告了神
[00:21:06.000 --> 00:21:07.000]  是
[00:21:07.000 --> 00:21:08.000]  這是一個秘訣
[00:21:08.000 --> 00:21:09.000]  不是說我們的心
[00:21:09.000 --> 00:21:11.000]  不應該去掛類
[00:21:11.000 --> 00:21:12.000]  因為有些事情
[00:21:12.000 --> 00:21:14.000]  我們是應該掛類
[00:21:14.000 --> 00:21:16.000]  不是說我們
[00:21:16.000 --> 00:21:18.000]  當那件事是沒有發生
[00:21:18.000 --> 00:21:19.000]  所以不管
[00:21:19.000 --> 00:21:22.000]  這個不是保羅教我們做的事情
[00:21:22.000 --> 00:21:24.000]  保羅教我們做的事情是怎樣的
[00:21:24.000 --> 00:21:27.000]  是知道那件事發生
[00:21:27.000 --> 00:21:29.000]  將它交給神
[00:21:29.000 --> 00:21:31.000]  這樣我們才可以
[00:21:31.000 --> 00:21:33.000]  一無掛類
[00:21:33.000 --> 00:21:35.000]  剛才我們說很多事情
[00:21:35.000 --> 00:21:36.000]  我們做不到
[00:21:36.000 --> 00:21:38.000]  世界和平我們做不到
[00:21:38.000 --> 00:21:40.000]  是吧
[00:21:40.000 --> 00:21:42.000]  這個是對的
[00:21:42.000 --> 00:21:44.000]  既然很多事情我們都做不到
[00:21:44.000 --> 00:21:46.000]  那不如我們相信著
[00:21:46.000 --> 00:21:51.000]  將我們掛類的東西交給主
[00:21:51.000 --> 00:21:54.000]  將我們掛類的東西交給主
[00:21:54.000 --> 00:21:57.000]  使得我們的心可以平安
[00:21:57.000 --> 00:22:00.000]  今天我說的信息是很簡單的
[00:22:00.000 --> 00:22:04.000]  我們是和平之君的子民
[00:22:04.000 --> 00:22:06.000]  我們需要
[00:22:06.000 --> 00:22:07.000]  第一樣東西
[00:22:07.000 --> 00:22:11.000]  是將人帶去神面前
[00:22:11.000 --> 00:22:15.000]  使得他們和神都和好
[00:22:15.000 --> 00:22:18.000]  我們需要在我們的生命之中
