
[00:00:00.000 --> 00:00:04.000]  今天我們思想的題目叫做「不好意思」
[00:06:22.000 --> 00:06:24.000]  於是就自行祈禱
[00:06:24.000 --> 00:06:26.000]  神啊幫助我 我太太還年輕
[00:06:26.000 --> 00:06:28.000]  我兒子還年輕 不要讓我抽筋
[00:06:28.000 --> 00:06:30.000]  放鬆 放鬆
[00:06:30.000 --> 00:06:32.000]  幸好真的捱過
[00:06:32.000 --> 00:06:34.000]  你不好意思
[00:06:34.000 --> 00:06:37.000]  真的是一件很要命的事情
[00:06:37.000 --> 00:06:40.000]  就是因為你經常覺得自己不好意思
[00:06:40.000 --> 00:06:42.000]  我發覺不單是我 年輕人也是這樣
[00:06:42.000 --> 00:06:45.000]  有一次我問我女兒
[00:06:45.000 --> 00:06:49.000]  她那時候還在LOHO讀中學
[00:06:49.000 --> 00:06:55.000]  她讀科學 學生課的學科
[00:06:55.000 --> 00:06:57.000]  我問她讀成怎樣
[00:06:57.000 --> 00:06:59.000]  她說不知道老師在說什麼
[00:06:59.000 --> 00:07:01.000]  我問她不知道老師在說什麼 為什麼不問
[00:07:01.000 --> 00:07:03.000]  她說好語言 她不敢問
[00:07:03.000 --> 00:07:07.000]  好像問老師說話不是那麼愚蠢
[00:07:07.000 --> 00:07:09.000]  問一些愚蠢的問題
[00:07:09.000 --> 00:07:11.000]  所以就不問了
[00:07:11.000 --> 00:07:13.000]  不問的時候 結果回來就問我
[00:07:13.000 --> 00:07:15.000]  我怎麼懂
[00:07:15.000 --> 00:07:17.000]  所以你發覺有很多問題存在
[00:07:17.000 --> 00:07:20.000]  我想學生也是 年紀大的也是
[00:07:20.000 --> 00:07:22.000]  每個人都不好意思
[00:07:22.000 --> 00:07:26.000]  其實我想了想 年紀大的 年紀老的也是不好意思
[00:07:26.000 --> 00:07:30.000]  後來我和太太在2020年回香港
[00:07:30.000 --> 00:07:33.000]  主要是因為我岳母年紀大了 岳父去世了
[00:07:33.000 --> 00:07:35.000]  我們回去和她一起
[00:07:35.000 --> 00:07:39.000]  你知道年紀大的半夜起來就很危險
[00:07:39.000 --> 00:07:41.000]  因為怕跌倒
[00:07:41.000 --> 00:07:47.000]  所以我就安裝了一個鈴鈴在她房間
[00:07:47.000 --> 00:07:49.000]  如果你真的起來上廁所的時候 叮的聲音
[00:07:49.000 --> 00:07:52.000]  我就會來 試過兩次
[00:07:52.000 --> 00:07:54.000]  一次是好意思 一次是不好意思
[00:07:54.000 --> 00:07:56.000]  有一次叮 我走出來看看
[00:07:56.000 --> 00:07:59.000]  媽媽是不是去廁所
[00:07:59.000 --> 00:08:02.000]  不是 那你叮 跟你玩玩
[00:08:02.000 --> 00:08:05.000]  半夜三更 你不要這樣玩吧
[00:08:05.000 --> 00:08:07.000]  這個太好意思了
[00:08:07.000 --> 00:08:09.000]  不好意思 不好意思
[00:08:09.000 --> 00:08:11.000]  沒多久她叮
[00:08:11.000 --> 00:08:14.000]  那我走去看看 她真的去廁所了
[00:08:14.000 --> 00:08:18.000]  那我就陪她一起去廁所
[00:08:18.000 --> 00:08:20.000]  我怕她跌倒
[00:08:20.000 --> 00:08:22.000]  她推我走 她不用我
[00:08:22.000 --> 00:08:24.000]  她說為什麼
[00:08:24.000 --> 00:08:26.000]  我說為什麼你跌倒不行
[00:08:26.000 --> 00:08:28.000]  我問為什麼 她說很生氣就趕我走
[00:08:28.000 --> 00:08:30.000]  我說不行 我一定要在這裡
[00:08:30.000 --> 00:08:32.000]  不然一會跌倒就搞不定了
[00:08:32.000 --> 00:08:34.000]  後來我會明白
[00:08:34.000 --> 00:08:36.000]  我始終是女婿 不是兒子
[00:08:36.000 --> 00:08:38.000]  她去廁所的時候
[00:08:38.000 --> 00:08:40.000]  專業問題嘛
[00:08:40.000 --> 00:08:42.000]  不好意思嘛
[00:08:42.000 --> 00:08:45.000]  就不好意思 但往往因為不好意思
[00:08:45.000 --> 00:08:47.000]  就有很多意外出現
[00:08:47.000 --> 00:08:49.000]  你看不好意思
[00:08:49.000 --> 00:08:51.000]  是不想負累人
[00:08:51.000 --> 00:08:53.000]  不好意思
[00:08:53.000 --> 00:08:55.000]  於是就弄得自己
[00:08:55.000 --> 00:08:57.000]  有很多很多問題出現
[00:08:57.000 --> 00:08:59.000]  其實我發覺不單止是我
[00:08:59.000 --> 00:09:02.000]  不單止是我們中國的男人
[00:09:02.000 --> 00:09:05.000]  大多數人都怕不好意思
[00:09:05.000 --> 00:09:07.000]  於是我們就不想去麻煩人
[00:09:07.000 --> 00:09:09.000]  不想去連累人
[00:09:09.000 --> 00:09:11.000]  我們有問題我們自己去說
[00:09:11.000 --> 00:09:13.000]  有問題自己去處理
[00:09:13.000 --> 00:09:15.000]  但自己又處理不了
[00:09:15.000 --> 00:09:17.000]  聖經說一句話可能影響我們很大
[00:09:17.000 --> 00:09:19.000]  施比受更為有福
[00:09:19.000 --> 00:09:21.000]  沒錯 正確
[00:09:21.000 --> 00:09:23.000]  聖經所說的正確 施比受更為有福
[00:09:23.000 --> 00:09:25.000]  但我再加多一句說話
[00:09:25.000 --> 00:09:27.000]  受比施更困難
[00:09:27.000 --> 00:09:31.000]  我去能夠幫助人的時候
[00:09:31.000 --> 00:09:33.000]  我很順氣 很開心能夠幫助
[00:09:33.000 --> 00:09:35.000]  我接受別人幫助我的時候
[00:09:35.000 --> 00:09:37.000]  很困難
[00:09:37.000 --> 00:09:39.000]  發覺很丟臉
[00:09:39.000 --> 00:09:41.000]  自己差一點
[00:09:41.000 --> 00:09:43.000]  所以我坐車的時候
[00:09:43.000 --> 00:09:45.000]  那裡寫著明明
[00:09:45.000 --> 00:09:47.000]  是給高層的
[00:09:47.000 --> 00:09:49.000]  我想一下我當然是高層
[00:09:49.000 --> 00:09:51.000]  我就坐在那裡
[00:09:51.000 --> 00:09:53.000]  看到有一個似乎跟我差不多年紀
[00:09:53.000 --> 00:09:55.000]  可能年輕一點的
[00:09:55.000 --> 00:09:57.000]  他拿著這個東西
[00:09:57.000 --> 00:09:59.000]  你坐 你坐
[00:09:59.000 --> 00:10:01.000]  我覺得很開心
[00:10:01.000 --> 00:10:03.000]  但那些年輕人說
[00:10:03.000 --> 00:10:05.000]  阿八 讓位吧
[00:10:05.000 --> 00:10:07.000]  哎呀 這麼快就已經做了阿八
[00:10:07.000 --> 00:10:09.000]  明星阿八
[00:10:09.000 --> 00:10:11.000]  不好意思
[00:10:11.000 --> 00:10:13.000]  為什麼不好意思
[00:10:13.000 --> 00:10:15.000]  這句說話說的很真實
[00:10:15.000 --> 00:10:17.000]  受比施更為困難
[00:10:17.000 --> 00:10:19.000]  我們中國人說 無功不受祿
[00:10:19.000 --> 00:10:21.000]  無端端讓位給我坐
[00:10:21.000 --> 00:10:23.000]  君子求諸己 少人求諸人
[00:10:23.000 --> 00:10:25.000]  我們家裡還有一個名言
[00:10:25.000 --> 00:10:27.000]  我太太和我的弟弟經常說
[00:10:27.000 --> 00:10:29.000]  自己能做的事自己做
[00:10:29.000 --> 00:10:31.000]  不要煩人
[00:10:31.000 --> 00:10:33.000]  這些觀念影響我們
[00:10:33.000 --> 00:10:35.000]  甚至影響我們的禱告也是這樣
[00:10:35.000 --> 00:10:37.000]  我們禱告 善上祈禱
[00:10:37.000 --> 00:10:39.000]  我們都是
[00:10:39.000 --> 00:10:41.000]  這些小事不用求神
[00:10:41.000 --> 00:10:43.000]  這些小事
[00:10:43.000 --> 00:10:45.000]  不要麻煩上帝
[00:10:45.000 --> 00:10:47.000]  不要麻煩上帝 自己能做的事
[00:10:47.000 --> 00:10:49.000]  自己做就算了 於是我們就
[00:10:49.000 --> 00:10:51.000]  不去禱告
[00:10:51.000 --> 00:10:53.000]  聖經有一個很矛盾的地方
[00:10:53.000 --> 00:10:55.000]  在上一次
[00:10:55.000 --> 00:10:57.000]  我和大家講到主禱文
[00:10:57.000 --> 00:10:59.000]  門徒的禱文的時候 我講到有兩個好像很矛盾
[00:10:59.000 --> 00:11:01.000]  第一方面 什麼叫祈禱
[00:11:01.000 --> 00:11:03.000]  基本上是投降 是告訴上帝
[00:11:03.000 --> 00:11:05.000]  我完全降服 但另一方面
[00:11:05.000 --> 00:11:07.000]  既然投降的時候 即是說你搞定了
[00:11:07.000 --> 00:11:09.000]  上帝我現在全給你了
[00:11:09.000 --> 00:11:11.000]  我們就不用求了 什麼都可以搞定
[00:11:11.000 --> 00:11:13.000]  但又不是 聖經又叫我們去求
[00:11:13.000 --> 00:11:15.000]  所以我們日用的飲食
[00:11:15.000 --> 00:11:17.000]  今日賜給我們
[00:11:17.000 --> 00:11:19.000]  免我們債 免這個人的債
[00:11:19.000 --> 00:11:21.000]  不見我們與見斯坦 救我們出來的凶惡
[00:11:21.000 --> 00:11:23.000]  教導我們去祈求上帝
[00:11:23.000 --> 00:11:25.000]  日常的需要
[00:11:25.000 --> 00:11:27.000]  教導我們不要被這些隱憂去
[00:11:27.000 --> 00:11:29.000]  試探 教導我們不要被
[00:11:29.000 --> 00:11:31.000]  罪惡纏繞在那裏 所以我們看到
[00:11:31.000 --> 00:11:33.000]  有兩個好像很矛盾
[00:11:33.000 --> 00:11:35.000]  一方面 祈禱是叫我們完全降服
[00:11:35.000 --> 00:11:37.000]  叫我們完全交託給他
[00:11:37.000 --> 00:11:39.000]  但另一方面 祈禱又叫我們能夠去求
[00:11:39.000 --> 00:11:41.000]  這兩個矛盾
[00:11:41.000 --> 00:11:43.000]  似乎是我們當中的矛盾
[00:11:43.000 --> 00:11:45.000]  但聖經裏面 兩個都是真理
[00:11:45.000 --> 00:11:47.000]  一方面 上帝是擁有絕對的主權
[00:11:47.000 --> 00:11:49.000]  但另一方面 祂又叫我們去求
[00:11:49.000 --> 00:11:51.000]  所以禱告這個字
[00:11:51.000 --> 00:11:53.000]  希利文的prose eukoma這個字
[00:11:53.000 --> 00:11:55.000]  就是make your wish known
[00:11:55.000 --> 00:11:57.000]  即是將你自己所需要的
[00:11:57.000 --> 00:11:59.000]  去告訴上帝
[00:11:59.000 --> 00:12:01.000]  今日我們看這段聖經 是一個很有趣的一段聖經
[00:12:01.000 --> 00:12:03.000]  這段聖經是說禱告
[00:12:03.000 --> 00:12:05.000]  但教我們怎樣去祈禱
[00:12:05.000 --> 00:12:07.000]  我們怎樣去求
[00:12:07.000 --> 00:12:09.000]  是不是不好意思呢
[00:12:09.000 --> 00:12:11.000]  我們看看 從這段聖經我們看看
[00:12:11.000 --> 00:12:13.000]  首先我們看看第五節
[00:12:13.000 --> 00:12:15.000]  到第八節 或者我們一起來再讀一讀
[00:12:15.000 --> 00:12:17.000]  第五節到第八節
[00:12:17.000 --> 00:12:19.000]  我們一起來讀一讀第五至八節
[00:12:19.000 --> 00:12:21.000]  耶穌又說
[00:12:21.000 --> 00:12:23.000]  你們中間誰有一個朋友
[00:12:23.000 --> 00:12:25.000]  半夜到他那裏去
[00:12:25.000 --> 00:12:27.000]  說 朋友請
[00:12:27.000 --> 00:12:29.000]  借給我三個餅 因為
[00:12:29.000 --> 00:12:31.000]  我有一個朋友行路 來到
[00:12:31.000 --> 00:12:33.000]  我這裏 我沒有什麼給他
[00:12:33.000 --> 00:12:35.000]  擺上 哪人在裏面
[00:12:35.000 --> 00:12:37.000]  回答說 不要搞擾我
[00:12:37.000 --> 00:12:39.000]  門已經關
[00:12:39.000 --> 00:12:41.000]  孩子們和我在床上
[00:12:41.000 --> 00:12:43.000]  我不能起來
[00:12:43.000 --> 00:12:45.000]  給你 我告訴你
[00:12:45.000 --> 00:12:47.000]  雖不用他是
[00:12:47.000 --> 00:12:49.000]  朋友起來給他
[00:12:49.000 --> 00:12:51.000]  但因他情馳迫切的
[00:12:51.000 --> 00:12:53.000]  直求 就必起來
[00:12:53.000 --> 00:12:55.000]  照他所需用的
[00:12:55.000 --> 00:12:57.000]  給他
[00:12:57.000 --> 00:12:59.000]  耶穌說了一個比喻
[00:12:59.000 --> 00:13:01.000]  這個比喻
[00:13:01.000 --> 00:13:03.000]  照然看來
[00:13:03.000 --> 00:13:05.000]  就
[00:13:05.000 --> 00:13:07.000]  不知道在說什麼
[00:13:07.000 --> 00:13:09.000]  情馳迫切的去求
[00:13:09.000 --> 00:13:11.000]  但如果你再全文下理來看
[00:13:11.000 --> 00:13:13.000]  你就會發覺 其實是在說
[00:13:13.000 --> 00:13:15.000]  祈禱 第一節到第四節
[00:13:15.000 --> 00:13:17.000]  是以禱告做主題
[00:13:17.000 --> 00:13:19.000]  說門徒的禱告 第九節至十一節
[00:13:19.000 --> 00:13:21.000]  也是說禱告
[00:13:21.000 --> 00:13:23.000]  穿插在這兩個很明顯說禱告當中
[00:13:23.000 --> 00:13:25.000]  就說了這個故事
[00:13:25.000 --> 00:13:27.000]  這個比喻 所以這個比喻一定
[00:13:27.000 --> 00:13:29.000]  和禱告有關係
[00:13:29.000 --> 00:13:31.000]  如果禱告是
[00:13:31.000 --> 00:13:33.000]  這個故事的主題
[00:13:33.000 --> 00:13:35.000]  就是說這個主題
[00:13:35.000 --> 00:13:37.000]  是說到祈禱 教導我們怎麼祈禱的時候
[00:13:37.000 --> 00:13:39.000]  這個主題的祈禱
[00:13:39.000 --> 00:13:41.000]  教導我們什麼呢 就是四個字
[00:13:41.000 --> 00:13:43.000]  很重要 情馳迫切
[00:13:43.000 --> 00:13:45.000]  似乎在
[00:13:45.000 --> 00:13:47.000]  表面上看來
[00:13:47.000 --> 00:13:49.000]  耶穌教導我們祈禱的時候
[00:13:49.000 --> 00:13:51.000]  我們要情馳迫切
[00:13:51.000 --> 00:13:53.000]  神一定聽我們禱告
[00:13:53.000 --> 00:13:55.000]  如果我們祈禱能夠情馳迫切的時候
[00:13:55.000 --> 00:13:57.000]  上帝一定會聽我們禱告
[00:13:57.000 --> 00:13:59.000]  但我們再看深一層的時候
[00:13:59.000 --> 00:14:01.000]  這樣的想法
[00:14:01.000 --> 00:14:03.000]  又有問題 這個比喻
[00:14:03.000 --> 00:14:05.000]  如果我們說這個比喻是有關禱告
[00:14:05.000 --> 00:14:07.000]  或者這個比喻是教導我們
[00:14:07.000 --> 00:14:09.000]  祈禱的時候 情馳迫切的時候
[00:14:09.000 --> 00:14:11.000]  我們就有很多事情想不通了
[00:14:11.000 --> 00:14:13.000]  如果這個比喻
[00:14:13.000 --> 00:14:15.000]  哪位朋友
[00:14:15.000 --> 00:14:17.000]  就是你的朋友
[00:14:17.000 --> 00:14:19.000]  借餅 我朋友一定是指神
[00:14:19.000 --> 00:14:21.000]  是你
[00:14:21.000 --> 00:14:23.000]  因為有鄰居
[00:14:23.000 --> 00:14:25.000]  你是
[00:14:25.000 --> 00:14:27.000]  這個朋友的鄰居
[00:14:27.000 --> 00:14:29.000]  你有朋友遠道來探你
[00:14:29.000 --> 00:14:31.000]  你發覺家裡沒有餅
[00:14:31.000 --> 00:14:33.000]  但你知道隔壁有餅
[00:14:33.000 --> 00:14:35.000]  於是你就敲門
[00:14:35.000 --> 00:14:37.000]  喂 可不可以借個餅
[00:14:37.000 --> 00:14:39.000]  他不是問你拿餅 他只是借個餅
[00:14:39.000 --> 00:14:41.000]  他今天沒有餅 明天可以借給你買回去
[00:14:41.000 --> 00:14:43.000]  所以他問你借個餅
[00:14:43.000 --> 00:14:45.000]  但是這個人就告訴你
[00:14:45.000 --> 00:14:47.000]  我睡了
[00:14:47.000 --> 00:14:49.000]  你不要來搞擾我
[00:14:49.000 --> 00:14:51.000]  於是我們會問
[00:14:51.000 --> 00:14:53.000]  如果這個朋友
[00:14:53.000 --> 00:14:55.000]  是代表神
[00:14:55.000 --> 00:14:57.000]  神有沒有搞錯
[00:14:57.000 --> 00:14:59.000]  去找他的時候
[00:14:59.000 --> 00:15:01.000]  我睡了 你沒空來
[00:15:01.000 --> 00:15:03.000]  而且
[00:15:03.000 --> 00:15:05.000]  因為你情馳迫切
[00:15:05.000 --> 00:15:07.000]  他又改變心態給你
[00:15:07.000 --> 00:15:09.000]  那就是說上帝本來不想答應你的
[00:15:09.000 --> 00:15:11.000]  但如果你是情馳迫切的時候
[00:15:11.000 --> 00:15:13.000]  上帝會答應你
[00:15:13.000 --> 00:15:15.000]  這樣的神
[00:15:15.000 --> 00:15:17.000]  一定有問題的
[00:15:17.000 --> 00:15:19.000]  我們的上帝不應該是這樣
[00:15:19.000 --> 00:15:21.000]  因為你情馳迫切的時候
[00:15:21.000 --> 00:15:23.000]  本來不理你 我睡了
[00:15:23.000 --> 00:15:25.000]  如果我們說這個比喻
[00:15:25.000 --> 00:15:27.000]  是重點
[00:15:27.000 --> 00:15:29.000]  是說祈禱的時候是情馳迫切的時候
[00:15:29.000 --> 00:15:31.000]  我們就有很多問題存在
[00:15:31.000 --> 00:15:33.000]  這個比喻
[00:15:33.000 --> 00:15:35.000]  對神的描述
[00:15:35.000 --> 00:15:37.000]  是我們搞不通的
[00:15:37.000 --> 00:15:39.000]  上帝不會是這樣
[00:15:39.000 --> 00:15:41.000]  上帝不會像這個朋友一樣
[00:15:41.000 --> 00:15:43.000]  我睡了 不要來騷擾我
[00:15:43.000 --> 00:15:45.000]  但因為你情馳迫切的時候
[00:15:45.000 --> 00:15:47.000]  給你給你
[00:15:47.000 --> 00:15:49.000]  原故裡
[00:15:49.000 --> 00:15:51.000]  我們的上帝不應該是這樣的上帝
[00:15:51.000 --> 00:15:53.000]  所以這個比喻
[00:15:53.000 --> 00:15:55.000]  似乎
[00:15:55.000 --> 00:15:57.000]  不是我們想像中
[00:15:57.000 --> 00:15:59.000]  重點是說情馳迫切
[00:15:59.000 --> 00:16:01.000]  如果不是情馳迫切
[00:16:01.000 --> 00:16:03.000]  是這段聖經的主題
[00:16:03.000 --> 00:16:05.000]  究竟是什麼主題呢
[00:16:05.000 --> 00:16:07.000]  其實所有的問題
[00:16:07.000 --> 00:16:09.000]  是在乎什麼叫情馳迫切
[00:16:09.000 --> 00:16:13.000]  如果再看清楚的時候
[00:16:13.000 --> 00:16:15.000]  我發覺有些東西不同
[00:16:15.000 --> 00:16:17.000]  情馳迫切這個字
[00:16:17.000 --> 00:16:19.000]  希臘文的字叫
[00:16:19.000 --> 00:16:21.000]  我寫在大綱裡
[00:16:21.000 --> 00:16:23.000]  這個字
[00:16:23.000 --> 00:16:25.000]  原來
[00:16:25.000 --> 00:16:27.000]  這個意思
[00:16:27.000 --> 00:16:29.000]  跟情馳迫切
[00:16:29.000 --> 00:16:31.000]  是沒有什麼關係
[00:16:31.000 --> 00:16:33.000]  我們中文所謂情馳迫切
[00:16:33.000 --> 00:16:35.000]  就是你很懇求 拜託你
[00:16:35.000 --> 00:16:37.000]  幫幫忙
[00:16:37.000 --> 00:16:39.000]  這樣就叫情馳迫切
[00:16:39.000 --> 00:16:41.000]  但這個意思完全不是這樣的意思
[00:16:41.000 --> 00:16:43.000]  希臘文的意思是什麼呢
[00:16:43.000 --> 00:16:45.000]  是貌面
[00:16:45.000 --> 00:16:47.000]  是很負面的意思
[00:16:47.000 --> 00:16:49.000]  所以有些英文聖經叫
[00:16:49.000 --> 00:16:51.000]  shameless
[00:16:51.000 --> 00:16:53.000]  不怕醜 不知醜
[00:16:53.000 --> 00:16:55.000]  用我們廣東話
[00:16:55.000 --> 00:16:57.000]  不好意思 不怕醜 不怕尷尬
[00:16:57.000 --> 00:16:59.000]  而不是情馳迫切
[00:16:59.000 --> 00:17:01.000]  情馳迫切是很正面的
[00:17:01.000 --> 00:17:03.000]  情馳迫切就是說
[00:17:03.000 --> 00:17:05.000]  求求你 拜託你
[00:17:05.000 --> 00:17:07.000]  又求又求
[00:17:07.000 --> 00:17:09.000]  但阿拉迪亞這個字
[00:17:09.000 --> 00:17:11.000]  完全不是這麼正面
[00:17:11.000 --> 00:17:13.000]  是負面的
[00:17:13.000 --> 00:17:15.000]  負面的意思是什麼呢
[00:17:15.000 --> 00:17:17.000]  是丟臉
[00:17:17.000 --> 00:17:19.000]  不好意思 不怕醜
[00:17:19.000 --> 00:17:21.000]  不怕尷尬
