
[00:00:00.000 --> 00:00:08.000]  我本來想叫今天的訊息是叫做海沙般的挑戰
[00:02:08.000 --> 00:02:13.000]  今天要跟大家講的是第十一章 是北邊的戰爭
[00:02:13.000 --> 00:02:17.000]  夏娑王也聚集諸王在夏娑
[00:02:17.000 --> 00:02:22.000]  在米倫水邊安營和以色列人真戰
[00:02:22.000 --> 00:02:26.000]  經文在約書亞第十一章第一節
[00:02:26.000 --> 00:02:33.000]  夏娑王耶賓聽見這事就打發人去見馬頓王約巴
[00:02:33.000 --> 00:02:36.000]  聽見這個字很重要
[00:02:36.000 --> 00:02:41.000]  在約書亞記裡面聽見這個字是重複出現
[00:02:41.000 --> 00:02:46.000]  第一次首先出現就是在約書亞記的二章
[00:02:46.000 --> 00:02:51.000]  講到那俠聽見耶和華的事他敬畏耶和華
[00:02:51.000 --> 00:02:56.000]  在第五章講到約旦河西的阿摩尼諸王
[00:02:56.000 --> 00:03:02.000]  他們也聽見以色列人的事令他們心都消化
[00:03:02.000 --> 00:03:09.000]  在第九章講到希美人也聽見以色列人的事
[00:03:09.000 --> 00:03:14.000]  聽見耶和華 他們甚至知道耶和華的律例典章是怎樣說
[00:03:14.000 --> 00:03:19.000]  所以他們希望和以色列人納約
[00:03:19.000 --> 00:03:23.000]  上一次講到耶路撒冷王亞多尼洗德
[00:03:23.000 --> 00:03:28.000]  聽見耶利哥艾成怎樣被以色列人奪取
[00:03:28.000 --> 00:03:33.000]  聽見有關希美人反叛自己的事
[00:03:33.000 --> 00:03:37.000]  今天我們見到夏娑王同樣聽見
[00:03:37.000 --> 00:03:41.000]  神是給世人聽見他的訊息
[00:03:41.000 --> 00:03:44.000]  這是神的恩典
[00:03:44.000 --> 00:03:47.000]  我們聽見神的訊息如果能夠接受的話
[00:03:47.000 --> 00:03:49.000]  這是我們的福氣
[00:03:49.000 --> 00:03:57.000]  就好像欺騙人 拉合日加他們願意接受神脫離迦南人
[00:03:57.000 --> 00:03:59.000]  結果他們得救
[00:03:59.000 --> 00:04:05.000]  全部迦南人都聽見神怎樣帶領以色列人過約旦河
[00:04:05.000 --> 00:04:07.000]  河水都分開
[00:04:07.000 --> 00:04:12.000]  他們聽見神怎樣帶領以色列人攻打耶利哥城
[00:04:12.000 --> 00:04:15.000]  不斷一兵一卒 整個耶利哥城倒塌
[00:04:15.000 --> 00:04:20.000]  他們也聽見冰雹怎樣只打在迦南人身上
[00:04:20.000 --> 00:04:22.000]  沒有打在以色列人身上
[00:04:22.000 --> 00:04:24.000]  這是神跡其事
[00:04:24.000 --> 00:04:29.000]  他們也聽見日頭怎樣在欺騙停留
[00:04:29.000 --> 00:04:32.000]  但是有多少人願意悔改呢
[00:04:32.000 --> 00:04:38.000]  只有拉合日加和欺騙人欺美人願意悔改
[00:04:38.000 --> 00:04:45.000]  今天我們要講在不變約書亞和以色列人
[00:04:45.000 --> 00:04:50.000]  向不變諸王對抗來到真戰
[00:04:50.000 --> 00:04:54.000]  在約書亞記的十一章二至五節
[00:04:54.000 --> 00:05:02.000]  新倫王亞撒王與北方山地基尼列南邊的阿拉巴高原
[00:05:02.000 --> 00:05:09.000]  並西邊多爾山干的諸王又去見東方和西方的迦南人
[00:05:09.000 --> 00:05:15.000]  與山地的阿摩利人、黑人、比利洗人、耶布斯人
[00:05:15.000 --> 00:05:19.000]  並黑門山根米斯巴地的欺美人
[00:05:19.000 --> 00:05:23.000]  很有趣 原來在黑門山還有一些欺美人
[00:05:23.000 --> 00:05:27.000]  他們沒有悔改 他們沒有接受耶和華
[00:05:27.000 --> 00:05:31.000]  這些王和他們的眾軍都出來
[00:05:31.000 --> 00:05:36.000]  人數多於海邊的沙 並有許多馬匹車輛
[00:05:36.000 --> 00:05:40.000]  這諸王會合來到米倫水邊
[00:05:40.000 --> 00:05:44.000]  一同安營要與以色列人真戰
[00:05:44.000 --> 00:05:47.000]  經文講到基尼列
[00:05:47.000 --> 00:05:52.000]  基尼列這個名字就是加利利古代的名字
[00:05:52.000 --> 00:05:56.000]  加利利原來古代就是基尼列
[00:05:56.000 --> 00:06:01.000]  所以我們見到現在講的這個戰場其實在以色列的北邊
[00:06:01.000 --> 00:06:06.000]  耶穌基督在世的時候都有兩個主要的工場
[00:06:06.000 --> 00:06:11.000]  一個就是南邊的猶大 一個就是北邊的加利利
[00:06:11.000 --> 00:06:17.000]  當北國的國家聽見南面諸王的事
[00:06:17.000 --> 00:06:23.000]  但他們沒有像欺騙人和拉合一家那樣
[00:06:23.000 --> 00:06:29.000]  都是認罪悔改 反而是聯合希望對抗以色列
[00:06:29.000 --> 00:06:33.000]  這個和我上次所講的很相似
[00:06:33.000 --> 00:06:39.000]  我們上次是講到末世的啟示錄
[00:06:39.000 --> 00:06:43.000]  當很多的災難臨到這個世上
[00:06:43.000 --> 00:06:46.000]  有冰雹打在人的身上
[00:06:46.000 --> 00:06:50.000]  還有就是有白天停留敲人
[00:06:50.000 --> 00:06:55.000]  但他們都不悔改 他們仍然咒罵神
[00:06:55.000 --> 00:07:00.000]  這個和我們今天所講的非常相似
[00:07:00.000 --> 00:07:07.000]  其實加南人是非常的巧用善戰
[00:07:07.000 --> 00:07:09.000]  他們不像以色列人
[00:07:09.000 --> 00:07:12.000]  以色列人在愛琴四百年
[00:07:12.000 --> 00:07:16.000]  他們是奴僕 他們絕對沒有軍事訓練
[00:07:16.000 --> 00:07:18.000]  他們也沒有武器
[00:07:18.000 --> 00:07:21.000]  在礦野上漂流了四十年
[00:07:21.000 --> 00:07:25.000]  他們能夠打贏加南人
[00:07:25.000 --> 00:07:29.000]  實在是神職其事 是神幫助他們
[00:07:29.000 --> 00:07:33.000]  加南人的人數多於海邊的沙
[00:07:33.000 --> 00:07:37.000]  根據猶太人的歷史學家約瑟夫
[00:07:37.000 --> 00:07:41.000]  他統計當年可能有三十萬的加南人
[00:07:41.000 --> 00:07:44.000]  所以好像海沙一樣多
[00:07:44.000 --> 00:07:48.000]  有一萬的騎兵 有二萬的戰車
[00:07:48.000 --> 00:07:52.000]  加南人有很先進的戰車
[00:07:52.000 --> 00:07:55.000]  可以在戰車上發出長矛
[00:07:55.000 --> 00:07:58.000]  射出弓箭來攻擊以色列人
[00:07:58.000 --> 00:08:01.000]  面對這麼大的一支軍隊
[00:08:01.000 --> 00:08:04.000]  以色列人一定非常害怕
[00:08:04.000 --> 00:08:10.000]  但神跟以色列人說這一場戰爭很快就會結束
[00:08:10.000 --> 00:08:15.000]  在約書亞記的十一章七至八節
[00:08:15.000 --> 00:08:18.000]  約書亞率領一切的兵兵
[00:08:18.000 --> 00:08:23.000]  在米倫水邊突然向前攻打他們
[00:08:23.000 --> 00:08:26.000]  耶和華將他們交在以色列人手裡
[00:08:26.000 --> 00:08:29.000]  以色列人就擊殺他們
[00:08:29.000 --> 00:08:32.000]  追趕他們到西頓大城
[00:08:32.000 --> 00:08:35.000]  到米斯里弗馬欽
[00:08:35.000 --> 00:08:40.000]  直到東邊米斯巴的平原將他們擊殺
[00:08:40.000 --> 00:08:42.000]  沒有留下一個
[00:08:42.000 --> 00:08:45.000]  在一天之內
[00:08:45.000 --> 00:08:48.000]  這麼強大的軍隊完全瓦解
[00:08:48.000 --> 00:08:51.000]  被以色列人擊敗
[00:08:51.000 --> 00:08:57.000]  我們看到約書亞命令他的士兵將馬匹殺死
[00:08:57.000 --> 00:09:01.000]  將戰車也燒毀
[00:09:01.000 --> 00:09:06.000]  因為他們不想以色列人再用這些武器來攻擊自己
[00:09:06.000 --> 00:09:10.000]  然後捉住夏所皇將他處決
[00:09:10.000 --> 00:09:16.000]  約書亞記毫無疑問是一本充滿血腥的書
[00:09:16.000 --> 00:09:22.000]  有人會問為何神容許有這麼多殺戮在約書亞記
[00:09:22.000 --> 00:09:27.000]  也有很多人問可不可以不讀約書亞記
[00:09:27.000 --> 00:09:31.000]  讀一些比較屬靈的書籍
[00:09:31.000 --> 00:09:36.000]  但神偏偏將約書亞記放在聖經裡
[00:09:36.000 --> 00:09:43.000]  是要透過約書亞記來教我們如何打壓屬靈的真戰
[00:09:43.000 --> 00:09:48.000]  其實約書亞記裡所說的是屬靈的真戰
[00:09:48.000 --> 00:09:50.000]  我們首先看到第一點
[00:09:50.000 --> 00:09:54.000]  就是屬靈的真戰是屬於神
[00:09:54.000 --> 00:09:57.000]  所以這是上主的真戰
[00:09:57.000 --> 00:10:01.000]  在約書亞記的戰爭不是約書亞的戰爭
[00:10:01.000 --> 00:10:03.000]  甚至不是以色列人的戰爭
[00:10:03.000 --> 00:10:06.000]  是神自己的真戰
[00:10:06.000 --> 00:10:11.000]  最好證明這個戰爭是屬於神的
[00:10:11.000 --> 00:10:14.000]  是在約書亞記的第五章
[00:10:14.000 --> 00:10:17.000]  約書亞在耶利哥城的外面
[00:10:17.000 --> 00:10:20.000]  他見到耶和華的元帥
[00:10:20.000 --> 00:10:24.000]  耶和華的元帥和約書亞來見面
[00:10:24.000 --> 00:10:27.000]  教他們如何打壓耶利哥城
[00:10:27.000 --> 00:10:29.000]  所以從這裡我們就看到
[00:10:29.000 --> 00:10:31.000]  這一場是耶和華的真戰
[00:10:31.000 --> 00:10:33.000]  他自己就是元帥
[00:10:33.000 --> 00:10:36.000]  他統領以色列人來攻打加南人
[00:10:36.000 --> 00:10:40.000]  為什麼神要攻打加南人呢?
[00:10:40.000 --> 00:10:43.000]  因為加南人是惡貫滿盈
[00:10:43.000 --> 00:10:48.000]  在創世記的十五章十三節和十六節
[00:10:48.000 --> 00:10:50.000]  耶和華對亞伯蘭說
[00:10:50.000 --> 00:10:53.000]  你的後裔必寄居別人的地
[00:10:53.000 --> 00:10:55.000]  又服侍那地的人
[00:10:55.000 --> 00:10:58.000]  那地的人要輔待他們四百年
[00:10:58.000 --> 00:11:02.000]  到了第四代他們必回到此地
[00:11:02.000 --> 00:11:06.000]  因為阿摩利人的罪孽還沒有滿盈
[00:11:06.000 --> 00:11:11.000]  神給了加南人四百年來悔改
[00:11:11.000 --> 00:11:13.000]  他們都沒有悔改
[00:11:13.000 --> 00:11:16.000]  甚至神給他們四十年
[00:11:16.000 --> 00:11:19.000]  就是以色列人在曠野漂流四十年
[00:11:19.000 --> 00:11:22.000]  再給他們四十年他們都沒有悔改
[00:11:22.000 --> 00:11:25.000]  所以最後神的審判
[00:11:25.000 --> 00:11:30.000]  神的奏助就臨到加南人身上
[00:11:30.000 --> 00:11:34.000]  神是要將加南地
[00:11:34.000 --> 00:11:38.000]  給以色列人這個流奶與麥的地
[00:11:38.000 --> 00:11:42.000]  但是這個地也是被加南人所佔據
[00:11:42.000 --> 00:11:44.000]  有很多加南人在那裡
[00:11:44.000 --> 00:11:47.000]  而他們是拜偶像
[00:11:47.000 --> 00:11:50.000]  他們甚至將自己的子女獻給神
[00:11:50.000 --> 00:11:54.000]  神不要以色列人學加南人
[00:11:54.000 --> 00:11:58.000]  其中加南人當中有七個族
[00:11:58.000 --> 00:12:00.000]  是特別邪惡的
[00:12:00.000 --> 00:12:01.000]  所以在聖經裡
[00:12:01.000 --> 00:12:04.000]  神叫以色列人要滅掉這七個族
[00:12:04.000 --> 00:12:07.000]  但是雖然如此
[00:12:07.000 --> 00:12:11.000]  神仍然給加南人有機會悔改
[00:12:11.000 --> 00:12:12.000]  接受自己
[00:12:12.000 --> 00:12:17.000]  他派使者到拉俠的家裡
[00:12:17.000 --> 00:12:19.000]  例如是救贖拉俠
[00:12:19.000 --> 00:12:23.000]  他也給欺騙人有悔改的機會
[00:12:23.000 --> 00:12:26.000]  其實欺騙或者欺蔑人
[00:12:26.000 --> 00:12:28.000]  是加南七族其中的一族
[00:12:28.000 --> 00:12:30.000]  就是神說要毀滅的
[00:12:30.000 --> 00:12:33.000]  但是當他們願意悔改的時候
[00:12:33.000 --> 00:12:37.000]  神一樣給他們機會來接受他們
[00:12:37.000 --> 00:12:41.000]  其他的人又怎麼樣呢
[00:12:41.000 --> 00:12:44.000]  我們看看約書雅記的十一章二十節
[00:12:44.000 --> 00:12:49.000]  因為耶和華的意思是要使他們心裡剛硬
[00:12:49.000 --> 00:12:51.000]  來與以色列人爭戰
[00:12:51.000 --> 00:12:53.000]  好叫他們準備殺滅
[00:12:53.000 --> 00:12:55.000]  不蒙憐憫
[00:12:55.000 --> 00:12:58.000]  正如耶和華所吩咐的
[00:12:58.000 --> 00:13:03.000]  有人說你這位神真是殘忍
[00:13:03.000 --> 00:13:06.000]  令人的心剛硬
[00:13:06.000 --> 00:13:09.000]  然後就毀滅他們
[00:13:09.000 --> 00:13:15.000]  其實這件事與出埃及記的法老王很相似
[00:13:15.000 --> 00:13:17.000]  記不記得那個法老王
[00:13:17.000 --> 00:13:20.000]  是他自己的心才剛硬
[00:13:20.000 --> 00:13:23.000]  神就令他的心更加剛硬
[00:13:23.000 --> 00:13:27.000]  神跟他說你的心剛硬你是沒有藉口的
[00:13:27.000 --> 00:13:30.000]  你要為自己的心剛硬來負責任
[00:13:30.000 --> 00:13:34.000]  就好像羅馬書的二章五到六節
[00:13:34.000 --> 00:13:37.000]  說你竟任著你剛硬不悔改的心
[00:13:37.000 --> 00:13:39.000]  為自己積蓄憤怒
[00:13:39.000 --> 00:13:44.000]  以至神震怒顯他公義審判的日子來到
[00:13:44.000 --> 00:13:47.000]  他必照各人的行為報應各人
[00:13:47.000 --> 00:13:53.000]  心硬不接受神的人絕對不可以怪神
[00:13:53.000 --> 00:13:56.000]  他們要為自己來負責任
[00:13:56.000 --> 00:13:58.000]  這就是神的經濟學
[00:13:58.000 --> 00:14:01.000]  神的經濟學很有趣
[00:14:01.000 --> 00:14:04.000]  你有的時候神會給你更多
[00:14:04.000 --> 00:14:08.000]  如果你沒有的時候連你有的神都會拿走
[00:14:08.000 --> 00:14:13.000]  就好像一個人願意尋求神
[00:14:13.000 --> 00:14:14.000]  願意接受神
[00:14:14.000 --> 00:14:16.000]  神會給他有亮光
[00:14:16.000 --> 00:14:18.000]  越多越來越多的亮光
[00:14:18.000 --> 00:14:23.000]  甚至會差派使者來救贖你
[00:14:23.000 --> 00:14:27.000]  就好像拉合和他的家人一樣
[00:14:27.000 --> 00:14:29.000]  當你願意尋求神
[00:14:29.000 --> 00:14:32.000]  神會給你越來越多的亮光
[00:14:32.000 --> 00:14:35.000]  但如果你拒絕接受神
[00:14:35.000 --> 00:14:38.000]  你不相信你的心剛硬的時候
[00:14:38.000 --> 00:14:41.000]  神會令你的心更加剛硬
[00:14:41.000 --> 00:14:43.000]  這就是神的經濟學
[00:14:43.000 --> 00:14:44.000]  很有趣
[00:14:44.000 --> 00:14:47.000]  這也是聖經所教我們
[00:14:47.000 --> 00:14:53.000]  其實神沒有叫以色列人將全部的迦南人殺光
[00:14:53.000 --> 00:14:56.000]  只是叫以色列人殺迦南的七族
[00:14:56.000 --> 00:14:59.000]  在新命記的七章一節
[00:14:59.000 --> 00:15:02.000]  二十章的十六至十八節
[00:15:02.000 --> 00:15:06.000]  使徒行傳的十三章十九節都講得很清楚
[00:15:06.000 --> 00:15:10.000]  我們怎知道還有其他的迦南人呢?
[00:15:10.000 --> 00:15:13.000]  在約書雅記的十二章告訴我們
[00:15:13.000 --> 00:15:17.000]  一共有三十三個迦南國
[00:15:17.000 --> 00:15:20.000]  有兩個在約旦河的東面
[00:15:20.000 --> 00:15:23.000]  有三十一個在約旦河的西面
[00:15:23.000 --> 00:15:26.000]  但我們看到神是沒有憐憫
[00:15:26.000 --> 00:15:33.000]  祂只是叫以色列人殺那七個非常邪惡的迦南族人
[00:15:33.000 --> 00:15:37.000]  為何要將這七個族毀滅
[00:15:37.000 --> 00:15:39.000]  我剛才說過了
[00:15:39.000 --> 00:15:40.000]  是因為他們的邪惡
[00:15:40.000 --> 00:15:42.000]  他們不願意悔改
[00:15:42.000 --> 00:15:45.000]  神給了他們四百多年來悔改
[00:15:45.000 --> 00:15:48.000]  但我相信另外是有一個原因
[00:15:48.000 --> 00:15:50.000]  為何神要滅絕他們
[00:15:50.000 --> 00:15:54.000]  其實在約書雅記所說的這個真戰
[00:15:54.000 --> 00:15:58.000]  是末世真戰的一個預言
[00:15:58.000 --> 00:16:02.000]  我們看到在末世我們說過
[00:16:02.000 --> 00:16:04.000]  基督是會崛起
[00:16:04.000 --> 00:16:09.000]  他是會和十個羅馬帝國的國家納約
[00:16:09.000 --> 00:16:12.000]  這就是但爾里書第二章我們說
[00:16:12.000 --> 00:16:17.000]  那個人像金的頭銀的身體銅的肚腹
[00:16:17.000 --> 00:16:19.000]  鐵的腳就是羅馬帝國
[00:16:19.000 --> 00:16:22.000]  十隻腳趾半鐵半泥
[00:16:22.000 --> 00:16:26.000]  就是由羅馬帝國延伸出來的十個國家
[00:16:26.000 --> 00:16:29.000]  他們會和迪基督聯盟
[00:16:29.000 --> 00:16:32.000]  但爾里書的七章七至八節
[00:16:32.000 --> 00:16:36.000]  說這獸與前三獸大不相同
[00:16:36.000 --> 00:16:37.000]  頭有十角
[00:16:37.000 --> 00:16:39.000]  我靜觀看這些角
[00:16:39.000 --> 00:16:42.000]  見其中又長起一個小角
[00:16:42.000 --> 00:16:45.000]  先前的角中有三角在這角前
[00:16:45.000 --> 00:16:47.000]  連根被他拔出來
[00:16:47.000 --> 00:16:52.000]  這角有眼將人的眼有口說誇大的話
[00:16:52.000 --> 00:16:56.000]  很明顯這個小角說誇大的話
[00:16:56.000 --> 00:16:58.000]  就是迪基督的國
[00:16:58.000 --> 00:17:02.000]  他會將先前十個國中的三個國滅了
[00:17:02.000 --> 00:17:04.000]  變成七個國
[00:17:04.000 --> 00:17:08.000]  這七個國也是非常邪惡
[00:17:08.000 --> 00:17:10.000]  他們和迪基督聯盟
[00:17:10.000 --> 00:17:14.000]  所以在末世這七個國也會被滅絕
[00:17:14.000 --> 00:17:19.000]  這就和約書亞記非常相似
[00:17:19.000 --> 00:17:22.000]  大家都是七個國或七個族
[00:17:22.000 --> 00:17:25.000]  正如約書亞記告訴我們
[00:17:25.000 --> 00:17:28.000]  還有很多其他的國
[00:17:28.000 --> 00:17:30.000]  約書亞記的十二章
[00:17:30.000 --> 00:17:32.000]  末世也是一樣
[00:17:32.000 --> 00:17:36.000]  不單止是這七個國和迪基督聯盟
[00:17:36.000 --> 00:17:42.000]  還有萬民很多的國都會和迪基督聯盟
[00:17:42.000 --> 00:17:45.000]  在撒加利亞書的十二章三節
[00:17:45.000 --> 00:17:48.000]  那日我必使耶路撒冷
[00:17:48.000 --> 00:17:52.000]  向聚集攻擊他的萬民
[00:17:52.000 --> 00:17:54.000]  當作一塊重石頭
[00:17:54.000 --> 00:17:57.000]  凡舉起的必受重傷
[00:17:57.000 --> 00:17:59.000]  有沒有看到除了這七個國
[00:17:59.000 --> 00:18:04.000]  撒旦還會煽動萬民列國來攻打以色列
[00:18:04.000 --> 00:18:10.000]  這就和約書亞記所記載的一模一樣
[00:18:10.000 --> 00:18:13.000]  所以我相信約書亞記所說的
[00:18:13.000 --> 00:18:17.000]  完全是末世這場真戰的預言
[00:18:17.000 --> 00:18:20.000]  為什麼要滅絕這七個族
[00:18:20.000 --> 00:18:21.000]  迦南七族
[00:18:21.000 --> 00:18:24.000]  第一他們自己是邪惡
[00:18:24.000 --> 00:18:26.000]  應該要滅絕他們
[00:18:26.000 --> 00:18:28.000]  第二這是一個預言
[00:18:28.000 --> 00:18:31.000]  和末世的情形是一模一樣
[00:18:31.000 --> 00:18:36.000]  這一場是一場很有趣的戰爭
[00:18:36.000 --> 00:18:39.000]  在約書亞記的十章
[00:18:39.000 --> 00:18:42.000]  我們說到南國的真戰
[00:18:42.000 --> 00:18:45.000]  是否充滿了神蹟奇事
[00:18:45.000 --> 00:18:48.000]  我們看到兵搏打在迦南人身上
[00:18:48.000 --> 00:18:50.000]  而不是在以色列人身上
[00:18:50.000 --> 00:18:53.000]  我們看到日頭都會停在機片
[00:18:53.000 --> 00:18:55.000]  充滿神蹟奇事
[00:18:55.000 --> 00:18:57.000]  但今天我們說的十一章
[00:18:57.000 --> 00:19:01.000]  北國的戰爭完全沒有神蹟奇事
[00:19:01.000 --> 00:19:05.000]  只靠以色列人來攻打敵人
[00:19:05.000 --> 00:19:07.000]  沒有神蹟奇事
[00:19:07.000 --> 00:19:11.000]  這和我們做神的工作很相似
[00:19:11.000 --> 00:19:15.000]  有時候神會透過神蹟奇事來幫助我們
[00:19:15.000 --> 00:19:20.000]  但有時候神會透過我們的工作來完成他的事工
[00:19:20.000 --> 00:19:22.000]  有時候兩者並行
[00:19:22.000 --> 00:19:24.000]  神會用他的神蹟
[00:19:24.000 --> 00:19:26.000]  我們會用我們的力量
[00:19:26.000 --> 00:19:29.000]  大部分時間都是這樣
[00:19:29.000 --> 00:19:31.000]  有人會問
[00:19:31.000 --> 00:19:33.000]  剛才說末世有一場真戰
[00:19:33.000 --> 00:19:35.000]  約書亞記就是這個預言
[00:19:35.000 --> 00:19:40.000]  究竟末世那場真戰是靠我們信徒來打呢
[00:19:40.000 --> 00:19:44.000]  還是耶穌基督是用神蹟奇事來真戰呢
[00:19:44.000 --> 00:19:48.000]  我相信末世是一場神蹟奇事的真戰
[00:19:48.000 --> 00:19:50.000]  因為啟示六十九章
[00:19:50.000 --> 00:19:54.000]  說有劍從耶穌基督的口中來戰勝敵人
[00:19:54.000 --> 00:19:58.000]  在說爾忽所書的第六章說補劍是什麼
[00:19:58.000 --> 00:20:00.000]  是神的話語
[00:20:00.000 --> 00:20:02.000]  所以我相信末世那場真戰
[00:20:02.000 --> 00:20:07.000]  耶穌基督用他的口中的話語就能戰勝敵人
[00:20:07.000 --> 00:20:10.000]  就好像他用話語來創造一切
[00:20:10.000 --> 00:20:12.000]  他的話語是非常非常有力
[00:20:12.000 --> 00:20:14.000]  他自己就是神的話語
[00:20:14.000 --> 00:20:21.000]  所以我相信末世這場真戰是神蹟奇事的戰爭
[00:20:21.000 --> 00:20:25.000]  除了我們看到這是神的真戰
[00:20:25.000 --> 00:20:28.000]  這也是一場屬靈的真戰
[00:20:28.000 --> 00:20:33.000]  這也是我們為什麼要讀舊約的戰爭
[00:20:33.000 --> 00:20:38.000]  就是從舊約的戰爭能夠學到新約屬靈的真戰
[00:20:38.000 --> 00:20:41.000]  幫助我們來裝備自己
[00:20:41.000 --> 00:20:46.000]  一個基督徒的生命是充滿了屬靈的真戰
[00:20:46.000 --> 00:20:50.000]  保羅在《哥林多後書》的十章三至四節
[00:20:50.000 --> 00:20:54.000]  他說這些真戰不是憑著血氣的
[00:20:54.000 --> 00:21:00.000]  我們用的武器這些真戰的兵器本不是屬血氣的
[00:21:00.000 --> 00:21:03.000]  在提摩泰前書的六章十二節
[00:21:03.000 --> 00:21:07.000]  也說你們要為真道打爛美好的仗
[00:21:07.000 --> 00:21:10.000]  在提摩泰後書的二章三節
[00:21:10.000 --> 00:21:13.000]  保羅叫我們要和他一起受苦
[00:21:13.000 --> 00:21:16.000]  成為基督耶穌的精兵
[00:21:16.000 --> 00:21:18.000]  為什麼成為精兵?
[00:21:18.000 --> 00:21:20.000]  打爛屬靈的真戰
[00:21:20.000 --> 00:21:23.000]  有很多大兄姐妹可能說
[00:21:23.000 --> 00:21:29.000]  屬靈的真戰在我生命中從來都沒有見過
[00:21:29.000 --> 00:21:33.000]  其實很多屬靈的真戰都是內在的
[00:21:33.000 --> 00:21:36.000]  是我們的靈和血氣的真戰
[00:21:36.000 --> 00:21:39.000]  是我們的靈和肉體的真戰
[00:21:39.000 --> 00:21:42.000]  我們的靈是很希望服從神的話語
[00:21:42.000 --> 00:21:46.000]  但我們的肉體我們的血氣是不願意
[00:21:46.000 --> 00:21:49.000]  所以大部分的真戰都是內在
[00:21:49.000 --> 00:21:54.000]  所以如果你說我連內在的爭鬥都沒有的話
[00:21:54.000 --> 00:21:56.000]  就很為你擔心
[00:21:56.000 --> 00:21:59.000]  我們需要監察自己的信心
[00:21:59.000 --> 00:22:01.000]  如果是這樣的話
[00:22:01.000 --> 00:22:05.000]  基督徒的生命就是充滿屬靈的真戰
[00:22:05.000 --> 00:22:08.000]  而且我們是不能夠免疫的
[00:22:08.000 --> 00:22:11.000]  現在疫情的時候你說我去打免疫針
[00:22:11.000 --> 00:22:13.000]  我希望可以免疫
[00:22:13.000 --> 00:22:16.000]  但屬靈的真戰你不可以免疫
[00:22:16.000 --> 00:22:21.000]  每個人都要裝備自己來打美好的仗
[00:22:21.000 --> 00:22:27.000]  約書亞記我說和兩部新約的書非常相似
[00:22:27.000 --> 00:22:29.000]  一部就是啟示錄
[00:22:29.000 --> 00:22:30.000]  剛才說過了
[00:22:30.000 --> 00:22:32.000]  約書亞記裡面所記載的
[00:22:32.000 --> 00:22:35.000]  是末世那場真戰的一個預言
[00:22:35.000 --> 00:22:38.000]  所以和啟示錄是很相似
[00:22:38.000 --> 00:22:40.000]  另外一部書就是以弗所書
[00:22:40.000 --> 00:22:43.000]  以弗所書的第六章教我們
[00:22:43.000 --> 00:22:45.000]  如何打壓屬靈的真戰
[00:22:45.000 --> 00:22:47.000]  要穿起全副的軍裝
[00:22:47.000 --> 00:22:50.000]  所以約書亞記和以弗所書
[00:22:50.000 --> 00:22:52.000]  又是有非常之的相似
[00:22:52.000 --> 00:22:56.000]  教我們如何能夠裝備自己來打這場仗
[00:22:56.000 --> 00:23:00.000]  那究竟如何來打這場仗
[00:23:00.000 --> 00:23:02.000]  如何裝備自己呢
[00:23:02.000 --> 00:23:04.000]  我們今天一起來看五點
[00:23:04.000 --> 00:23:06.000]  是透過約書亞記
[00:23:06.000 --> 00:23:10.000]  第一點就是需要有一個充電的地方
[00:23:10.000 --> 00:23:13.000]  以色列人過了約旦河
[00:23:13.000 --> 00:23:17.000]  神命令他們在吉格安營
[00:23:17.000 --> 00:23:19.000]  在吉格建一個石碑
