
[00:00:00.000 --> 00:00:05.600]  各位大英姐妹、各位朋友,你們好
[00:01:31.680 --> 00:01:34.640]  如果我們明白這些結構性的問題
[00:01:34.640 --> 00:01:38.000]  我們對啟示錄的理解和
[00:01:38.000 --> 00:01:40.480]  啟示錄給我們的訊息
[00:01:40.480 --> 00:01:44.160]  就更加能夠準確和明白
[00:01:44.160 --> 00:01:47.120]  首先我們看看數目的問題
[00:01:47.120 --> 00:01:54.280]  究竟聖經或者猶太人對數目的意思是什麼呢?
[00:01:54.280 --> 00:01:56.680]  英文叫Demetria
[00:01:56.680 --> 00:02:03.880]  在整本啟示錄裡面總共有240處提及數目字
[00:02:03.880 --> 00:02:06.080]  解經家通常有兩種看法
[00:02:06.080 --> 00:02:07.800]  第一,直解
[00:02:07.800 --> 00:02:11.640]  說一就是一,說二就是二,說七就是七
[00:02:11.640 --> 00:02:15.000]  第二個是寓意的解法,Symbolic
[00:02:15.000 --> 00:02:16.800]  就是說說了七字的時候
[00:02:16.800 --> 00:02:19.120]  不只是說了數目七字
[00:02:19.120 --> 00:02:22.040]  而另外有一個隱藏的意思
[00:02:22.040 --> 00:02:24.280]  究竟誰是誰非呢?
[00:02:24.280 --> 00:02:25.600]  是直解呢?
[00:02:25.600 --> 00:02:28.120]  還是寓意的解法呢?
[00:02:28.120 --> 00:02:30.040]  其實這個問題並不複雜
[00:02:30.040 --> 00:02:32.760]  只要我們了解猶太人的文化
[00:02:32.760 --> 00:02:34.560]  就立刻可以知道
[00:02:34.560 --> 00:02:37.840]  所以猶太人是沒有數目字的
[00:02:37.840 --> 00:02:40.640]  我們現在所用的數目字是來自阿拉伯的
[00:02:40.640 --> 00:02:43.320]  所謂Hindu Arabic System
[00:02:43.320 --> 00:02:46.880]  在沒有阿拉伯數目字之前
[00:02:46.880 --> 00:02:49.520]  猶太人和不少的民族
[00:02:49.520 --> 00:02:53.120]  都是用他們所用的字母作為數目
[00:02:53.120 --> 00:02:55.760]  換句話說,每一個字母都有兩個意思
[00:02:55.760 --> 00:02:58.360]  第一個意思是代表一個數目
[00:02:58.360 --> 00:03:02.560]  比如好像希伯來文的Alep
[00:03:02.560 --> 00:03:05.160]  就是第一個Alep是1
[00:03:05.160 --> 00:03:08.160]  這個Dalet就是第4
[00:03:08.160 --> 00:03:10.720]  好像ABCD的D就是第4
[00:03:10.720 --> 00:03:13.200]  所以每一個數目字本身
[00:03:13.200 --> 00:03:15.760]  是有兩個意思的
[00:03:15.760 --> 00:03:17.800]  第一個意思是數目
[00:03:17.800 --> 00:03:20.520]  另外一個意思是字母
[00:03:20.520 --> 00:03:24.080]  我們可以用馬太呼音作為一個例子
[00:03:24.080 --> 00:03:27.440]  當馬太記述耶穌基督的家譜的時候
[00:03:27.440 --> 00:03:30.920]  他將耶穌的家譜分為三個時期
[00:03:30.920 --> 00:03:34.360]  第一個時期就是由阿伯拉罕至大衛
[00:03:34.360 --> 00:03:36.680]  總共有14代
[00:03:36.680 --> 00:03:40.040]  第二個時期就是由大衛至巴比倫
[00:03:40.040 --> 00:03:41.920]  亡了以色列國
[00:03:41.920 --> 00:03:44.000]  也是有14代
[00:03:44.000 --> 00:03:47.920]  第三個時期就是由巴比倫至耶穌
[00:03:47.920 --> 00:03:50.600]  也是有14代
[00:03:50.600 --> 00:03:53.360]  如果我們將14代直解
[00:03:53.360 --> 00:03:55.240]  14就是14
[00:03:55.240 --> 00:03:58.200]  這樣我們就遇到問題
[00:03:58.200 --> 00:04:01.360]  因為我們查考舊約聖經的時候發現
[00:04:01.360 --> 00:04:05.080]  每一個期其實不止14代
[00:04:05.080 --> 00:04:07.440]  原來在耶穌的家譜裡面
[00:04:07.440 --> 00:04:09.400]  有很多時候是漏了的
[00:04:09.400 --> 00:04:11.600]  這與事實不符
[00:04:11.600 --> 00:04:15.880]  如果我們當這是14代就真的直解14代
[00:04:15.880 --> 00:04:19.080]  就似乎與其他聖經有衝突了
[00:04:19.080 --> 00:04:20.960]  我們怎麼解釋呢
[00:04:20.960 --> 00:04:23.240]  我們可以不需要直解
[00:04:23.240 --> 00:04:25.240]  在希伯來文中
[00:04:25.240 --> 00:04:28.000]  Dalet D等於4
[00:04:28.000 --> 00:04:34.200]  Va我們英文所謂的W等於6
[00:04:34.200 --> 00:04:39.280]  大衛的名字希伯來文叫DWD
[00:04:39.280 --> 00:04:43.240]  Dalet 和 Dalet
[00:04:43.240 --> 00:04:47.720]  也就是4+6+4=14
[00:04:47.720 --> 00:04:51.400]  馬太之所以說是14代
[00:04:51.400 --> 00:04:56.040]  他不是看重數目的14
[00:04:56.040 --> 00:04:59.960]  而是說明耶穌是大衛的子孫
[00:04:59.960 --> 00:05:02.760]  就像馬太福音第一章第一節所說
[00:05:02.760 --> 00:05:04.360]  阿伯諾罕的後裔
[00:05:04.360 --> 00:05:05.760]  大衛的子孫
[00:05:05.760 --> 00:05:07.800]  子孫就是David的兒子
[00:05:07.800 --> 00:05:09.800]  耶穌基督的家譜
[00:05:09.800 --> 00:05:11.800]  所以我們的結論就是
[00:05:11.800 --> 00:05:15.680]  啟示錄的數目不單只是數目
[00:05:15.680 --> 00:05:19.400]  更有一個更深層次的意義
[00:05:19.400 --> 00:05:22.960]  其中最突出的莫過於七字
[00:05:22.960 --> 00:05:26.160]  或者與七字有關係的數目
[00:05:26.160 --> 00:05:28.640]  在啟示錄中我們發現有很多個七
[00:05:28.640 --> 00:05:29.600]  七個教會
[00:05:29.600 --> 00:05:30.240]  七印
[00:05:30.240 --> 00:05:30.840]  七號
[00:05:30.840 --> 00:05:31.440]  七碗
[00:05:31.440 --> 00:05:32.000]  七零
[00:05:32.000 --> 00:05:33.360]  七雷
[00:05:33.360 --> 00:05:35.520]  另外還有一些與七有關係的
[00:05:35.520 --> 00:05:37.360]  例如42個月
[00:05:37.360 --> 00:05:39.120]  就是三又二分一年
[00:05:39.120 --> 00:05:40.840]  就是七的一半
[00:05:40.840 --> 00:05:44.160]  這些數目在啟示錄是非常突出的
[00:05:44.160 --> 00:05:45.680]  七是什麼意思呢?
[00:05:45.680 --> 00:05:47.320]  是完全
[00:05:47.320 --> 00:05:49.080]  圓滿
[00:05:49.080 --> 00:05:50.520]  美好
[00:05:50.520 --> 00:05:51.640]  Complete
[00:05:51.640 --> 00:05:52.760]  Perfect
[00:05:52.760 --> 00:05:55.960]  所以42到一半就是不完全
[00:05:55.960 --> 00:05:57.720]  是短暫
[00:05:57.720 --> 00:06:01.560]  而這個七是表示完成了
[00:06:01.560 --> 00:06:03.960]  大功告成
[00:06:03.960 --> 00:06:06.480]  第二個特點我們要留意的
[00:06:06.480 --> 00:06:08.600]  就是我們剛才所說的Interlude
[00:06:08.600 --> 00:06:11.880]  中間短暫的休結時期
[00:06:11.880 --> 00:06:15.120]  我們發覺每一個大災難之間
[00:06:15.120 --> 00:06:18.040]  都有Interlude的啟示錄
[00:06:18.040 --> 00:06:20.880]  自從第六章開始至十六章
[00:06:20.880 --> 00:06:25.640]  這一大段聖經是講述神的審判
[00:06:25.640 --> 00:06:27.320]  這個審判有三個
[00:06:27.320 --> 00:06:28.960]  一是七人
[00:06:28.960 --> 00:06:30.800]  第二是七號
[00:06:30.800 --> 00:06:33.160]  第三是七碗
[00:06:33.160 --> 00:06:36.960]  第一個Interlude是發生在第六章完結後
[00:06:36.960 --> 00:06:41.640]  但是第七章又未來過一段期間
[00:06:41.640 --> 00:06:44.840]  突然間我們發覺聖經中有一個間斷
[00:06:44.840 --> 00:06:46.840]  就出現了一些事情
[00:06:46.840 --> 00:06:51.160]  就是從第七章第一節至十七節
[00:06:51.160 --> 00:06:56.960]  在這個時期發生了什麼事情呢?
[00:06:56.960 --> 00:06:59.920]  我們發覺
[00:06:59.920 --> 00:07:03.400]  發生的事情有十四萬四千個信徒
[00:07:03.400 --> 00:07:05.400]  受了上帝的引記
[00:07:05.400 --> 00:07:09.680]  這個就是第七章一節至第八節
[00:07:09.680 --> 00:07:12.360]  第二個就是成千上萬的人
[00:07:12.360 --> 00:07:15.720]  多到不可聲數
[00:07:15.720 --> 00:07:19.000]  是從各方各族各國各民而來
[00:07:19.000 --> 00:07:22.200]  他們穿上白衣在天上敬拜神
[00:07:22.200 --> 00:07:25.000]  這個是七章九節至十七節
[00:07:25.000 --> 00:07:29.800]  在那裡說上帝擦乾了他們的眼淚
[00:07:29.800 --> 00:07:32.800]  所以我們可以看到第一個Interlude
[00:07:32.800 --> 00:07:36.400]  都是關於神的指紋
[00:07:36.400 --> 00:07:38.400]  上帝請求的信徒
[00:07:38.400 --> 00:07:39.800]  上帝的指紋
[00:07:39.800 --> 00:07:42.000]  我們再看看第二個Interlude
[00:07:42.000 --> 00:07:46.000]  第二個Interlude發生在第六號吹響之後
[00:07:46.000 --> 00:07:50.000]  和第七號響之前的一段時期
[00:07:50.000 --> 00:07:54.400]  就是十章一節至十一章十四節
[00:07:54.400 --> 00:07:57.200]  在這個Interlude又發生了什麼事情呢?
[00:07:57.200 --> 00:08:00.600]  我們發現有幾件非常有趣的事情發生
[00:08:00.600 --> 00:08:04.000]  天使叫約翰吃盡小書卷
[00:08:04.000 --> 00:08:06.400]  吃的時候口中甜如蜜
[00:08:06.400 --> 00:08:08.600]  但肚子裡覺得很苦
[00:08:08.600 --> 00:08:13.400]  並向多民多國多方多和說預言
[00:08:13.400 --> 00:08:17.200]  吃了小書卷之後
[00:08:17.200 --> 00:08:22.200]  約翰就要到處說講神的話
[00:08:22.200 --> 00:08:24.600]  第二天使又叫約翰
[00:08:24.600 --> 00:08:29.600]  用胃子量一量神的電和祭壇
[00:08:29.600 --> 00:08:35.200]  但是所量的電外的丸子就不需要留了
[00:08:35.200 --> 00:08:37.400]  因為這是給外邦人的
[00:08:37.400 --> 00:08:40.800]  他們要遣答聖神四十二個月
[00:08:40.800 --> 00:08:43.800]  第三就說到有兩個見證人
[00:08:43.800 --> 00:08:46.000]  他們傳到一千二百六十日
[00:08:46.000 --> 00:08:47.200]  就是四十二個月
[00:08:47.200 --> 00:08:49.000]  就是三年半
[00:08:49.000 --> 00:08:52.400]  就被無底坑上來的獸所殺
[00:08:52.400 --> 00:08:55.600]  屍首倒在大城的街上
[00:08:55.600 --> 00:08:57.400]  但過了三天半
[00:08:57.400 --> 00:08:59.800]  他們就復活升天
[00:08:59.800 --> 00:09:01.800]  大災難就來到了
[00:09:01.800 --> 00:09:04.600]  這就是所謂第二個Interlude
[00:09:04.600 --> 00:09:06.200]  第二個Interlude
[00:09:06.200 --> 00:09:08.000]  就不僅僅是第一個Interlude
[00:09:08.000 --> 00:09:10.400]  只是說到上帝的指紋等等
[00:09:10.400 --> 00:09:14.000]  而是說到有關他們傳道的事宜
[00:09:14.000 --> 00:09:17.000]  並且因為傳道而遭殉道
[00:09:17.000 --> 00:09:19.600]  後來他們又復活了
[00:09:19.600 --> 00:09:21.600]  我們看最後一個Interlude
[00:09:21.600 --> 00:09:24.000]  最後這個Interlude
[00:09:24.000 --> 00:09:27.000]  是發生在第七號之後
[00:09:27.000 --> 00:09:29.200]  和第一碗之前
[00:09:29.200 --> 00:09:31.400]  也就是第十二章第一節
[00:09:31.400 --> 00:09:33.600]  至到第十五章八節
[00:09:33.600 --> 00:09:36.600]  在這個期間又發生了什麼事呢?
[00:09:36.600 --> 00:09:39.000]  非常有趣
[00:09:39.000 --> 00:09:42.600]  不僅是說到上帝的指紋
[00:09:42.600 --> 00:09:46.200]  也不是說到上帝的見證人
[00:09:46.200 --> 00:09:48.200]  他怎樣被殺
[00:09:48.200 --> 00:09:49.800]  後來怎樣復活
[00:09:49.800 --> 00:09:51.400]  而是說到這個大紅奴
[00:09:51.400 --> 00:09:53.200]  這個大紅奴就是撒旦
[00:09:53.200 --> 00:09:56.200]  追殺了他的夫人和他的男孩子
[00:09:56.200 --> 00:10:00.200]  但神卻幫助這個夫人逃到曠野
[00:10:00.200 --> 00:10:02.400]  養活了他1260天
[00:10:02.400 --> 00:10:04.200]  也就是三年半
[00:10:04.200 --> 00:10:08.200]  這個鷹孩就被提到天上了
[00:10:08.200 --> 00:10:10.800]  除了這個說到大紅奴之後
[00:10:10.800 --> 00:10:12.200]  又說到天上之戰
[00:10:12.200 --> 00:10:14.000]  大紅奴就在天上
[00:10:14.000 --> 00:10:17.400]  被天使米加勒所拜耳
[00:10:17.400 --> 00:10:19.800]  摔到地上
[00:10:19.800 --> 00:10:21.800]  在地上之戰
[00:10:21.800 --> 00:10:25.400]  迪基督是一個從海上來的獸
[00:10:25.400 --> 00:10:29.600]  加上這個從地上來的獸
[00:10:29.600 --> 00:10:31.800]  欺壓信徒42個月
[00:10:31.800 --> 00:10:36.200]  又制服各族、各民、各國、各方
[00:10:36.200 --> 00:10:39.000]  又將獸的名字和數目
[00:10:39.000 --> 00:10:41.800]  印記在他們手上和押上
[00:10:41.800 --> 00:10:43.400]  凡是沒有這些印記的
[00:10:43.400 --> 00:10:45.400]  就不可以做買賣
[00:10:45.400 --> 00:10:47.600]  同在這個英特律期間
[00:10:47.600 --> 00:10:51.200]  我們又見到這個144,000個信徒唱新歌
[00:10:51.200 --> 00:10:54.600]  三位天使就帶著福音的信息
[00:10:54.600 --> 00:10:56.800]  並且執行審判
[00:10:56.800 --> 00:10:59.200]  所有押上有壽命的人
[00:10:59.200 --> 00:11:02.200]  都在火壺中永遠受苦
[00:11:02.200 --> 00:11:04.400]  因為地上的樁架縮了
[00:11:04.400 --> 00:11:06.400]  信徒在玻璃海
[00:11:06.400 --> 00:11:11.200]  唱摩西新歌和高揚的新歌
[00:11:11.200 --> 00:11:14.400]  就是我們今天所討論的一段經文
[00:11:14.400 --> 00:11:19.400]  總括來說,在最後這個審判前夕的序幕
[00:11:19.400 --> 00:11:23.200]  黑暗掌權只是一個短暫的時期
[00:11:23.200 --> 00:11:24.600]  42個月
[00:11:24.600 --> 00:11:26.600]  但在這個時候樁架縮了
[00:11:26.600 --> 00:11:28.600]  神要收割
[00:11:28.600 --> 00:11:32.400]  神的收割不僅是拯救他的子民
[00:11:32.400 --> 00:11:36.600]  並且是要審判那些屬獸
[00:11:36.600 --> 00:11:38.400]  或者獸的記號
[00:11:38.400 --> 00:11:41.000]  或者他們的跟隨者
[00:11:41.000 --> 00:11:44.200]  這一段是第三個英特律
[00:11:44.200 --> 00:11:48.000]  是這一段也是第三個英特律的結論
[00:11:48.000 --> 00:11:53.600]  但同時也是在大災難七碗之前的一個序幕
[00:11:53.600 --> 00:11:56.400]  所以第三個我們說到的序幕
[00:11:56.400 --> 00:12:00.600]  在大災難之前的序幕是非常重要的
[00:12:00.600 --> 00:12:09.200]  而這一段聖經既可以上接英特律最後一個事件發生
[00:12:09.200 --> 00:12:14.000]  也啟開了第十六章七碗的災難
[00:12:14.000 --> 00:12:17.600]  我們詳細來看看末日的七災
[00:12:17.600 --> 00:12:19.200]  看看第一節
[00:12:19.200 --> 00:12:20.000]  第一節說
[00:12:20.000 --> 00:12:22.800]  我約翰見在天上有異象
[00:12:22.800 --> 00:12:24.200]  大而且其
[00:12:24.200 --> 00:12:27.400]  就是七位天使掌管末了的七災
[00:12:27.400 --> 00:12:32.000]  因為神的大路在這七災中發盡了
[00:12:32.000 --> 00:12:36.600]  約翰說這是一個大而且其的天上異象
[00:12:36.600 --> 00:12:39.600]  大而且其這個形容詞
[00:12:39.600 --> 00:12:43.000]  通常是用在神的事情上
[00:12:43.000 --> 00:12:45.000]  例如在第十五章第三節所說
[00:12:45.000 --> 00:12:49.000]  傳人者,你的作為大災,奇災
[00:12:49.000 --> 00:12:52.600]  大而且其是非常恰當的形容詞
[00:12:52.600 --> 00:12:56.400]  來形容第十六章最後這個七災
[00:12:56.400 --> 00:13:01.000]  這個最後這個七災也是上帝最後的一個審判
[00:13:01.000 --> 00:13:04.200]  很明顯這個大而且其的異象
[00:13:04.200 --> 00:13:09.400]  是指到七位天使掌管最後這個七個災難
[00:13:09.400 --> 00:13:11.200]  這個所謂末了就是最後
[00:13:11.200 --> 00:13:16.200]  不僅是指到七人七號七碗的最後一個災難
[00:13:16.200 --> 00:13:22.200]  而且也是世界末了歷史上最後一個災難
[00:13:22.200 --> 00:13:25.000]  是人歷史最後一個災難
[00:13:25.000 --> 00:13:27.800]  約翰用另外一個字去形容這個災難
[00:13:27.800 --> 00:13:29.600]  就是神的大路
[00:13:29.600 --> 00:13:30.400]  在《西學聖經》
[00:13:30.400 --> 00:13:35.400]  神的大路通常是指末日神審判的時候所發的大路
[00:13:35.400 --> 00:13:37.400]  就好像馬太夫第三章第七節
[00:13:37.400 --> 00:13:41.000]  誰人指示你們逃避將來的憤怒呢?
[00:13:41.000 --> 00:13:42.800]  或者是羅馬書第二章第五節
[00:13:42.800 --> 00:13:47.200]  以致神的憤怒顯出他的公義審判的日子來到
[00:13:47.200 --> 00:13:48.800]  所以在末日的時候
[00:13:48.800 --> 00:13:51.800]  也就是上帝的憤怒
[00:13:51.800 --> 00:13:55.400]  降臨在一切不乾不易的人身上
[00:13:55.400 --> 00:13:59.600]  這個就是上帝的公義的行為
[00:13:59.600 --> 00:14:01.400]  《聖經》屢次警告我們
[00:14:01.400 --> 00:14:04.600]  要逃避將來上帝的憤怒
[00:14:04.600 --> 00:14:06.400]  只有一個方法可以逃避
[00:14:06.400 --> 00:14:08.800]  趁著還有今天的機會
[00:14:08.800 --> 00:14:10.200]  是救恩的機會
[00:14:10.200 --> 00:14:14.200]  盡快接受耶穌基督作為我們的救主
[00:14:14.200 --> 00:14:18.200]  因為末後的災難實在是大而且其
[00:14:18.200 --> 00:14:22.200]  或者我們繼續來看看第二節至第四節
[00:14:22.200 --> 00:14:24.400]  在這個序幕裡面
[00:14:24.400 --> 00:14:27.400]  我們不單止看到神審判的大路
[00:14:27.400 --> 00:14:29.000]  顯明在天上
[00:14:29.000 --> 00:14:33.000]  同時我們也看到另外一幅完全不同的圖畫
[00:14:33.000 --> 00:14:35.400]  就是神的僕人和信徒
[00:14:35.400 --> 00:14:40.400]  站在玻璃海上唱出摩西之歌和高揚之歌
[00:14:40.400 --> 00:14:43.400]  也是勝利海船之歌
[00:14:43.400 --> 00:14:46.400]  我們來看看第二節至第四節
[00:14:46.400 --> 00:14:48.400]  我看見彷彿有玻璃海
[00:14:48.400 --> 00:14:51.400]  其中有火殘澤
[00:14:51.400 --> 00:14:54.400]  又看見那聖鳥獸和獸的像
[00:14:54.400 --> 00:14:57.400]  並他名字數目的人
[00:14:57.400 --> 00:14:59.400]  都站在玻璃海上
[00:14:59.400 --> 00:15:01.400]  拿著神的琴
[00:15:01.400 --> 00:15:04.400]  唱神僕人摩西的歌和高揚的歌
[00:15:04.400 --> 00:15:06.400]  說:主啊!傳人者啊!
[00:15:06.400 --> 00:15:08.400]  祢的作為大哉!萬世之王啊!
[00:15:08.400 --> 00:15:13.400]  祢的道徒而哉!成哉!
[00:15:13.400 --> 00:15:15.400]  原來在這個序幕當中
[00:15:15.400 --> 00:15:19.400]  我們看見一個大的師班在歌頌
[00:15:19.400 --> 00:15:21.400]  我們發覺很多時候在崇拜裡面
[00:15:21.400 --> 00:15:23.400]  有很多人不開口唱詩
[00:15:23.400 --> 00:15:26.400]  那些不開口唱詩的就要留心看看
[00:15:26.400 --> 00:15:27.400]  在這個序幕裡面
[00:15:27.400 --> 00:15:32.400]  每個信徒都在嘗試讚美神
[00:15:32.400 --> 00:15:34.400]  首先我們要看看
[00:15:34.400 --> 00:15:38.400]  玻璃海上站著唱這歌
[00:15:38.400 --> 00:15:40.400]  玻璃海是什麼來的呢?
[00:15:40.400 --> 00:15:42.400]  約翰還加上一句
[00:15:42.400 --> 00:15:45.400]  其中有火柴站著
[00:15:45.400 --> 00:15:48.400]  玻璃海這個字在四章六節出現過
[00:15:48.400 --> 00:15:51.400]  這幅圖畫出現的時候是這麼說的
[00:15:51.400 --> 00:15:53.400]  寶座前好像一個玻璃海
[00:15:53.400 --> 00:15:55.400]  如同水晶
[00:15:55.400 --> 00:15:58.400]  寶座中和寶座周圍有四個活物
[00:15:58.400 --> 00:16:01.400]  前後遍體都滿了眼睛
[00:16:01.400 --> 00:16:05.400]  但是在第十五章第二節
[00:16:05.400 --> 00:16:08.400]  所說的玻璃海的描述
[00:16:08.400 --> 00:16:12.400]  和在第四章第六節的描述是有點不同的
[00:16:12.400 --> 00:16:14.400]  不同的地方在哪裡呢?
[00:16:14.400 --> 00:16:15.400]  在第十五章第二節
[00:16:15.400 --> 00:16:20.400]  這個玻璃海是有火柴站著的
[00:16:20.400 --> 00:16:25.400]  還有那些唱讚美詩的
[00:16:25.400 --> 00:16:27.400]  不再是四個活物
[00:16:27.400 --> 00:16:28.400]  如第四章所說
[00:16:28.400 --> 00:16:32.400]  而是那些戰勝了獸和獸像的信徒
[00:16:32.400 --> 00:16:34.400]  還有他們站在玻璃海上
[00:16:34.400 --> 00:16:39.400]  而不是玻璃海隔著他們和上帝的寶座
[00:16:39.400 --> 00:16:43.400]  究竟第十五章第二節這幅圖畫
[00:16:43.400 --> 00:16:48.400]  玻璃海這個圖畫是什麼來的呢?
[00:16:48.400 --> 00:16:49.400]  我們看下去的時候
[00:16:49.400 --> 00:16:51.400]  有幾個很奇怪的情況
[00:16:51.400 --> 00:16:53.400]  令到我們很困擾
[00:16:53.400 --> 00:16:54.400]  第一
[00:16:54.400 --> 00:16:56.400]  在啟示錄的記載裡
[00:16:56.400 --> 00:16:59.400]  海不是正面的
[00:16:59.400 --> 00:17:01.400]  往往是不好的東西
[00:17:01.400 --> 00:17:03.400]  正如在二十一章第一節說
[00:17:03.400 --> 00:17:04.400]  在新天新地
[00:17:04.400 --> 00:17:06.400]  因為先前天地已經過去
[00:17:06.400 --> 00:17:08.400]  海也不再有了
[00:17:08.400 --> 00:17:11.400]  在新天新地裡沒有海
[00:17:11.400 --> 00:17:12.400]  如果沒有海
[00:17:12.400 --> 00:17:15.400]  為什麼天上又有玻璃海呢?
[00:17:15.400 --> 00:17:16.400]  或者有人說
[00:17:16.400 --> 00:17:18.400]  這裡不是海
[00:17:18.400 --> 00:17:20.400]  它很像海
[00:17:20.400 --> 00:17:23.400]  很像海不等於是海
[00:17:23.400 --> 00:17:26.400]  例如我們發現有人
[00:17:26.400 --> 00:17:28.400]  他的動作很像一個女性
[00:17:28.400 --> 00:17:30.400]  他很像一個女生
[00:17:30.400 --> 00:17:32.400]  但事實上他不是女生
[00:17:32.400 --> 00:17:34.400]  他只是很像女生
[00:17:34.400 --> 00:17:35.400]  他仍然是一個男生
[00:17:35.400 --> 00:17:36.400]  會不會呢?
[00:17:36.400 --> 00:17:38.400]  這個不是海
[00:17:38.400 --> 00:17:41.400]  但很像一個玻璃海
[00:17:41.400 --> 00:17:43.400]  不少解經家都提到
[00:17:43.400 --> 00:17:46.400]  這個不是真正的海
[00:17:46.400 --> 00:17:50.400]  而且他描繪在天堂寶座前
[00:17:50.400 --> 00:17:51.400]  這個海
[00:17:51.400 --> 00:17:52.400]  這個玻璃海
[00:17:52.400 --> 00:17:54.400]  就像水晶一樣
[00:17:54.400 --> 00:17:56.400]  這就是第四章第六節說
[00:17:56.400 --> 00:17:57.400]  就像水漿
[00:17:57.400 --> 00:17:58.400]  Crystal clear
[00:17:58.400 --> 00:18:00.400]  所以他們認為
[00:18:00.400 --> 00:18:01.400]  這個玻璃海
[00:18:01.400 --> 00:18:05.400]  是寓意著一個很平靜
[00:18:05.400 --> 00:18:07.400]  很安寧
[00:18:07.400 --> 00:18:10.400]  好像明如鏡
[00:18:10.400 --> 00:18:12.400]  像水晶一樣透明
[00:18:12.400 --> 00:18:13.400]  非常美麗
[00:18:13.400 --> 00:18:15.400]  非常安寧
[00:18:15.400 --> 00:18:19.400]  但如果我們這樣去理解這幅圖畫
[00:18:19.400 --> 00:18:22.400]  似乎我們看錯了
[00:18:22.400 --> 00:18:25.400]  因為這裡所提到的玻璃
[00:18:25.400 --> 00:18:29.400]  不是我們今天所看到的玻璃
[00:18:29.400 --> 00:18:32.400]  今天我們所看到的玻璃是透明的
[00:18:32.400 --> 00:18:34.400]  但第一世紀的時候的玻璃
[00:18:34.400 --> 00:18:36.400]  技術沒有那麼好
[00:18:36.400 --> 00:18:38.400]  現在那些透明的玻璃
[00:18:38.400 --> 00:18:39.400]  是何時發明的呢?
[00:18:39.400 --> 00:18:43.400]  是第二世紀的時候才開始發展
[00:18:43.400 --> 00:18:47.400]  所以保羅在哥倫多前書13章12節
[00:18:47.400 --> 00:18:49.400]  他就這樣說
[00:18:49.400 --> 00:18:53.400]  我們如今彷彿對著鏡子觀看
[00:18:53.400 --> 00:18:54.400]  模糊不清
[00:18:54.400 --> 00:18:56.400]  到那時就要面對面了
[00:18:56.400 --> 00:18:58.400]  我如今所知道的有限
[00:18:58.400 --> 00:19:00.400]  到那時就全知道
[00:19:00.400 --> 00:19:02.400]  與同主知道我一樣
[00:19:02.400 --> 00:19:04.400]  保羅也看到
[00:19:04.400 --> 00:19:07.400]  現在我們好像看的玻璃鏡
[00:19:07.400 --> 00:19:09.400]  是模糊不清
[00:19:09.400 --> 00:19:11.400]  為什麼模糊不清呢?
[00:19:11.400 --> 00:19:12.400]  因為在保羅的時代
[00:19:12.400 --> 00:19:15.400]  那些玻璃就是模糊不清
[00:19:15.400 --> 00:19:17.400]  技術問題
[00:19:17.400 --> 00:19:19.400]  但是到了那一天
[00:19:19.400 --> 00:19:20.400]  主坐下來那一天
[00:19:20.400 --> 00:19:23.400]  我們與神面對面見面了
[00:19:23.400 --> 00:19:26.400]  現在我們所知道有限
