
[00:00:00.000 --> 00:00:11.000]  好幾個月前我已經想在2017年1月1日第一個主日要分享什麼題目呢?
[00:02:25.000 --> 00:02:27.000]  她老公又吃了
[00:02:27.000 --> 00:02:30.000]  然後就發生了人類歷史上
[00:02:30.000 --> 00:02:34.000]  第一宗推卸責任的事情
[00:02:34.000 --> 00:02:35.000]  為什麼說推卸責任呢?
[00:02:35.000 --> 00:02:38.000]  就是當耶和華去找他們的時候
[00:02:38.000 --> 00:02:39.000]  他們覺得羞恥
[00:02:39.000 --> 00:02:41.000]  然後就躲起來了
[00:02:41.000 --> 00:02:42.000]  耶和華就問
[00:02:42.000 --> 00:02:45.000]  「誰告訴你你沒有穿衣服呢?」
[00:02:45.000 --> 00:02:51.000]  「難道你吃了我吩咐你不可以吃的樹上的果子?」
[00:02:51.000 --> 00:02:54.000]  然後亞當就開始推卸責任了
[00:02:54.000 --> 00:02:55.000]  他說
[00:02:55.000 --> 00:03:00.000]  「哎呀!你所賜給我與我同居的女人
[00:03:00.000 --> 00:03:03.000]  她就將樹上的果子給了我
[00:03:03.000 --> 00:03:04.000]  我就吃了」
[00:03:04.000 --> 00:03:07.000]  大家看看這個根本不是理由
[00:03:07.000 --> 00:03:09.000]  是藉口
[00:03:09.000 --> 00:03:12.000]  然後當耶和華又問夏娃的時候
[00:03:12.000 --> 00:03:13.000]  他又推卸責任說
[00:03:13.000 --> 00:03:16.000]  「哎呀!那條蛇引誘我
[00:03:16.000 --> 00:03:19.000]  我就吃了」
[00:03:19.000 --> 00:03:21.000]  他們做了不應該做的事
[00:03:21.000 --> 00:03:24.000]  他們完全沒有認罪的心
[00:03:24.000 --> 00:03:25.000]  他沒有說
[00:03:25.000 --> 00:03:26.000]  「哎呀!是我貪心
[00:03:26.000 --> 00:03:27.000]  是我犯了罪
[00:03:27.000 --> 00:03:30.000]  是我不將你的命令放在眼內」
[00:03:30.000 --> 00:03:34.000]  反之他就推卸責任
[00:03:34.000 --> 00:03:36.000]  然後他們被趕出伊甸園
[00:03:36.000 --> 00:03:39.000]  他們都生了兩個小朋友
[00:03:39.000 --> 00:03:41.000]  一個叫該隱是做農夫的
[00:03:41.000 --> 00:03:45.000]  一個叫阿伯是做牧羊人的
[00:03:45.000 --> 00:03:48.000]  有一天他們獻祭給上帝
[00:03:48.000 --> 00:03:52.000]  聖經說上帝看中了阿伯和他的貢物
[00:03:52.000 --> 00:03:54.000]  因為這件事
[00:03:54.000 --> 00:03:55.000]  該隱
[00:03:55.000 --> 00:03:56.000]  如果你看到
[00:03:56.000 --> 00:03:58.000]  就大大的發露
[00:03:58.000 --> 00:04:00.000]  變了臉色
[00:04:00.000 --> 00:04:03.000]  我們有時都會黑臉的
[00:04:03.000 --> 00:04:05.000]  都會不開心的
[00:04:05.000 --> 00:04:07.000]  但這次的變臉
[00:04:07.000 --> 00:04:10.000]  完全因為嫉妒之心
[00:04:10.000 --> 00:04:15.000]  就發生了人類史上第一宗謀殺案
[00:04:15.000 --> 00:04:17.000]  在《創世記》四章八節說
[00:04:17.000 --> 00:04:20.000]  該隱和他的兄弟阿伯說話的時候
[00:04:20.000 --> 00:04:23.000]  他們二人剛剛在田間
[00:04:23.000 --> 00:04:28.000]  然後該隱就起來打他的兄弟阿伯
[00:04:28.000 --> 00:04:31.000]  還將他殺了
[00:04:31.000 --> 00:04:33.000]  這麼小事
[00:04:33.000 --> 00:04:36.000]  就殺了自己的親兄弟
[00:04:36.000 --> 00:04:39.000]  去到《創世記》六章五到六節
[00:04:39.000 --> 00:04:43.000]  然後說見人在地上的罪惡很大
[00:04:43.000 --> 00:04:46.000]  終日所思想的盡都是惡
[00:04:46.000 --> 00:04:49.000]  然後說後悔做人在地上
[00:04:49.000 --> 00:04:51.000]  心中憂傷
[00:04:51.000 --> 00:04:54.000]  這個憂傷證明上帝
[00:04:54.000 --> 00:04:56.000]  是真的有情的上帝
[00:04:56.000 --> 00:04:58.000]  他會動情
[00:04:58.000 --> 00:05:02.000]  他看到自己嘔心瀝血創造的世界
[00:05:02.000 --> 00:05:05.000]  本來一切都甚好
[00:05:05.000 --> 00:05:08.000]  但竟然變成另一邊
[00:05:08.000 --> 00:05:11.000]  就是人在地上罪惡很大
[00:05:11.000 --> 00:05:15.000]  終日所思想的盡都是惡
[00:05:15.000 --> 00:05:18.000]  又怎會不憂傷呢?
[00:05:18.000 --> 00:05:23.000]  當日的世界曾經令上帝憂傷
[00:05:23.000 --> 00:05:25.000]  今日在現代的世界
[00:05:25.000 --> 00:05:30.000]  我們人類有沒有令上帝憂傷呢?
[00:05:30.000 --> 00:05:31.000]  剛好我們看到
[00:05:31.000 --> 00:05:36.000]  該人因為妒忌就打死了自己的親弟弟
[00:05:36.000 --> 00:05:38.000]  但原來現在這個世界
[00:05:38.000 --> 00:05:40.000]  都有很多的原因
[00:05:40.000 --> 00:05:43.000]  就說打人殺人
[00:05:43.000 --> 00:05:47.000]  上星期不知道你有沒有看一宗香港的新聞
[00:05:47.000 --> 00:05:50.000]  就是因為什麼原因呢?
[00:05:50.000 --> 00:05:52.000]  爭拍車的利益
[00:05:52.000 --> 00:05:54.000]  他們叫拍車仔
[00:05:54.000 --> 00:05:55.000]  大家知不知道做什麼的?
[00:05:55.000 --> 00:05:57.000]  可能你去酒樓那裡吃飯
[00:05:57.000 --> 00:06:01.000]  那些黑社會就爭拍車的生意
[00:06:01.000 --> 00:06:04.000]  結果就因為這麼小的事
[00:06:04.000 --> 00:06:08.000]  有兩個人抓了一個男人去後巷
[00:06:08.000 --> 00:06:10.000]  12秒裏面因為被人拍住
[00:06:10.000 --> 00:06:14.000]  12秒裏面打了他9拳
[00:06:14.000 --> 00:06:16.000]  他就死了
[00:06:16.000 --> 00:06:18.000]  以前都有些弟兄告訴我
[00:06:18.000 --> 00:06:20.000]  他以前是做毒販的
[00:06:20.000 --> 00:06:21.000]  後來信了耶穌
[00:06:21.000 --> 00:06:22.000]  他做見證的時候
[00:06:22.000 --> 00:06:25.000]  他說我們以前的毒販
[00:06:25.000 --> 00:06:28.000]  原來真的不斷想到所有事情
[00:06:28.000 --> 00:06:30.000]  盡都是惡
[00:06:30.000 --> 00:06:31.000]  好像聖經那樣說
[00:06:31.000 --> 00:06:33.000]  中日所思想的盡都是惡
[00:06:33.000 --> 00:06:35.000]  結果令到我們BC省
[00:06:35.000 --> 00:06:39.000]  單在2016年11月
[00:06:39.000 --> 00:06:42.000]  一個月就有128個人
[00:06:42.000 --> 00:06:46.000]  因為吸食過量毒品而死亡
[00:06:46.000 --> 00:06:48.000]  單單在一天
[00:06:48.000 --> 00:06:50.000]  12月15日
[00:06:50.000 --> 00:06:53.000]  一天裏面就有11個人
[00:06:53.000 --> 00:06:57.000]  因為吸食毒品而死亡
[00:06:57.000 --> 00:07:02.000]  這些都是因為有人所想的都是惡
[00:07:02.000 --> 00:07:06.000]  以致很多罪惡在這個世界出現
[00:07:06.000 --> 00:07:07.000]  在舊約的時期
[00:07:07.000 --> 00:07:09.000]  上帝第一次很心痛
[00:07:09.000 --> 00:07:11.000]  做了一個很大的決定
[00:07:11.000 --> 00:07:15.000]  就是要毀滅這個世界
[00:07:15.000 --> 00:07:19.000]  我不知道大家會不會覺得上帝很肉赤
[00:07:20.000 --> 00:07:22.000]  很多父母
[00:07:22.000 --> 00:07:24.000]  當接受訪問的時候
[00:07:24.000 --> 00:07:28.000]  說為甚麼你會將自己的子女
[00:07:28.000 --> 00:07:30.000]  告上法庭
[00:07:30.000 --> 00:07:32.000]  告上警局
[00:07:32.000 --> 00:07:34.000]  因為他的子女犯了事
[00:07:34.000 --> 00:07:38.000]  但他們說他們的心極痛
[00:07:38.000 --> 00:07:44.000]  何況上帝要自己親手毀滅他所愛的人
[00:07:44.000 --> 00:07:45.000]  但很感恩
[00:07:45.000 --> 00:07:47.000]  在上帝的眼裏
[00:07:47.000 --> 00:07:50.000]  雖然他一定會看到所有的惡事
[00:07:50.000 --> 00:07:52.000]  但他說他見到一個人
[00:07:52.000 --> 00:07:56.000]  聖經說這個唯一一個的二人
[00:07:56.000 --> 00:07:57.000]  上帝都看到
[00:07:57.000 --> 00:07:59.000]  上帝都留意到
[00:07:59.000 --> 00:08:02.000]  這個人他救了自己的家庭
[00:08:02.000 --> 00:08:05.000]  這個人他改寫了我們人類的歷史
[00:08:05.000 --> 00:08:10.000]  這個人他令我們今天有幸在這崇拜
[00:08:10.000 --> 00:08:13.000]  這個人就是羅亞
[00:08:13.000 --> 00:08:19.000]  聖經說唯有羅亞在耶和華面前蒙恩
[00:08:19.000 --> 00:08:21.000]  羅亞是一個二人
[00:08:21.000 --> 00:08:25.000]  在當時的世代是一個完全的人
[00:08:25.000 --> 00:08:28.000]  羅亞與神同行
[00:08:28.000 --> 00:08:30.000]  上帝如何透過羅亞
[00:08:30.000 --> 00:08:34.000]  去讓這個世界重新出發呢?
[00:08:34.000 --> 00:08:36.000]  就是我們很熟悉的
[00:08:36.000 --> 00:08:39.000]  要他創造一艘方舟
[00:08:39.000 --> 00:08:41.000]  一艘很大的船
[00:08:41.000 --> 00:08:44.000]  在《創世記》錄了14到16節這樣說
[00:08:44.000 --> 00:08:47.000]  你要用戈飛木做一艘方舟
[00:08:47.000 --> 00:08:49.000]  分一艘一艘的船
[00:08:49.000 --> 00:08:51.000]  裡外滿上松香
[00:08:51.000 --> 00:08:52.000]  方舟的做法是這樣的
[00:08:52.000 --> 00:08:56.000]  要長300艘 闊50艘 高30艘
[00:08:56.000 --> 00:08:59.000]  方舟上面要留透光柱高一艘
[00:08:59.000 --> 00:09:01.000]  方舟的門要開在旁邊
[00:09:01.000 --> 00:09:05.000]  方舟要分上中下三層
[00:09:05.000 --> 00:09:10.000]  上帝給了羅亞很清楚的圖則去做方舟
[00:09:10.000 --> 00:09:14.000]  為何無緣無故要做一艘這麼大的船呢?
[00:09:14.000 --> 00:09:16.000]  原來上帝說
[00:09:16.000 --> 00:09:20.000]  我要洗洪水 氾濫在地 毀滅天下
[00:09:20.000 --> 00:09:23.000]  凡地上有血肉有氣息的活物
[00:09:23.000 --> 00:09:25.000]  無一不死
[00:09:25.000 --> 00:09:26.000]  但很感恩
[00:09:26.000 --> 00:09:29.000]  有一個人上帝要和他納藥
[00:09:29.000 --> 00:09:31.000]  他說我卻要與你
[00:09:31.000 --> 00:09:33.000]  即是和羅亞說納藥
[00:09:33.000 --> 00:09:36.000]  你和你的妻與兒子 兒婦
[00:09:36.000 --> 00:09:37.000]  都要進入方舟
[00:09:37.000 --> 00:09:41.000]  凡有血肉的活物 每樣兩個一公一母
[00:09:41.000 --> 00:09:42.000]  你要帶進方舟
[00:09:42.000 --> 00:09:45.000]  好在你那裡保存生命
[00:09:45.000 --> 00:09:47.000]  飛鳥各從其類
[00:09:47.000 --> 00:09:48.000]  生畜各從其類
[00:09:48.000 --> 00:09:50.000]  地上的昆蟲各從其類
[00:09:50.000 --> 00:09:53.000]  每樣兩個要到你那裡
[00:09:53.000 --> 00:09:55.000]  好保存生命
[00:09:55.000 --> 00:09:59.000]  上帝說完這麼清楚的圖則和指引
[00:09:59.000 --> 00:10:02.000]  然後就進入方舟
[00:10:02.000 --> 00:10:05.000]  羅亞的回應是這樣說的
[00:10:05.000 --> 00:10:07.000]  羅亞就這樣行
[00:10:07.000 --> 00:10:15.000]  凡神吩咐的 他都照樣行了
[00:10:15.000 --> 00:10:17.000]  他真是一個很信服的人
[00:10:17.000 --> 00:10:20.000]  難怪聖經找了他
[00:10:20.000 --> 00:10:21.000]  上帝看中了他
[00:10:21.000 --> 00:10:24.000]  在眼前蒙恩
[00:10:24.000 --> 00:10:26.000]  這個故事我們聽了很多
[00:10:26.000 --> 00:10:29.000]  但不知道你有沒有真的想過
[00:10:29.000 --> 00:10:30.000]  如果有一天
[00:10:30.000 --> 00:10:32.000]  上帝突然感動你
[00:10:32.000 --> 00:10:34.000]  要創造一隻方舟
[00:10:34.000 --> 00:10:35.000]  很大隻的
[00:10:35.000 --> 00:10:37.000]  一會兒我會說大隻成怎樣
[00:10:37.000 --> 00:10:39.000]  你會有什麼反應呢
[00:10:39.000 --> 00:10:40.000]  你會不會馬上辭職
[00:10:40.000 --> 00:10:42.000]  說上帝叫我做方舟
[00:10:42.000 --> 00:10:43.000]  我就去吧
[00:10:43.000 --> 00:10:45.000]  不知道你會不會這樣
[00:10:45.000 --> 00:10:48.000]  方舟究竟要做多久呢
[00:10:48.000 --> 00:10:51.000]  你有沒有想過方舟要做多久呢
[00:10:51.000 --> 00:10:52.000]  它有多大呢
[00:10:52.000 --> 00:10:54.000]  方舟長300爪
[00:10:54.000 --> 00:10:58.000]  原來就是133.35米
[00:10:58.000 --> 00:11:01.000]  等於一個運動場
[00:11:01.000 --> 00:11:02.000]  很大那些
[00:11:02.000 --> 00:11:05.000]  以前香港去做運動會
[00:11:05.000 --> 00:11:08.000]  一個運動場那麼長
[00:11:08.000 --> 00:11:09.000]  闊50爪
[00:11:09.000 --> 00:11:11.000]  22.23米
[00:11:11.000 --> 00:11:13.000]  即是大約我們去游水
[00:11:13.000 --> 00:11:16.000]  一個標準泳池的橫池
[00:11:16.000 --> 00:11:18.000]  大約是二十多米
[00:11:18.000 --> 00:11:20.000]  然後高多少呢
[00:11:20.000 --> 00:11:22.000]  13.34米
[00:11:22.000 --> 00:11:25.000]  即是大約四層樓那麼高
[00:11:25.000 --> 00:11:28.000]  方舟那麼大要多少木呢
[00:11:28.000 --> 00:11:30.000]  我們有時在飛沙河都見到運木那些
[00:11:30.000 --> 00:11:32.000]  很大塊的
[00:11:32.000 --> 00:11:35.000]  現在就有很多船
[00:11:35.000 --> 00:11:36.000]  很多起重機
[00:11:36.000 --> 00:11:38.000]  但當時沒有的
[00:11:38.000 --> 00:11:42.000]  沒有任何裝置幫他們整這麼大的船
[00:11:42.000 --> 00:11:44.000]  都不要計算做多久
[00:11:44.000 --> 00:11:46.000]  又不要計算用多少木材
[00:11:46.000 --> 00:11:48.000]  也不要計算用多少錢
[00:11:48.000 --> 00:11:50.000]  問題是
[00:11:50.000 --> 00:11:52.000]  當他要做的時候
[00:11:52.000 --> 00:11:55.000]  他要找一個很大的地方去做
[00:11:55.000 --> 00:11:57.000]  有沒有人見到他做方舟呢
[00:11:57.000 --> 00:12:00.000]  一定有
[00:12:00.000 --> 00:12:02.000]  那些人見到他做方舟
[00:12:02.000 --> 00:12:03.000]  會不會很欣賞他
[00:12:03.000 --> 00:12:05.000]  你真是偉大了
[00:12:05.000 --> 00:12:07.000]  做一隻方舟會不會呢
[00:12:07.000 --> 00:12:08.000]  不會
[00:12:08.000 --> 00:12:10.000]  可能說這個傻子
[00:12:10.000 --> 00:12:12.000]  做這麼大的船
[00:12:12.000 --> 00:12:15.000]  怎麼會需要這麼大的船
[00:12:15.000 --> 00:12:17.000]  無端端怎麼會有洪水
[00:12:17.000 --> 00:12:18.000]  說要淹沒整個世界呢
[00:12:18.000 --> 00:12:20.000]  我想沒有什麼人相信
[00:12:20.000 --> 00:12:23.000]  等於我們前上個月
[00:12:23.000 --> 00:12:26.000]  都落第一場雪
[00:12:26.000 --> 00:12:28.000]  有沒有人相信真的會這麼大呢
[00:12:28.000 --> 00:12:32.000]  有沒有人相信真的會落幾天不停呢
[00:12:32.000 --> 00:12:35.000]  溫哥華沒有雪的
[00:12:35.000 --> 00:12:36.000]  上年沒有
[00:12:36.000 --> 00:12:37.000]  一落一陣
[00:12:37.000 --> 00:12:38.000]  接著就
[00:12:38.000 --> 00:12:39.000]  我一出去看
[00:12:39.000 --> 00:12:40.000]  哎呀 落完了
[00:12:40.000 --> 00:12:42.000]  落了幾分鐘
[00:12:42.000 --> 00:12:43.000]  再上一年
[00:12:43.000 --> 00:12:45.000]  落一點點
[00:12:45.000 --> 00:12:48.000]  都沒有什麼人相信天文台的預測
[00:12:48.000 --> 00:12:51.000]  結果到真的落了一晚的時候
[00:12:51.000 --> 00:12:53.000]  接著那些人就去哪了
[00:12:53.000 --> 00:12:55.000]  去買鹽了
[00:12:55.000 --> 00:12:57.000]  接著就去搶鹽了
[00:12:57.000 --> 00:12:59.000]  接著就逐間逐間去
[00:12:59.000 --> 00:13:00.000]  沒有
[00:13:00.000 --> 00:13:03.000]  接著就搶了雪鏟
[00:13:03.000 --> 00:13:05.000]  現在都搶不了了
[00:13:05.000 --> 00:13:07.000]  到真的有事的時候
[00:13:07.000 --> 00:13:10.000]  我們才自動去做行動
[00:13:10.000 --> 00:13:13.000]  其實連政府都不太相信天文台
[00:13:13.000 --> 00:13:15.000]  結果第一場雪的第二天
[00:13:15.000 --> 00:13:17.000]  接著就很多人投訴
[00:13:17.000 --> 00:13:18.000]  搞錯啊
[00:13:18.000 --> 00:13:20.000]  這麼大條King's 尾都不鏟的
[00:13:20.000 --> 00:13:22.000]  因為可能他又預了
[00:13:22.000 --> 00:13:24.000]  沒有這麼大雪吧
[00:13:24.000 --> 00:13:26.000]  當時羅亞的行動
[00:13:26.000 --> 00:13:29.000]  我想有點像我們基督徒
[00:13:29.000 --> 00:13:31.000]  很多時的行動
[00:13:31.000 --> 00:13:33.000]  就是我們會被人笑
[00:13:33.000 --> 00:13:35.000]  啊 你做了這樣的事
[00:13:35.000 --> 00:13:36.000]  你奉獻
[00:13:36.000 --> 00:13:38.000]  你一早要起身去教會
[00:13:38.000 --> 00:13:40.000]  你不睡晚一點
[00:13:40.000 --> 00:13:42.000]  很多事被人笑
[00:13:42.000 --> 00:13:43.000]  特別我知道
[00:13:43.000 --> 00:13:45.000]  有時我們說去宣教
[00:13:45.000 --> 00:13:47.000]  都會被人笑
[00:13:47.000 --> 00:13:49.000]  你請那麼多天假
[00:13:49.000 --> 00:13:50.000]  就去宣教
[00:13:50.000 --> 00:13:52.000]  拿了你的假期
[00:13:52.000 --> 00:13:53.000]  值不值得啊
[00:13:53.000 --> 00:13:55.000]  在香港
[00:13:55.000 --> 00:13:57.000]  上年有一位姊妹
[00:13:57.000 --> 00:13:58.000]  她原本是一間
[00:13:58.000 --> 00:14:00.000]  全港應該是最出名的醫院
[00:14:00.000 --> 00:14:02.000]  因為所有名人都去過那間
[00:14:02.000 --> 00:14:04.000]  她做那些叫做
[00:14:04.000 --> 00:14:06.000]  炎光師
[00:14:06.000 --> 00:14:08.000]  就是幫人照CT scan
[00:14:08.000 --> 00:14:10.000]  去做那些
[00:14:10.000 --> 00:14:12.000]  她有很穩定的月薪
[00:14:12.000 --> 00:14:14.000]  大約六萬元一個月
[00:14:14.000 --> 00:14:15.000]  很穩定
[00:14:15.000 --> 00:14:17.000]  二十幾歲女
[00:14:17.000 --> 00:14:19.000]  但結果她跟我說
[00:14:19.000 --> 00:14:20.000]  她說 呃 呂傳道
[00:14:20.000 --> 00:14:21.000]  我辭職了
[00:14:21.000 --> 00:14:23.000]  我說你為什麼辭職
[00:14:23.000 --> 00:14:26.000]  她說我要去緬甸那裡宣教半年
[00:14:26.000 --> 00:14:28.000]  去半年
[00:14:28.000 --> 00:14:29.000]  我說你回來找不到工作
[00:14:29.000 --> 00:14:31.000]  找不到那麼好的榫功
[00:14:31.000 --> 00:14:33.000]  她說是啊 應該都找不到
[00:14:33.000 --> 00:14:35.000]  我說你又去?
[00:14:35.000 --> 00:14:36.000]  然後她說
[00:14:36.000 --> 00:14:38.000]  因為上帝叫我去
[00:14:38.000 --> 00:14:40.000]  我就去
[00:14:40.000 --> 00:14:42.000]  我覺得她很有型
[00:14:42.000 --> 00:14:44.000]  我們很多時被人
[00:14:44.000 --> 00:14:46.000]  我們聽到呼召
[00:14:46.000 --> 00:14:48.000]  我們可能要想十五年
[00:14:48.000 --> 00:14:51.000]  要想 這樣辭職
[00:14:51.000 --> 00:14:53.000]  我不見多少錢
[00:14:53.000 --> 00:14:54.000]  找不找到工作
[00:14:54.000 --> 00:14:56.000]  我們想了很多事之後
[00:14:56.000 --> 00:14:58.000]  就不用想了
[00:14:58.000 --> 00:15:00.000]  然後就當沒這回事
[00:15:00.000 --> 00:15:03.000]  但這個姐妹有點像羅亞
[00:15:03.000 --> 00:15:05.000]  一聽到上帝的呼召
[00:15:05.000 --> 00:15:07.000]  然後就去
[00:15:07.000 --> 00:15:09.000]  然後就辭職
[00:15:09.000 --> 00:15:13.000]  今天如果上帝要吩咐你去做一件
[00:15:13.000 --> 00:15:17.000]  外面的人看來很瘋狂的事情
[00:15:17.000 --> 00:15:20.000]  不知道你會怎麼做決定
[00:15:20.000 --> 00:15:23.000]  好了 洪水真的來了
[00:15:23.000 --> 00:15:24.000]  聖經形容為
[00:15:24.000 --> 00:15:27.000]  好像天的泉源裂開
[00:15:27.000 --> 00:15:29.000]  即是天好像裂開了
[00:15:29.000 --> 00:15:30.000]  她說過了七天
[00:15:30.000 --> 00:15:32.000]  洪水氾濫在地上
[00:15:32.000 --> 00:15:33.000]  那時羅亞六百歲
[00:15:33.000 --> 00:15:35.000]  2月17日那天
[00:15:35.000 --> 00:15:38.000]  大淵的泉源都裂開了
[00:15:38.000 --> 00:15:40.000]  天上的窗戶好像打開了
[00:15:40.000 --> 00:15:44.000]  四十晝夜降大雨在地上
[00:15:44.000 --> 00:15:48.000]  耶和華按照吩咐帶著他妻子和太太
[00:15:48.000 --> 00:15:52.000]  一共八人就進了方舟
[00:15:52.000 --> 00:15:56.000]  然後耶和華就將方舟的門關了
[00:15:56.000 --> 00:15:57.000]  關了門之後
[00:15:57.000 --> 00:15:59.000]  進了方舟和動物
[00:15:59.000 --> 00:16:01.000]  還有總共八個人
[00:16:01.000 --> 00:16:04.000]  不知道是不是就像童話故事一樣
[00:16:04.000 --> 00:16:08.000]  從此王子和公主就快快樂樂
[00:16:08.000 --> 00:16:09.000]  在皇宮裏面
[00:16:09.000 --> 00:16:11.000]  我相信不是
[00:16:11.000 --> 00:16:12.000]  聖經繼續描寫
[00:16:12.000 --> 00:16:15.000]  洪水不斷氾濫四十日
[00:16:15.000 --> 00:16:17.000]  水往上漲
[00:16:17.000 --> 00:16:18.000]  方舟飄起
[00:16:18.000 --> 00:16:20.000]  水勢浩大
[00:16:20.000 --> 00:16:22.000]  在地上大大的很多水
[00:16:22.000 --> 00:16:25.000]  方舟在上面飄來飄去
[00:16:25.000 --> 00:16:27.000]  水勢也在地上極其浩大
[00:16:27.000 --> 00:16:31.000]  天下的高山都淹沒了
[00:16:31.000 --> 00:16:35.000]  水勢比山高過十五爪
[00:16:35.000 --> 00:16:36.000]  山嶺都淹沒了
[00:16:36.000 --> 00:16:42.000]  即是說全世界已經被水淹沒了
[00:16:42.000 --> 00:16:45.000]  然後大家又幻想一下
[00:16:45.000 --> 00:16:49.000]  如果不是像王子和公主快快樂樂地生活的話
[00:16:49.000 --> 00:16:50.000]  你是羅亞的太太
[00:16:50.000 --> 00:16:52.000]  你有沒有問題呢?
[00:16:52.000 --> 00:16:55.000]  當你在船上漂了一段時間
[00:16:55.000 --> 00:16:56.000]  你會問老公甚麼呢?
[00:16:56.000 --> 00:16:57.000]  會不會問老公
[00:16:57.000 --> 00:17:00.000]  老公啊 我們去哪裏?
[00:17:00.000 --> 00:17:02.000]  羅亞怎麼回答?
[00:17:02.000 --> 00:17:04.000]  不知道
[00:17:04.000 --> 00:17:05.000]  然後可能會說
[00:17:05.000 --> 00:17:09.000]  老公啊 船會漂多久?
[00:17:09.000 --> 00:17:11.000]  老公也說不知道
[00:17:11.000 --> 00:17:13.000]  我不知道羅亞的太太會不會問
[00:17:13.000 --> 00:17:15.000]  你甚麼都不知道
[00:17:15.000 --> 00:17:17.000]  你不問問上帝嗎?
[00:17:17.000 --> 00:17:19.000]  其實上帝沒有說
[00:17:19.000 --> 00:17:21.000]  可能當時的動物很嘈
[00:17:21.000 --> 00:17:23.000]  你想想那艘船裏面很多不同的動物
[00:17:23.000 --> 00:17:24.000]  又嘈
[00:17:24.000 --> 00:17:25.000]  對我來說
[00:17:25.000 --> 00:17:27.000]  我最敏感就是幼瘦
[00:17:27.000 --> 00:17:28.000]  又嘈又嘈
[00:17:28.000 --> 00:17:29.000]  又不知道去哪裏
[00:17:29.000 --> 00:17:30.000]  又在那裏漂
[00:17:30.000 --> 00:17:33.000]  可能吐了不知道吐了多少次
[00:17:33.000 --> 00:17:34.000]  不知道
[00:17:34.000 --> 00:17:37.000]  還有當時沒有一個很重要的設備
[00:17:37.000 --> 00:17:39.000]  這個設備對我來說很重要
[00:17:39.000 --> 00:17:41.000]  如果我沒有這個設備
[00:17:41.000 --> 00:17:43.000]  我幾乎哪裡都不用去
[00:17:43.000 --> 00:17:44.000]  只可以在家裏和教會
[00:17:44.000 --> 00:17:45.000]  在教會回家
[00:17:45.000 --> 00:17:47.000]  那是一個很偉大的發明
[00:17:47.000 --> 00:17:50.000]  叫GPS
[00:17:50.000 --> 00:17:52.000]  大家的車有沒有?
[00:17:52.000 --> 00:17:55.000]  Global Positioning System
