
[00:00:00.000 --> 00:00:09.400]  在上次我們開始看唐朝的時候的景教
[00:05:18.360 --> 00:05:20.360]  有一個不好處就是散收
[00:05:20.360 --> 00:05:21.280]  什麼都有的
[00:05:21.280 --> 00:05:23.200]  他講一下道家裏面的
[00:05:23.200 --> 00:05:25.480]  道藏裏面出現的
[00:05:25.480 --> 00:05:27.080]  警教的名字
[00:05:27.080 --> 00:05:27.720]  耶穌的名字
[00:05:27.720 --> 00:05:31.640]  在呂洞賓那裏說的那些東西
[00:05:31.640 --> 00:05:33.160]  很多好雜的
[00:05:33.160 --> 00:05:34.280]  不過資料很多
[00:05:34.280 --> 00:05:38.080]  但是他沒有處理到整體的教會發展是怎樣
[00:05:38.080 --> 00:05:41.080]  在中國歷史裏面
[00:05:41.080 --> 00:05:42.640]  這些遺跡是怎樣的
[00:05:42.640 --> 00:05:43.720]  就查了一大堆
[00:05:43.720 --> 00:05:47.480]  研究一下警教十字架是怎樣的
[00:05:47.480 --> 00:05:48.920]  很雜的
[00:05:48.920 --> 00:05:50.000]  這本書
[00:05:50.000 --> 00:05:53.560]  孔天文他只是研究唐朝的
[00:05:53.560 --> 00:05:57.480]  這本是1960年很舊的一本書
[00:05:57.480 --> 00:06:00.920]  這本書現在看回
[00:06:00.920 --> 00:06:05.840]  發覺它非常淺
[00:06:05.840 --> 00:06:11.680]  一方面他研究的是在日本的佛教大學裏面
[00:06:11.680 --> 00:06:15.840]  讀他的學士畢業論文
[00:06:15.840 --> 00:06:18.280]  研究各方面都是很有限
[00:06:18.280 --> 00:06:23.680]  以他那時候的自學手法和自學功力問題
[00:06:23.680 --> 00:06:29.560]  那個結論是非常淺
[00:06:29.560 --> 00:06:33.720]  另一方面算是很少數做這方面研究的一本
[00:06:33.720 --> 00:06:36.080]  他引用的資料完全沒有新的
[00:06:36.080 --> 00:06:37.560]  全部都是別人出版過的
[00:06:37.560 --> 00:06:39.560]  他的結論也沒有新的見地
[00:06:39.560 --> 00:06:42.880]  不過有好處就是將資料綜合在一大堆
[00:06:42.880 --> 00:06:45.920]  有一個很好的附錄
[00:06:45.920 --> 00:06:49.200]  他的結論比較可惜
[00:06:49.200 --> 00:06:54.080]  他似乎是被資料和學術的限制
[00:06:54.080 --> 00:06:57.640]  導致結論沒有什麼特別的地方
[00:06:57.640 --> 00:07:01.680]  不會引領別人繼續研究
[00:07:01.680 --> 00:07:07.280]  另外有一本非常
[00:07:07.280 --> 00:07:09.280]  或者我現在說的這本
[00:07:09.280 --> 00:07:12.200]  你遇到就遇到 遇不到就沒有了
[00:07:12.200 --> 00:07:18.000]  就是日本人Saki的《左柏好郎》
[00:07:18.000 --> 00:07:20.320]  他寫了一本叫《警教的研究》
[00:07:20.320 --> 00:07:24.080]  這本是最有權威性的
[00:07:24.080 --> 00:07:25.280]  《左柏好郎》
[00:07:25.280 --> 00:07:27.760]  日文出的和英文翻譯
[00:07:27.760 --> 00:07:30.240]  在三零年代做完的
[00:07:30.240 --> 00:07:34.160]  那本到現在為止是最有權威性的
[00:07:34.160 --> 00:07:36.360]  不過有個不好處就是資料舊
[00:07:36.360 --> 00:07:38.560]  三零年代以後一直很多資料
[00:07:38.560 --> 00:07:41.240]  和新的發現就沒有做到
[00:07:41.240 --> 00:07:49.960]  另外有一本就是一個英國人
[00:07:49.960 --> 00:07:51.800]  英國在杭州出生的宣教士
[00:07:51.800 --> 00:07:57.760]  A.C.Moe
[00:07:57.760 --> 00:08:00.880]  這個人在一九三零年代
[00:08:00.880 --> 00:08:02.680]  他一百七十幾年代在杭州出生
[00:08:02.680 --> 00:08:04.440]  然後在劍橋大學讀書
[00:08:04.440 --> 00:08:07.560]  專門讀東方語文 東方研究
[00:08:07.560 --> 00:08:09.600]  然後回中國做宣教士
[00:08:09.600 --> 00:08:15.360]  後來回劍橋做東方研究的教授
[00:08:15.360 --> 00:08:16.960]  三零年代出了一本書
[00:08:16.960 --> 00:08:19.680]  叫做 如果我不用英文
[00:08:19.680 --> 00:08:21.080]  用中文翻譯
[00:08:21.080 --> 00:08:25.480]  一五五零年前的中國基督教史
[00:08:25.480 --> 00:08:26.800]  五零
[00:08:26.800 --> 00:08:28.240]  這本翻譯成中文就是這樣
[00:08:28.240 --> 00:08:33.160]  一年前的中國基督教史
[00:08:33.160 --> 00:08:36.680]  很明顯就是他一定要處理很多的警教
[00:08:36.680 --> 00:08:42.320]  或者是元朝的那些雅利可溫的問題
[00:08:42.320 --> 00:08:46.120]  這本書出了之後就拿了獎
[00:08:46.120 --> 00:08:47.080]  法國的文學獎
[00:08:47.080 --> 00:08:51.080]  因為是頗詳盡的一本學術研究書
[00:08:51.080 --> 00:08:55.880]  它的好處就是能夠綜合中國的資料
[00:08:55.880 --> 00:08:57.480]  因為他中文很好
[00:08:57.480 --> 00:09:00.240]  可以翻譯到元字
[00:09:00.240 --> 00:09:02.600]  也能綜合西方的研究
[00:09:02.600 --> 00:09:04.640]  因為關於警教的
[00:09:04.640 --> 00:09:06.600]  早期很多是在中東一帶
[00:09:06.600 --> 00:09:07.560]  然後法國人研究
[00:09:07.560 --> 00:09:08.600]  在歐洲發表
[00:09:08.600 --> 00:09:09.840]  他能夠綜合這些
[00:09:09.840 --> 00:09:12.160]  他的好處在這裡
[00:09:12.160 --> 00:09:15.720]  他也有個中文名字
[00:09:15.720 --> 00:09:17.320]  他在中國的時候
[00:09:17.320 --> 00:09:29.640]  這本書翻譯成中文
[00:09:29.640 --> 00:09:33.640]  就是上海的中華書局出的
[00:09:33.640 --> 00:09:35.040]  不是北京的中華書局出的
[00:09:35.040 --> 00:09:36.840]  是1984年的
[00:09:36.840 --> 00:09:38.280]  不過翻譯的時候
[00:09:38.280 --> 00:09:40.240]  我發覺有個不好處
[00:09:40.240 --> 00:09:41.040]  就是翻譯的時候
[00:09:41.040 --> 00:09:43.040]  很多名字都翻譯得不好
[00:09:43.040 --> 00:09:44.360]  起碼這個作者的名字
[00:09:44.360 --> 00:09:46.520]  他有個中文名字都翻譯錯了
[00:09:46.520 --> 00:09:47.400]  就這樣跟他的音譯
[00:09:47.400 --> 00:09:50.960]  就叫做毛爾
[00:09:50.960 --> 00:09:52.960]  毛爾這樣算了
[00:09:52.960 --> 00:09:54.160]  完全忽略了這個作者
[00:09:54.160 --> 00:09:56.760]  本身有個很出名的中文名字
[00:09:56.760 --> 00:09:58.000]  這些就是可惜的地方
[00:09:58.000 --> 00:09:59.120]  很多時候翻譯的書
[00:09:59.120 --> 00:10:00.800]  特別是近期翻譯的書
[00:10:00.800 --> 00:10:01.720]  對很多人名
[00:10:01.720 --> 00:10:04.600]  地方的考究就不是那麼詳細的
[00:10:04.600 --> 00:10:07.480]  就是這樣出了就算了
[00:10:07.480 --> 00:10:08.080]  還有很多時候
[00:10:08.080 --> 00:10:09.000]  他的註腳
[00:10:09.000 --> 00:10:10.440]  那些所謂footnotes
[00:10:10.440 --> 00:10:12.360]  那些sources的問題
[00:10:12.360 --> 00:10:13.960]  就譯得很差的
[00:10:13.960 --> 00:10:15.120]  所以有時候看回中文
[00:10:15.120 --> 00:10:17.080]  都不知道他究竟是指哪篇文章
[00:10:17.080 --> 00:10:18.480]  不好處就是這裡了
[00:10:18.480 --> 00:10:19.280]  就是譯那裡
[00:10:19.280 --> 00:10:21.800]  但是如果是原本那本英文
[00:10:21.800 --> 00:10:22.840]  是買不到的
[00:10:22.840 --> 00:10:23.760]  但是那本中文
[00:10:23.760 --> 00:10:25.040]  就隨便可以買的
[00:10:25.040 --> 00:10:25.840]  很容易買幾塊
[00:10:25.840 --> 00:10:27.480]  或者不知道十幾塊半
[00:10:27.480 --> 00:10:28.680]  這些書
[00:10:28.680 --> 00:10:30.320]  是北京那裡出的
[00:10:30.320 --> 00:10:31.480]  1984年的
[00:10:31.480 --> 00:10:34.640]  是中華書局
[00:10:34.640 --> 00:10:39.400]  另外是去到元朝的時候
[00:10:39.400 --> 00:10:41.560]  就有
[00:10:41.560 --> 00:10:44.680]  今天我會開始說到
[00:10:44.680 --> 00:10:46.840]  基督教在那裡的問題了
[00:10:46.840 --> 00:10:48.640]  另外有幾本書
[00:10:48.640 --> 00:10:52.480]  都是有這方面記錄的
[00:10:52.480 --> 00:10:54.680]  因為一說到元朝的時候
[00:10:54.680 --> 00:10:55.800]  很多的資料
[00:10:55.800 --> 00:10:57.200]  是中東那方面的資料
[00:10:57.200 --> 00:10:58.720]  還有歐洲裡面
[00:10:58.720 --> 00:11:00.360]  中世紀的資料來的
[00:11:00.360 --> 00:11:01.640]  因為那些人派人來
[00:11:01.640 --> 00:11:02.760]  那些郵寄
[00:11:02.760 --> 00:11:04.440]  就去歐洲那邊發表
[00:11:04.440 --> 00:11:05.880]  就幾乎沒有什麼英文的
[00:11:05.880 --> 00:11:07.760]  多數是現在遺留下來
[00:11:07.760 --> 00:11:09.680]  多數是拉丁文的記載
[00:11:09.680 --> 00:11:13.000]  或者是一些
[00:11:13.000 --> 00:11:14.840]  甚至是阿美利亞文的記載
[00:11:14.840 --> 00:11:16.160]  波斯文的記載
[00:11:16.160 --> 00:11:17.040]  敘利亞文的記載
[00:11:17.040 --> 00:11:17.640]  很多這些
[00:11:17.640 --> 00:11:20.080]  關於元朝的時候的
[00:11:20.080 --> 00:11:21.440]  有一部分是譯成中文
[00:11:21.440 --> 00:11:22.080]  譯成英文
[00:11:22.080 --> 00:11:24.080]  那英文又再譯成中文
[00:11:24.080 --> 00:11:26.160]  其中有本很出名的書
[00:11:26.160 --> 00:11:28.280]  Christopher Dawson
[00:11:28.280 --> 00:11:33.360]  他有一本書是1955年出的
[00:11:33.360 --> 00:11:36.560]  就叫做The Mongol Mission
[00:11:36.560 --> 00:11:38.160]  中文就譯成了
[00:11:38.160 --> 00:11:41.080]  《出事蒙古記》
[00:11:41.080 --> 00:11:44.600]  是1983年中國社會科學院
[00:11:44.600 --> 00:11:46.320]  在北京那裡出的
[00:11:46.320 --> 00:11:48.920]  那裡也譯得不錯
[00:11:48.920 --> 00:11:50.960]  不過也有些地名人名在裡面
[00:11:50.960 --> 00:11:53.920]  我會保留在那裡
[00:11:53.920 --> 00:11:56.360]  這本書裡面其實是指到
[00:11:56.360 --> 00:11:58.520]  很多不同的文章
[00:11:58.520 --> 00:12:00.480]  裡面所謂的蒙古任務
[00:12:00.480 --> 00:12:02.480]  就包括在中世紀
[00:12:02.480 --> 00:12:06.640]  特別是第十三十四世紀裡面
[00:12:06.640 --> 00:12:09.600]  歐洲裡面那時候派一些特別的人
[00:12:09.600 --> 00:12:10.680]  包括孫教士
[00:12:10.680 --> 00:12:12.160]  包括一些哲士
[00:12:12.160 --> 00:12:13.720]  來到中國那裡
[00:12:13.720 --> 00:12:17.240]  來到朝見元朝的皇帝
[00:12:17.240 --> 00:12:19.560]  和探討當時中國的文靜
[00:12:19.560 --> 00:12:20.960]  希望傳教
[00:12:20.960 --> 00:12:24.920]  就將那些報告寫回去歐洲
[00:12:24.920 --> 00:12:27.640]  其中我今天會派給大家的就是那些東西
[00:12:27.640 --> 00:12:29.320]  那時候的教宗
[00:12:29.320 --> 00:12:30.600]  或者我們教皇
[00:12:30.600 --> 00:12:31.880]  Indus
[00:12:31.880 --> 00:12:34.120]  Indus第四世還是十世
[00:12:34.120 --> 00:12:35.920]  好像是第幾世
[00:12:35.920 --> 00:12:37.520]  他特意寫了一封信
[00:12:37.520 --> 00:12:39.040]  就給那時候的
[00:12:39.040 --> 00:12:40.880]  不記得了應該是給成吉思汗
[00:12:40.880 --> 00:12:41.600]  不是成吉思汗
[00:12:41.600 --> 00:12:44.280]  是給其中一個元朝的皇帝
[00:12:44.280 --> 00:12:46.160]  就說我們來吧
[00:12:46.160 --> 00:12:47.760]  誰知道那個皇帝就寄了一封信
[00:12:47.760 --> 00:12:49.640]  說我不要你來
[00:12:49.640 --> 00:12:50.800]  這類這些東西
[00:12:50.800 --> 00:12:52.800]  那些信全部我們現在都有在這裡
[00:12:52.800 --> 00:12:54.520]  在梵蒂岡裡面有記錄
[00:12:54.520 --> 00:12:56.680]  翻譯成為英文之後
[00:12:56.680 --> 00:12:57.600]  再翻譯成為中文
[00:12:57.600 --> 00:13:00.680]  就在Christopher Dawson那本書裡面有了
[00:13:00.680 --> 00:13:03.360]  我會交一封派給你們
[00:13:03.360 --> 00:13:05.560]  只是一些中世紀裡面的資料
[00:13:05.560 --> 00:13:07.680]  有關教會在中國的情況
[00:13:07.680 --> 00:13:09.040]  還有那些人怎麼想傳教
[00:13:09.040 --> 00:13:12.520]  國家怎麼反應的原始文件
[00:13:12.520 --> 00:13:13.640]  還有很多這些
[00:13:13.640 --> 00:13:17.080]  那裡還有很多很多這些東西
[00:13:17.080 --> 00:13:21.200]  另外就是
[00:13:21.200 --> 00:13:22.640]  有一份就是叫
[00:13:22.640 --> 00:13:25.720]  另外最近是
[00:13:25.720 --> 00:13:26.880]  有一本書
[00:13:26.880 --> 00:13:30.920]  也有中文的叫做海頓
[00:13:30.920 --> 00:13:33.800]  海頓郵寄
[00:13:33.800 --> 00:13:35.960]  就是中華書局的
[00:13:35.960 --> 00:13:39.960]  北京1981年出的
[00:13:39.960 --> 00:13:41.680]  海頓郵寄其實就是指到
[00:13:41.680 --> 00:13:44.280]  13 14世紀的時候
[00:13:44.280 --> 00:13:47.400]  在亞美尼亞裡面一個國王
[00:13:47.400 --> 00:13:48.600]  海頓國王
[00:13:48.600 --> 00:13:49.680]  他派了一個特使
[00:13:49.680 --> 00:13:51.720]  和他自己也來去買一份
[00:13:51.720 --> 00:13:52.800]  就去到中華世界
[00:13:52.800 --> 00:13:54.360]  大一席去到中國
[00:13:54.360 --> 00:13:55.800]  沿途所見所聞
[00:13:55.800 --> 00:13:56.720]  他就記錄
[00:13:56.720 --> 00:13:58.200]  就用亞美尼亞文寫
[00:13:58.200 --> 00:13:59.760]  那時候後來就翻譯了
[00:13:59.760 --> 00:14:00.360]  不知道為什麼
[00:14:00.360 --> 00:14:01.560]  後來就流傳回來
[00:14:01.560 --> 00:14:03.080]  首個就是敘利亞文
[00:14:03.080 --> 00:14:04.480]  那敘利亞文後來就翻譯了
[00:14:04.480 --> 00:14:06.320]  被人迷惘了
[00:14:06.320 --> 00:14:08.200]  後來又翻譯成了法文
[00:14:08.200 --> 00:14:09.680]  去到19世紀的時候
[00:14:09.680 --> 00:14:10.640]  有人發覺
[00:14:10.640 --> 00:14:13.120]  原來有這樣的文件記錄
[00:14:13.120 --> 00:14:16.240]  當時中國的教會情況
[00:14:16.240 --> 00:14:18.560]  只有少少說得到
[00:14:18.560 --> 00:14:20.040]  後來翻譯成了俄文
[00:14:20.040 --> 00:14:21.360]  很多蘇聯人研究一輪
[00:14:21.360 --> 00:14:23.920]  最近翻譯成了中文
[00:14:23.920 --> 00:14:25.280]  這份海頓郵寄
[00:14:25.280 --> 00:14:27.440]  是一個很出名的郵寄
[00:14:27.440 --> 00:14:29.520]  給我們知道當時中國的情況
[00:14:29.520 --> 00:14:31.880]  還有一點關於基督徒
[00:14:31.880 --> 00:14:33.000]  基督教的情況
[00:14:33.000 --> 00:14:34.440]  都有記錄的
[00:14:34.440 --> 00:14:36.480]  海頓郵寄這本書很薄
[00:14:36.480 --> 00:14:37.800]  裡面除了海頓之外
[00:14:37.800 --> 00:14:39.560]  還有幾個
[00:14:39.560 --> 00:14:41.520]  現在很難找得到的
[00:14:41.520 --> 00:14:42.800]  原始資料的翻譯
[00:14:42.800 --> 00:14:45.400]  也是同期的人
[00:14:45.400 --> 00:14:48.760]  在中國裡面所見所聞的東西
[00:14:48.760 --> 00:14:49.960]  另外當然也有個
[00:14:49.960 --> 00:14:50.760]  很出名的郵寄
[00:14:50.760 --> 00:14:52.240]  就是馬可.布羅
[00:14:52.240 --> 00:14:53.200]  他寫的那些
[00:14:53.200 --> 00:14:56.160]  他也很詳細描寫得到
[00:14:56.160 --> 00:14:57.560]  當時的基督徒是怎樣
[00:14:57.560 --> 00:14:58.800]  那些亞利可賓教的人
[00:14:58.800 --> 00:15:00.440]  怎樣警教那些人
[00:15:00.440 --> 00:15:02.280]  很詳細的說得到
[00:15:02.280 --> 00:15:03.280]  說他們怎樣腐敗
[00:15:03.280 --> 00:15:03.880]  怎樣怎樣
[00:15:03.880 --> 00:15:04.640]  生活習慣怎樣
[00:15:04.640 --> 00:15:05.640]  諸如此類的
[00:15:05.640 --> 00:15:06.880]  他也有詳細說
[00:15:06.880 --> 00:15:12.280]  馬可.布羅的
[00:15:12.280 --> 00:15:15.120]  他那些也有翻譯成了中文
[00:15:15.120 --> 00:15:16.960]  我提這些給大家知道
[00:15:16.960 --> 00:15:18.320]  就是說
[00:15:18.320 --> 00:15:20.280]  有很多關於當時的資料
[00:15:20.280 --> 00:15:21.600]  那些記載的
[00:15:21.600 --> 00:15:22.640]  但是至現在為止
[00:15:22.640 --> 00:15:25.040]  綜合這些資料的人很少
[00:15:25.040 --> 00:15:25.760]  綜合之下
[00:15:25.760 --> 00:15:26.960]  還有很清楚的結論
[00:15:26.960 --> 00:15:27.920]  和考究的時候
[00:15:27.920 --> 00:15:28.440]  更加少
[00:15:28.440 --> 00:15:29.440]  差不多沒有了
[00:15:29.440 --> 00:15:30.640]  好像這裡是一大片
[00:15:30.640 --> 00:15:32.160]  還沒碰到的東西
[00:15:32.160 --> 00:15:33.320]  沒什麼人碰的
[00:15:33.320 --> 00:15:33.880]  那裡
[00:15:33.880 --> 00:15:34.320]  差不多
[00:15:34.320 --> 00:15:35.600]  我不知道現在有沒有任何人
[00:15:35.600 --> 00:15:37.200]  專門研究這方面的
[00:15:37.200 --> 00:15:39.040]  我只知道就還沒有
[00:15:39.040 --> 00:15:40.920]  還沒看到有什麼特別的文章
[00:15:40.920 --> 00:15:45.520]  是有人發表這方面的東西
[00:15:45.520 --> 00:15:47.680]  那麼故此這裡是
[00:15:47.680 --> 00:15:49.760]  如果有人真的能夠仔細再看一下
[00:15:49.760 --> 00:15:51.880]  可能會在那裡發現
[00:15:51.880 --> 00:15:52.920]  有很多不同的東西
[00:15:52.920 --> 00:15:53.840]  那我一會兒會說下去
[00:15:53.840 --> 00:15:57.600]  大家會明白我為什麼這樣說
[00:15:57.600 --> 00:15:59.960]  首先介紹那些書
[00:15:59.960 --> 00:16:01.160]  那些書全部
[00:16:01.160 --> 00:16:02.760]  大多數我們可以買到的
[00:16:02.760 --> 00:16:08.040]  還有很便宜的
[00:16:08.040 --> 00:16:11.480]  接著我們就說回唐朝那裡
[00:16:11.480 --> 00:16:14.960]  上次我們說到警教的開始
[00:16:14.960 --> 00:16:16.760]  就知道它是中間的
[00:16:16.760 --> 00:16:17.480]  就是中興
[00:16:17.480 --> 00:16:18.560]  後來就沒落
[00:16:18.560 --> 00:16:20.560]  是到了845年
[00:16:20.560 --> 00:16:22.800]  武宗下令滅教那裡
[00:16:22.800 --> 00:16:25.040]  那麼它主要滅教就是滅佛教的
[00:16:25.040 --> 00:16:26.560]  和星道教的
[00:16:26.560 --> 00:16:28.000]  但是在滅佛教的過程裡面
[00:16:28.000 --> 00:16:29.560]  同時也都是將
[00:16:29.560 --> 00:16:32.200]  所有其他的火士教
[00:16:32.200 --> 00:16:34.320]  明教就是摩尼教
[00:16:34.320 --> 00:16:36.760]  還有大全境教
[00:16:36.760 --> 00:16:40.680]  一起來制裁或者消滅
[00:16:40.680 --> 00:16:42.960]  上次我們說到就是讀到給大家知道
[00:16:42.960 --> 00:16:44.480]  原來那時候天下有很多廟宇
[00:16:44.480 --> 00:16:45.080]  很多城
[00:16:45.080 --> 00:16:46.880]  那麼它滅教的原因
[00:16:46.880 --> 00:16:48.320]  除了宗教
[00:16:48.320 --> 00:16:49.640]  宗教是很次要的
[00:16:49.640 --> 00:16:53.560]  主要是經濟和政治原因在那裡
[00:16:53.560 --> 00:16:56.520]  那麼到了88、79的時候
[00:16:56.520 --> 00:16:57.880]  就是王朝的時候
[00:16:57.880 --> 00:16:59.440]  那麼攻廣州
[00:16:59.440 --> 00:17:00.400]  那麼在廣州裡面
[00:17:00.400 --> 00:17:04.160]  歷史記載就殺了12萬的外籍人士
[00:17:04.160 --> 00:17:05.520]  那裡包括是回教的人
[00:17:05.520 --> 00:17:06.920]  那時候已經有回教了
[00:17:06.920 --> 00:17:07.680]  在廣州
[00:17:07.680 --> 00:17:08.520]  那麼有猶太人
[00:17:08.520 --> 00:17:09.200]  有火士教
[00:17:09.200 --> 00:17:11.120]  還有警教的人
[00:17:11.120 --> 00:17:13.200]  更加都有摩尼教的人
[00:17:13.200 --> 00:17:14.120]  那麼換句話說
[00:17:14.120 --> 00:17:20.080]  起碼在第九世紀末期的時候
