
[00:00:00.000 --> 00:00:10.000]  各位大英姐妹,各位朋友,你們好,歡迎大家參觀我們三藩市播道會網上的五堂崇拜
[00:02:49.000 --> 00:02:52.000]  這是受李常壽影響的一派
[00:02:52.000 --> 00:02:57.000]  他們之所以稱呼喊派,是因為在聚會的時候,被信眾大聲呼喊
[00:02:57.000 --> 00:03:02.000]  「主呀阿門,哈利路亞」,這些詞句
[00:03:02.000 --> 00:03:07.000]  呼喊派有時有些是比較正統,有些是離經半道
[00:03:07.000 --> 00:03:14.000]  甚至以為李常壽就是基督,在他們傳單裡面這樣寫
[00:03:14.000 --> 00:03:22.000]  「這位會基督就是李常壽,而李常壽是小群教會的一個危託星」的一個童工
[00:03:22.000 --> 00:03:30.000]  1962年在美國加州創立教會,並積極向中國傳教,成立呼喊派
[00:03:30.000 --> 00:03:33.000]  在1997年離世
[00:03:33.000 --> 00:03:38.000]  另一派叫做秘勒王,創立的人叫做吳釀明
[00:03:38.000 --> 00:03:45.000]  起初是呼喊派的教友,1988年自立門戶,又根據羅家方第二章34至35節
[00:03:45.000 --> 00:03:52.000]  自稱為秘勒王,宣稱耶穌基督已經死,神另立一個王,這個王就許自己
[00:03:52.000 --> 00:03:58.000]  信徒不一定要上教堂,只要一心一意祈求秘勒王就可以得救
[00:03:58.000 --> 00:04:05.000]  除了這些怪異的道理之外,他更是藉著宗教來奸淫婦女
[00:04:05.000 --> 00:04:13.000]  並要求信眾將金錢奉獻給他,他1995年被捕,同年12月被判死刑
[00:04:13.000 --> 00:04:22.000]  還有一些剛才所說的東方閃電這一派,稱為女基督
[00:04:22.000 --> 00:04:26.000]  還有另外一派叫多倫多聖少派
[00:04:26.000 --> 00:04:34.000]  這些是多倫多靈恩教會葡萄園教會,在90年代由多倫多回國的中國留學生傳出來的
[00:04:34.000 --> 00:04:42.000]  他們以為可以用搖滾樂去敬拜神,追求聖靈的充滿
[00:04:42.000 --> 00:04:48.000]  被聖靈充滿的時候會狂笑,又會狂喊,又會說謊言
[00:04:48.000 --> 00:04:53.000]  由於中國當局以為這些是邪教,積極的打擊他們
[00:04:53.000 --> 00:04:57.000]  但在打擊期間往往分不出哪些是正派,哪些是異端
[00:04:57.000 --> 00:05:02.000]  所以過去十幾年來不少的正派教會因此而受到牽連,受到打擊
[00:05:02.000 --> 00:05:09.000]  其實異端邪說的問題不單發生在今天,不單發生在中國
[00:05:09.000 --> 00:05:12.000]  自有教會以來已經有異端邪說的出現
[00:05:12.000 --> 00:05:18.000]  早期教會的所謂樂師底派,以為耶穌只是幻覺,幻影,而不是真的
[00:05:18.000 --> 00:05:27.000]  後來又有那些Multanias的異端出現,以為基督不是真是神
[00:05:27.000 --> 00:05:31.000]  我們會問,為什麼神阻止那麼多異端邪說的出現呢?
[00:05:31.000 --> 00:05:36.000]  其實教會純正的問題正是教會歷史中的中心問題
[00:05:36.000 --> 00:05:39.000]  所謂純正包括兩方面的純正
[00:05:39.000 --> 00:05:42.000]  第一,行為道德上、品格上的純正
[00:05:42.000 --> 00:05:45.000]  第二,教義上、信仰上的純正
[00:05:45.000 --> 00:05:50.000]  其實基督早已為我們預備了一些Antivirus的工具
[00:05:50.000 --> 00:05:56.000]  聖靈就是監察我們行為的純正,一個最好的工具
[00:05:56.000 --> 00:06:03.000]  聖靈會責備我們,為罪為義為審判,自己責備自己
[00:06:03.000 --> 00:06:07.000]  聖經也是監察我們信仰的純正
[00:06:07.000 --> 00:06:14.000]  如果我們不是看重聖靈和聖經的地位和工作
[00:06:14.000 --> 00:06:17.000]  恐怕教會就會走上自殺的路程
[00:06:17.000 --> 00:06:20.000]  上次我和大師思想到的就是紀念你的目者
[00:06:20.000 --> 00:06:24.000]  看他們的行為、品格是否純正
[00:06:24.000 --> 00:06:29.000]  今天希伯羅書的作者講到信仰、教義的純正
[00:06:29.000 --> 00:06:31.000]  兩方面都非常重要
[00:06:31.000 --> 00:06:35.000]  無論是道德上的純正、教義上的純正
[00:06:35.000 --> 00:06:39.000]  都是非常重要,缺一不可的
[00:06:39.000 --> 00:06:44.000]  首先我們來看看希伯羅書第十三章第九節
[00:06:44.000 --> 00:06:47.000]  不為怪而教訓勾引
[00:06:47.000 --> 00:06:49.000]  在第九章開始的時候
[00:06:49.000 --> 00:06:51.000]  作者對用了一個命令式的語法
[00:06:51.000 --> 00:06:57.000]  不要被那諸般怪異的教訓勾引了去
[00:06:57.000 --> 00:06:59.000]  勾引這個詞
[00:06:59.000 --> 00:07:03.000]  希臘文叫parapharo
[00:07:03.000 --> 00:07:05.000]  是present continuous tense
[00:07:05.000 --> 00:07:10.000]  意思是不住的、不斷的、分分鐘都有可能被勾引去的
[00:07:10.000 --> 00:07:15.000]  parapharo這個詞在整本新教聖經只是出現了四字
[00:07:15.000 --> 00:07:17.000]  這個詞出現有時是主動的
[00:07:17.000 --> 00:07:21.000]  好像耶穌要求把斧杯挪開的時候這個主動
[00:07:21.000 --> 00:07:24.000]  也有被動的,就好像在這裡一樣被勾引走
[00:07:24.000 --> 00:07:29.000]  這個字可以說是被帶走、被引開、distracted
[00:07:29.000 --> 00:07:33.000]  也可以說是用基本的方法將你帶離正道
[00:07:33.000 --> 00:07:35.000]  離開正道
[00:07:35.000 --> 00:07:38.000]  離開純正的道理
[00:07:38.000 --> 00:07:40.000]  離開主耶穌
[00:07:40.000 --> 00:07:42.000]  事實上在今天這個世界
[00:07:42.000 --> 00:07:48.000]  我們分分鐘都很容易被那些怪異的道理勾引離開
[00:07:48.000 --> 00:07:50.000]  很容易
[00:07:50.000 --> 00:07:54.000]  很多這些異天邪說
[00:07:54.000 --> 00:07:58.000]  透過YouTube、透過這些書籍
[00:07:58.000 --> 00:08:02.000]  透過這些所謂的傳道
[00:08:02.000 --> 00:08:06.000]  將他們的價值觀傳播出去
[00:08:06.000 --> 00:08:10.000]  聖經稱它為怪異的教訓
[00:08:10.000 --> 00:08:12.000]  什麼叫怪異的教訓呢?
[00:08:12.000 --> 00:08:14.000]  原文是中蘇的
[00:08:14.000 --> 00:08:18.000]  所以中文叫做諸般各樣怪異的教訓
[00:08:18.000 --> 00:08:20.000]  其實這個怪異這個字
[00:08:20.000 --> 00:08:23.000]  是和第十一章十三節
[00:08:23.000 --> 00:08:26.000]  叫做異鄉人的字是一樣的
[00:08:26.000 --> 00:08:31.000]  這個字其實主要的意思是解作新奇
[00:08:31.000 --> 00:08:32.000]  strange
[00:08:32.000 --> 00:08:34.000]  而不是怪異
[00:08:34.000 --> 00:08:36.000]  weird
[00:08:36.000 --> 00:08:39.000]  沒錯,它是從外代來的
[00:08:39.000 --> 00:08:41.000]  它是來自別的宗教
[00:08:41.000 --> 00:08:42.000]  別的思想
[00:08:42.000 --> 00:08:44.000]  別的宗教體系
[00:08:44.000 --> 00:08:46.000]  是和風音不相情
[00:08:46.000 --> 00:08:48.000]  和風音是不符的
[00:08:48.000 --> 00:08:50.000]  不過這些怪異的教訓有一個特點
[00:08:50.000 --> 00:08:52.000]  是此事而非
[00:08:52.000 --> 00:08:54.000]  它又不是完全外來的
[00:08:54.000 --> 00:08:58.000]  它們仍然會用聖經的語句
[00:08:58.000 --> 00:09:01.000]  仍然用基督教的術語
[00:09:01.000 --> 00:09:04.000]  也都行基督教的禮儀
[00:09:04.000 --> 00:09:07.000]  甚至他們自己稱自己為基督徒
[00:09:07.000 --> 00:09:10.000]  但是它改頭換面
[00:09:10.000 --> 00:09:13.000]  只是用基督教的用詞
[00:09:13.000 --> 00:09:15.000]  而內容解釋
[00:09:15.000 --> 00:09:17.000]  有另外一套
[00:09:17.000 --> 00:09:20.000]  這個就是怪異的意思
[00:09:20.000 --> 00:09:22.000]  究竟
[00:09:22.000 --> 00:09:24.000]  希伯羅斯所說的異端
[00:09:24.000 --> 00:09:26.000]  是什麼異端呢
[00:09:26.000 --> 00:09:28.000]  在第九節的下半部分
[00:09:28.000 --> 00:09:29.000]  就給我們一提示
[00:09:29.000 --> 00:09:33.000]  因為人心靠恩德堅固才是好的
[00:09:33.000 --> 00:09:35.000]  並不是靠飲食
[00:09:35.000 --> 00:09:37.000]  那就是飲食上專心的
[00:09:37.000 --> 00:09:39.000]  從來沒有得著益處
[00:09:39.000 --> 00:09:42.000]  這裡我們看到一個中心思想
[00:09:42.000 --> 00:09:44.000]  中心思想就是
[00:09:44.000 --> 00:09:47.000]  一個信徒怎樣深得堅固呢
[00:09:47.000 --> 00:09:50.000]  它比較有兩種不同的方法
[00:09:50.000 --> 00:09:52.000]  得堅固的方法
[00:09:52.000 --> 00:09:55.000]  第一是靠恩典得堅固
[00:09:55.000 --> 00:09:58.000]  第二是靠飲食得堅固
[00:09:58.000 --> 00:10:00.000]  我們看完之後
[00:10:00.000 --> 00:10:02.000]  就一頭霧水
[00:10:02.000 --> 00:10:04.000]  靠恩典得堅固
[00:10:04.000 --> 00:10:06.000]  大家都知道
[00:10:06.000 --> 00:10:08.000]  我們是靠上帝的恩典
[00:10:08.000 --> 00:10:10.000]  才可以站立得住
[00:10:10.000 --> 00:10:14.000]  怎樣靠飲食得堅固呢
[00:10:14.000 --> 00:10:19.000]  任何有常識的人都覺得這些是沒有道理的
[00:10:19.000 --> 00:10:22.000]  為什麼
[00:10:22.000 --> 00:10:24.000]  這類希伯羅斯的作者
[00:10:24.000 --> 00:10:26.000]  說到這些異端
[00:10:26.000 --> 00:10:28.000]  這些怪異的教訓
[00:10:28.000 --> 00:10:31.000]  是靠飲食得堅固呢
[00:10:31.000 --> 00:10:33.000]  事實上我們今天看到很多異端
[00:10:33.000 --> 00:10:35.000]  例如我們看閃電教
[00:10:35.000 --> 00:10:37.000]  勒王教
[00:10:37.000 --> 00:10:39.000]  富行牌都有很多無稽之談
[00:10:39.000 --> 00:10:41.000]  為什麼甚至有識之士都會相信
[00:10:41.000 --> 00:10:43.000]  這個值得我們研究研究
[00:10:43.000 --> 00:10:45.000]  我們看看
[00:10:45.000 --> 00:10:48.000]  恩典和飲食
[00:10:48.000 --> 00:10:50.000]  有什麼不同
[00:10:50.000 --> 00:10:52.000]  第十節到十二節
[00:10:52.000 --> 00:10:55.000]  我們有一祭壇
[00:10:55.000 --> 00:10:57.000]  上面的祭物
[00:10:57.000 --> 00:11:00.000]  是那些在障莫中公職的人
[00:11:00.000 --> 00:11:02.000]  不可吃的
[00:11:02.000 --> 00:11:09.000]  原來生祖的血被祭師帶入聖所作贖罪祭
[00:11:09.000 --> 00:11:13.000]  生祖的身子被燒在刑外
[00:11:13.000 --> 00:11:15.000]  所以耶穌要用自己的血
[00:11:15.000 --> 00:11:17.000]  要百姓成聖
[00:11:17.000 --> 00:11:21.000]  也就在城本外受苦
[00:11:21.000 --> 00:11:25.000]  這幅很奇怪的圖畫
[00:11:25.000 --> 00:11:27.000]  看上去我們不知道是什麼
[00:11:27.000 --> 00:11:30.000]  但我們就要去看看舊約
[00:11:30.000 --> 00:11:36.000]  因為這幅圖畫是描述舊約憲祭
[00:11:36.000 --> 00:11:40.000]  根據《利未記》第十六章二十七節記載
[00:11:40.000 --> 00:11:42.000]  在贖罪日那一天
[00:11:42.000 --> 00:11:45.000]  大祭司要為自己和百姓
[00:11:45.000 --> 00:11:48.000]  獻上公牛和山羊
[00:11:48.000 --> 00:11:50.000]  都是贖罪祭
[00:11:50.000 --> 00:11:52.000]  公牛是為他的罪
[00:11:52.000 --> 00:11:54.000]  山羊是為百姓的罪
[00:11:54.000 --> 00:11:57.000]  但有一個很重要的規矩
[00:11:57.000 --> 00:12:01.000]  大祭司拿著公牛和山羊的血
[00:12:01.000 --> 00:12:04.000]  進去聖所之內獻賞
[00:12:04.000 --> 00:12:06.000]  作為贖罪祭
[00:12:06.000 --> 00:12:09.000]  但這生祖的身體
[00:12:09.000 --> 00:12:13.000]  要在滙幕之外焚燒
[00:12:13.000 --> 00:12:15.000]  所以希伯羅書的作者說
[00:12:15.000 --> 00:12:19.000]  原來生祖的血被大祭司帶入聖所作贖罪祭
[00:12:19.000 --> 00:12:23.000]  生祖的身子被燒在刑外
[00:12:23.000 --> 00:12:26.000]  刑的意思就是在帳幕之外
[00:12:26.000 --> 00:12:28.000]  Tabernacle
[00:12:28.000 --> 00:12:31.000]  希伯羅書的作者看到一個真理
[00:12:31.000 --> 00:12:34.000]  在舊約的贖罪日
[00:12:34.000 --> 00:12:40.000]  這個贖罪正是預表了耶穌基督的死
[00:12:40.000 --> 00:12:42.000]  他為我們贖罪
[00:12:42.000 --> 00:12:45.000]  因為耶穌基督被釘十字架的時候
[00:12:45.000 --> 00:12:47.000]  是在城外被釘的
[00:12:47.000 --> 00:12:50.000]  是城外受苦的
[00:12:50.000 --> 00:12:52.000]  不是在耶路撒冷的城內
[00:12:52.000 --> 00:12:56.000]  而是在耶路撒冷的城外的各國他
[00:12:56.000 --> 00:12:58.000]  被釘十字架
[00:12:58.000 --> 00:13:01.000]  說到這裏我們不禁會問
[00:13:01.000 --> 00:13:03.000]  為什麼希伯羅書的作者
[00:13:03.000 --> 00:13:07.000]  無緣無故提到贖罪日的獻祭
[00:13:07.000 --> 00:13:11.000]  和我們所說的二天、邪說有何關係呢?
[00:13:11.000 --> 00:13:13.000]  如果你還沒有忘記
[00:13:13.000 --> 00:13:15.000]  我們就知道在第九節
[00:13:15.000 --> 00:13:19.000]  這個二天一定是和飲食有關係的
[00:13:19.000 --> 00:13:24.000]  飲食就是飲食可以兼顧你的心
[00:13:24.000 --> 00:13:27.000]  他們以為食物可以強健人的心靈
[00:13:27.000 --> 00:13:29.000]  我們就很難過
[00:13:29.000 --> 00:13:33.000]  為什麼食物可以叫人的靈性強健呢?
[00:13:33.000 --> 00:13:35.000]  如果有人來找我
[00:13:35.000 --> 00:13:39.000]  穆斯、穆斯,我靈性不好
[00:13:39.000 --> 00:13:44.000]  我怎樣可以和神關係好一點呢?
[00:13:44.000 --> 00:13:46.000]  我沒理由開個餐單給他
[00:13:46.000 --> 00:13:52.000]  每天喝一杯牛奶,每天吃一碗豆腐牛肉飯等等
[00:13:52.000 --> 00:13:53.000]  那你靈性就會好
[00:13:53.000 --> 00:13:55.000]  如果我這樣說的時候
[00:13:55.000 --> 00:13:58.000]  你會以為我瘋了嗎?
[00:13:58.000 --> 00:14:00.000]  究竟是什麼意思呢?
[00:14:00.000 --> 00:14:02.000]  不少解經家以為這個
[00:14:02.000 --> 00:14:05.000]  和猶太人的飲食條例有關係的
[00:14:05.000 --> 00:14:07.000]  因為猶太人,甚至現在的猶太人
[00:14:07.000 --> 00:14:09.000]  對飲食的條例非常嚴謹的
[00:14:09.000 --> 00:14:10.000]  他們不吃豬肉
[00:14:10.000 --> 00:14:12.000]  他們不用奶類和肉類
[00:14:12.000 --> 00:14:14.000]  不可以混為一起吃的
[00:14:14.000 --> 00:14:16.000]  這個叫Cosher food
[00:14:16.000 --> 00:14:18.000]  所以麥當勞的漢堡包
[00:14:18.000 --> 00:14:21.000]  在以色列肯定是要收檔的
[00:14:21.000 --> 00:14:27.000]  但是,這種說法也有問題
[00:14:27.000 --> 00:14:29.000]  如果這種說法是和飲食有關係的
[00:14:29.000 --> 00:14:31.000]  那為什麼作者又無緣無故提到
[00:14:31.000 --> 00:14:33.000]  救藥贖罪的獻祭的時候
[00:14:33.000 --> 00:14:37.000]  是把身體獻罪刑外呢?
[00:14:37.000 --> 00:14:39.000]  沒有關係的
[00:14:39.000 --> 00:14:44.000]  William Barker提出一個非常有趣的看法
[00:14:44.000 --> 00:14:46.000]  在新約時代
[00:14:46.000 --> 00:14:49.000]  猶太人、基督徒
[00:14:49.000 --> 00:14:54.000]  甚受希臘宗教的思想影響
[00:14:54.000 --> 00:14:57.000]  希臘人對獻祭有一種非常有趣的看法
[00:14:57.000 --> 00:15:00.000]  當一個希臘人向神獻祭的時候
[00:15:00.000 --> 00:15:03.000]  他會把獻過祭的羊作為食物
[00:15:03.000 --> 00:15:08.000]  並且大排延直請親戚朋友大吃一番
[00:15:08.000 --> 00:15:11.000]  通常這些獻祭是在神廟進行的
[00:15:11.000 --> 00:15:13.000]  為什麼他們要這樣做呢?
[00:15:13.000 --> 00:15:15.000]  因為他們相信
[00:15:15.000 --> 00:15:20.000]  當祭司獻上這些生畜給他們的神的時候
[00:15:20.000 --> 00:15:25.000]  神明就進入到這些生畜的肉裡
[00:15:25.000 --> 00:15:30.000]  所以吃了羊肉、牛肉、豬肉
[00:15:30.000 --> 00:15:33.000]  就好像把神進入到你的心裡
[00:15:33.000 --> 00:15:35.000]  能夠兼顧你的心
[00:15:35.000 --> 00:15:38.000]  原來這就是希臘人的想法
[00:15:38.000 --> 00:15:43.000]  這是希臘人宗教流行的作法和思想
[00:15:43.000 --> 00:15:48.000]  很有可能影響了當時的所謂基督徒
[00:15:48.000 --> 00:15:50.000]  他們認為在首聖餐的時候
[00:15:50.000 --> 00:15:54.000]  耶穌的身體就會進入餅裡
[00:15:54.000 --> 00:15:57.000]  所以耶穌拿著餅來說
[00:15:57.000 --> 00:16:00.000]  這就是我身體為你們捨棄的
[00:16:00.000 --> 00:16:02.000]  所以當我們吃這個餅的時候
[00:16:02.000 --> 00:16:04.000]  就好像吃了耶穌基督的身體
[00:16:04.000 --> 00:16:06.000]  吃了耶穌的身體
[00:16:06.000 --> 00:16:08.000]  他的靈性就會強健起來
[00:16:08.000 --> 00:16:10.000]  而這種想法
[00:16:10.000 --> 00:16:14.000]  至少在今天的天主教對聖餐的看法一樣是這樣的
[00:16:14.000 --> 00:16:16.000]  正因為這樣的緣故
[00:16:16.000 --> 00:16:18.000]  希伯羅蘇的作者第九節就說
[00:16:18.000 --> 00:16:22.000]  這些異端是靠飲食心得堅固
[00:16:22.000 --> 00:16:28.000]  我想William Berkeley這種看法是很有可能
[00:16:28.000 --> 00:16:32.000]  於是希伯羅蘇的作者就引用《利未記》第十六章
[00:16:32.000 --> 00:16:36.000]  說出這種思想這種看法的錯誤
[00:16:36.000 --> 00:16:38.000]  為什麼呢?
[00:16:38.000 --> 00:16:41.000]  希伯羅蘇的作者說我們有一個祭壇
[00:16:41.000 --> 00:16:47.000]  上面的祭物是那些帳幕中公職的人不可吃的
[00:16:47.000 --> 00:16:50.000]  原來在舊約的習禮裡面
[00:16:50.000 --> 00:16:53.000]  在屬罪日大祭司
[00:16:53.000 --> 00:16:56.000]  阻礙了公牛阻礙了山羊
[00:16:56.000 --> 00:17:01.000]  這些畜生的身體在營外焚燒
[00:17:01.000 --> 00:17:06.000]  那些在帳幕中公職的人是不可以吃這些肉的
[00:17:06.000 --> 00:17:10.000]  意思就是說希伯羅蘇的作者對他們說
[00:17:10.000 --> 00:17:12.000]  你們錯啊
[00:17:12.000 --> 00:17:15.000]  你們以為吃了聖餐的餅
[00:17:15.000 --> 00:17:18.000]  就好像吃了耶穌基督的身體
[00:17:18.000 --> 00:17:20.000]  因此心靈就得強健嗎?
[00:17:20.000 --> 00:17:23.000]  錯啊,你們看看舊約
[00:17:23.000 --> 00:17:29.000]  那些祭司是不可以吃在營外燒的生畜
[00:17:29.000 --> 00:17:32.000]  怎麼可以說呢?你吃了生畜的時候
[00:17:32.000 --> 00:17:36.000]  就等於是吃了神明的身體
[00:17:36.000 --> 00:17:40.000]  那你的靈性就會強壯呢?
[00:17:40.000 --> 00:17:42.000]  不可能的
[00:17:42.000 --> 00:17:44.000]  耶穌是在城外受死的
[00:17:44.000 --> 00:17:49.000]  就好像舊約的生畜被城外焚燒一樣
[00:17:49.000 --> 00:17:53.000]  在舊約的時候那些祭司不可以吃這些
[00:17:53.000 --> 00:17:59.000]  因為那些不是真的能夠讓你心靈強健
[00:17:59.000 --> 00:18:06.000]  為什麼我們說飲食可以強健我們的身體呢?
[00:18:06.000 --> 00:18:08.000]  的幾率是什麼?
[00:18:08.000 --> 00:18:13.000]  因為人是靠神的恩典才能夠兼顧
[00:18:13.000 --> 00:18:15.000]  不是靠飲食
[00:18:15.000 --> 00:18:19.000]  那些是在飲食上專心從無得著益處
[00:18:19.000 --> 00:18:24.000]  靈性好與壞與飲食是無關的
[00:18:24.000 --> 00:18:26.000]  那是神的恩典
[00:18:26.000 --> 00:18:30.000]  所以才能夠讓我們靈性好
[00:18:30.000 --> 00:18:32.000]  或者我們繼續看看
[00:18:32.000 --> 00:18:35.000]  希伯羅書的作者怎樣勸勉我們
[00:18:35.000 --> 00:18:38.000]  第十三節至十四節
[00:18:38.000 --> 00:18:44.000]  我們怎樣能夠靠神的恩典心得堅固呢?
[00:18:44.000 --> 00:18:48.000]  我們就要看看十三節至十四節
[00:18:48.000 --> 00:18:56.000]  這樣我們也當出到形外就了他去
[00:18:56.000 --> 00:18:59.000]  忍受他所受的凝慾
[00:18:59.000 --> 00:19:03.000]  我們在這裡本沒有上傳的誠
[00:19:03.000 --> 00:19:06.000]  乃是尋求那將來的誠
[00:19:06.000 --> 00:19:08.000]  在第十三節一開始
[00:19:08.000 --> 00:19:10.000]  希伯羅書的招牌貨又出現了
[00:19:10.000 --> 00:19:12.000]  什麼招牌貨呢?
[00:19:12.000 --> 00:19:13.000]  以前我跟大家說過
[00:19:13.000 --> 00:19:18.000]  它是一種文化結構叫作Hortitary Subjunctive Moon
[00:19:18.000 --> 00:19:21.000]  這個Hortitary Subjunctive Moon是什麼意思呢?
[00:19:21.000 --> 00:19:23.000]  它不是命令
[00:19:23.000 --> 00:19:25.000]  它又不是請求
[00:19:25.000 --> 00:19:27.000]  它是介乎命令和請求
[00:19:27.000 --> 00:19:29.000]  如果翻譯可以說
[00:19:29.000 --> 00:19:32.000]  弟兄們讓我們一起去吧
[00:19:32.000 --> 00:19:34.000]  一種sense of urgency
[00:19:34.000 --> 00:19:39.000]  我們既然蒙了耶穌基督的潔淨得以成性
[00:19:39.000 --> 00:19:41.000]  就跟著耶穌去吧
[00:19:41.000 --> 00:19:45.000]  耶穌是被釘於形外
[00:19:45.000 --> 00:19:47.000]  被釘於耶路撒冷之外
[00:19:47.000 --> 00:19:49.000]  耶穌是去到形外
[00:19:49.000 --> 00:19:52.000]  我們也跟著耶穌去到形外
[00:19:52.000 --> 00:19:54.000]  形外是什麼意思呢?
[00:19:54.000 --> 00:19:58.000]  原來在猶太人的心目中
[00:19:58.000 --> 00:20:00.000]  形外、聖殿之外
[00:20:00.000 --> 00:20:02.000]  或者是一個回末之外
[00:20:02.000 --> 00:20:04.000]  是不潔淨的世界
[00:20:04.000 --> 00:20:07.000]  根據《李媚記》第24章十節
[00:20:07.000 --> 00:20:08.000]  至十六節
[00:20:08.000 --> 00:20:09.000]  《文素記》十五章三十五節
[00:20:09.000 --> 00:20:10.000]  十六節
[00:20:10.000 --> 00:20:12.000]  是犯了法
[00:20:12.000 --> 00:20:13.000]  涉足罪
[00:20:13.000 --> 00:20:14.000]  拜偶像
[00:20:14.000 --> 00:20:16.000]  姦淫的謀殺犯
[00:20:16.000 --> 00:20:18.000]  才形外被處死的
[00:20:18.000 --> 00:20:20.000]  所以
[00:20:20.000 --> 00:20:21.000]  這裡就說到
[00:20:21.000 --> 00:20:24.000]  耶穌基督被帶到形外受死
[00:20:24.000 --> 00:20:26.000]  被釘十字架被凌辱
[00:20:26.000 --> 00:20:30.000]  我們同樣是跟著耶穌基督去到形外
[00:20:30.000 --> 00:20:32.000]  所忍受的凌辱
[00:20:32.000 --> 00:20:34.000]  什麼叫他所受的凌辱呢?
[00:20:34.000 --> 00:20:38.000]  這些不單是指他被釘十字架
[00:20:38.000 --> 00:20:41.000]  更加是告訴我們
[00:20:41.000 --> 00:20:43.000]  我們學校主耶穌基督
[00:20:43.000 --> 00:20:45.000]  會在十字架裡跟隨他
[00:20:45.000 --> 00:20:49.000]  他受的凌辱我們一樣受
[00:20:49.000 --> 00:20:52.000]  他受的鞭傷我們一樣受
[00:20:52.000 --> 00:20:56.000]  這就是跟隨耶穌基督的意思
[00:20:56.000 --> 00:21:00.000]  我們再看看希伯羅書
[00:21:00.000 --> 00:21:02.000]  希伯羅書的作者說
[00:21:02.000 --> 00:21:06.000]  靠恩才深得堅固
[00:21:06.000 --> 00:21:11.000]  跟二天所提到的靠飲食深得堅固
[00:21:11.000 --> 00:21:14.000]  二天人以為吃了藥
[00:21:14.000 --> 00:21:15.000]  吃了肉
[00:21:15.000 --> 00:21:17.000]  吃了祭品
[00:21:17.000 --> 00:21:20.000]  或者用現在來說的聖餐餅
[00:21:20.000 --> 00:21:23.000]  將耶穌基督帶到自己的身體
[00:21:23.000 --> 00:21:25.000]  這樣就可以無福
[00:21:25.000 --> 00:21:27.000]  希伯羅書的作者說
[00:21:27.000 --> 00:21:31.000]  你心堅不堅固
[00:21:31.000 --> 00:21:34.000]  是在你跟隨耶穌
[00:21:34.000 --> 00:21:36.000]  是靠神的恩典
[00:21:36.000 --> 00:21:39.000]  耶穌的被凌辱我們一樣被凌辱
[00:21:39.000 --> 00:21:41.000]  耶穌受的凌辱我們一樣
[00:21:41.000 --> 00:21:44.000]  好像耶穌的仍愛受凌辱一樣
[00:21:44.000 --> 00:21:48.000]  唯有這樣我們心深得堅固
[00:21:48.000 --> 00:21:52.000]  這樣跟保羅在哥倫多學書第四章第七節
[00:21:52.000 --> 00:21:55.000]  第八節所說是有極度的相似
[00:21:55.000 --> 00:21:58.000]  我們有者寶貝放在瓦器裡
