
[00:00:00.000 --> 00:00:05.400]  各位弟弟姐妹 各位朋友 你們好
[00:04:14.000 --> 00:04:16.000]  是有黃金的陣相
[00:04:16.000 --> 00:04:19.000]  而是花花朵朵的銀子
[00:04:19.000 --> 00:04:23.000]  對他來說 黃金比這些銀子重要
[00:04:23.000 --> 00:04:25.000]  但是在攻打Aqaba
[00:04:25.000 --> 00:04:28.000]  他差不多成為了阿拉伯人一樣
[00:04:28.000 --> 00:04:30.000]  這個Lawrence
[00:04:30.000 --> 00:04:36.000]  終於和以前很不一樣
[00:04:36.000 --> 00:04:38.000]  直至到達瓦的地方
[00:04:38.000 --> 00:04:40.000]  他連同一群阿拉伯人
[00:04:40.000 --> 00:04:42.000]  被土耳其捉拿
[00:04:42.000 --> 00:04:44.000]  困在獄中
[00:04:44.000 --> 00:04:48.000]  受盡土耳其將軍的性騷擾
[00:04:48.000 --> 00:04:51.000]  因為土耳其將軍是一個同性戀
[00:04:51.000 --> 00:04:55.000]  專找男人侮辱
[00:04:55.000 --> 00:04:58.000]  後來他被扔出街頭
[00:04:58.000 --> 00:05:03.000]  這次的仇婦將Lawrence完全改變過來
[00:05:03.000 --> 00:05:05.000]  他就好像覺得自己是
[00:05:05.000 --> 00:05:08.000]  其中一個阿拉伯人一樣
[00:05:08.000 --> 00:05:10.000]  不再是特殊分子
[00:05:10.000 --> 00:05:12.000]  而是一個被虐待
[00:05:12.000 --> 00:05:14.000]  被剝削
[00:05:14.000 --> 00:05:17.000]  被侮辱的一個人
[00:05:17.000 --> 00:05:19.000]  這個經歷一方面將他和
[00:05:19.000 --> 00:05:22.000]  阿拉伯人之間的隔膜徹底打破
[00:05:22.000 --> 00:05:25.000]  他自己也都好像覺得
[00:05:25.000 --> 00:05:27.000]  自己成為了阿拉伯人一樣
[00:05:27.000 --> 00:05:29.000]  但另一方面
[00:05:29.000 --> 00:05:31.000]  他也變成了一個兇殘
[00:05:31.000 --> 00:05:33.000]  自私的人
[00:05:33.000 --> 00:05:36.000]  當他處決一個阿拉伯人的時候
[00:05:36.000 --> 00:05:38.000]  他很不開心
[00:05:38.000 --> 00:05:40.000]  有人問他為什麼不開心
[00:05:40.000 --> 00:05:42.000]  他說我之所以不開心
[00:05:42.000 --> 00:05:45.000]  不是因為我殺了這個阿拉伯人
[00:05:45.000 --> 00:05:47.000]  而是我殺了之後
[00:05:47.000 --> 00:05:50.000]  竟然之間無動於衷
[00:05:50.000 --> 00:05:53.000]  我發覺我變了
[00:05:53.000 --> 00:05:56.000]  我不再是以前純真的Lawrence
[00:05:56.000 --> 00:06:00.000]  當他領著那些兇殘的阿拉伯人
[00:06:00.000 --> 00:06:02.000]  進攻大馬士革的時候
[00:06:02.000 --> 00:06:04.000]  見到一隊撤退的
[00:06:04.000 --> 00:06:06.000]  賭爾奇軍隊
[00:06:06.000 --> 00:06:08.000]  他就好像其他阿拉伯人一樣大聲說
[00:06:08.000 --> 00:06:11.000]  No prisoners, no prisoners
[00:06:11.000 --> 00:06:13.000]  將他一一殺掉
[00:06:13.000 --> 00:06:16.000]  他似乎正是享受這種
[00:06:16.000 --> 00:06:19.000]  兇殘的屠殺
[00:06:19.000 --> 00:06:21.000]  他和Lawrence of Arabia
[00:06:21.000 --> 00:06:23.000]  這一齣戲裏面
[00:06:23.000 --> 00:06:27.000]  我們看到一個非常矛盾的圖畫
[00:06:27.000 --> 00:06:29.000]  當Lawrence維持著一個
[00:06:29.000 --> 00:06:32.000]  純真的英國紳士的時候
[00:06:32.000 --> 00:06:35.000]  他變成了一個外人
[00:06:35.000 --> 00:06:37.000]  一個被阿拉伯人懷疑
[00:06:37.000 --> 00:06:39.000]  不信任
[00:06:39.000 --> 00:06:43.000]  而且是擁有特權的特別分子
[00:06:43.000 --> 00:06:44.000]  這樣的人
[00:06:44.000 --> 00:06:47.000]  怎麼可以帶領過一幫阿拉伯人
[00:06:47.000 --> 00:06:50.000]  去對抗土耳其大帝國呢?
[00:06:50.000 --> 00:06:53.000]  當他開始和這幫人認同
[00:06:53.000 --> 00:06:56.000]  穿著他們一樣的衣服
[00:06:56.000 --> 00:06:58.000]  受一樣的苦
[00:06:58.000 --> 00:07:01.000]  和他們並肩作戰
[00:07:01.000 --> 00:07:04.000]  和他們一樣被抓進監獄
[00:07:04.000 --> 00:07:06.000]  一樣被侮辱
[00:07:06.000 --> 00:07:08.000]  一樣被扔出街
[00:07:08.000 --> 00:07:10.000]  就因為這個認同
[00:07:10.000 --> 00:07:11.000]  這個受苦
[00:07:11.000 --> 00:07:13.000]  他們之間的隔膜
[00:07:13.000 --> 00:07:16.000]  完全除去
[00:07:16.000 --> 00:07:19.000]  但是他發覺他自己變了
[00:07:19.000 --> 00:07:22.000]  變成了一個失去了純真公正
[00:07:22.000 --> 00:07:25.000]  仁慈之心的英國人
[00:07:25.000 --> 00:07:27.000]  這套電影給我們一個訊息
[00:07:27.000 --> 00:07:30.000]  一個矛盾的訊息
[00:07:30.000 --> 00:07:33.000]  但耶穌就很不同
[00:07:33.000 --> 00:07:36.000]  一方面他好像Lawrence一樣
[00:07:36.000 --> 00:07:39.000]  和那幫受苦難的弟兄姊妹
[00:07:39.000 --> 00:07:41.000]  完全認同了
[00:07:41.000 --> 00:07:43.000]  就好像聖經說
[00:07:43.000 --> 00:07:45.000]  因我們的大祭司
[00:07:45.000 --> 00:07:48.000]  並非不能體恤我們的軟弱
[00:07:48.000 --> 00:07:51.000]  他因曾凡事受過試探
[00:07:51.000 --> 00:07:52.000]  與我們一樣
[00:07:52.000 --> 00:07:54.000]  只是他們有犯過罪
[00:07:54.000 --> 00:07:58.000]  他之所以和Lawrence不同的地方是什麼呢?
[00:07:58.000 --> 00:07:59.000]  沒錯
[00:07:59.000 --> 00:08:02.000]  一方面他是受苦
[00:08:02.000 --> 00:08:04.000]  和那幫弟兄姊妹認同了
[00:08:04.000 --> 00:08:07.000]  但另一方面他沒有犯過罪
[00:08:07.000 --> 00:08:08.000]  他仍然是純真
[00:08:08.000 --> 00:08:12.000]  這正是耶穌奇妙的地方
[00:08:12.000 --> 00:08:16.000]  也可以說明基督教對苦難的看法
[00:08:16.000 --> 00:08:20.000]  位於耶路撒冷20英里
[00:08:20.000 --> 00:08:23.000]  有一個大約3000呎的山
[00:08:23.000 --> 00:08:25.000]  叫做猶太山
[00:08:25.000 --> 00:08:28.000]  地點在希伯倫
[00:08:28.000 --> 00:08:30.000]  那裡有一個洞
[00:08:30.000 --> 00:08:32.000]  這個洞相傳
[00:08:32.000 --> 00:08:38.000]  這個山洞相傳是阿不拉罕和他妻子撒萊所撞的骨灰
[00:08:38.000 --> 00:08:43.000]  格倫有兒子以撒和李伯嘉
[00:08:43.000 --> 00:08:47.000]  他的孫雅各和約瑟的骸骨
[00:08:47.000 --> 00:08:52.000]  但這個地方正好講明了猶太人的辛酸史
[00:08:52.000 --> 00:08:57.000]  它曾經是希伯來人敬拜上帝的地方
[00:08:57.000 --> 00:08:59.000]  只不過在那裡沒有會堂
[00:08:59.000 --> 00:09:01.000]  也沒有聖殿
[00:09:01.000 --> 00:09:04.000]  它同時也是回教旨所在的地方
[00:09:04.000 --> 00:09:08.000]  十字軍在這裡建立了一個教堂
[00:09:08.000 --> 00:09:12.000]  後來回教徒搶了這個地方的時候
[00:09:12.000 --> 00:09:15.000]  就把這個教堂改為回教旨
[00:09:15.000 --> 00:09:19.000]  在這裡大帝的時候建了一面牆高40呎
[00:09:19.000 --> 00:09:22.000]  全部是用巨石砌成的
[00:09:22.000 --> 00:09:26.000]  其中一塊石系統是長23英呎這麼厲害
[00:09:26.000 --> 00:09:31.000]  是將整個希伯倫重重圍困住
[00:09:31.000 --> 00:09:35.000]  這個地方也是大衛被告為王的地方
[00:09:35.000 --> 00:09:38.000]  也是以色列人被驅逐的地方
[00:09:38.000 --> 00:09:42.000]  它曾經落在希臘人、羅馬人、愛拉伯人的手
[00:09:42.000 --> 00:09:45.000]  1518年 公元後1518年
[00:09:45.000 --> 00:09:50.000]  土耳其大帝國的軍隊在這裡大肆殺落
[00:09:50.000 --> 00:09:53.000]  不少的猶太人葬身於此地
[00:09:53.000 --> 00:09:56.000]  1918年英國人佔領的地方
[00:09:56.000 --> 00:10:00.000]  Lawrence of Arabia就是講那段時候的歷史
[00:10:00.000 --> 00:10:03.000]  英國人佔領了這個地方
[00:10:03.000 --> 00:10:09.000]  1929年 阿拉伯人在這裡濫殺數以千計的猶太人
[00:10:09.000 --> 00:10:11.000]  1967年六日戰爭之後
[00:10:11.000 --> 00:10:14.000]  以色列人重佔希伯倫
[00:10:14.000 --> 00:10:17.000]  任何到此一遊的人
[00:10:17.000 --> 00:10:21.000]  一定會想起以往所發生的事
[00:10:21.000 --> 00:10:24.000]  心中起了很多的疑問
[00:10:24.000 --> 00:10:29.000]  為什麼猶太人這個民族會受這麼多的苦難呢?
[00:10:29.000 --> 00:10:34.000]  事實上在過去四千年裡遭屠殺
[00:10:34.000 --> 00:10:36.000]  在第二次世界大戰的時候
[00:10:36.000 --> 00:10:41.000]  600萬的猶太人被希特勒所殘殺
[00:10:41.000 --> 00:10:45.000]  我們今天讀希伯來書
[00:10:45.000 --> 00:10:52.000]  就在公元後70年左右的時候寫成
[00:10:52.000 --> 00:10:55.000]  在公元後669年
[00:10:55.000 --> 00:11:00.000]  羅馬將軍提多重重圍困耶路撒冷星
[00:11:00.000 --> 00:11:05.000]  根據猶太歷史學家Josephus所記載
[00:11:05.000 --> 00:11:07.000]  在這次的戰爭裡
[00:11:07.000 --> 00:11:13.000]  幾乎有一百萬人的猶太人被宰割被殺
[00:11:13.000 --> 00:11:17.000]  對猶太人來說苦難是一個謎
[00:11:17.000 --> 00:11:19.000]  也是一個疑問
[00:11:19.000 --> 00:11:22.000]  一個令人難以接受的難題
[00:11:22.000 --> 00:11:26.000]  所以猶太學者Martin Buber稱之為
[00:11:26.000 --> 00:11:29.000]  The Eclipse of God 神的日蝕
[00:11:29.000 --> 00:11:32.000]  其實不單止是猶太人民的問題
[00:11:32.000 --> 00:11:35.000]  我們中國人何嘗不是呢?
[00:11:35.000 --> 00:11:38.000]  翻開中國近一百年的歷史
[00:11:38.000 --> 00:11:44.000]  多少的運動、多少的戰爭、多少的傷亡
[00:11:44.000 --> 00:11:47.000]  千千萬萬的人
[00:11:47.000 --> 00:11:53.000]  中國人死在戰爭、屠殺、苦難當中
[00:11:53.000 --> 00:11:56.000]  當我們看看猶太人的歷史哲學
[00:11:56.000 --> 00:11:58.000]  苦難是永遠無法逃脫的問題
[00:11:58.000 --> 00:12:01.000]  今天我們中國人何嘗不是問
[00:12:01.000 --> 00:12:05.000]  為什麼會有這麼多的苦難
[00:12:05.000 --> 00:12:07.000]  對猶太人來說苦難
[00:12:07.000 --> 00:12:11.000]  可以說也是神的管教和應罰
[00:12:11.000 --> 00:12:13.000]  不少的先知書告訴你
[00:12:13.000 --> 00:12:17.000]  我們所看到的就是先知責備那些以色列人
[00:12:17.000 --> 00:12:19.000]  控訴他們背叛神
[00:12:19.000 --> 00:12:23.000]  何西亞更加稱以色列人為一個淫婦不守婦道
[00:12:23.000 --> 00:12:25.000]  耶利米第二章第十九節說
[00:12:25.000 --> 00:12:29.000]  你自己的惡必懲治你
[00:12:29.000 --> 00:12:33.000]  你的背叛的事必責備你
[00:12:33.000 --> 00:12:35.000]  這個也是萬鈞耶和華所說的
[00:12:35.000 --> 00:12:37.000]  但事實告訴我們
[00:12:37.000 --> 00:12:40.000]  不是所有苦難都是由罪來的
[00:12:40.000 --> 00:12:43.000]  像約伯記、司篇第七十三篇
[00:12:43.000 --> 00:12:48.000]  全道書裡說苦難是一個奧悲
[00:12:48.000 --> 00:12:52.000]  約伯自己本身無端端受害
[00:12:52.000 --> 00:12:56.000]  正如神說無辜受害
[00:12:56.000 --> 00:12:58.000]  無緣無故受害
[00:12:58.000 --> 00:13:01.000]  我們不明白、不理解
[00:13:01.000 --> 00:13:04.000]  但新約聖經給我們一個答案
[00:13:04.000 --> 00:13:07.000]  神解決苦難的問題
[00:13:07.000 --> 00:13:13.000]  不是給我們一個理性、哲學甚至是神學的答案
[00:13:13.000 --> 00:13:16.000]  是給我們一個很實際的答案
[00:13:16.000 --> 00:13:20.000]  就是他自己竟然成為一個受苦的僕人
[00:13:20.000 --> 00:13:24.000]  為我們的緣故在世上受盡諸般的苦難
[00:13:24.000 --> 00:13:26.000]  最後被釘在十字架
[00:13:26.000 --> 00:13:30.000]  以致我們的生命能夠得到拯救
[00:13:30.000 --> 00:13:34.000]  以致他能夠成為我們的大祭司為我們代求
[00:13:34.000 --> 00:13:36.000]  就像我們今天讀這段聖經
[00:13:36.000 --> 00:13:41.000]  希伯來書第四章第十四至十六節的說法
[00:13:41.000 --> 00:13:45.000]  我們既然有一位已經升入高天、尊榮的大祭司
[00:13:45.000 --> 00:13:50.000]  就是神的兒子耶穌便當持定所承認的道
[00:13:50.000 --> 00:13:55.000]  因我們的大祭司並非不能體恤我們的軟弱
[00:13:55.000 --> 00:13:58.000]  他也曾凡事受過試探
[00:13:58.000 --> 00:14:01.000]  與我們一樣只是他們有犯過罪
[00:14:01.000 --> 00:14:07.000]  所以我們只管坦然無懼地來到施恩的寶座前
[00:14:07.000 --> 00:14:13.000]  為要得連率蒙恩為作隨時的幫助
[00:14:13.000 --> 00:14:17.000]  苦難、安慰
[00:14:17.000 --> 00:14:23.000]  耶穌基督受的苦難就成為了一個負傷的治療者
[00:14:23.000 --> 00:14:25.000]  The Wounded Healer
[00:14:25.000 --> 00:14:28.000]  因著他的傷我們得醫治
[00:14:28.000 --> 00:14:31.000]  因著他的死我們得生命
[00:14:31.000 --> 00:14:34.000]  或者我們詳細來看這一段聖經
[00:14:34.000 --> 00:14:39.000]  苦難的答案就和我們一樣的耶穌第十五節
[00:14:39.000 --> 00:14:45.000]  因為我們的大祭司並非不能體恤我們的軟弱
[00:14:45.000 --> 00:14:48.000]  他也曾凡事受過試探
[00:14:48.000 --> 00:14:52.000]  與我們一樣只是他沒有犯罪
[00:14:53.000 --> 00:15:00.000]  第十五節重覆了第二章第十七至十八節
[00:15:00.000 --> 00:15:03.000]  聖經怎麼說呢?
[00:15:03.000 --> 00:15:07.000]  所以他凡事與他的弟兄相同
[00:15:07.000 --> 00:15:12.000]  為要神的使成為慈悲忠信的大祭司
[00:15:12.000 --> 00:15:15.000]  為百姓的罪獻上挽回制
[00:15:15.000 --> 00:15:17.000]  他自己既然被試探而受苦
[00:15:17.000 --> 00:15:20.000]  就能答救被試探的人
[00:15:20.000 --> 00:15:22.000]  神解決苦難的方法
[00:15:22.000 --> 00:15:25.000]  就是他自己成為一個受苦的僕人
[00:15:25.000 --> 00:15:26.000]  在馬來西亞的作者說
[00:15:26.000 --> 00:15:29.000]  他凡事曾受過試探與我們一樣
[00:15:29.000 --> 00:15:31.000]  只是他沒有犯罪
[00:15:31.000 --> 00:15:35.000]  耶穌絕對是和弟兄姊妹認同的
[00:15:35.000 --> 00:15:37.000]  他凡事受過試探
[00:15:37.000 --> 00:15:40.000]  凡事的意思就是各方面
[00:15:40.000 --> 00:15:43.000]  不是說我們受的危險
[00:15:43.000 --> 00:15:46.000]  耶穌怎麼會知道呢?
[00:15:46.000 --> 00:15:48.000]  你沒試過牙痛
[00:15:48.000 --> 00:15:50.000]  你怎麼知道牙痛那麼辛苦呢?
[00:15:50.000 --> 00:15:51.000]  不是的
[00:15:51.000 --> 00:15:54.000]  耶穌凡事都受過試探
[00:15:54.000 --> 00:15:56.000]  我們有軟弱嗎?
[00:15:56.000 --> 00:15:58.000]  我們自私嗎?
[00:15:58.000 --> 00:16:01.000]  這些一樣可以成為試探
[00:16:01.000 --> 00:16:03.000]  只不過耶穌沒有犯罪
[00:16:03.000 --> 00:16:08.000]  耶穌的人性是極之真實的
[00:16:08.000 --> 00:16:11.000]  他所受的試探是真實的
[00:16:11.000 --> 00:16:14.000]  他生長在一個被遺棄的馬槽
[00:16:14.000 --> 00:16:16.000]  他逃難到埃及
[00:16:16.000 --> 00:16:18.000]  被人唾棄
[00:16:18.000 --> 00:16:21.000]  人質連去浸手的地方都沒有
[00:16:21.000 --> 00:16:23.000]  最後更加被釘在十字架上
[00:16:23.000 --> 00:16:26.000]  在各方面受盡試探
[00:16:26.000 --> 00:16:31.000]  各樣的試煉比我們更加厲害
[00:16:31.000 --> 00:16:33.000]  因為我們的軟弱試探
[00:16:33.000 --> 00:16:35.000]  就讓我們跌倒
[00:16:35.000 --> 00:16:36.000]  但耶穌不跌倒
[00:16:36.000 --> 00:16:38.000]  撒旦的攻擊就越來越厲害
[00:16:38.000 --> 00:16:41.000]  在這方面他和我們一樣
[00:16:41.000 --> 00:16:42.000]  一樣受過試探
[00:16:42.000 --> 00:16:45.000]  正如Norris和阿拉伯人認同的那樣
[00:16:45.000 --> 00:16:48.000]  變成了他們的一份子
[00:16:48.000 --> 00:16:50.000]  但希伯來書的作者就跟著說
[00:16:50.000 --> 00:16:52.000]  只是他們有犯過罪
[00:16:52.000 --> 00:16:55.000]  這正是他和Norris不同的地方
[00:16:55.000 --> 00:16:58.000]  他凡事受過試探
[00:16:58.000 --> 00:16:59.000]  明白我們的苦處
[00:16:59.000 --> 00:17:01.000]  但他沒有犯過罪
[00:17:01.000 --> 00:17:03.000]  或者你會問
[00:17:03.000 --> 00:17:06.000]  那又怎樣可以完全認同呢?
[00:17:06.000 --> 00:17:08.000]  他沒有犯過罪
[00:17:08.000 --> 00:17:10.000]  而我們最大的痛苦
[00:17:10.000 --> 00:17:11.000]  不是沒有飯吃
[00:17:11.000 --> 00:17:12.000]  不是沒有衣服穿
[00:17:12.000 --> 00:17:13.000]  不是沒有房子住
[00:17:13.000 --> 00:17:15.000]  而不是沒有家沒有國
[00:17:15.000 --> 00:17:16.000]  非也
[00:17:16.000 --> 00:17:18.000]  一個人活在罪裏面
[00:17:18.000 --> 00:17:20.000]  這才是最大的痛苦
[00:17:20.000 --> 00:17:22.000]  一個人和神完全隔絕
[00:17:22.000 --> 00:17:23.000]  被神拋棄
[00:17:23.000 --> 00:17:25.000]  這是最大的痛苦
[00:17:25.000 --> 00:17:27.000]  而耶穌沒有犯過罪
[00:17:27.000 --> 00:17:32.000]  他怎會明白體諒我們的痛苦呢?
[00:17:32.000 --> 00:17:33.000]  沒錯
[00:17:33.000 --> 00:17:35.000]  耶穌沒有犯過罪
[00:17:35.000 --> 00:17:38.000]  但當他被釘在十字架的時候
[00:17:38.000 --> 00:17:42.000]  他為我們的罪背負了
[00:17:42.000 --> 00:17:45.000]  他承擔了我們一切的罪
[00:17:45.000 --> 00:17:47.000]  而在十字架他大聲說
[00:17:47.000 --> 00:17:48.000]  神啊神啊
[00:17:48.000 --> 00:17:50.000]  為什麼你在這個時候離棄我?
[00:17:50.000 --> 00:17:53.000]  這句話不是失望的呼求
[00:17:53.000 --> 00:17:56.000]  不是一個幻滅的呼叫
[00:17:56.000 --> 00:17:59.000]  而是一個凱旋的聲音
[00:17:59.000 --> 00:18:01.000]  在最黑暗的這一刻裏面
[00:18:01.000 --> 00:18:03.000]  他完全的
[00:18:03.000 --> 00:18:05.000]  毫無保留的
[00:18:05.000 --> 00:18:09.000]  和那群被撫難磨折的弟兄姊妹
[00:18:09.000 --> 00:18:11.000]  完全認同過來
[00:18:11.000 --> 00:18:13.000]  他雖然沒有犯過罪
[00:18:13.000 --> 00:18:15.000]  但他承擔了我們的罪
[00:18:15.000 --> 00:18:17.000]  背負我們的罪惡
[00:18:17.000 --> 00:18:19.000]  以至神在這個時候離棄他
[00:18:19.000 --> 00:18:21.000]  被神棄絕
[00:18:21.000 --> 00:18:23.000]  但是就因為這樣的緣故
[00:18:23.000 --> 00:18:25.000]  他就能夠徹徹底底
[00:18:25.000 --> 00:18:28.000]  和那群弟兄姊妹認同過來
[00:18:28.000 --> 00:18:29.000]  就因為這樣
[00:18:29.000 --> 00:18:32.000]  希伯來斯就成為了我們大祭司
[00:18:32.000 --> 00:18:34.000]  能夠看出我們的軟弱
[00:18:34.000 --> 00:18:37.000]  2001年
[00:18:37.000 --> 00:18:39.000]  太太發現患上了
[00:18:39.000 --> 00:18:42.000]  Lymphoma 淋巴癌
[00:18:42.000 --> 00:18:44.000]  進醫院接受治療
[00:18:44.000 --> 00:18:46.000]  去馬來醫院第一件事
[00:18:46.000 --> 00:18:49.000]  就是要換上病人的衣服
[00:18:49.000 --> 00:18:53.000]  又大又不稱身的制服
[00:18:53.000 --> 00:18:55.000]  和其他病人一樣
[00:18:55.000 --> 00:18:57.000]  在醫生看護眼中
[00:18:57.000 --> 00:19:00.000]  他只不過是其中一個病人
[00:19:00.000 --> 00:19:03.000]  沒有人叫他做蘇博士
[00:19:03.000 --> 00:19:07.000]  沒有人叫他做蘇師母
[00:19:07.000 --> 00:19:10.000]  突然間他的身份改變了
[00:19:10.000 --> 00:19:13.000]  他的身份改變了
[00:19:13.000 --> 00:19:15.000]  完全改變了
[00:19:15.000 --> 00:19:17.000]  他只不過是其中一個病人
[00:19:17.000 --> 00:19:20.000]  在護士的心目中
[00:19:20.000 --> 00:19:24.000]  他是某某床的一個病人
[00:19:24.000 --> 00:19:26.000]  直至有一次
[00:19:26.000 --> 00:19:28.000]  他的醫生是一位教授
[00:19:28.000 --> 00:19:29.000]  巡訪
[00:19:29.000 --> 00:19:31.000]  見到我太太的時候
[00:19:31.000 --> 00:19:33.000]  就問我師母你今天覺得怎樣
[00:19:33.000 --> 00:19:36.000]  其他巡訪的醫生姑娘
[00:19:36.000 --> 00:19:38.000]  你都奇怪
[00:19:38.000 --> 00:19:40.000]  為什麼教授會問我太太
[00:19:40.000 --> 00:19:44.000]  你師母呢
[00:19:44.000 --> 00:19:46.000]  於是教授離開了之後
[00:19:46.000 --> 00:19:48.000]  有些人就問
[00:19:48.000 --> 00:19:50.000]  你先生是不是教書的
[00:19:50.000 --> 00:19:52.000]  為什麼叫師母
[00:19:52.000 --> 00:19:54.000]  我太太就跟他說
[00:19:54.000 --> 00:19:56.000]  不是 我丈夫是一位牧師
[00:19:56.000 --> 00:19:59.000]  原來如此
[00:19:59.000 --> 00:20:02.000]  這是一個很奇怪的感受
