
[00:00:00.000 --> 00:00:03.400]  各位聽眾你們好,我是蘇穎蕊牧師
[00:06:42.600 --> 00:06:46.600]  曾國藩就派李鴻章在合肥一帶再招募兵馬
[00:06:46.600 --> 00:06:48.600]  組織淮軍
[00:06:48.600 --> 00:06:52.600]  並且聘請洋人做教官
[00:06:52.600 --> 00:06:55.600]  又買洋人的槍炮
[00:06:55.600 --> 00:06:59.600]  他的淮軍當中80%都裝有洋人的槍炮
[00:06:59.600 --> 00:07:01.600]  並且在上海
[00:07:01.600 --> 00:07:04.600]  和太平天國力戰
[00:07:04.600 --> 00:07:06.600]  並且獲得全勝
[00:07:06.600 --> 00:07:09.600]  淮軍也瞬世不絕的壯大
[00:07:09.600 --> 00:07:11.600]  增加到50營
[00:07:11.600 --> 00:07:13.600]  部隊增加到2萬人
[00:07:13.600 --> 00:07:16.600]  到攻打南京的時候已經有7萬之眾
[00:07:16.600 --> 00:07:18.600]  最後攻陷南京
[00:07:18.600 --> 00:07:20.600]  不過
[00:07:20.600 --> 00:07:22.600]  李鴻章就很懂得做人
[00:07:22.600 --> 00:07:26.600]  他就將功歸於商軍曾國藩
[00:07:26.600 --> 00:07:29.600]  說到李鴻章和曾國藩
[00:07:29.600 --> 00:07:32.600]  都有一段非常有趣的關係
[00:07:32.600 --> 00:07:35.600]  也可以說是看到他們兩個人
[00:07:35.600 --> 00:07:37.600]  在性格上有什麼不同
[00:07:37.600 --> 00:07:40.600]  他們兩個人可以說亦師亦友
[00:07:40.600 --> 00:07:43.600]  曾國藩很倚重李鴻章
[00:07:43.600 --> 00:07:45.600]  覺得他有才幹
[00:07:45.600 --> 00:07:47.600]  有意見
[00:07:47.600 --> 00:07:49.600]  而且是一些好的意見
[00:07:49.600 --> 00:07:53.600]  事實上曾國藩做人比較耿直
[00:07:53.600 --> 00:07:57.600]  比較不會轉彎
[00:07:57.600 --> 00:08:00.600]  不及李鴻章那麼圓滑
[00:08:00.600 --> 00:08:02.600]  不及李鴻章那麼醒目
[00:08:02.600 --> 00:08:04.600]  用我們現代人的英文說
[00:08:04.600 --> 00:08:06.600]  李鴻章是street smart
[00:08:06.600 --> 00:08:08.600]  為什麼這麼說呢
[00:08:08.600 --> 00:08:10.600]  有一次李鴻章領導的商軍
[00:08:10.600 --> 00:08:12.600]  屢次打敗仗
[00:08:12.600 --> 00:08:18.600]  他就怕朝廷不喜歡他
[00:08:18.600 --> 00:08:20.600]  甚至對他有不利
[00:08:20.600 --> 00:08:25.600]  他亦覺得被太平天國的軍隊打得落花流水
[00:08:25.600 --> 00:08:27.600]  自己亦覺得慚愧
[00:08:27.600 --> 00:08:29.600]  於是就上書朝廷
[00:08:29.600 --> 00:08:32.600]  給自己請罪
[00:08:32.600 --> 00:08:37.600]  在上書當中提及自己屢戰屢敗
[00:08:37.600 --> 00:08:40.600]  他在上午之前
[00:08:40.600 --> 00:08:43.600]  給李鴻章看了這封信
[00:08:43.600 --> 00:08:45.600]  李鴻章看完後
[00:08:45.600 --> 00:08:49.600]  就改了四個字
[00:08:49.600 --> 00:08:51.600]  不是說屢戰屢敗
[00:08:51.600 --> 00:08:53.600]  而是屢敗屢戰
[00:08:53.600 --> 00:08:57.600]  朝廷看到這封信的時候
[00:08:57.600 --> 00:08:59.600]  不單沒有次序給曾國藩
[00:08:59.600 --> 00:09:02.600]  而且是多多對曾國藩的表揚
[00:09:02.600 --> 00:09:04.600]  你可以看到
[00:09:04.600 --> 00:09:07.600]  將屢戰屢敗
[00:09:07.600 --> 00:09:09.600]  改為屢敗屢戰
[00:09:09.600 --> 00:09:12.600]  形勢完全不同了
[00:09:12.600 --> 00:09:15.600]  解了曾國藩的圍
[00:09:15.600 --> 00:09:17.600]  還有很有趣的
[00:09:17.600 --> 00:09:20.600]  最能看出李鴻章和曾國藩的分別
[00:09:20.600 --> 00:09:23.600]  就是處理天津教案一事
[00:09:23.600 --> 00:09:25.600]  看得非常清楚
[00:09:25.600 --> 00:09:27.600]  也很清楚李鴻章為人的性格
[00:09:27.600 --> 00:09:29.600]  什麼叫天津教案呢?
[00:09:29.600 --> 00:09:31.600]  第二次鴉片戰爭之後
[00:09:31.600 --> 00:09:35.600]  西方傳教士利用一連串不平等條約
[00:09:35.600 --> 00:09:37.600]  大量湧入中國
[00:09:37.600 --> 00:09:39.600]  在中國擁有特權
[00:09:39.600 --> 00:09:43.600]  教會成為了在中國社會裡的特權分子
[00:09:43.600 --> 00:09:50.600]  很自然引起中國社會民間的人士不滿
[00:09:50.600 --> 00:09:54.600]  導致民間有不少教案出現
[00:09:54.600 --> 00:09:56.600]  所謂教案出現
[00:09:56.600 --> 00:10:01.600]  就是說有殺這些傳教士
[00:10:01.600 --> 00:10:03.600]  或者欺凌傳教士
[00:10:03.600 --> 00:10:08.600]  在1870年天津的百姓燒毀了望海樓教堂
[00:10:08.600 --> 00:10:10.600]  天主教教堂
[00:10:10.600 --> 00:10:12.600]  然後打死了外國人
[00:10:12.600 --> 00:10:14.600]  大概有20人之多
[00:10:14.600 --> 00:10:17.600]  其中大多數是屬於天主教的
[00:10:17.600 --> 00:10:20.600]  天津教案發生的時候
[00:10:20.600 --> 00:10:24.600]  剛剛直隸省總督曾國藩在家裡休養
[00:10:24.600 --> 00:10:26.600]  但是他始終要處理天津教案
[00:10:26.600 --> 00:10:28.600]  他經過調查之後
[00:10:28.600 --> 00:10:31.600]  他就搞清楚原因了
[00:10:31.600 --> 00:10:35.600]  所謂洋人教士殺小孩子是虛假的
[00:10:35.600 --> 00:10:38.600]  完全不對的
[00:10:38.600 --> 00:10:41.600]  於是他就去…
[00:10:41.600 --> 00:10:45.600]  加以承認自己的錯誤
[00:10:45.600 --> 00:10:51.600]  決定將天津道、天津府、天津縣的官員全部撤銷
[00:10:51.600 --> 00:10:54.600]  但是洋人就得寸進尺
[00:10:54.600 --> 00:10:57.600]  要求將那些官員殺人填命
[00:10:57.600 --> 00:10:59.600]  曾國藩的判決就是
[00:10:59.600 --> 00:11:01.600]  判死刑20人
[00:11:01.600 --> 00:11:03.600]  流放25人
[00:11:03.600 --> 00:11:09.600]  賠償財產49萬兩
[00:11:09.600 --> 00:11:11.600]  並且向法國道歉
[00:11:11.600 --> 00:11:14.600]  一出了這條命令的時候
[00:11:14.600 --> 00:11:16.600]  全國就鬧去買國賊
[00:11:16.600 --> 00:11:18.600]  民族的敗類
[00:11:18.600 --> 00:11:19.600]  這樣
[00:11:19.600 --> 00:11:22.600]  曾國藩因此而病倒了
[00:11:22.600 --> 00:11:25.600]  眼見國民激烈的反應
[00:11:25.600 --> 00:11:28.600]  清廷就派李鴻章任直隸總督
[00:11:28.600 --> 00:11:31.600]  繼續覆查天津教案
[00:11:31.600 --> 00:11:33.600]  他的方法是怎樣呢?
[00:11:33.600 --> 00:11:34.600]  很有趣
[00:11:34.600 --> 00:11:38.600]  他明知自己的弱角在武力上是不能夠死頂的
[00:11:38.600 --> 00:11:39.600]  死頂不行
[00:11:39.600 --> 00:11:42.600]  但是曾國藩這樣率直也是不成
[00:11:42.600 --> 00:11:44.600]  他用的方法是什麼呢?
[00:11:44.600 --> 00:11:46.600]  耍花樣
[00:11:46.600 --> 00:11:49.600]  枉顧左右而言他
[00:11:49.600 --> 00:11:51.600]  說話不算數
[00:11:51.600 --> 00:11:53.600]  所謂偷梁換柱
[00:11:53.600 --> 00:11:54.600]  暗渡神倉
[00:11:54.600 --> 00:11:56.600]  用現在來說
[00:11:56.600 --> 00:11:59.600]  李鴻章是一個出色的小古惑
[00:11:59.600 --> 00:12:01.600]  他在市井當中
[00:12:01.600 --> 00:12:03.600]  是習慣了這一套
[00:12:03.600 --> 00:12:06.600]  他怎樣將原先的20名改為16名
[00:12:06.600 --> 00:12:08.600]  然後4名是換刑
[00:12:08.600 --> 00:12:12.600]  又叫丁逸章在監獄裡面找了16個
[00:12:12.600 --> 00:12:14.600]  判死刑的
[00:12:14.600 --> 00:12:16.600]  因為犯其他罪判死刑的刑犯
[00:12:16.600 --> 00:12:17.600]  頂替了這16個人
[00:12:17.600 --> 00:12:19.600]  這16個人就不用死了
[00:12:19.600 --> 00:12:23.600]  將那些官流放
[00:12:23.600 --> 00:12:25.600]  但是轉一轉那一回
[00:12:25.600 --> 00:12:27.600]  回來是做官
[00:12:27.600 --> 00:12:29.600]  我們可以說
[00:12:29.600 --> 00:12:31.600]  滿足了他這樣的做法
[00:12:31.600 --> 00:12:33.600]  平息了民憤
[00:12:33.600 --> 00:12:35.600]  又滿足了洋人的需要
[00:12:35.600 --> 00:12:39.600]  這個就是李鴻章外交的手段
[00:12:39.600 --> 00:12:42.600]  下一次我們再看看李鴻章
[00:12:42.600 --> 00:12:46.600]  他的為人和他的影響是什麼
[00:12:46.600 --> 00:12:48.600]  下次再見

