
[00:00:00.000 --> 00:00:07.000]  聖靈充滿是《士道行傳》一個很重要的主題
[00:18:51.800 --> 00:18:53.800]  先要受水禮
[00:18:53.800 --> 00:18:55.800]  先要決志信耶穌
[00:18:55.800 --> 00:18:59.800]  彼得還說這話的時候
[00:18:59.800 --> 00:19:01.800]  聖靈就降臨
[00:19:01.800 --> 00:19:04.800]  用回2章第二節
[00:19:04.800 --> 00:19:07.800]  忽然之間
[00:19:07.800 --> 00:19:08.800]  看到嗎
[00:19:08.800 --> 00:19:11.800]  這是另一次聖靈的降臨
[00:19:11.800 --> 00:19:14.800]  11章24節
[00:19:14.800 --> 00:19:17.800]  你可能沒怎麼留意的一節
[00:19:17.800 --> 00:19:19.800]  很特別的記載
[00:19:19.800 --> 00:19:22.800]  這巴拿巴原是個好人
[00:19:22.800 --> 00:19:27.800]  被聖靈充滿大有信心
[00:19:27.800 --> 00:19:29.800]  巴拿巴是誰
[00:19:29.800 --> 00:19:30.800]  你記得他
[00:19:30.800 --> 00:19:31.800]  勸惠子
[00:19:31.800 --> 00:19:32.800]  我們解釋過了
[00:19:32.800 --> 00:19:34.800]  巴拿巴不是他的真名
[00:19:34.800 --> 00:19:35.800]  是化名
[00:19:35.800 --> 00:19:37.800]  巴拿巴是個好人
[00:19:37.800 --> 00:19:42.800]  這裡記載的是他降臨安提阿
[00:19:42.800 --> 00:19:43.800]  在那裡
[00:19:43.800 --> 00:19:48.800]  他是被聖靈充滿大有信心
[00:19:48.800 --> 00:19:50.800]  這兩句話我們剛剛才聽過
[00:19:50.800 --> 00:19:52.800]  不要水過鴨背
[00:19:52.800 --> 00:19:54.800]  上面說誰的
[00:19:54.800 --> 00:19:57.800]  被聖靈充滿大有信心
[00:19:57.800 --> 00:19:59.800]  在《士徒行傳》第6章
[00:19:59.800 --> 00:20:02.800]  說的是史提反
[00:20:02.800 --> 00:20:04.800]  巴拿巴和史提反
[00:20:04.800 --> 00:20:07.800]  同樣是被聖靈充滿
[00:20:07.800 --> 00:20:10.800]  同樣是大有信心
[00:20:10.800 --> 00:20:15.800]  巴拿巴下一步就被石頭打死
[00:20:15.800 --> 00:20:16.800]  和史提反一樣
[00:20:16.800 --> 00:20:18.800]  因為他被聖靈充滿
[00:20:18.800 --> 00:20:19.800]  不是啊
[00:20:19.800 --> 00:20:20.800]  沒有公式的
[00:20:20.800 --> 00:20:22.800]  不要框著聖靈
[00:20:22.800 --> 00:20:25.800]  巴拿巴沒有被石頭打死
[00:20:25.800 --> 00:20:29.800]  巴拿巴是去牧養安提阿教會
[00:20:29.800 --> 00:20:31.800]  牧養教會也需要聖靈充滿
[00:20:31.800 --> 00:20:33.800]  要很有膽量
[00:20:33.800 --> 00:20:35.800]  否則早就不幹了
[00:20:35.800 --> 00:20:37.800]  聖靈充滿
[00:20:37.800 --> 00:20:40.800]  不是一定史提反去信道
[00:20:40.800 --> 00:20:42.800]  巴拿巴又要去信道
[00:20:42.800 --> 00:20:43.800]  不是
[00:20:43.800 --> 00:20:44.800]  不要這樣看
[00:20:44.800 --> 00:20:48.800]  我們很喜歡把框子框在《士徒行傳》
[00:20:48.800 --> 00:20:50.800]  《士徒行傳》沒有框
[00:20:50.800 --> 00:20:52.800]  聖靈充滿史提反
[00:20:52.800 --> 00:20:54.800]  然後他被石頭打死
[00:20:54.800 --> 00:20:56.800]  聖靈充滿巴拿巴
[00:20:56.800 --> 00:20:58.800]  接著他去大掃
[00:20:58.800 --> 00:21:00.800]  找了掃羅回來
[00:21:00.800 --> 00:21:01.800]  十三章第一節
[00:21:01.800 --> 00:21:07.800]  他在安提阿教會建立一個夢幻的教牧團隊
[00:21:07.800 --> 00:21:09.800]  聖靈來拆夥
[00:21:09.800 --> 00:21:11.800]  分派巴拿巴和掃羅
[00:21:11.800 --> 00:21:15.800]  去做我吩咐他們要去做的工作
[00:21:15.800 --> 00:21:19.800]  四次宣教的旅程
[00:21:19.800 --> 00:21:22.800]  就是從巴拿巴開始
[00:21:22.800 --> 00:21:25.800]  巴拿巴被聖靈充滿
[00:21:25.800 --> 00:21:27.800]  這是第九節
[00:21:27.800 --> 00:21:30.800]  十三章第九節
[00:21:30.800 --> 00:21:37.800]  保羅傳道的時候
[00:21:37.800 --> 00:21:39.800]  他被聖靈充滿
[00:21:39.800 --> 00:21:45.800]  斥責行邪術的以女盲
[00:21:45.800 --> 00:21:50.800]  十三章五十二節
[00:21:50.800 --> 00:21:53.800]  結束的最後一句
[00:21:53.800 --> 00:21:58.800]  也是很特別很有意思的一句總結
[00:21:58.800 --> 00:22:01.800]  十三章最後那句很簡單
[00:22:01.800 --> 00:22:03.800]  他說門徒滿心喜樂
[00:22:03.800 --> 00:22:05.800]  又被聖靈充滿
[00:22:05.800 --> 00:22:07.800]  但是你讀上文
[00:22:07.800 --> 00:22:11.800]  你就知道門徒是沒有理由喜樂的
[00:22:11.800 --> 00:22:12.800]  為什麼
[00:22:12.800 --> 00:22:14.800]  因為巴拿巴和保羅
[00:22:14.800 --> 00:22:17.800]  剛剛才被人趕走了
[00:22:17.800 --> 00:22:21.800]  我們就可能會
[00:22:21.800 --> 00:22:23.800]  牧師趕走了我們燒炮仗
[00:22:23.800 --> 00:22:24.800]  不是啊
[00:22:24.800 --> 00:22:27.800]  試圖帶他們信耶穌
[00:22:27.800 --> 00:22:29.800]  栽培他們
