
[00:00:00.000 --> 00:00:09.180]  昨天上午我終於明白為什麼簡牧師找了我
[00:04:44.880 --> 00:04:51.840]  我們知道他家當年是在這裏經營
[00:04:51.840 --> 00:04:54.540]  不單止是百貨公司
[00:04:54.540 --> 00:04:57.260]  更加是一個果園
[00:04:57.260 --> 00:05:00.260]  找到Hitchcock
[00:05:00.260 --> 00:05:02.140]  這個不是「希」字角
[00:05:02.140 --> 00:05:07.160]  這個是何教士的家庭名字
[00:05:07.160 --> 00:05:13.980]  他說用中文方言來拼
[00:05:13.980 --> 00:05:16.420]  就拼了一個「何」字出來
[00:05:16.420 --> 00:05:19.860]  所以他的姓氏是這樣來的
[00:05:19.860 --> 00:05:24.600]  不單止有一條街Hitchcock Way
[00:05:24.600 --> 00:05:28.940]  還有如果你看到後面那個街名
[00:05:28.940 --> 00:05:31.440]  就是他的果園
[00:05:31.440 --> 00:05:36.440]  後面寫著小小的字是「施加路」
[00:05:36.440 --> 00:05:38.800]  很大的地方
[00:05:38.800 --> 00:05:42.200]  這個只是入口外面
[00:05:42.200 --> 00:05:47.540]  當然已經改建了成為民居
[00:05:47.540 --> 00:05:52.040]  再走進去就有一道很美麗的鐵閘
[00:05:52.040 --> 00:05:56.520]  進不去了 這是私人住宅的地方
[00:05:56.520 --> 00:05:59.600]  看不看到Hitchcock Range
[00:05:59.600 --> 00:06:04.700]  HR這個英文的簡寫
[00:06:04.700 --> 00:06:10.120]  所以何教士的一家
[00:06:10.120 --> 00:06:17.800]  成為了我們很多人的祝福
[00:06:17.800 --> 00:06:26.940]  我不是帶著一個悲傷的哀愁去掃墓
[00:06:26.940 --> 00:06:31.860]  而是帶著感恩、讚美
[00:06:31.860 --> 00:06:37.340]  看到上帝施恩的手
[00:06:37.340 --> 00:06:44.740]  在我們中間成就奇妙的大事
[00:06:44.740 --> 00:06:52.800]  今天我想跟大家一起來思想的題目
[00:06:52.800 --> 00:06:57.540]  誰掌管明天
[00:06:57.540 --> 00:07:01.260]  外面可以免費拿 挺好的
[00:07:01.260 --> 00:07:03.720]  不過好像不是很多本
[00:07:03.720 --> 00:07:06.400]  還是拿完又會再拿出來的?
[00:07:12.820 --> 00:07:18.340]  我想跟大家從聖經去看
[00:07:18.340 --> 00:07:23.700]  我們這本書的書名
[00:07:23.700 --> 00:07:29.180]  1975年翻譯何教士的自傳
[00:07:29.180 --> 00:07:33.620]  我們那本書的頭一版封面
[00:07:33.620 --> 00:07:37.100]  是一個很漂亮的
[00:07:37.100 --> 00:07:41.220]  是夕陽還是早上國字
[00:07:41.220 --> 00:07:43.220]  我也不敢說
[00:07:43.220 --> 00:07:45.220]  黃昏
[00:07:45.220 --> 00:07:52.180]  他知道 因為相片的原作者
[00:07:52.180 --> 00:07:53.860]  什麼時候拍 在哪裡拍
[00:07:53.860 --> 00:07:58.820]  但是我更加留意到的是前面那條勒線
[00:07:58.820 --> 00:08:00.820]  那條鐵絲網
[00:08:00.820 --> 00:08:05.620]  1975年文化大革命
[00:08:05.620 --> 00:08:12.220]  何教士離開了廣東官山
[00:08:12.220 --> 00:08:16.380]  來到香港長洲
[00:08:16.380 --> 00:08:23.500]  啟示錄 剛才多謝主席跟我們讀出
[00:08:23.500 --> 00:08:33.820]  《新舊約》聖經最後一個壓軸的意象
[00:08:33.820 --> 00:08:45.140]  說的不是將來我們要去的天堂
[00:08:45.140 --> 00:08:49.100]  拿著七個金碗
[00:08:49.100 --> 00:08:55.860]  承滿末後七災的七位天使中
[00:08:55.860 --> 00:09:00.300]  有一位來對我說
[00:09:00.300 --> 00:09:03.660]  這個天使其實本來不是要做這件事的
[00:09:03.660 --> 00:09:05.100]  你懂不懂?
[00:09:05.100 --> 00:09:06.580]  他很忙的
[00:09:06.580 --> 00:09:08.860]  他拿著一個金碗
[00:09:08.860 --> 00:09:17.020]  上面承滿了災難要執行上帝的審判
[00:09:17.020 --> 00:09:21.380]  但是天父真是好
[00:09:21.380 --> 00:09:30.020]  他派遣他的使者來到約翰的身邊
[00:09:30.020 --> 00:09:31.820]  跟他說什麼?
[00:09:31.820 --> 00:09:34.900]  你到這裡來
[00:09:34.900 --> 00:09:41.140]  約翰記載啟示錄最後他所見的異象
[00:09:41.140 --> 00:09:43.780]  我再重新強調
[00:09:43.780 --> 00:09:50.980]  不是他死了之後要去的天堂
[00:09:50.980 --> 00:09:56.900]  約翰是在拔摩海島上面見到這個異象
[00:09:56.900 --> 00:10:00.580]  為什麼他在拔摩海島?
[00:10:00.580 --> 00:10:09.020]  他被羅馬流放在這個海島
[00:10:09.020 --> 00:10:12.380]  自生自滅
[00:10:12.380 --> 00:10:15.300]  最後一位使徒
[00:10:15.300 --> 00:10:21.900]  請問他每天心裡記掛的是什麼?
[00:10:21.900 --> 00:10:25.700]  不是三餐的飲食
[00:10:25.700 --> 00:10:27.700]  是教會
[00:10:27.700 --> 00:10:33.500]  面對鋪天蓋地的逼迫
[00:10:33.500 --> 00:10:39.340]  新約教會有明天嗎?
[00:10:39.340 --> 00:10:42.740]  能夠捱得住嗎?
[00:10:42.740 --> 00:10:51.460]  所以上帝很明白他的老僕人的心事
[00:10:51.460 --> 00:10:58.220]  上帝最後讓他見到的是教會
[00:10:58.220 --> 00:11:01.020]  你說哪裡說的?沒有這兩個字
[00:11:01.020 --> 00:11:03.300]  天使說得很清楚
[00:11:03.300 --> 00:11:05.660]  你到這裡來
[00:11:05.660 --> 00:11:15.540]  我要將辛苦就是羔羊的妻子給你看
[00:11:15.540 --> 00:11:23.140]  讀完新約聖經沒有人會不明白天使所指的
[00:11:23.140 --> 00:11:25.540]  羔羊的妻
[00:11:25.540 --> 00:11:28.940]  辛苦是誰?
[00:11:28.940 --> 00:11:32.500]  教會
[00:11:32.500 --> 00:11:34.500]  約翰見到的沒錯
[00:11:34.500 --> 00:11:36.020]  是從天而降
[00:11:36.020 --> 00:11:40.660]  由神那裡來的聖城耶路撒冷
[00:11:40.660 --> 00:11:42.780]  明明是一座城
[00:11:42.780 --> 00:11:48.300]  天使在他耳邊響起的解釋
[00:11:48.300 --> 00:11:50.300]  基督的辛苦
[00:11:50.300 --> 00:11:52.300]  羔羊的妻
[00:11:52.300 --> 00:11:55.300]  就算不是這個天使
[00:11:55.300 --> 00:11:57.300]  不可以說是多嘴的
[00:11:57.300 --> 00:11:59.300]  都是天父差遣他的
[00:11:59.300 --> 00:12:06.900]  如果不是這個天使說清楚
[00:12:06.900 --> 00:12:09.300]  我們都會誤會
[00:12:09.300 --> 00:12:13.700]  甚至就算說清楚
[00:12:13.700 --> 00:12:17.900]  我們仍然都會聽不到
[00:12:17.900 --> 00:12:22.820]  明明是說黃金街碧玉城將來要去的天堂
[00:12:22.820 --> 00:12:24.820]  幾共榮耀
[00:12:24.820 --> 00:12:29.900]  你要聽清楚天使開頭的這句話
[00:12:29.900 --> 00:12:32.900]  辛苦羔羊的妻
[00:12:32.900 --> 00:12:34.900]  約翰馬上明白了
[00:12:34.900 --> 00:12:40.900]  所以他說城中有神的榮耀
[00:12:40.900 --> 00:12:43.900]  由城牆高大
[00:12:43.900 --> 00:12:53.500]  約翰就不再在山上見到耶路撒冷從天而降
[00:12:53.500 --> 00:12:55.500]  你看到城牆高大
[00:12:55.500 --> 00:12:59.100]  必須要站在城牆下面看上去
[00:12:59.100 --> 00:13:01.500]  才知道高大
[00:13:01.500 --> 00:13:03.500]  你問他老人家怎麼跑下去?
[00:13:03.500 --> 00:13:05.500]  在意象當中
[00:13:05.500 --> 00:13:06.500]  你要記得
[00:13:06.500 --> 00:13:10.500]  不是真的氣喘
[00:13:10.500 --> 00:13:12.500]  在意象當中他很興奮
[00:13:12.500 --> 00:13:21.500]  因為他明白他見到的是教會的真相
[00:13:21.500 --> 00:13:23.500]  面對迫不及待
[00:13:23.500 --> 00:13:26.500]  我們見到的是艱難
[00:13:26.500 --> 00:13:33.500]  約翰在意象當中見到的教會是怎樣的?
[00:13:33.500 --> 00:13:37.500]  城牆有十二道城門
[00:13:37.500 --> 00:13:44.500]  城門有十二支派的名稱
[00:13:44.500 --> 00:13:54.500]  東、南、西、北各有三道城門
[00:13:54.500 --> 00:14:00.500]  這肯定不是歷史當中耶路撒冷的情況
[00:14:00.500 --> 00:14:03.500]  耶路撒冷是一座山城
[00:14:03.500 --> 00:14:05.500]  建築在石安山
[00:14:05.500 --> 00:14:09.500]  城造在山上
[00:14:09.500 --> 00:14:10.500]  耶穌說得好
[00:14:10.500 --> 00:14:13.500]  是不能隱藏的
[00:14:13.500 --> 00:14:15.500]  在山上造城
[00:14:15.500 --> 00:14:22.500]  你只能依著山勢地理來造城牆
[00:14:22.500 --> 00:14:24.500]  所以耶路撒冷城
[00:14:24.500 --> 00:14:27.500]  如果你有興趣打開尼西米記
[00:14:27.500 --> 00:14:32.500]  你就會發覺九道城門是一個三角形
[00:14:32.500 --> 00:14:34.500]  不是正方
[00:14:34.500 --> 00:14:41.500]  所以這裡所引用的典故
[00:14:41.500 --> 00:14:44.500]  羅馬人是讀不明白的
[00:14:44.500 --> 00:14:46.500]  約翰明白
[00:14:46.500 --> 00:14:50.500]  因為他熟悉舊約聖經
[00:14:50.500 --> 00:14:57.500]  哪裡說耶路撒冷東南西北各有三座城門?
[00:14:57.500 --> 00:15:02.500]  以西結書48章
[00:15:02.500 --> 00:15:10.500]  先知在亡國被擄追黑暗的時候
[00:15:10.500 --> 00:15:16.500]  以西結先知書總結又是壓軸最後一個的意象
[00:15:16.500 --> 00:15:22.500]  耶路撒冷城重建東南西北各有三座城門
[00:15:22.500 --> 00:15:35.500]  啟示錄借了猶太人很熟悉的典故來講教會
[00:15:35.500 --> 00:15:38.500]  以西結先知這樣說
[00:15:38.500 --> 00:15:41.500]  當然又不是在說歷史中的耶路撒冷
[00:15:41.500 --> 00:15:45.500]  這個意象從哪裡來的呢?
[00:15:45.500 --> 00:15:51.500]  你又要再熟悉文素記第二章
[00:15:51.500 --> 00:15:53.500]  對不起
[00:15:53.500 --> 00:15:58.500]  以西結書和文素記都不是我們平時讀的舊約經卷
[00:15:58.500 --> 00:16:00.500]  你回去看看
[00:16:00.500 --> 00:16:04.500]  出埃及數點百姓之後
[00:16:04.500 --> 00:16:25.500]  按支派的人數安排他們在曠野行軍安營東南西北每個方向三個支派
[00:16:25.500 --> 00:16:31.500]  所以十三個支派中間回望是利美支派
[00:16:31.500 --> 00:16:35.500]  以西結書的十二支派你去看看吧
[00:16:35.500 --> 00:16:37.500]  我沒時間跟你讀了
[00:16:37.500 --> 00:16:39.500]  有名有姓
[00:16:39.500 --> 00:16:43.500]  這裡其實是說約翰
[00:16:43.500 --> 00:16:53.500]  你不需要擔心神的子民是否有明天
[00:16:53.500 --> 00:17:05.500]  從出埃及發老奴役滅絕希伯來的男嬰
[00:17:05.500 --> 00:17:11.500]  到巴比倫的軍隊兵臨城下
[00:17:11.500 --> 00:17:22.500]  俘虜猶大的貴族君王坐在巴比倫的河邊
[00:17:22.500 --> 00:17:32.500]  來到新約教會請問經歷了多少個帝國
[00:17:32.500 --> 00:17:43.500]  我很開心剛才聽到讀經年輕的弟兄姊妹
[00:17:43.500 --> 00:17:51.500]  我想希伯倫堂的讀經是全世界華人教會認第二沒人敢認第一
[00:17:51.500 --> 00:17:53.500]  我不是說笑
[00:17:53.500 --> 00:17:56.500]  連希臘都讀得正確
[00:17:56.500 --> 00:17:58.500]  沒讀過希臘
[00:17:58.500 --> 00:18:01.500]  比神學院的老師還厲害
[00:18:01.500 --> 00:18:10.500]  他們將會在希伯倫堂120週年感恩崇拜
[00:18:10.500 --> 00:18:13.500]  還可以站在這裡做主席
[00:18:13.500 --> 00:18:16.500]  你和我到時不會在這裡了
[00:18:16.500 --> 00:18:21.500]  20歲以上的尼德都坐輪椅了
[00:18:21.500 --> 00:18:24.500]  這是歷史
[00:18:24.500 --> 00:18:27.500]  歷史告訴我們事實
[00:18:27.500 --> 00:18:33.500]  不到你叫萬壽無疆
[00:18:33.500 --> 00:18:36.500]  萬年基業
[00:18:36.500 --> 00:18:39.500]  沒有的
[00:18:39.500 --> 00:18:50.500]  聖經沒有用神秘或者深奧的教義理論
[00:18:50.500 --> 00:18:55.500]  跟我們說教會有沒有明天
[00:18:55.500 --> 00:18:58.500]  看時錄就是很簡單
[00:18:58.500 --> 00:19:00.500]  你看歷史
[00:19:00.500 --> 00:19:05.500]  你從出埃及看到亡國
[00:19:05.500 --> 00:19:10.500]  看到羅馬你數多少個帝國興亡
[00:19:10.500 --> 00:19:12.500]  如今安在
[00:19:12.500 --> 00:19:15.500]  但是神的子民
[00:19:15.500 --> 00:19:18.500]  十二支派
[00:19:18.500 --> 00:19:21.500]  上帝保守
[00:19:21.500 --> 00:19:27.500]  約翰明聽得懂天使的解釋
[00:19:27.500 --> 00:19:33.500]  所以他存著一個感恩的心
[00:19:33.500 --> 00:19:36.500]  就繼續看下去
[00:19:36.500 --> 00:19:40.500]  除了城門十二支派
[00:19:40.500 --> 00:19:45.500]  還有城牆十二根基
[00:19:45.500 --> 00:19:49.500]  教會唯一根基
[00:19:49.500 --> 00:19:52.500]  為什麼會有十二個出來
[00:19:52.500 --> 00:19:55.500]  就是耶穌基督
[00:19:55.500 --> 00:19:57.500]  所以這裡是耶穌十二個名
[00:19:57.500 --> 00:19:59.500]  奇妙測試全能的神
[00:19:59.500 --> 00:20:01.500]  永在的父和平的君
[00:20:01.500 --> 00:20:03.500]  還有什麼?
[00:20:03.500 --> 00:20:05.500]  以馬來理來作下去
[00:20:05.500 --> 00:20:06.500]  沒有
[00:20:06.500 --> 00:20:08.500]  聖經清清楚楚說
[00:20:08.500 --> 00:20:18.500]  城牆根基是十二使徒的名字
[00:20:18.500 --> 00:20:20.500]  這是聖經記載的
[00:20:20.500 --> 00:20:22.500]  不只看時錄
[00:20:22.500 --> 00:20:24.500]  已不所書
[00:20:24.500 --> 00:20:27.500]  保羅和外邦的基督徒說
[00:20:27.500 --> 00:20:30.500]  你們本來是外人
[00:20:30.500 --> 00:20:33.500]  現在成為神家裡的人
[00:20:33.500 --> 00:20:36.500]  並且被建造
[00:20:36.500 --> 00:20:44.500]  在使徒和先知的根基上
[00:20:44.500 --> 00:20:51.500]  使徒作為教會的根基
[00:20:51.500 --> 00:20:52.500]  我們仍然記得
[00:20:52.500 --> 00:20:54.500]  耶穌對彼得說
[00:20:54.500 --> 00:20:57.500]  你是盤石
[00:20:57.500 --> 00:21:04.500]  我要把我的教會建造在這個盤石上
[00:21:04.500 --> 00:21:07.500]  不是說彼得要做教皇
[00:21:07.500 --> 00:21:09.500]  沒有這件事
[00:21:09.500 --> 00:21:16.500]  也不是說十二使徒有什麼厲害
[00:21:16.500 --> 00:21:20.500]  一個我們解決不了的難題
[00:21:20.500 --> 00:21:28.500]  請問第十二個城牆根基的名字是誰呢?
[00:21:28.500 --> 00:21:33.500]  贊成是馬提亞的請舉手
[00:21:33.500 --> 00:21:35.500]  有人舉手嗎?
[00:21:35.500 --> 00:21:36.500]  沒有人敢舉手
[00:21:36.500 --> 00:21:38.500]  你知道我是明知故問
[00:21:38.500 --> 00:21:40.500]  我沒有答案
[00:21:40.500 --> 00:21:41.500]  保羅
[00:21:41.500 --> 00:21:43.500]  有沒有很多人會舉手?
[00:21:43.500 --> 00:21:46.500]  還是加勒人猶大?
[00:21:46.500 --> 00:21:49.500]  他賣主
[00:21:49.500 --> 00:21:55.500]  但三卷福音書記載十二使徒的名單
[00:21:55.500 --> 00:22:01.500]  沒有把猶大的名字拿走
[00:22:01.500 --> 00:22:04.500]  我們沒有時間去討論這件事
[00:22:04.500 --> 00:22:06.500]  不過我想告訴你
[00:22:06.500 --> 00:22:14.500]  這裡不需要繳錢編十二個名字
[00:22:14.500 --> 00:22:19.500]  事實上教會接著就認順
[00:22:19.500 --> 00:22:29.500]  我信一聖大公使徒的教會
[00:22:29.500 --> 00:22:35.500]  公元第四世紀三十年代
[00:22:35.500 --> 00:22:39.500]  尼西亞信經
[00:22:39.500 --> 00:22:43.500]  教會是使徒的
[00:22:43.500 --> 00:22:46.500]  整個教會都是使徒
[00:22:46.500 --> 00:22:50.500]  我們要問這是在說什麼?
[00:22:50.500 --> 00:22:51.500]  簡單來說
[00:22:51.500 --> 00:22:53.500]  長話短說
[00:22:53.500 --> 00:22:59.500]  福音書記載耶穌揀選十二個門徒
[00:22:59.500 --> 00:23:02.500]  不過福音書到耶穌復活
[00:23:02.500 --> 00:23:06.500]  都是叫他們做門徒
[00:23:06.500 --> 00:23:11.500]  不是很強調他們叫做使徒
[00:23:11.500 --> 00:23:14.500]  你讀聖經有留意這個事實嗎?
[00:23:14.500 --> 00:23:15.500]  沒有
[00:23:15.500 --> 00:23:16.500]  明明是使徒
[00:23:16.500 --> 00:23:17.500]  不是的
[00:23:17.500 --> 00:23:19.500]  聖經有分的
[00:23:19.500 --> 00:23:21.500]  去到哪裡會分呢?
[00:23:21.500 --> 00:23:23.500]  《士道行傳》
[00:23:23.500 --> 00:23:26.500]  《士道行傳》迫伯臨到
[00:23:26.500 --> 00:23:29.500]  門徒四散
[00:23:29.500 --> 00:23:31.500]  所以能不能走?
[00:23:31.500 --> 00:23:32.500]  可以走
[00:23:32.500 --> 00:23:35.500]  不過《士道行傳》八章四節
[00:23:35.500 --> 00:23:40.500]  那些分散到各處的門徒去做什麼?
[00:23:40.500 --> 00:23:42.500]  避難?
[00:23:42.500 --> 00:23:43.500]  逃跑?
[00:23:43.500 --> 00:23:44.500]  移民?
[00:23:44.500 --> 00:23:45.500]  不是
[00:23:45.500 --> 00:23:47.500]  傳道
[00:23:47.500 --> 00:23:52.500]  但是使徒留在耶路撒冷
[00:23:52.500 --> 00:23:55.500]  使徒沒有逃走
[00:23:55.500 --> 00:24:00.500]  使徒在耶穌升天之前
[00:24:00.500 --> 00:24:05.500]  領受主最後的吩咐
[00:24:05.500 --> 00:24:08.500]  聖靈降臨
[00:24:08.500 --> 00:24:10.500]  你們得著能力
[00:24:10.500 --> 00:24:12.500]  並要在耶路撒冷
[00:24:12.500 --> 00:24:14.500]  猶太傳地
[00:24:14.500 --> 00:24:16.500]  撒瑪利亞
[00:24:16.500 --> 00:24:19.500]  直到地極
[00:24:19.500 --> 00:24:22.500]  作惡的見證
[00:24:22.500 --> 00:24:28.500]  《士道行傳》可以按這四個地區
[00:24:28.500 --> 00:24:31.500]  來劃分
[00:24:31.500 --> 00:24:36.500]  頭八章耶路撒冷
[00:24:36.500 --> 00:24:41.500]  接著猶太傳地和撒瑪利亞
[00:24:41.500 --> 00:24:43.500]  菲利
[00:24:43.500 --> 00:24:46.500]  到撒瑪利亞傳道
[00:24:46.500 --> 00:24:52.500]  接著保羅四次宣教旅程
[00:24:52.500 --> 00:24:53.500]  不考慮了
[00:24:53.500 --> 00:24:55.500]  本來應該在希伯倫堂
[00:24:55.500 --> 00:24:57.500]  一會兒因為有問答比賽
[00:24:57.500 --> 00:25:01.500]  背得出保羅去過的城市
[00:25:01.500 --> 00:25:02.500]  有獎
[00:25:02.500 --> 00:25:05.500]  我們以前中學回考要背
[00:25:05.500 --> 00:25:08.500]  還要英文串
[00:25:08.500 --> 00:25:11.500]  最後二十八章
[00:25:11.500 --> 00:25:14.500]  保羅去到哪裏?
[00:25:14.500 --> 00:25:15.500]  羅馬
[00:25:15.500 --> 00:25:18.500]  到了地極沒有?
[00:25:18.500 --> 00:25:20.500]  你轉頭
[00:25:20.500 --> 00:25:23.500]  因為今天我們理解的是南極
[00:25:23.500 --> 00:25:24.500]  北極
[00:25:24.500 --> 00:25:26.500]  不用
[00:25:26.500 --> 00:25:28.500]  北極熊和企鵝
[00:25:28.500 --> 00:25:32.500]  不需要去到派聖餐開報道會
[00:25:32.500 --> 00:25:36.500]  最低限度都有四大文明古國
[00:25:36.500 --> 00:25:40.500]  使徒去到中國
[00:25:40.500 --> 00:25:42.500]  印度
[00:25:42.500 --> 00:25:43.500]  不要太遠
[00:25:43.500 --> 00:25:45.500]  巴比倫兩河流域
[00:25:45.500 --> 00:25:51.500]  但是如果你明白舊約聖經
[00:25:51.500 --> 00:26:00.500]  以賽亞書49章第6節很清楚告訴我們
[00:26:00.500 --> 00:26:05.500]  神的救恩就是光
[00:26:05.500 --> 00:26:11.500]  要去到地極就是外邦
[00:26:11.500 --> 00:26:14.500]  所以地極是一個比喻
[00:26:14.500 --> 00:26:19.500]  不是地理的說法
[00:26:19.500 --> 00:26:26.500]  外邦羅馬是當時地中海
[00:26:26.500 --> 00:26:31.500]  外邦的首都
[00:26:31.500 --> 00:26:35.500]  福音傳到外邦
[00:26:35.500 --> 00:26:40.500]  福音傳到地極
[00:26:40.500 --> 00:26:45.500]  這是使徒的使命
[00:26:45.500 --> 00:26:49.500]  這是使徒的身份
[00:26:49.500 --> 00:26:51.500]  這是主耶穌
[00:26:51.500 --> 00:26:54.500]  不單是給12個使徒
[00:26:54.500 --> 00:26:59.500]  更加是給教會的使命
[00:26:59.500 --> 00:27:03.500]  所以城牆根基
[00:27:03.500 --> 00:27:06.500]  十二使徒
[00:27:06.500 --> 00:27:08.500]  不是誰的名字
[00:27:08.500 --> 00:27:11.500]  懂得聽懂得看
[00:27:11.500 --> 00:27:14.500]  正如十二道城門
[00:27:14.500 --> 00:27:19.500]  12個支派是講歷史
[00:27:19.500 --> 00:27:22.500]  使徒作為教會的根基
[00:27:22.500 --> 00:27:30.500]  是講我們安身立命的基礎
[00:27:30.500 --> 00:27:35.500]  你說羅馬迫不得教會
[00:27:35.500 --> 00:27:45.500]  大教會從來不需要看帝國是仇敵
[00:27:45.500 --> 00:27:52.500]  因為羅馬只不過是地極
[00:27:52.500 --> 00:27:54.500]  懂不懂得讀聖經
[00:27:54.500 --> 00:27:56.500]  不懂
[00:27:56.500 --> 00:27:59.500]  上帝剷起他
[00:27:59.500 --> 00:28:02.500]  邪惡的帝國
[00:28:02.500 --> 00:28:06.500]  主耶穌說我來是要召聚人
[00:28:06.500 --> 00:28:09.500]  不是要召異人
[00:28:09.500 --> 00:28:12.500]  你覺得你很公義就走到一邊
[00:28:12.500 --> 00:28:15.500]  這是福音
[00:28:15.500 --> 00:28:17.500]  使徒明白福音
[00:28:17.500 --> 00:28:24.500]  所以教會無論在任何處境
[00:28:24.500 --> 00:28:31.500]  只要他們向未認識神的外邦
[00:28:31.500 --> 00:28:36.500]  就能見證福音
[00:28:36.500 --> 00:28:45.500]  就是這樣改變了歐洲的文化
[00:28:45.500 --> 00:28:51.500]  羅馬帝國成為神聖羅馬帝國
[00:28:51.500 --> 00:28:56.500]  你的中學歷史有沒有印象
[00:28:56.500 --> 00:29:02.500]  今天不幸的基督教被稱為洋教
[00:29:02.500 --> 00:29:04.500]  其實很冤枉
[00:29:04.500 --> 00:29:06.500]  耶穌不是洋人
[00:29:06.500 --> 00:29:08.500]  他是亞洲人
[00:29:08.500 --> 00:29:12.500]  我們是被洋人迫害
[00:29:12.500 --> 00:29:15.500]  羅馬帝國是洋人
[00:29:15.500 --> 00:29:17.500]  意大利的
[00:29:17.500 --> 00:29:20.500]  為什麼我們會變成洋教
[00:29:20.500 --> 00:29:22.500]  感謝主這兩個字
[00:29:22.500 --> 00:29:31.500]  就是見證了福音改變歐洲的歷史事實
[00:29:31.500 --> 00:29:35.500]  福音同樣改變美洲
[00:29:35.500 --> 00:29:39.500]  北美、中美、南美
[00:29:39.500 --> 00:29:42.500]  你熟近代的宣教歷史嗎
[00:29:42.500 --> 00:29:45.500]  福音改變澳洲
[00:29:45.500 --> 00:29:47.500]  你移民下去
[00:29:47.500 --> 00:29:51.500]  你看到教會處處
[00:29:51.500 --> 00:29:54.500]  福音改變非洲
[00:29:54.500 --> 00:29:56.500]  是的
[00:29:56.500 --> 00:30:00.500]  20世紀非洲基督徒的人數
[00:30:00.500 --> 00:30:03.500]  追過了歐洲基督徒的人數
[00:30:03.500 --> 00:30:05.500]  你知道嗎?
