
[00:00:00.000 --> 00:00:06.640]  在兩千年教會的歷史當中
[00:02:17.640 --> 00:02:23.960]  為何好像聖經不是每一本書都提及?
[00:02:23.960 --> 00:02:29.440]  為何好像耶穌十二個門徒從來都沒有提及?
[00:02:29.440 --> 00:02:33.360]  為何使徒保羅寫了十三封信
[00:02:33.360 --> 00:02:37.880]  一次都沒有提及這件事?
[00:02:37.880 --> 00:02:42.800]  你可以用常識判斷一下
[00:02:42.800 --> 00:02:48.920]  「同類懷孕」誰會知道?
[00:02:48.920 --> 00:02:52.760]  最清楚當然是瑪利亞自己
[00:02:52.760 --> 00:02:57.040]  如果教會每次主日崇拜
[00:02:57.040 --> 00:03:00.080]  瑪利亞都會歡迎新朋友
[00:03:00.080 --> 00:03:01.400]  跟他握手
[00:03:01.400 --> 00:03:04.920]  「恭喜你!信了耶穌了!」
[00:03:04.920 --> 00:03:07.240]  我告訴你一個秘密
[00:03:07.240 --> 00:03:10.280]  我是同類懷孕的
[00:03:10.280 --> 00:03:14.200]  你聽到之後你有甚麼感覺?
[00:03:14.200 --> 00:03:17.520]  你第一個感覺是他瘋了
[00:03:17.520 --> 00:03:20.280]  這些就算是真的
[00:03:20.280 --> 00:03:22.200]  也不會每個星期
[00:03:22.200 --> 00:03:29.000]  拉著熟人或是生保人來說
[00:03:29.000 --> 00:03:33.200]  所以新約聖經記載
[00:03:33.200 --> 00:03:39.040]  耶穌是瑪利亞同類懷孕這件事
[00:03:39.040 --> 00:03:44.160]  最詳細只有勞駕福音
[00:03:44.160 --> 00:03:46.880]  馬太福音的記載
[00:03:46.880 --> 00:03:48.800]  你很清楚看到
[00:03:48.800 --> 00:03:52.160]  是從弱失
[00:03:52.160 --> 00:03:54.120]  不是耶穌的父親
[00:03:54.120 --> 00:03:58.000]  是耶穌的養父
[00:03:58.000 --> 00:04:00.480]  弱失的觀點角度
[00:04:00.480 --> 00:04:01.920]  馬太福音說
[00:04:01.920 --> 00:04:03.760]  瑪利亞懷孕了
[00:04:03.760 --> 00:04:06.040]  弱失還未娶她
[00:04:06.040 --> 00:04:10.000]  以為有些不道德的事情發生了
[00:04:10.000 --> 00:04:15.160]  所以不想明明羞辱自己的未婚妻
[00:04:15.160 --> 00:04:17.200]  弱失也是愛瑪利亞的
[00:04:17.200 --> 00:04:21.400]  想暗暗解除婚約
[00:04:21.400 --> 00:04:24.960]  正在考慮痛苦
[00:04:24.960 --> 00:04:26.640]  不知怎麼辦的時候
[00:04:26.640 --> 00:04:30.480]  天使就跟弱失說
[00:04:30.480 --> 00:04:33.080]  你只管娶過瑪利亞
[00:04:33.080 --> 00:04:39.360]  因她所懷的人是從聖靈而來的
[00:04:39.360 --> 00:04:42.440]  這是弱失的見證
[00:04:42.440 --> 00:04:51.240]  馬太福音是耶路撒冷教會所產生的記載
[00:04:51.240 --> 00:04:55.160]  所以弱失如果要參加教會
[00:04:55.160 --> 00:04:57.240]  大概應該在耶路撒冷
[00:04:57.240 --> 00:04:59.360]  他留下的見證
[00:04:59.360 --> 00:05:03.520]  就是馬太拿到的資料
[00:05:03.520 --> 00:05:07.360]  剛才我們所讀的路加福音
[00:05:07.360 --> 00:05:13.280]  卻是瑪利亞自己的回憶
[00:05:13.280 --> 00:05:16.840]  為甚麼會出現在路加福音?
[00:05:16.840 --> 00:05:23.000]  因為路加是最遲寫福音書的
[00:05:23.000 --> 00:05:25.800]  怎樣證明他是最遲寫福音書的?
[00:05:25.800 --> 00:05:27.880]  因為他一開頭的時候
[00:05:27.880 --> 00:05:29.400]  第一章第一節
[00:05:29.400 --> 00:05:31.560]  他說提阿非羅大人
[00:05:31.560 --> 00:05:34.960]  有很多人已經寫了
[00:05:34.960 --> 00:05:39.280]  關於在我們中間所成就的事
[00:05:39.280 --> 00:05:41.560]  不過這些事情
[00:05:41.560 --> 00:05:45.960]  我現在從頭考察
[00:05:45.960 --> 00:05:48.560]  路加是一個醫生
[00:05:48.560 --> 00:05:50.760]  他去做研究
[00:05:50.760 --> 00:05:52.240]  有甚麼研究?
[00:05:52.240 --> 00:05:55.320]  圖書館裏面都沒有耶穌的記載
[00:05:55.320 --> 00:05:57.000]  他去訪問
[00:05:57.000 --> 00:06:00.280]  他去實地考察
[00:06:00.280 --> 00:06:02.680]  耶穌在這裏水變酒
[00:06:02.680 --> 00:06:04.720]  耶穌在這裏升天
[00:06:04.720 --> 00:06:06.640]  耶穌在這裏復活
[00:06:06.640 --> 00:06:11.760]  路加醫生是一個科學家
[00:06:11.760 --> 00:06:15.560]  他所受的訓練是一個醫學的訓練
[00:06:15.560 --> 00:06:19.000]  樣樣事情都不可以閉上眼睛說的
[00:06:19.000 --> 00:06:23.600]  要真是看過、見過、查考過
[00:06:23.600 --> 00:06:30.560]  所以我相信路加一定把握機會
[00:06:30.560 --> 00:06:33.520]  訪問過瑪利亞
[00:06:33.520 --> 00:06:35.000]  而這個時候
[00:06:35.000 --> 00:06:39.280]  瑪利亞大概也都已經年老了
[00:06:39.280 --> 00:06:41.800]  不是再年輕了
[00:06:41.800 --> 00:06:46.560]  他現在說回耶穌出世的事情
[00:06:46.560 --> 00:06:47.880]  兩個原因
[00:06:47.880 --> 00:06:50.760]  第一他都不怕尷尬
[00:06:50.760 --> 00:06:52.400]  但更加重要的
[00:06:52.400 --> 00:06:55.400]  就是這個回憶
[00:06:55.400 --> 00:06:57.920]  這個秘密
[00:06:57.920 --> 00:07:00.600]  他守了很多年了
[00:07:00.600 --> 00:07:07.760]  現在路加醫生約他坐下來喝茶、聊天、訪問
[00:07:07.760 --> 00:07:09.960]  瑪利亞第一次
[00:07:09.960 --> 00:07:14.080]  詳詳細細說給人聽
[00:07:14.080 --> 00:07:16.080]  剛才你讀的時候有沒有留意到
[00:07:16.080 --> 00:07:18.360]  其實沒有甚麼花巧的
[00:07:18.360 --> 00:07:20.960]  瑪利亞想回整件事情
[00:07:20.960 --> 00:07:23.640]  不是編故事的
[00:07:23.640 --> 00:07:31.520]  你們現在不用背中文的文言文的文章了
[00:07:31.520 --> 00:07:33.000]  我以前要的
[00:07:33.000 --> 00:07:34.240]  你們也要的
[00:07:34.240 --> 00:07:36.320]  不過可能背的那些不同了
[00:07:36.320 --> 00:07:39.760]  我以前中一第一課
[00:07:39.760 --> 00:07:42.480]  岳飛自彭舉
[00:07:42.480 --> 00:07:43.960]  有沒有人會背?
[00:07:43.960 --> 00:07:45.240]  有哦
[00:07:45.240 --> 00:07:46.640]  原來有人會背
[00:07:46.640 --> 00:07:48.160]  一起來吧
[00:07:48.160 --> 00:07:51.240]  上周湯陰人也
[00:07:51.240 --> 00:07:52.440]  接著呢
[00:07:52.440 --> 00:07:56.360]  生時有大鵬躍鞠
[00:07:56.360 --> 00:07:58.560]  非明失相
[00:07:58.560 --> 00:08:01.440]  因以為名
[00:08:01.440 --> 00:08:03.440]  接著那些我不懂得背了
[00:08:03.440 --> 00:08:04.720]  可能你還繼續懂
[00:08:04.720 --> 00:08:05.440]  不用這麼興奮
[00:08:05.440 --> 00:08:07.000]  我們今天不是說岳飛
[00:08:07.000 --> 00:08:10.440]  不過我想做個對比
[00:08:10.440 --> 00:08:11.960]  夠了我們停了
[00:08:11.960 --> 00:08:14.120]  不說岳飛了
[00:08:14.120 --> 00:08:16.240]  岳飛出世
[00:08:16.240 --> 00:08:21.280]  大家都有個很奇怪的記憶
[00:08:21.280 --> 00:08:23.760]  有隻很大的鳥
[00:08:23.760 --> 00:08:26.320]  大鵬躍鞠
[00:08:26.320 --> 00:08:28.680]  非明失相
[00:08:28.680 --> 00:08:30.480]  就叫他岳飛
[00:08:30.480 --> 00:08:31.320]  叫他阿飛
[00:08:31.320 --> 00:08:33.040]  不是解飛仔的意思
[00:08:33.040 --> 00:08:34.920]  是一飛沖天的意思
[00:08:34.920 --> 00:08:37.400]  但耶穌的出世
[00:08:37.400 --> 00:08:40.840]  瑪利亞能夠記得的是兩件事
[00:08:40.840 --> 00:08:42.360]  他親口說出來
[00:08:42.360 --> 00:08:43.560]  第一
[00:08:43.560 --> 00:08:48.880]  天使加伯列奉神的差遣
[00:08:48.880 --> 00:08:52.560]  來到加利利的拿撒勒
[00:08:52.560 --> 00:08:59.880]  就找這個童女名字叫瑪利亞
[00:08:59.880 --> 00:09:02.760]  天使哦
[00:09:02.760 --> 00:09:04.640]  如果讓你畫一幅圖畫
[00:09:04.640 --> 00:09:05.920]  你會怎麼畫
[00:09:05.920 --> 00:09:07.840]  發光的
[00:09:07.840 --> 00:09:10.040]  後面有兩隻翅膀
[00:09:10.040 --> 00:09:11.800]  白色衣服的
[00:09:11.800 --> 00:09:13.400]  一看就知道是天使
[00:09:13.400 --> 00:09:17.720]  這是中文翻譯不幸的地方
[00:09:17.720 --> 00:09:21.400]  英文翻譯現在都會翻譯成angel
[00:09:21.400 --> 00:09:22.600]  不要算錯了
[00:09:22.600 --> 00:09:24.160]  是angle
[00:09:24.160 --> 00:09:26.640]  那個le還是el
[00:09:26.640 --> 00:09:31.280]  但其實聖經原本用的字
[00:09:31.280 --> 00:09:34.120]  準確些翻譯不是angel
[00:09:34.120 --> 00:09:36.720]  是messenger
[00:09:36.720 --> 00:09:38.080]  中文是什麼
[00:09:38.080 --> 00:09:40.240]  使者
[00:09:40.240 --> 00:09:41.280]  是吧
[00:09:41.280 --> 00:09:42.440]  即是什麼
[00:09:42.440 --> 00:09:44.080]  即是你的電話響起
[00:09:44.080 --> 00:09:46.000]  打起李先生
[00:09:46.000 --> 00:09:48.480]  我是什麼什麼
[00:09:48.480 --> 00:09:50.000]  我現在跟你說話
[00:09:50.000 --> 00:09:52.440]  電話會錄音的
[00:09:52.440 --> 00:09:54.560]  幸好不是錄音騙我的
[00:09:54.560 --> 00:09:56.600]  是call call
[00:09:56.600 --> 00:09:57.960]  我馬上會問他
[00:09:57.960 --> 00:09:59.080]  你是不是賣東西的
[00:09:59.080 --> 00:10:02.720]  不是 我有些優惠給你
[00:10:02.720 --> 00:10:04.360]  使者
[00:10:04.360 --> 00:10:06.520]  他有個訊息要告訴你
[00:10:06.520 --> 00:10:09.000]  當然聽不聽
[00:10:09.000 --> 00:10:12.200]  你可以做決定
[00:10:12.200 --> 00:10:15.960]  這個使者來找瑪利亞
[00:10:15.960 --> 00:10:19.600]  跟瑪利亞說了一番什麼話
[00:10:19.600 --> 00:10:23.160]  是瑪利亞記得很清楚
[00:10:23.160 --> 00:10:27.720]  瑪利亞聽見的是使者問安
[00:10:27.720 --> 00:10:30.480]  蒙大恩的女子
[00:10:30.480 --> 00:10:32.200]  我問你安
[00:10:32.200 --> 00:10:37.160]  主和你同在了
[00:10:37.160 --> 00:10:39.840]  瑪利亞的反應
[00:10:39.840 --> 00:10:44.240]  就不是有天使來找我
[00:10:44.240 --> 00:10:46.800]  馬上找個iPhone出來
[00:10:46.800 --> 00:10:48.680]  拍張自拍集郵
[00:10:48.680 --> 00:10:50.120]  然後WhatsApp
[00:10:50.120 --> 00:10:52.520]  所有人都知道天使來找我
[00:10:52.520 --> 00:10:56.080]  不是 他是驚慌
[00:10:56.080 --> 00:11:00.360]  他是想為什麼
[00:11:00.360 --> 00:11:04.320]  上帝的使者會來找我
[00:11:04.320 --> 00:11:05.680]  其實他很聰明
[00:11:05.680 --> 00:11:07.440]  你有沒有留意到
[00:11:07.440 --> 00:11:10.800]  他的驚慌不是把東西打爛
[00:11:10.800 --> 00:11:12.400]  不是大叫
[00:11:12.400 --> 00:11:14.400]  而是思考
[00:11:14.400 --> 00:11:15.720]  第二 他這個反應
[00:11:15.720 --> 00:11:17.480]  其實為什麼他害怕呢
[00:11:17.480 --> 00:11:20.720]  因為他知道 糟了
[00:11:20.720 --> 00:11:22.880]  不是大件事
[00:11:22.880 --> 00:11:25.440]  都不用這樣找我
[00:11:25.440 --> 00:11:27.920]  那什麼大件事呢
[00:11:27.920 --> 00:11:29.560]  所以他害怕
[00:11:29.560 --> 00:11:31.560]  不是因為看到曱甴
[00:11:31.560 --> 00:11:33.280]  而是因為知道
[00:11:33.280 --> 00:11:37.160]  跟著使者要說的
[00:11:37.160 --> 00:11:39.160]  不是一件簡單的事
[00:11:39.160 --> 00:11:43.680]  果然天使使者對他說
[00:11:43.680 --> 00:11:45.000]  第30節
[00:11:45.000 --> 00:11:47.000]  瑪利亞 不用怕
[00:11:47.000 --> 00:11:50.520]  你在神的面前蒙恩了
[00:11:50.520 --> 00:11:52.120]  蒙什麼恩啊
[00:11:52.120 --> 00:11:53.600]  考試合格
[00:11:53.600 --> 00:11:55.160]  嫁個好老公
[00:11:55.160 --> 00:11:56.680]  飛黃騰達
[00:11:56.680 --> 00:11:57.400]  不是
[00:11:57.400 --> 00:11:58.520]  抽中獎
[00:11:58.520 --> 00:11:59.800]  不是
[00:11:59.800 --> 00:12:04.240]  你要為人生子
[00:12:04.240 --> 00:12:07.280]  可以給他起名叫耶穌
[00:12:07.280 --> 00:12:08.400]  耶穌啊
[00:12:08.400 --> 00:12:12.160]  他是至高者的兒子來的
[00:12:12.160 --> 00:12:16.520]  上帝要將大位的王位賜給他
[00:12:16.520 --> 00:12:18.640]  他要做以色列
[00:12:18.640 --> 00:12:20.640]  瓦國的王
[00:12:20.640 --> 00:12:22.000]  直到永遠
[00:12:22.000 --> 00:12:28.000]  他的國永無窮盡
[00:12:28.000 --> 00:12:31.440]  你聽到天使說什麼嗎
[00:12:31.440 --> 00:12:34.120]  天使其實不是說瑪利亞
[00:12:34.120 --> 00:12:36.120]  天使是說耶穌
[00:12:36.120 --> 00:12:38.880]  整段話都是介紹
[00:12:38.880 --> 00:12:42.800]  瑪利亞將要生的兒子
[00:12:42.800 --> 00:12:44.240]  叫做耶穌
[00:12:44.240 --> 00:12:47.920]  但其實他是上帝的兒子
[00:12:47.920 --> 00:12:52.880]  他來到是成為大位的后裔
[00:12:52.880 --> 00:12:56.640]  成為瓦國的王
[00:12:56.640 --> 00:13:00.240]  但瑪利亞聽不到天使說耶穌
[00:13:00.240 --> 00:13:01.840]  有沒有留意到
[00:13:01.840 --> 00:13:04.760]  瑪利亞接著問的問題
[00:13:04.760 --> 00:13:06.960]  其實是第一句
[00:13:06.960 --> 00:13:10.280]  天使說你要懷恩
[00:13:10.280 --> 00:13:12.720]  瑪利亞對天使說
[00:13:12.720 --> 00:13:15.120]  我沒有出嫁
[00:13:15.120 --> 00:13:20.960]  怎麼有這事呢
[00:13:20.960 --> 00:13:23.440]  對瑪利亞來說
[00:13:23.440 --> 00:13:25.080]  這件事是沒有可能的
[00:13:25.080 --> 00:13:26.480]  不要說你不信
[00:13:26.480 --> 00:13:27.440]  我不信
[00:13:27.440 --> 00:13:30.120]  瑪利亞也不信
[00:13:30.120 --> 00:13:31.960]  天使有沒有搞錯
[00:13:31.960 --> 00:13:34.760]  我不是這樣的人
[00:13:34.760 --> 00:13:37.160]  你再說一次
[00:13:37.160 --> 00:13:38.440]  你有沒有說錯
[00:13:38.440 --> 00:13:39.920]  你有沒有找錯人
[00:13:39.920 --> 00:13:41.560]  拿撒勒的瑪利亞
[00:13:41.560 --> 00:13:44.320]  可能不止我一個
[00:13:44.320 --> 00:13:46.160]  不過前面說的
[00:13:46.160 --> 00:13:50.640]  是已經許配給大維加的一個人名
[00:13:50.640 --> 00:13:51.320]  叫約瑟
[00:13:51.320 --> 00:13:52.960]  那就是我了
[00:13:52.960 --> 00:13:54.520]  有沒有看深圳電視台
[00:13:54.520 --> 00:13:56.120]  你有一封信
[00:13:56.120 --> 00:13:58.360]  不看的這些節目
[00:13:58.360 --> 00:13:59.360]  大陸的
[00:13:59.360 --> 00:14:00.360]  有時挺好看的
[00:14:00.360 --> 00:14:01.600]  民間節目來的
[00:14:01.600 --> 00:14:05.560]  要找一個失散多年的老朋友
[00:14:05.560 --> 00:14:07.040]  有一個郵差去
[00:14:07.040 --> 00:14:09.320]  和他核實身份
[00:14:09.320 --> 00:14:10.200]  是的
[00:14:10.200 --> 00:14:12.320]  天使沒有找錯人
[00:14:12.320 --> 00:14:16.920]  的確是這個同類瑪利亞
[00:14:16.920 --> 00:14:18.760]  所以瑪利亞問的問題
[00:14:18.760 --> 00:14:20.760]  天使馬上就回答他
[00:14:20.760 --> 00:14:23.000]  其實不關你的事
[00:14:23.000 --> 00:14:25.080]  是上帝的恩典
[00:14:25.080 --> 00:14:28.120]  聖靈臨到你的身上
[00:14:28.120 --> 00:14:31.640]  至高者的能力任被你
[00:14:31.640 --> 00:14:35.720]  因此所要生的聖者
[00:14:35.720 --> 00:14:41.320]  是稱為神的兒子
[00:14:41.320 --> 00:14:44.840]  天使再說另一件事情
[00:14:44.840 --> 00:14:48.520]  去鼓勵或者去兼顧
[00:14:48.520 --> 00:14:50.640]  瑪利亞的信心
[00:14:50.640 --> 00:14:51.640]  天使說
[00:14:51.640 --> 00:14:54.480]  你的親戚伊利沙伯
[00:14:54.480 --> 00:14:57.080]  在年老的時候
[00:14:57.080 --> 00:14:59.760]  都快要生了嬰兒
[00:14:59.760 --> 00:15:03.000]  數來稱為不生育的
[00:15:03.000 --> 00:15:08.200]  現在有人六個月了
[00:15:08.200 --> 00:15:11.480]  在聖經的立場
[00:15:11.480 --> 00:15:17.800]  兩件事情都是神的恩典
[00:15:17.800 --> 00:15:22.480]  一個嬰兒健康出世
[00:15:22.480 --> 00:15:25.600]  是上帝的保守
[00:15:25.600 --> 00:15:27.840]  一個母親懷孕
[00:15:27.840 --> 00:15:30.240]  是上帝的能力
[00:15:30.240 --> 00:15:34.160]  生命從神而來
[00:15:34.160 --> 00:15:38.320]  所以不可以隨便殺人
[00:15:38.320 --> 00:15:41.400]  不可以隨便墮胎
[00:15:41.400 --> 00:15:43.960]  不可以隨便自殺
[00:15:43.960 --> 00:15:46.280]  你說那我不隨便的行不行
[00:15:46.280 --> 00:15:48.480]  殺人不隨便的
[00:15:48.480 --> 00:15:54.680]  需要經過很審慎的法庭程序
[00:15:54.680 --> 00:15:56.680]  證據確鑿
[00:15:56.680 --> 00:15:58.680]  罪名成立
[00:15:58.680 --> 00:16:01.960]  然後可以判處死刑
[00:16:01.960 --> 00:16:07.040]  墮胎如果危害母親的生命
[00:16:07.040 --> 00:16:09.600]  兩害取其輕
[00:16:09.600 --> 00:16:12.440]  如果要生出來的
[00:16:12.440 --> 00:16:16.360]  母親和嬰兒都會死亡
[00:16:16.360 --> 00:16:19.960]  在醫學上經過診斷
[00:16:19.960 --> 00:16:24.000]  可以進行墮胎的手術
[00:16:24.000 --> 00:16:25.840]  但是不要了
[00:16:25.840 --> 00:16:27.080]  可以墮胎嗎?
[00:16:27.080 --> 00:16:29.080]  是生命
[00:16:29.080 --> 00:16:31.080]  自殺
[00:16:31.080 --> 00:16:32.200]  不要隨便
[00:16:32.200 --> 00:16:33.680]  什麼意思?
[00:16:33.680 --> 00:16:34.960]  很多人接受不了
[00:16:34.960 --> 00:16:37.400]  基督徒不會自殺的
[00:16:37.400 --> 00:16:39.400]  其實自殺
[00:16:39.400 --> 00:16:41.720]  正常人是不會自殺的
[00:16:41.720 --> 00:16:42.720]  是不是?
[00:16:42.720 --> 00:16:45.240]  你走到懸崖邊
[00:16:45.240 --> 00:16:47.000]  我怕高的
[00:16:47.000 --> 00:16:47.800]  我不怕
[00:16:47.800 --> 00:16:48.560]  你走過去
[00:16:48.560 --> 00:16:49.880]  你也害怕的
[00:16:49.880 --> 00:16:51.120]  很高的
[00:16:51.120 --> 00:16:52.720]  掉下去怎麼辦?
[00:16:52.720 --> 00:16:55.280]  你不會閉上眼跳下去吧
[00:16:55.280 --> 00:16:57.280]  正常人是不會這樣做
[00:16:57.280 --> 00:16:59.280]  什麼人會這樣做?
[00:16:59.280 --> 00:17:01.280]  抑鬱的人
[00:17:01.280 --> 00:17:04.880]  患了精神病的人
[00:17:04.880 --> 00:17:09.960]  不過抑鬱精神病是看不出來的
[00:17:09.960 --> 00:17:12.720]  如果一個人流血你會怕
[00:17:12.720 --> 00:17:14.040]  哎呀他流這麼多血
[00:17:14.040 --> 00:17:15.240]  快要死了
[00:17:15.240 --> 00:17:17.040]  快點幫他按住吧
[00:17:17.040 --> 00:17:18.240]  打999
[00:17:18.240 --> 00:17:19.360]  召救護車
[00:17:19.360 --> 00:17:20.520]  急救員來到
[00:17:20.520 --> 00:17:21.720]  很緊張
[00:17:21.720 --> 00:17:25.040]  因為大家看到他患病
[00:17:25.040 --> 00:17:27.960]  肚子痛就不同了
[00:17:27.960 --> 00:17:28.960]  對不對?
[00:17:28.960 --> 00:17:30.640]  你告訴別人我肚子痛
[00:17:30.640 --> 00:17:31.640]  不上體育課
[00:17:31.640 --> 00:17:33.640]  真還是假?
[00:17:33.640 --> 00:17:36.160]  我們以前的老師第一句肯定是這樣問的
[00:17:36.160 --> 00:17:36.960]  是不是?
[00:17:36.960 --> 00:17:38.960]  不知道真是假
[00:17:38.960 --> 00:17:44.000]  精神病抑鬱就更加看不出來
[00:17:44.000 --> 00:17:47.280]  有時候他也挺正常的
[00:17:47.280 --> 00:17:50.440]  吃飯睡覺睡不著你不知道
[00:17:50.440 --> 00:17:53.440]  所以在這些情況下
[00:17:53.440 --> 00:17:54.720]  他會自殺
[00:17:54.720 --> 00:17:58.000]  是一個疾病帶來的後果
[00:17:58.000 --> 00:18:02.440]  好像物理上的病一樣
[00:18:02.440 --> 00:18:05.200]  但是如果不是這些情形
[00:18:05.200 --> 00:18:09.680]  生命是上帝掌管
[00:18:09.680 --> 00:18:11.680]  聖經裏面很多人
[00:18:11.680 --> 00:18:14.560]  他想要嬰兒
[00:18:14.560 --> 00:18:16.160]  但是不能生
[00:18:16.160 --> 00:18:17.720]  他祈禱的
[00:18:17.720 --> 00:18:19.520]  他來到神的面前
[00:18:19.520 --> 00:18:22.840]  求上帝示人
[00:18:22.840 --> 00:18:25.920]  不過瑪利亞這個情況是特別的
[00:18:25.920 --> 00:18:28.800]  一般上帝的作為
[00:18:28.800 --> 00:18:32.200]  就是透過父母的結合
[00:18:32.200 --> 00:18:35.120]  後代出生
[00:18:35.120 --> 00:18:36.840]  感謝上帝
[00:18:36.840 --> 00:18:38.840]  瑪利亞這個情況
[00:18:38.840 --> 00:18:40.440]  天使告訴他
[00:18:40.440 --> 00:18:44.040]  是聖靈的臨在
[00:18:44.040 --> 00:18:47.600]  是至高者的能力
[00:18:47.600 --> 00:18:51.720]  是同類為人
[00:18:51.720 --> 00:18:55.600]  瑪利亞最後怎麼說?
[00:18:55.600 --> 00:18:57.280]  第38節
[00:18:57.280 --> 00:18:58.800]  瑪利亞說
[00:18:58.800 --> 00:19:02.200]  「我是主的侍女
[00:19:02.200 --> 00:19:05.000]  情願照你的話
[00:19:05.000 --> 00:19:09.760]  成就在我身上」
[00:19:09.760 --> 00:19:10.720]  我們說過第一
[00:19:10.720 --> 00:19:12.200]  瑪利亞很清楚
[00:19:12.200 --> 00:19:15.760]  整件事情只有她最清楚
[00:19:15.760 --> 00:19:17.480]  不可能的
[00:19:17.480 --> 00:19:19.480]  我不是這樣的人
[00:19:19.480 --> 00:19:21.200]  天使你有沒有搞錯?
[00:19:21.200 --> 00:19:22.760]  天使說我沒有搞錯
[00:19:22.760 --> 00:19:24.640]  是上帝的揀選
[00:19:24.640 --> 00:19:26.680]  是上帝的恩典
[00:19:26.680 --> 00:19:28.880]  瑪利亞聽得明白
[00:19:28.880 --> 00:19:31.760]  所以瑪利亞最後的回答
[00:19:31.760 --> 00:19:33.200]  兩句說話
[00:19:33.200 --> 00:19:34.720]  很簡單
[00:19:34.720 --> 00:19:37.760]  但是很沉重的
[00:19:37.760 --> 00:19:39.240]  第一她說什麼?
[00:19:39.240 --> 00:19:41.880]  她不是說「我是我」
[00:19:41.880 --> 00:19:45.480]  她說「我是主的侍女」
[00:19:45.480 --> 00:19:47.360]  即是什麼意思?
[00:19:47.360 --> 00:19:53.640]  即是我願意聽從神的話
[00:19:53.640 --> 00:19:55.960]  原來可以不聽的嗎?
[00:19:55.960 --> 00:19:57.960]  可以的
[00:19:57.960 --> 00:20:03.440]  上帝從來都沒有監我們去跟著祂
[00:20:03.440 --> 00:20:06.560]  天使來報信而已
[00:20:06.560 --> 00:20:09.280]  天使來不是幫祂檢查
[00:20:09.280 --> 00:20:11.600]  然後說恭喜
[00:20:11.600 --> 00:20:14.640]  不是的 還沒發生的
[00:20:14.640 --> 00:20:16.840]  天使其實來問安
[00:20:16.840 --> 00:20:18.240]  來告訴她
[00:20:18.240 --> 00:20:21.960]  如果瑪利亞從頭到尾撒手伶頭
[00:20:21.960 --> 00:20:24.640]  天使就只能回去回覆
[00:20:24.640 --> 00:20:27.600]  答案是不可以
[00:20:27.600 --> 00:20:31.320]  但是瑪利亞的答覆很清楚
[00:20:31.320 --> 00:20:35.600]  她不是說她自己是誰
[00:20:35.600 --> 00:20:38.920]  她是說上帝的旨意
[00:20:38.920 --> 00:20:43.000]  成就在我的身上
[00:20:43.000 --> 00:20:48.120]  情願祢的話成就在我身上
[00:20:48.120 --> 00:20:51.960]  你說怎麼好像這麼勉強?
[00:20:51.960 --> 00:20:55.360]  為什麼不是記載瑪利亞跳起來
[00:20:55.360 --> 00:20:57.480]  感謝讚美神?
[00:20:57.480 --> 00:20:59.320]  你寫故事就是這樣寫
[00:20:59.320 --> 00:21:01.280]  你講見證就是這樣講
[00:21:01.280 --> 00:21:02.280]  你知道嗎?
[00:21:02.280 --> 00:21:04.760]  天使和瑪利亞顯現
[00:21:04.760 --> 00:21:06.720]  說完這件事之後
[00:21:06.720 --> 00:21:11.200]  瑪利亞的一生從此不再一樣
[00:21:11.200 --> 00:21:17.520]  生孩子也是十個月
[00:21:17.520 --> 00:21:22.080]  抽大耶穌也是十年
[00:21:22.080 --> 00:21:25.680]  十二歲去教會就已經不見了
