
[00:00:00.000 --> 00:00:07.700]  謝謝黃牧師 《泰出有道》是一個系列來的
[00:06:01.060 --> 00:06:04.160]  他是做裝修的
[00:06:04.160 --> 00:06:07.160]  捱奸詆爺賺很多錢
[00:06:07.160 --> 00:06:08.460]  不是為自己
[00:06:08.460 --> 00:06:12.060]  不喝酒、不吸煙、不賭錢
[00:06:12.060 --> 00:06:13.960]  是不是好兒子?
[00:06:13.960 --> 00:06:15.660]  好兒子
[00:06:15.660 --> 00:06:19.860]  然後就希望他三個兒子
[00:06:19.860 --> 00:06:22.560]  一個大兒子、二女兒、三兒子
[00:06:22.560 --> 00:06:24.860]  希望他們成材
[00:06:24.860 --> 00:06:28.860]  於是他就用他過去很多的東西去教導他
[00:06:28.860 --> 00:06:32.960]  這個弟兄信主
[00:06:32.960 --> 00:06:36.260]  他經歷過文革最艱難
[00:06:36.260 --> 00:06:38.760]  於是就跟兒女說
[00:06:38.760 --> 00:06:40.660]  你們一定要好好讀書
[00:06:40.660 --> 00:06:44.460]  否則這個社會很殘忍的
[00:06:44.460 --> 00:06:47.260]  但是你知不知道
[00:06:47.260 --> 00:06:51.460]  這樣的父親在家是不受歡迎的
[00:06:51.460 --> 00:06:53.260]  為什麼?因為他太嚴
[00:06:53.260 --> 00:06:55.060]  雖然他很愛家人
[00:06:55.060 --> 00:06:58.260]  但是因為他有太多歷史包袱
[00:06:58.260 --> 00:07:01.460]  兒女就不太聽他的
[00:07:01.460 --> 00:07:03.060]  就只聽媽媽說
[00:07:03.060 --> 00:07:04.660]  他覺得很失落
[00:07:04.660 --> 00:07:06.260]  他覺得這麼辛苦
[00:07:06.260 --> 00:07:08.260]  為什麼兒女不聽我說呢?
[00:07:08.260 --> 00:07:10.060]  為什麼兒女聽媽媽說
[00:07:10.060 --> 00:07:12.860]  有一次他很灰心、很失望
[00:07:12.860 --> 00:07:14.760]  灰心和失望是怎麼樣呢?
[00:07:14.760 --> 00:07:16.160]  突然間太太打電話給我
[00:07:16.160 --> 00:07:17.460]  她說牧師快點來
[00:07:17.460 --> 00:07:20.460]  她說我老公全身淋了鐵打水
[00:07:20.460 --> 00:07:22.260]  拿著打火機
[00:07:22.260 --> 00:07:23.660]  她說你快點來
[00:07:23.660 --> 00:07:25.260]  很害怕 我問她為什麼
[00:07:25.260 --> 00:07:26.860]  她說不要問 快點來
[00:07:26.860 --> 00:07:30.060]  後來我去到
[00:07:30.060 --> 00:07:32.660]  她太太說不可以找警察
[00:07:32.660 --> 00:07:34.060]  一找警察就去點火
[00:07:34.060 --> 00:07:35.060]  不可以找社工
[00:07:35.060 --> 00:07:36.260]  她說只信你一個
[00:07:36.260 --> 00:07:37.860]  她說只有你
[00:07:37.860 --> 00:07:39.860]  我真的很大件事
[00:07:39.860 --> 00:07:42.260]  我就問這個爸爸
[00:07:42.260 --> 00:07:44.060]  後來我去跟他聊天
[00:07:44.060 --> 00:07:47.260]  當然聊天的時候才拿了打火機
[00:07:47.260 --> 00:07:50.860]  跟他一起
[00:07:50.860 --> 00:07:54.660]  然後我就跟他去大埔河邊
[00:07:54.660 --> 00:07:57.060]  換了衣服跟他聊天
[00:07:57.060 --> 00:07:58.460]  聊了很晚
[00:07:58.460 --> 00:07:59.860]  他說的時候
[00:07:59.860 --> 00:08:04.660]  他說我盡心盡義去愛兒女
[00:08:04.660 --> 00:08:07.060]  但是他不明白我說話
[00:08:07.060 --> 00:08:09.460]  他不明白什麼叫文革
[00:08:09.460 --> 00:08:11.860]  大哥怎麼明白
[00:08:11.860 --> 00:08:14.660]  他不明白那時候被人鬥爭的痛苦
[00:08:14.660 --> 00:08:17.060]  我心想我怎麼會明白
[00:08:17.060 --> 00:08:19.660]  他不明白我們現在要很辛苦去做事
[00:08:19.660 --> 00:08:20.860]  很節儉
[00:08:20.860 --> 00:08:23.460]  現在小孩怎麼會明白你很節儉
[00:08:23.460 --> 00:08:26.860]  你說的東西全部都是色情時代
[00:08:26.860 --> 00:08:27.860]  他就覺得
[00:08:27.860 --> 00:08:29.860]  小孩經常聽媽媽說
[00:08:29.860 --> 00:08:31.860]  媽媽說什麼都是好的
[00:08:31.860 --> 00:08:33.860]  我說什麼都不好
[00:08:33.860 --> 00:08:35.860]  他覺得好像沒什麼意思
[00:08:35.860 --> 00:08:37.860]  很快很好的時間
[00:08:37.860 --> 00:08:39.860]  有時候歷史有些東西
[00:08:39.860 --> 00:08:42.860]  在家人角色他很想被尊重
[00:08:42.860 --> 00:08:45.860]  但是他得不到尊重
[00:08:45.860 --> 00:08:47.860]  他那種失落
[00:08:47.860 --> 00:08:49.860]  當然是那一次
[00:08:49.860 --> 00:08:51.860]  後來他明白之後
[00:08:51.860 --> 00:08:53.860]  有很多
[00:08:53.860 --> 00:08:57.460]  他知道人生是有些很不如意的東西
[00:08:57.460 --> 00:08:58.860]  很困難
[00:08:58.860 --> 00:09:02.260]  經濟壓力養大家不容易
[00:09:02.260 --> 00:09:03.860]  社會地位
[00:09:03.860 --> 00:09:06.460]  其實男人社會地位在香港裏面
[00:09:06.460 --> 00:09:09.260]  不單是香港自由社會
[00:09:09.260 --> 00:09:13.660]  你發現社會裏面厲害的人女人越來越多
[00:09:13.660 --> 00:09:16.860]  你知道香港那些叫Bank One學校
[00:09:16.860 --> 00:09:18.860]  是變成女校
[00:09:18.860 --> 00:09:21.860]  因為女孩子早熟
[00:09:21.860 --> 00:09:23.860]  13、14歲已經很厲害了
[00:09:23.860 --> 00:09:26.460]  男孩子還沒有成熟兩頭鼻涕
[00:09:26.460 --> 00:09:29.860]  要過兩年才成熟
[00:09:29.860 --> 00:09:32.860]  但是一入中學已經很厲害
[00:09:32.860 --> 00:09:34.860]  男孩子還沒有熟
[00:09:34.860 --> 00:09:35.860]  還要等幾年
[00:09:35.860 --> 00:09:38.860]  為什麼Bank One男孩子女孩子呢
[00:09:38.860 --> 00:09:39.860]  以前是不會的
[00:09:39.860 --> 00:09:42.860]  以前是女孩子和男孩子
[00:09:42.860 --> 00:09:43.860]  是按比例的
[00:09:43.860 --> 00:09:45.860]  說知道你多厲害
[00:09:45.860 --> 00:09:47.860]  女孩子是收50個
[00:09:47.860 --> 00:09:48.860]  男孩子收50個
[00:09:48.860 --> 00:09:51.860]  後來就被人告說不公平
[00:09:51.860 --> 00:09:52.860]  我女兒成績比他高
[00:09:52.860 --> 00:09:53.860]  去Bank Two
[00:09:53.860 --> 00:09:55.860]  他差過我去Bank One呢
[00:09:55.860 --> 00:09:57.860]  打破了之後
[00:09:57.860 --> 00:10:01.860]  結果就所有跟成績了
[00:10:01.860 --> 00:10:05.860]  Bank One女孩子讀書是厲害的
[00:10:05.860 --> 00:10:08.860]  社會裏面你會發現女的部長
[00:10:08.860 --> 00:10:09.860]  特首
[00:10:09.860 --> 00:10:10.860]  女的總理
[00:10:10.860 --> 00:10:12.860]  女的總統
[00:10:12.860 --> 00:10:17.860]  還有男孩子又開始很多宅男
[00:10:17.860 --> 00:10:19.860]  因為你不對人家厲害
[00:10:19.860 --> 00:10:20.860]  病在家裏
[00:10:20.860 --> 00:10:22.860]  你的形象是要做領袖
[00:10:22.860 --> 00:10:23.860]  很困難
[00:10:23.860 --> 00:10:25.860]  在社會地位
[00:10:25.860 --> 00:10:28.860]  所謂一個男士
[00:10:28.860 --> 00:10:29.860]  真的不容易
[00:10:29.860 --> 00:10:34.860]  所以今天鼓勵天父給我們角色
[00:10:34.860 --> 00:10:37.860]  有時候可以轉換一下
[00:10:37.860 --> 00:10:39.860]  轉換的意思就是說
[00:10:39.860 --> 00:10:41.860]  我們看下去
[00:10:41.860 --> 00:10:42.860]  在聖經裏面
[00:10:42.860 --> 00:10:44.860]  可能有些東西給我們
[00:10:44.860 --> 00:10:46.860]  重拾父親形象
[00:10:46.860 --> 00:10:49.860]  我今天會用很多真言
[00:10:49.860 --> 00:10:50.860]  和大家去提
[00:10:50.860 --> 00:10:52.860]  抱歉今天有英文
[00:10:52.860 --> 00:10:54.860]  真言書
[00:10:54.860 --> 00:10:55.860]  19章18節
[00:10:55.860 --> 00:10:57.860]  我們一起讀
[00:10:57.860 --> 00:11:00.860]  「趁有指望管教你的兒子
[00:11:00.860 --> 00:11:03.860]  你的心不可任他死亡」
[00:11:03.860 --> 00:11:04.860]  20章11節
[00:11:04.860 --> 00:11:05.860]  我們一起讀
[00:11:05.860 --> 00:11:09.860]  「孩童的動作是清潔是正直
[00:11:09.860 --> 00:11:11.860]  都顯明他的本性」
[00:11:11.860 --> 00:11:14.860]  開始我就用這兩個真言
[00:11:14.860 --> 00:11:16.860]  來和大家思想
[00:11:16.860 --> 00:11:20.860]  首先他說「趁有希望」
[00:11:20.860 --> 00:11:23.860]  意思就是說
[00:11:23.860 --> 00:11:26.860]  趁著十元錢還小的時候
[00:11:26.860 --> 00:11:27.860]  去管教
[00:11:27.860 --> 00:11:31.860]  管教其實我們有一個錯誤的看法
[00:11:31.860 --> 00:11:33.860]  認為猶太人
[00:11:33.860 --> 00:11:35.860]  就好像以前的中國人
[00:11:35.860 --> 00:11:37.860]  一不對就打
[00:11:37.860 --> 00:11:39.860]  其實不是
[00:11:39.860 --> 00:11:41.860]  我翻查過
[00:11:41.860 --> 00:11:43.860]  在真言書裏面
[00:11:43.860 --> 00:11:45.860]  甚至在傳道書裏面說到
[00:11:45.860 --> 00:11:46.860]  像打兒童
[00:11:46.860 --> 00:11:48.860]  就是要用棍去打十元錢
[00:11:48.860 --> 00:11:50.860]  是甚麼情況呢
[00:11:50.860 --> 00:11:54.860]  就是在一種大是大非之下
[00:11:54.860 --> 00:11:56.860]  才會像打兒童
[00:11:56.860 --> 00:11:58.860]  一般情況是不打的
[00:11:58.860 --> 00:12:04.860]  不打的意思是用新教、原教來幫助他的
[00:12:04.860 --> 00:12:07.860]  但是作為父親就有一種形象
[00:12:07.860 --> 00:12:09.860]  因為讀書的男人
[00:12:09.860 --> 00:12:12.860]  以前就是現在大家都讀書
[00:12:12.860 --> 00:12:15.860]  所以作為父親就領受了這個角色
[00:12:15.860 --> 00:12:18.860]  來去遵守神的道理去教導
[00:12:18.860 --> 00:12:19.860]  趁有希望
[00:12:19.860 --> 00:12:21.860]  就是趁著他還小
[00:12:21.860 --> 00:12:23.860]  還聽你的話的時候
[00:12:23.860 --> 00:12:25.860]  就趁著這個機會
[00:12:25.860 --> 00:12:26.860]  來去幫助他
[00:12:26.860 --> 00:12:30.860]  所以管教和下面那個任他死亡
[00:12:30.860 --> 00:12:32.860]  這兩個就相對了
[00:12:32.860 --> 00:12:33.860]  甚麼意思呢
[00:12:33.860 --> 00:12:35.860]  因為在一些重要的事情
[00:12:35.860 --> 00:12:37.860]  如果不教
[00:12:37.860 --> 00:12:39.860]  他就會死亡的
[00:12:39.860 --> 00:12:41.860]  所以這是很重要的
[00:12:41.860 --> 00:12:42.860]  甚麼是很重要呢
[00:12:42.860 --> 00:12:45.860]  當然我們說教十元錢有禮貌
[00:12:45.860 --> 00:12:48.860]  他要讀書等等
[00:12:48.860 --> 00:12:49.860]  都是很重要的
[00:12:49.860 --> 00:12:50.860]  不過有一個更重要的
[00:12:50.860 --> 00:12:52.860]  在《真言書》裏面提到
[00:12:52.860 --> 00:12:56.860]  就是教導他回歸天父
[00:12:56.860 --> 00:12:57.860]  這個是很重要的
[00:12:57.860 --> 00:13:00.860]  我們明白做父母的
[00:13:00.860 --> 00:13:02.860]  今天十元錢很緊張
[00:13:02.860 --> 00:13:03.860]  要不要跳舞啊
[00:13:03.860 --> 00:13:04.860]  彈琴啊
[00:13:04.860 --> 00:13:05.860]  每樣東西都很緊張
[00:13:05.860 --> 00:13:07.860]  但是一講到教會呢
[00:13:07.860 --> 00:13:09.860]  就覺得要給他自由
[00:13:09.860 --> 00:13:10.860]  不要強迫他
[00:13:10.860 --> 00:13:14.860]  有時候我們都要明白一件事
[00:13:14.860 --> 00:13:17.860]  甚麼是很重要的
[00:13:17.860 --> 00:13:21.860]  我相信有時候子女
[00:13:21.860 --> 00:13:24.860]  他未必全部聽完
[00:13:24.860 --> 00:13:26.860]  我們都明白未必全部聽完
[00:13:26.860 --> 00:13:28.860]  但是神的道
[00:13:28.860 --> 00:13:30.860]  如果在父母很重要的話
[00:13:30.860 --> 00:13:33.860]  在他心裏面都很重要
[00:13:33.860 --> 00:13:34.860]  雖然他不聽
[00:13:34.860 --> 00:13:35.860]  但總有一天
[00:13:35.860 --> 00:13:40.860]  上帝會使用在他小時候所聆聽的道
[00:13:40.860 --> 00:13:44.860]  來工作改變他
[00:13:44.860 --> 00:13:47.860]  孩童的動作是清潔正直顯明的本性
[00:13:47.860 --> 00:13:49.860]  上帝所創造的人
[00:13:49.860 --> 00:13:51.860]  其實是追尋真理
[00:13:51.860 --> 00:13:53.860]  迎向光明的
[00:13:53.860 --> 00:13:54.860]  這是上帝所做的
[00:13:54.860 --> 00:13:57.860]  今天很多十元錢受了外面的影響
[00:13:57.860 --> 00:14:00.860]  特別是在我看教會的時候
[00:14:00.860 --> 00:14:03.860]  我和父母溝通、聊天
[00:14:03.860 --> 00:14:04.860]  父母說
[00:14:04.860 --> 00:14:08.860]  他小時候讀的書就開始懷疑信仰
[00:14:08.860 --> 00:14:12.860]  因為在中學讀書都是講進化論
[00:14:12.860 --> 00:14:14.860]  講科學
[00:14:14.860 --> 00:14:17.860]  他說我小時候教他讀聖經等東西
[00:14:17.860 --> 00:14:19.860]  他開始不聽了
[00:14:19.860 --> 00:14:22.860]  回教會或者信仰都懷疑
[00:14:22.860 --> 00:14:23.860]  我就和他說
[00:14:23.860 --> 00:14:26.860]  於是我就開了兩個講座
[00:14:26.860 --> 00:14:27.860]  講甚麼呢
[00:14:27.860 --> 00:14:29.860]  就是講進化論
[00:14:29.860 --> 00:14:30.860]  講人類的起源
[00:14:30.860 --> 00:14:36.860]  我就說其實今天中學裏面的東西是過時的
[00:14:36.860 --> 00:14:39.860]  我就給他看最新的書
[00:14:39.860 --> 00:14:44.860]  你知道人類不是源頭進化的
[00:14:44.860 --> 00:14:46.860]  最新的
[00:14:46.860 --> 00:14:51.860]  因為元人在十萬年前已經消失了
[00:14:51.860 --> 00:14:52.860]  知不知道
[00:14:52.860 --> 00:14:54.860]  但中國科學本還未講
[00:14:54.860 --> 00:14:56.860]  科學本還有些舊東西
[00:14:56.860 --> 00:14:59.860]  十萬年前的元人消失了
[00:14:59.860 --> 00:15:02.860]  人類是六萬年前出來的
[00:15:02.860 --> 00:15:06.860]  還有人類的DNA和源頭DNA是完全不一樣的
[00:15:06.860 --> 00:15:08.860]  這些不是宗教書講的
[00:15:08.860 --> 00:15:15.860]  是2002年一個很長遠的研究
[00:15:15.860 --> 00:15:17.860]  追尋人類的起源
[00:15:17.860 --> 00:15:21.860]  是來自共體兩個人
[00:15:21.860 --> 00:15:23.860]  不是聖經講的
[00:15:23.860 --> 00:15:25.860]  是科學家講的
[00:15:25.860 --> 00:15:29.860]  我最新的東西在普通科學已經有了
[00:15:29.860 --> 00:15:32.860]  是要2000年之後出版的
[00:15:32.860 --> 00:15:33.860]  不要找那些
[00:15:33.860 --> 00:15:35.860]  我最近回大陸
[00:15:35.860 --> 00:15:37.860]  我就買了些書中文
[00:15:37.860 --> 00:15:39.860]  容易看很多
[00:15:39.860 --> 00:15:42.860]  人類六萬年
[00:15:42.860 --> 00:15:45.860]  有些東西其實做父母
[00:15:45.860 --> 00:15:46.860]  給你看到
[00:15:46.860 --> 00:15:48.860]  這個信仰不是違背的
[00:15:48.860 --> 00:15:51.860]  今早是可以聊天的
[00:15:51.860 --> 00:15:54.860]  有些東西可以聊天的
[00:15:54.860 --> 00:15:55.860]  我沒有證明到甚麼
[00:15:55.860 --> 00:15:56.860]  不過給你知道
[00:15:56.860 --> 00:15:58.860]  聖經所講的不一定是神話
[00:15:58.860 --> 00:15:59.860]  已經足夠了
[00:15:59.860 --> 00:16:01.860]  宇宙的起源
[00:16:01.860 --> 00:16:05.860]  原來宇宙不是自然而然的
[00:16:05.860 --> 00:16:06.860]  是有開始的
[00:16:06.860 --> 00:16:08.860]  所以創造有可能等等
[00:16:08.860 --> 00:16:10.860]  所以今天的教導
[00:16:10.860 --> 00:16:13.860]  有時我們都要與時並進
[00:16:13.860 --> 00:16:18.860]  來給那些十萬人看到
[00:16:18.860 --> 00:16:23.860]  原來這個教可以有這樣的看法
[00:16:23.860 --> 00:16:27.860]  在我們的教導上
[00:16:27.860 --> 00:16:30.860]  約翰逼我們作為父親
[00:16:30.860 --> 00:16:32.860]  是有這樣的形象
[00:16:32.860 --> 00:16:35.860]  還有今天有很多人
[00:16:35.860 --> 00:16:39.860]  將父親的形象消滅
[00:16:39.860 --> 00:16:44.860]  特別是由美國60年代
[00:16:44.860 --> 00:16:47.860]  那個性解放、自由解放
[00:16:47.860 --> 00:16:51.860]  就造成很多離婚和單親
[00:16:51.860 --> 00:16:54.860]  90年代同性戀
[00:16:54.860 --> 00:16:57.860]  造成父親可有可無
[00:16:57.860 --> 00:16:59.860]  lesbian或兩個男人
[00:16:59.860 --> 00:17:05.860]  父親的形象完全被很大的破壞
[00:17:05.860 --> 00:17:09.860]  過去我們power off的是一男一女
[00:17:09.860 --> 00:17:12.860]  現在power off的可能兩男三男
[00:17:12.860 --> 00:17:14.860]  可能兩女四女
[00:17:14.860 --> 00:17:16.860]  亂七八糟
[00:17:16.860 --> 00:17:21.860]  最近2010年到2014年
[00:17:21.860 --> 00:17:23.860]  就有很多數字出來
[00:17:23.860 --> 00:17:26.860]  數字叫無父家庭
[00:17:26.860 --> 00:17:28.860]  甚麼叫無父家庭?
[00:17:28.860 --> 00:17:32.860]  就是家庭沒有父親母親的平衡角色
[00:17:32.860 --> 00:17:37.860]  就追尋了兒女在這樣的情況下成長
[00:17:37.860 --> 00:17:40.860]  除了單親家庭之外
[00:17:40.860 --> 00:17:43.860]  其實還包括了不是一個
[00:17:43.860 --> 00:17:45.860]  我們所說的一男一女家庭
[00:17:45.860 --> 00:17:47.860]  我們說這是值得我們驕傲
[00:17:47.860 --> 00:17:49.860]  但現在剛好相反
[00:17:49.860 --> 00:17:51.860]  現在proud day就不是說這些
[00:17:51.860 --> 00:17:55.860]  那個所謂無父的家庭
[00:17:55.860 --> 00:17:58.860]  即沒有父親形象的家庭
[00:17:58.860 --> 00:18:03.860]  他們的兒女
[00:18:03.860 --> 00:18:07.860]  即女兒經常未婚媽媽的機會
[00:18:07.860 --> 00:18:13.860]  是比一男一女的家庭多兩倍半
[00:18:13.860 --> 00:18:17.860]  還有那些十元仔很容易讀書不成功
[00:18:17.860 --> 00:18:19.860]  也很容易被趕出校
[00:18:19.860 --> 00:18:21.860]  在中學階段裡絕學的
[00:18:21.860 --> 00:18:24.860]  是那些所謂無父的
[00:18:24.860 --> 00:18:26.860]  沒有先名父親的家庭
[00:18:26.860 --> 00:18:33.860]  他們是多過一個有父親的家庭兩倍
