
[00:00:00.000 --> 00:00:05.380]  各位電視觀眾各位朋友你們好
[00:06:41.820 --> 00:06:43.820]  令我感覺舒舒服服
[00:06:43.820 --> 00:06:47.820]  我要這個上帝不干涉我的價值觀人生觀
[00:06:47.820 --> 00:06:50.820]  我不喜歡其他重要人士
[00:06:50.820 --> 00:06:52.820]  這個和祂無關
[00:06:52.820 --> 00:06:55.820]  我拒絕窮人祂不得過萬
[00:06:55.820 --> 00:06:58.820]  我要刺激祂就要給我刺激
[00:06:58.820 --> 00:07:00.820]  我不想改變
[00:07:00.820 --> 00:07:03.820]  我要像母胎中那種舒舒服服
[00:07:03.820 --> 00:07:05.820]  還沒生出來的BB
[00:07:05.820 --> 00:07:08.820]  因為一生出來就有苦楚
[00:07:08.820 --> 00:07:09.820]  我愛永生
[00:07:09.820 --> 00:07:11.820]  但不想給任何代價
[00:07:11.820 --> 00:07:15.820]  我只是想出三元來買一個這樣的上帝
[00:07:15.820 --> 00:07:18.820]  這個基督徒也是聖女
[00:07:18.820 --> 00:07:24.820]  其實我恐怕我有不少周圍的人士
[00:07:24.820 --> 00:07:27.820]  我想我們往往都是這樣
[00:07:27.820 --> 00:07:31.820]  往往都是想舒舒服服做一個基督徒
[00:07:31.820 --> 00:07:33.820]  做一個會友
[00:07:33.820 --> 00:07:35.820]  何樂而不為呢
[00:07:35.820 --> 00:07:37.820]  我想到一個故事
[00:07:37.820 --> 00:07:39.820]  在佛羅里達州West Palm Beach
[00:07:39.820 --> 00:07:45.820]  有一個婦人被發現死在一個骯髒破爛的屋中
[00:07:45.820 --> 00:07:48.820]  據驗屍報告這個女人71歲
[00:07:48.820 --> 00:07:50.820]  死因形有不良
[00:07:50.820 --> 00:07:53.820]  她死時只有50磅
[00:07:53.820 --> 00:07:55.820]  根據警方報告
[00:07:55.820 --> 00:07:58.820]  她住在一間像磚屋的房間
[00:07:58.820 --> 00:08:00.820]  破爛不堪
[00:08:00.820 --> 00:08:02.820]  根據鄰居所說
[00:08:02.820 --> 00:08:04.820]  她時常向鄰居討飯吃
[00:08:04.820 --> 00:08:07.820]  向救世軍拿衣服穿
[00:08:07.820 --> 00:08:09.820]  終日剋食為生
[00:08:09.820 --> 00:08:12.820]  看來是一個一文不值的窮婦人
[00:08:12.820 --> 00:08:17.820]  但她死後警方在她的袋中發現有兩條鑰匙
[00:08:17.820 --> 00:08:20.820]  是用兩間不同銀行的保險箱
[00:08:20.820 --> 00:08:24.820]  於是警方就去銀行的保險箱看看究竟
[00:08:24.820 --> 00:08:29.820]  竟然發現其中一個保險箱有700多個AT&T股票
[00:08:29.820 --> 00:08:33.820]  其中還有Microsoft Apple其他的債券
[00:08:33.820 --> 00:08:36.820]  現鈔一共有幾十萬
[00:08:36.820 --> 00:08:40.820]  而另一個保險箱有現鈔六十多萬
[00:08:40.820 --> 00:08:42.820]  加起來有幾百萬
[00:08:42.820 --> 00:08:44.820]  原來她是一個富婆
[00:08:44.820 --> 00:08:46.820]  可憐的這個富婆
[00:08:46.820 --> 00:08:49.820]  她死在貧窮飢餓當中
[00:08:49.820 --> 00:08:51.820]  她手執著的錢
[00:08:51.820 --> 00:08:53.820]  但一個都捨不得花
[00:08:53.820 --> 00:08:56.820]  Charles Ogden of CBS
[00:08:56.820 --> 00:08:58.820]  報導這件事的時候
[00:08:58.820 --> 00:09:01.820]  他說遺產交給了一個遠房的親戚保管
[00:09:01.820 --> 00:09:04.820]  這個親戚做夢都沒想到
[00:09:04.820 --> 00:09:08.820]  她這個窮親戚竟然是一個富婆
[00:09:08.820 --> 00:09:11.820]  其實我們不要取笑這個女人
[00:09:11.820 --> 00:09:12.820]  我們何嘗不是這樣呢
[00:09:12.820 --> 00:09:14.820]  神給我們很多豐盛
[00:09:14.820 --> 00:09:17.820]  無論物質、屬靈豐富得多
[00:09:17.820 --> 00:09:20.820]  但我們卻好像這個女人一樣
[00:09:20.820 --> 00:09:22.820]  執著那些爛東西不放
[00:09:22.820 --> 00:09:24.820]  我們只想去索取
[00:09:24.820 --> 00:09:27.820]  沒想過去和別人分享
[00:09:27.820 --> 00:09:29.820]  我們只想舒舒服服
[00:09:29.820 --> 00:09:31.820]  從沒想過犧牲
[00:09:31.820 --> 00:09:34.820]  結果我們屬靈的生命就像女人一樣
[00:09:34.820 --> 00:09:36.820]  非常窮困
[00:09:36.820 --> 00:09:38.820]  我們以為舒舒服服享受
[00:09:38.820 --> 00:09:41.820]  其實我們死在垃圾堆中
[00:09:41.820 --> 00:09:43.820]  真是很可憐
[00:09:43.820 --> 00:09:45.820]  如果我們是愛主
[00:09:45.820 --> 00:09:48.820]  我們不會根根計較付所些甚麼
[00:09:48.820 --> 00:09:50.820]  犧牲多少
[00:09:50.820 --> 00:09:52.820]  就連我一個人你不會問
[00:09:52.820 --> 00:09:54.820]  我要為他付多少
[00:09:54.820 --> 00:09:55.820]  犧牲多少
[00:09:55.820 --> 00:09:56.820]  不會的
[00:09:56.820 --> 00:09:58.820]  因為《福音第十二章》一至十二章
[00:09:58.820 --> 00:10:00.820]  是一個非常美麗的故事
[00:10:00.820 --> 00:10:02.820]  愛是不計的
[00:10:02.820 --> 00:10:04.820]  不是根根計較的
[00:10:04.820 --> 00:10:06.820]  《福音》記載耶穌吩咐我們
[00:10:06.820 --> 00:10:08.820]  無論福音傳到哪裡
[00:10:08.820 --> 00:10:10.820]  都要去講這個故事
[00:10:10.820 --> 00:10:14.820]  我們看看這個故事是甚麼
[00:10:14.820 --> 00:10:18.820]  首先我們看看第一至第三節
[00:10:18.820 --> 00:10:20.820]  愛是不計的
[00:10:20.820 --> 00:10:24.820]  類似《約翰福音》第十二章
[00:10:24.820 --> 00:10:27.820]  一至十一節所記載的故事
[00:10:27.820 --> 00:10:30.820]  幾乎每本福音書都有記載
[00:10:30.820 --> 00:10:32.820]  《馬太章》二十六章六至十三節
[00:10:32.820 --> 00:10:34.820]  《馬可福音》十四章三至九節
[00:10:34.820 --> 00:10:37.820]  《羅格福音》七章三十六節至五十節
[00:10:37.820 --> 00:10:40.820]  《約翰福音》十二章一至十二節
[00:10:40.820 --> 00:10:44.820]  都有很多相似的地方
[00:10:44.820 --> 00:10:46.820]  但究竟是否同一件事呢
[00:10:46.820 --> 00:10:48.820]  我想就沒那麼簡單
[00:10:48.820 --> 00:10:51.820]  首先我們看看《馬太章》二十六章六至十三節
[00:10:51.820 --> 00:10:53.820]  和《馬可福音》十四章三至九節
[00:10:53.820 --> 00:10:55.820]  肯定是同一件事
[00:10:55.820 --> 00:10:58.820]  因為所記載所描繪的幾乎完全相同
[00:10:58.820 --> 00:11:00.820]  《約翰福音》所記載的
[00:11:00.820 --> 00:11:02.820]  和《馬太馬可》所記載的
[00:11:02.820 --> 00:11:04.820]  也有很多相似的地方
[00:11:04.820 --> 00:11:08.820]  比方說發生的地點是八大地
[00:11:08.820 --> 00:11:13.820]  《馬可》說是在長大麻風西門的家裏
[00:11:13.820 --> 00:11:16.820]  《約翰福音》和《馬太馬可》
[00:11:16.820 --> 00:11:20.820]  同時都講及是一個真拿達的鄉公
[00:11:20.820 --> 00:11:22.820]  由此看來有可能
[00:11:22.820 --> 00:11:26.820]  《約翰福音》和《馬太馬可》所記載
[00:11:26.820 --> 00:11:28.820]  是同一件事
[00:11:28.820 --> 00:11:30.820]  至於《路加福音》所記載
[00:11:30.820 --> 00:11:32.820]  有很多不同的地方
[00:11:32.820 --> 00:11:34.820]  比方說發生的地方是在加利利
[00:11:34.820 --> 00:11:37.820]  在一個法利塞人的家中
[00:11:37.820 --> 00:11:39.820]  那個女人是一個罪人
[00:11:39.820 --> 00:11:42.820]  這一切所記載的似乎是指另外一件事
[00:11:42.820 --> 00:11:45.820]  雖然有些相同但不是同一件事
[00:11:45.820 --> 00:11:47.820]  但無論如何
[00:11:47.820 --> 00:11:50.820]  這件事都是一件非常重要的事
[00:11:50.820 --> 00:11:52.820]  難怪《馬可福音》說
[00:11:52.820 --> 00:11:56.820]  無論傳到哪裡都要述說此事為勁
[00:11:56.820 --> 00:11:59.820]  我們再來看第一至第三字
[00:11:59.820 --> 00:12:03.820]  預知前六日耶穌來到伯達尼
[00:12:03.820 --> 00:12:06.820]  就是他叫拉撒路從死裡復活之處
[00:12:06.820 --> 00:12:09.820]  有人在那裏給耶穌預備筵席
[00:12:09.820 --> 00:12:11.820]  馬大之後
[00:12:11.820 --> 00:12:15.820]  拉撒路也在那和耶穌坐席的人中
[00:12:15.820 --> 00:12:19.820]  瑪利亞拿著一斤極貴的真拿達香膏
[00:12:19.820 --> 00:12:21.820]  摸耶穌的腳
[00:12:21.820 --> 00:12:26.820]  又用自己的頭髮去擦屋就滿了高的香氣
[00:12:26.820 --> 00:12:31.820]  這裏沒有說明是哪一個人的家
[00:12:31.820 --> 00:12:34.820]  他只是說在伯達尼
[00:12:34.820 --> 00:12:39.820]  即是從前他叫拉撒路復活之地
[00:12:39.820 --> 00:12:43.820]  但馬可說明這是西門的家
[00:12:43.820 --> 00:12:45.820]  究竟西門是誰呢?
[00:12:45.820 --> 00:12:49.820]  除了知道他從前生了大麻瘋之外
[00:12:49.820 --> 00:12:51.820]  只有耶穌的恩惠
[00:12:51.820 --> 00:12:53.820]  其餘我們不太清楚
[00:12:53.820 --> 00:12:55.820]  但無論如何
[00:12:55.820 --> 00:12:59.820]  這背後簡直是炸彈炸落當時的情況
[00:12:59.820 --> 00:13:01.820]  不同凡響
[00:13:01.820 --> 00:13:06.820]  首先我們要了解和認識猶太人的習俗和背景
[00:13:06.820 --> 00:13:10.820]  你不能發覺瑪利亞這樣的做法
[00:13:10.820 --> 00:13:12.820]  真是不同凡響
[00:13:12.820 --> 00:13:16.820]  猶太人坐席只有男人才坐下吃
[00:13:16.820 --> 00:13:19.820]  猶太女人除了自後之外
[00:13:19.820 --> 00:13:21.820]  不會和男人一起坐下
[00:13:21.820 --> 00:13:23.820]  當女人自後完畢
[00:13:23.820 --> 00:13:25.820]  他們就會離席
[00:13:25.820 --> 00:13:27.820]  所以約翰這樣描述
[00:13:27.820 --> 00:13:32.820]  馬大自後拉撒路也在那和耶穌坐席的人中
[00:13:32.820 --> 00:13:34.820]  馬大是自後的
[00:13:34.820 --> 00:13:36.820]  是企堂來的
[00:13:36.820 --> 00:13:39.820]  但他的弟弟和耶穌同席
[00:13:39.820 --> 00:13:42.820]  這和猶太人的習俗有關係
[00:13:42.820 --> 00:13:44.820]  今天有很多地方
[00:13:44.820 --> 00:13:47.820]  阿拉伯甚至台灣都有這樣的習俗
[00:13:47.820 --> 00:13:49.820]  但瑪利亞一反常態
[00:13:49.820 --> 00:13:51.820]  打破傳統不理習俗
[00:13:51.820 --> 00:13:53.820]  不顧尷尬
[00:13:53.820 --> 00:13:55.820]  更不怕大麻風人的家
[00:13:55.820 --> 00:13:58.820]  毅然來到這個女人的禁地
[00:13:58.820 --> 00:14:00.820]  這是第一枚炸彈
[00:14:00.820 --> 00:14:03.820]  第二枚炸彈更厲害
[00:14:03.820 --> 00:14:09.820]  拿著一斤極貴的真拿達香膏來抹耶穌
[00:14:09.820 --> 00:14:16.820]  約翰和馬可用了兩個非常有趣的字來形容這個香膏
[00:14:16.820 --> 00:14:19.820]  第一個字叫Pisteikos
[00:14:19.820 --> 00:14:21.820]  Pisteikos是什麼呢?
[00:14:21.820 --> 00:14:24.820]  沒有人知道這個字的意思
[00:14:24.820 --> 00:14:31.820]  但大多人相信這個字是從另一個希臘文叫Pistos引申出來的
[00:14:31.820 --> 00:14:37.820]  Pistos是說「誠信」、「信實」、「信」、「信約」
[00:14:37.820 --> 00:14:40.820]  因此中文本來就叫「真」
[00:14:40.820 --> 00:14:42.820]  是正的東西
[00:14:42.820 --> 00:14:44.820]  不是假的東西
[00:14:44.820 --> 00:14:46.820]  不是假貨
[00:14:46.820 --> 00:14:49.820]  第二個字是Polutemos
[00:14:49.820 --> 00:14:52.820]  Polutemos是非常昂貴的
[00:14:52.820 --> 00:14:55.820]  頂多是三十兩銀子
[00:14:55.820 --> 00:14:57.820]  三十兩銀子是多少錢呢?
[00:14:57.820 --> 00:14:59.820]  一年的工資
[00:14:59.820 --> 00:15:02.820]  我們看看今天的香水賣多少
[00:15:02.820 --> 00:15:06.820]  這個Joy幾年前都賣五百元一安士
[00:15:06.820 --> 00:15:09.820]  Chanel三百元一安士
[00:15:09.820 --> 00:15:14.820]  我告訴你不是一安士是一斤
[00:15:14.820 --> 00:15:16.820]  一斤不是一安士
[00:15:16.820 --> 00:15:19.820]  根據羅馬人的導量行制
[00:15:19.820 --> 00:15:21.820]  它叫Nitra
[00:15:21.820 --> 00:15:25.820]  Nitra大概有二十四安士
[00:15:25.820 --> 00:15:28.820]  如果你買Joy送給你太太
[00:15:28.820 --> 00:15:30.820]  價錢就是
[00:15:30.820 --> 00:15:34.820]  就算很多年前都是賣一萬二千元
[00:15:34.820 --> 00:15:37.820]  我想今天價錢實在貴得多
[00:15:37.820 --> 00:15:39.820]  我想問有哪個丈夫
[00:15:39.820 --> 00:15:43.820]  可以送一萬多元的香水給太太呢?
[00:15:43.820 --> 00:15:45.820]  但你不要忘記
[00:15:45.820 --> 00:15:48.820]  瑪利亞不是買Chanel
[00:15:48.820 --> 00:15:50.820]  Chanel 5不是買Joy
[00:15:50.820 --> 00:15:53.820]  相反之那些是逗泥科
[00:15:53.820 --> 00:15:56.820]  買珍娜達漢戈
[00:15:56.820 --> 00:15:58.820]  原產地是希馬拉
[00:15:58.820 --> 00:16:02.820]  是一種非常昂貴的珍貴的植物造成
[00:16:02.820 --> 00:16:04.820]  非常香噴噴
[00:16:04.820 --> 00:16:08.820]  名貴罕見值錢的
[00:16:08.820 --> 00:16:12.820]  第三回炸彈就更加不可思議了
[00:16:12.820 --> 00:16:15.820]  瑪利亞竟然打破整個瓶子
[00:16:15.820 --> 00:16:17.820]  馬科有記載說
[00:16:17.820 --> 00:16:20.820]  整個瓶子的珍娜達漢戈
[00:16:20.820 --> 00:16:22.820]  全部倒出來
[00:16:22.820 --> 00:16:24.820]  繞在耶穌頭上
[00:16:24.820 --> 00:16:26.820]  他就打散頭髮
[00:16:26.820 --> 00:16:29.820]  用頭髮抹乾耶穌的腳
[00:16:29.820 --> 00:16:32.820]  整個房間香噴噴
[00:16:32.820 --> 00:16:35.820]  或者你以為他只是用手
[00:16:35.820 --> 00:16:37.820]  點一點點
[00:16:37.820 --> 00:16:39.820]  然後留下慢慢用
[00:16:39.820 --> 00:16:41.820]  不用這麼說
[00:16:41.820 --> 00:16:43.820]  整瓶打破了
[00:16:43.820 --> 00:16:45.820]  一下子用完
[00:16:45.820 --> 00:16:47.820]  簡直是一枚炸彈
[00:16:47.820 --> 00:16:49.820]  炸下來不可思議
[00:16:49.820 --> 00:16:51.820]  但我是不計的
[00:16:51.820 --> 00:16:55.820]  瑪利亞的愛主不是根根計價多少錢多少時間
[00:16:55.820 --> 00:16:58.820]  對他來說我是超越了那些砌物質的價值
[00:16:58.820 --> 00:17:00.820]  我們苦心民
[00:17:00.820 --> 00:17:02.820]  我們的愛在哪裏呢?
[00:17:02.820 --> 00:17:04.820]  打風下雨
[00:17:04.820 --> 00:17:06.820]  我們就不會去禮拜堂了
[00:17:06.820 --> 00:17:09.820]  奉獻的精神時間
[00:17:09.820 --> 00:17:10.820]  不要搞
[00:17:10.820 --> 00:17:13.820]  信耶穌舒舒服服就滯
[00:17:13.820 --> 00:17:14.820]  要我付代價
[00:17:14.820 --> 00:17:15.820]  不要滯
[00:17:15.820 --> 00:17:17.820]  難怪
[00:17:17.820 --> 00:17:20.820]  我們就好像貧窮的富人
[00:17:20.820 --> 00:17:22.820]  死在垃圾堆當中
[00:17:22.820 --> 00:17:24.820]  我們再來看看
[00:17:24.820 --> 00:17:27.820]  愛的第二個特色
[00:17:27.820 --> 00:17:29.820]  愛是有備的
[00:17:29.820 --> 00:17:31.820]  第四至第八節
[00:17:31.820 --> 00:17:32.820]  愛主的心
[00:17:32.820 --> 00:17:34.820]  愛主的行動
[00:17:34.820 --> 00:17:37.820]  並不得到人的欣賞和鼓勵
[00:17:37.820 --> 00:17:40.820]  反而是照例批評和責備
[00:17:40.820 --> 00:17:42.820]  第四至第八節
[00:17:42.820 --> 00:17:44.820]  有一部門徒
[00:17:44.820 --> 00:17:48.820]  就是那張要賣耶穌的家略人有大說
[00:17:48.820 --> 00:17:53.820]  這香煲為甚麼不賣三十兩銀子周濟窮人呢?
[00:17:53.820 --> 00:17:55.820]  他說者說並不是掛念窮人
[00:17:55.820 --> 00:17:57.820]  乃是因他事割賊
[00:17:57.820 --> 00:18:00.820]  猶大人前郎尚取其中所存的
[00:18:00.820 --> 00:18:02.820]  耶穌說猶他爸
[00:18:02.820 --> 00:18:05.820]  他是為我安葬之日存留的
[00:18:05.820 --> 00:18:08.820]  因為常有窮人和你們同在
[00:18:08.820 --> 00:18:10.820]  只是你們不常有樂
[00:18:10.820 --> 00:18:15.820]  這案提到猶大的反應
[00:18:15.820 --> 00:18:18.820]  馬漢用了一個很強的字
[00:18:18.820 --> 00:18:19.820]  他說
[00:18:19.820 --> 00:18:21.820]  Every mile my
[00:18:21.820 --> 00:18:23.820]  希臘文的每毫米
[00:18:23.820 --> 00:18:25.820]  就是很生氣
[00:18:25.820 --> 00:18:27.820]  當面斥責不留餘地
[00:18:27.820 --> 00:18:29.820]  很沒趣
[00:18:29.820 --> 00:18:31.820]  他舉的理由
[00:18:31.820 --> 00:18:33.820]  此是而非
[00:18:33.820 --> 00:18:36.820]  為何不將錢去周濟窮人?
[00:18:36.820 --> 00:18:38.820]  這不更好嗎?
[00:18:38.820 --> 00:18:41.820]  留意如何形容猶大
[00:18:41.820 --> 00:18:43.820]  你說他是家略人猶大
[00:18:43.820 --> 00:18:45.820]  他的姓氏是家略人
[00:18:45.820 --> 00:18:46.820]  有一個門徒
[00:18:46.820 --> 00:18:49.820]  他出賣耶穌的門徒
[00:18:49.820 --> 00:18:52.820]  他用30銀錢出賣耶穌
[00:18:52.820 --> 00:18:56.820]  比30兩銀少了10倍
[00:18:56.820 --> 00:19:02.820]  根本沒有真心掛念窮人
[00:19:02.820 --> 00:19:04.820]  因為他是個賊
[00:19:04.820 --> 00:19:07.820]  管錢上上打斧頭
[00:19:07.820 --> 00:19:08.820]  取其利
[00:19:08.820 --> 00:19:09.820]  掛得就掛
[00:19:09.820 --> 00:19:11.820]  所以是個賊
[00:19:11.820 --> 00:19:14.820]  我們何嘗不是這樣?
[00:19:14.820 --> 00:19:16.820]  我們派評教會用錢傳福音
[00:19:16.820 --> 00:19:18.820]  用錢做這個那個
[00:19:18.820 --> 00:19:20.820]  但我們不奉獻
[00:19:20.820 --> 00:19:22.820]  教會只是索取
[00:19:22.820 --> 00:19:23.820]  舒舒服服聽到
[00:19:23.820 --> 00:19:24.820]  有好就拿
[00:19:24.820 --> 00:19:26.820]  沒好就罵
[00:19:26.820 --> 00:19:29.820]  空氣調節、建堂、牧師薪金
[00:19:29.820 --> 00:19:31.820]  全部是弟兄姊妹奉獻
[00:19:31.820 --> 00:19:33.820]  我們以為是理所當然
