
[00:00:00.000 --> 00:00:02.000]  第五頁是我們的大綱
[00:03:07.000 --> 00:03:09.000]  所以要切得很準確
[00:03:09.000 --> 00:03:13.000]  這代表了基督徒需要的身份和挑戰
[00:03:13.000 --> 00:03:16.000]  就是我們在真理的面前
[00:03:16.000 --> 00:03:17.000]  神的道
[00:03:17.000 --> 00:03:20.000]  真理的面前我們要很準確地切割
[00:03:20.000 --> 00:03:21.000]  不多不少
[00:03:21.000 --> 00:03:23.000]  是這樣就這樣
[00:03:23.000 --> 00:03:24.000]  不可以投降
[00:03:24.000 --> 00:03:28.000]  這句話當然對比剛才十四節所讀到的
[00:03:28.000 --> 00:03:32.000]  有些人是為了言語爭辯
[00:03:32.000 --> 00:03:34.000]  聖經說你不要學他
[00:03:34.000 --> 00:03:36.000]  你看清楚聖經
[00:03:36.000 --> 00:03:39.000]  聖經不是叫我們基督徒不要爭辯
[00:03:39.000 --> 00:03:42.000]  爭辯是人人都會有的
[00:03:42.000 --> 00:03:45.000]  在社會裡在人生裡有什麼理由不會爭辯
[00:03:45.000 --> 00:03:47.000]  當然不是天天和人爭辯
[00:03:47.000 --> 00:03:51.000]  但基督徒不是說我們很和善
[00:03:51.000 --> 00:03:53.000]  被人欺負就算了
[00:03:53.000 --> 00:03:54.000]  不是
[00:03:54.000 --> 00:03:55.000]  我們會爭辯
[00:03:55.000 --> 00:03:59.000]  不過你看清楚聖經說的是什麼原因爭辯
[00:03:59.000 --> 00:04:01.000]  聖經說不可以為了言語爭辯
[00:04:01.000 --> 00:04:03.000]  什麼叫為了言語爭辯
[00:04:03.000 --> 00:04:06.000]  用廣東話來說就是爭辯
[00:04:06.000 --> 00:04:08.000]  旨在贏對方
[00:04:08.000 --> 00:04:10.000]  大家可能見過這樣的人
[00:04:10.000 --> 00:04:11.000]  和你爭辯一輪
[00:04:11.000 --> 00:04:12.000]  你知道他不是為了真理
[00:04:12.000 --> 00:04:15.000]  他為了面子不輸給你
[00:04:15.000 --> 00:04:17.000]  為了贏你而爭辯
[00:04:17.000 --> 00:04:19.000]  聖經說這種做法
[00:04:19.000 --> 00:04:21.000]  就不是我們基督徒的做法
[00:04:21.000 --> 00:04:25.000]  我們基督徒是要看著真理而作出決定
[00:04:25.000 --> 00:04:27.000]  如果真理不在我那裡
[00:04:27.000 --> 00:04:29.000]  我完全可以認輸
[00:04:29.000 --> 00:04:31.000]  真理贏
[00:04:31.000 --> 00:04:33.000]  如果真理在我那邊的時候
[00:04:33.000 --> 00:04:36.000]  我要堅持真理
[00:04:36.000 --> 00:04:38.000]  這就是我們基督徒的氣質
[00:04:38.000 --> 00:04:40.000]  但我們發覺我們周圍這個世界
[00:04:40.000 --> 00:04:42.000]  有很多人真的為了爭辯而爭辯
[00:04:42.000 --> 00:04:44.000]  這不是我們基督徒應該做的
[00:04:44.000 --> 00:04:47.000]  因為在爭辯而爭辯的背後
[00:04:47.000 --> 00:04:49.000]  更深的問題就是為了我們的自尊
[00:04:49.000 --> 00:04:50.000]  為了自我
[00:04:50.000 --> 00:04:51.000]  為了要贏
[00:04:51.000 --> 00:04:52.000]  而只是做一件事
[00:04:52.000 --> 00:04:54.000]  是打敗你
[00:04:54.000 --> 00:04:57.000]  在信仰的尋找路上
[00:04:57.000 --> 00:05:00.000]  我相信我們都需要有這樣的態度
[00:05:00.000 --> 00:05:02.000]  我想耶穌三十多年
[00:05:02.000 --> 00:05:04.000]  香港無數人傳福音
[00:05:04.000 --> 00:05:06.000]  無數我都夠膽說
[00:05:06.000 --> 00:05:09.000]  問得出來關於基督教的難題
[00:05:09.000 --> 00:05:11.000]  我都聽過
[00:05:11.000 --> 00:05:13.000]  我都答過
[00:05:13.000 --> 00:05:14.000]  我站在這裡的時候
[00:05:14.000 --> 00:05:18.000]  我記起幾年前我在多倫多教神學院的時候
[00:05:18.000 --> 00:05:21.000]  有一次我教一科新的科
[00:05:21.000 --> 00:05:23.000]  新的同學進來的時候
[00:05:23.000 --> 00:05:25.000]  突然有一個同學進來
[00:05:25.000 --> 00:05:26.000]  中國的同學
[00:05:26.000 --> 00:05:27.000]  來旁聽
[00:05:27.000 --> 00:05:29.000]  一來我看到他很開心
[00:05:29.000 --> 00:05:31.000]  二十多年沒見他
[00:05:31.000 --> 00:05:32.000]  想不到他來了多倫多
[00:05:32.000 --> 00:05:34.000]  還讀神學
[00:05:34.000 --> 00:05:35.000]  很開心
[00:05:35.000 --> 00:05:37.000]  因為這個同學令我記起當初他信耶穌的時候
[00:05:37.000 --> 00:05:39.000]  在香港我和他傳福音的時候
[00:05:39.000 --> 00:05:42.000]  那次他來的時候他也是二十歲左右
[00:05:42.000 --> 00:05:43.000]  很聰明
[00:05:43.000 --> 00:05:44.000]  很帥
[00:05:44.000 --> 00:05:47.000]  打功夫
[00:05:47.000 --> 00:05:50.000]  二十多歲教功夫
[00:05:50.000 --> 00:05:51.000]  很厲害
[00:05:51.000 --> 00:05:53.000]  女孩子的舊象
[00:05:53.000 --> 00:05:54.000]  很聰明
[00:05:54.000 --> 00:05:57.000]  來到禮拜堂就很厲害
[00:05:57.000 --> 00:05:59.000]  打敗所有人
[00:05:59.000 --> 00:06:01.000]  不是他的樣子
[00:06:01.000 --> 00:06:03.000]  問很多難題
[00:06:03.000 --> 00:06:04.000]  每個人都搞不定
[00:06:04.000 --> 00:06:06.000]  那時候我剛選耶穌都不是很久
[00:06:06.000 --> 00:06:08.000]  我和他就死講
[00:06:08.000 --> 00:06:11.000]  他真的想到基督教難題
[00:06:11.000 --> 00:06:12.000]  他都想的了
[00:06:12.000 --> 00:06:14.000]  你不要說那些苦難
[00:06:14.000 --> 00:06:15.000]  災難
[00:06:15.000 --> 00:06:16.000]  戰爭
[00:06:16.000 --> 00:06:18.000]  又說神能不能做個石頭
[00:06:18.000 --> 00:06:20.000]  重到他自己搬不起
[00:06:20.000 --> 00:06:21.000]  諸如此類的東西
[00:06:21.000 --> 00:06:22.000]  你想到他都問
[00:06:22.000 --> 00:06:24.000]  我和他講完一個星期
[00:06:24.000 --> 00:06:26.000]  下個星期他又問新的東西
[00:06:26.000 --> 00:06:27.000]  一路講一路講
[00:06:27.000 --> 00:06:28.000]  到有一天
[00:06:28.000 --> 00:06:30.000]  我記得在團計開始之前
[00:06:30.000 --> 00:06:31.000]  他又再問一些問題
[00:06:31.000 --> 00:06:32.000]  我一路回答的時候
[00:06:32.000 --> 00:06:33.000]  突然間覺得不對勁
[00:06:33.000 --> 00:06:36.000]  那次我記得那時候我選耶穌都不是很久
[00:06:36.000 --> 00:06:39.000]  我是第一次很大膽的去挑戰對方
[00:06:39.000 --> 00:06:41.000]  我跟著我弟弟停在那裡
[00:06:41.000 --> 00:06:42.000]  他再問了一個問題的時候
[00:06:42.000 --> 00:06:44.000]  我停在那裡問他
[00:06:44.000 --> 00:06:48.000]  我好像覺得你不是在乎問這些問題
[00:06:48.000 --> 00:06:50.000]  你是在逃避你對信仰
[00:06:50.000 --> 00:06:53.000]  更深的質疑
[00:06:53.000 --> 00:06:55.000]  不是理性的問題
[00:06:55.000 --> 00:06:57.000]  我不知道為什麼我有這樣的智慧
[00:06:57.000 --> 00:06:58.000]  我覺得不是
[00:06:58.000 --> 00:06:59.000]  好像剛才Teresa說
[00:06:59.000 --> 00:07:00.000]  有時候突然間那些東西來
[00:07:00.000 --> 00:07:02.000]  神的能力給你
[00:07:02.000 --> 00:07:04.000]  你想都想不到自己會這樣說
[00:07:04.000 --> 00:07:05.000]  我好記得那次
[00:07:05.000 --> 00:07:06.000]  我講完這句話的時候
[00:07:06.000 --> 00:07:08.000]  我看著眼睛一路紅
[00:07:08.000 --> 00:07:10.000]  大男孩打功夫
[00:07:10.000 --> 00:07:12.000]  開始哭
[00:07:12.000 --> 00:07:13.000]  我說是
[00:07:13.000 --> 00:07:15.000]  你說對
[00:07:15.000 --> 00:07:17.000]  我問的不是理性的問題
[00:07:17.000 --> 00:07:18.000]  我只是覺得我一生裡
[00:07:18.000 --> 00:07:20.000]  神對我不知道
[00:07:20.000 --> 00:07:21.000]  我不敢說別人的私隱
[00:07:21.000 --> 00:07:23.000]  什麼對不起
[00:07:23.000 --> 00:07:25.000]  有時候人是這樣的
[00:07:25.000 --> 00:07:27.000]  問很多的問題
[00:07:27.000 --> 00:07:30.000]  其實不是真是理性的問題
[00:07:30.000 --> 00:07:32.000]  只不過是想贏了你
[00:07:32.000 --> 00:07:34.000]  讓你不要再游說他信耶穌
[00:07:34.000 --> 00:07:36.000]  那他們可以走得安安樂樂
[00:07:36.000 --> 00:07:40.000]  我們每個人要面對自己的真誠
[00:07:40.000 --> 00:07:42.000]  聖經說
[00:07:42.000 --> 00:07:44.000]  你知道你自己是為了什麼而爭辯
[00:07:44.000 --> 00:07:46.000]  如果我為了爭你
[00:07:46.000 --> 00:07:48.000]  好誠懇苦心自問的話
[00:07:48.000 --> 00:07:49.000]  好,可以繼續爭辯
[00:07:49.000 --> 00:07:51.000]  不過只是為了言語
[00:07:51.000 --> 00:07:52.000]  為了你的贏
[00:07:52.000 --> 00:07:54.000]  為了你的面子來爭辯的時候
[00:07:54.000 --> 00:07:56.000]  你就好收手了
[00:07:56.000 --> 00:07:58.000]  因為你永遠不會透過這些
[00:07:58.000 --> 00:08:00.000]  為了贏而爭辯
[00:08:00.000 --> 00:08:02.000]  可以得到真理
[00:08:02.000 --> 00:08:04.000]  第二
[00:08:04.000 --> 00:08:06.000]  保羅在這裡就舉了一個
[00:08:06.000 --> 00:08:08.000]  反面的
[00:08:08.000 --> 00:08:10.000]  例子出來
[00:08:10.000 --> 00:08:12.000]  就是一個叫許米乃的人
[00:08:12.000 --> 00:08:14.000]  他說有些人
[00:08:14.000 --> 00:08:16.000]  第十六節那裡
[00:08:16.000 --> 00:08:19.000]  是有虛假的世俗的虛談
[00:08:19.000 --> 00:08:23.000]  只不過是大陸越來越不敬虔的地步
[00:08:23.000 --> 00:08:25.000]  第十七節他們的說話
[00:08:25.000 --> 00:08:27.000]  如同毒瘡一樣
[00:08:27.000 --> 00:08:28.000]  越爛越大
[00:08:28.000 --> 00:08:30.000]  其中有許米乃
[00:08:30.000 --> 00:08:32.000]  慘了,真的要點名出來
[00:08:32.000 --> 00:08:34.000]  許米乃是誰呢?
[00:08:34.000 --> 00:08:36.000]  何許人呢?我又不太知道
[00:08:36.000 --> 00:08:38.000]  因為聖經是這麼多資料
[00:08:38.000 --> 00:08:39.000]  這麼多資料
[00:08:39.000 --> 00:08:42.000]  二千年前有他的名字已經很幸運了
[00:08:42.000 --> 00:08:44.000]  但是
[00:08:44.000 --> 00:08:46.000]  保羅就點名出來
[00:08:46.000 --> 00:08:48.000]  第十八節他說
[00:08:48.000 --> 00:08:50.000]  你偏離了真道
[00:08:50.000 --> 00:08:52.000]  說服會的事已過
[00:08:52.000 --> 00:08:54.000]  就敗壞好些人的信心
[00:08:54.000 --> 00:08:55.000]  我就很有興趣
[00:08:55.000 --> 00:08:57.000]  這個是什麼人呢?
[00:08:57.000 --> 00:08:59.000]  為什麼點名來說呢?
[00:08:59.000 --> 00:09:01.000]  我真的要找找
[00:09:01.000 --> 00:09:03.000]  原來提摩太前書又有他的名字
[00:09:03.000 --> 00:09:05.000]  又說了一次
[00:09:05.000 --> 00:09:07.000]  我印出來大家不用翻成經了
[00:09:07.000 --> 00:09:09.000]  一章十九節到二十節A
[00:09:09.000 --> 00:09:11.000]  保羅就說我們基督徒
[00:09:11.000 --> 00:09:14.000]  要常存信心和無虧的良心
[00:09:14.000 --> 00:09:16.000]  沒有虧欠良心
[00:09:16.000 --> 00:09:18.000]  不過可惜有些人
[00:09:18.000 --> 00:09:20.000]  丟棄了良心
[00:09:20.000 --> 00:09:22.000]  就在真道上
[00:09:22.000 --> 00:09:24.000]  如同船破壞了一樣
[00:09:24.000 --> 00:09:27.000]  其中有許米乃
[00:09:27.000 --> 00:09:29.000]  大件事,又有他的名字
[00:09:29.000 --> 00:09:32.000]  我們就拿著這兩個的資料
[00:09:32.000 --> 00:09:34.000]  雖然不是很多
[00:09:34.000 --> 00:09:37.000]  加上我們那些歷史的研究背景
[00:09:37.000 --> 00:09:40.000]  大概可以猜到八成的問題在哪裡
[00:09:40.000 --> 00:09:43.000]  首先保羅說這個許米乃
[00:09:43.000 --> 00:09:46.000]  丟棄了良心
[00:09:46.000 --> 00:09:49.000]  就好像一艘破船一樣
[00:09:49.000 --> 00:09:52.000]  船破了不單止是入水很危險
[00:09:52.000 --> 00:09:56.000]  這個字原來的意思是一個戰鬥的字眼
[00:09:56.000 --> 00:09:58.000]  就是軍事上的用詞
[00:09:58.000 --> 00:10:00.000]  你知道當時希臘羅馬打仗
[00:10:00.000 --> 00:10:02.000]  很多時候是海戰
[00:10:02.000 --> 00:10:04.000]  海戰裡面當然有一艘是騎艦的
[00:10:04.000 --> 00:10:06.000]  一帶頭那艘將軍那艘
[00:10:06.000 --> 00:10:08.000]  但騎艦一被人撞
[00:10:08.000 --> 00:10:10.000]  撞穿了漏水的時候
[00:10:10.000 --> 00:10:12.000]  就會全軍覆沒
[00:10:12.000 --> 00:10:15.000]  就是說這個人丟棄了自己的良心
[00:10:15.000 --> 00:10:17.000]  就好像騎艦被人淹
[00:10:17.000 --> 00:10:19.000]  今天我們廣東話比較俗一點
[00:10:19.000 --> 00:10:21.000]  被人打沉了
[00:10:21.000 --> 00:10:23.000]  被人打沉了騎艦
[00:10:23.000 --> 00:10:26.000]  那時候就像艙越爛越大
[00:10:26.000 --> 00:10:30.000]  到底犯了什麼困難和問題呢
[00:10:30.000 --> 00:10:32.000]  提摩太后書第二章提出了一樣東西
[00:10:32.000 --> 00:10:34.000]  他說他們偏離了真道
[00:10:34.000 --> 00:10:37.000]  說復活的事已過
[00:10:37.000 --> 00:10:40.000]  就敗壞了很多人的信心
[00:10:40.000 --> 00:10:42.000]  到底這句話是想說什麼呢
[00:10:42.000 --> 00:10:45.000]  我們看回當時的歷史和信仰的背景
[00:10:45.000 --> 00:10:47.000]  文化背景我們就明白
[00:10:47.000 --> 00:10:49.000]  原來當時的希臘羅馬的世界
[00:10:49.000 --> 00:10:52.000]  他們的文化和傳統
[00:10:52.000 --> 00:10:55.000]  是不相信有復活這回事
[00:10:55.000 --> 00:10:57.000]  希臘人的文化裡面
[00:10:57.000 --> 00:11:00.000]  不相信人死了之後會有肉身的復活
[00:11:00.000 --> 00:11:02.000]  他只相信有靈魂的超聲
[00:11:02.000 --> 00:11:04.000]  不過基督教的信仰
[00:11:04.000 --> 00:11:06.000]  由耶穌自己死了之後
[00:11:06.000 --> 00:11:08.000]  三天肉身復活
[00:11:08.000 --> 00:11:11.000]  所以耶穌叫多瑪摸摸我的手
[00:11:11.000 --> 00:11:12.000]  有洞的
[00:11:12.000 --> 00:11:13.000]  我有一個身體
[00:11:13.000 --> 00:11:15.000]  我不是只有靈魂超聲
[00:11:15.000 --> 00:11:17.000]  靈異上復活的
[00:11:17.000 --> 00:11:18.000]  將來你和我
[00:11:18.000 --> 00:11:19.000]  號角吹響的時候
[00:11:19.000 --> 00:11:21.000]  耶穌基督再回來的時候
[00:11:21.000 --> 00:11:23.000]  我們帶著一個榮耀的身體復活
[00:11:23.000 --> 00:11:25.000]  我不是只有靈魂上去的
[00:11:25.000 --> 00:11:28.000]  但這件事對於當時的希臘羅馬文化來說
[00:11:28.000 --> 00:11:30.000]  是很外語的 很難聽得到的
[00:11:30.000 --> 00:11:31.000]  如果我們有些人熟悉聖經
[00:11:31.000 --> 00:11:33.000]  你記得斯特恆傳
[00:11:33.000 --> 00:11:35.000]  保羅去到雅典傳福音
[00:11:35.000 --> 00:11:37.000]  他講了一個很好的雅典講章
[00:11:37.000 --> 00:11:38.000]  那裡的未識之神
[00:11:38.000 --> 00:11:39.000]  那些人聽到很迷醉
[00:11:39.000 --> 00:11:42.000]  突然間保羅說耶穌基督和死裡面復活
[00:11:42.000 --> 00:11:43.000]  那些人就開始走了
[00:11:43.000 --> 00:11:45.000]  講復活這種東西我不聽的
[00:11:45.000 --> 00:11:48.000]  所以其實講復活是很不討好的
[00:11:48.000 --> 00:11:51.000]  於是我相信許米乃肯定是教會中人
[00:11:51.000 --> 00:11:52.000]  也是基督教徒
[00:11:52.000 --> 00:11:57.000]  不過他就想討好那些外面的文化
[00:11:57.000 --> 00:12:00.000]  但他又不可以放棄他自己的信仰
[00:12:00.000 --> 00:12:04.000]  於是就想到一些半真半假的說法
[00:12:04.000 --> 00:12:06.000]  就說復活的事已經過了
[00:12:06.000 --> 00:12:08.000]  意思是什麼呢?
[00:12:08.000 --> 00:12:10.000]  用到聖經裡面曾經說過
[00:12:10.000 --> 00:12:13.000]  比如羅馬書第六章
[00:12:13.000 --> 00:12:14.000]  我們受浸的時候
[00:12:14.000 --> 00:12:15.000]  我們行水禮的時候
[00:12:15.000 --> 00:12:17.000]  基督徒受浸受洗的時候
[00:12:17.000 --> 00:12:21.000]  就已經是耶穌基督同死同埋葬同復活
[00:12:21.000 --> 00:12:23.000]  所以他就開始講這種說法
[00:12:23.000 --> 00:12:28.000]  就說其實我們基督徒受浸的時候已經復活了
[00:12:28.000 --> 00:12:29.000]  靈異上復活了
[00:12:29.000 --> 00:12:30.000]  和耶穌同復活
[00:12:30.000 --> 00:12:31.000]  復活了之後
[00:12:31.000 --> 00:12:33.000]  以後就不會再復活了
[00:12:33.000 --> 00:12:34.000]  不用復活了
[00:12:34.000 --> 00:12:35.000]  已過了
[00:12:35.000 --> 00:12:36.000]  這樣說出來
[00:12:36.000 --> 00:12:37.000]  外面的文化
[00:12:37.000 --> 00:12:38.000]  好聽
[00:12:38.000 --> 00:12:39.000]  對的
[00:12:39.000 --> 00:12:41.000]  不需要有肉身的復活
[00:12:41.000 --> 00:12:42.000]  基督徒就覺得
[00:12:42.000 --> 00:12:44.000]  他就說我也是信復活的
[00:12:44.000 --> 00:12:46.000]  不過靈異的說一說
[00:12:46.000 --> 00:12:48.000]  就是說稍微投降修改一下
[00:12:48.000 --> 00:12:50.000]  投降一點點
[00:12:50.000 --> 00:12:51.000]  討好外面的人
[00:12:51.000 --> 00:12:53.000]  保羅說這個不行
[00:12:53.000 --> 00:12:56.000]  因為這個是帶著有虧欠的良心
[00:12:56.000 --> 00:12:58.000]  不是無虧的良心
[00:12:58.000 --> 00:13:00.000]  就說一點點而已
[00:13:00.000 --> 00:13:02.000]  稍微走走而已
[00:13:02.000 --> 00:13:03.000]  犧牲一點點
[00:13:03.000 --> 00:13:04.000]  基督徒原則行不行
[00:13:04.000 --> 00:13:05.000]  不行
[00:13:05.000 --> 00:13:06.000]  為什麼呢
[00:13:06.000 --> 00:13:09.000]  就說好像一個旗艦被人打破了
[00:13:09.000 --> 00:13:10.000]  打沉了
[00:13:10.000 --> 00:13:11.000]  然後全軍覆沒
[00:13:11.000 --> 00:13:13.000]  就像一個瘡越爛越大一樣
[00:13:13.000 --> 00:13:18.000]  這個就是聖經所要求我們的標準
[00:13:18.000 --> 00:13:20.000]  我們不可以為了面子
[00:13:20.000 --> 00:13:21.000]  剛才說
[00:13:21.000 --> 00:13:24.000]  為了贏而出賣真和聖
[00:13:24.000 --> 00:13:31.000]  我們也不可以為了討好而出賣自己信仰的良心
[00:13:31.000 --> 00:13:35.000]  這個就是我們面對一個只懂得走精煉的文化裏
[00:13:35.000 --> 00:13:38.000]  我們的堅持點
[00:13:38.000 --> 00:13:40.000]  我不是說基督徒一定要很固執
[00:13:40.000 --> 00:13:41.000]  一定要跟別人鬥
[00:13:41.000 --> 00:13:42.000]  不是
[00:13:42.000 --> 00:13:44.000]  但是我們有真理的支柱在的時候
[00:13:44.000 --> 00:13:46.000]  我們知道站在哪個位置
[00:13:46.000 --> 00:13:53.000]  不會被外面的風吹得左右右派
[00:13:53.000 --> 00:13:55.000]  接著他說第二段
[00:13:55.000 --> 00:13:57.000]  19-21節那裏
[00:13:57.000 --> 00:14:04.000]  就說到一個卑賤和高貴的對比
[00:14:04.000 --> 00:14:09.000]  剛才我們說到賤是一個新的名詞
[00:14:09.000 --> 00:14:10.000]  在廣東話
[00:14:10.000 --> 00:14:11.000]  在香港人就叫賤
[00:14:11.000 --> 00:14:12.000]  你夠賤
[00:14:12.000 --> 00:14:14.000]  賤其實是很噁心的字
[00:14:14.000 --> 00:14:16.000]  不知道為什麼香港人現在喜歡說夠賤
[00:14:16.000 --> 00:14:18.000]  就是說我是夠賤
[00:14:18.000 --> 00:14:20.000]  意思就是說我很坦白
[00:14:20.000 --> 00:14:21.000]  你知不知道
[00:14:21.000 --> 00:14:22.000]  就是我不掩飾
[00:14:22.000 --> 00:14:24.000]  你們這些又說什麼基督徒原則
[00:14:24.000 --> 00:14:25.000]  什麼信仰
[00:14:25.000 --> 00:14:26.000]  什麼道德原則
[00:14:26.000 --> 00:14:27.000]  這些叫做虛偽
[00:14:27.000 --> 00:14:30.000]  香港人一說道德原則
[00:14:30.000 --> 00:14:32.000]  人們就說你虛偽
[00:14:32.000 --> 00:14:34.000]  你坦蕩蕩
[00:14:34.000 --> 00:14:39.000]  對那些卑鄙的自私的做法
[00:14:39.000 --> 00:14:41.000]  是面不改容的時候
[00:14:41.000 --> 00:14:43.000]  這些叫做我夠賤
[00:14:43.000 --> 00:14:46.000]  我在香港娛樂圈裏面
[00:14:46.000 --> 00:14:47.000]  跟不少人聊天的時候
[00:14:47.000 --> 00:14:49.000]  都開始經常聽到這個字眼
[00:14:49.000 --> 00:14:52.000]  是一個好的字眼
[00:14:52.000 --> 00:14:54.000]  他覺得是一個好的字眼
[00:14:54.000 --> 00:14:56.000]  你知不知道很慘的
[00:14:56.000 --> 00:14:58.000]  有個圈中的朋友
[00:14:58.000 --> 00:14:59.000]  我跟他聊天的時候
[00:14:59.000 --> 00:15:01.000]  他喜歡看周星馳
[00:15:01.000 --> 00:15:03.000]  我說周星馳也好看的
[00:15:03.000 --> 00:15:05.000]  我喜歡他夠賤
[00:15:05.000 --> 00:15:07.000]  這種賤呢
[00:15:07.000 --> 00:15:09.000]  並不好笑的
[00:15:09.000 --> 00:15:11.000]  你不要誤會
[00:15:11.000 --> 00:15:13.000]  不是說基督徒不可以說笑
[00:15:13.000 --> 00:15:14.000]  不可以玩
[00:15:14.000 --> 00:15:15.000]  不是我們很能玩的
[00:15:15.000 --> 00:15:16.000]  你知道整個北韓
[00:15:16.000 --> 00:15:17.000]  我們每個人都能玩
[00:15:17.000 --> 00:15:18.000]  我們牧師都很好玩的
[00:15:18.000 --> 00:15:19.000]  不過不在這裏
[00:15:19.000 --> 00:15:21.000]  我也很能玩的
[00:15:21.000 --> 00:15:22.000]  我也很喜歡說笑
[00:15:22.000 --> 00:15:24.000]  我講道的時候經常都說笑
[00:15:24.000 --> 00:15:25.000]  不是 這些沒有問題
[00:15:25.000 --> 00:15:28.000]  甚至Mr. Bean那些不重要的
[00:15:28.000 --> 00:15:30.000]  即是那些頑童國作劇
[00:15:30.000 --> 00:15:31.000]  OK的
[00:15:31.000 --> 00:15:33.000]  Everybody loves Raymond
[00:15:33.000 --> 00:15:34.000]  那些真是活該
[00:15:34.000 --> 00:15:36.000]  看完這麼活該之後
[00:15:36.000 --> 00:15:37.000]  還有些會心的微笑
[00:15:37.000 --> 00:15:39.000]  覺得很溫馨的
[00:15:39.000 --> 00:15:40.000]  賤的意思是
[00:15:40.000 --> 00:15:41.000]  你真是那個人
[00:15:41.000 --> 00:15:42.000]  面對那些是應該卑鄙
[00:15:42.000 --> 00:15:44.000]  應該醜的東西
