
[00:00:00.000 --> 00:00:03.360]  多謝施班唱出這首闊路澤路的詩歌
[00:04:03.840 --> 00:04:05.400]  不是花花碌碌的
[00:04:05.400 --> 00:04:09.040]  有門牌在那裡 還有燈光
[00:04:09.040 --> 00:04:10.680]  那你就會知道
[00:04:10.680 --> 00:04:13.360]  但是聖經說找著的人少
[00:04:13.360 --> 00:04:15.160]  就是因為這條路很不起眼
[00:04:15.160 --> 00:04:19.040]  第一 引向真正生命豐盛的路
[00:04:19.040 --> 00:04:21.400]  起始點有時候是不起眼的
[00:04:21.400 --> 00:04:23.880]  很容易有人走過了忽略了
[00:04:23.880 --> 00:04:26.000]  發覺了 後來找不到的時候
[00:04:26.000 --> 00:04:29.280]  到將來後來發覺想去進的時候
[00:04:29.280 --> 00:04:31.120]  已經太遲了 卻是不能
[00:04:31.120 --> 00:04:33.200]  這是第一個很重要的信息
[00:04:33.200 --> 00:04:34.400]  待會我們看看
[00:04:34.400 --> 00:04:36.480]  要留意他想說什麼
[00:04:36.480 --> 00:04:39.280]  第二 就是這條路
[00:04:39.280 --> 00:04:41.440]  為什麼這麼少人進去呢?
[00:04:41.440 --> 00:04:44.200]  除了找不到之外 不起眼之外
[00:04:44.200 --> 00:04:47.280]  這條路要付很大的代價的
[00:04:47.280 --> 00:04:51.160]  主耶穌在路加福音被記載就更加清楚了
[00:04:51.160 --> 00:04:52.800]  祂說我們要什麼?
[00:04:52.800 --> 00:04:54.560]  竭力
[00:04:54.560 --> 00:04:56.160]  竭力就是用盡力的
[00:04:56.160 --> 00:04:57.680]  很辛苦的
[00:04:57.680 --> 00:04:59.360]  沒有人喜歡付代價的
[00:04:59.360 --> 00:05:00.880]  沒有人這麼辛苦的喜歡
[00:05:00.880 --> 00:05:02.760]  於是很多人就不願意了
[00:05:02.760 --> 00:05:05.680]  不想付代價的人又進不了這條路
[00:05:05.680 --> 00:05:07.560]  所以進這條路的人很少
[00:05:07.560 --> 00:05:08.600]  這兩個原因
[00:05:08.600 --> 00:05:11.000]  要付代價的 要竭力的
[00:05:11.000 --> 00:05:12.120]  所以不容易進
[00:05:12.120 --> 00:05:14.400]  第二 這條路很多人不起眼的
[00:05:14.400 --> 00:05:15.440]  所以看不到
[00:05:15.440 --> 00:05:16.880]  那就沒有進去
[00:05:16.880 --> 00:05:19.880]  這兩個我覺得是很重要的信息
[00:05:19.880 --> 00:05:20.800]  究竟想說什麼?
[00:05:20.800 --> 00:05:22.920]  我想跟大家再進一點
[00:05:22.920 --> 00:05:25.560]  我們的時間來看
[00:05:25.560 --> 00:05:27.960]  首先我們說生命
[00:05:27.960 --> 00:05:30.120]  其實真的很奇妙
[00:05:30.120 --> 00:05:33.080]  神創造生命不單止是我們身體的生命
[00:05:33.080 --> 00:05:34.480]  我們屬靈的生命
[00:05:34.480 --> 00:05:35.760]  我們心靈的生命
[00:05:35.760 --> 00:05:37.760]  一個豐盛的生命
[00:05:37.760 --> 00:05:40.280]  有時候不是像我們想像中
[00:05:40.280 --> 00:05:44.320]  或者我們說不是像我們希望那樣
[00:05:44.320 --> 00:05:45.880]  要得到豐盛的生命
[00:05:45.880 --> 00:05:47.560]  我們沒有人喜歡付代價的
[00:05:47.560 --> 00:05:49.200]  這個世界每個人都喜歡
[00:05:49.200 --> 00:05:51.800]  快手 捷徑 隨手可得
[00:05:51.800 --> 00:05:52.600]  這樣就可以了
[00:05:52.600 --> 00:05:54.360]  我們今天每個人都喜歡這樣
[00:05:54.360 --> 00:05:56.400]  但是有時候生命就是這麼弔詭的
[00:05:56.400 --> 00:05:59.680]  生命就是不讓你這樣
[00:05:59.680 --> 00:06:02.160]  最近我和太太聊天的時候
[00:06:02.160 --> 00:06:03.560]  她有很多感觸
[00:06:03.560 --> 00:06:04.520]  她說近這十年
[00:06:04.520 --> 00:06:06.520]  她是做這個語言治療的
[00:06:06.520 --> 00:06:07.400]  她說近這十年
[00:06:07.400 --> 00:06:09.520]  很多來看她的弟弟哥
[00:06:09.520 --> 00:06:10.560]  說話很不清楚
[00:06:10.560 --> 00:06:12.640]  到三四歲都說不出一句話
[00:06:12.640 --> 00:06:14.280]  唸唸唸唸的
[00:06:14.280 --> 00:06:15.880]  但是幫她研究過
[00:06:15.880 --> 00:06:19.440]  她整個口部結構的舌頭沒有問題
[00:06:19.440 --> 00:06:21.960]  她腦子的思維能力也沒有問題
[00:06:21.960 --> 00:06:23.440]  為什麼她說不出一句話
[00:06:23.440 --> 00:06:25.520]  後來她說越來越多這個問題
[00:06:25.520 --> 00:06:26.720]  為什麼呢
[00:06:26.720 --> 00:06:28.640]  因為這些小朋友
[00:06:28.640 --> 00:06:31.320]  他們的父母太疼愛她了
[00:06:31.320 --> 00:06:35.000]  到三四歲她吃東西還幫她剪爛東西
[00:06:35.000 --> 00:06:36.640]  磨碎了她
[00:06:36.640 --> 00:06:39.120]  她跟我說她有一個四歲多
[00:06:39.120 --> 00:06:40.640]  只吃什麼呢
[00:06:40.640 --> 00:06:43.080]  菜肉雲吞
[00:06:43.080 --> 00:06:45.760]  一次過吃
[00:06:45.760 --> 00:06:47.920]  多方便
[00:06:47.920 --> 00:06:49.680]  不肯吃菜
[00:06:49.680 --> 00:06:51.120]  不肯吃牛肉
[00:06:51.120 --> 00:06:53.120]  不肯吃豬肉
[00:06:53.120 --> 00:06:54.480]  連魚都難吃
[00:06:54.480 --> 00:06:55.280]  吐出來
[00:06:55.280 --> 00:06:57.840]  因為她父母幫她剪掉
[00:06:57.840 --> 00:06:59.000]  她說慘了
[00:06:59.000 --> 00:07:01.720]  她說神做人是很奇妙的
[00:07:01.720 --> 00:07:03.080]  人的結構裡面
[00:07:03.080 --> 00:07:04.600]  你到二三歲
[00:07:04.600 --> 00:07:07.000]  你就要開始用牙去咬
[00:07:07.000 --> 00:07:07.840]  很辛苦的
[00:07:07.840 --> 00:07:09.480]  要照來照去
[00:07:09.480 --> 00:07:11.480]  要舌頭頂來頂去
[00:07:11.480 --> 00:07:14.640]  就是在這個操練的過程裡面
[00:07:14.640 --> 00:07:18.560]  舌頭和牙齒和上顎下顎
[00:07:18.560 --> 00:07:19.600]  就開始受到
[00:07:19.600 --> 00:07:20.920]  就有一種訓練
[00:07:20.920 --> 00:07:22.400]  這種訓練她就控制得了
[00:07:22.400 --> 00:07:23.880]  她就說得了
[00:07:23.880 --> 00:07:25.320]  於是你不訓練她的時候
[00:07:25.320 --> 00:07:27.880]  就三四歲都說不出話來
[00:07:27.880 --> 00:07:29.400]  她說越來越多這些問題
[00:07:29.400 --> 00:07:32.520]  我覺得這個就是一個很諷刺的
[00:07:32.520 --> 00:07:33.840]  這個世界是這樣的
[00:07:33.840 --> 00:07:35.600]  頂姐妹神做人的時候
[00:07:35.600 --> 00:07:37.360]  在我們的生命裡面
[00:07:37.360 --> 00:07:39.040]  是落下了這些標準
[00:07:39.040 --> 00:07:40.160]  這些原則
[00:07:40.160 --> 00:07:41.800]  你沒有絕境走的
[00:07:41.800 --> 00:07:42.880]  你是要付代價的
[00:07:42.880 --> 00:07:43.920]  沒有人喜歡付代價
[00:07:43.920 --> 00:07:46.120]  你不付代價你學不到的
[00:07:46.120 --> 00:07:47.200]  你不付代價
[00:07:47.200 --> 00:07:48.280]  你得不到的
[00:07:48.280 --> 00:07:49.680]  這個就是擇路
[00:07:49.680 --> 00:07:51.880]  所以我們要竭力進去的
[00:07:51.880 --> 00:07:53.080]  但這個世界多可惜
[00:07:53.080 --> 00:07:54.960]  我們個個都喜歡絕境
[00:07:54.960 --> 00:07:56.920]  尤其是這個消費主義的
[00:07:56.920 --> 00:07:58.240]  商業的世界裡面
[00:07:58.240 --> 00:07:59.400]  一個這麼競爭的
[00:07:59.400 --> 00:08:01.840]  那些商品全部都給我們絕境的
[00:08:01.840 --> 00:08:02.360]  是不是
[00:08:02.360 --> 00:08:03.280]  天天都告訴我們
[00:08:03.280 --> 00:08:04.440]  很快的
[00:08:04.440 --> 00:08:06.320]  你肯給錢馬上有的了
[00:08:06.320 --> 00:08:07.120]  馬上有的了
[00:08:07.120 --> 00:08:08.720]  你查那些東西一晚
[00:08:08.720 --> 00:08:11.200]  第二天早上你就有了
[00:08:11.200 --> 00:08:12.120]  對不對
[00:08:12.120 --> 00:08:13.960]  你想減肥
[00:08:13.960 --> 00:08:14.720]  很簡單的
[00:08:14.720 --> 00:08:15.680]  你不用做運動
[00:08:15.680 --> 00:08:16.880]  你不用流汗的
[00:08:16.880 --> 00:08:18.080]  不用減肥的
[00:08:18.080 --> 00:08:19.440]  站著一邊看DVD
[00:08:19.440 --> 00:08:21.040]  一邊這樣震就行了
[00:08:21.040 --> 00:08:22.720]  它幫你震的
[00:08:22.720 --> 00:08:23.960]  你很方便的
[00:08:23.960 --> 00:08:26.960]  這個是一個方便的世界來的
[00:08:26.960 --> 00:08:28.440]  是教我們不用付代價
[00:08:28.440 --> 00:08:30.600]  頂姐妹生命是要付代價的
[00:08:30.600 --> 00:08:31.440]  耶穌說
[00:08:31.440 --> 00:08:32.600]  這個是很奇怪的
[00:08:32.600 --> 00:08:35.280]  你有多少錢你都買不到的
[00:08:35.280 --> 00:08:37.120]  父母陪著子女成長
[00:08:37.120 --> 00:08:38.280]  你買多少錢
[00:08:38.280 --> 00:08:39.200]  請多少個工人
[00:08:39.200 --> 00:08:40.160]  25個保鏢
[00:08:40.160 --> 00:08:41.320]  我不想說誰
[00:08:41.320 --> 00:08:44.240]  有人請了25個保鏢去保護他的兒子
[00:08:44.240 --> 00:08:46.360]  他的兒子一樣是不正常的
[00:08:46.360 --> 00:08:47.520]  成長我告訴你
[00:08:47.520 --> 00:08:48.160]  為什麼
[00:08:48.160 --> 00:08:49.440]  他就是要父母的愛
[00:08:49.440 --> 00:08:50.880]  還有陪他聊聊天
[00:08:50.880 --> 00:08:51.840]  說一下故事
[00:08:51.840 --> 00:08:53.960]  你給100、200萬
[00:08:53.960 --> 00:08:55.560]  請人跟他專業說故事
[00:08:55.560 --> 00:08:57.520]  沒有幫助的
[00:08:57.520 --> 00:08:59.160]  是你父母跟他
[00:08:59.160 --> 00:09:00.720]  買也有些幫助的
[00:09:00.720 --> 00:09:02.360]  他就像說故事那個
[00:09:02.360 --> 00:09:03.280]  你想他像誰
[00:09:03.280 --> 00:09:03.960]  你就說誰
[00:09:03.960 --> 00:09:05.760]  跟他一起長大
[00:09:05.760 --> 00:09:06.640]  是不是
[00:09:06.640 --> 00:09:07.760]  你知道的
[00:09:07.760 --> 00:09:09.600]  你不能取代的
[00:09:09.600 --> 00:09:10.600]  我大把錢
[00:09:10.600 --> 00:09:12.280]  大把錢都是要你走下去
[00:09:12.280 --> 00:09:14.280]  這條路是不能取代的
[00:09:14.280 --> 00:09:16.240]  今天我不是很想跟大家
[00:09:16.240 --> 00:09:19.840]  批評別人的靈恩教會
[00:09:19.840 --> 00:09:20.640]  但是我告訴你
[00:09:20.640 --> 00:09:22.520]  有時候我們發覺那些很多捷徑的
[00:09:22.520 --> 00:09:23.280]  我告訴你
[00:09:23.280 --> 00:09:24.480]  你去一個聚會
[00:09:24.480 --> 00:09:26.240]  你去到一個敬拜會裏面
[00:09:26.240 --> 00:09:27.280]  哇!很興奮
[00:09:27.280 --> 00:09:28.640]  哭了
[00:09:28.640 --> 00:09:31.840]  有時候是虛火而已
[00:09:31.840 --> 00:09:33.120]  我不是一定說他錯
[00:09:33.120 --> 00:09:34.800]  都比你不冷不熱好
[00:09:34.800 --> 00:09:36.640]  但是那些詞讀了多久呢
[00:09:36.640 --> 00:09:39.280]  我告訴你真正的生命
[00:09:39.280 --> 00:09:42.320]  是要講義志上的堅忍
[00:09:42.320 --> 00:09:43.200]  所以保羅
[00:09:43.200 --> 00:09:44.400]  你看看保羅用什麼
[00:09:44.400 --> 00:09:45.720]  用軍人
[00:09:45.720 --> 00:09:47.320]  用農夫
[00:09:47.320 --> 00:09:48.280]  用運動員
[00:09:48.280 --> 00:09:49.720]  這些全部都是什麼
[00:09:49.720 --> 00:09:51.240]  捱過的
[00:09:51.240 --> 00:09:53.440]  這些舉例全部都要捱的
[00:09:53.440 --> 00:09:54.120]  為什麼
[00:09:54.120 --> 00:09:56.440]  因為義志那種堅忍的力量
[00:09:56.440 --> 00:09:58.360]  你不是像肌肉那樣
[00:09:58.360 --> 00:09:59.640]  你不練著
[00:09:59.640 --> 00:10:01.040]  到時候你想
[00:10:01.040 --> 00:10:03.240]  心靈願意欲體卻遠若鳥
[00:10:03.240 --> 00:10:05.840]  現在我們成為很多年輕人的金句
[00:10:05.840 --> 00:10:08.440]  成為他們的藉口
[00:10:08.440 --> 00:10:11.360]  其實是真實的
[00:10:11.360 --> 00:10:12.640]  你要去
[00:10:12.640 --> 00:10:15.560]  義志你面對隱憂的時候
[00:10:15.560 --> 00:10:16.840]  所有的隱憂
[00:10:16.840 --> 00:10:18.240]  我告訴你一定是吸引你的
[00:10:18.240 --> 00:10:19.960]  不吸引你就不成為隱憂
[00:10:19.960 --> 00:10:21.640]  在這個吸引的面前
[00:10:21.640 --> 00:10:23.040]  你告訴自己我不做
[00:10:23.040 --> 00:10:25.240]  老實說主耶穌四十天不吃東西
[00:10:25.240 --> 00:10:26.640]  你以為對著那塊石頭
[00:10:26.640 --> 00:10:28.320]  可以變麵包他不吸引嗎
[00:10:28.320 --> 00:10:29.400]  一樣吸引的
[00:10:29.400 --> 00:10:31.200]  但是主耶穌說我不會做這件事
[00:10:31.200 --> 00:10:33.200]  因為這個不是我要做的事
[00:10:33.200 --> 00:10:34.400]  能夠在這個時間裏面
[00:10:34.400 --> 00:10:36.120]  我可以做而我不做
[00:10:36.120 --> 00:10:38.200]  這種張力
[00:10:38.200 --> 00:10:41.800]  是很大的訓練之後才得到的
[00:10:41.800 --> 00:10:42.600]  另外一個例子
[00:10:42.600 --> 00:10:44.320]  你走上神要你走的路
[00:10:44.320 --> 00:10:45.600]  你信服神的時候
[00:10:45.600 --> 00:10:47.120]  很多時候神要你走上的路
[00:10:47.120 --> 00:10:50.400]  你都不是很想走的
[00:10:50.400 --> 00:10:53.000]  到時候就考驗你有多大的義志力量
[00:10:53.000 --> 00:10:53.920]  說神啊
[00:10:53.920 --> 00:10:54.400]  好啊
[00:10:54.400 --> 00:10:55.800]  我是不喜歡走這條路
[00:10:55.800 --> 00:10:57.120]  不過如果你要我走上去
[00:10:57.120 --> 00:10:58.720]  我帶著眼淚都走上去
[00:10:58.720 --> 00:11:00.000]  這種功夫
[00:11:00.000 --> 00:11:00.920]  沒有捷徑的
[00:11:00.920 --> 00:11:02.800]  聽兄姊妹
[00:11:02.800 --> 00:11:05.720]  差差在我們今天這個消費主義的社會裏面
[00:11:05.720 --> 00:11:07.800]  天天教我們捷徑
[00:11:07.800 --> 00:11:09.600]  我們聽到主耶穌跟我們說
[00:11:09.600 --> 00:11:11.600]  這件事要竭力的
[00:11:11.600 --> 00:11:14.200]  生命是要竭力付代價的
[00:11:14.200 --> 00:11:17.400]  還有生命不是很容易不顯眼的
[00:11:17.400 --> 00:11:21.400]  所以我們很多時候看不到
[00:11:21.400 --> 00:11:23.600]  如果你讀過這個
[00:11:23.600 --> 00:11:24.600]  Abraham Maslow
[00:11:24.600 --> 00:11:27.000]  這個心理學家所說的
[00:11:27.000 --> 00:11:29.400]  生命的需求的金字塔的時候
[00:11:29.400 --> 00:11:31.000]  你就知道
[00:11:31.000 --> 00:11:32.400]  最直接的
[00:11:32.400 --> 00:11:33.600]  吸引力的地方
[00:11:33.600 --> 00:11:34.000]  吃啊
[00:11:34.000 --> 00:11:34.400]  吃啊
[00:11:34.400 --> 00:11:35.000]  這些
[00:11:35.000 --> 00:11:38.200]  是每個人都會馬上知道的
[00:11:38.200 --> 00:11:38.800]  OK
[00:11:38.800 --> 00:11:40.000]  你今天
[00:11:40.000 --> 00:11:40.800]  再遲一點
[00:11:40.800 --> 00:11:42.400]  遲了兩個小時你沒有吃午餐
[00:11:42.400 --> 00:11:44.000]  你一定知道的
[00:11:44.000 --> 00:11:44.800]  你一吃完之後
[00:11:44.800 --> 00:11:46.000]  馬上滿足的
[00:11:46.000 --> 00:11:47.000]  很顯眼的
[00:11:47.000 --> 00:11:48.400]  他會提醒你的
[00:11:48.400 --> 00:11:51.000]  但是再高層次的需求
[00:11:51.000 --> 00:11:51.800]  心靈的需求
[00:11:51.800 --> 00:11:53.800]  比如愛與被愛
[00:11:53.800 --> 00:11:55.000]  安全感
[00:11:55.000 --> 00:11:58.000]  你最後自己能夠找到生命的意義
[00:11:58.000 --> 00:11:59.200]  這些呢
[00:11:59.200 --> 00:11:59.800]  這些需求
[00:11:59.800 --> 00:12:01.800]  其實你跟我一樣是這麼需要的
[00:12:01.800 --> 00:12:02.600]  不過呢
[00:12:02.600 --> 00:12:04.400]  特色和剛才那些不同的
[00:12:04.400 --> 00:12:06.200]  就是他不顯眼
[00:12:06.200 --> 00:12:07.600]  你有兩天沒什麼人愛你
[00:12:07.600 --> 00:12:08.600]  你又沒什麼愛人
[00:12:08.600 --> 00:12:10.200]  你不是很覺的
[00:12:10.200 --> 00:12:11.600]  不過過了兩個月還是這樣
[00:12:11.600 --> 00:12:12.200]  你會病的
[00:12:12.200 --> 00:12:13.600]  一樣病的
[00:12:13.600 --> 00:12:15.400]  你心靈會病的
[00:12:15.400 --> 00:12:17.200]  你開始會病的
[00:12:17.200 --> 00:12:18.800]  有些人做到四五十歲
[00:12:18.800 --> 00:12:19.600]  突然發覺
[00:12:19.600 --> 00:12:20.800]  我一輩子做了這份工作
[00:12:20.800 --> 00:12:21.200]  做什麼?
[00:12:21.200 --> 00:12:22.200]  為了什麼?
[00:12:22.200 --> 00:12:23.600]  他才發覺原來沒意思的
[00:12:23.600 --> 00:12:26.200]  拍拍拍拍拍他
[00:12:26.200 --> 00:12:27.600]  幾十年才發覺
[00:12:27.600 --> 00:12:29.200]  原來他真的要找的東西
[00:12:29.200 --> 00:12:31.200]  並不是吃和吃
[00:12:31.200 --> 00:12:33.200]  但是這件事很隱晦的
[00:12:33.200 --> 00:12:36.200]  生命有時就是這麼矛盾的
[00:12:36.200 --> 00:12:37.800]  那些你真的需要的東西
[00:12:37.800 --> 00:12:39.600]  長遠需要的東西
[00:12:39.600 --> 00:12:41.800]  反而不是你即時看到就很顯眼
[00:12:41.800 --> 00:12:43.800]  你就會喜歡他的東西
[00:12:43.800 --> 00:12:44.800]  所以難怪說
[00:12:44.800 --> 00:12:47.600]  很多人走過都看不到路口
[00:12:47.600 --> 00:12:48.800]  因為他不吸引
[00:12:48.800 --> 00:12:50.000]  但是走過之後
[00:12:50.000 --> 00:12:51.200]  將來他就後悔了
[00:12:51.200 --> 00:12:51.600]  哎呀
[00:12:51.600 --> 00:12:53.000]  為什麼我不剛才進去
[00:12:53.000 --> 00:12:54.400]  想要進去
[00:12:54.400 --> 00:12:55.800]  卻是不能
[00:12:55.800 --> 00:12:56.800]  頂姐妹你聽清楚
[00:12:56.800 --> 00:12:58.200]  這個很厲害的
[00:12:58.200 --> 00:13:00.200]  這個警告
[00:13:01.200 --> 00:13:02.200]  頂姐妹
[00:13:02.200 --> 00:13:04.200]  當我們去侍奉的時候
[00:13:04.200 --> 00:13:05.600]  當我們操練我們自己的時候
[00:13:05.600 --> 00:13:06.200]  我告訴你
[00:13:06.200 --> 00:13:07.200]  我們真的有時候
[00:13:07.200 --> 00:13:08.600]  你不知道你做了什麼
[00:13:08.600 --> 00:13:09.800]  有什麼結果
[00:13:09.800 --> 00:13:10.400]  很多人說
[00:13:10.400 --> 00:13:10.600]  哎呀
[00:13:10.600 --> 00:13:12.600]  我沒看到那些即時的效果的時候
[00:13:12.600 --> 00:13:13.600]  我就不做了
[00:13:13.600 --> 00:13:14.000]  頂姐妹
[00:13:14.000 --> 00:13:14.800]  如果你這樣的時候
[00:13:14.800 --> 00:13:17.200]  你就忘記了生命的真理
[00:13:17.200 --> 00:13:19.600]  耶穌說生命的真理有時候是不起眼的
[00:13:19.600 --> 00:13:22.600]  我前天在學校收到一個包裹
[00:13:22.600 --> 00:13:24.800]  這個包裹是杭州寄來的
[00:13:24.800 --> 00:13:26.400]  打開的時候
[00:13:26.400 --> 00:13:28.400]  是一包茶葉
[00:13:28.400 --> 00:13:30.000]  這包茶葉上面寫著
[00:13:30.000 --> 00:13:31.000]  一封信
[00:13:31.000 --> 00:13:33.000]  原來是一個杭州一個大學裡面
[00:13:33.000 --> 00:13:35.000]  一位教授寄給我的
[00:13:35.000 --> 00:13:36.000]  龍泉
[00:13:36.000 --> 00:13:37.000]  明泉龍井
[00:13:37.000 --> 00:13:39.000]  真的很有心
[00:13:39.000 --> 00:13:40.000]  我不知道多少錢
[00:13:40.000 --> 00:13:42.000]  但是他很有心
[00:13:42.000 --> 00:13:43.000]  這位教授
[00:13:43.000 --> 00:13:44.000]  我八年沒見他了
[00:13:44.000 --> 00:13:45.600]  八年前他來香港
[00:13:45.600 --> 00:13:47.600]  我們神學院給一個暑期班
[00:13:47.600 --> 00:13:48.600]  他來參加
[00:13:48.600 --> 00:13:50.000]  那時候他不是基督徒
[00:13:50.000 --> 00:13:51.200]  他都沒有說他自己是基督徒
[00:13:51.200 --> 00:13:52.400]  後來他走的時候
[00:13:52.400 --> 00:13:55.000]  都沒有說他自己是基督徒
[00:13:55.000 --> 00:13:56.400]  我們就盡我們的力量
[00:13:56.400 --> 00:13:57.400]  去教他聖經
[00:13:57.400 --> 00:13:59.400]  我們將神的話和他分享
[00:13:59.400 --> 00:14:00.400]  他就走了
[00:14:00.400 --> 00:14:01.400]  八年之後
[00:14:01.400 --> 00:14:02.400]  他寄來一個茶葉
[00:14:02.400 --> 00:14:03.400]  他告訴我
[00:14:03.400 --> 00:14:04.400]  真的謝謝我
[00:14:04.400 --> 00:14:06.400]  謝謝我們神學院
[00:14:06.400 --> 00:14:07.400]  為什麼?
[00:14:07.400 --> 00:14:08.400]  因為現在我信了主
[00:14:08.400 --> 00:14:09.400]  他告訴我
[00:14:09.400 --> 00:14:11.400]  這八年之前那次來香港
[00:14:11.400 --> 00:14:14.400]  就是我一生第一次讀到聖經
[00:14:14.400 --> 00:14:17.400]  謝謝你們將我帶到一個永恆的生命裡面
[00:14:17.400 --> 00:14:19.400]  你看看拿著這個八年
