
[00:00:00.000 --> 00:00:09.400]  大家好 最開心的會場見到就是男士多於女士
[00:03:15.240 --> 00:03:18.040]  有可能病的人比我們更健康
[00:03:18.040 --> 00:03:20.040]  他們是開心的
[00:03:20.040 --> 00:03:22.920]  他們繼續生活 他們的生活比我們更好
[00:03:22.920 --> 00:03:24.920]  他們上班 有朋友
[00:03:24.920 --> 00:03:26.920]  他們帶快樂給別人
[00:03:26.920 --> 00:03:28.920]  他們還在等著和我這個
[00:03:28.920 --> 00:03:31.800]  三十多年前的社工一起吃飯
[00:03:31.800 --> 00:03:34.520]  你想想 這麼有希望的人
[00:03:34.520 --> 00:03:37.720]  躺在床上還希望會發生的
[00:03:37.720 --> 00:03:40.120]  會發生的 他們相信會發生的
[00:03:40.120 --> 00:03:42.120]  所以他們很開心 很開心 很開心
[00:03:42.120 --> 00:03:45.640]  但竟然他們家人是不知道的
[00:03:45.640 --> 00:03:48.760]  所以今天這個題目很重要
[00:03:48.760 --> 00:03:52.040]  我們關顧的是誰呢
[00:03:52.040 --> 00:03:56.920]  其實每個病人帶了一個新的領域給我們看到
[00:03:56.920 --> 00:03:58.920]  是整個家庭
[00:03:58.920 --> 00:04:00.920]  所以病有兩個可能
[00:04:00.920 --> 00:04:04.920]  一個可能就是令到cancer 重病的人
[00:04:04.920 --> 00:04:06.920]  和他最近的人
[00:04:06.920 --> 00:04:08.920]  是近了
[00:04:08.920 --> 00:04:10.920]  因為他關心他 要關心
[00:04:10.920 --> 00:04:12.920]  要經常和他聊天
[00:04:12.920 --> 00:04:14.920]  要陪著他
[00:04:14.920 --> 00:04:16.920]  但第二個可能是遠了
[00:04:16.920 --> 00:04:18.920]  是遠遠遠了很多
[00:04:18.920 --> 00:04:20.920]  因為你發覺到
[00:04:20.920 --> 00:04:22.920]  我都和他沒有兩句
[00:04:22.920 --> 00:04:24.920]  我都不知道說什麼對
[00:04:24.920 --> 00:04:26.920]  找些義工
[00:04:26.920 --> 00:04:28.920]  找些專家 社工和他聊天
[00:04:28.920 --> 00:04:30.920]  見下牧師好過
[00:04:30.920 --> 00:04:32.920]  我們不認識的
[00:04:32.920 --> 00:04:34.920]  甚至會說
[00:04:34.920 --> 00:04:36.920]  我想他好回和不好回
[00:04:36.920 --> 00:04:38.920]  我們都是這麼遠距離的
[00:04:38.920 --> 00:04:40.920]  所以我沒有符了
[00:04:40.920 --> 00:04:42.920]  越來越遠
[00:04:42.920 --> 00:04:44.920]  遠到住在一起在幾百呎裏面
[00:04:44.920 --> 00:04:46.920]  但可能差幾十丈那麼遠
[00:04:46.920 --> 00:04:48.920]  這兩個可能
[00:04:48.920 --> 00:04:50.920]  可能是病幫我們突破的
[00:04:50.920 --> 00:04:52.920]  突破的
[00:04:52.920 --> 00:04:54.920]  病好不好回
[00:04:54.920 --> 00:04:56.920]  上帝知道
[00:04:56.920 --> 00:04:58.920]  但上帝會用這個機會
[00:04:58.920 --> 00:05:00.920]  令到遠了的人會近回
[00:05:00.920 --> 00:05:02.920]  這個就是我覺得我們做關懷工作
[00:05:02.920 --> 00:05:04.920]  重要的東西
[00:05:04.920 --> 00:05:06.920]  所以今天我們分開了六個問題
[00:05:06.920 --> 00:05:08.920]  大家都可能看過
[00:05:08.920 --> 00:05:10.920]  為什麼偏偏選擇我有病呢
[00:05:10.920 --> 00:05:12.920]  小朋友又小
[00:05:12.920 --> 00:05:14.920]  小朋友又小
[00:05:14.920 --> 00:05:16.920]  怎樣告訴他我患了重病
[00:05:16.920 --> 00:05:18.920]  甚至絕症
[00:05:18.920 --> 00:05:20.920]  甚至會說我睡不著
[00:05:20.920 --> 00:05:22.920]  為什麼呢 這些很多人都問
[00:05:22.920 --> 00:05:24.920]  但最嚴重
[00:05:24.920 --> 00:05:26.920]  很多人都小聲問
[00:05:26.920 --> 00:05:28.920]  他被皮很暴躁
[00:05:28.920 --> 00:05:30.920]  病了之後
[00:05:30.920 --> 00:05:32.920]  變了整個人
[00:05:32.920 --> 00:05:34.920]  我在旁邊
[00:05:34.920 --> 00:05:36.920]  我開始發覺到
[00:05:36.920 --> 00:05:38.920]  我自己都要看心理醫生
[00:05:38.920 --> 00:05:40.920]  很麻煩 因為他暴躁
[00:05:40.920 --> 00:05:42.920]  還有
[00:05:42.920 --> 00:05:44.920]  他常常都覺得我不明白他
[00:05:44.920 --> 00:05:46.920]  我真的不太明白他
[00:05:46.920 --> 00:05:48.920]  我好像
[00:05:48.920 --> 00:05:50.920]  被他冤枉
[00:05:50.920 --> 00:05:52.920]  做了一些很努力的事都做得不好
[00:05:52.920 --> 00:05:54.920]  到最後
[00:05:54.920 --> 00:05:56.920]  他似乎好回了
[00:05:56.920 --> 00:05:58.920]  但竟然
[00:05:58.920 --> 00:06:00.920]  他常常都說好些有點不妥
[00:06:00.920 --> 00:06:02.920]  少少少少
[00:06:02.920 --> 00:06:04.920]  問我是否復發 我怎樣回答他
[00:06:04.920 --> 00:06:06.920]  這些問題
[00:06:06.920 --> 00:06:08.920]  是天天都會發生
[00:06:08.920 --> 00:06:10.920]  我最後一次
[00:06:10.920 --> 00:06:12.920]  說大的
[00:06:12.920 --> 00:06:14.920]  顏灣聚會
[00:06:14.920 --> 00:06:16.920]  在去年11月2日
[00:06:16.920 --> 00:06:18.920]  在理工大學
[00:06:18.920 --> 00:06:20.920]  你聽到11月和理工大學
[00:06:20.920 --> 00:06:22.920]  你就想起什麼
[00:06:22.920 --> 00:06:24.920]  那個聚會是我半年前租了
[00:06:24.920 --> 00:06:26.920]  那個什麼聚會呢
[00:06:26.920 --> 00:06:28.920]  我想做個研究
[00:06:28.920 --> 00:06:30.920]  研究那些人
[00:06:30.920 --> 00:06:32.920]  起碼三年甚至五年以上
[00:06:32.920 --> 00:06:34.920]  我想和他們聊天
[00:06:34.920 --> 00:06:36.920]  究竟會不會
[00:06:36.920 --> 00:06:38.920]  你的心情
[00:06:38.920 --> 00:06:40.920]  都很多波動
[00:06:40.920 --> 00:06:42.920]  好驚 少少跡象好驚
[00:06:42.920 --> 00:06:44.920]  我想找一些人
[00:06:44.920 --> 00:06:46.920]  超過十年沒有復發
[00:06:46.920 --> 00:06:48.920]  或者今天好健康
[00:06:48.920 --> 00:06:50.920]  講給他們聽
[00:06:50.920 --> 00:06:52.920]  他經歷過你的想法
[00:06:52.920 --> 00:06:54.920]  他們究竟怎樣應付這些感覺
[00:06:54.920 --> 00:06:56.920]  這時我請了四個人 三個基督徒
[00:06:56.920 --> 00:06:58.920]  一個不是基督徒
[00:06:58.920 --> 00:07:00.920]  希望大家覺得不是基督教的
[00:07:00.920 --> 00:07:02.920]  這四個人
[00:07:02.920 --> 00:07:04.920]  坐在現場觀眾
[00:07:04.920 --> 00:07:06.920]  理工大學大講室
[00:07:06.920 --> 00:07:08.920]  有三百個位置
[00:07:08.920 --> 00:07:10.920]  到11月1日
[00:07:10.920 --> 00:07:12.920]  我知道
[00:07:12.920 --> 00:07:14.920]  紅磡隧道可能不行
[00:07:14.920 --> 00:07:16.920]  不方便走
[00:07:16.920 --> 00:07:18.920]  可能佐敦尖沙咀站
[00:07:18.920 --> 00:07:20.920]  可能會封
[00:07:20.920 --> 00:07:22.920]  我問我自己應不應付
[00:07:22.920 --> 00:07:24.920]  但報名的人
[00:07:24.920 --> 00:07:26.920]  聯合醫院都有
[00:07:26.920 --> 00:07:28.920]  很多院服幫我
[00:07:28.920 --> 00:07:30.920]  很多人介紹
[00:07:30.920 --> 00:07:32.920]  也有不是基督徒
[00:07:32.920 --> 00:07:34.920]  位置有限
[00:07:34.920 --> 00:07:36.920]  不可以靠親戚
[00:07:36.920 --> 00:07:38.920]  只有病人自己來
[00:07:38.920 --> 00:07:40.920]  三百個位置都被人預約
[00:07:40.920 --> 00:07:42.920]  我憑信心開
[00:07:42.920 --> 00:07:44.920]  十個都好
[00:07:44.920 --> 00:07:46.920]  錄影了
[00:07:46.920 --> 00:07:48.920]  11月2日
[00:07:48.920 --> 00:07:50.920]  兩點鐘在理工
[00:07:50.920 --> 00:07:52.920]  285人進來
[00:07:52.920 --> 00:07:54.920]  285
[00:07:54.920 --> 00:07:56.920]  病人數字
[00:07:56.920 --> 00:07:58.920]  95%出席率
[00:07:58.920 --> 00:08:00.920]  原來的聚會沒有車走
[00:08:00.920 --> 00:08:02.920]  佐敦站封了
[00:08:02.920 --> 00:08:04.920]  紅磡隧道過不到
[00:08:04.920 --> 00:08:06.920]  我都不知他們怎樣走
[00:08:06.920 --> 00:08:08.920]  裡面有三十幾歲四十幾歲七十幾歲
[00:08:08.920 --> 00:08:10.920]  我都不知怎樣走
[00:08:10.920 --> 00:08:12.920]  但這個聚會影響很大
[00:08:12.920 --> 00:08:14.920]  對我看衙關的看法
[00:08:14.920 --> 00:08:16.920]  衙關不一定
[00:08:16.920 --> 00:08:18.920]  確診
[00:08:18.920 --> 00:08:20.920]  復發或臨死
[00:08:20.920 --> 00:08:22.920]  還有那些有癌症
[00:08:22.920 --> 00:08:24.920]  經歷的人
[00:08:24.920 --> 00:08:26.920]  其實他們的心理
[00:08:26.920 --> 00:08:28.920]  和普通人很不同
[00:08:28.920 --> 00:08:30.920]  不同有時比普通人好
[00:08:30.920 --> 00:08:32.920]  有時比普通人差
[00:08:32.920 --> 00:08:34.920]  很波動
[00:08:34.920 --> 00:08:36.920]  他需要心靈
[00:08:36.920 --> 00:08:38.920]  他需要平安
[00:08:38.920 --> 00:08:40.920]  但他需要一些聚會
[00:08:40.920 --> 00:08:42.920]  有些人很了解他
[00:08:42.920 --> 00:08:44.920]  坐在一起的時候
[00:08:44.920 --> 00:08:46.920]  那種興奮
[00:08:46.920 --> 00:08:48.920]  大家在一起互相鞏固對方
[00:08:48.920 --> 00:08:50.920]  我見到有二百多人像我一樣
[00:08:50.920 --> 00:08:52.920]  心裡定了很多
[00:08:52.920 --> 00:08:54.920]  平時我一個人在街上
[00:08:54.920 --> 00:08:56.920]  我真的不敢告訴學生有癌症
[00:08:56.920 --> 00:08:58.920]  在那裏的時候
[00:08:58.920 --> 00:09:00.920]  說癌症這個字是很舒服的
[00:09:00.920 --> 00:09:02.920]  突然間
[00:09:02.920 --> 00:09:04.920]  有時我回想
[00:09:04.920 --> 00:09:06.920]  我都很難忘那個聚會
[00:09:06.920 --> 00:09:08.920]  後來我就開始組織了這班人
[00:09:08.920 --> 00:09:10.920]  所以今天我試下每條題目講一些
[00:09:10.920 --> 00:09:12.920]  我希望有些人可以問我
[00:09:12.920 --> 00:09:14.920]  偏偏選中
[00:09:14.920 --> 00:09:16.920]  是影響很大
[00:09:16.920 --> 00:09:18.920]  一個病就是抑鬱症
[00:09:18.920 --> 00:09:20.920]  三年前我做護心行動
[00:09:20.920 --> 00:09:22.920]  當時我和
[00:09:22.920 --> 00:09:24.920]  現在我結婚的太太
[00:09:24.920 --> 00:09:26.920]  一起去想
[00:09:26.920 --> 00:09:28.920]  我們怎樣做一些事幫助癌症病人
[00:09:28.920 --> 00:09:30.920]  因為我
[00:09:30.920 --> 00:09:32.920]  第一個太太
[00:09:32.920 --> 00:09:34.920]  是二創癌死了
[00:09:34.920 --> 00:09:36.920]  在2006至2008年
[00:09:36.920 --> 00:09:38.920]  即是患了兩年
[00:09:38.920 --> 00:09:40.920]  那兩年
[00:09:40.920 --> 00:09:42.920]  我看病
[00:09:42.920 --> 00:09:44.920]  出入診所
[00:09:44.920 --> 00:09:46.920]  醫院是很密
[00:09:46.920 --> 00:09:48.920]  因為我還
[00:09:48.920 --> 00:09:50.920]  有三個病人
[00:09:50.920 --> 00:09:52.920]  我岳母是精神科
[00:09:52.920 --> 00:09:54.920]  我爸爸是心臟
[00:09:54.920 --> 00:09:56.920]  又復發
[00:09:56.920 --> 00:09:58.920]  我媽媽是剛剛之癌
[00:09:58.920 --> 00:10:00.920]  我媽媽是去年死了
[00:10:00.920 --> 00:10:02.920]  已經經過了13年
[00:10:02.920 --> 00:10:04.920]  我拿著
[00:10:04.920 --> 00:10:06.920]  幾個人
[00:10:06.920 --> 00:10:08.920]  每天我看記事簿
[00:10:08.920 --> 00:10:10.920]  今天是誰
[00:10:10.920 --> 00:10:12.920]  我沒有做事
[00:10:12.920 --> 00:10:14.920]  兩年
[00:10:14.920 --> 00:10:16.920]  除了去教會
[00:10:16.920 --> 00:10:18.920]  其他我沒有做任何事
[00:10:18.920 --> 00:10:20.920]  那兩年
[00:10:20.920 --> 00:10:22.920]  我太太是復發了三次
[00:10:22.920 --> 00:10:24.920]  其實她
[00:10:24.920 --> 00:10:26.920]  發現的時候已經末期
[00:10:26.920 --> 00:10:28.920]  所以我在想
[00:10:28.920 --> 00:10:30.920]  其實我要做些什麼
[00:10:30.920 --> 00:10:32.920]  後來我在三年前
[00:10:32.920 --> 00:10:34.920]  我認識了現在
[00:10:34.920 --> 00:10:36.920]  這個結了婚的太太
[00:10:36.920 --> 00:10:38.920]  我和她結了婚
[00:10:38.920 --> 00:10:40.920]  她是一個護士
[00:10:40.920 --> 00:10:42.920]  我和她說不如我們做一個護心的工作
[00:10:42.920 --> 00:10:44.920]  做個心理
[00:10:44.920 --> 00:10:46.920]  做個護心行動
[00:10:46.920 --> 00:10:48.920]  探討一下
[00:10:48.920 --> 00:10:50.920]  究竟癌症的人
[00:10:50.920 --> 00:10:52.920]  所有的遭遇加起來是什麼
[00:10:52.920 --> 00:10:54.920]  如何預防抑鬱
[00:10:54.920 --> 00:10:56.920]  後來我們和醫生說
[00:10:56.920 --> 00:10:58.920]  癌症是
[00:10:58.920 --> 00:11:00.920]  買一送一
[00:11:00.920 --> 00:11:02.920]  有癌症很容易有抑鬱
[00:11:02.920 --> 00:11:04.920]  因為那個
[00:11:04.920 --> 00:11:06.920]  沒什麼可能有得救的感覺
[00:11:06.920 --> 00:11:08.920]  存在心裏面
[00:11:08.920 --> 00:11:10.920]  是非常負面的
[00:11:10.920 --> 00:11:12.920]  最慘的問題就是
[00:11:12.920 --> 00:11:14.920]  當你找到幾個不同的答案的時候
[00:11:14.920 --> 00:11:16.920]  有人說不是那麼嚴重
[00:11:16.920 --> 00:11:18.920]  有時說很嚴重
[00:11:18.920 --> 00:11:20.920]  那種感覺真的很難受
[00:11:20.920 --> 00:11:22.920]  還有圍著你的人
[00:11:22.920 --> 00:11:24.920]  他叫你吃什麼又叫你不要吃什麼
[00:11:24.920 --> 00:11:26.920]  很難受
[00:11:26.920 --> 00:11:28.920]  你見到人就怕
[00:11:28.920 --> 00:11:30.920]  見到病人又怕
[00:11:30.920 --> 00:11:32.920]  入醫院又怕
[00:11:32.920 --> 00:11:34.920]  沒什麼人不怕
[00:11:34.920 --> 00:11:36.920]  那個感覺喜歡嚇死你
[00:11:36.920 --> 00:11:38.920]  所以加起來就是關係
[00:11:38.920 --> 00:11:40.920]  有些人變成很遠
[00:11:40.920 --> 00:11:42.920]  有沒有人又遠又近
[00:11:42.920 --> 00:11:44.920]  不多但有
[00:11:44.920 --> 00:11:46.920]  但這些感覺就是我經歷了的
[00:11:46.920 --> 00:11:48.920]  於是我就在想
[00:11:48.920 --> 00:11:50.920]  為何有些人偏偏選擇我
[00:11:50.920 --> 00:11:52.920]  我想了很多年這個問題
[00:11:52.920 --> 00:11:54.920]  其實這個問題都不難回答
[00:11:54.920 --> 00:11:56.920]  為何呢
[00:11:56.920 --> 00:11:58.920]  生命就是這樣
[00:11:58.920 --> 00:12:00.920]  譬如你見到一個很年輕的死了
[00:12:00.920 --> 00:12:02.920]  你說
[00:12:02.920 --> 00:12:04.920]  真是不值得
[00:12:04.920 --> 00:12:06.920]  活了這麼短的日子
[00:12:06.920 --> 00:12:08.920]  老死了
[00:12:08.920 --> 00:12:10.920]  你會說捱了幾十年
[00:12:10.920 --> 00:12:12.920]  都未享受
[00:12:12.920 --> 00:12:14.920]  如果病沒多久死了
[00:12:14.920 --> 00:12:16.920]  你就說這麼短
[00:12:16.920 --> 00:12:18.920]  病很久死了就說病這麼長
[00:12:18.920 --> 00:12:20.920]  真是很慘
[00:12:20.920 --> 00:12:22.920]  你想說到不好
[00:12:22.920 --> 00:12:24.920]  其實全部都可以
[00:12:24.920 --> 00:12:26.920]  不過你漏了一樣東西
[00:12:26.920 --> 00:12:28.920]  你有沒有留意到有些人
[00:12:28.920 --> 00:12:30.920]  病完之後
[00:12:30.920 --> 00:12:32.920]  他感激上天
[00:12:32.920 --> 00:12:34.920]  給他這個病
[00:12:34.920 --> 00:12:36.920]  感激
[00:12:36.920 --> 00:12:38.920]  可能很多
[00:12:38.920 --> 00:12:40.920]  很多人說如果我不是這個病
[00:12:40.920 --> 00:12:42.920]  我想我不會這麼親近上帝
[00:12:42.920 --> 00:12:44.920]  這是基督徒說的
[00:12:44.920 --> 00:12:46.920]  有些人說如果不是這個病
[00:12:46.920 --> 00:12:48.920]  我想我不知道誰最愛我
[00:12:48.920 --> 00:12:50.920]  如果不是這個病
[00:12:50.920 --> 00:12:52.920]  我想我死在辦公室
[00:12:52.920 --> 00:12:54.920]  不停地工作
[00:12:54.920 --> 00:12:56.920]  後來問自己
[00:12:56.920 --> 00:12:58.920]  為了什麼我捱了一輩子
[00:12:58.920 --> 00:13:00.920]  我不會後悔
[00:13:00.920 --> 00:13:02.920]  我不會醒覺
[00:13:02.920 --> 00:13:04.920]  感激這個病
[00:13:04.920 --> 00:13:06.920]  亦都有
[00:13:06.920 --> 00:13:08.920]  如果我們平衡一點看
[00:13:08.920 --> 00:13:10.920]  怨天怨地和感激人
[00:13:10.920 --> 00:13:12.920]  其實打和都不奇怪
[00:13:12.920 --> 00:13:14.920]  如果特別是輔導
[00:13:14.920 --> 00:13:16.920]  幫人反省的時候
[00:13:16.920 --> 00:13:18.920]  真的不奇怪
[00:13:18.920 --> 00:13:20.920]  禍和福不可以預早知道
[00:13:20.920 --> 00:13:22.920]  不過禍和福
[00:13:22.920 --> 00:13:24.920]  都有份量
[00:13:24.920 --> 00:13:26.920]  只有一種人是贏了
[00:13:26.920 --> 00:13:28.920]  學習精神
[00:13:28.920 --> 00:13:30.920]  學習精神是甚麼呢
[00:13:30.920 --> 00:13:32.920]  你當病是一間學校
[00:13:32.920 --> 00:13:34.920]  你入學了
[00:13:34.920 --> 00:13:36.920]  第一天發覺自己有癌症
[00:13:36.920 --> 00:13:38.920]  入學了
[00:13:38.920 --> 00:13:40.920]  入學有課程
[00:13:40.920 --> 00:13:42.920]  有很多老師教你的
[00:13:42.920 --> 00:13:44.920]  很多師兄師姐病過
[00:13:44.920 --> 00:13:46.920]  然後你交功課
[00:13:46.920 --> 00:13:48.920]  交功課就是你唱詩
[00:13:48.920 --> 00:13:50.920]  聽聖經的安慰
[00:13:50.920 --> 00:13:52.920]  自己祈禱
[00:13:52.920 --> 00:13:54.920]  功課成績不錯
[00:13:54.920 --> 00:13:56.920]  怎樣證明好呢
[00:13:56.920 --> 00:13:58.920]  病完之後這個過程
[00:13:58.920 --> 00:14:00.920]  有危機感
[00:14:00.920 --> 00:14:02.920]  還可以照常
[00:14:02.920 --> 00:14:04.920]  正常人生活
[00:14:04.920 --> 00:14:06.920]  這些功課很高
[00:14:06.920 --> 00:14:08.920]  十個之中
[00:14:08.920 --> 00:14:10.920]  我可以數到兩個人
[00:14:10.920 --> 00:14:12.920]  你看不出有癌症
[00:14:12.920 --> 00:14:14.920]  我做顏關注
[00:14:14.920 --> 00:14:16.920]  我經常坐在這裏
[00:14:16.920 --> 00:14:18.920]  很多人陪家人
[00:14:18.920 --> 00:14:20.920]  我分不清
[00:14:20.920 --> 00:14:22.920]  那個是還是那個
[00:14:22.920 --> 00:14:24.920]  因為他太正常
[00:14:24.920 --> 00:14:26.920]  他會笑
[00:14:26.920 --> 00:14:28.920]  有時會擺烏龍
[00:14:28.920 --> 00:14:30.920]  你又信不信
[00:14:30.920 --> 00:14:32.920]  不是病一個像病一個
[00:14:32.920 --> 00:14:34.920]  我又信
[00:14:34.920 --> 00:14:36.920]  他太太像癌症很多
[00:14:36.920 --> 00:14:38.920]  他像
[00:14:38.920 --> 00:14:40.920]  這個就是功課
[00:14:40.920 --> 00:14:42.920]  平安喜樂
[00:14:42.920 --> 00:14:44.920]  有些人做完功課之後
[00:14:44.920 --> 00:14:46.920]  變到沒有病一樣
[00:14:46.920 --> 00:14:48.920]  我太太以前是這樣
[00:14:48.920 --> 00:14:50.920]  臨死前還游三十堂
[00:14:50.920 --> 00:14:52.920]  交功課
[00:14:52.920 --> 00:14:54.920]  因為這個學習是一個過程
[00:14:54.920 --> 00:14:56.920]  最後畢業
[00:14:56.920 --> 00:14:58.920]  畢業是甚麼呢
[00:14:58.920 --> 00:15:00.920]  其實人人都要知道
[00:15:00.920 --> 00:15:02.920]  死是一定會發生
[00:15:02.920 --> 00:15:04.920]  不過一定發生
[00:15:04.920 --> 00:15:06.920]  你做了幾件事
[00:15:06.920 --> 00:15:08.920]  要說的說了
[00:15:08.920 --> 00:15:10.920]  這是畢業的特色
[00:15:10.920 --> 00:15:12.920]  很多人臨死
[00:15:12.920 --> 00:15:14.920]  沒有癌症沒有病
[00:15:14.920 --> 00:15:16.920]  但發現到很多很重要的事
[00:15:16.920 --> 00:15:18.920]  未教過兒子
[00:15:18.920 --> 00:15:20.920]  很多很重要的事未講給
[00:15:20.920 --> 00:15:22.920]  應該分享的親戚朋友聽
[00:15:22.920 --> 00:15:24.920]  這樣就死了
[00:15:24.920 --> 00:15:26.920]  其實他未做功課
[00:15:26.920 --> 00:15:28.920]  不過要死了
[00:15:28.920 --> 00:15:30.920]  但癌症病人功課可能
[00:15:30.920 --> 00:15:32.920]  很多檔案很多檔案
[00:15:32.920 --> 00:15:34.920]  很多本書可能很多
[00:15:34.920 --> 00:15:36.920]  因為他發現到很多
[00:15:36.920 --> 00:15:38.920]  他認為珍貴的東西
[00:15:38.920 --> 00:15:40.920]  他不講覺得人生很浪費
[00:15:40.920 --> 00:15:42.920]  所以沒有癌症的人
[00:15:42.920 --> 00:15:44.920]  是浪費時間
[00:15:44.920 --> 00:15:46.920]  是真的
[00:15:46.920 --> 00:15:48.920]  你叫他反而他還積極
[00:15:48.920 --> 00:15:50.920]  他說我快沒時間做了
[00:15:50.920 --> 00:15:52.920]  現在要早一點
[00:15:52.920 --> 00:15:54.920]  反而沒病的人
[00:15:54.920 --> 00:15:56.920]  可能很敷衍也不奇怪
[00:15:56.920 --> 00:15:58.920]  說完這些
[00:15:58.920 --> 00:16:00.920]  你問我都答不到你哪點選擇你
[00:16:00.920 --> 00:16:02.920]  可能你會想
[00:16:02.920 --> 00:16:04.920]  可能你遇到這個遭遇
[00:16:04.920 --> 00:16:06.920]  是你生命需要的遭遇
[00:16:06.920 --> 00:16:08.920]  是需要的
[00:16:08.920 --> 00:16:10.920]  可能對很多人都認
[00:16:10.920 --> 00:16:12.920]  如果不是發生的事
[00:16:12.920 --> 00:16:14.920]  我真的不會做這些事
[00:16:14.920 --> 00:16:16.920]  我記得有個很厲害的運動家
[00:16:16.920 --> 00:16:18.920]  是我現在的義工
[00:16:18.920 --> 00:16:20.920]  他拿到三項鐵人
[00:16:20.920 --> 00:16:22.920]  是女士
[00:16:22.920 --> 00:16:24.920]  但他去年癌症
[00:16:24.920 --> 00:16:26.920]  他跟我說笑
[00:16:26.920 --> 00:16:28.920]  現在我做你義工
[00:16:28.920 --> 00:16:30.920]  我不生癌症不會做你義工
[00:16:30.920 --> 00:16:32.920]  他雖然笑但他是真的
[00:16:32.920 --> 00:16:34.920]  他不是生癌症
[00:16:34.920 --> 00:16:36.920]  他不會撇棄所有做最重要的事
[00:16:36.920 --> 00:16:38.920]  是真事
