
[00:00:00.000 --> 00:00:05.000]  各位電影姊妹,新年蒙恩!
[00:05:53.000 --> 00:05:56.000]  神的真光
[00:05:56.000 --> 00:05:58.000]  臨到這個世界上
[00:05:58.000 --> 00:06:01.000]  記不記得約翰福音怎麼說?
[00:06:01.000 --> 00:06:03.000]  我們在黑暗裡
[00:06:03.000 --> 00:06:05.000]  耶穌基督的降生
[00:06:05.000 --> 00:06:09.000]  就好像光來到這個世界
[00:06:09.000 --> 00:06:12.000]  你走進一間黑黑的basement裡
[00:06:12.000 --> 00:06:15.000]  停電了怎麼辦?
[00:06:15.000 --> 00:06:17.000]  你點一支陽燭
[00:06:17.000 --> 00:06:21.000]  光進入黑暗裡
[00:06:21.000 --> 00:06:24.000]  耶穌基督來到這個世界上
[00:06:24.000 --> 00:06:28.000]  神的真理的亮光
[00:06:28.000 --> 00:06:32.000]  怎樣臨到這個世界?
[00:06:32.000 --> 00:06:37.000]  這個就是「顯現節」的主題
[00:06:37.000 --> 00:06:40.000]  教會找聖經
[00:06:40.000 --> 00:06:43.000]  究竟聖經怎麼說
[00:06:43.000 --> 00:06:46.000]  神的真光
[00:06:46.000 --> 00:06:48.000]  耶穌基督的降生
[00:06:48.000 --> 00:06:58.000]  向全世界彰顯神自己的真理和榮耀?
[00:06:58.000 --> 00:07:01.000]  所以有些教會
[00:07:01.000 --> 00:07:03.000]  在「顯現節」的時候
[00:07:03.000 --> 00:07:06.000]  他們會選擇讀約翰福音
[00:07:06.000 --> 00:07:08.000]  不是剛才我們說的第一章
[00:07:08.000 --> 00:07:12.000]  而是耶穌在加里尼的迦那
[00:07:12.000 --> 00:07:15.000]  行第一個神蹟
[00:07:15.000 --> 00:07:16.000]  水變酒
[00:07:16.000 --> 00:07:17.000]  你記得嗎?
[00:07:17.000 --> 00:07:18.000]  那個就是
[00:07:18.000 --> 00:07:24.000]  他將他的榮耀彰顯出來的第一件神蹟
[00:07:24.000 --> 00:07:26.000]  福音書很清楚地顯示
[00:07:26.000 --> 00:07:28.000]  有人說不是
[00:07:28.000 --> 00:07:29.000]  再早一點
[00:07:29.000 --> 00:07:32.000]  在耶穌出來行神蹟之前
[00:07:32.000 --> 00:07:37.000]  其實第一次眾人清清楚楚
[00:07:37.000 --> 00:07:39.000]  知道祂是神的兒子
[00:07:39.000 --> 00:07:41.000]  不用等祂水變酒
[00:07:41.000 --> 00:07:44.000]  事實上水變酒那次
[00:07:44.000 --> 00:07:47.000]  只是門徒知道而已
[00:07:47.000 --> 00:07:48.000]  有人說
[00:07:48.000 --> 00:07:50.000]  你把好酒留到如今
[00:07:50.000 --> 00:07:52.000]  記不記得這句話
[00:07:52.000 --> 00:07:54.000]  都不知道是耶穌變的
[00:07:54.000 --> 00:07:56.000]  哪一次是耶穌的榮耀
[00:07:56.000 --> 00:08:00.000]  在眾人面前彰顯?
[00:08:00.000 --> 00:08:02.000]  祂在約旦河
[00:08:02.000 --> 00:08:05.000]  受約翰的水禮
[00:08:05.000 --> 00:08:06.000]  走上來的時候
[00:08:06.000 --> 00:08:09.000]  掀開了神的靈
[00:08:09.000 --> 00:08:13.000]  彷彿甲子降在耶穌的身上
[00:08:13.000 --> 00:08:15.000]  施洗約翰
[00:08:15.000 --> 00:08:19.000]  祂不是一個在街邊髒兮兮
[00:08:19.000 --> 00:08:20.000]  穿著樂陀毛衣
[00:08:20.000 --> 00:08:22.000]  又不是吃人間煙火
[00:08:22.000 --> 00:08:23.000]  不是
[00:08:23.000 --> 00:08:24.000]  祂是
[00:08:24.000 --> 00:08:26.000]  剛剛回過香港
[00:08:26.000 --> 00:08:28.000]  你們已經知道了
[00:08:28.000 --> 00:08:30.000]  葛福臨報道大事
[00:08:30.000 --> 00:08:31.000]  聽不懂
[00:08:31.000 --> 00:08:33.000]  葛培里的兒子
[00:08:33.000 --> 00:08:34.000]  第一次去香港
[00:08:34.000 --> 00:08:38.000]  迫爆銅鑼灣地鐵站
[00:08:38.000 --> 00:08:40.000]  如果施洗約翰
[00:08:40.000 --> 00:08:42.000]  去香港報道
[00:08:42.000 --> 00:08:45.000]  我估不止迫爆銅鑼灣地鐵站
[00:08:45.000 --> 00:08:47.000]  天后也有
[00:08:47.000 --> 00:08:51.000]  施洗約翰的報道會上
[00:08:51.000 --> 00:08:54.000]  全城轟動
[00:08:54.000 --> 00:08:56.000]  去介紹耶穌基督
[00:08:56.000 --> 00:08:57.000]  而且在那一刻
[00:08:57.000 --> 00:08:59.000]  天開了
[00:08:59.000 --> 00:09:00.000]  有聲音說
[00:09:00.000 --> 00:09:01.000]  這是我的愛子
[00:09:01.000 --> 00:09:05.000]  這個是耶穌基督
[00:09:05.000 --> 00:09:08.000]  向眾人彰顯
[00:09:08.000 --> 00:09:14.000]  祂是神的兒子的頭一次
[00:09:14.000 --> 00:09:17.000]  不過教會讀聖經很小心
[00:09:17.000 --> 00:09:18.000]  等一分鐘
[00:09:18.000 --> 00:09:19.000]  不止
[00:09:19.000 --> 00:09:22.000]  如果再找早一點
[00:09:22.000 --> 00:09:25.000]  還有馬太福音
[00:09:25.000 --> 00:09:28.000]  剛才我們所讀過的
[00:09:28.000 --> 00:09:37.000]  三博士來到朝拜新生王的記載
[00:09:37.000 --> 00:09:43.000]  我們時時都將這一段經文
[00:09:43.000 --> 00:09:47.000]  和聖誕節混在一起
[00:09:47.000 --> 00:09:49.000]  所以做畫劇
[00:09:49.000 --> 00:09:52.000]  除了約瑟和瑪利亞
[00:09:52.000 --> 00:09:54.000]  加上牧羊人
[00:09:54.000 --> 00:09:57.000]  不可以沒有三博士
[00:09:57.000 --> 00:09:59.000]  羅伯特說明年他要做
[00:09:59.000 --> 00:10:01.000]  是吧
[00:10:01.000 --> 00:10:02.000]  一定要有的
[00:10:02.000 --> 00:10:05.000]  不過三博士
[00:10:05.000 --> 00:10:09.000]  大概不可能有牧羊人
[00:10:09.000 --> 00:10:12.000]  他們是很遠的來
[00:10:12.000 --> 00:10:13.000]  來到的時候
[00:10:13.000 --> 00:10:17.000]  馬太福音記載是個小孩子
[00:10:17.000 --> 00:10:23.000]  不是鷹孩餓在馬槽裡
[00:10:23.000 --> 00:10:27.000]  所以有時我們習慣了那些畫劇
[00:10:27.000 --> 00:10:31.000]  濃縮了聖經的記載
[00:10:31.000 --> 00:10:32.000]  以為聖經是這樣寫
[00:10:32.000 --> 00:10:35.000]  其實是分開說的
[00:10:35.000 --> 00:10:40.000]  「博士從東方來」
[00:10:40.000 --> 00:10:44.000]  他們因為見到那顆星
[00:10:44.000 --> 00:10:47.000]  就一直追到耶路撒冷
[00:10:47.000 --> 00:10:49.000]  就問希律王
[00:10:49.000 --> 00:10:54.000]  那生下來作猶太人之王的兒子
[00:10:54.000 --> 00:10:57.000]  我們在東方見到他的星
[00:10:57.000 --> 00:11:03.000]  特別遠道而來要敬拜
[00:11:03.000 --> 00:11:06.000]  耶穌基督降生
[00:11:06.000 --> 00:11:14.000]  向全世界彰顯神的榮耀
[00:11:14.000 --> 00:11:24.000]  最早原來是「博士從東方」的基督
[00:11:24.000 --> 00:11:29.000]  教會讀聖經仍然沒有停在這裡
[00:11:29.000 --> 00:11:32.000]  所以如果我們再讀清楚一點
[00:11:32.000 --> 00:11:37.000]  我們發覺以塞亞書六十章
[00:11:37.000 --> 00:11:41.000]  上帝在那裡透過先知
[00:11:41.000 --> 00:11:52.000]  跟祂的百姓說「興起發光」
[00:11:52.000 --> 00:11:57.000]  以塞亞書六十章就不是耶穌出世了
[00:11:57.000 --> 00:12:00.000]  就早很多了
[00:12:00.000 --> 00:12:03.000]  以塞亞書六十章所記載的
[00:12:03.000 --> 00:12:05.000]  就是前幾個月
[00:12:05.000 --> 00:12:07.000]  我們在讀
[00:12:07.000 --> 00:12:11.000]  我們記得以斯拉記、尼希米記
[00:12:11.000 --> 00:12:15.000]  我們說猶太人亡了國
[00:12:15.000 --> 00:12:22.000]  但是在巴比倫帝國跟著覆亡之後
[00:12:22.000 --> 00:12:26.000]  在馬代波斯帝國的年間
[00:12:26.000 --> 00:12:31.000]  他們回到耶路撒冷重建聖殿
[00:12:31.000 --> 00:12:33.000]  你還有印象嗎?
[00:12:33.000 --> 00:12:38.000]  那個年代上帝的說話
[00:12:38.000 --> 00:12:41.000]  臨到他的百姓
[00:12:41.000 --> 00:12:44.000]  「興起發光」
[00:12:44.000 --> 00:12:45.000]  你說可以
[00:12:45.000 --> 00:12:49.000]  我們將耶路撒冷點滿燭光
[00:12:49.000 --> 00:12:51.000]  慢慢來到耶路撒冷
[00:12:51.000 --> 00:12:52.000]  燈火通明
[00:12:52.000 --> 00:12:54.000]  是不是這樣為主發光?
[00:12:54.000 --> 00:12:55.000]  不止
[00:12:55.000 --> 00:12:59.000]  以塞亞先知在那裡說的話
[00:12:59.000 --> 00:13:00.000]  說得很特別
[00:13:00.000 --> 00:13:05.000]  他說「萬國要來就你的光」
[00:13:05.000 --> 00:13:08.000]  君王要來
[00:13:08.000 --> 00:13:10.000]  來到接近
[00:13:10.000 --> 00:13:14.000]  來到看見你所發出的光輝
[00:13:14.000 --> 00:13:19.000]  這裡說的不是裝飾耶路撒冷
[00:13:19.000 --> 00:13:23.000]  這裡說的是神的百姓
[00:13:23.000 --> 00:13:25.000]  要將神的榮耀
[00:13:25.000 --> 00:13:28.000]  將神的真理
[00:13:28.000 --> 00:13:32.000]  向全世界
[00:13:32.000 --> 00:13:34.000]  來將它傳
[00:13:34.000 --> 00:13:37.000]  「興起發光」
[00:13:37.000 --> 00:13:40.000]  你說如果這一段的說話
[00:13:40.000 --> 00:13:42.000]  在大衛所羅門
[00:13:42.000 --> 00:13:46.000]  全盛時期
[00:13:46.000 --> 00:13:48.000]  那個時候說
[00:13:48.000 --> 00:13:51.000]  大概就希望高
[00:13:51.000 --> 00:13:55.000]  等到亡了國之後
[00:13:55.000 --> 00:13:58.000]  神的百姓現在只不過是
[00:13:58.000 --> 00:14:01.000]  波斯帝國當中
[00:14:01.000 --> 00:14:07.000]  其中一個小小的猶大省
[00:14:07.000 --> 00:14:11.000]  殖民地
[00:14:11.000 --> 00:14:17.000]  怎樣將耶和華的真光
[00:14:17.000 --> 00:14:20.000]  照耀全世界
[00:14:20.000 --> 00:14:25.000]  波斯帝國怎可能改為
[00:14:25.000 --> 00:14:31.000]  相信耶和華是獨一的真實
[00:14:31.000 --> 00:14:36.000]  以塞亞先知所宣佈的事實
[00:14:36.000 --> 00:14:42.000]  我相信在當時聽的每一個猶大人
[00:14:42.000 --> 00:14:44.000]  都會覺得
[00:14:44.000 --> 00:14:47.000]  是的,牧師是這樣說話的
[00:14:47.000 --> 00:14:50.000]  說是這麼說
[00:14:50.000 --> 00:14:53.000]  不過,不可能
[00:14:53.000 --> 00:14:58.000]  周貞瑜在耶穌出世
[00:14:58.000 --> 00:15:00.000]  耶穌受死
[00:15:00.000 --> 00:15:01.000]  耶穌復活
[00:15:01.000 --> 00:15:04.000]  耶穌升天之後
[00:15:04.000 --> 00:15:06.000]  剛才我們讀三段經課
[00:15:06.000 --> 00:15:08.000]  還有一段
[00:15:08.000 --> 00:15:11.000]  我們已經解釋過《馬太福音》第二章
[00:15:11.000 --> 00:15:13.000]  我們又解釋了《以塞亞書》六十章
[00:15:13.000 --> 00:15:15.000]  還有哪一段
[00:15:15.000 --> 00:15:18.000]  《以弗所書》第三章
[00:15:18.000 --> 00:15:27.000]  《以弗所書》是保羅在羅馬被囚禁
[00:15:27.000 --> 00:15:29.000]  有一個羅馬兵
[00:15:29.000 --> 00:15:33.000]  用鎖鏈和他鎖在一起
[00:15:33.000 --> 00:15:35.000]  沒有囚禁他在監牢
[00:15:35.000 --> 00:15:39.000]  他沒有住在羅馬的監獄
[00:15:39.000 --> 00:15:41.000]  住在監獄很昂貴的
[00:15:41.000 --> 00:15:43.000]  政府要養
[00:15:43.000 --> 00:15:45.000]  要找人權
[00:15:45.000 --> 00:15:47.000]  要找一個飲食師來看你每天吃飯
[00:15:47.000 --> 00:15:50.000]  原來監獄吃飯是很重要的事情
[00:15:50.000 --> 00:15:53.000]  如果吃火吃不好,就會暴動
[00:15:53.000 --> 00:15:59.000]  所以,保羅在羅馬是自己租屋住的
[00:15:59.000 --> 00:16:02.000]  自己買菜煮飯的
[00:16:02.000 --> 00:16:05.000]  所以他要寫信叫提摩泰來
[00:16:05.000 --> 00:16:07.000]  寫信叫帶馬可來
[00:16:07.000 --> 00:16:09.000]  多個人出去買菜煮飯
[00:16:09.000 --> 00:16:11.000]  輪流都好
[00:16:11.000 --> 00:16:13.000]  他不是來開茶經班的
[00:16:13.000 --> 00:16:16.000]  保羅沒有人身自由
[00:16:16.000 --> 00:16:17.000]  起居飲食
[00:16:17.000 --> 00:16:19.000]  去廁所最多就是羅馬兵站在外面
[00:16:19.000 --> 00:16:21.000]  關上門,鎖鏈還要吊著
[00:16:21.000 --> 00:16:23.000]  很不方便的
[00:16:23.000 --> 00:16:27.000]  保羅是在等上訴該殺
[00:16:27.000 --> 00:16:29.000]  在這個時候
[00:16:29.000 --> 00:16:32.000]  他寫了一封信
[00:16:32.000 --> 00:16:36.000]  他說,我告訴你一個真理
[00:16:36.000 --> 00:16:38.000]  這個真理就是
[00:16:38.000 --> 00:16:41.000]  你知不知道我是誰
[00:16:41.000 --> 00:16:45.000]  保羅說,我是外邦人的使徒
[00:16:45.000 --> 00:16:47.000]  你聽過這句話嗎
[00:16:47.000 --> 00:16:53.000]  上帝是差遣我將福音傳到外邦
[00:16:53.000 --> 00:16:56.000]  這句話的意思不是只有你和我想
[00:16:56.000 --> 00:16:59.000]  保羅每一次派單張的時候都問
[00:16:59.000 --> 00:17:00.000]  你什麼國籍
[00:17:00.000 --> 00:17:02.000]  猶太人不派
[00:17:02.000 --> 00:17:06.000]  保羅每一次都去猶太會堂傳福音
[00:17:06.000 --> 00:17:08.000]  但是保羅說
[00:17:08.000 --> 00:17:15.000]  上帝的旨意就是叫我成為萬國的使徒
[00:17:15.000 --> 00:17:18.000]  全世界的使徒
[00:17:18.000 --> 00:17:21.000]  是什麼意思
[00:17:21.000 --> 00:17:24.000]  他不過是一個監禁
[00:17:24.000 --> 00:17:28.000]  在當日的羅馬帝國當中
[00:17:28.000 --> 00:17:32.000]  保羅無權無勢
[00:17:32.000 --> 00:17:35.000]  沒有財團支持
[00:17:35.000 --> 00:17:39.000]  沒有任何把握
[00:17:39.000 --> 00:17:41.000]  但是他知道
[00:17:41.000 --> 00:17:53.000]  上帝差成為整個羅馬帝國的使徒
[00:17:53.000 --> 00:18:00.000]  福音要傳遍當時的文明世界
[00:18:00.000 --> 00:18:04.000]  歐洲,羅馬帝國
[00:18:04.000 --> 00:18:06.000]  所以他在羅馬坐牢
[00:18:06.000 --> 00:18:09.000]  保羅說是一件喜樂的事
[00:18:09.000 --> 00:18:11.000]  你明白他的意思嗎
[00:18:11.000 --> 00:18:14.000]  你坐牢不會這樣說的
[00:18:14.000 --> 00:18:16.000]  你進醫院住不會這樣說的
[00:18:16.000 --> 00:18:17.000]  保羅說不是
[00:18:17.000 --> 00:18:19.000]  我來到羅馬了
[00:18:19.000 --> 00:18:21.000]  這就是我的身份
[00:18:21.000 --> 00:18:24.000]  我是外邦的使徒
[00:18:24.000 --> 00:18:27.000]  不是說他只是和外邦人坐牢
[00:18:27.000 --> 00:18:30.000]  是說上帝的真理
[00:18:30.000 --> 00:18:33.000]  怎樣能夠傳遍全世界
[00:18:33.000 --> 00:18:35.000]  上帝的福音
[00:18:35.000 --> 00:18:39.000]  怎樣能夠傳遍萬國
[00:18:39.000 --> 00:18:43.000]  透過保羅
[00:18:43.000 --> 00:18:49.000]  這個現在被鎖住
[00:18:49.000 --> 00:18:51.000]  而且我們很快知道
[00:18:51.000 --> 00:18:54.000]  他就要被殺
[00:18:54.000 --> 00:19:00.000]  在羅馬開始迫害基督徒的最初那幾年
[00:19:00.000 --> 00:19:06.000]  保羅是其中一個被殺
[00:19:06.000 --> 00:19:10.000]  無論是波斯帝國裏面
[00:19:10.000 --> 00:19:15.000]  耶路撒冷那班亡國的猶大人
[00:19:15.000 --> 00:19:20.000]  抑或保羅坐在羅馬
[00:19:20.000 --> 00:19:22.000]  寫以不鎖書
[00:19:22.000 --> 00:19:25.000]  每一個字身邊條鎖鏈
[00:19:25.000 --> 00:19:29.000]  都是拉著那個羅馬兵
[00:19:29.000 --> 00:19:36.000]  抑或耶穌基督降生
[00:19:36.000 --> 00:19:40.000]  博士從東方
[00:19:40.000 --> 00:19:43.000]  我們中文聖經翻譯得真好
[00:19:43.000 --> 00:19:46.000]  我特別喜歡博士這兩個字
[00:19:46.000 --> 00:19:47.000]  多好啊
[00:19:47.000 --> 00:19:51.000]  博士是頭一批來拜耶穌的
[00:19:51.000 --> 00:19:56.000]  不過這個翻譯後來就出現了很大的爭拗
[00:19:56.000 --> 00:19:58.000]  或者你聽過或者你不知道
[00:19:58.000 --> 00:20:02.000]  當中文聖經有新譯本出現的時候
[00:20:02.000 --> 00:20:06.000]  他們就不再翻譯做博士了
[00:20:06.000 --> 00:20:11.000]  他們就翻譯做聖上家
[00:20:11.000 --> 00:20:16.000]  即是在廟街點個火水爐
[00:20:16.000 --> 00:20:17.000]  你都笑了
[00:20:17.000 --> 00:20:20.000]  你走過廟街你不看它
[00:20:20.000 --> 00:20:22.000]  我看一看的
[00:20:22.000 --> 00:20:25.000]  我都喜歡去車公廟年初三
[00:20:25.000 --> 00:20:26.000]  去走走試過一次
[00:20:26.000 --> 00:20:31.000]  那些是中國傳統的輔導
[00:20:31.000 --> 00:20:33.000]  他跟你解籤
[00:20:33.000 --> 00:20:34.000]  問什麼
[00:20:34.000 --> 00:20:35.000]  問什麼
[00:20:35.000 --> 00:20:36.000]  我轉不轉工
[00:20:36.000 --> 00:20:40.000]  轉工就沒有了舊時的人事問題
[00:20:40.000 --> 00:20:42.000]  不過有新的問題
[00:20:42.000 --> 00:20:43.000]  多好啊
[00:20:43.000 --> 00:20:45.000]  做個生丁博士
[00:20:45.000 --> 00:20:46.000]  聊完一輪之後舒服了
[00:20:46.000 --> 00:20:50.000]  回家給兩塊錢
[00:20:50.000 --> 00:20:52.000]  聖上家
[00:20:52.000 --> 00:20:54.000]  為什麼這樣翻譯
[00:20:54.000 --> 00:20:58.000]  他們應該是神學博士
[00:20:58.000 --> 00:21:00.000]  應該是聖經博士
[00:21:00.000 --> 00:21:01.000]  不是啊
[00:21:01.000 --> 00:21:04.000]  他們是怎樣來耶路撒冷的
[00:21:04.000 --> 00:21:08.000]  不是讀聖經來的
[00:21:08.000 --> 00:21:10.000]  是一顆星
[00:21:10.000 --> 00:21:12.000]  所以這樣翻譯沒有錯
[00:21:12.000 --> 00:21:16.000]  巴比倫東方出什麼人
[00:21:16.000 --> 00:21:18.000]  不是出神學家的
[00:21:18.000 --> 00:21:21.000]  他們最叻那班
[00:21:21.000 --> 00:21:24.000]  就是夜觀天象
[00:21:24.000 --> 00:21:28.000]  然後就在那裡迷信也好
[00:21:28.000 --> 00:21:30.000]  智慧的傳統也好
[00:21:30.000 --> 00:21:32.000]  經驗的累積也好
[00:21:32.000 --> 00:21:34.000]  就王道十二宮
[00:21:34.000 --> 00:21:36.000]  你是屬哪座的
[00:21:36.000 --> 00:21:38.000]  你的性格就是這樣
[00:21:38.000 --> 00:21:41.000]  你說怎樣信得下去
[00:21:41.000 --> 00:21:44.000]  這樣的人會不會信耶穌
[00:21:44.000 --> 00:21:49.000]  波斯帝國會不會信耶穌
[00:21:49.000 --> 00:21:51.000]  回教的國家
[00:21:51.000 --> 00:21:53.000]  回教的組織
[00:21:53.000 --> 00:21:55.000]  會不會信耶穌
[00:21:55.000 --> 00:21:59.000]  羅馬帝國會不會信耶穌
[00:21:59.000 --> 00:22:03.000]  今天這麼世俗的北美洲社會
[00:22:03.000 --> 00:22:07.000]  會不會悔改回轉
[00:22:07.000 --> 00:22:12.000]  你和我開始現實
[00:22:12.000 --> 00:22:14.000]  所以我們有時都會問
[00:22:14.000 --> 00:22:16.000]  馬太這一段的記載
[00:22:16.000 --> 00:22:19.000]  是不是講故事的
[00:22:19.000 --> 00:22:21.000]  有沒有可能
[00:22:21.000 --> 00:22:23.000]  其實有可能的
[00:22:23.000 --> 00:22:27.000]  猶太人散居在巴比倫
[00:22:27.000 --> 00:22:30.000]  他們的會堂
[00:22:30.000 --> 00:22:34.000]  對當地的文化有影
[00:22:34.000 --> 00:22:38.000]  如果有幾位有學問的人
[00:22:38.000 --> 00:22:44.000]  一方面他們聽到先知的說話
[00:22:44.000 --> 00:22:47.000]  一方面上帝又真是奇蹟
[00:22:47.000 --> 00:22:50.000]  透過顆星
[00:22:50.000 --> 00:22:54.000]  帶他們來到巴勒斯
[00:22:54.000 --> 00:22:57.000]  中世紀的時候
[00:22:57.000 --> 00:23:02.000]  歐洲的天文學研究告訴我們
[00:23:02.000 --> 00:23:07.000]  在耶穌出世的那十年左右
[00:23:07.000 --> 00:23:11.000]  的確有幾顆星的軌道
[00:23:11.000 --> 00:23:14.000]  是在那個時候匯聚在一起
[00:23:14.000 --> 00:23:19.000]  成為一個很特別的天文像
[00:23:19.000 --> 00:23:24.000]  上帝是怎樣扭轉歷史
[00:23:24.000 --> 00:23:28.000]  有時候出乎我們意料之外
[00:23:28.000 --> 00:23:30.000]  沒錯
[00:23:30.000 --> 00:23:34.000]  初期教會的信徒受迫迫
[00:23:34.000 --> 00:23:39.000]  他們的見證影響了身邊很多人
[00:23:39.000 --> 00:23:41.000]  一定有影
[00:23:41.000 --> 00:23:46.000]  但是扭轉歐洲的歷史
[00:23:46.000 --> 00:23:50.000]  讓殘暴的羅馬帝國
[00:23:50.000 --> 00:23:54.000]  成為基督教的國家
[00:23:54.000 --> 00:23:57.000]  是皇帝做夢
