
[00:00:00.000 --> 00:00:10.560]  我希望用三次崇拜的時刻和大家一起分享提摩太后書的信息
[00:04:55.680 --> 00:05:00.480]  有人說保羅很羞恥,保羅很偉大
[00:05:00.480 --> 00:05:04.880]  你和我是基督徒,當然覺得他偉大
[00:05:04.880 --> 00:05:08.400]  但我們看回2000年前保羅生活的時候
[00:05:08.400 --> 00:05:11.840]  周圍的人怎樣看他呢?周圍的猶太人怎樣看他呢?
[00:05:11.840 --> 00:05:16.480]  我們從歷史都可以知道,其實周圍的猶太人是很不喜歡他的
[00:05:16.480 --> 00:05:22.160]  從保羅的人生,保羅本來是少年得志
[00:05:22.160 --> 00:05:25.280]  大家很看好他,作為猶太教的領袖
[00:05:25.280 --> 00:05:30.000]  年輕人,前途無限,每個人都看著他
[00:05:30.000 --> 00:05:34.960]  希望他可以帶著猶太教來吐氣揚眉
[00:05:34.960 --> 00:05:38.480]  誰知道就在大馬士革的路上復活了他
[00:05:38.480 --> 00:05:44.400]  擋不住他,整個人改了他180度變成要傳揚耶穌
[00:05:44.400 --> 00:05:51.760]  所以對於當時很看好他,很A級能帶領的猶太人來說
[00:05:51.760 --> 00:05:58.000]  他的朋友,他的族群來說,保羅是一個羞恥
[00:05:58.000 --> 00:06:02.960]  對於他來說,這個人本來可以很好的,為什麼這麼沒出息
[00:06:02.960 --> 00:06:06.240]  現在要傳那個,那個是很羞辱的
[00:06:06.240 --> 00:06:09.680]  對於猶太人來說,釘在十字架上的耶穌
[00:06:09.680 --> 00:06:13.680]  差不多連衣服都被人脫了,是極大的羞辱
[00:06:13.680 --> 00:06:18.400]  你做不做現在保羅很好的前途,你現在轉去傳揚
[00:06:18.400 --> 00:06:22.800]  去周圍告訴人,那個才是真正值得敬拜的那個
[00:06:22.800 --> 00:06:26.800]  所以對於很多猶太人來說,保羅是一個羞恥
[00:06:26.800 --> 00:06:31.040]  為什麼會搞成這樣,這個保羅很清楚說到
[00:06:31.040 --> 00:06:35.200]  因為你看見第一章有四次提到羞恥
[00:06:35.200 --> 00:06:39.360]  四次裡面有兩次說因為我傳耶穌
[00:06:39.360 --> 00:06:43.280]  因為我奉派傳道,我為耶穌做見證的時候
[00:06:43.280 --> 00:06:47.840]  一個人覺得我羞恥,還有兩次更重要的
[00:06:47.840 --> 00:06:50.560]  就是保羅提到我坐牢
[00:06:50.560 --> 00:06:54.400]  我相信那些人心目中說保羅你真是折墮
[00:06:54.400 --> 00:06:56.800]  保羅很好,現在搞到要傳耶穌
[00:06:56.800 --> 00:07:00.640]  還傳到最後坐牢,連命都沒有了
[00:07:00.640 --> 00:07:02.240]  這個是不是很差呢?
[00:07:02.240 --> 00:07:06.080]  所以很多人因為這個緣故對於他來說
[00:07:06.080 --> 00:07:09.280]  你很羞恥,你想起你真是羞恥
[00:07:09.280 --> 00:07:13.040]  保羅感覺到嗎?感覺到,知不知道呢?當然知道
[00:07:13.040 --> 00:07:18.080]  老實說你和我不斷在人生裡面被人有不同的評價
[00:07:18.080 --> 00:07:21.920]  有時被人讚我肥,有時被人會談你
[00:07:21.920 --> 00:07:24.240]  都不至於覺得你是羞恥
[00:07:24.240 --> 00:07:26.880]  保羅可以到這個地步
[00:07:26.880 --> 00:07:30.240]  好了,現在我們看看保羅怎麼轉
[00:07:30.240 --> 00:07:35.840]  他看到什麼,他除了看到別人對他覺得羞恥之外
[00:07:35.840 --> 00:07:39.120]  他還看到另外一個角度
[00:07:39.120 --> 00:07:40.320]  我們怎麼知道呢?
[00:07:40.320 --> 00:07:44.000]  因為那四次保羅提到別人覺得他羞恥的時候
[00:07:44.000 --> 00:07:46.720]  都用一個否定的字眼來說
[00:07:46.720 --> 00:07:49.600]  譬如一章八字很典型,說了兩次
[00:07:49.600 --> 00:07:55.280]  他說我是不會覺得羞恥的
[00:07:55.280 --> 00:07:59.680]  我是別人覺得我羞恥,我為耶穌作見證的時候
[00:07:59.680 --> 00:08:01.760]  我是不會覺得羞恥的
[00:08:01.760 --> 00:08:09.360]  也不要因為我這個被囚的,被人鎖住鎖鏈的人作為受制
[00:08:09.360 --> 00:08:11.120]  不會,不會,不會
[00:08:11.120 --> 00:08:19.280]  當保羅用一個否定的字眼回應別人對他的評價的時候
[00:08:19.280 --> 00:08:24.080]  保羅不只是主觀,很頑固的說關我什麼事
[00:08:24.080 --> 00:08:25.840]  你有你說,我有我做人
[00:08:25.840 --> 00:08:29.680]  不是,保羅有一個更加深入的力量在
[00:08:29.680 --> 00:08:30.640]  那是什麼呢?
[00:08:30.640 --> 00:08:34.960]  就是保羅說我知道我現在在做什麼
[00:08:34.960 --> 00:08:38.640]  我知道我現在走的路是怎麼樣的
[00:08:38.640 --> 00:08:41.520]  因為我是一個被呼召的人
[00:08:41.520 --> 00:08:42.240]  你看到嗎?
[00:08:42.240 --> 00:08:44.720]  那個理由就是說我為什麼不覺得羞恥
[00:08:44.720 --> 00:08:48.240]  因為我是為主作見證的
[00:08:48.240 --> 00:08:51.200]  為什麼別人覺得我羞恥,我不會覺得羞恥
[00:08:51.200 --> 00:08:55.200]  因為我是奉神派我去傳道的
[00:08:55.200 --> 00:08:56.240]  你明白嗎?
[00:08:56.240 --> 00:09:00.720]  這個就是保羅不同的角度
[00:09:00.720 --> 00:09:05.760]  我們剛才說保羅因為他知道自己的人生有個方向
[00:09:05.760 --> 00:09:08.080]  他知道自己要做什麼
[00:09:08.080 --> 00:09:10.960]  這是一個呼召的人生
[00:09:10.960 --> 00:09:18.320]  呼召的人生對比一般我們說應付式的人生
[00:09:18.320 --> 00:09:19.600]  Driven life
[00:09:19.600 --> 00:09:22.720]  應付式的人生就像很多人一樣
[00:09:22.720 --> 00:09:27.040]  每天起床的時候,生活就是周圍的人決定他
[00:09:27.040 --> 00:09:29.360]  回辦公室的時候怎麼看他的人
[00:09:29.360 --> 00:09:33.440]  做什麼,成不成功,能不能做到那些生意
[00:09:33.440 --> 00:09:36.640]  或者在家裡人家怎麼對待他
[00:09:36.640 --> 00:09:39.440]  總之這個世界會變成怎樣
[00:09:39.440 --> 00:09:41.680]  每一件發生的事情
[00:09:41.680 --> 00:09:44.960]  因為他沒有另外一個角度去看自己的時候
[00:09:44.960 --> 00:09:48.000]  每天就是這樣去應付
[00:09:48.000 --> 00:09:50.160]  你應付這個世界的時候
[00:09:50.160 --> 00:09:53.200]  這個世界對你的評價
[00:09:53.200 --> 00:09:55.520]  就是決定你快不快樂
[00:09:55.520 --> 00:09:57.120]  決定你怎麼看自己
[00:09:57.120 --> 00:10:00.800]  決定你覺得自己有沒有價值
[00:10:00.800 --> 00:10:01.920]  但是保羅不是
[00:10:01.920 --> 00:10:04.960]  保羅是一個呼召的人生
[00:10:04.960 --> 00:10:08.000]  他呼召的時候他有個妄想
[00:10:08.000 --> 00:10:11.440]  他看到原來神要求他這樣做
[00:10:11.440 --> 00:10:16.160]  他按照神的計劃走上這條路的時候
[00:10:16.160 --> 00:10:19.040]  終然最後被人鎖在監獄裡
[00:10:19.040 --> 00:10:20.320]  連命都沒了
[00:10:20.320 --> 00:10:23.200]  但是他不會覺得羞恥
[00:10:23.200 --> 00:10:25.600]  這個就是一種不同的角度
[00:10:25.600 --> 00:10:26.800]  大家明白了
[00:10:26.800 --> 00:10:28.640]  在這個不同的角度裡面
[00:10:28.640 --> 00:10:32.560]  完全得到不同的結果
[00:10:32.560 --> 00:10:35.440]  剛才我們說了第八節說了兩次羞恥
[00:10:35.440 --> 00:10:39.120]  保羅都能夠從另一個角度去看自己的時候
[00:10:39.120 --> 00:10:41.200]  第九節再進一步
[00:10:41.200 --> 00:10:43.280]  我們剛才說了
[00:10:43.280 --> 00:10:44.400]  人們怎麼看你
[00:10:44.400 --> 00:10:46.800]  很多時候影響你怎麼看自己
[00:10:46.800 --> 00:10:48.960]  是不是
[00:10:48.960 --> 00:10:51.200]  第九節就是回應這件事
[00:10:51.200 --> 00:10:53.120]  第九節說
[00:10:53.120 --> 00:10:57.840]  我神救了我
[00:10:57.840 --> 00:11:01.040]  用他的聖召去呼召我
[00:11:01.040 --> 00:11:05.040]  不是按照我的行為
[00:11:05.040 --> 00:11:08.080]  就是說我的表現
[00:11:08.080 --> 00:11:10.240]  就是我做得好不好
[00:11:10.240 --> 00:11:13.280]  沒錯我作為人有時候做得好有時候做得不好
[00:11:13.280 --> 00:11:16.560]  不過保羅的眼光越過了
[00:11:16.560 --> 00:11:18.240]  又不停留在這裡
[00:11:18.240 --> 00:11:20.640]  他說我怎麼看我自己
[00:11:20.640 --> 00:11:23.360]  好像保羅曾經在哥林多後書說過
[00:11:23.360 --> 00:11:25.680]  我連人怎麼看我
[00:11:25.680 --> 00:11:26.560]  我不介意
[00:11:26.560 --> 00:11:29.040]  我連自己都不評價我自己
[00:11:29.040 --> 00:11:31.440]  評價我的只有一位
[00:11:31.440 --> 00:11:32.640]  就是神
[00:11:32.640 --> 00:11:33.680]  神看我怎麼樣
[00:11:33.680 --> 00:11:35.040]  這個才是最重要
[00:11:35.040 --> 00:11:37.840]  他的價值是這樣來決定的
[00:11:37.840 --> 00:11:40.240]  在這裡和保羅一樣說一句話
[00:11:40.240 --> 00:11:45.360]  因為我自己不是憑著我能做到什麼
[00:11:45.360 --> 00:11:48.160]  來覺得我有沒有價值
[00:11:48.160 --> 00:11:49.600]  有沒有尊嚴
[00:11:49.600 --> 00:11:50.720]  而是因為什麼
[00:11:50.720 --> 00:11:53.040]  我是神自己
[00:11:53.040 --> 00:11:54.240]  接著下去
[00:11:54.240 --> 00:12:00.800]  神按照他自己的計劃和因點
[00:12:00.800 --> 00:12:03.120]  是神自己的計劃和因點
[00:12:03.120 --> 00:12:06.160]  還有這個因點再加上去
[00:12:06.160 --> 00:12:10.080]  在萬世以前在耶穌裡面賜給我
[00:12:10.080 --> 00:12:15.840]  一切都是神自己為我準備的
[00:12:15.840 --> 00:12:19.440]  如果我們剛才說保羅有一個枯燥的人生
[00:12:19.440 --> 00:12:22.240]  看到不同的圖畫的話
[00:12:22.240 --> 00:12:25.840]  這裡保羅有一個因點的人生
[00:12:25.840 --> 00:12:29.520]  他看他的生命純粹是神自己
[00:12:29.520 --> 00:12:31.040]  沒有保羅我還沒出生
[00:12:31.040 --> 00:12:32.880]  萬世以前
[00:12:32.880 --> 00:12:35.120]  保羅還沒出生
[00:12:35.120 --> 00:12:37.280]  神已經為我計劃好
[00:12:37.280 --> 00:12:37.920]  賜給我
[00:12:37.920 --> 00:12:40.800]  我現在人生應該這樣看的時候
[00:12:40.800 --> 00:12:41.920]  如果我做得好
[00:12:41.920 --> 00:12:42.480]  我厲害
[00:12:42.480 --> 00:12:43.280]  牙刷什麼
[00:12:43.280 --> 00:12:44.320]  什麼牙刷
[00:12:44.320 --> 00:12:46.800]  全是因點給我的
[00:12:46.800 --> 00:12:48.320]  如果我今天下到這個地步
[00:12:48.320 --> 00:12:49.920]  人們說你真的折墮了
[00:12:49.920 --> 00:12:50.640]  搞到這樣
[00:12:50.640 --> 00:12:52.080]  這個遭遇
[00:12:52.080 --> 00:12:53.360]  那我怕什麼
[00:12:53.360 --> 00:12:57.120]  因為又是神自己容許讓我走上這條路
[00:12:57.120 --> 00:12:58.800]  不是我的錯
[00:12:58.800 --> 00:13:00.320]  雖然我都不完美
[00:13:00.320 --> 00:13:07.440]  但我不應該將這些全部成為我自己評價的唯一角度
[00:13:07.440 --> 00:13:11.600]  我從神的因點和他的計劃
[00:13:11.600 --> 00:13:14.080]  來看自己的人生
[00:13:14.080 --> 00:13:17.120]  我不知道你能不能像保羅那樣看
[00:13:17.120 --> 00:13:20.960]  那你可以自由很多
[00:13:20.960 --> 00:13:23.280]  我自己時常都記得
[00:13:23.280 --> 00:13:26.880]  我16歲還沒信耶穌之前的衰樣
[00:13:26.880 --> 00:13:28.160]  那時候
[00:13:28.160 --> 00:13:29.840]  怎麼那麼囂張
[00:13:29.840 --> 00:13:33.840]  那時候是怎麼帶頭教那些同學
[00:13:33.840 --> 00:13:35.920]  用粗口罵耶穌
[00:13:35.920 --> 00:13:37.440]  那麼壞
[00:13:37.440 --> 00:13:39.440]  然後神來拯救我
[00:13:39.440 --> 00:13:41.440]  所以到今天我站在這裏
[00:13:41.440 --> 00:13:42.480]  我牙刷什麼
[00:13:42.480 --> 00:13:43.600]  沒有了
[00:13:43.600 --> 00:13:44.880]  根本就是那麼壞
[00:13:44.880 --> 00:13:46.560]  但神用他的因點救我
[00:13:46.560 --> 00:13:47.440]  你明白嗎
[00:13:47.440 --> 00:13:50.640]  這個不值得有什麼驕傲的地方
[00:13:50.640 --> 00:13:52.240]  同樣的
[00:13:52.240 --> 00:13:58.960]  如果神是因此給你一個因點的人生的角度來看的時候
[00:13:58.960 --> 00:14:01.280]  你又何必需要自卑呢
[00:14:01.280 --> 00:14:02.400]  如果我做得不好
[00:14:02.400 --> 00:14:03.680]  我不行
[00:14:03.680 --> 00:14:05.920]  我想起一個小小的見證
[00:14:05.920 --> 00:14:07.200]  可能跟大家分享過
[00:14:07.200 --> 00:14:10.960]  不過我覺得在這裏適合和大家稍微再提一提
[00:14:10.960 --> 00:14:12.320]  因為很多年前了
[00:14:12.320 --> 00:14:14.080]  但我很記得
[00:14:14.080 --> 00:14:20.720]  很多年前我記得那次坐在一個教會的崇拜
[00:14:20.720 --> 00:14:23.200]  然後有一位姐妹在台上講見證
[00:14:23.200 --> 00:14:26.320]  這位姐妹是中年的姐妹
[00:14:26.320 --> 00:14:28.400]  她是一個清潔工
[00:14:28.400 --> 00:14:31.600]  就是那些倒垃圾的
[00:14:31.600 --> 00:14:32.960]  她信了主母多久
[00:14:32.960 --> 00:14:34.960]  她就上來講見證
[00:14:34.960 --> 00:14:36.880]  很明顯她沒有讀書
[00:14:36.880 --> 00:14:38.480]  說話也不擅長
[00:14:38.480 --> 00:14:41.280]  不過她所說的話到今天我都記得
[00:14:41.280 --> 00:14:42.240]  和大家分享一下
[00:14:42.240 --> 00:14:43.600]  我也記得
[00:14:43.600 --> 00:14:46.080]  這位姐妹上來分享的時候
[00:14:46.080 --> 00:14:49.200]  開口就說我們這些倒垃圾的
[00:14:49.200 --> 00:14:50.880]  去到我們做工的地方
[00:14:50.880 --> 00:14:52.640]  人們當我們是垃圾
[00:14:52.640 --> 00:14:53.920]  完全沒有尊嚴
[00:14:53.920 --> 00:14:55.440]  人們哪裡看得起
[00:14:55.440 --> 00:14:56.640]  我回到家裏
[00:14:56.640 --> 00:14:58.800]  我家裏的人當我沒有到
[00:14:58.800 --> 00:15:01.680]  然後我很記得她說了這兩句話之後
[00:15:01.680 --> 00:15:03.120]  她就笑了
[00:15:03.120 --> 00:15:05.200]  她的笑容很美麗
[00:15:05.200 --> 00:15:06.960]  好像一朵花一樣
[00:15:06.960 --> 00:15:09.040]  天上的榮光和她在一起
[00:15:09.040 --> 00:15:10.000]  然後她說什麼
[00:15:10.000 --> 00:15:11.600]  她現在有什麼所謂
[00:15:11.600 --> 00:15:13.120]  我信了耶穌
[00:15:13.120 --> 00:15:15.120]  神愛我
[00:15:15.120 --> 00:15:16.640]  然後她說了一句話
[00:15:16.640 --> 00:15:18.720]  神愛我如珠如寶
[00:15:18.720 --> 00:15:19.920]  我還記得她這樣說
[00:15:19.920 --> 00:15:22.080]  我相信那句話未必是她自己想出來
[00:15:22.080 --> 00:15:22.880]  可能是別人教她
[00:15:22.880 --> 00:15:24.960]  或者她問別人應該怎麼說
[00:15:24.960 --> 00:15:26.880]  神愛我如珠如寶
[00:15:26.880 --> 00:15:28.160]  然後她說了那幾句話
[00:15:28.160 --> 00:15:30.000]  在神學上不是完全正確
[00:15:30.000 --> 00:15:32.000]  因為我很共鳴她說的話
[00:15:32.000 --> 00:15:33.040]  她說什麼
[00:15:33.040 --> 00:15:35.920]  她說神多麼愛我
[00:15:35.920 --> 00:15:38.720]  還愛我多過其他人
[00:15:38.720 --> 00:15:41.760]  她說那些踩我的都未信
[00:15:41.760 --> 00:15:43.680]  我才是信的
[00:15:43.680 --> 00:15:46.480]  我覺得真的很感動
[00:15:46.480 --> 00:15:49.760]  你看這位沒有讀過書
[00:15:49.760 --> 00:15:51.760]  這樣的一位女士
[00:15:51.760 --> 00:15:52.880]  多有智慧
[00:15:52.880 --> 00:15:53.760]  你看看
[00:15:53.760 --> 00:15:55.680]  她完全不需要再自卑
[00:15:55.680 --> 00:15:57.040]  因為有神愛她
[00:15:57.040 --> 00:15:57.760]  你看到嗎
[00:15:57.760 --> 00:16:00.320]  在不同角度去看自己人生的時候
[00:16:00.320 --> 00:16:02.240]  得到的結果是完全不同的
[00:16:02.240 --> 00:16:03.040]  你別笑我
[00:16:03.040 --> 00:16:04.880]  我覺得我比那些人還厲害
[00:16:04.880 --> 00:16:06.240]  那些人你還未信
[00:16:06.240 --> 00:16:07.280]  我就信了
[00:16:07.280 --> 00:16:08.880]  神愛我如珠如寶
[00:16:08.880 --> 00:16:09.520]  你看看
[00:16:09.520 --> 00:16:11.360]  這就是不同角度
[00:16:11.360 --> 00:16:12.960]  一個因典的人生
[00:16:12.960 --> 00:16:13.760]  兄弟姐妹
[00:16:13.760 --> 00:16:15.760]  如果你有一個因典的人生的時候
[00:16:15.760 --> 00:16:17.440]  你不會再這樣看自己
[00:16:17.440 --> 00:16:20.320]  不會因為別人的聲音來決定你自己
[00:16:20.320 --> 00:16:21.840]  這就是保羅那種
[00:16:21.840 --> 00:16:23.440]  剛才我們說的漢奸
[00:16:23.440 --> 00:16:24.240]  他看到什麼
[00:16:24.240 --> 00:16:28.000]  他看到的東西除了普通人看到之外
[00:16:28.000 --> 00:16:29.200]  他還有另外一個層面
[00:16:29.200 --> 00:16:31.040]  如果你不懂得用那個層面的時候
[00:16:31.040 --> 00:16:33.200]  你困在這個世界的時候
[00:16:33.200 --> 00:16:35.440]  其實你真的很大的損失
[00:16:35.440 --> 00:16:37.360]  神都給了你這個層面去看
[00:16:37.360 --> 00:16:39.040]  我們多點去學習
[00:16:39.040 --> 00:16:44.080]  去經歷這種不同的層面
[00:16:44.080 --> 00:16:44.880]  好了
[00:16:44.880 --> 00:16:46.320]  當然我們剛才說過
[00:16:46.320 --> 00:16:48.480]  有些人不同看法對自己
[00:16:48.480 --> 00:16:51.680]  自己對自己的看法有個突破的話
[00:16:51.680 --> 00:16:52.640]  保羅在這裡
[00:16:52.640 --> 00:16:54.640]  當然說到我們今天
[00:16:54.640 --> 00:16:56.240]  事實上都是同樣的
[00:16:56.240 --> 00:16:57.760]  同樣的感受就是
[00:16:57.760 --> 00:17:00.000]  當我們放眼周圍的世界
[00:17:00.000 --> 00:17:02.880]  這個世界令你很失望
[00:17:02.880 --> 00:17:05.680]  這個世界令你很沮喪
[00:17:05.680 --> 00:17:10.240]  這個世界甚至令你很憤怒很憤怒很憤愧
[00:17:10.240 --> 00:17:12.400]  同樣的
[00:17:12.400 --> 00:17:13.680]  在奇摩塔教書裡面
[00:17:13.680 --> 00:17:15.360]  我們到了第三章第四章
[00:17:15.360 --> 00:17:17.120]  保羅一直數出來
[00:17:17.120 --> 00:17:18.560]  他說我看到這個世界
[00:17:18.560 --> 00:17:19.760]  正如我們剛才所說
[00:17:19.760 --> 00:17:22.160]  就是這樣的世界
[00:17:22.160 --> 00:17:24.400]  第三章第二節到第九節
[00:17:24.400 --> 00:17:26.240]  足足用了七節的聖經
[00:17:26.240 --> 00:17:28.560]  來說這個世界是怎樣差的
[00:17:28.560 --> 00:17:32.080]  他所看到的世界是一個很荒謬的世界
[00:17:32.080 --> 00:17:32.800]  我數一下
[00:17:32.800 --> 00:17:35.360]  他說了二十多件事在幾節裡面
[00:17:35.360 --> 00:17:37.280]  然後第三章繼續說下去
[00:17:37.280 --> 00:17:39.440]  還有兩節都是說這些不好的東西
[00:17:39.440 --> 00:17:41.440]  然後第四章又再提
[00:17:41.440 --> 00:17:44.320]  其實保羅都和你和我一樣
[00:17:44.320 --> 00:17:45.520]  他活在那個世界
[00:17:45.520 --> 00:17:47.360]  每天他不能夠不理
[00:17:47.360 --> 00:17:48.800]  他看的時候
[00:17:48.800 --> 00:17:51.600]  絕對令他很失望
[00:17:51.600 --> 00:17:52.560]  很灰心
[00:17:52.560 --> 00:17:53.600]  很沮喪
[00:17:53.600 --> 00:17:55.040]  甚至很氣憤
[00:17:55.040 --> 00:17:58.720]  我們今天就不會去慢慢詳細研究
[00:17:58.720 --> 00:18:00.960]  每一個他描述出來當時的世界
[00:18:00.960 --> 00:18:03.840]  因為描述完之後你還沮喪
[00:18:03.840 --> 00:18:05.200]  保羅也是
[00:18:05.200 --> 00:18:08.080]  你看他第三章那裡
[00:18:08.080 --> 00:18:09.840]  那段話裡面
[00:18:09.840 --> 00:18:11.600]  說了二十多個
[00:18:11.600 --> 00:18:15.840]  二十多個人那些令他很失望的表現
[00:18:15.840 --> 00:18:18.560]  我簡單和大家總結
[00:18:18.560 --> 00:18:20.800]  大概有幾個大方向
[00:18:20.800 --> 00:18:21.600]  第一
[00:18:21.600 --> 00:18:26.640]  他看見這個世界的人失控
[00:18:26.640 --> 00:18:28.480]  高傲自誇
[00:18:28.480 --> 00:18:32.000]  完全沒有控制自己的脾氣
[00:18:32.000 --> 00:18:32.880]  這是第一個
[00:18:32.880 --> 00:18:35.360]  我不需要再說我們今天你和我
[00:18:35.360 --> 00:18:36.960]  我看到都很生氣
[00:18:36.960 --> 00:18:40.000]  你都要馬上想起一些
[00:18:40.000 --> 00:18:41.360]  第二個
[00:18:41.360 --> 00:18:44.800]  他說是一個很放縱的世界
[00:18:44.800 --> 00:18:46.800]  不能自律
[00:18:46.800 --> 00:18:49.360]  完全喜歡做就做
[00:18:49.360 --> 00:18:51.600]  這是一個放縱的世界
[00:18:51.600 --> 00:18:52.560]  第三
[00:18:52.560 --> 00:18:54.800]  扭曲的世界
[00:18:54.800 --> 00:18:57.760]  扭曲的世界到一個地步
[00:18:57.760 --> 00:18:59.600]  應該做的他不做
[00:18:59.600 --> 00:19:01.760]  不應該做的他最喜歡做
[00:19:01.760 --> 00:19:06.640]  這裡我想和你作為一個小小的了解
[00:19:06.640 --> 00:19:09.200]  其實保羅用的字很厲害
[00:19:09.200 --> 00:19:10.880]  他描述的時候
[00:19:10.880 --> 00:19:13.040]  他用四次
[00:19:13.040 --> 00:19:15.440]  用了一個英文譯得比較好的
[00:19:15.440 --> 00:19:17.440]  中文譯不到味道
[00:19:17.440 --> 00:19:19.200]  他用lover的字
