
[00:00:00.000 --> 00:00:03.000]  多謝主席的介紹 也不敢多說
[00:04:08.000 --> 00:04:10.000]  不過當人大一點之後你發現
[00:04:10.000 --> 00:04:13.000]  有些轉變的 到了成年
[00:04:13.000 --> 00:04:16.000]  甚至到了人生的下半場的時候
[00:04:16.000 --> 00:04:20.000]  你發現美貌和自慰就慢慢消逝了
[00:04:20.000 --> 00:04:23.000]  所以你護膚品的廣告是很好的生意
[00:04:23.000 --> 00:04:26.000]  歲月在你面上留下很多痕跡的時候
[00:04:26.000 --> 00:04:28.000]  你發現那不是你最重要的
[00:04:28.000 --> 00:04:30.000]  雖然很重要 但不是最重要
[00:04:30.000 --> 00:04:32.000]  慢慢覺得什麼最重要呢
[00:04:32.000 --> 00:04:35.000]  我們覺得我們成年人最重要的是什麼呢
[00:04:35.000 --> 00:04:37.000]  你說呢
[00:04:37.000 --> 00:04:38.000]  我想問年輕人
[00:04:38.000 --> 00:04:41.000]  你覺得我們成年人最重要的是什麼呢
[00:04:41.000 --> 00:04:44.000]  後面那些 變眼紋那些
[00:04:44.000 --> 00:04:47.000]  你覺得我們成年人最重要的是什麼呢
[00:04:47.000 --> 00:04:49.000]  大家猜到了吧 是什麼
[00:04:49.000 --> 00:04:52.000]  健康 什麼健康食品啊
[00:04:52.000 --> 00:04:53.000]  什麼補充劑啊
[00:04:53.000 --> 00:04:56.000]  做什麼運動好啊
[00:04:56.000 --> 00:04:57.000]  吃什麼好啊
[00:04:57.000 --> 00:04:59.000]  什麼不好吃啊
[00:04:59.000 --> 00:05:00.000]  什麼三高啊
[00:05:00.000 --> 00:05:01.000]  那些全部都是我們話題的
[00:05:01.000 --> 00:05:04.000]  差不多佔了大部分的話題
[00:05:04.000 --> 00:05:06.000]  健康很重要
[00:05:06.000 --> 00:05:08.000]  接著第二件事呢
[00:05:08.000 --> 00:05:10.000]  是我們覺得很重要 不過不會說的
[00:05:10.000 --> 00:05:11.000]  一般不會說的
[00:05:11.000 --> 00:05:14.000]  但是可能比剛才那件事更加重要的
[00:05:14.000 --> 00:05:16.000]  是什麼呢
[00:05:16.000 --> 00:05:18.000]  什麼 身影啊 身影
[00:05:18.000 --> 00:05:19.000]  我心裡是惡的
[00:05:19.000 --> 00:05:21.000]  我是身影
[00:05:21.000 --> 00:05:24.000]  我猜第二件事很重要的
[00:05:24.000 --> 00:05:27.000]  不過我們不會經常說的是什麼呢
[00:05:27.000 --> 00:05:30.000]  就是錢啊
[00:05:30.000 --> 00:05:33.000]  我都記得我的長輩跟我說
[00:05:33.000 --> 00:05:37.000]  他有錢 人的膽子都比較大
[00:05:37.000 --> 00:05:39.000]  他出街如果你代價20元
[00:05:39.000 --> 00:05:42.000]  跟出街代價2000元是不同的心境
[00:05:42.000 --> 00:05:46.000]  可能我們心裡也會這樣想
[00:05:46.000 --> 00:05:48.000]  但是我們也不會這樣說
[00:05:48.000 --> 00:05:50.000]  所以我們很重要這件事
[00:05:50.000 --> 00:05:53.000]  就是很重要有沒有錢
[00:05:53.000 --> 00:05:56.000]  在銀行有沒有錢在我們手裡
[00:05:56.000 --> 00:05:58.000]  這件事慢慢取代了
[00:05:58.000 --> 00:06:00.000]  智慧和美貌
[00:06:00.000 --> 00:06:03.000]  就是健康和金錢
[00:06:03.000 --> 00:06:05.000]  我們成年人看得很重要
[00:06:05.000 --> 00:06:08.000]  但是今天我們看到一個故事
[00:06:08.000 --> 00:06:10.000]  他健康有沒有
[00:06:10.000 --> 00:06:12.000]  金錢有沒有
[00:06:12.000 --> 00:06:14.000]  這個故事就是2000年前
[00:06:14.000 --> 00:06:16.000]  耶穌來的時間
[00:06:16.000 --> 00:06:19.000]  向他特別施恩的一個故事
[00:06:19.000 --> 00:06:21.000]  2000年前
[00:06:21.000 --> 00:06:23.000]  耶穌來到世間上面的時間
[00:06:23.000 --> 00:06:24.000]  他講道
[00:06:24.000 --> 00:06:25.000]  他行神蹟
[00:06:25.000 --> 00:06:26.000]  他醫病
[00:06:26.000 --> 00:06:27.000]  他教訓滿土
[00:06:27.000 --> 00:06:30.000]  他訓練滿土成為了他的接班人
[00:06:30.000 --> 00:06:31.000]  在這個過程裡面
[00:06:31.000 --> 00:06:33.000]  耶穌不單止對大群眾
[00:06:33.000 --> 00:06:35.000]  宣講神的福音
[00:06:35.000 --> 00:06:39.000]  他還個別留心到有些有需要的人
[00:06:39.000 --> 00:06:40.000]  這個故事就說
[00:06:40.000 --> 00:06:41.000]  請你翻開聖經
[00:06:41.000 --> 00:06:43.000]  馬可福音第十章
[00:06:43.000 --> 00:06:45.000]  46至52節
[00:06:45.000 --> 00:06:48.000]  你習慣就打開聖經看看
[00:06:48.000 --> 00:06:50.000]  這裡說耶穌到了耶利哥
[00:06:50.000 --> 00:06:52.000]  耶穌和滿土
[00:06:52.000 --> 00:06:55.000]  並許多人出耶利哥的時候
[00:06:55.000 --> 00:06:57.000]  意思就是說耶穌到了耶利哥工作之後
[00:06:57.000 --> 00:07:00.000]  接著離開耶利哥走了
[00:07:00.000 --> 00:07:02.000]  經文經常被人引用
[00:07:02.000 --> 00:07:04.000]  是一段比較困難的經文
[00:07:04.000 --> 00:07:06.000]  什麼意思呢
[00:07:06.000 --> 00:07:09.000]  原來記載耶穌生平的經文
[00:07:09.000 --> 00:07:11.000]  聖經有四卷書
[00:07:11.000 --> 00:07:13.000]  如果我們回教會來都知道
[00:07:13.000 --> 00:07:15.000]  是哪四卷呢
[00:07:15.000 --> 00:07:19.000]  馬太、馬可、盧嘉、約翰
[00:07:19.000 --> 00:07:21.000]  我們叫四福音
[00:07:21.000 --> 00:07:22.000]  而前面那三卷
[00:07:22.000 --> 00:07:25.000]  馬太、馬可,現在正在看的
[00:07:25.000 --> 00:07:27.000]  和盧嘉這三卷福音書
[00:07:27.000 --> 00:07:29.000]  我們要歸一大類的
[00:07:29.000 --> 00:07:32.000]  原因我們叫做芙蕾福音
[00:07:32.000 --> 00:07:34.000]  原因就是它很類似的
[00:07:34.000 --> 00:07:35.000]  Synoptic Gospel
[00:07:35.000 --> 00:07:37.000]  很類似的經文
[00:07:37.000 --> 00:07:39.000]  無論它們編排的次序
[00:07:39.000 --> 00:07:42.000]  甚至經文的內容都很相似
[00:07:42.000 --> 00:07:43.000]  如果有機會比較一下
[00:07:43.000 --> 00:07:45.000]  馬太、馬可、盧嘉
[00:07:45.000 --> 00:07:47.000]  甚至字眼都一樣的
[00:07:47.000 --> 00:07:50.000]  不過在記載同一件事件裡面
[00:07:50.000 --> 00:07:52.000]  我們有時候發現
[00:07:52.000 --> 00:07:55.000]  細節可能出現了不同的記載
[00:07:55.000 --> 00:07:56.000]  所以有些人提出
[00:07:56.000 --> 00:07:58.000]  聖經是不是寫錯了呢
[00:07:58.000 --> 00:08:00.000]  當然我們相信
[00:08:00.000 --> 00:08:03.000]  所謂正統的教會信仰就是
[00:08:03.000 --> 00:08:04.000]  聖經神的啟示
[00:08:04.000 --> 00:08:05.000]  一隻字都不會錯的
[00:08:05.000 --> 00:08:07.000]  因為神怎會啟示錯的東西呢
[00:08:07.000 --> 00:08:09.000]  如果這本聖經是神的說話
[00:08:09.000 --> 00:08:11.000]  神也會啟示錯的東西呢
[00:08:11.000 --> 00:08:12.000]  但是如何解釋
[00:08:12.000 --> 00:08:14.000]  有些細節上的錯呢
[00:08:14.000 --> 00:08:16.000]  這裡其中一個例子
[00:08:16.000 --> 00:08:17.000]  這裡聖經說
[00:08:17.000 --> 00:08:21.000]  馬可說耶穌和許多人出耶利哥
[00:08:21.000 --> 00:08:22.000]  即是離開耶利哥
[00:08:22.000 --> 00:08:25.000]  但是如果我們比較馬太的20章
[00:08:25.000 --> 00:08:27.000]  和盧嘉的第18章
[00:08:27.000 --> 00:08:29.000]  同樣記載這兩件事
[00:08:29.000 --> 00:08:30.000]  同樣記載這件事情
[00:08:30.000 --> 00:08:32.000]  裡面的出在哪裡呢
[00:08:32.000 --> 00:08:35.000]  就說耶穌是進耶利哥
[00:08:35.000 --> 00:08:37.000]  或將近耶利哥
[00:08:37.000 --> 00:08:38.000]  即是未進去的
[00:08:38.000 --> 00:08:40.000]  這裡說耶穌出耶利哥
[00:08:40.000 --> 00:08:42.000]  即是離開了
[00:08:42.000 --> 00:08:43.000]  還不是有分別
[00:08:43.000 --> 00:08:45.000]  第二個困難就是
[00:08:45.000 --> 00:08:48.000]  這裡聖經說有一個土範的盒子
[00:08:48.000 --> 00:08:49.000]  名字叫巴底馬
[00:08:49.000 --> 00:08:51.000]  這裡唯一的經文記載
[00:08:51.000 --> 00:08:52.000]  有一個名字在這裡
[00:08:52.000 --> 00:08:54.000]  但是如果你看馬太和盧嘉
[00:08:54.000 --> 00:08:56.000]  同一件事的記載
[00:08:56.000 --> 00:08:58.000]  有些經文就說
[00:08:58.000 --> 00:09:00.000]  那裡有兩個盒子
[00:09:00.000 --> 00:09:02.000]  而且不單止一和二的分別
[00:09:02.000 --> 00:09:04.000]  他們用一個代名詞的時間
[00:09:04.000 --> 00:09:05.000]  可憐我門罷
[00:09:05.000 --> 00:09:07.000]  即是很明顯是中數的
[00:09:07.000 --> 00:09:08.000]  兩個人的
[00:09:08.000 --> 00:09:10.000]  但是這裡記載是一個人的
[00:09:10.000 --> 00:09:12.000]  當然今天不是一個神學講座
[00:09:12.000 --> 00:09:14.000]  我們簡單看一看這兩個問題
[00:09:14.000 --> 00:09:16.000]  我將我的理解
[00:09:16.000 --> 00:09:18.000]  或者解經人的理解跟大家說
[00:09:18.000 --> 00:09:21.000]  然後其他有機會再深入研究的時候
[00:09:21.000 --> 00:09:22.000]  我再說
[00:09:22.000 --> 00:09:24.000]  這兩個問題如何理解呢
[00:09:24.000 --> 00:09:26.000]  第一地點問題
[00:09:26.000 --> 00:09:27.000]  究竟是出耶利哥
[00:09:27.000 --> 00:09:29.000]  還是進耶利哥呢
[00:09:29.000 --> 00:09:30.000]  是離開耶利哥
[00:09:30.000 --> 00:09:32.000]  還是將近耶利哥呢
[00:09:32.000 --> 00:09:35.000]  我的理解是這樣
[00:09:35.000 --> 00:09:39.000]  耶利哥城是一個很古舊的城市
[00:09:39.000 --> 00:09:40.000]  如果大家還記得
[00:09:40.000 --> 00:09:43.000]  以色列人在耶穌之前的差不多
[00:09:43.000 --> 00:09:48.000]  是1200至1300年的時間
[00:09:48.000 --> 00:09:51.000]  以色列人本來是埃及做奴隸的
[00:09:51.000 --> 00:09:53.000]  後來在他領袖一個叫摩西
[00:09:53.000 --> 00:09:54.000]  一個叫約舒亞
[00:09:54.000 --> 00:09:55.000]  大庭之後
[00:09:55.000 --> 00:09:57.000]  慢慢進入一個新的地方
[00:09:57.000 --> 00:09:59.000]  我們叫加南地
[00:09:59.000 --> 00:10:00.000]  你還記得嗎
[00:10:00.000 --> 00:10:01.000]  他過了約旦河
[00:10:01.000 --> 00:10:02.000]  進加南地
[00:10:02.000 --> 00:10:05.000]  第一個城市就是什麼城市呢
[00:10:05.000 --> 00:10:06.000]  耶利哥
[00:10:06.000 --> 00:10:07.000]  記得嗎
[00:10:07.000 --> 00:10:08.000]  圍著城牆
[00:10:08.000 --> 00:10:09.000]  總共13次
[00:10:09.000 --> 00:10:11.000]  第一個面對的城市就是耶利哥
[00:10:11.000 --> 00:10:14.000]  耶利哥在以色列進城牆的時候
[00:10:14.000 --> 00:10:16.000]  已經被毀滅了
[00:10:16.000 --> 00:10:18.000]  這個是在聖經裡面記載
[00:10:18.000 --> 00:10:20.000]  在約舒亞紀記載
[00:10:20.000 --> 00:10:22.000]  而且還說不可以再重建
[00:10:22.000 --> 00:10:23.000]  如果重建的話
[00:10:23.000 --> 00:10:26.000]  你將會有災難淋在你家裡
[00:10:26.000 --> 00:10:27.000]  但結果後來有人重建
[00:10:27.000 --> 00:10:29.000]  在這個職業的時間
[00:10:29.000 --> 00:10:31.000]  有人真的重建耶利哥城
[00:10:31.000 --> 00:10:34.000]  這個耶利哥古城
[00:10:34.000 --> 00:10:35.000]  好了
[00:10:35.000 --> 00:10:37.000]  但是到了耶穌時代的時間
[00:10:37.000 --> 00:10:38.000]  當時羅馬帝國裏面
[00:10:38.000 --> 00:10:40.000]  有一個希臘的皇帝
[00:10:40.000 --> 00:10:44.000]  一個希臘皇帝的名字叫希臘皇帝
[00:10:44.000 --> 00:10:47.000]  他再造一個耶利哥城
[00:10:47.000 --> 00:10:50.000]  那個叫耶利哥新城
[00:10:50.000 --> 00:10:51.000]  這個歷史裡面有個記載就是
[00:10:51.000 --> 00:10:53.000]  原來耶利哥有一個舊城
[00:10:53.000 --> 00:10:55.000]  耶利哥的新城
[00:10:55.000 --> 00:10:57.000]  我不是說這件事真的發生
[00:10:57.000 --> 00:10:58.000]  我只是說
[00:10:58.000 --> 00:11:02.000]  如果這個經文不一定產生衝突
[00:11:02.000 --> 00:11:04.000]  所謂不一定要是衝突
[00:11:04.000 --> 00:11:05.000]  不一定是衝突
[00:11:05.000 --> 00:11:06.000]  什麼意思呢
[00:11:06.000 --> 00:11:07.000]  有解釋的人就說
[00:11:07.000 --> 00:11:10.000]  可能就是特別馬可記載說
[00:11:10.000 --> 00:11:11.000]  到了耶利哥
[00:11:11.000 --> 00:11:14.000]  然後耶穌和很多人出耶利哥
[00:11:14.000 --> 00:11:15.000]  那個意思可能是
[00:11:15.000 --> 00:11:18.000]  第一個耶利哥是指舊城
[00:11:18.000 --> 00:11:20.000]  然後離開耶利哥的時間
[00:11:20.000 --> 00:11:21.000]  是離開舊城
[00:11:21.000 --> 00:11:22.000]  走出去
[00:11:22.000 --> 00:11:24.000]  然後朝向新城的地方
[00:11:24.000 --> 00:11:26.000]  就是說這個神蹟發生的地點
[00:11:26.000 --> 00:11:29.000]  可能在新舊城之間發生的地方
[00:11:29.000 --> 00:11:30.000]  所以你可以說
[00:11:30.000 --> 00:11:31.000]  離開耶利哥
[00:11:31.000 --> 00:11:33.000]  意思就是離開舊城
[00:11:33.000 --> 00:11:34.000]  但是也說進耶利哥
[00:11:34.000 --> 00:11:36.000]  準備進入耶利哥的新城
[00:11:36.000 --> 00:11:37.000]  我再說
[00:11:37.000 --> 00:11:40.000]  我們沒有任何的更多的資料的話
[00:11:40.000 --> 00:11:41.000]  這個說法是對的
[00:11:41.000 --> 00:11:42.000]  不過這個資料
[00:11:42.000 --> 00:11:45.000]  這個說法起碼一個可能性
[00:11:45.000 --> 00:11:47.000]  就不用讓經文本身出現衝突
[00:11:47.000 --> 00:11:49.000]  一個必然的結論
[00:11:49.000 --> 00:11:50.000]  第二個
[00:11:50.000 --> 00:11:51.000]  就是為什麼一個人兩個人
[00:11:51.000 --> 00:11:53.000]  經文很多時候是這樣的
[00:11:53.000 --> 00:11:58.000]  鬼入豬群有類似的記載
[00:11:58.000 --> 00:12:00.000]  一個人還是兩個人都是這樣
[00:12:00.000 --> 00:12:03.000]  其實這個是一個寫作手法的問題
[00:12:03.000 --> 00:12:05.000]  其實中文也有類似的說法
[00:12:05.000 --> 00:12:09.000]  就是當一件事發生的時間
[00:12:09.000 --> 00:12:10.000]  如果兩個人
[00:12:10.000 --> 00:12:12.000]  一個人比較突出說話
[00:12:12.000 --> 00:12:13.000]  他的對話
[00:12:13.000 --> 00:12:14.000]  他的動作
[00:12:14.000 --> 00:12:16.000]  是主要由他帶領的
[00:12:16.000 --> 00:12:17.000]  可以記載
[00:12:17.000 --> 00:12:18.000]  就集中他
[00:12:18.000 --> 00:12:19.000]  說一個人
[00:12:19.000 --> 00:12:22.000]  但是其實有另外一個記載手法
[00:12:22.000 --> 00:12:24.000]  就是說實際上兩個人在當中
[00:12:24.000 --> 00:12:25.000]  不過可能附和著的
[00:12:25.000 --> 00:12:27.000]  甚至是他的兒子
[00:12:27.000 --> 00:12:28.000]  或者是親戚
[00:12:28.000 --> 00:12:29.000]  小孩
[00:12:29.000 --> 00:12:30.000]  就沒有
[00:12:30.000 --> 00:12:31.000]  有些記載就不記載他
[00:12:31.000 --> 00:12:32.000]  有些記載就記載他
[00:12:32.000 --> 00:12:34.000]  所以這個是寫作的手法
[00:12:34.000 --> 00:12:38.000]  不一定是說經文本身有衝突
[00:12:38.000 --> 00:12:39.000]  我簡單交代了這個困難
[00:12:39.000 --> 00:12:40.000]  如果大家有機會
[00:12:40.000 --> 00:12:42.000]  我們再討論
[00:12:42.000 --> 00:12:43.000]  不過我想集中說說
[00:12:43.000 --> 00:12:45.000]  從這段經文裡面
[00:12:45.000 --> 00:12:50.000]  說到一個主題叫絕處逢生
[00:12:50.000 --> 00:12:52.000]  剛才我說過
[00:12:52.000 --> 00:12:55.000]  成年人可能最重要兩樣東西
[00:12:55.000 --> 00:12:58.000]  健康和金錢
[00:12:58.000 --> 00:12:59.000]  但是從這段經文46節裡面
[00:12:59.000 --> 00:13:02.000]  形容這個受助者
[00:13:02.000 --> 00:13:04.000]  可以說是一個非常絕望的人
[00:13:04.000 --> 00:13:05.000]  第一
[00:13:05.000 --> 00:13:06.000]  這裡說他是土犯的
[00:13:06.000 --> 00:13:08.000]  就是廣東話說黑衣
[00:13:08.000 --> 00:13:09.000]  當然
[00:13:09.000 --> 00:13:12.000]  是說2000年前的一個黑衣
[00:13:12.000 --> 00:13:15.000]  是一個相當貧困的人
[00:13:15.000 --> 00:13:16.000]  第二
[00:13:16.000 --> 00:13:17.000]  他不單止是黑衣
[00:13:17.000 --> 00:13:19.000]  還有一個核子
[00:13:19.000 --> 00:13:20.000]  就是盲眼的人
[00:13:20.000 --> 00:13:22.000]  我相信大家都很同意
[00:13:22.000 --> 00:13:25.000]  在人的殘障裡面
[00:13:25.000 --> 00:13:28.000]  差不多核眼是一個最難接受
[00:13:28.000 --> 00:13:31.000]  或者最痛苦的一個殘障
[00:13:31.000 --> 00:13:33.000]  可能看不到東西
[00:13:33.000 --> 00:13:35.000]  手腳有不方便
[00:13:35.000 --> 00:13:37.000]  更加的困難
[00:13:37.000 --> 00:13:39.000]  這個人本身就是
[00:13:39.000 --> 00:13:41.000]  眼睛看不到東西
[00:13:41.000 --> 00:13:42.000]  核子
[00:13:42.000 --> 00:13:44.000]  是一個可以說不是很健康
[00:13:44.000 --> 00:13:47.000]  不是很健全的一個傷殘人士
[00:13:47.000 --> 00:13:50.000]  還有經濟
[00:13:50.000 --> 00:13:51.000]  也幫不了他
[00:13:51.000 --> 00:13:53.000]  他不能夠有財富
[00:13:53.000 --> 00:13:55.000]  比他更加方便
[00:13:55.000 --> 00:13:57.000]  這個聖經只是形容他
[00:13:57.000 --> 00:13:59.000]  他是抵買的兒子
[00:13:59.000 --> 00:14:01.000]  巴底賣
[00:14:01.000 --> 00:14:03.000]  可能我們今天覺得奇怪
[00:14:03.000 --> 00:14:07.000]  為何爸爸和兒子的名字一樣
[00:14:07.000 --> 00:14:08.000]  爸爸叫抵買
[00:14:08.000 --> 00:14:09.000]  兒子叫巴底賣
[00:14:09.000 --> 00:14:11.000]  就是一樣的名字
[00:14:11.000 --> 00:14:12.000]  原因就是這樣
[00:14:12.000 --> 00:14:15.000]  其實這個可能未必是真名
[00:14:15.000 --> 00:14:17.000]  巴這個字的音
[00:14:17.000 --> 00:14:19.000]  就是說是兒子的意思
[00:14:19.000 --> 00:14:20.000]  所以巴底賣
[00:14:20.000 --> 00:14:23.000]  其實直接就是抵買的兒子
[00:14:23.000 --> 00:14:27.000]  所以我們中文索性就叫做巴底賣
[00:14:27.000 --> 00:14:30.000]  其實就是知道他爸爸的名字叫抵買
[00:14:30.000 --> 00:14:32.000]  然後就是他的兒子
[00:14:32.000 --> 00:14:35.000]  用希臘文說就是巴底賣
[00:14:35.000 --> 00:14:36.000]  好了
[00:14:36.000 --> 00:14:37.000]  還有一個問題
[00:14:37.000 --> 00:14:39.000]  抵賣是什麼意思呢
[00:14:39.000 --> 00:14:40.000]  抵賣是什麼意思
[00:14:40.000 --> 00:14:46.000]  不是很抵賣的意思
[00:14:46.000 --> 00:14:48.000]  抵賣的意思有一個可能性
[00:14:48.000 --> 00:14:50.000]  當然這個很難在解經上決定
[00:14:50.000 --> 00:14:52.000]  因為如果你回顧抵賣這個音
[00:14:52.000 --> 00:14:53.000]  寫的時候希臘文寫
[00:14:53.000 --> 00:14:56.000]  希臘文和舊約的希伯倫文的音
[00:14:56.000 --> 00:14:59.000]  抵賣的音加在一起的時候
[00:14:59.000 --> 00:15:03.000]  舊約希伯倫文抵賣的希臘希伯倫文的意思
[00:15:03.000 --> 00:15:06.000]  是指不潔淨
[00:15:06.000 --> 00:15:09.000]  是不是就此之間我們不能夠好肯定地說
[00:15:09.000 --> 00:15:10.000]  如果是的話
[00:15:10.000 --> 00:15:15.000]  就說連他爸爸本身都一個不受歡迎的人物
[00:15:15.000 --> 00:15:16.000]  可能有皮膚病
[00:15:16.000 --> 00:15:18.000]  當時有些傳染皮膚病
[00:15:18.000 --> 00:15:21.000]  是視為是無藥可醫的
[00:15:21.000 --> 00:15:25.000]  所以不潔淨你不要住在人群當中
[00:15:25.000 --> 00:15:27.000]  如果真是
[00:15:27.000 --> 00:15:28.000]  當然我再說不能夠肯定
[00:15:28.000 --> 00:15:29.000]  如果真是這樣的話
[00:15:29.000 --> 00:15:34.000]  這個人真是人生遇見一個很大的困境
[00:15:34.000 --> 00:15:37.000]  他家庭不好
[00:15:37.000 --> 00:15:39.000]  他健康有困難
[00:15:39.000 --> 00:15:42.000]  然後他經濟都幫不了他
[00:15:42.000 --> 00:15:44.000]  他只能夠在當時來說
[00:15:44.000 --> 00:15:47.000]  是坐在路旁準備人救濟
[00:15:47.000 --> 00:15:50.000]  過他的餘下的人生
[00:15:50.000 --> 00:15:51.000]  他的人生只有這麼多
[00:15:51.000 --> 00:15:53.000]  為了生存的義務
[00:15:53.000 --> 00:15:55.000]  他只能夠在路旁做黑社工座
[00:15:55.000 --> 00:16:01.000]  沒有其他的方法可以改善他的實際情況
[00:16:01.000 --> 00:16:03.000]  這個絕望的人生
[00:16:03.000 --> 00:16:08.000]  我相信比今天我們在座當中的人可能更加困難
