
[00:00:00.000 --> 00:00:05.000]  創世記裏面的人物 大家很熟悉的
[00:04:11.000 --> 00:04:13.000]  是在他私人的生活裡面
[00:04:13.000 --> 00:04:14.000]  一個很偉大的領袖
[00:04:14.000 --> 00:04:16.000]  走出來人人服他的
[00:04:16.000 --> 00:04:19.000]  回到家裡沒有聲音的
[00:04:19.000 --> 00:04:25.000]  聖經的人物其實都是跟我們一樣
[00:04:25.000 --> 00:04:28.000]  只要我們肯放下
[00:04:28.000 --> 00:04:32.000]  不再用道德的眼光去看他們
[00:04:32.000 --> 00:04:36.000]  而用一個好像希伯來書所說
[00:04:36.000 --> 00:04:39.000]  耶穌來到這個世界上
[00:04:39.000 --> 00:04:43.000]  跟我們一樣做有血有肉的人
[00:04:43.000 --> 00:04:46.000]  用這個角度去看聖經的人物
[00:04:46.000 --> 00:04:49.000]  你會發覺聖經所強調的
[00:04:49.000 --> 00:04:53.000]  不是一個理想
[00:04:53.000 --> 00:04:57.000]  不是一個沒有瑕疵
[00:04:57.000 --> 00:05:03.000]  不是一個黑白分明這樣的世界
[00:05:03.000 --> 00:05:08.000]  聖經所強調的是在現實當中出發
[00:05:08.000 --> 00:05:12.000]  不是從理想出發
[00:05:12.000 --> 00:05:14.000]  所以我們上一次提過
[00:05:14.000 --> 00:05:20.000]  我們說創世記這本書是說開始的
[00:05:20.000 --> 00:05:22.000]  事實上這本書的題目
[00:05:22.000 --> 00:05:25.000]  從希伯來文到希臘文
[00:05:25.000 --> 00:05:29.000]  到拉丁文到英文genesis這個字
[00:05:29.000 --> 00:05:31.000]  你不懂希伯來文代理詩
[00:05:31.000 --> 00:05:32.000]  那不要緊
[00:05:32.000 --> 00:05:34.000]  你懂英文genesis
[00:05:34.000 --> 00:05:36.000]  都是解開始的意思
[00:05:36.000 --> 00:05:39.000]  誰知道來到中文就翻譯成創世記
[00:05:39.000 --> 00:05:41.000]  離行離立
[00:05:41.000 --> 00:05:43.000]  只是講頭那兩章聖經
[00:05:43.000 --> 00:05:46.000]  從哪裡開始?
[00:05:46.000 --> 00:05:51.000]  創世記裡面的結構告訴我們
[00:05:51.000 --> 00:05:56.000]  從五個人物的生命
[00:05:56.000 --> 00:06:00.000]  我們可以開始去認識上帝
[00:06:00.000 --> 00:06:03.000]  創世記不是將我們的眼光
[00:06:03.000 --> 00:06:07.000]  帶到上帝創造天地之前
[00:06:07.000 --> 00:06:10.000]  在永恆的亮光當中
[00:06:10.000 --> 00:06:14.000]  他怎樣過著一個沒有罪惡
[00:06:14.000 --> 00:06:18.000]  豐富很完美的生活
[00:06:18.000 --> 00:06:20.000]  創世記沒有興趣講這些
[00:06:20.000 --> 00:06:22.000]  聖經也沒有興趣講這些
[00:06:22.000 --> 00:06:26.000]  這是我們人的好奇心
[00:06:26.000 --> 00:06:32.000]  很多人信宗教喜歡捐這些靈界奧秘
[00:06:32.000 --> 00:06:34.000]  誰不知你讀聖經
[00:06:34.000 --> 00:06:39.000]  聖經往往是將我們從十八層天上扯下來
[00:06:39.000 --> 00:06:44.000]  拉我們進入世界和歷史裡面
[00:06:44.000 --> 00:06:49.000]  從世界從歷史從人的生命裡面
[00:06:49.000 --> 00:06:54.000]  作為一個開始去認識上帝
[00:06:54.000 --> 00:06:57.000]  所以上一課我們花了很多時間
[00:06:57.000 --> 00:06:59.000]  討論創世記的結構
[00:06:59.000 --> 00:07:01.000]  我想告訴你
[00:07:01.000 --> 00:07:03.000]  創世記不是你心目中想的
[00:07:03.000 --> 00:07:08.000]  講一些很精彩創造的奧秘
[00:07:08.000 --> 00:07:10.000]  剛剛相反
[00:07:10.000 --> 00:07:14.000]  聖經用很快速很短的篇幅
[00:07:14.000 --> 00:07:16.000]  就講完創造天地了
[00:07:16.000 --> 00:07:25.000]  它真是想講的乃是亞當、羅亞、亞伯拉罕、雅各、約瑟
[00:07:25.000 --> 00:07:27.000]  這一班人
[00:07:27.000 --> 00:07:31.000]  在這一班有血有肉的人的生命當中
[00:07:31.000 --> 00:07:35.000]  是我們認識上帝的起點
[00:07:35.000 --> 00:07:39.000]  那就是說我們讀這些人物的時候
[00:07:39.000 --> 00:07:41.000]  我們就不只是問
[00:07:41.000 --> 00:07:43.000]  什麼是對什麼是錯
[00:07:43.000 --> 00:07:47.000]  什麼是對什麼是正
[00:07:47.000 --> 00:07:50.000]  什麼是榜樣什麼是尷尬
[00:07:50.000 --> 00:07:55.000]  我們要離開那個道德的眼光
[00:07:55.000 --> 00:07:58.000]  我們要再進深一層
[00:07:58.000 --> 00:08:00.000]  或者我們要進入到去問
[00:08:00.000 --> 00:08:04.000]  究竟神在這些人的身上
[00:08:04.000 --> 00:08:06.000]  在做些什麼
[00:08:06.000 --> 00:08:10.000]  那個焦點就轉移了
[00:08:10.000 --> 00:08:12.000]  就不是這個人在做些什麼
[00:08:12.000 --> 00:08:14.000]  這個人是好人還是壞人
[00:08:14.000 --> 00:08:15.000]  不是
[00:08:15.000 --> 00:08:17.000]  好人也好壞人也好
[00:08:17.000 --> 00:08:18.000]  事實上這個世界上
[00:08:18.000 --> 00:08:23.000]  好人和壞人很難分的
[00:08:23.000 --> 00:08:26.000]  香港電視訪問過一個
[00:08:26.000 --> 00:08:30.000]  隔水逆船一個小時以外的梳打婦
[00:08:30.000 --> 00:08:34.000]  某一個江湖的人物
[00:08:34.000 --> 00:08:37.000]  她也有溫柔的一面
[00:08:37.000 --> 00:08:39.000]  她的家人看她
[00:08:39.000 --> 00:08:41.000]  很愛她的人看她
[00:08:41.000 --> 00:08:46.000]  她完全不是那個打打殺殺的那個大哥什麼的
[00:08:46.000 --> 00:08:48.000]  什麼是好什麼是壞
[00:08:48.000 --> 00:08:51.000]  你就算不認識你身邊的人
[00:08:51.000 --> 00:08:53.000]  你認識你自己
[00:08:53.000 --> 00:08:57.000]  你打開你的自己的生命在一起
[00:08:57.000 --> 00:09:00.000]  什麼是好什麼是壞
[00:09:00.000 --> 00:09:03.000]  有時不是一刀切
[00:09:03.000 --> 00:09:06.000]  上帝不只是選那些好人
[00:09:06.000 --> 00:09:09.000]  或者上帝又不只是選那些壞人
[00:09:09.000 --> 00:09:11.000]  兩樣都錯
[00:09:11.000 --> 00:09:15.000]  上帝選每一個人就照著那個人的生命
[00:09:15.000 --> 00:09:17.000]  在他的生命當中
[00:09:17.000 --> 00:09:22.000]  來成就上帝要成就的工作
[00:09:22.000 --> 00:09:24.000]  這是創世記給我們看到
[00:09:24.000 --> 00:09:29.000]  一幅一幅很特別的圖畫
[00:09:29.000 --> 00:09:32.000]  上一堂我們看了上集
[00:09:32.000 --> 00:09:34.000]  我們說雅各的家族的故事
[00:09:34.000 --> 00:09:39.000]  是由二十五章說以撒
[00:09:39.000 --> 00:09:43.000]  說她生兩個兒子開始
[00:09:43.000 --> 00:09:49.000]  我們看到上集記載雅各這個小孩
[00:09:49.000 --> 00:09:51.000]  從她出生
[00:09:51.000 --> 00:09:56.000]  一直到她父親離開世界
[00:09:56.000 --> 00:09:58.000]  這一段的記載
[00:09:58.000 --> 00:10:03.000]  是雅各的家庭的上集
[00:10:03.000 --> 00:10:05.000]  在這段記載當中
[00:10:05.000 --> 00:10:07.000]  我們特別留意到
[00:10:07.000 --> 00:10:10.000]  雅各這個做弟弟的
[00:10:10.000 --> 00:10:12.000]  從一開始
[00:10:12.000 --> 00:10:16.000]  她就要爭取在家庭當中
[00:10:16.000 --> 00:10:19.000]  不屬於她的東西
[00:10:19.000 --> 00:10:20.000]  我們解釋過
[00:10:20.000 --> 00:10:23.000]  你不要這麼快說她好還是不好
[00:10:23.000 --> 00:10:25.000]  讓你做到她
[00:10:25.000 --> 00:10:27.000]  你都要爭的
[00:10:27.000 --> 00:10:29.000]  那些東西不是自然而然
[00:10:29.000 --> 00:10:32.000]  就會出現在你的身上
[00:10:32.000 --> 00:10:35.000]  雅各出生在一個很淺黑的家族
[00:10:35.000 --> 00:10:39.000]  她的祖父阿伯拉罕遠近知名
[00:10:39.000 --> 00:10:41.000]  你爺爺是誰
[00:10:41.000 --> 00:10:43.000]  有時很怕人這樣說
[00:10:43.000 --> 00:10:45.000]  我是我
[00:10:45.000 --> 00:10:47.000]  為什麼要說我爺爺是誰
[00:10:47.000 --> 00:10:50.000]  爺爺太出名了
[00:10:50.000 --> 00:10:52.000]  爺爺的名字很厲害
[00:10:52.000 --> 00:10:54.000]  是人都知道的
[00:10:54.000 --> 00:10:56.000]  做後代都很慘的
[00:10:56.000 --> 00:10:58.000]  壓力很大
[00:10:58.000 --> 00:11:00.000]  以撒就沒有這個問題
[00:11:00.000 --> 00:11:02.000]  因為以撒是獨生子
[00:11:02.000 --> 00:11:04.000]  你記不記得我們說過
[00:11:04.000 --> 00:11:06.000]  所有屬於阿伯拉罕
[00:11:06.000 --> 00:11:08.000]  無論是財產
[00:11:08.000 --> 00:11:10.000]  無論是屬靈的祝福
[00:11:10.000 --> 00:11:12.000]  以撒一個不該
[00:11:12.000 --> 00:11:14.000]  我們說只要她不離家出走
[00:11:14.000 --> 00:11:16.000]  只要她繼續做阿伯拉罕
[00:11:16.000 --> 00:11:18.000]  合法的獨生兒子
[00:11:18.000 --> 00:11:22.000]  她就一個人承受了整個家庭
[00:11:22.000 --> 00:11:24.000]  所有的一切
[00:11:24.000 --> 00:11:26.000]  當然如果阿伯拉罕欠債
[00:11:26.000 --> 00:11:27.000]  被人追大耳窿
[00:11:27.000 --> 00:11:28.000]  那以撒要還
[00:11:28.000 --> 00:11:30.000]  但阿伯拉罕不是這樣的人
[00:11:30.000 --> 00:11:32.000]  阿伯拉罕是一個很成功的領袖
[00:11:32.000 --> 00:11:35.000]  所以以撒所遺傳得到的
[00:11:35.000 --> 00:11:37.000]  全部都是好的東西
[00:11:37.000 --> 00:11:39.000]  所以以撒可以很安靜的
[00:11:39.000 --> 00:11:41.000]  以撒不用爭的
[00:11:41.000 --> 00:11:43.000]  以撒很自由淡定的
[00:11:43.000 --> 00:11:45.000]  以撒這個人物
[00:11:45.000 --> 00:11:47.000]  不是很難做的
[00:11:47.000 --> 00:11:50.000]  以素雅各的哥哥
[00:11:50.000 --> 00:11:53.000]  我們說他是長子
[00:11:53.000 --> 00:11:55.000]  所以也天公地道
[00:11:55.000 --> 00:11:57.000]  在這個家庭當中
[00:11:57.000 --> 00:11:59.000]  他有一個份
[00:11:59.000 --> 00:12:00.000]  有一個身份
[00:12:00.000 --> 00:12:02.000]  有一個地位在這裏
[00:12:02.000 --> 00:12:04.000]  長子嘛
[00:12:04.000 --> 00:12:06.000]  阿伯當然是看重長子
[00:12:06.000 --> 00:12:08.000]  這件事都是先教他
[00:12:08.000 --> 00:12:11.000]  其實雅各和以素是媽生的
[00:12:11.000 --> 00:12:13.000]  一起出生
[00:12:13.000 --> 00:12:16.000]  但都要分你是大你是小
[00:12:16.000 --> 00:12:18.000]  所以對雅各來說
[00:12:18.000 --> 00:12:20.000]  他出生在這個家庭當中
[00:12:20.000 --> 00:12:23.000]  最不幸的就是他有個哥哥
[00:12:23.000 --> 00:12:24.000]  如果他是獨生兒子
[00:12:24.000 --> 00:12:26.000]  就什麼事都沒有
[00:12:26.000 --> 00:12:27.000]  如果他是哥哥
[00:12:27.000 --> 00:12:28.000]  就什麼事都沒有
[00:12:28.000 --> 00:12:30.000]  他不是,他是弟弟
[00:12:30.000 --> 00:12:31.000]  所以我們說
[00:12:31.000 --> 00:12:34.000]  一切在亞伯拉罕這個家庭裏面
[00:12:34.000 --> 00:12:37.000]  所發生的重要的事情
[00:12:37.000 --> 00:12:39.000]  上帝的祝福
[00:12:39.000 --> 00:12:41.000]  上帝的帶領
[00:12:41.000 --> 00:12:43.000]  上帝的同在
[00:12:43.000 --> 00:12:45.000]  可以在雅各身邊發生
[00:12:45.000 --> 00:12:48.000]  對雅各一點關係都沒有的
[00:12:48.000 --> 00:12:50.000]  他是個旁觀者
[00:12:50.000 --> 00:12:52.000]  所以你看見以素很開心的
[00:12:52.000 --> 00:12:54.000]  小時候出去打獵
[00:12:54.000 --> 00:12:56.000]  他不關心自己的
[00:12:56.000 --> 00:12:57.000]  你以為拿了他了
[00:12:57.000 --> 00:13:00.000]  那獎之名算得了什麼
[00:13:00.000 --> 00:13:02.000]  以素很灑脫
[00:13:02.000 --> 00:13:05.000]  以素的性格很外露的
[00:13:05.000 --> 00:13:06.000]  他沒有東西收藏的
[00:13:06.000 --> 00:13:08.000]  但雅各就不同
[00:13:08.000 --> 00:13:10.000]  從一開始聖經知道
[00:13:10.000 --> 00:13:12.000]  他很多東西在心裏盤算
[00:13:12.000 --> 00:13:13.000]  他沒有把握
[00:13:13.000 --> 00:13:14.000]  他要贏
[00:13:14.000 --> 00:13:16.000]  他要得到這一切
[00:13:16.000 --> 00:13:19.000]  從小訓練成雅各
[00:13:19.000 --> 00:13:23.000]  是一個鬥爭的勇士
[00:13:23.000 --> 00:13:26.000]  而他贏了
[00:13:26.000 --> 00:13:29.000]  在他的生平經文
[00:13:29.000 --> 00:13:32.000]  如果你看他的故事結構
[00:13:32.000 --> 00:13:34.000]  從二十五章
[00:13:34.000 --> 00:13:38.000]  一直到三十一章
[00:13:38.000 --> 00:13:40.000]  他一直贏
[00:13:40.000 --> 00:13:43.000]  長長都贏
[00:13:43.000 --> 00:13:45.000]  他贏了哥哥
[00:13:45.000 --> 00:13:47.000]  他贏了爸爸
[00:13:47.000 --> 00:13:49.000]  他贏了外父
[00:13:49.000 --> 00:13:52.000]  他贏了上帝
[00:13:52.000 --> 00:13:55.000]  全部他都贏
[00:13:55.000 --> 00:13:58.000]  他要的東西他得到
[00:13:58.000 --> 00:14:00.000]  他要什麼他要祝福
[00:14:00.000 --> 00:14:02.000]  他得到
[00:14:02.000 --> 00:14:05.000]  這個不是一兩年之間的事
[00:14:05.000 --> 00:14:08.000]  這個是二十多年的事
[00:14:08.000 --> 00:14:10.000]  你想想你二十年前
[00:14:10.000 --> 00:14:12.000]  你立了什麼志願
[00:14:12.000 --> 00:14:13.000]  多數都有寫的
[00:14:13.000 --> 00:14:15.000]  新年作文
[00:14:15.000 --> 00:14:16.000]  我立志長大之後
[00:14:16.000 --> 00:14:17.000]  要怎樣怎樣
[00:14:17.000 --> 00:14:19.000]  你現在得到沒有
[00:14:19.000 --> 00:14:21.000]  很多人得到
[00:14:21.000 --> 00:14:24.000]  香港是一個充滿機會的地方
[00:14:24.000 --> 00:14:26.000]  只要你肯拼 肯勤力
[00:14:26.000 --> 00:14:29.000]  你可以得到你小時候的夢想
[00:14:29.000 --> 00:14:31.000]  很多人在西市區出生
[00:14:31.000 --> 00:14:34.000]  在木屋區長大
[00:14:34.000 --> 00:14:36.000]  但是他掙扎去努力
[00:14:36.000 --> 00:14:38.000]  讀書 求上進
[00:14:38.000 --> 00:14:41.000]  二十年之後脫胎換骨
[00:14:41.000 --> 00:14:46.000]  鄧雅各為他所贏取的祝福
[00:14:46.000 --> 00:14:50.000]  付上很沉重的代價
[00:14:50.000 --> 00:14:52.000]  這個是必然的
[00:14:52.000 --> 00:14:55.000]  我們從雅各的身上我們見到
[00:14:55.000 --> 00:14:59.000]  聖經沒有為他的生命
[00:14:59.000 --> 00:15:01.000]  加上什麼的裝飾
[00:15:01.000 --> 00:15:04.000]  沒有文過飾非
[00:15:04.000 --> 00:15:07.000]  聖經很誠實的
[00:15:07.000 --> 00:15:09.000]  將雅各的德性
[00:15:09.000 --> 00:15:12.000]  和他的損失
[00:15:12.000 --> 00:15:14.000]  好像一盤賬簿那樣
[00:15:14.000 --> 00:15:17.000]  列在我們的眼前
[00:15:17.000 --> 00:15:19.000]  雅各贏得一切
[00:15:19.000 --> 00:15:22.000]  但是贏的代價
[00:15:22.000 --> 00:15:26.000]  就是人人都變成他的對手
[00:15:26.000 --> 00:15:28.000]  這個在香港我們很明白
[00:15:28.000 --> 00:15:31.000]  不用爭 大家是朋友
[00:15:31.000 --> 00:15:35.000]  要爭就是敵人
[00:15:35.000 --> 00:15:38.000]  從讀書要爭成績
[00:15:38.000 --> 00:15:41.000]  到上班要爭升職
[00:15:41.000 --> 00:15:44.000]  到要爭業績
[00:15:44.000 --> 00:15:46.000]  在在都是要表現自己
[00:15:46.000 --> 00:15:50.000]  表現自己就一定要打敗別人
[00:15:50.000 --> 00:15:52.000]  沒有真朋友做
[00:15:52.000 --> 00:15:56.000]  雅各在他身邊全部都是他的家人
[00:15:56.000 --> 00:15:58.000]  這樣才痛苦
[00:15:58.000 --> 00:16:02.000]  從哥哥到爸爸到舅父
[00:16:02.000 --> 00:16:04.000]  到他的表妹
[00:16:04.000 --> 00:16:06.000]  後來他的太太
[00:16:06.000 --> 00:16:09.000]  到他自己的表兄弟
[00:16:09.000 --> 00:16:11.000]  到他的兒子
[00:16:11.000 --> 00:16:13.000]  全部他都贏了
[00:16:13.000 --> 00:16:17.000]  全部都變成他的敵人
[00:16:17.000 --> 00:16:19.000]  所以在他人生
[00:16:19.000 --> 00:16:22.000]  我們讀到三十二章的時候
[00:16:22.000 --> 00:16:27.000]  在雅各的人生最大的危機
[00:16:27.000 --> 00:16:29.000]  就是他要回家
[00:16:29.000 --> 00:16:33.000]  人生總不能夠一直向前去
[00:16:33.000 --> 00:16:35.000]  年輕的時候就以為可以
[00:16:35.000 --> 00:16:37.000]  你總會回頭
[00:16:37.000 --> 00:16:39.000]  到你回頭的時候
[00:16:39.000 --> 00:16:42.000]  你要見回以前的人
[00:16:42.000 --> 00:16:44.000]  要見回他哥哥的耳掃
[00:16:44.000 --> 00:16:47.000]  在他見哥哥之前那一晚他睡不著
[00:16:47.000 --> 00:16:49.000]  他有最好的計劃
[00:16:49.000 --> 00:16:52.000]  這場上他繼續會贏
[00:16:52.000 --> 00:16:54.000]  哥哥無論出什麼牌
[00:16:54.000 --> 00:16:56.000]  他都有特朗普卡去特朗普他
[00:16:56.000 --> 00:16:58.000]  雅各仍然是雅各
[00:16:58.000 --> 00:17:00.000]  但那一晚
[00:17:00.000 --> 00:17:04.000]  他一個人都沒有在他身邊
[00:17:04.000 --> 00:17:09.000]  他孤單一個人
[00:17:09.000 --> 00:17:11.000]  大家都很記得那一晚發生什麼事
[00:17:11.000 --> 00:17:13.000]  他和上帝摔跤
[00:17:13.000 --> 00:17:19.000]  那一晚將他人生一路的經歷
[00:17:19.000 --> 00:17:21.000]  好像濃縮起來
[00:17:21.000 --> 00:17:25.000]  摔跤是他所習慣的
[00:17:25.000 --> 00:17:27.000]  所以就算是上帝也好
[00:17:27.000 --> 00:17:30.000]  就算上帝物質上來到他面前和他摔跤
[00:17:30.000 --> 00:17:32.000]  他都贏
[00:17:32.000 --> 00:17:33.000]  聖經是這樣記載的
[00:17:33.000 --> 00:17:34.000]  他贏了
[00:17:34.000 --> 00:17:37.000]  他是一個九經戰士
[00:17:37.000 --> 00:17:40.000]  很有經驗的一個戰士
[00:17:40.000 --> 00:17:42.000]  他請上帝
[00:17:42.000 --> 00:17:44.000]  我們說聖經記載
[00:17:44.000 --> 00:17:46.000]  上帝洗橫手
[00:17:46.000 --> 00:17:48.000]  舊約聖經的上帝
[00:17:48.000 --> 00:17:50.000]  不是神學裡的上帝
[00:17:50.000 --> 00:17:53.000]  不是至高無上的定律
[00:17:53.000 --> 00:17:55.000]  舊約聖經的上帝很幽默的
[00:17:55.000 --> 00:17:57.000]  又會說笑
[00:17:57.000 --> 00:18:00.000]  又會自己出招數
[00:18:00.000 --> 00:18:02.000]  是你完全想不到的
[00:18:02.000 --> 00:18:07.000]  雅各是習慣了要贏不格手段的
[00:18:07.000 --> 00:18:09.000]  上帝現在讓他試一次
[00:18:09.000 --> 00:18:11.000]  你要贏不格手段
[00:18:11.000 --> 00:18:13.000]  現在你試一下做輸的那個
[00:18:13.000 --> 00:18:15.000]  看看怎麼樣
[00:18:15.000 --> 00:18:17.000]  雅各捏都沒得捏的
[00:18:17.000 --> 00:18:18.000]  沒有理由
[00:18:18.000 --> 00:18:19.000]  上帝我贏了你
[00:18:19.000 --> 00:18:21.000]  你最後捏我一下幹什麼
[00:18:21.000 --> 00:18:23.000]  你是這樣對人的
[00:18:23.000 --> 00:18:25.000]  一直來你都是贏的那個
[00:18:25.000 --> 00:18:27.000]  所以你很快樂
[00:18:27.000 --> 00:18:30.000]  現在你試一下做另外那邊那個人
[00:18:30.000 --> 00:18:32.000]  雅各在那一晚的經歷
[00:18:32.000 --> 00:18:35.000]  令他整個人改變過來
[00:18:35.000 --> 00:18:38.000]  所以在第二天
[00:18:38.000 --> 00:18:41.000]  當他面對他哥哥的時候
[00:18:41.000 --> 00:18:46.000]  我們留意到他跟他哥哥說一句話
[00:18:46.000 --> 00:18:48.000]  他跟他哥哥說
[00:18:48.000 --> 00:18:53.000]  我帶回祝福回來還給你
[00:18:53.000 --> 00:18:56.000]  這個中文聖經沒有這樣翻譯
[00:18:56.000 --> 00:18:59.000]  中文聖經只是譯作禮物
[00:18:59.000 --> 00:19:02.000]  但其實在三十二章
[00:19:02.000 --> 00:19:05.000]  三十三章
[00:19:05.000 --> 00:19:07.000]  第十節
[00:19:07.000 --> 00:19:09.000]  第十一節
[00:19:09.000 --> 00:19:13.000]  那兩處說禮物是兩個不同的字眼
[00:19:13.000 --> 00:19:16.000]  第十節是禮物
[00:19:16.000 --> 00:19:20.000]  第十一節是祝福
[00:19:20.000 --> 00:19:27.000]  就是他從他父親病床之上
[00:19:27.000 --> 00:19:30.000]  所拿回來的祝福
[00:19:30.000 --> 00:19:34.000]  二十年前他拿回來的祝福
[00:19:34.000 --> 00:19:38.000]  他帶著這個祝福二十年
[00:19:38.000 --> 00:19:44.000]  他最後還回給二嫂
[00:19:44.000 --> 00:19:49.000]  這個行動完全不簡單
[00:19:49.000 --> 00:19:52.000]  在雅各的生命當中
[00:19:52.000 --> 00:19:57.000]  我們見到一個很徹底的改變
[00:19:57.000 --> 00:20:02.000]  德和失對他來說他經歷得很深
[00:20:02.000 --> 00:20:06.000]  所以到最後他竟然經過盤算之後
[00:20:06.000 --> 00:20:15.000]  他願意將他一生不斷要得到的那樣東西
[00:20:15.000 --> 00:20:17.000]  他還給他兩個
[00:20:17.000 --> 00:20:20.000]  而經文接著說下去
[00:20:20.000 --> 00:20:24.000]  我們發覺周圍的人沒有改變
[00:20:24.000 --> 00:20:27.000]  三十四章記載他兩個兒子
[00:20:27.000 --> 00:20:31.000]  和妹報仇和家男人鬥爭
[00:20:31.000 --> 00:20:35.000]  就好像二十六章最開始的時候
[00:20:35.000 --> 00:20:39.000]  他的父親以薩和菲利士人鬥爭
[00:20:39.000 --> 00:20:43.000]  為井水為了這些利益衝突
