
[00:00:00.000 --> 00:00:03.000]  多謝施這麼好的師哥
[00:01:33.000 --> 00:01:35.000]  是講錢的
[00:01:35.000 --> 00:01:37.000]  講錢 講事業
[00:01:37.000 --> 00:01:39.000]  講具體的我們物質的生活
[00:01:39.000 --> 00:01:41.000]  但是同時又講敬虔
[00:01:41.000 --> 00:01:43.000]  講我們屬天的
[00:01:43.000 --> 00:01:45.000]  屬靈的來世的生活
[00:01:45.000 --> 00:01:47.000]  所以我們其實有兩面的
[00:01:47.000 --> 00:01:50.000]  我們作為基督徒其實有兩個身份
[00:01:50.000 --> 00:01:53.000]  十六世紀的馬丁路德提醒我們
[00:01:53.000 --> 00:01:57.000]  我們每一個基督徒都有雙重國度的身份
[00:01:57.000 --> 00:01:58.000]  什麼是雙重國度呢
[00:01:58.000 --> 00:02:02.000]  一方面我們當然是天上的子民
[00:02:02.000 --> 00:02:04.000]  我們有屬靈的追求
[00:02:04.000 --> 00:02:06.000]  我們有來生的盼望
[00:02:06.000 --> 00:02:09.000]  這個是屬靈上面的國度
[00:02:09.000 --> 00:02:10.000]  天國的子民
[00:02:10.000 --> 00:02:12.000]  但是同時我們都不要忘記
[00:02:12.000 --> 00:02:14.000]  我們仍然是香港的居民
[00:02:14.000 --> 00:02:16.000]  我們是物質的生活
[00:02:16.000 --> 00:02:18.000]  我們都要繼續面對
[00:02:18.000 --> 00:02:20.000]  我們是現世的子民
[00:02:20.000 --> 00:02:22.000]  這個絕對沒有錯也沒有錯
[00:02:22.000 --> 00:02:26.000]  我們是這兩重的身份裏面過每日的生活
[00:02:26.000 --> 00:02:29.000]  這兩重身份不一定需要互相衝突的
[00:02:29.000 --> 00:02:31.000]  更加不需要互相排斥
[00:02:31.000 --> 00:02:33.000]  我們是互相的擁抱
[00:02:33.000 --> 00:02:36.000]  但是當中是有些張力的
[00:02:36.000 --> 00:02:37.000]  怎樣的張力呢
[00:02:37.000 --> 00:02:39.000]  今天我們一會兒看看
[00:02:39.000 --> 00:02:41.000]  這段聖經裏面提醒我們怎樣可以
[00:02:41.000 --> 00:02:45.000]  過得一個又可以在日常生活裏面
[00:02:45.000 --> 00:02:48.000]  在今生的物質生活裏面
[00:02:48.000 --> 00:02:50.000]  又可以很好的
[00:02:50.000 --> 00:02:52.000]  很成功的一個人
[00:02:52.000 --> 00:02:54.000]  同時亦都在屬靈上面
[00:02:54.000 --> 00:02:55.000]  很虔誠的一個人
[00:02:55.000 --> 00:02:57.000]  這個就是一個最美麗的
[00:02:57.000 --> 00:03:00.000]  最適合的一個形象
[00:03:00.000 --> 00:03:03.000]  這個就是我們的第十九節裏面
[00:03:03.000 --> 00:03:04.000]  剛才我們讀到最後
[00:03:04.000 --> 00:03:07.000]  就說這個是真正的生命
[00:03:07.000 --> 00:03:08.000]  這句說話很好
[00:03:08.000 --> 00:03:10.000]  我們有這種真正的生命
[00:03:10.000 --> 00:03:12.000]  不過要建立在哪裏呢
[00:03:12.000 --> 00:03:13.000]  十九節裏面說
[00:03:13.000 --> 00:03:16.000]  要建立在一個美好的基礎上面
[00:03:16.000 --> 00:03:18.000]  待會我們就研究一下
[00:03:18.000 --> 00:03:20.000]  這個美好的基礎是怎樣
[00:03:20.000 --> 00:03:23.000]  以致我們可以有這種真正的生命
[00:03:23.000 --> 00:03:25.000]  這種真正的生命就是
[00:03:25.000 --> 00:03:26.000]  剛才我們說過
[00:03:26.000 --> 00:03:27.000]  一方面在現世裏面
[00:03:27.000 --> 00:03:29.000]  在物質上面
[00:03:29.000 --> 00:03:31.000]  我們很好的生活
[00:03:31.000 --> 00:03:32.000]  另外同時
[00:03:32.000 --> 00:03:35.000]  我們又在永恆的世界裏面
[00:03:35.000 --> 00:03:37.000]  我們在屬靈的追求上面
[00:03:37.000 --> 00:03:39.000]  我們又可以成為神所喜悅的
[00:03:39.000 --> 00:03:42.000]  屬靈的敬虔的人
[00:03:42.000 --> 00:03:45.000]  這是我們北宣家的核心價值
[00:03:45.000 --> 00:03:48.000]  我們北宣家的人的形象就是要這樣的
[00:03:48.000 --> 00:03:50.000]  在世上我們做得好
[00:03:50.000 --> 00:03:52.000]  在屬靈上面我們熱心
[00:03:52.000 --> 00:03:53.000]  好不好
[00:03:53.000 --> 00:03:54.000]  這個大家記住了
[00:03:54.000 --> 00:03:56.000]  這幅圖畫其實
[00:03:56.000 --> 00:03:59.000]  成為我們一個標準的榜樣
[00:03:59.000 --> 00:04:00.000]  剛才我們說這樣
[00:04:00.000 --> 00:04:02.000]  我們雙重的身份會不會很虛偽
[00:04:02.000 --> 00:04:03.000]  不是的
[00:04:03.000 --> 00:04:06.000]  每一個人都有不同的角色
[00:04:06.000 --> 00:04:09.000]  在不同的地方有不同的角色
[00:04:09.000 --> 00:04:11.000]  這個當然是很自然的
[00:04:11.000 --> 00:04:13.000]  在家裏面你是父親
[00:04:13.000 --> 00:04:16.000]  在公司裏面你是同事
[00:04:16.000 --> 00:04:19.000]  在妻子面前你是丈夫
[00:04:19.000 --> 00:04:22.000]  這些你都不會說同樣的東西
[00:04:22.000 --> 00:04:23.000]  不是說你虛偽
[00:04:23.000 --> 00:04:25.000]  也不是說見人說人話
[00:04:25.000 --> 00:04:26.000]  見鬼說鬼話
[00:04:26.000 --> 00:04:27.000]  不是
[00:04:27.000 --> 00:04:29.000]  但是你是有不同的身份
[00:04:29.000 --> 00:04:31.000]  你是北宣的會友
[00:04:31.000 --> 00:04:32.000]  你是屬靈上面的
[00:04:32.000 --> 00:04:34.000]  你追求在教會裏面
[00:04:34.000 --> 00:04:37.000]  你可以和頂尖的朋友分享
[00:04:37.000 --> 00:04:39.000]  你去做生意
[00:04:39.000 --> 00:04:40.000]  你見那個客人的時候
[00:04:40.000 --> 00:04:42.000]  你不會說我覺得自己很不配
[00:04:42.000 --> 00:04:44.000]  教授一整個欽點
[00:04:44.000 --> 00:04:45.000]  我嘗試一下
[00:04:45.000 --> 00:04:46.000]  不過仰望著吧
[00:04:46.000 --> 00:04:49.000]  你說甚麼
[00:04:49.000 --> 00:04:50.000]  不明白的
[00:04:50.000 --> 00:04:51.000]  不是的
[00:04:51.000 --> 00:04:52.000]  你說我這個產品
[00:04:52.000 --> 00:04:54.000]  你買了這個產品
[00:04:54.000 --> 00:04:55.000]  將來一定賺的
[00:04:55.000 --> 00:04:57.000]  當然是這樣說的
[00:04:57.000 --> 00:04:59.000]  你這樣說就很世俗了
[00:04:59.000 --> 00:05:00.000]  不是
[00:05:00.000 --> 00:05:01.000]  不需要的
[00:05:01.000 --> 00:05:03.000]  因為我們都想和人生意做得好
[00:05:03.000 --> 00:05:04.000]  我們作為一個員工
[00:05:04.000 --> 00:05:06.000]  我們都想老闆升我們職位
[00:05:06.000 --> 00:05:07.000]  對不對
[00:05:07.000 --> 00:05:09.000]  就算我沒有做這些事
[00:05:09.000 --> 00:05:11.000]  我只是在家煮飯
[00:05:11.000 --> 00:05:13.000]  都是想你們煮得好
[00:05:13.000 --> 00:05:14.000]  是不是
[00:05:14.000 --> 00:05:15.000]  好好地煮一頓飯
[00:05:15.000 --> 00:05:16.000]  來看著小朋友
[00:05:16.000 --> 00:05:18.000]  讓他們成長
[00:05:18.000 --> 00:05:19.000]  我們每一個人
[00:05:19.000 --> 00:05:21.000]  在我們都有現世的責任和生活
[00:05:21.000 --> 00:05:23.000]  這些絕對不需要怕
[00:05:23.000 --> 00:05:25.000]  也不是有甚麼羞恥
[00:05:25.000 --> 00:05:27.000]  這是很好的
[00:05:27.000 --> 00:05:29.000]  但是我們同時
[00:05:29.000 --> 00:05:30.000]  在屬靈上面
[00:05:30.000 --> 00:05:31.000]  有一種拉力
[00:05:31.000 --> 00:05:32.000]  拉著我們
[00:05:32.000 --> 00:05:34.000]  以致我們不會整個身體
[00:05:34.000 --> 00:05:36.000]  衝到物質的生活裏面
[00:05:36.000 --> 00:05:38.000]  被它支配了
[00:05:38.000 --> 00:05:42.000]  這個就是我們剛才讀這段聖經之前的第五節
[00:05:42.000 --> 00:05:44.000]  很重要的提醒我們
[00:05:44.000 --> 00:05:46.000]  他說有些人為了敬虔
[00:05:46.000 --> 00:05:48.000]  用敬虔成為一個甚麼呢
[00:05:48.000 --> 00:05:50.000]  得到大利利益的手段
[00:05:50.000 --> 00:05:52.000]  的門路
[00:05:52.000 --> 00:05:54.000]  這個就錯了
[00:05:54.000 --> 00:05:55.000]  我們要敬虔
[00:05:55.000 --> 00:05:57.000]  我們也有需要利益
[00:05:57.000 --> 00:05:59.000]  這段聖經裏面很有意思的
[00:05:59.000 --> 00:06:01.000]  聖經很真實的
[00:06:01.000 --> 00:06:03.000]  它不單止說虔誠
[00:06:03.000 --> 00:06:05.000]  剛才我們所讀的經文裏面
[00:06:05.000 --> 00:06:06.000]  說虔誠
[00:06:06.000 --> 00:06:09.000]  說到我們要來世的富足
[00:06:09.000 --> 00:06:11.000]  但它同時也說到我們甚麼呢
[00:06:11.000 --> 00:06:12.000]  大六節
[00:06:12.000 --> 00:06:14.000]  敬虔而有知足
[00:06:14.000 --> 00:06:17.000]  就是得到大利的途徑
[00:06:17.000 --> 00:06:19.000]  聖經不用面紅的
[00:06:19.000 --> 00:06:21.000]  大利
[00:06:21.000 --> 00:06:23.000]  Great profit
[00:06:23.000 --> 00:06:25.000]  我們基督徒一樣要說大利的
[00:06:25.000 --> 00:06:27.000]  基督徒跟著下去
[00:06:27.000 --> 00:06:28.000]  剛才讀的時候
[00:06:28.000 --> 00:06:29.000]  一樣說甚麼呢
[00:06:29.000 --> 00:06:30.000]  說富足的
[00:06:30.000 --> 00:06:33.000]  說我們的神是厚賜百物給我們的
[00:06:33.000 --> 00:06:35.000]  這些完全都是合法的
[00:06:35.000 --> 00:06:37.000]  是對的
[00:06:37.000 --> 00:06:40.000]  但是當我們這樣說的時候
[00:06:40.000 --> 00:06:42.000]  我們留心一件事
[00:06:42.000 --> 00:06:44.000]  我們有神的人
[00:06:44.000 --> 00:06:47.000]  有這種天國子民的身份的人
[00:06:47.000 --> 00:06:49.000]  我們有一種拉力
[00:06:49.000 --> 00:06:51.000]  不斷有一種拉力
[00:06:51.000 --> 00:06:54.000]  和不斷對剛才所說的
[00:06:54.000 --> 00:06:56.000]  所謂富足
[00:06:56.000 --> 00:06:58.000]  百物
[00:06:58.000 --> 00:07:00.000]  利益
[00:07:00.000 --> 00:07:02.000]  有一種不同的角度去理解
[00:07:02.000 --> 00:07:04.000]  只要我們能夠這樣的話
[00:07:04.000 --> 00:07:06.000]  我們儘管可以去找利益
[00:07:06.000 --> 00:07:09.000]  你沒聽錯吧
[00:07:09.000 --> 00:07:11.000]  儘管可以找利益
[00:07:11.000 --> 00:07:15.000]  但是我們有這種屬靈的拉力
[00:07:15.000 --> 00:07:17.000]  和不同的角度去看的時候
[00:07:17.000 --> 00:07:20.000]  這就是聖經所提醒我們
[00:07:20.000 --> 00:07:23.000]  真正的生命是怎樣的
[00:07:23.000 --> 00:07:24.000]  那你說究竟
[00:07:24.000 --> 00:07:27.000]  怎樣有這種屬靈的拉力呢
[00:07:27.000 --> 00:07:30.000]  我們一起慢慢去研究這一段的聖經
[00:07:30.000 --> 00:07:33.000]  剛才我們所讀的聖經裡
[00:07:33.000 --> 00:07:35.000]  我們發覺起碼我們看到的
[00:07:35.000 --> 00:07:39.000]  有三個美好的基礎
[00:07:39.000 --> 00:07:41.000]  剛才說有美好的基礎
[00:07:41.000 --> 00:07:44.000]  有了這三個美好的基礎
[00:07:44.000 --> 00:07:46.000]  你就儘管可以
[00:07:46.000 --> 00:07:48.000]  在你這個物質的生活裡
[00:07:48.000 --> 00:07:51.000]  現實裡去努力去爭取
[00:07:51.000 --> 00:07:53.000]  正如每一個人一樣
[00:07:53.000 --> 00:07:56.000]  這三個的基礎
[00:07:56.000 --> 00:07:57.000]  我們在這段聖經裡看到
[00:07:57.000 --> 00:07:59.000]  有三個對比的
[00:07:59.000 --> 00:08:01.000]  拉力在這裡
[00:08:01.000 --> 00:08:04.000]  一種屬靈的拉力
[00:08:04.000 --> 00:08:05.000]  哪三種拉力呢
[00:08:05.000 --> 00:08:07.000]  很直接和大家分享一下
[00:08:07.000 --> 00:08:09.000]  大家看著這段聖經就看到
[00:08:09.000 --> 00:08:11.000]  第一個的基礎
[00:08:11.000 --> 00:08:14.000]  第一個對比的拉力的基礎是什麼呢
[00:08:14.000 --> 00:08:16.000]  我想剛才我們讀第六節
[00:08:16.000 --> 00:08:18.000]  一直到第九節
[00:08:18.000 --> 00:08:19.000]  或者第十節
[00:08:19.000 --> 00:08:22.000]  你會看到這一種的對比
[00:08:22.000 --> 00:08:23.000]  這個對比是什麼呢
[00:08:23.000 --> 00:08:25.000]  簡單來說用兩個字
[00:08:25.000 --> 00:08:30.000]  就是知足和貪財的對比
[00:08:30.000 --> 00:08:35.000]  知足貪財是一個對比
[00:08:35.000 --> 00:08:37.000]  第六節也說
[00:08:37.000 --> 00:08:39.000]  經乾而有知足的
[00:08:39.000 --> 00:08:41.000]  就可以得到大利了
[00:08:41.000 --> 00:08:43.000]  還有一些很有意思的話
[00:08:43.000 --> 00:08:46.000]  我相信不需要我慢慢和大家詳細解釋
[00:08:46.000 --> 00:08:48.000]  你也會很深的共鳴
[00:08:48.000 --> 00:08:51.000]  因為我們沒有帶什麼來這個世界
[00:08:51.000 --> 00:08:53.000]  也帶不走什麼
[00:08:53.000 --> 00:08:54.000]  只要有衣有食
[00:08:54.000 --> 00:08:56.000]  我們就應當知足
[00:08:56.000 --> 00:08:57.000]  說了兩次
[00:08:57.000 --> 00:09:00.000]  接著一轉到第九節第十節
[00:09:00.000 --> 00:09:01.000]  就說另外一些人了
[00:09:01.000 --> 00:09:02.000]  對比了
[00:09:02.000 --> 00:09:03.000]  那些人是什麼呢
[00:09:03.000 --> 00:09:04.000]  想發財了
[00:09:04.000 --> 00:09:05.000]  他貪財
[00:09:05.000 --> 00:09:08.000]  於是就陷在很多的私慾
[00:09:08.000 --> 00:09:11.000]  和沉淪在那個敗壞裡面
[00:09:11.000 --> 00:09:12.000]  貪財是萬惡之根
[00:09:12.000 --> 00:09:14.000]  這是另外一個不同的方向
[00:09:14.000 --> 00:09:16.000]  人生有兩種方向
[00:09:16.000 --> 00:09:18.000]  其實心態裡面都是這樣
[00:09:18.000 --> 00:09:20.000]  一個知足的方向
[00:09:20.000 --> 00:09:22.000]  一個貪財的方向
[00:09:22.000 --> 00:09:26.000]  知足和貪財有什麼不同
[00:09:26.000 --> 00:09:29.000]  我相信大家應該有這樣的經驗
[00:09:29.000 --> 00:09:31.000]  不過我想講得深入一點
[00:09:31.000 --> 00:09:32.000]  和大家了解
[00:09:32.000 --> 00:09:34.000]  知足和貪財最大的不同
[00:09:34.000 --> 00:09:36.000]  就是知足的人
[00:09:36.000 --> 00:09:40.000]  他留心看到他自己已經有的東西
[00:09:40.000 --> 00:09:42.000]  充滿一個感恩的心
[00:09:42.000 --> 00:09:43.000]  所以他很開心
[00:09:43.000 --> 00:09:46.000]  知足的人就是看到他自己擁有的東西
[00:09:46.000 --> 00:09:48.000]  有這麼多東西
[00:09:48.000 --> 00:09:50.000]  於是越想就越開心
[00:09:50.000 --> 00:09:54.000]  貪財的人就經常想自己還沒有的東西
[00:09:54.000 --> 00:09:56.000]  心動動 心亂亂
[00:09:56.000 --> 00:09:57.000]  為什麼不行
[00:09:57.000 --> 00:09:59.000]  為什麼那個有我又沒有
[00:09:59.000 --> 00:10:02.000]  於是經常都覺得自己不夠
[00:10:02.000 --> 00:10:04.000]  我想大家都聽過別人說
[00:10:04.000 --> 00:10:06.000]  一個真正的富貴
[00:10:06.000 --> 00:10:09.000]  不是在乎你擁有多少東西
[00:10:09.000 --> 00:10:11.000]  是在乎你想還有多少東西
[00:10:11.000 --> 00:10:13.000]  大家都聽得明白這幾句話
[00:10:13.000 --> 00:10:15.000]  這個真的很真
[00:10:15.000 --> 00:10:18.000]  知足的人不一定要有很多錢
[00:10:18.000 --> 00:10:20.000]  那是呀 每天都沒得吃
[00:10:20.000 --> 00:10:21.000]  那當然不是
[00:10:21.000 --> 00:10:23.000]  所以我們要努力工作
[00:10:23.000 --> 00:10:25.000]  好好地生活
[00:10:25.000 --> 00:10:26.000]  好好地來賺錢
[00:10:26.000 --> 00:10:27.000]  這個是真的
[00:10:27.000 --> 00:10:29.000]  不過問題是你賺到錢
[00:10:29.000 --> 00:10:30.000]  你有了
[00:10:30.000 --> 00:10:32.000]  都仍然有兩種人
[00:10:32.000 --> 00:10:34.000]  一種是知足的 一種是貪財的
[00:10:34.000 --> 00:10:35.000]  不是在乎東西有多少
[00:10:35.000 --> 00:10:36.000]  那些人有多少
[00:10:36.000 --> 00:10:37.000]  擁有多少東西
[00:10:37.000 --> 00:10:38.000]  我不知道在這裡崇拜
[00:10:38.000 --> 00:10:39.000]  有沒有和大家分享過
[00:10:39.000 --> 00:10:42.000]  我和我太太一個很喜歡的娛樂
[00:10:42.000 --> 00:10:44.000]  就是逛商場
[00:10:44.000 --> 00:10:46.000]  她說你這麼足
[00:10:46.000 --> 00:10:49.000]  是呀 我喜歡和太太逛商場
[00:10:49.000 --> 00:10:50.000]  有空就去逛
[00:10:50.000 --> 00:10:53.000]  不過我們逛的方法比較特別
[00:10:53.000 --> 00:10:54.000]  我在逛的時候
[00:10:54.000 --> 00:10:56.000]  看看不同的店舖
[00:10:56.000 --> 00:10:59.000]  這間店舖的東西挺漂亮
[00:10:59.000 --> 00:11:00.000]  很漂亮
[00:11:00.000 --> 00:11:03.000]  不過買了回去都不知道要等哪
[00:11:03.000 --> 00:11:05.000]  沒什麼用的
[00:11:05.000 --> 00:11:06.000]  可買可不買
[00:11:06.000 --> 00:11:08.000]  買回去都不知道要等哪
[00:11:08.000 --> 00:11:09.000]  不好了
[00:11:09.000 --> 00:11:10.000]  這間屋又不大
[00:11:10.000 --> 00:11:12.000]  然後再逛旁邊
[00:11:12.000 --> 00:11:13.000]  這個新的
[00:11:13.000 --> 00:11:15.000]  新的功能多很多東西
[00:11:15.000 --> 00:11:16.000]  舊的功能不多
[00:11:16.000 --> 00:11:17.000]  不過新的那麼複雜
[00:11:17.000 --> 00:11:18.000]  買了回來都不用用
[00:11:18.000 --> 00:11:20.000]  又不懂得用
[00:11:20.000 --> 00:11:22.000]  沒理由要買的
[00:11:22.000 --> 00:11:23.000]  逛那裡
[00:11:23.000 --> 00:11:26.000]  嘩 這東西送給我也不敢要
[00:11:26.000 --> 00:11:28.000]  帶回家也不知道怎麼辦
[00:11:28.000 --> 00:11:30.000]  家裡的東西已經塞了那麼多
[00:11:30.000 --> 00:11:32.000]  不如送給別人好過
[00:11:32.000 --> 00:11:33.000]  一路逛完之後
[00:11:33.000 --> 00:11:34.000]  一樣都沒有買
[00:11:34.000 --> 00:11:37.000]  很開心
[00:11:37.000 --> 00:11:38.000]  娛樂來的
[00:11:38.000 --> 00:11:39.000]  你知不知道
[00:11:39.000 --> 00:11:40.000]  真的
[00:11:40.000 --> 00:11:42.000]  心裡面很感恩
[00:11:42.000 --> 00:11:43.000]  哎呀 你看
[00:11:43.000 --> 00:11:44.000]  我家裡的東西不多
[00:11:44.000 --> 00:11:46.000]  但是不需要買
[00:11:46.000 --> 00:11:48.000]  看見這東西有那東西有
[00:11:48.000 --> 00:11:49.000]  真是神功已經很豐富
[00:11:49.000 --> 00:11:51.000]  所需要已經有
[00:11:51.000 --> 00:11:52.000]  人生就是這樣
[00:11:52.000 --> 00:11:53.000]  你看到你自己有的東西
[00:11:53.000 --> 00:11:54.000]  你會覺得很開心
[00:11:54.000 --> 00:11:56.000]  你不一定要很富足
[00:11:56.000 --> 00:11:58.000]  很擁有很多東西
[00:11:58.000 --> 00:12:00.000]  上兩個星期我去
[00:12:00.000 --> 00:12:01.000]  在中國
[00:12:01.000 --> 00:12:03.000]  差不多一個多兩個星期的時間
[00:12:03.000 --> 00:12:04.000]  去了不同的城市
[00:12:04.000 --> 00:12:05.000]  你知道中國有時候
[00:12:05.000 --> 00:12:07.000]  我自己最難的
[00:12:07.000 --> 00:12:08.000]  比較煩惱的就是
[00:12:08.000 --> 00:12:09.000]  去到中國這些地方
[00:12:09.000 --> 00:12:11.000]  你是查不到電郵的
[00:12:11.000 --> 00:12:12.000]  就是查不到電郵
[00:12:12.000 --> 00:12:15.000]  有些地方根本上不到網
[00:12:15.000 --> 00:12:16.000]  但是我又很煩
[00:12:16.000 --> 00:12:18.000]  因為我每天的電郵都很多
[00:12:18.000 --> 00:12:19.000]  我不知道你有多少
[00:12:19.000 --> 00:12:20.000]  我起碼有八十多個
[00:12:20.000 --> 00:12:22.000]  有時超過一百個
[00:12:22.000 --> 00:12:24.000]  那時候如果我
[00:12:24.000 --> 00:12:26.000]  一個星期不查
[00:12:26.000 --> 00:12:27.000]  就爆了
[00:12:27.000 --> 00:12:28.000]  已經
[00:12:28.000 --> 00:12:30.000]  根本我做不到
[00:12:30.000 --> 00:12:31.000]  所以我每天都要查
[00:12:31.000 --> 00:12:33.000]  但是有些地方不能查
[00:12:33.000 --> 00:12:35.000]  這件事我覺得我很幸福
[00:12:35.000 --> 00:12:37.000]  我太太幫我查
[00:12:37.000 --> 00:12:39.000]  於是我每天
[00:12:39.000 --> 00:12:41.000]  其中一個最好的節目
[00:12:41.000 --> 00:12:43.000]  就是講完書
[00:12:43.000 --> 00:12:45.000]  在大陸開完會
[00:12:45.000 --> 00:12:47.000]  就回到宿舍
[00:12:47.000 --> 00:12:49.000]  就是那個旅店
[00:12:49.000 --> 00:12:51.000]  大學裡面的賓館
[00:12:51.000 --> 00:12:53.000]  通常那些比較普通
[00:12:53.000 --> 00:12:54.000]  比較簡陋
[00:12:54.000 --> 00:12:55.000]  於是就躺在床上
[00:12:55.000 --> 00:12:56.000]  黑黑的
[00:12:56.000 --> 00:12:57.000]  燈又不亮
[00:12:57.000 --> 00:12:58.000]  不過不要緊
[00:12:58.000 --> 00:12:59.000]  打電話給太太
[00:12:59.000 --> 00:13:01.000]  逐個電郵去查
[00:13:01.000 --> 00:13:03.000]  我覺得很幸福
[00:13:03.000 --> 00:13:05.000]  真的很幸福
[00:13:05.000 --> 00:13:06.000]  我覺得有一個人
[00:13:06.000 --> 00:13:08.000]  能夠這樣去全力的
[00:13:08.000 --> 00:13:09.000]  犧牲的
[00:13:09.000 --> 00:13:11.000]  睡覺都不用睡
[00:13:11.000 --> 00:13:12.000]  幫我看電郵
[00:13:12.000 --> 00:13:14.000]  逐個逐個讀給我聽
[00:13:14.000 --> 00:13:15.000]  然後我就按這個
[00:13:15.000 --> 00:13:16.000]  這個不用了
[00:13:16.000 --> 00:13:17.000]  取消了
[00:13:17.000 --> 00:13:19.000]  這個簡單回覆兩句
[00:13:19.000 --> 00:13:20.000]  一直這樣講的時候
[00:13:20.000 --> 00:13:21.000]  這個是我最好的節目
[00:13:21.000 --> 00:13:22.000]  雖然那些旅館
[00:13:22.000 --> 00:13:24.000]  通常都不是很好
[00:13:24.000 --> 00:13:25.000]  有些煙味
[00:13:25.000 --> 00:13:26.000]  當然有
[00:13:26.000 --> 00:13:27.000]  有黑黑的
[00:13:27.000 --> 00:13:30.000]  然後廁所當然是漏水的
[00:13:30.000 --> 00:13:32.000]  大家知道在大陸
[00:13:32.000 --> 00:13:33.000]  是挺好的
[00:13:33.000 --> 00:13:34.000]  那些旅館
[00:13:34.000 --> 00:13:35.000]  當然有拖鞋
[00:13:35.000 --> 00:13:37.000]  有拖鞋紙的
[00:13:37.000 --> 00:13:38.000]  見水即溶
[00:13:38.000 --> 00:13:40.000]  所以進去廁所
[00:13:40.000 --> 00:13:41.000]  你跳來跳去
[00:13:41.000 --> 00:13:43.000]  做雜技
[00:13:43.000 --> 00:13:44.000]  你不能碰水
[00:13:44.000 --> 00:13:46.000]  但它到處都有水
[00:13:46.000 --> 00:13:47.000]  這些地方
[00:13:47.000 --> 00:13:49.000]  不是很繁華
[00:13:49.000 --> 00:13:51.000]  又很簡陋
[00:13:51.000 --> 00:13:52.000]  但是你拿著電話
[00:13:52.000 --> 00:13:54.000]  我覺得我拿著電話
[00:13:54.000 --> 00:13:56.000]  每晚這樣和太太這樣聊
[00:13:56.000 --> 00:13:57.000]  數一下電郵
[00:13:57.000 --> 00:13:59.000]  又聊一下家庭的瑣事
[00:13:59.000 --> 00:14:00.000]  很幸福
[00:14:00.000 --> 00:14:01.000]  有人這麼愛我
[00:14:01.000 --> 00:14:02.000]  很幸福
[00:14:02.000 --> 00:14:04.000]  因為這麼幸福的時候
[00:14:04.000 --> 00:14:05.000]  你用不著五萬多元
[00:14:05.000 --> 00:14:07.000]  住總統套房
[00:14:07.000 --> 00:14:09.000]  是不是
[00:14:09.000 --> 00:14:11.000]  每天每晚
[00:14:11.000 --> 00:14:12.000]  等著香檳
[00:14:12.000 --> 00:14:14.000]  你的床這樣又如何
[00:14:14.000 --> 00:14:16.000]  滿足是你有的東西
[00:14:16.000 --> 00:14:18.000]  你擁有的東西
[00:14:18.000 --> 00:14:20.000]  你心裏面就很快樂
[00:14:20.000 --> 00:14:24.000]  這就是知足和貪財的分別
[00:14:24.000 --> 00:14:26.000]  我知道一頂尖會心裏說
[00:14:26.000 --> 00:14:28.000]  你們在這裡浪費幸福
