
[00:00:00.000 --> 00:00:06.760]  多謝教會的邀請 第一次來到大家當中
[00:02:11.200 --> 00:02:14.240]  你必用鐵杖打破他們
[00:02:14.240 --> 00:02:18.960]  你必將他們搖杖的瓦器摧碎
[00:02:18.960 --> 00:02:22.400]  現在你們君王應當成誤
[00:02:22.400 --> 00:02:26.640]  你們世上的審判官應受審教
[00:02:26.640 --> 00:02:33.280]  又當全敬矣
[00:02:33.280 --> 00:02:37.040]  熱嘴親子 恐怕他發怒
[00:02:37.040 --> 00:02:39.520]  門正在道上滅亡
[00:02:39.520 --> 00:02:42.880]  因為他的怒氣快要發作
[00:02:42.880 --> 00:02:46.400]  但投靠他的都是有福的
[00:02:46.400 --> 00:02:48.960]  我們低頭做個禱告
[00:02:48.960 --> 00:02:50.720]  主耶穌我們來到祂面前
[00:02:50.720 --> 00:02:54.240]  我們首先為在上一切的
[00:02:54.240 --> 00:02:57.280]  所謂的君王或者政權禱告
[00:02:57.280 --> 00:03:00.160]  知道他們是你所設立的
[00:03:00.160 --> 00:03:02.080]  也是你廢去的
[00:03:02.080 --> 00:03:04.720]  知道天地的歷史
[00:03:04.720 --> 00:03:07.840]  或者地上的歷史都是由你去掌管的
[00:03:07.840 --> 00:03:09.440]  給我們這個異象
[00:03:09.440 --> 00:03:12.640]  以至我們生命中常存的盼望
[00:03:12.640 --> 00:03:17.680]  也都求你幫助讓我們有權勢的人
[00:03:17.680 --> 00:03:21.040]  讓他們能夠按公義按慈愛
[00:03:21.040 --> 00:03:22.560]  用他們的權力
[00:03:22.560 --> 00:03:24.080]  今天一段聽到的時間
[00:03:24.080 --> 00:03:26.000]  求你去鼓勵我們
[00:03:26.000 --> 00:03:28.880]  高峰耶穌基督明
[00:03:28.880 --> 00:03:31.200]  詩篇第一篇和第二篇
[00:03:31.200 --> 00:03:34.320]  在猶太人的傳統是一首詩
[00:03:34.320 --> 00:03:36.720]  或者一首詩的上下半
[00:03:36.720 --> 00:03:39.280]  所以詩篇一就是上半部
[00:03:39.280 --> 00:03:41.280]  詩篇二就是下半部
[00:03:41.280 --> 00:03:44.800]  詩篇的安排是很有意思的
[00:03:44.800 --> 00:03:50.240]  其實誰編150首詩篇為詩篇我們不知道
[00:03:50.240 --> 00:03:52.800]  不過我們相信編詩篇的人
[00:03:52.800 --> 00:03:57.600]  刻意將詩一詩二放在詩篇的開始
[00:03:57.600 --> 00:04:00.480]  作為整個150首詩篇的引格
[00:04:00.480 --> 00:04:02.160]  然後詩篇的結尾
[00:04:02.160 --> 00:04:04.160]  最後那五首詩
[00:04:04.160 --> 00:04:06.560]  大家可能聽過叫Hallelujah 詩
[00:04:06.560 --> 00:04:08.000]  都是一些讚美的詩
[00:04:08.000 --> 00:04:09.760]  所以以讚美作為結束
[00:04:09.760 --> 00:04:12.960]  以詩一和二作為一個開始
[00:04:12.960 --> 00:04:15.520]  一和二的共同特色是甚麼呢
[00:04:15.520 --> 00:04:18.880]  其實就是一個邀請和警告
[00:04:18.880 --> 00:04:22.880]  基本上就是說這個世界上有兩條路
[00:04:22.880 --> 00:04:25.760]  公義的道路跟隨主耶和華的道路
[00:04:25.760 --> 00:04:28.560]  和一個自我作主張的道路
[00:04:28.560 --> 00:04:35.680]  不過一和二在兩個不同的層面去講這個問題
[00:04:35.680 --> 00:04:38.800]  一是講一個比較個人層面的
[00:04:38.800 --> 00:04:45.840]  二是講一個比較社會、國家、文化的層面
[00:04:45.840 --> 00:04:49.040]  所以對我們一般的教會來說
[00:04:49.040 --> 00:04:53.520]  其實無論中國人教會或福音教會
[00:04:53.520 --> 00:04:55.120]  甚至美國也好
[00:04:55.120 --> 00:04:58.480]  一般都是比較少講詩篇、義篇的
[00:04:58.480 --> 00:05:00.720]  我們都是很謙卑的
[00:05:00.720 --> 00:05:02.720]  我們講個人不立
[00:05:02.720 --> 00:05:05.120]  詩一大家可能都很熟悉
[00:05:05.120 --> 00:05:06.560]  不從惡人的計謀
[00:05:06.560 --> 00:05:07.680]  不站罪人的道路
[00:05:07.680 --> 00:05:08.960]  不坐涉萬人的座位
[00:05:08.960 --> 00:05:10.720]  唯喜愛耶和華的祿法的
[00:05:10.720 --> 00:05:12.160]  這人便為有福
[00:05:12.160 --> 00:05:14.720]  他以咎由思想喜愛他
[00:05:14.720 --> 00:05:16.720]  大家可能都懂得背詩一
[00:05:16.720 --> 00:05:21.520]  但我倒是肯定沒有人懂得背詩篇第二篇
[00:05:21.520 --> 00:05:23.200]  我都不懂得背
[00:05:23.200 --> 00:05:26.720]  所以詩篇第一篇大家是很熟悉
[00:05:26.720 --> 00:05:30.720]  但詩篇第二篇往往是被忽略的
[00:05:30.720 --> 00:05:34.400]  其實我上一堂課都說笑
[00:05:34.400 --> 00:05:36.960]  我做了這麼多年基督徒
[00:05:36.960 --> 00:05:39.280]  似乎都沒有聽過一個牧者選擇
[00:05:39.280 --> 00:05:42.080]  詩篇第二篇做講道
[00:05:42.080 --> 00:05:43.600]  起碼我沒有聽過
[00:05:43.600 --> 00:05:46.720]  所以今天就特意和大家去看一下
[00:05:46.720 --> 00:05:50.800]  你說詩篇第一篇和第二篇是同一首詩篇
[00:05:50.800 --> 00:05:53.360]  在所謂文字上
[00:05:53.360 --> 00:05:54.960]  在理念上是有緣
[00:05:54.960 --> 00:05:57.440]  文字上有沒有什麼證據呢
[00:05:57.440 --> 00:05:59.200]  主要的證據其實就是
[00:05:59.200 --> 00:06:02.240]  你發覺如果將詩一和二加在一起
[00:06:02.240 --> 00:06:04.080]  就是一個首尾呼應
[00:06:04.080 --> 00:06:07.040]  因為詩篇第一篇中文就說
[00:06:07.040 --> 00:06:08.720]  不站在罪人的道路
[00:06:08.720 --> 00:06:10.080]  這人便是有福
[00:06:10.080 --> 00:06:11.600]  其實在原文之中
[00:06:11.600 --> 00:06:14.000]  有福這個字是第一個字
[00:06:14.000 --> 00:06:16.720]  如果你直接翻譯希伯來文是
[00:06:16.720 --> 00:06:21.520]  有福的人就是那不站在罪人的道路等等
[00:06:21.520 --> 00:06:25.360]  所以詩篇第一章第一字就是有福的
[00:06:25.360 --> 00:06:29.920]  詩篇第二篇最後那12節最後那一個字
[00:06:29.920 --> 00:06:31.600]  希伯來文是一個字
[00:06:31.600 --> 00:06:33.760]  也是有福的這個字
[00:06:33.760 --> 00:06:38.880]  作者就好像前後在說什麼叫做有福的
[00:06:38.880 --> 00:06:43.040]  我們繼續去看一下詩人怎麼說
[00:06:43.040 --> 00:06:48.880]  一個國家社會怎麼能夠成為一個有福的國家和社會
[00:06:48.880 --> 00:06:51.920]  詩篇裡面有很多圖畫
[00:06:51.920 --> 00:06:57.440]  你要明白這些圖畫是一個很鮮明的圖畫
[00:06:57.440 --> 00:07:02.240]  但不能將它推到極端
[00:07:02.240 --> 00:07:05.760]  正如說二人如一棵樹在溪水旁
[00:07:05.760 --> 00:07:11.200]  今天你們是來觀福堂的
[00:07:11.200 --> 00:07:13.600]  等巴士等了半個小時都沒有
[00:07:13.600 --> 00:07:15.680]  明明那個app說巴士快要來
[00:07:15.680 --> 00:07:16.960]  忽然間不見了
[00:07:16.960 --> 00:07:18.400]  我是二人啊
[00:07:18.400 --> 00:07:20.480]  為什麼不暢順呢
[00:07:20.480 --> 00:07:23.040]  為什麼那個app說巴士忽然間不見了
[00:07:23.040 --> 00:07:24.640]  詩篇第一篇是假的
[00:07:24.640 --> 00:07:26.640]  你不可以這樣推到極端的
[00:07:26.640 --> 00:07:28.400]  凡事盡都順利
[00:07:28.400 --> 00:07:30.640]  不是代表每一輛巴士你一定上得到
[00:07:30.640 --> 00:07:32.240]  app說明準確
[00:07:32.240 --> 00:07:35.760]  不過這是一個圖畫作為一種鼓勵
[00:07:35.760 --> 00:07:37.280]  詩篇第二篇也是
[00:07:37.280 --> 00:07:39.840]  你要明白他畫了幾幅圖畫
[00:07:39.840 --> 00:07:42.880]  讓我們看到大輪廓是這樣的
[00:07:42.880 --> 00:07:46.240]  詩篇第二篇有四段
[00:07:46.240 --> 00:07:49.440]  讓我們看到什麼圖畫
[00:07:49.440 --> 00:07:52.480]  第一段是由第一節到第三節
[00:07:52.480 --> 00:07:54.720]  愛邦為什麼爭鬧
[00:07:54.720 --> 00:07:57.840]  萬民為什麼謀算虛妄的事
[00:07:57.840 --> 00:08:01.440]  世上的君臣一君王一齊起來
[00:08:01.440 --> 00:08:04.240]  臣宰如果用今天廣東話的說法
[00:08:04.240 --> 00:08:05.680]  可以譯作貴
[00:08:05.680 --> 00:08:07.280]  就是一些重要的人
[00:08:07.280 --> 00:08:10.160]  那些權貴就一同相議
[00:08:10.160 --> 00:08:13.200]  要抵擋耶和華並他的仇高者說
[00:08:13.200 --> 00:08:16.640]  我們要掙開他的裙綁
[00:08:16.640 --> 00:08:18.960]  脫去他們的繩索
[00:08:18.960 --> 00:08:23.760]  如果你照字面去推
[00:08:23.760 --> 00:08:26.880]  當然這個就不是很合理的
[00:08:26.880 --> 00:08:29.920]  意思是習近平不會早上起來
[00:08:29.920 --> 00:08:34.240]  想想如何消滅教會抵擋耶和華
[00:08:34.240 --> 00:08:37.280]  或者特朗普早上起來
[00:08:37.280 --> 00:08:41.600]  就想想如何踩低耶和華
[00:08:41.600 --> 00:08:45.120]  字面上來講不是這樣的情況
[00:08:45.120 --> 00:08:47.120]  神宰不是經常在想
[00:08:47.120 --> 00:08:48.640]  他們想很多東西
[00:08:48.640 --> 00:08:51.680]  不過如果你深入去想
[00:08:51.680 --> 00:08:56.000]  這裡其實是在說主權的問題
[00:08:56.000 --> 00:08:58.000]  我們要掙開他們
[00:08:58.000 --> 00:09:04.320]  他們可以凡是上天或超越人的標準
[00:09:04.320 --> 00:09:07.840]  神耶和華的指示
[00:09:07.840 --> 00:09:11.440]  我們要掙開一些外來的裙綁
[00:09:11.440 --> 00:09:14.160]  或者一些所謂永恆超越的裙綁
[00:09:14.160 --> 00:09:16.160]  脫去他們的繩索
[00:09:16.160 --> 00:09:19.680]  我們要按照我們的標準去行事
[00:09:19.680 --> 00:09:22.160]  這裡說到政治生活
[00:09:22.160 --> 00:09:25.200]  基本上是一種權力的角軸
[00:09:25.200 --> 00:09:27.440]  其實玩這個政治遊戲
[00:09:27.440 --> 00:09:30.640]  就是想掙開別人的裙綁
[00:09:30.640 --> 00:09:33.680]  然後自己去決定自己的命運
[00:09:33.680 --> 00:09:36.400]  所有的政治遊戲都是玩這個
[00:09:36.400 --> 00:09:40.080]  從香港的本土派到英國的British
[00:09:40.080 --> 00:09:42.160]  大家如果有跟隨新聞就知道
[00:09:42.160 --> 00:09:43.760]  British搞到一鍋泡
[00:09:43.760 --> 00:09:45.520]  現在都不知道發生什麼事
[00:09:45.520 --> 00:09:48.720]  到美國的特朗普上任之後
[00:09:48.720 --> 00:09:50.720]  說American first
[00:09:50.720 --> 00:09:54.640]  有時你聽特朗普說American first
[00:09:54.640 --> 00:09:56.640]  不知道你的感覺
[00:09:56.640 --> 00:10:00.560]  有些人覺得特朗普這麼自私這麼兇
[00:10:00.560 --> 00:10:03.040]  但支持特朗普的人就會說
[00:10:03.040 --> 00:10:06.400]  特朗普說American first
[00:10:06.400 --> 00:10:07.920]  他只是坦白
[00:10:07.920 --> 00:10:12.080]  有哪個政府特首不是那個國家first
[00:10:12.080 --> 00:10:13.840]  習近平是China first
[00:10:13.840 --> 00:10:15.360]  特朗普American first
[00:10:15.360 --> 00:10:17.360]  馬來西亞很長的名字
[00:10:17.360 --> 00:10:19.600]  他也是Malaysian first
[00:10:19.600 --> 00:10:22.800]  那個政權都是那個國家first
[00:10:22.800 --> 00:10:25.680]  不過特朗普雖然坦白
[00:10:25.680 --> 00:10:27.920]  習近平雖然虛偽
[00:10:27.920 --> 00:10:30.800]  他說建造新國際設秩序
[00:10:30.800 --> 00:10:33.040]  一帶一路和平崛起
[00:10:33.040 --> 00:10:34.640]  這些全部都是廢話
[00:10:34.640 --> 00:10:36.080]  所以他喜歡特朗普
[00:10:36.080 --> 00:10:39.120]  因為他雖然坦開胸口
[00:10:39.120 --> 00:10:41.120]  讓你看我多壞
[00:10:41.120 --> 00:10:42.320]  無論如何
[00:10:42.320 --> 00:10:45.120]  但這個私人給我們看到
[00:10:45.120 --> 00:10:50.400]  這個政治遊戲本來是講權力的鬥爭
[00:10:50.400 --> 00:10:56.160]  因為玩政治遊戲一定有人贏有人輸
[00:10:56.160 --> 00:11:00.320]  如果贏了就代表有人輸了
[00:11:00.320 --> 00:11:04.880]  譬如香港人說本土派
[00:11:04.880 --> 00:11:07.920]  你想想其實本土派只是個名字
[00:11:07.920 --> 00:11:12.960]  是不是所有香港土生土長的人都支持本土派呢
[00:11:12.960 --> 00:11:14.160]  我就不相信了
[00:11:14.160 --> 00:11:16.960]  只是少數人支持本土派
[00:11:16.960 --> 00:11:18.480]  不過你拿了個名字
[00:11:18.480 --> 00:11:20.320]  本土派就名字
[00:11:20.320 --> 00:11:24.240]  本土派的人千萬不要因為拿了個名字
[00:11:24.240 --> 00:11:27.600]  就以為所有本土的香港人都支持本土派
[00:11:27.600 --> 00:11:29.600]  不過你看他們的宣傳
[00:11:29.600 --> 00:11:33.760]  他們經常說我們代表香港人說話
[00:11:33.760 --> 00:11:36.080]  本土派又代表香港人說話
[00:11:36.080 --> 00:11:38.480]  林鄭又代表香港人說話
[00:11:38.480 --> 00:11:42.320]  每個政府都說他代表香港人說話
[00:11:42.320 --> 00:11:44.560]  你看到特朗普都經常這樣說
[00:11:44.560 --> 00:11:47.200]  American people want
[00:11:47.200 --> 00:11:49.120]  你又知道American people want什麼
[00:11:49.120 --> 00:11:52.080]  但是政權的遊戲就是這樣
[00:11:52.080 --> 00:12:00.240]  基本上是一組人要將他們的意見加諸在大眾身上
[00:12:00.240 --> 00:12:03.600]  所以這個是政治的現實
[00:12:03.600 --> 00:12:07.600]  所以我不是說譬如大家如果是一個政客
[00:12:07.600 --> 00:12:08.400]  我不知道
[00:12:08.400 --> 00:12:09.920]  就在你們當中
[00:12:09.920 --> 00:12:11.840]  原來有立法局議員在當中
[00:12:11.840 --> 00:12:12.800]  應該沒有人
[00:12:12.800 --> 00:12:14.880]  如果有立法局議員在當中
[00:12:14.880 --> 00:12:16.720]  我不是說你做了很邪惡的事情
[00:12:16.720 --> 00:12:19.760]  我們需要人去參與這個政治的過程
[00:12:19.760 --> 00:12:24.080]  因為這個是對人的生活很重要的一件事
[00:12:24.080 --> 00:12:26.960]  所以不是說基督徒不可以做政治
[00:12:26.960 --> 00:12:29.520]  但是這個私人給我們第一看到的圖畫
[00:12:29.520 --> 00:12:33.040]  就是政治本身這件事是不可以將它性化
[00:12:33.040 --> 00:12:34.640]  因為這個是權力的遊戲
[00:12:34.640 --> 00:12:37.520]  這個一玩大了就很慘了
[00:12:37.520 --> 00:12:40.160]  就是將權力極端化了
[00:12:40.160 --> 00:12:43.360]  中國文革就經過了這個經驗
[00:12:43.360 --> 00:12:45.120]  將毛澤東神化了
[00:12:45.120 --> 00:12:47.360]  私人要我們看到的
[00:12:47.360 --> 00:12:53.120]  就是政治本身是一種可以說是危險的遊戲
[00:12:53.120 --> 00:12:55.680]  所以我們不可以將國家民族這件事
[00:12:55.680 --> 00:12:58.560]  極化了或者神化了它
[00:12:58.560 --> 00:13:01.120]  如果我們將國家民族
[00:13:01.120 --> 00:13:02.080]  將某個政府
[00:13:02.080 --> 00:13:03.040]  將某個政客
[00:13:03.040 --> 00:13:05.120]  變成一個聖人去看待它
[00:13:05.120 --> 00:13:06.880]  那就很危險了
[00:13:06.880 --> 00:13:10.720]  隨時就會變成我們不是跟隨耶和華了
[00:13:10.720 --> 00:13:12.800]  我們跟隨了一個偶像
[00:13:12.800 --> 00:13:20.480]  私人首先給我們看到政治的危險的時候
[00:13:20.480 --> 00:13:26.640]  但是私人同時又強調神是真正掌權的那個
[00:13:26.640 --> 00:13:27.840]  第四節
[00:13:27.840 --> 00:13:29.920]  那坐在天上的必發笑
[00:13:29.920 --> 00:13:31.440]  主必恥笑他們
[00:13:31.440 --> 00:13:35.280]  那時他們在列路
[00:13:35.280 --> 00:13:38.000]  他必要在列路中責備他們
[00:13:38.000 --> 00:13:40.800]  在列路中驚嚇他們
[00:13:40.800 --> 00:13:45.280]  說我已經立我的軍在石安我的聖山上
[00:13:45.280 --> 00:13:52.000]  同樣地如果照字面來看
[00:13:52.000 --> 00:13:55.520]  就好像詩篇第二的圖畫
[00:13:55.520 --> 00:13:58.240]  就不是經常給我們看到的
[00:13:58.240 --> 00:14:01.040]  你可以想像詩篇第二段
[00:14:01.040 --> 00:14:03.520]  詩篇第二段
[00:14:03.520 --> 00:14:04.800]  圖畫就是
[00:14:04.800 --> 00:14:06.640]  於是耶和華就站出來
[00:14:06.640 --> 00:14:08.960]  廢上的君王就嚇得臉都青了
[00:14:08.960 --> 00:14:14.080]  這個不是你經常在現實生活中看到的
[00:14:14.080 --> 00:14:18.640]  你可以想像林鄭開記者會
[00:14:18.640 --> 00:14:23.200]  你舉手問林鄭你做了那麼多不公義的事情
[00:14:23.200 --> 00:14:24.320]  你不怕神嗎
[00:14:24.320 --> 00:14:26.880]  林鄭立刻會笑著跟你說
[00:14:26.880 --> 00:14:28.560]  我是天主教徒來的
[00:14:28.560 --> 00:14:31.680]  其實我做的事情都按照信仰做的
[00:14:31.680 --> 00:14:33.280]  她不會怕的
[00:14:33.280 --> 00:14:34.560]  她不會嚇得臉都青了
[00:14:35.520 --> 00:14:41.680]  所以照字面來看就不是現實的圖畫
[00:14:41.680 --> 00:14:45.520]  不過詩人就像第一幅圖畫一樣
[00:14:45.520 --> 00:14:47.840]  這個不是寫實派
[00:14:47.840 --> 00:14:51.680]  這是要讓你看到一個更高層次更深度的現實
[00:14:51.680 --> 00:14:57.040]  所以詩人強調我們作為跟隨神的人
[00:14:57.040 --> 00:15:00.320]  要相信真正掌權的是耶和華
[00:15:00.320 --> 00:15:03.280]  誰操控香港社會的命運
[00:15:03.280 --> 00:15:05.520]  不是林鄭 是耶和華
[00:15:05.520 --> 00:15:11.840]  誰操控中國整個中國13億人口的命運
[00:15:11.840 --> 00:15:14.160]  不是習近平 是耶和華
[00:15:14.160 --> 00:15:18.720]  為什麼習近平能夠做到中國國家主席
[00:15:18.720 --> 00:15:21.840]  當然有跟人的層面有很多原因
[00:15:21.840 --> 00:15:23.840]  什麼太子黨勢力等等
[00:15:23.840 --> 00:15:25.280]  很多原因
[00:15:25.280 --> 00:15:27.440]  不過從我們基督徒來說
[00:15:27.440 --> 00:15:31.520]  最終的原因一定是因為耶和華讓他坐這個位
[00:15:31.520 --> 00:15:34.880]  你喜歡不喜歡林鄭做香港特首也好
[00:15:34.880 --> 00:15:37.600]  最後還是要神讓他坐在那裏
[00:15:37.600 --> 00:15:39.600]  不過我們又要小心
[00:15:39.600 --> 00:15:43.200]  中國以前經常說這些故事
[00:15:43.200 --> 00:15:45.200]  天子嘛
[00:15:45.200 --> 00:15:49.280]  大家知道中國人說皇帝是天子
[00:15:49.280 --> 00:15:52.000]  意思是他是上天的兒子
[00:15:52.000 --> 00:15:54.000]  所以你就要聽他講
[00:15:54.000 --> 00:15:56.640]  上天的兒子你都不聽他講
[00:15:56.640 --> 00:15:58.640]  天就會懲罰你
[00:15:58.640 --> 00:16:01.600]  不過中國人的天就很私心
[00:16:01.600 --> 00:16:04.080]  只顧著自己的兒子
[00:16:04.080 --> 00:16:09.520]  所以中國人想的天都像香港的港爸港媽一樣
[00:16:09.520 --> 00:16:11.520]  常常都認為自己的兒子對也不一定
[00:16:11.520 --> 00:16:15.040]  不過耶和華就不是港爸港媽
[00:16:15.040 --> 00:16:20.960]  意思是耶和華讓習近平成為國家主席
[00:16:20.960 --> 00:16:23.600]  不是說習近平做的一切都對
[00:16:23.600 --> 00:16:29.520]  而是他坐這個位其實都是讓他坐這個位
[00:16:29.520 --> 00:16:32.880]  如果耶和華覺得他不應該坐這個位
[00:16:32.880 --> 00:16:34.880]  習近平再厲害也好
[00:16:34.880 --> 00:16:36.880]  明天就不見了他
[00:16:36.880 --> 00:16:38.880]  如果你看政治多的話
[00:16:38.880 --> 00:16:42.800]  你就知道這些政治風雲人物變得很快
[00:16:42.800 --> 00:16:44.800]  很多事情你想都沒想過
[00:16:44.800 --> 00:16:46.800]  蘇聯瓦解
[00:16:46.800 --> 00:16:52.000]  利比亞突然之間沒了權力
[00:16:52.000 --> 00:16:54.000]  有很多故事可以跟你講
[00:16:54.000 --> 00:16:56.000]  有機會你看我的講座再講
[00:16:56.000 --> 00:16:59.360]  讀政治多的話你會發現一個很有權勢的人
[00:16:59.360 --> 00:17:01.360]  忽然之間就倒下了
[00:17:01.360 --> 00:17:03.360]  你都不知道發生什麼事
[00:17:03.360 --> 00:17:06.400]  當然事後回頭看你可以說有很多原因
[00:17:06.400 --> 00:17:10.560]  但是對當時發生的人是一種意外
[00:17:10.560 --> 00:17:14.000]  這個就私人要給我們看一幅圖畫
[00:17:14.000 --> 00:17:17.840]  其實神什麼時候都在看世上的政權
[00:17:17.840 --> 00:17:22.320]  神什麼時候都會準備好出手審判世上的政權
[00:17:22.320 --> 00:17:24.320]  神什麼時候出手我們不知道
[00:17:24.320 --> 00:17:26.320]  因為主權在神那裡
[00:17:26.320 --> 00:17:28.320]  不是在我們那裡
[00:17:28.320 --> 00:17:31.520]  但是私人最主要就是要鼓勵信徒
[00:17:31.520 --> 00:17:34.640]  你不要怕世上的權柄
[00:17:34.640 --> 00:17:39.600]  我不知道你有沒有想過這件事
[00:17:39.600 --> 00:17:43.120]  你要想作為舊約的以色列人
[00:17:43.120 --> 00:17:45.920]  其實這是一個很實在的問題
[00:17:45.920 --> 00:17:49.760]  舊約的以色列國是一個很小的國家
[00:17:49.760 --> 00:17:52.800]  我剛剛一月去過以色列
[00:17:52.800 --> 00:17:54.800]  有機會你去看看
[00:17:54.800 --> 00:17:59.520]  以色列其實大概等於美國的紐澤士
[00:17:59.520 --> 00:18:01.520]  大家可能不知道紐澤士有多大
[00:18:01.520 --> 00:18:07.040]  不過比較的話我懷疑以色列可能等於廣東省那麼大
[00:18:07.040 --> 00:18:10.080]  整個以色列國等於廣東省
[00:18:10.080 --> 00:18:12.080]  可能比廣東省小
[00:18:12.400 --> 00:18:17.120]  而且以色列一半的土地是沒有什麼用的
[00:18:17.120 --> 00:18:19.120]  南地的沙漠
[00:18:19.120 --> 00:18:21.120]  所以其實是一個在救今天的以色列
[00:18:21.120 --> 00:18:23.120]  舊約時代的以色列其實更加小
[00:18:23.120 --> 00:18:25.120]  除非是所羅門時代
[00:18:25.120 --> 00:18:27.120]  舊約的以色列其實是很小的一個地方
[00:18:27.120 --> 00:18:36.080]  所以他們經常處於埃及和巴比倫
[00:18:36.080 --> 00:18:39.440]  兩個強國的勢力的爭奪之地
[00:18:39.440 --> 00:18:42.320]  兵家必搶之地
[00:18:42.320 --> 00:18:44.320]  所以你看舊約的獵王記上下
[00:18:44.320 --> 00:18:47.440]  你知道以色列人經常被人打
[00:18:47.440 --> 00:18:50.960]  這是一個很實際的現象
[00:18:50.960 --> 00:18:54.160]  你信不信得過跟隨耶和華
[00:18:54.160 --> 00:18:58.000]  比你一切外交的政策更加重要
[00:18:58.000 --> 00:19:00.000]  跟隨耶和華
[00:19:00.000 --> 00:19:02.000]  耶和華有能力保護你
[00:19:02.000 --> 00:19:06.000]  你看起來所謂超級強國
[00:19:06.000 --> 00:19:10.480]  其實他們的能力都是在耶和華的管治之下
[00:19:10.480 --> 00:19:13.440]  我們繼續看下去
[00:19:13.440 --> 00:19:15.440]  第三段
[00:19:15.440 --> 00:19:19.440]  第三段就是受高者
[00:19:19.440 --> 00:19:21.440]  我們一般所謂彌賽亞
[00:19:21.440 --> 00:19:23.440]  一般翻譯成受高者就是彌賽亞這個字
[00:19:23.440 --> 00:19:25.440]  希伯來文
[00:19:25.440 --> 00:19:27.440]  彌賽亞說
[00:19:27.440 --> 00:19:29.440]  我要傳聖旨
[00:19:29.440 --> 00:19:31.440]  耶和華曾對我說
[00:19:31.440 --> 00:19:33.440]  你是我的兒子
[00:19:33.440 --> 00:19:35.440]  我今日生你
[00:19:35.440 --> 00:19:37.440]  我將列國賜你為基業
[00:19:37.440 --> 00:19:39.440]  將地極賜你為前產
[00:19:39.440 --> 00:19:41.440]  你必用鐵匠打破他們
[00:19:41.440 --> 00:19:43.440]  你必將他們如搖匠的瓦器摔水
[00:19:43.440 --> 00:19:45.440]  這幅圖畫很厲害
[00:19:45.440 --> 00:19:47.440]  但你也看不到
[00:19:47.440 --> 00:19:49.440]  你試試在天安門派單張
[00:19:49.440 --> 00:19:51.440]  馬上被人抓了
[00:19:51.440 --> 00:19:53.440]  你不會用鐵匠打破他們
[00:19:53.440 --> 00:19:55.440]  你不會用鐵匠打破他們
[00:19:55.440 --> 00:19:57.440]  你不會用鐵匠打破他們
[00:19:57.440 --> 00:19:59.440]  你不會用鐵匠打破他們
[00:19:59.440 --> 00:20:01.440]  你不會用鐵匠打破他們
[00:20:01.440 --> 00:20:03.440]  你不會用鐵匠打破他們
[00:20:03.440 --> 00:20:05.440]  你不會用鐵匠打破他們
[00:20:05.440 --> 00:20:07.440]  你試試用鐵匠打破他們
[00:20:07.440 --> 00:20:09.440]  你不會用鐵匠打破他們
[00:20:09.440 --> 00:20:11.440]  你不會用鐵匠打破他們
