
[00:00:00.000 --> 00:00:04.640]  各位大兄姊妹你好
[00:06:09.040 --> 00:06:12.080]  他曾說過早知有今日
[00:06:12.080 --> 00:06:14.320]  我管他批評和不批評
[00:06:14.320 --> 00:06:17.600]  腦子都要到處去
[00:06:17.600 --> 00:06:19.600]  是不是
[00:06:19.600 --> 00:06:24.960]  可能艾芬醫生到這一刻感到非常無奈
[00:06:24.960 --> 00:06:28.320]  內疚和自責
[00:06:28.320 --> 00:06:30.320]  他說早知有今日
[00:06:30.320 --> 00:06:32.320]  今日的情況是怎樣呢?
[00:06:32.880 --> 00:06:34.880]  注重去年12月
[00:06:34.880 --> 00:06:38.720]  武漢首先爆發新型冠狀病毒之後
[00:06:38.720 --> 00:06:40.720]  直至今日為止
[00:06:40.720 --> 00:06:44.960]  差不多有195個國家受到感染
[00:06:44.960 --> 00:06:46.960]  可能現在不止
[00:06:46.960 --> 00:06:51.760]  感染人數達到37萬8481人
[00:06:51.760 --> 00:06:55.760]  我看這個數字是在3月22日
[00:06:55.760 --> 00:07:00.160]  死亡人數超過1萬6491人
[00:07:00.160 --> 00:07:04.320]  死亡率根據世衛說是3.4%
[00:07:04.320 --> 00:07:08.480]  根據香港大學梁卓偉醫生的計算大概是1.2%
[00:07:08.480 --> 00:07:11.760]  我相信梁醫生的看法都幾準
[00:07:11.760 --> 00:07:13.760]  因為有很多人
[00:07:13.760 --> 00:07:15.760]  所謂死亡率需要提高
[00:07:15.760 --> 00:07:17.760]  因為有很多人感染了這個病
[00:07:17.760 --> 00:07:19.760]  他沒有測試所以不知道
[00:07:19.760 --> 00:07:23.200]  所以就將個基數降低了
[00:07:23.200 --> 00:07:27.440]  感染的人數非常非常多
[00:07:27.440 --> 00:07:31.040]  死亡人數也很多
[00:07:31.040 --> 00:07:36.240]  當然灣區也是疫症的重差區
[00:07:36.240 --> 00:07:38.240]  所以今天我們要隔離
[00:07:38.240 --> 00:07:40.240]  所以我們在網上崇拜
[00:07:40.240 --> 00:07:42.240]  不准出門口
[00:07:42.240 --> 00:07:44.240]  除非有要事否則要留在家中
[00:07:44.240 --> 00:07:49.680]  學校公眾場所打球聚會全部停頓
[00:07:49.680 --> 00:07:51.680]  這樣對我們的健康
[00:07:51.680 --> 00:07:54.960]  經濟情緒有很大影響
[00:07:54.960 --> 00:07:58.080]  回想起今天的情況
[00:07:58.080 --> 00:08:00.080]  和三四個月前的世界
[00:08:00.080 --> 00:08:03.920]  根本上是兩個完全不同的世界
[00:08:03.920 --> 00:08:05.920]  我們的心情如何呢?
[00:08:05.920 --> 00:08:09.440]  《紐約時報》曾經呼籲
[00:08:09.440 --> 00:08:12.400]  所有感染了的人
[00:08:12.400 --> 00:08:14.400]  或者受疫情影響的人
[00:08:14.400 --> 00:08:18.400]  將他們的故事寄出
[00:08:18.400 --> 00:08:21.440]  看到這些故事令人心碎
[00:08:21.440 --> 00:08:23.440]  很多人處於恐懼
[00:08:23.440 --> 00:08:29.200]  憤怒、不安、孤單、苦悶、焦慮
[00:08:29.200 --> 00:08:33.680]  和種種負面情緒纏繞著
[00:08:33.680 --> 00:08:37.680]  也有很多人
[00:08:37.680 --> 00:08:39.680]  好像他們覺得
[00:08:39.680 --> 00:08:41.680]  所謂的社交隔離
[00:08:41.680 --> 00:08:43.680]  對他們來說很難接受
[00:08:43.680 --> 00:08:48.240]  他們就會不理政府勸告
[00:08:48.240 --> 00:08:50.240]  成群別對他出去
[00:08:51.040 --> 00:08:55.040]  只不過是害人害己
[00:08:55.040 --> 00:08:59.040]  我們也看到有很多商人、奸商
[00:08:59.040 --> 00:09:03.040]  抬高口罩或其他價格賺大錢
[00:09:03.040 --> 00:09:07.040]  也有政客不顧利益
[00:09:07.040 --> 00:09:09.040]  遮門事實
[00:09:09.040 --> 00:09:13.040]  或者搞一些政治的東西
[00:09:13.040 --> 00:09:15.040]  不是想到人民的需要
[00:09:15.040 --> 00:09:17.040]  不是一起共同去抗疫
[00:09:17.040 --> 00:09:21.040]  隱瞞事實 讓人心碎
[00:09:21.040 --> 00:09:23.040]  但另一方面
[00:09:23.040 --> 00:09:27.040]  我們也看到在這個時刻
[00:09:27.040 --> 00:09:29.040]  有很多很有愛心
[00:09:29.040 --> 00:09:31.040]  很勇敢的人走出來
[00:09:31.040 --> 00:09:33.040]  前天我看電視
[00:09:33.040 --> 00:09:35.040]  訪問一個UCSF的醫生
[00:09:35.040 --> 00:09:37.040]  他自己坦言說
[00:09:37.040 --> 00:09:41.040]  他受感染的機率非常高
[00:09:41.040 --> 00:09:43.040]  他不敢回家
[00:09:43.040 --> 00:09:45.040]  怕感染到家人
[00:09:45.040 --> 00:09:47.040]  但他沒有一點氣餒
[00:09:47.040 --> 00:09:49.040]  他覺得這是他的天職
[00:09:49.040 --> 00:09:55.040]  他願意全身投入去抗疫
[00:09:55.040 --> 00:09:59.040]  聽來令人非常感動
[00:09:59.040 --> 00:10:03.040]  也有不少人去幫老人家買菜
[00:10:03.040 --> 00:10:07.040]  也有不少人去派一些食物給老人家
[00:10:07.040 --> 00:10:09.040]  也有很多人
[00:10:09.040 --> 00:10:13.040]  像教會的姐妹
[00:10:13.040 --> 00:10:17.040]  看老人家做的口罩
[00:10:17.040 --> 00:10:19.040]  也有很多人
[00:10:19.040 --> 00:10:21.040]  將有餘的分給沒有的人
[00:10:21.040 --> 00:10:23.040]  《丙城聖經》裏所謂
[00:10:23.040 --> 00:10:25.040]  有餘的可以和人分享
[00:10:25.040 --> 00:10:27.040]  沒有的可以有
[00:10:27.040 --> 00:10:31.040]  我們在一個非常時期
[00:10:31.040 --> 00:10:33.040]  在這段時間
[00:10:33.040 --> 00:10:35.040]  我們每個人的心情都非常複雜
[00:10:35.040 --> 00:10:37.040]  對人生打出很多的問話
[00:10:37.040 --> 00:10:39.040]  甚至會問神啊
[00:10:39.040 --> 00:10:41.040]  你在哪裡?
[00:10:41.040 --> 00:10:43.040]  哈伯谷先知
[00:10:43.040 --> 00:10:45.040]  處於一個這樣的局面
[00:10:45.040 --> 00:10:47.040]  一個這樣的環境
[00:10:47.040 --> 00:10:49.040]  然後寫出哈伯谷書的信息
[00:10:49.040 --> 00:10:51.040]  他提出很多尖銳的問題
[00:10:51.040 --> 00:10:53.040]  但同時告訴我們
[00:10:53.040 --> 00:10:55.040]  我們如何去處理這個逆境
[00:10:55.040 --> 00:10:57.040]  我們有機會一起來看看這本書
[00:10:57.040 --> 00:10:59.040]  主題叫做
[00:10:59.040 --> 00:11:01.040]  從恐懼到相信
[00:11:01.040 --> 00:11:03.040]  從恐懼到相信
[00:11:03.040 --> 00:11:05.040]  從恐懼到相信
[00:11:05.040 --> 00:11:07.040]  從恐懼到相信
[00:11:07.040 --> 00:11:09.040]  從恐懼到相信
[00:11:09.040 --> 00:11:11.040]  首先我們來看看
[00:11:11.040 --> 00:11:13.040]  金磐是一個碎論
[00:11:13.040 --> 00:11:15.040]  我們來看看第一章
[00:11:15.040 --> 00:11:17.040]  眼前所見是甚麼呢?
[00:11:17.040 --> 00:11:19.040]  外在
[00:11:19.040 --> 00:11:21.040]  首先我們要了解哈伯谷書的背景
[00:11:21.040 --> 00:11:23.040]  在公元前605年
[00:11:23.040 --> 00:11:25.040]  即是現在的伊拉克興起
[00:11:25.040 --> 00:11:27.040]  一個偉大的皇帝
[00:11:27.040 --> 00:11:29.040]  叫尼布格尼撒王
[00:11:29.040 --> 00:11:31.040]  他征服了亞述
[00:11:31.040 --> 00:11:33.040]  統治了現在的敘利亞
[00:11:33.040 --> 00:11:35.040]  勢力越來越強大
[00:11:35.040 --> 00:11:37.040]  終於他來到耶路撒冷
[00:11:37.040 --> 00:11:39.040]  攻陷了耶路撒冷
[00:11:39.040 --> 00:11:41.040]  擄去皇帝約瓦勁
[00:11:41.040 --> 00:11:43.040]  和一些知識分子
[00:11:43.040 --> 00:11:45.040]  包括年青人
[00:11:45.040 --> 00:11:47.040]  這個達爾里等人
[00:11:47.040 --> 00:11:49.040]  去到巴比倫的地方
[00:11:49.040 --> 00:11:51.040]  而耶路撒冷是第一次失守
[00:11:51.040 --> 00:11:53.040]  而耶路撒冷是第一次失守
[00:11:53.040 --> 00:11:55.040]  不少的猶太國民
[00:11:55.040 --> 00:11:57.040]  就在秘魯離開
[00:11:57.040 --> 00:11:59.040]  不少的猶太國民就在秘魯離開
[00:11:59.040 --> 00:12:01.040]  到了公元前601年
[00:12:01.040 --> 00:12:03.040]  到了公元前601年
[00:12:03.040 --> 00:12:05.040]  到了公元前601年
[00:12:05.040 --> 00:12:07.040]  尼布格尼撒王就因為出征埃及
[00:12:07.040 --> 00:12:09.040]  尼布格尼撒王就因為出征埃及
[00:12:09.040 --> 00:12:11.040]  被埃及軍隊擊退
[00:12:11.040 --> 00:12:13.040]  在這個時候
[00:12:13.040 --> 00:12:15.040]  承繼約瓦勁的
[00:12:15.040 --> 00:12:17.040]  以色列王約瓦根
[00:12:17.040 --> 00:12:19.040]  不聽從耶利米先知的警告
[00:12:19.040 --> 00:12:21.040]  不聽從耶利米先知的警告
[00:12:21.040 --> 00:12:23.040]  背叛尼布格尼撒王
[00:12:23.040 --> 00:12:25.040]  結果朝至公元前597年
[00:12:25.040 --> 00:12:27.040]  結果朝至公元前597年
[00:12:27.040 --> 00:12:29.040]  尼布格尼撒王再去攻陷耶路撒冷
[00:12:29.040 --> 00:12:31.040]  擄走了約瓦根
[00:12:31.040 --> 00:12:33.040]  同時還有
[00:12:33.040 --> 00:12:35.040]  擄走太后神部
[00:12:35.040 --> 00:12:37.040]  百姓精英等等
[00:12:37.040 --> 00:12:39.040]  其中包括了以色列先知
[00:12:39.040 --> 00:12:41.040]  這次是猶太人第二次被擄
[00:12:41.040 --> 00:12:43.040]  這次是猶太人第二次被擄
[00:12:43.040 --> 00:12:45.040]  到了587年
[00:12:45.040 --> 00:12:47.040]  承繼約瓦根的西底加王
[00:12:47.040 --> 00:12:49.040]  又再背叛
[00:12:49.040 --> 00:12:51.040]  企圖與埃及結盟
[00:12:51.040 --> 00:12:53.040]  結果又被尼布格尼撒王圍困
[00:12:53.040 --> 00:12:55.040]  這一回所受的災難更慘
[00:12:55.040 --> 00:12:57.040]  當時巴比倫人
[00:12:57.040 --> 00:12:59.040]  圍城有兩年之久
[00:12:59.040 --> 00:13:01.040]  城內出現大饑荒
[00:13:01.040 --> 00:13:03.040]  餓死無數
[00:13:03.040 --> 00:13:05.040]  終於在兩年後被攻陷
[00:13:05.040 --> 00:13:07.040]  終於在兩年後被攻陷
[00:13:07.040 --> 00:13:09.040]  西底加被擒
[00:13:09.040 --> 00:13:11.040]  巴比倫人殺了他的兒子
[00:13:11.040 --> 00:13:13.040]  挖了他的眼
[00:13:13.040 --> 00:13:15.040]  將他帶到巴比倫
[00:13:15.040 --> 00:13:17.040]  用鐵鏈
[00:13:17.040 --> 00:13:19.040]  用鐵鏈
[00:13:19.040 --> 00:13:21.040]  拖著他
[00:13:21.040 --> 00:13:23.040]  盡侮辱之能事
[00:13:23.040 --> 00:13:25.040]  又將人民擄去
[00:13:25.040 --> 00:13:27.040]  只留下最窮最無學問的人
[00:13:27.040 --> 00:13:29.040]  留在耶路撒冷
[00:13:29.040 --> 00:13:31.040]  亦將巴勒斯坦
[00:13:31.040 --> 00:13:33.040]  據為己有
[00:13:33.040 --> 00:13:35.040]  另立一個省長管治猶太區
[00:13:35.040 --> 00:13:37.040]  以色列人從亡國
[00:13:37.040 --> 00:13:39.040]  以色列人從亡國
[00:13:39.040 --> 00:13:41.040]  情況悲慘
[00:13:41.040 --> 00:13:43.040]  死人無數
[00:13:43.040 --> 00:13:45.040]  剩下人在悲瘡
[00:13:45.040 --> 00:13:47.040]  絕亡當中
[00:13:47.040 --> 00:13:49.040]  在異國成為亡國奴
[00:13:49.040 --> 00:13:51.040]  我們讀耶利米先知書
[00:13:51.040 --> 00:13:53.040]  所描述的
[00:13:53.040 --> 00:13:55.040]  不禁叫人流淚
[00:13:55.040 --> 00:13:57.040]  哈巴谷先知就活在一個這樣的時刻
[00:13:57.040 --> 00:13:59.040]  雖然我們不知道
[00:13:59.040 --> 00:14:01.040]  他寫這本書
[00:14:01.040 --> 00:14:03.040]  哈巴谷書的時候
[00:14:03.040 --> 00:14:05.040]  是在哪一年寫的
[00:14:05.040 --> 00:14:07.040]  大概都是在這一段時間寫
[00:14:07.040 --> 00:14:09.040]  無論如何
[00:14:09.040 --> 00:14:11.040]  哈巴谷是講述猶太歷史裡
[00:14:11.040 --> 00:14:13.040]  最黑暗的一面
[00:14:13.040 --> 00:14:15.040]  事實上自從586年
[00:14:15.040 --> 00:14:17.040]  滅亡一直到1948年
[00:14:17.040 --> 00:14:19.040]  以色列才復國
[00:14:19.040 --> 00:14:21.040]  他們到處流蕩
[00:14:21.040 --> 00:14:23.040]  被人欺壓
[00:14:23.040 --> 00:14:25.040]  有二千年之久
[00:14:25.040 --> 00:14:27.040]  所以有人說
[00:14:27.040 --> 00:14:29.040]  猶太人的歷史是用血
[00:14:29.040 --> 00:14:31.040]  用淚寫成
[00:14:31.040 --> 00:14:33.040]  哈巴谷先知目睹
[00:14:33.040 --> 00:14:35.040]  眼前的光景一片迷茫
[00:14:35.040 --> 00:14:37.040]  絕望驚慌恐懼擔憂
[00:14:37.040 --> 00:14:39.040]  我就想到
[00:14:39.040 --> 00:14:41.040]  其實我們中國人
[00:14:41.040 --> 00:14:43.040]  何嘗不是有這樣的情況呢
[00:14:43.040 --> 00:14:45.040]  何嘗不是有這樣的情況呢
[00:14:45.040 --> 00:14:47.040]  諗到八年的抗戰
[00:14:47.040 --> 00:14:49.040]  幾多人流離失所
[00:14:49.040 --> 00:14:51.040]  幾多人流離失所
[00:14:51.040 --> 00:14:53.040]  失去家園
[00:14:53.040 --> 00:14:55.040]  最能夠描繪這種情況的心情
[00:14:55.040 --> 00:14:57.040]  最能夠描繪這種情況的心情
[00:14:57.040 --> 00:14:59.040]  就是這首歌
[00:14:59.040 --> 00:15:01.040]  叫《松花江上》
[00:15:01.040 --> 00:15:03.040]  《松花江上》的歌詞
[00:15:03.040 --> 00:15:05.040]  是怎樣寫的呢
[00:15:05.040 --> 00:15:07.040]  《松花江上》
[00:15:07.040 --> 00:15:09.040]  我的家在東北
[00:15:09.040 --> 00:15:11.040]  松花江上
[00:15:11.040 --> 00:15:13.040]  那裡有森林煤礦
[00:15:13.040 --> 00:15:15.040]  還有那滿身遍野的大豆高粱
[00:15:15.040 --> 00:15:17.040]  還有那滿身遍野的大豆高粱
[00:15:17.040 --> 00:15:19.040]  我的家在東北松花江上
[00:15:19.040 --> 00:15:21.040]  那裡有我的同胞
[00:15:21.040 --> 00:15:23.040]  還有我衰老的爹娘
[00:15:23.040 --> 00:15:25.040]  還有我衰老的爹娘
[00:15:25.040 --> 00:15:27.040]  918 918
[00:15:27.040 --> 00:15:29.040]  從那悲慘的時候
[00:15:29.040 --> 00:15:31.040]  918 918
[00:15:31.040 --> 00:15:33.040]  從那悲慘的時候脫離了我的家鄉
[00:15:33.040 --> 00:15:35.040]  拋棄那無盡的寶藏
[00:15:35.040 --> 00:15:37.040]  流浪流浪
[00:15:37.040 --> 00:15:39.040]  整日家在宜台
[00:15:39.040 --> 00:15:41.040]  整日家在宜台
[00:15:41.040 --> 00:15:43.040]  關內流蕩
[00:15:43.040 --> 00:15:45.040]  哪月才能夠回到我那可愛的故鄉
[00:15:45.040 --> 00:15:47.040]  哪月才能夠回到我那可愛的故鄉
[00:15:47.040 --> 00:15:49.040]  哪年哪月才能夠收回我無盡的寶藏
[00:15:49.040 --> 00:15:51.040]  哪年哪月才能夠收回我無盡的寶藏
[00:15:51.040 --> 00:15:53.040]  哪年哪月才能夠收回我無盡的寶藏
[00:15:53.040 --> 00:15:55.040]  爹娘
[00:15:55.040 --> 00:15:57.040]  爹娘
[00:15:57.040 --> 00:15:59.040]  什麼時候才能歡聚一堂呢
[00:15:59.040 --> 00:16:01.040]  什麼時候才能歡聚一堂呢
[00:16:01.040 --> 00:16:03.040]  百年抗戰
[00:16:03.040 --> 00:16:05.040]  千萬無辜的平民成為冤魂
[00:16:05.040 --> 00:16:07.040]  千萬無辜的平民成為冤魂
[00:16:07.040 --> 00:16:09.040]  日軍鐵蹄所致
[00:16:09.040 --> 00:16:11.040]  日軍鐵蹄所致
[00:16:11.040 --> 00:16:13.040]  雲零塗炭
[00:16:13.040 --> 00:16:15.040]  屠刀所向
[00:16:15.040 --> 00:16:17.040]  屍骨成山
[00:16:17.040 --> 00:16:19.040]  死亡人數超過千萬
[00:16:19.040 --> 00:16:21.040]  死亡人數超過千萬
[00:16:21.040 --> 00:16:23.040]  日軍所到的地方
[00:16:23.040 --> 00:16:25.040]  兩奪工和私的財產
[00:16:25.040 --> 00:16:27.040]  兩奪工和私的財產
[00:16:27.040 --> 00:16:29.040]  奸淫擄掠
[00:16:29.040 --> 00:16:31.040]  洗劫一空
[00:16:31.040 --> 00:16:33.040]  今日看來
[00:16:33.040 --> 00:16:35.040]  比起新冠狀的病毒
[00:16:35.040 --> 00:16:37.040]  是有過之而無不及
[00:16:37.040 --> 00:16:39.040]  我們都會問
[00:16:39.040 --> 00:16:41.040]  你在哪裡呢
[00:16:41.040 --> 00:16:43.040]  在哈伯谷書第一章
[00:16:43.040 --> 00:16:45.040]  在哈伯谷書第一章
[00:16:45.040 --> 00:16:47.040]  先師提出三個非常尖銳的問題
[00:16:47.040 --> 00:16:49.040]  先師提出三個非常尖銳的問題
[00:16:49.040 --> 00:16:51.040]  亦都是我們要問的三個問題
[00:16:51.040 --> 00:16:53.040]  第一個問題就是第二節
[00:16:53.040 --> 00:16:55.040]  他說:耶和華,我呼求你
[00:16:55.040 --> 00:16:57.040]  你不應允要到幾時呢
[00:16:57.040 --> 00:16:59.040]  我因強暴哀求你,你還不請救
[00:16:59.040 --> 00:17:01.040]  簡言之
[00:17:01.040 --> 00:17:03.040]  他問:神啊
[00:17:03.040 --> 00:17:05.040]  為什麼你不聽
[00:17:05.040 --> 00:17:07.040]  你是聾嗎
[00:17:07.040 --> 00:17:09.040]  在痛苦之中
[00:17:09.040 --> 00:17:11.040]  被強暴遊掠
[00:17:11.040 --> 00:17:13.040]  日夜哀求你
[00:17:13.040 --> 00:17:15.040]  但好像完全躲起來一樣
[00:17:15.040 --> 00:17:17.040]  聽不到
[00:17:17.040 --> 00:17:19.040]  第二個問題就是第三節
[00:17:19.040 --> 00:17:21.040]  第四節
[00:17:21.040 --> 00:17:23.040]  先師又問:你為何使我看見罪孽
[00:17:23.040 --> 00:17:25.040]  你為何看見奸惡而不理呢
[00:17:25.040 --> 00:17:27.040]  毀滅和強暴在我面前
[00:17:27.040 --> 00:17:29.040]  毀滅和強暴在我面前
[00:17:29.040 --> 00:17:31.040]  又起了爭端和相鬥的事
[00:17:31.040 --> 00:17:33.040]  因此律法放鬆
[00:17:33.040 --> 00:17:35.040]  公理也不顯明
[00:17:35.040 --> 00:17:37.040]  惡人為困二人
[00:17:37.040 --> 00:17:39.040]  所以公理顯然顛倒
[00:17:39.040 --> 00:17:41.040]  換句話說
[00:17:41.040 --> 00:17:43.040]  哈巴菊問:神啊
[00:17:43.040 --> 00:17:45.040]  你看不到嗎
[00:17:45.040 --> 00:17:47.040]  情言在我們眼前是甚麼
[00:17:47.040 --> 00:17:49.040]  罪行、奸惡、強暴、爭論
