
[00:00:00.000 --> 00:00:08.000]  大家好 今天我要跟大家講一個題目 信心攀山之旅
[00:04:04.080 --> 00:04:06.960]  抑或你見到山你就逃避呢?
[00:04:06.960 --> 00:04:11.920]  其實基督徒的人生就是不斷的攀山
[00:04:11.920 --> 00:04:15.520]  有時攀過這一座 然後再有另一座
[00:04:15.520 --> 00:04:19.920]  所以基督徒的人生並不是一條平坦的大路
[00:04:19.920 --> 00:04:23.040]  它很多時候是崎嶇
[00:04:23.040 --> 00:04:28.560]  我們在山路裡遇到很多挑戰和困難
[00:04:28.560 --> 00:04:33.280]  感到疲憊、乏力 有時會想放棄
[00:04:33.280 --> 00:04:36.240]  今天我要和大家看一個人物
[00:04:36.240 --> 00:04:41.600]  這個人物我稱他為聖經中的攀山勇士
[00:04:41.600 --> 00:04:50.000]  在約書亞帶領以色列人分地的時候
[00:04:50.000 --> 00:04:54.240]  有一個長者他85歲站了出來
[00:04:54.240 --> 00:04:59.840]  他不是要求一塊安逸平原去怡仰天年
[00:04:59.840 --> 00:05:04.320]  他是指向加南地非常危險的一座山
[00:05:04.320 --> 00:05:10.000]  這一座山是令人生畏就是希伯倫的山地
[00:05:10.000 --> 00:05:13.680]  我們從今天約書亞記第十四章
[00:05:13.680 --> 00:05:22.240]  第六到第十五節來看看他是怎樣攀這座希伯倫的山地
[00:05:22.240 --> 00:05:26.320]  而他的信心是怎樣展現在我們面前
[00:05:26.320 --> 00:05:34.800]  其實一個有使命的人經常他的逆傷也是非常高
[00:05:34.800 --> 00:05:39.280]  因為他雖然見到困難 但他看到那個使命
[00:05:39.280 --> 00:05:42.640]  那個使命擺在他前面 他一定要得到
[00:05:42.640 --> 00:05:48.400]  所以他的逆傷抗壓的能力相繼提高
[00:05:48.400 --> 00:05:52.640]  我們來看看加勒的攀山宣言
[00:05:52.640 --> 00:05:57.840]  我們從第十二節開始切入故事
[00:05:57.840 --> 00:06:02.640]  第十二節說他迎接艱巨的挑戰
[00:06:02.640 --> 00:06:09.520]  他說求你張耶華哪日應許給我的山地給我
[00:06:09.520 --> 00:06:13.520]  那裡有亞納族人並寬大堅固的城
[00:06:13.520 --> 00:06:19.760]  你也曾聽見了 或者耶華照他所應許的與我同在
[00:06:19.760 --> 00:06:23.120]  我就把他們趕出去
[00:06:23.120 --> 00:06:26.320]  這是攀山的宣言
[00:06:26.320 --> 00:06:30.240]  他是claim希伯倫的山地
[00:06:30.240 --> 00:06:34.240]  他不是說我現在也許
[00:06:34.240 --> 00:06:42.720]  他說求你將耶華應許給我的山地賜給我
[00:06:42.720 --> 00:06:47.120]  加勒選擇這個地不是普通的山
[00:06:47.120 --> 00:06:51.280]  裡面有亞納族人 就是巨人在裡面
[00:06:51.280 --> 00:06:54.320]  而且有寬大堅固的城
[00:06:54.320 --> 00:06:56.320]  他們守得很緊
[00:06:56.320 --> 00:07:03.120]  當年很多探子看到這個地方其實就是死亡地帶
[00:07:03.120 --> 00:07:08.240]  一個滿佈地雷的危險地方
[00:07:08.240 --> 00:07:13.920]  被公認為最難攻克的一個山峰
[00:07:13.920 --> 00:07:19.760]  加勒不怕威脅 不怕困難
[00:07:19.760 --> 00:07:22.960]  他一直以來都有一個夢想
[00:07:22.960 --> 00:07:24.960]  其實已經四十五年
[00:07:24.960 --> 00:07:30.000]  他夢想昔日耶華如何應許給他的山地
[00:07:30.000 --> 00:07:33.200]  現在他們攻陷了加勒地
[00:07:33.200 --> 00:07:38.960]  他想佔據這個山地作為他自己避婚的地方
[00:07:38.960 --> 00:07:42.160]  他是信心的攀山者
[00:07:42.160 --> 00:07:44.160]  他堅毅不屈
[00:07:44.160 --> 00:07:46.160]  他是一個勇士
[00:07:46.160 --> 00:07:48.160]  弟兄姊妹
[00:07:48.160 --> 00:07:52.800]  你心中的希伯倫山地在哪裡呢?
[00:07:52.800 --> 00:07:58.160]  你有沒有一個地方你覺得一直以來是你的夢想
[00:07:58.160 --> 00:08:00.160]  是神給你的託付
[00:08:00.160 --> 00:08:02.160]  又或是神給你的呼召
[00:08:02.160 --> 00:08:05.600]  而你一直卻步不前不敢嘗試
[00:08:05.600 --> 00:08:11.920]  我記得在2017年我帶團到以色列
[00:08:11.920 --> 00:08:13.920]  在加勒地海
[00:08:13.920 --> 00:08:15.920]  我經常帶團的時候
[00:08:15.920 --> 00:08:18.880]  會在加勒地海和他們分享
[00:08:18.880 --> 00:08:22.080]  加勒地海發生的三個神蹟
[00:08:22.080 --> 00:08:24.080]  耶穌基督的神蹟
[00:08:24.080 --> 00:08:28.080]  其中一個就是彼得走在海面上
[00:08:28.080 --> 00:08:33.840]  我經常講完後會給大家一段時間默想
[00:08:33.840 --> 00:08:35.840]  默想什麼呢?
[00:08:35.840 --> 00:08:39.840]  就是默想關於人生的風暴
[00:08:39.840 --> 00:08:41.840]  關於打魚
[00:08:41.840 --> 00:08:43.840]  關於呼召
[00:08:43.840 --> 00:08:47.840]  關於可以行在海面上了升的困難
[00:08:47.840 --> 00:08:51.840]  這些種種都可以是他們默想的渠道
[00:08:51.840 --> 00:08:55.840]  我自己在那一刻的時候
[00:08:55.840 --> 00:08:57.840]  我對著加勒地海
[00:08:57.840 --> 00:08:59.840]  和主講
[00:08:59.840 --> 00:09:01.840]  主耶穌啊
[00:09:01.840 --> 00:09:05.840]  我們現在快要成立聖賢港道營經學院
[00:09:05.840 --> 00:09:07.840]  這個對我來說
[00:09:07.840 --> 00:09:11.840]  是好像走在加勒地海的面上一樣
[00:09:11.840 --> 00:09:13.840]  是充滿了挑戰
[00:09:13.840 --> 00:09:17.840]  充滿了不明的前途
[00:09:17.840 --> 00:09:21.840]  很可能我踏上去的時候
[00:09:21.840 --> 00:09:25.840]  就會將我所有生命的力量都要放上去
[00:09:25.840 --> 00:09:27.840]  我說主啊
[00:09:27.840 --> 00:09:33.840]  求祢昔日讓彼得走在海面上的那種能力
[00:09:33.840 --> 00:09:35.840]  今日賜給我
[00:09:35.840 --> 00:09:37.840]  讓我同樣可以走在海面上
[00:09:37.840 --> 00:09:39.840]  祢都永要祢的名
[00:09:39.840 --> 00:09:43.840]  後來我們就開始要買樓下
[00:09:43.840 --> 00:09:45.840]  買樓上
[00:09:45.840 --> 00:09:47.840]  做我們的院子
[00:09:47.840 --> 00:09:51.840]  樓下是2400平方呎
[00:09:51.840 --> 00:09:53.840]  樓上是有6000呎
[00:09:53.840 --> 00:09:57.840]  大我們一倍有多
[00:09:57.840 --> 00:09:59.840]  而做學院是剛剛好
[00:09:59.840 --> 00:10:03.840]  但是差額要一百萬
[00:10:03.840 --> 00:10:05.840]  其實是一個很大的數目
[00:10:05.840 --> 00:10:07.840]  對我們來說
[00:10:07.840 --> 00:10:09.840]  但是我們董事
[00:10:09.840 --> 00:10:11.840]  大家一起憑信心
[00:10:11.840 --> 00:10:15.840]  然後我們在四個月裡面就籌了一百萬
[00:10:15.840 --> 00:10:17.840]  而不需要貸款
[00:10:17.840 --> 00:10:19.840]  後來我們招生
[00:10:19.840 --> 00:10:23.840]  亦都蒙主的恩典
[00:10:23.840 --> 00:10:27.840]  有學生來和我們一起上課
[00:10:27.840 --> 00:10:29.840]  已經八年了
[00:10:29.840 --> 00:10:31.840]  我們見到神的恩典
[00:10:31.840 --> 00:10:33.840]  這個恩典在最近一個星期
[00:10:33.840 --> 00:10:37.840]  讓我可以看得很清楚
[00:10:37.840 --> 00:10:39.840]  其實在去年
[00:10:39.840 --> 00:10:41.840]  2025年
[00:10:41.840 --> 00:10:43.840]  我們聖賢有三座山要爬
[00:10:43.840 --> 00:10:45.840]  聖賢廣道研經學院
[00:10:45.840 --> 00:10:47.840]  和聖賢資源中心
[00:10:47.840 --> 00:10:51.840]  三座大山要爬
[00:10:51.840 --> 00:10:55.840]  第一座就是開展教務學博士班
[00:10:55.840 --> 00:10:57.840]  我們剛剛
[00:10:57.840 --> 00:10:59.840]  過去一個星期
[00:10:59.840 --> 00:11:03.840]  2月22到27日
[00:11:03.840 --> 00:11:05.840]  在一個營地
[00:11:05.840 --> 00:11:07.840]  我們有14個同學
[00:11:07.840 --> 00:11:09.840]  很多都是教會的牧者傳道
[00:11:09.840 --> 00:11:11.840]  一起上課
[00:11:11.840 --> 00:11:13.840]  第一課我們很感恩
[00:11:13.840 --> 00:11:15.840]  大家的反應都非常正面
[00:11:15.840 --> 00:11:17.840]  這是我們一直以來
[00:11:17.840 --> 00:11:19.840]  覺得是一座山
[00:11:19.840 --> 00:11:21.840]  為什麼呢?
[00:11:21.840 --> 00:11:23.840]  因為你要招學生
[00:11:23.840 --> 00:11:25.840]  其實是很困難的
[00:11:25.840 --> 00:11:27.840]  你可以有錢
[00:11:27.840 --> 00:11:29.840]  你可以有地方
[00:11:29.840 --> 00:11:31.840]  但最重要的是學生
[00:11:31.840 --> 00:11:33.840]  如果沒有學生
[00:11:33.840 --> 00:11:35.840]  你開什麼課程都沒有用
[00:11:35.840 --> 00:11:37.840]  第二個就是
[00:11:37.840 --> 00:11:39.840]  我們要在台灣開婚會
[00:11:39.840 --> 00:11:41.840]  這也是我們一直以來
[00:11:41.840 --> 00:11:43.840]  的一座大山
[00:11:43.840 --> 00:11:45.840]  現在到
[00:11:45.840 --> 00:11:47.840]  2026年的
[00:11:47.840 --> 00:11:49.840]  3月
[00:11:49.840 --> 00:11:51.840]  我們已經
[00:11:51.840 --> 00:11:53.840]  通過了種種的申請
[00:11:53.840 --> 00:11:55.840]  而快要在台灣
[00:11:55.840 --> 00:11:57.840]  開始
[00:11:57.840 --> 00:11:59.840]  第三座山一直以來
[00:11:59.840 --> 00:12:01.840]  三年多的時間
[00:12:01.840 --> 00:12:03.840]  我們一直在研發
[00:12:03.840 --> 00:12:05.840]  一個用科技
[00:12:05.840 --> 00:12:07.840]  去研經的方案
[00:12:07.840 --> 00:12:09.840]  我們稱它N10
[00:12:09.840 --> 00:12:11.840]  科技
[00:12:11.840 --> 00:12:13.840]  包括現在的AI
[00:12:13.840 --> 00:12:15.840]  我們三年多
[00:12:15.840 --> 00:12:17.840]  已經有些成果
[00:12:17.840 --> 00:12:19.840]  我們獻上感恩
[00:12:19.840 --> 00:12:21.840]  其實我們一直以來
[00:12:21.840 --> 00:12:23.840]  在我們的聖賢通訊裡
[00:12:23.840 --> 00:12:25.840]  都有報告一些進展
[00:12:25.840 --> 00:12:27.840]  給大家聽
[00:12:27.840 --> 00:12:29.840]  我覺得
[00:12:29.840 --> 00:12:31.840]  在我們的人生裡
[00:12:31.840 --> 00:12:33.840]  其實有種種的
[00:12:33.840 --> 00:12:35.840]  希伯倫山地
[00:12:35.840 --> 00:12:37.840]  正如我剛才說
[00:12:37.840 --> 00:12:39.840]  神託付你的一個呼召
[00:12:39.840 --> 00:12:41.840]  是我們一直以來的夢想
[00:12:41.840 --> 00:12:43.840]  而你不敢
[00:12:43.840 --> 00:12:45.840]  去踏足
[00:12:45.840 --> 00:12:47.840]  我求主給我們今天
[00:12:47.840 --> 00:12:49.840]  好像卡勒一樣
[00:12:49.840 --> 00:12:51.840]  我們向主祈禱
[00:12:51.840 --> 00:12:53.840]  主啊!你的英許
[00:12:53.840 --> 00:12:55.840]  告訴我們
[00:12:55.840 --> 00:12:57.840]  我們可以憑著信心
[00:12:57.840 --> 00:12:59.840]  宣告去得著
[00:12:59.840 --> 00:13:01.840]  某一個山地
[00:13:01.840 --> 00:13:03.840]  當然
[00:13:03.840 --> 00:13:05.840]  如果你要得著某一個山地
[00:13:05.840 --> 00:13:07.840]  你就需要有一些
[00:13:07.840 --> 00:13:09.840]  秘訣
[00:13:09.840 --> 00:13:11.840]  而卡勒在整個故事裡
[00:13:11.840 --> 00:13:13.840]  告訴我們
[00:13:13.840 --> 00:13:15.840]  要攀山
[00:13:15.840 --> 00:13:17.840]  就需要有四個秘訣
[00:13:17.840 --> 00:13:19.840]  四個秘訣
[00:13:19.840 --> 00:13:21.840]  第一個是什麼呢?
[00:13:21.840 --> 00:13:23.840]  第一個我稱它為
[00:13:23.840 --> 00:13:25.840]  心態
[00:13:25.840 --> 00:13:27.840]  攀山
[00:13:27.840 --> 00:13:29.840]  是需要有個心態
[00:13:29.840 --> 00:13:31.840]  如果心態
[00:13:31.840 --> 00:13:33.840]  不能夠堅定的話
[00:13:33.840 --> 00:13:35.840]  你根本就沒有辦法
[00:13:35.840 --> 00:13:37.840]  去持守
[00:13:37.840 --> 00:13:39.840]  攀山需要什麼呢?
[00:13:39.840 --> 00:13:41.840]  如果你看卡勒在這段經文裡
[00:13:41.840 --> 00:13:43.840]  他說
[00:13:43.840 --> 00:13:45.840]  他是專心
[00:13:45.840 --> 00:13:47.840]  跟從耶和華
[00:13:47.840 --> 00:13:49.840]  這裡第六節
[00:13:49.840 --> 00:13:51.840]  到第八節
[00:13:51.840 --> 00:13:53.840]  那時有大人來到
[00:13:53.840 --> 00:13:55.840]  吉甲見約書亞
[00:13:55.840 --> 00:13:57.840]  有基尼洗族
[00:13:57.840 --> 00:13:59.840]  耶夫二子卡勒
[00:13:59.840 --> 00:14:01.840]  對約書亞說
[00:14:01.840 --> 00:14:03.840]  耶和華在迦底斯巴尼亞
[00:14:03.840 --> 00:14:05.840]  我與你
[00:14:05.840 --> 00:14:07.840]  對神人摩西
[00:14:07.840 --> 00:14:09.840]  所說的話你都知道
[00:14:09.840 --> 00:14:11.840]  耶和華的僕人摩西
[00:14:11.840 --> 00:14:13.840]  從迦底斯巴尼亞
[00:14:13.840 --> 00:14:15.840]  打發我窺探這地
[00:14:15.840 --> 00:14:17.840]  那時我正四十歲
[00:14:17.840 --> 00:14:19.840]  我按著心意
[00:14:19.840 --> 00:14:21.840]  回報他
[00:14:21.840 --> 00:14:23.840]  然而和我上去的
[00:14:23.840 --> 00:14:25.840]  眾弟兄百姓的心
[00:14:25.840 --> 00:14:27.840]  消化
[00:14:27.840 --> 00:14:29.840]  但我專心跟從耶和華我的神
[00:14:29.840 --> 00:14:31.840]  這裡說出
[00:14:31.840 --> 00:14:33.840]  他的心態
[00:14:33.840 --> 00:14:35.840]  一直以來他
[00:14:35.840 --> 00:14:37.840]  專心跟從耶和華
[00:14:37.840 --> 00:14:39.840]  他的神
[00:14:39.840 --> 00:14:41.840]  專心跟從
[00:14:41.840 --> 00:14:43.840]  耶和華這句說話
[00:14:43.840 --> 00:14:45.840]  其實出現了三次
[00:14:45.840 --> 00:14:47.840]  在這整段
[00:14:47.840 --> 00:14:49.840]  經文裡
[00:14:49.840 --> 00:14:51.840]  出現了三次
[00:14:51.840 --> 00:14:53.840]  第一次在第八節
[00:14:53.840 --> 00:14:55.840]  我專心
[00:14:55.840 --> 00:14:57.840]  跟從耶和華
[00:14:57.840 --> 00:14:59.840]  第二次在第九節
[00:14:59.840 --> 00:15:01.840]  第九節
[00:15:01.840 --> 00:15:03.840]  約書亞
[00:15:03.840 --> 00:15:05.840]  因為你
[00:15:05.840 --> 00:15:07.840]  專心跟從
[00:15:07.840 --> 00:15:09.840]  耶和華我的神
[00:15:09.840 --> 00:15:11.840]  約書亞的見證
[00:15:11.840 --> 00:15:13.840]  第三次
[00:15:13.840 --> 00:15:15.840]  約書亞的
[00:15:15.840 --> 00:15:17.840]  作者
[00:15:17.840 --> 00:15:19.840]  做見證
[00:15:19.840 --> 00:15:21.840]  因為他專心跟從
[00:15:21.840 --> 00:15:23.840]  耶和華以色列的神
[00:15:23.840 --> 00:15:25.840]  專心跟從
[00:15:25.840 --> 00:15:27.840]  耶和華這句說話
[00:15:27.840 --> 00:15:29.840]  其實在這段經文裡
[00:15:29.840 --> 00:15:31.840]  重複也是可圈可點
[00:15:31.840 --> 00:15:33.840]  而他重複的
[00:15:33.840 --> 00:15:35.840]  意義就是
[00:15:35.840 --> 00:15:37.840]  這個其實在迦勒的
[00:15:37.840 --> 00:15:39.840]  生平裡非常重要
[00:15:39.840 --> 00:15:41.840]  包括了什麼呢
[00:15:41.840 --> 00:15:43.840]  包括了他的方向
[00:15:43.840 --> 00:15:45.840]  是一致的
[00:15:45.840 --> 00:15:47.840]  就是說四十年前
[00:15:47.840 --> 00:15:49.840]  他的目標和
[00:15:49.840 --> 00:15:51.840]  四十年後的目標是
[00:15:51.840 --> 00:15:53.840]  一模一樣的
[00:15:53.840 --> 00:15:55.840]  目標始終是朝向神
[00:15:55.840 --> 00:15:57.840]  從未偏離
[00:15:57.840 --> 00:15:59.840]  而第二個就是說
[00:15:59.840 --> 00:16:01.840]  他沒有鬆懈沒有鬆弛
[00:16:01.840 --> 00:16:03.840]  在漫長的等待
[00:16:03.840 --> 00:16:05.840]  四十多年
[00:16:05.840 --> 00:16:07.840]  有時會失望
[00:16:07.840 --> 00:16:09.840]  有時他會鬆懈
[00:16:09.840 --> 00:16:11.840]  因為
[00:16:11.840 --> 00:16:13.840]  神的應許的自然
[00:16:13.840 --> 00:16:15.840]  但是無論如何
[00:16:15.840 --> 00:16:17.840]  他仍然是
[00:16:17.840 --> 00:16:19.840]  自守專心
[00:16:19.840 --> 00:16:21.840]  第三就是
[00:16:21.840 --> 00:16:23.840]  他們持續不斷
[00:16:23.840 --> 00:16:25.840]  每天和主的同行
[00:16:25.840 --> 00:16:27.840]  不斷保持
[00:16:27.840 --> 00:16:29.840]  這個信心的堅定
[00:16:29.840 --> 00:16:31.840]  始終如一
[00:16:31.840 --> 00:16:33.840]  那時我
[00:16:33.840 --> 00:16:35.840]  四十歲
[00:16:35.840 --> 00:16:37.840]  這句說話我覺得很有意思
[00:16:37.840 --> 00:16:39.840]  他應該就是
[00:16:39.840 --> 00:16:41.840]  那時我是四十歲
[00:16:41.840 --> 00:16:43.840]  現在我是八十五歲
[00:16:43.840 --> 00:16:45.840]  那個那時和如今
[00:16:45.840 --> 00:16:47.840]  其實是貫穿了
[00:16:47.840 --> 00:16:49.840]  整段經文的脈絡
[00:16:49.840 --> 00:16:51.840]  而我相信
[00:16:51.840 --> 00:16:53.840]  這句說話
[00:16:53.840 --> 00:16:55.840]  是迦勒在這個時候
[00:16:55.840 --> 00:16:57.840]  他講的時候
[00:16:57.840 --> 00:16:59.840]  回顧過去
[00:16:59.840 --> 00:17:01.840]  看到他少年的時候
[00:17:01.840 --> 00:17:03.840]  如何跟隨著
[00:17:03.840 --> 00:17:05.840]  他現在同樣
[00:17:05.840 --> 00:17:07.840]  跟隨著
[00:17:07.840 --> 00:17:09.840]  至少四十五年
[00:17:09.840 --> 00:17:11.840]  甚至更多
[00:17:11.840 --> 00:17:13.840]  因為他認定
[00:17:13.840 --> 00:17:15.840]  他的目標
[00:17:15.840 --> 00:17:17.840]  沒有偏離
[00:17:17.840 --> 00:17:19.840]  我在
[00:17:19.840 --> 00:17:21.840]  香港海大神學院畢業
[00:17:21.840 --> 00:17:23.840]  已經五十多年
[00:17:23.840 --> 00:17:25.840]  五十多年
[00:17:25.840 --> 00:17:27.840]  我都有些照片
[00:17:27.840 --> 00:17:29.840]  現在回顧
[00:17:29.840 --> 00:17:31.840]  有些都很唏噓
[00:17:31.840 --> 00:17:33.840]  有些比我們低班的
[00:17:33.840 --> 00:17:35.840]  已經被主接走
[00:17:35.840 --> 00:17:37.840]  有些高班的
[00:17:37.840 --> 00:17:39.840]  也被主接走
[00:17:39.840 --> 00:17:41.840]  有些因病
[00:17:41.840 --> 00:17:43.840]  有些提早退休
[00:17:43.840 --> 00:17:45.840]  無論如何
[00:17:45.840 --> 00:17:47.840]  我覺得我們這一班
[00:17:47.840 --> 00:17:49.840]  那時的同學
[00:17:49.840 --> 00:17:51.840]  最近
[00:17:51.840 --> 00:17:53.840]  有機會再一次相聚
[00:17:53.840 --> 00:17:55.840]  而
[00:17:55.840 --> 00:17:57.840]  大家都感覺到
[00:17:57.840 --> 00:17:59.840]  很唏噓
[00:17:59.840 --> 00:18:01.840]  因為有些人不在
[00:18:01.840 --> 00:18:03.840]  我們其實
[00:18:03.840 --> 00:18:05.840]  大家一起聊的時候
[00:18:05.840 --> 00:18:07.840]  都同樣
[00:18:07.840 --> 00:18:09.840]  有一個說法
[00:18:09.840 --> 00:18:11.840]  一種心意
[00:18:11.840 --> 00:18:13.840]  表達出來
[00:18:13.840 --> 00:18:15.840]  其實我們這些同學
[00:18:15.840 --> 00:18:17.840]  不是最優秀
[00:18:17.840 --> 00:18:19.840]  不是最有才華
[00:18:19.840 --> 00:18:21.840]  不是最有恩賜
[00:18:21.840 --> 00:18:23.840]  但是我們能夠
[00:18:23.840 --> 00:18:25.840]  走了五十多年
[00:18:25.840 --> 00:18:27.840]  而不變
[00:18:27.840 --> 00:18:29.840]  不是因為
[00:18:29.840 --> 00:18:31.840]  我們有什麼特別
[00:18:31.840 --> 00:18:33.840]  就是那一點心智
[00:18:33.840 --> 00:18:35.840]  要跟上他的心智
[00:18:35.840 --> 00:18:37.840]  我們還記得
[00:18:37.840 --> 00:18:39.840]  老師
[00:18:39.840 --> 00:18:41.840]  經常和我們提一件事
[00:18:41.840 --> 00:18:43.840]  他說
[00:18:43.840 --> 00:18:45.840]  如果你賣豆腐
[00:18:45.840 --> 00:18:47.840]  賣四十年
[00:18:47.840 --> 00:18:49.840]  我想你的豆腐在當地
[00:18:49.840 --> 00:18:51.840]  都應該打出一些名堂
[00:18:51.840 --> 00:18:53.840]  這句說話
[00:18:53.840 --> 00:18:55.840]  一直深入在我的心裡
[00:18:55.840 --> 00:18:57.840]  無論我們
[00:18:57.840 --> 00:18:59.840]  比較遲鈍
[00:18:59.840 --> 00:19:01.840]  或者我們的恩賜
[00:19:01.840 --> 00:19:03.840]  比較少了一點
[00:19:03.840 --> 00:19:05.840]  無論如何我們專注
[00:19:05.840 --> 00:19:07.840]  繼續持續努力不懈
[00:19:07.840 --> 00:19:09.840]  一定會有所成
[00:19:09.840 --> 00:19:11.840]  所以我鼓勵我們
[00:19:11.840 --> 00:19:13.840]  頂姐妹
[00:19:13.840 --> 00:19:15.840]  我們中間也可能有同工
[00:19:15.840 --> 00:19:17.840]  有傳道人
[00:19:17.840 --> 00:19:19.840]  無論如何
[00:19:19.840 --> 00:19:21.840]  求主給我們
[00:19:21.840 --> 00:19:23.840]  繼續往前的勇氣
[00:19:23.840 --> 00:19:25.840]  和毅力
[00:19:25.840 --> 00:19:27.840]  這是加勒
[00:19:27.840 --> 00:19:29.840]  給我們看到的一個榜樣
[00:19:29.840 --> 00:19:31.840]  而
[00:19:31.840 --> 00:19:33.840]  第二個秘訣是什麼呢?
[00:19:33.840 --> 00:19:35.840]  其實
[00:19:35.840 --> 00:19:37.840]  四十五年前
[00:19:37.840 --> 00:19:39.840]  現在四十五年後
[00:19:39.840 --> 00:19:41.840]  很多都講到
[00:19:41.840 --> 00:19:43.840]  神的應許
[00:19:43.840 --> 00:19:45.840]  而他剛才說的
[00:19:45.840 --> 00:19:47.840]  攀山宣言
[00:19:47.840 --> 00:19:49.840]  其實都是昔日耶和華
[00:19:49.840 --> 00:19:51.840]  如何應許給我
[00:19:51.840 --> 00:19:53.840]  現在我們看第九節
[00:19:53.840 --> 00:19:55.840]  當日摩西起誓說
[00:19:55.840 --> 00:19:57.840]  你腳踏之地
[00:19:57.840 --> 00:19:59.840]  要歸你和你的子孫
[00:19:59.840 --> 00:20:01.840]  永遠為業
[00:20:01.840 --> 00:20:03.840]  因為你專心
[00:20:03.840 --> 00:20:05.840]  跟從耶和華我的神
[00:20:07.840 --> 00:20:09.840]  這裡其實是
[00:20:09.840 --> 00:20:11.840]  接著上面
[00:20:11.840 --> 00:20:13.840]  也引出了下面
[00:20:13.840 --> 00:20:15.840]  其實摩西起誓
[00:20:15.840 --> 00:20:17.840]  是因為神的應許
[00:20:17.840 --> 00:20:19.840]  所以他才起誓
[00:20:19.840 --> 00:20:21.840]  因為神已經賜這個地
[00:20:21.840 --> 00:20:23.840]  給以色列民
[00:20:23.840 --> 00:20:25.840]  所以摩西可以起誓說
[00:20:25.840 --> 00:20:27.840]  神已經
[00:20:27.840 --> 00:20:29.840]  將我們腳掌所踏的地
[00:20:29.840 --> 00:20:31.840]  賜給我們自己
[00:20:31.840 --> 00:20:33.840]  和子孫
[00:20:33.840 --> 00:20:35.840]  永遠為業
[00:20:35.840 --> 00:20:37.840]  所以迦勒
[00:20:37.840 --> 00:20:39.840]  攀山的舉動
