
[00:00:00.000 --> 00:00:06.520]  好 各位觀眾讓我們在聆聽上主的話之先
[00:06:10.880 --> 00:06:20.800]  在第四章裏面我們看完了上帝如何帶領尼泊爾格尼撒王去認信他
[00:06:20.800 --> 00:06:34.080]  整個過程絕不容易 尼泊爾格尼撒王的經驗可以說是進入了一個拆毀拆毀再拆毀的根基
[00:06:34.080 --> 00:06:38.160]  然後再重建出來的屬靈生命
[00:06:38.160 --> 00:06:51.680]  但今天我們很快地像坐時光機一樣 跳進了一個離開了尼泊爾格尼撒王幾十年的光景
[00:06:51.680 --> 00:07:01.360]  這個光景我們會看到一個新的王 這個王在第五章一開始介紹給我們知道叫做白沙薩王
[00:07:01.360 --> 00:07:13.520]  這位白沙薩王發生了什麼事呢 上帝原來是一個充滿成功神學的人物裏面
[00:07:13.520 --> 00:07:27.360]  要為他帶來一個驚嚇的經驗 但這個驚嚇的經驗不是為了使他相信上帝
[00:07:27.360 --> 00:07:38.240]  而是要告示另一個重要的訊息 就是上帝在歷史當中仍然掌權
[00:07:38.240 --> 00:07:47.520]  貫徹在整個的但爾利書第一至第四章裏面不住重複所說到的
[00:07:47.520 --> 00:07:58.800]  我們這位至高的神既是上天的主宰 亦是人間各類王權的主宰
[00:07:58.800 --> 00:08:06.240]  在這樣的基礎之下 上帝就利用了一個這樣的機會
[00:08:06.240 --> 00:08:12.160]  就是一個帶著成功神學觀念活著的白沙薩
[00:08:12.160 --> 00:08:24.720]  讓我們作為一個讀者去看到的時候 再重新檢証今天的教會究竟是走著什麼路呢
[00:08:24.720 --> 00:08:31.840]  因此我今天給了這段聖經的標題 或者這個講道的標題
[00:08:31.840 --> 00:08:40.960]  就是上帝從沒有離開紛亂的世代 在一個很紛亂的世代裏面
[00:08:40.960 --> 00:08:51.360]  上帝怎樣向你和我 以及普世告訴我們 他仍然在掌權呢
[00:08:51.360 --> 00:08:58.880]  不如這樣吧 讓我們一起打開但爾利書第五章第一至第九節
[00:08:58.880 --> 00:09:06.560]  讓我們一起去讀一下這段經文 讓我們去熟悉一下這段經文裏面的內容
[00:09:06.560 --> 00:09:13.600]  請大家一起打開但爾利書第五章第一至第九節
[00:09:13.600 --> 00:09:15.600]  好 我們一起讀
[00:09:16.240 --> 00:09:27.120]  白沙薩王為他的一千大臣設擺盛宴 與這一千人對面飲酒
[00:09:27.120 --> 00:09:41.200]  白沙薩歡飲之間 吩咐人將他父尼布加里薩從耶路撒冷殿中所掠的金銀器名拿來
[00:09:41.200 --> 00:09:48.320]  王與大臣 皇后 妃嬪好用這器名飲酒
[00:09:48.320 --> 00:09:57.280]  於是他們把耶路撒冷神殿庫房中所掠的金器名拿來
[00:09:57.280 --> 00:10:04.560]  王和大臣 皇后 妃嬪就用這器名飲酒
[00:10:04.560 --> 00:10:13.520]  他們飲酒讚美金銀銅鐵木石所造的神
[00:10:13.520 --> 00:10:24.000]  當時忽有人的紙頭顯出 在皇宮與燈台相對的墳場上寫字
[00:10:24.000 --> 00:10:36.800]  王看見寫字的紙頭就變了臉色 心意驚惶 腰骨好像脫節 相失彼此相碰
[00:10:36.800 --> 00:10:45.280]  大聲吩咐將用法術的和加勒底人並官少的領進來
[00:10:45.280 --> 00:10:56.800]  對巴比倫的哲士說 誰能讀這文字 把講解告訴我 他必身穿紙袍
[00:10:56.800 --> 00:11:06.720]  看待今年在我國中位列第三 於是王的一切哲士都進來
[00:11:06.720 --> 00:11:20.800]  卻不能讀那文字 也不能把講解告訴我 白沙薩王就心驚惶 臉色改變 他的大臣也都驚奇
[00:11:20.800 --> 00:11:31.680]  我們前文已經說過尼泊爾薩王 上帝為了他在屬靈生命上有所突破
[00:11:31.680 --> 00:11:43.200]  於是為他獨身訂造一個很特別的經歷 就是要他為期七個時間
[00:11:43.200 --> 00:11:50.960]  或者七年的時間 讓他成為一個好像走秀的生活
[00:11:50.960 --> 00:12:00.960]  讓他在完全沒有任何包袱之下 去認識誰才是世界的主宰
[00:12:00.960 --> 00:12:10.800]  尼泊爾薩王可以說他為什麼不信上帝呢
[00:12:10.800 --> 00:12:19.760]  他其實不是不認識他 早在第一章裡 但爾里書介紹他已經見識過但爾里的神是怎樣的一位神
[00:12:19.760 --> 00:12:27.200]  他甚至說得非常漂亮 讚美這位上帝是萬王之王 萬主之主
[00:12:27.200 --> 00:12:35.440]  為什麼他還沒有真正相信呢 有一個很重要的因素 難阻他相信主的
[00:12:35.440 --> 00:12:42.800]  就是他一直都有一個表面很風光的包裝籠罩著他
[00:12:42.800 --> 00:12:51.440]  他一個君王 他靠自己的能力打勝仗 所以這個漂亮的包裝籠罩
[00:12:51.440 --> 00:12:54.960]  就讓自己覺得自己是一個很有力量的人
[00:12:54.960 --> 00:13:05.520]  上帝看到這個正正是他的難阻 於是又要把他這個自以為有能力的包裝拿走
[00:13:05.520 --> 00:13:13.200]  才能讓他有一雙熟齡的眼睛看清楚誰才是上帝的主宰
[00:13:13.200 --> 00:13:20.560]  這個就是過去的尼泊爾薩王所經驗的事情
[00:13:20.560 --> 00:13:28.320]  尼泊爾薩王後來的管治權去到主前的562年就完結了
[00:13:28.320 --> 00:13:41.120]  完結之後有一連串的人物去繼承了新巴比倫王朝的發展
[00:13:41.120 --> 00:13:49.520]  但是在我們今天看的經文 一開始記載到這位白沙薩王
[00:13:49.520 --> 00:13:58.640]  其實不是緊接去承接尼泊爾薩王的王位的人物
[00:13:58.640 --> 00:14:12.000]  他要去到主前的552年的時候才以一個攝政王的身份去擔當王的角色
[00:14:12.000 --> 00:14:25.600]  所以從主前562年到552年這十年間新巴比倫國轉變了很多的領袖
[00:14:25.600 --> 00:14:29.280]  包括尼泊爾薩王的兒子
[00:14:29.280 --> 00:14:41.280]  在這個時間我們會發現新巴比倫國的政治動盪是非常頻密的
[00:14:41.280 --> 00:14:47.680]  在前文中我們還記得有一個意象或夢裡面
[00:14:47.680 --> 00:14:54.560]  談論到金像 金像是用金做頭的
[00:14:54.560 --> 00:14:57.600]  然後有銀做頸的
[00:14:57.600 --> 00:15:03.520]  然後有銅和鐵到有泥 泥就是石
[00:15:03.520 --> 00:15:07.440]  然後再有泥和鐵混合的腳
[00:15:07.440 --> 00:15:16.400]  在那裡我已經說過 原來那裡所指的不是在歷史裡面所指的後來的其他的政權
[00:15:16.400 --> 00:15:23.600]  不是指馬代波斯或羅馬希臘帝國
[00:15:23.600 --> 00:15:29.920]  而是指當時巴比倫王朝 特別是新巴比倫王朝
[00:15:29.920 --> 00:15:37.920]  從尼泊爾薩王開始到最後我所看到的白沙薩王
[00:15:37.920 --> 00:15:45.600]  這五段時間裡面總共轉了五次君王
[00:15:45.600 --> 00:15:47.920]  包括尼泊爾薩王
[00:15:47.920 --> 00:15:54.880]  之間打生打死 他們之間有很多的謀算
[00:15:54.880 --> 00:16:00.800]  最簡單的例子就是尼泊爾薩王被傳位給他自己的親生兒子之後
[00:16:00.800 --> 00:16:06.080]  沒多久就被他的女婿奪權
[00:16:06.080 --> 00:16:15.600]  去謀殺尼泊爾薩王的親生兒子叫做阿梅爾馬杜克
[00:16:15.600 --> 00:16:22.320]  然後他的女婿在位的時候 他的女婿叫做娜麗拉西亞
[00:16:22.320 --> 00:16:27.200]  當他的女婿完結政權之後
[00:16:27.200 --> 00:16:32.480]  又有另一個官員開始奪權
[00:16:32.480 --> 00:16:38.640]  這個官員叫做勒巴希馬杜克
[00:16:38.640 --> 00:16:41.040]  到了最後期的時候
[00:16:41.040 --> 00:16:50.160]  由一個完全沒有任何血統的官員奪權
[00:16:50.160 --> 00:16:55.920]  這個官員的名字叫做拿布尼迪斯
[00:16:55.920 --> 00:17:03.600]  在這些發展裡面我們可以看到世界是非常之動盪
[00:17:03.600 --> 00:17:09.840]  當進入了一個非常動盪的時間
[00:17:09.840 --> 00:17:15.520]  很多人就在這個時候從中謀取利益
[00:17:15.520 --> 00:17:22.880]  所以不要說是哪個人物 說了又會被人告
[00:17:22.880 --> 00:17:26.800]  但我們看看近代的歷史裡面
[00:17:26.800 --> 00:17:33.840]  有多少人很想去打仗 很想有一些政治的動盪
[00:17:33.840 --> 00:17:38.720]  而從中可以謀取利益呢
[00:17:38.720 --> 00:17:45.920]  例如賣軍火 或者利用奪權手段
[00:17:45.920 --> 00:17:52.960]  為自己在一些所謂政府裡面謀取高位
[00:17:52.960 --> 00:17:57.440]  讓他們可以在過程當中分一杯羹
[00:17:57.440 --> 00:18:05.840]  當中一定包括了新巴比倫國裡面一個很重要的民族
[00:18:05.840 --> 00:18:08.720]  叫做加勒底人
[00:18:08.720 --> 00:18:13.520]  利布加尼沙王是由加勒底人而出的一個君王
[00:18:13.520 --> 00:18:19.920]  他這個族可以說是在新巴比倫國種族多元化的世界裡面
[00:18:19.920 --> 00:18:24.560]  謀取最大的利益集團
[00:18:24.560 --> 00:18:27.920]  看起來好像和今天的世界很類似
[00:18:27.920 --> 00:18:31.520]  今天的世界也是很多利益集團
[00:18:31.520 --> 00:18:37.280]  透過這些戰爭紛亂使自己發財
[00:18:37.280 --> 00:18:40.240]  而我們今天看到這段聖經
[00:18:40.240 --> 00:18:47.040]  已經透過了一段時間去爭鬥
[00:18:47.040 --> 00:18:50.480]  政治上有打生打死之後
[00:18:50.480 --> 00:18:54.000]  而來坐第二把交椅的人物
[00:18:54.000 --> 00:18:57.200]  這個就是白沙薩
[00:18:57.760 --> 00:19:03.600]  首先我要和大家說一下白沙薩是什麼人物
[00:19:03.600 --> 00:19:11.040]  白沙薩正式來算他沒有真正成為一個君王
[00:19:11.040 --> 00:19:14.320]  誰是君王呢?就是他爸爸
[00:19:14.320 --> 00:19:17.520]  就是我剛才提到的拿布尼德斯
[00:19:17.520 --> 00:19:20.880]  中文名字我不知道
[00:19:20.880 --> 00:19:23.440]  因為中文名字翻譯出來也沒有什麼意義
[00:19:23.440 --> 00:19:26.480]  因為有很多翻譯我上網看過
[00:19:26.480 --> 00:19:29.680]  他的名字叫拿布尼德斯
[00:19:29.680 --> 00:19:33.520]  他爸爸做了王之後
[00:19:33.520 --> 00:19:37.920]  為什麼在聖經裡面記載他叫做白沙薩王呢?
[00:19:37.920 --> 00:19:38.960]  聖經錯了
[00:19:38.960 --> 00:19:42.720]  很多弟兄姊妹或者不明白聖經的人
[00:19:42.720 --> 00:19:46.720]  很容易掉在這些經文裡面
[00:19:46.720 --> 00:19:49.680]  指控聖經 聖經還不是錯?
[00:19:49.680 --> 00:19:52.400]  我在讀神學的時候
[00:19:52.400 --> 00:19:55.920]  我的老師說當人人以為那段聖經記錯的時候
[00:19:55.920 --> 00:19:59.520]  那段聖經其實就是在澄清這個世界很多人的誤解
[00:19:59.520 --> 00:20:04.640]  如果我們重新看歷史的時候
[00:20:04.640 --> 00:20:10.000]  絕對不難去找回新巴比倫的歷史
[00:20:10.000 --> 00:20:12.960]  我們就會有更深入的認識
[00:20:12.960 --> 00:20:18.000]  我先看一下這段聖經講了一個什麼歷史背景
[00:20:18.000 --> 00:20:20.880]  在第五章的第一至第四節
[00:20:20.880 --> 00:20:22.080]  我給了一個題目
[00:20:22.080 --> 00:20:24.400]  當人在一個這麼昏暗的時候
[00:20:24.400 --> 00:20:28.240]  就成為一個很富裕的世代
[00:20:28.240 --> 00:20:29.760]  好像很諷刺
[00:20:29.760 --> 00:20:32.720]  打仗啊 為什麼人會這麼富裕呢?
[00:20:32.720 --> 00:20:35.200]  大家請留意一件事
[00:20:35.200 --> 00:20:36.560]  在這個世界裡面
[00:20:36.560 --> 00:20:40.560]  絕大部分的富庶或者財富
[00:20:40.560 --> 00:20:45.680]  是透過多層的剝削而所造成的
[00:20:45.680 --> 00:20:50.640]  我不怕老實這麼說
[00:20:50.640 --> 00:20:55.760]  我自己也是一個從香港而來的移民
[00:20:55.760 --> 00:21:04.480]  香港絕大部分能夠賺取這麼多金錢富裕的人
[00:21:04.480 --> 00:21:09.600]  都是由剝削其他的民族而得來的
[00:21:09.600 --> 00:21:12.640]  最簡單的說
[00:21:12.640 --> 00:21:16.000]  那些請姐姐的已經是了
[00:21:16.000 --> 00:21:21.760]  大家知道嗎?
[00:21:21.760 --> 00:21:24.960]  香港請一個姐姐
[00:21:24.960 --> 00:21:28.800]  由菲律賓或者第三世界國家
[00:21:28.800 --> 00:21:35.200]  印尼、越南、緬甸請來做工人
[00:21:35.200 --> 00:21:38.400]  工資是非常低的
[00:21:38.400 --> 00:21:40.800]  如果我沒有記錯的話
[00:21:40.800 --> 00:21:42.240]  你可以更新一下
[00:21:42.240 --> 00:21:47.360]  我知道現在最標準的工資是六千多元
[00:21:47.360 --> 00:21:51.840]  好像加到七千元
[00:21:51.840 --> 00:22:01.760]  但香港一般人的工資是兩萬多元
[00:22:01.760 --> 00:22:06.560]  是透過請外傭來剝削他們
[00:22:06.560 --> 00:22:10.880]  讓自己有空間賺取更多的金錢
[00:22:10.880 --> 00:22:13.920]  這是另類的做法
[00:22:13.920 --> 00:22:19.840]  香港很多信徒都用這種方式來生活
[00:22:19.840 --> 00:22:22.000]  合不合神心意呢?
[00:22:22.000 --> 00:22:23.680]  這是另一個處理的題目
[00:22:23.680 --> 00:22:25.840]  不過在這個世界裡
[00:22:25.840 --> 00:22:29.840]  絕大部分發達的國家
[00:22:29.840 --> 00:22:32.400]  或者變成富裕的人物
[00:22:32.400 --> 00:22:37.120]  都是透過剝削不同層次的人而得著
[00:22:37.120 --> 00:22:39.760]  來到第五章第一節
[00:22:39.760 --> 00:22:44.240]  我們知道的白沙薩王
[00:22:44.240 --> 00:22:51.200]  其實他在歷史裡依附著他的父親
[00:22:51.200 --> 00:22:53.760]  就是我剛才所說的納布奈特斯
[00:22:53.760 --> 00:22:59.280]  來成為一個富裕的階層
[00:22:59.280 --> 00:23:06.240]  因為他爸爸納布奈特斯有一個特點
[00:23:06.240 --> 00:23:13.680]  雖然他能夠成為新巴比倫國的君王
[00:23:13.680 --> 00:23:18.560]  他和尼泊爾薩王完全沒有血緣關係
[00:23:18.560 --> 00:23:21.360]  因為他只是一個官員
[00:23:21.360 --> 00:23:24.640]  這些資料不是我生安白造的
[00:23:24.640 --> 00:23:30.720]  你只需要上網看大英百科傳書
[00:23:30.720 --> 00:23:37.840]  就能馬上找到新巴比倫帝國
[00:23:37.840 --> 00:23:40.720]  這些資料不是牧師造的
[00:23:40.720 --> 00:23:44.240]  只要用時間去看那段歷史
[00:23:44.240 --> 00:23:45.440]  就會留意到
[00:23:45.440 --> 00:23:49.680]  因為他用了一個官員的身份
[00:23:49.680 --> 00:23:52.240]  來謀取政權
[00:23:52.240 --> 00:23:55.360]  他要將自己變成正統
[00:23:55.360 --> 00:24:00.400]  就不能再靠所謂血緣的關係
[00:24:00.400 --> 00:24:09.760]  不能靠血緣關係就只能靠認親認戚的關係
[00:24:09.760 --> 00:24:16.640]  在這種世界的運作裡
[00:24:16.640 --> 00:24:20.880]  這位納布奈特斯
[00:24:20.880 --> 00:24:26.320]  他又無心去做君王
[00:24:26.320 --> 00:24:31.120]  但無獨有偶他成為了君王之後
[00:24:31.120 --> 00:24:35.040]  政權在他手上要找人去管
[00:24:35.040 --> 00:24:39.920]  這位納布奈特斯喜歡做什麼呢
[00:24:39.920 --> 00:24:42.720]  原來他喜歡拜其他神
[00:24:42.720 --> 00:24:45.360]  他喜歡拜一個神
[00:24:45.360 --> 00:24:47.760]  這個神叫做塔瑪
[00:24:47.760 --> 00:24:51.840]  塔瑪神是什麼神呢
[00:24:51.840 --> 00:24:53.840]  就是一個月亮神
[00:24:54.560 --> 00:25:01.520]  月亮神在新巴比倫世界裡有個名字
[00:25:01.520 --> 00:25:07.520]  叫做SIN
[00:25:07.520 --> 00:25:10.000]  月亮神很喜歡拜這個神
[00:25:10.000 --> 00:25:14.240]  於是他在塔瑪的地方
[00:25:14.240 --> 00:25:20.480]  為了月亮神建了一個很宏偉的聖殿
[00:25:20.480 --> 00:25:24.320]  專門去敬拜月亮神
[00:25:24.320 --> 00:25:30.320]  既然如此他這麼沉迷在敬拜月亮神的裡面
[00:25:30.320 --> 00:25:36.160]  於是要交給人去管這個國家
[00:25:36.160 --> 00:25:38.640]  最好交給誰呢
[00:25:38.640 --> 00:25:40.640]  交給自己的兒子
[00:25:40.640 --> 00:25:42.640]  兒子是誰呢
[00:25:42.640 --> 00:25:46.640]  就是我們今天所看的白沙薩王
[00:25:47.600 --> 00:25:53.040]  白沙薩王可以說是當時一位攝政王
[00:25:53.040 --> 00:25:58.480]  代表他爸爸管理巴比倫整個帝國
[00:25:58.480 --> 00:26:03.280]  當王權交到他手上的時候
[00:26:03.280 --> 00:26:10.080]  他就盡量去享受他所得到的王權
[00:26:10.080 --> 00:26:13.280]  所帶來的豐富的王室生活
[00:26:13.280 --> 00:26:16.880]  所以在這段聖經裡
[00:26:16.880 --> 00:26:20.000]  我們會留意到有兩件事
[00:26:20.000 --> 00:26:22.000]  我很快的跳一跳
[00:26:22.000 --> 00:26:24.000]  第一件事
[00:26:24.000 --> 00:26:26.000]  他有過奢華的生活
[00:26:26.000 --> 00:26:28.000]  我們一會兒看第一至第四節
[00:26:28.000 --> 00:26:33.120]  而當他出事的時候
[00:26:33.120 --> 00:26:35.760]  在第五節開始有異象出現
[00:26:35.760 --> 00:26:37.760]  你會留意到
[00:26:37.760 --> 00:26:41.760]  他在最後第七節
[00:26:41.760 --> 00:26:46.240]  要找人去解釋這些異象的時候
[00:26:46.240 --> 00:26:48.240]  他就說了一句話
[00:26:48.240 --> 00:26:52.800]  如果誰能夠解釋這個異象的時候
[00:26:52.800 --> 00:26:56.800]  我就將他列為國家排第三
[00:26:56.800 --> 00:26:58.800]  你就開始明白
[00:26:58.800 --> 00:27:04.240]  聖經的記載比基督徒的誤會更準確
[00:27:04.240 --> 00:27:08.800]  是印證在大英百科傳書
[00:27:08.800 --> 00:27:10.800]  記載了歷史的發展
[00:27:10.800 --> 00:27:12.800]  因為他是攝政王
[00:27:12.800 --> 00:27:14.800]  所以他只能做第二
[00:27:14.800 --> 00:27:19.760]  但是現在如果有人能解決王的問題
[00:27:19.760 --> 00:27:21.760]  他就可以做第三把交椅
[00:27:21.760 --> 00:27:26.800]  在這個整幅圖畫裡
[00:27:26.800 --> 00:27:28.800]  我們會看到
[00:27:28.800 --> 00:27:30.800]  這是一個最好上位的時間
[00:27:30.800 --> 00:27:34.800]  是一個能夠謀取自己最大利益的時候
[00:27:34.800 --> 00:27:38.800]  而這個也是在一個混亂的世代裡
[00:27:38.800 --> 00:27:40.800]  打生打死
[00:27:40.800 --> 00:27:42.800]  會不會在這個時候透過這樣去升官發財呢?
[00:27:42.800 --> 00:27:48.800]  這就是聖經的背景
[00:27:48.800 --> 00:27:52.800]  我現在專注看第一至第四節的內容
[00:27:52.800 --> 00:27:54.800]  第一至第四節的內容
[00:27:54.800 --> 00:27:56.800]  我一開始已經說過
[00:27:56.800 --> 00:27:58.800]  白沙薩王因為這樣
[00:27:58.800 --> 00:28:00.800]  得到這個王權之後
[00:28:00.800 --> 00:28:04.800]  他就來盡量享受
[00:28:04.800 --> 00:28:08.800]  他這個王權所帶來的榮耀
[00:28:08.800 --> 00:28:10.800]  他做了什麼呢?
[00:28:10.800 --> 00:28:12.800]  在第一節裡說到
[00:28:12.800 --> 00:28:16.800]  他為了有這個王權之後
[00:28:16.800 --> 00:28:22.800]  他舉行一個盛宴
[00:28:22.800 --> 00:28:26.800]  這個盛宴是怎麼樣的呢?
[00:28:26.800 --> 00:28:28.800]  是有一千位大臣
[00:28:28.800 --> 00:28:30.800]  和他一起參與的
[00:28:30.800 --> 00:28:32.800]  聖經在第一節裡不是一次說
[00:28:32.800 --> 00:28:36.800]  有一千個人被他請
[00:28:36.800 --> 00:28:38.800]  是兩次這樣去說
[00:28:38.800 --> 00:28:44.800]  還有這個盛宴是持續的擺放的
[00:28:44.800 --> 00:28:48.800]  而在這個盛宴裡
[00:28:48.800 --> 00:28:50.800]  就有一個我們很熟悉的記載
[00:28:50.800 --> 00:28:54.800]  在聖經裡你必須要認識的就是
[00:28:54.800 --> 00:29:00.800]  為這一千人在對面喝酒
[00:29:00.800 --> 00:29:06.800]  如果大家讀聖經讀得多一點
[00:29:06.800 --> 00:29:10.800]  或者你聽我講得多的時候
[00:29:10.800 --> 00:29:12.800]  你就會記得
[00:29:12.800 --> 00:29:18.800]  其實當一個王要擺設筵席
[00:29:18.800 --> 00:29:26.800]  甚至擺設一些喝不盡的宴會
[00:29:26.800 --> 00:29:32.800]  其實是彰顯一個王失聖的情況
[00:29:32.800 --> 00:29:40.800]  你可以參考以斯帖記第一章第三節往後的記載
[00:29:40.800 --> 00:29:44.800]  尤其是在第一章第七至第八節當中
[00:29:44.800 --> 00:29:50.800]  以斯帖記記載當時的日子
[00:29:50.800 --> 00:29:55.800]  王擺設一些喝不完的宴席
[00:29:55.800 --> 00:29:57.800]  當時是誰當上王?
[00:29:57.800 --> 00:30:00.800]  就是阿哈徐老王
[00:30:00.800 --> 00:30:02.800]  不斷擺設這些宴席
[00:30:02.800 --> 00:30:06.800]  讓很多人不斷的來喝酒
[00:30:06.800 --> 00:30:10.800]  每每當他喝酒喝得多的時候
[00:30:10.800 --> 00:30:13.800]  就語無倫次
[00:30:13.800 --> 00:30:16.800]  表現就會瘋狂
[00:30:16.800 --> 00:30:20.800]  聖經其實就記載著一幅這樣的圖畫
[00:30:20.800 --> 00:30:28.800]  當有人利用富庶來獲得一些享受的時候
[00:30:28.800 --> 00:30:32.800]  他就會進入一種瘋狂的現象
[00:30:32.800 --> 00:30:34.800]  這只是第一步
[00:30:34.800 --> 00:30:41.800]  而這位白沙薩王就是今天我們所看到的主角
[00:30:41.800 --> 00:30:44.800]  他同樣擺設一個流水宴
[00:30:44.800 --> 00:30:46.800]  而且不是一個半個
[00:30:46.800 --> 00:30:52.800]  而是一千個大臣來陪伴他一起去喝喝吃吃
[00:30:52.800 --> 00:30:58.800]  而且不斷的喝酒
[00:30:58.800 --> 00:31:02.800]  讓我們停一停在這裡看看今天的世界
[00:31:02.800 --> 00:31:07.800]  今天的世界不信主的人
[00:31:07.800 --> 00:31:10.800]  沒有兩樣東西可以做
[00:31:10.800 --> 00:31:13.800]  第一樣東西
[00:31:13.800 --> 00:31:15.800]  如果他有錢的話
[00:31:15.800 --> 00:31:17.800]  就一定去旅行
[00:31:17.800 --> 00:31:20.800]  我不是拒絕去旅行
[00:31:20.800 --> 00:31:22.800]  他兩天沒有醉
[00:31:22.800 --> 00:31:27.800]  但很喜歡去旅行做什麼呢
[00:31:27.800 --> 00:31:30.800]  就是第二樣東西
[00:31:30.800 --> 00:31:32.800]  喝喝吃吃
[00:31:32.800 --> 00:31:34.800]  你留意一下
[00:31:34.800 --> 00:31:38.800]  看看那些YouTube Instagram
[00:31:38.800 --> 00:31:39.800]  Views
[00:31:39.800 --> 00:31:41.800]  Friends
[00:31:41.800 --> 00:31:42.800]  Whatever
[00:31:42.800 --> 00:31:44.800]  你喜歡看國內的
[00:31:44.800 --> 00:31:46.800]  中國國內的
[00:31:46.800 --> 00:31:48.800]  多到不堪
[00:31:48.800 --> 00:31:50.800]  喝喝吃吃
[00:31:50.800 --> 00:31:53.800]  作為基督徒
[00:31:53.800 --> 00:31:58.800]  是不是都要留在這個層面上
[00:31:58.800 --> 00:32:00.800]  最近我聽說
[00:32:00.800 --> 00:32:04.800]  很多基督徒都不理任何東西
[00:32:04.800 --> 00:32:08.800]  最喜歡去找一些飲食的東西
