
[00:00:00.000 --> 00:00:07.000]  請各位聽神的道義,讓我們同心同意
[00:03:03.000 --> 00:03:06.000]  而是真想人仍在世的時候想和你聊聊天
[00:03:06.000 --> 00:03:09.000]  不是說當你死了想見
[00:03:09.000 --> 00:03:12.000]  而是當你再生的時候想和你傾談一下
[00:03:12.000 --> 00:03:15.000]  他說不用了
[00:03:15.000 --> 00:03:17.000]  所以不需要
[00:03:17.000 --> 00:03:21.000]  那一刻我很不明白
[00:03:21.000 --> 00:03:25.000]  當我大約去年時間
[00:03:25.000 --> 00:03:29.000]  預備這堂課到的時候
[00:03:29.000 --> 00:03:31.000]  我就明白
[00:03:31.000 --> 00:03:36.000]  因為當一個人臨將別或者將死
[00:03:36.000 --> 00:03:38.000]  也都知道自己再不會見面的時候
[00:03:38.000 --> 00:03:45.000]  他想留下的是他的美顏
[00:03:45.000 --> 00:03:49.000]  是他最好的一面
[00:03:49.000 --> 00:03:55.000]  不是他臨死的時候在病床上的那份憔悴
[00:03:55.000 --> 00:04:00.000]  和痛苦
[00:04:00.000 --> 00:04:06.000]  他希望能夠將他最好的留給在世仍然可活的人
[00:04:06.000 --> 00:04:10.000]  他希望能夠將他最好的留給在世的人
[00:04:10.000 --> 00:04:12.000]  所以當我去看這段聖經的時候
[00:04:12.000 --> 00:04:14.000]  當我去看這段聖經的時候
[00:04:14.000 --> 00:04:17.000]  普羅和以弗所教會的長老
[00:04:17.000 --> 00:04:20.000]  他知道將沒有什麼機會再見面了
[00:04:20.000 --> 00:04:25.000]  他知道和以弗所的教會長老沒有機會見面了
[00:04:25.000 --> 00:04:28.000]  他只希望將他過去最好的
[00:04:28.000 --> 00:04:32.000]  他只希望將過去最好的留下給他們
[00:04:32.000 --> 00:04:35.000]  然後希望他們能夠承接最好的東西
[00:04:35.000 --> 00:04:37.000]  希望他們能夠承接最好的
[00:04:37.000 --> 00:04:39.000]  繼續活在面前
[00:04:39.000 --> 00:04:41.000]  繼續生活在面前
[00:04:41.000 --> 00:04:43.000]  成就上帝的旨意
[00:04:43.000 --> 00:04:44.000]  成就上帝的旨意
[00:04:44.000 --> 00:04:47.000]  這個正正就是我們今天想看的這段聖經
[00:04:47.000 --> 00:04:50.000]  談論到基督徒的一直心情說話
[00:04:50.000 --> 00:04:55.000]  就是說一直是基督徒的一席深情對話
[00:04:55.000 --> 00:04:57.000]  的第二部分
[00:04:57.000 --> 00:04:58.000]  第二部分
[00:04:58.000 --> 00:05:03.000]  普羅已經說了他過去所做的事將來會怎麼樣
[00:05:03.000 --> 00:05:06.000]  就是他講了他過去所做的事將來會怎麼樣
[00:05:06.000 --> 00:05:10.000]  現在你們面對將要怎麼做是一個很貼身的問題
[00:05:10.000 --> 00:05:14.000]  你們面對將要怎麼去做是一個很貼身的問題
[00:05:14.000 --> 00:05:17.000]  保羅就是從第25節裡面再開始說
[00:05:17.000 --> 00:05:19.000]  保羅從25節開始再次講
[00:05:19.000 --> 00:05:23.000]  告訴他們我不能再見你們的事實
[00:05:23.000 --> 00:05:25.000]  我不能再見你們的事實
[00:05:25.000 --> 00:05:26.000]  我們再看第25節
[00:05:26.000 --> 00:05:28.000]  我們再看25節
[00:05:28.000 --> 00:05:29.000]  保羅說
[00:05:29.000 --> 00:05:33.000]  我素常在你們中間來往全港神國的道
[00:05:33.000 --> 00:05:39.000]  如今我曉得你們以後都不得再見我的面了
[00:05:39.000 --> 00:05:41.000]  我說了在你們中間來往
[00:05:41.000 --> 00:05:43.000]  全講神國的道
[00:05:43.000 --> 00:05:47.000]  如今我曉得你們以後都不得再見我的面了
[00:05:47.000 --> 00:05:50.000]  保羅知道這是最後見面
[00:05:50.000 --> 00:05:51.000]  保羅知道這是最後見面
[00:05:51.000 --> 00:05:52.000]  怎麼知道
[00:05:52.000 --> 00:05:53.000]  怎麼知道
[00:05:53.000 --> 00:05:55.000]  聖靈有啟示告訴他
[00:05:55.000 --> 00:05:56.000]  聖靈有啟示告訴他
[00:05:56.000 --> 00:05:58.000]  之後我們會再看聖靈什麼時候啟示保羅
[00:05:58.000 --> 00:06:00.000]  我們看聖靈是怎麼啟示保羅
[00:06:00.000 --> 00:06:02.000]  但是從這一道裡面
[00:06:02.000 --> 00:06:04.000]  保羅已經將自己不能再見的事實
[00:06:04.000 --> 00:06:07.000]  講了給已不鎖教會的人知道
[00:06:07.000 --> 00:06:10.000]  將保羅不能再見的已不鎖次時
[00:06:10.000 --> 00:06:13.000]  這份不捨之情是藏在他裡面
[00:06:13.000 --> 00:06:15.000]  在不死之心藏在他裡面
[00:06:15.000 --> 00:06:18.000]  究竟怎樣才能夠繼續幫助他們成長起來呢
[00:06:18.000 --> 00:06:20.000]  怎麼能夠幫助他們成長起來呢
[00:06:20.000 --> 00:06:21.000]  鄧先生節目
[00:06:21.000 --> 00:06:23.000]  我們這個正正就是這段經文
[00:06:23.000 --> 00:06:25.000]  今天要看的地方
[00:06:25.000 --> 00:06:27.000]  這就是我們今天要看的地方
[00:06:27.000 --> 00:06:29.000]  就是從26節
[00:06:29.000 --> 00:06:31.000]  保羅想講的
[00:06:31.000 --> 00:06:33.000]  所以我今天向你們證明
[00:06:33.000 --> 00:06:35.000]  就是向你們證明
[00:06:35.000 --> 00:06:37.000]  無論你們中間無論何人死亡
[00:06:37.000 --> 00:06:39.000]  罪都不在我身上
[00:06:39.000 --> 00:06:42.000]  無論何人死亡罪都不在我身上
[00:06:42.000 --> 00:06:44.000]  保羅講這番說話是什麼意思
[00:06:44.000 --> 00:06:46.000]  保羅講這番說話是什麼意思
[00:06:46.000 --> 00:06:47.000]  雖然你臨走了
[00:06:47.000 --> 00:06:49.000]  你不用講這麼傷人的話
[00:06:49.000 --> 00:06:51.000]  你不需要講這麼傷人的話
[00:06:51.000 --> 00:06:53.000]  鄧先生節目
[00:06:53.000 --> 00:06:56.000]  保羅講這番說話是不是你死你賤
[00:06:56.000 --> 00:06:59.000]  保羅是不是說你死你賤呢
[00:06:59.000 --> 00:07:01.000]  我不再理你們了
[00:07:01.000 --> 00:07:03.000]  我不再理你們了
[00:07:03.000 --> 00:07:05.000]  保羅不是這樣的動機
[00:07:05.000 --> 00:07:07.000]  保羅不是這樣的動機
[00:07:07.000 --> 00:07:09.000]  你和保羅沒有關係的人
[00:07:09.000 --> 00:07:11.000]  你就不會明白保羅為什麼講這番說話
[00:07:11.000 --> 00:07:13.000]  如果你和保羅沒有關係的人
[00:07:13.000 --> 00:07:16.000]  你不會明白保羅為什麼說這番話
[00:07:16.000 --> 00:07:17.000]  表面看
[00:07:17.000 --> 00:07:22.000]  保羅好像說你們以後再不關我事
[00:07:22.000 --> 00:07:24.000]  表面上說你們以後不再關我的事
[00:07:24.000 --> 00:07:27.000]  其實實質上保羅想講一個什麼事實呢
[00:07:27.000 --> 00:07:29.000]  保羅想講一個什麼事實呢
[00:07:29.000 --> 00:07:31.000]  是因為我的工作已經完成了
[00:07:31.000 --> 00:07:33.000]  所以我的工作已經完成了
[00:07:33.000 --> 00:07:35.000]  每個人的人生都有限的
[00:07:35.000 --> 00:07:37.000]  每一個人的人生都有限的
[00:07:37.000 --> 00:07:39.000]  在這個有限的幾十年的裏面
[00:07:39.000 --> 00:07:40.000]  在這個有限的幾十年裏面
[00:07:40.000 --> 00:07:42.000]  能夠和每一個人見面
[00:07:42.000 --> 00:07:44.000]  能夠和每一個人見面
[00:07:44.000 --> 00:07:45.000]  不是偶然的鄧先生節目
[00:07:45.000 --> 00:07:46.000]  不是偶然的
[00:07:46.000 --> 00:07:49.000]  你們能夠在以馬列環節目和我認識
[00:07:49.000 --> 00:07:52.000]  你們能夠在以馬列環節目和我認識
[00:07:52.000 --> 00:07:54.000]  我能夠在這裏和大家見面
[00:07:54.000 --> 00:07:56.000]  我能夠在這裏和大家見面
[00:07:56.000 --> 00:07:57.000]  作為大家的目者
[00:07:57.000 --> 00:07:58.000]  作為大家的目者
[00:07:58.000 --> 00:08:00.000]  絕非偶然
[00:08:00.000 --> 00:08:01.000]  絕非偶然
[00:08:01.000 --> 00:08:06.000]  是上帝給這個環境可以組合成這樣的結構
[00:08:06.000 --> 00:08:09.000]  是上帝給這個環境組合成這樣的結構
[00:08:09.000 --> 00:08:12.000]  我去巴黎全道的時候那三個月
[00:08:12.000 --> 00:08:14.000]  我去巴黎全道那三個月
[00:08:14.000 --> 00:08:15.000]  我每一個禮拜
[00:08:15.000 --> 00:08:17.000]  禮拜三我們都有一個茶經班
[00:08:17.000 --> 00:08:19.000]  每個禮拜三都有一個茶經班
[00:08:19.000 --> 00:08:22.000]  在這個茶經班的第一堂的最開始
[00:08:22.000 --> 00:08:24.000]  在第一堂開始
[00:08:24.000 --> 00:08:26.000]  在我的歡迎語裏面
[00:08:26.000 --> 00:08:27.000]  在我的歡迎語裏面
[00:08:27.000 --> 00:08:29.000]  我和所有的信徒講
[00:08:29.000 --> 00:08:30.000]  我和所有的信徒講
[00:08:30.000 --> 00:08:31.000]  各位弟兄姊妹
[00:08:31.000 --> 00:08:32.000]  各位弟兄姊妹
[00:08:32.000 --> 00:08:33.000]  今天禮拜三
[00:08:33.000 --> 00:08:35.000]  我們有這班弟兄姊妹
[00:08:35.000 --> 00:08:37.000]  總共來的總共有28個人
[00:08:37.000 --> 00:08:40.000]  這班弟兄姊妹我們總共有28個人
[00:08:40.000 --> 00:08:43.000]  這一個28個人的組合
[00:08:43.000 --> 00:08:45.000]  這28個人的組合
[00:08:45.000 --> 00:08:48.000]  只有今天才有
[00:08:48.000 --> 00:08:50.000]  可能下一分鐘都沒有
[00:08:50.000 --> 00:08:52.000]  可能下一分鐘都沒有了
[00:08:52.000 --> 00:08:54.000]  因為下個禮拜可能有人不回來
[00:08:54.000 --> 00:08:56.000]  因為下個禮拜可能有人不回來
[00:08:56.000 --> 00:08:59.000]  可能下一分鐘有個人突然間有事要早走
[00:08:59.000 --> 00:09:02.000]  下一分鐘可能有人有事要先走
[00:09:02.000 --> 00:09:06.000]  因此我希望你們每一個來到茶經班的
[00:09:06.000 --> 00:09:08.000]  我希望你們每一個來茶經班的
[00:09:08.000 --> 00:09:09.000]  每一次你來
[00:09:09.000 --> 00:09:10.000]  每一次你來
[00:09:10.000 --> 00:09:12.000]  你都要珍惜這一次這個組合的機會
[00:09:12.000 --> 00:09:15.000]  你都要珍惜這一次這個組合的機會
[00:09:15.000 --> 00:09:19.000]  因為茶經不是一個只是知識交流
[00:09:19.000 --> 00:09:22.000]  因為茶經不僅僅是知識交流
[00:09:22.000 --> 00:09:24.000]  如果我把聖經全部講給你聽
[00:09:24.000 --> 00:09:25.000]  其實很容易
[00:09:25.000 --> 00:09:27.000]  你可以不需要來茶經班
[00:09:27.000 --> 00:09:29.000]  我希望這個知識告訴你
[00:09:29.000 --> 00:09:30.000]  你可以不來茶經班
[00:09:30.000 --> 00:09:31.000]  你買一本書都可以
[00:09:31.000 --> 00:09:32.000]  你買一本書都可以
[00:09:32.000 --> 00:09:33.000]  而且你的目的
[00:09:33.000 --> 00:09:35.000]  那些東西全部有寫的
[00:09:35.000 --> 00:09:37.000]  你想要我給你一份你都可以
[00:09:37.000 --> 00:09:39.000]  畢竟你們的墨汁所有東西都有寫下來
[00:09:39.000 --> 00:09:41.000]  你要我可以給你一份
[00:09:41.000 --> 00:09:44.000]  教會的茶經班不是訓練班那麼簡單
[00:09:44.000 --> 00:09:46.000]  教會的茶經班不是訓練班那麼簡單
[00:09:46.000 --> 00:09:48.000]  而是一個在這個真理上面
[00:09:48.000 --> 00:09:50.000]  這個獨特的組合的群體
[00:09:50.000 --> 00:09:52.000]  能夠彼此能夠運作
[00:09:52.000 --> 00:09:53.000]  彼此鼓勵
[00:09:53.000 --> 00:09:56.000]  以及構造一種不同的關係
[00:09:56.000 --> 00:09:57.000]  就是在這個
[00:09:57.000 --> 00:09:59.000]  在這個組合當中
[00:09:59.000 --> 00:10:00.000]  能夠彼此關心
[00:10:00.000 --> 00:10:01.000]  彼此的輔奏
[00:10:01.000 --> 00:10:03.000]  構成這麼一種關係
[00:10:03.000 --> 00:10:06.000]  包羅想講給以弗所教會的長老知
[00:10:06.000 --> 00:10:08.000]  包羅想告訴以弗所的長老
[00:10:08.000 --> 00:10:10.000]  我知道以後不會再見到你們
[00:10:10.000 --> 00:10:12.000]  我知道以後不會再見到你們
[00:10:12.000 --> 00:10:14.000]  因此從過了今天之後
[00:10:14.000 --> 00:10:16.000]  一個新的組合出現
[00:10:16.000 --> 00:10:18.000]  一個新的組合出現
[00:10:18.000 --> 00:10:21.000]  這個組合是沒有保羅繼續在裏面的了
[00:10:21.000 --> 00:10:23.000]  沒有保羅在裏面
[00:10:23.000 --> 00:10:25.000]  你們可不可以珍惜他
[00:10:25.000 --> 00:10:27.000]  你們要不要珍惜他呢
[00:10:27.000 --> 00:10:29.000]  在巴黎的時候有一個弟兄說
[00:10:29.000 --> 00:10:31.000]  我在巴黎的時候有一個弟兄說
[00:10:31.000 --> 00:10:33.000]  我聽完以弗所講這番話之後
[00:10:33.000 --> 00:10:35.000]  我決定做一件事
[00:10:35.000 --> 00:10:36.000]  我決定做一件事
[00:10:36.000 --> 00:10:37.000]  你覺得做什麼事啊
[00:10:37.000 --> 00:10:38.000]  我決定做什麼
[00:10:38.000 --> 00:10:40.000]  每一次每一日的茶經班
[00:10:40.000 --> 00:10:42.000]  最開頭
[00:10:42.000 --> 00:10:44.000]  都要一起拍一張照片
[00:10:44.000 --> 00:10:46.000]  要一起照光相
[00:10:46.000 --> 00:10:48.000]  因為我知道下個禮拜
[00:10:48.000 --> 00:10:50.000]  這張照片是已經入面的組合
[00:10:50.000 --> 00:10:53.000]  我知道下個禮拜這個組合會不會一樣
[00:10:53.000 --> 00:10:55.000]  而這個組合
[00:10:55.000 --> 00:10:57.000]  透過不同的弟兄姊妹
[00:10:57.000 --> 00:10:58.000]  屬靈生命的參與
[00:10:58.000 --> 00:10:59.000]  透過不同弟兄姊妹
[00:10:59.000 --> 00:11:00.000]  屬靈生命的參與
[00:11:00.000 --> 00:11:02.000]  這個茶經班的動力在裏面
[00:11:02.000 --> 00:11:04.000]  上帝的靈點運作又很不同
[00:11:04.000 --> 00:11:06.000]  這上帝的動力
[00:11:06.000 --> 00:11:08.000]  這上帝靈怎麼在裏面
[00:11:08.000 --> 00:11:11.000]  所以這個保羅不是說你們以後你死你賤
[00:11:11.000 --> 00:11:13.000]  保羅不是說你死你賤
[00:11:13.000 --> 00:11:15.000]  你們的罪與我無關
[00:11:15.000 --> 00:11:16.000]  你們的罪與我們無關
[00:11:16.000 --> 00:11:18.000]  保羅其實仍然很關心
[00:11:18.000 --> 00:11:22.000]  以弗所教會每一個人的屬靈生命是怎麼樣
[00:11:22.000 --> 00:11:25.000]  保羅很關心以弗所教會的每一個人的生命是怎麼樣
[00:11:25.000 --> 00:11:28.000]  但是保羅知道自己再不能夠在裏面
[00:11:28.000 --> 00:11:30.000]  有一個墳是怎麼參與
[00:11:30.000 --> 00:11:33.000]  就保羅知道自己不能夠在裏面參與
[00:11:33.000 --> 00:11:37.000]  這個正是保羅在這一刻的矛盾
[00:11:37.000 --> 00:11:41.000]  他想告訴以弗所教會的人知道
[00:11:41.000 --> 00:11:43.000]  他想教會以弗所教會的人知道
[00:11:43.000 --> 00:11:46.000]  要明白這個事實
[00:11:46.000 --> 00:11:51.000]  我不能在往後日子和你在一起
[00:11:51.000 --> 00:11:53.000]  那怎麼樣呢
[00:11:53.000 --> 00:11:54.000]  那怎麼樣呢
[00:11:54.000 --> 00:11:59.000]  我很關心你
[00:11:59.000 --> 00:12:05.000]  我很關愛你的靈命生命
[00:12:05.000 --> 00:12:09.000]  怎樣可以延續下去呢
[00:12:09.000 --> 00:12:11.000]  怎麼能夠延續下去呢
[00:12:11.000 --> 00:12:14.000]  好像一個臨死的人一樣
[00:12:14.000 --> 00:12:15.000]  好像一個臨死的人一樣
[00:12:15.000 --> 00:12:18.000]  在你身邊如果所有人都是你的子女的話
[00:12:18.000 --> 00:12:20.000]  如果在你身邊所有人都是你的兒女的話
[00:12:20.000 --> 00:12:22.000]  你知道你死期已到
[00:12:22.000 --> 00:12:24.000]  你知道你死期已到
[00:12:24.000 --> 00:12:26.000]  你最後想和他說一句什麼話呢
[00:12:26.000 --> 00:12:30.000]  你知道我想和他說一句什麼話嗎
[00:12:30.000 --> 00:12:31.000]  我有想過的
[00:12:31.000 --> 00:12:33.000]  我也想過的
[00:12:33.000 --> 00:12:35.000]  我想過只需要說一句話
[00:12:35.000 --> 00:12:36.000]  我想和你講一句話
[00:12:36.000 --> 00:12:39.000]  Goodbye and see you later
[00:12:39.000 --> 00:12:41.000]  Goodbye and see you later
[00:12:41.000 --> 00:12:43.000]  暫時分別
[00:12:43.000 --> 00:12:44.000]  暫時分別
[00:12:44.000 --> 00:12:46.000]  然後怎麼樣
[00:12:46.000 --> 00:12:47.000]  他日再會
[00:12:47.000 --> 00:12:49.000]  他日再見
[00:12:49.000 --> 00:12:50.000]  你說在哪裡會
[00:12:50.000 --> 00:12:52.000]  永恆的裏面
[00:12:52.000 --> 00:12:53.000]  在永恆裏面
[00:12:53.000 --> 00:12:54.000]  鄧先生
[00:12:54.000 --> 00:12:57.000]  這是我自己做基督徒
[00:12:57.000 --> 00:13:00.000]  很希望和我自己最親密的人最後說一番話
[00:13:00.000 --> 00:13:02.000]  這是我自己做基督徒
[00:13:02.000 --> 00:13:04.000]  很希望和我最親密的人最後說一番話
[00:13:04.000 --> 00:13:08.000]  這個正正就是保羅接下來這段聖經想說的內容
[00:13:08.000 --> 00:13:11.000]  這就是保羅在這段聖經要講的內容
[00:13:11.000 --> 00:13:13.000]  雖然見到將來的日子
[00:13:13.000 --> 00:13:14.000]  可能還有一段時間
[00:13:14.000 --> 00:13:16.000]  將來還有一段時間
[00:13:16.000 --> 00:13:18.000]  在永恆裏面什麼時候
[00:13:18.000 --> 00:13:19.000]  保羅自己都不知道
[00:13:19.000 --> 00:13:20.000]  在永恆裏面什麼時候
[00:13:20.000 --> 00:13:21.000]  保羅自己都不知道
[00:13:21.000 --> 00:13:23.000]  重點不是時間
[00:13:23.000 --> 00:13:27.000]  重點是怎麼向永恆帶大家一起走
[00:13:27.000 --> 00:13:29.000]  怎麼向永恆走
[00:13:29.000 --> 00:13:31.000]  How to march towards eternity
[00:13:31.000 --> 00:13:33.000]  這個才是最重要的題目
[00:13:33.000 --> 00:13:35.000]  怎麼才能走向永恆
[00:13:35.000 --> 00:13:36.000]  我不在你的身邊
[00:13:36.000 --> 00:13:37.000]  我不在你的身邊
[00:13:37.000 --> 00:13:39.000]  我不可以天天陪著你
[00:13:39.000 --> 00:13:41.000]  我不能天天陪著你
[00:13:41.000 --> 00:13:42.000]  我不能陪伴著你
[00:13:42.000 --> 00:13:43.000]  不能陪伴你
[00:13:43.000 --> 00:13:44.000]  那怎麼好呢
[00:13:44.000 --> 00:13:45.000]  那怎麼好呢
[00:13:45.000 --> 00:13:47.000]  讓我停一停在這裏
[00:13:47.000 --> 00:13:48.000]  讓我們再停下
[00:13:48.000 --> 00:13:51.000]  分享一點我自己做基督徒這麼多年
[00:13:51.000 --> 00:13:53.000]  做牧者的一些心情
[00:13:53.000 --> 00:13:59.000]  分享一點我做基督徒做牧者的心情
[00:13:59.000 --> 00:14:01.000]  我沒有義馬拉雲浸信會
[00:14:01.000 --> 00:14:04.000]  我沒有義馬拉雲浸信會
[00:14:04.000 --> 00:14:05.000]  我很記得
[00:14:05.000 --> 00:14:06.000]  我很記得
[00:14:06.000 --> 00:14:10.000]  我來接受義馬拉雲浸信會的時候
[00:14:10.000 --> 00:14:12.000]  我接受義馬拉雲浸信會的時候
[00:14:12.000 --> 00:14:13.000]  那時有32個人
[00:14:13.000 --> 00:14:14.000]  那時有32個人
[00:14:14.000 --> 00:14:17.000]  義馬拉雲浸信會最頂盛的時候
[00:14:17.000 --> 00:14:19.000]  接近有90幾100人
[00:14:19.000 --> 00:14:22.000]  義馬拉雲浸信會最頂盛的時候
[00:14:22.000 --> 00:14:23.000]  接近有100人
[00:14:23.000 --> 00:14:26.000]  因為教會要去買一個地方
[00:14:26.000 --> 00:14:27.000]  因為教會要去買一個地方
[00:14:27.000 --> 00:14:30.000]  同時前任主任牧者要離開的時候
[00:14:30.000 --> 00:14:32.000]  前任主任牧者要離開的時候
[00:14:32.000 --> 00:14:33.000]  90幾個人
[00:14:33.000 --> 00:14:35.000]  走剩下32個人
[00:14:35.000 --> 00:14:37.000]  90多個人離開
[00:14:37.000 --> 00:14:39.000]  只剩下30多個人
[00:14:39.000 --> 00:14:41.000]  總共40多個人走
[00:14:41.000 --> 00:14:43.000]  有40多個人走
[00:14:43.000 --> 00:14:46.000]  其實年中還有很多信徒離開
[00:14:46.000 --> 00:14:48.000]  年中還有很多信徒離開
[00:14:48.000 --> 00:14:49.000]  有來有走
[00:14:49.000 --> 00:14:50.000]  有來有走
[00:14:50.000 --> 00:14:53.000]  經常有一條題目在我腦海裏
[00:14:53.000 --> 00:14:55.000]  經常有一條題目在我腦海裏
[00:14:55.000 --> 00:14:56.000]  我很想問
[00:14:56.000 --> 00:14:57.000]  我很想問
[00:14:57.000 --> 00:15:00.000]  不過我知道問他們也沒可能問得到
[00:15:00.000 --> 00:15:01.000]  不過我知道問他們也沒可能問得到
[00:15:01.000 --> 00:15:04.000]  因為他們離開每一個都有他的理由
[00:15:04.000 --> 00:15:06.000]  因為每一個離開都有自己的理由
[00:15:06.000 --> 00:15:08.000]  那些理由是一些不是理由的理由
[00:15:08.000 --> 00:15:11.000]  那些理由都是不是理由的理由
[00:15:11.000 --> 00:15:16.000]  不過我知道我一定可以將來在上帝裏得到這些理由
[00:15:16.000 --> 00:15:18.000]  我將來一定可以在上帝裏得到這些理由
[00:15:18.000 --> 00:15:20.000]  真正的理由是甚麼
[00:15:20.000 --> 00:15:21.000]  真正的理由是甚麼
[00:15:21.000 --> 00:15:22.000]  不過其實我也知道
[00:15:22.000 --> 00:15:24.000]  不過我有一個問題
[00:15:24.000 --> 00:15:25.000]  不過有一個問題
[00:15:25.000 --> 00:15:26.000]  在我心裏面
[00:15:26.000 --> 00:15:27.000]  在我心裏面
[00:15:27.000 --> 00:15:28.000]  我會大掙扎
[00:15:28.000 --> 00:15:30.000]  我也很大掙扎
[00:15:30.000 --> 00:15:33.000]  如果所有這些離開的弟兄姊妹
[00:15:33.000 --> 00:15:37.000]  所有這些離開的弟兄姊妹
[00:15:37.000 --> 00:15:39.000]  他離開我們
[00:15:39.000 --> 00:15:41.000]  他離開我們
[00:15:41.000 --> 00:15:43.000]  想出很多不同的理由
[00:15:43.000 --> 00:15:45.000]  想出很多不同的理由
[00:15:45.000 --> 00:15:48.000]  難道他是不想在永恆裏面見到我
[00:15:48.000 --> 00:15:51.000]  難道是不想在永恆裏面見到我
[00:15:51.000 --> 00:15:53.000]  還是他認為我不會在永恆裏面見到
[00:15:53.000 --> 00:15:56.000]  他說我不會在永恆裏面見到他嗎
[00:15:56.000 --> 00:15:59.000]  這個問題
[00:15:59.000 --> 00:16:00.000]  這個問題
[00:16:00.000 --> 00:16:02.000]  我自己對自己有答案
[00:16:02.000 --> 00:16:04.000]  我對自己有答案
[00:16:04.000 --> 00:16:06.000]  雖然我不是一個完全人
[00:16:06.000 --> 00:16:08.000]  雖然我不是一個完全人
[00:16:08.000 --> 00:16:09.000]  我是一個罪人
[00:16:09.000 --> 00:16:10.000]  我是一個罪人
[00:16:10.000 --> 00:16:13.000]  但我知道上帝看到我的心是怎樣對待他
[00:16:13.000 --> 00:16:15.000]  但我知道上帝看到我的心是怎樣對待他
[00:16:15.000 --> 00:16:19.000]  我以最坦誠的心在上帝面前去認罪悔改
[00:16:19.000 --> 00:16:22.000]  我以最坦誠的心在上帝面前認罪悔改
[00:16:22.000 --> 00:16:24.000]  在這個基礎之下
[00:16:24.000 --> 00:16:25.000]  在這個基礎之下
[00:16:25.000 --> 00:16:26.000]  如果我都不得救的話
[00:16:26.000 --> 00:16:28.000]  如果我都不得救的話
[00:16:28.000 --> 00:16:30.000]  我不知道甚麼才可以得救
[00:16:30.000 --> 00:16:32.000]  我不知道甚麼可以得救
[00:16:32.000 --> 00:16:34.000]  因為我看到聖經所說的請救認罪悔改
[00:16:34.000 --> 00:16:35.000]  因為我看到聖經所說的請救認罪悔改
[00:16:35.000 --> 00:16:37.000]  正正就是我所相信的東西
[00:16:37.000 --> 00:16:37.000]  正正就是我所相信的東西
[00:16:37.000 --> 00:16:39.000]  因為我看到聖經說認罪悔改
[00:16:39.000 --> 00:16:40.000]  正正就是我所相信的東西
[00:16:40.000 --> 00:16:42.000]  如果我相信的東西是錯的話
[00:16:42.000 --> 00:16:43.000]  如果我相信的東西是錯的話
[00:16:43.000 --> 00:16:44.000]  如果我相信的東西是錯的話
[00:16:44.000 --> 00:16:45.000]  他們相信的四十多個是對的話
