
[00:00:00.000 --> 00:00:04.640]  各位弟姐妹新年快樂
[00:07:36.000 --> 00:07:39.760]  穿的衣服或基本的生活
[00:07:39.760 --> 00:07:43.280]  給以前的人更多的憂慮
[00:07:43.280 --> 00:07:47.760]  給世界上更多貧苦的人更多憂慮
[00:07:47.760 --> 00:07:49.440]  第一件事
[00:07:49.440 --> 00:07:51.120]  耶穌開始在登山裏說
[00:07:51.120 --> 00:07:52.080]  如果跟從他的人
[00:07:52.080 --> 00:07:53.200]  他有新的生命
[00:07:53.200 --> 00:07:55.440]  他不要為這些事憂慮
[00:07:55.440 --> 00:07:56.480]  耶穌吩咐我們
[00:07:56.480 --> 00:07:59.040]  不要有憂慮的人生
[00:07:59.040 --> 00:08:00.880]  我不知道對你們來說
[00:08:00.880 --> 00:08:03.440]  這件事是否很難做到呢
[00:08:03.440 --> 00:08:05.200]  還是對你們來說
[00:08:05.200 --> 00:08:07.200]  你已經是這樣了
[00:08:07.200 --> 00:08:08.240]  然後耶穌說出
[00:08:08.240 --> 00:08:10.400]  不要憂慮的兩個原因
[00:08:10.400 --> 00:08:11.920]  或者一個原因裏面
[00:08:11.920 --> 00:08:12.800]  兩個層面
[00:08:12.800 --> 00:08:14.960]  就剛才那兩方面
[00:08:14.960 --> 00:08:17.200]  吃什麼 喝什麼
[00:08:17.200 --> 00:08:18.880]  穿什麼
[00:08:18.880 --> 00:08:22.640]  提出兩個的向導
[00:08:22.640 --> 00:08:26.480]  叫我們不要憂慮的原因
[00:08:26.480 --> 00:08:31.920]  第一個是天空的飛鳥
[00:08:31.920 --> 00:08:33.120]  道理很簡單
[00:08:33.120 --> 00:08:36.960]  耶穌很能夠將一些比較抽象的東西
[00:08:36.960 --> 00:08:38.640]  用具體當時的人
[00:08:38.640 --> 00:08:40.800]  甚至現在歷世歷代
[00:08:40.800 --> 00:08:43.360]  那麼多由上至知識分子
[00:08:43.360 --> 00:08:44.720]  下至平民百姓
[00:08:44.720 --> 00:08:46.080]  甚至目不識丁的人
[00:08:46.080 --> 00:08:48.400]  都明白的例子去說
[00:08:48.400 --> 00:08:50.800]  所以耶穌真是高手
[00:08:50.800 --> 00:08:53.120]  耶穌說天空的飛鳥
[00:08:53.120 --> 00:08:54.400]  他們不會種植的
[00:08:54.400 --> 00:08:55.920]  不會耕田的
[00:08:55.920 --> 00:08:57.520]  他們都不會收成之後
[00:08:57.520 --> 00:09:00.400]  藏在糧倉裏面的
[00:09:00.400 --> 00:09:03.040]  每一天他們飛出去的時間
[00:09:03.040 --> 00:09:06.240]  就仰望那位創造主
[00:09:06.240 --> 00:09:08.480]  天父的養活
[00:09:08.480 --> 00:09:14.320]  這是幾千年來都是這樣的事實
[00:09:14.320 --> 00:09:16.080]  很美麗的一幅圖畫
[00:09:16.080 --> 00:09:17.280]  今早起床的時候
[00:09:17.280 --> 00:09:21.120]  窗前有一棵大樹
[00:09:21.120 --> 00:09:22.960]  見到兩隻我沒見過的鳥
[00:09:22.960 --> 00:09:23.680]  很美麗
[00:09:23.680 --> 00:09:27.520]  我對鳥不認識的
[00:09:27.520 --> 00:09:30.880]  飛在樹枝上面
[00:09:30.880 --> 00:09:33.680]  讓我更加體會這段聖經
[00:09:33.680 --> 00:09:36.400]  上帝尚且養活一些
[00:09:36.400 --> 00:09:39.840]  祂不需要為明天而做早糧
[00:09:39.840 --> 00:09:43.360]  但是上帝卻是很真實地養活祂
[00:09:43.360 --> 00:09:46.640]  這個場景就引申問題
[00:09:46.640 --> 00:09:50.480]  耶穌說我們在上帝眼中
[00:09:50.480 --> 00:09:53.680]  豈不是比飛鳥更加貴重
[00:09:53.680 --> 00:09:56.480]  創造主可以體重那些
[00:09:56.480 --> 00:09:58.800]  好像完全不起眼
[00:09:58.800 --> 00:10:04.240]  相對之下
[00:10:04.240 --> 00:10:08.400]  非常平價不起眼的飛鳥
[00:10:08.400 --> 00:10:11.280]  上帝豈不是更體重
[00:10:11.280 --> 00:10:12.880]  祂用保血
[00:10:12.880 --> 00:10:17.040]  耶穌基督保血買回來的兒女呢
[00:10:17.040 --> 00:10:19.600]  答案很明顯
[00:10:19.600 --> 00:10:21.520]  然後再加一個問題
[00:10:21.520 --> 00:10:26.400]  誰能使用憂慮受數多加克呢
[00:10:26.400 --> 00:10:29.360]  如果你看經文的註腳
[00:10:29.360 --> 00:10:33.280]  原本的意思是受數多加克
[00:10:33.280 --> 00:10:38.320]  誰能令你的身體再長高一爪呢
[00:10:38.320 --> 00:10:42.160]  一爪就是由手肘到手指的地方
[00:10:42.160 --> 00:10:49.600]  大約是一尺半的高度
[00:10:49.600 --> 00:10:51.760]  很明顯如果這樣翻譯
[00:10:51.760 --> 00:10:56.480]  誰能用憂慮令你高多一尺半呢
[00:10:56.480 --> 00:10:58.160]  意思不是這樣
[00:10:58.160 --> 00:10:59.360]  是在說憂慮
[00:10:59.360 --> 00:11:00.400]  是在說內心世界
[00:11:00.400 --> 00:11:03.680]  不是在說外面的身體狀況
[00:11:03.680 --> 00:11:08.160]  所以這裡把意義說出來
[00:11:08.160 --> 00:11:13.600]  誰能夠憂慮令你受數多加克
[00:11:13.600 --> 00:11:17.600]  即是憂慮對你的生命有什麼幫助呢
[00:11:17.600 --> 00:11:20.960]  事實上我們知道憂慮不單沒有幫助
[00:11:20.960 --> 00:11:22.880]  還非常有害
[00:11:22.880 --> 00:11:27.120]  很多的心理甚至身體的疾病
[00:11:27.120 --> 00:11:35.040]  都是由憂慮、壓力、焦慮所形成的
[00:11:35.040 --> 00:11:40.160]  憂慮可說是殺人不見血的疾病
[00:11:40.160 --> 00:11:44.960]  另一個例子是野地的百合花
[00:11:44.960 --> 00:11:51.840]  剛才的註腳很明顯是相對上文所說的
[00:11:51.840 --> 00:11:54.000]  喝什麼吃什麼
[00:11:54.000 --> 00:11:58.080]  而百合花相對上文所說的穿什麼
[00:11:58.080 --> 00:12:00.000]  第三個問題
[00:12:00.000 --> 00:12:03.360]  這裡用的相對的比喻
[00:12:03.360 --> 00:12:05.920]  是野地的百合花
[00:12:05.920 --> 00:12:11.360]  有機會看看不同的討論
[00:12:11.360 --> 00:12:13.600]  究竟野地的百合花是指什麼呢
[00:12:13.600 --> 00:12:16.400]  特別是所羅門的榮華
[00:12:16.400 --> 00:12:19.680]  有很多人把雅歌書裡所說的
[00:12:19.680 --> 00:12:24.400]  所羅門谷中的百合花作一個比較
[00:12:24.400 --> 00:12:25.360]  那裡有很多討論
[00:12:25.360 --> 00:12:28.320]  歷史討論、生物學討論、科學討論
[00:12:28.320 --> 00:12:29.520]  這裡不多說了
[00:12:29.520 --> 00:12:31.280]  大概這個野地的百合花
[00:12:31.280 --> 00:12:33.840]  並不是現在看到的那種百合花
[00:12:33.840 --> 00:12:35.600]  不是六角形的百合花
[00:12:35.600 --> 00:12:37.440]  有些說當時的百合花
[00:12:37.440 --> 00:12:39.200]  或者耶穌時代的百合花
[00:12:39.200 --> 00:12:41.680]  應該是圓形的小花
[00:12:41.680 --> 00:12:44.560]  甚至有些人說像我們的水仙花
[00:12:44.560 --> 00:12:45.600]  這裡不多說了
[00:12:45.600 --> 00:12:49.520]  因為聖經似乎的重點不是放在這裡
[00:12:49.520 --> 00:12:50.960]  聖經的重點在於
[00:12:50.960 --> 00:12:55.120]  在他當時非常容易看到的
[00:12:55.120 --> 00:13:00.400]  一些很普通、很不值錢
[00:13:00.400 --> 00:13:04.240]  遍山都是一些小花
[00:13:04.240 --> 00:13:06.000]  但是奇妙的地方就是
[00:13:06.000 --> 00:13:09.680]  這些很普通的小花
[00:13:09.680 --> 00:13:11.920]  那種美麗
[00:13:11.920 --> 00:13:19.120]  比以色列人歷代最輝煌的王朝所羅門
[00:13:19.120 --> 00:13:23.440]  他所穿的衣服都比不上
[00:13:23.440 --> 00:13:30.320]  遍山滿地非常普遍的一朵小花
[00:13:30.320 --> 00:13:34.880]  在聖經的上下記載
[00:13:34.880 --> 00:13:38.160]  所羅門的王朝
[00:13:38.160 --> 00:13:40.080]  黃金算不得什麼
[00:13:40.080 --> 00:13:42.640]  銀也算不得什麼
[00:13:42.640 --> 00:13:44.640]  這個差不多是以色列國
[00:13:44.640 --> 00:13:46.400]  甚至是人類歷史裡面
[00:13:46.400 --> 00:13:48.880]  一個盛世的時間
[00:13:48.880 --> 00:13:49.760]  他穿的衣服
[00:13:49.760 --> 00:13:50.800]  這個皇帝穿的衣服
[00:13:50.800 --> 00:13:52.400]  當然非常漂亮
[00:13:52.400 --> 00:13:53.680]  一定很漂亮
[00:13:53.680 --> 00:13:55.600]  會穿針戴銀
[00:13:55.600 --> 00:13:56.880]  會有很多工匠
[00:13:56.880 --> 00:14:01.680]  用很多心思去紡線、織布、製造
[00:14:01.680 --> 00:14:08.240]  不過都比不起一朵野地裡的小花
[00:14:08.240 --> 00:14:09.440]  再進一步
[00:14:09.440 --> 00:14:10.480]  不單止小花
[00:14:10.480 --> 00:14:13.360]  他還說如果野地裡的草
[00:14:13.360 --> 00:14:14.400]  今天還在
[00:14:14.400 --> 00:14:16.560]  明天就凋在蘆蕾了
[00:14:16.560 --> 00:14:18.720]  再接一節的聖經說
[00:14:18.720 --> 00:14:20.880]  不單止花是草
[00:14:20.880 --> 00:14:22.640]  這個可能是指
[00:14:22.640 --> 00:14:25.520]  野地的花枯乾了之後
[00:14:25.520 --> 00:14:26.480]  又或者是普通的
[00:14:26.480 --> 00:14:28.240]  更落一步的
[00:14:28.240 --> 00:14:29.840]  更普遍的
[00:14:29.840 --> 00:14:32.560]  更不起眼的草
[00:14:32.560 --> 00:14:34.480]  如果他們枯乾
[00:14:34.480 --> 00:14:35.440]  用來燒
[00:14:35.440 --> 00:14:38.080]  當柴燒一樣
[00:14:38.080 --> 00:14:41.680]  這樣的好像
[00:14:41.680 --> 00:14:43.280]  一陣子來到
[00:14:43.280 --> 00:14:44.960]  一陣子沒了生命
[00:14:44.960 --> 00:14:49.200]  然後無人會紀念的這些花草
[00:14:49.200 --> 00:14:51.760]  上帝尚且給他們裝飾
[00:14:51.760 --> 00:14:54.640]  何況人有靈魂到永生
[00:14:54.640 --> 00:14:58.320]  這個寶貴被耶穌基督拯救的人
[00:14:58.320 --> 00:14:58.960]  你和我
[00:14:58.960 --> 00:15:00.080]  是上帝的兒女
[00:15:00.080 --> 00:15:03.920]  豈不是上帝更加會體恤
[00:15:03.920 --> 00:15:05.520]  會看顧嗎?
[00:15:05.520 --> 00:15:09.040]  答案很明顯的
[00:15:09.040 --> 00:15:10.960]  穿什麼
[00:15:10.960 --> 00:15:13.520]  我們不應該憂慮
[00:15:13.520 --> 00:15:15.840]  因為上帝看顧花草
[00:15:15.840 --> 00:15:18.640]  更加會看顧他的兒女
[00:15:18.640 --> 00:15:21.680]  結論回到剛才那一節
[00:15:21.680 --> 00:15:23.120]  31節
[00:15:23.120 --> 00:15:25.520]  就是25節開始的那一節
[00:15:25.520 --> 00:15:26.560]  吃什麼
[00:15:26.560 --> 00:15:27.600]  喝什麼
[00:15:27.600 --> 00:15:28.640]  穿什麼
[00:15:28.640 --> 00:15:29.760]  這三個問題
[00:15:29.760 --> 00:15:30.800]  大家有沒有留意到呢
[00:15:30.800 --> 00:15:32.080]  31節的結論
[00:15:32.080 --> 00:15:35.280]  和開始的時候
[00:15:35.280 --> 00:15:36.320]  25節第一節
[00:15:36.320 --> 00:15:37.840]  這段經文的第一節
[00:15:37.840 --> 00:15:40.400]  提出都是三個同一個問題
[00:15:40.400 --> 00:15:41.440]  可以這樣說
[00:15:41.440 --> 00:15:45.760]  這三個問題正正就是
[00:15:45.760 --> 00:15:47.760]  一開始一尾
[00:15:47.760 --> 00:15:48.880]  25節開始
[00:15:48.880 --> 00:15:52.160]  31節結束的呼籲
[00:15:52.160 --> 00:15:56.160]  提出我們要無憂無慮的原因
[00:15:56.160 --> 00:15:58.320]  因為天父體重我們
[00:15:58.320 --> 00:15:59.520]  比花草多
[00:15:59.520 --> 00:16:01.440]  比天空的飛鳥多
[00:16:01.440 --> 00:16:03.360]  不過如果暫停在這裡
[00:16:03.360 --> 00:16:07.280]  你會發覺道理說得很對
[00:16:07.280 --> 00:16:09.280]  很有說服力
[00:16:09.280 --> 00:16:12.640]  不過實際上對於我們來說
[00:16:12.640 --> 00:16:14.560]  好像沒有什麼出路
[00:16:14.560 --> 00:16:16.320]  再直接難聽一點
[00:16:16.320 --> 00:16:19.040]  誰不知道媽媽是女人呢
[00:16:19.040 --> 00:16:21.200]  誰不知道憂慮不好呢
[00:16:21.200 --> 00:16:22.240]  一個人憂慮的時候
[00:16:22.240 --> 00:16:23.520]  叫他不要憂慮
[00:16:23.520 --> 00:16:25.440]  你知道沒有什麼幫助
[00:16:25.440 --> 00:16:26.400]  一個人哭的時候
[00:16:26.400 --> 00:16:27.600]  叫他不要哭
[00:16:27.600 --> 00:16:29.920]  你知道沒有什麼幫助
[00:16:29.920 --> 00:16:33.120]  一個人如果能夠自己控制
[00:16:33.120 --> 00:16:35.040]  他不憂慮
[00:16:35.040 --> 00:16:36.240]  當然他不會憂慮
[00:16:36.240 --> 00:16:38.640]  他控制不了
[00:16:38.640 --> 00:16:41.040]  這都是基督徒很多時候的掙扎
[00:16:41.040 --> 00:16:42.080]  我不是不知道
[00:16:42.080 --> 00:16:43.680]  不過做不到
[00:16:43.680 --> 00:16:45.360]  掙扎在哪裡呢
[00:16:45.360 --> 00:16:46.800]  為什麼我們知道
[00:16:46.800 --> 00:16:48.320]  但是做不到呢
[00:16:48.320 --> 00:16:50.560]  如果經文耶穌所吩咐的
[00:16:50.560 --> 00:16:51.440]  只是停在這裡
[00:16:51.440 --> 00:16:53.120]  或許我們留下很多問題
[00:16:53.120 --> 00:16:54.560]  我知道耶穌說得對
[00:16:54.560 --> 00:16:55.600]  不過做不到
[00:16:55.600 --> 00:16:56.720]  我當然很差了
[00:16:56.720 --> 00:16:57.760]  甚至我不要做基督徒了
[00:16:57.760 --> 00:17:00.240]  因為我做不到
[00:17:00.240 --> 00:17:01.440]  不過聖經裡面
[00:17:01.440 --> 00:17:02.880]  不是停在這裡的
[00:17:02.880 --> 00:17:04.480]  在三十一節之下
[00:17:04.480 --> 00:17:07.120]  還有三節聖經
[00:17:07.120 --> 00:17:10.560]  三十二到三十四節
[00:17:10.560 --> 00:17:12.720]  三十二節是說出
[00:17:12.720 --> 00:17:19.760]  不要憂慮真正的原因
[00:17:19.760 --> 00:17:22.960]  然後三十三節是正面說
[00:17:22.960 --> 00:17:26.160]  怎麼可以勝過不要憂慮
[00:17:26.160 --> 00:17:27.600]  最後三十四節
[00:17:27.600 --> 00:17:29.040]  就是這個小段的
[00:17:29.040 --> 00:17:32.240]  或整個段落的最後結束
[00:17:32.240 --> 00:17:34.160]  我試試和大家看看
[00:17:34.160 --> 00:17:35.280]  三十二節
[00:17:35.280 --> 00:17:39.600]  「這都是外邦人所求的
[00:17:39.600 --> 00:17:41.680]  你們需要的這一切東西
[00:17:41.680 --> 00:17:43.680]  你們天父是知道的」
[00:17:43.680 --> 00:17:45.280]  這裡特別提出一個字眼
[00:17:45.280 --> 00:17:48.960]  「外邦人所求的」
[00:17:48.960 --> 00:17:51.040]  如果你留意上文
[00:17:51.040 --> 00:17:53.840]  當耶穌說到
[00:17:53.840 --> 00:17:56.720]  不要憂慮你穿什麼的時間
[00:17:56.720 --> 00:17:57.760]  第三十節
[00:17:57.760 --> 00:17:58.960]  他用了一個字眼
[00:17:58.960 --> 00:18:02.560]  「你們這小信的人」
[00:18:02.560 --> 00:18:03.920]  一個是外邦人所求的
[00:18:03.920 --> 00:18:04.960]  一個是小信
[00:18:04.960 --> 00:18:07.680]  外邦人就是和上帝的子民沒有關係
[00:18:07.680 --> 00:18:09.280]  簡單來說是未信的
[00:18:09.280 --> 00:18:10.880]  或者如果我們說
[00:18:10.880 --> 00:18:12.880]  不是我們真的信耶穌的
[00:18:12.880 --> 00:18:14.080]  不過耶穌說
[00:18:14.080 --> 00:18:16.160]  是小信的人
[00:18:16.160 --> 00:18:17.280]  再進一步
[00:18:17.280 --> 00:18:19.200]  二十四節
[00:18:19.200 --> 00:18:22.160]  就是這段經文和大家看的上文
[00:18:22.160 --> 00:18:23.360]  我們從二十五節開始看
[00:18:23.360 --> 00:18:27.760]  上文是和上面的登山報記載
[00:18:27.760 --> 00:18:28.800]  接下這段
[00:18:28.800 --> 00:18:31.360]  一個好像銜接的聖經
[00:18:31.360 --> 00:18:32.640]  二十四節
[00:18:32.640 --> 00:18:34.400]  請聽我讀出
[00:18:34.400 --> 00:18:36.560]  我相信大家很多基督徒都認識
[00:18:36.560 --> 00:18:39.760]  馬太第六章第二十四節
[00:18:39.760 --> 00:18:43.280]  一個人不能服侍兩個主
