
[00:00:00.000 --> 00:00:07.320]  請我們繼續打開路加福音第十九章
[00:05:02.600 --> 00:05:05.600]  保守派的社安主義來說,是一件非常重要的事
[00:05:05.600 --> 00:05:08.600]  我們就要看一看歷史
[00:05:08.600 --> 00:05:13.600]  究竟猶太人的聖殿的歷史是什麼歷史呢?
[00:05:13.600 --> 00:05:18.600]  當耶和華和以色列人在西乃山納約的時候
[00:05:18.600 --> 00:05:22.600]  就吩咐猶太人做一個回眸
[00:05:22.600 --> 00:05:24.600]  如果我們看舊的聖經,我們都看到
[00:05:24.600 --> 00:05:27.600]  在回眸裡面,回眸有什麼用呢?
[00:05:27.600 --> 00:05:28.600]  是做兩件事
[00:05:28.600 --> 00:05:33.600]  第一件事就是祭司在回眸裡面獻祭
[00:05:33.600 --> 00:05:37.600]  那些祭司每年要去那裡做一個獻祭和禱告
[00:05:37.600 --> 00:05:43.600]  是有贖罪祭、平安祭、凡祭
[00:05:43.600 --> 00:05:47.600]  在摩西五經裡面是很詳細列出來
[00:05:47.600 --> 00:05:50.600]  那些祭司應該怎樣去獻祭
[00:05:50.600 --> 00:05:52.600]  獻祭的地方就是這個回眸的地方
[00:05:52.600 --> 00:05:56.600]  後來這個回眸就沒有了
[00:05:56.600 --> 00:06:01.600]  取而代之,是所羅門王建造了一個很宏大的聖殿
[00:06:01.600 --> 00:06:05.600]  這個聖殿就取代了這個回眸來獻祭
[00:06:05.600 --> 00:06:08.600]  這個回眸除了獻祭之外還有第二個功能
[00:06:08.600 --> 00:06:10.600]  第二個功能是什麼呢?
[00:06:10.600 --> 00:06:14.600]  第二個功能就是回眸象徵著一樣很重要的東西
[00:06:14.600 --> 00:06:18.600]  就是耶和華是與以色列人同在
[00:06:18.600 --> 00:06:20.600]  耶和華臨在以色列人當中
[00:06:20.600 --> 00:06:24.600]  這個聖殿就是象徵著耶和華的臨在
[00:06:24.600 --> 00:06:27.600]  Symbol of the presence of God
[00:06:27.600 --> 00:06:30.600]  所以這個聖殿有兩個意思
[00:06:30.600 --> 00:06:33.600]  用來獻祭,也是一個禱告的地方
[00:06:33.600 --> 00:06:38.600]  所以耶穌說你們將我的殿,別我父的殿
[00:06:38.600 --> 00:06:40.600]  做一個賊窩
[00:06:40.600 --> 00:06:42.600]  其實那個殿是用來禱告的地方
[00:06:42.600 --> 00:06:46.600]  禱告的意思就是在我們當中,上帝臨在我們當中
[00:06:46.600 --> 00:06:48.600]  我們獻上我們的祭
[00:06:48.600 --> 00:06:53.600]  所以當所羅門王建造這個聖殿的時候
[00:06:53.600 --> 00:06:56.600]  就是要完成這兩個功能
[00:06:56.600 --> 00:06:59.600]  回眸和聖殿的主要分別是什麼呢?
[00:06:59.600 --> 00:07:00.600]  回眸是可以行的
[00:07:00.600 --> 00:07:04.600]  因為他們在西亞山做了回眸的時候
[00:07:04.600 --> 00:07:06.600]  在抗日流蕩了40年
[00:07:06.600 --> 00:07:11.600]  然後就去到巴勒斯坦的地方
[00:07:11.600 --> 00:07:16.600]  大衛就很想要建立一個不是用回眸的聖殿
[00:07:16.600 --> 00:07:23.600]  而是將上帝的吩咐用聖殿來滿足
[00:07:23.600 --> 00:07:25.600]  但是大衛做不到
[00:07:25.600 --> 00:07:27.600]  他的兒子所羅門王做到了
[00:07:27.600 --> 00:07:29.600]  在公元前大概一千年左右
[00:07:29.600 --> 00:07:36.600]  所羅門王就造成了一個非常宏大的聖殿
[00:07:36.600 --> 00:07:39.600]  但是到了586年的時候
[00:07:39.600 --> 00:07:41.600]  以色列開始衰弱
[00:07:41.600 --> 00:07:45.600]  當時從現在的伊拉克的地方
[00:07:45.600 --> 00:07:47.600]  我們叫做巴比倫
[00:07:47.600 --> 00:07:53.600]  巴比倫的皇帝以尼布格尼撒帶著軍隊遠征巴勒斯坦
[00:07:53.600 --> 00:07:55.600]  攻陷了耶路撒冷城
[00:07:55.600 --> 00:07:59.600]  並且毀滅了整個聖殿
[00:07:59.600 --> 00:08:03.600]  並且將猶太人擄到巴比倫的地方
[00:08:03.600 --> 00:08:05.600]  就是今天的伊拉克
[00:08:05.600 --> 00:08:08.600]  直到公元前515年的時候
[00:08:08.600 --> 00:08:09.600]  巴比倫滅亡
[00:08:09.600 --> 00:08:11.600]  波斯取而代之
[00:08:11.600 --> 00:08:15.600]  波斯和巴比倫的做法不同
[00:08:15.600 --> 00:08:17.600]  波斯對猶太人比較寬容
[00:08:17.600 --> 00:08:21.600]  容許猶太人返回巴勒斯坦的地方
[00:08:21.600 --> 00:08:26.600]  所以當時有索羅巴伯和尼希米
[00:08:26.600 --> 00:08:35.600]  帶著一群猶太人的子女移民到巴勒斯坦
[00:08:35.600 --> 00:08:39.600]  去到巴勒斯坦重建聖殿
[00:08:39.600 --> 00:08:43.600]  因為聖殿在586年70年前已經被毀了
[00:08:43.600 --> 00:08:45.600]  所以他們就建了聖殿
[00:08:45.600 --> 00:08:51.600]  但當時的聖殿沒有以前的索羅門皇帝那麼宏大
[00:08:51.600 --> 00:08:54.600]  但是到了公元前30年的時候
[00:08:54.600 --> 00:08:59.600]  這個聖殿歷經有幾百年的時間
[00:08:59.600 --> 00:09:02.600]  到了公元前30年的時候
[00:09:02.600 --> 00:09:09.600]  當時已經統治了羅馬人
[00:09:09.600 --> 00:09:13.600]  當時羅馬人能夠統治巴勒斯坦
[00:09:13.600 --> 00:09:19.600]  多多少少是因為其中一個土壩希律大帝所造成的
[00:09:19.600 --> 00:09:23.600]  所以羅馬人賦予希律大帝一些統治權
[00:09:23.600 --> 00:09:27.600]  在巴勒斯坦稱為耶穌基督出生的時候
[00:09:27.600 --> 00:09:29.600]  希律王就是希律大帝
[00:09:29.600 --> 00:09:31.600]  希律是一個很奇怪的人
[00:09:31.600 --> 00:09:33.600]  希律是一個天才
[00:09:33.600 --> 00:09:38.600]  歷史家稱他為天才建築者
[00:09:38.600 --> 00:09:44.600]  在希律的期間建了幾個非常重要的蘭嶼
[00:09:44.600 --> 00:09:48.600]  現代人都想像不到可以做到這樣的建築物
[00:09:48.600 --> 00:09:50.600]  他建了一個海港
[00:09:50.600 --> 00:09:54.600]  建了一個墓地
[00:09:54.600 --> 00:09:58.600]  更厲害的是重修這個聖殿
[00:09:58.600 --> 00:10:03.600]  希律重修這個聖殿比以前大很多
[00:10:03.600 --> 00:10:05.600]  宏大很多
[00:10:05.600 --> 00:10:07.600]  光彩很多
[00:10:07.600 --> 00:10:10.600]  每一塊石頭都相有金
[00:10:10.600 --> 00:10:12.600]  當太陽照到聖殿的時候
[00:10:12.600 --> 00:10:14.600]  金就反射出來
[00:10:14.600 --> 00:10:16.600]  閃閃生光
[00:10:16.600 --> 00:10:19.600]  當耶穌帶著門徒去石頭上散步的時候
[00:10:19.600 --> 00:10:22.600]  門徒說:哇!你看看聖殿多厲害!
[00:10:22.600 --> 00:10:25.600]  耶穌說:我老老實實告訴你
[00:10:25.600 --> 00:10:28.600]  有一天,某一塊石頭會放在另一塊石頭上
[00:10:28.600 --> 00:10:30.600]  聖殿會毀壞
[00:10:30.600 --> 00:10:33.600]  耶穌這句話是何時應驗的呢?
[00:10:33.600 --> 00:10:38.600]  耶穌這句話是公元後69年就應驗了
[00:10:38.600 --> 00:10:40.600]  因為當時猶太人想造反
[00:10:40.600 --> 00:10:44.600]  羅馬人的將軍提多將軍帶領羅馬人
[00:10:44.600 --> 00:10:47.600]  走到聖殿裡面重重圍困
[00:10:47.600 --> 00:10:50.600]  困住耶路撒冷
[00:10:50.600 --> 00:10:54.600]  他們很多餓死、窮死、打死
[00:10:54.600 --> 00:10:56.600]  在這場戰爭裡面
[00:10:56.600 --> 00:11:00.600]  有六十萬猶太人捐軀死了
[00:11:00.600 --> 00:11:04.600]  而在這次的暴動當中
[00:11:04.600 --> 00:11:06.600]  在這次的革命當中
[00:11:06.600 --> 00:11:08.600]  聖殿再一次被毀
[00:11:08.600 --> 00:11:10.600]  就好像耶穌說的
[00:11:10.600 --> 00:11:12.600]  連一塊石頭都不放在另一塊石頭上
[00:11:12.600 --> 00:11:15.600]  就是指公元後69年這件事情
[00:11:15.600 --> 00:11:20.600]  好!聖殿被毀了
[00:11:20.600 --> 00:11:24.600]  公元後691年
[00:11:24.600 --> 00:11:28.600]  巴勒斯坦羅馬人已經滅亡
[00:11:28.600 --> 00:11:34.600]  巴勒斯坦被阿拉伯人佔領了
[00:11:34.600 --> 00:11:40.600]  阿拉伯人就在聖殿的遺址裡建了一個回教寺
[00:11:40.600 --> 00:11:44.600]  這個回教寺就是The Tomb of the Rock
[00:11:44.600 --> 00:11:48.600]  今天如果你有機會去到以色列旅行的時候
[00:11:48.600 --> 00:11:50.600]  你一定會見過這個回教寺
[00:11:50.600 --> 00:11:54.600]  這個回教寺在遠處看是很厲害的
[00:11:54.600 --> 00:11:55.600]  為什麼厲害呢?
[00:11:55.600 --> 00:11:59.600]  所有回教寺都是圓拱形的
[00:11:59.600 --> 00:12:03.600]  圓拱形裡面是雙金的
[00:12:03.600 --> 00:12:05.600]  是有金片的
[00:12:05.600 --> 00:12:07.600]  所以在遠處看的時候
[00:12:07.600 --> 00:12:11.600]  會看到一個金色的、閃閃反光的回教寺
[00:12:11.600 --> 00:12:12.600]  為什麼呢?
[00:12:12.600 --> 00:12:17.600]  因為公元後691年的時候
[00:12:17.600 --> 00:12:20.600]  阿拉伯人佔領了的時候
[00:12:20.600 --> 00:12:22.600]  在這個地方建了一個回教寺
[00:12:22.600 --> 00:12:24.600]  叫The Rock of the Tomb
[00:12:24.600 --> 00:12:30.600]  到了1993年
[00:12:30.600 --> 00:12:32.600]  不是很遠
[00:12:32.600 --> 00:12:38.600]  約旦王哈辛王在倫敦的一個物業裡賣了
[00:12:38.600 --> 00:12:41.600]  一個很值錢的物業
[00:12:41.600 --> 00:12:47.600]  把那筆錢用來重修回教寺
[00:12:47.600 --> 00:12:51.600]  其中一個重修就是把頂部鑲了金
[00:12:51.600 --> 00:12:54.600]  所以今天你看這個回教寺
[00:12:54.600 --> 00:12:57.600]  是用金色的閃閃生光
[00:12:57.600 --> 00:12:59.600]  非常燦爛
[00:12:59.600 --> 00:13:03.600]  1967年六日戰爭
[00:13:03.600 --> 00:13:06.600]  以色列人佔領了曼天堡
[00:13:06.600 --> 00:13:11.600]  從此以色列人再次佔領了曼天堡
[00:13:11.600 --> 00:13:14.600]  但以色列人看到一件事
[00:13:14.600 --> 00:13:19.600]  知道有不少以色列人很想炸掉回教廟
[00:13:19.600 --> 00:13:26.600]  所以以色列當局派軍人守住曼天堡的進口
[00:13:26.600 --> 00:13:29.600]  不准猶太人進入當中
[00:13:29.600 --> 00:13:33.600]  但所有巴勒斯坦人可以進入回教廟
[00:13:33.600 --> 00:13:36.600]  可以進入去敬拜祈禱
[00:13:36.600 --> 00:13:38.600]  我們不是猶太人
[00:13:38.600 --> 00:13:40.600]  你做一個遊客
[00:13:40.600 --> 00:13:42.600]  你也可以去到曼天堡
[00:13:42.600 --> 00:13:47.600]  我曾經兩次去到回教廟前拍了一張照片
[00:13:47.600 --> 00:13:51.600]  保守的猶太人相信
[00:13:51.600 --> 00:13:54.600]  根據以西傑斯第40至47節
[00:13:54.600 --> 00:13:57.600]  當第三個聖殿重建起來的時候
[00:13:57.600 --> 00:13:59.600]  就是理賽亞降臨的那一天
[00:13:59.600 --> 00:14:01.600]  所以他們想盡辦法
[00:14:01.600 --> 00:14:03.600]  其中一個辦法是什麼呢?
[00:14:03.600 --> 00:14:08.600]  原來在今天耶路撒冷曼天堡山下
[00:14:08.600 --> 00:14:10.600]  有很多地洞
[00:14:10.600 --> 00:14:12.600]  有很多洞窟
[00:14:12.600 --> 00:14:15.600]  我曾經進去洞窟看過一些東西
[00:14:15.600 --> 00:14:19.600]  好像八爪魚一樣有很多洞窟
[00:14:19.600 --> 00:14:22.600]  你知不知道三藩市下都有很多洞窟?
[00:14:22.600 --> 00:14:24.600]  沒有什麼人知道
[00:14:24.600 --> 00:14:29.600]  其實三藩市下面有很多洞窟
[00:14:29.600 --> 00:14:32.600]  很久以前很多唐人來到三藩市
[00:14:32.600 --> 00:14:36.600]  其中有很多是被賣來做妓女
[00:14:36.600 --> 00:14:38.600]  三藩市當時有幾個牧師
[00:14:38.600 --> 00:14:43.600]  可以拍成電影
[00:14:43.600 --> 00:14:46.600]  有歷史文件記載
[00:14:46.600 --> 00:14:52.600]  走進去妓院裡帶著妓女
[00:14:52.600 --> 00:14:56.600]  走進三藩市地下的地洞裡偷走出來
[00:14:56.600 --> 00:15:00.600]  有很多很有趣很驚險的經歷
[00:15:00.600 --> 00:15:01.600]  但我不是說三藩市
[00:15:01.600 --> 00:15:03.600]  是說耶路撒冷
[00:15:03.600 --> 00:15:07.600]  耶路撒冷的天堡山裡有很多洞窟
[00:15:07.600 --> 00:15:11.600]  在歷史裡從1984年開始
[00:15:11.600 --> 00:15:13.600]  幾乎每一年
[00:15:13.600 --> 00:15:17.600]  時時都有極端的猶太人帶著炸藥
[00:15:17.600 --> 00:15:22.600]  想進去洞窟裡炸毀回教廟
[00:15:22.600 --> 00:15:25.600]  如果這件事是事實的時候
[00:15:25.600 --> 00:15:30.600]  第三次世界大戰就會因此而發生
[00:15:30.600 --> 00:15:34.600]  所以是一件火藥味非常濃厚的事
[00:15:34.600 --> 00:15:41.600]  所有的焦點都在聖殿裡
[00:15:41.600 --> 00:15:43.600]  因為猶太人覺得
[00:15:43.600 --> 00:15:46.600]  當第三個聖殿重建的時候
[00:15:46.600 --> 00:15:51.600]  就是猶太國開始興旺復興的時候
[00:15:51.600 --> 00:15:55.600]  你說要建立第三個聖殿
[00:15:55.600 --> 00:15:57.600]  你說要預備建立聖殿
[00:15:57.600 --> 00:15:59.600]  那些錢從哪裡來?
[00:15:59.600 --> 00:16:01.600]  以色列政府自然不會給
[00:16:01.600 --> 00:16:03.600]  你知道錢從哪裡來嗎?
[00:16:03.600 --> 00:16:12.600]  誰去將錢供應給萬聖殿的極端組織?
[00:16:12.600 --> 00:16:15.600]  你想像不到
[00:16:15.600 --> 00:16:18.600]  大部分的錢是來自美國的基督徒
[00:16:18.600 --> 00:16:23.600]  你會問為什麼美國的基督徒會資助?
[00:16:23.600 --> 00:16:25.600]  原因很簡單
[00:16:25.600 --> 00:16:28.600]  因為不少在美國的基督徒
[00:16:28.600 --> 00:16:31.600]  他們都有一個這樣的想法
[00:16:31.600 --> 00:16:34.600]  就是主耶穌什麼時候會再來呢?
[00:16:34.600 --> 00:16:36.600]  主耶穌再來的時候
[00:16:36.600 --> 00:16:39.600]  就是聖殿重建的時候
[00:16:39.600 --> 00:16:41.600]  當聖殿重建的時候
[00:16:41.600 --> 00:16:43.600]  就是耶穌再來
[00:16:43.600 --> 00:16:46.600]  所以為了想耶穌快點來的時候
[00:16:46.600 --> 00:16:48.600]  他們就會資助這個組織
[00:16:48.600 --> 00:16:50.600]  去炸掉這個回教寺
[00:16:50.600 --> 00:16:52.600]  這個Rock of the Dome
[00:16:52.600 --> 00:16:56.600]  然後重建這個聖殿
[00:16:56.600 --> 00:17:00.600]  他們以為這樣就可以耶穌再來
[00:17:00.600 --> 00:17:02.600]  當然我不相信這個說法
[00:17:02.600 --> 00:17:06.600]  Rock of the Dome是什麼回教寺呢?
[00:17:06.600 --> 00:17:08.600]  其實裡面沒有什麼
[00:17:08.600 --> 00:17:10.600]  只是一塊大石
[00:17:10.600 --> 00:17:12.600]  你進去看的時候
[00:17:12.600 --> 00:17:14.600]  沒有像我們有的椅子
[00:17:14.600 --> 00:17:16.600]  是一塊很大很大的石
[00:17:16.600 --> 00:17:18.600]  但這個石是很重要的
[00:17:18.600 --> 00:17:20.600]  這個石是什麼呢?
[00:17:20.600 --> 00:17:26.600]  相傳是阿伯拉罕憲爾薩的大石
[00:17:26.600 --> 00:17:28.600]  所以為什麼這麼有紀念性呢?
[00:17:28.600 --> 00:17:30.600]  因為阿伯拉罕憲爾薩的地方
[00:17:30.600 --> 00:17:34.600]  就是今天回教廟Rock of the Dome的地方
[00:17:34.600 --> 00:17:36.600]  所以我們要明白
[00:17:36.600 --> 00:17:38.600]  所有這些背景
[00:17:38.600 --> 00:17:42.600]  明白到這個背景影響到今天的政治
[00:17:42.600 --> 00:17:44.600]  今天的局勢是很大的一件事
[00:17:44.600 --> 00:17:46.600]  而我們的思想
[00:17:46.600 --> 00:17:48.600]  我們的神學思想
[00:17:48.600 --> 00:17:50.600]  就影響整個世界歷史的發展
[00:17:50.600 --> 00:17:54.600]  今天我們所看的這段聖經
[00:17:54.600 --> 00:17:56.600]  就是說到耶穌基督
[00:17:56.600 --> 00:17:58.600]  他進入耶路撒冷
[00:17:58.600 --> 00:18:00.600]  他要釘死的時候
[00:18:00.600 --> 00:18:02.600]  他做了一件轟天動地的事
[00:18:02.600 --> 00:18:04.600]  這件轟天動地的事是什麼呢?
[00:18:04.600 --> 00:18:10.600]  就是清洗這個聖殿
[00:18:10.600 --> 00:18:14.600]  你會說清洗聖殿是不是這麼緊張呢?
[00:18:14.600 --> 00:18:18.600]  是不是這麼緊張呢?
[00:18:18.600 --> 00:18:20.600]  我告訴你,是真的很緊張
[00:18:20.600 --> 00:18:22.600]  是一個很重要的事
[00:18:22.600 --> 00:18:24.600]  如果我們了解
[00:18:24.600 --> 00:18:26.600]  我用現在的一個例子
[00:18:26.600 --> 00:18:28.600]  你會明白
[00:18:28.600 --> 00:18:32.600]  三藩市準備用一間教會
[00:18:32.600 --> 00:18:34.600]  給人去
[00:18:34.600 --> 00:18:36.600]  給政府
[00:18:36.600 --> 00:18:38.600]  因為他們認為
[00:18:38.600 --> 00:18:40.600]  在街上打毒針
[00:18:40.600 --> 00:18:42.600]  是很危險的事
[00:18:42.600 --> 00:18:44.600]  所以
[00:18:44.600 --> 00:18:46.600]  所有的道友
[00:18:46.600 --> 00:18:48.600]  如果去到政府預備的地方
[00:18:48.600 --> 00:18:50.600]  由政府人員
[00:18:50.600 --> 00:18:52.600]  跟他們打毒針
[00:18:52.600 --> 00:18:54.600]  就搞定了
[00:18:54.600 --> 00:18:56.600]  當然你會說
[00:18:56.600 --> 00:18:58.600]  是用納稅人的錢幫助人吸毒
[00:18:58.600 --> 00:19:00.600]  你可以形容成這樣
[00:19:00.600 --> 00:19:02.600]  於是
[00:19:02.600 --> 00:19:04.600]  有一個姓蘇的人
[00:19:04.600 --> 00:19:06.600]  有一天傻傻地
[00:19:06.600 --> 00:19:08.600]  把所有的道友都趕走
[00:19:08.600 --> 00:19:12.600]  然後把所有的毒針都踢走
[00:19:12.600 --> 00:19:14.600]  把所有跟人打針的護士都趕走
[00:19:14.600 --> 00:19:16.600]  你猜會發生什麼事情呢?
[00:19:16.600 --> 00:19:18.600]  你猜
[00:19:18.600 --> 00:19:20.600]  這個情形就像
[00:19:20.600 --> 00:19:22.600]  耶穌清理聖殿一樣
[00:19:22.600 --> 00:19:24.600]  當時的聖殿
[00:19:24.600 --> 00:19:26.600]  是很多買賣
[00:19:26.600 --> 00:19:28.600]  很多生意
[00:19:28.600 --> 00:19:30.600]  現在耶穌趕走這些人
[00:19:30.600 --> 00:19:32.600]  是轟動整個世界
[00:19:32.600 --> 00:19:34.600]  當時以色列的世界裏面
[00:19:34.600 --> 00:19:36.600]  一模一樣的事
[00:19:36.600 --> 00:19:38.600]  而路加就記載了這件事
[00:19:38.600 --> 00:19:40.600]  他只是用了兩節聖經去記載
[00:19:40.600 --> 00:19:42.600]  或者我們試試看
[00:19:42.600 --> 00:19:44.600]  究竟這節聖經
[00:19:44.600 --> 00:19:46.600]  所說的是什麼
[00:19:46.600 --> 00:19:48.600]  有一件事很有趣
[00:19:48.600 --> 00:19:50.600]  耶穌清理聖殿這件事
[00:19:50.600 --> 00:19:52.600]  四卷福音書都有記載
[00:19:52.600 --> 00:19:54.600]  馬太、馬可、路加、約翰
[00:19:54.600 --> 00:19:56.600]  都有記載
[00:19:56.600 --> 00:19:58.600]  如果你看回
[00:19:58.600 --> 00:20:00.600]  四卷福音書裏面
[00:20:00.600 --> 00:20:02.600]  不是很多東西,四樣都有記載
[00:20:02.600 --> 00:20:04.600]  當然耶穌的釘死
[00:20:04.600 --> 00:20:06.600]  耶穌的復活都有記載
[00:20:06.600 --> 00:20:08.600]  還有五餅二魚
[00:20:08.600 --> 00:20:10.600]  四本書都同樣有記載
[00:20:10.600 --> 00:20:12.600]  但耶穌清理聖殿
[00:20:12.600 --> 00:20:14.600]  四本福音書都有記載
[00:20:14.600 --> 00:20:16.600]  在四本福音書記載裏面
[00:20:16.600 --> 00:20:18.600]  路加福音
[00:20:18.600 --> 00:20:20.600]  是說得最簡單
[00:20:20.600 --> 00:20:22.600]  最講簡單
[00:20:22.600 --> 00:20:24.600]  他只是用了兩節聖經
[00:20:24.600 --> 00:20:26.600]  耶穌進了聖殿
[00:20:26.600 --> 00:20:28.600]  趕出旅途作買賣的人
[00:20:28.600 --> 00:20:30.600]  對他們說
[00:20:30.600 --> 00:20:32.600]  你們必作土地奠
[00:20:32.600 --> 00:20:34.600]  你們都使他成為賊窩了
[00:20:34.600 --> 00:20:36.600]  就這麽多
[00:20:36.600 --> 00:20:38.600]  比起其他會好不多
[00:20:38.600 --> 00:20:40.600]  所以
[00:20:40.600 --> 00:20:42.600]  我們看看路加究竟想
[00:20:42.600 --> 00:20:44.600]  講一個什麽信息給我們聽
[00:20:44.600 --> 00:20:46.600]  究竟路加是想
[00:20:46.600 --> 00:20:48.600]  告訴我們今天我們的世代
[00:20:48.600 --> 00:20:50.600]  今天我們的信徒
[00:20:50.600 --> 00:20:52.600]  路加這段聖經是想告訴我們
[00:20:52.600 --> 00:20:54.600]  一個什麽重要的信息
[00:20:54.600 --> 00:20:56.600]  我們可以從兩方面看
[00:20:56.600 --> 00:20:58.600]  第一個是從道德角度去看
[00:20:58.600 --> 00:21:00.600]  第二是從救贖角度去看
[00:21:00.600 --> 00:21:02.600]  我們先看看路加
[00:21:02.600 --> 00:21:04.600]  想告訴我們一個什麽信息
[00:21:04.600 --> 00:21:06.600]  首先我們看第45至46節
[00:21:06.600 --> 00:21:08.600]  他說
[00:21:08.600 --> 00:21:10.600]  只是兩句
[00:21:10.600 --> 00:21:12.600]  第一句就告訴我們
[00:21:12.600 --> 00:21:14.600]  耶穌清理聖殿的時候
[00:21:14.600 --> 00:21:16.600]  他進了聖殿
[00:21:16.600 --> 00:21:18.600]  趕出旅途作買賣的人
[00:21:18.600 --> 00:21:20.600]  正如我剛才所說
[00:21:20.600 --> 00:21:22.600]  四本福音書
[00:21:22.600 --> 00:21:24.600]  都有記載
