
[00:00:00.000 --> 00:00:07.000]  新年快樂平安
[00:04:03.000 --> 00:04:05.000]  耶穌見到這群門徒
[00:04:05.000 --> 00:04:06.000]  作一種鼓勵
[00:04:06.000 --> 00:04:10.000]  讓他們看到我們有一個盼望
[00:04:10.000 --> 00:04:13.000]  第一個我要和大家說的
[00:04:13.000 --> 00:04:17.000]  就是盼望的角度
[00:04:17.000 --> 00:04:22.000]  32節說你們的小群
[00:04:22.000 --> 00:04:27.000]  小群這個字在方書不多用
[00:04:27.000 --> 00:04:31.000]  小群就是一個沒有能力的
[00:04:31.000 --> 00:04:34.000]  沒有權勢的
[00:04:34.000 --> 00:04:38.000]  追著耶穌這一班人
[00:04:38.000 --> 00:04:42.000]  這班人是世人看不起的
[00:04:42.000 --> 00:04:45.000]  所以有個教會就用小群思選
[00:04:45.000 --> 00:04:50.000]  在世人看來是很少的人
[00:04:50.000 --> 00:04:55.000]  小群不要懼怕
[00:04:55.000 --> 00:04:58.000]  連成一體
[00:04:58.000 --> 00:05:00.000]  如果你有權有勢
[00:05:00.000 --> 00:05:02.000]  我們不會怕的
[00:05:02.000 --> 00:05:05.000]  我們有靠山 有後台 有政府
[00:05:05.000 --> 00:05:07.000]  有很多的金錢
[00:05:07.000 --> 00:05:10.000]  正正追隨主的人
[00:05:10.000 --> 00:05:13.000]  在世人看來不重要
[00:05:13.000 --> 00:05:15.000]  我們沒有影響力
[00:05:15.000 --> 00:05:18.000]  雖然我們堅持有真理
[00:05:18.000 --> 00:05:21.000]  但我們真理是別人不尊重
[00:05:21.000 --> 00:05:24.000]  所以門徒的心態和我們今天
[00:05:24.000 --> 00:05:26.000]  面對這個世界的文化
[00:05:26.000 --> 00:05:28.000]  非基督教的文化
[00:05:28.000 --> 00:05:30.000]  西藏的文化是一樣的
[00:05:30.000 --> 00:05:33.000]  當時門徒沒有因為耶穌行了神蹟之後
[00:05:33.000 --> 00:05:35.000]  就很開心了
[00:05:35.000 --> 00:05:36.000]  很厲害了
[00:05:36.000 --> 00:05:38.000]  耶穌得勝了
[00:05:38.000 --> 00:05:39.000]  其實不是
[00:05:39.000 --> 00:05:40.000]  因為很多時候
[00:05:40.000 --> 00:05:42.000]  看見耶穌吃又沒得吃
[00:05:42.000 --> 00:05:44.000]  睡又沒得睡
[00:05:44.000 --> 00:05:47.000]  他們的夫子都不會
[00:05:47.000 --> 00:05:49.000]  就是這樣的情況
[00:05:49.000 --> 00:05:51.000]  但耶穌怎麼說呢
[00:05:51.000 --> 00:05:55.000]  你們的小群不要懼怕
[00:05:55.000 --> 00:05:59.000]  因為你們的父親要將國賜給你們
[00:05:59.000 --> 00:06:01.000]  這就是第一段的重心
[00:06:01.000 --> 00:06:03.000]  什麼叫國呢
[00:06:03.000 --> 00:06:05.000]  國道
[00:06:05.000 --> 00:06:09.000]  國道有三樣東西
[00:06:09.000 --> 00:06:11.000]  第一
[00:06:11.000 --> 00:06:15.000]  凡是一個人代表一個國家
[00:06:15.000 --> 00:06:17.000]  例如
[00:06:17.000 --> 00:06:19.000]  那個國家的使者
[00:06:19.000 --> 00:06:21.000]  他一定有使命
[00:06:21.000 --> 00:06:23.000]  他一定是代表國家
[00:06:23.000 --> 00:06:24.000]  第二
[00:06:24.000 --> 00:06:27.000]  國道是有認同
[00:06:27.000 --> 00:06:29.000]  當你過海關的時候
[00:06:29.000 --> 00:06:31.000]  你就會發現你的認同
[00:06:31.000 --> 00:06:33.000]  有加拿大護照的排這裡
[00:06:33.000 --> 00:06:35.000]  沒有加拿大護照排那裡
[00:06:35.000 --> 00:06:37.000]  我最憤怒的就是美國人
[00:06:37.000 --> 00:06:39.000]  為什麼呢
[00:06:39.000 --> 00:06:41.000]  因為美國人就是給美國的護照進去
[00:06:41.000 --> 00:06:43.000]  加拿大護照要打手指印的
[00:06:43.000 --> 00:06:45.000]  排到很長
[00:06:45.000 --> 00:06:46.000]  美國人來不用打
[00:06:46.000 --> 00:06:48.000]  我要打
[00:06:48.000 --> 00:06:50.000]  身份認同
[00:06:50.000 --> 00:06:52.000]  是給你有一種
[00:06:52.000 --> 00:06:54.000]  很有尊嚴感
[00:06:54.000 --> 00:06:55.000]  所以回香港很有尊嚴
[00:06:55.000 --> 00:06:56.000]  用身份證很快過關
[00:06:56.000 --> 00:06:58.000]  不用排隊
[00:06:58.000 --> 00:07:00.000]  國道呢
[00:07:00.000 --> 00:07:02.000]  也都代表了什麼呢
[00:07:02.000 --> 00:07:04.000]  主的同在
[00:07:04.000 --> 00:07:06.000]  因為耶穌曾經說過
[00:07:06.000 --> 00:07:08.000]  在路加福音
[00:07:08.000 --> 00:07:10.000]  神的國在哪裡
[00:07:10.000 --> 00:07:12.000]  在這裡在那裡
[00:07:12.000 --> 00:07:14.000]  不是在心裡
[00:07:14.000 --> 00:07:16.000]  這個國道就是上帝與我們同在
[00:07:16.000 --> 00:07:18.000]  當他說不要怕
[00:07:18.000 --> 00:07:20.000]  因為你們的父來要將國賜給你們
[00:07:20.000 --> 00:07:22.000]  這個國是很貴重的
[00:07:22.000 --> 00:07:24.000]  怎麼貴重呢
[00:07:24.000 --> 00:07:26.000]  就是要變賣所有的東西
[00:07:26.000 --> 00:07:28.000]  周濟窮人
[00:07:28.000 --> 00:07:30.000]  就是說我們已經有一個最貴重的國度了
[00:07:30.000 --> 00:07:32.000]  其他的東西就不是那麼重要了
[00:07:32.000 --> 00:07:34.000]  因為面對神
[00:07:34.000 --> 00:07:36.000]  面對神給我們最貴重
[00:07:36.000 --> 00:07:38.000]  最好的東西
[00:07:38.000 --> 00:07:40.000]  其他的東西我們可以放下
[00:07:40.000 --> 00:07:42.000]  可以放下就是
[00:07:42.000 --> 00:07:44.000]  我們為自己預備永不壞的前廊
[00:07:44.000 --> 00:07:46.000]  用不盡的財寶在天上
[00:07:46.000 --> 00:07:48.000]  就是我們要為在天上
[00:07:48.000 --> 00:07:50.000]  預備那些不會壞的
[00:07:50.000 --> 00:07:52.000]  是用不盡的
[00:07:52.000 --> 00:07:54.000]  來處在天上
[00:07:54.000 --> 00:07:56.000]  從來不能夠住的
[00:07:56.000 --> 00:07:58.000]  要為那些地上的東西
[00:07:58.000 --> 00:08:00.000]  不要那麼珍惜
[00:08:00.000 --> 00:08:02.000]  可以先放下
[00:08:02.000 --> 00:08:04.000]  幫助人的時候
[00:08:04.000 --> 00:08:06.000]  我們就有財寶在天上
[00:08:06.000 --> 00:08:08.000]  這個大家都熟悉
[00:08:08.000 --> 00:08:10.000]  而三十四節
[00:08:10.000 --> 00:08:12.000]  因為你的財寶在那裡
[00:08:12.000 --> 00:08:14.000]  你的心在那裡
[00:08:14.000 --> 00:08:16.000]  這裡不是說世界
[00:08:16.000 --> 00:08:18.000]  不是說錢在世界
[00:08:18.000 --> 00:08:20.000]  心在世界
[00:08:20.000 --> 00:08:22.000]  財寶在天上
[00:08:22.000 --> 00:08:24.000]  心就在那裡
[00:08:24.000 --> 00:08:26.000]  因為我們所積存的
[00:08:26.000 --> 00:08:28.000]  所努力的
[00:08:28.000 --> 00:08:30.000]  是在天上
[00:08:30.000 --> 00:08:32.000]  世界觀是一個永恆的角度
[00:08:32.000 --> 00:08:34.000]  這個角度在人看來
[00:08:34.000 --> 00:08:36.000]  是不重要的
[00:08:36.000 --> 00:08:38.000]  但在上帝看來
[00:08:38.000 --> 00:08:40.000]  是永恆的
[00:08:40.000 --> 00:08:42.000]  是不會變壞的
[00:08:42.000 --> 00:08:44.000]  是存到永遠的
[00:08:44.000 --> 00:08:46.000]  這個正正鼓勵門徒
[00:08:46.000 --> 00:08:48.000]  雖然現在追隨的耶穌
[00:08:48.000 --> 00:08:50.000]  在世人看來沒有什麼重要性
[00:08:50.000 --> 00:08:52.000]  在人看來
[00:08:52.000 --> 00:08:54.000]  耶穌是個很粗鄙的人
[00:08:54.000 --> 00:08:56.000]  又沒有什麼很大的學問
[00:08:56.000 --> 00:08:58.000]  又不是什麼名門出身
[00:08:58.000 --> 00:09:00.000]  但耶穌說
[00:09:00.000 --> 00:09:04.000]  今天夫將角度永恆的角度賜給你們
[00:09:04.000 --> 00:09:06.000]  這個成為了一個盼望
[00:09:06.000 --> 00:09:08.000]  1960年代
[00:09:08.000 --> 00:09:10.000]  在蘇聯
[00:09:10.000 --> 00:09:12.000]  當時有一個領導
[00:09:12.000 --> 00:09:14.000]  叫克魯曉夫
[00:09:14.000 --> 00:09:16.000]  他誇口
[00:09:16.000 --> 00:09:18.000]  他要將基督教
[00:09:18.000 --> 00:09:20.000]  當時是東正教
[00:09:20.000 --> 00:09:22.000]  要將他在他手下
[00:09:22.000 --> 00:09:24.000]  消滅
[00:09:26.000 --> 00:09:28.000]  他殺了三分之一
[00:09:28.000 --> 00:09:30.000]  兩千多個教士
[00:09:30.000 --> 00:09:32.000]  各地的主教
[00:09:32.000 --> 00:09:34.000]  他將一半的教堂關門
[00:09:34.000 --> 00:09:36.000]  他將教會裡的所有值錢的東西
[00:09:36.000 --> 00:09:38.000]  都賣了
[00:09:38.000 --> 00:09:40.000]  然後
[00:09:40.000 --> 00:09:42.000]  他對東正教的主教說
[00:09:42.000 --> 00:09:44.000]  你要聽我說
[00:09:44.000 --> 00:09:46.000]  你是我俄羅斯
[00:09:46.000 --> 00:09:48.000]  蘇聯屬下
[00:09:48.000 --> 00:09:50.000]  我管轄你
[00:09:50.000 --> 00:09:52.000]  你要聽我說
[00:09:52.000 --> 00:09:54.000]  雖然信徒被逼迫到一個地步
[00:09:54.000 --> 00:09:56.000]  已經不能去教會崇拜
[00:09:56.000 --> 00:09:58.000]  連家庭聚會都一直被打壓得很厲害
[00:09:58.000 --> 00:10:00.000]  死了很多人
[00:10:00.000 --> 00:10:02.000]  你看那段歷史
[00:10:02.000 --> 00:10:04.000]  60年代
[00:10:04.000 --> 00:10:06.000]  遍地流滿信徒的血
[00:10:06.000 --> 00:10:08.000]  但當時的東正教的主教
[00:10:08.000 --> 00:10:10.000]  竟然完全服從克魯曉夫
[00:10:10.000 --> 00:10:12.000]  對他所做的一句都沒有批評
[00:10:12.000 --> 00:10:14.000]  因為他有口飯吃
[00:10:14.000 --> 00:10:16.000]  60年代
[00:10:16.000 --> 00:10:18.000]  他就被迫去教會崇拜
[00:10:18.000 --> 00:10:20.000]  連家庭聚會都一直被打壓得很厲害
[00:10:20.000 --> 00:10:22.000]  死了很多人
[00:10:22.000 --> 00:10:24.000]  連家庭聚會都一直被打壓得很厲害
[00:10:24.000 --> 00:10:26.000]  64年代
[00:10:26.000 --> 00:10:28.000]  這個主教
[00:10:28.000 --> 00:10:30.000]  他代表俄羅斯出國
[00:10:30.000 --> 00:10:32.000]  他在世界協進會
[00:10:32.000 --> 00:10:34.000]  他說我們蘇聯一切美好
[00:10:34.000 --> 00:10:36.000]  我們政府對我們不知道多好
[00:10:36.000 --> 00:10:38.000]  我們人人有宗教自由
[00:10:38.000 --> 00:10:40.000]  我們信徒從來沒有試過這麼快樂
[00:10:40.000 --> 00:10:42.000]  在亂說話
[00:10:42.000 --> 00:10:44.000]  有些逃亡出來的信徒說
[00:10:44.000 --> 00:10:46.000]  你講謊
[00:10:46.000 --> 00:10:48.000]  東正教
[00:10:48.000 --> 00:10:50.000]  經過了一段時間
[00:10:50.000 --> 00:10:52.000]  東正教
[00:10:52.000 --> 00:10:54.000]  經歷了60年代
[00:10:54.000 --> 00:10:58.000]  不單沒有好好鼓勵自己的信徒
[00:10:58.000 --> 00:11:00.000]  堅持他們所領受的國
[00:11:00.000 --> 00:11:04.000]  上面的人就為了他們飯碗的緣故
[00:11:04.000 --> 00:11:08.000]  不斷的來美化這個政權
[00:11:08.000 --> 00:11:10.000]  到了80年代
[00:11:10.000 --> 00:11:14.000]  東正教在整個蘇聯已經奄奄一息
[00:11:14.000 --> 00:11:16.000]  教堂已經再沒有人去了
[00:11:16.000 --> 00:11:18.000]  教士不再講聖經
[00:11:18.000 --> 00:11:22.000]  政府控制了整個教會
[00:11:22.000 --> 00:11:24.000]  在人看來
[00:11:24.000 --> 00:11:26.000]  上帝的角度
[00:11:26.000 --> 00:11:28.000]  在俄羅斯在蘇聯已經完蛋
[00:11:28.000 --> 00:11:32.000]  1989年
[00:11:32.000 --> 00:11:36.000]  六四影響了蘇聯
[00:11:36.000 --> 00:11:38.000]  蘇聯下台之後
[00:11:38.000 --> 00:11:40.000]  當時
[00:11:40.000 --> 00:11:42.000]  後來
[00:11:42.000 --> 00:11:44.000]  新的政府上場
[00:11:44.000 --> 00:11:46.000]  他覺得
[00:11:46.000 --> 00:11:48.000]  宗教很重要
[00:11:48.000 --> 00:11:50.000]  要重建
[00:11:50.000 --> 00:11:52.000]  俄羅斯人的宗教生活
[00:11:52.000 --> 00:11:54.000]  然後
[00:11:54.000 --> 00:11:56.000]  他需要一個人
[00:11:56.000 --> 00:11:58.000]  去重建
[00:11:58.000 --> 00:12:00.000]  他們的信仰
[00:12:00.000 --> 00:12:02.000]  去找誰
[00:12:02.000 --> 00:12:04.000]  當時東正教主教出來
[00:12:04.000 --> 00:12:06.000]  找我吧
[00:12:06.000 --> 00:12:08.000]  我可以重建
[00:12:08.000 --> 00:12:10.000]  政府怎麼跟人說
[00:12:10.000 --> 00:12:12.000]  你坐下吧
[00:12:12.000 --> 00:12:14.000]  過去40年
[00:12:14.000 --> 00:12:16.000]  我可以說
[00:12:16.000 --> 00:12:18.000]  1991年
[00:12:18.000 --> 00:12:20.000]  蘇聯政府
[00:12:20.000 --> 00:12:22.000]  竟然邀請了什麼人去重建
[00:12:22.000 --> 00:12:24.000]  俄羅斯的宗教生活
[00:12:24.000 --> 00:12:28.000]  葛培里
[00:12:28.000 --> 00:12:32.000]  在美國請了分派的領袖
[00:12:32.000 --> 00:12:34.000]  當時就叫
[00:12:34.000 --> 00:12:36.000]  搭橋計劃
[00:12:36.000 --> 00:12:38.000]  91年
[00:12:38.000 --> 00:12:42.000]  葉利欽
[00:12:42.000 --> 00:12:44.000]  上台之後
[00:12:44.000 --> 00:12:46.000]  覺得
[00:12:46.000 --> 00:12:48.000]  一個沒有堅持
[00:12:48.000 --> 00:12:50.000]  上帝的真理
[00:12:50.000 --> 00:12:52.000]  沒有堅持神所交託給他
[00:12:52.000 --> 00:12:54.000]  他不再配
[00:12:54.000 --> 00:12:56.000]  去重建
[00:12:56.000 --> 00:12:58.000]  俄羅斯的宗教生活
[00:12:58.000 --> 00:13:02.000]  因此美國的分派領袖
[00:13:02.000 --> 00:13:04.000]  大量派很多人
[00:13:04.000 --> 00:13:06.000]  去莫斯科
[00:13:06.000 --> 00:13:08.000]  重建教會
[00:13:08.000 --> 00:13:10.000]  於是
[00:13:10.000 --> 00:13:12.000]  各地的浸信會
[00:13:12.000 --> 00:13:14.000]  各地的分派教會
[00:13:14.000 --> 00:13:16.000]  遍地開花
[00:13:16.000 --> 00:13:18.000]  直到2000年
[00:13:18.000 --> 00:13:20.000]  當時俄羅斯開始
[00:13:20.000 --> 00:13:22.000]  從文化上覺得
[00:13:22.000 --> 00:13:24.000]  咦
[00:13:24.000 --> 00:13:26.000]  浸信會不是這些
[00:13:26.000 --> 00:13:28.000]  個人信主都是這些
[00:13:28.000 --> 00:13:30.000]  於是從文化上
[00:13:30.000 --> 00:13:32.000]  我們都要
[00:13:32.000 --> 00:13:34.000]  東正教重新起來
[00:13:34.000 --> 00:13:36.000]  所以2000年
[00:13:36.000 --> 00:13:38.000]  從文化的角度
[00:13:38.000 --> 00:13:40.000]  重新重新東正教
[00:13:40.000 --> 00:13:42.000]  所以今天在俄羅斯裏
[00:13:42.000 --> 00:13:44.000]  有很多人
[00:13:44.000 --> 00:13:48.000]  他們當時默默在迫迫裏
[00:13:48.000 --> 00:13:52.000]  他們在地下在家庭
[00:13:52.000 --> 00:13:54.000]  堅守著信仰
[00:13:54.000 --> 00:13:56.000]  到了
[00:13:56.000 --> 00:13:58.000]  90年代末期
[00:13:58.000 --> 00:14:00.000]  看到曙光上帝的國
[00:14:00.000 --> 00:14:02.000]  是不毀滅
[00:14:02.000 --> 00:14:04.000]  教堂可以拆
[00:14:04.000 --> 00:14:06.000]  教會拆不到
[00:14:06.000 --> 00:14:08.000]  信徒可以殺
[00:14:08.000 --> 00:14:10.000]  信仰不會止息
[00:14:10.000 --> 00:14:14.000]  相對的角度
[00:14:14.000 --> 00:14:16.000]  是永恆的角度
[00:14:16.000 --> 00:14:18.000]  我們要將
[00:14:18.000 --> 00:14:20.000]  世上所有的
[00:14:20.000 --> 00:14:22.000]  去換
[00:14:22.000 --> 00:14:24.000]  天上的財寶
[00:14:24.000 --> 00:14:26.000]  最近大家知道
[00:14:26.000 --> 00:14:28.000]  顧若新牧師
[00:14:28.000 --> 00:14:30.000]  一個很好的牧師
[00:14:30.000 --> 00:14:32.000]  浙江省
[00:14:32.000 --> 00:14:34.000]  崇一堂最大的教會
[00:14:34.000 --> 00:14:36.000]  被捕了
[00:14:36.000 --> 00:14:38.000]  落此罪名
[00:14:38.000 --> 00:14:40.000]  說他經濟犯罪
[00:14:40.000 --> 00:14:42.000]  其實全部都是假的
[00:14:42.000 --> 00:14:44.000]  因為他反對拆十字架
[00:14:44.000 --> 00:14:46.000]  我舉這個例子
[00:14:46.000 --> 00:14:48.000]  有人願意
[00:14:48.000 --> 00:14:50.000]  將世上的東西
[00:14:50.000 --> 00:14:52.000]  去換取永恆的角度
[00:14:52.000 --> 00:14:54.000]  他不單止將來
[00:14:54.000 --> 00:14:56.000]  在天上
[00:14:56.000 --> 00:14:58.000]  享有永恆的榮譽
[00:14:58.000 --> 00:15:00.000]  有一天在地上
[00:15:00.000 --> 00:15:02.000]  他都會
[00:15:02.000 --> 00:15:04.000]  上帝會給足夠的榮譽
[00:15:04.000 --> 00:15:06.000]  我相信
[00:15:06.000 --> 00:15:08.000]  這位顧牧師
[00:15:08.000 --> 00:15:10.000]  因為反對拆教會
[00:15:10.000 --> 00:15:12.000]  拆十字架而被捕
[00:15:12.000 --> 00:15:14.000]  被落此罪名
[00:15:14.000 --> 00:15:16.000]  這件事
[00:15:16.000 --> 00:15:18.000]  上帝一定會
[00:15:18.000 --> 00:15:20.000]  為他平反
[00:15:20.000 --> 00:15:22.000]  地上就算不能平反
[00:15:22.000 --> 00:15:24.000]  歷史都要
[00:15:24.000 --> 00:15:26.000]  為他平反
[00:15:26.000 --> 00:15:28.000]  因為角度是永恆
[00:15:28.000 --> 00:15:30.000]  所以今天我們
[00:15:30.000 --> 00:15:32.000]  承受神給我們的角度
[00:15:32.000 --> 00:15:34.000]  是尊而重之
[00:15:34.000 --> 00:15:36.000]  很寶貴
[00:15:36.000 --> 00:15:38.000]  我們今天不會失望
[00:15:38.000 --> 00:15:40.000]  因為
[00:15:40.000 --> 00:15:42.000]  當我們
[00:15:42.000 --> 00:15:44.000]  所努力的東西
[00:15:44.000 --> 00:15:46.000]  在天上的時候
[00:15:46.000 --> 00:15:48.000]  心就在那裡
[00:15:48.000 --> 00:15:50.000]  我們積存的財寶在天上的時候
[00:15:50.000 --> 00:15:52.000]  我們整個人生的目標就在那裡
[00:15:52.000 --> 00:15:54.000]  所以我們不需要
[00:15:54.000 --> 00:15:56.000]  因為地上的困難
[00:15:56.000 --> 00:15:58.000]  而退縮
[00:15:58.000 --> 00:16:00.000]  第二個
[00:16:00.000 --> 00:16:02.000]  這個
[00:16:02.000 --> 00:16:04.000]  是很獨特的
[00:16:04.000 --> 00:16:06.000]  是路加夫才有這樣說
[00:16:06.000 --> 00:16:08.000]  三十五節
[00:16:08.000 --> 00:16:10.000]  他們說
[00:16:10.000 --> 00:16:12.000]  你們腰裡束上帶
[00:16:12.000 --> 00:16:14.000]  燈要點著
[00:16:14.000 --> 00:16:16.000]  意思是行動
[00:16:16.000 --> 00:16:18.000]  腰裡束上帶
[00:16:18.000 --> 00:16:20.000]  因為那些袍很闊
[00:16:20.000 --> 00:16:22.000]  如果你不束上帶
[00:16:22.000 --> 00:16:24.000]  你做不到事
[00:16:24.000 --> 00:16:26.000]  所以做事一定要束好
[00:16:26.000 --> 00:16:28.000]  燈要點著
[00:16:28.000 --> 00:16:30.000]  有光
[00:16:30.000 --> 00:16:32.000]  耶穌說
[00:16:32.000 --> 00:16:34.000]  既然我們所努力的
[00:16:34.000 --> 00:16:36.000]  永恆角度
[00:16:36.000 --> 00:16:38.000]  世人沒有辦法
[00:16:38.000 --> 00:16:40.000]  可以將它除滅
[00:16:40.000 --> 00:16:42.000]  我們就要
[00:16:42.000 --> 00:16:44.000]  好好地服事
[00:16:44.000 --> 00:16:46.000]  要好好地
[00:16:46.000 --> 00:16:48.000]  做
[00:16:48.000 --> 00:16:50.000]  腰裡束上帶燈要點著
[00:16:50.000 --> 00:16:52.000]  然後自己好像
[00:16:52.000 --> 00:16:54.000]  伯人等候主
[00:16:54.000 --> 00:16:56.000]  我們不知道耶穌
[00:16:56.000 --> 00:16:58.000]  是怎麼回來的
[00:16:58.000 --> 00:17:00.000]  但耶穌給了我們一個很大的獎賞
[00:17:00.000 --> 00:17:02.000]  是什麼獎賞呢
[00:17:02.000 --> 00:17:04.000]  從婚姻的延籍上回來
[00:17:04.000 --> 00:17:06.000]  他來到舅門
[00:17:06.000 --> 00:17:08.000]  就立刻蓋開門
[00:17:08.000 --> 00:17:10.000]  當主回來
[00:17:10.000 --> 00:17:12.000]  原來我們是預備好的
[00:17:12.000 --> 00:17:14.000]  我們不是在睡覺
[00:17:14.000 --> 00:17:16.000]  我們隨時在做事
[00:17:16.000 --> 00:17:18.000]  這正是我們的人生
[00:17:18.000 --> 00:17:20.000]  我們隨時在一個狀況下
[00:17:20.000 --> 00:17:22.000]  這個狀況就是
[00:17:22.000 --> 00:17:24.000]  沒有一刻忘記
[00:17:24.000 --> 00:17:26.000]  我們的主
[00:17:26.000 --> 00:17:28.000]  因為我們沒有一刻忘記我們的主
[00:17:28.000 --> 00:17:30.000]  無論我們讀書也好
[00:17:30.000 --> 00:17:32.000]  工作也好
[00:17:32.000 --> 00:17:34.000]  我們都在一個狀態上
[00:17:34.000 --> 00:17:36.000]  今天基督與我同在
[00:17:36.000 --> 00:17:38.000]  我現在做的這件事
[00:17:38.000 --> 00:17:40.000]  耶穌現在回來
[00:17:40.000 --> 00:17:42.000]  怎麼看
[00:17:42.000 --> 00:17:44.000]  如果我現在做的這件事
[00:17:44.000 --> 00:17:46.000]  是虛偽的
[00:17:46.000 --> 00:17:48.000]  是不好的
[00:17:48.000 --> 00:17:50.000]  那主耶穌回來
[00:17:50.000 --> 00:17:52.000]  會很失望
[00:17:52.000 --> 00:17:54.000]  所以警醒的點
[00:17:54.000 --> 00:17:56.000]  就是叫我們生命
[00:17:56.000 --> 00:17:58.000]  隨時在一個狀態下
[00:17:58.000 --> 00:18:00.000]  主要的回來
[00:18:00.000 --> 00:18:02.000]  這個對於很多人來說
[00:18:02.000 --> 00:18:04.000]  是很難接受的
[00:18:04.000 --> 00:18:06.000]  什麼叫很難接受呢
[00:18:06.000 --> 00:18:08.000]  我們經常需要空間
