
[00:00:00.000 --> 00:00:07.000]  有時候我們很多慣用的說話
[00:02:27.000 --> 00:02:29.000]  為什麼不讓我一帆風順
[00:02:29.000 --> 00:02:31.000]  為什麼不讓我男朋友帥
[00:02:31.000 --> 00:02:34.000]  女朋友溫柔
[00:02:34.000 --> 00:02:36.000]  你留意聖經怎麼說
[00:02:36.000 --> 00:02:38.000]  當主耶穌出世的時候
[00:02:38.000 --> 00:02:43.000]  天使天君最後那兩句詩歌怎麼唱
[00:02:43.000 --> 00:02:48.000]  在至高之處榮耀歸於神
[00:02:48.000 --> 00:02:54.000]  然後在地上平安歸於祂所喜悅的人
[00:02:54.000 --> 00:02:57.000]  這個次序很重要
[00:02:57.000 --> 00:03:03.000]  能夠為一配得一切的榮耀尊貴
[00:03:03.000 --> 00:03:05.000]  上帝創造
[00:03:05.000 --> 00:03:08.000]  上帝的兒子來到這個世界上
[00:03:08.000 --> 00:03:10.000]  目的是什麼
[00:03:10.000 --> 00:03:12.000]  是榮耀神
[00:03:12.000 --> 00:03:16.000]  在至高之處榮耀歸於神
[00:03:16.000 --> 00:03:18.000]  當神得到榮耀的時候
[00:03:18.000 --> 00:03:22.000]  我記得我讀大學的時候聽陳喜謙牧師講道
[00:03:22.000 --> 00:03:23.000]  我好深印象
[00:03:23.000 --> 00:03:27.000]  他說只有當神得到榮耀的時候
[00:03:27.000 --> 00:03:29.000]  人就得到平安
[00:03:29.000 --> 00:03:33.000]  你想一想這一層對不對
[00:03:33.000 --> 00:03:35.000]  神得到榮耀
[00:03:35.000 --> 00:03:37.000]  人得到平安
[00:03:37.000 --> 00:03:44.000]  所以上帝的作為的目的不是為了我
[00:03:44.000 --> 00:03:46.000]  你看我多重要
[00:03:46.000 --> 00:03:49.000]  上天下地連上帝都要特意走下來
[00:03:49.000 --> 00:03:51.000]  來求我相信他
[00:03:51.000 --> 00:03:53.000]  沒有這首歌唱的
[00:03:53.000 --> 00:03:56.000]  不要搞錯
[00:03:56.000 --> 00:04:00.000]  一個更加深入的錯誤
[00:04:00.000 --> 00:04:03.000]  就是有時候我們唱詩都會
[00:04:03.000 --> 00:04:04.000]  剛才那首詩都會這樣說
[00:04:04.000 --> 00:04:10.000]  上帝隱藏他的榮耀來到這個世界
[00:04:10.000 --> 00:04:12.000]  你又試一下想深一層
[00:04:12.000 --> 00:04:13.000]  我們昨天說什麼
[00:04:13.000 --> 00:04:16.000]  我們昨天說我們要認識耶穌基督
[00:04:16.000 --> 00:04:19.000]  祂是唯一上帝成為人
[00:04:19.000 --> 00:04:20.000]  所以你認識祂的時候
[00:04:20.000 --> 00:04:21.000]  你認識上帝
[00:04:21.000 --> 00:04:22.000]  你認識祂的時候
[00:04:22.000 --> 00:04:23.000]  你認識你自己
[00:04:23.000 --> 00:04:24.000]  你要認識神
[00:04:24.000 --> 00:04:26.000]  你要認識人
[00:04:26.000 --> 00:04:28.000]  都是從耶穌基督開始的
[00:04:28.000 --> 00:04:32.000]  請問上帝的榮耀什麼時候彰顯
[00:04:32.000 --> 00:04:34.000]  我記得舊約聖經說
[00:04:34.000 --> 00:04:37.000]  祂的榮耀彰顯於天
[00:04:37.000 --> 00:04:39.000]  當耶穌上十字架之前
[00:04:39.000 --> 00:04:40.000]  祂的祈禱
[00:04:40.000 --> 00:04:44.000]  祂說「父啊,求祢榮耀我」
[00:04:44.000 --> 00:04:45.000]  是什麼時候
[00:04:45.000 --> 00:04:46.000]  約翰福說
[00:04:46.000 --> 00:04:49.000]  當人子被舉起來的時候
[00:04:49.000 --> 00:04:52.000]  這個就是神的榮耀的時候
[00:04:52.000 --> 00:04:54.000]  耶穌基督來這個世界
[00:04:54.000 --> 00:04:56.000]  耶穌基督上十字架
[00:04:56.000 --> 00:05:01.000]  重新解釋了什麼是神的榮耀
[00:05:01.000 --> 00:05:04.000]  對你對我來說榮耀是什麼
[00:05:04.000 --> 00:05:06.000]  就好像英國王儲大勳
[00:05:06.000 --> 00:05:09.000]  可能你都太小不記得
[00:05:09.000 --> 00:05:11.000]  十多年前的事了
[00:05:11.000 --> 00:05:13.000]  金馬車
[00:05:13.000 --> 00:05:14.000]  那些高頭進馬
[00:05:14.000 --> 00:05:16.000]  禦林軍六尺高
[00:05:16.000 --> 00:05:18.000]  還要戴著三尺高的帽子
[00:05:18.000 --> 00:05:21.000]  立立令的海軍制服
[00:05:21.000 --> 00:05:23.000]  戴安娜的婚紗
[00:05:23.000 --> 00:05:25.000]  人站在教堂前面
[00:05:25.000 --> 00:05:28.000]  婚紗的尾部還在教堂中間
[00:05:28.000 --> 00:05:30.000]  那些叫做榮耀
[00:05:30.000 --> 00:05:33.000]  那些是人的榮耀
[00:05:33.000 --> 00:05:34.000]  神的榮耀是怎麼樣
[00:05:34.000 --> 00:05:37.000]  我們將祂投射一百萬倍
[00:05:37.000 --> 00:05:41.000]  拿個放大鏡或是幻燈機射上去
[00:05:41.000 --> 00:05:43.000]  將這些人的榮耀
[00:05:43.000 --> 00:05:45.000]  抬高一百萬倍
[00:05:45.000 --> 00:05:47.000]  就是上帝的榮耀嗎
[00:05:47.000 --> 00:05:50.000]  不是啊,質量仍然是人的榮耀
[00:05:50.000 --> 00:05:53.000]  不可以量變就是質變
[00:05:53.000 --> 00:05:55.000]  神的榮耀是什麼
[00:05:55.000 --> 00:05:57.000]  如果你在耶穌基督的身上看
[00:05:57.000 --> 00:05:59.000]  你會發覺當祂在十字架上
[00:05:59.000 --> 00:06:02.000]  從人看來一點榮耀都沒有的時候
[00:06:02.000 --> 00:06:05.000]  聖經竟然說那是神的榮耀
[00:06:05.000 --> 00:06:09.000]  你和我對上帝的認識
[00:06:09.000 --> 00:06:11.000]  要從耶穌基督開始
[00:06:11.000 --> 00:06:14.000]  你和我對上帝的榮耀的認識
[00:06:14.000 --> 00:06:16.000]  要從耶穌基督開始
[00:06:16.000 --> 00:06:18.000]  上帝的榮耀
[00:06:18.000 --> 00:06:21.000]  我再說不是一個君臨天下的榮耀
[00:06:21.000 --> 00:06:23.000]  一位神學家在二十世紀說得好
[00:06:23.000 --> 00:06:25.000]  他說上帝的榮耀
[00:06:25.000 --> 00:06:33.000]  就是他能夠放下榮耀的時刻
[00:06:33.000 --> 00:06:39.000]  他的寶座是一個有味道有臭味的馬槽
[00:06:39.000 --> 00:06:43.000]  他的冠冕是一個荊棘的冠冕
[00:06:43.000 --> 00:06:45.000]  這個是上帝的榮耀
[00:06:45.000 --> 00:06:50.000]  對榮耀完全反轉過來
[00:06:50.000 --> 00:06:53.000]  相反,人的罪在哪裡
[00:06:53.000 --> 00:06:57.000]  人的罪就是人要爭取榮耀
[00:06:57.000 --> 00:07:02.000]  人不肯放下他自己
[00:07:02.000 --> 00:07:07.000]  人要堅持保護他自己的榮耀
[00:07:07.000 --> 00:07:09.000]  這個就是人最深的罪性
[00:07:09.000 --> 00:07:14.000]  從耶穌基督的道成肉身
[00:07:14.000 --> 00:07:18.000]  我們學習不單止在我們認識耶穌
[00:07:18.000 --> 00:07:19.000]  認識我們的主
[00:07:19.000 --> 00:07:21.000]  認識上帝
[00:07:21.000 --> 00:07:23.000]  認識我們自己
[00:07:23.000 --> 00:07:28.000]  很多時候我們會用了我們一直以來的觀念
[00:07:28.000 --> 00:07:30.000]  來認識上帝
[00:07:30.000 --> 00:07:32.000]  來認識自己
[00:07:32.000 --> 00:07:36.000]  忘記了只有透過耶穌基督
[00:07:36.000 --> 00:07:39.000]  我們的認識才是準確的
[00:07:39.000 --> 00:07:41.000]  這個也是我們讀聖經
[00:07:41.000 --> 00:07:44.000]  為何要用心讀的原因
[00:07:44.000 --> 00:07:46.000]  要認真讀的原因
[00:07:46.000 --> 00:07:48.000]  否則的話你讀完一大堆的觀念
[00:07:48.000 --> 00:07:49.000]  你以為是聖經
[00:07:49.000 --> 00:07:51.000]  好像你包餃子一樣
[00:07:51.000 --> 00:07:52.000]  外皮是聖經
[00:07:52.000 --> 00:07:54.000]  餡是你自己塞進去的
[00:07:54.000 --> 00:07:57.000]  塞了很多中國民間傳說進去
[00:07:57.000 --> 00:08:00.000]  塞了很多社會一般的觀念進去
[00:08:00.000 --> 00:08:04.000]  塞了很多你們小時候想的古靈精怪的東西進去
[00:08:04.000 --> 00:08:07.000]  塞了很多以訛傳訛的東西進去
[00:08:07.000 --> 00:08:09.000]  不是聖經的內涵
[00:08:09.000 --> 00:08:11.000]  很危險的
[00:08:11.000 --> 00:08:16.000]  今天我們看主耶穌的釘死在十字架上
[00:08:16.000 --> 00:08:21.000]  我們就更加需要小心
[00:08:21.000 --> 00:08:22.000]  為甚麼呢?
[00:08:22.000 --> 00:08:26.000]  因為太熟悉了
[00:08:26.000 --> 00:08:28.000]  做基督徒的頭一天開始
[00:08:28.000 --> 00:08:34.000]  十字架,十字架,永是我的榮耀已經唱了
[00:08:34.000 --> 00:08:39.000]  上帝差他的兒子釘在十字架上為了我
[00:08:39.000 --> 00:08:44.000]  聽下去很舒服,很合聽
[00:08:44.000 --> 00:08:50.000]  為甚麼耶穌,神的獨生兒子
[00:08:50.000 --> 00:08:55.000]  創造宇宙天地的主宰Logos
[00:08:55.000 --> 00:08:58.000]  竟然來到成為人
[00:08:58.000 --> 00:09:01.000]  不得已,菲勒比書還說
[00:09:01.000 --> 00:09:06.000]  他成為人之後他還全心卑微
[00:09:06.000 --> 00:09:08.000]  而且死在十字架上
[00:09:08.000 --> 00:09:10.000]  一直降卑,降卑,降卑
[00:09:10.000 --> 00:09:15.000]  到當時是羞辱的死亡
[00:09:15.000 --> 00:09:21.000]  是羅馬最殘酷的死亡
[00:09:21.000 --> 00:09:24.000]  今天很多畫像畫耶穌釘十字架
[00:09:24.000 --> 00:09:26.000]  其實畫得很斯文
[00:09:26.000 --> 00:09:29.000]  畫得很給面子
[00:09:29.000 --> 00:09:33.000]  如果當時真的站在那裡
[00:09:33.000 --> 00:09:40.000]  我想你比看盧旺達的《亂葬綱》的感受更加悽慘
[00:09:40.000 --> 00:09:44.000]  赤裸裸的,眾目睽睽之下
[00:09:44.000 --> 00:09:48.000]  釘在十字架上流盡血而死
[00:09:48.000 --> 00:09:50.000]  為甚麼緣故這樣做
[00:09:50.000 --> 00:09:52.000]  為了神的愛
[00:09:52.000 --> 00:09:54.000]  神愛我們,聖經也是這樣說
[00:09:54.000 --> 00:09:57.000]  父差子作世人的救主
[00:09:57.000 --> 00:10:00.000]  神將他的兒子差遣來到這個世界上
[00:10:00.000 --> 00:10:02.000]  為我們墜死在十字架上
[00:10:02.000 --> 00:10:05.000]  神的愛在這個時候向我們顯明
[00:10:05.000 --> 00:10:09.000]  為二人死是少有的
[00:10:09.000 --> 00:10:11.000]  為人人死或者有感作的
[00:10:11.000 --> 00:10:13.000]  唯有基督在我們還作罪人的時候
[00:10:13.000 --> 00:10:16.000]  為我們死,神的愛顯明
[00:10:16.000 --> 00:10:18.000]  耶穌基督來到這個世界上
[00:10:18.000 --> 00:10:20.000]  死在十字架上
[00:10:20.000 --> 00:10:24.000]  用死來向我們顯明神的愛
[00:10:24.000 --> 00:10:28.000]  這是聖經很清楚的教導
[00:10:28.000 --> 00:10:30.000]  人為朋友寫明
[00:10:30.000 --> 00:10:34.000]  人的愛心沒有比這個更大
[00:10:34.000 --> 00:10:35.000]  有時你問一問
[00:10:35.000 --> 00:10:39.000]  在這個世界上有多少個人你肯為他而死
[00:10:39.000 --> 00:10:41.000]  我結婚之後一直問自己這個問題
[00:10:41.000 --> 00:10:44.000]  我肯不肯為我太太而死
[00:10:44.000 --> 00:10:46.000]  他很爽快地說肯
[00:10:46.000 --> 00:10:50.000]  我呢,我想了很久
[00:10:50.000 --> 00:10:53.000]  你愛一個人有多少
[00:10:53.000 --> 00:10:57.000]  有時在這個Limit Test
[00:10:57.000 --> 00:10:59.000]  一試就知道了
[00:10:59.000 --> 00:11:01.000]  你平時說得天花亂墜都好
[00:11:01.000 --> 00:11:03.000]  你肯不肯為他而死
[00:11:03.000 --> 00:11:06.000]  神願意來到我們中間
[00:11:06.000 --> 00:11:09.000]  為我們死在十字架上
[00:11:09.000 --> 00:11:13.000]  神的愛向我們顯明
[00:11:13.000 --> 00:11:16.000]  這樣的說法很正確
[00:11:16.000 --> 00:11:18.000]  不過你要小心
[00:11:18.000 --> 00:11:20.000]  這樣的說法
[00:11:20.000 --> 00:11:23.000]  今天最純正信仰的教會裡
[00:11:23.000 --> 00:11:25.000]  都是這樣報道會的
[00:11:25.000 --> 00:11:27.000]  我告訴你,在教會歷史上
[00:11:27.000 --> 00:11:31.000]  最自由最生派的神學都是這樣說的
[00:11:31.000 --> 00:11:33.000]  你說,啊?
[00:11:33.000 --> 00:11:39.000]  是啊,中古時期提出這樣去了解
[00:11:39.000 --> 00:11:43.000]  耶穌釘十字架的神學的思想
[00:11:43.000 --> 00:11:49.000]  是出自自由信仰
[00:11:49.000 --> 00:11:53.000]  自由神學將這個觀念拿了過來
[00:11:53.000 --> 00:11:55.000]  高舉這個觀念
[00:11:55.000 --> 00:11:57.000]  問題出在哪裡呢
[00:11:57.000 --> 00:12:01.000]  問題就是只有神的愛,什麼都沒有
[00:12:01.000 --> 00:12:04.000]  在中世紀的時候的說法是怎樣呢
[00:12:04.000 --> 00:12:08.000]  其實耶穌死在十字架上
[00:12:08.000 --> 00:12:12.000]  我們不可以這麼原始地說
[00:12:12.000 --> 00:12:15.000]  他流血洗乾淨我們的罪
[00:12:15.000 --> 00:12:18.000]  這些全部是原始人的迷信
[00:12:18.000 --> 00:12:20.000]  只有一個道理
[00:12:20.000 --> 00:12:25.000]  神的愛在耶穌的十字架上影響我們
[00:12:25.000 --> 00:12:27.000]  改變我們剛硬的心
[00:12:27.000 --> 00:12:29.000]  感動我們
[00:12:29.000 --> 00:12:32.000]  這個在神學歷史上稱為Moral Influence
[00:12:32.000 --> 00:12:36.000]  上帝的愛感動我們
[00:12:36.000 --> 00:12:39.000]  十字架只有彰顯上帝的愛
[00:12:39.000 --> 00:12:44.000]  沒有別的,洗罪那些全部是原始的想法
[00:12:44.000 --> 00:12:46.000]  神的愛最偉大
[00:12:46.000 --> 00:12:50.000]  合聖經,但是只說這個出問題
[00:12:50.000 --> 00:12:53.000]  新派神學就是這樣開始的
[00:12:53.000 --> 00:12:55.000]  所以小心很多時候很特別
[00:12:55.000 --> 00:12:58.000]  你以為信仰純正,每樣東西都一定對
[00:12:58.000 --> 00:13:02.000]  對的當中你發現原來對方你經常罵他不信
[00:13:02.000 --> 00:13:04.000]  新派的,他也是這樣信的
[00:13:04.000 --> 00:13:05.000]  他也是這樣說的
[00:13:05.000 --> 00:13:06.000]  問題出在哪裡呢
[00:13:06.000 --> 00:13:09.000]  問題出在只看到十字架
[00:13:09.000 --> 00:13:12.000]  只看到神的愛,不足夠
[00:13:12.000 --> 00:13:14.000]  新約聖經很豐富
[00:13:14.000 --> 00:13:17.000]  特別說到主耶穌的十字架的時候
[00:13:17.000 --> 00:13:19.000]  非常豐富
[00:13:19.000 --> 00:13:22.000]  神的愛向我們顯明
[00:13:22.000 --> 00:13:29.000]  這個只是耶穌釘十字架的其中一個意思
[00:13:29.000 --> 00:13:32.000]  不是全部的意思
[00:13:32.000 --> 00:13:36.000]  十字架還有很多很重要的真理
[00:13:36.000 --> 00:13:38.000]  我們需要去認識
[00:13:38.000 --> 00:13:41.000]  如果說我們要認識我們的主耶穌基督
[00:13:41.000 --> 00:13:44.000]  我們要虛心下來
[00:13:44.000 --> 00:13:46.000]  不是只是拿著一樣
[00:13:46.000 --> 00:13:48.000]  夠了,我已經知道了
[00:13:48.000 --> 00:13:50.000]  你認識你的朋友都不可以這樣
[00:13:50.000 --> 00:13:51.000]  你喜歡吃什麼
[00:13:51.000 --> 00:13:55.000]  豆腐,我以後每餐請你吃豆腐
[00:13:55.000 --> 00:13:57.000]  你聽過中國的故事
[00:13:57.000 --> 00:13:59.000]  有個人客氣說自己喜歡吃豆腐
[00:13:59.000 --> 00:14:01.000]  後來有些肉在那裡
[00:14:01.000 --> 00:14:04.000]  我看到肉的時候我就忘記豆腐
[00:14:04.000 --> 00:14:06.000]  你要認識一個人
[00:14:06.000 --> 00:14:08.000]  你要全面的去認識他
[00:14:08.000 --> 00:14:10.000]  你要認識我們的主耶穌基督
[00:14:10.000 --> 00:14:12.000]  你要全面的去認識他
[00:14:12.000 --> 00:14:15.000]  聖經裡面介紹主耶穌基督給我們認識
[00:14:15.000 --> 00:14:17.000]  是全面的
[00:14:17.000 --> 00:14:19.000]  不是獨孤一尾的
[00:14:19.000 --> 00:14:21.000]  神的愛向我們顯明
[00:14:21.000 --> 00:14:25.000]  這是很清楚聖經說的信息
[00:14:25.000 --> 00:14:26.000]  錯在哪裡?
[00:14:26.000 --> 00:14:31.000]  錯在如果只有這個信息就不足夠
[00:14:31.000 --> 00:14:33.000]  不足夠在哪裡算呢?
[00:14:33.000 --> 00:14:35.000]  耶穌基督上十字架
[00:14:35.000 --> 00:14:36.000]  死在十字架上
[00:14:36.000 --> 00:14:39.000]  和我們的罪有關
[00:14:39.000 --> 00:14:41.000]  新神學的信仰就說
[00:14:41.000 --> 00:14:43.000]  只有神的愛顯明
[00:14:43.000 --> 00:14:45.000]  所以將這個邏輯地推演下去
[00:14:45.000 --> 00:14:47.000]  神愛世人
[00:14:47.000 --> 00:14:50.000]  所以全人類都是神的兒女
[00:14:50.000 --> 00:14:52.000]  人人都沒有問題
[00:14:52.000 --> 00:14:53.000]  今天人不認識他
[00:14:53.000 --> 00:14:56.000]  到頭來條條大路通羅馬
[00:14:56.000 --> 00:14:59.000]  人人到最後都發現自己是神的兒女
[00:14:59.000 --> 00:15:00.000]  不過有些早些認爸爸
[00:15:00.000 --> 00:15:01.000]  有些遲些認爸爸
[00:15:01.000 --> 00:15:03.000]  那是什麼意思呢?
[00:15:03.000 --> 00:15:07.000]  只有神的愛不足夠
[00:15:07.000 --> 00:15:11.000]  耶穌釘十字架和我們的罪有什麼關係呢?
[00:15:11.000 --> 00:15:12.000]  我也知道
[00:15:12.000 --> 00:15:13.000]  我也很熟悉
[00:15:13.000 --> 00:15:17.000]  祂代我們受罪的刑罰
[00:15:17.000 --> 00:15:19.000]  Penal Substitution
[00:15:19.000 --> 00:15:20.000]  如果你讀了一點神學
[00:15:20.000 --> 00:15:22.000]  你會認識這兩個字
[00:15:22.000 --> 00:15:24.000]  祂為我們受刑罰
[00:15:24.000 --> 00:15:25.000]  Penal
[00:15:25.000 --> 00:15:27.000]  祂代我們受刑罰
[00:15:27.000 --> 00:15:29.000]  Substitute
[00:15:29.000 --> 00:15:30.000]  沒錯
[00:15:30.000 --> 00:15:32.000]  但你知不知道這個教義
[00:15:32.000 --> 00:15:36.000]  是怎樣產生的?
[00:15:36.000 --> 00:15:38.000]  十二世紀的時候
[00:15:38.000 --> 00:15:40.000]  英國一位神學家
[00:15:40.000 --> 00:15:41.000]  Anselm
[00:15:41.000 --> 00:15:42.000]  安瑟倫
[00:15:42.000 --> 00:15:44.000]  中文翻譯
[00:15:44.000 --> 00:15:45.000]  他問這個問題
[00:15:45.000 --> 00:15:48.000]  他說耶穌來到這個世界上
[00:15:48.000 --> 00:15:51.000]  死在十字架到底為了什麼?
[00:15:51.000 --> 00:15:56.000]  他就用當時羅馬的法律來解釋
[00:15:56.000 --> 00:16:00.000]  這個觀念我們今天不是很熟悉
[00:16:00.000 --> 00:16:03.000]  但當時的人他們很明白
[00:16:03.000 --> 00:16:07.000]  一個人做錯事
[00:16:07.000 --> 00:16:10.000]  撞壞了你的車
[00:16:10.000 --> 00:16:12.000]  泊車的時候不好意思
[00:16:12.000 --> 00:16:15.000]  砰 撞壞了你的車尾燈
[00:16:15.000 --> 00:16:17.000]  賠償吧
[00:16:17.000 --> 00:16:19.000]  很自然要賠償
[00:16:19.000 --> 00:16:22.000]  我們得罪了上帝
[00:16:22.000 --> 00:16:24.000]  我們撞壞了上帝的榮耀
[00:16:24.000 --> 00:16:27.000]  正經說是虧欠神的榮耀
[00:16:27.000 --> 00:16:28.000]  賠償吧
[00:16:28.000 --> 00:16:29.000]  要賠償
[00:16:29.000 --> 00:16:32.000]  但我們有什麼可以賠償?
[00:16:32.000 --> 00:16:35.000]  我不是用一輛賓士撞壞你的Corolla
[00:16:35.000 --> 00:16:40.000]  我是推著一輛木頭車撞壞你的Porsche
[00:16:40.000 --> 00:16:41.000]  那怎麼賠償?
[00:16:41.000 --> 00:16:46.000]  我賣十輛木頭車都賠償不了你的Porsche
[00:16:46.000 --> 00:16:51.000]  你的燈已經夠我一年的晚飯錢
[00:16:51.000 --> 00:16:53.000]  我們賠不起
[00:16:53.000 --> 00:16:55.000]  你和我得罪上帝
[00:16:55.000 --> 00:16:59.000]  我們簡直是不知天高地厚
[00:16:59.000 --> 00:17:01.000]  你賠得起上帝你去得罪他
[00:17:01.000 --> 00:17:04.000]  你賠不起你去得罪他
[00:17:04.000 --> 00:17:07.000]  耶穌來到這個世界上
[00:17:07.000 --> 00:17:13.000]  耶穌代我們賠償給上帝
[00:17:13.000 --> 00:17:15.000]  安西倫說得很特別
[00:17:15.000 --> 00:17:17.000]  這是羅馬的法律裡
[00:17:17.000 --> 00:17:19.000]  我們不太明白
[00:17:19.000 --> 00:17:21.000]  羅馬的法律是這樣規定的
[00:17:21.000 --> 00:17:23.000]  賠的時候
[00:17:23.000 --> 00:17:25.000]  一賠,賠出來
[00:17:25.000 --> 00:17:27.000]  太多了
[00:17:27.000 --> 00:17:30.000]  我撞壞你的Porsche的車尾燈
[00:17:30.000 --> 00:17:33.000]  我賠一輛Mercedes Benz給你
[00:17:33.000 --> 00:17:35.000]  不需要的,太多了
[00:17:35.000 --> 00:17:37.000]  主耶穌來到這個世界上
[00:17:37.000 --> 00:17:42.000]  以祂神的獨生子的身份賠償上帝
[00:17:42.000 --> 00:17:45.000]  我們虧缺了祂的榮耀
[00:17:45.000 --> 00:17:46.000]  太多了
[00:17:46.000 --> 00:17:49.000]  全人類得罪上帝
[00:17:49.000 --> 00:17:53.000]  要賠的都比不上耶穌基督
[00:17:53.000 --> 00:17:56.000]  祂這個無罪的生命的貴重
[00:17:56.000 --> 00:17:59.000]  你都聽過一些故事的比喻說
[00:17:59.000 --> 00:18:01.000]  去江雅瓷器舖那裡
[00:18:01.000 --> 00:18:05.000]  不小心打破了整間店舖的江雅
[00:18:05.000 --> 00:18:06.000]  很害怕
[00:18:06.000 --> 00:18:09.000]  突然有人拿出一個金元寶給你賠
[00:18:09.000 --> 00:18:12.000]  賠完的就是那個金元寶的耶穌
[00:18:12.000 --> 00:18:14.000]  這是演繹聖安西倫的說法
[00:18:14.000 --> 00:18:17.000]  但是聖安西倫的說法深很多
[00:18:17.000 --> 00:18:20.000]  耶穌賠了之後,太多了
[00:18:20.000 --> 00:18:23.000]  所以按照羅馬法律的觀念
[00:18:23.000 --> 00:18:26.000]  他是當時的人,所以他會這樣解釋
[00:18:26.000 --> 00:18:29.000]  上帝就將多了的那部分
[00:18:29.000 --> 00:18:34.000]  分給我們這一群得罪祂的人
[00:18:34.000 --> 00:18:37.000]  所以我們得的永生,我們得的恩典
[00:18:37.000 --> 00:18:41.000]  是耶穌的救恩裡面賠上帝的榮耀
[00:18:41.000 --> 00:18:43.000]  多了出來的那部分
[00:18:43.000 --> 00:18:45.000]  你今天聽到就覺得很荒謬
[00:18:45.000 --> 00:18:48.000]  上帝的恩典可以分得足夠嗎?
[00:18:48.000 --> 00:18:50.000]  耶穌賠出來又多又少
[00:18:50.000 --> 00:18:52.000]  好像父子在猶豫
[00:18:52.000 --> 00:18:55.000]  對我們金人來說很荒謬
[00:18:55.000 --> 00:18:58.000]  他當時在羅馬社會裡的基督徒來說
[00:18:58.000 --> 00:19:00.000]  非常貼切
[00:19:00.000 --> 00:19:03.000]  最貼切的是什麼呢?
[00:19:03.000 --> 00:19:08.000]  耶穌代我們承受了罪的刑罰
[00:19:08.000 --> 00:19:10.000]  要解決的問題
[00:19:10.000 --> 00:19:15.000]  安西倫說不是上帝的公義的問題
[00:19:15.000 --> 00:19:18.000]  不是上帝黑面還是白面的問題
[00:19:18.000 --> 00:19:22.000]  不是說現在父神高高在上
[00:19:22.000 --> 00:19:25.000]  非常威嚴下聖旨要刑罰世人
[00:19:25.000 --> 00:19:29.000]  聖旨是皇帝的旨意
