
[00:00:00.000 --> 00:00:10.240]  我們這次選了一個財主和拉薩路的比喻
[00:02:08.920 --> 00:02:13.920]  要從那邊過到我們這邊也是不能的
[00:02:13.920 --> 00:02:14.520]  財主說
[00:02:14.520 --> 00:02:15.520]  我祖說
[00:02:15.520 --> 00:02:19.720]  既是這樣求你打發拉薩路到我附家去
[00:02:19.720 --> 00:02:22.320]  因為我還有五個弟兄
[00:02:22.320 --> 00:02:24.720]  他可以對他們作見證
[00:02:24.720 --> 00:02:28.000]  免得他們也來到這痛苦的地方
[00:02:28.000 --> 00:02:29.000]  阿巴拉罕說
[00:02:29.000 --> 00:02:32.600]  他們有摩西和先知的話可以聽從
[00:02:32.600 --> 00:02:33.200]  他說
[00:02:33.200 --> 00:02:34.400]  我祖阿巴拉罕說
[00:02:34.400 --> 00:02:35.400]  不是的
[00:02:35.400 --> 00:02:39.400]  若有一個從死裡復活的到他們那裡去的
[00:02:39.400 --> 00:02:41.800]  他們必要悔改
[00:02:41.800 --> 00:02:42.600]  阿巴拉罕說
[00:02:42.600 --> 00:02:46.200]  若不聽從摩西和先知的話
[00:02:46.200 --> 00:02:48.400]  就是有一個從死裡復活的
[00:02:48.400 --> 00:02:52.400]  他們也是不聽勸
[00:02:52.400 --> 00:02:55.400]  這個比喻是很多人都喜歡讀的
[00:02:55.400 --> 00:02:59.800]  小孩子會引起很多的聯想
[00:02:59.800 --> 00:03:04.800]  大人非常滿足在報復的心理
[00:03:04.800 --> 00:03:11.200]  所以這個故事數年來都是受歡迎的
[00:03:11.200 --> 00:03:13.400]  我們看看電視劇
[00:03:13.400 --> 00:03:15.200]  電影的故事
[00:03:15.200 --> 00:03:18.000]  或者是武俠小說
[00:03:18.000 --> 00:03:19.400]  都有一個公式
[00:03:19.400 --> 00:03:22.400]  這個公式就是
[00:03:22.400 --> 00:03:25.400]  故事的四分之三都是說惡人當道的
[00:03:25.400 --> 00:03:30.400]  那些好人被迫得虎不堪言
[00:03:30.400 --> 00:03:32.400]  然後到最後一個大決戰
[00:03:32.400 --> 00:03:35.400]  人心十分之痛快
[00:03:35.400 --> 00:03:36.400]  因為在那個時候
[00:03:36.400 --> 00:03:39.400]  惡人被打得落花流水
[00:03:39.400 --> 00:03:42.400]  那個義人就好像黃飛鴻的收場
[00:03:42.400 --> 00:03:45.400]  我們很喜歡這種的
[00:03:45.400 --> 00:03:48.400]  外國人所謂的good guy bad guy
[00:03:48.400 --> 00:03:50.400]  都有這種故事
[00:03:50.400 --> 00:03:53.400]  我們都盼望在人生是這樣的
[00:03:53.400 --> 00:03:57.400]  我們人是有一種天性
[00:03:57.400 --> 00:04:00.400]  要認同那個good guy
[00:04:00.400 --> 00:04:03.400]  那個好的 忠的
[00:04:03.400 --> 00:04:06.400]  然後又要等待那個奸的
[00:04:06.400 --> 00:04:07.400]  那個bad guy
[00:04:07.400 --> 00:04:09.400]  是死無葬身之地
[00:04:09.400 --> 00:04:13.400]  財主與拉薩路受人歡迎
[00:04:13.400 --> 00:04:16.400]  很多時候是出於這種的心理
[00:04:16.400 --> 00:04:17.400]  但是很奇怪的
[00:04:17.400 --> 00:04:21.400]  這個比喻
[00:04:21.400 --> 00:04:26.400]  是我們很難認同在裡面任何一個角色
[00:04:26.400 --> 00:04:28.400]  你做財主
[00:04:28.400 --> 00:04:31.400]  當然你生前奢華艷樂
[00:04:31.400 --> 00:04:35.400]  但是誰喜歡將你被火燒
[00:04:35.400 --> 00:04:36.400]  燒到要一滴水
[00:04:36.400 --> 00:04:37.400]  涼涼的舌頭都沒有
[00:04:37.400 --> 00:04:39.400]  我們不喜歡做那個財主
[00:04:39.400 --> 00:04:41.400]  我們其實是希望那個財主
[00:04:41.400 --> 00:04:43.400]  或者說覺得那個財主
[00:04:43.400 --> 00:04:45.400]  這樣收場是應該的
[00:04:45.400 --> 00:04:49.400]  但是我們認同拉薩路也很困難
[00:04:49.400 --> 00:04:51.400]  渾身生瘡
[00:04:51.400 --> 00:04:55.400]  被人放在那個財主的門口
[00:04:55.400 --> 00:04:59.400]  要等待人是那些桌上掉下來的碎渣
[00:04:59.400 --> 00:05:01.400]  可以用來充飢
[00:05:01.400 --> 00:05:04.400]  還要那些狗來舔身上的瘡
[00:05:04.400 --> 00:05:05.400]  我們想起
[00:05:05.400 --> 00:05:07.400]  我們說不可能
[00:05:07.400 --> 00:05:09.400]  我們不可能是那個拉薩路
[00:05:09.400 --> 00:05:12.400]  雖然他始終都是沉冤得雪
[00:05:12.400 --> 00:05:14.400]  但是那個是來世的
[00:05:14.400 --> 00:05:15.400]  不是今世的
[00:05:15.400 --> 00:05:17.400]  我們比較關心的是今世
[00:05:17.400 --> 00:05:21.400]  我們很難認同這個拉薩路
[00:05:21.400 --> 00:05:24.400]  為什麼我們會喜歡這個比喻呢
[00:05:24.400 --> 00:05:27.400]  我們裡面沒辦法可以認同一個人
[00:05:27.400 --> 00:05:30.400]  但是我們喜歡這個比喻很有可能
[00:05:30.400 --> 00:05:36.400]  這個比喻好像將了今世和來世的那個帳幕
[00:05:36.400 --> 00:05:38.400]  暫時拉開了
[00:05:38.400 --> 00:05:43.400]  讓我們看得到將來的那個所謂報應
[00:05:43.400 --> 00:05:50.400]  或者它可以加強我們一種相當絕望的阿Q精神
[00:05:50.400 --> 00:05:52.400]  我今天儘管倒霉
[00:05:52.400 --> 00:05:57.400]  有一天我始終是可以沉冤得雪的
[00:05:57.400 --> 00:05:58.400]  換句話說
[00:05:58.400 --> 00:06:02.400]  我們常常是為了一個錯誤的原因
[00:06:02.400 --> 00:06:04.400]  來喜歡這個比喻
[00:06:04.400 --> 00:06:07.400]  不是為了阿Q精神
[00:06:07.400 --> 00:06:12.400]  就是為了可以將敵人打到落花流水
[00:06:12.400 --> 00:06:15.400]  我們要正確去了解這個比喻
[00:06:15.400 --> 00:06:20.400]  一定要知道這個比喻的背景
[00:06:20.400 --> 00:06:21.400]  或者它的類別
[00:06:21.400 --> 00:06:23.400]  以至它的結構
[00:06:23.400 --> 00:06:26.400]  然後我們才知道應該從哪裡去解它
[00:06:26.400 --> 00:06:29.400]  才會不解錯這個比喻
[00:06:29.400 --> 00:06:33.400]  我們先看那個比喻的背景
[00:06:33.400 --> 00:06:39.400]  我們知道耶穌是常用比喻來說天國的奧秘
[00:06:39.400 --> 00:06:46.400]  這個也是我們整個系列的比喻主題
[00:06:46.400 --> 00:06:50.400]  那麼他用比喻來說天國
[00:06:50.400 --> 00:06:53.400]  就純粹是這樣分開的
[00:06:53.400 --> 00:06:57.400]  首先他告訴我們
[00:06:57.400 --> 00:06:59.400]  天國是已經來了
[00:06:59.400 --> 00:07:04.400]  因為耶穌已經來到將天國帶到人當中
[00:07:04.400 --> 00:07:05.400]  換句話說
[00:07:05.400 --> 00:07:11.400]  天國已經是一個已經實現的現實
[00:07:11.400 --> 00:07:13.400]  我們第一個比喻
[00:07:13.400 --> 00:07:17.400]  我們所說的界賽種比喻就是這個
[00:07:17.400 --> 00:07:19.400]  但是耶穌也有提到
[00:07:19.400 --> 00:07:23.400]  他說天國最終的成就還要等到將來
[00:07:23.400 --> 00:07:24.400]  換句話說
[00:07:24.400 --> 00:07:28.400]  完全的成就是一個Not Yet
[00:07:28.400 --> 00:07:30.400]  還未完全成就
[00:07:30.400 --> 00:07:32.400]  要等到它再來的時候
[00:07:32.400 --> 00:07:38.400]  這個就是我們上一個比喻
[00:07:38.400 --> 00:07:40.400]  就是人子近了
[00:07:40.400 --> 00:07:42.400]  就是屬於這一種
[00:07:42.400 --> 00:07:44.400]  就是說天國雖然來了
[00:07:44.400 --> 00:07:45.400]  但是它完全成就
[00:07:45.400 --> 00:07:46.400]  是要等一下
[00:07:46.400 --> 00:07:48.400]  但是這個時間也快到了
[00:07:48.400 --> 00:07:50.400]  不要再輕言了
[00:07:50.400 --> 00:07:51.400]  拖延下去了
[00:07:51.400 --> 00:07:56.400]  現在你就要知道它在門口了
[00:07:56.400 --> 00:07:58.400]  換句話說
[00:07:58.400 --> 00:08:00.400]  在整個系列的比喻裡面
[00:08:00.400 --> 00:08:03.400]  我們會純粹帶出一種張力
[00:08:03.400 --> 00:08:04.400]  就是說
[00:08:04.400 --> 00:08:07.400]  一個就是已經來到
[00:08:07.400 --> 00:08:09.400]  一個就是Not Yet
[00:08:09.400 --> 00:08:11.400]  還未完全的成就
[00:08:11.400 --> 00:08:13.400]  所以有第三類的比喻
[00:08:13.400 --> 00:08:16.400]  就是將這種張力
[00:08:16.400 --> 00:08:19.400]  就是說已經來到
[00:08:19.400 --> 00:08:21.400]  但是還未完全成就
[00:08:21.400 --> 00:08:24.400]  這種張力是將它表明的
[00:08:24.400 --> 00:08:29.400]  我們現在這個財主和拉薩路的比喻
[00:08:29.400 --> 00:08:30.400]  就是屬於這一種
[00:08:30.400 --> 00:08:33.400]  活在那個已經
[00:08:33.400 --> 00:08:35.400]  但是還未完全成就
[00:08:35.400 --> 00:08:37.400]  這個過渡時期
[00:08:37.400 --> 00:08:39.400]  它就是要解釋這一種的
[00:08:39.400 --> 00:08:40.400]  換句話說
[00:08:40.400 --> 00:08:45.400]  目的是要警惕我們每一個還在世的人
[00:08:45.400 --> 00:08:47.400]  你要好好地預備
[00:08:47.400 --> 00:08:49.400]  而且現在就要預備
[00:08:49.400 --> 00:08:51.400]  所以我們今天這個題目
[00:08:51.400 --> 00:08:52.400]  事實上就可以叫做
[00:08:52.400 --> 00:08:55.400]  現在你就要決定了
[00:08:55.400 --> 00:08:58.400]  我們這一章路加第十六章
[00:08:58.400 --> 00:09:01.400]  開頭那個不義的管家
[00:09:01.400 --> 00:09:02.400]  也是屬於這一種
[00:09:02.400 --> 00:09:04.400]  這一類的比喻
[00:09:04.400 --> 00:09:08.400]  這個是耶穌說的比喻背景
[00:09:08.400 --> 00:09:11.400]  也是那個比喻的類別
[00:09:11.400 --> 00:09:14.400]  但是在這個比喻裡面
[00:09:14.400 --> 00:09:16.400]  有一個很特別的地方
[00:09:16.400 --> 00:09:17.400]  就是它的結構
[00:09:17.400 --> 00:09:19.400]  和其他不是一樣的
[00:09:19.400 --> 00:09:23.400]  這個比喻是屬於一種叫做
[00:09:23.400 --> 00:09:25.400]  雙線發展的比喻
[00:09:25.400 --> 00:09:29.400]  全個福音書記載耶穌的比喻
[00:09:29.400 --> 00:09:33.400]  只有四個是屬於這種雙線發展的
[00:09:33.400 --> 00:09:35.400]  什麼叫做雙線發展呢
[00:09:35.400 --> 00:09:38.400]  就用我們這個比喻來解釋
[00:09:38.400 --> 00:09:41.400]  第一線的比喻
[00:09:41.400 --> 00:09:42.400]  比喻的第一線
[00:09:42.400 --> 00:09:45.400]  就是十九到二十三節
[00:09:45.400 --> 00:09:48.400]  是指道財主和拉薩路
[00:09:48.400 --> 00:09:53.400]  在地上的遭遇和將來的報應
[00:09:53.400 --> 00:09:56.400]  這一部分第一線的比喻
[00:09:56.400 --> 00:10:00.400]  那個素材是取材於當時
[00:10:00.400 --> 00:10:02.400]  第一世紀的人
[00:10:02.400 --> 00:10:05.400]  很熟悉的那些民間故事
[00:10:05.400 --> 00:10:09.400]  我等一下會解釋那個故事的來源和發展
[00:10:09.400 --> 00:10:12.400]  但是這個就是第一線
[00:10:12.400 --> 00:10:15.400]  第二線就是一個警告
[00:10:15.400 --> 00:10:18.400]  是耶穌按當時已經存在的資料
[00:10:18.400 --> 00:10:21.400]  的故事來加上他的解釋
[00:10:21.400 --> 00:10:24.400]  叫人去注意人生的一個特別的情況
[00:10:24.400 --> 00:10:30.400]  在這裡就是講到拒絕那個財主
[00:10:30.400 --> 00:10:37.400]  叫拉薩路去報夢給他五個兄弟
[00:10:37.400 --> 00:10:41.400]  免得他來到這裡受苦
[00:10:41.400 --> 00:10:46.400]  所有的雙線比喻都有一個特色
[00:10:46.400 --> 00:10:50.400]  就是核心的地方在第二線
[00:10:50.400 --> 00:10:52.400]  不是在第一線
[00:10:52.400 --> 00:10:57.400]  第一線因為是取材於民間流傳的故事
[00:10:57.400 --> 00:10:59.400]  所以耶穌很少解釋
[00:10:59.400 --> 00:11:03.400]  他就是將故事言簡意賅地複述一次
[00:11:03.400 --> 00:11:05.400]  然後在第二線
[00:11:05.400 --> 00:11:09.400]  這裡由二十四節到三十一節
[00:11:09.400 --> 00:11:11.400]  就是將它用來解釋
[00:11:11.400 --> 00:11:13.400]  叫人引起他們注意
[00:11:13.400 --> 00:11:15.400]  所以換句話說
[00:11:15.400 --> 00:11:20.400]  你稱我們這個財主與拉薩路的比喻
[00:11:20.400 --> 00:11:25.400]  真正的主角不是在財主和拉薩路
[00:11:25.400 --> 00:11:29.400]  是在他還在世的五個兄弟
[00:11:29.400 --> 00:11:32.400]  所以你也可以稱這個比喻
[00:11:32.400 --> 00:11:34.400]  叫做六兄弟的比喻
[00:11:37.400 --> 00:11:40.400]  我們有了這種了解
[00:11:40.400 --> 00:11:43.400]  我們知道重點其實不在第一線
[00:11:43.400 --> 00:11:46.400]  但是我們仍然要去解釋它
[00:11:46.400 --> 00:11:49.400]  我們試試將它分開兩部分來解釋
[00:11:49.400 --> 00:11:53.400]  我們首先看第一線十九到二十三節
[00:11:53.400 --> 00:11:56.400]  這裡我們很清楚
[00:11:56.400 --> 00:12:00.400]  講到財主生前是奢華賢樂
[00:12:00.400 --> 00:12:02.400]  死後是陰間仇婦
[00:12:02.400 --> 00:12:04.400]  拉薩路生前是土飯
[00:12:04.400 --> 00:12:07.400]  死後被接到阿帕拉罕的懷中
[00:12:07.400 --> 00:12:12.400]  這個故事其實是源自當時埃及的一個故事
[00:12:12.400 --> 00:12:14.400]  一個民間故事
[00:12:14.400 --> 00:12:17.400]  這個民間故事是講一對父子
[00:12:17.400 --> 00:12:21.400]  兒子叫做Siosiris
[00:12:21.400 --> 00:12:26.400]  爸爸叫做Sedmi Kamvas
[00:12:26.400 --> 00:12:31.400]  這兩父子有一次被邀請
[00:12:31.400 --> 00:12:35.400]  邀請他到來世遊歷一遍
[00:12:35.400 --> 00:12:38.400]  他遊歷一遍回來之後
[00:12:38.400 --> 00:12:40.400]  對世人宣告
[00:12:40.400 --> 00:12:45.400]  凡在世上行善的將來會享福
[00:12:45.400 --> 00:12:49.400]  凡在世上作惡的將來會受苦
[00:12:49.400 --> 00:12:52.400]  這個故事在埃及非常流行
[00:12:52.400 --> 00:12:59.400]  亞歷山大猶太人將這個故事帶回到巴勒斯坦地
[00:12:59.400 --> 00:13:02.400]  將這個人物改變了
[00:13:02.400 --> 00:13:07.400]  猶太人認為世上的義人
[00:13:07.400 --> 00:13:13.400]  代表的是一些窮的學者
[00:13:13.400 --> 00:13:16.400]  簡單來說就是窮秀才
[00:13:16.400 --> 00:13:20.400]  他們被稱為學者
[00:13:20.400 --> 00:13:23.400]  因為他們一生是尊嚴神的律法
[00:13:23.400 --> 00:13:25.400]  尊嚴神的律法是無法發達的
[00:13:25.400 --> 00:13:26.400]  所以他們很窮
[00:13:26.400 --> 00:13:30.400]  他們就用了這個人物成為他們的義人代表
[00:13:30.400 --> 00:13:33.400]  惡人的代表是誰呢?
[00:13:33.400 --> 00:13:35.400]  就是瑞利
[00:13:35.400 --> 00:13:37.400]  瑞利是最有錢的
[00:13:37.400 --> 00:13:39.400]  但最無厘頭的
[00:13:39.400 --> 00:13:40.400]  最殘酷的
[00:13:40.400 --> 00:13:46.400]  在那裏一個窮秀才和一個瑞利就死了
[00:13:46.400 --> 00:13:51.400]  於是他們就去到來世
[00:13:51.400 --> 00:13:54.400]  這個窮秀才有一個朋友
[00:13:54.400 --> 00:13:56.400]  這個窮秀才有一個名字
[00:13:56.400 --> 00:13:57.400]  叫巴馬遽
[00:13:57.400 --> 00:14:00.400]  這個巴馬遽的朋友
[00:14:00.400 --> 00:14:05.400]  被邀請到來世打一轉
[00:14:05.400 --> 00:14:07.400]  看看當時的情況
[00:14:07.400 --> 00:14:08.400]  這個人去完之後
[00:14:08.400 --> 00:14:10.400]  回來就有一個報告
[00:14:10.400 --> 00:14:11.400]  報告說
[00:14:11.400 --> 00:14:15.400]  他見到巴馬遽在一個花香常蔓
[00:14:15.400 --> 00:14:20.400]  又有小橋流水的花園享受
[00:14:20.400 --> 00:14:24.400]  但那個瑞利口渴難耐
[00:14:24.400 --> 00:14:28.400]  想去溪邊點點水來喝
[00:14:28.400 --> 00:14:31.400]  但又去不到溪邊
[00:14:31.400 --> 00:14:34.400]  這個就是流傳在第一世紀
[00:14:34.400 --> 00:14:36.400]  巴勒斯坦地的故事
[00:14:36.400 --> 00:14:38.400]  耶穌借了這個故事
[00:14:38.400 --> 00:14:42.400]  就將他變成財主與拉撒路
[00:14:42.400 --> 00:14:44.400]  因為是人人都認識的
[00:14:44.400 --> 00:14:46.400]  所以耶穌就不加解釋
[00:14:46.400 --> 00:14:48.400]  將他說說過來
[00:14:48.400 --> 00:14:56.400]  變成了我們第一線的比喻材料
[00:14:56.400 --> 00:14:58.400]  雖然說耶穌沒有加解釋
[00:14:58.400 --> 00:15:02.400]  耶穌怎樣去講這個比喻呢
[00:15:02.400 --> 00:15:05.400]  很多地方我們就需要解釋
[00:15:05.400 --> 00:15:07.400]  因為有些地方
[00:15:07.400 --> 00:15:13.400]  在我們的中文翻譯
[00:15:13.400 --> 00:15:16.400]  有些地方是需要解釋的
[00:15:16.400 --> 00:15:19.400]  首先我們看第十九節
[00:15:19.400 --> 00:15:22.400]  他講到這個財主有錢
[00:15:22.400 --> 00:15:27.400]  說他穿紫色袍和細麻衣服
[00:15:27.400 --> 00:15:29.400]  紫色袍當然是外面那件
[00:15:29.400 --> 00:15:33.400]  細麻衣服就是指他的內衣
[00:15:33.400 --> 00:15:37.400]  這個非常可能是埃及入口的
[00:15:37.400 --> 00:15:41.400]  最漂亮的內衣褲
[00:15:41.400 --> 00:15:43.400]  不是說我們的貼身內衣
[00:15:43.400 --> 00:15:46.400]  是可以包括我們的襯衣
[00:15:46.400 --> 00:15:48.400]  由襯衣到內衣
[00:15:48.400 --> 00:15:51.400]  這個是當時衣服裏面
[00:15:51.400 --> 00:15:53.400]  最昂貴的一類
[00:15:53.400 --> 00:15:58.400]  就是這些紫色袍和埃及入口的細麻衣服
[00:15:58.400 --> 00:16:01.400]  紫色袍只有最有錢人才能穿
[00:16:01.400 --> 00:16:03.400]  他和一般人
[00:16:03.400 --> 00:16:08.400]  一般工人和一個軍士的收入
[00:16:08.400 --> 00:16:10.400]  軍士和一般人的收入
[00:16:10.400 --> 00:16:14.400]  大約要做幾年
[00:16:14.400 --> 00:16:17.400]  他才可以賺到錢
[00:16:17.400 --> 00:16:18.400]  買到一件紫色袍
[00:16:18.400 --> 00:16:21.400]  可以想像那個比例
[00:16:21.400 --> 00:16:26.400]  如果以現在的紅情來說
[00:16:26.400 --> 00:16:29.400]  差不多等於一個現代工人
[00:16:29.400 --> 00:16:31.400]  中位數字是五千元
[00:16:31.400 --> 00:16:33.400]  一年就六萬
[00:16:33.400 --> 00:16:38.400]  幾年就要幾十萬才買到
[00:16:38.400 --> 00:16:42.400]  在當時確有這樣的情況存在
[00:16:42.400 --> 00:16:45.400]  第二他就說是奢華燕樂
[00:16:45.400 --> 00:16:47.400]  那個字本來就是說
[00:16:47.400 --> 00:16:50.400]  他吃一些非常昂貴的食物
[00:16:50.400 --> 00:16:52.400]  或者說昂貴的美食
[00:16:52.400 --> 00:16:54.400]  而且是天天如是
[00:16:54.400 --> 00:16:56.400]  那個意思是這樣
[00:16:56.400 --> 00:17:00.400]  20到21節說這個拉薩路
[00:17:00.400 --> 00:17:05.400]  拉薩路就是整個比喻裏唯一有名字的
[00:17:05.400 --> 00:17:07.400]  當然你說阿巴拉罕都有
[00:17:07.400 --> 00:17:09.400]  但是阿巴拉罕是他們人人都知道的
[00:17:09.400 --> 00:17:12.400]  是一個代表性的名字
[00:17:12.400 --> 00:17:16.400]  拉薩路的意思就是神是我的幫助
[00:17:16.400 --> 00:17:21.400]  在這個比喻裏有非常強烈的暗示意義
[00:17:21.400 --> 00:17:25.400]  20節那裡渾身生瘡
[00:17:25.400 --> 00:17:28.400]  其實很可能是一種皮膚病
[00:17:28.400 --> 00:17:30.400]  而皮膚病就灌籠
[00:17:30.400 --> 00:17:32.400]  或者因為癢的緣故要咬
[00:17:32.400 --> 00:17:34.400]  以致灌籠
[00:17:34.400 --> 00:17:37.400]  這個就是早期的時候
[00:17:37.400 --> 00:17:40.400]  衛生環境差常常有的一些情形
[00:17:40.400 --> 00:17:42.400]  我想現在的小朋友比較幸福
[00:17:42.400 --> 00:17:45.400]  我們以前很少小朋友不生瘡
[00:17:45.400 --> 00:17:47.400]  你記不記得
[00:17:47.400 --> 00:17:50.400]  可能你三四十歲那些
[00:17:50.400 --> 00:17:54.400]  現在身上有些疤痕是從那時候生瘡而來
[00:17:54.400 --> 00:17:56.400]  但是現在小朋友很少生瘡
[00:17:56.400 --> 00:17:58.400]  不是因為他們吃的海帶綠豆多
[00:17:58.400 --> 00:18:00.400]  或者桂林糕多
[00:18:00.400 --> 00:18:01.400]  簡單就是他們那時候
[00:18:01.400 --> 00:18:03.400]  現在的衛生環境就比以前好很多
[00:18:03.400 --> 00:18:05.400]  所以就沒有這種情形
[00:18:05.400 --> 00:18:07.400]  所以這個渾身生瘡是一種皮膚病
[00:18:07.400 --> 00:18:10.400]  然後20節下半節那裡
[00:18:10.400 --> 00:18:13.400]  就說他是被人放在門口
[00:18:13.400 --> 00:18:15.400]  這個也有一個意思在裏面
[00:18:15.400 --> 00:18:18.400]  就是很可能這個人是瘸了
[00:18:18.400 --> 00:18:19.400]  被人放在
[00:18:19.400 --> 00:18:22.400]  就是被人抬去放在那個門口
[00:18:22.400 --> 00:18:25.400]  換句話說這個人不單止是渾身生瘡
[00:18:25.400 --> 00:18:28.400]  也是一個癱子
[00:18:28.400 --> 00:18:30.400]  然後21節那裡說
[00:18:30.400 --> 00:18:36.400]  是要得那個財主從那個桌上掉下來的零碎充饑
[00:18:36.400 --> 00:18:39.400]  零碎是我們自己加上去的
[00:18:39.400 --> 00:18:42.400]  本來沒有這個字的
[00:18:42.400 --> 00:18:44.400]  有些是英文聖經譯
[00:18:44.400 --> 00:18:46.400]  crumbs 麵包碎
[00:18:46.400 --> 00:18:48.400]  就更加莫名其妙
[00:18:48.400 --> 00:18:51.400]  你吃多少麵包碎才可以飽
[00:18:51.400 --> 00:18:55.400]  原來掉下來那個是最重要的動詞
[00:18:55.400 --> 00:18:57.400]  那個字在阿蘭文
[00:18:57.400 --> 00:18:59.400]  就不是說指我們吃的麵包
[00:18:59.400 --> 00:19:00.400]  脆麵包
[00:19:00.400 --> 00:19:03.400]  然後有些麵包就這樣掉在桌子下
[00:19:03.400 --> 00:19:08.400]  第一猶太人不用我們那些有腳的桌子
[00:19:08.400 --> 00:19:10.400]  他們就躺在地上
[00:19:10.400 --> 00:19:13.400]  半餓半躺的吃東西
[00:19:13.400 --> 00:19:15.400]  好像我們野餐那樣
[00:19:15.400 --> 00:19:17.400]  好像我們那些武功
[00:19:17.400 --> 00:19:19.400]  野郊公園地方野餐那樣
[00:19:19.400 --> 00:19:21.400]  鋪塊布在地上
[00:19:21.400 --> 00:19:24.400]  或者只是有一點點高出一點點的肌
[00:19:24.400 --> 00:19:27.400]  第二他們根本就不是有麵包碎掉下來
[00:19:27.400 --> 00:19:29.400]  這裡的掉下來是指
[00:19:29.400 --> 00:19:31.400]  原來那些有錢的猶太人
[00:19:31.400 --> 00:19:36.400]  他們吃飯就用麵包蘸一些肉汁來吃
[00:19:36.400 --> 00:19:37.400]  蘸肉汁
[00:19:37.400 --> 00:19:40.400]  手指頭就會有肉汁在
[00:19:40.400 --> 00:19:44.400]  他們就咬了那些肉汁
[00:19:44.400 --> 00:19:46.400]  有肉汁的麵包
[00:19:46.400 --> 00:19:50.400]  然後就將沒有肉汁的麵包擦手
[00:19:50.400 --> 00:19:52.400]  擦手就把它丟掉
[00:19:52.400 --> 00:19:55.400]  他們就是要吃這些
[00:19:55.400 --> 00:19:56.400]  不是吃麵包碎
[00:19:56.400 --> 00:19:58.400]  你每天早餐都吃麵包碎
[00:19:58.400 --> 00:20:00.400]  你先看看能吃多少餐夠不夠
[00:20:00.400 --> 00:20:05.400]  然後第22節
[00:20:05.400 --> 00:20:07.400]  說到拉薩路死了
[00:20:07.400 --> 00:20:10.400]  就被天使放在阿伯拉罕的懷中
[00:20:10.400 --> 00:20:12.400]  這個是我們最常讀到
[00:20:12.400 --> 00:20:15.400]  又不懷疑的一個比較胡鬧的地方
[00:20:15.400 --> 00:20:17.400]  那個意思就是
[00:20:17.400 --> 00:20:19.400]  阿伯拉罕這麼大
[00:20:19.400 --> 00:20:21.400]  拉薩路又這麼大
[00:20:21.400 --> 00:20:23.400]  阿伯拉罕就抱著拉薩路
[00:20:23.400 --> 00:20:25.400]  在懷中
[00:20:25.400 --> 00:20:27.400]  怎麼可能呢
[00:20:27.400 --> 00:20:28.400]  抱著他怎麼吃東西呢
[00:20:28.400 --> 00:20:29.400]  那個不是這樣的
[00:20:29.400 --> 00:20:31.400]  剛才我們也說了
[00:20:31.400 --> 00:20:32.400]  他們吃飯
[00:20:32.400 --> 00:20:34.400]  特別有錢人吃飯
[00:20:34.400 --> 00:20:37.400]  就是他們放一些食物
[00:20:37.400 --> 00:20:39.400]  在一些矮的機器上畫在地上
[00:20:39.400 --> 00:20:43.400]  主人就坐在那裡吃
