
[00:00:00.000 --> 00:00:08.840]  各位姐妹平安 在場內和在鏡頭面前的
[00:02:33.460 --> 00:02:35.800]  來和他說很強的說話
[00:02:35.800 --> 00:02:38.240]  你聽完之後可能都得益的
[00:02:38.240 --> 00:02:41.100]  不過可能帶著很大的挫敗感
[00:02:41.100 --> 00:02:42.620]  很大的自卑
[00:02:42.620 --> 00:02:46.140]  我希望我自己和大家分享
[00:02:46.140 --> 00:02:49.900]  也都能夠將彼得的一種
[00:02:49.900 --> 00:02:55.540]  他的生命的見證能夠透露出來
[00:02:55.540 --> 00:02:58.800]  而不是有任何的添加
[00:02:58.800 --> 00:03:01.820]  有任何的扭曲 求主幫助
[00:03:01.820 --> 00:03:03.820]  都請大家紀念
[00:03:03.820 --> 00:03:09.420]  我禱告自己都是一個非常軟弱的人
[00:03:09.420 --> 00:03:14.480]  但是彼得對我來說就有一些很親身的激勵
[00:03:14.480 --> 00:03:15.980]  最大的激勵是什麼呢?
[00:03:15.980 --> 00:03:17.660]  二十多歲的時候
[00:03:17.660 --> 00:03:21.960]  聽見主耶穌和彼得說的一番話
[00:03:21.960 --> 00:03:25.820]  令到我重拾人生的動力
[00:03:25.820 --> 00:03:30.540]  重拾這個侍奉的一種動力
[00:03:30.540 --> 00:03:35.900]  直到今天都仍然是靠著這一番話
[00:03:35.900 --> 00:03:37.220]  來得到鼓勵
[00:03:37.220 --> 00:03:39.220]  就是主耶穌和彼得說
[00:03:39.220 --> 00:03:43.040]  西門西門 撒旦要西你們
[00:03:43.040 --> 00:03:45.040]  好像西麥子一樣
[00:03:45.040 --> 00:03:48.040]  多麼恐怖
[00:03:48.040 --> 00:03:53.680]  就好像西麥子在播放機裏不斷地西
[00:03:53.680 --> 00:03:58.420]  那種離心力將事情搞得亂七八糟
[00:03:58.420 --> 00:04:01.880]  你自己真的沒辦法站得穩
[00:04:01.880 --> 00:04:05.980]  而人真是很脆弱的 親愛的弟兄姊妹
[00:04:05.980 --> 00:04:09.180]  當你以為自己站得穩的時候
[00:04:09.180 --> 00:04:12.180]  就是你最危險的時候
[00:04:12.180 --> 00:04:15.460]  大家都知道大自然的定律
[00:04:15.460 --> 00:04:17.460]  大自然的力量
[00:04:17.460 --> 00:04:20.060]  其實人說自己人定勝天
[00:04:20.060 --> 00:04:22.060]  簡直是知人說夢
[00:04:22.060 --> 00:04:24.060]  基督徒都一樣
[00:04:24.060 --> 00:04:26.060]  以為自己是很強的時候
[00:04:26.060 --> 00:04:28.060]  其實是危險到不得了
[00:04:28.060 --> 00:04:31.500]  不過主耶穌對那一位曾經以為自己
[00:04:31.500 --> 00:04:35.820]  人家不認你 我都死都會跟你死在一起
[00:04:35.820 --> 00:04:39.860]  但是只是一個女孩子說一句話
[00:04:39.860 --> 00:04:42.480]  她已經腳都軟了
[00:04:42.480 --> 00:04:44.480]  我不認識她 我不是她的人
[00:04:44.480 --> 00:04:47.980]  不過就是這樣 又怎麼樣呢
[00:04:47.980 --> 00:04:54.380]  這位主看穿了她 明白了她
[00:04:54.380 --> 00:04:56.380]  主沒有放棄她
[00:04:56.380 --> 00:05:01.660]  所以我很想跟自己
[00:05:01.660 --> 00:05:04.380]  和聽我分享的人說
[00:05:04.380 --> 00:05:07.660]  你一天還活著
[00:05:07.660 --> 00:05:12.380]  主一天都仍然有恩典有憐憫
[00:05:12.380 --> 00:05:16.380]  不要放棄
[00:05:16.380 --> 00:05:20.380]  因為祂沒有放棄
[00:05:20.380 --> 00:05:22.380]  不必放棄
[00:05:22.380 --> 00:05:24.380]  不要放棄
[00:05:24.380 --> 00:05:27.380]  主耶穌對彼得說
[00:05:27.380 --> 00:05:29.380]  祂會這樣篩你們
[00:05:29.380 --> 00:05:32.380]  但是不要怕
[00:05:32.380 --> 00:05:34.380]  不要怕
[00:05:34.380 --> 00:05:39.380]  我想彼得跟從耶穌基督這麼久
[00:05:39.380 --> 00:05:45.380]  他大概都聽見主耶穌有句很慣常說的話
[00:05:45.380 --> 00:05:50.380]  其實由舊約到新約到今天
[00:05:50.380 --> 00:05:55.380]  一直在這個世界天地還全
[00:05:55.380 --> 00:05:59.380]  天地仍然是有艱苦的時候
[00:05:59.380 --> 00:06:05.380]  人仍然是有挑戰有試煉有失敗有傷痛的時候
[00:06:05.380 --> 00:06:08.380]  有黑暗的時候
[00:06:08.380 --> 00:06:14.380]  惡勢力好像是繼續到勢頗
[00:06:14.380 --> 00:06:16.380]  很恐怖的時候
[00:06:16.380 --> 00:06:21.380]  仍然要聽見那一句定海神針
[00:06:21.380 --> 00:06:24.380]  雖然這句話不是最好的文化背景
[00:06:24.380 --> 00:06:26.380]  不過大家很明白的
[00:06:26.380 --> 00:06:30.380]  是令我們知道主耶穌說
[00:06:30.380 --> 00:06:32.380]  不要怕
[00:06:32.380 --> 00:06:34.380]  不用怕
[00:06:34.380 --> 00:06:36.380]  不用怕
[00:06:36.380 --> 00:06:38.380]  不要怕
[00:06:38.380 --> 00:06:40.380]  不要怕
[00:06:40.380 --> 00:06:41.380]  不要怕
[00:06:41.380 --> 00:06:43.380]  不要怕
[00:06:43.380 --> 00:06:48.380]  怕是一種很可怕的東西
[00:06:48.380 --> 00:06:51.380]  你怕那樣東西未曾嚇死你的時候
[00:06:51.380 --> 00:06:57.380]  你內心的怕已經令你提早投降
[00:06:57.380 --> 00:06:59.380]  Don't
[00:06:59.380 --> 00:07:01.380]  不用怕
[00:07:01.380 --> 00:07:02.380]  不要怕
[00:07:02.380 --> 00:07:06.380]  因為我已經為你祈禱
[00:07:06.380 --> 00:07:15.380]  那一位曾經為彼得祈過禱的耶穌基督今天在哪裏
[00:07:15.380 --> 00:07:17.380]  有些人喜歡祈禱
[00:07:17.380 --> 00:07:22.380]  有些人很研究祈禱
[00:07:22.380 --> 00:07:27.380]  我都曾經去過進修
[00:07:27.380 --> 00:07:31.380]  學過一下祈禱
[00:07:31.380 --> 00:07:36.380]  但到今時今日我都仍然覺得自己不是很懂得祈禱
[00:07:36.380 --> 00:07:38.380]  但只知道我學了一樣東西
[00:07:38.380 --> 00:07:43.380]  我不是很懂得操控祈禱
[00:07:43.380 --> 00:07:46.380]  不是很懂得用祈禱來做提款機
[00:07:46.380 --> 00:07:48.380]  或者是做指點岡山
[00:07:48.380 --> 00:07:50.380]  或者是做自己的預祖鋪排
[00:07:50.380 --> 00:07:55.380]  或者是做自己的建立一套防空系統
[00:07:55.380 --> 00:07:57.380]  對不起
[00:07:57.380 --> 00:08:00.380]  如果冒犯了一些很用心去祈禱的人
[00:08:00.380 --> 00:08:03.380]  但我的重點在這裏
[00:08:03.380 --> 00:08:08.380]  最重要的那個祈禱其實是主耶穌基督大祭司的祈禱
[00:08:08.380 --> 00:08:13.380]  祂是長遠活著在父神面前為我們代求
[00:08:13.380 --> 00:08:17.380]  我不能夠缺少祂的代祷
[00:08:17.380 --> 00:08:21.380]  當然我的虧欠就是沒有和祂同心
[00:08:21.380 --> 00:08:23.380]  祂祈禱我也要祈禱
[00:08:23.380 --> 00:08:26.380]  不是說祂祈禱我就大安主義
[00:08:26.380 --> 00:08:28.380]  不過倒轉來說
[00:08:28.380 --> 00:08:32.380]  如果我祈禱直著我所有的祈禱
[00:08:32.380 --> 00:08:34.380]  然後我才安心
[00:08:34.380 --> 00:08:37.380]  我覺得你的祈禱令到你很不安心
[00:08:37.380 --> 00:08:39.380]  有沒有聽過有些人說
[00:08:39.380 --> 00:08:41.380]  你遇到這些事因為祈禱不夠
[00:08:41.380 --> 00:08:45.380]  我問你你祈禱很足夠你又這樣
[00:08:45.380 --> 00:08:47.380]  可能你比我更慘
[00:08:47.380 --> 00:08:49.380]  你明白我說什麼嗎
[00:08:49.380 --> 00:08:52.380]  我的重點是主耶穌和彼得說
[00:08:52.380 --> 00:08:54.380]  不用怕我為你祈禱
[00:08:54.380 --> 00:08:58.380]  今天我仍然相信祂是為著熟祂的人來祈禱
[00:08:58.380 --> 00:09:02.380]  我希望多些弟兄姊妹會知道有這件事
[00:09:02.380 --> 00:09:04.380]  是那位大祭司的祈禱
[00:09:04.380 --> 00:09:06.380]  比一切人為的努力
[00:09:06.380 --> 00:09:10.380]  人為的祈禱可能更加重要
[00:09:11.380 --> 00:09:14.380]  你回頭後要兼顧你的弟兄
[00:09:14.380 --> 00:09:16.380]  所以彼得回頭了
[00:09:16.380 --> 00:09:19.380]  所以彼得今天寫了這封書信
[00:09:19.380 --> 00:09:25.380]  所以他是從那位曾經是軟弱失敗被挽回的人
[00:09:25.380 --> 00:09:27.380]  那一個生命
[00:09:27.380 --> 00:09:32.380]  他繼續去成就主耶穌在他身上的照明
[00:09:32.380 --> 00:09:35.380]  那個指定他
[00:09:35.380 --> 00:09:38.380]  你是彼得
[00:09:38.380 --> 00:09:41.380]  由西門變成彼得
[00:09:41.380 --> 00:09:44.380]  由隨風擺在柳的一個蘆葦
[00:09:44.380 --> 00:09:47.380]  變成一塊堅固的盆石
[00:09:47.380 --> 00:09:51.380]  在彼得的身上教會被建立起來
[00:09:51.380 --> 00:09:55.380]  而陰間的權勢是抵不住教會的進擊
[00:09:55.380 --> 00:10:00.380]  有些人以為陰間的權勢一直衝擊教會
[00:10:00.380 --> 00:10:03.380]  而教會好像那裡銅牆鐵壁
[00:10:03.380 --> 00:10:05.380]  不會被他攻得陷
[00:10:05.380 --> 00:10:08.380]  所以教會是處守的位置
[00:10:08.380 --> 00:10:12.380]  但很久之前我讀過一本報道學的書
[00:10:12.380 --> 00:10:14.380]  一個叫做C.R.Dre的人寫的
[00:10:14.380 --> 00:10:16.380]  浸浸會的牧者
[00:10:16.380 --> 00:10:20.380]  他講的到我今時今日都要看
[00:10:20.380 --> 00:10:23.380]  陰間的權勢不能勝過他
[00:10:23.380 --> 00:10:29.380]  是陰間的閘
[00:10:29.380 --> 00:10:33.380]  抵擋不住教會的能力
[00:10:33.380 --> 00:10:36.380]  這幅圖畫倒轉頭
[00:10:36.380 --> 00:10:38.380]  有多少人看過
[00:10:38.380 --> 00:10:41.380]  有多少人相信在今天教會
[00:10:41.380 --> 00:10:46.380]  好像面對著不知道會怎樣的前景的時候
[00:10:46.380 --> 00:10:50.380]  讓我們再一次來看主耶穌基督
[00:10:50.380 --> 00:10:52.380]  怎樣看自己的教會
[00:10:52.380 --> 00:10:54.380]  怎樣跟彼得講他的教會
[00:10:54.380 --> 00:10:57.380]  我要將我的教會建立
[00:10:57.380 --> 00:11:00.380]  因為我是耶穌基督自己
[00:11:00.380 --> 00:11:02.380]  他仍然活著
[00:11:02.380 --> 00:11:04.380]  他仍然在建立他的教會
[00:11:04.380 --> 00:11:09.380]  而他的教會是令到陰間的門戶
[00:11:09.380 --> 00:11:14.380]  是抵擋不住教會的能力
[00:11:14.380 --> 00:11:16.380]  你相信嗎
[00:11:16.380 --> 00:11:18.380]  你覺得是不是
[00:11:18.380 --> 00:11:23.380]  活到今天我們還可以在這裡講彼得前書
[00:11:23.380 --> 00:11:26.380]  就證明了歷史的事實
[00:11:26.380 --> 00:11:28.380]  歷史的預言
[00:11:28.380 --> 00:11:30.380]  耶穌基督的實在
[00:11:30.380 --> 00:11:32.380]  彼得的服侍
[00:11:32.380 --> 00:11:37.380]  是真的繼續在建立耶穌基督的教會
[00:11:37.380 --> 00:11:39.380]  他寫的彼得前書
[00:11:39.380 --> 00:11:40.380]  大家都很熟悉的
[00:11:40.380 --> 00:11:44.380]  他自己稱呼自己是彼得
[00:11:44.380 --> 00:11:49.380]  稱呼自己是耶穌基督的
[00:11:49.380 --> 00:11:52.380]  耶穌基督所揀選的
[00:11:52.380 --> 00:11:55.380]  耶穌基督所派的
[00:11:55.380 --> 00:11:57.380]  是屬於耶穌基督的
[00:11:57.380 --> 00:11:59.380]  使徒
[00:11:59.380 --> 00:12:01.380]  是一個奉差遣的人
[00:12:01.380 --> 00:12:06.380]  所以他帶著一個從上面來的信息
[00:12:06.380 --> 00:12:08.380]  他是一個信差
[00:12:08.380 --> 00:12:11.380]  但這個信差因為差遣他
[00:12:11.380 --> 00:12:13.380]  是大有權柄的
[00:12:13.380 --> 00:12:15.380]  所以在這個信差的身份
[00:12:15.380 --> 00:12:18.380]  和信息裡面是有權柄的
[00:12:18.380 --> 00:12:22.380]  他寫給的對象大家都很熟悉的
[00:12:22.380 --> 00:12:24.380]  本雕比拉
[00:12:24.380 --> 00:12:27.380]  就是加帕多加、加拉太等等
[00:12:27.380 --> 00:12:32.380]  本都、加帕多加、亞西亞
[00:12:32.380 --> 00:12:34.380]  和比特尼
[00:12:34.380 --> 00:12:39.380]  這些在小亞細亞土耳其一帶的地方
[00:12:39.380 --> 00:12:41.380]  是寫給這個叫做
[00:12:41.380 --> 00:12:43.380]  是分散
[00:12:43.380 --> 00:12:47.380]  是散居各地的
[00:12:47.380 --> 00:12:51.380]  這個就是一個可圈可點的一個身份
[00:12:51.380 --> 00:12:53.380]  我想今天
[00:12:53.380 --> 00:12:58.380]  我們可能都會再重新面對
[00:12:58.380 --> 00:13:01.380]  一個香港信徒
[00:13:01.380 --> 00:13:06.380]  是四散各處的一個可能性
[00:13:06.380 --> 00:13:08.380]  我不知道啟福弟兄姊妹
[00:13:08.380 --> 00:13:10.380]  就是怎樣
[00:13:10.380 --> 00:13:14.380]  分別接觸不同的朋友弟兄姊妹
[00:13:14.380 --> 00:13:18.380]  回了樓的又想再逆樓
[00:13:18.380 --> 00:13:20.380]  未留過的又想留
[00:13:20.380 --> 00:13:23.380]  我覺得在這個處境裡面
[00:13:23.380 --> 00:13:27.380]  讀到這個僑居各地
[00:13:27.380 --> 00:13:31.380]  是更加有心裡面有感觸
[00:13:31.380 --> 00:13:33.380]  我覺得讀經的時候
[00:13:33.380 --> 00:13:36.380]  我們不是說先入為主
[00:13:36.380 --> 00:13:38.380]  是注入自己的想法
[00:13:38.380 --> 00:13:40.380]  有些是特別應景的
[00:13:40.380 --> 00:13:42.380]  特別和應的
[00:13:42.380 --> 00:13:45.380]  我們都不妨去面對它
[00:13:45.380 --> 00:13:49.380]  原來就是在生活在這個世界上
[00:13:49.380 --> 00:13:54.380]  我們以為是居有定所
[00:13:54.380 --> 00:13:56.380]  這個期望
[00:13:56.380 --> 00:14:00.380]  未必是完全能夠實現到
[00:14:00.380 --> 00:14:04.380]  作為一個這樣的流散各地的僑胞
[00:14:04.380 --> 00:14:06.380]  是什麼身份
[00:14:06.380 --> 00:14:08.380]  他正面對的是什麼
[00:14:08.380 --> 00:14:11.380]  給的是怎樣的模樣給他們
[00:14:11.380 --> 00:14:15.380]  給的稱呼他們為四散的人
[00:14:15.380 --> 00:14:19.380]  是嘲笑他們
[00:14:19.380 --> 00:14:21.380]  是刺激他們
[00:14:21.380 --> 00:14:23.380]  還是就這樣
[00:14:23.380 --> 00:14:26.380]  是一個很真實的陳述
[00:14:26.380 --> 00:14:29.380]  我想它各方面都帶著那個意味
[00:14:29.380 --> 00:14:32.380]  一方面就是事實這樣的陳述
[00:14:32.380 --> 00:14:36.380]  我們的民族是自從
[00:14:36.380 --> 00:14:38.380]  這個秘魯亞述
[00:14:38.380 --> 00:14:40.380]  秘魯巴比倫一直來
[00:14:40.380 --> 00:14:44.380]  後來在羅馬的殖民統治之下
[00:14:44.380 --> 00:14:46.380]  其實一直都是飄來飄去
[00:14:46.380 --> 00:14:49.380]  飄來飄去
[00:14:49.380 --> 00:14:53.380]  跟著他後來提說是寄居的
[00:14:53.380 --> 00:14:56.380]  是在世上做客旅的
[00:14:56.380 --> 00:14:58.380]  這個浮動
[00:14:58.380 --> 00:15:00.380]  給的是知的
[00:15:00.380 --> 00:15:04.380]  或者我們說天父是知的
[00:15:04.380 --> 00:15:06.380]  在這一切的處境裡面
[00:15:06.380 --> 00:15:08.380]  他提醒他們
[00:15:08.380 --> 00:15:12.380]  他們更重要的那個身份是什麼
[00:15:12.380 --> 00:15:17.380]  是照著父神的先見被揀選的
[00:15:17.380 --> 00:15:22.380]  是藉著聖靈得成聖潔
[00:15:22.380 --> 00:15:25.380]  是蒙基督的血所灑的
[00:15:25.380 --> 00:15:28.380]  對不起我真的要
[00:15:28.380 --> 00:15:32.380]  三一的真神
[00:15:32.380 --> 00:15:34.380]  跟那個收信的人
[00:15:34.380 --> 00:15:37.380]  跟那個散居各處的人
[00:15:37.380 --> 00:15:39.380]  三一的真神
[00:15:39.380 --> 00:15:42.380]  跟那個屬主的人
[00:15:42.380 --> 00:15:44.380]  那個的生命
[00:15:44.380 --> 00:15:46.380]  那個的結念
[00:15:46.380 --> 00:15:49.380]  是多麼的寶貴
[00:15:49.380 --> 00:15:53.380]  當人是失去某一些身份
[00:15:53.380 --> 00:15:55.380]  是漂流的時候
[00:15:55.380 --> 00:15:57.380]  他可能真的成為一個
[00:15:57.380 --> 00:16:00.380]  非常之迷失的人
[00:16:00.380 --> 00:16:04.380]  自我的價值可能都貶低了
[00:16:04.380 --> 00:16:06.380]  但是給的是一開口
[00:16:06.380 --> 00:16:08.380]  就跟他們說
[00:16:08.380 --> 00:16:12.380]  聖父、聖子、聖靈
[00:16:12.380 --> 00:16:16.380]  跟你有心不可分的關係
[00:16:16.380 --> 00:16:19.380]  聖父認識揀選你
[00:16:19.380 --> 00:16:25.380]  聖靈是使你被分別出來
[00:16:25.380 --> 00:16:27.380]  分別為聖
[00:16:27.380 --> 00:16:29.380]  是印記在你的生命
[00:16:29.380 --> 00:16:31.380]  擁有了你
[00:16:31.380 --> 00:16:32.380]  而之所以是這樣
[00:16:32.380 --> 00:16:37.380]  因為有聖子基督的補血灑在你身上
[00:16:37.380 --> 00:16:41.380]  這個三一神的信仰
[00:16:41.380 --> 00:16:44.380]  是極之重要的信仰
[00:16:44.380 --> 00:16:47.380]  希望我們都繼續學習
[00:16:47.380 --> 00:16:49.380]  這個所謂三一神
[00:16:49.380 --> 00:16:51.380]  聖父、聖子、聖靈
[00:16:51.380 --> 00:16:53.380]  與我們的關係是什麼
[00:16:53.380 --> 00:16:57.380]  教會裏面一些時不時有的爭議
[00:16:57.380 --> 00:16:59.380]  有時太強調某一位
[00:16:59.380 --> 00:17:01.380]  忽略了另外一位
[00:17:01.380 --> 00:17:05.380]  或者完全禁絕不敢提任何一位
[00:17:05.380 --> 00:17:10.380]  我覺得這個都是我們今天這些保守信仰的福音教會
[00:17:10.380 --> 00:17:13.380]  必須要清醒過來悔改的一件事
[00:17:13.380 --> 00:17:15.380]  聖父、聖子、聖靈
[00:17:15.380 --> 00:17:18.380]  對我們是何等的珍惜
[00:17:18.380 --> 00:17:20.380]  何等的重要
[00:17:20.380 --> 00:17:23.380]  是這樣施恩保護我們
[00:17:23.380 --> 00:17:27.380]  就簡簡單單開始的兩節
[00:17:27.380 --> 00:17:31.380]  接著我們開始進入那封信的正題
[00:17:31.380 --> 00:17:35.380]  它是用這個頌讚敬拜來開始的
[00:17:35.380 --> 00:17:39.380]  可以說是一開口它就Hallelujah
[00:17:39.380 --> 00:17:44.380]  我們都要學做一些懂得喊Hallelujah的群體
[00:17:44.380 --> 00:17:49.380]  不要將這個高呼Hallelujah成為一個罕有的事
[00:17:49.380 --> 00:17:53.380]  或者成為某一些弟兄姊妹尊有的權利
[00:17:53.380 --> 00:17:55.380]  不如你就說一聲
[00:17:55.380 --> 00:17:57.380]  Hallelujah
[00:17:57.380 --> 00:18:01.380]  如果你聽了我們剛才所分享的
[00:18:01.380 --> 00:18:03.380]  你都有所感觸的
[00:18:03.380 --> 00:18:07.380]  你會說「是的,我真的有這個很重要的身分」
[00:18:07.380 --> 00:18:11.380]  「是的,我真的軟弱失敗過,但是主耶穌沒有放棄我」
[00:18:11.380 --> 00:18:15.380]  「Hallelujah,是的,我真的被天父揀選」
[00:18:15.380 --> 00:18:18.380]  「被聖靈分別,被基督潔淨的」
[00:18:18.380 --> 00:18:21.380]  「Hallelujah」
[00:18:21.380 --> 00:18:24.380]  願頌讚歸給他
[00:18:24.380 --> 00:18:26.380]  歸給他什麼意思呢?
[00:18:26.380 --> 00:18:34.380]  其實福音信仰的重點是在於上主的憐憫
[00:18:34.380 --> 00:18:36.380]  他極大的憐憫
[00:18:36.380 --> 00:18:40.380]  臨到一群流離失所
[00:18:40.380 --> 00:18:43.380]  臨到一群五逆背叛
[00:18:43.380 --> 00:18:45.380]  臨到一群軟弱的人
[00:18:45.380 --> 00:18:46.380]  他是憐憫我們
[00:18:46.380 --> 00:18:47.380]  怎麼憐憫呢?
[00:18:47.380 --> 00:18:50.380]  曾經直著自己的大憐憫
[00:18:50.380 --> 00:18:53.380]  直著耶穌基督從死裡復活
[00:18:53.380 --> 00:18:56.380]  重生了我們
[00:18:56.380 --> 00:18:59.380]  所以被重生的身份
[00:18:59.380 --> 00:19:03.380]  是我們最重要的身份
[00:19:03.380 --> 00:19:06.380]  重生是什麼一回事呢?
[00:19:06.380 --> 00:19:10.380]  或者說基督耶穌復活是什麼一回事呢?
[00:19:10.380 --> 00:19:13.380]  我最近不斷地反省
[00:19:13.380 --> 00:19:16.380]  到底福音應該怎麼說
[00:19:16.380 --> 00:19:19.380]  到底福音是什麼一回事
[00:19:19.380 --> 00:19:21.380]  其中一樣學習到的就是
[00:19:21.380 --> 00:19:26.380]  福音其實就是歷史
[00:19:26.380 --> 00:19:28.380]  是事實
[00:19:28.380 --> 00:19:31.380]  福音是講事實的
[00:19:31.380 --> 00:19:33.380]  是講真相的
[00:19:33.380 --> 00:19:35.380]  是講歷史的
[00:19:35.380 --> 00:19:41.380]  上主的行事的記錄的
[00:19:41.380 --> 00:19:47.380]  所以我們福音不是講一套道德的規範
[00:19:47.380 --> 00:19:51.380]  不是講一堆哲學的理念
[00:19:51.380 --> 00:19:56.380]  而是講一個實實在在活生生的舊主
[00:19:56.380 --> 00:19:59.380]  耶穌基督在世界上
[00:19:59.380 --> 00:20:04.380]  為這個世人、為這個世界、為他的國度
[00:20:04.380 --> 00:20:08.380]  在歷史上所展開的工作
[00:20:08.380 --> 00:20:12.380]  並且在今時今日繼續他的工作
[00:20:12.380 --> 00:20:15.380]  因為這個歷史是一個延續的歷史
[00:20:15.380 --> 00:20:17.380]  是不分割的歷史
[00:20:17.380 --> 00:20:21.380]  所以我們的信仰是一種不分割的信仰
[00:20:21.380 --> 00:20:26.380]  這個思想我不知道有多少弟兄姊妹
[00:20:26.380 --> 00:20:30.380]  一起去感受、一起去掌握
[00:20:30.380 --> 00:20:33.380]  因為我發覺有一個危機
[00:20:33.380 --> 00:20:36.380]  我們的福音思想很容易從一信主
[00:20:36.380 --> 00:20:39.380]  就跳到永生
[00:20:39.380 --> 00:20:43.380]  從一信主就跳到死後上天堂
[00:20:43.380 --> 00:20:48.380]  然後中間就沒有什麼發生
[00:20:48.380 --> 00:20:53.380]  我覺得這是一個很誇張的說法
[00:20:53.380 --> 00:20:56.380]  比較誇張的說法
[00:20:56.380 --> 00:20:59.380]  誇張的說法之所以會成立
[00:20:59.380 --> 00:21:04.380]  是因為我們有時候有些偏差了
[00:21:04.380 --> 00:21:06.380]  譬如你看書
[00:21:06.380 --> 00:21:10.380]  你只是用顏色筆去畫下那幾句
[00:21:10.380 --> 00:21:14.380]  然後你全本書都只是畫顏色筆那些書
[00:21:14.380 --> 00:21:17.380]  那本書可能你會錯失了
[00:21:17.380 --> 00:21:21.380]  作者全本書裡面所說的東西
[00:21:21.380 --> 00:21:23.380]  明白我說什麼嗎?
[00:21:23.380 --> 00:21:25.380]  強調得太多
[00:21:25.380 --> 00:21:27.380]  結果就以偏概全
[00:21:27.380 --> 00:21:30.380]  福音是耶穌基督的復活
[00:21:30.380 --> 00:21:35.380]  耶穌基督的復活是一個歷史上主的作為
[00:21:35.380 --> 00:21:39.380]  而他這個奇妙的歷史裡面的事實
[00:21:39.380 --> 00:21:42.380]  是成為我們信仰的宣告
[00:21:42.380 --> 00:21:44.380]  和我們信仰的基礎
[00:21:44.380 --> 00:21:46.380]  所以親愛的弟兄姊妹
[00:21:46.380 --> 00:21:48.380]  要否定信仰
[00:21:48.380 --> 00:21:52.380]  你可以千千萬萬個哲學的原因去否定
[00:21:52.380 --> 00:21:54.380]  但在歷史的事實裡面
[00:21:54.380 --> 00:21:56.380]  是沒有人能夠否定得到
[00:21:56.380 --> 00:22:00.380]  而很多的經歷很多的見證都告訴我們
[00:22:00.380 --> 00:22:07.380]  凡是直接去面對這位在歷史裡面復活的耶穌的人
[00:22:07.380 --> 00:22:09.380]  反而他們一信的時候
[00:22:09.380 --> 00:22:12.380]  是一個非常堅定繼續相信下去
[00:22:12.380 --> 00:22:14.380]  我覺得我們今天都要學習
[00:22:14.380 --> 00:22:16.380]  重建我們的信仰
[00:22:16.380 --> 00:22:18.380]  建立我們的信心
[00:22:18.380 --> 00:22:21.380]  就是因為耶穌基督是憐憫
[00:22:21.380 --> 00:22:24.380]  叫我們得到新的生命
[00:22:24.380 --> 00:22:28.380]  與基督的生命有了那種結合
[00:22:28.380 --> 00:22:31.380]  與上主之間的破損的關係
[00:22:31.380 --> 00:22:34.380]  能夠破鏡重圓
[00:22:34.380 --> 00:22:36.380]  那有什麼呢?
