
[00:00:00.000 --> 00:00:06.080]  我們今天來到去思上一段的聖經
[00:03:00.600 --> 00:03:02.920]  內霸 吃飯了
[00:03:02.920 --> 00:03:06.320]  好了 都燒到凍了 山山來遲了
[00:03:06.320 --> 00:03:08.720]  東西這麼凍
[00:03:08.720 --> 00:03:10.640]  放了半天還不凍嗎?
[00:03:10.640 --> 00:03:11.560]  是不是?
[00:03:11.560 --> 00:03:15.800]  原來有時候我們呼籲人
[00:03:15.800 --> 00:03:18.720]  人不一定有回應的
[00:03:18.720 --> 00:03:22.360]  這個地方何西雅先知就來一個呼籲
[00:03:22.360 --> 00:03:24.840]  他說來啊 他說來幹什麼?
[00:03:24.840 --> 00:03:28.240]  我們要歸向耶和華
[00:03:28.240 --> 00:03:31.160]  歸向的意思是什麼?
[00:03:31.160 --> 00:03:33.920]  什麼叫歸向?
[00:03:33.920 --> 00:03:36.200]  我們要去哪裡玩?
[00:03:36.200 --> 00:03:39.160]  我們不是說我們歸向哪裡玩的 是不是?
[00:03:39.160 --> 00:03:41.680]  歸去通常是去哪裡?
[00:03:41.680 --> 00:03:43.760]  回歸 是不是?
[00:03:43.760 --> 00:03:45.280]  回家就回歸 是不是?
[00:03:45.280 --> 00:03:46.800]  回鄉下就回歸
[00:03:46.800 --> 00:03:49.840]  我們去歐洲 我們不會回歸歐洲
[00:03:49.840 --> 00:03:52.080]  不會 是不是? 除非我們再移民
[00:03:52.080 --> 00:03:54.720]  是不是? 我們看到加拿大這麼亂
[00:03:54.720 --> 00:03:57.800]  是不是? 我們看到三級政府
[00:03:57.800 --> 00:04:01.040]  聯邦政府管外交
[00:04:01.040 --> 00:04:05.680]  管國防 還有賣大麻 是不是?
[00:04:05.680 --> 00:04:07.440]  省政府又怎麼樣?
[00:04:07.440 --> 00:04:10.080]  管醫療 管教育
[00:04:10.080 --> 00:04:12.560]  十幾年沒有更新過的課程
[00:04:12.560 --> 00:04:15.840]  然後就要逼國士都一定要賣大麻
[00:04:15.840 --> 00:04:18.120]  上面是准賣 下面一定要你賣
[00:04:18.120 --> 00:04:20.160]  不可以不賣 大家有看新聞
[00:04:20.160 --> 00:04:23.240]  有些師姐說 我們不想賣的 行不行?
[00:04:23.240 --> 00:04:25.200]  省政府說不行 你一定要賣
[00:04:25.200 --> 00:04:27.440]  說遲些可能一定要你吃
[00:04:27.440 --> 00:04:32.480]  上面都是准賣 下面一定要你
[00:04:32.480 --> 00:04:36.520]  都沒辦法 一家有四棵 是不是?
[00:04:36.520 --> 00:04:38.480]  我在想 怎麼叫四棵呢?
[00:04:38.480 --> 00:04:40.360]  是算斤還是算磅呢? 是不是?
[00:04:40.360 --> 00:04:41.840]  都不知道的 是不是?
[00:04:41.840 --> 00:04:43.600]  還有是植物來的 大家種的東西
[00:04:43.600 --> 00:04:46.200]  它自己會散的 是不是?
[00:04:46.200 --> 00:04:48.280]  除非你種在盆裡 你種在地上
[00:04:48.280 --> 00:04:52.000]  你種在前院被小孩吃了 那怎麼辦呢?
[00:04:52.000 --> 00:04:54.320]  不知道
[00:04:54.320 --> 00:04:55.440]  但這裡說什麼呢?
[00:04:55.440 --> 00:04:57.680]  他說我們歸向
[00:04:57.680 --> 00:04:59.840]  歸向的意思是說什麼呢?
[00:04:59.840 --> 00:05:03.600]  歸向的意思是原本在那裡來的
[00:05:03.600 --> 00:05:07.440]  不過我們離開了 是不是?
[00:05:07.440 --> 00:05:12.800]  離開了又要回去 叫歸向
[00:05:12.800 --> 00:05:13.720]  對不對?
[00:05:13.720 --> 00:05:18.520]  所以千次說 回來啦 回來啦
[00:05:18.520 --> 00:05:23.440]  我們要歸向耶和華
[00:05:23.440 --> 00:05:26.120]  耶和華是誰來的呢?
[00:05:26.120 --> 00:05:28.680]  耶和華就是創造天地的主
[00:05:28.680 --> 00:05:34.960]  我還記得我17歲開始做社區服務
[00:05:34.960 --> 00:05:38.680]  那時候第一批服務的就是石傑尾的街童
[00:05:38.680 --> 00:05:42.360]  我相信大家看上去大部分都是香港背景 是不是?
[00:05:42.360 --> 00:05:45.560]  石傑尾在哪裡?
[00:05:45.560 --> 00:05:47.560]  石傑尾在西市區 是不是?
[00:05:47.560 --> 00:05:49.000]  如果你看《獅子山下》
[00:05:49.000 --> 00:05:52.840]  都是拿那些 我們差不多很多人都看過《獅子山下》
[00:05:52.840 --> 00:05:55.120]  特別第一輯梁榮的那一輯
[00:05:55.120 --> 00:05:58.480]  還記得嗎? 郭建清經常去洗澡
[00:05:58.480 --> 00:06:02.320]  那些公共浴室 沒有浴室的 是不是?
[00:06:02.320 --> 00:06:04.760]  沒有浴室的 我心水補大的
[00:06:04.760 --> 00:06:06.720]  黏著就是石傑尾
[00:06:06.720 --> 00:06:10.560]  那時候我大大就覺得需要幫那幫街童
[00:06:10.560 --> 00:06:12.720]  為什麼?那幫街童回到家裡
[00:06:12.720 --> 00:06:15.440]  爸爸媽媽7點11分
[00:06:15.440 --> 00:06:19.400]  7點就起床上班 11點就下班
[00:06:19.400 --> 00:06:23.400]  小朋友下午3點、4點就下課回家
[00:06:23.400 --> 00:06:27.880]  有家回家 沒錯 回家了
[00:06:27.880 --> 00:06:30.400]  家裡沒有人 那又怎麼樣?
[00:06:30.400 --> 00:06:32.960]  那就出街玩 出街打架
[00:06:32.960 --> 00:06:36.000]  出街偷東西 做壞事 是不是?
[00:06:36.000 --> 00:06:40.160]  那時候我們說這幫小朋友有家都跪不得
[00:06:40.160 --> 00:06:43.920]  那怎麼樣?我們就在石傑尾附近找一間小學
[00:06:43.920 --> 00:06:46.120]  就幫他們辦一些補習班
[00:06:46.120 --> 00:06:48.520]  由5點補到7點
[00:06:48.520 --> 00:06:50.720]  那我一個星期就5天
[00:06:50.720 --> 00:06:52.720]  每天就幫他們補兩個小時
[00:06:52.720 --> 00:06:54.920]  一個星期10個小時 是不是?
[00:06:54.920 --> 00:06:56.960]  加拿大你要做高中
[00:06:56.960 --> 00:06:58.480]  你40個小時就搞定了
[00:06:58.480 --> 00:07:01.080]  我4個星期就已經做足了 是不是?
[00:07:01.080 --> 00:07:04.560]  那時候大家都知道了 香港沒有義工時間的
[00:07:04.560 --> 00:07:06.880]  是不是?我一做就做了兩年了
[00:07:06.880 --> 00:07:12.320]  就幫那些小朋友有家跪不得
[00:07:12.320 --> 00:07:14.320]  接著就讀神學了
[00:07:14.320 --> 00:07:16.320]  讀神學就去了橫頭磡
[00:07:16.320 --> 00:07:18.080]  去了橫頭磡做實習的時候
[00:07:18.080 --> 00:07:21.160]  就幫那幫邊青了 是不是?
[00:07:21.160 --> 00:07:23.160]  我們希望他們能夠回頭是人
[00:07:23.160 --> 00:07:26.680]  什麼叫邊青?就是近乎黑社會了
[00:07:26.680 --> 00:07:30.440]  那究竟是去黑社會還是去教會呢?
[00:07:30.440 --> 00:07:33.840]  所以那段時間我就在橫頭磡的教會那裡
[00:07:33.840 --> 00:07:36.200]  就幫助那些邊緣青少年
[00:07:36.200 --> 00:07:41.640]  希望他們能夠快點回頭是人 回歸了
[00:07:41.640 --> 00:07:45.600]  我上學畢業在長沙環木會
[00:07:45.600 --> 00:07:47.840]  那裡附近有一些大廈
[00:07:47.840 --> 00:07:51.120]  我們帶著弟兄姐妹就做棟大廈
[00:07:51.120 --> 00:07:52.800]  去拍門前福音
[00:07:52.800 --> 00:07:55.640]  拍著拍著就拍了幾個單位出來
[00:07:55.640 --> 00:07:58.520]  裡面住了一些農屋老人
[00:07:58.520 --> 00:07:59.720]  大家知道農屋嗎?
[00:07:59.720 --> 00:08:02.680]  那些六架床 弄成一個籠子
[00:08:02.680 --> 00:08:04.680]  那些老人家就在裡面住了
[00:08:04.680 --> 00:08:06.680]  他們有地方埋舟
[00:08:06.680 --> 00:08:09.880]  但是沒有家人
[00:08:09.880 --> 00:08:13.720]  所以每一個老人家住在一個籠子裡面
[00:08:13.720 --> 00:08:15.600]  他們比睡街還要好
[00:08:15.600 --> 00:08:17.600]  他們住在一個籠子裡面
[00:08:17.600 --> 00:08:21.000]  他們有家 但是又好像沒有
[00:08:21.000 --> 00:08:24.120]  這些人 你猜他們心裡想不想有個家呢?
[00:08:24.120 --> 00:08:26.120]  想
[00:08:26.120 --> 00:08:27.560]  何西晏在說什麼呢?
[00:08:27.560 --> 00:08:31.200]  他說:來啊 我們要回歸
[00:08:31.200 --> 00:08:33.960]  回歸誰?回歸耶和華
[00:08:33.960 --> 00:08:37.520]  何西晏是對著當時的以色列人說這個話
[00:08:37.520 --> 00:08:38.800]  以色列人是什麼人呢?
[00:08:38.800 --> 00:08:42.520]  以色列人是上帝從埃及救出來
[00:08:42.520 --> 00:08:44.680]  從圍爐之地救出來
[00:08:44.680 --> 00:08:46.680]  希望他們做自由人
[00:08:46.680 --> 00:08:49.280]  自由的意思不是從今以後就發發落落
[00:08:49.280 --> 00:08:50.760]  好像童話故事那樣
[00:08:50.760 --> 00:08:52.680]  兩個走在一起 從今以後就發發落落
[00:08:52.680 --> 00:08:53.480]  就這樣生活下去了
[00:08:53.480 --> 00:08:55.080]  然後發生什麼事呢?就不知道了
[00:08:55.080 --> 00:08:58.600]  所以我們看這個白雪公主沒有後傳的
[00:08:58.600 --> 00:08:59.680]  沒有續集的 是不是?
[00:08:59.680 --> 00:09:01.040]  一結了婚就發發落落的
[00:09:01.040 --> 00:09:02.400]  大家結了婚 大家都知道
[00:09:02.400 --> 00:09:04.400]  是不是這麼簡單 發發落落的 是不是?
[00:09:04.400 --> 00:09:06.400]  大家心裡有數了 是不是?
[00:09:06.400 --> 00:09:10.560]  然後全部人去到那裡一結婚就發發落落的了
[00:09:10.560 --> 00:09:12.960]  就沒有後傳的 沒有續集的
[00:09:12.960 --> 00:09:14.960]  為什麼呢?因為大家知道
[00:09:14.960 --> 00:09:19.440]  很多人就說婚姻是愛情的墳墓
[00:09:19.440 --> 00:09:20.160]  是不是?
[00:09:20.160 --> 00:09:21.800]  那是真的 真是的
[00:09:21.800 --> 00:09:23.360]  真是愛情的墳墓 為什麼呢?
[00:09:23.360 --> 00:09:25.240]  因為活著的不再是我了
[00:09:25.240 --> 00:09:26.880]  死了 是不是?
[00:09:26.880 --> 00:09:28.880]  是不是?那個我死了
[00:09:28.880 --> 00:09:30.680]  那個我死了 那還不是墳墓
[00:09:30.680 --> 00:09:34.560]  要埋葬了自己 專心去愛對方
[00:09:34.560 --> 00:09:36.760]  所以在婚日禮儀的時候 我們經常都說
[00:09:36.760 --> 00:09:39.160]  我們很多時候都喜歡讀這個
[00:09:39.160 --> 00:09:41.160]  《過林多前書》十三章 是不是?
[00:09:41.160 --> 00:09:43.160]  愛是
[00:09:43.160 --> 00:09:47.760]  是的 愛是 行久了?
[00:09:47.760 --> 00:09:48.840]  忍耐
[00:09:48.840 --> 00:09:51.880]  你說 哇 真是愛就是天天都很開心
[00:09:51.880 --> 00:09:53.880]  天天都好像蜜月一樣
[00:09:53.880 --> 00:09:55.880]  用不著忍啊?
[00:09:55.880 --> 00:09:58.360]  用不著忍啊?
[00:09:58.360 --> 00:10:00.360]  天天都這麼開心 用不著忍啊?
[00:10:00.880 --> 00:10:02.880]  開心不用忍的
[00:10:02.880 --> 00:10:04.880]  當然是支持不住才要忍 是不是?
[00:10:04.880 --> 00:10:07.080]  是不是?
[00:10:07.080 --> 00:10:08.920]  所以什麼叫愛?
[00:10:08.920 --> 00:10:10.920]  愛就是你選一個人去忍他
[00:10:10.920 --> 00:10:13.680]  你明白嗎?
[00:10:13.680 --> 00:10:15.040]  就是這麼多個 我都不忍的
[00:10:15.040 --> 00:10:17.040]  我只選了你來忍的
[00:10:17.040 --> 00:10:19.840]  這樣才叫愛 是不是?
[00:10:19.840 --> 00:10:22.120]  不要解錯 不是說天天都很快樂
[00:10:22.120 --> 00:10:23.680]  天天都很開心 是不是?
[00:10:23.680 --> 00:10:26.720]  老公永遠俊俏 老婆永遠美麗
[00:10:26.720 --> 00:10:27.760]  沒有這樣的事
[00:10:27.760 --> 00:10:29.360]  那究竟事實是什麼呢?
[00:10:29.360 --> 00:10:30.680]  事實就是結了婚之後
[00:10:30.680 --> 00:10:34.200]  大家就見到真面目 其實一向都是真的
[00:10:34.200 --> 00:10:35.360]  不過談戀愛的時候
[00:10:35.360 --> 00:10:38.520]  就不知道為什麼 戴了個不知道什麼的護照
[00:10:38.520 --> 00:10:40.840]  大家看不到而已 是不是?
[00:10:40.840 --> 00:10:42.280]  其實一向都是這樣的了
[00:10:42.280 --> 00:10:44.680]  你旁邊的人都告訴你 他是這樣的了
[00:10:44.680 --> 00:10:47.120]  就是這樣縱容下去而已 是不是?
[00:10:47.120 --> 00:10:47.720]  為什麼?
[00:10:47.720 --> 00:10:51.600]  因為天下人間這麼多棵樹
[00:10:51.600 --> 00:10:52.840]  這麼多棵草
[00:10:52.840 --> 00:10:56.800]  你選了這棵樹 選了這棵草來忍
[00:10:56.800 --> 00:10:57.400]  是不是?
[00:10:57.400 --> 00:10:59.120]  那忍多久在盤旋上?
[00:10:59.120 --> 00:11:02.520]  恆久忍嘛
[00:11:02.520 --> 00:11:04.640]  知道什麼叫恆久忍嗎?
[00:11:04.640 --> 00:11:06.040]  就是一直忍下去
[00:11:06.040 --> 00:11:07.080]  那忍到什麼時候?
[00:11:07.080 --> 00:11:10.080]  那就忍到你死我亡
[00:11:10.080 --> 00:11:11.240]  一個死了
[00:11:11.240 --> 00:11:12.920]  沒得忍了 沒人要忍了 是不是?
[00:11:12.920 --> 00:11:14.120]  我自己死了
[00:11:14.120 --> 00:11:15.600]  沒有東西需要忍
[00:11:15.600 --> 00:11:20.000]  所以愛在聖經裡面是一個很高層次的東西
[00:11:20.000 --> 00:11:21.800]  不是一些膚淺的東西
[00:11:21.800 --> 00:11:22.400]  這裡說什麼?
[00:11:22.400 --> 00:11:24.480]  我們要歸向 歸向誰?
[00:11:24.480 --> 00:11:26.560]  歸向那個愛我們的上帝
[00:11:26.560 --> 00:11:28.240]  對先知來說是什麼?
[00:11:28.240 --> 00:11:33.480]  就是對著那幫願意跟從神
[00:11:33.480 --> 00:11:37.760]  從圍爐之地去到迦南地
[00:11:37.760 --> 00:11:40.280]  有新生活 有新的角色
[00:11:40.280 --> 00:11:43.960]  原本在埃及做什麼的?
[00:11:43.960 --> 00:11:45.720]  做奴隸
[00:11:45.720 --> 00:11:47.160]  上帝帶了你出來
[00:11:47.160 --> 00:11:49.240]  我們在初一及二十九章告訴你
[00:11:49.240 --> 00:11:52.640]  你就要成為祭司的國度
[00:11:52.640 --> 00:11:53.360]  知道是什麼嗎?
[00:11:53.360 --> 00:11:58.480]  成為了上帝和世人之間的橋樑
[00:11:58.480 --> 00:12:01.400]  沒有人認識上帝的 靠你了
[00:12:01.400 --> 00:12:04.000]  他們的身份就馬上不同了
[00:12:04.000 --> 00:12:07.520]  所以上帝就給了很多指引 給了很多律法
[00:12:07.520 --> 00:12:09.200]  新約的時候 人們就以為
[00:12:09.200 --> 00:12:12.120]  原來這些律法可以幫我們得救了
[00:12:12.120 --> 00:12:14.240]  好像保羅微信主事人那樣
[00:12:14.240 --> 00:12:15.920]  後來就明白 原來不是
[00:12:15.920 --> 00:12:19.400]  是得救了之後才按那些規矩去做事的
[00:12:19.400 --> 00:12:21.480]  看上去有很多人跟我年紀差不多
[00:12:21.480 --> 00:12:23.400]  在我年紀的時候讀中學
[00:12:23.400 --> 00:12:24.400]  不知道大家還記不記得
[00:12:24.400 --> 00:12:30.040]  很喜歡去買那些大學的那些大專的毛衣
[00:12:30.040 --> 00:12:30.920]  還記得嗎?
[00:12:30.920 --> 00:12:33.600]  有反應 我聽到 是不是?
[00:12:33.600 --> 00:12:36.160]  Hong Kong U 在袋子裡 很有型的
[00:12:36.160 --> 00:12:38.920]  Hong Kong Polytechnic 背著袋子
[00:12:38.920 --> 00:12:41.640]  久不搭班了 讀中學怎麼會有理工學院
[00:12:41.640 --> 00:12:44.840]  香港大學的袋書包才有型
[00:12:44.840 --> 00:12:47.480]  那個年代是這樣的 是不是?
[00:12:47.480 --> 00:12:51.720]  就算你穿著那件大學的恤衫 毛衣
[00:12:51.720 --> 00:12:55.120]  背著袋子 你在大學裡面走來走去
[00:12:55.120 --> 00:12:58.720]  等不等於你成為了那間大學的學生呢?
[00:12:58.720 --> 00:13:02.280]  不會的 是不是?
[00:13:02.280 --> 00:13:09.200]  不會的 同樣我們做齊了舊約的那些查參篤參
[00:13:09.200 --> 00:13:12.600]  不代表我們成為了上帝的子民了
[00:13:12.600 --> 00:13:14.240]  只有什麼呢? 才知道說了
[00:13:14.240 --> 00:13:18.360]  我們要歸向神 歸向的意思是什麼呢?
[00:13:18.360 --> 00:13:24.480]  因為原來雖然這幫百姓被稱為上帝的百姓
[00:13:24.480 --> 00:13:28.080]  但是其實在心底裡他們不服上帝
[00:13:28.080 --> 00:13:31.280]  所以有時候我們讀聖經
[00:13:31.280 --> 00:13:36.720]  妻子要順服丈夫 馬上就已經不服了
[00:13:36.720 --> 00:13:38.120]  是不是? 為什麼?
[00:13:38.120 --> 00:13:40.480]  不是吧? 她我都要順服?
[00:13:40.480 --> 00:13:43.280]  你解錯了 什麼叫順服?
[00:13:43.280 --> 00:13:45.240]  順服不是佩服
[00:13:45.240 --> 00:13:47.560]  如果佩服的話 哇 她真的很毒 不得了
[00:13:47.560 --> 00:13:50.920]  我佩服得不得了 那個就不需要順服了
[00:13:50.920 --> 00:13:55.280]  因為她已經很被你所仰慕了 是不是?
[00:13:55.280 --> 00:13:58.080]  不是吧? 這樣都行?
[00:13:58.080 --> 00:14:02.440]  好 給面子耶穌 我服你 這個叫順服
[00:14:02.440 --> 00:14:06.320]  行不行? 是因為我服了耶穌
[00:14:06.320 --> 00:14:09.360]  所以才服你 我真的服得你服得很厲害
[00:14:09.360 --> 00:14:12.040]  是不是? 但是因為主的緣故
[00:14:12.040 --> 00:14:16.600]  我給你幾分薄面 這樣解釋的
[00:14:16.600 --> 00:14:20.320]  所以原來昔日以色列人
[00:14:20.320 --> 00:14:22.800]  他們雖然蒙上帝的拯救
[00:14:22.800 --> 00:14:25.920]  從遺牢之地成為了祭司的國度
[00:14:25.920 --> 00:14:30.640]  但是他不珍惜這個身份 也不懂得珍惜
[00:14:30.640 --> 00:14:32.440]  結果他們喜歡自己做的事情
[00:14:32.440 --> 00:14:34.680]  人都是喜歡做自己要做的事情 是不是?
[00:14:34.680 --> 00:14:38.040]  最近我身體不是很好
[00:14:38.040 --> 00:14:39.480]  膝蓋又痛了
[00:14:39.480 --> 00:14:42.600]  膝蓋痛 我做了一個練習就好了很多
[00:14:42.600 --> 00:14:44.440]  不知道大家有沒有膝蓋痛
[00:14:44.440 --> 00:14:47.720]  膝蓋痛有一個練習很好的 就是紮馬
[00:14:47.720 --> 00:14:53.480]  很簡單的 我記得有一次我有一個叔叔
[00:14:53.480 --> 00:14:58.280]  主學完了 他在喝咖啡的地方
[00:14:58.280 --> 00:15:02.840]  就拿著一支水滴在那裡按我
[00:15:02.840 --> 00:15:05.160]  我就問叔叔在玩什麼?
[00:15:05.160 --> 00:15:07.560]  他說沒有啊 叔叔膝蓋痛
[00:15:07.560 --> 00:15:11.800]  所以希望鍛鍊大腿的肌肉 是不是?
[00:15:11.800 --> 00:15:14.520]  就在那裡按啊按啊
[00:15:14.520 --> 00:15:17.640]  我跟他說叔叔 理論上是對的
[00:15:17.640 --> 00:15:22.680]  是應該要建立大腿的肌肉
[00:15:22.680 --> 00:15:25.320]  但是就不可以這樣按的
[00:15:25.320 --> 00:15:29.520]  因為這樣按會勞損膝蓋的軟骨
[00:15:29.520 --> 00:15:31.680]  那應該怎麼做?
[00:15:31.680 --> 00:15:35.080]  扶著 像這個港台這麼穩固的東西
[00:15:36.040 --> 00:15:40.200]  慢慢坐下 哎呀 痛
[00:15:40.200 --> 00:15:44.120]  升高一點 沒那麼痛的 扶著 扶著
[00:15:44.120 --> 00:15:48.840]  扶多久? 扶到你扶不住就站起來 是不是?
[00:15:48.840 --> 00:15:52.840]  接著不要走 沒那麼累了 再來一次
[00:15:52.840 --> 00:15:55.880]  那要做多久?
[00:15:55.880 --> 00:15:59.000]  我說你喜歡做多久就做多久
[00:15:59.000 --> 00:16:01.400]  那兩個月之後呢?
[00:16:01.400 --> 00:16:03.960]  三個月了 突然間走過來
[00:16:03.960 --> 00:16:06.120]  又是在早餐那裡 又是在教會
[00:16:06.120 --> 00:16:08.920]  走過來 走回頭 洗得了
[00:16:08.920 --> 00:16:11.960]  三個月前你說了些什麼基本上你不記得了 是不是?
[00:16:11.960 --> 00:16:14.200]  突然間有個人走過來告訴你 洗得了
[00:16:14.200 --> 00:16:16.200]  死了 說了什麼?
[00:16:16.200 --> 00:16:19.960]  他就說我教他那招 他說洗得了
[00:16:19.960 --> 00:16:22.280]  為什麼? 因為就這樣保持著
[00:16:22.280 --> 00:16:23.400]  我問他做多少?
[00:16:23.400 --> 00:16:25.880]  他說早五晚 早上吃完早餐就做
[00:16:25.880 --> 00:16:28.680]  看電視嘛 是不是? 幾十歲了 就看電視
[00:16:28.680 --> 00:16:32.040]  看電視就做做做 做到夠夠夠
[00:16:32.040 --> 00:16:34.760]  就休息一下看報紙
[00:16:34.760 --> 00:16:38.440]  到下午吃完下午又做 做完就睡覺
[00:16:38.440 --> 00:16:41.240]  是不是? 吃完晚飯看新聞又做
[00:16:41.240 --> 00:16:43.240]  一天三次
[00:16:43.240 --> 00:16:46.760]  每次他都告訴我 開頭有幾分鐘
[00:16:46.760 --> 00:16:50.040]  做著做著做著可以做到三十分鐘
[00:16:50.040 --> 00:16:52.040]  三個月就做了
[00:16:52.040 --> 00:16:55.400]  那我都一路做的 我膝蓋痛嘛
[00:16:55.400 --> 00:16:57.400]  那時候的物理治療師就教我
[00:16:57.400 --> 00:16:59.640]  你坐得低一點就坐低一點
[00:16:59.640 --> 00:17:01.240]  坐得低一點就坐低一點
[00:17:01.240 --> 00:17:03.800]  不要蹲下去 坐下去就好了
[00:17:03.800 --> 00:17:06.520]  坐下去最高境界是什麼呢?
[00:17:06.520 --> 00:17:08.520]  最高境界就是這樣
[00:17:08.520 --> 00:17:12.280]  大腿水平 放了圓棍就不滾動
[00:17:12.280 --> 00:17:15.640]  要保持有多久就要保持多久
[00:17:15.640 --> 00:17:19.480]  這樣你的大腿肌肉就會很結實
[00:17:19.480 --> 00:17:23.480]  不是不保持 沒有這麼痛
[00:17:23.480 --> 00:17:26.760]  最近沒辦法了 腰痛了
[00:17:30.040 --> 00:17:32.040]  腳刮 腳的腳
[00:17:32.040 --> 00:17:34.040]  這個都不知道是什麼
[00:17:34.040 --> 00:17:36.920]  腳和小腿中間的關節痛
[00:17:36.920 --> 00:17:38.600]  那裡沒有肌肉
[00:17:38.600 --> 00:17:40.600]  我都沒想到可以怎麼練
[00:17:40.600 --> 00:17:43.960]  以前我每次吃完飯
[00:17:43.960 --> 00:17:45.960]  我就出去走半個小時
[00:17:45.960 --> 00:17:48.680]  不是一吃完飯就走的
[00:17:48.680 --> 00:17:50.680]  是吃完飯半個小時才走
[00:17:50.680 --> 00:17:52.040]  很講究的 是不是?
[00:17:52.040 --> 00:17:53.400]  為什麼要這麼講究?
[00:17:53.400 --> 00:17:55.400]  要有知識
[00:17:57.160 --> 00:18:00.200]  做事要做對的位置才行
[00:18:00.200 --> 00:18:00.920]  是不是?
[00:18:00.920 --> 00:18:04.920]  有時候理論對 方法錯也是錯
[00:18:04.920 --> 00:18:08.440]  理論對 方法對 時間錯也是錯
[00:18:08.440 --> 00:18:09.160]  是不是?
[00:18:09.160 --> 00:18:11.880]  所以很多東西加起來對才會對的
[00:18:11.880 --> 00:18:14.440]  是不是? 隨便錯一樣就錯了
[00:18:14.440 --> 00:18:18.280]  所以當我們認識
[00:18:18.280 --> 00:18:22.440]  原來我們從上帝那裡來的時候
