
[00:00:00.000 --> 00:00:03.000]  各位早晨 我們低頭祈禱
[00:04:48.000 --> 00:04:52.000]  去看看在聖經裡面提到教導
[00:04:52.000 --> 00:04:55.000]  或者上帝對我們的教導
[00:04:55.000 --> 00:04:58.000]  我們去看看我們怎樣對我們下一代的教導
[00:04:58.000 --> 00:05:00.000]  應該是怎樣的做法
[00:05:00.000 --> 00:05:04.000]  我們打開舊約聖經《針研》第三章
[00:05:04.000 --> 00:05:07.000]  聖經的第770頁
[00:05:07.000 --> 00:05:10.000]  《針研》的第三章
[00:05:10.000 --> 00:05:13.000]  我們讀後的十二節
[00:05:13.000 --> 00:05:16.000]  找到的時候我們一起讀 好嗎?
[00:05:16.000 --> 00:05:19.000]  我而不要忘記我的法則
[00:05:19.000 --> 00:05:22.000]  你心要謹守我的誡明
[00:05:22.000 --> 00:05:25.000]  因為祂必將長久的日子
[00:05:25.000 --> 00:05:29.000]  生命的年數與平安加給你
[00:05:29.000 --> 00:05:33.000]  不可使慈愛誠實離開你
[00:05:33.000 --> 00:05:36.000]  要謹慎在你頸項上
[00:05:36.000 --> 00:05:38.000]  刻在你心板上
[00:05:38.000 --> 00:05:44.000]  這樣你必在上帝和世人眼前蒙恩寵有聰明
[00:05:44.000 --> 00:05:47.000]  你要專心仰賴耶和華
[00:05:47.000 --> 00:05:50.000]  不可以靠自己的聰明
[00:05:50.000 --> 00:05:54.000]  在你一切所行的事上都要認定祂
[00:05:54.000 --> 00:05:56.000]  祂必指引你的路
[00:05:56.000 --> 00:05:59.000]  不要自以為有智慧
[00:05:59.000 --> 00:06:02.000]  要敬畏耶和華遠離惡事
[00:06:02.000 --> 00:06:06.000]  這便醫治你的肚臍
[00:06:06.000 --> 00:06:08.000]  你的白骨
[00:06:08.000 --> 00:06:12.000]  你要以財物和一切初熟的土產
[00:06:12.000 --> 00:06:14.000]  尊榮耶和華
[00:06:14.000 --> 00:06:17.000]  這樣你的倉房必充滿有餘
[00:06:17.000 --> 00:06:20.000]  你的酒坑新酒盈日
[00:06:20.000 --> 00:06:24.000]  我而你不可輕看耶和華的管教
[00:06:24.000 --> 00:06:27.000]  也不可厭煩祂的責備
[00:06:27.000 --> 00:06:29.000]  因為耶和華所愛的
[00:06:29.000 --> 00:06:35.000]  祂必責備正如父親責備所喜愛的兒子
[00:06:35.000 --> 00:06:38.000]  這段聖經相信很多人都會讀過
[00:06:38.000 --> 00:06:40.000]  特別當中裏面有一句
[00:06:40.000 --> 00:06:42.000]  祂說你要專心仰賴耶和華
[00:06:42.000 --> 00:06:45.000]  不可以依靠自己的聰明
[00:06:45.000 --> 00:06:50.000]  又說我而你不可輕看耶和華的管教
[00:06:50.000 --> 00:06:53.000]  所以這段聖經充滿著
[00:06:53.000 --> 00:06:58.000]  上帝如何管教他的子民的一些訊息
[00:06:58.000 --> 00:07:02.000]  但在當中我想和大家分享五個
[00:07:02.000 --> 00:07:08.000]  我覺得在裏面提出的很重要的一些意思
[00:07:08.000 --> 00:07:12.000]  第一 祂說不要忘記
[00:07:12.000 --> 00:07:15.000]  我而你不要忘記我的法則
[00:07:15.000 --> 00:07:16.000]  要遵守
[00:07:16.000 --> 00:07:18.000]  不要忘記到一個甚麼地步
[00:07:18.000 --> 00:07:20.000]  要當它好像一條頸鏈
[00:07:20.000 --> 00:07:23.000]  或者當它胸口有塊牌
[00:07:23.000 --> 00:07:26.000]  刻在心裏 刻在你的面前
[00:07:26.000 --> 00:07:29.000]  讓你每一天都看到
[00:07:29.000 --> 00:07:34.000]  我們的教導如何可以令到我們的子女
[00:07:34.000 --> 00:07:37.000]  如何可以令到我們的學生不會忘記呢
[00:07:37.000 --> 00:07:39.000]  我們一會兒去想想
[00:07:39.000 --> 00:07:43.000]  第二 祂說最重要不要忘記的是甚麼呢
[00:07:43.000 --> 00:07:48.000]  祂說最重要不要忘記
[00:07:48.000 --> 00:07:53.000]  你要有恩慈和真理
[00:07:53.000 --> 00:07:56.000]  Truth and kindness
[00:07:56.000 --> 00:08:01.000]  祂說不可以任慈愛誠實離開你
[00:08:01.000 --> 00:08:03.000]  有一個很出名的
[00:08:03.000 --> 00:08:05.000]  在英國上一世紀
[00:08:05.000 --> 00:08:08.000]  有一個很出名的哲學家叫做羅素
[00:08:08.000 --> 00:08:12.000]  有人問他 如果今天我幫你錄影一段的片
[00:08:12.000 --> 00:08:15.000]  大家不知道有沒有看過這段錄影帶
[00:08:15.000 --> 00:08:17.000]  最近在網上很流行
[00:08:17.000 --> 00:08:18.000]  原來在BBC
[00:08:18.000 --> 00:08:21.000]  在1950年代的時候
[00:08:21.000 --> 00:08:24.000]  英國廣播公司做了一個訪問
[00:08:24.000 --> 00:08:26.000]  他問羅素先生
[00:08:26.000 --> 00:08:29.000]  如果我幫你錄影一段的說話
[00:08:29.000 --> 00:08:31.000]  你當它好像死海古卷那樣
[00:08:31.000 --> 00:08:35.000]  向一千年之後的人說話
[00:08:35.000 --> 00:08:37.000]  你會說甚麼呢
[00:08:37.000 --> 00:08:40.000]  他說我希望以後的人都記得
[00:08:40.000 --> 00:08:42.000]  人生裏面最重要的兩樣東西
[00:08:42.000 --> 00:08:44.000]  一個是intellectual的
[00:08:44.000 --> 00:08:46.000]  是智慧上的
[00:08:46.000 --> 00:08:48.000]  一個是moral的
[00:08:48.000 --> 00:08:50.000]  是道德上的
[00:08:50.000 --> 00:08:51.000]  智慧上的東西
[00:08:51.000 --> 00:08:53.000]  他說我希望所有的人記住
[00:08:53.000 --> 00:08:56.000]  當你尋求知識的時候
[00:08:56.000 --> 00:08:59.000]  最重要最重要的那樣東西
[00:08:59.000 --> 00:09:01.000]  是尋求甚麼是真理
[00:09:01.000 --> 00:09:03.000]  甚麼是真的
[00:09:03.000 --> 00:09:06.000]  不是尋求甚麼是你認為是真的
[00:09:06.000 --> 00:09:08.000]  不是尋求甚麼是社會覺得
[00:09:08.000 --> 00:09:10.000]  如果這樣是真的話
[00:09:10.000 --> 00:09:12.000]  就對我們有利了
[00:09:12.000 --> 00:09:14.000]  不是加上自己的interpretation
[00:09:14.000 --> 00:09:16.000]  自己的解釋
[00:09:16.000 --> 00:09:18.000]  而是甚麼就是真理
[00:09:18.000 --> 00:09:20.000]  What is truth
[00:09:20.000 --> 00:09:22.000]  and solely the truth
[00:09:22.000 --> 00:09:23.000]  他說
[00:09:23.000 --> 00:09:24.000]  第二呢
[00:09:24.000 --> 00:09:26.000]  他說他覺得
[00:09:26.000 --> 00:09:28.000]  以後的人要記住一樣東西
[00:09:28.000 --> 00:09:30.000]  就是因為這個世界
[00:09:30.000 --> 00:09:32.000]  我們有不同的人種
[00:09:32.000 --> 00:09:33.000]  有不同的意見
[00:09:33.000 --> 00:09:35.000]  有不同的背景的人
[00:09:35.000 --> 00:09:37.000]  我們要活在一起
[00:09:37.000 --> 00:09:39.000]  他說如果我們要一起活著
[00:09:39.000 --> 00:09:41.000]  不要一起滅亡的話
[00:09:41.000 --> 00:09:44.000]  他說愛是重要過
[00:09:44.000 --> 00:09:46.000]  是軟勝過憎恨
[00:09:46.000 --> 00:09:51.000]  包容是軟勝過批評
[00:09:51.000 --> 00:09:55.000]  Hate is superior to
[00:09:55.000 --> 00:09:58.000]  Love is superior to hatred
[00:09:58.000 --> 00:10:00.000]  Love is wise
[00:10:00.000 --> 00:10:02.000]  Hatred is foolish
[00:10:02.000 --> 00:10:04.000]  如果我們要一起的生活
[00:10:04.000 --> 00:10:07.000]  是可以大家共存的話
[00:10:07.000 --> 00:10:12.000]  愛是比憎恨軟勝百倍
[00:10:12.000 --> 00:10:14.000]  他也是
[00:10:14.000 --> 00:10:17.000]  其實和這段聖經所說的東西是非常相似
[00:10:17.000 --> 00:10:19.000]  要知道甚麼是真理
[00:10:19.000 --> 00:10:22.000]  不是你喜歡聽的真理
[00:10:22.000 --> 00:10:24.000]  有時候那些真理未必是適合你的
[00:10:24.000 --> 00:10:27.000]  未必是你可以接受的
[00:10:27.000 --> 00:10:29.000]  但是Truth is the truth
[00:10:29.000 --> 00:10:35.000]  他說甚麼是能夠令我們可以和別人在一起生存呢
[00:10:35.000 --> 00:10:37.000]  上帝都教我們
[00:10:37.000 --> 00:10:41.000]  不要讓慈愛誠實離開
[00:10:41.000 --> 00:10:43.000]  第三
[00:10:43.000 --> 00:10:46.000]  他說你要明白
[00:10:46.000 --> 00:10:50.000]  當你去專心仰賴耶和華的時候
[00:10:50.000 --> 00:10:52.000]  其實你是focus
[00:10:52.000 --> 00:10:54.000]  你是集中在他的身上
[00:10:54.000 --> 00:10:56.000]  不是仰賴自己的聰明
[00:10:56.000 --> 00:10:58.000]  這個又是再重一次說
[00:10:58.000 --> 00:11:04.000]  不是我自己認為這個世界甚麼是對的就一定是對的
[00:11:04.000 --> 00:11:06.000]  真理就是真理
[00:11:06.000 --> 00:11:10.000]  和你所了解的未必是完全一樣
[00:11:10.000 --> 00:11:12.000]  但是你要將你的Trust
[00:11:12.000 --> 00:11:17.000]  將你的信任和注意力集中在上帝的身上
[00:11:17.000 --> 00:11:21.000]  哈佛大學的醫學院的院長
[00:11:21.000 --> 00:11:23.000]  在幾十年前說過一句這樣的說話
[00:11:23.000 --> 00:11:25.000]  他說各位同學
[00:11:25.000 --> 00:11:27.000]  今天你們畢業了
[00:11:27.000 --> 00:11:31.000]  你們學了我們教你的醫學的知識
[00:11:31.000 --> 00:11:33.000]  不過幸運嗎
[00:11:33.000 --> 00:11:35.000]  當你畢業了之後十年
[00:11:35.000 --> 00:11:39.000]  大約有50%你學的東西是錯的
[00:11:39.000 --> 00:11:43.000]  因為今天教的東西是我們今天所明白的
[00:11:43.000 --> 00:11:45.000]  醫學上的東西是日新月異
[00:11:45.000 --> 00:11:47.000]  所以十年之後你可能發覺
[00:11:47.000 --> 00:11:50.000]  我們今天教你的東西有一半是錯的
[00:11:50.000 --> 00:11:55.000]  但是最慘的最麻煩的就是我不知道哪一半是錯的
[00:11:55.000 --> 00:11:57.000]  如果我知道我就不會教你錯的那一半
[00:11:57.000 --> 00:12:00.000]  但我就是不知道哪一半是錯的
[00:12:00.000 --> 00:12:05.000]  所以你要繼續尋求真理和知識
[00:12:05.000 --> 00:12:08.000]  其實是的
[00:12:08.000 --> 00:12:10.000]  我們用自己的腦袋
[00:12:10.000 --> 00:12:12.000]  用我的智慧認為今天的東西
[00:12:12.000 --> 00:12:15.000]  我認識的東西就是對的就是最對的
[00:12:15.000 --> 00:12:17.000]  其實是未必的
[00:12:17.000 --> 00:12:18.000]  所以要Focus
[00:12:18.000 --> 00:12:23.000]  要將你自己的注意力集中在上帝的身上
[00:12:23.000 --> 00:12:27.000]  就好像我們在大海之中的螺鈨
[00:12:27.000 --> 00:12:30.000]  就好像在海上的一個浮
[00:12:30.000 --> 00:12:33.000]  當我失去了方向的時候
[00:12:33.000 --> 00:12:36.000]  Focus myself on God
[00:12:36.000 --> 00:12:40.000]  讓你自己專注在耶和華的身上
[00:12:40.000 --> 00:12:41.000]  不單是專注
[00:12:41.000 --> 00:12:44.000]  第四點我想和你分享的是
[00:12:44.000 --> 00:12:46.000]  你要敬畏
[00:12:46.000 --> 00:12:48.000]  要有一種Fear
[00:12:48.000 --> 00:12:50.000]  要有一種敬畏的心
[00:12:50.000 --> 00:12:54.000]  我們今天聽到的口號是無畏無懼
[00:12:54.000 --> 00:12:56.000]  什麼事都不需要害怕
[00:12:56.000 --> 00:12:57.000]  無畏無懼
[00:12:57.000 --> 00:13:00.000]  只要我覺得我有你就可以了
[00:13:00.000 --> 00:13:01.000]  不是
[00:13:01.000 --> 00:13:03.000]  聖經說你要敬畏耶和華
[00:13:03.000 --> 00:13:06.000]  這個是智慧的開端
[00:13:06.000 --> 00:13:08.000]  原來我們需要有東西害怕的
[00:13:08.000 --> 00:13:10.000]  我們需要有東西要顧忌
[00:13:10.000 --> 00:13:11.000]  我們需要知道
[00:13:11.000 --> 00:13:15.000]  到哪一天我們要面對的是上帝
[00:13:15.000 --> 00:13:19.000]  並且當你賺到錢
[00:13:19.000 --> 00:13:22.000]  當你有了財物的時候
[00:13:22.000 --> 00:13:26.000]  你要去尊榮祂
[00:13:26.000 --> 00:13:29.000]  你要去Honor你的上帝
[00:13:29.000 --> 00:13:31.000]  不單要畏
[00:13:31.000 --> 00:13:33.000]  並且要敬
[00:13:33.000 --> 00:13:36.000]  要將你最好的獻給祂
[00:13:36.000 --> 00:13:41.000]  將你人生最集中的注意力放在祂身上
[00:13:41.000 --> 00:13:44.000]  而不是放在你自己身上
[00:13:44.000 --> 00:13:48.000]  今天我們往往去想想我們的事業
[00:13:48.000 --> 00:13:51.000]  我們同學畢業之後做什麼工作
[00:13:51.000 --> 00:13:54.000]  去哪裡生活
[00:13:54.000 --> 00:13:56.000]  在哪裡買一間房子
[00:13:56.000 --> 00:13:58.000]  找誰做我的太太
[00:13:58.000 --> 00:14:01.000]  全部都是從我的出發點去想
[00:14:01.000 --> 00:14:04.000]  我想要一個怎樣的人生
[00:14:04.000 --> 00:14:07.000]  但是聖經裡面的教導說
[00:14:07.000 --> 00:14:10.000]  你專注的應該是在上帝的身上
[00:14:10.000 --> 00:14:12.000]  不是在你自己的身上
[00:14:12.000 --> 00:14:14.000]  所以在你的成家立室
[00:14:14.000 --> 00:14:16.000]  在你的選擇工作
[00:14:16.000 --> 00:14:19.000]  甚至乎在你一生的目標上
[00:14:19.000 --> 00:14:22.000]  不是你自己是最重要的
[00:14:22.000 --> 00:14:24.000]  最後第五點
[00:14:24.000 --> 00:14:27.000]  這裡說在過程中
[00:14:27.000 --> 00:14:31.000]  少不免上帝會有責備
[00:14:31.000 --> 00:14:34.000]  少不免你會遇到困難
[00:14:34.000 --> 00:14:36.000]  少不免你會遇到挫折
[00:14:36.000 --> 00:14:39.000]  不過祂說你不要怕這些東西
[00:14:39.000 --> 00:14:40.000]  也不要逃避
[00:14:40.000 --> 00:14:43.000]  因為凡是祂所愛的
[00:14:43.000 --> 00:14:46.000]  祂必定責備
[00:14:46.000 --> 00:14:49.000]  上帝會責備祂的子民
[00:14:49.000 --> 00:14:51.000]  我們可能需要責備我們的學生
[00:14:51.000 --> 00:14:55.000]  父母可能需要責備你的子女
[00:14:55.000 --> 00:14:58.000]  今天我們都很怕做這件事
[00:14:58.000 --> 00:15:02.000]  我們都怕造成了家庭的不和
[00:15:02.000 --> 00:15:05.000]  我們怕學生的反對
[00:15:05.000 --> 00:15:09.000]  我們怕造成社會上的不和
[00:15:09.000 --> 00:15:13.000]  但是上帝大有權柄的話
[00:15:13.000 --> 00:15:15.000]  祂知道我們有挫的時候
[00:15:15.000 --> 00:15:17.000]  祂會責備
[00:15:17.000 --> 00:15:19.000]  作為祂的子民
[00:15:19.000 --> 00:15:21.000]  你不要逃避
[00:15:21.000 --> 00:15:24.000]  不要輕看祂的管教
[00:15:24.000 --> 00:15:29.000]  今天的年輕人有哪幾個特性呢?
[00:15:29.000 --> 00:15:31.000]  或者我和大家分享一下
[00:15:31.000 --> 00:15:34.000]  過去幾年我在大學裡面的工作
[00:15:34.000 --> 00:15:37.000]  我看到的一些現象
[00:15:37.000 --> 00:15:39.000]  第一就是今天的人
[00:15:39.000 --> 00:15:42.000]  或者我們不要專門針對年輕人
[00:15:42.000 --> 00:15:44.000]  今天很多人
[00:15:44.000 --> 00:15:47.000]  其實我們是相當自我中心的
[00:15:47.000 --> 00:15:51.000]  在大約兩年前有一本《時代周刊》
[00:15:51.000 --> 00:15:54.000]  它就是拍攝一個女孩
[00:15:54.000 --> 00:15:56.000]  一個很年輕的女孩
[00:15:56.000 --> 00:15:59.000]  就對著iPhone幫自己拍照
[00:15:59.000 --> 00:16:03.000]  我們差不多每天都會做的自拍動作
[00:16:03.000 --> 00:16:05.000]  那本雜誌的封面叫做
[00:16:05.000 --> 00:16:09.000]  This is the me me me generation
[00:16:09.000 --> 00:16:12.000]  這個是我我我的新一代
[00:16:12.000 --> 00:16:15.000]  那個雜誌裡面有很多篇文章
[00:16:15.000 --> 00:16:17.000]  其實都是由年輕人寫的
[00:16:17.000 --> 00:16:23.000]  我們發覺今天的世界是屬於我們的
[00:16:23.000 --> 00:16:27.000]  我們在互聯網上找到很多資訊
[00:16:27.000 --> 00:16:30.000]  但是我們更加喜歡的就是
[00:16:30.000 --> 00:16:32.000]  將我們自己的形象
[00:16:32.000 --> 00:16:34.000]  將我們吃的每一碗飯
[00:16:34.000 --> 00:16:36.000]  早上的每一個早餐
[00:16:36.000 --> 00:16:38.000]  其實都是電話先吃的
[00:16:38.000 --> 00:16:40.000]  都是手機先吃的
[00:16:40.000 --> 00:16:42.000]  我們都放上去
[00:16:42.000 --> 00:16:45.000]  然後當有一百個人like了我的照片
[00:16:45.000 --> 00:16:47.000]  或者是同意了我說的話
[00:16:47.000 --> 00:16:50.000]  或者讚賞我所吃的那一頓飯
[00:16:50.000 --> 00:16:52.000]  我就會很開心
[00:16:52.000 --> 00:16:55.000]  然後慢慢我們就建立了一種
[00:16:55.000 --> 00:16:59.000]  自我欣賞和自我陶醉的形象
[00:16:59.000 --> 00:17:02.000]  在希臘神話裡面有一個神
[00:17:02.000 --> 00:17:03.000]  是一個很帥的
[00:17:03.000 --> 00:17:07.000]  或者今天我們叫做男神的人物的出現
[00:17:07.000 --> 00:17:09.000]  他的名字叫做Narsis
[00:17:09.000 --> 00:17:11.000]  他是帥到怎樣的呢
[00:17:11.000 --> 00:17:16.000]  他是帥到很多女神去追他的
[00:17:16.000 --> 00:17:18.000]  個個都追不到他
[00:17:18.000 --> 00:17:21.000]  有一天他就去到一個湖邊
[00:17:21.000 --> 00:17:24.000]  在湖邊看一看自己的倒影
[00:17:24.000 --> 00:17:25.000]  真的很帥
[00:17:25.000 --> 00:17:27.000]  連他自己都受不了
[00:17:27.000 --> 00:17:29.000]  帥到怎樣呢
[00:17:29.000 --> 00:17:30.000]  是帥到他走不開
[00:17:30.000 --> 00:17:32.000]  他不能夠離開那個
[00:17:32.000 --> 00:17:36.000]  他在湖上反映他自己那麼帥的樣子
[00:17:36.000 --> 00:17:40.000]  於是他的結局就是他掉進了湖裡淹死了
[00:17:40.000 --> 00:17:43.000]  所以在英文裡面有一個字叫做Narsism
[00:17:43.000 --> 00:17:47.000]  是自我陶醉到死為止的
[00:17:47.000 --> 00:17:51.000]  自戀狂就是這個字走出來
[00:17:51.000 --> 00:17:52.000]  是一個希臘的神話
[00:17:52.000 --> 00:17:59.000]  但是今天我相信有Narsis的人是相當不少的
[00:17:59.000 --> 00:18:01.000]  我們很喜歡自己幫自己拍一張照片
[00:18:01.000 --> 00:18:03.000]  或者我們說了一些話
[00:18:03.000 --> 00:18:04.000]  或者我們做了一件事
[00:18:04.000 --> 00:18:06.000]  是相當自我肯定
[00:18:06.000 --> 00:18:09.000]  是相當自我欣賞
[00:18:09.000 --> 00:18:11.000]  但是有沒有想過
[00:18:11.000 --> 00:18:13.000]  有沒有想過其實只是一百個人
[00:18:13.000 --> 00:18:16.000]  可能是隨意的like你
[00:18:16.000 --> 00:18:19.000]  其實他都未必看清楚你說的那句話是什麼
[00:18:19.000 --> 00:18:20.000]  但是他like你
[00:18:20.000 --> 00:18:23.000]  但是我們就自我膨脹得非常之厲害
[00:18:23.000 --> 00:18:28.000]  所以第一個的現象就是
[00:18:28.000 --> 00:18:32.000]  我們是相當喜歡自己的
[00:18:32.000 --> 00:18:35.000]  第二個我發覺今天的現象就是
[00:18:35.000 --> 00:18:42.000]  我們相當之對別人是相當之critical的
[00:18:42.000 --> 00:18:44.000]  相當之批判性的
[00:18:44.000 --> 00:18:47.000]  相當之是不能夠包容
[00:18:47.000 --> 00:18:49.000]  不能夠忍耐的
[00:18:49.000 --> 00:18:50.000]  講一個例子給大家聽
[00:18:50.000 --> 00:18:52.000]  尤其是在互聯網上
[00:18:52.000 --> 00:18:56.000]  很多時候我們是會出現批評某一些的人
[00:18:56.000 --> 00:18:58.000]  或者是咒罵某一些的人
[00:18:58.000 --> 00:19:02.000]  用一些很可怕的字眼來批判
[00:19:02.000 --> 00:19:04.000]  但是又沒有後果的
[00:19:04.000 --> 00:19:06.000]  所以大家一起去罵他
[00:19:06.000 --> 00:19:08.000]  在今年年初一月的時候
[00:19:08.000 --> 00:19:10.000]  香港曾經有幾天是很冷
[00:19:10.000 --> 00:19:13.000]  在氣溫大約四度的時候
[00:19:13.000 --> 00:19:17.000]  中文大學的校園只有兩度
[00:19:17.000 --> 00:19:20.000]  但那天我又不知道為什麼傻傻地跑步
[00:19:20.000 --> 00:19:23.000]  在校園裡面跑完之後一身都覺得很暖
[00:19:23.000 --> 00:19:26.000]  接著就收到一個同學在互聯網上
[00:19:26.000 --> 00:19:28.000]  用facebook寫了給我一句話
[00:19:28.000 --> 00:19:30.000]  他說校長明天這麼冷
[00:19:30.000 --> 00:19:34.000]  可不可以學校停課一天呢
[00:19:34.000 --> 00:19:37.000]  我以為他跟我說笑
[00:19:37.000 --> 00:19:40.000]  我心想大學生你上不上學
[00:19:40.000 --> 00:19:42.000]  我都沒有人知道
[00:19:42.000 --> 00:19:44.000]  我又不會點名的
[00:19:44.000 --> 00:19:46.000]  你用不用叫我將學校停課一天
[00:19:46.000 --> 00:19:49.000]  等你早上不用起床呢
[00:19:49.000 --> 00:19:50.000]  我心裡是這樣想的
[00:19:50.000 --> 00:19:51.000]  我沒有這樣說
[00:19:51.000 --> 00:19:54.000]  但是我和他都很熟的
[00:19:54.000 --> 00:19:58.000]  我就說其實兩度不是很冷
[00:19:58.000 --> 00:20:00.000]  我剛才跑完步
[00:20:00.000 --> 00:20:04.000]  我以前讀博士論文的時候
[00:20:04.000 --> 00:20:07.000]  在加拿大零下37度我都上學
[00:20:07.000 --> 00:20:11.000]  我以為我是半帶說笑
[00:20:11.000 --> 00:20:14.000]  其實兩度都不是很冷
[00:20:14.000 --> 00:20:16.000]  接著他就將我這段說話
[00:20:16.000 --> 00:20:20.000]  加了很多鹽和醋下去之後
[00:20:20.000 --> 00:20:25.000]  校長說零下十度他在花園裡種花
[00:20:25.000 --> 00:20:28.000]  二十度他就去跑步
[00:20:28.000 --> 00:20:30.000]  三十度他就上學
