
[00:00:00.000 --> 00:00:02.000]  我今天不是來看的
[00:02:15.000 --> 00:02:19.000]  就是凡將他擺在
[00:02:19.000 --> 00:02:23.000]  天地都是骸骨的地方
[00:02:23.000 --> 00:02:25.000]  如果你想一下
[00:02:25.000 --> 00:02:29.000]  我現在將這些根全部都釋了
[00:02:29.000 --> 00:02:32.000]  這裏全部都是骸骨
[00:02:32.000 --> 00:02:34.000]  放在中間
[00:02:34.000 --> 00:02:36.000]  是不是很恐怖
[00:02:36.000 --> 00:02:41.000]  我相信很多恐怖電影的場面都沒那麼恐怖
[00:02:41.000 --> 00:02:46.000]  骸骨 什麼叫做骸骨
[00:02:46.000 --> 00:02:51.000]  骸骨就是一個人受到拖欠
[00:02:51.000 --> 00:02:54.000]  失敗 失敗到不可再失敗
[00:02:54.000 --> 00:02:58.000]  這個人有皮 有肉 有筋
[00:02:58.000 --> 00:03:00.000]  裏面是骨
[00:03:00.000 --> 00:03:03.000]  如果你將一個人的皮剝了
[00:03:03.000 --> 00:03:05.000]  那個肉又沒了
[00:03:05.000 --> 00:03:08.000]  那個筋又沒了 剩下骨的時候
[00:03:08.000 --> 00:03:12.000]  將這個人所有的一切都拿了
[00:03:12.000 --> 00:03:15.000]  我知道有很多在這個世界上
[00:03:15.000 --> 00:03:17.000]  在這個社會上很成功的人
[00:03:17.000 --> 00:03:21.000]  什麼都有 孤風活雨的
[00:03:21.000 --> 00:03:26.000]  但忽然間有一次他做錯一件事
[00:03:26.000 --> 00:03:29.000]  所有的東西都沒有了
[00:03:29.000 --> 00:03:34.000]  昨天有個女孩在人之間跟我分享
[00:03:34.000 --> 00:03:38.000]  她說她的男朋友是個非常好的人
[00:03:38.000 --> 00:03:41.000]  一生一世是個非常好的人
[00:03:41.000 --> 00:03:43.000]  很勤力做事
[00:03:43.000 --> 00:03:46.000]  絕對不會害人 也不會做非法的事
[00:03:46.000 --> 00:03:50.000]  但是一次 她說不知道為什麼
[00:03:50.000 --> 00:03:55.000]  只有一次走粉 被人抓到
[00:03:55.000 --> 00:04:01.000]  現在可能要判監監 要坐最少12年
[00:04:01.000 --> 00:04:06.000]  他們兩個快要結婚了 九月要結婚了
[00:04:06.000 --> 00:04:09.000]  這個男孩一生一世
[00:04:09.000 --> 00:04:11.000]  為自己的前途
[00:04:11.000 --> 00:04:14.000]  為他所愛的女朋友
[00:04:14.000 --> 00:04:16.000]  希望有一個家庭
[00:04:16.000 --> 00:04:18.000]  一個幸福的家庭
[00:04:18.000 --> 00:04:20.000]  自己有一個光明的前途
[00:04:20.000 --> 00:04:23.000]  但是因為有一次走錯了
[00:04:23.000 --> 00:04:25.000]  一手沒了
[00:04:25.000 --> 00:04:30.000]  很年輕 未到30歲
[00:04:30.000 --> 00:04:35.000]  又判12年 出來42歲了
[00:04:35.000 --> 00:04:40.000]  我知你們有沒有將近30歲的人
[00:04:40.000 --> 00:04:44.000]  你可以想想 如果你被抓在監獄裏12年
[00:04:44.000 --> 00:04:47.000]  那是很長一段日子
[00:04:47.000 --> 00:04:51.000]  那天生出來的嬰兒
[00:04:51.000 --> 00:04:55.000]  然後12歲就通緝了12年
[00:04:55.000 --> 00:04:59.000]  是不是所有的東西 什麼都沒有了
[00:04:59.000 --> 00:05:03.000]  被抓在監獄裏等於一副骨頭在那裏
[00:05:03.000 --> 00:05:09.000]  這世紀今天被人放在一個地方
[00:05:09.000 --> 00:05:11.000]  見到的都是骨頭
[00:05:11.000 --> 00:05:15.000]  而且我們在監獄裏看到的不是新的
[00:05:15.000 --> 00:05:17.000]  是非常乾的骨頭
[00:05:17.000 --> 00:05:19.000]  已經乾到我們死了很久
[00:05:19.000 --> 00:05:25.000]  所以我們現在每一個人在這裏都是生猛猛的
[00:05:25.000 --> 00:05:29.000]  但有些人可能心裏已經死了
[00:05:29.000 --> 00:05:33.000]  前幾天我有一把在加拿大自殺
[00:05:33.000 --> 00:05:36.000]  被人恐懼 恐懼自己有癌症
[00:05:36.000 --> 00:05:39.000]  他不敢面對這個問題
[00:05:39.000 --> 00:05:43.000]  自殺 因為他的心已經死了
[00:05:43.000 --> 00:05:47.000]  自殺我有一位親戚在那裏哭得很淒涼
[00:05:47.000 --> 00:05:49.000]  他說我的感情又失敗
[00:05:49.000 --> 00:05:51.000]  我的學業又失敗
[00:05:51.000 --> 00:05:53.000]  我的志業又沒有成就
[00:05:53.000 --> 00:05:55.000]  錢又沒有
[00:05:55.000 --> 00:05:57.000]  他覺得我這個人生很無意義
[00:05:57.000 --> 00:05:59.000]  他說我的心已經死了
[00:05:59.000 --> 00:06:01.000]  他幾乎自殺
[00:06:01.000 --> 00:06:06.000]  雖然這個世界上很多人很生猛
[00:06:06.000 --> 00:06:08.000]  但很多人心裏已經死了
[00:06:08.000 --> 00:06:12.000]  所以我們看到今天在這個世界上
[00:06:12.000 --> 00:06:15.000]  我們雖然今天坐下來大家都是生猛猛
[00:06:15.000 --> 00:06:18.000]  但我可以告訴你很多人
[00:06:18.000 --> 00:06:20.000]  心裏是死了
[00:06:20.000 --> 00:06:23.000]  為甚麼心裏會死呢
[00:06:23.000 --> 00:06:26.000]  因為我們犯了罪
[00:06:26.000 --> 00:06:29.000]  他説我很不喜歡聽罪這個字
[00:06:29.000 --> 00:06:31.000]  你不用怕
[00:06:31.000 --> 00:06:34.000]  神創造了一個大人物叫阿當
[00:06:34.000 --> 00:06:40.000]  阿當 神很愛他
[00:06:40.000 --> 00:06:44.000]  阿當做了一件錯事
[00:06:44.000 --> 00:06:46.000]  甚麼錯事呢
[00:06:46.000 --> 00:06:50.000]  他吃了我禁果 神叫他不要吃
[00:06:50.000 --> 00:06:52.000]  他覺得人很奇怪
[00:06:52.000 --> 00:06:54.000]  如果我們叫一個人做甚麼
[00:06:54.000 --> 00:06:56.000]  做甚麼 做甚麼
[00:06:56.000 --> 00:06:58.000]  跟他說很嚴格的 一定要做
[00:06:58.000 --> 00:07:00.000]  因為我們很不喜歡被動
[00:07:00.000 --> 00:07:02.000]  我們自小在家裏被人被動
[00:07:02.000 --> 00:07:04.000]  自小父母教我們
[00:07:04.000 --> 00:07:06.000]  你要做甚麼 要做甚麼 要做甚麼
[00:07:06.000 --> 00:07:08.000]  被動了
[00:07:08.000 --> 00:07:10.000]  我小時候不敢說
[00:07:10.000 --> 00:07:12.000]  爸爸要做不做 媽媽要做不做
[00:07:12.000 --> 00:07:14.000]  不敢說
[00:07:14.000 --> 00:07:16.000]  但長大了 去到學校
[00:07:16.000 --> 00:07:18.000]  又被動了
[00:07:18.000 --> 00:07:20.000]  功夫做得好
[00:07:20.000 --> 00:07:22.000]  在教堂不准吵 不准跟人說話
[00:07:22.000 --> 00:07:24.000]  被動了
[00:07:24.000 --> 00:07:26.000]  到社會被動了
[00:07:26.000 --> 00:07:28.000]  你進公司很多事
[00:07:28.000 --> 00:07:30.000]  不准見 做 說
[00:07:30.000 --> 00:07:32.000]  被動了
[00:07:32.000 --> 00:07:34.000]  所以
[00:07:34.000 --> 00:07:36.000]  基本上我們心裏很不喜歡
[00:07:36.000 --> 00:07:40.000]  我們很不喜歡被人被動
[00:07:40.000 --> 00:07:42.000]  叫我們做甚麼
[00:07:42.000 --> 00:07:44.000]  我不用不懂做嗎
[00:07:44.000 --> 00:07:46.000]  要你指的嗎
[00:07:46.000 --> 00:07:48.000]  但很奇怪
[00:07:48.000 --> 00:07:50.000]  阿當 神不是叫他做甚麼
[00:07:50.000 --> 00:07:52.000]  神叫他不要做甚麼
[00:07:52.000 --> 00:07:56.000]  為他好 就說這棵樹
[00:07:56.000 --> 00:07:58.000]  我告訴你不好吃
[00:07:58.000 --> 00:08:00.000]  吃了你會死
[00:08:00.000 --> 00:08:02.000]  但人一樣
[00:08:02.000 --> 00:08:04.000]  很奇怪 要反叛
[00:08:04.000 --> 00:08:06.000]  有沒有人跟你說
[00:08:06.000 --> 00:08:08.000]  你不要跳樓
[00:08:08.000 --> 00:08:10.000]  你跳樓會死
[00:08:10.000 --> 00:08:12.000]  我還是要跳
[00:08:12.000 --> 00:08:14.000]  人怎會這樣呢
[00:08:14.000 --> 00:08:16.000]  我這個例子很明顯
[00:08:16.000 --> 00:08:18.000]  每一個人帶你去飯樓教學
[00:08:18.000 --> 00:08:20.000]  跳樓跳那麼久
[00:08:20.000 --> 00:08:22.000]  我還是要跳給你看
[00:08:22.000 --> 00:08:24.000]  但很多時候
[00:08:24.000 --> 00:08:26.000]  我們的心理是這樣
[00:08:26.000 --> 00:08:28.000]  越不應該做
[00:08:28.000 --> 00:08:30.000]  就越要做
[00:08:30.000 --> 00:08:32.000]  就像保羅說的
[00:08:32.000 --> 00:08:34.000]  應該做的不會做
[00:08:34.000 --> 00:08:36.000]  不應該做的反而會做
[00:08:36.000 --> 00:08:38.000]  阿當也是這樣
[00:08:38.000 --> 00:08:40.000]  神叫他不要做
[00:08:40.000 --> 00:08:42.000]  一吃那棵樹
[00:08:42.000 --> 00:08:44.000]  阿當怎樣呢
[00:08:44.000 --> 00:08:46.000]  吃了
[00:08:46.000 --> 00:08:48.000]  他又會死
[00:08:48.000 --> 00:08:50.000]  他身體沒有死
[00:08:50.000 --> 00:08:52.000]  但他會零死
[00:08:52.000 --> 00:08:54.000]  因為他犯了罪
[00:08:54.000 --> 00:08:56.000]  罪到底是甚麼呢
[00:08:56.000 --> 00:08:58.000]  罪就是偏含紀錄
[00:08:58.000 --> 00:09:04.000]  將我自己的地位放得很重
[00:09:04.000 --> 00:09:06.000]  我的自我很重要
[00:09:06.000 --> 00:09:08.000]  甚麼都是我決定
[00:09:08.000 --> 00:09:10.000]  我看怎樣才行
[00:09:10.000 --> 00:09:12.000]  因為自我太重
[00:09:12.000 --> 00:09:14.000]  因為將我看得太重
[00:09:14.000 --> 00:09:16.000]  我們夫妻兩個很小的時久
[00:09:16.000 --> 00:09:18.000]  不開心
[00:09:18.000 --> 00:09:20.000]  不開心演變到離婚
[00:09:20.000 --> 00:09:22.000]  夫妻之間有甚麼大怨大仇
[00:09:22.000 --> 00:09:24.000]  沒有
[00:09:24.000 --> 00:09:26.000]  很小事
[00:09:26.000 --> 00:09:28.000]  但我是這樣說的
[00:09:28.000 --> 00:09:30.000]  我要這樣看
[00:09:30.000 --> 00:09:32.000]  如果沒有我放在一起
[00:09:32.000 --> 00:09:34.000]  結果
[00:09:34.000 --> 00:09:36.000]  同時朋友之間有很多
[00:09:36.000 --> 00:09:38.000]  因為我太重
[00:09:38.000 --> 00:09:40.000]  幾多年的好朋友
[00:09:40.000 --> 00:09:42.000]  一句說話不對
[00:09:42.000 --> 00:09:44.000]  很多朋友很多年
[00:09:44.000 --> 00:09:46.000]  自小到大這種友誼
[00:09:46.000 --> 00:09:48.000]  很珍貴
[00:09:48.000 --> 00:09:50.000]  因為我太重
[00:09:50.000 --> 00:09:52.000]  這個友誼沒有了
[00:09:52.000 --> 00:09:54.000]  各與各之間
[00:09:54.000 --> 00:09:56.000]  剛好我說
[00:09:56.000 --> 00:09:58.000]  因為我太重很多人犧牲生命
[00:09:58.000 --> 00:10:00.000]  死了為甚麼
[00:10:00.000 --> 00:10:02.000]  就是因為少數的人
[00:10:02.000 --> 00:10:04.000]  看到我
[00:10:04.000 --> 00:10:08.000]  阿當是偏含紀錄
[00:10:08.000 --> 00:10:10.000]  甚至那些不好吃
[00:10:10.000 --> 00:10:12.000]  你會死
[00:10:12.000 --> 00:10:14.000]  為了愛他
[00:10:14.000 --> 00:10:16.000]  但他太要蝕
[00:10:16.000 --> 00:10:18.000]  所以這個罪
[00:10:18.000 --> 00:10:20.000]  就是這樣來的
[00:10:20.000 --> 00:10:22.000]  神道說
[00:10:22.000 --> 00:10:24.000]  死了的人會死
[00:10:24.000 --> 00:10:26.000]  是說他的靈
[00:10:26.000 --> 00:10:28.000]  因為靈死了
[00:10:28.000 --> 00:10:30.000]  因為信心希望死了
[00:10:30.000 --> 00:10:32.000]  我看到有些年輕人
[00:10:32.000 --> 00:10:34.000]  很年輕但他的信心沒有了
[00:10:34.000 --> 00:10:36.000]  他的前途沒有了
[00:10:36.000 --> 00:10:38.000]  他的人生過得很灰色
[00:10:38.000 --> 00:10:40.000]  沒有前途
[00:10:40.000 --> 00:10:42.000]  那個鬥志
[00:10:42.000 --> 00:10:44.000]  那個精力
[00:10:44.000 --> 00:10:46.000]  一個年輕人過了
[00:10:46.000 --> 00:10:48.000]  沒有那麼多死了
[00:10:48.000 --> 00:10:50.000]  誰人說在這個世界上
[00:10:50.000 --> 00:10:52.000]  就是一個排骨
[00:10:52.000 --> 00:10:54.000]  平時有些人
[00:10:54.000 --> 00:10:56.000]  排骨已經很乾
[00:10:56.000 --> 00:10:58.000]  乾到很老
[00:10:58.000 --> 00:11:02.000]  但神將
[00:11:02.000 --> 00:11:04.000]  這個仙子放在那裏
[00:11:04.000 --> 00:11:06.000]  不是說你看看你的骨頭就行了
[00:11:06.000 --> 00:11:08.000]  你看看
[00:11:08.000 --> 00:11:10.000]  給個恐怖
[00:11:10.000 --> 00:11:12.000]  回到萬能法王的夢
[00:11:12.000 --> 00:11:14.000]  哇 放在那裏的骨頭
[00:11:14.000 --> 00:11:16.000]  不是
[00:11:16.000 --> 00:11:18.000]  這些骨頭
[00:11:18.000 --> 00:11:20.000]  你看這件事
[00:11:20.000 --> 00:11:22.000]  不是人死了
[00:11:22.000 --> 00:11:24.000]  沒有希望
[00:11:24.000 --> 00:11:26.000]  不是我們的心靈死了沒有希望
[00:11:26.000 --> 00:11:28.000]  有個戶外見態
[00:11:28.000 --> 00:11:30.000]  有人聽過嗎 戶外見態
[00:11:30.000 --> 00:11:32.000]  為甚麼叫戶外 因為他們以前是互恨的
[00:11:32.000 --> 00:11:34.000]  因為他們以前是黑社會
[00:11:34.000 --> 00:11:36.000]  是吸毒的 打打劫劫的
[00:11:36.000 --> 00:11:38.000]  他們彼此不同的光輝
[00:11:38.000 --> 00:11:40.000]  這個光 恨那個光
[00:11:40.000 --> 00:11:42.000]  恨那個最好 全部死了
[00:11:42.000 --> 00:11:44.000]  我的大哥 互恨的
[00:11:44.000 --> 00:11:46.000]  但他們現在
[00:11:46.000 --> 00:11:48.000]  他們全是叫戶外
[00:11:48.000 --> 00:11:50.000]  彼此關懷 彼此相愛
[00:11:50.000 --> 00:11:52.000]  有他見到神
[00:11:52.000 --> 00:11:54.000]  為我們在前
[00:11:54.000 --> 00:11:56.000]  為甚麼說戶外
[00:11:56.000 --> 00:11:58.000]  這個很奇怪
[00:11:58.000 --> 00:12:00.000]  很多人都會狂釋唱
[00:12:00.000 --> 00:12:02.000]  大家卡拉OK唱到外地
[00:12:02.000 --> 00:12:04.000]  很大聲
[00:12:04.000 --> 00:12:06.000]  那是不是真正明白這個愛到底是甚麼意思
[00:12:06.000 --> 00:12:10.000]  我們有戶外
[00:12:10.000 --> 00:12:12.000]  我們有愛的時候
[00:12:12.000 --> 00:12:14.000]  這個愛是否我們自己很自私的在享受
[00:12:14.000 --> 00:12:16.000]  因為這個愛應該跟別人分享
[00:12:16.000 --> 00:12:18.000]  應該跟別人分享
[00:12:18.000 --> 00:12:20.000]  你會不會跟別人分享
[00:12:20.000 --> 00:12:22.000]  你肯不肯跟別人分享
[00:12:22.000 --> 00:12:24.000]  愛可愛的人
[00:12:24.000 --> 00:12:26.000]  很容易
[00:12:26.000 --> 00:12:30.000]  他們想要教我們愛不可愛的人
[00:12:30.000 --> 00:12:32.000]  誰是不可愛的人
[00:12:32.000 --> 00:12:38.000]  我以前想過這個問題
[00:12:38.000 --> 00:12:40.000]  不可愛的人
[00:12:40.000 --> 00:12:42.000]  哪些人是不可愛
[00:12:42.000 --> 00:12:44.000]  有一個人
[00:12:44.000 --> 00:12:48.000]  他的女兒有一次就說
[00:12:48.000 --> 00:12:50.000]  貓貓也非常不可愛
[00:12:50.000 --> 00:12:52.000]  但他的同學很憎他
[00:12:52.000 --> 00:12:54.000]  很多不可愛
[00:12:54.000 --> 00:12:56.000]  他爸爸說你這樣 你拿張紙
[00:12:56.000 --> 00:12:58.000]  你拿張紙 中間畫一條線
[00:12:58.000 --> 00:13:00.000]  這一邊寫同學的名字
[00:13:00.000 --> 00:13:02.000]  這一邊寫你自己的名字
[00:13:02.000 --> 00:13:04.000]  你將你同學所有不可愛的地方
[00:13:04.000 --> 00:13:06.000]  全部一條一條寫出來
[00:13:06.000 --> 00:13:08.000]  然後你又寫
[00:13:08.000 --> 00:13:10.000]  自己可愛的地方
[00:13:10.000 --> 00:13:12.000]  然後你又寫
[00:13:12.000 --> 00:13:14.000]  自己可愛的地方
[00:13:14.000 --> 00:13:16.000]  然後你又寫
[00:13:16.000 --> 00:13:18.000]  自己可愛的地方
[00:13:18.000 --> 00:13:20.000]  結果你將同學所有不可愛的地方寫出來
[00:13:20.000 --> 00:13:22.000]  沒辦法寫自己可愛的地方
[00:13:22.000 --> 00:13:24.000]  沒辦法寫自己可愛的地方
[00:13:24.000 --> 00:13:26.000]  我們很多人不愛
[00:13:26.000 --> 00:13:28.000]  我們很多人看到別人不可愛
[00:13:28.000 --> 00:13:30.000]  我們看到別人不可愛
[00:13:30.000 --> 00:13:32.000]  很容易
[00:13:32.000 --> 00:13:34.000]  有人說我們好像
[00:13:34.000 --> 00:13:36.000]  將我們每一段生命
[00:13:36.000 --> 00:13:38.000]  都可以拍成
[00:13:38.000 --> 00:13:40.000]  一個影片
[00:13:40.000 --> 00:13:42.000]  一個鏡頭
[00:13:42.000 --> 00:13:44.000]  你最喜歡看自己威風的地方
[00:13:44.000 --> 00:13:46.000]  看過之後 到外再看
[00:13:46.000 --> 00:13:48.000]  到外再看 有一段時間看
[00:13:48.000 --> 00:13:50.000]  很喜歡看別人壞的地方
[00:13:50.000 --> 00:13:52.000]  又是一次一次
[00:13:52.000 --> 00:13:54.000]  你很壞 你很壞 一次一次看
[00:13:54.000 --> 00:13:56.000]  但是我們有沒有想到
[00:13:56.000 --> 00:13:58.000]  如果那個人看的時候
[00:13:58.000 --> 00:14:00.000]  他是不是在看
[00:14:00.000 --> 00:14:02.000]  自己可愛的地方
[00:14:02.000 --> 00:14:04.000]  威風的地方
[00:14:04.000 --> 00:14:06.000]  看你那些壞東西
[00:14:06.000 --> 00:14:08.000]  所以我問自己
[00:14:08.000 --> 00:14:10.000]  哪些人是不可愛的人
[00:14:10.000 --> 00:14:14.000]  我發覺我自己是最不可愛
[00:14:14.000 --> 00:14:16.000]  因為我自己
[00:14:16.000 --> 00:14:18.000]  對我自己知道得最清楚
[00:14:18.000 --> 00:14:22.000]  你看到別人不可愛
[00:14:22.000 --> 00:14:24.000]  不過是表面的
[00:14:24.000 --> 00:14:26.000]  你讓別人看到可愛
[00:14:26.000 --> 00:14:28.000]  不過也是表面的
[00:14:28.000 --> 00:14:30.000]  但是你自己不可愛
[00:14:30.000 --> 00:14:32.000]  你自己最清楚
[00:14:32.000 --> 00:14:34.000]  你不肯承認
[00:14:34.000 --> 00:14:36.000]  但是神一樣愛我們
[00:14:36.000 --> 00:14:38.000]  神愛我們
[00:14:38.000 --> 00:14:40.000]  最不可愛的
[00:14:40.000 --> 00:14:42.000]  要我們愛人
[00:14:42.000 --> 00:14:46.000]  甚至說你要愛
[00:14:46.000 --> 00:14:48.000]  愛可愛的人
[00:14:48.000 --> 00:14:50.000]  很容易愛不可愛的人
[00:14:50.000 --> 00:14:52.000]  但是我們有什麼資格
[00:14:52.000 --> 00:14:54.000]  說別人不可愛
[00:14:54.000 --> 00:14:56.000]  因為你最清楚
[00:14:56.000 --> 00:14:58.000]  你自己在那裡最不可愛
[00:14:58.000 --> 00:15:02.000]  女明星化妝的時候
[00:15:02.000 --> 00:15:04.000]  當然是將她
[00:15:04.000 --> 00:15:06.000]  自己認為最醜的地方
[00:15:06.000 --> 00:15:08.000]  想辦法補救
[00:15:08.000 --> 00:15:10.000]  但是很多人都不知道
[00:15:10.000 --> 00:15:12.000]  沒有人知道
[00:15:12.000 --> 00:15:14.000]  就是她自己最清楚
[00:15:14.000 --> 00:15:16.000]  所以女明星化妝一百多個小時就是這樣
[00:15:16.000 --> 00:15:18.000]  她覺得那一點被人看到
[00:15:18.000 --> 00:15:20.000]  就不行了
[00:15:20.000 --> 00:15:22.000]  很多人都不知道
[00:15:22.000 --> 00:15:24.000]  她一條頭髮低一點
[00:15:24.000 --> 00:15:26.000]  高一點都不行了
[00:15:26.000 --> 00:15:28.000]  其實誰會像她
[00:15:28.000 --> 00:15:30.000]  頭髮高一點低一點
[00:15:30.000 --> 00:15:32.000]  因為她對自己最清楚
[00:15:32.000 --> 00:15:34.000]  我對自己最清楚
[00:15:34.000 --> 00:15:38.000]  但是神一樣愛我們
[00:15:38.000 --> 00:15:40.000]  就要我們看到
[00:15:40.000 --> 00:15:42.000]  好像外國的人
[00:15:42.000 --> 00:15:44.000]  雖然他們開始的時候
[00:15:44.000 --> 00:15:46.000]  他們是黑社會的人
[00:15:46.000 --> 00:15:48.000]  但是很多人
[00:15:48.000 --> 00:15:50.000]  沒辦法上班
[00:15:50.000 --> 00:15:52.000]  因為他們吸毒
[00:15:52.000 --> 00:15:54.000]  吸毒人上班很困難
[00:15:54.000 --> 00:15:56.000]  你不上班沒錢沒錢都沒辦法買粉
[00:15:56.000 --> 00:16:00.000]  那怎麼辦
[00:16:00.000 --> 00:16:02.000]  家裡的東西可以偷
[00:16:02.000 --> 00:16:04.000]  偷了
[00:16:04.000 --> 00:16:06.000]  打碟
[00:16:06.000 --> 00:16:08.000]  那散打碟
[00:16:08.000 --> 00:16:10.000]  給一百塊錢去轉三個圈都有份
[00:16:10.000 --> 00:16:14.000]  打碟要打碟誰
[00:16:14.000 --> 00:16:16.000]  媽媽
[00:16:16.000 --> 00:16:18.000]  媽媽在床上搶她手上的肉鴨
[00:16:18.000 --> 00:16:20.000]  搶出去
[00:16:20.000 --> 00:16:22.000]  換錢
[00:16:22.000 --> 00:16:24.000]  她自己都覺得
[00:16:24.000 --> 00:16:26.000]  自己不是人
[00:16:26.000 --> 00:16:28.000]  她去監獄的時候
[00:16:28.000 --> 00:16:30.000]  爸爸刊報紙
[00:16:30.000 --> 00:16:32.000]  脫離父子關係
[00:16:32.000 --> 00:16:34.000]  不承認這個人
[00:16:34.000 --> 00:16:36.000]  當她死了我保她兒子
[00:16:36.000 --> 00:16:38.000]  這樣一個人
[00:16:38.000 --> 00:16:40.000]  神一樣愛她
[00:16:42.000 --> 00:16:44.000]  但是當她接受耶穌之後
[00:16:44.000 --> 00:16:46.000]  她有改變
[00:16:46.000 --> 00:16:48.000]  她這個死到
[00:16:48.000 --> 00:16:50.000]  骨幹到有肝的人
[00:16:50.000 --> 00:16:54.000]  但實在不是沒希望
[00:16:54.000 --> 00:16:58.000]  這個世界上我相信
[00:16:58.000 --> 00:17:00.000]  你們都認得很多人
[00:17:00.000 --> 00:17:04.000]  在人的眼中這是沒希望
[00:17:04.000 --> 00:17:06.000]  人渣
[00:17:06.000 --> 00:17:08.000]  奸狠
[00:17:08.000 --> 00:17:10.000]  盜友
[00:17:10.000 --> 00:17:12.000]  但神的眼中不會
[00:17:12.000 --> 00:17:14.000]  因為每一個靈位
[00:17:14.000 --> 00:17:16.000]  都是神創造
[00:17:16.000 --> 00:17:18.000]  你們有子女的人
[00:17:18.000 --> 00:17:20.000]  你會不會愛你的子女
[00:17:20.000 --> 00:17:22.000]  一定愛你的子女
[00:17:22.000 --> 00:17:24.000]  如果你的子女有錯
[00:17:24.000 --> 00:17:26.000]  你希望她改
[00:17:26.000 --> 00:17:28.000]  希望她有一天回來
[00:17:28.000 --> 00:17:30.000]  你不會希望你的子女
[00:17:30.000 --> 00:17:32.000]  錯了出去被車車死
[00:17:32.000 --> 00:17:34.000]  因為你愛她
[00:17:34.000 --> 00:17:36.000]  因為她的生命是由你出來
[00:17:36.000 --> 00:17:38.000]  如果每一個人的生命
[00:17:38.000 --> 00:17:40.000]  都是由你出來
[00:17:40.000 --> 00:17:42.000]  佛家說
[00:17:42.000 --> 00:17:44.000]  生命是輪迴的
[00:17:44.000 --> 00:17:46.000]  我相信有些人
[00:17:46.000 --> 00:17:48.000]  或者被拜佛
[00:17:48.000 --> 00:17:50.000]  佛家說生命是輪迴的
[00:17:50.000 --> 00:17:52.000]  或者好處是有些人說
[00:17:52.000 --> 00:17:54.000]  我全世來到金山金山
[00:17:54.000 --> 00:17:56.000]  去到淮山輪迴
[00:17:56.000 --> 00:17:58.000]  這叫輪迴
[00:17:58.000 --> 00:18:00.000]  在輪迴
[00:18:00.000 --> 00:18:02.000]  我全世金山淮山
[00:18:02.000 --> 00:18:04.000]  在這裏盤旋
[00:18:04.000 --> 00:18:06.000]  我告訴你
[00:18:06.000 --> 00:18:08.000]  佛家說輪迴不是這樣
