
[00:00:00.000 --> 00:00:06.080]  今日我要跟大家開始一本新的書
[00:04:34.160 --> 00:04:38.320]  在那個時候羅馬有11個會堂
[00:04:38.320 --> 00:04:42.960]  可見在羅馬居住的猶太人是很多很多
[00:04:42.960 --> 00:04:47.280]  關於羅馬教會是怎樣成立的呢?
[00:04:47.280 --> 00:04:48.800]  傳說紛紛
[00:04:48.800 --> 00:04:52.400]  記不記得彼得我們說使徒行傳的時候
[00:04:52.400 --> 00:04:54.720]  說到使徒行傳的十二章
[00:04:54.720 --> 00:04:58.080]  彼得被天使救了出監獄之後
[00:04:58.080 --> 00:04:59.600]  就銷聲匿跡
[00:04:59.600 --> 00:05:02.720]  除了在使徒行傳的十五章
[00:05:02.720 --> 00:05:07.040]  在大公會的時候是有暫時略略地出現
[00:05:07.040 --> 00:05:09.040]  沒有再提到彼得
[00:05:09.040 --> 00:05:15.680]  所以羅馬天主教就說彼得去了羅馬
[00:05:15.680 --> 00:05:18.080]  他建立了羅馬教會
[00:05:18.080 --> 00:05:22.560]  還牧養了羅馬教會25年那麼久
[00:05:22.560 --> 00:05:28.800]  最後成為了羅馬天主教的第一位教宗
[00:05:28.800 --> 00:05:33.920]  對於這樣的傳說其實是有很大的問題
[00:05:33.920 --> 00:05:37.760]  首先是絕對沒有歷史上的支持
[00:05:37.760 --> 00:05:40.400]  歷史上是沒有記載
[00:05:40.400 --> 00:05:44.320]  連新約也沒有提及有這樣的事
[00:05:44.320 --> 00:05:47.440]  我們知道彼得其實是有家室
[00:05:47.440 --> 00:05:48.880]  他是有太太的
[00:05:48.880 --> 00:05:50.880]  馬太福音的第八章
[00:05:50.880 --> 00:05:52.880]  路加的四章
[00:05:52.880 --> 00:05:55.040]  還有哥林多前書的九章
[00:05:55.040 --> 00:05:57.840]  都說到他是有家室是有太太
[00:05:57.840 --> 00:06:02.240]  我們知道天主教的教宗是不能夠娶妻
[00:06:02.240 --> 00:06:05.120]  所以這也是一個很大的疑問
[00:06:05.120 --> 00:06:09.040]  如果彼得真的創立了羅馬教會
[00:06:09.040 --> 00:06:13.520]  保羅寫信給羅馬教會會不會不提及彼得
[00:06:13.520 --> 00:06:15.520]  當然不會
[00:06:15.520 --> 00:06:22.160]  另外我們知道保羅曾經在羅馬被監禁兩年
[00:06:22.160 --> 00:06:25.600]  如果彼得真的建立了羅馬教會
[00:06:25.600 --> 00:06:28.800]  牧養羅馬教會25年
[00:06:28.800 --> 00:06:31.840]  他一定會去探望保羅的監
[00:06:31.840 --> 00:06:35.840]  但是新約聖經也沒有提及這件事
[00:06:35.840 --> 00:06:41.120]  保羅在羅馬的監獄寫了四卷的監獄書信
[00:06:41.120 --> 00:06:43.120]  完全沒有提及彼得
[00:06:43.120 --> 00:06:45.120]  還有一點
[00:06:45.120 --> 00:06:48.480]  如果彼得真的建立了羅馬教會
[00:06:48.480 --> 00:06:53.360]  而保羅要去羅馬教會去兼顧那裡的信徒
[00:06:53.360 --> 00:06:59.040]  這就和保羅一向的作風一向的原則有很大的矛盾
[00:06:59.040 --> 00:07:01.680]  什麼原則什麼作風
[00:07:01.680 --> 00:07:04.960]  你看羅馬書的十五章十節
[00:07:04.960 --> 00:07:09.280]  保羅說我立了志向不在基督的名地
[00:07:09.280 --> 00:07:11.280]  稱過的地方傳福音
[00:07:11.280 --> 00:07:14.720]  免得現做在別人的根基上
[00:07:14.720 --> 00:07:18.640]  如果彼得真的建立了羅馬教會
[00:07:18.640 --> 00:07:22.800]  我相信保羅就不會這麼希望去到羅馬教會
[00:07:22.800 --> 00:07:27.120]  來將這個福音的信息傳給當地的信徒
[00:07:27.120 --> 00:07:32.320]  所以我相信羅馬教會不是彼得建立
[00:07:32.320 --> 00:07:35.360]  甚至不是使徒所建立
[00:07:35.360 --> 00:07:38.560]  那你說羅馬教會是怎樣被建立的
[00:07:38.560 --> 00:07:40.560]  沒有人知道
[00:07:40.560 --> 00:07:42.560]  但是有兩個可能性
[00:07:42.560 --> 00:07:44.560]  第一個可能性就是
[00:07:44.560 --> 00:07:47.760]  記不記得我講到使徒行傳的第二章
[00:07:47.760 --> 00:07:50.560]  教會成立的時候
[00:07:50.560 --> 00:07:54.800]  是不是有聖靈降臨在使徒行傳的第二章
[00:07:54.800 --> 00:07:58.400]  當時提到有很多人是從羅馬而來的
[00:07:58.400 --> 00:08:00.800]  使徒行傳的二章十節
[00:08:00.800 --> 00:08:05.360]  這些人可能在耶路撒冷接受了耶穌基督之後
[00:08:05.360 --> 00:08:09.040]  回到羅馬然後建立羅馬教會
[00:08:09.040 --> 00:08:11.040]  還有一個可能性
[00:08:11.040 --> 00:08:16.640]  就是這些人是由以弗所教會和哥林多教會
[00:08:16.640 --> 00:08:18.960]  移民到羅馬教會
[00:08:18.960 --> 00:08:23.200]  這個觀點其實有很強的支持
[00:08:23.200 --> 00:08:25.920]  因為在羅馬書的十六章
[00:08:25.920 --> 00:08:31.200]  我們看到保羅好像認識很多羅馬教會的回眾
[00:08:31.200 --> 00:08:33.600]  保羅從來沒有去過羅馬
[00:08:33.600 --> 00:08:35.600]  怎會認得這些人
[00:08:35.600 --> 00:08:40.640]  原因就是他們可能在以弗所教會和哥林多教會
[00:08:40.640 --> 00:08:45.040]  是保羅所認識的移民到羅馬
[00:08:45.040 --> 00:08:51.200]  這些人包括猶太人和外邦人
[00:08:51.200 --> 00:08:56.960]  其實早在保羅在以弗所的時候
[00:08:56.960 --> 00:09:00.480]  已經很希望去探訪羅馬
[00:09:00.480 --> 00:09:04.480]  經文在使徒行傳的十九章二十一節
[00:09:04.480 --> 00:09:05.440]  經文說
[00:09:05.440 --> 00:09:09.280]  「這些事完了保羅心裡定義
[00:09:09.280 --> 00:09:12.000]  經過了馬其頓·阿該亞
[00:09:12.000 --> 00:09:15.040]  就往耶路撒冷去遊說
[00:09:15.040 --> 00:09:19.840]  我到了那裡以後必須往羅馬去看看」
[00:09:19.840 --> 00:09:24.000]  所以我們看到保羅的心願就是要去羅馬
[00:09:24.000 --> 00:09:27.120]  而神也讓他知道
[00:09:27.120 --> 00:09:29.520]  他有一天會去到羅馬
[00:09:29.520 --> 00:09:33.600]  當保羅在耶路撒冷遭受迫伐
[00:09:33.600 --> 00:09:35.600]  過著很黑暗的日子
[00:09:35.600 --> 00:09:37.600]  神救贖他
[00:09:37.600 --> 00:09:39.200]  甚至安慰他
[00:09:39.200 --> 00:09:40.400]  說你不用怕
[00:09:40.400 --> 00:09:42.880]  你有一天會去到羅馬
[00:09:42.880 --> 00:09:44.640]  為我作見證
[00:09:44.640 --> 00:09:47.440]  使徒行傳的二十三章十一節
[00:09:47.440 --> 00:09:51.680]  但起初在神的准許下
[00:09:51.680 --> 00:09:53.200]  在神的容許下
[00:09:53.200 --> 00:09:56.800]  保羅被阻止去到羅馬
[00:09:56.800 --> 00:10:01.280]  這在羅馬書的一章十三節有提及
[00:10:01.280 --> 00:10:03.520]  起初他去不到
[00:10:03.520 --> 00:10:06.400]  所以他就寫了這封信
[00:10:06.400 --> 00:10:09.200]  羅馬書信給羅馬教會
[00:10:09.200 --> 00:10:13.920]  亦因為這樣就產生了這部羅馬書
[00:10:13.920 --> 00:10:15.680]  流傳於世
[00:10:15.680 --> 00:10:17.680]  就是有神的密使
[00:10:17.680 --> 00:10:20.320]  充滿了神學教義
[00:10:20.320 --> 00:10:23.520]  有關恩信清義的福音信息
[00:10:23.520 --> 00:10:25.760]  是一部非常重要
[00:10:25.760 --> 00:10:28.240]  一封非常偉大的書信
[00:10:28.240 --> 00:10:30.720]  這封信就是我們今天
[00:10:30.720 --> 00:10:32.640]  這個系列
[00:10:32.640 --> 00:10:35.280]  就是我們要開始講的這個系列
[00:10:35.280 --> 00:10:40.000]  羅馬書的作者又是誰呢?
[00:10:40.000 --> 00:10:42.640]  羅馬書的作者就是保羅
[00:10:42.640 --> 00:10:45.440]  有很多證據都可以證明
[00:10:45.440 --> 00:10:47.600]  羅馬書的作者是保羅
[00:10:47.600 --> 00:10:49.360]  其中一個就是
[00:10:49.360 --> 00:10:51.440]  有一個叫做馬吉安
[00:10:51.440 --> 00:10:53.040]  Marsian的人
[00:10:53.040 --> 00:10:56.560]  這個人他是保羅的跟隨者
[00:10:56.560 --> 00:11:00.720]  但要注意他教的是異端
[00:11:00.720 --> 00:11:02.320]  他走歪了路
[00:11:02.320 --> 00:11:04.960]  你說異端還可以相信
[00:11:04.960 --> 00:11:08.160]  在神學我們不會跟隨這個人
[00:11:08.160 --> 00:11:10.400]  但在歷史的角度
[00:11:10.400 --> 00:11:12.560]  他說的話值得相信
[00:11:12.560 --> 00:11:15.200]  因為這個人的出生
[00:11:15.200 --> 00:11:18.720]  是公元85年到160年
[00:11:18.720 --> 00:11:20.880]  是很接近保羅的時候
[00:11:20.880 --> 00:11:24.400]  所以我們絕對相信他所說的
[00:11:24.400 --> 00:11:28.000]  就是羅馬書是出自保羅的手筆
[00:11:28.000 --> 00:11:32.720]  保羅的希伯來文的名字就是掃羅
[00:11:32.720 --> 00:11:34.320]  記不記得掃羅
[00:11:34.320 --> 00:11:36.240]  舊約也有一個掃羅
[00:11:36.240 --> 00:11:38.880]  兩個都是一樣的名字
[00:11:39.440 --> 00:11:44.000]  保羅其實是他希臘的名字
[00:11:44.000 --> 00:11:46.160]  是掃羅希臘的名字
[00:11:46.160 --> 00:11:48.240]  我們在香港出生
[00:11:48.240 --> 00:11:51.600]  以前在香港出生的人就很清楚了
[00:11:51.600 --> 00:11:55.120]  因為以前香港是英國的殖民地
[00:11:55.120 --> 00:11:58.720]  我們每個人出生都有中文名字
[00:11:58.720 --> 00:12:00.320]  也有英文名字
[00:12:00.320 --> 00:12:01.760]  跟保羅一樣
[00:12:01.760 --> 00:12:04.800]  他出生是有希伯來文的名字
[00:12:04.800 --> 00:12:07.200]  但也有希臘的名字
[00:12:07.200 --> 00:12:10.240]  他希伯來文的名字就是掃羅
[00:12:10.240 --> 00:12:12.560]  希臘的名字就是保羅
[00:12:12.560 --> 00:12:16.400]  保羅是出自變亞文字牌
[00:12:16.400 --> 00:12:20.800]  其實兩位掃羅都是變亞文字牌而出的
[00:12:20.800 --> 00:12:23.360]  記不記得我們剛剛說完事司記
[00:12:23.360 --> 00:12:27.600]  以色列人差點將全個變亞文字牌毀滅
[00:12:27.600 --> 00:12:30.720]  感謝主沒有毀滅
[00:12:30.720 --> 00:12:32.880]  因為有兩位聖經的人物
[00:12:32.880 --> 00:12:34.960]  都是出自變亞文字牌
[00:12:34.960 --> 00:12:36.400]  兩位掃羅
[00:12:36.400 --> 00:12:40.880]  保羅大約在耶穌基督出生的時候
[00:12:40.880 --> 00:12:42.800]  在大掃出生
[00:12:42.800 --> 00:12:46.880]  而大掃就是羅馬在小亞細亞
[00:12:46.880 --> 00:12:49.360]  即是現在的土耳其
[00:12:49.360 --> 00:12:51.520]  一個很重要的城市
[00:12:51.520 --> 00:12:54.880]  保羅早年大部分的時間
[00:12:54.880 --> 00:12:58.080]  都是在耶路撒冷渡過
[00:12:58.080 --> 00:13:02.080]  在那裡他拜了一個很出名的拉比
[00:13:02.080 --> 00:13:03.440]  叫做加瑪列
[00:13:03.440 --> 00:13:05.280]  加瑪列就是他的師父
[00:13:05.280 --> 00:13:09.760]  加瑪列是一個很受猶太人尊敬的拉比
[00:13:09.760 --> 00:13:14.000]  保羅和他的父親都是法尼塞人
[00:13:14.000 --> 00:13:20.640]  而法尼塞人就是猶太教裡面最保守的成員
[00:13:20.640 --> 00:13:25.280]  記不記得保羅我們說史徒行傳的時候
[00:13:25.280 --> 00:13:27.040]  他早期是怎樣的
[00:13:27.040 --> 00:13:28.960]  他是敵對福音
[00:13:28.960 --> 00:13:31.920]  與耶穌基督作對
[00:13:31.920 --> 00:13:37.040]  他目擊甚至是參與史提反的死刑的處決
[00:13:37.040 --> 00:13:40.160]  然後他是迫不及待基督徒
[00:13:40.160 --> 00:13:43.040]  他要去到大馬色
[00:13:43.040 --> 00:13:46.960]  將基督徒抓拿回耶路撒冷
[00:13:46.960 --> 00:13:50.000]  結果他就在路上與主相遇
[00:13:50.000 --> 00:13:52.000]  大大改變了他
[00:13:52.000 --> 00:13:54.160]  與主相遇之後
[00:13:54.160 --> 00:13:57.280]  他立刻傳講福音的信息
[00:13:57.280 --> 00:14:00.880]  他在大馬色逃生之後
[00:14:00.880 --> 00:14:05.120]  因為大馬色有人想迫他追殺
[00:14:05.120 --> 00:14:10.880]  他逃離大馬色到死海東南邊的阿拉伯
[00:14:10.880 --> 00:14:13.360]  在那裡他渡過了三年
[00:14:13.360 --> 00:14:17.840]  那三年耶穌基督親自向他顯現
[00:14:17.840 --> 00:14:22.000]  給了他很多直接從耶穌基督而來的啟示
[00:14:22.000 --> 00:14:25.680]  雖然保羅是其貌不揚
[00:14:25.680 --> 00:14:28.000]  我們知道保羅是很小的
[00:14:28.000 --> 00:14:29.200]  矮矮細細
[00:14:29.200 --> 00:14:32.000]  正如他的名字一樣
[00:14:32.000 --> 00:14:34.800]  保羅的名字是什麼意思
[00:14:34.800 --> 00:14:36.480]  微小的意思
[00:14:36.480 --> 00:14:38.400]  他其貌不揚
[00:14:38.400 --> 00:14:41.520]  但神給他很大的內在質素
[00:14:41.520 --> 00:14:46.240]  神通過聖靈給他內在力量
[00:14:46.240 --> 00:14:48.000]  神告訴他
[00:14:48.000 --> 00:14:50.480]  神的恩典夠他用
[00:14:50.480 --> 00:14:54.320]  哥林多後書十二章九至十節
[00:14:54.320 --> 00:14:56.080]  也是因為這樣
[00:14:56.080 --> 00:14:59.440]  神藉著在他身上的聖靈幫助他
[00:14:59.440 --> 00:15:05.040]  能夠成功地完成他在地上屬靈的賽跑
[00:15:05.040 --> 00:15:12.000]  保羅可以說是把基督教傳給羅馬帝國
[00:15:12.000 --> 00:15:13.680]  一個最大的功臣
[00:15:13.680 --> 00:15:17.120]  他在地中海大部分的地方
[00:15:17.120 --> 00:15:20.240]  進行了三次的報道旅程
[00:15:20.240 --> 00:15:23.440]  在使徒行傳的時候我們也說過
[00:15:23.440 --> 00:15:28.720]  他不斷地來傳福音的訊息
[00:15:28.720 --> 00:15:32.560]  而這個訊息是他曾經想毀滅的訊息
[00:15:32.560 --> 00:15:35.040]  保羅真是一個很有趣的人
[00:15:35.040 --> 00:15:37.680]  大大地被神使用
[00:15:37.680 --> 00:15:40.880]  保羅最後的旅程又是怎樣
[00:15:40.880 --> 00:15:46.160]  我們知道他要帶著被耶路撒冷的捐款
[00:15:46.160 --> 00:15:47.920]  回到耶路撒冷
[00:15:47.920 --> 00:15:50.400]  當他回到耶路撒冷的時候
[00:15:50.400 --> 00:15:56.320]  一群猶太人誣告他帶領外邦人進入聖殿
[00:15:56.320 --> 00:15:59.200]  他們的邏輯是什麼呢?
[00:15:59.200 --> 00:16:02.880]  保羅和他外邦人的朋友是形影不離
[00:16:02.880 --> 00:16:04.880]  保羅進入了聖殿
[00:16:04.880 --> 00:16:07.520]  他外邦人的朋友沒理由不去
[00:16:07.520 --> 00:16:11.600]  所以他們就說保羅帶了外邦人進入聖殿
[00:16:11.600 --> 00:16:15.040]  他們將保羅毆打、捉拿
[00:16:15.040 --> 00:16:17.280]  甚至要判他死刑
[00:16:17.280 --> 00:16:20.240]  有兩位羅馬的總督
[00:16:20.240 --> 00:16:22.880]  肥歷斯和菲斯都
[00:16:22.880 --> 00:16:25.920]  還有希律和阿基柏
[00:16:25.920 --> 00:16:29.280]  都找不到保羅有任何的罪狀
[00:16:29.280 --> 00:16:35.840]  但是在猶太人領袖的壓迫之下
[00:16:35.840 --> 00:16:38.800]  羅馬政府不敢釋放保羅
[00:16:38.800 --> 00:16:40.960]  仍然將他拘留
[00:16:40.960 --> 00:16:43.520]  最後兩年之後
[00:16:43.520 --> 00:16:47.040]  保羅要用他羅馬公民的身份
[00:16:47.040 --> 00:16:49.840]  向羅馬王上訴
[00:16:49.840 --> 00:16:53.200]  於是就開始了一段很痛苦的旅程
[00:16:53.200 --> 00:16:57.280]  因為保羅要去羅馬見該殺王
[00:16:57.280 --> 00:16:59.040]  在這個旅程
[00:16:59.040 --> 00:17:03.040]  他遭遇到風暴、沉船、海難
[00:17:03.040 --> 00:17:05.280]  最後去到羅馬
[00:17:05.280 --> 00:17:07.520]  根據傳統
[00:17:07.520 --> 00:17:09.920]  保羅是被釋放了
[00:17:09.920 --> 00:17:12.640]  但是他再次被逮捕
[00:17:12.640 --> 00:17:14.640]  這次他就出不來
[00:17:14.640 --> 00:17:17.840]  根據傳統告訴我們
[00:17:17.840 --> 00:17:20.160]  保羅在尼祿的時候
[00:17:20.160 --> 00:17:23.600]  他在羅馬城被處斬
[00:17:23.600 --> 00:17:30.880]  他被埋葬在羅馬城以外的奧斯蒂亞路上
[00:17:30.880 --> 00:17:32.960]  我們不妨看看
[00:17:32.960 --> 00:17:35.440]  為什麼保羅要寫羅馬書
[00:17:35.440 --> 00:17:37.840]  其實有兩個原因
[00:17:37.840 --> 00:17:41.200]  第一個原因就是要將這個福音的信息
[00:17:41.200 --> 00:17:43.600]  傳給羅馬的信徒
[00:17:43.600 --> 00:17:45.360]  要去兼顧他們
[00:17:45.360 --> 00:17:48.080]  在羅馬書的一章十一節說
[00:17:48.080 --> 00:17:50.800]  因為我切切地想見你們
[00:17:50.800 --> 00:17:54.800]  要把屬靈的恩賜分給你們
[00:17:54.800 --> 00:17:57.120]  使你們可以兼顧
[00:17:57.120 --> 00:17:59.920]  保羅很清楚地告訴他們
[00:17:59.920 --> 00:18:03.600]  保羅什麼屬靈的恩賜要分給他們
[00:18:03.600 --> 00:18:05.600]  就是保羅的教導
[00:18:05.600 --> 00:18:10.480]  這個教導就是有關恩訊清義的福音
[00:18:10.480 --> 00:18:12.720]  就是這本書的主題
[00:18:12.720 --> 00:18:16.400]  保羅寫這封信的目的
[00:18:16.400 --> 00:18:21.680]  就是要將恩訊清義的福音傳給羅馬的信徒
[00:18:21.680 --> 00:18:27.200]  但是也有很多學者認為
[00:18:27.200 --> 00:18:30.880]  這不是保羅寫羅馬書的目的
[00:18:30.880 --> 00:18:33.040]  例如大衛鮑森
[00:18:33.040 --> 00:18:36.080]  他不相信保羅寫羅馬書
[00:18:36.080 --> 00:18:40.480]  就是想傳給羅馬信徒這個福音的信息
[00:18:40.480 --> 00:18:44.960]  但其實我們看羅馬書是很清楚的
[00:18:44.960 --> 00:18:48.080]  因為羅馬書有一個首尾結構
[00:18:48.080 --> 00:18:51.680]  一頭一尾保羅都說了一個信息
[00:18:51.680 --> 00:18:52.640]  是什麼呢?
[00:18:52.640 --> 00:18:55.120]  你看看羅馬書的一章一節
[00:18:55.120 --> 00:18:58.160]  和羅馬書的十六章二十五節
[00:18:58.160 --> 00:19:01.120]  一頭一尾保羅都指出
[00:19:01.120 --> 00:19:04.000]  福音是神完備的救恩
[00:19:04.000 --> 00:19:09.280]  這個夾在中間最重要的信息是什麼呢?
[00:19:09.280 --> 00:19:11.600]  就是恩訊清義的道理
[00:19:11.600 --> 00:19:13.760]  所以一頭一尾都說出
[00:19:13.760 --> 00:19:16.960]  福音的信息是神完備的救恩
[00:19:16.960 --> 00:19:20.320]  這個救恩是世人所需要的
[00:19:20.320 --> 00:19:23.120]  無論是猶太人或外邦人
[00:19:23.120 --> 00:19:26.320]  而在羅馬書的一章十五節
[00:19:26.320 --> 00:19:31.680]  保羅說我要將福音也傳給你們在羅馬的人
[00:19:31.680 --> 00:19:33.920]  最清楚不過了
[00:19:33.920 --> 00:19:38.400]  這就是保羅寫羅馬書信的原因
[00:19:38.400 --> 00:19:41.680]  還有第二個原因
[00:19:41.680 --> 00:19:46.960]  保羅要將自己介紹給羅馬的信徒
[00:19:46.960 --> 00:19:50.880]  我們知道保羅很希望去羅馬
[00:19:50.880 --> 00:19:52.720]  剛才我們說了
[00:19:52.720 --> 00:19:56.800]  他藉著這封信來介紹自己
[00:19:56.800 --> 00:20:00.320]  羅馬書的十五章三十節說
[00:20:00.320 --> 00:20:03.680]  弟兄們 我藉著我們主耶穌基督
[00:20:03.680 --> 00:20:05.520]  又藉著聖靈的愛
[00:20:05.520 --> 00:20:10.000]  勸你們與我一同竭力為我祈求神
[00:20:10.000 --> 00:20:11.600]  有沒有看到
[00:20:11.600 --> 00:20:15.520]  他是希望將自己介紹給羅馬教會
[00:20:15.520 --> 00:20:18.000]  讓羅馬教會的人認識他
[00:20:18.000 --> 00:20:19.200]  可以做什麼?
[00:20:19.200 --> 00:20:21.200]  和他同心合力
[00:20:21.200 --> 00:20:24.320]  可以一起為他來禱告
[00:20:24.320 --> 00:20:28.560]  所以他希望藉著這本書來介紹自己
[00:20:28.560 --> 00:20:32.080]  還有羅馬書的十五章二十八節
[00:20:32.080 --> 00:20:34.080]  「等我辦完了這事
[00:20:34.080 --> 00:20:37.520]  把這善果向他們交付明白
[00:20:37.520 --> 00:20:40.080]  我就要路過你們那裡
[00:20:40.080 --> 00:20:43.600]  往西班牙去」
[00:20:43.600 --> 00:20:46.560]  保羅說清楚給他們聽
[00:20:46.560 --> 00:20:48.400]  我要路過你們
[00:20:48.400 --> 00:20:51.120]  經過羅馬去西班牙
[00:20:51.120 --> 00:20:55.920]  不單希望羅馬的信徒為他禱告
[00:20:55.920 --> 00:21:00.880]  可能他們也能給他一些經費來支持他
[00:21:00.880 --> 00:21:03.440]  成書的日期
[00:21:03.440 --> 00:21:04.960]  又是什麼時候寫的呢?
[00:21:04.960 --> 00:21:06.160]  寫羅馬書
[00:21:06.160 --> 00:21:10.320]  其實有兩部新約的書信告訴我們
[00:21:10.320 --> 00:21:14.960]  保羅寫羅馬書應該是他第三次旅程
[00:21:14.960 --> 00:21:16.560]  在哥林多寫
[00:21:16.560 --> 00:21:19.200]  哪兩部書告訴我們?
[00:21:19.200 --> 00:21:22.960]  《使徒行傳》和《哥林多前後書》
[00:21:22.960 --> 00:21:25.760]  其實我們有五個原因
[00:21:25.760 --> 00:21:26.960]  為什麼這樣說
[00:21:26.960 --> 00:21:28.720]  第一個原因就是
[00:21:28.720 --> 00:21:33.200]  在馬其頓收了捐款之後
[00:21:33.200 --> 00:21:36.240]  他會回到耶路撒冷
[00:21:36.240 --> 00:21:41.680]  這是羅馬書的十五章二十五至二十六節告訴我們
[00:21:41.680 --> 00:21:43.920]  而馬其頓在哪裡呢?
[00:21:43.920 --> 00:21:46.960]  馬其頓在哥林多的北面
[00:21:46.960 --> 00:21:48.560]  第二個原因
